0.0028552+0.00096379i,0.0027219-0.00034116i,0.0010727-0.0013309i,-0.0012101-0.0019488i,-0.0020762-0.00062333i,-0.0018624+0.0016238i,-0.00075749+0.0028958i,-0.00031952+0.0025426i,0.00032678+0.0010582i,0.0011438+0.00024129i,0.0015029-0.00016505i,0.00086701-0.00028493i,3.0491e-05+6.3419e-06i,-0.00054348-0.00011871i,-0.00054646-0.00056908i,-0.00023927-0.00034351i,5.3415e-05+5.19e-05i,0.00037157+0.00066407i,0.00012045+0.00036916i,-0.00034899-0.00052238i,7.4572e-05-0.00036644i,0.00025861-0.00010246i,0.00012573-0.00034956i
-0.00011802-0.00041454i,-1.9717e-05-0.00015049i,0.00026435+0.0014531i,-0.00075463+0.0018264i,-0.0021188-0.00054001i,-0.0017009-0.0020148i,-0.00097344-0.0037916i,-0.00063181-0.0050078i,5.1118e-05-0.003326i,0.00038048-0.00012159i,-0.000144+0.0011947i,0.00048625+0.00026218i,0.00076255+0.00022628i,-0.00011219+0.0016512i,-0.00067489+0.0029203i,-0.00030481+0.0034134i,0.00034516+0.0031158i,0.00022006+0.001792i,0.00018362+0.0017157i,0.00093983+0.0017149i,0.0015868-0.00051188i,0.0012773-0.001652i,-0.00015421-0.00055938i
8.4007e-05+0.00019862i,0.0011353+0.0018343i,0.0026723+0.001647i,0.0034583+0.00025386i,0.0034876-0.0013616i,0.0023827-0.0020327i,7.0456e-05-0.0018364i,-0.0027693-0.0016669i,-0.0038203-0.00077038i,-0.0033293+3.4792e-05i,-0.0019803-0.00036368i,-0.00017825-0.0007274i,-9.4523e-05+0.00014976i,0.00016906+0.0011372i,0.00099271+0.0016026i,0.00067597+0.0010495i,-0.0009104+0.00063357i,-0.0008055+0.00073329i,0.00089004+0.00039628i,0.0011158-8.9124e-05i,0.00099995-0.00020821i,0.00092784+5.1769e-05i,-0.00031979+0.0002015i
0.001686-0.0033061i,2.3551e-06-0.0046414i,0.00020686-0.0046905i,0.0013411-0.0029726i,0.0020075-0.0009637i,0.0024984-0.00024297i,0.0020612-0.0004834i,0.0017521-0.0013448i,0.00083521-0.0018234i,-0.0011579-0.0016091i,-0.0018869-0.00063444i,-0.0012482+0.00053797i,-0.00065256+0.00077791i,0.0001841+0.00093655i,0.0011175+0.00018305i,0.0022641-0.00095569i,0.0021372-0.001716i,0.00090368-0.0027737i,0.00037813-0.0025934i,-0.0001486-0.0020041i,-0.0012245-0.0017371i,-0.0016846-0.0017016i,-0.0010917-0.0020242i
-0.0011727+0.0022245i,-0.00235+0.0016728i,-0.001896+0.0025225i,0.00046921+0.0022702i,0.002514+0.0010267i,0.0041913-0.001131i,0.0051176-0.0031347i,0.0058989-0.0040754i,0.0042922-0.0025543i,0.0012885-0.00027811i,0.00080219+0.00029251i,0.0017203-0.000156i,0.0019835-0.0012594i,-1.041e-05-0.0015581i,-0.0022374-0.0020383i,-0.0020916-0.0024573i,-0.0010997-0.00098026i,-0.0010643-0.00020109i,-0.0016999-7.0473e-05i,-0.0018199+0.00048767i,-0.0015291+0.0019177i,-0.0010479+0.0027785i,-0.0015362+0.0019142i
-0.00037827-2.7385e-05i,0.0012511-0.00070747i,0.0028371-0.00088365i,0.0036602-0.0007438i,0.00324-0.00051971i,0.0020552-0.0021482i,0.0014582-0.0055338i,0.0012392-0.0059973i,0.00050159-0.0036916i,0.00064212-0.0020916i,0.0010615-0.0016986i,0.00055339-0.0011568i,-0.00025519-0.0003806i,-0.0011031+0.00021576i,-0.0013092+0.0015145i,-0.00029876+0.0022478i,0.00039977+0.0014629i,0.00015802+0.00048681i,-0.00049916+0.00032499i,9.9598e-05+0.00067825i,0.0013052+3.8046e-05i,0.0012396-0.0012143i,0.0013087-0.0012472i
0.0013104-0.0037083i,0.0025218-0.0039131i,0.00012679-0.0029673i,-0.002208-0.0006728i,-0.0010682+0.00051604i,7.5165e-05-0.00028073i,0.00088651-0.00086581i,0.0014955-0.00083768i,0.0021882-0.0012154i,0.0028804-0.0017634i,0.0027049-0.0018045i,0.0016711-0.0012205i,0.00094038-0.00083453i,0.00076537-0.00052122i,9.8108e-05-0.00021041i,1.5605e-05-0.00019118i,0.00038729-0.00077185i,0.00067225-0.0013709i,0.0014178-0.00081988i,0.0024738-7.5056e-05i,0.0036555-0.00042006i,0.0029945-0.0008606i,0.0014882-0.00076186i
0.0017427+0.0013435i,-0.00059321+0.0024668i,-0.0024177+0.0034829i,-0.0018339+0.0024097i,0.00074776+0.00071837i,0.0030512+0.00026147i,0.004922+0.00080039i,0.0054043+0.00061177i,0.0041696+0.00082823i,0.0030212+0.0014621i,0.001601+0.00095589i,0.00050504+0.0011696i,0.0008709+0.0012733i,0.0012034+0.00018921i,0.0013105-0.0011502i,0.0016684-0.001849i,0.0018541-0.0017093i,0.0010502-0.0010372i,0.00095441-0.00047488i,-0.0001178-0.0013258i,-0.0015568-0.0028087i,-0.0014011-0.0023017i,-0.0014667-0.0014069i
0.0030768+0.0002379i,0.0042257-0.00092572i,0.0069735-0.0032224i,0.0058515-0.0043356i,0.0013175-0.0030231i,0.00079282-0.0012698i,0.0041705-0.00057416i,0.0061154+0.00042444i,0.0040794+0.0019357i,0.0009078+0.0027306i,-0.00051912+0.0025726i,-0.00026027+0.0020005i,0.00041295+0.0016634i,-0.0009633+0.00115i,-0.0025762-0.00043425i,-0.0020653-0.00039718i,-0.00072998+0.0010262i,-0.0005608+0.001512i,-0.0012274+0.00087864i,-0.0015317+0.0007775i,-0.0018245+0.0016798i,-0.0018618+0.0020881i,-0.001561+0.0015556i
0.00021804-0.0015584i,-0.00082778-0.00467i,-0.0020242-0.0056578i,-0.0013916-0.0036067i,0.00027027-0.0021969i,0.0024192-0.0015149i,0.0039632-0.0005191i,0.0039448+0.00074022i,0.0028723+0.0011519i,0.0022756+0.0018814i,0.0010284+0.0024277i,-3.2513e-05+0.0015332i,-0.00043135+0.00077934i,-0.00042367+0.00087216i,8.1974e-07+0.00096343i,8.944e-05+0.00073496i,-1.8656e-05+0.00016178i,0.00020975-0.00051204i,-0.00034809+0.00043546i,-0.00088472+0.0010157i,-0.00083669+0.0011941i,-0.00051441+0.0012601i,0.00068519+0.0011302i
0.0023254+0.00028095i,-0.00028045+0.00047919i,-0.0022637+0.0020702i,-0.0030681+0.0018822i,-0.0017503-0.00084883i,-2.3927e-05-0.0012522i,0.0013931+0.00020025i,0.001344+0.0019585i,-0.00029967+0.0038127i,-0.00074656+0.0045385i,5.4253e-05+0.0035429i,-0.00023477+0.0019792i,0.00023155+0.0012922i,0.00090667+0.00090751i,0.00030245+0.0010363i,0.00091513+0.00055958i,0.0010952+0.00043041i,0.00063374+0.0010142i,0.001607+0.00071531i,0.0026722+0.00016598i,0.0028105+4.2324e-05i,0.0019989-0.00047698i,0.0010913-0.00057771i
0.0041973-0.00031168i,0.0067491-2.3932e-05i,0.0089875-0.00067372i,0.0073986-0.002033i,0.004311-0.0023789i,0.0025472-0.00010634i,0.0016216+0.0024104i,0.00081076+0.003664i,-0.00081718+0.0041264i,-0.0025584+0.0032389i,-0.0027998+0.0019483i,-0.0022126+0.0012067i,-0.0024633+0.00085857i,-0.0017714+0.00034619i,-0.00034918-0.0012126i,0.00018526-0.0020733i,-6.7398e-05-0.0013385i,-0.00023311-0.00085911i,-3.8623e-05-0.0018487i,-0.00056666-0.0029007i,-0.0015482-0.00309i,-0.0019148-0.0032702i,-0.0010132-0.002119i
-0.0010777+0.0003813i,-0.0017606-8.3928e-05i,-0.00066518-0.0029228i,0.0005654-0.0040077i,0.0010602-0.0018577i,0.001007+0.00029721i,0.0012029+0.0018877i,0.00081583+0.0029105i,-0.0019685+0.0028237i,-0.0037532+0.0021821i,-0.0033586+0.0023729i,-0.0029403+0.0021783i,-0.0026694+0.0012861i,-0.0025355+0.0016577i,-0.002948+0.0022646i,-0.0025379+0.0014374i,-0.0016476+0.00037634i,-0.0011051-0.00054854i,-0.00073886-0.0017958i,-0.00097004-0.0014609i,-0.0020058+1.3602e-05i,-0.0023857+0.00021918i,-0.00087816+0.00055278i
-0.0010915-0.00089375i,-0.0017619+0.00058236i,-0.0009474+0.0024117i,0.00066647+0.003195i,0.0017649+0.0018833i,0.0029241+0.0010825i,0.0030166+0.00057169i,0.0013856+0.00060776i,-0.0013557+0.0009363i,-0.0033769+0.0018406i,-0.0034515+0.0023795i,-0.0023422+0.0016699i,-0.0009106+0.0010626i,-0.00025291+0.00077403i,0.00056546+0.00025216i,0.001249-3.5128e-05i,0.00082832-0.00029176i,-0.00040353+0.0005087i,-0.0015198+0.0017775i,-0.0011424+0.0020105i,-0.00073032+0.0017146i,-0.00088632+0.0014825i,-0.0010701+0.000796i
0.00035264-0.003888i,0.0007911-0.0047873i,-0.0014321-0.0019862i,-0.0014034+0.002405i,0.00069076+0.0030859i,0.0013971+0.0015825i,0.00072479+0.00075169i,-0.0013724-1.087e-05i,-0.0041423-0.00076697i,-0.0052433-0.00014082i,-0.0039702+0.00055538i,-0.0014343-5.156e-05i,-0.00037029-0.00050156i,-0.00022516+9.2176e-05i,0.00065236+0.00075315i,0.0013427+0.00064677i,0.0013662+0.00011018i,0.0011785-0.00062887i,0.0020402-0.00070087i,0.0029508-0.00013869i,0.0026185-0.00010894i,0.0018253-0.00021664i,0.0012886+0.00012758i
-0.0014885+0.0017974i,-0.0024203+0.0019397i,-0.0015411-9.4543e-05i,7.8401e-05-0.00081309i,0.00064017-0.00040828i,0.00061303+0.00080594i,-0.00032026+0.0023865i,-0.0018032+0.0016801i,-0.0023891-0.0011331i,-0.0023568-0.0028591i,-0.0026749-0.0030385i,-0.0027473-0.0023555i,-0.0020347-0.0022299i,-0.0010451-0.0024762i,0.00013548-0.0022759i,0.00095024-0.00099296i,0.00037445-0.00035912i,0.00030756-0.0008928i,0.0007079-0.0015965i,0.0002479-0.001816i,0.0004369-0.0022057i,0.00049961-0.0025649i,-0.00055347-0.0024008i
-0.0012347+0.0002692i,0.00039938-6.7426e-05i,0.00058642-0.0010888i,0.00047824-0.00048356i,0.0012475+0.00025205i,0.002009+0.00081621i,0.0015095+0.0011505i,-0.00078359+0.00016277i,-0.0028076-0.0011937i,-0.0032266-0.0015184i,-0.0028152-0.0011885i,-0.0021061-0.0011303i,-0.0014219-0.00018616i,-0.0011445+0.00094293i,-0.0011777+0.0012408i,-0.0012878+0.00065632i,-0.0010057-0.00029404i,-0.00050923+1.031e-05i,-0.00036725-0.00028497i,-0.00076273-0.0011468i,-0.0017797-0.0004137i,-0.0024402+0.000757i,-0.0014138+0.0010576i
0.0033098-0.0046198i,0.0022262-0.0061238i,-0.00013188-0.0047065i,-0.00036035-0.00092703i,0.0015747-0.00030849i,0.0012414-0.00095803i,0.0010764-0.00054919i,0.00097374-0.0016018i,-2.2714e-05-0.0031011i,-0.0012139-0.0032072i,-0.0018954-0.0023397i,-0.0011368-0.0014489i,-0.0002783-0.00090585i,-8.7614e-07-0.00033713i,-3.244e-05+0.00072669i,-0.00040619+0.0012038i,-0.00038425+0.0016723i,0.00015616+0.001875i,4.5243e-05+0.0014547i,-0.00053535+0.0022808i,-0.0015588+0.0029744i,-0.0017876+0.0020821i,-0.00073613+0.0013313i
0.0017348+0.0015503i,0.0031268+0.0010325i,0.0035253+0.00017536i,0.0028271-0.00014379i,0.001485+0.00054941i,0.00026399+0.0011538i,-0.00079484+0.00015179i,-0.00064359-0.0020583i,-6.5493e-05-0.0037775i,-0.00014302-0.0029903i,-0.0010565-0.0014093i,-0.00032131-0.00064508i,0.0012978-0.00033388i,0.0016523-0.00019117i,0.0011819+0.00042954i,0.00037314+0.00042422i,0.00076199-0.00032096i,0.0013186-0.00023705i,0.0016419+0.0010112i,0.0019913+0.0017557i,0.0029672+0.0011212i,0.003045+0.00058004i,0.0017583-0.00010426i
-0.0014133+8.3754e-05i,0.00046715+0.0017711i,0.0011538+0.00063139i,-0.00020362+0.00027144i,-0.0010226+0.00056575i,0.00071039+0.0012274i,0.0022634+0.0011752i,0.0013021+5.6545e-05i,-4.7826e-05-0.0010353i,-0.00065306-0.00094517i,-0.0012241-0.0011344i,-0.00077169-0.0012531i,-0.00013841-0.0011497i,5.4728e-05-0.0015894i,0.00013911-0.0017808i,0.00023244-0.0018884i,-0.00020082-0.0014236i,9.8416e-05-0.0017635i,0.0015762-0.0018718i,0.0022452-0.0020649i,0.0013435-0.0021361i,6.1978e-05-0.0017362i,-0.00022982-0.0011454i
0.0022975-0.0042383i,-0.00025814-0.0045219i,-0.0017281-0.0037044i,-0.0013558-0.0026328i,-0.0010568-0.0027958i,-0.001623-0.0019668i,-0.0021349-0.0010756i,-0.0017189-0.0011253i,-0.00035308-0.0019747i,-0.00061434-0.0033144i,-0.0016888-0.0030997i,-0.00080849-0.00046604i,0.00014981+0.0015274i,-0.00073568+0.0022313i,-0.0022836+0.0022027i,-0.0018996+0.0010735i,-0.0010457+0.00016933i,-0.0010686+3.7318e-05i,-0.0010734-2.9229e-05i,-0.0005985-0.0010341i,-0.00052954-0.0019772i,-0.0010688-0.0013873i,-0.0014029-0.00042077i
0.0043995+0.001428i,0.0046918-0.00028291i,0.0039953-0.0019837i,0.0034842-0.001482i,0.0030508-0.0015518i,0.002605-0.0019593i,0.0031105-0.0014639i,0.0030795-0.00048194i,0.0023919+3.7725e-05i,0.0012773-0.0011408i,-0.00021435-0.0009929i,-0.00087012+0.00048453i,-0.00079749+0.0011079i,-0.0002652+0.0020708i,-7.4858e-05+0.0026152i,-0.00089981+0.0013587i,-0.0012281+0.00051827i,-0.0011799+0.001039i,-0.0014085+0.001955i,-0.0017363+0.0030702i,-0.0012304+0.0027784i,-8.7943e-05+0.0014155i,0.00017937+0.0010553i
0.0019066+0.005112i,0.0026808+0.0029326i,0.0028532-0.0015006i,0.00055067-0.0034171i,-0.00133-0.0035189i,-0.0027754-0.002401i,-0.001856-0.0012065i,-0.00055044-0.00099425i,-0.00044462-0.0014085i,0.00026311-0.00095979i,0.00035703+4.1116e-05i,0.00027279+0.00053268i,-3.5284e-05+0.00046481i,-0.00020885+0.00063492i,0.00068654+0.0010411i,0.00079844+0.001227i,0.00083595+0.0014825i,0.0013892+0.0016853i,0.0014258+0.0019011i,0.001057+0.0017288i,0.0014518+0.0011955i,0.0021669+0.00047264i,0.001444-0.00068586i
0.0035123-0.0073357i,0.0025626-0.0090206i,0.0027041-0.0086189i,0.0019731-0.0057844i,0.0013657-0.0034281i,0.0026735-0.0010147i,0.0027319-0.0005691i,0.00037162-0.0012776i,-0.00047507-0.00089597i,-0.00048795-0.0011639i,-0.001602-0.0010788i,-0.0019364-0.00013485i,-0.0016657+0.00077028i,-0.0024933+0.0012751i,-0.0033557+0.0010691i,-0.002426+0.0012225i,-0.00068511+0.001195i,0.00078595-0.00019034i,0.0019469-0.00061012i,0.0023368-0.00080857i,0.001686-0.0016103i,-0.00038605-0.0015433i,-0.0022047-0.0014176i
0.027159-0.0077632i,0.025571-0.014608i,0.016729-0.024679i,0.0026744-0.020866i,-0.0089077-0.012546i,-0.014323-0.0003337i,-0.0091906+0.0059327i,-0.0020057+0.0037926i,0.0013522-0.001402i,-0.00076274-0.0052483i,-0.0047053-0.0025254i,-0.005966+0.0021601i,-0.0068434+0.0057768i,-0.0083932+0.0094261i,-0.0089657+0.01116i,-0.0068537+0.0075353i,-0.0030077+0.0011349i,-0.00091091-0.00139i,0.00065665+1.7824e-05i,0.0016245-0.00020801i,0.00054735-0.0021233i,-0.0013383-0.0033023i,-0.0026052-0.0022223i
-0.009904+0.0035058i,-0.007185+0.0063401i,-0.0048275+0.0102i,-0.00057414+0.0091054i,0.0042071+0.0052443i,0.0068455-0.00068403i,0.003619-0.0043482i,0.00024371-0.0038285i,-0.00072433-0.00097253i,1.0922e-05+0.0018208i,0.0009393+0.0016946i,0.0011614+0.00046012i,0.0017706-0.000349i,0.0033496-0.0015188i,0.004616-0.0027594i,0.0033809-0.0019345i,0.00074928+0.00033175i,-0.001355+0.00085135i,-0.0021203-0.00011446i,-0.0021394+0.00052804i,-0.0016998+0.0014486i,-1.4252e-05+0.0013197i,0.0017233+0.00068645i
-0.0083038-0.0016464i,-0.0073622+0.0024037i,-0.0051167+0.0069839i,-0.00075173+0.0058985i,0.0025669+0.0023102i,0.0026986-0.0020329i,0.0014321-0.0047961i,0.00137-0.0048499i,0.00036112-0.0032778i,0.00026775-0.00067226i,0.0012257+0.00076841i,0.0011085+0.00011291i,0.0005434-0.0014093i,0.0011161-0.0026822i,0.0022031-0.0024597i,0.0016892-0.00081093i,-0.00057909+0.00036789i,-0.0011202+0.00058532i,-1.6969e-05+0.00048188i,0.0009492+0.00080071i,0.00099919+0.00072388i,0.00042721+3.3362e-05i,0.00033925-0.00048778i
0.00030121-0.00073416i,-0.00083453-0.00012559i,-0.0019945+0.0021572i,-0.00059214+0.0036224i,0.0011767+0.004506i,0.0020371+0.0037079i,0.0014345+0.0012531i,0.00088476-0.0014309i,0.001724-0.0023444i,0.0025937-0.0011148i,0.0013619-0.00031566i,6.2296e-05-0.00044271i,4.5873e-05-0.0015813i,-0.00038633-0.0026828i,-0.00015571-0.0027934i,0.00033682-0.0017861i,0.00058281-0.00053498i,0.00068452-0.0004661i,0.001461-0.0003444i,0.0020763+9.1989e-05i,0.0017315-0.00027744i,0.00051711-0.00056192i,-0.00026447+3.91e-05i
-0.0044971+0.0013246i,-0.0049445+0.0019688i,-0.0057264+0.0019116i,-0.0040497+0.0017994i,-0.00065028+0.00082883i,0.0017778-0.0017904i,0.0021057-0.0037334i,0.0013402-0.0038646i,0.00094569-0.0016273i,0.00065571+0.00078217i,5.645e-05+0.0013425i,-0.00018784+0.00054041i,0.00072045-0.00066694i,0.0014335-0.0013595i,0.00066923-0.0010741i,-0.00030956-0.00036799i,-0.00028333-0.0005237i,-4.1635e-05-0.0016929i,-0.00036287-0.0027114i,-0.00040884-0.0027922i,-0.00064669-0.0018872i,-0.0014192-0.0010865i,-0.0011216-5.4208e-05i
8.2523e-05-0.0042314i,-0.0003197-0.0032048i,-0.00065601-0.0012687i,-0.0011257+0.00051797i,-0.0022983+0.0020071i,-0.0011187+0.0021382i,0.0015035+0.0012503i,0.002818+0.00036034i,0.0019317-0.00038673i,0.00023785-0.00058203i,-0.00039548-0.00030991i,-0.00049358-0.00096458i,4.9332e-05-0.00058522i,0.00077328+0.00095476i,0.00070123+0.0016489i,0.00020326+0.0010446i,-0.0002522+0.0004588i,-0.00027524+0.00074378i,0.00052908+0.00038469i,-3.6593e-05+0.00063242i,-0.001161+0.00069309i,-0.00067765+0.00025144i,-0.00013883+0.00052987i
0.00046253-0.0018141i,0.00036128-0.0024047i,-0.0012451-0.002676i,-0.00089794-0.0010985i,0.0014002+0.0010162i,0.0029165+0.00074062i,0.0029891-0.0016543i,0.0029955-0.0022549i,0.0029713-0.00052525i,0.0021941+0.00051116i,0.00085624-3.8226e-06i,0.00033373-0.00061862i,0.00090593-0.00080986i,0.0021683-0.00079181i,0.0029245-0.00014238i,0.0015859-7.8049e-05i,-0.00013926-5.7686e-05i,-0.00093975+0.00080588i,-0.0011054+0.0016079i,-0.00104+0.0015453i,-0.00046559+0.0011937i,0.00050042+0.00042707i,0.00061765-0.00031547i
-0.0025551+1.5848e-05i,-0.0031348+0.00061574i,-0.0019558+0.0015423i,0.00031014+0.0012166i,0.0011541+0.00084615i,0.0016887+0.00086915i,0.002115+0.0011935i,0.002235+0.00064436i,0.0010504+0.00018704i,-7.5679e-05+0.0012132i,-0.00014833+0.0015866i,0.0003797+0.00098602i,0.00084073-0.0010089i,0.00082076-0.0032565i,0.0006475-0.0035188i,0.0006672-0.0018822i,0.0005379-7.4794e-05i,0.0010032+0.00041375i,0.0025682-8.3112e-05i,0.0031547-0.00072i,0.0023857-0.00064693i,0.00082423-0.00066633i,0.00041333-0.00089122i
0.00025753+0.0011099i,-0.00075061+0.00026009i,0.00024497+0.0024973i,0.0023563+0.0029277i,0.0034624+0.00025068i,0.0034264+0.00013306i,0.0027306+0.0017692i,0.0019632+0.0023392i,0.00065163+0.002104i,-0.00034658+0.0020031i,-0.00090856+0.00076062i,-0.0013604-0.00046546i,-0.0012002-0.00065273i,-0.00087828-0.00053545i,-0.0012899-0.0011606i,-0.0011616-0.0013251i,-0.00029482-0.00057252i,0.00019376-0.00081833i,0.00011703-0.00094542i,0.00033369-0.0013818i,0.00010406-0.0016881i,-0.00096748-0.00085396i,-0.0007897+5.1257e-05i
-0.00040034+0.00062634i,0.00049006+0.00091233i,0.002384+0.00096921i,0.0034573+0.00019885i,0.0032459-0.00059693i,0.0016281-0.00024797i,0.00064738+0.00080423i,0.00024192+0.00064271i,-0.0003617-0.00045143i,-9.9968e-05-0.00075772i,8.6792e-05-0.00038597i,-1.519e-05+0.00010414i,0.00069178+0.00098183i,0.00072617+0.0020563i,0.00013376+0.00204i,0.0004694+0.00042664i,0.00089463-0.00085262i,-0.00029033-0.00095932i,-0.0012947-0.00046964i,-0.0012538+0.000352i,-0.0014544+0.00085617i,-0.0010354+0.00049874i,-0.00045202-8.3509e-05i
-0.00080449-0.0017635i,-0.0010879-0.0012184i,-0.00039357+0.001085i,0.0012175+0.001608i,0.0013441+0.00055035i,0.00099124-0.00011429i,0.0016843+0.00038356i,0.0016696+0.0011006i,0.00053902+0.000847i,-0.00088696+0.00063364i,-0.0016145+0.00071786i,-0.00097747+0.00036242i,0.000405+0.00017673i,0.0022419+0.00024829i,0.0018674-0.00020448i,0.00084393-0.00046204i,0.00015048-9.6585e-05i,-0.00075589+0.00035606i,-0.0005399+0.0009242i,-5.4935e-05+0.0015963i,-7.2478e-05+0.0011826i,0.00053998+0.00076382i,0.00060418+0.00059042i
0.001589-0.0023032i,0.00067404-0.0022868i,-0.0015491-0.00040719i,-0.0013455+0.00092582i,0.00093638+0.0011181i,0.0023574+0.00092377i,0.0023141+0.00064302i,0.0018755+5.3135e-05i,7.674e-05-0.00053487i,-0.0016819-0.00010959i,-0.0016088+0.00037472i,-0.0012952-8.4076e-05i,-0.00069438+0.00015477i,5.7137e-05-3.1559e-05i,-0.00024331-0.00082029i,-0.0013489-2.1571e-05i,-0.0009219+0.00036138i,0.00058734-5.4744e-05i,0.0011691+0.00044974i,0.00096428+0.00073749i,0.00042911+0.00011373i,4.6888e-05-0.00062229i,-0.00073866-0.00068331i
-0.0016105+0.0033093i,-0.00072515+0.0023725i,0.00023761+0.0019567i,0.00029961+0.0018044i,0.0006519+0.0011661i,0.0010397-0.00082054i,0.00025278-0.0018643i,-0.00062044-0.00072431i,-0.00063764+0.00026453i,-0.00010688-0.00011091i,-0.00020163-0.00082729i,-0.0010448-0.0005666i,-0.001035-0.00054194i,-0.00026774-0.0010556i,-0.00099853-0.00089785i,-0.00089429+4.3892e-05i,0.00046415+0.00011041i,0.0012409-0.0015391i,0.001098-0.0014927i,0.00021574-0.0011169i,-0.00031719-0.0012704i,-0.00063392-0.0008705i,-0.0014102-0.00013791i
0.00091872-0.0021267i,-0.00078425-0.0023992i,-0.00081129-0.0012066i,0.00031083-0.00034615i,0.0011637-0.0010659i,0.0008103-0.00060612i,0.00045001+0.00073266i,0.00052337+0.00096036i,-6.85e-05-0.00023458i,-0.00010225-0.0018712i,-0.00039305-0.0023183i,-0.0014382-0.0011267i,-0.0018498-0.00032107i,-0.0010216+0.00022801i,-0.00054158+0.0005148i,-0.00012517-0.00013891i,0.00062292-0.0007509i,0.0005551-0.00047246i,-0.00044736-0.00054415i,-0.0007545-0.0010061i,-0.0010842-0.00062527i,-0.0013583+0.00012659i,-0.0012846+5.9756e-05i
0.003716+0.00149i,0.0045711+0.00028423i,0.0031272-0.00065681i,0.001572-0.00073525i,0.0016894+0.0003137i,0.0023982-2.4508e-05i,0.0018376-0.0003508i,-0.00026433+0.00036009i,-0.0013074+3.0805e-05i,-0.0004836-0.00017721i,-0.00048118-0.0010613i,-0.0011924-0.0018435i,-0.00074718-0.0010427i,7.7871e-05-0.00063112i,0.00093284-0.00093493i,0.0011505-0.00088681i,0.00038089-6.8536e-05i,-0.00056521+0.00028416i,-0.0011937+0.00011869i,-0.0011285+0.0010214i,-0.001038+0.0018155i,-0.00038242+0.0016883i,0.00050931+0.001229i
-0.0031563+0.0032969i,-0.0026881+0.0034805i,-0.00080299+0.0022461i,0.00040745-3.3418e-05i,0.00028603-0.00075593i,0.00076972-0.0011675i,0.00083009-0.0016268i,0.00072391-0.0017545i,0.00086485-0.0017175i,0.0014841-0.00071393i,0.0015544+0.00031142i,0.0003555-3.9428e-05i,-2.5031e-05-0.00022365i,-0.00040073-0.0010731i,-0.00066097-0.0016573i,-0.0002903-0.00054238i,-0.00014916+0.00044098i,0.00049412+0.00094954i,0.0014098+0.0014668i,0.0015129+0.001513i,0.0012709+0.00076795i,0.00095197-0.00059207i,0.00062042-0.00060531i
-0.00027596-0.0029993i,0.00025865-0.0021327i,0.00015225-0.00067264i,0.00081187-0.00013691i,0.0012122+0.00070434i,0.0014066+0.0019851i,0.0013131+0.001131i,0.0011613-0.00069858i,0.0013862-0.0012176i,0.001791-0.00067635i,0.0014933-0.00065321i,0.0010635-0.00066726i,0.00041502+0.00049777i,9.9056e-05+0.00081709i,-0.00034752+0.00022575i,-0.00081712+0.00067668i,-0.00038148+0.0011195i,9.2341e-05+0.0013645i,0.0002656+0.00055096i,0.00083463-0.00069412i,0.001812-0.00078883i,0.0016511-0.0010832i,0.00055601-0.0017044i
-0.0016698+0.00027657i,-0.0016482-0.00031507i,-0.00096245-0.00024336i,0.00029382+0.00039559i,0.0014301+0.00053742i,0.0020882+0.0001546i,0.0020909-1.5677e-06i,0.0018385+0.00066657i,0.0011159+0.00032198i,0.00092402-0.0013751i,0.0016616-0.0015457i,0.0010942-0.0004457i,0.00061557+0.00026665i,0.0016499+0.00034127i,0.0019384+0.00027767i,0.0013455-0.00017483i,0.00044435-0.00081622i,6.7092e-05-0.00077267i,3.3381e-05-0.0011886i,-0.00050477-0.0014791i,-0.00095073-0.0011918i,-0.00089599-0.00052372i,-0.00084454+0.00057634i
0.00059162-0.00039941i,0.00075563-0.0017415i,0.00038376-0.00026136i,0.00076416+0.0012932i,0.0011568+0.00087195i,0.00078199+0.0001563i,0.00032634-0.00012449i,0.00013402-0.00030376i,-0.00016637-0.00092793i,-9.0552e-05-3.1429e-05i,0.00065487+0.0010923i,0.001052+0.00079162i,0.00051025+0.00072971i,0.00018915+0.00088498i,0.0009464-0.00019588i,0.0013245-0.00093889i,0.00066119-0.00069892i,9.4628e-05-0.00063672i,-0.00048722-0.00047746i,-0.0010913+0.000189i,-0.0020843+0.00093371i,-0.0018327+0.0011587i,-0.00032631+0.00063534i
-0.0026567+0.0012366i,-0.0015225+0.0014624i,-0.00039384+0.0030394i,0.00012331+0.0029745i,0.00094349+0.0013951i,0.0012488+0.00012256i,0.00032806-7.5669e-05i,-0.00029068-0.0002028i,0.00011797-0.00026297i,0.0011153+0.00039129i,0.0017669+0.0004861i,0.0015063-0.00030151i,0.00092381-0.0011096i,0.00041625-0.001749i,0.00030618-0.0024365i,-0.00040778-0.0019997i,-0.0011944-0.00050523i,-0.00055246+0.0002227i,-9.6638e-05+0.0003108i,-0.00012329+0.00039511i,0.0006617+0.0005278i,0.0012758+0.00067163i,0.0010861+0.00013828i
