0.0031771+0.00068635i,0.0037971-0.0008563i,0.0026706-0.0021979i,0.0013409-0.0022258i,-7.7731e-05-0.0021016i,-0.0019911-0.0011071i,-0.0022485+0.00080729i,-0.00080678+0.0015917i,0.00073309+0.00084149i,0.0014456-0.00012937i,0.00082682-0.00042249i,-0.00032629-0.00091551i,-0.00050843-0.00098598i,-0.00081646-0.0003962i,-0.0018494-0.0003341i,-0.0017774-0.00039871i,-0.00068228-0.00065544i,0.00010577-9.8161e-05i,0.0004571+0.00049692i,5.7444e-05+8.1753e-05i,-0.00035495-0.00055948i,-0.00056561-0.0009964i,-0.00027362-0.00067865i
0.0013419-0.00085992i,0.0032603+0.0017537i,0.0047353+0.0042783i,0.0041111+0.0041766i,0.0029525+0.0014634i,0.0020531-0.0020255i,0.00093404-0.0032494i,0.00041671-0.0017955i,0.0015591-0.00018649i,0.0031374+0.00044216i,0.0033298+0.0014799i,0.0021909+0.0019795i,0.00054433+0.00082386i,-0.00041596-0.00013695i,1.5161e-05+0.0011145i,0.00070954+0.0020962i,0.00074433+0.0010227i,0.00054153-0.00058883i,0.0006393-0.0015107i,0.00043128-0.0013135i,-0.00022893-0.00053594i,-0.00033999-0.00043746i,0.00018826-0.00047726i
-0.0022929+0.0019473i,-0.0037358+0.0017997i,-0.0038916+0.00098092i,-0.0017176+0.0016979i,4.392e-05+0.0032022i,0.00056174+0.0026067i,0.00086877+0.0011313i,9.0984e-05-7.4842e-05i,-0.0013298+6.8845e-05i,-0.0024639+0.0012717i,-0.0021082+0.0013794i,-0.00043398+0.00097826i,0.00108+0.0004398i,0.0017248-0.00058463i,0.001079-0.00058813i,0.00034361+0.00076138i,0.00043887+0.0011577i,0.0011759+0.00050607i,0.001295-0.00036424i,0.0012932-0.00098805i,0.0012127-0.00018361i,0.00072107+0.00091045i,0.00043967+0.00068017i
-0.0029241-0.00053065i,-0.0042015-0.0014373i,-0.0013299-0.0013172i,0.0023088-0.0016928i,0.0025111-0.0031201i,0.00019075-0.0034033i,-0.00095425-0.0022756i,-0.0006503-0.0016732i,-0.00043692-0.0018673i,-0.00025379-0.00231i,-0.00039352-0.0027941i,-0.00038994-0.0024844i,-0.00099429-0.0011239i,-0.0016236+9.7214e-05i,-0.0015352+0.00041677i,-0.001266-0.0003337i,-0.00080886-0.00032443i,-0.00063421+0.00087057i,-0.0001752+0.0013666i,0.00022079+0.001118i,0.00056695+0.00055447i,0.00091714+0.00072914i,0.00066563+0.00042286i
0.002576-0.0018832i,0.0044393+0.00076749i,0.004983+0.0043821i,0.0026165+0.0038932i,0.0012319+0.00080539i,0.00073396-0.0021497i,-0.00038619-0.0027538i,-0.00074813-0.00078739i,0.00060684+1.1118e-05i,0.0020921+9.9519e-05i,0.0026581+8.2206e-05i,0.0024466-0.00017641i,0.0020325-0.00042861i,0.0017396-0.0012009i,0.00077659-0.0013748i,-1.3591e-05-0.001545i,-0.00026978-0.0011645i,-0.00051775-0.00040085i,-0.00035584+0.00016653i,-0.00018352+0.00086541i,1.2874e-05+0.00082164i,-8.4519e-06+0.0011646i,0.00041731+0.0013112i
0.0025914+0.0049315i,0.0035048+0.0060339i,0.0032159+0.0051767i,0.0024348+0.0038563i,0.0020915+0.0024617i,0.0015712+0.00084028i,0.0017033-0.00028923i,0.0015796+0.00029279i,0.00086265+0.00064435i,0.00016534+0.00050064i,-0.00052027+0.0012001i,-0.0013059+0.0018513i,-0.0010311+0.0012631i,2.0124e-05+0.0002253i,0.00064979-0.00052089i,0.00085679-0.00093377i,0.00055118-0.0012455i,2.4551e-05-0.0013093i,-0.00034515-0.00019069i,-0.00068618+0.0012056i,-0.00065103+0.0015474i,-0.00038895+0.00098471i,-0.00039029+0.00061062i
-0.0063833-0.0019374i,-0.0094414-0.003374i,-0.0084881-0.0024491i,-0.0031566+5.012e-05i,0.0012838+0.00055747i,0.0025456-0.00085275i,0.002515-0.0010384i,0.0018386-0.0010731i,0.00076232-0.0024312i,-0.0001216-0.0033082i,-0.001405-0.0029547i,-0.0010653-0.00072174i,-0.00039539+0.00090696i,-0.00032186+0.0001666i,0.00064946+0.00050527i,0.0007891+0.001499i,0.0005686+0.00099064i,-0.00026848+0.00013404i,-0.0015308-0.0009945i,-0.002148-0.00087285i,-0.0015633+0.00079894i,-0.00093867+0.00083562i,-0.00098336-9.7803e-05i
0.0043261-0.0070692i,0.002921-0.0078532i,0.00094196-0.0067221i,0.00028338-0.0035138i,-3.8311e-05-0.0011475i,-0.0011527-0.00092188i,-0.00080174-0.0017319i,0.00066173-0.0020914i,0.0019517-0.0015601i,0.0027564-0.00042747i,0.0025119+0.00037173i,0.0023838+0.00031588i,0.0018765+0.00051968i,0.0010615+0.000989i,0.0016126+0.0021625i,0.001563+0.0031635i,0.0010296+0.0017931i,0.0010947+7.7871e-05i,0.00093747-0.00062607i,0.0008142-0.00088342i,-0.00030737-0.00082217i,-0.0003162+5.6443e-05i,0.00012695+0.0010188i
0.00043591+0.0058464i,0.0036552+0.0070549i,0.0053079+0.008061i,0.004275+0.0073244i,0.0027052+0.0042606i,0.0015536+0.00075512i,0.00071085-0.0023781i,-0.00065605-0.0032881i,-0.0018712-0.0015435i,-0.0012765+0.0007213i,-0.00057148+0.0022953i,0.00028717+0.0023567i,0.0014496+0.002093i,0.0023077+0.00037619i,0.0028418-0.00083648i,0.0022049+0.00056907i,0.00076021+0.0016579i,0.00042061+0.0012508i,0.0011136-0.00025015i,0.0012441-0.001377i,0.00083486-0.0012253i,0.0001386-0.00050467i,6.7369e-05-5.5837e-05i
-0.0024342-7.0516e-05i,-0.0039452+0.0030001i,-0.0029172+0.0051622i,0.0014878+0.0038203i,0.0034354+0.0012661i,0.0022518-0.0010886i,0.0011081-0.0017242i,0.00011045-0.0016008i,-0.00067781-0.0019509i,-0.0016562-0.001866i,-0.0028669-0.0019544i,-0.0024221-0.0017409i,-0.0014218-0.0013634i,-0.00029133-0.0011628i,-0.00043758-7.7455e-05i,-0.0019068+0.001086i,-0.0019499+0.0018036i,-0.00057156+0.0011741i,0.00096264-0.00030833i,0.0019845-0.00057618i,0.0021345-0.00045837i,0.001452+0.00012303i,0.0010401+0.0011222i
0.0033804-0.00021758i,0.0024106-0.00032875i,0.00078927-0.00042101i,0.00048578-0.00076303i,0.00040512-0.00097592i,0.00066902-0.00058394i,0.00030757-0.00047741i,-0.00013458+4.7696e-05i,0.0001801+0.0010584i,0.0011165+0.0005168i,0.0014586-0.0015298i,0.0020185-0.0023863i,0.0019191-0.0017368i,-6.482e-05-0.0010032i,-0.0016725-0.00046824i,-0.0022509-0.0010263i,-0.0016027-0.0016134i,0.00019634-0.00064663i,0.00098736+0.00022548i,0.00072059+0.00010706i,0.00010146+0.00017722i,-0.00055749+0.00057742i,-0.00051662+0.00052853i
-0.0025664+0.002518i,-0.00065934+0.0029087i,0.00027647+0.0020306i,0.0006878+0.0011481i,0.0018368+0.00061637i,0.0020768-0.00078625i,-0.00050218-0.0012983i,-0.002161-0.00010043i,-0.0013707+0.0016715i,-6.251e-05+0.002555i,0.0004452+0.0030749i,0.0012617+0.0031696i,0.0010144+0.0016366i,-1.1151e-05-0.00076888i,0.00033321-0.0021666i,0.00031501-0.00096096i,-0.00053455+7.2562e-05i,-0.0012166-0.00048589i,-0.001219-0.00022532i,-0.0013938+0.00050851i,-0.0006767+0.001343i,-0.00042994+0.0014306i,-0.00082837+0.00093334i
0.00067106-0.00071697i,0.00053987-0.00091074i,0.0031953-9.2044e-06i,0.0047041+0.00040711i,0.0033435-0.00077593i,0.00069997-0.001781i,-0.00073387-0.0014416i,0.00010884-0.00071706i,0.00097188-0.00065375i,-0.00016787-0.0012162i,-0.0019152-0.0022303i,-0.0015948-0.0019031i,-0.00089965-9.3124e-05i,-0.0011267+0.0013349i,-0.0008936+0.00055522i,-0.00036798-0.0015275i,-0.00056112-0.0018651i,-0.00075795-0.00069212i,-0.00083437+0.00030492i,-0.0013228+0.0011309i,-0.0010796+0.0015409i,-0.00094829+0.00056963i,-0.00076394+0.00017281i
-0.0019051+0.0034585i,-0.0035956+0.0029954i,-0.0024437+0.0039473i,-8.9248e-05+0.0032244i,0.00060045+0.00018266i,0.00077629-0.0016343i,0.0014603-0.0024897i,0.0014292-0.0033587i,0.0018163-0.0030642i,0.0024368-0.0028463i,0.0024352-0.0030884i,0.0022976-0.0021935i,0.0015744-0.00074529i,0.0014852-1.0444e-05i,0.0024671-0.00014532i,0.0026387-0.0013344i,0.001627-0.0016261i,0.00025995-0.00085923i,-0.00061982-0.00052546i,-0.00070124-0.0006579i,-0.0006858-0.00028591i,-0.00071666+0.00030708i,-0.00038669+8.4667e-05i
0.001576+0.0014721i,0.0016016+0.0030745i,0.001155+0.0025511i,9.242e-05+0.0017121i,-0.00055575+0.00043635i,0.00021231-0.0015695i,0.0012835-0.0028319i,0.0010873-0.0030272i,-9.0093e-05-0.0023973i,-0.00069494-0.00091186i,4.8186e-05+0.0010775i,0.00096389+0.0016985i,0.0011602+0.00032045i,0.0020138-0.0010348i,0.0032336-0.0002297i,0.0036204+0.00098722i,0.0028507+0.00064811i,0.0018755-0.00026859i,0.0017054-0.0016023i,0.0016776-0.0017406i,0.00098614-0.0010461i,0.00025426-0.00062348i,-0.00031064-0.0001106i
0.0029833-0.00047547i,0.0038496-0.00013928i,0.0038315+0.00072096i,0.002584+0.00030728i,0.0020004-0.00095602i,0.0014377-0.0017994i,0.00012428-0.0027497i,-0.0019151-0.0029393i,-0.0027551-0.0028332i,-0.0027815-0.0024592i,-0.0029614-0.00097279i,-0.0027872-2.2413e-05i,-0.0016616-3.146e-05i,-0.00083459+2.6973e-05i,-0.0015153+0.00064325i,-0.0017299+0.00156i,-0.00031762+0.0014412i,0.0011481+0.00065745i,0.0016045-0.0007308i,0.0017975-0.0018851i,0.0012398-0.0013322i,0.00040567-0.00066341i,0.00056677-0.00027016i
-0.0020884-0.00071553i,-0.0032681-0.0014044i,-0.0024824+0.00016393i,0.00072521+0.0021588i,0.0017609+0.0020592i,0.00051212-0.00013366i,0.00015058-0.0012745i,-0.00022326-0.00071285i,-0.00043392+0.00031707i,0.0007768-0.00025422i,0.0019101-0.0018722i,0.0011013-0.0022468i,7.9393e-05-0.0019173i,-0.0003292-0.0008189i,-0.0011066+0.001126i,-0.0014366+0.0025448i,-0.00054306+0.0027405i,-0.00026366+0.0026461i,-0.00015655+0.0021278i,0.00065075+0.0002787i,0.0011799-0.0012148i,0.0014144-0.0006268i,0.0012186+0.00027923i
-0.0014034+0.0022325i,-0.0028445+0.0043039i,-0.0020028+0.005613i,0.0005513+0.0030708i,0.00142-0.00017365i,-0.0003278-0.0016661i,-0.001753-0.001124i,-0.00042735+0.00015198i,0.00090864+0.00098633i,0.0010142+0.0024636i,0.0012686+0.0030304i,0.0014668+0.0023354i,0.00094398+0.0015837i,-0.00016147+0.00034571i,-0.00094624+4.2321e-05i,-0.00072627+2.9491e-05i,-0.00052231+9.1446e-05i,-0.00053676+0.00081259i,-0.00011935+0.0016381i,0.00040494+0.0022903i,0.00093606+0.0016691i,0.0010904+0.00090444i,0.00012087+0.00086037i
-0.00023002-7.725e-05i,0.0017825+0.001085i,0.002614+0.0026349i,0.0025325+0.0019355i,0.0023696-0.00016721i,0.0019667-0.0021903i,0.0012332-0.0038316i,0.00022878-0.0042772i,0.00025819-0.0027105i,0.00025264-0.0014174i,-0.001541-0.00050022i,-0.0027375+0.0011108i,-0.0016465+0.0019136i,-8.9912e-05+0.0004326i,-0.0005023-0.0024586i,-0.0015273-0.0031954i,-0.001937-0.0016758i,-0.0016716-0.00048058i,-0.0017461+0.00093533i,-0.0016376+0.002048i,-0.00050759+0.0026026i,-0.00047839+0.0021976i,-0.0008278+0.00058548i
0.00030307-0.00098662i,0.00016859-0.0027163i,-0.0013358-0.0017787i,-0.0021908+0.00067217i,-0.00043252+0.0016752i,0.00026226-0.00037824i,-0.00016059-0.0011787i,0.0012093-0.001308i,0.0029982-0.0025677i,0.00328-0.0032286i,0.00225-0.0033051i,0.0015075-0.0027123i,0.0012726-0.0021604i,0.0015221-0.0018205i,0.0018769-0.0018681i,0.0013554-0.0021572i,-0.00022865-0.0021235i,-0.0014568-0.0017748i,-0.0020377-0.0016031i,-0.0022441-0.0013426i,-0.00194-0.0003857i,-0.0011281+0.0010102i,9.7634e-05+0.0013025i
-0.010102+0.0043459i,-0.0096865+0.0070258i,-0.0042435+0.010061i,0.0011919+0.0087891i,0.0043768+0.0052578i,0.0051903+0.0013703i,0.003491-0.0012763i,0.00052706-0.0016904i,-0.00082236-0.00053235i,3.1713e-05+0.00030622i,0.001814-0.00011624i,0.0027531-0.0014889i,0.0039016-0.0027194i,0.0047786-0.0036944i,0.0048358-0.0044271i,0.0039703-0.0036139i,0.0025204-0.0018318i,0.00014082-0.0018258i,-0.0016457-0.0019366i,-0.0023395-0.0011921i,-0.0032236-0.00016063i,-0.0024712+0.00093052i,-0.001363+0.0010929i
0.026429-0.019417i,0.024948-0.025453i,0.011777-0.031554i,-0.0023077-0.021229i,-0.010858-0.0092867i,-0.0099221+0.0028561i,-0.00094804+0.0060587i,0.00355+0.0011706i,0.0021626-0.0044951i,-0.004635-0.0060206i,-0.009075-0.00070757i,-0.0075076+0.0050616i,-0.0053839+0.0085054i,-0.0059492+0.011507i,-0.0085366+0.013603i,-0.0069415+0.011265i,-0.0018892+0.0045081i,0.0022701+0.00030767i,0.0043607+0.0001406i,0.0047682-0.00059572i,0.0036034-0.0018009i,0.0019102-0.002102i,0.0006841-0.00083884i
0.0048727-0.0017046i,0.0044446-0.0035754i,0.0018383-0.0048525i,-0.0011331-0.0018487i,-0.0013466+0.00062687i,-0.00021502+0.001951i,0.00095986+0.0019514i,0.0013913+0.0017471i,0.00060604+0.00025757i,-0.00039888-0.0021882i,-0.00031733-0.0028576i,-0.00077727-0.0019371i,-0.0017988+0.00014971i,-0.0021885+0.0025036i,-0.0020274+0.0051773i,-0.00010963+0.0055884i,0.0010045+0.003513i,0.0007314+0.0019379i,0.0011784+0.0010306i,0.00242-0.00014818i,0.0025492-0.00091639i,0.0012205-0.0008999i,0.00023412-0.00034229i
-3.7618e-06-0.0039574i,-0.00091611-0.0046205i,-0.0021274-0.0027239i,-0.00066616+0.0011869i,0.0032352+0.0027433i,0.006141+0.0020932i,0.0063165+0.00086859i,0.0053752+0.0014912i,0.0049299+0.0027371i,0.0036375+0.0021783i,0.0030145+0.00080069i,0.0030862+0.0006613i,0.0025985+0.0010312i,0.0015159+0.00090986i,0.00037038+0.00068581i,-0.00017064+0.00096807i,0.00013365+0.0019168i,-8.564e-05+0.0027242i,-8.1313e-05+0.0036667i,0.00081086+0.003973i,0.0017242+0.0022442i,0.00038265+0.00045283i,-0.00026673-7.0581e-06i
0.00076386+0.0029646i,0.0017079+0.0044555i,0.0031682+0.0054594i,0.0044999+0.0045086i,0.0030532+0.0012211i,0.0007703-0.0016938i,0.00036925-0.0018168i,0.0010326-0.0014023i,0.0018922-0.0015181i,0.00084241-0.00085666i,-0.00060572+0.00087867i,-0.00072044+0.0024572i,-0.00069055+0.0021384i,-0.00073277+0.00062157i,-0.0013925-0.0006705i,-0.0027133-0.00096269i,-0.0026389-0.00066127i,-0.00039916-0.00029838i,0.00050834+0.0013004i,3.5531e-05+0.0022661i,0.00071983+0.0013294i,0.00056605+6.7437e-05i,-0.00042582-1.3343e-05i
-0.00096302-0.0028813i,-0.0032561-0.0022067i,-0.0030035-0.0019808i,-0.0012505-0.0012341i,-0.00056267+0.00038401i,-5.8484e-05+0.0011409i,0.00076522-0.00092481i,0.0018515-0.0048788i,0.0025035-0.0070282i,0.0018488-0.0065086i,0.00038471-0.0043356i,-0.0011417-0.0023427i,-0.0023615-0.001092i,-0.0029948-0.00028816i,-0.0036017-0.00067651i,-0.004059-0.0015587i,-0.0030609-0.0014393i,-0.0026077-0.00074203i,-0.0032928-0.00034363i,-0.0028893+0.00066832i,-0.0011907+0.0015342i,0.00053693+0.00073317i,0.00073526-0.00020809i
0.0036846-0.0031219i,0.0011132-0.0053186i,-0.0018771-0.0052273i,-0.002291-0.0017555i,-0.00027692-0.00044585i,0.0015228-0.00097519i,0.0019168-0.0014874i,0.00090101-0.0025188i,-2.3501e-05-0.0025858i,0.00028381-0.0014535i,0.00038064-0.0013764i,0.0010498-0.0014423i,0.0014252+4.3263e-05i,0.00026335+0.0012172i,-0.00040649+0.00057667i,0.00052596-0.0011217i,0.0010658-0.0015991i,7.7887e-05-0.001335i,-0.0018035-0.0015757i,-0.0032718-0.0012421i,-0.0023252-2.0745e-05i,-0.00099971+0.00063319i,0.00018252+0.00089914i
0.0020817+0.0047591i,0.0059876+0.00485i,0.0061517+0.0048921i,0.0040931+0.0043237i,0.0032604+0.0024096i,0.0016812-0.00040875i,-0.00082753-0.0017544i,-0.0034681-0.00099806i,-0.0045667-0.00063978i,-0.0042399-0.00020988i,-0.0040092+0.0015237i,-0.0026856+0.0032269i,-0.00037879+0.0030264i,0.00090028+0.0010804i,0.0019073-7.314e-05i,0.0029417-0.00032742i,0.0027225-0.00097098i,0.0018282-0.0018096i,0.0005021-0.0027253i,-0.00094835-0.0023415i,-0.0011887-0.0008765i,-0.00085386+0.00046406i,-0.0012497+0.0011412i
-0.0017331+0.0023435i,-0.0023169+0.0037526i,-0.0011883+0.0030437i,0.0012693+0.0017551i,0.0030493-8.1986e-05i,0.003051-0.0010239i,0.0014067-0.00035349i,1.3128e-05+0.00020616i,1.9511e-05+0.00039486i,0.00016181-0.00014403i,-0.00087829+4.2139e-05i,-0.002149+0.00070544i,-0.0006538+0.00013725i,0.0019476+0.00021492i,0.00389+0.00085913i,0.0045851+0.00083953i,0.00362+0.0012061i,0.0028659+0.001177i,0.0028084-0.00038494i,0.0019781-0.001978i,0.000526-0.0018277i,-0.00048734-0.0011904i,-0.0013323-0.00010113i
0.00025634+0.00012046i,-0.0029232-0.0012038i,-0.0037709-0.0020978i,-0.0020008-0.0013458i,-0.00049436-0.00048805i,-0.00048023+0.00031143i,0.00073534+0.00054378i,0.0033521+0.0016068i,0.0050305+0.0030648i,0.0042075+0.0032212i,0.0023158+0.0021303i,0.0015259+0.00040481i,0.0014865-0.00097252i,0.00082956-0.00076858i,-0.00029657+0.00025645i,-0.00067064+0.0013934i,1.174e-05+0.0017862i,0.00083854+0.0017949i,0.001614+0.0023545i,0.0024075+0.0012813i,0.0019567-0.00044271i,0.00020015-0.00055283i,-0.00055081+0.00059185i
0.00020708-0.0045045i,0.0020298-0.0041563i,0.0025485-0.0018898i,0.0032178-0.00022314i,0.0034427-0.00071429i,0.0023992-0.0014194i,0.0019716-0.0011372i,0.0026366-0.0021729i,0.0022914-0.0026695i,0.00015422-0.0015222i,-0.00017633-0.00052518i,0.00032571-3.7859e-06i,-0.00040426+0.00013757i,-0.0026498+5.1473e-05i,-0.0040591+0.00098428i,-0.0040665+0.0026984i,-0.0030354+0.0029552i,-0.00067596+0.0019118i,0.0014041+0.0019503i,0.0021016+0.0021417i,0.0012193+0.0014155i,0.00013155+0.00141i,-0.00064939+0.0014595i
0.0036295+0.00027526i,0.0030176+0.0012465i,0.0010401+0.0026267i,0.0015718+0.0028984i,0.0030824+0.0023373i,0.0036679+0.00086486i,0.0041513-0.0015267i,0.0046003-0.0035506i,0.0036228-0.0051757i,0.0024714-0.0060814i,0.00081764-0.0042883i,-0.0012124-0.0012326i,-0.0022688+0.0015283i,-0.0028937+0.0038432i,-0.0043347+0.0041335i,-0.0046578+0.0031488i,-0.0035338+0.002591i,-0.0027865+0.0023943i,-0.0023866+0.0030475i,-0.0017483+0.0033535i,-0.00054096+0.001992i,0.00050928+0.00061161i,0.00065702+0.00033319i
-0.0050693+0.0040341i,-0.0053215+0.0043381i,-0.0032755+0.0047885i,-5.4494e-05+0.0042787i,0.0021539+0.0016189i,0.0017561-0.0013836i,0.00041031-0.0031222i,4.2672e-06-0.0032914i,-0.00036742-0.0019204i,-7.8151e-05-0.00094141i,0.00065684-0.0011908i,0.00047422-0.0011097i,0.0001598+0.00026189i,0.00043073+0.0017229i,0.00083011+0.00030164i,0.0003855-0.0015788i,-0.0010519-0.0010941i,-0.0019866+0.00014637i,-0.0027115-0.00010768i,-0.0034878+6.2951e-05i,-0.0017852+0.00063783i,-8.2872e-07-2.3827e-05i,-0.00065297-0.00043391i
0.0032819-0.0012207i,0.0036774-0.0015549i,0.0033072-0.0017962i,0.0031453-0.00059729i,0.0019272+0.00011674i,0.0011775-0.00099309i,0.00025663-0.0020363i,-0.0020874-0.0017172i,-0.0039765-0.00089193i,-0.0050295-0.00028657i,-0.0040363+0.00015252i,-0.00078011+0.00078539i,0.0023467+0.0015549i,0.0044791+0.0017152i,0.0045902+0.00031651i,0.0036454-0.001608i,0.0018017-0.0027862i,0.00031434-0.0033767i,4.1324e-06-0.003374i,-0.00053197-0.0021911i,-0.00015871-0.0010637i,0.00058367-0.00039566i,0.00030369-0.00062413i
-0.0007574+0.0037529i,-0.00091839+0.0036398i,0.00046705+0.0026238i,0.00083096+0.0009859i,-0.00041116-0.00153i,-0.0029894-0.0025189i,-0.0043066-0.0012525i,-0.0029009+2.7649e-05i,-0.00027983-2.5437e-06i,0.0010597-0.0012136i,0.00050351-0.0015761i,4.1446e-05-0.00031516i,0.00059285-0.00042292i,0.0014173-0.00065448i,0.0020763-0.0012307i,0.0025637-0.0017794i,0.0018142-0.0020017i,0.00052322-0.0021966i,0.00025436-0.0025301i,0.00030916-0.0029235i,-0.00038307-0.0017922i,-0.00075116-0.0004515i,-0.00052166-0.00014593i
0.0020889-0.0047958i,-0.00033946-0.0047201i,-0.0016888-0.0017259i,-0.00041611+0.0015092i,0.00072816+0.0016027i,0.0013139+0.0010006i,0.0016893+0.00096227i,0.0022938+0.0012758i,0.0031567+0.0012089i,0.0034107+0.00057431i,0.0032706+0.00016788i,0.0026292-0.00031259i,0.0012563-0.00095485i,0.00015288-0.0012041i,-6.4751e-05+9.2753e-05i,0.00073294+0.0013174i,0.001725+0.0014599i,0.0022993+0.00099043i,0.0031485+0.00052286i,0.0024973-0.00080418i,0.00045277-0.0014524i,-4.5029e-05-6.5291e-05i,0.00034134+0.001293i
0.0026845+0.0010326i,0.0041465-7.7741e-05i,0.0030865-0.0010459i,0.0019142-0.0001357i,0.0024996+0.00046938i,0.0027422+0.00024717i,0.0018118-0.00066066i,0.0013392-0.0014447i,0.00078192-0.0011247i,0.00016754-0.0007464i,0.00034157-0.0009356i,0.00082046-0.00050071i,-8.637e-05-0.00022636i,-0.0020248+0.0011329i,-0.0026613+0.0041138i,-0.0014945+0.0049736i,0.00011973+0.0036353i,0.0015015+0.002095i,0.0025209+0.0014869i,0.0029349+0.00069989i,0.0017857+0.00024399i,-0.00025364+0.0012526i,-0.0003492+0.0012601i
0.0011383+0.0038191i,0.0022208+0.0055162i,0.0050544+0.0049588i,0.0065037+0.001294i,0.0042934-0.0012079i,0.0018357-0.0011931i,0.00079062-0.00095513i,0.00070263-0.0024272i,0.0007796-0.004467i,5.5418e-05-0.0048191i,-0.0018133-0.0028306i,-0.0030292-0.00043529i,-0.0033358+0.0010014i,-0.0043043+0.0022496i,-0.0045905+0.0037369i,-0.0039705+0.0037674i,-0.0021049+0.0019553i,-0.00054566+0.00055968i,-0.00031419+0.0010805i,5.1242e-05+0.0014718i,0.00056977+0.0014176i,-0.00077216+0.0013465i,-0.0021476+0.00093437i
-0.00074864+0.0006431i,-0.0029711+0.00071481i,-0.0048127+0.00094787i,-0.0036609+0.0026182i,-0.00025306+0.0011423i,0.0022129-0.0012615i,0.0039008-0.0016492i,0.0043139-0.00078103i,0.0023313+0.00055521i,-0.00048532+0.0018201i,-0.0018446+0.0021237i,-0.0010449+0.0019601i,0.0011248+0.0025049i,0.0023616+0.0023962i,0.00137+3.7431e-05i,-0.00061192-0.0017093i,-0.0017401-0.00097498i,-0.0023516+0.00052887i,-0.0027989+0.0015566i,-0.0019065+0.0021447i,-0.00069696+0.0023031i,2.0188e-05+0.0018626i,0.00078305+0.0018373i
-0.0042672-0.0054125i,-0.0034859-0.0054579i,-0.0021797-0.0028678i,-0.0011852+0.00059789i,-0.00080372+0.0030926i,-0.00042391+0.0019518i,0.0013977-0.0011906i,0.0019425-0.0017993i,-0.00037722+0.0003071i,-0.0018197+0.0022571i,-0.001139+0.003044i,0.00024524+0.0034728i,0.0022539+0.0028675i,0.0031334+1.1764e-05i,0.0024178-0.0037421i,0.00030161-0.0044243i,-0.0012737-0.0023423i,-0.0013506-0.0010979i,-0.00098732-0.0016293i,-0.0013336-0.0011609i,-0.001384-0.00020508i,-0.0011362+7.1456e-05i,-0.00056738+0.00028698i
0.0057141+0.00025161i,0.0077001+0.0015845i,0.0057416+0.0023257i,0.0042433+0.0019494i,0.0052406-0.0010325i,0.0044463-0.0044713i,0.001921-0.0060809i,0.0014845-0.0053955i,0.0020199-0.0035542i,0.0012642-0.0029733i,1.6275e-05-0.0027294i,-0.00056845-0.0021725i,-0.00029497-0.0024679i,-0.00051591-0.0028887i,-0.00029138-0.0036065i,0.00033735-0.0040131i,-5.5479e-06-0.0026843i,-4.7531e-05-0.00174i,-0.00010132-0.0028845i,-0.0006359-0.0037258i,-0.00097286-0.0025038i,-0.00087837-0.0010136i,-0.00036427-0.0011072i
-0.001978+0.0044952i,-0.0041313+0.0059958i,-0.0028107+0.0051579i,-0.00036841+0.0043426i,0.00025868+0.0027452i,1.3628e-05+0.00042367i,-0.0007934-0.0011748i,-0.00060441-0.0018088i,0.0020597-0.0016654i,0.00406-0.0018314i,0.0031061-0.0024591i,0.0014414-0.0021539i,0.00081439-0.0011929i,0.00041683-0.00024027i,9.6029e-05+0.0012422i,0.0010579+0.0015922i,0.0024519+0.00065029i,0.002066+0.00051093i,0.0012775+0.0008203i,0.0012182+0.00014375i,0.00087714-0.00015856i,-0.00081933+0.00072057i,-0.0011335+0.00062152i
0.00075973-0.0071727i,-0.00044539-0.0090167i,0.00036767-0.0051577i,0.003073-0.000567i,0.0036911+0.00080342i,0.0013683+0.0010337i,-0.00088561+0.0014577i,-0.0023072+0.0016548i,-0.0028429-0.00033003i,-0.0036946-0.0016137i,-0.0037033-0.001158i,-0.0021605-0.00052616i,-0.0010794+0.001333i,-0.00085551+0.0046704i,0.00045678+0.0066327i,0.0031511+0.005689i,0.0040219+0.0041488i,0.0032079+0.0032429i,0.0033898+0.0025889i,0.0040326+0.00075838i,0.0025349-0.0016213i,-0.00022966-0.0016014i,-0.0011639-0.00047643i
0.0035944+0.0032538i,0.0042832+0.0047003i,0.0042397+0.0036649i,0.0040269+0.0017887i,0.0041832+0.00012025i,0.0042216-0.00094226i,0.0038847-0.00037626i,0.0026198-0.00040444i,0.00039011-0.0016202i,-0.0016784-0.002823i,-0.0026696-0.0021174i,-0.0022864-0.00012621i,-0.0010616+0.0018632i,0.0015004+0.0030363i,0.0031567+0.0044588i,0.0024514+0.0049337i,0.0013507+0.0027936i,0.00049398+0.0013334i,-9.825e-06+0.0017159i,0.00069275+0.0021309i,0.0011035+0.0010856i,-0.00011458-0.00036237i,-0.0013246-0.00017626i
-0.0026514+0.0016282i,-0.0054701+0.0036729i,-0.0056333+0.0047603i,-0.0032147+0.0039423i,-0.00066576+0.0013098i,0.0018087-0.0010454i,0.0040051-0.0024307i,0.0048351-0.002392i,0.0042198-0.00013784i,0.0030402+0.0020702i,0.0017341+0.0022191i,0.0020257+0.00099288i,0.0033106+0.00046458i,0.0023444+0.00061187i,-0.00053984+3.2084e-05i,-0.0023904+0.00016204i,-0.0034889+0.0010115i,-0.0054548+0.0019472i,-0.0057486+0.0029165i,-0.0035519+0.003965i,-0.00088191+0.0042402i,0.00026106+0.0025056i,-0.0002306+0.00095322i
