-0.0032886-0.00038311i,-0.0029387-0.00084816i,-0.0031507-0.00074459i,-0.0031019-0.00033786i,-0.0019689+0.00084538i,-0.00088232+0.0019359i,-0.00042428+0.0012481i,0.0001749+0.00061313i,0.00034809+0.00090622i,5.4067e-05+0.0013492i,0.00040372+0.0015339i,6.3269e-05+0.0016116i,-0.0006029+0.00079395i,-3.3507e-05-0.00072835i,-0.00015599-0.00076927i,-0.00021626-0.00023798i,-3.0704e-05+0.00077073i,-0.00054658+0.0021637i,-0.00059424+0.0016067i,0.00050692+0.00024685i,0.00087985+8.3588e-05i,1.7314e-05+0.00057708i,8.3107e-06+6.7431e-05i
-0.00025799-0.00033909i,0.0011528-0.00020035i,0.0012631+0.0010574i,0.0005903+0.00086765i,0.00042017-0.00013267i,0.00029001-0.0003385i,-0.0001761-0.00021025i,-0.00079723-0.0001257i,-0.00027718+7.5138e-05i,0.0010043+0.00016752i,0.00087159+0.00016929i,-3.9979e-05+0.00017404i,-0.00013857+0.00011461i,0.00068498-0.00040592i,0.0014097-0.00014198i,0.0011712+0.0007677i,0.00032171+0.00055734i,-0.00026855+0.00058728i,-0.00041825+0.0015016i,-0.00083638+0.00070295i,-0.00021642-0.00042437i,0.00091038+0.00017809i,0.0004708+0.00099201i
-0.00032588-0.00021204i,-0.0012326+0.0013923i,-0.0012305+0.0027779i,-0.00067844+0.0028127i,-0.0003096+0.0019688i,4.9662e-05+0.0011389i,-4.1743e-05+0.00011863i,-0.00020861-0.00060622i,-0.000591-0.00036218i,-0.00028498+0.00020197i,0.00053026+0.00082079i,0.00075394+0.0012574i,0.00034905+0.0012997i,0.00037797+0.00080341i,0.00034219+0.00026486i,7.1235e-05+0.00054831i,-0.00025755+0.0012322i,5.5319e-05+0.0012254i,0.00023273+0.00057153i,-0.00018011-3.3087e-05i,-5.5077e-05+0.00020593i,-5.396e-05+0.0011091i,0.00015687+0.00073123i
0.0001403+0.00022642i,-0.00085453-0.00059694i,-0.0004021-0.0009634i,0.00058188-0.00025869i,0.00054084+0.00024266i,0.00044744-0.00019155i,0.00015059-0.00026784i,-0.00090006-0.00016641i,-0.0012709+0.00015046i,-9.9556e-05-0.00028035i,0.0012425-0.0009517i,0.00097918-0.00085964i,0.00040914-0.00013039i,0.00019374+9.5636e-05i,0.00080358+0.00017506i,0.0015751+0.00048856i,0.0015807+0.00088558i,0.0011609+0.00040422i,0.00020221-0.00010455i,-0.00035709+0.00031415i,-0.00048699+0.00017933i,-0.00037859+0.00017444i,-0.00081029+8.6608e-05i
8.0233e-06-0.00016887i,-0.00048982-9.542e-06i,-0.00046632+0.00029711i,-0.00022938+0.00030766i,-0.00065588-0.00010496i,-0.0011162-0.00042505i,-0.0011467+8.011e-05i,-0.0011016-0.00052276i,-0.00019867-0.0007478i,0.00026549-0.00052424i,0.00093897-0.00048466i,0.0013381+0.00017161i,-5.3705e-05+0.00053291i,-0.0010888+0.00071346i,0.00012833+0.00062065i,0.00052112+3.0692e-06i,0.00022229-0.0010123i,4.5786e-05-0.00088181i,-7.2519e-05-0.00030405i,-0.00021019-0.00034309i,-0.0002632-0.0008194i,-0.00022431-0.00042235i,0.00040351+0.0008921i
7.4686e-05+0.001136i,0.00071118-2.0613e-05i,0.0019777+0.00033919i,0.0020752+0.00064673i,0.0012443+0.00050659i,0.00019389-0.00040745i,-0.00039593-0.0010403i,-0.00074588-0.0006289i,-0.00059028+0.00061965i,-0.00040783+0.0014302i,-0.00013538+0.00065406i,0.00065533+0.00013465i,0.00049334+0.00077029i,-0.0003527+0.00083543i,-0.0011836+0.00070947i,-0.0012171+0.00031284i,6.3928e-05+0.00020295i,0.00055973+7.7277e-05i,0.00032922+0.00031732i,2.9618e-05+0.00026816i,-0.0004681-2.9852e-05i,-0.00074424-0.00036513i,-1.5094e-05-0.0003832i
0.001231+9.3633e-05i,0.0009218-0.0010387i,0.00081746-0.0016033i,0.00026085-0.00048051i,-0.0013687-4.8428e-05i,-0.0023464-0.00081386i,-0.0020025-0.0010232i,-0.0014851-0.00024906i,-0.00067705+0.00056761i,0.00050863+7.4061e-05i,0.001081-0.00012315i,0.0010626+0.0004878i,0.00052604+0.00073648i,0.00057213+0.00099284i,0.0012499+0.00070124i,0.0014936+0.00077446i,0.0011789+0.0015356i,0.00060087+0.0016921i,0.00021247+0.0019023i,-6.4331e-05+0.00082523i,0.0001143-0.00044089i,0.00012356-0.00025199i,5.4844e-05+0.00050756i
-0.0015523-0.00050243i,-0.0016786-0.0010095i,-0.0013159-0.00081061i,-0.00093573+0.00092448i,-0.00028406+0.0011854i,-0.00019904+9.5674e-05i,-0.00057929-0.00036204i,-0.00052833-0.00022889i,9.5242e-05+0.00036086i,0.00031954+0.0010711i,-0.00011071+0.00078234i,0.00059786+0.00049245i,0.0012947+0.00083487i,0.00064745+0.00059804i,0.00062046-0.00042904i,0.0008753-0.0011051i,0.00087039-0.00097995i,0.00069382-0.00028895i,-0.00013033+0.00044587i,-0.00043839+0.00055874i,-0.00022651+0.00033927i,8.0557e-05-0.00016344i,0.00071303-4.004e-05i
0.0033345-0.00041861i,0.0029787-0.0020889i,0.0020856-0.0019943i,0.00084102-0.0016537i,-0.00015003-0.0012989i,-0.001137-0.00099427i,-0.0011953-0.0012429i,-0.00077782+4.0712e-05i,-0.00039399+0.00053099i,0.00059579-0.00017402i,0.0014624-0.00013598i,0.00083298-0.00055708i,0.00052365-0.00047935i,0.00079775+0.00048817i,0.00081887+0.00083252i,0.0012722+0.00060238i,0.0018466+0.00033072i,0.0012036-0.00026322i,0.00040819-0.0006294i,0.00024834+2.6932e-05i,0.00025253-0.00015795i,0.00032738-0.00083973i,0.00072801-0.00072277i
-0.0013686-0.00016676i,-0.0017587+0.00050193i,-0.0013474+0.0013351i,0.00029502+0.0013666i,0.00048598+0.0021652i,-4.6108e-05+0.0019522i,0.00028201+0.0010046i,0.00024474+0.0009804i,0.00044285+0.00057839i,0.0014229+0.00067452i,0.0012429+0.00048233i,-0.00020249-7.7575e-05i,-0.00073198-0.00045694i,1.1324e-05-0.00028103i,0.0004594+1.4764e-05i,-0.00033368-2.0747e-05i,0.00031056+0.00012116i,0.0012272+0.00023543i,0.00079514+0.00027712i,4.7961e-05+8.8007e-06i,-0.00069032-3.9518e-05i,-0.0013905-0.00015831i,-0.0012044-0.00052993i
0.00043782-0.001618i,0.00038314-0.0018914i,-0.00032767-0.0011575i,-0.00055938-0.00010583i,0.00027149+0.00024447i,0.00053676+0.00027655i,9.9986e-05+0.00030307i,-0.00018065+0.00014416i,-0.00035279+0.00026567i,6.2652e-05+0.00054163i,0.00040038+0.00022502i,0.00037615-0.00027262i,0.00081954-0.00019669i,0.0010329-0.00035098i,0.00039778+8.6858e-05i,-9.2651e-05+0.00057844i,-9.4113e-05+0.00045821i,0.00020126+0.00036299i,0.0007694+0.00027065i,0.0011696+0.00011025i,0.00062664-0.00041836i,-0.00036735-0.00019352i,-0.00032019-0.00037512i
0.00091392+0.00021927i,0.0005742-0.00035911i,0.00082967-0.00072152i,0.00069955-0.00077257i,-8.3809e-05-0.00058376i,-0.00089667-0.00032319i,-0.00086448-0.00038562i,-0.00029844+4.0415e-05i,0.00016811+0.00055774i,8.1055e-05+0.00077285i,-0.00032646-6.4677e-06i,-3.0245e-05-0.00023522i,0.00083946+0.00020677i,0.0011078-0.00034365i,0.00067076-0.00033826i,0.0007648+5.6764e-05i,0.0010493+5.6434e-05i,0.00075389+7.266e-05i,0.00062161-0.00041394i,0.0010529-0.00029253i,0.00070344+0.00036763i,-6.5336e-05+0.00037231i,8.7584e-05-0.00030037i
-0.0010677-0.00060635i,-0.0016718-0.0010905i,-0.0017532-0.0011953i,-0.0011996-1.3416e-05i,-0.0011832+0.00015041i,-0.00096607+6.7883e-05i,-0.00092576+8.2762e-05i,-0.00087764+0.00040855i,0.00033637+0.00063117i,0.0011543+0.00037304i,0.00087867-0.00019992i,9.468e-06-0.00068725i,-0.0002727+7.1809e-05i,0.00028276+0.00044537i,0.00055066+0.00049639i,0.00044351-0.00012455i,0.00095582-0.00032274i,0.00068936+0.00035317i,-0.00024759-0.00040996i,-0.00032627-0.0012401i,-0.00013122-0.0013434i,0.00025413-0.0011431i,0.00015718-0.00048457i
0.0019528-0.00049393i,0.0022875-0.0010184i,0.0014298-0.00047638i,0.00073077+0.00071348i,-0.00023773+0.0006102i,-0.001273+0.00017628i,-0.0015418+3.7845e-05i,-0.0011321-0.00050837i,0.00016696-0.00063229i,0.0012336-0.00075383i,0.0017649-0.00063059i,0.0010902+0.00040724i,-6.7012e-05+0.00047301i,-0.00073311+0.00037761i,-0.00033667-0.00011092i,0.00028394-0.001295i,0.00011537-0.0012089i,0.00021418-0.00039362i,0.00044244-1.1075e-05i,0.00024718+0.00012582i,1.9033e-05-0.00016048i,7.946e-05-0.00059471i,-0.00025608-0.00065361i
-0.0023527-2.5114e-05i,-0.0025857-0.0003736i,-0.0013867+8.7418e-05i,0.00044752+0.00050427i,0.0005182+1.2953e-06i,0.00042769-0.00052974i,-3.1848e-05-3.9548e-05i,-0.00077602+0.0002748i,-0.0013227+0.00025957i,-0.00054921+0.00042103i,0.0001876+0.00038813i,1.5272e-05+4.9116e-05i,0.00053506-9.9138e-05i,0.00049717+0.00021424i,0.00035278+8.4369e-05i,0.00058141-0.0003123i,0.00024393+9.0283e-06i,0.00011189+0.00023254i,0.00024594+0.00010218i,0.00010251-0.00029211i,-6.9209e-05-0.00064688i,-0.00021426-0.00065786i,-0.00053309-0.00076569i
0.00044174-0.00074363i,0.00027667-0.00065138i,0.00021186-0.00075165i,0.00038119+0.00044284i,0.00042997+0.0010162i,-0.00031231+0.0011577i,-0.00044041+0.0015835i,0.00026378+0.0011041i,0.00096479+8.4745e-05i,0.0011454+0.00014567i,0.00088026-0.00013072i,0.0012757-0.0010145i,0.0014216-0.00057442i,0.00049633+0.00036111i,4.6885e-05+0.00049118i,0.00067613+0.00025195i,0.0011976+0.0006102i,0.0011501+0.00077621i,0.0010517+0.00025254i,0.00035386-0.00010988i,-0.00045323-0.00049333i,-0.00047057-0.00065431i,0.00032626-6.3714e-05i
0.0016474+0.0033148i,0.0015048+0.0030325i,0.0013782+0.0023461i,0.0007335+0.0015155i,0.00058997-0.00016742i,0.00020895-0.0010849i,-0.00089252-0.00045897i,-0.0019472+8.1276e-05i,-0.0013746+0.00010218i,-0.00032618+1.4567e-05i,6.4831e-05-0.00036789i,0.00053633+0.00016919i,6.5382e-05+0.0010293i,-0.00015801+0.0003919i,0.00038385+0.00016572i,0.0004437+0.00092033i,0.00059903+0.0014038i,0.00063556+0.0012937i,0.00029076+0.00015821i,0.00029414-0.00081923i,0.00010981-0.000237i,0.00016569+0.00043326i,0.00092991+0.00055263i
-0.0013983-0.00054051i,-0.0015524-0.0010672i,-0.0018481-0.00045798i,-0.00072093+0.00070723i,0.00057554+0.00089822i,0.0002219+0.00063352i,-0.0011282+0.00023524i,-0.001422-0.00015274i,-0.00025082+7.3728e-05i,0.00049599+0.00069949i,0.00091541+0.00071178i,0.00085758+0.0001694i,0.00098219-2.9746e-05i,0.00070313+0.00028158i,-0.00030867+4.1278e-05i,-0.00063641-3.1445e-05i,-0.00088387+0.00029568i,-0.00056218+0.0011656i,-0.00027845+0.0010853i,-0.00094502+0.0006995i,-0.00062234+0.00033382i,0.00031746-0.00057006i,0.00024318-0.00078775i
0.0015123+0.00065219i,0.0018504-0.00061669i,0.0022657-0.0018627i,0.0016508-0.0015574i,0.0012819-0.0017068i,0.00068739-0.0017994i,-0.00047638-0.00082736i,-0.00075041-6.319e-06i,-0.00037361+0.00093768i,0.00049751+0.00094271i,0.0011214+0.00046224i,0.0012439+0.00059091i,0.00043827+0.00021259i,-0.00047687-0.00010241i,0.00019406-0.00010978i,0.0012843+0.00017777i,0.00072527+0.00032279i,-0.00014123-0.000133i,-0.00039006+0.0005766i,-0.00025985+0.00098054i,-0.00027844-0.00024147i,-7.426e-06-0.0012671i,0.00034328-0.0011542i
0.001563-0.00016239i,0.0003474-0.00093597i,-0.00034559-0.0005085i,0.00019267+0.00059817i,0.0005712+0.0010327i,0.00085985+0.0011246i,0.00041747+0.00087507i,-0.00058533+0.00030826i,-0.0010233+0.00059731i,-0.00026034+0.0011004i,0.00091201+0.0011553i,0.00067972+0.00030433i,-0.00033547-0.00096203i,-0.00030345-0.00037073i,0.00013823+0.00010248i,0.00046244-0.0005459i,7.8164e-05-0.00030753i,-0.00046537+0.00016976i,-1.7014e-05-0.00054959i,0.00036726-0.00041767i,0.00032389+0.00022145i,0.00062364+0.00013754i,0.00063876+0.00017635i
-0.00203+0.0029729i,-0.0011084+0.0030241i,9.8824e-05+0.0037778i,0.0013014+0.0031824i,0.0010962+0.0012553i,0.00066017-0.0003666i,0.00033599-0.00096912i,-0.00054595-0.00060113i,-0.00080453+0.00010104i,1.8657e-05+0.00067448i,0.0004755+0.00047952i,0.00046765+4.8676e-05i,0.00030535+0.00028045i,-0.00010514+0.00067053i,-0.00045516+0.00067878i,-0.00036002+0.00097478i,-0.00015531+0.001116i,0.00029049+0.0008456i,0.00042443+0.00067899i,6.7416e-05-7.5376e-05i,-0.00023322-0.00027123i,-0.00017238-8.3817e-05i,0.00038773+3.0315e-05i
-0.00083681-0.0015118i,-0.0005146-0.0014619i,-0.0009181-0.00051132i,-0.0014938+0.0010508i,-0.0013667+0.0014021i,-0.0013557+0.001452i,-0.00082954+0.00073782i,-0.00032797-0.00012586i,-0.00087024-0.00015739i,-0.00087082+0.00080328i,-0.00084712+0.0016355i,-0.0014141+0.0014498i,-0.0012476+0.0005648i,-0.00067596+0.00052276i,0.00025038+0.00058455i,0.0011161+0.00013505i,0.0011078+0.00040602i,0.0002846+0.00039917i,-0.00089069+8.0052e-05i,-0.00104-6.8509e-05i,-0.00050195-0.00015928i,-0.00040839-0.00018993i,0.00032177-0.00059711i
0.0010537-0.00029478i,0.0012517-0.00081504i,0.00097187-6.7771e-05i,0.00023843+0.00065666i,-0.00058871+0.00061151i,-8.6839e-05+0.00018024i,-0.00046914-6.3149e-05i,-0.00098939+0.00024058i,-0.00064642+0.00033828i,0.0002832+0.00047976i,0.00057274+0.00016362i,0.00039417-0.00074653i,-0.0005222-0.00020874i,-0.0010721+0.00054376i,-4.777e-05+0.00036523i,0.00045951+0.00054311i,0.0002996+0.00044096i,0.00023948-0.00042308i,0.00059928-0.0011101i,0.00080693-0.0013433i,0.00095726-0.000868i,0.00063142-0.00031253i,-0.00016602-0.0012503i
-0.00025466+0.0010795i,0.00020886+0.0011782i,-0.00011428+0.0011542i,0.00019289+0.0011701i,0.00047167+0.00079217i,0.00040591+0.00037406i,-0.0005153+0.00053679i,-0.0011238+0.00012737i,-0.00081398-5.9339e-05i,-0.00015645+3.3678e-05i,0.00018793+0.0010892i,-0.00052757+0.001507i,-0.0010564+0.00054141i,-0.00039077-0.00020248i,-0.0003074-0.0005497i,-0.0004891-0.00042841i,-0.00012068-0.00048219i,0.0006042-0.00016985i,0.0012874-0.00072419i,0.00070165-0.0011061i,-1.3696e-05-0.00069763i,4.9441e-05-0.0004291i,0.00027211-0.0002006i
-0.00020098-0.00049696i,0.00099156-0.0020622i,0.0021194-0.0016327i,0.00098216-0.00062527i,-0.00021732-0.00093429i,-0.0006412-0.00072962i,-0.00047488-5.2893e-05i,-0.00018702+0.00015667i,0.00029238+0.0001835i,0.0014885+0.00023845i,0.00167-6.699e-05i,0.0012802-8.7578e-05i,0.00027337+0.00017922i,-0.00074906+0.00065181i,-0.0005478+0.00045565i,8.8384e-05+0.00033187i,0.0001929+0.00041141i,-7.0338e-05+0.00022236i,5.9079e-05+0.00062106i,0.00011034+0.00061041i,0.00019536+0.00025935i,0.00043794+0.00023073i,-0.00016697-0.00024625i
0.00096846-0.0012046i,0.00021773-0.00066094i,0.00010566-0.00031049i,-0.0005054-0.00020719i,-0.00073378-0.0002224i,-0.0006678-0.00012054i,-0.00043093-9.9609e-06i,-0.00028627+3.0084e-06i,-0.0006692+0.0001256i,-0.00089941+9.3716e-05i,-0.00029084-0.00020417i,0.00011305-0.0004491i,0.0011284-8.8519e-06i,0.0015148+0.0013764i,0.00092806+0.0008631i,0.00053256+0.00011231i,0.00026375+0.00029341i,-1.26e-05+0.00023891i,-1.8878e-05+0.00045484i,0.00020957+0.00075466i,0.00041046-4.3749e-05i,0.0001006-0.00028348i,5.9153e-05+0.00012396i
5.7129e-05-0.00042877i,-0.0006663+3.5355e-05i,-0.0015897-0.00058186i,-0.0012774-2.9967e-05i,-0.00012289+0.00038833i,0.00056821+0.00036995i,8.7929e-05+9.8787e-05i,0.00046201-0.00027613i,0.00084706+0.00013079i,0.0007236+0.00034666i,0.00090885-7.4342e-05i,0.00046407+2.0468e-05i,0.00067161+3.0942e-05i,0.0012213+0.00022565i,0.00077163+0.0011826i,0.00021086+0.0012033i,0.00065597+0.00094396i,0.00085629+0.0010144i,0.00017069+0.00056109i,-0.00031776+0.0002734i,-0.00056092+0.00027884i,-6.937e-05+7.4304e-05i,0.00054932-0.00034145i
-0.00045307+4.1457e-05i,0.00025169-0.00052622i,0.0011273+0.00041536i,0.00064132+0.0014658i,0.00026542+0.0013836i,0.00025735+0.00033984i,-9.5979e-05-0.00076945i,-0.00055848-0.0010698i,-0.00026941+0.00018274i,-0.00032179+0.0011372i,-0.00021168+0.00046352i,0.00011376-7.3667e-05i,-8.7078e-05-0.00066991i,-0.00012458-0.0011674i,-0.00016829-0.0006998i,-0.00014757-0.0001421i,8.0645e-05+0.00010477i,-1.5076e-05+0.0002121i,0.00039742-0.00023464i,0.0010267-0.00039748i,0.00096197+9.6881e-05i,0.00049554+0.00038402i,-2.4552e-05+0.00067516i
0.0017676-0.0014251i,0.0014673-0.0012131i,-0.00077127-0.001652i,-0.0024269-0.0010992i,-0.0025313-0.00012678i,-0.0016224+0.00030992i,-0.0012754+0.00041974i,-0.0011871+7.4901e-05i,-0.00085461+0.00038168i,-0.00065684+8.0085e-05i,-0.00040132-0.0001389i,-0.00027837+0.00065439i,-0.00035038-8.9965e-05i,9.4642e-05-0.00078002i,-0.00041408-0.00039953i,-0.00056853+0.00015555i,-0.00013029+0.00062922i,0.00052532+0.00077142i,0.00056127+0.00057109i,0.00014437-0.000518i,0.00026628-0.0010607i,0.00043398-0.00056568i,-0.0001094+2.7732e-05i
0.0016339+7.6715e-05i,0.00086743+0.0012894i,-0.00012572+0.0012119i,-0.00039982+0.0010041i,-0.00062224+0.0009104i,-0.00042801+0.0004215i,-0.00062472+0.00038798i,-0.0011541-3.0817e-05i,-0.00048579-0.00017357i,0.00026716+0.00032656i,0.00041891+0.00092889i,0.00033683+0.0012806i,0.00037772+0.002188i,0.00073938+0.0020179i,0.00090271+0.00080155i,0.0004232+0.00021912i,0.00034222-0.00032988i,0.00010005-0.00040681i,-0.00023826-0.00031097i,-0.00020976-5.4836e-05i,0.00051063+0.00046813i,0.00067673+0.0010157i,-0.00011742+0.00078694i
0.0010842+0.00026669i,0.0014753-0.00092784i,0.001384-0.0013022i,0.00037474-0.001047i,-0.00013245-0.0010796i,-0.00014748-0.001511i,-0.0011975-0.0013664i,-0.0011758-0.00052994i,0.00049819-0.00027463i,0.0012759-0.00041699i,0.00038334-0.0006791i,-0.00083525-0.0010784i,-0.0011216-0.00021423i,-0.0008786+0.00040383i,0.00023245-1.3463e-05i,0.0007883+9.1793e-05i,0.00069857+0.00042928i,0.00053102+0.00055176i,-0.00018252+9.8077e-05i,0.00010589+0.00013102i,0.00026772+0.00015746i,0.00031434-0.00093859i,0.00094406-0.0014061i
-0.00082443-0.00084295i,-0.00077502-0.00012471i,-0.0018046+0.0013438i,-0.0022373+0.002315i,-0.0015856+0.0027941i,-0.00060809+0.0017263i,-0.00018992-0.00075877i,5.3738e-05-0.0015667i,0.00012596-0.0011375i,0.00040871+2.111e-06i,0.00061474+0.00040377i,0.00043158-0.00046306i,0.00015375-0.00052247i,8.0825e-05-0.00019049i,3.6163e-05-0.00026984i,0.00037473-0.00015692i,0.00054795+0.00034157i,0.00015387+0.00047173i,-0.00020476+0.00086772i,-0.00039949+0.00045443i,-0.00019175-0.00041412i,2.659e-06-0.00020264i,0.0003347-0.00015949i
0.001546+0.00065026i,0.0025731+0.00020839i,0.002202+0.0010967i,0.0021916+0.00099267i,0.0024802+0.00030222i,0.00075908-0.00054567i,-0.00098513-0.0010925i,-0.00071949-0.00056303i,-3.2079e-06+4.0695e-05i,0.0010799+4.3523e-05i,0.0012125+0.00018588i,0.00015802-0.00096467i,-0.00089087-0.001634i,-0.0012584-0.00068274i,-0.00035185+0.00040482i,0.00019122+0.00017678i,0.0007484-0.00054645i,0.00093421-0.0010249i,0.00081979-0.0011406i,0.00087599-0.00102i,0.00056798-0.0010872i,0.0008272-0.0008485i,0.0017116-0.00060728i
-0.00086163-0.00061558i,-0.0012043-1.6976e-05i,-0.0017882-2.6202e-05i,-0.00088517+0.00036442i,0.00029085+0.00080334i,0.00022909+0.00035386i,0.00025687+0.00029625i,0.00022897+0.0005235i,0.00020942+0.00083708i,0.0011046+0.0011038i,0.0015091+0.00020673i,0.00064101+0.00026694i,0.00025319+0.00097896i,0.00072978+0.00048484i,0.00087163+8.0015e-05i,0.00044972+0.0001297i,0.00010182+8.751e-05i,3.3366e-05+9.7564e-05i,0.00047872+0.00021723i,0.00058459+0.00032705i,0.00015196+0.0003799i,-0.00032634+1.6657e-05i,-0.00037368-0.00052213i
-0.00055838-0.0003653i,-0.0011321+0.0006054i,-0.00056958+0.0019956i,0.00069363+0.0024266i,0.00057556+0.0020413i,0.00035992+0.0010349i,-0.0001623-0.00028724i,-0.00052578-0.00028669i,0.00022866+0.00011479i,0.0013448+0.00056762i,0.0014384+0.00098598i,0.00075883+0.00080314i,2.9163e-05+0.00030617i,-0.00056924-0.00087729i,-0.00060289-0.00080078i,-0.00011082+0.00043934i,0.00029011+0.0013732i,0.00014579+0.0012156i,-0.00013548+0.00037379i,-0.00046186-0.0003884i,-0.0004544-0.00079965i,-0.0002141-0.0011866i,-0.00029369-0.0012426i
3.7369e-05-0.0011058i,0.00026014-0.0005059i,0.00015179+6.6217e-05i,-0.00061026-0.00027891i,-0.00097879+0.00019423i,-0.0014478+0.000398i,-0.0014904-1.1794e-05i,-0.00064518+0.00063762i,0.00047498+0.0011771i,0.00078447+0.00053781i,0.00068964+0.00047095i,0.00055186+0.00048582i,0.00067253+0.00065744i,0.0011272+0.0010414i,0.00090789+0.000544i,0.00018058-6.8768e-05i,0.00015781-0.00035838i,0.00057034-0.00032431i,0.00051593+0.00016566i,-0.00015214+0.00064144i,-0.00040383+0.00078716i,2.2293e-05+0.00017006i,0.00029113-0.00038579i
-0.00038829+0.00012252i,-0.00041882-0.0006431i,-0.0013228-0.0010673i,-0.0017985-0.00076888i,-0.00073143-0.00017465i,-0.00027872-0.0004162i,-0.00025385-0.00022816i,-0.00067925+8.5648e-05i,-0.00066576+1.1198e-05i,0.00057679-0.00022314i,0.0012429-0.00025453i,0.0013147+0.00041765i,0.0007224+0.00093336i,-0.00019893+0.001647i,-0.00058567+0.0020521i,-0.00046527+0.00087173i,-0.00019349+0.00021992i,0.00015687+0.00052609i,-0.0005696+0.0013093i,-0.00064445+0.0017233i,0.00054428+0.00075544i,0.00093006-8.8484e-05i,9.3115e-06-1.5282e-05i
0.0011367-0.0038052i,0.00068333-0.0036192i,-0.00069838-0.0024451i,-0.00060179-0.0014279i,-0.00064418-5.478e-05i,-0.0013543+0.00076809i,-0.0012232+7.8416e-05i,-0.00082433-0.001566i,-0.00028529-0.0020683i,0.00031028-0.00080499i,0.0003116+0.00028593i,0.00048152+7.5249e-05i,0.00078831-0.00054949i,0.0003515-0.00030923i,-7.2065e-06+9.2737e-05i,0.0003588+1.9324e-05i,0.00076134-0.00035937i,0.00085116-0.00028714i,0.00074042+0.00027153i,0.00063392+0.00051668i,-0.00029126+0.00041165i,-6.2008e-05+0.00017843i,0.00053623+4.9289e-06i
0.0011098+0.0012598i,0.002139+0.0016424i,0.0013698+0.0014616i,0.00017715-0.00017803i,-0.0006531-0.00041315i,-0.0014071+0.00038034i,-0.0015936+0.00020264i,-0.0018662-3.1775e-05i,-0.0010665-0.00037314i,-0.00010026-1.4544e-05i,-0.0005098+0.00095199i,-0.00010971+0.00055819i,0.0009547+0.00036489i,0.00067396+0.0013443i,-2.7761e-05+0.0022806i,-0.00037979+0.0016776i,0.00034442+0.00014474i,0.00080713-0.00062959i,0.00082277-0.00047053i,0.00080802-0.00033229i,-2.7683e-05-0.00065601i,-0.00032016-0.00097966i,-2.0094e-06-0.00069396i
0.0016202+0.00037184i,-0.00080919+0.00014804i,-0.0014569+0.00011267i,-0.00049263+0.00066721i,9.6519e-05+0.00090712i,-0.0011139+0.00083697i,-0.0015559+0.00073731i,-0.0016149+0.00036205i,-0.00068798+2.6599e-05i,0.00047862-0.00056117i,0.0001011-0.00036977i,-0.00060062-0.00018011i,-0.00047731-0.00048973i,-7.4399e-05-0.00050556i,0.00014909-0.0005626i,0.0004317-0.00040403i,0.00059293-6.7574e-05i,0.0001057-0.00041939i,-0.00044111-0.00078922i,5.3178e-05-0.00069728i,0.00038585-0.00081017i,0.00029969-0.00016389i,0.00033309+0.00026013i
0.00085253+2.4534e-05i,0.0010607+0.00026965i,0.00026512+0.00014425i,-0.0012948-0.00014835i,-0.00074992-0.00012943i,1.5581e-05-0.00016682i,0.00022138+0.00028201i,0.00041855+0.0005332i,0.00010486-3.1328e-05i,6.5076e-05-0.00038892i,0.00043409-0.00083975i,0.00089398-0.00090448i,0.0005446-0.00027546i,-0.00050933-0.00017216i,-0.00082937-0.00022118i,8.1727e-05-6.1504e-05i,0.00037993-0.00020144i,0.00017806-0.00055841i,-5.0624e-05-0.00057598i,8.1794e-05+0.00047165i,-0.00043068+0.00074892i,-0.00055544+4.5981e-05i,0.00051615+8.0593e-05i
0.00045512-0.0011241i,-0.00052809-0.00088988i,-0.001775-0.0013578i,-0.0019015-0.00078822i,-0.0020198-0.00038403i,-0.0018187-0.00081898i,-0.00091573-0.0012362i,0.00017845-0.0011078i,0.00015273-0.00045735i,-0.00016906-0.00014405i,3.932e-05-0.00056513i,0.00012532-0.00055888i,-0.00021356+0.00015421i,-0.00044616-3.465e-05i,0.00052825-0.00015094i,0.0014342+0.00025434i,0.00055843+0.00046905i,-0.0010726+0.00012696i,-0.001218-0.0007825i,-0.00054524-0.00039065i,-0.00039945+4.1258e-05i,-0.0003615-0.00032829i,-0.00082425-8.7678e-05i
0.0002724+0.00077642i,0.00025193-0.00026099i,0.0006091-0.00060473i,0.0015144-0.00030866i,0.00098886+0.00010131i,-0.00080784-0.00029153i,-0.0012048-0.00083948i,-0.00094783-0.00043049i,-0.00043885-3.532e-05i,0.00018377-0.00031609i,0.0010203+0.00013646i,0.0011606+0.00084576i,1.8508e-05+0.0007436i,-0.00069261+0.0015556i,0.00032543+0.0016381i,0.0010462+0.0015191i,0.00021382+0.0015248i,4.3199e-05+0.0010698i,6.8391e-05+0.00071838i,-0.0002825-0.00012171i,-3.0413e-05-9.2535e-05i,0.00028852+0.00025515i,-0.00017093+0.00044449i
