-0.002289-0.00064858i,-0.0014509-0.0017364i,-0.0021997-0.00030473i,-0.0032936+0.00070012i,-0.0021603+0.0024331i,-0.00055383+0.0029193i,0.00014519+0.0020916i,0.0009474+0.0020278i,0.0014814+0.0018999i,0.0020883+0.0010146i,0.0017895-0.00014121i,0.00059873-0.00090666i,6.0277e-05-0.00067801i,-0.00065742+1.7632e-05i,-0.0011546+0.0004925i,-0.00104+0.00088433i,-0.00037086-0.00010813i,0.0003512-0.00030559i,8.4545e-05+0.00039055i,0.00025305+0.0010024i,0.00073379+0.0010147i,0.0005791+0.00033593i,0.00021668-0.00038246i
0.00028699+0.0015358i,-0.00081082+0.00098255i,-0.0018552+0.00026684i,-0.0023018+0.00097421i,-0.0023282+0.0018633i,-0.0014626+0.0020197i,0.00012818+0.0023771i,0.00041046+0.0024391i,0.00033712+0.0013979i,0.00094222+0.00051804i,0.0013233-0.00057004i,0.0013735-0.00069347i,0.0004677+5.8605e-05i,0.00014+0.00060188i,0.00022724+0.0010144i,-0.00058852+0.00098695i,-0.00083561+0.00033402i,-0.00088611-0.00040535i,-0.0008027-0.0010004i,-0.00050051-0.0011463i,-0.0003066-0.0007183i,-0.00075087-0.0010511i,-0.00072879-0.00075671i
0.00091257-0.00055552i,0.00076512-8.1114e-06i,-0.00099102+0.0010451i,-0.0023142+0.0030249i,-0.0019576+0.003221i,-0.00059177+0.0018946i,9.4975e-05+0.00096041i,6.375e-05-0.00014509i,0.00033338-0.0010383i,-8.9813e-05-0.0010065i,-0.00046471-0.0011555i,0.00023172-0.00074009i,0.00074502-0.00027816i,0.00031016-2.515e-05i,-0.00042178+0.00038731i,-0.00041984+0.00017092i,-0.00056227-0.00030515i,-0.0010633+6.3867e-06i,-0.00091697+0.00044187i,-0.00047112-4.1954e-05i,0.00042891-0.0007869i,0.0004567-0.00032484i,0.00019523+0.00023639i
0.0001731+2.2893e-05i,0.00010187+0.00067036i,-0.00074456+0.0014728i,-0.0017351+0.0019798i,-0.0014431+0.0013474i,-0.00049628+0.00092308i,-0.00057928+0.00096921i,-0.00064929+0.001069i,0.00017063+0.00069649i,0.0010439-0.00035687i,0.0010549-0.0011635i,0.00067403-0.00097323i,0.00075768-0.00032242i,0.001037-3.5073e-05i,0.00079772-0.00023286i,-0.00019721-0.00030136i,-0.00090296-0.00050208i,-0.00062347-0.00077106i,-0.0010837-0.00086321i,-0.0015616-0.00069463i,-0.00083996-0.00042748i,0.00047159-0.00090019i,0.0012168+4.2368e-05i
0.0011953+0.00015944i,0.00071752+0.00069791i,-0.00055721+6.7262e-05i,-0.0015062+0.00076453i,-1.3626e-05+0.002163i,0.0012622+0.0023604i,0.00092606+0.0017141i,0.00056784+0.00099145i,0.00040658+9.9447e-05i,0.00028808-0.00024536i,0.00055805+0.00058201i,0.0013561+0.00055372i,0.0014737+1.8735e-05i,0.00070571-0.00032864i,0.00036953-0.00025457i,-0.00010564+0.00017031i,-0.00063575-0.00014948i,-0.00062673-0.00042589i,-0.00027754-0.00036306i,-0.00023201-0.00042299i,-0.00034419-0.00049329i,-0.00013872-4.1575e-05i,-0.000164+3.0237e-05i
8.6073e-05+0.0016323i,-0.00042936+0.00094395i,-0.00067596+0.0012985i,-0.0012955+0.0020837i,-0.00097815+0.0019142i,-0.00027419+0.00070426i,-0.00041186+0.00048977i,-0.000882+0.0012121i,-0.00041835+0.00092103i,0.00017902-0.00037688i,-0.0002285-0.00063113i,0.00017257-0.00064641i,0.00038201-0.0005688i,-0.00040425+0.00034347i,-0.00075791+0.00071237i,-0.00036894+0.00058656i,0.00018185+0.00023924i,0.0001547-0.00047738i,-0.00032309-0.00064763i,-0.00089033-0.00064466i,-0.00060317-0.00062332i,0.00078941-0.0006345i,0.0011186-0.00059353i
7.2014e-05-0.0010786i,-0.00095348-0.00066405i,-0.0030831+0.00065284i,-0.0026615+0.0030039i,-0.00049598+0.003776i,0.00021854+0.002753i,-1.2322e-05+0.0012095i,-0.0005036+0.00029194i,-0.00031815+0.000203i,0.00012823+0.00072687i,-0.00040623+0.00072613i,-0.00095048+0.00079148i,6.7734e-05+0.00099779i,0.0014068-0.00024345i,0.0016946-0.00061906i,0.0010901-0.000133i,0.00094163+5.2676e-05i,0.00083535+0.00015126i,0.00040237+0.00019507i,0.00059469-7.7924e-05i,0.00027745+0.00012784i,-0.00014276+0.00017928i,-0.00045792-0.00092794i
-0.0012798+0.0013834i,-0.00044636+0.00021986i,0.00036796+0.0012477i,0.00060772+0.0026191i,0.0017326+0.0021958i,0.0020088+0.00029317i,-1.51e-05-0.00066126i,-0.00073976+0.00038141i,0.00050273+0.00082445i,0.00067808+0.0005871i,0.0002216-0.00013421i,0.00033909-0.00060539i,0.00079418+0.00019727i,0.00021761+0.00034089i,-0.00020265-0.00033505i,7.3917e-05-0.00062766i,0.00012936-0.00022322i,-0.0001841+0.00022571i,-0.00019109-0.00043506i,-0.00015697-0.00041401i,-0.00013218+0.00021703i,0.00061747+0.00041862i,0.00073232+0.00015027i
-0.00077129+0.00011428i,-0.0020426+0.00061388i,-0.0032869+0.0015255i,-0.003516+0.0017278i,-0.0023972+0.002169i,-0.0015305+0.0018212i,-0.00086859+0.0012785i,-0.00014049+0.0012862i,0.00066838+0.00063653i,0.0011705-0.00013969i,0.0014618+0.00018616i,0.0010273+0.00074826i,0.00020066+0.00036327i,-0.00035169-9.7553e-05i,-0.00028548+1.2113e-05i,5.5136e-05-0.00014145i,-0.00026522-0.00076422i,-0.00039969-0.00086585i,-0.000552-0.00038325i,-0.00088707-0.00022134i,-0.00039239-0.00085696i,0.00078222-0.0011776i,0.0010882-0.00025752i
0.00082168-0.00018739i,-0.00092405-2.3484e-05i,-0.0028643-0.00022981i,-0.0037852+0.0013259i,-0.0029169+0.0025463i,-0.0009015+0.0017489i,1.0541e-05+0.00053865i,0.00012839-2.821e-05i,8.1838e-05-0.00015688i,-2.9445e-05+0.00028547i,6.6496e-05-1.0321e-05i,-5.7649e-05+1.3097e-05i,-0.0003474-2.0821e-05i,-0.0003713-0.00021392i,-2.8889e-05-0.0008327i,5.2424e-05-0.0011139i,-0.00044289-0.00033374i,-0.00058324-0.00034988i,-0.00018583-0.00021991i,-0.00015041+0.00020631i,1.4062e-05+0.00039882i,0.0010049+0.00077107i,0.00054449+0.00032135i
-0.0010851+0.0018821i,-0.0028095+0.0017558i,-0.0033341+0.0023067i,-0.0017813+0.0033423i,-3.4496e-05+0.0028771i,0.00023711+0.0013098i,-0.00020778+0.0011607i,-1.7939e-05+0.0012851i,0.0012736+0.00053454i,0.0016225-7.1803e-05i,0.00099197-0.0002948i,0.00039039-0.00026319i,-0.00014428-0.00036128i,-1.685e-05-0.00010089i,-0.00038476+6.4811e-05i,-0.0010401+0.00033067i,-0.0012785+0.00067176i,-0.00045782+0.00063523i,-0.00026758+0.00064712i,-0.000446+0.00035075i,0.00026296+0.00048848i,0.00020246+5.1342e-05i,-0.00025886-0.00057623i
-0.00072258+0.00069683i,-0.00067285+0.00026762i,0.00026077+0.0010148i,0.00089611+0.0017407i,0.0014543+0.0022188i,0.0017144+0.00086259i,0.00159-0.00029043i,0.0012462+0.00077851i,0.00091337+0.0015286i,0.0010574+0.0015014i,0.0014033+0.00069595i,0.0015609+0.00045236i,0.00044927+0.00088198i,-0.00091391+0.00032888i,-0.00058058-6.6503e-05i,0.00031952-0.00018484i,0.00017859+0.00049565i,-0.00017912+0.0010082i,-0.00042534+8.0002e-05i,-9.6758e-05-0.00063226i,-0.00018059-0.0005079i,-0.00022518-0.00038571i,-6.0666e-06+0.00016313i
-0.00022257+0.00074885i,-0.0014138+0.0012767i,-0.0025161+0.0032024i,-0.0022608+0.0040559i,-0.00049437+0.0030844i,0.00079011+0.00080651i,0.00087798+0.00057798i,0.00049841+0.0010989i,-7.5177e-05-6.9255e-05i,0.00012693-0.00081375i,0.00059265-0.00049852i,0.0006077+0.00028319i,0.00034188+0.00058526i,0.00010725+0.00010334i,0.00016599-4.0597e-05i,-0.00011735+0.00035254i,-0.00030204+0.00084553i,-0.00029568+0.0011448i,-0.00040918+0.00017078i,0.00012991-0.00058907i,9.3757e-05-0.00036426i,-0.00017091+0.00012654i,-7.0008e-05-0.00060568i
-0.00083873+0.00030191i,-0.0016824-0.00051436i,-0.0032079-0.00024723i,-0.0032031+0.00077316i,-0.0017025+0.0020186i,-0.00078102+0.0022619i,-0.00053362+0.001119i,0.00010566+0.00084308i,0.00098066+0.00069873i,0.00088138+0.00032315i,0.0002704-2.9446e-05i,-0.00061617-0.000701i,-0.00032264-0.001275i,0.00034487-0.00016238i,0.00037485+0.0010604i,-0.00010348+0.00072547i,-0.00037054+0.00024596i,0.00058959-0.00070044i,0.00047118-0.0009857i,-0.00042255-0.00022967i,-0.00033794+0.00022121i,0.00083459+2.9615e-05i,0.0011284+0.00017941i
0.0016816-0.00041033i,-0.0003823+0.0010055i,-0.0028494+0.00082056i,-0.0044115+0.00097456i,-0.003603+0.0014544i,-0.0017567+0.0018479i,-0.00048987+0.0017924i,0.00014014+0.0015997i,0.00036436+0.0010801i,-2.6838e-05+0.00068186i,-0.00025747+0.00078029i,0.00036413+0.00091044i,0.00083412+0.0010411i,0.00091202+0.00020173i,9.7155e-05-0.00043167i,-0.000256-0.00016132i,6.2303e-05+2.5998e-05i,-0.00019096-0.00016978i,-0.00021876-0.00028088i,-0.0003662-9.6581e-05i,-0.00021563-4.4674e-05i,0.00054224+0.0002123i,0.00070372+8.6451e-05i
0.00052437+0.00043446i,-0.00038671+0.00061495i,-0.0020046+0.0010213i,-0.0021748+0.0020761i,-0.00049338+0.002963i,0.00018274+0.0026088i,-3.4835e-05+0.0015871i,0.0006296+0.00096634i,4.2428e-05+0.00032608i,-0.00050593-0.00026943i,-2.5756e-05-0.00011788i,0.00060654+0.00072735i,0.00079459+0.00086853i,0.00017389-0.00012133i,-0.00046167-0.00054254i,-0.00064442-0.00070517i,-0.00058008-0.0005737i,-0.00089759-2.0845e-05i,-0.00071545+0.00016167i,-0.00046888+0.00069346i,-0.00044716+0.0008461i,-0.00037772-2.8557e-05i,-0.00077188+0.00012769i
-5.9075e-05+0.001579i,-0.00038146+0.00069358i,-0.00094471+0.00059221i,-0.00077675+0.0020385i,0.00035347+0.0024838i,0.0010441+0.0019214i,0.00068439+0.00096233i,-0.00042798-3.8766e-05i,-0.0006873-0.00060589i,0.00021981-0.00063808i,0.00087267+0.00037209i,0.00057346+0.00047533i,0.00011429+0.00036718i,-0.00069905+0.00040269i,-0.00074552+0.00053258i,-0.00024702+0.0012043i,-0.00094686+0.0011844i,-0.0013745+0.00063107i,-0.00024393+0.00046541i,0.00015594+0.00062147i,0.00022068+0.0005015i,0.00041936+0.00023593i,0.00035941+0.00014651i
0.00019931-0.00062634i,-0.0017993-0.0004196i,-0.0027622+0.0006019i,-0.0025886+0.0024103i,-0.0014408+0.0026694i,-0.00035468+0.001639i,-0.00013242+0.00067694i,0.00018617+0.00024982i,0.0007895+0.00040224i,0.00059115+0.00020245i,0.0001779-0.00029002i,0.00022248-0.00031718i,-6.1955e-05+4.6062e-05i,-0.00073833+0.0001802i,-0.00050895-0.00051407i,-1.9953e-05-0.0011374i,0.00035789-0.00076825i,0.00080481-0.00014511i,0.00014191-0.00044672i,5.5264e-05-0.00042909i,-5.4115e-05-1.1213e-05i,-0.00023105+3.0411e-05i,0.00077064-0.00012613i
-0.0002799-0.00074956i,-0.00070395-0.00019826i,-0.0022654+0.00054322i,-0.0037403+0.0016391i,-0.0032366+0.0022572i,-0.0020046+0.0025883i,-0.00055555+0.001988i,0.00066829+0.00051273i,0.00038684+0.00041237i,0.00042092+0.00061015i,0.00086303+0.00040188i,0.00092336+0.00063665i,0.00074065+0.00079024i,0.00088941+0.00062414i,0.00066513+0.0004176i,-2.9972e-05+0.00033733i,9.3214e-05+0.00015677i,0.00027833-0.00029345i,-0.00035592-5.3609e-05i,-0.0001996-0.00025558i,0.0003701-0.00056104i,-0.00012087-0.00070441i,-0.0010248-0.00032548i
0.0018341-0.00030428i,0.0021464-0.00049216i,0.00069536+0.0001059i,-0.00081477+0.0013285i,-0.00072044+0.0017134i,0.00034186+0.0016253i,0.0014043+0.0010605i,0.0010994+0.00028086i,0.00070578-0.00092422i,0.0007608-0.0012291i,0.00088649-0.00027316i,0.0011971+0.00066121i,0.0010351+0.0013417i,0.00065367+0.0010884i,0.00033571+0.00014306i,0.0003225-0.00034612i,-0.00029868-0.00051742i,-0.00012039+9.102e-05i,-0.00013987+0.00063067i,-0.00075759+0.00028489i,-0.00039661-0.00020054i,0.00022236+9.1457e-05i,0.00045319+0.00076992i
-0.00019129+0.00038611i,-0.0013871+0.0001558i,-0.002077+6.3839e-06i,-0.0014735+0.00012354i,-0.00058783+0.00093398i,-0.00087506+0.00083084i,-0.0010978-0.00012629i,-0.00045948-0.00035966i,6.7787e-06-0.00072624i,0.00052857-0.00073686i,0.00081468+0.00038602i,0.00070324+0.00077755i,0.00037196+0.00022155i,-0.0004052-0.00024017i,-0.0007997-9.0769e-05i,-0.00014863-4.1937e-05i,5.7165e-05+0.0004594i,-8.9052e-05+0.00072761i,-0.0001986+0.00048279i,0.00023008-0.00017813i,9.0818e-06-0.00012832i,-0.00069045-0.00010744i,-0.0002116-0.00049614i
0.00038577-0.00075064i,-0.0015366-0.00012807i,-0.0029477+0.00036171i,-0.0031334+0.00071191i,-0.0024031+0.0014172i,-0.0011885+0.0017427i,0.00024943+0.001905i,0.0011062+0.0010526i,0.00079185-0.00042905i,0.00023391-0.00074655i,0.00064627-0.00062483i,0.00052292+0.00021491i,0.00017667+0.001122i,0.00050343+0.00093073i,0.0004763+0.00020707i,-1.0964e-06-0.001041i,8.3304e-09-0.0011164i,-1.854e-05-0.00073217i,8.7724e-05-0.00013812i,-0.00012449+0.00018266i,-0.0005409-0.00019679i,-0.00019585-0.00011276i,-0.00041427+0.00033874i
-0.00104+0.00016189i,-0.0010146+0.00054213i,-0.0015218+0.0025714i,-0.0016861+0.0036505i,-0.00048003+0.003296i,0.00075098+0.0030742i,-6.2115e-05+0.002529i,-0.00060918+0.0014039i,2.1154e-05+0.00072243i,0.00037798-7.6564e-05i,0.00062199+0.00015668i,0.00038054+0.0003132i,0.00087887+0.00038834i,0.0011248+0.0012578i,0.00024247+0.00086683i,0.0002618-6.8283e-05i,0.00069358+0.00029437i,0.00074349+1.0783e-05i,0.00098123+0.00031841i,0.00080177+0.00081263i,-0.0002347+0.00028874i,-0.0010065-0.00013478i,-0.0010861-0.00085207i
0.00011656+0.0010452i,-0.00070013-0.000523i,-0.0012835-0.00044912i,-0.0018196+0.00060465i,-0.001506+0.00058831i,-0.00029942+0.00067757i,0.00054774+0.0011608i,0.00066786+0.00067453i,0.00048736+9.1373e-06i,0.00042733+5.2916e-05i,0.00051429+0.00042705i,5.8545e-05+0.00067529i,-0.0002977+0.00024593i,-0.00052794-0.0003592i,-0.00056826-0.00049853i,0.00055594-4.0006e-05i,0.00099471+0.00018417i,7.5462e-05+0.00019911i,-0.00088469+0.00050373i,-0.00081259+0.00018061i,3.5442e-05-4.3402e-05i,0.00088784-9.0035e-05i,0.0012031-0.00019511i
-0.00092243+0.00065452i,-0.0014663+0.00056802i,-0.0018153+0.0016383i,-0.0021977+0.0028392i,-0.0019359+0.0031691i,-0.00072361+0.0023042i,-0.00074512+0.00058493i,-0.00067363+0.00030634i,-0.00029863+0.0012048i,-0.00048238+0.00047939i,-0.00031702-0.00077058i,0.0001415-0.00084138i,0.00072615+0.00014917i,0.00071811+0.00076826i,0.00068496+0.00015773i,0.00052355-0.00019772i,-7.3012e-05+0.00020816i,0.00044189+0.00025836i,0.00073461+3.9547e-05i,0.00065867-0.00011157i,0.00020436-0.00032726i,-0.00013779-0.00064219i,3.6228e-05-0.00040112i
-0.0012912-0.00090919i,-0.0014582+0.00022666i,-0.0022184+0.0017085i,-0.0013643+0.0021669i,-3.0013e-05+0.0029192i,0.00027158+0.0027483i,0.00035339+0.0017162i,0.00022433+0.00075234i,0.00025999+0.00025147i,-1.4896e-05-0.00017331i,-0.00046119-0.00069344i,-0.00016377-0.00056424i,-0.00028563-0.00020803i,-0.00090704-0.00040853i,-0.00087432-6.7621e-05i,-0.0002273+0.00097131i,-0.00026826+0.00067167i,-0.00069051+0.0005139i,-0.00039267+0.00029981i,0.00052418-0.00053829i,0.0014961-0.0010744i,0.0010445-0.00047593i,0.00023233-2.6471e-05i
0.0010056+0.0007749i,-0.00035679+0.00032132i,-0.00067524+0.00042146i,-0.0017661+0.0011053i,-0.0019235+0.0014924i,-0.0012552+0.0012916i,-0.0010145+0.0010329i,-0.00044777+0.00059695i,0.00072953-0.00024021i,0.0015481+0.00011235i,0.0014297+0.00059646i,0.00050364+0.00022186i,0.00019468-0.00043775i,-0.00043173-0.00070322i,-0.00053479-0.0006379i,-0.000141-0.00036498i,0.00051376+0.00021138i,0.00081348+0.00031745i,0.00050762-0.00072523i,0.00030703-0.00078819i,0.00043058+0.00043382i,0.00052547+0.0008036i,-9.3754e-05+0.0010925i
0.0002506-0.00017977i,-0.001058+0.00033461i,-0.0033262+0.0013798i,-0.0042173+0.0016968i,-0.0024837+0.0014255i,-0.00061774+0.00099882i,-0.00031377+0.00093474i,-0.00010181+0.0004828i,0.00046006-0.000266i,0.00039605+0.00026132i,-7.7678e-05+0.0013325i,1.9687e-05+0.00083181i,0.00021631+0.00026631i,0.00018585+0.00076128i,8.539e-05+0.00096641i,-0.00056057+0.0003106i,-0.00049535+0.00015771i,-2.4453e-05+0.00082386i,0.00027859+0.0011222i,-2.0343e-05+0.00087373i,-0.00046495+0.00056695i,-5.6286e-05+3.5972e-05i,0.00014674-0.00027015i
0.00027933-0.00084626i,-0.00076658-5.6444e-05i,-0.0023785+0.0016331i,-0.0029954+0.0025291i,-0.0020746+0.0024905i,-0.00065406+0.0018218i,0.00018682+0.00088741i,0.00056938+0.00025631i,0.00074985+0.00010291i,0.00015581-8.7237e-05i,0.00032148-0.00039825i,0.00049818-0.00055218i,-0.00061551+2.7653e-05i,-0.0009046+0.00063017i,-9.0574e-05+0.00036768i,7.0987e-05+0.0001432i,-0.00032623-6.3315e-06i,-0.00056237+7.3493e-05i,5.3252e-05-9.5882e-05i,0.001113-0.00026375i,0.00096417-0.00063139i,0.00063669-0.00068974i,0.00094806+0.00027062i
0.00029437-0.00018451i,-0.00052776+0.00054007i,-0.0012952+0.00073391i,-0.0011212+0.0017276i,-0.00062983+0.0020283i,-0.00071195+0.0012462i,-0.00048692+0.00096633i,-0.00028335+0.00091666i,-0.000387+0.00024747i,1.593e-07+0.00027149i,0.00042499+0.00021595i,0.0014266-7.402e-05i,0.0012112+0.00051343i,-0.00025681+0.00074914i,-0.00095903+0.00039859i,-0.00091975-0.00022642i,0.00027127-0.00077798i,0.00076256-0.00055517i,8.113e-06-0.00051022i,-0.00034398-0.00031389i,-0.00026723-0.00046077i,0.00047831-0.0007626i,0.00087414+3.5957e-05i
-0.00089246+0.00099676i,-0.00093861+0.00046327i,-0.0022107+0.00033436i,-0.0029315+0.0032439i,-0.0015937+0.0047925i,-0.00022784+0.0029045i,-0.00016785+0.0013526i,-0.00046525+0.0010321i,-2.4974e-05+0.00066169i,0.00081778+0.00037618i,0.00075579+0.00041403i,0.00046632+6.1208e-05i,0.00039963-0.00012419i,-0.00028994+9.4106e-05i,-0.00022771+0.00015296i,0.00038552+0.00043372i,2.8728e-05+0.00050113i,-0.00033908+0.00047823i,-0.00028662+2.2476e-05i,0.00017985+0.00012516i,-0.00037607+0.00029459i,-0.00039374+0.00030467i,0.00061471+0.00011579i
-0.0011807-0.00016274i,-0.0018191+0.0011424i,-0.0030997+0.0022699i,-0.0036792+0.003498i,-0.0025188+0.0046211i,-0.00045003+0.0038506i,0.00047717+0.0021405i,0.0006913+0.00061881i,9.3743e-05+0.00026186i,-0.00016422+0.00029019i,0.00051791+0.0004113i,0.00047742+0.00070281i,0.00028566+0.00060741i,0.00013664-0.00073345i,-0.00016131-0.0015513i,-0.00064766-0.00057238i,-0.00049631+0.00015174i,-0.00011633+0.00015166i,6.6745e-05+0.00041091i,0.00034761+0.00019359i,0.00018271-0.00034044i,-4.3273e-05-0.0004227i,6.2203e-05-0.00017278i
5.5924e-05+0.00085586i,-0.00047512+0.00018576i,-0.0001361-5.9388e-05i,-0.00071052+0.00060704i,-0.0010033+0.0016524i,-0.0001764+0.0018596i,0.00055617+0.0014028i,0.0011089+0.00091941i,0.0013298+0.00047426i,0.00096284-0.00026559i,0.00042022-0.00084194i,-0.00036683-0.00015782i,-0.00023668+0.00089518i,0.00040197+0.0012457i,0.00048783+0.00015088i,-7.0488e-05-0.00018192i,-0.000148+0.0010387i,-0.00029405+0.00079896i,-0.00021956+2.7943e-05i,0.00031134-0.00055593i,0.00016224-0.00025773i,-0.00052096+0.00054207i,-0.00044851+0.00016307i
0.00053514+0.00012785i,-7.1869e-05-0.00034474i,-0.0017007-0.00041949i,-0.003646+0.00058016i,-0.0036617+0.0019772i,-0.0018268+0.0033222i,-0.0007057+0.0024539i,-0.00021936+0.001093i,-4.4673e-05+0.00021972i,0.00016018-0.00096831i,0.00090991-0.0013476i,0.0010251-0.00062517i,0.00072753+0.00035344i,0.00075186+0.00093159i,3.5466e-05+0.00047923i,0.0003493-7.6539e-05i,0.0011003+0.0002548i,0.00039573-6.1805e-05i,4.0336e-05-0.00039704i,0.00040542-1.5974e-05i,0.00027472+0.00017063i,0.00010721+0.00054832i,-0.00030348+0.00046875i
0.00057887+0.00082112i,0.00027437+0.0012589i,-0.0012423+0.0011615i,-0.0027266+0.0013558i,-0.0024824+0.0017267i,-0.0013408+0.0011424i,-0.00059988+0.0010736i,0.00029812+0.00074651i,0.0011187-0.0003986i,0.00057726-0.00040028i,1.2083e-05-0.00019518i,-8.6763e-06+0.0001877i,0.00034377+0.0011778i,0.00029843+0.0014358i,-0.00058755+0.00044946i,-0.00079116-0.0006065i,-0.00046521-0.00071939i,-0.00057762-0.00017104i,-0.00031143+0.00055358i,-0.00067988+0.00072192i,-0.0014308+0.00053352i,-0.0016445+0.00090348i,-0.0014529+0.0008677i
-0.00022304+0.00078473i,-0.0012823+0.0016662i,-0.0013816+0.0022453i,-0.0016109+0.0024224i,-0.0013712+0.0022839i,-0.00070116+0.0017069i,-0.00014663+0.0016107i,-9.259e-05+0.0011639i,0.00026804+0.00050844i,0.00058873-0.00033071i,0.00013943-0.00029994i,-0.00022941+9.9916e-05i,-0.00023005+0.00045324i,-3.6208e-05-6.9281e-05i,0.00036003-0.00080152i,0.00041937+7.6813e-05i,0.00019248+0.00032546i,0.00046622-0.00042504i,0.00026924-0.00037895i,-0.0012673+5.9846e-05i,-0.0016383+0.00064091i,-0.00046088+0.00086438i,0.0002194+0.00020031i
0.0006064-0.0015752i,-0.0003949-0.0023166i,-0.0026564-0.0022999i,-0.0042057-0.00042329i,-0.0029128+0.0017412i,-0.0011973+0.0023613i,-0.00015823+0.0015345i,0.00058543+0.0006297i,0.00052484-0.00039902i,0.00070881-0.00042447i,0.00096919+0.00023843i,0.00050213-3.1255e-05i,0.00060648-4.7615e-05i,0.00094941+0.00045888i,0.0007327+0.00080076i,0.00042133+0.00064013i,0.00081095+0.00052708i,0.0006018+0.00072174i,0.00021018-0.00026004i,0.00051278-0.0010546i,-0.00018167-0.00049364i,-0.00033264+2.8268e-05i,0.00023126-0.00062635i
0.00011944+0.0005789i,-0.00086811+0.0012221i,-0.0020998+0.0029369i,-0.0024664+0.002952i,-0.0011114+0.0026267i,5.7917e-05+0.0023874i,0.00056903+0.0013353i,0.00074219+0.0011724i,0.00051008+0.00047407i,0.00028982-0.000303i,0.00031026-0.00023745i,0.00052439+0.00043843i,0.00057615+0.00069401i,0.00064637+0.00061266i,0.00060592+0.0004059i,-0.0002409-0.00028288i,-0.0007987-0.00035747i,-0.00057621+4.207e-05i,-0.00033655+0.00054417i,-0.0005094+0.00058207i,-0.0010018+0.0002305i,-0.00057862+0.00033493i,0.00038525+0.00040175i
-0.0007435+0.00075208i,-0.00050471+0.00028261i,-0.00074328+0.0006075i,-0.00069039+0.00082419i,3.5292e-05+0.0010388i,0.0010208+0.0011439i,0.00096096+0.00045278i,0.00014376-0.00016382i,-0.00033795-0.0005781i,-0.00032205-8.4545e-05i,0.00057172+0.00052571i,0.00053317+0.0005592i,4.1103e-05+0.00011318i,-0.00015513-0.00061828i,-0.00037791-0.00036812i,-0.00024276+0.00051261i,-0.00013052+0.00038804i,0.00052618+0.00026427i,0.00093879-6.8852e-05i,0.00022367-0.0004347i,-0.00038771-0.00010611i,-0.00067759+0.00056378i,-0.00078553+0.00017015i
0.0020787-0.000314i,0.0015066+0.00019996i,-0.00037726-0.00069993i,-0.0025408-0.00033399i,-0.0029116+0.0010289i,-0.0014417+0.0016909i,0.00079092+0.0013784i,0.00092772+0.0006714i,-4.5408e-05+0.00014884i,0.00034979+1.3523e-07i,0.00045127-8.7637e-07i,0.00014458+0.00032924i,0.00032326+0.00068646i,5.377e-05+0.0007767i,-0.00023357+0.00055305i,0.00015594+0.00082043i,0.00024476+0.0004106i,-0.00015528-0.00024369i,-0.000305-0.00019767i,-6.1423e-05+0.00056935i,-0.00048589+0.0010595i,-0.00074414+0.00069617i,-0.00043415+0.00025343i
-0.00135+0.00045282i,-0.0029034+0.00021206i,-0.0054857+0.0010546i,-0.0057163+0.0031034i,-0.0030224+0.0037945i,-0.0010032+0.0030213i,-0.00011345+0.002421i,0.00033241+0.0019472i,0.00030164+0.00088558i,0.000514-0.00015349i,0.00099103+0.00026811i,0.0013467+0.0005964i,0.0010183+0.00031017i,7.128e-05-2.1782e-05i,0.00062323-8.9571e-05i,0.00027402+0.00029042i,-0.00086863+9.2466e-05i,-0.00071037-0.00026413i,-0.00033869-0.00052216i,-0.00023164-9.7268e-05i,3.3761e-05+0.00055433i,0.00020674+0.00043082i,0.00019453+0.00027571i
0.0016475-0.00036559i,0.0018895-4.9424e-05i,0.0015922+0.00018668i,0.00071547+0.0012258i,-0.00020362+0.0022762i,-8.5352e-05+0.002244i,0.00013618+0.0015228i,0.0010615+0.00065229i,0.0011546+0.00029276i,0.00049849+0.00055017i,0.00031708+0.00056278i,0.0001399+0.00078745i,-0.00020454+0.0011284i,0.00020061+0.0010683i,0.00052416+0.00075356i,0.00052151+0.00037131i,5.5871e-05+0.0001703i,-0.00058956-0.00055392i,-0.00022826-0.00084984i,0.00046622-0.00061547i,0.00030519-0.00039181i,6.2826e-05+0.0002888i,0.00028622+0.00059656i
6.5573e-05+0.0026544i,-0.00047648+0.0024841i,-0.0013967+0.0031226i,-0.0018135+0.0026421i,-0.0011085+0.0014171i,-0.0004259+0.00065754i,-0.0004429+0.00039088i,-0.00046296+0.0010681i,0.0004157+0.00058096i,0.0012249-0.00015703i,0.0012476+4.25e-05i,0.00027197-0.00036989i,-3.7606e-05+4.2115e-06i,0.00034045+0.00031447i,5.7759e-05-0.00054827i,-0.00055591-0.00066442i,-0.00023483-0.0001145i,0.00048639-0.00042866i,0.0003611-0.00022445i,-0.00021898+0.00031779i,-0.00041445+0.00034062i,3.5004e-05-0.00023703i,0.00018816-0.00049457i
