-0.00036238+0.00061427i,6.827e-05-0.00026691i,-9.6587e-05-0.00023956i,0.00021364-0.0006657i,0.00011186-0.00087492i,-0.00029923+0.00022009i,-0.00041665+0.00058672i,-0.00038747+0.0011885i,0.00013234+0.0015547i,0.0010645+0.00072371i,0.0010849-6.4572e-05i,0.00080613-0.00062849i,0.00069498-0.00050723i,-0.00046276+0.00022099i,-0.00065655+0.00013603i,0.00048388+0.00027631i,0.00066439+0.00046307i,0.0005963+0.00015417i,0.00064515+0.00087008i,0.00046549+0.001081i,-0.00022833+0.00012809i,-0.00014265-0.00025592i,0.00021156-0.00047931i
0.040626+0.054699i,0.070099+0.11076i,0.073664+0.13111i,0.051132+0.09128i,0.02553+0.037662i,0.011745+0.0078369i,0.0073807-0.0012495i,0.004746+0.00046652i,0.0074311+0.0039211i,0.0067852+0.0020859i,-0.000336+0.00096583i,-0.0036508+0.0029188i,-0.0026371+0.0014611i,-0.0033554-0.0017745i,-0.0033622-0.002736i,-0.0011664-0.0024876i,0.00051464-0.00031661i,0.0022726+0.0047324i,0.005197+0.0093231i,0.0087157+0.0088946i,0.0093614+0.001185i,0.0050492-0.0087399i,0.0015913-0.011976i
-0.06084-0.0032448i,-0.11917-0.012046i,-0.14142-0.02211i,-0.1101-0.013911i,-0.064725+0.0039959i,-0.034223+0.014481i,-0.014092+0.016827i,0.0026415+0.0086878i,0.01097-0.0034241i,0.0052773-0.010841i,-0.008959-0.010599i,-0.016568-0.0074017i,-0.014802-0.0072777i,-0.011894-0.0060697i,-0.0083749-0.00017585i,-0.0039439+0.0033621i,-0.0033117+0.0021945i,-0.0040087-0.00031874i,-0.0052159-0.003378i,-0.0098654-0.0024879i,-0.011935+0.0042851i,-0.0079234+0.010796i,-0.0039788+0.011722i
0.038575-0.048135i,0.079943-0.08307i,0.097779-0.08637i,0.066516-0.052463i,0.027525-0.008552i,0.014922+0.01783i,0.01313+0.015884i,0.0098985+0.0024927i,0.0046397-0.0078031i,-0.0012442-0.01332i,-0.006106-0.013419i,-0.0072528-0.0089696i,-0.0049898-0.004471i,-0.0042414-0.0029756i,-0.0045864-0.0021256i,-0.0027468-0.0010779i,0.0012585+0.00053791i,0.0063077+0.00635i,0.011859+0.011969i,0.018115+0.0077593i,0.019314-0.0046863i,0.010422-0.015955i,0.0015614-0.01785i
0.013352+0.054812i,0.011826+0.1053i,-0.0010048+0.12377i,-0.0078734+0.094559i,-0.0079775+0.063862i,-0.0038528+0.05146i,0.0037729+0.030561i,0.00097488+0.0031094i,-0.0054902-0.012469i,-0.0065343-0.015389i,-0.0060031-0.013121i,-0.0063414-0.0099957i,-0.0059241-0.0064956i,-0.003294-0.0022309i,0.00095986+0.0015535i,0.0047276+0.0032223i,0.0060338+0.0010555i,0.0032816-0.002764i,-0.0040784-0.0044428i,-0.012352+0.001595i,-0.01376+0.013801i,-0.0053823+0.021977i,0.00041477+0.019488i
-0.046022-0.022124i,-0.080607-0.056563i,-0.086727-0.079054i,-0.058834-0.06226i,-0.02627-0.031978i,-0.010621-0.014093i,-0.0044676-0.004466i,-0.00070004-0.0021649i,0.00086394-0.0040018i,0.0033451-0.0070291i,0.0065062-0.011209i,0.0063675-0.011635i,0.0058493-0.0078125i,0.003779-0.0046251i,-6.9443e-05-0.0038849i,-0.00092578-0.0040475i,0.0010703-0.0032693i,0.0034785-0.0013263i,0.0083486-0.00088831i,0.014856-0.0070963i,0.015631-0.020013i,0.007927-0.029467i,0.0017636-0.026158i
0.044485-0.018625i,0.090914-0.023178i,0.11332-0.01983i,0.084601-0.023231i,0.038198-0.030636i,0.0086614-0.030018i,-0.0018639-0.019191i,-0.0004644-0.0077689i,0.0065735-0.0021887i,0.012663-0.0035181i,0.013713-0.00881i,0.0094782-0.012295i,0.0046035-0.010578i,0.0045228-0.0059357i,0.0069909-0.0020632i,0.007214+0.00050901i,0.0027999+0.0014204i,-0.0039337+0.00043536i,-0.011099+0.0021225i,-0.017025+0.011239i,-0.012675+0.024948i,0.0013902+0.030397i,0.0080903+0.02227i
-0.0062763+0.044973i,-0.030879+0.080684i,-0.045192+0.087228i,-0.032139+0.048674i,-0.018514-0.00085075i,-0.016767-0.024598i,-0.0097592-0.017948i,0.0051748-0.0056292i,0.016697-0.003441i,0.020068-0.0051382i,0.017247-0.0063836i,0.011554-0.0090409i,0.0060437-0.0094349i,0.00071188-0.0060062i,-0.0041576-0.0017521i,-0.0061019+0.00019929i,-0.0050456+0.0006066i,-0.002373-2.1939e-05i,0.001431-0.0045073i,0.0046428-0.014843i,0.0021193-0.026817i,-0.006547-0.031729i,-0.0091082-0.02649i
-0.026015-0.030239i,-0.036339-0.07074i,-0.032953-0.086965i,-0.021327-0.062809i,-0.014044-0.039243i,-0.014187-0.031339i,-0.010882-0.020664i,0.0050119-0.0074188i,0.020017-0.0033031i,0.021022-0.0041139i,0.013324-0.0038128i,0.0062011-0.0043275i,0.0014898-0.0040376i,0.00010074-0.0016727i,0.0019799+0.00037602i,0.0030181+0.0020646i,0.0020766+0.0044713i,-0.00021634+0.0074297i,-0.0041581+0.011963i,-0.0057698+0.021152i,0.002304+0.031206i,0.015147+0.032586i,0.017257+0.025166i
0.0349+0.0033682i,0.072011+0.020241i,0.084207+0.037381i,0.060425+0.036375i,0.035176+0.025335i,0.023181+0.013879i,0.015735+0.0062063i,0.012014+0.0047861i,0.014062+0.003583i,0.013876+5.7689e-06i,0.0098781-0.00027272i,0.0070378+0.0016223i,0.0032661+0.0028878i,-0.0017263+0.0049794i,-0.0041832+0.0071404i,-0.0042188+0.006427i,-0.0031254+0.0028094i,-0.00099489-0.0016348i,0.002127-0.0076107i,0.0016173-0.016767i,-0.0083416-0.024558i,-0.020024-0.024478i,-0.019152-0.017981i
-0.023762+0.026986i,-0.057873+0.045849i,-0.072647+0.048031i,-0.047631+0.037292i,-0.013989+0.0336i,0.0060173+0.031597i,0.01024+0.024031i,0.0069794+0.014749i,0.0066564+0.0088647i,0.0062309+0.0058893i,0.0024929+0.0059655i,0.00054465+0.0061278i,0.00090158+0.0033507i,-9.5874e-05-0.00019283i,-0.0018176-0.00084304i,-0.0016079+0.00023218i,0.00061558+0.0019763i,0.0040736+0.0058381i,0.0062019+0.011604i,0.0098507+0.017408i,0.019602+0.021233i,0.028233+0.02091i,0.025726+0.017284i
-0.0031369-0.029617i,0.0030351-0.064377i,0.016629-0.070113i,0.024365-0.037221i,0.027163-0.0039519i,0.028854+0.01305i,0.020763+0.017828i,0.009894+0.019323i,0.0056951+0.019175i,0.0049976+0.012008i,0.0049252+0.0041395i,0.0047575+0.0016444i,0.0045849+0.0026598i,0.0021317+0.0029969i,-0.00064796+0.00079836i,-0.0014949-0.0019685i,-0.0017219-0.0039873i,-0.00084998-0.0052495i,-0.00088294-0.0081822i,-0.0063955-0.013973i,-0.019108-0.017334i,-0.029316-0.014764i,-0.026361-0.0098625i
0.02824+0.014244i,0.048798+0.03757i,0.042501+0.052542i,0.016049+0.042954i,0.003136+0.027191i,0.0038991+0.021881i,0.0064095+0.018587i,0.0035681+0.01667i,0.0016479+0.018487i,0.0049036+0.016585i,0.0063955+0.0089232i,0.0038075+0.002849i,0.00012997-0.00050116i,-0.0028982-0.0027796i,-0.0033349-0.0025454i,-0.0016783-0.0014103i,-2.4957e-05-0.00020378i,0.0011348+0.0022042i,0.0034213+0.0056773i,0.010496+0.0098386i,0.022486+0.011071i,0.030358+0.0085252i,0.025691+0.0071961i
-0.024621+0.01041i,-0.051507+0.011865i,-0.062497-0.001484i,-0.049609-0.01423i,-0.034302-0.011878i,-0.024604-0.0054991i,-0.013653-0.0002403i,-0.0057324+0.0049987i,-0.001536+0.010637i,0.003913+0.010809i,0.0071746+0.0039472i,0.0052598-0.0013391i,0.0028035-0.0025212i,0.00048274-0.0032114i,-0.0012429-0.0037514i,-0.0016861-0.0055063i,-0.0030923-0.0065862i,-0.0043566-0.0054729i,-0.0050541-0.0054503i,-0.011121-0.0056979i,-0.022956-0.0030744i,-0.03051+0.0003955i,-0.026928+0.0011267i
0.011533-0.026323i,0.026717-0.046455i,0.038753-0.049506i,0.021497-0.03731i,-0.013164-0.027782i,-0.029814-0.020389i,-0.024883-0.01144i,-0.014896-0.0035887i,-0.0052667+0.0026609i,0.0044733+0.0054754i,0.0080694+0.0016066i,0.0022942-0.0032672i,-0.0044434-0.005005i,-0.0041246-0.0060618i,-0.00013768-0.0061136i,0.0021096-0.0039676i,0.0023465-0.0006631i,0.00080608+0.003128i,0.00078667+0.0056865i,0.0084336+0.0044354i,0.022991-0.001499i,0.032132-0.00768i,0.027932-0.0068467i
0.015359+0.02018i,0.018327+0.041997i,0.010191+0.052545i,0.0019073+0.034632i,-0.0068833+0.0052989i,-0.016731-0.0082001i,-0.018073-0.007007i,-0.014805-0.0034902i,-0.011438-0.0010362i,-0.0055249+0.0018752i,0.00071003+0.0014714i,0.0017686-0.0028941i,0.00072541-0.0048246i,0.0015807-0.0038767i,0.002073-0.0029898i,0.0010313-0.0033362i,-0.0012685-0.0046641i,-0.0025859-0.0059784i,-0.0041581-0.0055501i,-0.010323-0.0014003i,-0.020965+0.0063053i,-0.027223+0.01148i,-0.024025+0.0090045i
-0.019174-0.00053428i,-0.034357-0.012127i,-0.037713-0.024429i,-0.02204-0.023276i,-0.0050971-0.018127i,-0.0058199-0.014596i,-0.013056-0.0072955i,-0.011636-0.0026588i,-0.0089646-0.0027411i,-0.0088451-0.00018761i,-0.0058048+0.0037863i,-0.0022849+0.003415i,-0.00098191+0.00057981i,0.0003604-0.0021373i,0.0024693-0.0032142i,0.0041942-0.0014372i,0.0051652+0.00024524i,0.0045719+0.0019386i,0.0047777+0.0037232i,0.0098611-0.0004429i,0.017689-0.011462i,0.021116-0.019083i,0.01671-0.016813i
0.015523-0.010646i,0.036726-0.01455i,0.050997-0.012346i,0.046225-0.0088151i,0.038771-0.0075087i,0.030859-0.0087437i,0.016668-0.0062854i,0.004419-0.0032841i,-0.0035854-0.0029685i,-0.0091473+0.001907i,-0.0088817+0.0066859i,-0.0034598+0.0044248i,0.0020373+0.0012472i,0.0059403+0.00053049i,0.0064374+0.00069057i,0.0038848+0.001763i,0.00083691+0.0011232i,-0.00047514-0.0018114i,-0.0016151-0.0018123i,-0.0062224+0.0043416i,-0.012997+0.015458i,-0.017236+0.022913i,-0.015978+0.019128i
0.0019446+0.016527i,-0.0053687+0.033379i,-0.010365+0.038345i,-0.0035576+0.025258i,0.0083721+0.012861i,0.016603+0.0079995i,0.01606+0.0039285i,0.0088908-0.0019058i,-0.00025493-0.0048114i,-0.0074695-0.00059244i,-0.0073677+0.0053894i,-0.001829+0.0049354i,0.0012038+0.0011419i,0.0014163+0.001443i,0.0013273+0.0028959i,0.0018511+0.0028632i,0.0042933+0.0034586i,0.0065018+0.0046116i,0.0070831+0.0040991i,0.0080465-0.0019246i,0.0095837-0.01445i,0.011039-0.023886i,0.010368-0.02206i
-0.015492-0.013189i,-0.023282-0.028184i,-0.020956-0.031929i,-0.0079956-0.014652i,0.0061696+0.0012448i,0.015383+0.0060551i,0.016899+0.0027979i,0.012275-0.0025496i,0.0050231-0.0036446i,-0.0021923-0.00097898i,-0.0055395+0.0016514i,-0.0026078+0.0012728i,0.00094725+0.00016561i,0.0024943+0.0022319i,0.0038602+0.0038928i,0.0035971+0.0024418i,0.0018105+0.0020644i,0.00087469+0.0031703i,0.0003358+0.004575i,-0.00057526+0.0090939i,-0.0012188+0.018056i,-0.0011101+0.023512i,-0.00094134+0.019051i
0.010629-0.0012909i,0.026085+0.003133i,0.026616+0.013434i,0.010905+0.020725i,0.0022059+0.021896i,0.0028132+0.016486i,0.004903+0.006178i,0.0047154+0.00042325i,0.0031601+0.00028794i,0.002021-0.0026021i,0.0009289-0.005207i,0.001054-0.004462i,0.00038015-0.0018456i,-9.2478e-05+0.0021259i,0.0014822+0.0040004i,0.0021773+0.0026404i,0.001038+0.0020783i,0.00081116+0.0025565i,0.00136+0.00044929i,-0.00018913-0.0060882i,-0.0017146-0.015602i,-0.0010261-0.022302i,0.0012674-0.021162i
-0.0056633+0.0094274i,-0.018213+0.017987i,-0.028389+0.015332i,-0.028695+0.0102i,-0.023948+0.014663i,-0.018253+0.015438i,-0.0098774+0.0094834i,-0.0012288+0.0062309i,0.0046274+0.0030941i,0.0061197-0.0031631i,0.0036229-0.0059583i,0.0025462-0.0028189i,0.0028883+0.00013106i,0.0020584+0.00075878i,0.0014576+0.00054117i,0.00035907-0.00091563i,-0.0016224-0.0017465i,-0.002449-0.0016939i,-0.0015433-0.00028045i,0.0016589+0.0051672i,0.0060828+0.013582i,0.0082162+0.019412i,0.0070897+0.018141i
-0.0053957-0.0095533i,-0.0064064-0.023581i,-0.0014635-0.028183i,-0.0023918-0.021219i,-0.015889-0.011652i,-0.022566-0.0041947i,-0.017329+0.0026227i,-0.0064883+0.0069135i,0.0035555+0.0047936i,0.0056384-0.0021132i,0.0018988-0.0054037i,-0.001408-0.0017921i,-0.0020301+0.00054187i,-0.0012266-0.00055068i,-0.000309-0.00035698i,0.00046996+0.0015686i,8.9797e-05+0.002196i,-0.0018168+0.00096288i,-0.0047378-0.002247i,-0.0088995-0.0074105i,-0.012056-0.013684i,-0.012168-0.017038i,-0.0091737-0.014977i
0.012384+0.001394i,0.020969+0.008146i,0.019478+0.013179i,0.0087758+0.0052342i,-0.0036334-0.0095073i,-0.011372-0.0093085i,-0.010221+0.0020205i,-0.0030883+0.0084348i,0.0026357+0.0067612i,0.0037455+0.0031502i,0.0030795+0.0017354i,0.0023522+0.0028108i,0.0020482+0.0020135i,0.0020872+0.0006063i,0.00070215+0.00099665i,-0.0017981+0.00092622i,-0.0042792-0.00060694i,-0.0051321-0.0021844i,-0.002327-0.0017005i,0.0044006+0.0014137i,0.011351+0.0069905i,0.01322+0.012859i,0.010719+0.014489i
-0.010367+0.0072786i,-0.020211+0.0086597i,-0.025368+0.0024886i,-0.01824-0.0083096i,-0.0089096-0.016056i,-0.0074707-0.014353i,-0.0064473-0.003651i,-0.0034447+0.0041618i,-0.0030038+0.0064997i,-0.0033322+0.0084126i,-0.0025046+0.0096897i,-0.0017473+0.0087918i,-0.0014631+0.0066884i,-0.0013141+0.0052335i,-0.00058169+0.0045298i,0.0017415+0.0040902i,0.0040195+0.0024631i,0.0033538+0.001504i,-0.0011667+0.0011184i,-0.0073538-0.00079712i,-0.013659-0.0047838i,-0.016994-0.0086487i,-0.015218-0.0076276i
-0.0016189-0.014224i,0.0029135-0.023052i,0.011004-0.026374i,0.014769-0.019614i,0.016656-0.011398i,0.014797-0.0077539i,0.0064497-0.0039836i,-0.003099+0.00073174i,-0.010674+0.0062518i,-0.011457+0.011592i,-0.0072354+0.011443i,-0.0041566+0.0079851i,-0.002264+0.0067856i,6.504e-05+0.0071697i,0.0018597+0.0059019i,0.0015049+0.0035879i,0.00070496+0.0015854i,0.00088106+0.0010563i,0.0038875+0.00078645i,0.010384+0.00093174i,0.016865+0.0026388i,0.018532+0.0058504i,0.013999+0.0081606i
0.0046137+0.0099651i,0.0089888+0.017169i,0.0096627+0.022502i,0.01122+0.018382i,0.014884+0.012224i,0.016601+0.0052969i,0.0088549-0.0001103i,-0.0057996+0.00083049i,-0.014794+0.0061149i,-0.014104+0.010141i,-0.0097418+0.00831i,-0.0071383+0.0037726i,-0.0052206+0.0031528i,-0.0013299+0.0062252i,0.0027338+0.0055324i,0.0044531+0.00095178i,0.005019-0.0018726i,0.0066706-0.0024557i,0.0057692-0.0016448i,-0.00015826+0.00022508i,-0.0090191+0.00032468i,-0.015184-0.00245i,-0.014435-0.0046429i
-0.012403+0.0010279i,-0.019547+0.0003889i,-0.020025+0.0014915i,-0.0046943+0.0065157i,0.010365+0.010528i,0.013991+0.0083411i,0.0065205+0.0022237i,-0.0053372-0.00033955i,-0.012866+0.0016597i,-0.015149+0.0028066i,-0.012765+0.0014259i,-0.0084961+0.00052395i,-0.0054871+0.0017821i,-0.002367+0.0035025i,0.00068454+0.0021786i,0.0007355-0.00042308i,-0.00080301-0.00039294i,2.8643e-05+0.0015317i,0.0027494+0.0015387i,0.0068148+0.0001602i,0.012616-0.000725i,0.016191-0.00083388i,0.01442-0.0006899i
0.0020028-0.0079395i,0.0079342-0.010762i,0.0098198-0.0071786i,0.0064637+0.0040759i,0.0047382+0.010465i,0.0036416+0.0075827i,0.00082502+0.0013371i,-0.0025191-0.003538i,-0.0058943-0.0081445i,-0.010965-0.012932i,-0.014038-0.013368i,-0.011802-0.01044i,-0.0091688-0.0062796i,-0.0076797-0.0016886i,-0.0039511+0.00096206i,-4.6156e-05+0.00039778i,0.0014818-0.0017313i,0.0022688-0.0028015i,0.00053284-0.0023901i,-0.00442-0.0003802i,-0.0092006+0.0020649i,-0.0126+0.0013856i,-0.013487-0.001905i
0.0036166+0.0074731i,0.0033177+0.014214i,-0.0017559+0.01673i,-0.0086161+0.013143i,-0.012421+0.012134i,-0.013329+0.0095989i,-0.010027+0.0023406i,-0.0038476-0.0078249i,-0.0022977-0.019085i,-0.0064081-0.023491i,-0.0086077-0.018615i,-0.0063268-0.011509i,-0.005618-0.0063638i,-0.007506-0.0014809i,-0.0075448+0.001592i,-0.0057569+0.0021425i,-0.0043648+0.003943i,-0.0041869+0.0059208i,-0.003372+0.0054184i,-0.00066137+0.0032026i,0.0049721-0.0015026i,0.011343-0.0057546i,0.013627-0.0058858i
-0.002245-0.0047128i,-0.0065935-0.0087711i,-0.0092791-0.013609i,-0.01449-0.012285i,-0.024262-0.0037709i,-0.025061+0.0026377i,-0.013494+0.00094989i,-0.0030538-0.0091494i,-0.0010397-0.022558i,-0.0043316-0.027468i,-0.0060817-0.020794i,-0.0053557-0.012409i,-0.0062341-0.0078561i,-0.0074847-0.0025098i,-0.0053448+0.003379i,-0.00055634+0.0042256i,0.0015566+0.0010584i,0.00047423-0.0014166i,-0.0009023-0.0015658i,-0.0031756-0.00043937i,-0.0069341+0.0021664i,-0.009801+0.0052254i,-0.0095406+0.0049739i
0.0021627-0.0068131i,0.0068711-0.0068308i,0.0078018-0.0046754i,0.0014138-0.0042062i,-0.010626-0.0045714i,-0.013435-0.00083197i,-0.0060503-0.00040747i,0.0010046-0.0093554i,0.0045086-0.019344i,0.0053779-0.022165i,0.0050609-0.017246i,0.0037824-0.010275i,0.0011434-0.0057375i,-0.0022188-0.0013588i,-0.0028131+0.0033143i,-0.0013707+0.0054015i,-0.0011716+0.0055218i,-0.0015103+0.0066546i,-0.00088288+0.0066251i,0.00052105+0.0024362i,0.0029793-0.0032329i,0.0068944-0.0071031i,0.0097252-0.0065901i
0.0018893-0.00061968i,-0.0009567+0.002699i,-0.0058779+0.00044677i,-0.0077984-0.0041637i,-0.0070069-0.00878i,-0.0038435-0.0055893i,0.0016613+5.1378e-05i,0.0056106-0.0016754i,0.0088505-0.0059955i,0.012597-0.0081144i,0.012411-0.0071791i,0.0077783-0.0045731i,0.0036106-0.0039942i,0.0014619-0.0034683i,0.0016075-0.002085i,0.0025408-0.0027922i,0.0026597-0.0053236i,0.0015689-0.0071419i,0.00051991-0.0064859i,0.00082634-0.0043277i,-0.00059716+0.00050752i,-0.0036164+0.0065724i,-0.0055606+0.0090742i
-0.0086956-0.003254i,-0.0083065-0.0078603i,-0.004096-0.012013i,0.0041484-0.011381i,0.013739-0.010106i,0.016546-0.0095268i,0.012123-0.0050028i,0.011541+0.0027083i,0.017445+0.0059683i,0.020738+0.0035797i,0.015877+0.0016273i,0.0086349+0.0022901i,0.003715+0.0015889i,0.0010573-0.0012997i,-0.0013118-0.0015285i,-0.0027755+0.0010194i,-0.0016621+0.0031338i,8.4716e-05+0.0046675i,0.00058057+0.0040836i,0.00066234+0.0012899i,0.0013331-0.0035035i,0.0032946-0.0068435i,0.0046823-0.0055827i
0.0049873-0.0041269i,0.0096547-0.0015204i,0.013307+9.5234e-05i,0.015082-0.0027387i,0.016772-0.0061201i,0.01708-0.0078104i,0.013392-0.0041538i,0.012716+0.0046427i,0.017912+0.011064i,0.019248+0.0094905i,0.013523+0.0043331i,0.0054176+0.00068446i,0.0017464-0.0019251i,-0.00010291-0.003399i,-0.0029364-0.0035684i,-0.0048273-0.0045439i,-0.0049513-0.006036i,-0.003561-0.0061735i,-0.0016807-0.0050269i,0.00013479-0.002483i,0.00086408+0.0024854i,-0.00064455+0.0074241i,-0.0022622+0.009251i
-0.0032928+0.0027016i,-0.005539+0.0045125i,-0.0038696+0.0045801i,0.0036953+0.0016554i,0.0081478-0.0022192i,0.0068657-0.0044628i,0.0038393-0.0031689i,0.0055964+0.0022655i,0.010971+0.0080767i,0.01147+0.011038i,0.0071587+0.0095108i,0.0033443+0.0057725i,0.0011883+0.0030448i,-0.00073604+0.0013812i,-0.0020265+0.00041154i,-0.0015504+0.00019589i,0.0006882+0.00094397i,0.0022987+0.0030469i,0.0019304+0.0034744i,-9.0812e-05+0.0016033i,-0.0021659-0.0020029i,-0.0010041-0.0060747i,0.00082478-0.0069688i
-0.0048181-0.0048387i,-0.00446-0.0082175i,-0.0032922-0.0049616i,-0.00043385+0.0049301i,-0.00096858+0.010295i,-0.0040862+0.010388i,-0.0053548+0.0070309i,-0.0042551+0.0043031i,-0.0035892+0.004994i,-0.0043787+0.006876i,-0.0051963+0.0066543i,-0.0054619+0.0030722i,-0.004143+0.00086916i,-0.0029183+0.00062025i,-0.0019763+0.00045255i,0.00023511+5.742e-05i,0.00096771-0.0015123i,0.00045272-0.0032336i,0.00086234-0.0025272i,0.0024624-0.00043789i,0.0036399+0.00291i,0.003531+0.0060555i,0.00086803+0.0062713i
-0.00047507-0.00051838i,0.0024506+0.0018906i,-0.001368+0.006231i,-0.0076975+0.012807i,-0.0099368+0.018437i,-0.012613+0.017924i,-0.013864+0.011889i,-0.01377+0.00541i,-0.015159+0.0025305i,-0.014361+0.0025932i,-0.0091884+0.001799i,-0.0038403+0.00021475i,-0.0021343+0.00082261i,-0.0010612+0.0022566i,0.0018745+0.0013848i,0.0048117-0.0007629i,0.0053541-0.0015449i,0.0037448-0.00022386i,0.0023507+0.0011444i,0.00040461+0.0011076i,-0.0024481-0.0018925i,-0.0032849-0.0060797i,-0.0032125-0.0072738i
-0.0024741+0.0019475i,-0.0045204+0.0031381i,-0.0083904+0.0034195i,-0.011114+0.0063135i,-0.012874+0.013718i,-0.011753+0.016201i,-0.0087731+0.011892i,-0.01149+0.0056114i,-0.017375+0.001667i,-0.018246+0.00055464i,-0.013691-7.8464e-06i,-0.007981+0.00021606i,-0.0041853+0.0012754i,-0.0014033+0.0022523i,0.0017674+0.0018468i,0.004456+0.0010941i,0.0049555+0.00090655i,0.0037993+6.1389e-05i,0.0027408-0.00064197i,0.0026031-0.00029812i,0.0030834+0.0011429i,0.0027448+0.0032808i,0.0011923+0.0041893i
-0.00093338-0.0018054i,-0.001687-0.0037702i,-0.0011302-0.0041645i,-0.0025335-0.0027969i,-0.0073389-0.0021963i,-0.0056255-0.0016361i,-0.0012427-0.00012634i,-0.002869-0.00010695i,-0.008388-0.0029104i,-0.011276-0.0053114i,-0.010468-0.0049107i,-0.0069367-0.0030077i,-0.0036581-0.001781i,-0.0019597-0.00075503i,-0.0011703+0.00049182i,-0.00098745+0.0018925i,-0.00069966+0.0030031i,-0.00017233+0.0035267i,-0.00073069+0.0028476i,-0.0024482+0.00097837i,-0.0040454-0.0019514i,-0.0045162-0.005034i,-0.0031409-0.0066432i
0.0021449+0.00087044i,0.0035503+0.00089068i,0.0014245+0.00084201i,-0.00011903-0.0042542i,0.00097771-0.013754i,0.0022814-0.015204i,0.0033364-0.010519i,0.0039916-0.0085503i,0.0033569-0.010173i,0.0011397-0.011019i,-0.00068462-0.0077131i,-0.00057294-0.0047761i,-0.00084905-0.0042917i,-0.0012964-0.0032334i,0.0003026-0.00090203i,0.0020954+0.0016372i,0.0033477+0.0034081i,0.0031587+0.0047i,0.0027724+0.0056294i,0.0030793+0.0055611i,0.0030387+0.0045237i,0.0033152+0.0036682i,0.0033099+0.0032703i
-0.00027008+0.0004513i,0.00028698-0.00040962i,-0.0017039-0.0056908i,-0.0018178-0.012008i,0.0023605-0.020051i,0.003542-0.022234i,0.0031275-0.017078i,0.0062036-0.014645i,0.0098583-0.016069i,0.0096682-0.014771i,0.0060746-0.0094541i,0.0018862-0.0050107i,-0.0010597-0.0033241i,-0.0019598-0.0014373i,-0.0024916+0.0016089i,-0.003208+0.005016i,-0.0034993+0.0069846i,-0.0034333+0.0058217i,-0.0027869+0.0028635i,-0.0028899+0.00029439i,-0.0026737-0.0020322i,-0.0011314-0.0036026i,-0.00034784-0.0041874i
-0.0011627-0.00048177i,0.00013132-0.0020253i,0.0022743-0.0033336i,0.0023784-0.0059692i,0.002435-0.0078138i,0.0012493-0.0094007i,2.8231e-05-0.00984i,0.004341-0.010415i,0.012094-0.012703i,0.015044-0.013002i,0.011069-0.010218i,0.0039535-0.0073233i,-0.001612-0.0049289i,-0.0034324-0.002076i,-0.0032308-0.00084096i,-0.0024341-0.0021198i,-0.0017178-0.0023123i,-8.7731e-05-0.001599i,0.0015487-0.00041514i,0.0022013+0.00083583i,0.0035869+0.00096937i,0.004826+0.001646i,0.0041652+0.0022451i
0.0026399+0.0038809i,0.0014996+0.0044175i,0.0040444+0.0047406i,0.0075553+0.0023544i,0.0069884+0.0016194i,0.0028254+0.002453i,-0.0012471+0.0021398i,0.0014567-0.00080309i,0.0092959-0.0043442i,0.012727-0.0052689i,0.0085276-0.005134i,0.0020681-0.0044937i,-0.0011411-0.002838i,-0.0011142-0.00030473i,-0.00049128+0.0018159i,-0.0010001+0.0017144i,-0.00322+0.00071417i,-0.0038994-0.00032594i,-0.0040975-0.00094937i,-0.0042632-0.0012555i,-0.0030785-0.0022031i,-0.0025283-0.0035021i,-0.0027629-0.0030502i
0.0012579+0.00039997i,0.00074161-0.0011063i,0.0020518+0.0023199i,0.0053603+0.0082405i,0.0060711+0.012794i,0.0034548+0.017001i,0.0011518+0.01558i,0.0034169+0.010414i,0.0071443+0.0065289i,0.0069789+0.0030871i,0.0027815+0.00066083i,-0.0013106-0.00063865i,-0.0026432-0.00078586i,-0.0018052-8.5091e-06i,-0.0016015-0.00052763i,-0.0033361-0.0027364i,-0.0034871-0.0042492i,-0.0014932-0.003664i,-0.00037417-0.0025532i,0.00023869-0.0028668i,0.001309-0.0023856i,0.0025345-0.00017964i,0.0033437+0.0018568i
0.00088488+4.9681e-06i,0.0025481+8.6551e-05i,0.0032229+0.0022983i,0.0036395+0.0086506i,0.0069562+0.01372i,0.007365+0.013768i,0.0061785+0.011605i,0.006359+0.010844i,0.0056765+0.011766i,0.0023557+0.0095743i,-0.0012931+0.004511i,-0.0020645+0.000205i,-0.0010022-0.0015031i,-9.8451e-05-0.00051791i,0.00086291+0.00025229i,0.0013145-0.00042602i,0.00049735-0.0021932i,-0.00088542-0.0031475i,-0.0020053-0.0022964i,-0.0022344-0.0010705i,-0.0027102-0.00020427i,-0.0034752-0.00098427i,-0.0029426-0.0018715i
0.0054263-6.1242e-05i,0.0046078+0.0018333i,0.0035707+0.0010111i,0.00036727+0.0019309i,-0.0013326+0.0052065i,4.8518e-05+0.0046917i,0.0023538+0.004072i,0.0045641+0.0068851i,0.0038225+0.0099334i,-0.00015013+0.010684i,-0.0022333+0.0063989i,-0.00079494+0.0004672i,-0.00039997-0.0020962i,-0.0015657-0.0019718i,-0.0018336-0.0015433i,-0.0009099-0.0017916i,0.0010041-0.0019784i,0.003204-0.0015255i,0.0034061-0.00094093i,0.0025192-0.00053589i,0.0029985-0.00070861i,0.0039262-0.00089363i,0.0027046-0.00047313i
