-0.0033492-0.0031019i,-0.003661-0.0028496i,-0.0034954+0.00032721i,-0.0028495+0.0031144i,-0.002081+0.0038156i,-0.00095213+0.0031966i,-0.0001389+0.0020612i,8.5846e-05+0.0020419i,0.00054642+0.002389i,0.0011845+0.0015316i,0.0011943+0.00034973i,0.00029266-0.0004387i,0.00045166-0.0013i,0.00082584-0.0012696i,0.00052738+0.00035392i,0.00077297+0.0011102i,0.00071657+0.00027664i,-0.00049661-0.0011007i,-0.0010912-0.0019414i,-0.0004817-0.001283i,-0.00011276-0.0002725i,-1.6595e-05-0.00042766i,-1.5784e-05-0.00092716i
-0.0016354+0.004566i,-0.0011379+0.0091722i,0.00041225+0.013227i,0.0021645+0.012965i,0.005062+0.007154i,0.0071347+0.0018985i,0.0056982-0.0018259i,0.003467-0.0053415i,0.0025212-0.0048189i,0.00078913+0.00046564i,-0.00042087+0.0052231i,-7.0752e-05+0.0052405i,-0.0011388+0.0020469i,-0.0017838+0.0010399i,-0.00060079+0.0013214i,0.00036609+0.00012457i,0.0002319-0.0015535i,-0.00084649-0.00079876i,-0.00036247+0.0016746i,0.00061857+0.003217i,0.0004233+0.0023816i,6.5103e-05+0.00094276i,-0.00040367+0.00065173i
-0.001273-0.0026642i,0.00080117-0.0044302i,0.0048444-0.0038776i,0.0074912-0.00099479i,0.0057786-0.00012217i,0.0038977-0.0018695i,0.0047667-0.0027783i,0.0048263-0.0030381i,0.0012035-0.0039476i,-0.0031482-0.0049681i,-0.0045358-0.0064536i,-0.0055322-0.0070453i,-0.007093-0.0064116i,-0.0059926-0.005895i,-0.002564-0.0059617i,-0.0010303-0.0052997i,-0.0017907-0.0033285i,-0.0017913-0.00068165i,-0.00054694+0.0013332i,0.00036757+0.0010628i,0.0010774+0.00074478i,0.0019849+0.00058274i,0.0014537-0.00034983i
0.0018266-0.0032105i,0.0028854-0.0063465i,0.0035181-0.0088408i,0.0019781-0.0094422i,-0.0015961-0.0064298i,-0.0031199-0.0012961i,-0.0008241+0.0010138i,0.0020023-0.00099768i,0.0042294-0.0033817i,0.0067195-0.0034257i,0.0084538-0.0004809i,0.0085228+0.0022965i,0.0085218+0.0026397i,0.0058676+0.002238i,0.0010355+0.0016182i,-0.0023673+0.00063691i,-0.0022873+0.00017339i,-0.0009332+0.00046601i,-0.0011476-8.1083e-05i,-0.0011992-0.00090405i,-0.0004486-0.0017536i,-0.00055051-0.0017276i,-0.00036743-0.00046143i
0.0027341+0.0025969i,0.0014294+0.0021284i,-0.00261+0.002337i,-0.0065348+0.0036503i,-0.0059321+0.0046092i,-0.0024334+0.0050697i,0.0012867+0.0030231i,0.0044892-0.00038296i,0.0052471-0.0019801i,0.0016272-0.00090225i,-0.003286+0.0010847i,-0.0041214+0.002784i,-0.0027513+0.0036254i,-0.0018336+0.0018782i,-0.0017578-0.00025484i,-0.0012685-0.001558i,-0.00038051-0.0017481i,-0.00032888-0.0007593i,-0.00075736+0.00027425i,-0.0011229+0.0011924i,-0.00089806+0.0016078i,-0.00039658+0.0012948i,-0.00038284+0.00051215i
-1.0601e-05+0.0046358i,0.0016336+0.010686i,0.0041124+0.015946i,0.0043052+0.015399i,0.0045583+0.010529i,0.0064323+0.0076884i,0.0072205+0.0066953i,0.006751+0.005274i,0.0064593+0.0014571i,0.0061424-0.0033516i,0.0061682-0.0066666i,0.006411-0.0088133i,0.0052638-0.010387i,0.0030603-0.0082071i,0.0029143-0.0031848i,0.0039508-0.00082282i,0.0033662-0.001017i,0.0015607-0.00043833i,0.00026517+0.00058466i,-0.00027632+0.00084078i,-0.00052055+0.0010048i,-0.0011927+0.00092752i,-0.0012047+2.2785e-05i
0.0019976-0.0035245i,0.0018496-0.0021822i,0.0036412-0.0015777i,0.0062681-0.0024099i,0.0072093-0.0010496i,0.00684+0.0012407i,0.0072239+0.0022994i,0.0065265+0.0037089i,0.0049347+0.004762i,0.0027228+0.0067266i,0.0011556+0.0087138i,0.0007712+0.0079059i,0.00095426+0.0064566i,0.0015789+0.0048187i,0.0022607+0.0011642i,0.0017286-0.0016704i,0.00025047-0.0014951i,0.0002472-0.0013868i,0.0011426-0.0014898i,0.0014482-0.00051644i,0.0014193+5.6271e-05i,0.00097187-0.00033773i,-0.00031805+0.00093689i
0.0017535-0.001601i,0.00020347-0.003926i,-0.0020259-0.0074239i,-0.0023991-0.0078863i,-0.0013396-0.0070607i,0.00058257-0.0063874i,0.0028694-0.0040276i,0.0036799-0.0021443i,0.0019396-0.00090252i,-0.00083256-0.0012127i,-0.0016006-0.0039087i,-0.0027983-0.0042525i,-0.0045831-0.0013627i,-0.0028325+0.00053347i,0.00078126+0.00015923i,0.0025732-0.00051838i,0.002496-0.00182i,0.001889-0.0025491i,0.00034508-0.0012856i,-0.0012365-0.00036592i,-0.00183-0.00085572i,-0.0019611-0.00025205i,-0.0012959+0.00034851i
-0.00088814+0.0021426i,-0.0029758+0.0025663i,-0.0054437+0.0016251i,-0.0071843+0.0012374i,-0.0075516+0.0021057i,-0.0070271+0.0024684i,-0.0047607+0.0027424i,-0.00031454+0.0031662i,0.0037162+0.003848i,0.0062802+0.0046979i,0.0083846+0.0059367i,0.0097217+0.0053891i,0.0091709+0.0023411i,0.0060164-0.00035694i,0.0016356-0.00036834i,-0.0017324+0.0009298i,-0.0018576+0.00087495i,-0.0014416-0.00013705i,-0.0014479+8.7097e-05i,-0.00089861+0.0012126i,-0.00049587+0.0015358i,0.00060312+0.00095623i,0.0012463+0.00055919i
0.0023482+0.0023079i,0.0046294+0.0034341i,0.0058675+0.0047704i,0.0036492+0.0070364i,0.00070984+0.0095327i,-0.00033611+0.010786i,-0.00085269+0.0091898i,-0.0020921+0.0066899i,-0.0033831+0.0048758i,-0.006068+0.0026776i,-0.0087199+0.00087338i,-0.0080149-0.00059476i,-0.005922-0.00026821i,-0.0037237+0.0016158i,-8.0862e-05+0.0029032i,0.0033456+0.0022268i,0.0041549+0.00052338i,0.0029938+0.00059213i,0.0014508+0.00087495i,0.00052387+0.00050045i,-0.0007226+0.00020169i,-0.0013394-0.00080617i,-0.0010464-0.0013524i
0.0014671-0.0013557i,0.0027614+0.00034858i,0.004667+0.0034567i,0.0074501+0.0047007i,0.0089811+0.0044758i,0.0090139+0.005251i,0.0074517+0.0048949i,0.005137+0.0022479i,0.0031482-0.0013646i,0.0012633-0.0036185i,0.0020099-0.0030205i,0.003881-0.0020481i,0.0022827-0.0019494i,-0.00015211-2.9976e-05i,-0.00053493+0.0020347i,-0.00084122+0.0021392i,-0.00082695+0.0026808i,0.0010971+0.0020771i,0.002078+0.00053049i,0.0014728-8.1314e-05i,0.0008434+0.00014506i,0.00012328+0.00036418i,-0.00048887+0.00083002i
0.0033945-0.0041482i,0.0013309-0.0054909i,-0.0020119-0.0078365i,-0.0017889-0.0084876i,0.0014881-0.0062875i,0.0047853-0.0039565i,0.007292-0.0030832i,0.0069449-0.0029588i,0.0029248-0.0019654i,-0.0025865+0.0010865i,-0.0058236+0.0051048i,-0.0061342+0.0065412i,-0.0039918+0.0052015i,-0.00061276+0.0034231i,0.0009644+0.00080462i,0.0013078-0.00207i,0.0012694-0.0029622i,0.0010374-0.0028128i,0.00013722-0.0022638i,-0.0006549-0.0012401i,-0.00087875-0.0012653i,-0.00049505-0.00090768i,-0.00028551+0.0003052i
0.00043452+0.0027886i,-0.00081619+0.0022924i,-0.0037083+0.00090249i,-0.005341-0.00040315i,-0.0052448-0.0015687i,-0.0051118-0.0037344i,-0.0047254-0.0044144i,-0.0038398-0.0047192i,-0.0036076-0.0060545i,-0.0038064-0.0072742i,-0.0017023-0.0084026i,0.0015572-0.0081114i,0.0026246-0.0066299i,-0.00012733-0.0043826i,-0.0029242-0.00048471i,-0.0025474+0.0024017i,-0.0014037+0.0034382i,-0.0016915+0.0024855i,-0.0021123+0.00096642i,-0.00041886+0.00087863i,0.0012903+0.00086902i,0.0022731+0.0012184i,0.0018444+0.0011326i
-0.0026248+0.0018111i,-0.00074324+0.0026621i,0.00093674+0.0046652i,-9.2037e-05+0.005984i,-0.0034297+0.0073896i,-0.0056082+0.0085537i,-0.0038599+0.0063941i,-0.00050257+0.0014611i,0.0030757-0.0029582i,0.004379-0.0043291i,0.0026717-0.00060209i,0.0012813+0.0037431i,-7.2244e-06+0.0032518i,-0.00090844+0.0010664i,-0.0012489-0.00019927i,-0.0010323-0.0016302i,-0.00029464-0.0019178i,-0.0004103-0.00015597i,-0.00095541+0.0017439i,-0.001048+0.0015188i,-0.001086-1.1595e-05i,-0.00038008-0.00199i,0.00022495-0.0024326i
0.00058337-0.0064881i,0.0030356-0.0061462i,0.006519-0.0034399i,0.008108+0.00020818i,0.0078364+0.0061644i,0.0078427+0.009608i,0.0091938+0.0075003i,0.0092983+0.0038544i,0.0063918-5.81e-05i,0.0010502-0.0045331i,-0.0034169-0.0066129i,-0.0042911-0.007062i,-0.003151-0.0069142i,-0.0024818-0.0041474i,-0.0017365-4.4423e-05i,-0.00088749+0.0019165i,0.00057519+0.0025843i,0.0013671+0.0029776i,0.00083088+0.0015933i,0.00052775+0.00077799i,0.00072024+0.0009132i,0.00068578+0.00089019i,0.00012637+0.0008634i
0.0030955+0.0030971i,0.0021246+0.0027164i,0.00074526+0.003669i,0.00078825+0.0025038i,0.0048198-0.00057463i,0.009885-0.0018518i,0.010756-0.0015596i,0.0094826-0.0015868i,0.0082153-0.0032744i,0.0069173-0.004748i,0.0076639-0.0029705i,0.0083641+0.00086775i,0.0068219+0.0024558i,0.0041107+0.0010125i,0.0014229-0.0020118i,3.9836e-05-0.0044681i,-0.00018594-0.0042417i,0.0004423-0.0034146i,0.00034725-0.0032499i,-0.0015506-0.0019164i,-0.0026399-0.00059685i,-0.0020378-0.00015512i,-0.0013614-0.00048472i
-0.0022501+0.0048888i,-0.0016243+0.0065798i,-0.0029296+0.0061115i,-0.0031933+0.003298i,-0.0022442-0.00074179i,-0.0015617-0.003713i,0.0005675-0.0048054i,0.0031208-0.0038553i,0.004766-0.0022476i,0.0041874-0.00060964i,0.001122+0.00025987i,-0.002391-0.00061448i,-0.0040831-0.0028266i,-0.0041613-0.0027607i,-0.0033268-0.00042224i,-0.0010525+0.0016734i,-0.00011694+0.0016905i,-0.0016566+0.00072229i,-0.0025985-4.149e-05i,-0.0010176-0.00067267i,0.00068895-0.00041786i,0.00087974+1.8523e-05i,0.00059961-0.00011312i
-0.00093694-0.0023809i,-0.00097729-0.00072328i,-0.00022396+0.001413i,-0.00098152+0.0026095i,-0.0050322+0.0026215i,-0.0078042+0.0033943i,-0.0053747+0.0049727i,-0.00079612+0.0052456i,0.0038984+0.0033831i,0.0059428-0.0021516i,0.0051947-0.0058655i,0.0057963-0.0047957i,0.0064851-0.0034032i,0.0039973-0.0031016i,0.00046708-0.0032672i,-0.00097481-0.0034062i,-0.0011634-0.002514i,-0.00083844-0.00045582i,-0.00025095+0.0016692i,-0.00079681+0.0013664i,-0.0019649+1.8541e-06i,-0.0017836-0.001158i,-0.0011944-0.001189i
0.0044555-0.0037044i,0.0033571-0.0053234i,0.0013041-0.0058487i,-2.4555e-05-0.0018685i,-0.0018622+0.0053524i,-0.0011151+0.010513i,0.0018242+0.01039i,0.0043243+0.0071123i,0.0067142+0.0033383i,0.0061606+0.00042104i,0.0017402+0.00074003i,-0.0014861+0.0033516i,-0.00077624+0.0041577i,0.00073771+0.0027136i,0.0018136+0.0024828i,0.0025095+0.0030105i,0.0024536+0.0027947i,0.0023026+0.0029601i,0.0012511+0.0017702i,0.0012079+0.00026951i,0.0015245+0.0002282i,0.00067989+7.7935e-05i,0.00012504+0.00063772i
0.0014135-0.00090486i,0.0034863-0.0026451i,0.0017143-0.0044015i,-0.00036512-0.0027689i,0.0028924+0.00082772i,0.0089479+0.0025145i,0.010376+0.0014537i,0.0083682+0.00014582i,0.0062796+5.2563e-05i,0.0041818+5.0367e-05i,0.002705-0.0011589i,0.0029363-0.0027849i,0.0042085-0.0035118i,0.0039614-0.0035605i,0.002206-0.0034149i,-0.0001681-0.0035545i,-3.5161e-05-0.0028955i,0.0018859-0.0024791i,0.0018678-0.0025555i,0.00057618-0.00080355i,-0.00056049+0.0010992i,-0.0012016+0.0018608i,-0.00051911+0.0013751i
-0.0057323+0.00024037i,-0.0042554+0.0032322i,-0.0024592+0.0063648i,-0.00072049+0.0053142i,0.0017957+0.00015855i,0.0044948-0.0034001i,0.0030515-0.0033198i,0.0016037-0.0011338i,0.0021601+0.0014485i,0.0040185+0.0032846i,0.0058516+0.0033607i,0.0049162+0.0030156i,0.003073+0.0026722i,0.0027591+0.0013924i,0.0022264-8.365e-05i,0.0014921-0.00020601i,0.00096023+0.00039035i,-2.0914e-05+0.00037799i,-0.00021608-0.0007522i,0.00054032-0.0021748i,0.0014675-0.0021386i,0.0020163-0.0011267i,0.0020868-0.00033028i
0.0016917-0.0020946i,0.0025192+0.0024619i,0.0042811+0.0076176i,0.0049504+0.0070587i,0.0018251+0.0032541i,-0.0026207+0.0014384i,-0.003752+0.0027444i,-0.0025226+0.0053653i,-8.1682e-05+0.0060605i,0.0019514+0.0040413i,0.00051799+0.00067697i,-0.0014517-0.0020742i,-0.00075989-0.0028438i,0.00030472-0.0020372i,-0.00016106-0.0013656i,-0.001529-0.00088i,-0.0023047+2.013e-05i,-0.0022406+0.0012693i,-0.0017337+0.0017144i,-0.0019935+0.00043077i,-0.0018447-0.00059564i,-0.0015773-0.00016439i,-0.0017495+0.00031688i
0.00079597+0.0037376i,0.00071193+0.0025645i,1.9191e-05+0.0025598i,-0.00030822+0.0036524i,-0.0015783+0.0062705i,-0.0023595+0.0085497i,0.00011097+0.0078641i,0.0029807+0.0055591i,0.0041684+0.0040138i,0.0041097+0.0023837i,0.0041092+0.0017861i,0.0039304+0.0032229i,0.003291+0.0037976i,0.0032655+0.0023954i,0.0036462+0.0011291i,0.0035926+0.00077463i,0.0039672+0.0010649i,0.0035417+0.0021124i,0.0018756+0.0020799i,0.00015824+0.00084821i,-0.0011936+5.2726e-05i,-0.0006282-0.00022395i,-0.00016678-3.5035e-05i
-0.0039825+0.0027734i,-0.0059732+0.0019345i,-0.0051168-0.00032011i,-0.0021412-0.0004756i,0.0023782+0.0026736i,0.0055588+0.0047777i,0.0062864+0.0034809i,0.0050631+0.0020428i,0.0035632+0.00070599i,0.0018387+0.00045792i,-0.000505+0.0013826i,-0.0013832+0.00093135i,-0.0011789-0.00013612i,-0.00044334-0.0011729i,-0.00072457-0.0021849i,-0.0021177-0.0014213i,-0.0024346+0.00036093i,-0.0012249+0.00046121i,0.00069624+0.00073086i,0.0014077+0.00094668i,0.000568+0.0008349i,-0.00045424+0.0019212i,-0.00098385+0.0019751i
-0.0010972+0.00093009i,-0.0011032+0.0020068i,-3.9376e-05+0.0048587i,0.0014066+0.0041227i,0.0049915+0.00058205i,0.0064039-0.0030234i,0.002732-0.0047287i,-0.00062317-0.0034745i,-0.0019686-0.00076827i,-0.00062301+0.0008807i,0.0021161+0.00041032i,0.0037007-0.0013331i,0.0036183-0.0012823i,0.0026606+1.409e-05i,0.0019402-0.00042974i,0.0022359-0.00082898i,0.0022603-0.00060148i,0.0013423-0.0008438i,0.00087837-0.0011975i,0.0015799-0.0017185i,0.0019685-0.0017859i,0.0011651-0.0014862i,0.00052496-0.00043721i
0.0032491+0.00067392i,0.003779+0.0020385i,0.0058295+0.0038485i,0.0066533+0.0036186i,0.0035833-0.00063248i,-0.00084082-0.0027981i,-0.0022055-0.00062762i,-0.0021018+0.0019572i,-0.00074399+0.0036053i,0.00087426+0.0040387i,0.00014746+0.0031268i,-0.0023883+0.0016668i,-0.0035598+0.0006005i,-0.0031673+0.0005865i,-0.0022517+0.00054819i,-0.0017475+0.00093315i,-0.0021366+0.0013416i,-0.00222+0.001546i,-0.0019542+0.0016888i,-0.00079435+0.00056441i,-0.00046082-0.0008932i,-0.0010988-0.001348i,-0.00070161-0.0014833i
-0.00026732+0.0018925i,0.0033277+0.0007982i,0.0042896-0.00032027i,0.0023687-0.00034672i,-0.00010868+0.001509i,-0.00068239+0.0036927i,0.0010956+0.0056345i,0.0034156+0.0066739i,0.0033547+0.0055426i,0.0019281+0.0028111i,0.001966+0.0012102i,0.0027454+0.00028106i,0.0024996+0.00013845i,0.00236+0.0011021i,0.0030773+0.00048412i,0.0028696-0.00087673i,0.0022536-0.00077587i,0.0015536+0.0007005i,0.00014282+0.0012439i,-0.0012213+0.00052717i,-0.0017143+0.00050671i,-0.001577+0.00018755i,-0.0010323-0.00035199i
0.0023092-0.00018057i,0.003306+1.6634e-05i,0.0010367-0.0011398i,-0.0026306-0.00035484i,-0.0024952+0.00298i,2.4789e-05+0.0046962i,0.0027311+0.0032067i,0.0031855+0.00092597i,0.0016218-0.00044429i,0.00018551+7.132e-05i,0.0006858+0.0023015i,0.0019518+0.0044208i,0.0012946+0.0048162i,-0.00038735+0.0035278i,-0.00062443+0.0020964i,0.00025941+0.0015908i,0.00072942+0.0013078i,0.0010063+0.0014171i,0.00099372+0.0016038i,0.0012504+0.0020542i,0.0016302+0.001864i,0.0013984+0.0012708i,0.00055277+0.00081657i
0.0020766-0.0012114i,-4.8294e-05+0.00035152i,-0.0025272+0.0025164i,-0.00369+0.0040262i,-0.00021967+0.0044541i,0.0034994+0.0029177i,0.0028343-0.00030875i,-0.00027438-0.0015429i,-0.002721-0.00021812i,-0.0038127+0.00077156i,-0.002907+6.8662e-05i,-0.0010983-0.0019386i,-0.0007737-0.0031128i,-0.00059665-0.0011429i,6.4178e-05+0.00061374i,4.115e-05-0.00068907i,-0.00043413-0.002127i,-0.00060653-0.0021267i,-0.00016272-0.0024054i,0.00040914-0.0033604i,0.00093366-0.0031259i,0.00090196-0.0016093i,8.328e-05-0.0012514i
0.00034503+0.0026747i,0.0021152+0.0031225i,0.0038405+0.0041428i,0.0049459+0.0046903i,0.0039376+0.0020915i,0.0015592-0.0011452i,-0.0012468-0.0011183i,-0.0025317+0.00095599i,-0.0025646+0.0028767i,-0.0019713+0.0041824i,-0.00060019+0.0033794i,0.00013187+0.0015352i,-0.00048267+0.00079399i,-0.00031937+0.0021543i,0.00026416+0.0032849i,0.000466+0.0030237i,0.00060449+0.0018825i,-0.00014025+0.0012791i,-0.00071681+0.00078486i,-0.00045535-0.0004495i,-0.00047954-0.0015103i,-0.00028063-0.0019945i,0.00023581-0.0016591i
-0.00054299-0.0032802i,0.00040551-0.003414i,0.0034535-0.00404i,0.0038982-0.0030834i,0.00010807-0.0014452i,-0.0026605+0.0013376i,-0.00078362+0.0043524i,0.0014404+0.0049245i,0.00096744+0.0037194i,-0.00072119+0.0024211i,-0.0020661+0.0022681i,-0.0022902+0.0031665i,-0.0015163+0.0036975i,-0.00054394+0.0024948i,0.00074022+0.001335i,0.0010843+8.6899e-05i,0.00054091-0.0013176i,-6.0457e-05-0.00052108i,-9.4965e-05+0.0003288i,-0.00015623+0.00041685i,-0.00064081+0.00022631i,-0.00072786-0.00036015i,-0.00017954-0.00019077i
0.0023113-0.0036129i,0.0030581-0.0041892i,0.0019472-0.0029509i,-0.0011506-0.0023681i,-0.0019213+0.0010126i,0.0013289+0.0040648i,0.0048092+0.0016477i,0.0058947-0.0012477i,0.0040402-0.0030837i,0.00050547-0.003012i,-0.0007334-0.001383i,0.0010693-0.00012212i,0.0021281+0.00026181i,0.00083404+0.00050647i,-0.00022521+0.00048515i,0.00012177-0.00010925i,-1.6177e-05-0.00010273i,-0.00083471+0.0008325i,-0.00057097+0.0015748i,-7.9299e-05+0.0021597i,-6.7491e-05+0.0021546i,-9.2136e-05+0.00095374i,-0.00014057+0.0004579i
0.00011114+0.0023559i,-0.00034041+0.0039289i,-0.0033007+0.0063454i,-0.0042228+0.0077134i,-1.595e-05+0.0066358i,0.0021976+0.0031228i,0.0018328-0.001134i,-0.00043339-0.0046245i,-0.0032759-0.0057716i,-0.0039838-0.0035355i,-0.0027943-0.0011261i,-0.0013733-0.00046699i,-0.0013689-0.0013422i,-0.0017302-0.00084992i,-0.0013091+3.6171e-05i,-0.0010028+0.00033184i,-0.00084071+7.4775e-05i,-0.00066752+0.00017177i,-0.0007416+0.0001846i,-0.00077982-0.00030357i,-0.00024464-0.00066108i,0.0014738-0.00047225i,0.0016174-1.5593e-05i
0.00089246+0.0031819i,0.0010695+0.0065041i,0.0033844+0.0063138i,0.0048499+0.0043783i,0.0048068+0.0018652i,0.0032827+0.00066897i,0.00015122+0.00070148i,-0.0019133+0.0010839i,-0.0032225+0.0012453i,-0.0048716+0.00061636i,-0.0036261-0.00035258i,-0.001124-0.0010814i,-0.00026848-0.00055722i,-0.00082543+0.00056208i,-0.0012912+0.0017717i,-0.0011067+0.0018634i,-0.00067177+0.00080757i,-0.00012933-0.00019699i,-0.00020944-0.000342i,-0.00021796-0.0012724i,0.00028905-0.0023832i,0.00016921-0.0016783i,-0.00053396-0.00070508i
-0.0036966-0.00092357i,-0.004543-0.00037371i,-0.0014147-0.00017295i,0.0017056-0.00027193i,0.002098-0.00042428i,0.0014132-0.00027592i,0.0013512+0.0013208i,0.0021138+0.0018018i,0.0016782-0.00020217i,0.00016378-0.0018488i,-0.0011442-0.0014087i,-0.0020122+7.8911e-05i,-0.002273+0.0016405i,-0.002137+0.0026187i,-0.0020544+0.0020607i,-0.0012859+0.00066788i,-9.0524e-05-0.00057587i,-0.00072449-0.0010933i,-0.0017401-0.00031017i,-0.0019837+0.00029201i,-0.0025648+0.00032774i,-0.0026173+0.00011621i,-0.0020305+0.00031837i
-0.0021198-0.00042349i,-0.0055148-0.00090546i,-0.0060921-8.2133e-05i,-0.0036781-0.00075663i,-0.0025523-0.0011681i,-0.0013218+0.00052284i,0.0034137+0.0018449i,0.0072717+0.00053784i,0.006861-0.002185i,0.0039418-0.0043414i,0.0016204-0.0032451i,0.00082615-0.00097133i,8.3062e-05-0.00077013i,-0.00034192-0.001434i,-0.00023914-0.0010491i,0.00037285-0.0015363i,0.00076144-0.0023509i,0.00053836-0.00108i,0.00073514+0.00087783i,-0.00011381+0.0018791i,-0.00094707+0.0019876i,5.9304e-05+0.0010471i,0.00045578+0.00039539i
0.0041495+0.00090106i,0.006273-0.00045975i,0.0042809-0.001443i,0.00023999+0.0006549i,0.00021619+0.0032242i,0.0029264+0.0032559i,0.0031267-0.00030841i,0.0015637-0.0045494i,-0.00030602-0.0066076i,-0.0017899-0.0054148i,-0.0017868-0.0024521i,-3.6654e-05-0.00038073i,0.00043642-0.00049515i,-0.00096016-0.00074992i,-0.0015464-0.00030783i,-0.0014794-0.0010588i,-0.0015363-0.0010594i,-0.001041+0.00063944i,-0.00047636+0.0011341i,0.00038662+0.00043522i,0.0012472+9.3846e-05i,0.0014601-0.00020358i,0.0019322-0.00062255i
-0.0029864+0.0002977i,-0.0023606+0.00036265i,-0.00070277+0.0013309i,0.0008247+0.0037957i,0.0018086+0.0051458i,0.00055015+0.0030029i,-0.0018116+0.00058808i,-0.0019609-0.00057462i,-0.00052565-0.0020448i,-0.0003461-0.0038336i,-0.00042282-0.0037214i,-0.00029698-0.0032596i,-0.00098599-0.0037108i,-0.0020938-0.0038674i,-0.0022661-0.0021863i,-0.0012276+0.00027638i,0.0001681+0.00063548i,0.00068328-0.00023754i,0.0003904-0.00077656i,0.00010058-0.0010989i,-0.00013332-0.0013013i,-0.00023116-0.001455i,-0.00054626-0.0010493i
0.0040887-0.0011472i,0.0049968+0.0015042i,0.0071227+0.0039041i,0.0072478+0.0028382i,0.0044502+0.00026468i,0.0017865+0.00027582i,0.0016596+0.0017557i,0.0032557+0.0027042i,0.0038139+0.0021744i,0.0030462+0.00024028i,0.0029601-0.00060927i,0.001914-0.00052651i,0.00032401+0.00047747i,-0.00026218+0.00091066i,8.7209e-05+0.00069388i,0.00093817+0.00013871i,0.000812-0.0003168i,-0.00022758-0.0010297i,-0.001136-0.0010172i,-0.0012513-0.00033991i,-0.0013046-0.00023092i,-0.0014921-0.00060771i,-0.0011049-0.00045617i
0.0063472+0.0033085i,0.0080966+0.00033176i,0.0070936-0.0029313i,0.0027512-0.0049734i,-0.00089885-0.0050062i,-0.0018963-0.002518i,0.00071913+0.00061485i,0.0041721+0.0018952i,0.0051975+0.0004209i,0.0036412-0.0014482i,0.00085808-0.0013398i,-0.00089395-0.00069161i,-0.0012514-0.00030553i,-0.00065649+0.00028859i,-0.00029488-0.00020662i,-0.00030701-0.001077i,-0.00084075-0.0013286i,-0.0011204-0.00091028i,-0.00046023-8.4935e-05i,0.00019992+0.00029582i,0.00012602+0.0011677i,-0.00018689+0.0013432i,-0.00057858+0.00083408i
-0.0055147+0.0030695i,-0.0070417+0.0053086i,-0.006619+0.0043343i,-0.0055783+0.0018212i,-0.0046908+0.0016088i,-0.0025181+0.0028185i,0.00089827+0.0016573i,0.0044333-0.0014101i,0.005958-0.0036356i,0.0041859-0.004461i,0.0022547-0.0034737i,0.0022238-0.0020333i,0.0034006-0.0020839i,0.0037823-0.0016236i,0.002054-0.0011401i,0.00056239-0.00125i,-0.00033118-0.0012049i,-0.00055042-0.00021756i,-0.00026374+0.0010575i,4.5652e-05+0.0015311i,0.00039307+0.00070671i,0.0011212-6.5786e-05i,0.0016971-0.00020813i
0.0030356-0.0038363i,0.0029459-0.00051244i,-0.00010865+0.0047366i,-0.0025202+0.0086584i,-0.0024955+0.0088865i,-0.00036315+0.00686i,0.0013348+0.0034394i,0.0019175+0.00074134i,0.0014266+0.0003253i,0.00091203+0.0010397i,0.0014019+0.00066298i,0.0012826-0.00084047i,-9.7914e-05-0.0014379i,-0.0014392-0.0010021i,-0.0012641-0.00083168i,-0.00059502-0.00022093i,5.3868e-05+0.00023335i,0.00035885-0.00023984i,0.00015941-0.00038192i,0.00023082-0.00082915i,0.00026814-0.0013309i,0.00022139-0.0011526i,5.2548e-06-0.0012084i
0.0054629+0.0013024i,0.0042513-0.0019354i,0.0045676-0.002045i,0.0057703+0.00042408i,0.0057092+0.00035069i,0.0029785+0.00064468i,0.0013609+0.002419i,0.0015306+0.0025798i,0.0015735+0.0016992i,0.0016936+0.0018236i,0.0013353+0.00075937i,0.00058015-0.00092417i,0.00028658-0.0011737i,-1.2471e-05-0.0010042i,-0.00044514-0.00044503i,0.00042623-0.00023772i,0.00090733-0.00041043i,0.00043691-9.3151e-06i,-0.00037509+0.00036512i,-0.00088129+0.00024392i,-0.00090271+0.00017939i,-0.0015571-0.00077863i,-0.0018119-0.00084911i
-0.030511-0.021286i,-0.033158-0.022686i,-0.039965-0.0036323i,-0.027236+0.014325i,-0.0074527+0.023166i,0.01056+0.017111i,0.012715+0.0043712i,0.0076845+0.0019535i,0.0048336+0.0047194i,0.0029684+0.0071203i,0.003977+0.0067587i,0.0052903+0.0040501i,0.0061411+0.0014678i,0.0080959-0.0017059i,0.0077466-0.003027i,0.0028173-0.00086743i,-0.0016756+0.0025118i,-0.0017823+0.0033953i,-0.0016226+0.00089899i,-0.0025915-0.00050731i,-0.00070993-0.0016166i,2.3312e-05-0.0020235i,-0.0010443-0.00075839i
0.0014198-0.002247i,0.0014049-0.0020451i,0.00011157-0.00089599i,-0.0019152+0.00067788i,-0.0022161+0.0026018i,9.0988e-05+0.0027825i,0.0023859+0.0011713i,0.0034323+0.00022627i,0.0039928+2.6683e-05i,0.0041284+5.6051e-05i,0.0033985+0.00023271i,0.0025107-8.1914e-06i,0.0027764-0.0011049i,0.0033644-0.0015624i,0.0033657-0.0012931i,0.0023053-0.00142i,0.000685-0.0017319i,-1.0328e-05-0.00062404i,-0.00021884+0.00013361i,0.00029898-0.00026324i,0.00098378-0.00037876i,0.0006812-9.6113e-05i,0.00075349-0.00011988i
