-0.0013936+0.0013197i,-0.0010176-0.00011651i,-0.0018944-0.00099902i,-0.0014467-0.00086354i,-0.0010923+0.00032128i,-0.00085319+0.00099354i,0.00059841+0.0012081i,0.0021295+0.0017637i,0.0019228+0.001819i,0.00074296+0.00062296i,-0.00036447-0.0004122i,-0.00084711-0.001481i,-0.00079519-0.0014159i,-0.0012159-0.00068472i,-0.00057843-0.00052379i,0.00035733-0.00024225i,0.00025086+0.0002799i,0.00016894+9.122e-05i,0.0001079-0.00027718i,0.00016736-0.00074547i,0.00057487-0.0012913i,-6.7087e-05-0.00064114i,-0.00071426+9.4812e-06i
-0.00040921+0.0012662i,-0.00079991+0.0026381i,-0.0020383+0.0033596i,-0.0010528+0.0035515i,-2.5192e-05+0.0032074i,0.00012609+0.0010714i,0.00051145-0.00035334i,0.0014072-0.00080765i,0.0014746-0.0004888i,0.00020936+0.0003336i,-0.00012473+6.3692e-06i,0.00047812+5.6156e-05i,0.0001205-0.00015301i,-0.0003849-0.00048987i,-0.00047096-0.00025595i,-0.00089607+6.8598e-05i,-0.00082381-7.6677e-05i,-4.7636e-05+0.00056463i,-0.00014523+0.00089825i,0.00037381+0.00025691i,0.00056638+0.00017639i,0.00029094+0.0003569i,0.00061268+3.1594e-05i
-0.0011794+0.00084273i,-0.00049556+6.0769e-05i,0.00034548+0.00045962i,0.00061434+0.0007064i,-4.72e-05+3.7879e-05i,-0.00081569-0.0010088i,-0.0010893-0.00059347i,-0.00074547-0.00020162i,0.00017604-0.00061621i,0.00031917-0.00017427i,-0.00020696+0.00028035i,-8.0203e-05+0.00023932i,-3.1709e-05-7.9656e-05i,-1.0699e-05-0.00064963i,1.1699e-05-0.00118i,-0.00065415-0.00098883i,-0.0013265+0.00036019i,-0.00089585+0.00099823i,0.00040595+0.00018961i,0.0010286-0.00042538i,0.00062195-0.00079688i,0.00029508-0.00048769i,-0.00040806+0.00071524i
-0.0010111-0.00077734i,-0.0006062-0.001357i,-0.0012845-0.00010197i,-0.00040842+0.00095754i,0.00093342+0.00040031i,0.0014328+0.00015654i,0.0013921+0.00078792i,0.00101+0.0010594i,0.00012929+0.00037928i,-0.0002487-0.00026614i,0.00018024+0.00049314i,0.00089188+0.0011023i,0.00081071+0.00026895i,5.366e-05-0.00074199i,-0.00030901-0.00080523i,9.2974e-05-0.00064432i,-4.5933e-06-6.3828e-05i,-0.0011424+0.00012245i,-0.0015665+0.00033165i,-0.00073703+0.00049453i,5.2865e-05+0.00025324i,0.00020354-0.00016757i,0.00049768-0.00013519i
0.00091712-0.00061885i,0.0018713-0.00055058i,0.0017038-0.00057175i,0.00070598-0.001347i,-5.4654e-05-0.0023022i,3.722e-06-0.0016638i,0.0011848-0.00011064i,0.0024362-6.3943e-05i,0.0021473-0.00048345i,0.0010441-0.0013367i,0.0005822-0.0011709i,0.00046588-0.00013627i,0.00096383+0.00088076i,0.00043222+0.0012182i,-0.00031248+0.00039348i,-8.7818e-05+7.7616e-05i,-0.00052631-5.3382e-05i,-0.001207-0.00054908i,-0.0012601-0.00022867i,-0.00079201-0.00048447i,-0.00030589-0.0011491i,-0.00038225-0.00069711i,-0.00093346-0.00013676i
4.4713e-06-0.0011001i,0.00022284-0.0011417i,0.00019606-0.0007859i,0.00030266-0.00022068i,0.00031194+0.00063174i,-0.00045059+0.0017465i,-0.00080117+0.0015564i,0.00046785+0.00043069i,0.00087672-0.00085367i,0.00061578-0.0012305i,0.00049684-0.00044607i,-0.00015653+0.00059546i,-0.00023099+0.00025449i,-0.00040967-0.00031276i,-0.00090174-0.0002021i,-0.00095617+0.00013437i,-0.0012147+0.00014049i,-0.0011271+0.00023501i,-0.00017388+0.0002307i,0.00045739-0.00056152i,0.00057697-0.00051428i,0.00024695-0.0001094i,-3.5038e-05-1.6124e-05i
0.00084306-0.00092025i,0.0013446-3.8406e-05i,0.00070401+0.00084818i,0.00058063-0.00040732i,0.00063655-0.0015216i,0.00058888-0.0003755i,0.00097627+0.00058209i,0.0011041+1.2814e-05i,0.00060187+0.0001062i,-2.9225e-05+0.00076656i,-0.00086184+0.00052439i,-0.00039725+1.9312e-05i,-0.00029598+0.00012906i,-0.00028885-0.00017288i,5.9006e-05-0.00086948i,-0.00063747-0.00074682i,-0.0011407-0.00010387i,-0.0005775+0.00027616i,9.0489e-05-6.533e-05i,0.0003568-0.00018458i,8.7483e-05-0.00018156i,-0.00057328-0.00070616i,-1.8862e-05-0.00070389i
-0.0021355+0.0020813i,-0.002571+0.0016214i,-0.0023986+0.0022062i,-0.00026921+0.0017487i,0.0015271+0.001551i,0.0006751+0.0010237i,0.00038757+5.7344e-05i,0.0013231+0.0002889i,0.00090774+0.00052227i,0.00014616+0.00086502i,0.0004283+0.001262i,0.00035027+0.00010234i,-0.0002076-0.00089523i,2.2541e-05-0.00096636i,2.1594e-05-0.0011195i,-0.0008659-0.0010286i,-0.0014499-0.00014563i,-0.0010935+0.00020181i,-4.1908e-05+2.5641e-05i,0.00038552+0.00013595i,0.00026993+7.6311e-05i,-3.3706e-05-0.00016215i,0.0003453+9.1149e-05i
-0.00088083-0.0021576i,-3.635e-05-0.0016626i,-0.00070657-0.0011017i,-0.00098573-0.00035241i,-0.00035839-5.2899e-06i,-9.9507e-05-0.00046639i,-1.6461e-05-0.00086106i,-0.0001249-0.00066469i,-0.00034865-0.00073435i,-0.00056836-0.00070563i,-0.00047229-0.00055673i,-0.00047373-0.00067504i,-0.00072556-0.00069212i,-0.00029245-0.00035821i,-8.0247e-05+4.7613e-05i,0.00021714+0.00096403i,0.0010004+0.0014968i,0.00070699+0.00084182i,-0.00041988+0.00039697i,-0.00025641-0.00018099i,0.00012442-0.00020722i,0.00030375+0.00049854i,0.0003871+0.00078482i
-0.0014595-0.0026223i,-0.0003969-0.0023016i,-0.0011029-0.0011719i,-0.0012481-9.8823e-05i,-0.00017871-8.3726e-05i,0.0011948+0.00017789i,0.00039981+0.0010728i,-0.00051278+0.00054598i,-0.00034482-6.0429e-05i,-0.00015762-0.0001165i,2.0472e-05+0.0001723i,0.0004014+0.00033161i,0.00067687-0.00014853i,0.00030069-0.00077487i,-0.00049577-0.00089669i,-0.0011126-0.00096034i,-0.0010931-0.00085198i,-0.00046477-0.00018889i,0.00014256-0.0002583i,0.00011274-0.00057037i,0.00030418-0.00067593i,0.0005213-8.5506e-05i,0.00078425+0.0001446i
-0.0021694+0.0011806i,-0.0017357+0.0013298i,-0.00030667+0.001819i,0.00050663+0.0018675i,1.0574e-05+0.0011936i,0.00039768+3.0411e-05i,0.0014511-0.00017583i,0.0020864-0.00030216i,0.0016893-0.00076876i,0.0002194-0.00089902i,9.4479e-05-0.00086151i,0.00097663-0.00060329i,0.0011515-0.00037387i,-8.6582e-05-0.00069105i,-0.00076505-0.0010416i,-0.00090024-0.00018559i,-0.001256+0.00025076i,-0.00043568+0.00063419i,-4.7912e-05+0.00079783i,-0.00028299-0.00080963i,-5.7783e-05-0.0017985i,-5.5352e-05-0.0010645i,-4.5651e-05-0.0006131i
0.001632-0.00049695i,0.00057592-0.00075311i,-0.00033071-0.0015152i,-0.00042064-0.0017668i,-0.00090192-0.0014485i,-0.00099621-0.00071954i,-0.00037075-0.00065803i,-3.9021e-05-0.00044904i,-9.3416e-05-0.00043014i,-0.00038352-0.00069692i,-0.00055995-0.00046396i,0.00027581-6.9253e-05i,0.0010996+0.00073192i,0.00065628+0.0012724i,-0.00018832+0.0011231i,-2.6466e-05+0.00039957i,-0.00031596+0.00031179i,-0.00052994+0.00048137i,3.3793e-05+0.00072273i,0.00018944+0.00025135i,0.00063053-0.00032776i,0.00065145-4.5936e-05i,-0.00019342+7.1539e-05i
0.0013256+0.00015239i,0.0016412+0.00029192i,0.0020945+0.00015491i,0.0021806-0.00048604i,0.0011183-0.0012556i,0.00069417-0.00066779i,0.00079485+0.00054813i,0.0012005+0.00073222i,0.0018032+0.00011194i,0.0015173+2.0938e-05i,0.0009171+7.4799e-05i,0.00066858-0.00018985i,-2.7193e-05+0.00037661i,-0.00029889+0.00098315i,0.00022211+0.0002177i,0.00054188-0.00041684i,0.00017486-0.00040309i,2.7877e-05-0.00045985i,7.1253e-05-0.00036491i,0.00022021-0.00028106i,2.7645e-05-0.0002113i,-0.00014582-2.6346e-05i,-0.00069975-6.4716e-06i
-0.00025564-0.00084972i,-0.00060918-0.00073433i,-8.7137e-05-0.001372i,0.00037406-0.00049955i,9.8095e-05+0.00046691i,-0.00023455+0.00065739i,0.00011923+0.00062934i,0.00037407-9.298e-05i,0.00044877-0.0005571i,0.00056557-9.2505e-05i,0.00018743+0.00030223i,0.00011592+0.00023155i,0.00053118+0.00013787i,0.00056872+0.00017662i,0.00022842+0.00030015i,0.00015021-0.00033787i,-0.00029038-0.00041251i,-0.00097132+0.00036497i,-0.00097269+0.00040941i,-0.00014357+0.00011704i,0.00011597-0.00054399i,-0.00077393-0.00010259i,-0.00094529+0.00079369i
-0.0025741+0.0033821i,-0.0017652+0.0028301i,-0.0010515+0.0029839i,0.001152+0.0038449i,0.0024752+0.0029293i,0.0020684+0.00026656i,0.00088077-0.00025116i,0.00061523+0.00061623i,0.00090568+0.0011226i,0.00071868+0.0010585i,0.00092205-0.00015217i,0.0011193-0.0009307i,0.00042888-0.0010469i,-0.0002439-0.0017486i,-0.00023552-0.0022266i,-0.00044544-0.0017338i,-0.00059187-0.00066604i,8.702e-06-4.6208e-05i,7.7876e-05+0.00010001i,-0.00014669+0.00021614i,-0.00031816+8.9077e-05i,-0.0001244+0.00064754i,-0.00031532+0.0013347i
-0.00082518+0.00010679i,-0.0001178+0.00017348i,0.00010206-0.00076396i,-0.00013488-0.00044264i,-0.00058841-6.5054e-05i,-0.00029851+0.00013966i,0.00083015+0.00069263i,0.0020161+0.00075965i,0.0023042+0.0004831i,0.0013674-0.00022997i,0.00088936-0.00095246i,0.00054929-0.00025535i,-4.4316e-05-0.00030778i,-1.3601e-05-0.0010883i,0.00030744-0.00052263i,0.00010555+0.00035424i,-0.00080164+0.00062491i,-0.00082642+3.0038e-05i,0.00010143-0.00032969i,0.00059645+0.00024232i,0.00050837+0.00021443i,-3.3526e-07-0.00015539i,-0.00084465+7.1047e-05i
-0.0010334+0.00058895i,-0.00096236-0.0009396i,-0.00052269-0.0005122i,-0.00044818-2.6205e-05i,-0.00020024-0.0007308i,0.00011212-0.00068734i,0.00071959-0.00029038i,0.0012812+1.4662e-05i,0.00076304-0.00016229i,-4.5438e-05-0.00093907i,9.8411e-06-0.00049159i,0.00081625+0.0004457i,0.0010018-9.6552e-05i,0.00015723-0.001026i,-0.00053549-0.00077158i,-0.0011779-0.00082339i,-0.00064931-0.0012403i,-0.00044166-5.9383e-05i,-0.00055591+0.0010223i,0.00036065+0.00040399i,0.0006206-0.00022535i,0.00096812+0.00027141i,0.0011089+0.00096972i
0.0016697-0.0001445i,0.00169-0.0014605i,0.0032029-0.0027291i,0.0038306-0.0027527i,0.0022773-0.0020597i,0.00087693-0.00063126i,0.00036934-5.5823e-05i,0.00033361-0.00047144i,0.00042171-0.00058915i,-0.00010563-0.00023045i,-0.00086291+0.00038244i,-0.0010043+0.0010395i,-0.00059403+0.0012394i,-0.00043851+0.00071434i,-0.00052153+0.00015655i,-0.00040573+0.00036108i,-0.00011724+0.00039552i,0.00017914+0.00087023i,0.0001237+0.00073124i,3.558e-05+7.7199e-05i,-3.667e-05-0.00068538i,1.6839e-05-0.00095909i,-0.00035547-0.00053158i
0.0022568+0.001348i,0.00096021+0.0011692i,0.001301+0.00087337i,0.0009066+0.00014395i,0.00013071-0.00026254i,0.00038291-0.00030295i,0.00067869-0.00085025i,0.00058499-0.0013288i,0.00067483-0.00084359i,0.00051196-0.00037433i,-0.00011838-0.00045323i,-0.00059103+3.068e-05i,-0.00032527+0.0010163i,-8.4557e-06+0.00065122i,-0.00019202-0.00032934i,-8.7388e-05-0.00016979i,-0.00012193+0.00060325i,-0.00036737+0.00099877i,-0.00016897+0.00045309i,0.00036431+8.2488e-05i,0.00062325+0.0005708i,0.00012102+0.0010363i,-0.00021426+0.00033795i
-0.00069943+0.00066873i,-0.00054642+0.00037967i,0.00048166+0.0015868i,0.0013892+0.0014244i,0.0016142+0.00048046i,0.00081171+0.00062665i,0.00017563+0.000331i,0.00094731-0.000721i,0.0013865-0.0012425i,0.0011484-0.00088006i,0.00077351-0.00012548i,0.00018281+0.00042408i,-7.7799e-05+0.00019982i,0.00035767-0.00016245i,0.00050625-0.00037142i,-0.00024484-0.00049471i,1.3548e-05-0.00032919i,0.00059222+0.00016635i,9.8488e-05+0.00027946i,-0.00010379-0.00038769i,-0.0001079-0.00059801i,-0.00047374-0.00070677i,-0.00058015-0.00043977i
-0.00060566+0.00074297i,4.9496e-05+0.00059065i,0.0013005+0.00025656i,0.0015891-0.00052922i,0.00094493-0.00074543i,0.0003112-2.6921e-05i,0.00029906+0.00016008i,0.00049569+8.6258e-05i,0.00059885-9.1783e-05i,0.00045224-0.00024341i,-0.0003551-0.00014787i,-0.00083967-0.00042413i,-0.00030062-0.00093134i,0.00090754-0.0017044i,0.0010351-0.00094954i,-0.00063691+0.00029781i,-0.0012191-2.9282e-05i,-0.0003689-4.2602e-05i,0.00028524+0.00063436i,0.00026757+0.00020934i,6.6346e-06-0.00074427i,-3.6861e-05-0.0006421i,0.00016411-0.00018602i
-0.00043713-0.0021147i,-0.0010643-0.0024595i,-0.00075409-0.0026895i,-0.00055493-0.0018929i,-0.00054496-0.0010962i,0.00021604-0.00039579i,0.0011949+0.00041289i,0.0019202+0.0004233i,0.0017137-0.00081172i,0.00095491-0.00067398i,0.0002931-0.00032715i,0.00055897-0.00084281i,0.00059754-0.0009026i,-0.00020266-0.0016347i,-0.0003734-0.0017947i,-7.3987e-05-0.00014592i,-0.00023223+0.00065716i,-0.00067988+0.00036411i,-0.00055151+0.0009113i,0.00020778+0.0008292i,-0.00017382+4.966e-05i,-0.00081499-0.00081557i,-0.00051808-0.00051011i
-0.0014035-0.0003883i,-0.0011773+0.0010923i,-0.0011794+0.0027445i,-0.0015649+0.0038183i,-0.00076952+0.0026223i,0.00032875+0.0011976i,0.00037919+0.0013772i,4.9979e-05+0.00121i,-0.00015101-0.00010031i,-0.00046105-0.0006479i,-0.00052458-0.00029793i,-0.00037735+0.00033513i,0.00028367-0.000487i,0.0004329-0.0012158i,-0.00012063-0.0010428i,-0.00029356-0.00054681i,-0.00028515-0.00027673i,-1.6513e-05-0.0011057i,4.6703e-05-0.0010735i,1.1444e-05-0.00012179i,0.00019688+0.000173i,-0.00016389+0.00044932i,-5.4784e-05+0.00097875i
0.0031042+0.0003934i,0.0024072-0.00051134i,0.0024803-0.0036575i,0.0014851-0.0043422i,-1.8137e-06-0.0023832i,-0.00089405-0.0016245i,-0.00036072-0.0010567i,0.00056505-0.00084708i,0.00064324-0.0013655i,0.00018438-0.0016318i,-0.00063382-0.0016111i,-0.0017677-0.0012279i,-0.0016943-3.902e-05i,-0.00055182+0.00015925i,4.7814e-05+4.3259e-05i,-0.00061689+4.1133e-06i,-0.0010749-0.00055364i,-1.8453e-05-0.00072675i,3.214e-05+6.3053e-05i,-0.0003577-0.0001i,0.00011782-0.00094928i,6.1032e-05-0.00076508i,-0.00040339-0.00038535i
0.0010669+0.0029498i,0.0017322+0.0015553i,0.0030197+0.00093297i,0.0042731-0.00052992i,0.0031477-0.0010545i,0.001605-0.00071572i,0.0014309-0.00029439i,0.00098232-0.00024833i,0.00045085-0.0009876i,2.0731e-05-0.0011484i,-0.00062568-0.00044002i,-0.00047784+0.0001271i,-5.233e-05+0.00046035i,-3.6363e-05+2.4822e-05i,-0.00047536-0.00032495i,-0.00039359-0.00040642i,-3.3225e-05+0.0005406i,0.00033813+0.00075555i,0.00082251-0.00071869i,0.0008264-0.000891i,0.00078124-0.00046888i,0.00081472-0.00014229i,0.0002435+0.00056285i
-0.00079741-0.0006855i,-0.0016671-0.00047595i,-0.0015979+0.0001172i,-0.00089664+0.0001567i,-0.00046516-2.3858e-05i,-0.00016168+0.00047898i,0.00044582+0.0006868i,0.00068699+0.00022655i,0.00050726-0.00063129i,3.2684e-05-0.0016255i,-3.5492e-06-0.0011654i,-0.00010441-0.00048345i,5.3898e-06-0.00081994i,0.0004794-0.0009164i,1.3997e-05-0.00052659i,-0.00092289+0.00015983i,-0.0010005+0.00065654i,0.00029187+0.0011914i,0.0014696+0.0011876i,0.00072792+0.00043574i,0.00020397-0.00064169i,2.5309e-06-0.0012015i,-0.00039989-0.0016271i
-0.0019607+0.0017468i,-0.00032921+0.0012014i,0.0014615+0.0027975i,0.0024215+0.0029322i,0.0024576+0.0016114i,0.0021544+0.00050001i,0.0018626-0.00019467i,0.0015899+0.00074816i,0.0010083+0.0013671i,0.00083527+0.0002432i,0.00061855+8.5951e-05i,0.00030716+0.00048738i,-4.6448e-05-0.00026211i,-0.0001887-0.0010978i,-8.5464e-05-0.0012367i,-0.0011717-0.00083876i,-0.00098715-0.00022444i,-0.00011925+0.00027628i,-2.7772e-05+0.00053069i,-0.0002977+7.2301e-05i,-0.00043492-0.00050796i,-0.0003442-0.00043912i,-0.00029961-0.00029601i
0.00080801+0.00079399i,0.001274+0.00017185i,0.00019395+0.00011946i,3.8688e-05+0.00036247i,0.0004701-0.00068507i,0.0002775-0.00083002i,0.00048803+0.00036782i,0.00059722+0.00026872i,0.00075139-0.00046108i,0.00043609-0.00082787i,4.9556e-05-0.00049146i,-3.2018e-05+9.4588e-05i,8.7246e-05-6.2874e-05i,0.00048741-0.00044608i,0.00022135-0.00080587i,-0.00025587-0.00050006i,-0.00056125-4.6321e-05i,-0.00063387-0.00014643i,-4.7007e-05+7.911e-05i,0.00035722+0.00017054i,8.9201e-05+6.079e-05i,-0.00055109+0.00049525i,-0.00073839+0.00059182i
-0.0026381+0.0022366i,-0.0019988+0.0024518i,-0.0016713+0.0030623i,-0.00061386+0.0023893i,0.00069992+0.00078162i,0.0011097-0.00051261i,0.0013104-0.001073i,0.0012613-0.0014049i,0.0012422-0.00079008i,0.0010958-0.00029888i,0.00077465-0.00091791i,0.00021212-0.0012703i,8.6404e-05-0.0013314i,0.00020271-0.0013793i,0.0004807-0.0012058i,0.00011761-0.00068356i,-0.00034244-0.00023182i,-0.00014206-8.8127e-05i,-0.00026018-0.00012942i,-9.5848e-05-0.00020595i,-0.00030236+0.00031176i,-0.00047055+0.00080063i,-0.00075008+0.00027338i
0.0019988+0.00088286i,0.0016594-0.0011235i,0.0020204-0.0020333i,0.0018172-0.0015112i,0.0010967-0.0015381i,0.0013036-0.0012027i,0.00078802-0.00027629i,0.00064438-0.00088792i,0.00086801-0.0012025i,-0.00043877-0.00041424i,-0.00081097-0.00014106i,3.5034e-05-0.00032959i,-4.7544e-05-0.00043965i,-0.00030365-0.00039613i,0.00012489-0.00065935i,0.00010827-0.00072437i,-0.00033082-0.00038997i,-6.4546e-05-0.0003057i,0.00079605-0.00021621i,0.00074893-0.00025629i,-4.2794e-05-0.0001568i,-9.5837e-05+0.0004739i,0.00041093+0.00042253i
0.00010819-0.00041185i,-0.00092702+8.0789e-05i,-0.0010109+0.00042589i,-9.8155e-05+0.00013355i,0.00019212+1.708e-06i,-0.00040469-0.0001291i,-0.00044929-0.00020486i,0.000344-0.00041939i,0.00087221-0.00081227i,1.8272e-05-0.00036482i,-0.00069333+0.00019653i,0.00018539+0.00044732i,0.001197-9.7378e-06i,0.0015014-0.00071458i,0.0013164-0.0011887i,0.00072727-0.001273i,8.1793e-05-0.0011146i,-0.00019999-0.00079715i,0.0001777-0.0009934i,0.00026826-0.0011798i,0.00029617-0.0009541i,-0.00022772-0.00070098i,-0.0002975-0.00052416i
-0.0012703-0.0024048i,-0.0022464-0.001732i,-0.0018662-0.0006177i,-0.00088781+0.0012866i,-0.00061562+0.0020017i,-9.0893e-07+0.0015866i,-7.0542e-05+0.001652i,-5.4728e-05+0.0011261i,0.00063152+0.00028332i,0.001088-0.00039306i,0.00087903-0.00016756i,-0.00010714+0.00042336i,-0.00037499-0.00024323i,0.00033282-0.00050169i,0.0001815+0.00041386i,-0.00064032+0.0010419i,-0.00058283+0.00084326i,-0.00025237+0.00027377i,-0.00043972+3.2717e-05i,-0.00018089-0.00021275i,0.00034142-0.00024667i,0.00078949-0.00022433i,0.00072133+4.0116e-05i
-0.0014635-0.0013208i,-0.0013938-0.00024661i,-0.0011332+0.0011416i,-0.0014515+0.0017464i,-0.00089212+0.0015597i,0.00028385+0.00037303i,0.00082569-0.00010662i,0.00065755+6.7924e-05i,8.3817e-05+0.00010332i,0.0003882-0.00042181i,0.0012509-0.0011052i,0.0016289-0.0010271i,0.0015436-0.00072951i,0.002174-0.0010415i,0.0024198-0.00099848i,0.00054689-0.00055561i,-0.00094586+0.00045119i,-0.00052024+0.001002i,0.00023085+0.00034742i,3.0228e-05-0.00027277i,-0.00020939-0.00060716i,-0.00032263-0.00023212i,-0.00039498+0.000643i
-0.0006982-0.00084769i,-0.00069347-0.00086225i,-0.0015945-0.0016597i,-0.0015109-0.0011374i,-0.00070525-0.00045431i,0.00028724-0.00046148i,0.00072352-2.9784e-05i,0.00063776-0.00035792i,0.00013199-0.00092527i,-0.00019405-0.00054362i,9.5694e-05+5.6685e-05i,-0.00013378+8.6441e-05i,-0.00046098+0.00030126i,-0.00038458+0.00020126i,-0.0010681-0.00034757i,-0.0012617-0.0002767i,-0.00090125-7.1669e-05i,-0.00066665+1.4631e-05i,-0.0004748-0.00018095i,5.3007e-05-0.00070324i,0.00037899-0.00090863i,0.00043157-0.00077207i,0.0001439-0.00086783i
-0.001752-0.00085966i,-0.0015298+0.00092534i,-0.0016386+0.00099347i,-0.0001473+0.0010361i,0.00079157+0.00066526i,0.0012337-0.00026423i,0.001051-0.00013484i,0.0007569+0.00015248i,0.0006455-8.117e-05i,0.00032398-0.00065925i,-0.00032525-0.00025734i,-0.00031865-6.6883e-05i,0.00010217-0.00020266i,0.00053438-0.00068394i,0.00082346-0.0013065i,0.00076414-0.0010803i,0.00073043-0.00014192i,0.00012049+9.0278e-05i,-0.00052037-0.00091627i,-0.00031405-0.0012978i,0.00025849-0.00084044i,0.00019358-0.0004863i,-0.00020584-0.00029934i
0.00066943+0.00051079i,0.00023375+0.00036034i,0.00056426+0.00012261i,0.0010393-0.00044683i,0.0008866-0.00075912i,0.00036059-0.00043952i,0.0014483+0.00026838i,0.0029315+0.00046496i,0.0023165-6.2605e-05i,0.00077514-0.00073918i,0.00035432-0.00055391i,0.00013738+0.00029822i,-0.0004919-0.00011987i,-0.00038169-0.0014022i,-0.00068859-0.0011875i,-0.0012518+1.0873e-05i,-0.0015311+0.00089917i,-0.0009348+0.0009925i,-0.00025399+0.0002238i,0.00060411-0.00096288i,0.00074496-0.00089474i,0.00044373+0.00010347i,0.00011573+0.00078511i
0.00025231+0.00098071i,0.00064512+0.0012672i,0.00094055+0.0015866i,0.0013572+0.0014912i,0.0010998+0.00091689i,0.00033318+0.0011053i,0.00051047+0.0010115i,0.00052735-1.5162e-05i,0.0004825-0.0007549i,-0.00010024-0.00043876i,-0.00020439+0.00027621i,0.00017076+0.00083287i,0.00037752+0.00055502i,-0.00011179+0.00014279i,-0.00031363-0.00031235i,0.00022618+0.00012111i,0.00017371+0.0011916i,0.00012232+0.0011761i,0.00035081+0.00043199i,5.1296e-05-1.9419e-05i,-0.00054382-0.0002166i,-0.00059221-2.9336e-05i,0.00072021+0.00034471i
0.0013644+0.0013195i,0.00092004+0.00041238i,0.0010564-0.00062006i,0.00064053-0.0014442i,-0.0006268-0.0016901i,-0.00067328-0.0011744i,0.0009663-0.00044807i,0.0015477+4.3741e-05i,0.00096005-8.0191e-05i,-3.4988e-05-0.00054811i,-0.00079247-0.00064938i,-0.00085532+0.00050623i,-0.0008208+0.00083687i,-0.00065466-0.00029663i,-0.0010479-0.00041903i,-0.0015186+0.00049482i,-0.0011731+0.00057719i,-0.0008077+0.0004245i,-0.0003834+0.00059228i,0.00089507+0.00018897i,0.0014946-0.00041903i,0.0003781-1.5954e-06i,-0.00081889+0.00069952i
-0.0018745-0.00089615i,-0.0010562-0.00059663i,0.00035951-0.00060512i,0.00034947+0.00014147i,-0.00021594+0.0007723i,0.00015397+0.00067809i,0.0001949+0.00043245i,0.00018587+2.5257e-05i,0.00017933-0.00065037i,0.0005138-0.00072623i,0.0010226+0.0007449i,0.00056041+0.0016462i,0.00035886+0.0008342i,0.00080937-0.00015152i,0.0007619-0.00064033i,0.00046595-0.00043442i,0.00043894-0.00025893i,-1.0377e-05-0.00014479i,4.7071e-05-0.00015753i,-0.00049809+0.00014154i,-0.0014518+0.0004364i,-0.0011884+2.1537e-05i,-0.00043343-1.1117e-05i
-0.002238+0.00095088i,-0.0020809+0.00072776i,-0.0021042+0.0014871i,-0.0012719+0.0011635i,0.00013473+0.0003911i,0.00024557-0.0004224i,-0.00014663-0.0011634i,0.00064934-0.00039765i,0.0010538-0.00019461i,0.0009306-0.00083632i,0.00075421-0.00094022i,-7.7229e-05-0.0013423i,1.8514e-05-0.0011713i,0.0006162-0.0004637i,0.00075509-0.00064887i,0.00076339-0.0010683i,0.00013103-0.00084697i,1.1953e-05+6.8408e-05i,0.00041381+0.00022132i,0.00043782-0.00064905i,0.00040278-0.00079119i,-0.00041969+1.3319e-05i,-0.00044991+0.00022778i
-0.00021801+0.0010011i,-0.00012367+0.00034775i,0.0012759+0.0010986i,0.0024952+0.0004324i,0.002192-0.0011873i,0.001361-0.0011628i,0.0012492-0.00040965i,0.001587-0.00053591i,0.001691-0.00065695i,0.00054807-0.0011492i,-0.00022795-0.0019564i,6.0661e-06-0.0014558i,0.00037088-0.00063388i,0.00060707-0.00067979i,0.00059954-0.0012306i,0.00011774-0.00081624i,-0.00063077-0.00021532i,-0.00053362-1.7491e-05i,2.8477e-06+4.1754e-05i,-0.00027507-0.0005498i,-0.00063169-0.0006065i,-0.00052922-0.00069637i,-0.00019505-0.00052936i
0.00013429-0.00026698i,0.00020527-0.00031022i,0.00083967-0.00015214i,-0.00042552+2.5597e-05i,-0.00097977-0.00040066i,-0.00043888+0.00016308i,-0.00024749+0.00071064i,0.00066873+0.00020886i,0.00085669+0.00024596i,-0.0001755+0.00031868i,2.5145e-05+0.0006443i,-1.5219e-05+0.00092146i,-0.00026601+0.00060714i,2.7156e-05-0.00039205i,0.00034101-0.0011689i,8.6334e-05-0.00012932i,-0.00010485+0.00056259i,0.00052038+0.00051578i,0.00097527-6.5024e-06i,0.00045923-0.00062639i,0.00014282-0.00056699i,3.1321e-05-0.0004607i,-0.00054286+0.00051538i
0.0010367-0.0013244i,0.0013462-0.00081654i,0.00027018+0.0001069i,-0.00013-0.00070973i,0.0004407-0.0016102i,0.001177-0.00047066i,0.0011436+0.0003982i,0.00054565+0.00033882i,0.00066069-0.00018391i,0.00045223-0.0010718i,-0.00014459-0.00065481i,-0.00061705+9.308e-05i,-0.00051646-0.00053916i,0.0002249-0.0004042i,0.00047811-4.7406e-05i,0.00070585-0.00071773i,0.00049341-0.00096072i,7.9242e-05-0.001067i,0.00036453-0.00027636i,0.00049533+0.00020585i,0.00029753-0.00027636i,5.7814e-05-0.0003324i,1.6911e-05+7.3119e-05i
