-0.0024754+0.0012173i,0.00010665+0.0013173i,0.00016769+0.0012527i,0.00082814+0.0010153i,0.00087988+0.0024681i,0.0007319+0.002401i,0.00088805+0.0013343i,0.0010249+0.00063745i,0.00082254+0.00021462i,0.00078755+0.00018884i,0.00042964-0.00019707i,-3.6461e-05-0.00038561i,0.00028189-3.5798e-05i,-0.00040302-0.00018148i,-0.001086-0.00033287i,-0.00081088+5.4519e-05i,-0.00043432+0.00061809i,-0.00023068+0.0010695i,-0.00060414+0.00091992i,-0.0012834-0.00065543i,-0.00077688-0.00098535i,-0.00044241-0.00012617i,-0.0011871-9.7842e-05i
-0.0021997-0.0015982i,-0.0026048-0.0012167i,-0.0017019-0.00066517i,-0.0016489+0.0004383i,-0.00035882+0.0014769i,0.00089327+0.00068076i,0.00062889-0.00049419i,0.00025004-0.00037986i,0.00038828-4.8546e-05i,0.0011109+0.0002684i,0.001468-0.00022989i,0.0019202-0.00018333i,0.0017677-0.00022477i,0.0011116-0.00033605i,0.00019709-0.00067295i,-0.00051801-0.00056751i,-0.00037137+0.00032319i,-6.3566e-05+0.00012947i,3.6464e-06-3.4442e-05i,2.1767e-05+5.0879e-05i,0.00022236+0.00026882i,0.00029162+0.0005541i,-7.3033e-05+0.00011861i
-7.8524e-05-0.00068159i,0.00057699-0.00047426i,0.0011151+0.0010347i,0.00079506+0.0013015i,-3.4782e-05+0.00076994i,-4.3399e-05+0.00073493i,-0.0002237+0.00072706i,-0.00067614+0.00050485i,-0.00074417+0.00027022i,-0.0010196-2.2209e-05i,-4.2989e-05+0.00042043i,0.00068529+0.0011816i,0.0001231+0.001031i,-0.00067517+0.00030019i,-0.00049681+0.00030329i,0.00031123+0.0011857i,-1.5357e-05+0.000899i,-8.7157e-05+6.7493e-05i,0.0008728+0.00014557i,0.00011652+0.00043857i,-0.0005389-6.0373e-05i,0.00015909-0.00032382i,0.00041146+0.00027293i
-1.5695e-05+0.0006791i,0.00062396-0.00029822i,0.00084092-0.0015964i,0.00023707-0.001475i,-7.213e-05-0.00083129i,0.00030152-0.0010319i,-4.4909e-05-0.00041467i,-0.00060285+0.00050162i,-0.00025579+0.00040457i,0.00061363+0.00014627i,0.00079067+0.00010956i,-8.7679e-05+0.00038117i,-0.00073091+0.00056952i,-0.00040782+0.00021032i,-0.00015313-0.00023599i,-0.00039641-0.00066426i,-0.00013715-0.00090043i,9.0396e-05-0.00066564i,0.00020093-6.7067e-05i,-5.0178e-05+0.0001458i,0.00032236+8.5434e-05i,0.00041396+8.2942e-05i,8.8358e-05-5.5649e-05i
0.0014138+0.00093785i,0.0015422-0.00045051i,0.0017682-0.0013348i,0.0010962-0.0014158i,0.00094338-0.00071956i,0.0020193-0.00059792i,0.001595-0.00092657i,0.00080253-0.00033854i,0.0014229-0.00011009i,0.0016954-0.00035388i,0.0003245-0.0010838i,-0.00063922-0.0016058i,-0.00021006-0.0010116i,0.00061471-0.00029033i,8.7197e-05-0.00032445i,-0.00061771-0.00010216i,-0.0010413+0.00043392i,-0.00050336+0.00049545i,0.00015442+0.00042169i,0.00020502+0.0004309i,-0.00030216+0.00085605i,-0.00035527+0.00079285i,-0.00019985-0.00071382i
-0.0009004-0.00018212i,-0.0012444+0.00058733i,-0.0014336+0.0016494i,-0.0012888+0.0020802i,-0.00061436+0.0022123i,9.462e-05+0.002239i,0.0010917+0.00045912i,0.0020541-0.00040342i,0.0019595-8.5089e-05i,0.0014092-0.00033546i,0.00073503-1.2255e-05i,0.00031015+2.376e-05i,-0.00021302-0.0006475i,-0.00052462-0.0011846i,0.00040581-0.0012338i,0.00064834-0.0009289i,0.00049017-0.0010174i,0.00031987-0.0012324i,-0.00024013-0.0010627i,-0.00040659-0.00076204i,-0.00034157-0.0003128i,-0.00051695-0.00010893i,-0.00058327-0.00027982i
0.0011046+0.00067065i,0.0004708+0.00089764i,0.00022603+0.00018071i,0.00083348-0.00058179i,0.00070965-0.00062917i,-0.0001791+0.00010898i,-0.00062266+0.00056296i,-0.00015141+0.00040984i,0.00071661+0.00012796i,0.0016461-0.0003438i,0.0017455+7.6308e-05i,0.0013964+0.00084023i,0.00058218+0.0008251i,8.645e-05+0.00083246i,-1.1038e-05+0.00057488i,-0.00035484-0.00023367i,-0.00013461-0.00057897i,-0.00026294-0.00048696i,-0.000229-0.00076084i,-0.00061559-0.00094839i,-0.00086382-0.0012836i,-0.00053553-0.00050858i,-0.00099018+0.00093261i
0.00043955-0.00022716i,0.00013866-0.0011069i,0.00058555-0.0022963i,-0.00034226-0.0026956i,-0.00091405-0.00079723i,-5.6657e-05+0.00073158i,0.00069102-0.00051908i,0.00077775-0.0010554i,0.001307-0.00018937i,0.00092113+5.3283e-05i,0.00023164+2.9714e-05i,0.00060314+0.00031197i,0.0011337-1.7493e-05i,0.00073305+9.5743e-05i,-1.2518e-05+0.00058196i,-0.00036537+0.00033943i,-2.4835e-06-0.00019779i,0.00066858-0.00061022i,0.00080755-0.00042007i,0.0006001+0.00027709i,0.000284+0.00039671i,0.00040723+0.00031716i,0.00029118-0.00040653i
-0.00051387+0.0015965i,0.00031107+0.0019009i,0.0017066+0.0014075i,0.0020329+0.00054053i,0.0010296-0.00094595i,0.00076626-0.0010688i,0.00053244+0.00020701i,0.00033626+0.0011956i,-0.00010964+0.00067628i,-0.00014814+0.00037957i,0.00079899+0.00036807i,0.00042059+0.00033445i,-0.00062553+0.00047097i,-0.00061741-0.00027947i,-0.00026287-0.0002883i,-0.00091758+7.7508e-05i,-0.0012643+0.00021819i,-0.00048689+0.00011254i,-0.00023918-2.0188e-06i,-0.00068972-0.00015886i,-0.00027452+1.2343e-05i,0.00037398+0.00028353i,0.00043264+0.00040088i
0.00031178-0.0011067i,1.1802e-05-0.0013844i,-0.0001078-0.00085872i,2.0506e-05+0.00027132i,0.00079564+0.0013349i,0.0013538+0.0016207i,0.00071221+0.0013384i,-4.7106e-05+0.00071597i,-0.00028396+0.00026688i,0.00027016+0.00062724i,0.00021435+3.1246e-05i,-0.00032802-0.0006304i,0.00010855-0.00060044i,0.00035404-0.00028214i,0.00034506+0.00031361i,0.0008671+0.00069477i,0.00067818+0.0010061i,0.00030809+0.00057818i,-0.00024916-0.00014504i,-0.00014184-0.00041415i,0.00036704-0.00026069i,-0.00015535+0.00033462i,-0.00037244+0.00037017i
-0.00092089+0.00015885i,0.00031665-0.00039803i,0.001033-0.00032798i,0.00049043+1.6618e-05i,0.001288+0.00030374i,0.0022632+0.00025557i,0.0011687-0.00038942i,0.00047017-0.00090649i,0.00046446-0.00044698i,0.00046457+0.00057966i,0.00041023-3.8925e-05i,0.00031188-0.00080055i,0.00017327-0.00039053i,0.00027223-6.7926e-05i,3.6125e-05-0.000601i,-6.5211e-05-0.00064817i,0.00080184-0.00030326i,0.00097657-0.00040607i,6.3875e-05-2.0178e-05i,-0.00088669+0.00035187i,-0.0007353-0.00011901i,-0.0005464-2.0491e-05i,-0.00031397+0.00036363i
-0.0028048+0.00062239i,-0.0016273+0.0002912i,-0.0018375+0.0010875i,-0.00068949+0.0018647i,0.0012067+0.0021517i,0.0027964+0.0019475i,0.0023737+0.00051863i,0.001156-0.00048678i,0.0010153-0.00060834i,0.00091981-0.00045853i,0.0013521-0.00026996i,0.0011282-0.00047516i,0.0004183-0.00072057i,0.00046459-0.00084202i,0.00013187-0.00079576i,-9.8449e-05-0.00051455i,-0.0010778+5.727e-05i,-0.0015086+0.00026892i,-0.00057942-0.00067399i,0.00034729-0.00068977i,0.00037127-7.7342e-05i,0.00077022-0.00043031i,0.0011587-0.0005871i
-0.0023918+0.002082i,-0.0019313+0.0013683i,-1.3687e-05+0.0010542i,0.0022634+0.00095805i,0.0039584+0.0018367i,0.0035944+0.0010015i,0.0024326-0.00010449i,0.0014245-1.38e-05i,0.0012476+0.000301i,0.0019284+0.00038459i,0.0016091+0.00016565i,0.0012562-0.00061944i,0.00073047-0.00071191i,-0.00020954+0.00020164i,0.00015344+0.00070378i,-2.0175e-05+0.00058366i,-0.00042946+0.00096754i,-7.8759e-05+0.00099214i,0.00018122+0.00043659i,0.00041245+0.00028303i,8.9881e-05-0.0003249i,-0.00019899-0.00099876i,2.269e-05-0.00089828i
0.00028048+0.00094019i,0.00059034+0.00044549i,0.0012173-0.00011537i,0.0014838-0.00057826i,0.0010359+0.00061022i,0.00058481+0.0014656i,0.00045303+0.00084614i,0.00061242+0.00020132i,0.0010977+0.00011738i,0.0015176+0.00048836i,0.00098648+0.00027744i,0.00061654-0.00056217i,0.0011272-0.00021015i,0.00059911+0.00022707i,-0.00038879+4.5771e-08i,-0.00061915-0.00026934i,-0.00014027-0.00025456i,0.00011001+0.00051199i,0.00016355+0.0011589i,-6.1042e-05+0.00018549i,-0.00013507-0.00039498i,-0.00043671-2.5285e-05i,-0.00060528+0.00038588i
-0.0014671-0.00080457i,-0.0016876+8.8354e-05i,-0.0017139+0.00040029i,-0.0011194+0.00039584i,-0.00071337+0.0011414i,0.00023416+0.0011219i,0.00079205+0.00025767i,-5.5149e-05+3.8284e-05i,-0.00047761+0.00053134i,-0.00042232+0.00091185i,-0.00060204+0.0011081i,-0.00030231+0.0012314i,0.00014643+0.00032815i,-0.00026322+0.00020938i,-0.00025936-6.5445e-06i,0.00033448-0.00027571i,0.00048349-0.00026286i,-0.00019749-0.00047907i,-0.00044472-0.00047084i,-0.00011994-0.00018986i,-1.7219e-05-0.00016181i,-1.7508e-05+0.00024084i,0.00053363+0.00012577i
0.00034908+0.0011116i,0.0011894+0.00060192i,0.00090746+0.00060097i,0.001009+0.00081401i,0.0016421+0.00027271i,0.0010917-1.6526e-05i,0.00062731-2.6417e-05i,0.00070569+0.00069117i,0.00073117+0.0018328i,0.0012515+0.0014852i,0.00062515+0.0010182i,-0.00057091+0.00062661i,-0.0015761+0.00038105i,-0.0020475+0.00032901i,-0.0011688-4.3362e-07i,-0.00037543-9.3843e-05i,-0.00039405+0.0010383i,-0.00028759+0.0010715i,-7.0495e-05+0.00022767i,-0.00026632+0.0005035i,-1.8295e-05+0.00065812i,0.00049808-1.4141e-05i,-9.9783e-05+0.00029009i
0.0011514+0.00093674i,0.002128+3.0842e-05i,0.0018837+0.00065029i,0.00060227+0.0010741i,0.00070568+0.00079278i,0.00095352+0.00020006i,0.00049419-0.0001065i,-0.00038872+0.00011409i,-0.00023942+0.00043399i,8.9083e-06+0.00019035i,-7.4119e-05-0.00030016i,-0.00016743-0.00089257i,-0.00082961-0.00049465i,-0.0012659+0.00065325i,-0.0013225+0.00092327i,-0.0011586+0.00057426i,-0.00081256+0.0008245i,-0.00044382+0.00044894i,-0.0003801+0.00036162i,-0.00028465+0.00020755i,-0.00020546+5.0129e-05i,-0.00021011+0.00017259i,2.9786e-05+0.00054784i
0.0010539+0.00091555i,0.001087+7.192e-05i,0.0024415-0.00024982i,0.0026402+0.00011856i,0.0022788-0.00016384i,0.0019124+0.00012089i,0.0011048+0.00018217i,0.00020966-0.0001785i,0.00049337-0.00026629i,0.00055417+0.00021971i,-0.00026436+9.0802e-05i,-0.0002907-0.00058212i,0.00049603-0.00027351i,0.00053964-0.00020497i,-0.00036982-0.00046988i,-0.0010339-0.00025631i,-0.00043227+0.00010632i,0.00020799+0.0004461i,-0.0003194+0.00034766i,-0.00070754+0.00034072i,-0.00020944+2.938e-05i,0.00013936+0.00020505i,0.00022629+0.00054369i
-0.00021506-0.0014139i,-0.00094229+0.00047705i,-0.001025+0.001573i,-5.561e-05+0.0014535i,0.00082816+0.0018227i,0.0017873+0.0014656i,0.0020741+9.5762e-05i,0.0015817-0.00043394i,0.00082895-0.00069858i,0.00086954-0.0013796i,0.0013558-0.0011037i,0.00096546-0.0002844i,0.00051993+0.00017895i,0.00095885+4.5221e-05i,0.00071974+0.00020808i,0.00012115+0.00044766i,-6.261e-05+2.6794e-05i,-0.00032499-0.00020201i,-0.00065866-0.00090432i,-9.5843e-05-0.0013165i,5.941e-05-5.3818e-05i,-0.00010686+0.00045451i,-2.5144e-05-0.00037634i
-0.0012568+0.00044703i,-0.00092008-0.00015243i,-0.00052314-0.00035331i,-0.00056941+0.0010206i,7.0513e-05+0.0020794i,0.001448+0.00095919i,0.0016764-3.1804e-05i,0.0015301-0.00053748i,0.001627-1.6542e-05i,0.0019563+0.00037073i,0.0016831-8.562e-05i,0.0011254-0.00050137i,0.00030455-0.0006847i,-0.00021667-0.00079481i,-0.00021448-0.00095559i,-0.00015199-0.001186i,-0.0004228-0.00041192i,-0.00061128-0.00013236i,-0.00033388-0.00066014i,-0.00012607-0.00011905i,0.00037962+0.00045365i,0.00024911+6.5813e-06i,0.00025663-0.00013752i
-0.0031087+0.0023808i,-0.0011995+0.00074936i,0.0010141+0.00062i,0.0027842+0.0018339i,0.0032979+0.0025413i,0.0025946+0.0012067i,0.0010149-0.00066515i,0.0002026-0.00012721i,0.00044713+0.00097544i,0.0012669+0.0016964i,0.001531+0.001323i,0.0010742-0.00017452i,0.00032294-0.0010722i,-2.6226e-05-0.00044906i,-0.0004942+4.1208e-05i,-0.00051704-0.00028666i,-0.00025746-0.00051121i,-0.0009895+0.00027398i,-0.00099745+0.0005695i,-0.00056582+0.00016095i,-0.00068421-0.00050382i,-0.00052363-0.00094343i,0.00034844-0.00070844i
0.00065905-0.001141i,0.00086596-1.5893e-05i,0.00078266+0.0014134i,0.00052801+0.00083555i,0.00091906+0.00086993i,0.0017594+0.00090422i,0.001278-0.00028967i,0.00038865-0.00013249i,-8.9368e-05+0.001025i,0.00013654+0.001375i,0.00030606+0.0008195i,0.00038975+1.1396e-05i,0.0004513+0.00075582i,0.0001159+0.00083862i,0.00059632+4.5614e-05i,0.0011565+0.00026151i,0.00026544+0.00096608i,-0.00033597+0.0011544i,-0.00010094+0.00049329i,0.00028822+0.00014424i,0.00070067+0.00061004i,0.00019814+0.00083253i,-0.00035065+0.00058572i
0.00062045+0.0017009i,-0.00019386+0.00096313i,0.00097438-0.00023679i,0.0010248-0.00090517i,0.00055765-0.00060809i,0.00063491-0.00011214i,3.7651e-05+0.0007064i,-0.00043008+0.0011736i,-0.00067398+0.0012055i,-0.00020062+0.00034478i,0.0006535-0.00050977i,0.00035632-0.00029879i,-0.00092744-0.00019831i,-0.0013294+0.00028408i,-0.00043821+0.00042989i,0.00033137+0.00042232i,0.00051776-3.5863e-06i,0.0011966-0.00071294i,0.0007083-0.00049459i,0.00025096+0.00013799i,0.00035097+0.00026115i,0.00059965-3.5307e-05i,0.00051529+0.00036569i
-0.00033403+0.0011461i,0.00037576+0.0017196i,0.00072003+0.0020847i,0.0013879+0.0015373i,0.0017391-0.00014013i,0.0015329-0.00069292i,0.00049404-0.0010262i,-0.00019183-0.0016306i,0.00065654-0.0012035i,0.0010874-0.00050883i,0.0011551-0.00051781i,0.0011116-0.00018543i,0.00082185-7.1584e-05i,0.00080565+0.0001284i,5.6845e-05+0.0005526i,-0.00032537+0.00022871i,-0.00030773+0.00020687i,0.00014994+0.00021635i,0.00062126+0.00011564i,-0.00014063+0.00012649i,-0.00053424-0.00011472i,-0.00040269-0.00063766i,-0.00029751-0.0013251i
0.0010731-0.00018553i,0.0012485-0.0011057i,0.00087892-0.00095327i,0.0012727-0.00064325i,0.0014631-0.00052796i,0.0015177-0.00055397i,0.001408-0.0010969i,0.00031923-0.00079252i,0.00020227-0.0008557i,0.00079898-0.00082189i,0.00040021-5.002e-05i,-0.00033873+0.00015896i,-0.00052507-0.00023112i,-0.00043782-0.00049661i,-0.0010678-5.6654e-05i,-0.0010835-0.0001714i,8.7811e-05-0.0001654i,0.00093624+0.00039078i,0.0010336+0.00025098i,0.00066556-0.00037892i,0.00016253-0.0006705i,-4.3123e-05-0.00020645i,-0.00036975+0.00042859i
0.001198+0.0014586i,0.0021945+0.0019689i,0.0022163+0.0016892i,0.0020459+0.00062861i,0.0015635+0.0001876i,0.00090915-0.00028767i,0.00012356-0.00060246i,0.00055792-0.00023658i,0.00080238+8.6778e-05i,0.00014493-0.00040953i,0.00043093-0.00062494i,0.00085859-0.00045918i,0.00013799-0.0003835i,-0.00062072-0.00055205i,-0.00018893-0.00051349i,-0.00032981-0.00038394i,-0.00010984-0.0008879i,0.00063668-0.0008351i,0.00077955-0.00044492i,0.00034129-0.0003291i,0.00050917-8.4803e-06i,0.00041528-0.00037867i,-0.00015474-0.0013236i
0.00014179+0.00028371i,-0.00048854-0.00031118i,-0.00091958-0.000924i,-5.7697e-05-0.00018727i,0.0011683+0.0013851i,0.0019612+0.0016984i,0.0023408+0.00098085i,0.0021516+0.00036092i,0.0016+2.0211e-05i,0.0015186-0.00037064i,0.0013044-0.00084486i,0.00096887-0.0006894i,0.0010041-0.00034187i,0.00072262-0.00072872i,0.00080491-0.00095304i,0.00026353-0.00060052i,-0.00095863-0.00027091i,-0.00085059+0.00012522i,-0.0010766-9.7293e-07i,-0.0017418-7.3154e-05i,-0.0014637+2.491e-05i,-0.0010672-0.0006574i,-0.00066803-0.0011034i
0.00037031+0.00066684i,0.00011216+0.00015316i,0.00020067+0.00014973i,8.4724e-05-0.00039194i,0.00013523-0.00055828i,0.00049494-0.00012702i,-9.9488e-06+9.9518e-05i,-0.00069198+0.00049226i,0.00015168+0.00041783i,0.00029534-0.00023089i,-5.7303e-05-0.0006682i,0.00061259-0.00041822i,0.0016032+0.0011434i,0.0012062+0.0015776i,0.00040642+0.00022399i,0.00050438-0.00017549i,0.00077779+0.00021498i,0.00085457+0.00019733i,0.0010559+0.00022625i,0.0013075-7.7007e-05i,0.00075343-0.00049539i,0.00045871-0.00050047i,6.3346e-05+4.6838e-05i
0.0017455-0.0028897i,0.0014223-0.0032208i,-0.0004205-0.0028323i,-0.0014758-0.0013695i,-0.00081667+0.00040977i,-6.1525e-05+0.0008319i,-0.0002386+1.0361e-05i,8.2894e-05-6.0759e-05i,0.00056915+0.00044338i,0.00078999+0.00063643i,0.00065341+0.00048931i,0.00039926+8.3363e-05i,0.0015867+0.00020774i,0.0017606+0.00036714i,0.00071112+0.00037099i,0.00044323+0.00072664i,0.00063384+0.0004089i,0.00065367-0.00015592i,0.00063274+0.0006367i,8.9653e-05+0.0012869i,-0.0008461+0.00067203i,-0.0009701-0.00028856i,-0.00040269-0.00069869i
0.0021337+0.0019503i,0.0024154+0.00085495i,0.0043074-0.00079362i,0.0033753-0.0014265i,0.0011535-0.001681i,0.00089066-0.0014777i,0.00072776-0.00030867i,0.00016743+0.00069523i,-0.00066192+0.00011443i,6.1372e-05-0.00051266i,0.00092708+1.3962e-05i,-3.3661e-05+0.00062705i,-0.0011001+0.00086208i,-0.0013291+0.00055207i,-0.00085645+0.00053738i,-0.00042415+0.00089507i,1.6625e-05+0.00056692i,-0.00018878+5.1615e-05i,8.6831e-05+0.00025371i,-4.8762e-06+6.5947e-05i,-0.00021782-0.00025076i,-0.00013197+0.00012559i,-4.0026e-05+0.00047336i
-0.00046219-0.00057567i,-0.0012607+0.00041615i,-0.00040112+0.00038013i,0.00016283-0.00050365i,0.00067217+0.00025449i,0.00054811+0.0011993i,7.9539e-05+0.00067752i,-1.1144e-05-0.00031824i,0.00020022-0.00079371i,0.00043769-0.00080215i,0.00068029-0.00038393i,0.00076876-0.00024355i,0.00062959+0.00033865i,0.00077098+0.00022647i,0.00032955-0.00025756i,-0.00047488+0.00021463i,-0.00035769+0.00061408i,-3.4701e-05+0.00055132i,5.2089e-05-0.00051717i,-0.0001864-0.00087998i,-0.00060275-0.0002933i,-0.0001833-0.00042603i,0.00022691-0.00050333i
-0.00023107-0.00082757i,-0.00050194-7.8418e-05i,-0.00022166+0.00060916i,0.00060764+0.0010043i,0.00094878+0.00085507i,0.0014554+0.00032873i,0.0012154+4.3752e-05i,0.00079823-0.00017114i,0.00099119-0.00075766i,0.0012376-0.00062978i,0.00070333-8.0165e-05i,0.00017787-0.0005099i,0.0002686-0.0013514i,-0.00021709-0.00096855i,-0.00026543-0.00063084i,-8.897e-05-0.00028931i,0.00015523+0.00015213i,0.00056411+1.6701e-05i,0.00024808-0.00014806i,-9.5004e-05+0.000105i,-0.00016989+0.00047055i,-0.00018139+8.3172e-05i,2.9094e-05-0.00030849i
0.0039615+0.00052913i,0.0043386-0.0016272i,0.0042622-0.0032626i,0.0031194-0.003097i,0.0017676-0.0013621i,0.00085897-0.0010258i,0.00039692-0.00061328i,-1.9635e-05-0.00011902i,0.00016842-0.00058079i,0.00093837-0.0010936i,0.00059177-0.00060711i,-9.9532e-05+0.00052369i,-0.00040398+2.1712e-05i,-0.00028335-0.00062773i,-0.00032147-0.00038965i,-4.8488e-05+2.1589e-05i,0.00043661+0.00021376i,0.0010774+0.00022411i,0.00072663-0.0002119i,-4.7905e-06-0.00074966i,0.0002973-0.00071435i,0.00032226-0.00058637i,-0.00021193-0.00020361i
-0.0010287+0.0026171i,-0.0013949+0.0038542i,-0.00043992+0.0025441i,-7.8452e-05+0.0019578i,0.00036123+0.0011854i,0.0011584+0.00021548i,0.0006654+0.00010818i,0.00054203+0.00025264i,0.0016264-0.00020127i,0.0013663-0.00071023i,0.00033748-0.00066142i,4.4728e-05+0.00014686i,0.00064375+0.000695i,0.00019903+0.00031583i,-0.00056484-0.00034795i,-0.00030437-0.00051631i,-0.00072699-0.00053616i,-0.00098228-0.00060837i,-0.00029178-0.0004827i,0.00032559-0.00017838i,0.0001762-3.9834e-05i,-0.0005307-0.00066654i,-0.00037353-0.0012105i
-0.00021465-0.00016079i,-0.00038763-0.00015795i,-0.00076556+3.469e-05i,-9.6348e-05-5.1671e-06i,0.0013337+0.0003735i,0.0015194+0.0016889i,0.00087179+0.0016181i,0.00025724+0.00078404i,0.00028109+0.00058309i,0.000148+2.942e-05i,0.00042293+0.00021622i,0.00061159+0.0010083i,-0.00035015+0.00055209i,-0.001057+0.00011882i,-0.00082799+0.00030809i,8.0806e-05+0.00040922i,0.00076714+0.00027359i,0.00020612-0.00071123i,-0.00040588-0.00080102i,9.0138e-05-0.00031091i,0.00053386+0.00012966i,0.00027751+0.00088048i,0.00012509+0.0011706i
0.0010626-0.0011744i,0.00074508-0.00042405i,0.00024067-0.0010766i,-0.00034224-0.0020017i,-0.00050627-0.0016568i,8.5122e-05-0.00068738i,0.00050519+7.1835e-05i,0.00079943-0.00033772i,0.00099497-0.00073006i,0.00047755-0.00061903i,-0.00013346-0.00092998i,-0.00063665-0.00040487i,-0.00010634+0.00089081i,0.00048906+0.0011849i,0.0010168+0.00027145i,0.00099461-8.0752e-05i,0.0005748+0.00033951i,0.00064064-6.1749e-06i,0.00053827-0.00060032i,3.646e-05-0.00021793i,0.00028824+0.00031933i,0.0004488+3.0869e-05i,-0.00012575-1.471e-05i
0.0001187-0.00098487i,4.7112e-05-0.0016535i,0.00010837-0.001876i,2.2825e-05-0.00024977i,0.00077313+0.0013508i,0.0015337+0.001762i,0.00082462-2.6603e-05i,-0.00013276-0.00045768i,-0.00096604+0.00019171i,-0.00087114-0.00038981i,-3.3214e-05-0.00027694i,0.00043104+0.00016038i,0.00012072+0.00021311i,5.5422e-05+0.00061584i,0.00011103+0.00019303i,0.00022944-0.00019917i,0.00063275+0.00021441i,0.00040965+0.00025444i,-0.00067098-6.9845e-05i,-0.00067812-0.00031301i,6.8145e-05+0.00026306i,0.00013701+0.0005127i,-0.00043337+0.00030517i
-0.00074565+0.00064767i,-0.00054278+0.0013225i,0.00076921+0.0016351i,0.0013252+0.0011149i,0.001151+0.00066601i,0.00076564+0.0007616i,0.00016551+0.00095764i,-0.00041321+0.00056439i,0.00014897+0.00016327i,0.00075637+0.00044313i,0.00097015+0.00011044i,0.00068556-0.00033469i,-0.00030708-0.000439i,-0.00095332-0.0009832i,-0.00060945-0.0014719i,0.00013678-0.0012175i,0.00018189-0.00023371i,-0.00034234-0.00019512i,-0.00020353-0.00084621i,0.00017292-0.00050187i,0.00054022+0.00011i,0.00051463+0.0005525i,-0.0001486+0.00052277i
0.00041389+0.00042637i,-0.00076522+0.00025392i,-0.00054933-0.00015434i,0.00011233-0.00053292i,-0.00026879+0.00039122i,-0.0003643+0.0015837i,0.00026162+0.00040199i,0.00018278-0.00067811i,0.00040907-9.5683e-06i,0.00099379+6.7929e-05i,0.0010737-0.00079796i,0.0019131-0.0010097i,0.0018134-0.00072789i,0.00060925-0.00086551i,0.00058107-0.00056278i,0.00099884-0.00025996i,0.00052255-3.7527e-05i,0.00024814-0.0001518i,0.00052399-0.0009353i,0.00094588-0.00045238i,0.0008835+0.00036512i,0.00018542+0.00033981i,-4.9948e-05-0.00047281i
-0.00032722-0.001278i,-0.00059209-0.0017343i,-0.00020316-0.0014973i,-0.00011856+7.4613e-05i,-0.00047767+0.0011025i,-0.00037442+0.00020851i,0.00016098-0.00052052i,0.00068433+9.3199e-05i,0.0010073+0.00043045i,0.00044536+0.00046435i,0.00017504+0.00072423i,0.0009751+0.00079943i,0.0014856+0.00040561i,0.000988+0.00062093i,0.00011668+0.00052218i,-0.00015217-0.00050624i,-2.6907e-05-2.6012e-05i,-1.8432e-05+0.0010403i,-0.00040819+0.0011467i,-0.00049222+0.0011069i,1.5232e-05+0.00097637i,0.00017048+0.00072398i,1.1052e-05-0.00020347i
0.00043072-0.0011405i,0.0017671-0.00084497i,0.0018907-0.00037713i,0.00021525-0.00068389i,0.00033769-0.00097926i,0.0014772-0.00063841i,0.0012441-0.00044972i,0.0011243-0.00046996i,0.0011864-0.00031561i,0.00048021+6.5463e-05i,-2.5688e-06-0.00027493i,0.00017841+0.00026338i,-0.00010643+0.00080232i,-0.00036442-5.1852e-05i,-0.00039059-0.0001516i,-2.3994e-05-0.0004586i,0.00053964-0.00073912i,0.00048915-0.00030766i,0.00024305-0.000307i,0.00062892-0.00025532i,0.00048615+0.00055681i,-0.00012818+0.0012796i,-0.00043573+0.00092807i
0.0019255-0.00073413i,0.002223-0.00064235i,0.0013709-0.0012022i,0.00064348-0.0016156i,0.00083666-0.00021854i,0.00091518+0.00064263i,0.0010413-0.00020082i,0.00082432-0.00045592i,0.00109-0.00086231i,0.0011876-0.0012056i,-4.0875e-05-0.00055353i,-0.00020789+0.00012533i,0.00029464+0.00014524i,3.8883e-05-2.9536e-05i,-0.0002121-9.0686e-05i,-0.00040101-0.00016351i,-0.00068719+1.1093e-05i,-5.1026e-05+0.00069507i,0.00036023+0.0008261i,0.0004366-0.00015178i,0.00024144-0.0007575i,-0.00019198-0.0011636i,-0.00016551-0.0011185i
-0.00036454+0.0013747i,0.00017265+0.0020796i,4.0132e-05+0.0022022i,-0.0010073+0.00081825i,-0.00091174-0.00017057i,8.1174e-05+0.00061367i,0.00043276+0.0011109i,-8.2568e-05+0.00059011i,9.2532e-05+0.00036458i,0.00081599-0.00013247i,0.00071518-0.00067338i,0.00062247-0.00046385i,0.00038404-0.00015038i,1.6782e-05+0.00024177i,-4.3144e-05-4.7935e-05i,-0.00019941-0.00059977i,-0.0001991-0.00057567i,-0.00057765-0.00047715i,-0.00048641-0.00017432i,-0.00012363+0.00083435i,-0.00072982+0.0010936i,-0.00050559+0.00059133i,0.00017989-0.00039897i
-0.00039943-0.0018454i,-0.0015243-0.0019425i,-0.00083621-0.0018318i,-6.1772e-05-0.00065472i,0.00051432-0.00010211i,0.0011366+0.00060058i,0.0014408+0.00054406i,0.0011024+8.7666e-05i,0.00065792-3.0082e-06i,0.00033721-0.00028455i,-0.00022352+0.00038511i,-0.00046496+0.0006372i,0.00064891+0.00035883i,0.0010861-0.00043439i,2.7304e-05-0.0010699i,-0.00099921-0.00087251i,-0.00066066-0.0003634i,-5.4391e-05-0.00025835i,7.8445e-05-0.00053472i,0.0004101-0.00015724i,0.00023712+0.00043642i,-6.1634e-05+0.00039671i,0.00036208-0.0004529i
