-0.0048428+0.00067165i,-0.0053332+0.0010465i,-0.0065103+0.0026415i,-0.0052909+0.0033206i,-0.0030834+0.0030141i,-0.0016844+0.0027009i,-0.0010493+0.0024896i,-0.0007317+0.002511i,-0.00080794+0.0017973i,-0.00032834+0.0013837i,0.00049118+0.00064793i,0.00064149-0.00032247i,0.0005541+0.00020333i,0.00030163+0.0013399i,-0.00044464+0.0016879i,-0.00039288+0.0010243i,0.00016852+0.0010266i,0.0004705+0.00083976i,0.00035789+0.0007437i,-0.00022048+0.00076249i,3.3429e-05+0.00036505i,0.00066091+0.00024086i,0.00031991+0.00034309i
-0.050929+0.026356i,-0.10803+0.036882i,-0.16846+0.0038312i,-0.20416-0.024987i,-0.20298+0.00077462i,-0.16268+0.027402i,-0.078291+0.036709i,0.0069322+0.036604i,0.040095+0.0232i,0.031845+0.010586i,0.015774+0.002853i,-0.0033613-0.001744i,-0.023472+0.00286i,-0.029147+0.012085i,-0.017108+0.018635i,-0.0011892+0.021698i,0.0097724+0.018786i,0.018403+0.0034974i,0.026887-0.023816i,0.026249-0.046096i,0.013209-0.046814i,-0.00081261-0.030186i,-0.005532-0.012262i
-0.041321-0.0656i,-0.092235-0.17779i,-0.12262-0.28945i,-0.11206-0.33642i,-0.082997-0.3066i,-0.058055-0.21305i,-0.032348-0.10902i,0.0093516-0.054805i,0.025554-0.047988i,0.0027937-0.03464i,-0.008639-0.0124i,-0.0056002-0.011063i,-0.0073127-0.012761i,-0.004386+0.00046256i,0.0047691+0.017381i,0.020806+0.028174i,0.032126+0.027179i,0.023357+0.026572i,0.0035462+0.036105i,-0.0076283+0.042076i,-0.0033846+0.035988i,0.0039346+0.02381i,0.0055001+0.015511i
0.074868-0.054211i,0.15724-0.098507i,0.20775-0.1166i,0.21059-0.094341i,0.21606-0.083477i,0.18451-0.094123i,0.089711-0.086977i,0.0067563-0.064958i,-0.028094-0.049073i,-0.038639-0.0254i,-0.029994+0.0019464i,-0.013149+0.0061639i,-0.0096335-0.0054504i,-0.02352-0.010683i,-0.039184-0.0020881i,-0.043215+0.0078306i,-0.032627+0.0095928i,-0.016014-0.00010187i,-0.0075497-0.018048i,-0.0066685-0.02948i,-0.0073193-0.029826i,-0.0089892-0.028658i,-0.011282-0.027123i
0.075457+0.095728i,0.17675+0.22784i,0.27239+0.34089i,0.28638+0.33751i,0.20777+0.2425i,0.10762+0.13394i,0.020414+0.051766i,-0.043514+0.018082i,-0.057249+0.019361i,-0.035735+0.015029i,-0.021303+0.0064612i,-0.010522+0.0057107i,0.0043471-0.0021137i,0.0072454-0.014107i,-0.0083708-0.0156i,-0.033785-0.0032401i,-0.055154+0.01772i,-0.0551+0.038122i,-0.026857+0.052818i,0.0059408+0.058089i,0.018688+0.049565i,0.015466+0.036545i,0.010729+0.022237i
-0.090684+0.10086i,-0.17213+0.21821i,-0.18699+0.3045i,-0.1277+0.26193i,-0.11518+0.15286i,-0.12807+0.10207i,-0.080525+0.089754i,-0.025049+0.072601i,0.0074702+0.059401i,0.031872+0.037206i,0.030668+0.012274i,0.015289+0.0068439i,0.010427+0.0070392i,0.013331+0.0067569i,0.019088+0.010517i,0.024264+0.016298i,0.027618+0.023037i,0.027416+0.013543i,0.012149-0.014052i,-0.012982-0.029787i,-0.020319-0.019034i,-0.0078321-0.0033943i,0.0010975+0.0024741i
-0.11805-0.10666i,-0.25982-0.23712i,-0.37624-0.36156i,-0.38336-0.37112i,-0.30561-0.26203i,-0.21676-0.13672i,-0.10966-0.045077i,-0.0013425-0.0069686i,0.043182-0.0064004i,0.033953-0.008056i,0.018484-0.0091751i,0.012987-0.014138i,0.013434-0.021249i,0.017834-0.030774i,0.019657-0.046558i,0.014862-0.065268i,0.011397-0.073467i,0.0089316-0.053511i,0.011577-0.011556i,0.019905+0.015047i,0.016867+0.01212i,0.0059342+0.0024543i,0.0026074+0.0026694i
0.085021-0.14407i,0.12466-0.3206i,0.087794-0.41492i,0.010237-0.32209i,0.01443-0.18263i,0.071449-0.13562i,0.052787-0.12752i,0.017665-0.096407i,0.017104-0.077153i,0.0076581-0.057296i,0.0040306-0.023318i,0.008778-0.0076297i,-0.0045393-0.00036353i,-0.024032+0.01513i,-0.035075+0.027549i,-0.041541+0.026271i,-0.049945+0.0083499i,-0.05525-0.014482i,-0.053828-0.028596i,-0.051506-0.03002i,-0.04624-0.017557i,-0.036968-0.0038843i,-0.027325-0.0010757i
0.14898+0.088644i,0.32446+0.17746i,0.41114+0.23655i,0.34557+0.25819i,0.27572+0.23313i,0.22325+0.12425i,0.1005+0.0078804i,-0.018591-0.028645i,-0.052195-0.029089i,-0.048716-0.025932i,-0.036662-0.0076319i,-0.013217+0.0089303i,0.0040804+0.010489i,0.0041264-0.00012063i,-0.005944-0.0064689i,-0.0098893+0.0076127i,-0.0054173+0.036607i,0.0020772+0.05122i,0.016451+0.038396i,0.02969+0.01442i,0.03126-0.0039228i,0.026571-0.009531i,0.020981-0.011993i
-0.068493+0.1801i,-0.080291+0.41324i,0.013243+0.58989i,0.15436+0.52349i,0.17591+0.30534i,0.093262+0.15753i,0.035405+0.096702i,0.00072378+0.062501i,-0.019907+0.051307i,-0.0069076+0.034475i,0.0045376+0.012834i,0.0020311+0.010854i,0.010149+0.0165i,0.030046+0.013888i,0.047156-0.00090426i,0.056177-0.025621i,0.054854-0.051467i,0.034585-0.060895i,0.0014342-0.045379i,-0.017949-0.021402i,-0.015465-0.0096718i,-0.009788-0.0053896i,-0.0068918+0.0047628i
-0.15592-0.064358i,-0.32535-0.117i,-0.38683-0.16505i,-0.29905-0.21153i,-0.24811-0.18778i,-0.23589-0.06208i,-0.12737+0.044553i,-0.010825+0.062291i,0.024966+0.058542i,0.027348+0.055636i,0.010204+0.03502i,-0.013078+0.016475i,-0.018993+0.0019129i,-0.019633-0.017551i,-0.028384-0.037738i,-0.046363-0.049045i,-0.055465-0.044373i,-0.039907-0.029582i,-0.01211-0.015099i,-0.000116-0.0043566i,-0.0089491+0.0043958i,-0.016883+0.014648i,-0.011274+0.020973i
0.051786-0.17133i,0.039838-0.39222i,-0.072625-0.54776i,-0.20754-0.47955i,-0.22584-0.29595i,-0.14791-0.13402i,-0.048267-0.036642i,0.032945-0.030379i,0.048156-0.047448i,0.031212-0.029572i,0.029635-0.014747i,0.019926-0.010424i,0.00092246+0.016295i,0.0034559+0.052077i,0.025824+0.074437i,0.046444+0.082723i,0.050353+0.077136i,0.033832+0.056402i,0.0085862+0.032031i,-0.0021202+0.020381i,0.0061844+0.016006i,0.012109+0.0066132i,0.0030752+0.00035295i
0.12762+0.041636i,0.25891+0.027133i,0.28162-0.032925i,0.13294-0.044591i,0.03628+0.016766i,0.10432+0.013695i,0.11182-0.055851i,0.017133-0.080087i,-0.041416-0.066646i,-0.053318-0.032247i,-0.037302+0.00835i,-0.016343+0.0098965i,-0.017964-0.012856i,-0.030171-0.021909i,-0.036253-0.011568i,-0.016313+0.005553i,0.025338+0.012266i,0.056243+0.0091617i,0.058249+0.0044778i,0.042509-0.00054467i,0.02634-0.0089963i,0.012583-0.021024i,-0.00085185-0.02737i
-0.046463+0.13593i,-0.026242+0.33956i,0.060366+0.54044i,0.18426+0.54703i,0.25106+0.34277i,0.17964+0.08476i,0.037793-0.05969i,-0.057308-0.04727i,-0.072734-0.0027585i,-0.053161-0.0073746i,-0.039894-0.018773i,-0.024699-0.013692i,-0.0022792-0.01372i,0.012238-0.02109i,0.013046-0.021634i,-0.0072336-0.01728i,-0.044129-0.014323i,-0.066984-0.0085859i,-0.053705-0.002863i,-0.022424-0.0059826i,-0.0053829-0.010508i,-0.00082689-0.0057598i,0.0068223-0.00053734i
-0.081308-0.048027i,-0.18744-0.034727i,-0.211+0.0054306i,-0.098468+0.012243i,-0.052309-0.0062738i,-0.15039+0.027011i,-0.19796+0.087711i,-0.12435+0.105i,-0.032177+0.095089i,0.012464+0.071218i,0.013729+0.045863i,0.0058117+0.031601i,-0.0046023+0.013854i,-0.034104+0.0048973i,-0.067149+0.019243i,-0.07812+0.043546i,-0.064721+0.06795i,-0.039258+0.075559i,-0.02109+0.056813i,-0.018623+0.042379i,-0.011431+0.046181i,0.0051711+0.043008i,0.0094326+0.027917i
0.069774-0.047456i,0.093282-0.16367i,0.075586-0.28792i,0.010744-0.30581i,-0.064585-0.20554i,-0.099745-0.053284i,-0.046592+0.073084i,0.046942+0.076828i,0.080075+0.0049602i,0.061511-0.034671i,0.040725-0.048646i,0.024343-0.051883i,0.026769-0.035786i,0.054212-0.025776i,0.078262-0.039805i,0.079812-0.063663i,0.066582-0.076412i,0.046336-0.070379i,0.019165-0.055678i,-0.0040407-0.046942i,-0.015397-0.043219i,-0.019653-0.032902i,-0.014609-0.017261i
0.0028729+0.057173i,0.063078+0.020655i,0.083586-0.08986i,-0.0087996-0.19242i,-0.068003-0.1961i,0.048906-0.13297i,0.16012-0.11048i,0.12766-0.11899i,0.057801-0.10487i,0.028923-0.057768i,0.024464-0.011242i,0.013337-0.0068356i,-0.022075-0.019493i,-0.06315-0.0064618i,-0.085782+0.011614i,-0.091475+0.006351i,-0.085549-0.018379i,-0.062423-0.038758i,-0.023677-0.033663i,0.0063323-0.014669i,0.0069758-8.2853e-06i,-0.0032448+0.0086648i,-0.00061205+0.0083115i
-0.083982-0.016002i,-0.10966+0.083519i,-0.061947+0.24026i,0.069474+0.30032i,0.18408+0.17077i,0.13852-0.051746i,0.0046078-0.17558i,-0.060059-0.14537i,-0.051845-0.077009i,-0.047726-0.046135i,-0.051612-0.01936i,-0.030548+0.013848i,0.0073572+0.021617i,0.036006-0.0089058i,0.043282-0.03862i,0.029735-0.025428i,0.0063451+0.018343i,-0.014454+0.04525i,-0.025308+0.03193i,-0.034+0.0038682i,-0.040184-0.0061713i,-0.032614-0.0016433i,-0.021671-0.0018879i
0.053344-0.085967i,-0.03284-0.1343i,-0.16386-0.093643i,-0.19138+0.033612i,-0.1325+0.15272i,-0.12386+0.18332i,-0.17479+0.1714i,-0.15848+0.17431i,-0.061447+0.15713i,0.010966+0.10797i,0.042365+0.077523i,0.063867+0.062067i,0.063055+0.04623i,0.044465+0.048768i,0.03476+0.056836i,0.043823+0.045664i,0.066422+0.021443i,0.076494+0.0090755i,0.064236+0.023523i,0.061384+0.040503i,0.067013+0.02787i,0.050214+0.0077038i,0.026462+0.010322i
0.10858+0.092228i,0.20682+0.076336i,0.23711+0.0091242i,0.15861-0.0046244i,0.052647+0.050768i,0.029337+0.12998i,0.080335+0.18093i,0.10331+0.14947i,0.052724+0.079905i,-0.0056906+0.038035i,-0.031582+0.0043578i,-0.039833-0.022065i,-0.023013-0.036794i,0.0046878-0.069102i,0.0054793-0.10847i,-0.01869-0.12413i,-0.046461-0.12155i,-0.066571-0.10021i,-0.075029-0.060541i,-0.067736-0.028157i,-0.049686-0.014484i,-0.029866-0.0095146i,-0.013118-0.0034881i
-0.10971+0.09927i,-0.083814+0.16728i,-0.029282+0.11002i,-0.074326-0.04768i,-0.12151-0.14176i,-0.0059007-0.15275i,0.14418-0.18977i,0.13395-0.21234i,0.049579-0.15583i,0.021456-0.074652i,0.025751-0.027308i,0.0027509-0.0075638i,-0.036862+0.029085i,-0.04723+0.091826i,-0.0238+0.13947i,0.00092843+0.14522i,0.0029732+0.12234i,-0.0056084+0.085826i,0.00013371+0.041221i,0.018003+0.0052176i,0.028921-0.011456i,0.024038-0.023325i,0.0089277-0.03284i
-0.098112-0.11731i,-0.15725-0.07572i,-0.038194+0.056253i,0.21253+0.088388i,0.27628-0.019877i,0.082998-0.13914i,-0.10322-0.18942i,-0.14178-0.19159i,-0.11389-0.16003i,-0.090519-0.097589i,-0.083374-0.031056i,-0.0667+0.017342i,-0.032984+0.020773i,-0.020037-0.022999i,-0.023239-0.062534i,-0.0068556-0.064632i,0.0231-0.042804i,0.035841-0.023949i,0.011761-0.010523i,-0.024541+0.016435i,-0.03487+0.043893i,-0.030623+0.050341i,-0.029805+0.046616i
0.13341-0.099795i,0.059853-0.2517i,-0.17801-0.29972i,-0.32613-0.14888i,-0.23364+0.032368i,-0.13293+0.13063i,-0.1555+0.17153i,-0.15971+0.17129i,-0.085713+0.1245i,-0.0030288+0.051076i,0.041633-0.0069026i,0.049976-0.03469i,0.03771-0.033604i,0.02919-0.0014105i,0.024877+0.036373i,0.010648+0.042488i,-0.0026593+0.014791i,0.0057178-0.019221i,0.032735-0.042598i,0.042448-0.054337i,0.025047-0.042535i,0.015495-0.012453i,0.017784+0.0038584i
0.065152+0.13879i,0.1776+0.12862i,0.23986-0.0049026i,0.14718-0.1025i,0.019121-0.055033i,0.031888+0.019699i,0.10915+0.05717i,0.11138+0.086118i,0.06622+0.095346i,0.016083+0.069334i,-0.032388+0.038178i,-0.052999+0.022579i,-0.054528-0.0023707i,-0.076765-0.033434i,-0.10934-0.032464i,-0.11572+0.0065907i,-0.092429+0.055473i,-0.059169+0.071965i,-0.038018+0.050325i,-0.038557+0.033204i,-0.034525+0.032564i,-0.012097+0.024755i,0.0064676+0.0078121i
-0.12623+0.025222i,-0.14245+0.1195i,-0.1606+0.19637i,-0.26249+0.16905i,-0.31616+0.066082i,-0.21266-0.033061i,-0.065471-0.10091i,0.042007-0.10196i,0.093925-0.067492i,0.083076-0.03627i,0.067601-0.010255i,0.060422-0.0069104i,0.045488+0.0031501i,0.069261+0.033025i,0.1195+0.036801i,0.1393+0.011998i,0.13195-0.0094875i,0.10861-0.017519i,0.073338-0.017916i,0.038829-0.023545i,0.0064768-0.03036i,-0.020165-0.029523i,-0.033001-0.024623i
0.022005-0.057503i,0.028814+0.024668i,0.19638+0.15932i,0.47889+0.13967i,0.50223+0.015531i,0.23322-0.00091843i,0.035951+0.060967i,0.001327+0.017585i,-0.022814-0.057561i,-0.042472-0.022373i,-0.019674+0.042136i,0.0088482+0.048635i,0.0088669+0.012364i,-0.033453-0.029652i,-0.091439-0.049447i,-0.12076-0.050376i,-0.12182-0.048067i,-0.10655-0.027359i,-0.061403+0.01006i,0.0037406+0.019322i,0.040471-0.0061006i,0.036407-0.01941i,0.023981-0.0094054i
0.060362+0.038253i,-0.017627-0.058153i,-0.20521-0.13096i,-0.29305-0.054002i,-0.15584+0.027624i,0.007925+0.019331i,0.032191+0.022782i,-0.0079265+0.07431i,-0.00487+0.097385i,0.04032+0.048697i,0.063749-0.031648i,0.044176-0.075035i,0.029487-0.066957i,0.041291-0.045246i,0.049187-0.024246i,0.029356-0.0018473i,-0.012536+0.021046i,-0.043112+0.033208i,-0.039561+0.025678i,-0.024059+0.0067733i,-0.012539-0.0057066i,-0.0049905-0.010228i,-0.0066426-0.009637i
-0.1075+0.014331i,-0.052812-0.041521i,0.1039-0.20834i,0.17411-0.37094i,0.095434-0.37824i,-0.0033834-0.29682i,-0.050508-0.21374i,-0.052411-0.10075i,-0.017508+0.00094339i,-0.008275+0.018618i,-0.043754+0.0234i,-0.04118+0.050773i,-0.011101+0.042275i,-0.017374+0.027104i,-0.032909+0.031469i,-0.028488+0.028323i,-0.011746+0.024334i,-0.0025622+0.025642i,-0.019012+0.030824i,-0.032733+0.04645i,-0.021988+0.051144i,-0.0083041+0.036308i,0.0049589+0.018235i
0.03156-0.19975i,0.0053537-0.25893i,-0.15355-0.13607i,-0.38705+0.096192i,-0.48236+0.21051i,-0.43031+0.16709i,-0.36048+0.11374i,-0.21385+0.074309i,-0.049047-0.025045i,-0.011402-0.088292i,-0.018462-0.062722i,-0.015008-0.04323i,-0.027087-0.036602i,-0.0093206-0.043242i,0.014921-0.080695i,-0.0017217-0.10386i,-0.026758-0.10835i,-0.041171-0.11139i,-0.047361-0.089463i,-0.041522-0.037548i,-0.025136+0.010216i,-0.0046797+0.030139i,0.0064298+0.029311i
0.22596+0.1735i,0.38439+0.3361i,0.5198+0.37265i,0.62211+0.17853i,0.5831+0.017164i,0.43344+0.092529i,0.33241+0.18474i,0.20224+0.11493i,0.019905+0.02822i,-0.06091+0.037807i,-0.035763+0.059697i,-0.015159+0.045792i,-0.022875+0.025765i,-0.038884+0.025071i,-0.0475+0.04717i,-0.02797+0.067875i,0.0018231+0.064177i,0.017048+0.036218i,0.0088125-0.0050247i,-0.01954-0.0356i,-0.046996-0.034346i,-0.051034-0.016589i,-0.035239-0.0052691i
-0.22587+0.2131i,-0.44041+0.28791i,-0.6021+0.28262i,-0.56852+0.32031i,-0.32393+0.30413i,-0.055546+0.07556i,0.05345-0.15743i,0.032894-0.19047i,-0.0038743-0.098602i,0.00063383-0.044544i,0.0028083-0.069324i,-0.019317-0.071593i,-0.0060974-0.02431i,0.022196-0.0074195i,0.021609-0.018059i,0.020367-0.02503i,0.026496-0.036772i,0.025548-0.03958i,0.03085-0.026136i,0.043361-0.01363i,0.043828-0.0081237i,0.025229-0.0036079i,0.0025025+0.0085711i
-0.20857-0.22117i,-0.20176-0.349i,0.066296-0.42087i,0.29299-0.51213i,0.20005-0.53338i,0.015552-0.38225i,-0.078081-0.25788i,-0.11122-0.19574i,-0.057224-0.093153i,0.0061569-0.018072i,-0.0057507+0.036645i,0.00046063+0.079336i,0.03438+0.055458i,0.036207+0.025489i,0.017625+0.018385i,-0.0075862+0.013851i,-0.023842+0.019155i,-0.016649+0.028262i,-0.0061947+0.029366i,-0.0054024+0.025018i,-0.00079984+0.023867i,0.005694+0.021182i,-0.0019853+0.0091088i
0.26678-0.31959i,0.29784-0.50182i,0.016008-0.33771i,-0.27842+0.15334i,-0.2795+0.46345i,-0.24033+0.40692i,-0.26077+0.31774i,-0.16881+0.23791i,-0.074446+0.072791i,-0.062743-0.0031124i,-0.030802+0.0059231i,-0.015124-0.007003i,-0.046609+0.013064i,-0.054646+0.056605i,-0.035442+0.077705i,-0.01729+0.091755i,-0.0074261+0.10665i,-0.0038791+0.10216i,0.0027024+0.060915i,0.0063395+0.005938i,0.0026947-0.029069i,0.0069206-0.03566i,0.022237-0.026525i
0.33312+0.45051i,0.66458+0.66791i,0.87378+0.44839i,0.79328-0.099634i,0.56778-0.38135i,0.46459-0.28616i,0.41183-0.15745i,0.22231-0.059652i,0.025847+0.042772i,-0.035638+0.089766i,-0.0025748+0.092767i,0.043396+0.058675i,0.035368-0.0072857i,-0.0025676-0.04636i,-0.0081709-0.048053i,0.0094565-0.04947i,0.022266-0.050627i,0.025961-0.042617i,0.014416-0.027981i,-0.011348-0.0088935i,-0.032092+0.0036656i,-0.03706+0.0084429i,-0.02831+0.0065636i
-0.55856+0.1934i,-1.0205+0.34992i,-1.1881+0.46828i,-0.94259+0.51678i,-0.61022+0.39504i,-0.47992+0.15653i,-0.43295+0.043927i,-0.27003+0.070471i,-0.072372+0.10314i,0.038137+0.083782i,0.063098+0.028461i,0.04708-0.023069i,0.040791-0.060529i,0.038729-0.085368i,0.0077436-0.080404i,-0.039457-0.043148i,-0.072096-0.0037942i,-0.069264+0.0095036i,-0.021768-0.011344i,0.025654-0.045151i,0.027694-0.051742i,0.0050053-0.031467i,-0.015198-0.013604i
-0.051201-0.49638i,0.014038-0.78045i,0.18974-0.83054i,0.22173-0.74873i,0.039003-0.60621i,-0.066611-0.35736i,-0.055434-0.20705i,-0.023826-0.2486i,0.025674-0.33032i,0.0060128-0.29904i,-0.043583-0.14849i,-0.027356-0.030923i,-0.020303-0.0090129i,-0.057965-0.010531i,-0.10705-0.0042179i,-0.13331+0.015205i,-0.10441+0.01553i,-0.067249-0.015754i,-0.066011-0.020882i,-0.059239+0.023209i,-0.015241+0.066921i,0.024894+0.065394i,0.02125+0.038852i
0.41333-0.083768i,0.48205-0.093132i,0.18838+0.17258i,-0.020118+0.62386i,0.073681+0.76962i,0.046069+0.56959i,-0.055468+0.45583i,0.013073+0.43099i,0.086617+0.31405i,0.091625+0.15311i,0.054228-0.0040696i,-0.021706-0.058789i,-0.034872-0.0029311i,0.0029381+0.019267i,0.016651-0.0067515i,0.0090006-0.030135i,-0.004941-0.050908i,-0.024185-0.069032i,-0.04525-0.070061i,-0.055148-0.053315i,-0.050294-0.037016i,-0.039609-0.023709i,-0.011405-0.0083243i
0.15184+0.52012i,0.47536+0.65972i,0.76834+0.21194i,0.63911-0.47786i,0.30253-0.71102i,0.20191-0.61083i,0.14451-0.49526i,-0.0028672-0.23881i,-0.065487+0.028064i,-0.079426+0.097227i,-0.077148+0.1044i,-0.044324+0.086991i,-0.054223+0.027324i,-0.078446-0.0021686i,-0.083155-0.014879i,-0.11356-0.024148i,-0.1615+0.0013976i,-0.1764+0.033886i,-0.12139+0.045931i,-0.034265+0.032702i,-0.00078518+0.0016667i,-0.014594-0.011066i,-0.012017-0.0046453i
-0.6844-0.045971i,-1.2156+0.13156i,-1.3144+0.50437i,-0.86349+0.75287i,-0.45357+0.67187i,-0.43002+0.50462i,-0.50103+0.363i,-0.41877+0.091249i,-0.2537-0.20098i,-0.16153-0.26777i,-0.16251-0.13169i,-0.12573+0.00011324i,-0.005017-0.0085853i,0.095465-0.10087i,0.10641-0.14545i,0.086874-0.12572i,0.095906-0.10074i,0.11471-0.077156i,0.11075-0.050371i,0.065577-0.030806i,0.0033569-0.0072539i,-0.039594+0.018791i,-0.061904+0.033483i
0.32916-0.57121i,0.53724-1.0306i,0.49784-1.2378i,0.19636-1.0579i,0.011285-0.75565i,0.11335-0.61824i,0.24719-0.65265i,0.24568-0.63703i,0.17623-0.48146i,0.1171-0.26996i,0.13348-0.11163i,0.19543-0.079514i,0.15944-0.085085i,0.043556-0.015698i,-0.0272+0.036154i,-0.04789+0.008836i,-0.036535-0.027113i,-0.0022566-0.030339i,0.020247-0.018221i,0.019871-0.02142i,-0.006635-0.03543i,-0.029619-0.035366i,-0.0099831-0.017335i
0.26948+0.42164i,0.35998+0.74091i,0.24921+0.95569i,0.19873+0.97705i,0.28726+0.79887i,0.20871+0.5208i,-0.01289+0.34851i,-0.14795+0.31264i,-0.14223+0.31978i,-0.074768+0.27184i,-0.098087+0.16527i,-0.19901+0.11221i,-0.19641+0.092568i,-0.098091+0.0044838i,-0.049876-0.097866i,-0.06763-0.13718i,-0.10028-0.14355i,-0.10499-0.16159i,-0.075368-0.14161i,-0.032216-0.051384i,0.015601+0.022452i,0.020028+0.035986i,-0.030525+0.032626i
-0.29623+0.29796i,-0.32399+0.2397i,-0.20502-0.14822i,-0.19826-0.60416i,-0.33991-0.80012i,-0.36536-0.8043i,-0.3136-0.7739i,-0.24464-0.62866i,-0.10322-0.3796i,0.0088953-0.17527i,0.045768-0.044141i,0.065911+0.022357i,0.054135+0.060043i,0.041493+0.11669i,0.067168+0.12451i,0.099441+0.070321i,0.11686+0.038114i,0.10055+0.035857i,0.03949+0.0042901i,-0.037827-0.053739i,-0.084717-0.075359i,-0.065404-0.06375i,-0.00079284-0.05368i
-0.57722+8.5181i,1.1956+8.1921i,4.5683+9.1611i,6.5145+6.742i,6.0474+2.6844i,3.483-0.7239i,0.71696-1.4261i,-0.43498-0.49074i,-0.21705+0.49484i,0.71786+0.90137i,1.4419+0.42765i,1.6072-0.35733i,1.5247-0.87512i,1.2062-0.91454i,0.89782-0.72944i,0.63115-0.67331i,0.21154-0.66435i,-0.067541-0.414i,0.083704-0.026274i,0.43567+0.12111i,0.68147-0.037129i,0.67864-0.24468i,0.45256-0.29135i
0.56316-0.14734i,0.79427-0.39111i,0.63597-0.51871i,0.30324-0.36919i,0.1482-0.22317i,0.078662-0.33184i,0.024031-0.44866i,0.125-0.39116i,0.25916-0.26693i,0.24307-0.11742i,0.19982+0.029206i,0.20998+0.056225i,0.17079+0.004357i,0.079011+0.032437i,0.014816+0.10479i,0.0033477+0.12995i,0.025155+0.13507i,0.04833+0.14281i,0.027915+0.12359i,-0.045709+0.07134i,-0.10787+0.030545i,-0.11081+0.0017279i,-0.084163-0.02902i
-0.1275+0.47681i,-0.17477+0.75163i,-0.14331+0.62285i,-0.11418+0.18817i,-0.12509-0.059886i,-0.0652-0.085468i,0.074204-0.18006i,0.20148-0.32021i,0.27025-0.31922i,0.21887-0.20407i,0.062909-0.062333i,-0.041751+0.056008i,-0.035719+0.07425i,-0.013278+0.023337i,-0.0079643+0.0075221i,0.026186+0.013645i,0.084238-0.0060206i,0.1186-0.029345i,0.10602-0.026799i,0.077796-0.0030488i,0.054051+0.0066201i,0.014217+0.013269i,-0.0084709+0.044547i
-0.37593-0.23174i,-0.57845-0.33348i,-0.48551-0.22838i,-0.2177-0.054216i,-0.09405+0.0074196i,-0.07983+0.04989i,-0.07381+0.048121i,-0.1244-0.063556i,-0.15379-0.10541i,-0.072691-0.034973i,0.023539-0.015792i,0.051006-0.05879i,0.046667-0.064223i,0.057018-0.033785i,0.071162-0.021839i,0.06773-0.047571i,0.032792-0.10376i,-0.030478-0.12704i,-0.055709-0.070593i,-0.00014407+0.0079609i,0.068308+0.046528i,0.086509+0.057577i,0.084455+0.055967i
0.31726-0.30448i,0.39408-0.48273i,0.15003-0.40514i,-0.13109-0.065059i,-0.078515+0.20791i,0.092333+0.25132i,0.15166+0.29216i,0.16838+0.43266i,0.20847+0.47625i,0.24523+0.3325i,0.19367+0.17444i,0.089471+0.16341i,0.036188+0.1785i,-0.013764+0.10524i,-0.084479+0.052959i,-0.10914+0.055869i,-0.11199+0.052221i,-0.12521+0.048995i,-0.11425+0.043297i,-0.076738+0.016163i,-0.036017-0.014491i,0.0030612-0.033294i,0.024648-0.042389i
0.26015+0.46086i,0.57953+0.73665i,0.9094+0.6742i,1.0158+0.29171i,0.77139-0.04257i,0.39936-0.10087i,0.20188+0.026863i,0.18802+0.13547i,0.18199+0.14169i,0.11218+0.089258i,0.053684+0.066699i,0.044367+0.094634i,0.041658+0.11324i,0.0063845+0.096532i,-0.036262+0.076997i,-0.077124+0.08462i,-0.1184+0.13506i,-0.12927+0.19726i,-0.098734+0.19886i,-0.039259+0.13157i,0.010211+0.050632i,0.019691+0.0030353i,0.015483-0.014129i
-0.55297+0.013299i,-0.99856+0.015696i,-1.2444-0.032681i,-1.2259-0.06155i,-1.039+0.027078i,-0.73204+0.1833i,-0.42245+0.27157i,-0.23707+0.20912i,-0.1779+0.057639i,-0.12507-0.066943i,-0.046041-0.17723i,-0.035918-0.26331i,-0.064834-0.23013i,-0.025281-0.1244i,0.04626-0.044191i,0.087788-0.0045554i,0.10974-0.0038255i,0.12362-0.031932i,0.11438-0.042076i,0.072804-0.01299i,0.04328+0.026645i,0.041291+0.038019i,0.026693+0.020208i
0.1974-0.44937i,0.45074-0.68633i,0.77429-0.62575i,0.95829-0.41792i,0.83325-0.28699i,0.57556-0.17611i,0.38532-0.097499i,0.18457-0.070187i,-0.0043317-0.022943i,-0.052331+0.019886i,-0.023818+0.023857i,-0.01797+0.01747i,-0.042085+0.013043i,-0.073937+0.016166i,-0.091516+0.033939i,-0.07621+0.059537i,-0.039886+0.067087i,-0.025679+0.043462i,-0.029038-0.00014356i,-0.021824-0.033701i,-0.0078089-0.036568i,0.016081-0.024151i,0.027948-0.010924i
0.30148+0.20273i,0.25807+0.27392i,-0.21366+0.30246i,-0.65449+0.41327i,-0.60139+0.46533i,-0.43708+0.29983i,-0.40871+0.15309i,-0.29418+0.12932i,-0.12097+0.094092i,-0.028199+0.021439i,-0.0071336-0.061321i,-0.025657-0.099769i,-0.019721-0.072066i,0.024213-0.060269i,0.047661-0.086724i,0.02092-0.11246i,-0.032133-0.11118i,-0.060813-0.063085i,-0.037243-0.005999i,0.0072176+0.0043807i,0.025143-0.015652i,0.01866-0.022987i,0.023049-0.012994i
