-0.00097317+0.00017176i,-0.00072808+0.00016042i,-0.001296-6.2388e-06i,-0.0013482+9.2761e-05i,-0.0022472+0.00091383i,-0.0031057+0.0015734i,-0.0019493+0.0021358i,-9.7123e-05+0.0023241i,0.001241+0.0014402i,0.0010642+0.00068233i,0.0005678+0.00027967i,0.00045389+0.00038666i,0.00062877+0.00059959i,-2.9335e-05+0.00021502i,-0.00041483+0.0002946i,8.6606e-05+0.0005569i,0.00033579+0.00025012i,0.00046846-9.4451e-05i,0.00070701+0.00041597i,0.00082685+0.00051642i,0.00043757+0.00040036i,-4.2964e-05+0.0002272i,5.9359e-05+0.00087081i
-0.044436+0.075927i,-0.022983+0.12629i,0.030535+0.18361i,0.066611+0.21318i,0.09614+0.10066i,0.12647-0.087115i,0.13126-0.1663i,0.095576-0.14132i,0.03208-0.092948i,-0.019986-0.040536i,-0.04847+0.00021901i,-0.054038+0.014781i,-0.047938+0.0084915i,-0.068573+0.001331i,-0.10353+0.013063i,-0.099391+0.035898i,-0.05996+0.042187i,-0.028712+0.02327i,-0.027421-0.0023804i,-0.043071-0.015727i,-0.043561-0.013689i,-0.022809-0.0024152i,-0.0074454+0.01078i
0.0087005-0.10422i,0.080784-0.19366i,0.18098-0.32445i,0.18082-0.41535i,0.10387-0.32329i,0.065062-0.1414i,0.044041-0.059887i,0.030712-0.031678i,0.059355-0.011764i,0.072955-0.044174i,0.047698-0.067699i,0.031717-0.050345i,0.029153-0.032291i,0.03516-0.023854i,0.050639-0.016526i,0.060794-0.0058038i,0.055173+0.0016651i,0.037228+0.0010454i,0.024728-0.0049277i,0.025454-0.017968i,0.018268-0.030405i,-0.0014241-0.028762i,-0.010831-0.016007i
-0.002567+0.028521i,-0.15656+0.1173i,-0.34465+0.29559i,-0.34379+0.44348i,-0.21183+0.42131i,-0.14352+0.29674i,-0.11889+0.1954i,-0.081976+0.099032i,-0.068489+0.036969i,-0.056356+0.061029i,-0.018661+0.080814i,-0.0079256+0.052613i,-0.024642+0.028908i,-0.028634+0.020022i,-0.018947+0.0073222i,-0.0059533-0.01401i,0.0079423-0.034886i,0.021138-0.043448i,0.02349-0.037165i,0.013856-0.01402i,0.0057184+0.0099032i,-0.00018618+0.013485i,-0.0063659+0.009707i
0.024125+0.018658i,0.13261-0.070991i,0.24222-0.21917i,0.23796-0.29911i,0.18596-0.29078i,0.19806-0.27191i,0.17522-0.23391i,0.063632-0.13543i,-0.029839-0.045959i,-0.058076-0.018987i,-0.057051-0.013612i,-0.042291+0.0034439i,-0.01621+0.01875i,-0.0010364+0.027363i,-0.0067708+0.036117i,-0.019163+0.036782i,-0.03538+0.031018i,-0.053183+0.03158i,-0.054858+0.034252i,-0.045493+0.019167i,-0.040721-0.003027i,-0.030258-0.0040684i,-0.0071064+0.0030792i
-0.058266-0.0039041i,-0.080225+0.070137i,-0.079223+0.14838i,-0.066419+0.14787i,-0.085331+0.12154i,-0.16081+0.13973i,-0.1812+0.1547i,-0.09214+0.11844i,0.0018534+0.060229i,0.038419+0.024035i,0.043207+0.011807i,0.037552+0.0060198i,0.022407-0.0028577i,0.011511-0.022409i,0.015129-0.044279i,0.020282-0.046667i,0.023222-0.027849i,0.025682-0.011418i,0.021606-0.0090014i,0.022876-0.00022607i,0.033583+0.017121i,0.031423+0.020075i,0.013495+0.0091217i
0.027774-0.0089056i,-0.020472+0.020005i,-0.077073+0.10886i,-0.036106+0.18367i,0.059639+0.15061i,0.1078+0.091032i,0.12645+0.080157i,0.11096+0.044452i,0.054528+0.0051681i,0.020436+0.007738i,0.014649+0.012228i,0.0086444+0.0097213i,0.012092+0.016808i,0.019999+0.028383i,0.016797+0.03638i,0.0074292+0.03229i,0.00011391+0.012809i,-0.0001519-0.0011382i,0.0069039+0.004089i,0.01123+0.010483i,0.012532+0.0034302i,0.020117-0.0055055i,0.02565-0.0046213i
0.042101+0.0054293i,0.15444-0.10998i,0.25585-0.32197i,0.19623-0.44129i,0.065168-0.35515i,0.056063-0.23497i,0.081122-0.1971i,0.05698-0.12959i,0.053951-0.044157i,0.04682-0.033988i,0.0065887-0.042309i,-0.012427-0.0296i,-0.010542-0.029982i,-0.021228-0.036266i,-0.041906-0.025851i,-0.055464+0.0027421i,-0.052733+0.03314i,-0.040506+0.038966i,-0.027992+0.016025i,-0.022337-0.017089i,-0.02468-0.036983i,-0.025877-0.03441i,-0.019745-0.024806i
-0.068907+0.030428i,-0.13784+0.1642i,-0.16604+0.34684i,-0.11845+0.39082i,-0.088847+0.27522i,-0.14414+0.16261i,-0.17857+0.1201i,-0.11759+0.088348i,-0.036943+0.038292i,0.00058148+0.010004i,0.015339+0.0092669i,0.018536+0.0098657i,0.012261+0.0071497i,0.013207+0.0046138i,0.028919-0.0058559i,0.04998-0.028878i,0.062734-0.050529i,0.057682-0.056321i,0.032555-0.039638i,0.008357-0.0033039i,0.00042433+0.030048i,-0.0053043+0.040684i,-0.013461+0.035804i
0.03808-0.069165i,0.016697-0.19357i,-0.047986-0.31028i,-0.074452-0.29476i,-0.0046619-0.17143i,0.10436-0.0685i,0.14578-0.031128i,0.096001-0.025142i,0.026282-0.0097457i,-0.0063332+0.0071462i,-0.016677+0.011599i,-0.019053+0.017365i,-0.0060994+0.023801i,0.012916+0.020497i,0.021217+0.014513i,0.012256+0.011936i,-0.011589+0.0097892i,-0.025111+0.010531i,-0.009585+0.0028414i,0.0044433-0.024235i,-0.0029507-0.043691i,-0.0055616-0.038893i,0.0039721-0.028297i
0.015798+0.057766i,0.067269+0.077029i,0.097779+0.061666i,0.044335+0.045818i,-0.031494+0.028992i,-0.06707-0.018079i,-0.076589-0.065691i,-0.063343-0.065958i,-0.039035-0.035146i,-0.021713-0.0056486i,-0.0050155+0.0086958i,0.0006984+0.00026913i,-0.021841-0.013i,-0.055299-0.01416i,-0.072223+0.0015088i,-0.058695+0.026368i,-0.022516+0.038011i,0.0042944+0.030185i,0.0023472+0.023127i,-0.0037614+0.034806i,0.0066809+0.046807i,0.013209+0.041486i,0.0059667+0.033617i
-0.058793+0.003322i,-0.12101+0.10072i,-0.12784+0.24302i,-0.043208+0.26673i,0.02848+0.16197i,0.012435+0.10809i,-0.0068326+0.12295i,-0.0036167+0.088289i,-0.017541+0.02633i,-0.021559+0.007413i,-0.0036764+0.013033i,0.01311+0.019098i,0.035581+0.021872i,0.062132+0.011638i,0.074387-0.021463i,0.064972-0.065908i,0.040759-0.088286i,0.01945-0.074284i,0.013561-0.044944i,0.01508-0.026573i,0.010369-0.024477i,0.0056982-0.024572i,0.0084001-0.018129i
0.062359-0.044785i,0.083401-0.15208i,0.061207-0.26133i,0.014223-0.23521i,0.01529-0.087666i,0.089855-0.00075703i,0.14317-0.0087697i,0.12948-0.010726i,0.095244+0.013984i,0.064494+0.02729i,0.033159+0.021707i,0.0071374+0.014464i,-0.012857+0.012561i,-0.036604+0.014407i,-0.057659+0.030131i,-0.060741+0.056226i,-0.052461+0.066162i,-0.043659+0.052655i,-0.031604+0.024345i,-0.02262-0.0072188i,-0.020284-0.024515i,-0.016804-0.025889i,-0.0097344-0.023297i
-0.0066042+0.075156i,0.037168+0.15782i,0.11688+0.21332i,0.15347+0.16462i,0.10473+0.036759i,0.023415-0.065011i,-0.034044-0.089318i,-0.048306-0.053561i,-0.023336-0.013426i,0.0048973-0.012376i,0.0037719-0.034617i,-0.012164-0.047701i,-0.018615-0.045034i,-0.012493-0.029572i,0.00086379-0.0085635i,0.01296+0.0053366i,0.020427+0.0059382i,0.020088-0.00037892i,0.012459+0.0072375i,0.013235+0.034469i,0.018928+0.055933i,0.015549+0.057512i,0.0087712+0.04769i
-0.028592-0.059831i,-0.068214-0.096871i,-0.092524-0.10936i,-0.068539-0.10481i,-0.032347-0.083701i,-0.033626-0.022599i,-0.039367+0.040627i,-0.022159+0.051159i,-0.0086218+0.022379i,-0.01312-0.0049934i,-0.018651+0.0002189i,-0.0030074+0.023958i,0.030865+0.025894i,0.055442+0.00069206i,0.052823-0.035827i,0.024582-0.061709i,-0.0048717-0.054983i,-0.012037-0.030096i,-0.0093834-0.024715i,-0.020224-0.04469i,-0.033733-0.057661i,-0.029906-0.048879i,-0.021469-0.036528i
0.057168-0.0017375i,0.084796-0.044929i,0.05447-0.10166i,-0.019548-0.081871i,-0.051012+0.0013217i,-0.016739+0.026257i,0.01589-0.0096597i,0.02284-0.028842i,0.020934-0.020432i,0.01578-0.0028993i,0.01554+0.0055793i,0.0093797+0.0037425i,-0.01624+0.011741i,-0.042344+0.032792i,-0.041773+0.059807i,-0.011877+0.081311i,0.019057+0.076781i,0.028041+0.050948i,0.028403+0.031702i,0.03728+0.028501i,0.045408+0.024582i,0.037446+0.014633i,0.024282+0.013801i
-0.048368+0.045943i,-0.068922+0.10341i,-0.039643+0.13316i,0.010267+0.064772i,0.021992-0.042658i,0.0013456-0.074379i,-0.018356-0.049269i,-0.039283-0.029234i,-0.05135-0.016852i,-0.044933-0.0058301i,-0.038607+0.001003i,-0.030792+0.0027054i,-0.014586-0.0064699i,0.0038991-0.023575i,0.015109-0.043481i,0.013258-0.06217i,0.0082099-0.068961i,0.0043728-0.058628i,-0.0058488-0.040449i,-0.02095-0.022473i,-0.029471-0.0066163i,-0.02242+0.0014749i,-0.0074714+0.0010508i
0.0040332-0.070561i,-0.025587-0.12048i,-0.088624-0.11169i,-0.13102-0.0096381i,-0.11367+0.10326i,-0.077335+0.13482i,-0.037629+0.11509i,0.017293+0.075546i,0.039008+0.024303i,0.025921+0.012698i,0.036605+0.034239i,0.058442+0.038164i,0.054342+0.023816i,0.026509+0.011666i,-0.0086057+0.0074519i,-0.035267+0.007638i,-0.043957+0.0073788i,-0.033723+0.0062448i,-0.01734+0.0020647i,-0.010446-0.0068912i,-0.011145-0.013696i,-0.012593-0.014959i,-0.012617-0.015101i
0.042939+0.06i,0.088528+0.10586i,0.12353+0.11082i,0.12224+0.067862i,0.10856+0.036097i,0.12895+0.027088i,0.14089-4.7542e-05i,0.094965-0.027838i,0.049089-0.015129i,0.04031-0.003243i,0.023054-0.024455i,-0.013779-0.036685i,-0.033686-0.019957i,-0.027508+0.0024003i,-0.004598+0.017341i,0.021969+0.02534i,0.030896+0.026475i,0.019673+0.022015i,0.013203+0.020471i,0.027496+0.026746i,0.042612+0.031362i,0.03915+0.029311i,0.027706+0.025978i
-0.064977+0.00034093i,-0.10554+0.010959i,-0.088259+0.031645i,-0.017815+0.015348i,0.028755-0.056837i,0.01699-0.10335i,-0.01411-0.083008i,-0.026647-0.032976i,-0.015181+0.00020945i,-0.0069203-0.0027049i,-0.021755-0.0060108i,-0.031229+0.0063219i,-0.019231+0.0030824i,-0.0048328-0.01631i,-0.0024641-0.029694i,-0.010895-0.032422i,-0.01559-0.029158i,-0.012299-0.020774i,-0.017992-0.012409i,-0.03622-0.011102i,-0.043753-0.011866i,-0.030775-0.012165i,-0.018494-0.011925i
0.047201-0.053497i,0.08124-0.10331i,0.070963-0.11013i,0.026269-0.035538i,-0.0048174+0.051311i,-0.031914+0.065316i,-0.04375+0.049279i,-0.010039+0.040918i,0.017386+0.022163i,0.016583+0.012476i,0.028255+0.0080285i,0.042379-0.0040794i,0.03812-0.0040882i,0.024097+0.0093152i,0.012071+0.023219i,0.0080453+0.031354i,0.0063443+0.028976i,0.010257+0.017001i,0.026901-0.001154i,0.043421-0.019851i,0.037684-0.03066i,0.014134-0.026027i,0.0021836-0.011073i
0.0098676+0.066929i,0.029179+0.11834i,0.061284+0.088249i,0.072301-0.032248i,0.057896-0.10701i,0.069557-0.078452i,0.076514-0.051856i,0.025897-0.045975i,-0.012273-0.012167i,-0.0085875+0.006562i,-0.020385+0.00052649i,-0.038534+0.0079477i,-0.032677+0.018419i,-0.014871+0.015012i,0.0020348-0.0019542i,0.01386-0.022994i,0.019548-0.029574i,0.012797-0.022313i,-0.00614-0.010584i,-0.023236+0.0062005i,-0.026597+0.020945i,-0.016135+0.024158i,-0.0034203+0.018243i
-0.060358-0.041313i,-0.12516-0.077636i,-0.17162-0.061683i,-0.15234+0.0083149i,-0.11055+0.027029i,-0.11513-0.022812i,-0.12233-0.027967i,-0.072382+0.0080655i,-0.021595+0.0066715i,-0.013316+0.0036439i,-0.00041464+0.028124i,0.022786+0.035949i,0.023452+0.019115i,0.0063247+0.0041684i,-0.012028+0.0039162i,-0.025441+0.01037i,-0.030132+0.0075451i,-0.026038+1.3582e-05i,-0.018362-0.0020879i,-0.013936-0.0056689i,-0.0097919-0.0085913i,-0.0037018-0.0088462i,-0.0032128-0.012849i
0.060676-0.012133i,0.12537-0.030029i,0.1432-0.054694i,0.086494-0.053392i,0.025044+0.011787i,0.0171+0.094489i,0.039435+0.10455i,0.043633+0.047381i,0.017864+0.006252i,0.00048315+0.0045407i,0.0073894-0.0032754i,0.011172-0.02284i,0.0098644-0.029256i,0.011381-0.02321i,0.0095132-0.01347i,0.0070293-0.0021467i,0.0062796+0.006455i,0.0040068+0.006835i,0.0052585+0.00015394i,0.013792-0.002869i,0.021607+0.0018414i,0.020778+0.0087143i,0.013529+0.014026i
-0.029548+0.064855i,-0.06486+0.13325i,-0.074768+0.16851i,-0.0493+0.12356i,-0.0080256+0.051803i,0.043871+0.010845i,0.064575-0.018372i,0.02967-0.028603i,0.0045186-0.01168i,0.007411-0.0092126i,-0.006379-0.010706i,-0.02275+0.004712i,-0.022298+0.01118i,-0.017422+0.0050912i,-0.0097625-0.0012419i,0.00033971-0.0058316i,0.0076728-0.005531i,0.0088884+0.002528i,0.00014333+0.017439i,-0.010513+0.02998i,-0.0096266+0.024745i,0.00038631+0.0055239i,0.0046754-0.0064756i
-0.023281-0.058513i,-0.051594-0.11833i,-0.066463-0.11357i,-0.029451-0.029126i,0.022661+0.010714i,0.00712-0.030676i,-0.02931-0.031779i,-0.0043251+0.0043037i,0.020835+0.0017158i,0.009442-0.0040562i,0.0086661+0.002076i,0.014367-0.00063725i,0.0093294-0.000851i,0.0035323+0.0040709i,-0.0001677+0.0080133i,-0.0033455+0.011509i,-0.0057356+0.01056i,-0.00048046+0.0031238i,0.014088-0.010041i,0.022393-0.028358i,0.012187-0.038651i,-0.0071076-0.032316i,-0.014668-0.019775i
0.065715+0.018994i,0.14788+0.030946i,0.19605-0.0026584i,0.14104-0.066774i,0.05146-0.055729i,0.043275+0.022335i,0.072315+0.030506i,0.048489-0.010613i,0.014035-0.0065154i,0.012257+0.0048303i,0.0052525-0.0082744i,-0.010946-0.013811i,-0.010452-0.0083173i,0.0011931-0.0066746i,0.0093602-0.010417i,0.010491-0.015747i,0.01136-0.019378i,0.0082387-0.019688i,-0.0031763-0.014044i,-0.011584+0.0028524i,-0.013097+0.024192i,-0.010091+0.037053i,-0.002288+0.036172i
-0.053215+0.038012i,-0.11905+0.087195i,-0.14863+0.14264i,-0.097893+0.15545i,-0.028504+0.085799i,-0.0043388-0.016594i,-0.017645-0.052416i,-0.025391-0.020461i,-0.0050749+0.0018845i,0.0062905-0.0018634i,0.003828+0.0072541i,0.0098242+0.02439i,0.011865+0.027025i,0.002634+0.022574i,-0.0043152+0.016344i,-0.0032985+0.0067198i,-0.00198-0.0010335i,-0.00092429-0.0016723i,0.0034497+0.00070346i,0.0064569-0.0041148i,0.0090494-0.012864i,0.012083-0.016578i,0.0078324-0.016997i
0.0034704-0.067319i,0.012676-0.15456i,0.022436-0.22246i,0.029816-0.21951i,0.022425-0.16996i,-0.014967-0.10274i,-0.035125-0.029675i,-0.0091142+0.0039267i,0.0029218-0.0017225i,-0.0061216+0.0041391i,-0.001847+0.013703i,0.00374+0.0082303i,0.0059412+0.0014172i,0.0089653-0.0046268i,0.0023977-0.0072543i,-0.01072-0.0012833i,-0.018356+0.0048404i,-0.016924-3.0614e-05i,-0.010336-0.013237i,-0.0056013-0.022315i,-0.0025711-0.018834i,0.0013002-0.0064376i,0.004048+0.0028555i
0.045663+0.043156i,0.094149+0.09279i,0.10591+0.11893i,0.030545+0.10588i,-0.060026+0.11354i,-0.063213+0.13331i,-0.021036+0.085423i,-0.014437+0.021706i,-0.012433+0.01099i,0.0098576+0.0087011i,0.012876-0.0045321i,0.001073-0.010722i,-0.0048603-0.015232i,-0.0067295-0.01693i,-0.00098561-0.012912i,0.0087627-0.0074234i,0.012749-0.0010644i,0.0043906+0.0086034i,-0.010136+0.02384i,-0.014944+0.040028i,-0.0090324+0.039739i,0.00048546+0.02075i,0.0056915+0.0056659i
-0.056275+0.013172i,-0.13284+0.031851i,-0.16863+0.068977i,-0.085598+0.095661i,0.042591+0.055414i,0.076095-0.013264i,0.033438-0.01024i,0.013886+0.025268i,0.015796+0.018985i,0.005824+0.0055418i,0.00082929+0.009557i,0.0042846+0.012584i,0.0025515+0.013458i,-0.0032304+0.015159i,-0.0076112+0.017113i,-0.0058629+0.015066i,0.0015269+0.0078293i,0.010134+0.00021144i,0.017444-0.012009i,0.015524-0.030955i,0.0022797-0.04249i,-0.012843-0.041255i,-0.019782-0.033347i
0.025695-0.052337i,0.064215-0.12614i,0.08252-0.20531i,0.041358-0.2268i,-0.017739-0.16504i,-0.028226-0.072938i,0.0071386-0.029814i,0.028011-0.030783i,0.01407-0.021463i,0.0042194-0.0023175i,0.002171+0.0018249i,-0.0066397-0.00058264i,-0.0073227-0.00055728i,0.001508-0.0037179i,0.005539-0.0053984i,0.00081497+0.0001375i,-0.0036323+0.0036051i,-0.004677-0.00046737i,-0.0082448-0.00066646i,-0.0095337+0.013847i,-0.0067674+0.033118i,-0.0042355+0.043028i,-0.00048523+0.038957i
0.02169+0.049142i,0.045185+0.13306i,0.054979+0.22101i,0.032456+0.26341i,0.0052473+0.2492i,0.012167+0.17792i,0.01852+0.079951i,0.00032842+0.022354i,-0.0030988+0.012461i,0.0027321+0.0038737i,-0.0013126-0.0062923i,-0.0051671-0.0067373i,-0.0088845-0.0034286i,-0.011301+0.00093342i,-0.0051783-0.0025278i,0.0052223-0.014371i,0.01009-0.017624i,0.011072-0.0069409i,0.013696+0.0077743i,0.017302+0.012678i,0.020188+0.0060853i,0.019704+0.00064758i,0.013602+0.00061652i
-0.050915-0.011806i,-0.11174-0.04034i,-0.1292-0.082886i,-0.038723-0.13757i,0.083866-0.19083i,0.11623-0.18961i,0.075527-0.10879i,0.042784-0.034591i,0.015507-0.014913i,-0.012528-0.0033831i,-0.015101+0.013078i,-0.00031421+0.019696i,0.012163+0.018119i,0.015024+0.011015i,0.0058636+0.0068236i,-0.0053763+0.0072119i,-0.010705+0.0018515i,-0.010216-0.012827i,-0.0096043-0.032335i,-0.01278-0.048138i,-0.014733-0.050493i,-0.011393-0.039089i,-0.006703-0.024125i
0.034738-0.032085i,0.085788-0.072026i,0.10358-0.10154i,0.017039-0.082539i,-0.11847-0.019472i,-0.16178+0.019153i,-0.10711-0.008042i,-0.052177-0.036689i,-0.024193-0.023965i,-0.0028112-0.0059804i,0.0042351-0.0032025i,0.002137-0.0054228i,0.0026831-0.011449i,0.0033765-0.018262i,0.0039945-0.01919i,0.0045053-0.0099804i,0.0029397+0.0026418i,0.00073936+0.011893i,0.0012134+0.023471i,0.0070206+0.038329i,0.013294+0.044275i,0.01744+0.034929i,0.019963+0.021171i
0.0039701+0.046312i,-0.00054906+0.11473i,0.0019853+0.19342i,0.038789+0.22503i,0.090469+0.19107i,0.097494+0.13543i,0.048332+0.098028i,0.0064289+0.071329i,0.0065309+0.037198i,0.012726+0.0087765i,0.0094786+0.00040256i,0.0047268+0.0012642i,-0.0016475+0.0036406i,-0.0082203+0.0086187i,-0.010544+0.0089939i,-0.0081491+0.00017293i,-0.0034177-0.0069392i,0.0034072-0.0073373i,0.0071189-0.013632i,0.00048965-0.027142i,-0.012221-0.035786i,-0.02118-0.034255i,-0.021934-0.025407i
-0.034461-0.026736i,-0.07731-0.08181i,-0.10673-0.16659i,-0.089026-0.24299i,-0.04445-0.26896i,-0.014329-0.21511i,0.0094013-0.11544i,0.029529-0.045832i,0.027783-0.019914i,0.015859-0.0062538i,0.0089306+0.0036597i,0.0063339+0.0088767i,0.010107+0.0090151i,0.012838+0.0042324i,0.010611+0.0049921i,0.006121+0.011962i,-0.00029515+0.012694i,-0.010769+0.0055604i,-0.023202+0.0035777i,-0.027368+0.010686i,-0.022115+0.020251i,-0.016573+0.023938i,-0.012965+0.018121i
0.035686-0.0082321i,0.088623-0.0033033i,0.11421+0.042149i,0.049007+0.13787i,-0.061922+0.22357i,-0.11086+0.21374i,-0.082058+0.11723i,-0.038131+0.037895i,-0.0041044+0.01337i,0.015081-1.3821e-05i,0.010298-0.013873i,-0.0036902-0.01469i,-0.011922-0.0061768i,-0.013098+0.0010042i,-0.0080034-0.00025746i,0.0011087-0.0058966i,0.0098497-0.0053878i,0.016488+0.00017808i,0.024507+0.0051854i,0.034079+0.0083672i,0.04071+0.0093587i,0.040972+0.0098835i,0.034493+0.010494i
-0.011971+0.034467i,-0.03357+0.077449i,-0.035363+0.095852i,0.039929+0.048693i,0.16748-0.020419i,0.22066-0.0358i,0.16307+0.0031818i,0.084773+0.027779i,0.034236+0.01955i,0.0051442+0.0093116i,-0.0027166+0.0080721i,-0.00024412+0.0097206i,0.00041621+0.011088i,-0.00035417+0.011584i,-0.0028032+0.010689i,-0.0062061+0.0059588i,-0.0080143-0.0016378i,-0.0072196-0.0090209i,-0.0096932-0.015795i,-0.019517-0.021242i,-0.028068-0.025614i,-0.028464-0.026808i,-0.024864-0.019388i
-0.019827-0.026781i,-0.04136-0.07489i,-0.062923-0.1331i,-0.10021-0.16363i,-0.14774-0.15652i,-0.14462-0.13997i,-0.083858-0.11884i,-0.031263-0.081522i,-0.017845-0.034127i,-0.016924+0.0026829i,-0.011046+0.014038i,-0.0028605+0.0074916i,0.0039014-0.0047838i,0.0070257-0.015863i,0.0085594-0.018755i,0.0090642-0.011141i,0.0041814-0.0002889i,-0.0020452+0.010396i,0.00030053+0.02203i,0.011427+0.028298i,0.01894+0.026969i,0.019043+0.02083i,0.017868+0.012487i
0.031626+0.0032787i,0.074713+0.024441i,0.11555+0.088146i,0.11953+0.17638i,0.087308+0.2319i,0.044608+0.20941i,0.0032073+0.1287i,-0.022932+0.058671i,-0.021767+0.026233i,-0.006807+0.01386i,0.0018997+0.0079287i,-0.00051529+0.0038897i,-0.0071757+0.0032614i,-0.010575+0.0061572i,-0.011029+0.0060519i,-0.0085215+0.00020933i,-0.00026549-0.0082028i,0.0074575-0.017909i,0.0070461-0.031174i,-0.00097594-0.039953i,-0.0081725-0.038271i,-0.0096489-0.030294i,-0.0076258-0.020928i
-0.012609+0.019852i,-0.044226+0.02489i,-0.072679-0.012015i,-0.043852-0.11255i,0.038931-0.21221i,0.093981-0.20741i,0.083102-0.11626i,0.04614-0.041626i,0.018367-0.013105i,0.0059477-0.00035531i,0.0052728+0.0098347i,0.0084481+0.012114i,0.010842+0.0058727i,0.0081375-0.0016361i,0.0033288-0.0014897i,-6.0494e-05+0.0046928i,-0.0037761+0.0074797i,-0.0065974+0.0075808i,-0.0056847+0.011405i,-0.0051241+0.020571i,-0.0097432+0.028035i,-0.016826+0.028042i,-0.018738+0.023735i
-0.0027327-0.018162i,-0.00088117-0.045669i,-0.0062706-0.053449i,-0.060828-0.00020494i,-0.15812+0.068194i,-0.20524+0.068698i,-0.153+0.020954i,-0.070451-0.005774i,-0.016068-0.0054008i,0.0050878-0.0045873i,0.0025515-0.0073786i,-0.0022556-0.0073532i,4.4747e-05-0.0065773i,0.0019-0.0077757i,0.0026182-0.010838i,0.0035628-0.011814i,0.0047097-0.0065983i,0.0044593+0.0026321i,0.0050208+0.0066986i,0.0095395+0.00081596i,0.01888-0.0057299i,0.02908-0.0040367i,0.031364-0.0026131i
0.017783+0.0068735i,0.041041+0.03117i,0.072976+0.065463i,0.11758+0.087167i,0.17156+0.097991i,0.17817+0.10907i,0.12199+0.10255i,0.066295+0.069391i,0.037903+0.026399i,0.020782-0.0058803i,0.0084999-0.01507i,0.001636-0.0059682i,-0.0013307+0.0071957i,-0.003217+0.014214i,-0.0050172+0.014779i,-0.0056644+0.009688i,-0.0046041-0.0020117i,-0.0064418-0.017365i,-0.016469-0.023832i,-0.026974-0.018236i,-0.029888-0.013803i,-0.026677-0.014278i,-0.021489-0.010008i
-0.014855+0.0042953i,-0.046797+0.00059856i,-0.08741-0.037034i,-0.11075-0.10737i,-0.10146-0.16626i,-0.057211-0.17i,-0.0074351-0.11983i,0.016582-0.063786i,0.013499-0.027373i,0.00074194-0.0066128i,-0.0049622+0.0014986i,-0.0037529+0.0013078i,-0.0018924-0.0039834i,-0.00058301-0.010335i,0.0017273-0.011441i,0.0038399-0.0053198i,0.0036268+0.0053961i,0.0087717+0.015192i,0.024218+0.018833i,0.036899+0.016485i,0.034651+0.014209i,0.022922+0.013831i,0.013917+0.010874i
0.0025621-0.010903i,0.019741-0.020599i,0.04619+0.0058948i,0.047872+0.088062i,0.0024793+0.17345i,-0.042954+0.17795i,-0.047198+0.10643i,-0.031311+0.040228i,-0.017341+0.014349i,-0.007619+0.0098148i,-0.0047081+0.0076269i,-0.0062094+0.0052827i,-0.0057813+0.0047284i,-0.0028323+0.0058353i,-0.0017227+0.0050746i,-0.0019438+0.0011836i,-0.0016362-0.0020641i,-0.0042512-0.0010663i,-0.013542+0.0003593i,-0.024465-0.0025812i,-0.026413-0.0089977i,-0.017157-0.014693i,-0.0080816-0.017064i
0.0069986+0.0049517i,0.01083+0.017643i,0.015588+0.012872i,0.049864-0.035017i,0.12034-0.095548i,0.16201-0.092935i,0.12555-0.046218i,0.056648-0.017065i,0.012909-0.007302i,0.0012753-0.001568i,0.0050204+0.0032374i,0.0075967+0.0070274i,0.0039387+0.0097472i,0.00067696+0.010806i,0.00066286+0.01114i,0.00061045+0.010339i,-0.0017173+0.003841i,-0.004903-0.0065845i,-0.0036448-0.011257i,0.0042257-0.0056169i,0.0066291+0.0045933i,-0.0030437+0.012648i,-0.010433+0.017397i
-0.0091361+0.0024439i,-0.027299-0.0035928i,-0.05622-0.016243i,-0.099714-0.024667i,-0.14827-0.034758i,-0.15877-0.056448i,-0.11383-0.061356i,-0.059297-0.036998i,-0.022511-0.0064309i,-0.0030208+0.011754i,0.0012231+0.014177i,0.00047923+0.0061811i,0.0013641-0.0032033i,0.0015384-0.0089879i,0.0011937-0.012025i,0.0034834-0.011266i,0.010096-0.0061732i,0.019405-4.0939e-05i,0.025632-0.0020942i,0.023417-0.011615i,0.019347-0.01364i,0.021214-0.0067962i,0.020897-0.0033254i
0.00549-0.008781i,0.023125-0.010549i,0.052537+0.0065925i,0.08403+0.051759i,0.097809+0.10762i,0.073403+0.12806i,0.034469+0.0993i,0.017766+0.058622i,0.017453+0.0296i,0.016318+0.011251i,0.010217+0.00257i,0.0053775+0.0016383i,0.0050782+0.0041048i,0.0035058+0.0049622i,-0.0012707+0.0046756i,-0.0052786+0.0023921i,-0.0084795-0.0034025i,-0.015116-0.0031714i,-0.022423+0.0094633i,-0.024781+0.022422i,-0.023858+0.020694i,-0.020398+0.0080231i,-0.014104+0.00023927i
-0.0023091+0.0052511i,-0.0091342+0.012713i,-0.029656-0.0014858i,-0.043019-0.055831i,-0.023057-0.11715i,0.016422-0.12682i,0.034834-0.082117i,0.030663-0.035942i,0.019936-0.012938i,0.008924-0.0057471i,0.0037535-0.006034i,0.0034516-0.0050197i,0.0011552-0.0048628i,-0.0033568-0.0073212i,-0.0046116-0.0072356i,-0.0028127-0.0038846i,-0.0025716-0.0011157i,-0.0020856-0.0070259i,0.00262-0.020449i,0.0090561-0.03061i,0.012738-0.028197i,0.010287-0.014587i,0.0078989-0.0014808i
