0.00061929+4.6681e-05i,0.00095354-0.00049429i,-0.00066607-0.0015912i,-0.0020155-0.0018086i,-0.0022982-0.00085017i,-0.0019569-0.0004687i,-0.0010582-0.00056846i,-0.00011812+0.00027675i,0.00036303+0.00072075i,0.0004559-0.00039777i,0.00011127-0.00071575i,8.7923e-05-0.00080547i,0.00017721-0.00045742i,-0.0002541+0.0001962i,-0.00062744+0.00070425i,-0.0010085+0.0009785i,-0.00057035+0.00035987i,8.9824e-05-0.00082876i,0.0004363-0.0006327i,0.0002341-0.00030115i,-0.00041556-0.00049182i,-0.00088847-0.00031103i,-0.00072333-0.0002827i
-0.00018176-0.0014016i,-0.00016797-0.0014402i,-0.00029655-0.0012424i,-0.00017531-0.00069201i,0.00030382-0.0010945i,-0.00062869-0.0014681i,-0.0019117-0.0010514i,-0.002314-0.00045907i,-0.0018372-0.00032743i,-0.00057041+4.7413e-05i,0.00028611+0.00039863i,0.00027037-0.00021227i,-0.00030969-0.00065643i,-0.00035956-7.1899e-05i,0.000106-9.8919e-05i,-9.684e-06-0.00039666i,8.8523e-05+0.00015693i,0.00066218-0.00027832i,0.00077066-0.00061091i,0.00035996-0.00041762i,-0.00046865-0.00065555i,-0.0010476-0.00023649i,-0.00083317+0.00032159i
0.00092782-0.0036421i,0.0015221-0.0025659i,0.0013899-0.0016819i,-0.00030558-0.00016039i,-0.0011599-0.00020044i,-0.0016421-0.00030696i,-0.0018435+0.00043746i,-0.00093492-7.5968e-05i,-0.00018179-0.0007373i,-0.00040484-0.00038374i,-0.0006178-0.00024693i,-0.00010291+0.00037832i,-9.9796e-05+0.00081936i,-0.00028066+0.0002558i,-4.1341e-05-0.00027063i,-0.00010063-0.00073349i,-0.00059051-0.00047993i,-0.0003395-0.00016678i,0.00022427+0.0005813i,9.2873e-05+0.0014239i,-0.00060228+0.00084076i,-0.0010149+5.3982e-05i,-0.00034762-0.00026553i
0.00029044-0.0012875i,0.00041286-0.00095499i,0.00013803-0.00016289i,0.0010642-0.00061891i,0.001386-0.0014281i,0.00054447-0.0012655i,-0.00053658-0.00066755i,-0.00081666-0.00060237i,-0.00087194-0.0011429i,-0.00072865-0.00059487i,-0.0010923+0.00056242i,-0.00079413+0.00041171i,-0.0002941-2.3419e-05i,-0.00072542+0.00017838i,-0.00016422+0.00017591i,0.00091106-0.00035947i,0.0010718-0.00056982i,0.00094416-0.00031792i,0.00076777-0.00036977i,-0.00020668-0.0002865i,-0.001033+7.2778e-05i,-0.00044894-0.00011445i,-0.0003936-0.00033266i
-2.183e-05-0.0018567i,0.00032868-0.0015937i,0.00086606-1.339e-05i,0.0012453+0.00054719i,0.00090441+0.00017052i,0.00026584-0.00019048i,-0.00080692-0.00016583i,-0.0015919-0.00053897i,-0.00072794-0.0012199i,0.00041712-0.0012099i,0.00067835-0.00044148i,2.4363e-05+0.00039106i,-0.00032529+0.00034519i,0.00023513-0.00020521i,0.00021373-2.2622e-05i,-0.00011881+0.00042684i,-0.00027617-0.00051944i,-0.00040209-0.0012544i,-0.0002497-0.001089i,3.4249e-05-0.0010192i,-1.8908e-05-0.00078231i,-0.00086185-0.00010688i,-0.0002832+0.00013809i
0.00012451-0.0020035i,-0.00066627-0.001689i,-0.00072422-0.0013182i,-0.00065989-0.0010339i,-0.00052055-0.00060407i,-0.00098245-0.00066468i,-0.0016073-0.00033113i,-0.0009431+0.00033723i,-0.00091472-0.00043312i,-0.0010691-0.0011824i,-0.00060892-0.00074547i,-0.00015691+0.00048793i,0.00042168+0.0005985i,0.00067584+0.00019562i,0.00023142-0.00021258i,0.00051719-0.0011666i,0.0010996-0.00086236i,0.00027331+8.0455e-05i,-0.00050454+0.00068493i,-0.00020814+0.00035124i,-2.8357e-05+3.5762e-05i,0.00021041-0.00016832i,4.023e-05-0.00082309i
-0.00030967-0.00091766i,0.00050416-0.00065748i,0.00072527-0.00019399i,0.00042852-0.00022837i,-8.9196e-05-0.00080336i,-0.00048949-0.0012384i,-0.00051386-0.00043322i,-0.00078826+0.00025085i,-0.0011428-0.00021985i,-0.00058389-0.00088634i,0.00042108-0.0011187i,0.00034881-0.00078019i,0.00019972-0.00010869i,0.00018985+0.00021021i,-3.7102e-05-0.00046673i,5.257e-05-0.00014553i,-3.3461e-05+0.00058896i,-4.2208e-05+0.00019265i,-0.00014006-0.0004376i,-0.00081656-0.00027371i,-0.0010528+0.00049149i,-0.00067577+0.00017483i,-0.00028271-0.00038722i
0.0010053-0.001113i,0.00043283-0.0012315i,-0.00044955-0.0014718i,-0.00047621-0.0013595i,-0.00059254-0.00091196i,-0.0012392-0.0005513i,-0.0016573+0.00027095i,-0.0015133+5.2748e-05i,-0.0013281-0.00057396i,-0.00097106-0.00015466i,-0.00045959+0.00026112i,-0.00010669+0.00030969i,0.00015245-1.0043e-05i,4.208e-05-0.00048758i,-0.00080602+0.00028i,-0.00099585+0.00075165i,-0.00041012+0.00050407i,0.00016319-0.00019184i,0.00029511-0.00052581i,-5.3911e-05-0.00036778i,-0.0002252-0.00029657i,-8.419e-05+0.00041044i,0.00065886-0.00014231i
-0.00076284-0.0017926i,-0.00014799-0.002109i,0.00013577-0.00095279i,-0.0003984-5.9664e-05i,-0.000541-3.7753e-05i,-0.00082865-0.0002821i,-0.0010181-0.00036926i,-0.0012351-0.00041418i,-0.0012334-0.00083911i,-0.0010209-0.00028071i,-0.00050643+0.00031591i,-0.00050336-0.00022667i,-0.00087965-0.0001323i,-0.00076727-0.00034375i,-0.00036703-0.00021348i,-0.00029273+0.00083747i,-0.00021055+0.00018784i,0.00022737-0.0011584i,0.00021284-0.0011563i,-0.00010321-0.0010574i,-0.00022572-0.00085409i,-0.00012136-0.00053096i,-0.00015716-0.00040817i
0.0011474-0.0030708i,0.00082344-0.002975i,0.00041788-0.0020979i,3.391e-05-0.00092918i,-0.00016525-0.00050848i,-0.00078565-0.0006063i,-0.00087397-0.00049689i,-0.00041857-2.7334e-05i,-0.00052772-0.00044689i,-0.00074711-0.00078165i,-0.0004734-0.0002368i,-0.00024568-0.00064608i,0.00028742-0.00098304i,0.00056253-0.00057344i,-6.8289e-05-0.00026577i,-0.00040501+0.00042684i,-0.00012789+0.00063637i,0.00015602+0.00083411i,0.00027027+0.0014433i,0.00015764+0.001294i,9.7234e-05+0.0006341i,-0.00034805-0.00018203i,-0.00096058-0.0002556i
0.00083862-0.00096186i,0.0010598-0.0015995i,0.00026016-0.0015928i,-0.00091229-0.00054506i,-0.0009684-0.00048116i,-0.00093143-0.00061367i,-0.0011416-0.00019951i,-0.00026954+0.00027631i,-0.00032182+2.2947e-05i,-0.0011444-0.00041305i,-0.00079537-0.00030231i,-6.8665e-05-0.00037945i,0.00069347-8.5365e-05i,-0.00020208-0.00021474i,-0.0014553-0.00048447i,-0.0014058-0.00011323i,-0.00081621+0.00039883i,-0.00058376+0.00080451i,-0.00049617+0.00071861i,-0.00078634+0.00011897i,-0.00065154-0.00049774i,-0.0005045-0.00022662i,-0.0009564-0.00034704i
9.2318e-05-0.001593i,0.00079044-0.001287i,0.00038095-0.00053393i,-0.0013075+0.00073124i,-0.0019149+0.00060518i,-0.00093757+0.00044211i,-0.00018644+0.0009689i,0.0002595+0.0011161i,-0.00029137+0.00031657i,-0.00043937-9.8703e-05i,0.00031506-0.00066519i,-0.00012437-0.0007025i,-0.00066275-0.00035326i,-0.00077922-0.00029096i,-0.0011787-0.00040226i,-0.00054266-0.0001524i,-8.3538e-05-0.00013678i,-0.00016674-0.00047116i,-0.00018735-0.0006709i,-8.1678e-05-0.00095151i,-0.00015457-0.00063975i,-0.00017255-0.00049707i,-0.00058918+3.8885e-05i
0.00030688-0.001526i,0.00037388-0.0010254i,-0.00025821+0.00037521i,-0.00035157+0.00025302i,-0.00052863-0.00077606i,-0.0010675-0.00052036i,-0.00081355+0.00016377i,-0.00057794+0.00052247i,-0.00087473-0.00013969i,-0.00081299-0.0012498i,-0.0005657-0.00091095i,-0.00018684-6.2673e-05i,6.5822e-05-0.00020874i,-0.00024434-0.00020011i,-0.00016032+0.00036656i,0.00010692+0.00039032i,-0.00026717+0.00049232i,-0.00068103+0.00093166i,-0.00059716+0.00020836i,-0.00018536-0.0010864i,6.5656e-06-0.0011948i,1.6611e-05-0.00072525i,0.00023005-3.8398e-05i
0.00037936-0.0021917i,0.00023512-0.0020686i,0.00049467-0.0016742i,-5.1911e-05-0.0018684i,-0.00092535-0.0021443i,-0.0016317-0.0011091i,-0.0016477-0.00097587i,-0.0012186-0.0012931i,-0.0012638-0.00091402i,-0.0016026-0.00051608i,-0.00084938-0.00024624i,-0.0001196-0.00039492i,0.00044529-0.00031719i,0.00093037-0.00045785i,0.00026082-8.29e-05i,-0.0001935+0.00070533i,2.3177e-05+0.0001632i,-9.2433e-05-0.00042829i,0.00019041-0.00095233i,0.0002782-0.00043826i,-0.00012271+0.00049442i,-0.00036196+0.00049628i,-0.00032825-0.00033547i
0.0010422-0.0016629i,0.00068858-0.0019826i,0.0003174-0.0016946i,0.00054728-0.0012839i,0.00043673-0.00080807i,-0.0013587-0.00035513i,-0.0019541+0.00015319i,-0.0009454+1.8403e-05i,-0.00069448-0.00035774i,-0.0010316-0.00059766i,-0.00088628-0.00010173i,-0.00054711-0.00010269i,4.3938e-05-0.00025559i,-0.00016026+0.00038923i,-0.00010744+0.0010087i,0.00034124+0.0018946i,0.00070769+0.0015809i,0.00098929+0.00035749i,0.00057642-0.00053921i,-0.00015561-0.0010326i,-0.00084188-0.00035154i,-0.00091161-0.00018343i,-0.00028976-0.0003487i
0.0016689+0.00064377i,0.0012427+0.00031871i,0.0021115+0.00061418i,0.0015347+0.00023073i,0.00024574-0.0011818i,-0.00077439-0.00064067i,-0.0010264+0.00016528i,-0.00063677-0.00039524i,-0.00054291-0.00070857i,-0.00071891-0.0007631i,-0.00031506-0.00078966i,2.1572e-05-7.3415e-05i,-0.00025279+0.001111i,-0.0010075+0.0015555i,-0.00065824+0.0011029i,0.0008426+0.00064353i,0.00085493-3.7169e-05i,-0.00013395-0.00078784i,-0.00063425-0.00025997i,-0.0007251+0.00022559i,-0.00067635-0.00018449i,-0.00026189-0.00073582i,-6.4676e-05-0.00039209i
0.00074771-0.00064875i,-0.00037988-0.00062194i,-0.00053204-0.00047551i,-0.00049924-0.00068375i,-0.0011781-0.0017845i,-0.0017407-0.00202i,-0.0011834-0.00063623i,-0.00053689+0.00078731i,-0.00011302+0.00092435i,0.00010319+0.00031055i,-0.00034714+0.00010104i,-0.00064475-1.7387e-05i,-0.00071233+1.1421e-05i,-0.0011189+0.00019089i,-0.00091299+0.00012359i,0.00033732+6.6777e-05i,0.00070241+0.00032354i,0.00030113-9.3255e-06i,-5.247e-05+1.7414e-05i,-0.00084272+0.00023538i,-0.0009173-6.1799e-05i,0.00033205+0.00019012i,0.00066957+0.0003395i
4.8428e-05-0.0018639i,-0.00033545-0.0024079i,0.00049277-0.0018218i,0.0012337-0.00095613i,0.00037711-0.0008991i,-0.00065721-0.00095446i,-0.0013351-0.00054267i,-0.0013185-0.00067545i,-0.001202-0.0001542i,-0.00073634+0.00026746i,-0.00041293-0.00024227i,-0.00058606-0.0010113i,-0.00034338-0.0012917i,-0.00018401-0.00057836i,-0.00016448-4.0719e-05i,0.00043899-0.00037392i,0.00058714-0.0005236i,8.4453e-05+1.0025e-05i,-0.00045599-0.00059406i,-0.00069216-0.00097303i,-0.00039347-0.0010249i,0.00021112-0.0011673i,0.001062-0.00072597i
0.00051885-0.00064892i,0.0016194-0.00047105i,0.0020648-0.00023141i,0.001424-0.00030603i,-0.00042346-0.0003606i,-0.001502-0.00032758i,-0.0010495-0.00024137i,-0.00033342-0.00046655i,0.00015595-0.001003i,0.00011597-0.0010822i,-0.00040994+0.00013293i,-0.00042611+0.00064236i,-0.00054061-0.00086359i,-0.00038308-0.00061452i,-4.227e-05+0.00092324i,0.00020028+0.00019299i,0.00039202-0.00077786i,0.00042532-0.0005632i,3.7921e-05-0.00061929i,-0.00028056-0.00041962i,0.00025353-6.2862e-05i,0.00053048+0.00031393i,0.00010273+0.00030805i
0.00046938+1.2625e-05i,0.0001028+0.00037333i,0.00051409+0.00023054i,0.00023979-0.00080816i,-0.00099321-0.0025052i,-0.0020615-0.0026254i,-0.0019841-0.00077943i,-0.0013171+0.00041045i,-0.00071343+0.0001384i,-0.00015141-0.00045436i,-0.00026372-0.00017514i,-0.00042662+0.00038678i,-0.00050503+0.00072429i,0.00028258+0.00027478i,0.00095897-2.7427e-05i,0.00025257-9.7746e-05i,-0.00037681+4.0831e-05i,-0.00064453-0.00025229i,-0.00037909-0.00033522i,-0.00068576+4.071e-05i,-0.00063328-0.00012597i,-0.00043604-0.0001795i,-0.00069738+4.1035e-06i
7.8149e-05-0.0010691i,0.00020475-0.0020936i,0.00049387-0.0017458i,0.00035861-0.00070907i,4.4292e-05-0.00021485i,-0.00043934-0.00031246i,-0.0008475-0.00061276i,-0.00090546-0.00075887i,-0.00076424-0.0011005i,-0.00097928-0.00070188i,-0.00075589-0.00023635i,0.0001404+4.3913e-05i,0.00045524+0.00035352i,0.00042105-0.00022392i,0.00024721-0.0005469i,0.00079196-1.8445e-05i,0.00096014+8.7722e-05i,0.0002926+0.00026665i,-0.00062182-0.00049814i,-0.00096313-0.0011605i,-0.0002795-0.001376i,0.00025684-0.00047642i,-0.00049234+0.00023451i
-0.00097108-0.00063636i,-4.1659e-05-0.00030154i,1.3972e-05-0.00048025i,-4.0319e-05-0.00044324i,0.0002151-8.3847e-05i,0.00054897-0.0001837i,0.00038045+0.00019183i,0.00024161+0.00055376i,-0.00023774-0.00013475i,-0.00075522-0.00026519i,-0.000666+0.00035258i,-8.2986e-05+0.00013343i,-7.023e-05+4.5453e-05i,-0.00016918+0.00042486i,-8.2294e-05+1.2564e-05i,-0.0003764-1.0846e-05i,-0.00039426+0.00045337i,-0.00043017-7.0398e-05i,-5.8741e-06+4.5298e-05i,0.00031824+0.00012291i,0.00010889-0.00051764i,0.00027931-0.00057698i,0.00020662-3.3236e-05i
-0.00028376-0.0015262i,9.0286e-06-0.00067051i,0.00039234+0.00028922i,-7.8863e-05+7.9899e-05i,-0.00092361-0.00087074i,-0.0012331-0.0016871i,-0.00073033-0.0012357i,-0.00044812-0.00055245i,-0.00050484-0.00072501i,-0.00027847-0.00028636i,-7.0789e-05+7.3387e-05i,-9.0326e-05+2.0598e-05i,8.8671e-05+0.0001662i,-0.00015876+0.00035586i,-2.0654e-06+4.042e-05i,0.00060401-0.00058037i,0.00071152-0.00085607i,-0.00016512-0.00052222i,-0.00066553-0.00042434i,-0.0003047-0.00041827i,-0.00029349+6.1056e-05i,0.0001485+0.00022802i,0.00078503-0.00016735i
-1.4333e-06-0.00070605i,-0.00030914-0.0013366i,0.00062334-0.0014561i,0.00043173-0.0014349i,7.1417e-05-0.0010663i,-0.00037203-0.0014504i,-0.001011-0.001104i,-0.00098436-0.00019178i,-0.00040973-4.343e-05i,-0.00036363-0.00013641i,-0.00092347-0.00019736i,-0.0010515-0.00014222i,-0.00090576+2.3175e-05i,0.00051959+0.00026741i,0.001211-8.7126e-05i,0.00090827-0.0002345i,0.0010037+3.2436e-05i,0.00030851-0.00038012i,-0.00014288-0.00044367i,-1.5152e-05+0.00015532i,4.0277e-06+0.00032681i,-0.00017381-0.00039648i,-0.00023197-0.00086315i
0.0006077-0.0019255i,0.00046443-0.0016238i,0.0002387-0.0010593i,-0.00032139-0.00055937i,-0.00090178-0.00056642i,-0.0013143-0.00058611i,-0.001201-0.0010673i,-0.00026125-0.00087236i,0.00065053-0.00058245i,0.0006221-0.0010322i,0.00010438-0.0009743i,0.00030963-0.00025959i,0.00062511+0.00051584i,0.0005907+0.00049337i,0.00043255+0.0001142i,-0.00017214-8.5435e-05i,-0.00042572-0.0001951i,0.00021113-1.8457e-06i,8.0427e-05-9.0368e-05i,-0.00017541-0.00062579i,-0.00018671-0.00048488i,-0.00032833-0.00024903i,-0.00047952+0.00020951i
0.0013923-0.00041786i,0.0019083-0.00013426i,0.0010454+4.7549e-05i,0.00071265+7.3271e-05i,0.00084177-0.00041805i,0.00031898-3.8704e-05i,1.9823e-05+9.1639e-05i,-0.00016814-0.00051173i,-0.00053966-0.00093782i,-0.00079398-0.00096483i,-0.00042773+3.8876e-05i,0.00049923+0.00093674i,6.4129e-05+0.00083175i,-0.00067126+0.00011303i,-0.00076262-7.5079e-06i,-0.00075271-0.0003488i,-0.0012082-0.00059517i,-0.0012228-0.00011214i,-0.00022263-0.00041921i,7.1663e-05-0.00053193i,-0.00061428-0.00079879i,-0.00094612-0.0012993i,-0.00051959-0.0010987i
0.0011747-0.0010543i,0.00067006-0.00041857i,-0.00027223-0.00066189i,-0.00066793-0.00085395i,-0.00032981-0.00061345i,-0.00041851-0.00040797i,-0.00091659-0.000463i,-0.0011076-0.0008051i,-0.00082643-0.00028894i,-0.00071536-0.00037852i,-0.00037331-0.0010535i,-0.00010134-0.00022248i,-0.00029815-2.5584e-05i,-0.00067536-0.00019114i,-0.0006136+0.00070303i,0.00095904+0.0010412i,0.0012442+0.0006544i,-0.00023062-7.2297e-05i,-0.00026118-0.00031039i,0.00020305+0.00018036i,0.00037676-0.0002096i,0.00023534-0.0013634i,0.00071624-0.001172i
-0.00039536-0.0011921i,-0.00075732-0.0015018i,-0.00021306-0.001252i,-0.00025002-0.0010532i,-0.00055665-0.0015462i,-0.00085632-0.0014289i,-0.00088951-0.0010945i,-0.00087713-0.00083692i,-0.0010094-0.00061624i,-0.0010548-0.00075973i,-0.00064829-0.00082338i,0.0003819-0.00066168i,0.00057761-0.00029034i,-0.00025064-0.00054608i,-0.0007406-0.00030294i,-0.0001277-0.00050214i,0.0012031-0.00070056i,0.00074502-0.00035786i,0.00016026-0.00035123i,0.00015023-0.00026053i,-9.6231e-05+6.2616e-05i,0.00012174-0.00025529i,0.00072719-0.00073034i
0.00097948-0.0013306i,0.0011286-0.0010555i,0.00097161-0.0014631i,0.00064922-0.0018126i,-0.0012133-0.0017823i,-0.0027331-0.001445i,-0.0019759-0.00011582i,-0.00064395+0.0010562i,-0.00025964+0.00047902i,-0.00059189-0.00015752i,-0.00084082-0.00048407i,-0.001002+0.00027065i,-0.00035902+0.00050478i,0.00034695-0.00033146i,0.00073337-0.00021676i,0.00090006+0.00022525i,0.000665-0.00023297i,-0.00015705-0.00039397i,-0.0004444-0.00080894i,-0.0001184-0.0014641i,0.00047344-0.001411i,0.00043626-0.0010745i,0.00027508-0.00047296i
-0.00031706-0.00038196i,-0.00057898-0.0014217i,-0.00061799-0.0010102i,0.00060624-0.0010413i,0.00066755-0.00094286i,-0.0010057-0.00017146i,-0.0018151-0.00015787i,-0.001811-0.0010182i,-0.0013495-0.0016005i,-0.00041601-0.00056542i,0.00038051+0.00051004i,0.00050264+0.00030169i,-0.00058814+0.00049171i,-0.0016089+0.00027313i,-0.0011377-0.00041898i,-0.00071723-0.00019613i,-0.00053824+0.00029424i,-0.00026144+0.00049363i,-0.00048852+0.00050856i,-0.00031499+0.00041618i,-0.00013875+0.00030507i,-3.5014e-06+0.00051235i,-5.5235e-06+0.00015181i
0.0013294-0.0006854i,0.0011797-0.00062109i,0.00055771-0.00031518i,0.00018635-0.00041054i,-0.00039005-0.00040675i,-0.0010563-0.00014102i,-0.0010927+0.00028051i,-0.0010973+0.00052897i,-0.00042488-0.00017876i,5.0836e-05-0.0005891i,-0.00043659+1.4257e-05i,-0.00058383-0.00032734i,1.9613e-05+0.00025955i,-0.0005504+0.0017027i,-0.00065847+0.0014242i,0.00051138+0.00057573i,0.00062265-0.00021887i,-0.00023216-0.00054074i,-0.00043874-0.00071669i,0.00043431-0.00081455i,0.00042943-0.0003065i,0.00010768-0.00022381i,-0.00028643-0.0005578i
0.0014049-0.0018047i,0.0012225-0.0009035i,0.0002743-0.00044634i,0.0001571+0.00017943i,0.00028204+0.00096506i,0.00011234+0.0007617i,-0.00039336-0.00012091i,-0.00050449-0.00069881i,-0.00027359-0.00090156i,-0.0008933-0.00059993i,-0.00097616-0.00011309i,-0.00028569+0.00042731i,0.00044167+0.00054586i,0.00048433+0.00063661i,-0.00038284+5.7299e-05i,-0.00060727-0.00065029i,-0.00043219-0.00038942i,-0.00035771+0.00043017i,0.00011432+0.00015027i,0.00031801-0.00012829i,-4.9724e-06-2.3957e-05i,-0.00014165-0.00026423i,0.00067406-0.0007171i
-0.0017577-0.0013511i,-0.0011196-0.0013881i,-0.00053269-0.00087506i,0.00022801-0.00036222i,0.00079285-0.00075586i,0.00010917-0.0010656i,-0.0010102-0.00077808i,-0.00092573-0.00048345i,-0.00076533-0.00058673i,-0.001537+1.9486e-05i,-0.001671+0.00028006i,-0.00078812+8.7647e-05i,-0.00052291+0.00012077i,-0.0007964-0.00025604i,-0.0007459-0.00046519i,-0.0010727-0.00032822i,-0.0011481-0.00052664i,-0.00071306-0.0006796i,-5.3962e-05-0.00037155i,-0.00018199+3.906e-05i,-0.00073668-0.00025423i,-0.00059366-0.00069327i,-8.6959e-05-0.00050089i
0.00024948+2.6825e-06i,0.00091304+0.00030056i,0.00022155+3.8694e-05i,-6.2028e-05-0.00072465i,-9.5701e-05-0.0019389i,-0.00077369-0.0015968i,-0.0011074-0.00063461i,-0.00061788-0.00092532i,-0.00044851-0.0013764i,-0.00071578-0.00073905i,-0.00065355+0.00031122i,-0.00042901+0.00033726i,0.00014365-0.00019517i,0.00041136-0.00024696i,-3.7962e-05+0.00048716i,-0.00026495+0.0001711i,-0.00023964-0.00030975i,6.7993e-05-0.00056559i,0.00043213-0.00019111i,0.00016883+0.00063484i,-0.00042519+0.00066428i,-0.00048887+0.00069516i,-0.00073821+0.00050797i
0.0010984-0.004167i,0.0014331-0.0033816i,0.00061507-0.0015283i,-0.00062375-0.00072142i,-0.0012504-0.0010712i,-0.0014899-0.00053006i,-0.0010889-0.00026622i,-0.00044018-0.00081471i,-0.00074756-0.0014554i,-0.0011622-0.00081907i,-0.0010691-0.00010514i,-0.00072441-0.00087462i,-1.0053e-05-0.00082519i,0.00068082-0.00032548i,0.00074326-0.00028885i,0.00020191-0.0005147i,-0.00034443-0.00038618i,-0.00014024-5.9502e-05i,0.00041825+0.0003399i,0.00099944+0.00078102i,0.00038195+0.00067002i,-0.00051637-0.00015154i,-0.00054109-0.00065494i
0.00039492-0.00069943i,0.00058441-0.00034693i,0.00010757+0.00034205i,0.00063472+0.00017134i,0.00073184-0.0012285i,0.00063862-0.0012656i,0.0010373+1.5604e-05i,0.00039371+0.00018123i,-0.00043019-0.00043896i,0.00022827-0.00073938i,0.00053237-0.00016337i,-0.00018169-0.00062482i,-6.8117e-05-0.0014548i,0.00014692-0.0014957i,0.00014598-0.00063594i,-6.2301e-05-9.7353e-06i,-0.00062216+0.00022021i,-0.0001196-0.00045497i,-0.00017081-0.00068461i,-0.00097833-6.3909e-05i,-0.00082896-0.00048053i,-0.00018938-0.00072213i,0.000147-0.00021457i
0.0011529-0.0021883i,0.00084485-0.00043809i,1.6204e-05+0.00055768i,6.8501e-07-0.00017741i,-0.00053569-0.00064241i,-0.0011969-0.00057153i,-0.0010532-0.00030232i,-0.00032368-0.00012551i,0.00016574-0.00072901i,0.00028674-0.00093238i,0.00019972-0.00076021i,0.00012788-3.0886e-05i,-5.4152e-05+0.00024341i,7.0447e-05+4.1791e-05i,0.00021052+0.00072437i,0.00027456+0.0010655i,0.00020771+0.00085212i,0.00036921+0.00060546i,0.00075064+3.8774e-05i,-0.00012685-8.8198e-05i,-0.00061157+5.5856e-05i,0.00025812-0.0003971i,0.00029371-0.0002052i
-4.2842e-05-0.0012497i,0.00058757-0.0013786i,0.00086212-0.00075041i,0.00080662-0.0003676i,0.00025464-0.00074026i,-0.0011425-0.0011614i,-0.0019859-0.0007725i,-0.0012714-0.0004285i,-0.0002112-0.00092813i,0.00045706-0.00087909i,0.0003563-0.00032738i,-0.00016924+0.00024823i,-0.00019926+0.00079889i,-0.00027366+0.00067411i,-0.00050274+8.5427e-06i,-0.00050414-0.00040466i,-0.00013901-0.00047168i,1.1723e-05+6.3265e-05i,-0.00040411+0.00026179i,-0.00077707-7.2206e-05i,-0.00080128-0.00025261i,-0.00065182-0.00020292i,-0.00061411-0.0002012i
0.0024023-0.0011244i,0.0021335-0.00064361i,0.0013241-0.00051522i,-7.703e-05-0.00054458i,-0.0012164-0.0014572i,-0.0017785-0.0010551i,-0.0015147-0.00051762i,-0.00093465+7.2869e-05i,-0.0010893+0.00015821i,-0.0013437-0.00057827i,-0.0013371-0.001052i,-0.0004426-0.0013002i,0.00026696-0.00096502i,0.00050037-0.00017586i,0.00035442+6.1155e-05i,-0.0007008+6.9327e-05i,-0.00063725-0.00033942i,0.00055321-0.0002199i,0.00068763+0.00010375i,-0.00027212-0.00045431i,-0.00073229-0.0010589i,-0.00064968-0.0013886i,4.9743e-06-0.00076826i
-0.00070305-0.0002636i,-0.00044872+0.00032062i,7.3611e-05+0.00087786i,0.00054477+0.0005014i,-5.0284e-05-0.00041738i,-0.0010651-0.00068586i,-0.0011873-0.000138i,-0.00021818-0.00036677i,0.00030961-0.00050799i,0.00038202-3.5391e-05i,0.00027845+2.7512e-05i,-0.00045055-0.00018456i,-0.00047666-0.00068699i,-0.00031789-0.00068029i,-0.00042466-0.00011355i,-0.00074439-0.00039124i,-0.00046268-0.00070537i,-0.00017476-0.00021161i,-0.00086739-0.0003884i,-0.00067218-0.00014568i,0.00010029+0.00028363i,0.00040211-8.6441e-05i,0.00070936+0.00014409i
0.00051327-0.00064494i,-0.00016074-0.00063645i,-0.00053938-0.00095665i,-0.00091726-0.00077199i,-0.00088301-0.00047646i,-0.0010384-0.00017102i,-0.00084689+0.00019854i,-0.00042495-8.0827e-05i,0.00011035-0.00029337i,0.00027819+1.6841e-05i,-0.00017796+6.0655e-05i,-0.00064048-0.00061289i,-0.00073059-0.0014504i,-0.00061677-0.0013249i,-0.00049544-0.00022102i,-0.00040841+0.00044252i,-6.8579e-05+4.3373e-05i,-0.00058923-0.00048364i,-0.00040926-0.00094863i,0.0001271-0.0011568i,-0.00014223-0.00041481i,-0.00027886+1.193e-05i,-0.00076298-0.00084565i
0.0012211-0.00269i,0.00068598-0.0024419i,2.1598e-05-0.0020444i,-0.00050363-0.0018823i,-0.00060485-0.0018706i,-0.0010437-0.00066481i,-0.0011943+0.00022529i,-0.0012637+0.0003367i,-0.00073637+0.00010675i,0.00047073+0.00012195i,0.00052192+0.0010541i,-0.00022081+0.00097552i,-0.00016235-0.00029051i,-2.1501e-05-0.00026483i,5.6786e-05+0.00018802i,0.00016522+0.00018964i,0.00057395-1.8092e-05i,0.0011728-0.00010638i,0.0010435-0.00022289i,-0.00054952-1.8314e-05i,-0.00080582+0.00037711i,-0.00026643+0.00095708i,-0.00066947+0.00093846i
-3.0033e-05-0.0020119i,0.00011485-0.0024909i,0.00045288-0.0017937i,0.0010051-0.001337i,0.00042928-0.0010495i,-0.00014066-0.0013786i,-0.00015236-0.0016627i,-0.00039502-0.0013229i,-0.00073718-0.001218i,-0.00060379-0.00083894i,-4.7711e-05-0.00026404i,-0.00030175-0.00015639i,-0.00071749-5.2114e-05i,-0.00050348+0.00068268i,-0.00086978+0.00085422i,-0.00091333+0.00047211i,-0.00023962-3.6922e-05i,0.00057214-0.00014528i,0.00076066-0.00046217i,0.00079118-0.0010652i,0.00031184-0.0009592i,-0.00084687-0.00082627i,-0.00036676-0.000609i
