-0.003568+7.5957e-05i,-0.0023353+0.00071392i,-0.00078903+0.00019582i,0.00020964+0.00034014i,9.6953e-05+0.0016345i,-0.00014605+0.0022699i,-0.00045455+0.0016934i,-0.00029502+0.00074548i,0.00052488-0.00056809i,0.00041838-0.0007709i,-0.00026047-0.00085831i,-0.00059277-0.00076191i,-0.0008377-5.8016e-05i,-0.00062146+0.00032438i,-0.00022056+0.00020072i,0.00033551-3.2712e-05i,0.000236+0.0001638i,-8.6273e-05+0.00031405i,0.0002424+0.0002418i,0.0010797-4.9027e-05i,0.0008984-0.00038122i,0.00010646+0.0001813i,-1.258e-05+0.00038911i
-0.0032142-0.0013331i,-0.0013754-0.00076342i,0.00062606+0.00024079i,0.0003274+0.00015393i,-2.0595e-05-0.00017391i,0.00078947-0.0004267i,0.00081523-0.00059241i,0.00041307+1.5609e-05i,0.00034474+0.00062021i,0.00065595+0.00053007i,0.00096234-5.2656e-06i,0.00052453-0.0005786i,0.0006277-0.0012364i,0.00095221-0.0013209i,0.00035813-7.9709e-05i,9.4746e-05+0.0010061i,-0.00049152+0.00073592i,-0.00071874+0.00046333i,-0.0001658-7.5648e-05i,0.0006654+0.00044608i,0.00048012+0.00080101i,0.00034487+0.000327i,0.0012501+0.00055206i
0.0011494-0.0029216i,-0.00040963-0.0016598i,-0.00037861-6.8857e-05i,0.0011324+0.00095782i,0.0013508+0.0020019i,0.00023491+0.001524i,-0.00024635+0.00032391i,1.3298e-05+0.00036603i,0.00035523+0.00060003i,0.0008104+0.00078596i,0.00047613+0.0006589i,0.00038014+0.00033814i,0.0011589+0.00028721i,0.00074803-0.00010672i,-0.00026459-0.00070329i,-0.00074663-0.0008197i,-0.00053401-2.7539e-06i,-2.2527e-05+0.0010651i,-3.7943e-05+0.0011703i,8.4901e-05+4.3529e-05i,0.000298-0.0005934i,0.00015444-0.00074571i,0.00030143-0.00072856i
0.00070236+0.0042833i,0.00090485+0.0034316i,0.00019791+0.0024898i,0.00023447+0.00157i,0.00079684-0.00056117i,0.0013176-0.0018661i,0.0012486-0.00096047i,0.00044833-0.00017649i,-0.00030954+0.00044936i,-0.0005353+0.00059031i,-0.00026187+0.00074507i,-0.00026857+0.00042839i,-0.00054868-0.00075542i,-0.0003925-0.00096468i,-0.00021971-0.00076274i,-0.00022864-0.00021337i,-0.00039237-3.0871e-05i,-0.00060529-0.00028045i,-0.0011057+0.00022524i,-0.0012233+0.00038769i,-0.00093724+0.00056005i,-0.0003399-2.4059e-05i,7.0733e-05-0.0003964i
-0.0023355+0.0015926i,-0.0016052+0.0010572i,-0.00051982-0.0001405i,-0.00040329+0.00059595i,0.0012524+0.0011624i,0.0020172+0.00074572i,0.00086052+0.00046372i,0.0002-0.00017089i,-0.00055611-0.0011771i,-0.0011171-0.00096483i,-0.00089644+0.00019861i,-0.00047554+2.4886e-05i,-0.00050262-0.00013165i,-0.00043765+0.00022208i,3.1573e-06+0.0003841i,-6.388e-05+0.00039427i,-0.00014304+0.00010314i,-0.00031765-0.00034432i,-0.00073314-0.00018891i,0.00010059-5.7411e-05i,0.00016337-0.00052176i,-0.00099212-0.00056274i,-0.00080864-0.0005575i
-0.0020696+6.0005e-05i,-0.00076001+0.00038804i,0.00042093+0.00094736i,0.001211+0.0010291i,0.0016362+0.00028309i,0.0014972-0.00052899i,0.0014805+8.9912e-07i,0.00048718+0.0003414i,-0.00084041-0.00021929i,-0.0005876-0.00055863i,0.00052114-0.00018509i,0.00043518-0.00031428i,0.0001881-0.00047978i,0.00041028-0.00040758i,0.00034045-0.0003235i,-0.00016248-0.00011725i,-0.00056921+2.7046e-05i,-0.00071161-4.4507e-05i,-0.00048345+0.00031458i,0.00017332+0.00029206i,0.00065033-0.00041202i,0.00039156-0.00084533i,0.00033122-0.00089315i
0.0023736-0.00023576i,0.0017242+0.0010866i,0.0013471+0.0017875i,0.00022881+0.00058814i,-0.00054239-0.00032869i,0.00085067+0.00028758i,0.00091159+0.00079871i,-7.9984e-05+0.0001486i,-9.0385e-05+8.0453e-05i,0.0005146-0.00022078i,0.00062267-0.00087817i,0.00034139-0.00097293i,0.00047062-0.00082876i,0.00078877-0.00013639i,0.00024961+0.00015572i,-0.0012813-0.00011818i,-0.00087873-0.00020939i,0.00049017+0.00068987i,0.00094971+0.0016642i,0.00053272+0.0016709i,-0.00047788+0.00069559i,-0.00031373+8.7009e-05i,1.0836e-05-7.3575e-05i
-0.00067431-0.00099411i,-0.0013222+0.00018823i,-0.00061071+0.0014233i,-0.00025809+0.00055738i,-0.00051617-0.0011488i,-0.00035167-0.00061057i,-4.6263e-05+0.00013446i,3.737e-05-0.00024094i,0.00066677-0.001049i,0.00036407-0.001066i,-0.00042016-0.00065934i,-0.00060749-0.00012589i,-8.1116e-05+9.0208e-05i,0.00026772-0.00032063i,0.00036211-0.00069827i,0.00073483-0.00026762i,0.00036398-6.9573e-05i,-0.00090374+0.00023762i,-0.0010065+0.00017738i,4.4559e-05+3.1209e-06i,0.00060591+0.00037929i,0.0001781+0.00063494i,-0.00019745+0.00039772i
-0.00040295+0.001821i,-0.0012524+0.00097883i,-0.0015252+0.00076263i,-1.058e-05+0.00081122i,0.00041025-0.00026808i,-0.00024573-0.0010637i,-0.00043104-0.00055504i,2.1943e-05+4.159e-05i,0.00032587+0.00020446i,0.00038322+0.0002913i,0.00038727+0.00042898i,-0.00053476+8.7575e-05i,-0.00052094+0.0004706i,-0.0003064+0.001109i,-0.00060133+7.278e-05i,-0.0011153-0.00029809i,-0.0016383-0.00012615i,-0.0010133+0.00019153i,-0.00031523+0.00022887i,-0.00027626-0.00027959i,-5.6755e-05+3.2958e-05i,-0.00080496+0.00031158i,-0.00088521+1.1076e-05i
-0.0016822+0.00074368i,-0.00070551+0.00022301i,8.2434e-05+0.00095055i,0.00043726+0.0012016i,0.0010103+0.00056424i,0.00086935-0.00061451i,-0.00028786-0.00096442i,-0.00017836+0.00012903i,-0.00011074+0.0010178i,-0.00035476+0.00095681i,-0.0005707+0.00018396i,-0.00036262-0.00106i,0.00042791-0.00045613i,0.00033825+0.00024423i,-0.00075108-0.00023296i,-0.0005552-0.00056257i,-0.00039356-0.0012502i,-0.00075455-0.0012758i,-0.00069934-0.00042729i,-0.00011891-0.00016856i,3.6965e-05+0.00038081i,0.00024395+0.00068449i,0.00023336+0.00044294i
-0.0014257+0.0016127i,0.00016242+0.0021298i,0.00053713+0.0015521i,0.00092664+0.00034466i,0.0019499+1.5802e-05i,0.0021726+2.7111e-05i,0.0012535-0.00034239i,0.00036002-8.2634e-05i,-0.00041202+0.00023288i,-0.00040902+0.00034938i,0.0004751+0.00024706i,0.00021323+0.00041394i,-7.024e-05+0.00090064i,-0.00041957+0.00078534i,-0.00055676-0.00039775i,-0.00068463-0.00094636i,-0.00091794-0.001155i,-0.00092327-0.001374i,-0.0011884-0.00092689i,-0.0011812+0.00045983i,-0.00057629+0.00075302i,-0.00023413+6.4455e-05i,0.00097928-0.00043621i
0.00052127-0.0051905i,-0.0011591-0.0052023i,-0.0015497-0.0043864i,-0.0018114-0.0025336i,-0.0019309-0.0010009i,-0.0013405+0.00070126i,-0.00031032+0.00098788i,0.00012638+0.00042206i,-0.00042717-0.0001691i,-0.0011506-0.00037498i,-0.0010512-6.3286e-05i,-0.0008451-0.00045323i,-0.00035142-0.00056063i,0.00053968-0.00015993i,0.0011407+0.0001748i,0.0011182+0.00034026i,0.00045239+0.00014346i,-0.00024427+0.00010881i,-0.00047514-0.00014495i,-0.00044138-0.00018244i,-0.00055162+0.0001595i,-0.00065172-0.00027488i,-0.00048981-2.4376e-05i
0.0029451-0.00013215i,0.0020884+0.0011792i,-0.00022836+0.002739i,-0.00014217+0.0025602i,0.00093806+0.0018711i,0.0015262+0.002298i,0.0011009+0.00076059i,-1.1332e-05-0.0010639i,-0.0001079-0.0015409i,-0.00051469-0.00094525i,-0.00035514-0.00060487i,0.00050143-0.00052351i,0.00083692+0.00020033i,0.00029009+0.00047778i,-0.00021793-0.00030924i,-0.00035814-0.0013814i,-0.00011803-0.0010324i,-0.00030287-0.00019651i,-0.00025565+0.00014543i,-0.00019139-0.0002457i,-0.00055252-0.0006148i,-0.00014102-5.2963e-05i,0.00016028+0.00010891i
0.00071214+0.0023753i,0.00060075+6.8204e-05i,0.0002344-0.0002452i,-0.00019903+1.3758e-05i,-4.4664e-05-0.00037601i,-0.00035589-0.00078668i,-0.00034981-0.00026932i,0.00040391+0.00013269i,0.00079885-0.0001016i,0.00080278-0.00076955i,0.00058649-0.0011332i,0.00056503-0.001008i,0.00054326-0.00087633i,9.0418e-05-0.00028306i,-0.00022639-0.00057969i,0.00017884-0.00072441i,0.00047465-8.3297e-05i,0.00094765+0.00042563i,0.0014433+0.00040147i,0.00084785-0.0001325i,0.0008435-0.00050417i,0.0011697+9.8609e-05i,0.00011953+0.00012059i
-0.0027503+9.1719e-05i,-0.001366+0.00042495i,-0.0001745+0.00078431i,0.00045004+0.0011408i,0.00059183+0.00073017i,0.00089589-4.9259e-05i,0.001219+0.00015486i,0.0010527+0.00059873i,-2.6183e-05+0.00070106i,0.00030916+0.00051709i,0.00073992-0.00010387i,0.00059342-0.00055419i,0.00019467-0.00058385i,-0.00017715-0.00059816i,0.0006423-0.00099088i,0.0011926-0.0011521i,0.00082089-0.00028601i,0.00035124+0.00081545i,-0.0004445+0.0010737i,-0.00037537+0.0006961i,0.00034631+0.00094665i,0.00020401+0.00098115i,-0.00092532+0.00058261i
0.0013666-0.0014094i,-0.00041728-0.00046065i,-0.0012485-8.1797e-05i,-0.00062258+0.00013888i,0.00059759+9.7583e-05i,0.00060709-0.00014975i,0.0008638+4.2117e-05i,0.00029321+0.00071445i,-0.00062783+0.00039118i,-0.00046321+2.9208e-06i,-0.00012167-1.7034e-05i,-2.6952e-05+0.00039647i,0.00040015+0.00072536i,0.00044847+0.00057153i,0.00013804+0.00033489i,0.00046503+3.9418e-05i,0.0002983-8.3765e-05i,-0.00066392-0.00041596i,-0.0014207-0.00042023i,-0.0013212+0.00053832i,-0.001149+0.00043703i,-0.0010436-0.00035153i,-0.00078241-0.0004298i
0.00030218+8.837e-05i,0.00021226-0.00023951i,0.00020642-5.9633e-05i,0.00060172+0.00068394i,0.0014442+0.0012527i,0.0011884+0.00048125i,0.0001649+0.00017768i,-0.00066396+0.00033265i,-0.00066971+0.00012749i,0.00022145+0.00080242i,0.00090397+0.0013679i,0.00034834+0.00071582i,0.00014364-0.00038981i,0.00020617-0.0004466i,0.00072571+0.00035168i,0.0014763+0.00087924i,0.00080889+0.0010498i,4.0415e-05+0.00057175i,-6.7368e-05+9.2317e-05i,-0.00018627+0.00016893i,0.00014817+0.00063836i,0.00085725+0.00052974i,0.00073808+0.0001594i
-0.0012262+0.00076457i,-0.0016758+0.00072066i,-0.00015385+0.00054694i,0.00092098+0.00062016i,0.0012301+0.00011664i,0.0016373-0.0010104i,0.00074575-0.00076469i,-0.00080783-0.00022627i,-0.00086743+3.3055e-05i,1.7022e-05-0.00026542i,0.00022034-0.00071441i,0.0002797-0.00071131i,0.00037105-0.00043682i,0.00053248-6.6112e-06i,0.00061868+0.00018933i,0.0006162+0.00019092i,0.00015997+0.00037318i,-0.00069663+0.00064226i,-0.00095309+0.00063477i,-0.00077136-0.00025461i,-0.00029823-0.00072257i,-0.00010222-0.00042733i,-0.00026168-0.0006012i
-6.102e-05+0.0034352i,0.00085543+0.0020914i,0.00020346+0.00114i,0.00071418+0.0012531i,0.0016937+0.0014174i,0.0018798+0.00044495i,0.00079793-0.00050018i,-0.00014945-0.00065014i,0.00020379-0.00061195i,0.00046159-0.00042105i,0.00035931-0.00045182i,0.00039393-5.6968e-06i,-0.0002603+0.00057406i,-0.00060859+0.00045585i,-5.4718e-05+0.00024413i,0.00030469+0.00037526i,-0.00029958+0.00030668i,-0.00019253+0.00041256i,7.9812e-05-0.00017728i,0.00012387-0.0008439i,0.00031404-0.00079911i,0.00021258-0.00037374i,-2.1642e-05+0.00042255i
-0.0020241-0.000336i,-0.0024573+0.00012539i,-0.0025471+0.0006811i,-0.0019775+0.00080603i,-0.0010374+0.00078716i,-8.0584e-05+0.000405i,-8.6402e-06-0.00066298i,0.00020848-0.00076148i,0.00043669-0.00034261i,-0.00014605-0.00047145i,3.0758e-05-0.00026769i,0.0003452-0.00029694i,0.00042042-0.00058361i,0.00039696-0.00027642i,0.00035369-9.7709e-05i,0.00032918-0.0003018i,0.00081611+4.2142e-06i,0.00095801+0.00064499i,0.0004417+0.00053401i,0.00042004+1.3747e-05i,0.00051998-0.00010755i,0.00025591-0.00028309i,-0.00020148-0.00025097i
-0.00036883-0.0020236i,-0.00019695-0.0024456i,0.00081332-0.0021782i,0.0011306-0.0012367i,0.0012791-5.4198e-05i,0.0014816-0.00010616i,0.00096819+3.4878e-05i,-8.432e-05+0.00060789i,2.4261e-05+0.00065967i,0.00037284+0.00044215i,-0.00069083+0.00073603i,-0.0005616+0.00049928i,0.00037025-0.00050218i,0.00033834-0.00046379i,-0.00059892-0.00030391i,-0.00080645-0.00034604i,0.00026344+2.134e-05i,0.00011963+0.00040406i,-0.00033304+0.00055616i,0.00012722+0.00023165i,-0.00048521-0.00012784i,-0.00065401+0.0001628i,-0.00015757+9.8629e-05i
0.0012337+0.0040134i,0.0017667+0.0038611i,0.0015655+0.0021346i,0.00021869+0.00049681i,0.00030511+0.00039881i,0.001306-0.00044646i,0.00056948-0.00080403i,-0.00026372-0.00013715i,-0.00032069+0.00035866i,3.0504e-05+0.00027141i,-0.00029468-7.1184e-05i,-0.00071814+0.00024726i,-3.8023e-05+1.3844e-05i,0.00074101-0.00053936i,0.00041111+0.00031198i,-0.0004213+0.00085309i,-0.0010396+0.00079396i,-0.00094266+0.00021544i,-0.00022914-0.0012533i,0.00019843-0.0011806i,0.0001172-0.00019376i,-0.0003065+9.5869e-05i,-0.00082182+0.00015507i
-0.0003886+0.0018909i,-0.00016331+0.00034891i,0.0005676+0.00065169i,0.0017219-2.3976e-05i,0.0024611-0.00066322i,0.0019953-0.0006434i,0.00070839-0.00055856i,-0.00033026-0.00054303i,3.5394e-05-0.00049955i,-0.00036542-0.00011929i,-0.00020808+3.9706e-05i,0.0004159+0.00015008i,0.0002812+0.00030266i,0.00011109+0.00021358i,0.00010697-0.00056555i,-0.00047444-0.00082466i,-0.00082604-0.00031981i,-0.00063793+0.00020682i,-0.00023669+0.00017918i,-0.00037336-0.00032873i,-0.00049867-0.000778i,0.00022264-0.00055072i,0.00081066-0.0004349i
-0.0013116-0.00011619i,-0.00081176+0.00037464i,-0.00056777+0.0006294i,-0.00094786+0.00038541i,-0.00014906+0.00078744i,0.00055152+0.00077137i,0.00013852-0.00053732i,-0.00018509-0.0011059i,-0.00055951-0.00037073i,-0.00032674+1.1393e-05i,-7.2714e-05-5.1864e-05i,-0.0006911+0.000252i,-0.0009214+0.00041986i,-0.00088456+0.0001971i,-0.0008747+0.0001655i,0.00012438+4.9907e-05i,0.00057159+0.0002164i,0.00010289+0.00051885i,0.00069061+0.0002533i,0.00065792-9.9295e-05i,-0.00087174-0.00027479i,-0.00046438-0.00042061i,0.00043946-0.00012002i
0.00013728-0.0017143i,-0.00056386-0.0013957i,-0.0012015-0.0014293i,-0.00036651-0.00089158i,0.00089267-0.00010199i,0.0013471+4.7186e-05i,0.00060745+1.3267e-05i,0.00017797+6.2958e-05i,0.000259-8.5392e-05i,8.6786e-05+1.0381e-05i,-0.00027406+0.00041758i,-0.00021167+0.0001591i,-7.0662e-05-0.00068592i,0.00019168-0.00086405i,-5.297e-05+0.0002276i,-0.0005113+0.00014694i,-0.00079159-0.00051412i,-0.0011143-0.00025938i,-0.0010476+0.00033734i,-0.00081105+2.0112e-05i,-8.7092e-05-0.00075829i,0.0005329-0.001052i,0.00021688-0.00084172i
0.0024274-0.00032882i,0.0021725-0.00086256i,0.0013599-0.00061854i,-0.0002034-0.00052363i,-0.00057596+2.1431e-05i,0.00032632+0.00067874i,0.00055753+0.00064257i,-0.00015406-5.2638e-05i,-0.00053928-0.00075408i,-0.00013967-0.00057149i,-0.00048593+6.3786e-05i,-0.000345-0.00022239i,-3.829e-06-0.0002076i,-7.0434e-06-0.00019768i,4.7467e-05-2.2652e-05i,0.00017871+0.00050155i,-0.00018131+0.00038372i,-0.00051487-0.00040782i,-0.00072546-0.00098868i,-0.00062667-0.00068788i,0.00020279-9.1113e-05i,0.00012473-0.00045107i,3.7904e-06-0.00028426i
-0.0012443+0.00076957i,-0.0012077+0.00013808i,-0.0011214+0.00053912i,-0.0006993+0.0010066i,0.00025983+0.0011989i,0.0015138+0.00096662i,0.0020502+0.00046336i,0.0014951-6.0966e-05i,0.00041631-0.00040663i,0.00042861-0.00022685i,0.00059568+0.00010399i,-0.00015415+0.00012275i,-0.00092508-0.00020569i,-0.00078567-0.00018027i,0.00013494+0.00010607i,3.43e-05+0.00032545i,-0.00011543+0.00035989i,0.00036718+0.00062053i,0.00027046+0.0009248i,-0.00019795+0.00050617i,2.996e-05-8.8413e-05i,0.00031682+7.7971e-05i,0.00035504+0.00036103i
-0.0009413-0.0015974i,-0.00066841-0.001968i,-0.0018175-0.0016504i,-0.0024937-0.0003592i,-0.0015588+0.00032547i,-0.00021139+3.9271e-05i,0.00026052-0.00046049i,6.03e-05-0.00026258i,6.93e-05-0.00011979i,0.00022109+3.0848e-05i,-0.00026607+0.00017065i,-0.0011117-0.00053546i,-0.00047291-0.00081946i,9.3946e-05-7.4352e-06i,-0.00031348+0.00027569i,-0.000153-0.00026743i,1.3214e-05-0.00062069i,-0.000324-0.00078258i,-0.00077358-0.00042462i,-0.00040206+0.00017948i,-0.00060968+0.00054491i,-0.0002748+0.00039046i,0.0005187+0.00036997i
-0.00088934-0.00055023i,-0.0012928-0.00026882i,-0.0010542-0.00085163i,-0.00031874-0.00050297i,0.00071132+0.00021287i,0.0006581+0.00043954i,2.2601e-05-9.8976e-05i,-0.00046251-0.00016954i,-0.00019595+0.00033187i,-5.0644e-05+0.00040585i,-0.0004582-0.00032684i,-0.00069648-0.00093719i,-0.00043408-0.00065584i,-0.00034021-1.8189e-05i,-0.00046184+0.0001978i,-0.00036064-0.00064214i,-6.0745e-05-0.00083399i,-4.2242e-05-0.00051504i,7.0627e-05-0.00042017i,-4.0805e-05-0.00017505i,-0.00051479-8.1824e-05i,-0.00063565-0.00030011i,-0.00021218-0.00029611i
0.00049685-0.00094775i,-0.0003694+0.00037619i,-0.00016542+0.00044445i,9.068e-05-0.00020132i,-0.00038744-0.00011333i,5.1837e-05+0.00024768i,-0.00016249+8.3783e-05i,-0.00056903-0.00023988i,-0.00068404-0.00023722i,-0.0010076-0.0001077i,-0.00061116+3.7679e-05i,0.00037883+4.0217e-05i,0.00054783-0.00014708i,0.00033743-7.253e-05i,0.00015568-5.2169e-05i,-0.00017732-0.00085194i,-0.00023771-0.00084819i,0.00023205-2.0452e-05i,0.00036102+0.00020434i,-0.00014856-0.00012834i,-0.0003285+1.1335e-05i,0.00016988+0.00024497i,-7.8044e-05+0.00014628i
0.001353+0.0026903i,-3.9412e-05+0.0015061i,-0.00085703+0.0012611i,-0.00043362+0.00096505i,0.00031763-0.00012179i,0.00043683-0.0012567i,-0.00035968-0.0015493i,-0.00061336-0.0012024i,-0.00044485-0.00057472i,-9.1246e-05-0.00054724i,0.00048777-0.00060547i,0.00023086-0.00016088i,0.00035458+8.468e-05i,0.00035345+0.00053067i,-8.5949e-05+0.00036113i,-0.00023789-0.00057389i,4.0651e-06-0.00050819i,0.00016632+8.6156e-05i,9.1215e-05-1.8909e-05i,-0.00037063-1.7396e-05i,-0.00074762+0.00064367i,-0.00092617+0.00078242i,-0.001495+7.902e-06i
-5.1988e-06+0.0011909i,0.00063195+0.0012282i,0.00061777+0.00064516i,2.5441e-05+0.00036628i,5.5256e-05+0.00074894i,0.00034439+0.00072133i,0.00047948+0.00029256i,0.00013569-0.00011867i,-0.00027976+0.00023823i,-0.00020331+0.00023552i,0.0002157+0.00037833i,0.00048617+0.00025257i,0.00037881-0.00056945i,0.00052959-0.00068916i,0.00042823-5.8678e-05i,2.6439e-05+0.00055127i,1.8339e-05+0.0006411i,2.8051e-05-4.495e-05i,5.3676e-07-0.0004684i,3.454e-05+6.8671e-05i,-0.00016639+0.00043745i,-2.5728e-05-2.7091e-05i,7.3511e-05-0.00038578i
-0.0027339-0.0023571i,-0.00216-0.0010699i,-0.00058148+5.5217e-05i,-0.00025958+0.00011316i,-0.00071325-1.5564e-05i,-0.00021258-0.00013725i,0.00043539-0.00043018i,0.00032669-0.00024046i,0.00044653+6.3577e-05i,0.00058288+0.00010955i,0.00023347+0.00025753i,0.00014751+0.00039512i,0.00044294+0.00056285i,0.00016734+0.0002809i,-0.000775+5.4676e-05i,-0.0011182-0.00021191i,-0.00049757-0.00078879i,0.00020165-0.0015416i,0.00027641-0.0009222i,0.00036286-0.00015025i,0.00032234-0.00047532i,-0.00015317-0.00045613i,-0.00098987+0.00045318i
0.0020888-0.002692i,0.0013547-0.0031569i,0.00054544-0.0027845i,-0.00036035-0.0015506i,-0.00031058-0.00055412i,-6.3699e-05-0.00029839i,-0.00047416+0.00011124i,-0.0005898+0.00037737i,-0.00038198-0.00046386i,-0.00039841-0.00069287i,-2.0329e-06-0.00018408i,0.00015008-0.00015239i,0.00034793-0.0002385i,0.00056363+5.1182e-05i,0.000758+2.0557e-05i,0.00047682-0.00027411i,-0.00030886-0.00021723i,0.0001094-3.0759e-05i,0.00032658+0.00014673i,-0.00013297-2.8478e-05i,3.1866e-05-0.00027603i,0.00019194-0.000411i,-7.8488e-05-7.285e-05i
0.00083175+0.0047865i,0.00065048+0.0041171i,0.00026174+0.0036398i,0.00034083+0.0020394i,0.0013551+0.00091764i,0.0015011+0.00059353i,0.00065876-0.00048327i,-0.00034158-0.00042364i,-0.00085673+5.1991e-05i,-0.00073382+0.00018625i,-0.00045824+0.00047972i,0.00027418+0.00055852i,0.00029798+0.00045157i,-0.00024347+0.00010648i,0.00020638-0.00031261i,0.00030632-0.00043774i,-4.8468e-05-0.00036052i,0.00015972-0.00046842i,0.00042995+3.155e-05i,0.00025301+0.00049988i,-0.00020167+0.00028195i,-9.7013e-05+0.00013089i,-0.00013588+3.9032e-05i
0.0011228+0.00075484i,0.00020726+0.00023202i,-0.00029506-0.0010048i,-0.00081875-0.0014917i,-0.00099387-0.00046955i,-0.00059907-1.7691e-05i,-0.00047038-0.00041321i,-6.4638e-05-0.00030591i,-0.00011013+0.00017961i,-0.00091189+0.00029051i,-0.00041885+0.00039783i,-3.4584e-05+0.00046095i,-0.00021613+2.9163e-05i,1.7987e-05-8.5039e-05i,-0.00010031-1.549e-05i,-0.00010781+0.00022227i,-2.6555e-05-0.00012601i,8.3053e-05-0.00053729i,0.00029487-0.00031968i,0.00029761-4.5216e-05i,-0.00016684+0.00055712i,-0.00022837+0.00081221i,-8.2674e-05+4.2747e-05i
-0.0024255-0.0020589i,-0.0016031-0.00071215i,-0.0010325-4.0113e-05i,-0.00036314+0.00028718i,-0.00014135+0.00063605i,4.7591e-05+0.00062367i,-0.00014597-7.4309e-05i,-0.00076173-0.00010716i,-0.00091302+0.00023222i,-0.00064449+0.00070527i,-0.00080539+0.00073856i,-0.0006772+0.00014608i,2.6772e-05-0.00018496i,-0.00019196-0.00015164i,-0.00045593-0.00015954i,0.00048042-0.00016696i,0.00063637+0.00015586i,-0.00035241+0.00010245i,-0.0010679+0.00026407i,-0.00081402+0.00043176i,-0.00020937+0.00070644i,-0.00022397+0.00031816i,-0.00045886+0.00014555i
0.0011225+0.00014928i,0.0010164+0.00014801i,0.00096655-8.9976e-05i,1.669e-05-2.2245e-05i,-2.9855e-05-0.00011756i,0.00064513-4.2969e-05i,-0.0001035+0.00049225i,-0.0006859+0.0010941i,-0.00010466+0.0011973i,0.00081481+0.00071419i,0.00094772+6.2839e-05i,0.00076217-0.000185i,0.00026583+0.00012385i,-0.00016678+8.5465e-05i,-0.00034265-0.00067353i,-0.00018624-0.0008528i,-0.00012618-0.00057557i,-0.00020428-0.00015283i,-0.0001416+8.6243e-05i,-0.00045896-0.00020999i,-0.00060948-0.00035177i,-0.00099574-9.9175e-05i,-0.00096424+0.00014887i
0.0013605+0.0015742i,0.00032803+0.0010298i,-0.00024198+0.00078454i,0.00057487-5.6134e-05i,0.00097268-0.0015349i,0.0012764-0.0015946i,0.0012648-0.00070491i,6.5979e-05-0.0004503i,-0.00049515+9.0612e-05i,0.00025595+9.8436e-05i,0.00028733+5.2166e-05i,-0.00028496+0.00056749i,0.00028156+0.00033154i,0.00091549+1.6512e-05i,0.00031211+0.00021145i,-0.00040513-0.00023592i,-0.00039586-0.0009986i,-0.00022368-0.0010101i,-7.5202e-05-0.00021752i,-0.00018995+0.00031871i,-0.0003421+0.00018457i,-0.00035782-4.0571e-05i,-0.00024186+0.00020253i
0.0022471-0.00097306i,0.0016612-0.0016858i,0.0012463-0.0022057i,0.00030618-0.0021345i,-6.5327e-06-0.0016766i,-0.00054356-0.00070105i,-0.00058494-0.00021038i,-7.983e-05+0.00045703i,8.4851e-05+0.00017286i,0.00029662-0.0013274i,0.00036465-0.0010457i,4.943e-05+2.8344e-05i,-0.00048009+0.00072816i,-0.00079318+0.00050122i,-0.00019976+0.00060856i,0.00019306+0.0014302i,0.00030823+0.00098015i,0.0001324-0.0002465i,-0.00014314-0.00041272i,-0.0003604-3.7196e-05i,-9.6974e-05+0.00010689i,-0.00020814-0.00029551i,-0.0010444-0.00050981i
-0.0028547+0.0015931i,-0.0026304+0.00033494i,-0.0016164-8.3715e-05i,0.00013159+0.00043041i,0.001016+0.00080236i,0.00067565+0.00086741i,-0.00012293+0.00025321i,-0.00016299+5.1357e-05i,-0.00037485+0.00061929i,-0.00058177+0.00037564i,-0.00019408-0.00045731i,-0.00011107-0.00029465i,-1.8786e-05+0.00049482i,0.0001833+0.0010474i,0.00010155+0.0013866i,-0.00056504+0.001015i,-0.00029257+0.00011313i,6.6979e-05-0.00022943i,-0.00012251-6.3567e-05i,-0.00078861+0.00030444i,-0.00066349+0.0004065i,-0.00032317+0.0004586i,-3.3624e-05+0.00032303i
0.0025758-0.0023252i,0.0012567-0.0023771i,-0.00081006-0.0028697i,-0.0013921-0.00077857i,-0.0012201+0.00086025i,-0.00023149+0.0010561i,0.00071661+0.0014223i,0.00057004+0.00085674i,-0.00024706+0.00010458i,-0.00076221+0.00016733i,-0.00058563+7.7169e-05i,-0.00012186+0.00011854i,0.00012831+0.0004123i,-0.00038038+0.00043182i,-0.00045798+0.00032156i,-0.00039278+9.4131e-05i,-0.00072073+0.00013128i,-0.00062984-0.00044684i,-9.0367e-05-0.00082851i,-7.1022e-05-0.00072489i,-6.293e-05-0.00060301i,-0.00033626-0.00068236i,-0.0005277-0.00033446i
-0.00063322+0.00046135i,-0.0010999+0.00034083i,-0.00081623+0.0015614i,1.6236e-05+0.00059815i,0.00023998-0.00071756i,0.0001473-0.0015138i,0.00064469-0.0016796i,0.00075901-0.00063546i,0.00047843-0.0003006i,0.0009797-0.00077316i,0.00092732-0.0011958i,0.00025232-0.00082535i,-0.00036684-0.00025853i,-0.00081683-0.00013152i,-0.00017886-0.00052156i,0.00063729-0.00028433i,0.00040954+0.00078764i,-0.00034221+0.0013751i,-0.00079494+0.0013204i,-0.00097037+0.00046095i,-0.00087258-0.0001734i,-0.00069091+0.00038466i,0.00012389+0.00034486i
