-0.00062715-0.0010701i,0.00029978-0.0018689i,-0.00054353-0.0021131i,-0.0011167-0.00046863i,-0.0020375+0.0014659i,-0.0019663+0.0020663i,0.0001223+0.001945i,0.0011356+0.0016279i,0.00064381+0.0010572i,0.00068724-7.8588e-05i,0.00096787-0.0010886i,0.00038957-0.00059704i,-0.00027399+0.00024183i,-0.00029608+0.00054489i,-0.00050476+0.00046097i,-0.00049454+8.9412e-05i,-0.00065079-0.00026221i,-0.00053029-0.00031257i,-0.00055453+0.00023785i,-0.00011118+0.00085359i,0.00089492+0.00072146i,0.0010676+0.0004942i,0.0008526+8.0516e-05i
0.30357+0.14893i,0.62117+0.20658i,0.85491+0.14515i,0.81714+0.046088i,0.56455+0.0013052i,0.32609-0.084345i,0.15493-0.21002i,0.037345-0.20045i,0.0080454-0.086739i,0.01327-0.025329i,0.0047242-0.026124i,-0.0057056-0.0349i,-0.002676-0.036637i,0.026896-0.046331i,0.070027-0.076337i,0.089712-0.10611i,0.07985-0.10444i,0.063813-0.072647i,0.052992-0.044788i,0.04261-0.031914i,0.028935-0.021489i,0.01871-0.012552i,0.015338-0.0063147i
-0.19376+0.13436i,-0.36283+0.14973i,-0.5439+0.052623i,-0.70184+0.038991i,-0.67459+0.21202i,-0.41831+0.32063i,-0.19833+0.21668i,-0.12833+0.069167i,-0.080312-0.0064682i,-0.022282-0.023655i,0.015402-0.0095723i,0.029924-0.01194i,0.011128-0.01888i,-0.016631+0.017021i,-0.022172+0.066894i,-0.0085946+0.084211i,0.010203+0.067863i,0.016961+0.040047i,0.0082185+0.026424i,-0.0016354+0.023242i,-0.0056295+0.010534i,-0.0042801-0.0071756i,-0.0026813-0.017579i
-0.30184-0.13175i,-0.51855-0.13602i,-0.49009-0.084748i,-0.19953-0.14999i,-0.0078398-0.29757i,-0.036395-0.25817i,-0.024988-0.056117i,0.041497+0.040874i,0.025156+0.019824i,-0.034339+0.0068276i,-0.063317+0.01537i,-0.058923+0.020574i,-0.044271+0.015566i,-0.034181-0.0051854i,-0.037309-0.034843i,-0.061282-0.04024i,-0.078004-0.01019i,-0.067922+0.013464i,-0.051874+0.00456i,-0.043079-0.0059402i,-0.034705+0.0080496i,-0.021411+0.027135i,-0.0071299+0.027358i
0.11517-0.37651i,0.073492-0.52761i,-0.086992-0.30157i,-0.17064+0.13715i,-0.055692+0.31115i,0.091214+0.2342i,0.15214+0.19347i,0.18309+0.18658i,0.17641+0.13249i,0.12741+0.062816i,0.076164+0.012134i,0.040862-0.0013766i,0.033232+0.0035271i,0.036863+0.0085943i,0.047575+0.027728i,0.073605+0.038864i,0.090861+0.023808i,0.081007+0.0081207i,0.059633+0.011959i,0.050163+0.018688i,0.049218+0.0019386i,0.039509-0.019976i,0.025516-0.019301i
0.69207+0.13732i,1.3244+0.066081i,1.6353-0.29462i,1.2787-0.66612i,0.60212-0.61237i,0.13453-0.32009i,-0.054627-0.17557i,-0.11316-0.12095i,-0.082746-0.030829i,-0.011267+0.031055i,0.023614+0.026413i,0.014076+0.0082297i,0.001086+0.0049035i,-0.010784-0.013474i,-0.049066-0.042319i,-0.098267-0.04633i,-0.12445-0.02472i,-0.11363-0.0090259i,-0.078256-0.018502i,-0.04777-0.035719i,-0.029094-0.036234i,-0.0098992-0.026143i,0.0070386-0.027559i
-0.14955+0.55405i,-0.22235+0.91228i,-0.23018+1.0323i,-0.14478+1.0093i,0.014742+0.92966i,0.14226+0.65242i,0.08565+0.32281i,-0.040526+0.20157i,-0.046176+0.16679i,-0.0081159+0.081456i,-0.0016037+0.020305i,-0.0030212-0.0053957i,-0.0039159-0.016052i,0.015902-0.011127i,0.047166-0.02032i,0.056391-0.047623i,0.040212-0.069258i,0.013031-0.066756i,-0.0029985-0.035367i,0.0052645+0.010424i,0.022755+0.043315i,0.023367+0.047694i,0.013182+0.041213i
-0.48547-0.032561i,-0.81067-0.050544i,-0.95139-0.14654i,-0.96294-0.29442i,-0.9255-0.28543i,-0.71034-0.068964i,-0.34402+0.084034i,-0.066742+0.059092i,0.034989-0.0074349i,0.034478-0.030078i,0.0047131-0.019491i,-0.0032429-0.0018791i,0.0074274+0.0066i,0.0059998+0.011538i,-0.0083703+0.024934i,-0.010893+0.046175i,0.0057263+0.059237i,0.017731+0.050092i,0.0080643+0.029864i,-0.0060922+0.012404i,-0.0065554-0.0058639i,-0.0022098-0.023462i,-0.0051804-0.030064i
-0.23992-0.23617i,-0.3264-0.036904i,-0.05478+0.5044i,0.47967+0.75411i,0.66791+0.33329i,0.35137-0.11564i,0.091484-0.13646i,0.084147-0.051125i,0.08727-0.030371i,0.040722+0.0044223i,0.0069248+0.028909i,-0.012722+0.022699i,-0.028122+0.013345i,-0.030879+0.0097508i,-0.018305-0.0093338i,-0.02052-0.041896i,-0.043245-0.05231i,-0.050257-0.039267i,-0.026811-0.027789i,-0.0022309-0.023878i,-0.0052528-0.012171i,-0.018992+0.012602i,-0.010923+0.033436i
0.39075-0.53658i,0.47352-1.0539i,0.2433-1.383i,-0.14726-1.203i,-0.29734-0.6123i,-0.14529-0.077974i,-0.042023+0.099818i,-0.071894+0.10041i,-0.035078+0.081913i,0.053196-0.0013012i,0.055299-0.080938i,0.024497-0.073792i,0.0251-0.045844i,0.0149-0.035296i,-0.0023554-0.014227i,0.0069909+0.0081744i,0.037689+0.014561i,0.057176+0.01031i,0.039676+0.0037784i,0.0089218+0.0014002i,0.00028908-0.0071206i,1.7763e-05-0.027944i,-0.01723-0.040589i
0.39991+0.45443i,0.71424+0.7489i,0.84927+0.74551i,0.79243+0.45667i,0.62696+0.14155i,0.37279-0.11715i,0.16936-0.21567i,0.10975-0.12944i,0.099793-0.023765i,0.062378+0.044967i,0.040729+0.078839i,0.029849+0.075301i,0.014582+0.074705i,0.021316+0.075372i,0.022891+0.056573i,-0.0069574+0.039035i,-0.042571+0.030027i,-0.056248+0.022833i,-0.036336+0.014899i,0.0033228-0.003518i,0.029744-0.02353i,0.035397-0.023923i,0.03619-0.018853i
-0.39518+0.26133i,-0.8342+0.45982i,-1.1936+0.70968i,-1.1969+0.96317i,-0.82024+0.98612i,-0.35691+0.71993i,-0.13138+0.39484i,-0.083217+0.17695i,-0.043024+0.038861i,-0.020434-0.065216i,-0.032507-0.091027i,-0.039366-0.066814i,-0.039235-0.055777i,-0.050112-0.057382i,-0.058261-0.052974i,-0.049944-0.032481i,-0.036577-0.0045176i,-0.029178+0.003019i,-0.024777+0.0012844i,-0.0074575+0.021461i,0.021339+0.044528i,0.030438+0.041486i,0.022718+0.02809i
0.01083-0.0553i,0.45043-0.22708i,1.1569-0.5365i,1.4143-0.8419i,0.85758-0.76694i,0.1938-0.26009i,0.044552+0.10654i,0.13262+0.063279i,0.12004-0.05775i,0.065895-0.052962i,0.029495-0.016965i,-0.00061554+0.0079383i,-0.0084822+0.025072i,0.0054546+0.022773i,0.023413+0.0028285i,0.036753-0.02413i,0.054337-0.042137i,0.073737-0.052376i,0.058937-0.061218i,0.0070729-0.050897i,-0.03588-0.027294i,-0.042411-0.015521i,-0.028851-0.015158i
-0.27461-0.30268i,-0.64631-0.34348i,-1.0639-0.18294i,-1.1252+0.17229i,-0.62031+0.41107i,-0.04443+0.272i,0.1039+0.066312i,0.049927+0.090329i,0.087699+0.1835i,0.13146+0.18533i,0.10105+0.13752i,0.043004+0.084133i,-1.7131e-05+0.045295i,-0.026824+0.022921i,-0.050007+0.014505i,-0.057264+0.0060283i,-0.039898-0.023741i,-0.0052994-0.042193i,0.028437-0.036124i,0.029401-0.034559i,0.0029272-0.024891i,-0.019174+0.0068115i,-0.034358+0.03809i
0.30708-0.11042i,0.31483-0.22073i,0.1564-0.22835i,0.11221-0.24886i,0.29454-0.37229i,0.41159-0.47491i,0.34395-0.45074i,0.20929-0.31689i,0.080218-0.22361i,-0.018465-0.25585i,-0.079014-0.29187i,-0.093385-0.23451i,-0.086379-0.15315i,-0.083709-0.092503i,-0.063734-0.038746i,-0.032847+0.019426i,-0.019914+0.10498i,-0.0035791+0.17095i,0.032952+0.14512i,0.0603+0.05019i,0.061672-0.039328i,0.043385-0.088286i,0.0082086-0.10087i
0.10723+0.35569i,0.16083+0.73343i,0.29922+1.16i,0.51707+1.409i,0.54757+1.2882i,0.34792+0.87428i,0.16563+0.45468i,0.11719+0.14883i,0.10415-0.036544i,0.057449-0.030617i,0.047741+0.10346i,0.098247+0.1683i,0.14287+0.11615i,0.15212+0.029774i,0.11559-0.036491i,0.062638-0.06118i,0.041341-0.079927i,0.0092687-0.090432i,-0.025921-0.030922i,-0.0073155+0.053918i,0.015482+0.086861i,0.012417+0.083809i,0.016134+0.065466i
-0.13561-0.18436i,-0.28108-0.68991i,-0.57961-1.3972i,-0.96773-1.5948i,-1.0628-0.99104i,-0.72317-0.16831i,-0.27174+0.21603i,-0.0066876+0.11792i,0.052681-0.10227i,0.039035-0.20635i,0.027895-0.20615i,0.0045548-0.16712i,-0.035659-0.11631i,-0.062556-0.068171i,-0.062614-0.037579i,-0.062028-0.040457i,-0.086568-0.065118i,-0.10617-0.081976i,-0.1037-0.080168i,-0.10254-0.060464i,-0.088137-0.022041i,-0.046503+0.017117i,-0.01634+0.032768i
-0.33923+0.11174i,-0.31163+0.45668i,-0.06983+0.81086i,0.2821+0.93021i,0.59462+0.58958i,0.64361-0.034591i,0.37326-0.42347i,0.085916-0.37196i,-0.045299-0.186i,-0.12291-0.051631i,-0.14099+0.051179i,-0.10234+0.070706i,-0.073823+0.043734i,-0.01488+0.040904i,0.082248+0.024235i,0.16552-0.0081217i,0.22594-0.039493i,0.24125-0.064019i,0.21026-0.059278i,0.15302-0.050016i,0.058494-0.050612i,-0.037236-0.026445i,-0.067896+0.022531i
0.069621+7.8039i,2.6802+6.3396i,6.3972+5.1403i,7.7509+2.062i,6.4799-1.3106i,3.417-2.9759i,0.65353-1.9809i,-0.32511-0.27697i,0.14832+0.54667i,0.84693+0.18224i,0.56018-0.64683i,-0.41407-1.0348i,-1.2813-0.92837i,-1.7218-0.46784i,-1.5552+0.12202i,-1.0116+0.47625i,-0.47939+0.41009i,-0.12733+0.10677i,0.060774-0.15262i,0.11464-0.28057i,0.12066-0.32064i,0.11377-0.26148i,0.10979-0.098524i
0.13703-0.045217i,0.20898-0.20554i,0.13769-0.38314i,0.092673-0.42486i,0.18138-0.34016i,0.27343-0.2978i,0.24041-0.29492i,0.096528-0.21877i,-0.024387-0.084495i,-0.036959+0.013633i,0.028734+0.02594i,0.077122-0.028179i,0.061024-0.071272i,0.038327-0.071177i,0.0591-0.065553i,0.099014-0.063573i,0.095902-0.053096i,0.040666-0.020713i,0.01225+0.024881i,0.037154+0.038924i,0.057606+0.023906i,0.054629+0.018686i,0.051068+0.017629i
0.22686+0.29301i,0.33836+0.27899i,0.10877+0.20427i,-0.21424+0.21008i,-0.21861+0.1291i,-0.10798-0.078594i,-0.15988-0.16999i,-0.19554-0.086332i,-0.14725-0.012073i,-0.1153+0.024608i,-0.077222+0.051654i,-0.035242+0.039279i,-0.016509+0.032883i,-0.0040839+0.033491i,-0.011581+0.01099i,-0.029397-0.016237i,-0.018714-0.042649i,0.0047035-0.058263i,0.0051049-0.054234i,-0.019663-0.031928i,-0.04465-0.00035345i,-0.048653+0.012905i,-0.031489+0.0061559i
-0.17412+0.33348i,-0.065435+0.55844i,0.25257+0.49442i,0.4715+0.17999i,0.33665+0.036983i,0.070548+0.14869i,-0.036922+0.25396i,-0.032911+0.20313i,-0.031831+0.11394i,0.01461+0.096507i,0.088144+0.077735i,0.099366+0.019904i,0.043214-0.035792i,-0.037379-0.032755i,-0.10688+0.042657i,-0.14466+0.14268i,-0.15298+0.1943i,-0.13343+0.15828i,-0.10302+0.084199i,-0.066436+0.045368i,-0.012155+0.037929i,0.034948+0.022523i,0.054714+0.00085498i
-0.31574-0.3936i,-0.58382-0.58765i,-0.69443-0.62513i,-0.69805-0.35291i,-0.58769+0.13496i,-0.25251+0.38977i,0.054458+0.20279i,0.049922-0.025243i,-0.038706-0.046515i,-0.051388-0.050829i,-0.09545-0.081285i,-0.12053-0.046003i,-0.073158+0.020171i,0.0048634+0.063972i,0.10064+0.049993i,0.16778-0.010331i,0.18286-0.031142i,0.15321-0.0085333i,0.09245+0.013847i,0.042985+0.021044i,0.001297+0.001156i,-0.046656-0.019406i,-0.074634-0.02002i
0.12586-0.048047i,0.06276+0.071219i,-0.098845+0.45709i,-0.19157+0.74105i,-0.20283+0.56369i,-0.24775+0.16712i,-0.25264-0.051348i,-0.14475-0.053451i,-0.013336-0.0020043i,0.041192+0.038555i,0.046905+0.087958i,0.044977+0.099554i,0.031333+0.057353i,0.030493+0.010341i,0.027722-0.044569i,-0.018755-0.1062i,-0.077001-0.14429i,-0.085107-0.12993i,-0.035976-0.085055i,0.0042664-0.062203i,0.010968-0.040784i,0.027548-0.0060429i,0.047822+0.0086757i
0.19118-0.1631i,0.26926-0.49527i,0.28086-0.84495i,0.19806-0.96704i,-0.0063318-0.79117i,-0.18334-0.42171i,-0.20727-0.11599i,-0.14507-0.024402i,-0.090761-0.015606i,-0.022568+0.0056284i,0.037011-0.0062826i,0.046507-0.039851i,0.016798-0.065616i,-0.045388-0.065175i,-0.097237-0.0036734i,-0.080668+0.091064i,-0.025055+0.14483i,0.012063+0.1285i,0.019606+0.079345i,0.021647+0.043978i,0.03274+0.017624i,0.029865-0.0049438i,0.0072057-0.0060812i
0.1499+0.29743i,0.43954+0.45629i,0.5518+0.38066i,0.33469+0.20571i,0.14894+0.087127i,0.13007-0.07588i,0.10756-0.16908i,0.064069-0.082287i,0.0065404+0.00053365i,-0.074495+0.02059i,-0.091104+0.011526i,-0.051722-0.026043i,-0.022506-0.033866i,0.018054-0.0021521i,0.080075+0.0063496i,0.11746-0.0328i,0.10438-0.072354i,0.062202-0.064069i,0.029874-0.025667i,0.0097104-0.0003028i,-0.025963+0.012901i,-0.057466+0.028393i,-0.050902+0.029765i
-0.33595-0.038939i,-0.60292+0.09812i,-0.66599+0.26578i,-0.48731+0.27403i,-0.29643+0.21145i,-0.14611+0.21369i,-0.015883+0.18347i,0.019365+0.091486i,-0.0030387+0.046688i,-0.01691+0.054914i,-0.027189+0.093021i,-0.015659+0.12709i,0.0014117+0.11064i,-0.017614+0.076612i,-0.059789+0.069773i,-0.081106+0.083058i,-0.058631+0.08521i,-0.014317+0.064919i,0.0090078+0.035229i,0.0095071+0.0083526i,0.021927-0.011008i,0.043546-0.021833i,0.040182-0.022203i
0.34341-0.22157i,0.63856-0.51716i,0.90898-0.71752i,0.97442-0.66276i,0.78795-0.44606i,0.55804-0.23572i,0.40236-0.14838i,0.25916-0.15802i,0.12973-0.16268i,0.074368-0.12628i,0.063252-0.080351i,0.049819-0.04387i,0.041596-0.03567i,0.031972-0.068729i,0.005927-0.10252i,-0.018923-0.087682i,-0.019301-0.042692i,-0.0016777-0.021898i,0.01642-0.030177i,0.025176-0.038518i,0.016554-0.041559i,-0.0050419-0.042821i,-0.017171-0.033755i
-0.017258+0.17711i,-0.18186+0.17549i,-0.60095+0.049901i,-0.95053-0.025011i,-0.76423+0.010855i,-0.26436+0.0042096i,0.0089151-0.031758i,0.04646-0.025837i,0.029099-0.051437i,-0.016627-0.097561i,-0.027889-0.086426i,0.013382-0.052864i,0.038822-0.034801i,0.033776-0.0049816i,0.045006+0.043945i,0.084073+0.056215i,0.092199+0.012819i,0.042628-0.025777i,-0.018642-0.011397i,-0.045111+0.034392i,-0.037682+0.06157i,-0.024275+0.053565i,-0.019309+0.029653i
-0.11951+0.19754i,0.076642+0.41148i,0.59968+0.5017i,1.0761+0.25211i,0.95442-0.14002i,0.37219-0.25599i,0.008594-0.14982i,-0.029113-0.12214i,-0.037526-0.12917i,-0.06219-0.064037i,-0.064681-0.012329i,-0.062257-0.0085487i,-0.057623-0.0074539i,-0.05294+0.0036291i,-0.050764+0.0068479i,-0.044106+0.0016335i,-0.023589+0.0067911i,0.015161+0.019024i,0.053339+0.0059923i,0.059372-0.034559i,0.038753-0.059127i,0.027498-0.046623i,0.031043-0.025966i
-0.18712-0.35727i,-0.47111-0.58354i,-0.82204-0.57341i,-0.9907-0.18883i,-0.74444+0.25855i,-0.30526+0.33459i,-0.093279+0.16605i,-0.088148+0.091229i,-0.048875+0.095973i,0.024311+0.05596i,0.020981+0.0027067i,-0.039657-0.0085172i,-0.060047+0.011138i,-0.023414+0.015395i,-0.0011402-0.0064308i,-0.023343-0.016646i,-0.034579-0.0082754i,-0.012584-0.011546i,0.0035355-0.022534i,-0.0044232-0.012192i,-0.019756+0.015727i,-0.02655+0.031711i,-0.028707+0.035281i
0.29395+0.083244i,0.44872+0.204i,0.51663+0.26855i,0.46288+0.019339i,0.23556-0.36326i,-0.030804-0.41978i,-0.090798-0.1818i,0.014415-0.02793i,0.062183-0.024722i,0.040731-0.028887i,0.042705+0.0050113i,0.064009+0.048938i,0.059541+0.055276i,0.032904+0.028447i,0.028439+0.018325i,0.052437+0.029085i,0.060839+0.035087i,0.03033+0.031978i,-0.01361+0.02195i,-0.040994+0.0033152i,-0.046455-0.013126i,-0.032557-0.016096i,-0.0085361-0.01275i
0.0024238+0.15845i,0.06873+0.15263i,0.18897+0.078201i,0.30728+0.080122i,0.35309+0.14413i,0.31547+0.13348i,0.19881+0.065696i,0.083382+0.020174i,0.026601-0.0037009i,-0.001259-0.0064429i,-0.018173+0.0027212i,-0.016978-0.00020065i,-0.0073922-0.0012778i,-0.0096296+0.0099733i,-0.02196+0.026926i,-0.018079+0.033964i,-0.00059387+0.014511i,0.0062559-0.0016817i,0.012231+0.021138i,0.035977+0.048102i,0.054125+0.043363i,0.044381+0.027326i,0.022231+0.013679i
-0.051529+0.05012i,0.011104+0.044569i,0.012731-0.057688i,-0.12072-0.13008i,-0.16972-0.076492i,-0.054875-0.062684i,0.019638-0.14182i,0.0018566-0.11833i,0.0082949-0.013324i,0.035494+0.02102i,0.041578-0.014847i,0.033532-0.058765i,0.029783-0.070232i,0.037123-0.057784i,0.030782-0.052827i,-0.0097681-0.045773i,-0.056015-0.0078547i,-0.051085+0.033271i,-0.0015305+0.023734i,0.02112-0.018002i,0.0039951-0.037719i,-0.016462-0.035049i,-0.029621-0.02588i
-0.1798-0.12617i,-0.34462+0.0041302i,-0.28275+0.31903i,0.022713+0.47222i,0.18254+0.31568i,0.062296+0.17309i,-0.034208+0.16612i,-0.0096132+0.13242i,0.016136+0.059917i,0.011536+0.0095799i,-0.0041227-0.0046447i,-0.017988-0.0034556i,-0.036484-0.003195i,-0.043399+0.023626i,-0.020464+0.061187i,0.015815+0.072484i,0.058001+0.06321i,0.082284+0.038649i,0.062022+0.0023576i,0.019024-0.022103i,-0.012383-0.031168i,-0.017694-0.030917i,-0.0049931-0.019894i
0.30345-0.15639i,0.43816-0.49009i,0.33683-0.78909i,0.1243-0.71448i,0.099832-0.40431i,0.20363-0.26006i,0.16073-0.22955i,0.036801-0.14136i,-0.014697-0.051151i,-0.025303+0.0043238i,-0.034444+0.04878i,-0.034769+0.07848i,-0.021531+0.066545i,-0.017109+0.0033797i,-0.036891-0.050906i,-0.0568-0.054485i,-0.066886-0.048485i,-0.077455-0.041233i,-0.071201-0.0042519i,-0.02935+0.032497i,0.015637+0.038969i,0.030068+0.035818i,0.027282+0.029056i
-0.074679+0.33119i,-0.11148+0.60597i,-0.15623+0.73155i,-0.20983+0.58912i,-0.22863+0.36531i,-0.20816+0.26396i,-0.15977+0.22708i,-0.081694+0.1752i,-0.018037+0.11579i,0.022775+0.066296i,0.072706+0.014275i,0.11072-0.043501i,0.10729-0.06767i,0.088043-0.048988i,0.083396-0.02561i,0.082971-0.023873i,0.059409-0.027011i,0.028626-0.013277i,0.025126+0.010998i,0.035016+0.023857i,0.031584+0.015213i,0.015107-0.0058179i,-0.0013906-0.020939i
-0.14151+0.0045046i,-0.029542+0.089812i,0.36021+0.13543i,0.71098+0.053515i,0.66865-0.0033768i,0.44448+0.045857i,0.3312+0.043605i,0.23458-0.037738i,0.11185-0.086635i,0.026038-0.080732i,-0.033912-0.048275i,-0.073906-0.0018155i,-0.083294+0.035511i,-0.081403+0.059114i,-0.07831+0.075733i,-0.061244+0.082101i,-0.030429+0.08379i,0.0065172+0.076402i,0.024804+0.040269i,0.0090196-0.0073209i,-0.010337-0.036888i,-0.016141-0.045892i,-0.022044-0.039882i
-0.065458-0.36839i,-0.44038-0.63377i,-1.0269-0.55229i,-1.2857-0.0639i,-0.89217+0.29521i,-0.29277+0.23255i,-0.0083353+0.027898i,-0.0091517-0.041222i,-0.03393+0.0031711i,-0.0082513+0.012551i,0.0019529-0.012417i,0.0011982-0.02023i,0.01931-0.026489i,0.039046-0.040721i,0.037807-0.057376i,0.01354-0.064791i,0.0013186-0.052227i,0.0078924-0.031478i,0.015286-0.014628i,0.021139-0.00052284i,0.019173+0.018419i,0.012458+0.036114i,0.010916+0.042849i
0.46283+0.28412i,1.0523+0.38796i,1.5054+0.15486i,1.3413-0.36039i,0.63846-0.64377i,-0.01864-0.47731i,-0.21645-0.19146i,-0.12144-0.064006i,-0.054808-0.024662i,-0.037352+0.041767i,0.0021036+0.084629i,0.035166+0.078831i,0.040154+0.055458i,0.024898+0.017015i,-0.0050978-0.01342i,-0.028784-0.01202i,-0.034551-0.0054138i,-0.043351-0.012826i,-0.066206-0.0039638i,-0.07769+0.029871i,-0.061459+0.050612i,-0.027205+0.046201i,0.0050477+0.02697i
-0.43168+0.10245i,-0.85267+0.20226i,-1.0826+0.35062i,-0.85368+0.57974i,-0.34248+0.69653i,0.03463+0.54618i,0.071937+0.33479i,-0.0063314+0.21809i,0.0072086+0.12229i,0.042908+0.031575i,0.04698-0.0058886i,0.033792-0.0096847i,0.012786+0.0028512i,0.010105+0.034694i,0.044562+0.078162i,0.096518+0.099817i,0.10803+0.081342i,0.079201+0.05207i,0.061606+0.02497i,0.06064-0.010918i,0.059167-0.04454i,0.050807-0.056821i,0.036986-0.05054i
0.011565-0.21905i,0.058693-0.34372i,0.10362-0.39606i,0.013012-0.4341i,-0.1936-0.39331i,-0.29004-0.21412i,-0.17436-0.097014i,-0.057488-0.090621i,-0.049279-0.074491i,-0.067708-0.057177i,-0.087569-0.063841i,-0.10108-0.066152i,-0.094891-0.060247i,-0.090937-0.052115i,-0.10668-0.051964i,-0.12559-0.048404i,-0.11317-0.018276i,-0.071418+0.017708i,-0.03471+0.027758i,-0.02369+0.022953i,-0.029431+0.026457i,-0.036653+0.032175i,-0.03675+0.029331i
0.21834-0.056154i,0.33523-0.1476i,0.29329-0.17923i,0.17705-0.074333i,0.1349-0.0025092i,0.11443-0.043942i,0.076822-0.037987i,0.048064-0.0062225i,-0.0073393+0.0023261i,-0.044586+0.046025i,-0.0035041+0.082672i,0.052179+0.080165i,0.081504+0.070325i,0.10973+0.054031i,0.14157+0.016281i,0.13385-0.040729i,0.077299-0.079118i,0.024977-0.070171i,0.0099106-0.034289i,0.015377-0.015832i,0.0078535-0.025538i,-0.007651-0.032956i,-0.014928-0.024344i
-0.089933+0.31406i,-0.13188+0.58956i,-0.10183+0.61885i,0.0079405+0.29358i,0.1318-0.072166i,0.16445-0.23272i,0.094375-0.21255i,0.03081-0.11507i,0.027351-0.040667i,0.02006-0.012399i,-0.013708+0.016187i,-0.03346+0.043002i,-0.034544+0.044655i,-0.042472+0.024283i,-0.076365+0.011245i,-0.1038+0.030712i,-0.094624+0.049959i,-0.076411+0.036938i,-0.070962+0.018847i,-0.061882+0.019052i,-0.031774+0.024395i,-0.0024941+0.025375i,0.008183+0.026564i
-0.1162-0.22181i,-0.16676-0.3815i,-0.094524-0.35904i,-0.011895-0.08844i,-0.057272+0.22198i,-0.12438+0.33818i,-0.13467+0.23126i,-0.10656+0.089366i,-0.044591+0.029963i,0.021313-0.016036i,0.038842-0.069757i,0.024685-0.090352i,0.01838-0.080973i,0.021612-0.04605i,0.038602+0.011688i,0.071597+0.059529i,0.099741+0.073011i,0.10677+0.059612i,0.097703+0.032422i,0.083386+0.0092382i,0.070453+0.0054798i,0.061418+0.0076534i,0.049135+0.0012859i
0.12589+0.027346i,0.17751+0.10418i,0.16072+0.1782i,0.13471+0.066042i,0.10182-0.2076i,0.058045-0.34936i,0.07188-0.24381i,0.10326-0.10629i,0.068371-0.068497i,0.0082661-0.052945i,-0.0087881-0.028157i,-0.0019794-0.015837i,-0.0051292-0.0151i,-0.018268-0.026146i,-0.035691-0.057287i,-0.057007-0.096301i,-0.07203-0.10902i,-0.068417-0.083534i,-0.055072-0.042119i,-0.052725-0.01615i,-0.065497-0.015824i,-0.07324-0.019113i,-0.057631-0.013645i
0.0069462+0.028239i,-0.0064573-0.074601i,-0.10252-0.22082i,-0.22169-0.19582i,-0.18324+0.0089688i,-0.044566+0.15762i,-0.021428+0.14935i,-0.065639+0.091832i,-0.068835+0.054926i,-0.055351+0.050127i,-0.040375+0.071583i,-0.025295+0.082112i,-0.021373+0.080672i,-0.0073825+0.08762i,0.027137+0.099135i,0.058356+0.094301i,0.058263+0.065282i,0.029107+0.032574i,0.0023976+0.016508i,0.0018565+0.0091588i,0.019125+0.00076981i,0.030571-0.0046987i,0.026099-0.0064687i
-0.060168-0.0031215i,0.0027516-0.0023281i,0.21289-0.035956i,0.43993-0.11642i,0.43913-0.16358i,0.23492-0.13107i,0.092942-0.068281i,0.071896-0.024604i,0.07144-0.01858i,0.046159-0.043059i,0.0036137-0.067801i,-0.025742-0.067167i,-0.034414-0.051528i,-0.047273-0.050084i,-0.069943-0.061856i,-0.078017-0.059109i,-0.0564-0.040074i,-0.02736-0.023275i,-0.015123-0.010743i,-0.010883+0.0089045i,-0.0036172+0.032357i,-0.0031637+0.040739i,-0.010497+0.034287i
0.039134-0.011128i,0.0036182+0.054254i,-0.19182+0.2282i,-0.46287+0.43372i,-0.49784+0.48993i,-0.23855+0.32876i,-0.014259+0.099374i,0.01799-0.018802i,-0.0077631-0.017962i,0.01423+0.0063458i,0.063531+0.0027294i,0.086007-0.015779i,0.085958-0.019182i,0.08729+0.0019004i,0.087669+0.035353i,0.076096+0.062931i,0.049614+0.079066i,0.028783+0.076649i,0.028226+0.044132i,0.023447-0.0027636i,0.003413-0.033374i,-0.0078998-0.039181i,-0.0059075-0.031052i
-0.060806+0.015756i,-0.114-0.061027i,-0.048406-0.28854i,0.15086-0.59404i,0.24931-0.70389i,0.15464-0.51023i,0.03447-0.24023i,-0.021977-0.08334i,-0.029489-0.011271i,-0.012006+0.025619i,-0.004736+0.051953i,-0.0012039+0.068386i,0.0013403+0.050605i,-0.010094+0.014787i,-0.019871-0.019008i,-0.016447-0.054748i,-0.0066508-0.083547i,-0.0031462-0.085469i,-0.011862-0.051916i,-0.01001-0.012282i,0.0040033+0.0016738i,0.0052719+0.0038837i,-0.0010171+0.011436i
0.047456-0.020808i,0.12322+0.040399i,0.17087+0.30002i,0.17515+0.6423i,0.16655+0.71081i,0.096018+0.47496i,0.0053346+0.24085i,0.0081852+0.11435i,0.036407+0.023155i,0.0072819-0.024562i,-0.032115-0.031381i,-0.051316-0.028387i,-0.05391-0.019663i,-0.043627-0.012583i,-0.041394-0.0058823i,-0.049394+0.0098569i,-0.053789+0.023256i,-0.053675+0.021838i,-0.050526+0.010412i,-0.046183+0.00033844i,-0.038798+0.0053137i,-0.024121+0.014224i,-0.0080544+0.011411i
