-0.00062715-0.0010701i,0.00029978-0.0018689i,-0.00054353-0.0021131i,-0.0011167-0.00046863i,-0.0020375+0.0014659i,-0.0019663+0.0020663i,0.0001223+0.001945i,0.0011356+0.0016279i,0.00064381+0.0010572i,0.00068724-7.8588e-05i,0.00096787-0.0010886i,0.00038957-0.00059704i,-0.00027399+0.00024183i,-0.00029608+0.00054489i,-0.00050476+0.00046097i,-0.00049454+8.9412e-05i,-0.00065079-0.00026221i,-0.00053029-0.00031257i,-0.00055453+0.00023785i,-0.00011118+0.00085359i,0.00089492+0.00072146i,0.0010676+0.0004942i,0.0008526+8.0516e-05i
-0.00077943-0.00070517i,-0.00097911-0.00045769i,-0.0019263+6.6013e-05i,-0.0023796+0.00092777i,-0.0018374+0.0014102i,-0.00013018+0.0014638i,0.0012294+0.00070994i,0.0012792-0.00051684i,0.00054735-0.00043586i,0.00053334-0.00029423i,0.00057796-0.0009102i,0.00037105-0.00059479i,-8.9803e-05-5.2327e-05i,-0.00022089-0.0003093i,-0.00058438-0.00027892i,-0.00043272+0.0005875i,-0.00037965+0.0010367i,-0.00096888+0.0010253i,-0.00085508+0.0010662i,-0.00010291+0.00030024i,0.00054512-0.00034948i,0.0010869-0.00096026i,0.00034796-0.0010423i
-0.00041642-0.0010072i,0.00051394-0.001499i,0.0012901-0.0012558i,0.0023886-2.0953e-05i,0.0017849+0.00047602i,0.00044495-0.00026416i,0.00036264-0.00018951i,0.0001869-0.00030257i,0.00015972-0.00029342i,0.00016787-0.00028444i,0.00051028-0.00066998i,0.00056984-0.00082657i,0.00044423-0.00044087i,3.8389e-05+0.00024772i,-0.00098216+0.00083561i,-0.00071562+0.00069269i,0.0002124+0.00028995i,0.00010015+0.00013741i,-0.00011132+0.00019594i,-0.0001988+0.00026012i,-0.00059598+0.00028867i,-0.00011269+0.00042189i,0.00019934-8.5195e-07i
0.00049963+0.00016768i,0.00086741-0.00023039i,0.0010832-4.5157e-05i,0.001569+0.0009828i,0.00079204+0.00056737i,0.00047274-0.00063468i,0.0005392+0.0003322i,-0.00017967+0.00094433i,-5.635e-05-0.00040399i,0.00077239-0.00094338i,0.00077009-0.00015136i,7.8286e-05+0.00013552i,-0.00079769+0.00013702i,-0.0004693-2.7978e-05i,-0.00024199-0.00059018i,-0.00025549-0.0003868i,-0.00064513-0.00021862i,-0.00096072-0.00066154i,-0.00082396-0.0001478i,-0.00099955+0.0009968i,-0.0010029+0.00091028i,-0.00016658+0.00045203i,0.00015217+0.00075871i
0.00051797+0.00018212i,-0.00052402+0.00058423i,-0.0017113+0.00035688i,-0.0015307+0.00071643i,-0.00056927+0.0015501i,-0.00055747+0.0014002i,4.7478e-05+0.0007679i,0.00027152+7.9061e-05i,-0.00075118-0.00074367i,-0.00091445-0.00076796i,-0.00078717-0.00064838i,-0.00079374-0.00045513i,-0.00094531-0.00088474i,-0.00031424-0.00058644i,-3.6455e-05+0.00046961i,-0.00085196+0.00047148i,-0.00059582+0.0002186i,-0.0001321+9.0126e-07i,-0.00056339+8.1224e-05i,-0.0006322+0.00057948i,0.00034644+0.00059404i,0.00097778+0.00012196i,0.00065088+9.4236e-05i
-0.0022221+0.00050787i,-0.0029213+0.0012735i,-0.0026201+0.0016609i,-0.0014418+0.0022476i,-0.0010869+0.0019877i,-8.2474e-06+0.0014205i,0.00098529+0.0020048i,0.00062816+0.0014801i,0.00018029+0.00044069i,-2.8203e-05-0.0002911i,-0.00013564-0.00097109i,0.00039139-0.00058568i,0.00064538+0.0010018i,-0.00026687+0.0013277i,-0.0007654+2.925e-05i,-0.00023668-0.00046487i,-7.6324e-05-0.00048295i,0.00014693-0.00037861i,5.4177e-05-0.00018109i,-0.00014962-0.00022853i,-0.00014217+0.00011688i,-0.00060494-0.00013719i,-0.00037989-0.00062833i
7.1539e-05+0.00044812i,-0.00040444-0.00041182i,0.00032713-0.00053906i,0.00039115-0.00099859i,-0.00033391-0.00087623i,-0.00031652-0.00056391i,-0.00041494-0.00015477i,-0.00015558-0.00012024i,0.00027741-0.00049374i,5.7918e-05-0.0010695i,-0.00054694-0.0013404i,-0.00095371-0.00075634i,-0.00025183-0.00047152i,0.00075224-7.9449e-05i,0.00071009+0.00079583i,0.00021628+0.0017022i,0.00029698+0.0015241i,0.0004678+0.00064789i,0.00019104+0.00025457i,-0.00055238+9.4641e-05i,-0.00056546-0.00050441i,-0.00042926-0.00068379i,-0.0001478-0.00033047i
0.00033751+0.00056399i,0.00020294+0.0010586i,-0.00087637+0.00078222i,-0.00086263+0.00088379i,0.00022891+0.0014855i,0.00068917+0.0013391i,0.00067094+0.00075654i,0.00034954+1.1372e-05i,0.00033738-0.00079894i,-0.00012538-0.00089116i,-0.00042891-0.00038141i,-0.00070206-0.00012137i,-0.00045658-3.3177e-05i,0.00043649+5.7693e-05i,0.00096002+0.00039258i,0.00051818+0.0012691i,-0.00036875+0.0011363i,-7.3284e-05+0.00069843i,0.000267+9.8485e-05i,-9.7756e-05-3.81e-07i,-0.00081807+0.00035599i,-0.00065596-0.00027359i,-2.4934e-05-1.7689e-06i
-0.0011005+0.00090257i,-0.00061263+0.0016564i,-0.00069526+0.0020612i,-0.00053521+0.0017038i,0.00018985+0.0015324i,0.00085553+0.00097977i,0.0014088-8.2107e-05i,0.0015318-0.00030075i,0.00065399-0.00049665i,0.00026195-0.00039911i,0.00079974-0.00045414i,0.00073568-0.00094194i,-0.0005045-0.00064855i,-0.0015333-0.00062724i,-0.0010985-0.0012114i,-0.00051617-0.0014064i,-0.00084282-0.00071927i,-0.0010371+0.00040588i,-0.00019425+0.0010145i,-0.00014897+0.00082232i,-0.00046165+0.00014639i,-0.00012258+4.31e-05i,9.2343e-05+0.00054992i
0.00049528+0.00093661i,0.00046093+0.00060848i,0.00039442+0.00017407i,0.00048911-0.00033881i,0.00056744-0.00047138i,0.00045778-9.7809e-05i,0.0013642+0.000561i,0.0012214+0.00067663i,0.00027736-0.00015291i,0.00011292-0.00061657i,-0.00010645+0.00033551i,-0.00058855+0.00039583i,-0.00054163-0.0001777i,-0.0005879+9.3457e-05i,-0.00054811+0.00066698i,-0.00034414+0.00098119i,-0.00031053+0.00088564i,-0.00037557+0.0011693i,-0.0010827+0.0012419i,-0.0012481+0.00063796i,-0.00050339-0.00010405i,-0.00056496-0.00034765i,-0.00047198-0.00020698i
0.00052585+0.00020614i,-0.0001888+0.00033327i,-0.00088067+0.00014137i,-0.00087592-0.00035203i,-0.0011657-0.00082283i,-0.00057605-0.0012216i,0.00027361-0.00089132i,-2.5407e-06-0.0009072i,0.00036514-0.0015706i,3.6338e-05-0.00079174i,-0.00028866+4.0989e-05i,0.000175+0.00017684i,-0.00076361+0.00066336i,-0.0017245+0.00032247i,-0.00090742-0.00022382i,5.1633e-07+0.00070619i,0.00061707+0.0013832i,0.00045938+0.001046i,0.00031428+0.0010299i,0.00088235+0.0012756i,0.0012859+0.0014094i,0.0010258+0.00065161i,0.00012987-0.00047094i
0.00034318+0.0005649i,0.0011853+0.00017718i,0.0013844-0.00015751i,0.0021151+0.00093277i,0.0025815+0.00094527i,0.0019703+0.00020354i,0.0011663+0.00014099i,0.00054359+0.0005218i,0.00027599+0.00036318i,0.00022754-0.00049474i,0.00018541-0.00078664i,5.936e-05-7.0678e-05i,-0.00046357+0.0010069i,-0.00032925+0.0010122i,-0.00043159+0.00036527i,-0.00022337+5.7951e-05i,9.8572e-05-0.00024779i,0.00024402-0.00069003i,0.00060556-0.00085322i,0.00056993-0.00026777i,-0.00034145+0.00072389i,-0.00035753+0.00013237i,-0.00013224-0.00084474i
0.0017886+0.00012605i,0.0021839-0.0005145i,0.0016409-0.00053907i,0.00083241-0.00046759i,0.00099707-0.00037108i,0.0013279-0.00041407i,0.00079546-0.00085244i,0.00022587-0.00068841i,-0.0003795-0.000687i,-0.00098367-0.00081969i,-0.001172-0.00035787i,-0.00095771-0.00037278i,-0.0004854-0.00091308i,-6.7788e-05-0.00023105i,-0.00011772+0.00047229i,0.00032251-3.3589e-05i,0.00055591-0.00022079i,-0.00021618-0.00038877i,-0.0010174-0.00035135i,-0.00064551-5.7743e-05i,0.00024753+0.0003826i,0.00038263+0.00054327i,0.0001066+0.00023485i
-0.00051192-0.00055161i,-0.0010448+0.00051333i,-0.00060728+0.00016761i,-2.9196e-05+0.00024926i,-0.0008206+0.0012233i,-0.00095741+0.0011724i,-0.00027886+0.0004809i,-0.00012535-0.00043848i,-0.00072503-0.00080616i,-0.00086225-0.00010258i,-0.00041203+6.974e-05i,-0.00057986-7.1653e-05i,-0.0004992+0.00040247i,-0.00039843+0.00058459i,-0.00042631+8.7103e-05i,3.7718e-05+0.00014081i,0.00025562-5.3055e-05i,-5.2369e-05-0.00086779i,-0.00014692-0.00061879i,-0.00016748-0.00016747i,0.00012039-0.00020544i,7.5485e-05-1.4347e-05i,-0.0002945+0.00076026i
0.0010623-0.0016188i,-0.00043239-0.0016251i,-0.0003536-0.0012997i,-0.00079221-0.00066061i,-0.0010297+0.00017816i,-0.00076789+0.0010652i,-0.00053478+0.00098736i,0.00012659+0.00014874i,0.0012093-0.00047628i,0.00097083-0.00057103i,-5.3596e-05-0.00044504i,-0.0001709+0.00031261i,0.00011694+0.0011975i,0.00024935+0.00044089i,0.00051322-0.00025717i,0.00077516+2.5611e-05i,0.00083605-0.00010907i,-0.00022217-0.00011973i,-0.00018618-0.00033049i,0.00011736-1.5919e-05i,-0.00011981+0.00038127i,0.0006466+0.00021148i,0.00069246-0.00041309i
0.0014778-0.0007076i,0.00040032-0.0010749i,0.0010589-0.0010071i,0.0017502-0.0013647i,0.0010571-0.0017393i,-0.00017123-0.00060109i,-0.00019642-0.00029282i,0.00061652-0.00058307i,0.0021948-0.0003968i,0.0024067+0.00032043i,0.001369+0.00046522i,9.349e-05+0.00045059i,-0.00039683+0.00056392i,-8.8798e-05+0.00057525i,-0.0002489+0.00071418i,9.5469e-05+0.00092441i,0.0001978+0.00080672i,-0.00060043+0.00029136i,-0.00098675+0.00014383i,-0.00050626+0.00022689i,-4.1294e-05+8.3218e-05i,-0.00025895-0.00012805i,-0.00019874-0.00044705i
-0.00014017-0.00065127i,0.0012537-0.00099197i,0.00074607+0.00021327i,0.00011743+0.00096163i,0.00042307+0.0012503i,0.0012597+0.00097399i,0.0011982+0.00033982i,0.00054221-0.00037065i,0.00044925-0.00066274i,-0.00014612-0.00057496i,-0.00083057-0.00028433i,-0.00081881+0.00011915i,-0.00042237+0.00016667i,0.00016514-0.00010664i,-0.00018464+0.0005089i,-0.0011398+0.00051803i,-0.00072849+0.00025252i,0.00032261+7.8123e-05i,0.00032995+0.00026922i,0.00027849+0.00016939i,-0.00026556+9.8924e-05i,-0.00031899+0.00043887i,0.00058577+0.0007709i
9.4575e-05+0.0013513i,0.00047129+0.001509i,0.0010734-0.00011371i,0.0015237-0.0003808i,0.0011157+0.00043493i,0.00058746+0.00033571i,0.00041271-0.00029835i,-0.00012811-0.00024534i,-0.00066934-0.0010052i,-2.6992e-05-0.0011025i,0.0006111+1.9091e-05i,-0.00031171+0.00016303i,-0.00097882+0.00027935i,-0.00081487+0.000567i,-0.00013999+0.00044973i,0.00085466-0.00048241i,0.0012301-0.00076213i,0.0012418-0.00039932i,0.00068464-0.00030398i,1.8824e-05-0.00018978i,-0.00034784+4.5424e-05i,-4.6511e-05-0.00022705i,3.302e-05-0.0007031i
0.0006911+0.0014935i,-0.00016604+0.0012871i,-4.9898e-05+0.00044939i,-6.146e-05+0.00016263i,-0.0010927+0.00013933i,-0.0010407+0.00035619i,-0.00025137+0.00083499i,0.0005428-3.9812e-06i,0.00094652-0.00056066i,0.00064625+3.9312e-05i,0.00055056+0.00062042i,-0.00010258+0.00053296i,-0.00039429+0.00045227i,-0.00037621+0.00088569i,-0.0012101+0.0014018i,-0.00082479+0.0011397i,-0.00038867-0.00012797i,-7.8772e-05-0.00034313i,-0.00033486+0.00063133i,-0.00098671+0.00033943i,-2.8201e-05-0.00040674i,0.00086585-0.00091231i,0.00089408-0.0012386i
-0.0019757-0.00367i,-0.0023344-0.0019535i,-0.0025441-0.00085323i,-0.0022741+0.00025618i,-0.0018211+0.00071131i,-0.0010728+0.00045434i,0.00031129+0.00070448i,0.00050776+0.00064368i,-6.3404e-05+0.00030521i,0.00029728+9.7087e-05i,0.00011676+0.00033729i,-4.0027e-05+0.00058721i,0.00041611+0.00010725i,0.0010014-0.00071759i,0.00079469-0.0011872i,-0.00074626-5.0719e-05i,-0.0010564+0.00065467i,-0.00011509+0.00016224i,-0.00029771-6.2666e-05i,-0.00085089-1.6167e-05i,-0.00066934-0.00034864i,-0.0001783-0.00085998i,0.00012034-0.00069768i
-0.00045944-6.4221e-05i,0.00058255-0.00068465i,0.00077129-0.00028304i,0.00086222+0.00027833i,0.00063952+0.00064729i,-0.0003282+0.00036244i,-0.00024982+0.00059948i,0.00034423+0.00085952i,0.00045913+0.00038689i,-0.00017702-0.0002112i,-0.00054966-0.00031171i,0.00014627-0.00044754i,0.00019398-0.0003279i,-0.0010208+8.3233e-05i,-0.0011499+0.00044087i,-0.00011448+0.0011236i,0.00027292+0.0011727i,0.00017581+0.001147i,-0.0004862+0.0013999i,-0.0011017+0.0010682i,-0.0005841+0.00057411i,-0.00051195+0.00035406i,-0.0010623-0.00039223i
-6.8506e-05+0.00036499i,5.8139e-06+0.0010276i,0.00053044+0.0010256i,0.0021215+2.1867e-05i,0.002209-0.00052665i,0.0015003-0.00047944i,0.00087891-0.00011199i,8.8589e-05-9.7131e-05i,-9.4245e-06-0.00014299i,1.5008e-05+0.00025475i,-0.00033436+0.00055676i,-0.00018714-0.00010566i,-0.0006062-0.00056825i,-0.00086441-0.00094522i,-0.00025794-0.00089812i,1.4009e-05-0.00024817i,-9.5815e-05+0.00037513i,-0.00074094+0.00048012i,-0.00094109+0.00021502i,-0.00054941-0.00016982i,-0.0003228-0.00033675i,-0.0006354-0.00022193i,-0.00050565-0.00018716i
-0.0018565+0.0020416i,-0.00097911+0.0030412i,-0.00039483+0.0056125i,0.00025102+0.0048676i,0.00096529+0.0024844i,0.0015232+0.00087413i,0.001689-0.00034927i,0.0010005-0.0012404i,0.00049125-0.0011184i,0.00064191-0.0010664i,0.00090708-0.00085338i,0.00022902-0.00098422i,-0.0011404-0.00056374i,-0.0014418+0.0001686i,-0.00078453-0.00014767i,-0.00010089-0.00077488i,-0.0002693-0.00096048i,-0.00062881-5.3324e-05i,-9.017e-05+0.00022563i,0.00021542+9.2074e-05i,-0.00046765+0.00017187i,-0.00040952+0.00018553i,-0.00019682-0.00040605i
0.00060297+0.00050511i,-1.4316e-05+0.00018867i,0.00014121-0.00037523i,0.00012919-0.00097336i,8.9622e-05-0.00054457i,-0.00020136-4.6206e-05i,-0.00046502-7.3874e-05i,-0.00050846-0.00043438i,0.00043384-0.00059581i,0.0011405-0.00073129i,-0.00031368-0.00052579i,-0.0010788-0.00032043i,-3.058e-05+0.00014325i,0.00028702+0.00066877i,-4.9996e-05+0.00084197i,-7.5326e-06+0.00050846i,-6.6232e-05+5.0423e-05i,-0.00060421-0.0002805i,-0.00079836+0.00031914i,-0.00064636+0.00029998i,-2.7394e-05-0.00010274i,0.0004602+2.6146e-05i,2.0726e-05+0.00011737i
7.9965e-05-0.00053313i,-0.0001403-0.0011608i,-0.00043907-0.0014256i,-0.0010248-0.00034065i,-0.00039715+0.0002545i,0.0004319+0.00035384i,0.00025797+0.00028274i,-0.00027189+9.9542e-05i,-0.00067906-0.00057598i,-0.00050278-0.0013339i,-0.00085859-0.00077618i,-0.0013865-0.00067897i,-0.00089729-0.00070196i,-0.00031005+0.00016143i,-0.00016279+0.00079891i,-0.00017282+0.0010495i,-0.00063566+0.0006562i,-0.00074748-0.00028864i,-0.00021121-0.00016709i,0.00017249+0.00027077i,-0.00034358-2.1014e-05i,3.1871e-06-4.4112e-05i,0.00035718-8.8503e-05i
0.0016071+0.001921i,0.0013152+0.0012951i,0.0019482+0.0009477i,0.0014665+0.0012011i,0.0010567+0.00056534i,0.0011077+4.8821e-05i,0.00084443+0.00018371i,0.00036357-0.00010972i,-0.00063763-0.00032436i,-0.00047635-0.00021894i,5.1573e-05-0.00028512i,-0.00045984-0.00043866i,-0.00067042-0.00048448i,-0.00064155-0.00037511i,-0.00042886+0.00034032i,-0.00059812+0.00032848i,-0.00097257+0.00032927i,-0.00099496+0.00062023i,-0.00070932+0.00074098i,-0.00070234+0.00091157i,-0.0013608+0.00091225i,-0.0012329+0.0011658i,-0.00046003+0.00064762i
-0.00044704+0.0020685i,-2.1132e-05+0.001986i,0.00052691+0.0020425i,0.00077946+0.00088047i,0.00080138+0.00010918i,0.00042642+0.00030571i,8.0283e-05+0.00025768i,-0.00033548-9.1608e-05i,-0.00079906+0.00016108i,-0.00084099-3.9731e-05i,-0.00061503-0.00052623i,-0.00063221-0.00024577i,-0.00073833+0.00011235i,-0.00053283-0.00026181i,-0.0011491+0.00031321i,-0.001144+0.0011917i,-0.0007205+0.0012072i,-0.00067588-1.5764e-05i,-0.00035039-0.0007798i,-0.0004844+7.6646e-05i,-0.00051936+0.00014625i,-0.00019419-0.00035702i,-0.00022832-0.0005387i
0.00058662+0.00035113i,-0.00072617-0.00020757i,-0.00095937-0.0012259i,-0.0001851-0.0013792i,0.001-0.00076702i,0.0011327+0.00029323i,0.00027928+0.00096438i,0.00022875+0.00049245i,0.00025008-0.00036957i,-0.00021934-0.0010951i,-0.00025112-0.00087818i,-0.00063256+0.00023061i,-0.0011046+0.0010521i,4.8338e-06+0.00051181i,0.00077654-0.00017049i,0.00029777+0.00040714i,0.00039883+0.00052717i,0.00035728+3.6413e-05i,-0.0005026-0.00031881i,-0.00089321-0.00066405i,0.00012608+0.00011263i,0.00018916+0.00065551i,1.8036e-05+0.00038729i
0.0019747+0.00075729i,0.0022839+0.00064567i,0.0023531+0.00036056i,0.00162+0.0002249i,0.00031116-0.00041451i,-0.00017517-0.00083016i,-6.2331e-05-0.0002838i,0.0001779+0.00014951i,-7.3478e-06-0.00044793i,-0.00045285-0.00094522i,-0.00035723-0.00047184i,-0.00053399-0.00054318i,-0.00071201-0.00049613i,-0.0006813-0.0001429i,-0.00098148-5.8112e-05i,-0.0010387+0.00070539i,-0.00031632+0.00078338i,-8.3385e-05-0.00046348i,0.00068782-0.00088725i,0.0014763-0.00010357i,0.001028-0.00011467i,0.00039988-0.00061318i,-3.6739e-06-0.00014325i
-0.00055403+0.0032612i,0.0011013+0.0032156i,0.0032354+0.0028614i,0.0037137+0.0018187i,0.003093+0.00066228i,0.0020551-0.00067629i,0.0015485-0.0010261i,0.00067971-0.00038445i,0.00052967+0.00035941i,0.0008302+0.0012868i,-0.00031659+0.0010364i,-0.00091833+0.00055549i,-0.00064559+0.00051201i,-0.00015696+0.00048048i,0.00021095+0.00023288i,0.0005142+0.00039779i,0.00075504+0.0004548i,0.00018483+9.0675e-05i,-0.0003887-0.0002384i,-0.00047493-0.00029579i,-0.00020921-3.3236e-05i,-0.00024953+0.000162i,-0.00029938+0.00023094i
-0.0026565+0.0010766i,-0.0018512+0.0017715i,-0.0014846+0.0018488i,-0.0012609+0.0017165i,0.00038885+0.0024513i,0.0021992+0.001512i,0.0022928+6.9539e-05i,0.0010381-6.8447e-05i,0.00011174-0.00011075i,0.0002097-0.00068029i,0.00059125-0.0008368i,7.3857e-05-0.00094397i,-0.00010618-0.0011895i,8.6409e-05-0.00095728i,-0.00044884-0.00054097i,-0.00077744-0.0003403i,-0.00024952-0.0003288i,-0.00023711-0.00021097i,-0.00064807-0.00039982i,-7.8161e-05-0.00016621i,0.00049958+9.2216e-06i,0.00016445-0.00025292i,5.6438e-05-0.0001317i
-0.0015248+0.00062612i,-0.00052474+0.0020944i,0.00084827+0.0038886i,0.0020166+0.0042612i,0.0018674+0.0024495i,0.0018083+0.00071413i,0.0012105+0.00024373i,0.0006968-0.00046819i,0.00060187-0.001385i,0.00046714-0.0018316i,0.00040687-0.00073655i,0.00016615+0.00068185i,-9.3859e-05+0.00092242i,0.00031187+0.0001225i,2.6389e-05-0.00038258i,-0.00095189+0.0002001i,-0.001017+0.00024573i,-0.0007653-7.1668e-05i,-0.0009871-0.00040923i,-0.00037719-0.00015264i,-2.8913e-06+0.00021262i,-3.3877e-05-4.5427e-05i,4.2225e-05+0.00016712i
-0.00027178-0.0013579i,-0.00060969-0.0013461i,-0.001731-0.0015327i,-0.0016519-0.0013021i,-0.0019082-0.00013247i,-0.0012879+0.00061946i,-0.00012666+0.000658i,0.00020054+9.5273e-05i,5.9789e-05-0.00048297i,-8.5542e-05-0.00051943i,-0.0002648+0.00018654i,-0.00056804+0.00083386i,-0.00053183+0.00087668i,-0.00031609+0.00043291i,-0.00050217+0.00013239i,-0.00033431-0.00034852i,0.00075506-0.00069036i,0.00058579-0.00079309i,0.00038082-3.9865e-05i,0.00017988+0.00079211i,-0.00079161+0.00030499i,-0.00062163-0.00048822i,0.0004184-0.00031433i
0.0016049-0.00092504i,0.0018722-0.00085915i,0.0013598-0.0011038i,0.0010081-0.00053371i,0.00062862+0.00014593i,0.0001048+0.00075249i,3.8703e-06+1.1183e-05i,8.5969e-05-0.00047382i,0.0008591-9.7979e-05i,0.00074707-0.00015484i,-0.00032862-0.00052368i,-0.00054812-0.0010203i,0.00040959+0.00014962i,0.00062935+0.0018841i,6.4328e-05+0.0016831i,-0.00035949+0.0010043i,-0.0010698+0.00071055i,-0.0014858+6.7749e-05i,-0.00074112-0.00035679i,-7.8312e-05-0.00072085i,-6.4765e-05-0.00085939i,7.7308e-05-0.0011387i,0.0010341-0.00084906i
-0.0018332-5.462e-05i,-0.0019871+0.00092781i,-0.0018921+0.0025099i,-0.00097686+0.0029951i,0.00018079+0.00285i,0.00031715+0.0019865i,0.00044424+0.001361i,0.00083374+0.00094614i,0.00074065+0.00044121i,0.00064996+0.00019325i,0.00068165+0.00077598i,0.00012411+0.0011418i,-0.00036078-0.00052099i,-0.00030196-0.00096985i,-0.00082801+0.00026109i,-0.001266+0.00096177i,-0.0012273+0.00079716i,-0.0012+0.00085368i,-1.0812e-06+0.00092946i,0.0010341+0.00083883i,-6.5134e-05+0.00032796i,-0.00056851-0.00071617i,-2.6242e-07-0.00026901i
-0.0018322+0.00014184i,-0.0018983+7.1136e-05i,-0.0015844+6.7378e-05i,-0.00057251+0.00037314i,0.00072203+0.00065349i,0.0018107+0.00036459i,0.0010621+1.5187e-05i,0.00039815-0.00050549i,9.1662e-05-0.00055728i,-0.00012985-0.00082065i,3.9048e-05-0.00079246i,0.00062749-0.00030674i,0.00067303-0.00030608i,-2.7785e-05-0.00064727i,-0.00066737-0.00019942i,-0.00077399+8.4532e-05i,-0.00059264+0.00032285i,-0.00070568+0.00074011i,-0.00065302+9.6013e-05i,-0.00043723-0.00050411i,-0.00011381-0.00037695i,-4.3538e-05+0.0002143i,-0.0005299+0.00073473i
-0.00019396-0.0018562i,-0.0006354-0.0022793i,-0.0012055-0.0010282i,-0.0013792+0.00066235i,-0.00097269+0.0010904i,-0.0003223+0.00065503i,0.00050532+0.0005606i,0.00062543+0.00035946i,0.00036351-0.00019939i,-0.00016013+2.6658e-05i,-0.00027278+0.00078478i,0.00011184+0.00080332i,0.00048721-7.7683e-05i,0.00037547-0.00058487i,-0.00017156-0.00043259i,0.00010893-5.584e-05i,0.00056585+0.00056459i,0.00038862+0.00040725i,0.00032622+0.00019598i,-0.00010885+0.00021249i,-0.00075491-8.1497e-05i,-0.00060906-0.00027863i,-0.00011643+0.00015565i
0.00022481-0.00046385i,0.00094486+0.00029491i,0.00094434-0.00012949i,0.00092554-1.6953e-05i,0.0014317+0.0010356i,0.0015405+0.00041882i,0.0014849-0.00038393i,0.0010561-0.00027868i,0.0002032-0.00090568i,-0.00061899-0.0016686i,-0.001043-0.00041193i,-0.0007706+0.00037719i,-0.00030727+7.3548e-05i,-8.5015e-05+0.00019759i,-0.00032679+0.00052929i,-0.00071531+0.00050172i,-0.00066539+0.00035422i,-0.0004598+7.5226e-05i,-0.00058441+0.00014606i,0.00030213+0.00071362i,0.0008024+0.00076762i,-0.00020705+0.00091263i,-0.00061713+0.0011033i
0.00020154+0.00048212i,1.5011e-05+0.00075182i,0.00030989+0.0014033i,0.00057792+0.0020477i,0.00052151+0.0021143i,0.00031232+0.0013186i,3.5645e-05+0.00042736i,-8.4859e-05+5.9719e-05i,0.00028727-0.00081111i,-0.00026004-0.00083619i,-0.0010946-3.9984e-05i,-0.00087848+0.00045359i,0.00026811-0.00039062i,0.00092382-0.00058768i,0.00017953+0.00030894i,-6.6049e-05+0.00050015i,0.00034428+0.00044911i,-2.1449e-05+0.0009238i,-0.0010977+0.00090428i,-0.0014012+8.7423e-05i,-0.00089184-0.0002603i,-9.5745e-05-0.00015134i,0.0003632-0.00022659i
0.00038017+0.00044977i,0.00017517+0.0013708i,0.00042723+0.0011791i,6.1553e-05-0.00049245i,-0.0012697-0.00075612i,-0.00089446-0.00015504i,0.0005701-0.00028039i,0.00061822-0.00017806i,0.00018247-0.00032323i,-5.9996e-05-0.00060242i,-0.00045054-0.0002859i,-8.3903e-05+7.6144e-05i,0.0004829+0.00043719i,2.4502e-05+0.0001799i,-0.00058735-0.00049487i,-0.00029956-0.00045452i,0.00090432+0.00014279i,0.00053862+0.00027466i,-0.00034361-5.6673e-05i,0.00041613+0.00052185i,0.00075993+0.00056797i,0.00067109+0.00011254i,0.0005914+0.00035274i
-0.0014341-0.00012033i,-0.0018166-0.0001219i,-0.00075665+0.0017281i,0.00011325+0.0021794i,0.0003534+0.0010837i,0.00069125+0.0011163i,0.00069049+0.00050103i,0.0008435-0.00032245i,0.0008117+0.0002242i,0.00033984+5.6894e-05i,-0.00072205-0.00045509i,-0.00062334-2.4839e-05i,0.00036696+0.00024559i,-0.0001923+0.00056568i,-0.0009454+0.00032983i,-0.00064817+9.8828e-05i,0.00011671+0.00072825i,0.00030961+0.00085818i,-0.00036617-2.7118e-05i,-0.00099101-0.00047819i,-0.0012776-0.00018909i,-0.00079607-0.00036994i,0.00013356-0.00066995i
0.00097128+1.268e-05i,0.00093528-6.2609e-05i,0.001211-0.00074926i,0.00085807-0.0029763i,0.00085398-0.0023872i,0.00082685-0.0005984i,1.966e-05-0.00020355i,-0.00016402-0.00019142i,0.00047442-0.00047752i,0.00073032-0.0011823i,0.00019205-0.0018115i,2.056e-06-0.00059497i,-9.6856e-05+0.00052015i,-0.00024833+0.00069626i,-0.0008257+0.000743i,-0.0010775+0.00045346i,-0.00053536+0.00023495i,-0.00015533+0.00017693i,2.4035e-05+0.00021835i,0.00034693+0.0006773i,0.00015415+0.00058272i,-8.9173e-05+0.00031139i,-0.00026586+3.7936e-05i
-0.0006728+0.0020674i,0.00054208+0.002471i,0.0012208+0.0030288i,0.0018355+0.0025236i,0.0024666+0.00089876i,0.00247+0.00070513i,0.0017015-6.9585e-05i,0.00074761-0.00062751i,-0.00026351-0.00019744i,-0.00068146-0.00010941i,-0.00050632-2.4088e-05i,0.00036877-0.00010804i,0.00081912-0.00053893i,0.00073048-0.00058589i,0.00063986-8.5648e-05i,-8.1523e-05-0.00034241i,-0.00081723-0.00073212i,-0.0012595-0.00069969i,-0.00081014-8.4714e-05i,-0.00022711+4.145e-05i,-0.0004804+0.00013644i,3.0445e-05+0.0008773i,0.00011154+0.0010006i
