-0.00059003+0.00080088i,-0.00025462-0.0012283i,-0.0023751-0.0015186i,-0.0022845-0.00020713i,-0.0013874+0.0015709i,-0.001324+0.0023012i,-0.00021137+0.0021585i,0.0010239+0.0015797i,0.0014616+0.00030721i,0.0010922-0.00098747i,0.00035511-0.0017968i,-0.00022829-0.0017869i,-0.00080533-0.00090853i,-0.00043489-0.00083186i,0.00018877-0.0010462i,-0.00032335-0.00029385i,-0.00058119-0.00024765i,-0.000483-0.00093917i,-0.00058554-0.00047275i,-0.00066696-0.0001076i,-0.00060283-0.00048401i,-0.00049022-0.00049732i,-3.1542e-05-4.6993e-05i
-0.00045121-0.0018197i,-0.001676-0.0012534i,-0.0023505+0.00029845i,-0.0023974+0.00094016i,-0.0017273+0.0017774i,-0.00063395+0.0027881i,-9.0575e-05+0.0018601i,0.00021154+0.00057475i,-1.3343e-05-8.1784e-05i,-0.00077671-0.00034281i,-0.00042233-0.0005232i,0.00029816-0.00033588i,0.00054741+0.00074141i,-0.00033081+0.0015344i,-0.0010196+0.0010406i,-0.00020844+2.7471e-06i,0.00024458-0.00032681i,-0.00014399-0.0001591i,0.0002872-0.00033535i,0.00029961-0.00096042i,-0.00014417-0.0012683i,7.6246e-05-0.00096791i,3.3523e-06-0.00025915i
0.0005139-0.00058531i,0.00043274-0.00092029i,-7.0149e-05+0.00015316i,-0.00065122+0.00097726i,-0.00070311+0.0005495i,0.00046752-0.00026413i,0.00031189-0.0010768i,-0.00033311-0.00098164i,0.00013916+0.00022521i,0.00090635+0.00086459i,0.0012676+0.00056374i,0.0010904-2.5309e-05i,0.00017033-0.00081759i,-0.00025002-0.00069156i,0.00016935+0.00038499i,-0.00027433+0.0006608i,-0.00098475-0.00079867i,-0.001537-0.0015972i,-0.0011865-0.00076795i,-5.7198e-05-0.00026553i,-5.8415e-07-7.4002e-06i,5.7035e-05+0.00055766i,0.00023413+0.00061021i
-0.0013219+0.00028891i,-0.0022089+0.00052391i,-0.0032373+0.00029963i,-0.0031069+0.0012961i,-0.002334+0.0026493i,-0.0010049+0.0022862i,-0.00038108+0.001841i,-0.00069954+0.0011523i,-0.00073484+0.00092403i,-0.00089178+0.001275i,-0.00058177+0.00079893i,-9.9458e-05+0.00076856i,-0.00066667+0.00070531i,-0.0011794+6.4546e-05i,-0.0011404-0.00019995i,-0.00046931+0.00025359i,-0.00015591+0.00086657i,-0.0010995+0.0011002i,-0.0013645+0.00012981i,-0.00066549-0.00085199i,-0.0005382-0.00073906i,-0.00046103-0.00016802i,0.00011633-0.00057683i
-0.0046361-0.00090859i,-0.0032183+0.0002154i,-0.0019398+0.0010624i,-0.00026849+0.00076027i,0.00065681+0.00065617i,2.933e-05+0.00063964i,-0.00072707-0.00026805i,-0.00048551-0.00067949i,7.9898e-05-0.00066619i,0.00031066-9.7394e-05i,0.00046194+0.00042754i,0.00051157+0.00016158i,0.00065302-3.3032e-05i,0.0012178-9.5348e-05i,0.0010664+0.00032458i,0.00064975+0.0006344i,0.00081002-0.00014293i,0.00097492-0.00068528i,0.00037151-6.8304e-05i,-0.00074174-3.9905e-05i,-0.0011177-7.0596e-05i,-0.00038463+0.00020466i,0.00028974-5.1353e-05i
-0.00093956-1.2654e-07i,-0.0012542-0.00049024i,-0.0012164+1.405e-05i,-0.00086382+0.0016161i,-0.00039402+0.0019794i,0.00053887+0.00058738i,0.00011604-0.00034137i,-0.00040334-0.00026366i,-0.00041263-9.7771e-05i,5.5511e-05-0.0002733i,0.00094751+0.00024975i,0.0013363+0.00048493i,0.0010507+0.00010269i,-0.00011976-0.00044289i,0.00014122-0.00050904i,0.00027213+0.00016631i,-0.0011616+0.00060088i,-0.0011863+0.00082496i,-0.00033145+0.00046782i,-0.00042694+0.0002589i,-0.00010666+0.0002325i,0.00056725+0.00040509i,0.000476-0.00010072i
-0.0019593-0.00067382i,-0.0017401+0.0011305i,-0.0015252+0.0014916i,-0.0010409+0.0012196i,0.00049186+0.0014285i,0.0017139+0.0011124i,0.0012361+0.00064998i,0.00074481+0.00040471i,0.00069337+0.00092943i,0.00014392+0.001163i,-0.00036637+0.0005042i,1.3066e-05+1.1116e-05i,0.00064356+2.4376e-05i,0.00022305+0.0005834i,-0.00032402+0.00028676i,-5.5733e-05+3.8271e-06i,-4.8852e-05-0.00057023i,-0.00011363-0.00094743i,0.00024493-0.00067943i,-5.7413e-05-0.00080203i,-0.00057698-0.0010056i,-0.00067003-0.00021329i,-0.00040448+0.0011902i
-0.0014473-0.0016929i,-0.00090201-0.001981i,0.00054179-0.00057849i,0.0018569+0.00036342i,0.0019116+0.00081743i,0.00046963+0.00020438i,-0.0010167-0.00091747i,-0.0012784-0.0010157i,-0.00068416+3.9054e-05i,-0.00074394+0.00034558i,-0.00069507-0.00058862i,-0.00038996-0.0010943i,-0.00091211-0.0012281i,-0.0013623-0.0015727i,-0.00082105-0.0013932i,-0.00058016-0.00089818i,-0.00082782-0.00062091i,-0.00119-0.00019692i,-0.00078581-0.0006516i,1.7816e-05-0.00093782i,0.00027916-0.00045077i,0.00068592-0.00036709i,0.00073893-0.00037601i
0.00084691-0.00090019i,-0.00033508+0.00035586i,-0.00066783+0.002698i,-7.4241e-05+0.003076i,0.00059972+0.0017599i,0.0010678+0.00055246i,0.0010767+0.00025198i,0.0005567-4.5118e-05i,-0.00037102-0.00027083i,-0.0012943+0.0004295i,-0.0010881+0.00072248i,-0.00043589+0.00013499i,0.0002143-0.00047062i,-3.6602e-05-0.00062514i,4.1927e-05-0.00039745i,0.00048956-0.00040662i,1.5729e-05-0.00087292i,-3.0903e-05-0.00097669i,-0.0002069-0.00078142i,2.0814e-05-0.00031976i,0.00035461+0.00062604i,0.00032942+0.0009821i,0.00030172+0.00050179i
0.0015546+0.0007407i,0.00064742+0.00059418i,-0.00066046+0.0004635i,-0.0017761+0.00032561i,-0.0010401+0.00039499i,0.00055658+0.00099243i,0.00073182+0.00056476i,0.00044887-5.862e-05i,-0.00035498-0.00017692i,-0.0012937-0.00047213i,-0.0014385-0.00053017i,-0.0010835-0.00030531i,-0.00055179-0.001022i,7.9809e-05-0.00098811i,0.00068669-0.00048846i,0.0003669-0.00075765i,5.7836e-05-0.00059964i,-0.00011635-0.00052339i,-0.00030077-0.001007i,8.3904e-05-0.00093531i,0.00053696+3.1853e-05i,0.00073771+0.00069704i,0.00064265+0.00061119i
-0.00019829+0.0028745i,0.000313+0.0032533i,4.9839e-05+0.0024791i,-0.00071117+0.0018359i,-0.00087881+0.002454i,-0.00016552+0.0026213i,0.00054338+0.0015188i,0.0003099+0.00086309i,4.55e-05+0.00030451i,7.3941e-05-0.00057865i,0.00033397-0.0010168i,8.3193e-05-9.1719e-05i,-0.00038012+0.00065319i,-0.00011852-0.00011914i,0.00054423-0.00082682i,0.00019681-0.00092255i,-2.3192e-05-0.00088571i,0.00046128-0.00071635i,-7.9834e-06-0.00017506i,-0.00077103-0.00052765i,-0.00058224-0.0011617i,-0.00010211-0.00074754i,0.00014306+0.00050176i
-0.0055638+0.00098615i,-0.0048794+0.0012603i,-0.0030153+0.0021651i,-0.0015697+0.0020933i,-0.00072507+0.0021127i,8.1404e-05+0.0021291i,3.9356e-05+0.0009647i,-0.00055552-0.00020008i,-4.2524e-05-0.00058935i,0.00076102-0.00055848i,0.0007832-0.00037183i,0.00010522-0.00031881i,-0.00071935-0.0003981i,-0.00011696-0.0010357i,0.0010199-0.0011179i,0.00063971-0.00095242i,-6.0566e-05-0.00097768i,3.4468e-05-0.00096239i,3.126e-05-0.00089306i,0.00039362-0.0012972i,0.00066018-0.0007024i,0.00087561+0.00048273i,0.001165+0.001049i
-0.0044317-0.0032539i,-0.0054166-0.0027968i,-0.0038429-0.00077009i,-0.0015774+0.00068267i,-0.00069172+0.0013291i,0.000136+0.00081682i,0.00059908+0.00050142i,-2.6895e-05-0.00010132i,0.00032398-0.00033891i,0.00085309-8.3853e-05i,-0.00014344-0.00034277i,-0.00049066-0.00042912i,0.00041399-0.00039188i,0.00056101-0.00035259i,0.0010783-0.0004574i,0.0015958-0.00041187i,0.0010273-0.00020375i,0.00063643-0.0004844i,0.00084362-0.000371i,0.00078737+2.8629e-05i,0.00067791+1.6087e-05i,0.0005538-0.00043346i,0.0002506-0.00049659i
-0.00026154-0.0033779i,-0.00069675-0.0035544i,-0.00063241-0.0014425i,-0.00027765+0.00031941i,0.00027268+0.0011366i,0.00062728+0.0002926i,0.00080694-0.00043541i,0.00055528+0.00042552i,0.00037308+0.0004183i,-0.00012577+0.00064697i,-0.00076475+0.00089054i,-0.00022967+8.1264e-05i,0.00052325-0.00044111i,0.00038815-0.00055197i,0.00022067-0.00055047i,0.00046489-0.00041705i,0.0004928-5.7287e-05i,-0.00022998+0.00017335i,-0.00027011+0.00025037i,-2.8674e-05+0.00035059i,-0.00025244+0.0009571i,-0.00038963+0.0010512i,0.00044321+0.00043557i
0.0013916-0.0018837i,0.0017144-0.0024061i,0.0008746-0.0026842i,-0.00054851-0.0019373i,-0.00088434+0.00033203i,-0.00055714+0.0014356i,-0.00044+0.001116i,-0.0004467+0.00026337i,-0.00018167-0.00080191i,0.00036415-0.00072834i,-0.00019782+8.8529e-05i,-0.00081445+1.9114e-05i,-0.00071071-0.00018161i,-0.00073937+0.00066984i,0.0002989+0.00055346i,0.00099734+0.00024724i,0.00014493+0.00034836i,-0.00036522-0.00015046i,-0.00053506-0.00032335i,-0.00035798+0.00036089i,0.00035065+0.0005464i,0.00091445+0.0010068i,0.001412+0.0013956i
-0.0014037+0.00041566i,-0.00061291+4.9475e-05i,0.00011361+0.00030401i,8.2484e-05+0.0014914i,0.00059659+0.0020461i,0.0012104+0.0013959i,0.00081712+0.00024182i,0.00018257-0.00071167i,0.00038875+0.00016242i,0.00069629+0.0010796i,0.00084332+0.0011024i,0.0007011+0.00042662i,0.00013778-0.00013288i,0.00042664-0.00029775i,0.0011997-0.00041255i,0.00072989-0.00015648i,0.00013187+0.00050121i,-0.00029236+0.00048841i,-0.00071442-0.00032147i,-0.00086431-0.00053431i,-0.00086792-0.00027612i,-0.0004755+0.00027555i,-1.8977e-05+0.00062646i
-0.0021625+0.0013959i,-0.00236+0.0010581i,-0.0021442+0.00011594i,-0.0019578+8.4243e-05i,-0.001329+0.00042134i,-0.00080086+0.00039168i,-0.00095055+0.0010917i,-0.00062141+0.0011605i,-0.00081077+3.5271e-05i,-0.00087443-5.3959e-05i,-0.00080906+0.00052373i,-0.00075181+0.00039301i,-7.5251e-06-0.00041924i,-6.4106e-05-0.00071754i,-2.8073e-05-0.00012553i,0.00042089+0.00033091i,0.00044824+0.0003685i,0.00044143+0.00026099i,-5.7144e-05-0.00032997i,-9.5266e-05+0.00017547i,0.00053328+0.00073756i,0.00021809+0.00026138i,-0.00058957+0.0004893i
0.00090506-0.0030074i,0.0004514-0.0031043i,2.1892e-06-0.0034226i,-0.00067312-0.0016449i,-0.00084684+0.0010949i,-0.00034458+0.0019076i,-0.00026717+0.00078687i,0.00021272+0.00033375i,0.00042969+0.00063772i,-0.00022196+0.00064173i,-0.00086699+0.00037183i,-0.001223-0.00010726i,-0.00080745-0.00021719i,5.2414e-05-5.5604e-05i,0.00013368+0.00069856i,-5.6758e-05+0.00089772i,0.00051013+0.0005174i,0.00056447+0.00056236i,0.00041818+0.00073666i,0.0004484+0.0010961i,-9.8869e-05+0.0013009i,-0.0003397+0.00087932i,-0.00057737+0.0001112i
-0.00081803-0.00058784i,-0.00025171+0.00061374i,0.00036652+0.0027685i,0.00054045+0.0030599i,0.00013517+0.0016848i,-4.0362e-06+0.00068152i,-0.00033014+1.9431e-05i,-0.0003527-6.0133e-05i,-0.00019004+0.00038395i,-0.00026498+0.00046143i,-0.00043222+0.00041206i,-0.00045255+0.00014351i,-0.00067215-0.00025282i,-0.00060997-0.0011862i,0.00019853-0.0014382i,0.00061414-0.00051004i,-7.1597e-05+0.00048169i,-0.00068842+0.00074371i,-0.00057431+0.00073212i,-0.00031349+0.0004842i,5.0094e-05+0.00018081i,0.00037535+0.0002727i,0.0005546+0.00082416i
-0.0020305+6.3449e-05i,-0.0022573+0.00053032i,-0.0030053+0.0014171i,-0.0022176+0.0019803i,-0.00077993+0.0020789i,0.00018085+0.00094757i,0.00038523-7.7521e-05i,0.0005665-0.00040534i,3.1743e-05-0.00059926i,-9.617e-05-0.00060186i,0.00037888-0.00066831i,0.00014258-0.00078736i,-0.00030812-5.6589e-05i,0.00023521-1.151e-05i,0.0013187-0.00015851i,0.001103+0.00032502i,0.00018677+0.001358i,-0.00012656+0.00050159i,-0.00017861-0.00090891i,0.00011327-0.00031718i,0.00063354+0.00065413i,0.00081917+0.001276i,8.058e-05+0.0015569i
-0.0020477+0.00082461i,-0.0014851+0.0015398i,-0.001681+0.0012909i,-0.00097541+0.00086449i,0.00034769+0.0012388i,0.00093822+0.0012717i,0.00069065+0.00050348i,0.00053185-0.00026639i,0.00026335-0.00010981i,0.00014873-1.481e-05i,4.2757e-05-0.00042393i,0.00023881-0.00032076i,0.00053621+0.00036579i,0.00026076+0.00071422i,0.00051436+0.00050598i,0.00072201+0.00025198i,0.00043328+0.00048804i,-0.000323+0.00095179i,-0.00052736+0.00066046i,-0.00062426+0.00049995i,-0.00094321+0.0010013i,-0.0012439+0.001021i,-0.0010752+0.00028905i
-0.0060955-0.00044247i,-0.0049951+0.0010644i,-0.0036245+0.0030152i,-0.0011555+0.0037432i,0.0016272+0.0035709i,0.0020016+0.0016716i,0.00083956+0.00078811i,0.00026832+0.00051605i,0.00050916+0.00051272i,0.00095996+0.0010897i,0.0010386+0.00084271i,0.0011284+0.00030829i,0.00095155+6.3623e-06i,0.00043106-0.00029047i,0.00047523-0.00054465i,0.000178-0.00015209i,0.00015119+0.00016816i,-0.00012819+5.93e-05i,-0.0010381-0.00040692i,-0.0011474-0.00028156i,-0.00015866+0.00084343i,0.00075666+0.0013834i,0.0006833+0.00050714i
-0.0028972-0.00058183i,-0.0036153-0.0011387i,-0.0025201-0.0014431i,-0.0010131+7.2698e-05i,-0.0003738+0.0020167i,-0.00054223+0.0021389i,-0.00038844+0.00086377i,-0.0003866+0.00037279i,-0.00086638+0.00066252i,-0.00039565+0.00053022i,2.3521e-05-3.045e-05i,-0.00027263-0.00052961i,6.8749e-05-0.00017421i,0.0005715+0.00064554i,0.00052024+0.00093748i,3.4807e-05+0.00054384i,-0.00067331-0.00027367i,-0.00080031-0.00076202i,-0.00030072-0.00067694i,-0.0002826-0.00016613i,-0.00043699-0.00032515i,0.00019122-0.00049319i,-2.245e-05+0.00019054i
-0.0039347-0.0021651i,-0.0044316-0.0023404i,-0.0037586-0.00089002i,-0.0022768+0.0014329i,-0.00068354+0.0020832i,0.00051046+0.0013414i,-0.00031313+0.00055452i,-0.001539+1.2844e-05i,-0.0014382-0.00020765i,-0.0010779-1.3615e-05i,-0.0007395-7.2996e-05i,-0.00047986+3.6818e-05i,3.4848e-05+0.00038509i,0.00036178-0.00013674i,0.0003522-0.00040858i,0.00074596-0.00026363i,0.00046184-4.851e-05i,1.0445e-05-0.0002255i,7.547e-05-0.00037737i,0.00019411+0.00030365i,0.00014735+0.00075488i,-0.00054497-7.0336e-05i,-0.00096202-0.00068234i
0.0011693-0.00051879i,0.0014531-0.0012057i,0.0023503-0.0015497i,0.0018817-0.0013595i,-0.00024471-6.2706e-05i,-0.0016963+0.0017398i,-0.001354+0.0021289i,-0.00092986+0.00088795i,-0.00073307+0.00018493i,-0.00014484+0.00058658i,0.00028866+0.00033842i,-0.00016616-0.0004654i,-0.00057766-0.00080686i,-0.00042485-0.00065778i,-0.0016004-0.00091019i,-0.0015848-0.0011206i,-0.00093747-0.00090035i,-0.00054628+6.4696e-05i,-0.00043295+0.00060475i,-0.00060936+0.00036765i,-0.00069352+0.00024554i,-4.1546e-05-0.00026477i,3.0186e-08-4.5584e-05i
0.0018021-0.00088118i,0.0013039-0.00048219i,0.0011432+0.00078196i,9.09e-05+0.0013058i,-0.00060958+0.0010435i,-0.00061898+0.0015946i,-0.00027939+0.0011636i,0.0004058-6.1075e-05i,0.00063187-0.00049667i,0.0005087-0.00016368i,-4.8799e-05+0.00030383i,0.0004751-0.00056221i,0.00047835-0.00029439i,-0.00064791+0.00014745i,-0.00063944+0.00019607i,-0.00062595+0.00036811i,-0.00077815+0.00019721i,-0.00031804+0.00037384i,0.00032457+0.0011373i,0.00031409+0.0011684i,-0.00033115-0.0001507i,-0.0009411-0.00097494i,-0.0014042-0.00089869i
-2.9299e-05+0.00040035i,-0.00050416+0.00099749i,-0.00085642+0.0010252i,-0.0013226+0.00088582i,-0.00084461+0.0012152i,-0.00013919+0.0010806i,-0.00033063+0.00013359i,-0.00030207-0.0004149i,0.00024143-0.00045354i,0.00027417-0.00040285i,-0.00030412-0.00068961i,-0.00062651-0.00047532i,-0.0002433+0.00049865i,-0.00053222+0.00011025i,-0.0010179-0.00092898i,-0.0002493-0.00049584i,0.0002346+0.0006218i,-0.00051336+0.00052842i,-0.00067481-0.00016135i,-0.0010857-0.0010416i,-0.0009599-0.0014498i,-0.0006626-0.0011334i,-0.00049993-0.001033i
0.00099496+0.0012114i,0.00089925+0.00095119i,0.00078788-0.0003054i,-0.00035324+0.00011215i,-0.00095776+0.00078672i,-0.00047871+0.00085583i,-0.00081516+0.00087288i,-0.00062418+0.00087068i,-3.7277e-06+0.00077218i,-0.00040776-0.00022611i,-0.00095512-0.0011848i,-0.00062399-0.00025221i,0.00019008+0.00054843i,1.3405e-05+0.000274i,-0.00063138-0.00031854i,-0.001284-0.00077764i,-0.0014202+3.5646e-06i,-0.0010177+0.00088648i,-0.00045611+0.00083657i,-0.00035254+0.00029765i,-0.00020525-0.00034079i,-0.00019864-0.0005471i,-0.0004972-3.6263e-05i
-0.00074078+0.0015046i,-0.0010872+0.0032742i,-0.00054502+0.0020677i,-0.0002317+0.000504i,0.00069974+0.0011976i,0.0018539+0.00089499i,0.0014418+0.00042242i,0.00016558+0.00011529i,8.233e-05+0.00014637i,0.00068386+0.00047454i,0.00063386+9.9205e-05i,0.001076-0.00069232i,0.00062199-0.00049656i,-0.00066022-0.00017664i,-0.0012239-0.00062066i,-0.00079207-0.00083387i,-0.0009828-0.00044259i,-0.0013553+0.00034641i,-0.00093842+0.00014335i,-0.00055119-0.0010875i,-0.00038842-0.0017578i,-4.3979e-05-0.0015295i,-0.00010471-0.0010649i
-0.00014341-4.274e-05i,-0.00017374+0.0002433i,-0.00099134+0.00046641i,-0.0010271-0.00024589i,-0.00054784-0.00048086i,-0.00055501+0.0002773i,-0.00036209+7.181e-05i,7.2135e-06-0.00038199i,0.00012015-0.00038698i,0.00021062-0.0013823i,0.00052996-0.0015465i,-2.4675e-05-0.00082677i,-0.00026411-0.00029598i,0.00029117-0.00084479i,-0.00034032-0.0013362i,-0.0010279-0.00087504i,-0.00073307-0.0011156i,-0.00014778-0.00041024i,0.00026701+0.00095306i,-0.00052852+0.0013855i,-0.001069+0.00051094i,-0.0007958-0.0002777i,-0.00021252-0.00032379i
-0.00058143-0.0014498i,-0.0019841-0.0012596i,-0.0019251-2.607e-05i,-0.00079284+0.00079669i,-0.0003929+0.0015051i,-0.0003443+0.0023096i,2.4604e-05+0.0022402i,-5.3708e-05+0.0015939i,-0.00063315+0.00027731i,-0.000664-0.00018517i,-0.00060451+0.00042062i,-0.00038783+0.00047332i,-0.00016593+0.00085166i,0.00060411+0.0016116i,0.00057947+0.001504i,3.6433e-05+0.0012751i,0.0001126+0.00057441i,0.00060761-0.00016716i,0.000671-0.00028674i,-0.00034024-0.00019524i,-0.0015253-0.00060016i,-0.001175-0.00085729i,-0.00030926-0.00049464i
-0.0010463-0.0015664i,-0.0010528-0.0018179i,-0.0012137-0.0017174i,-0.002256-0.00027098i,-0.0024327+0.00070027i,-0.001292+0.0012533i,-0.0010653+0.001172i,-0.00043988+0.00084489i,-0.00026156+0.0010159i,-0.0004382+0.0005011i,-0.00023495-0.00024647i,-7.6656e-05-0.00089512i,0.00080646-0.00043176i,0.0010771+0.00077218i,0.00060188+0.00039099i,0.00024365-0.00084947i,-0.00037099-0.0014118i,-0.0001268-0.00089694i,0.00077625-0.00083271i,0.00049611-0.00041996i,-0.00043961+0.00030175i,-0.00076263-0.00019044i,-1.083e-05-0.00062311i
-0.00048845-5.7838e-05i,0.0001757+0.00076339i,0.0012374+0.0012028i,0.0013888+0.00071547i,0.00012986+0.0012813i,-0.00071211+0.0023304i,-0.00044454+0.0016933i,-9.748e-05+0.00063762i,1.5003e-05+0.0001951i,0.00025526+0.00034145i,-0.00018865+0.00060081i,-0.0014395+0.00065886i,-0.00077373+0.0006907i,-0.00040711+0.0012235i,-0.00068824+0.0009561i,5.6795e-05-3.6216e-05i,0.00011637-0.00067942i,8.7977e-05-0.00085307i,0.0002633-0.00024046i,0.00027797-0.00034932i,5.0543e-05-0.00081424i,-0.00016926-0.00050785i,0.00018876-0.00036456i
0.00020097-0.0023229i,-0.0017676-0.001732i,-0.0028354-0.00046324i,-0.0030567+0.001059i,-0.0026243+0.0017911i,-0.00047799+0.0010991i,0.00055079+0.00030342i,0.0011666-5.5424e-05i,0.0011728-0.00029024i,2.7458e-05+0.00031928i,-0.00026886+0.00034813i,0.0001152-7.7199e-06i,0.00028017+0.00021377i,0.00038858+0.0005559i,0.00049736+0.00034938i,0.00057974-0.0005683i,0.00052201-0.00086189i,0.00021639-0.0009745i,0.00018495-0.0004427i,0.00024772+4.9145e-05i,0.00015612-0.00033599i,0.00027961-0.0003766i,0.00012389-4.0523e-05i
-0.0022775-0.0018485i,-0.0027105-0.0022607i,-0.0023109-0.0026283i,-0.0012096-0.0023865i,5.9835e-05-0.0011334i,0.00013695+0.00019626i,-0.00051696+0.00052759i,-0.00058434+0.00021715i,-2.6037e-05-6.9841e-05i,-0.00019597+7.0278e-05i,1.9457e-05+1.3952e-05i,-4.7018e-05-0.00036243i,-0.00022299+0.00050412i,0.00010581+0.00093735i,0.00060431-0.00020049i,0.00067582-0.00043749i,0.00031152+0.00010491i,-0.00037721+2.015e-05i,-0.0010834-0.00067476i,-0.001521-0.0011469i,-0.00053396-0.0012478i,0.00046046-0.0010173i,0.0001947-9.6755e-05i
-0.00048325-0.0020748i,0.0019457-0.0027845i,0.0028822-0.0014504i,0.0018329+0.00012391i,0.0015405+0.0003589i,0.0014791+0.00039027i,0.00066067+0.00061344i,-0.00032243+0.00058108i,-0.00064946+0.00066322i,-0.00012633+0.00041543i,0.0003004-0.00035119i,0.00011807-0.00098683i,0.00081275-0.00087696i,0.00075248-0.00043706i,-0.00027124-0.00064443i,0.00011944-0.0012591i,8.2392e-07-0.00091033i,-0.00069795+6.7466e-05i,-0.00042572+0.00073993i,0.00047489-7.9337e-05i,0.00063127-0.00098077i,0.00020181-0.00056216i,-0.0005747-0.00054074i
0.0011958-0.0010285i,0.000946+0.00051103i,3.0604e-05+0.00095595i,-0.0017359+4.126e-05i,-0.002859+0.00017782i,-0.0018733+0.0010511i,-0.00058868+0.00010409i,-0.00014107-0.00079418i,0.00059027-1.7147e-05i,0.00088089-0.00023129i,0.00017095-0.00062087i,-3.6515e-05+0.00045599i,0.00024706+0.00074464i,0.00017849-0.00014864i,0.00050882-9.7289e-05i,0.0012875+0.00015098i,0.00098211-0.00042202i,0.00026343-0.0007087i,7.9401e-05-0.00061917i,0.00065816-0.00029683i,0.00064207-0.00014185i,-1.7453e-05-0.00076207i,-0.0002306-0.00051109i
-0.0026272+0.0018369i,-0.0027385+0.0030851i,-0.0017188+0.0034598i,-1.8622e-05+0.0024914i,0.0010633+0.0014973i,0.0010792+0.00060005i,-0.00016846-0.00039035i,-0.0012377-7.3643e-05i,-0.00051742+0.00014355i,0.00040598+0.00041661i,0.00027172+0.00061946i,-0.00045069-0.00023968i,-0.00057168-0.00079797i,-0.00029416-0.00012502i,0.0006145+0.00041302i,0.0018478+0.00024325i,0.0020453-0.00076106i,0.0007342-0.0011317i,-7.6172e-05-0.0010057i,-0.00016719-0.0012275i,0.00060714-0.0010011i,0.0012332-0.00049028i,0.00084297-5.3346e-05i
-0.0022166-0.0011615i,-0.0036966-0.0022093i,-0.0037866-0.00047294i,-0.003386+0.0012512i,-0.0019907+0.0018188i,-0.00082651+0.0016688i,-0.00014245+0.00095739i,-0.00022867+0.00060211i,-0.00058977+0.00011128i,-0.00078134-0.00064827i,-0.00044072-0.0011313i,0.00014444-0.0011203i,5.1836e-07-0.00060405i,-0.00036289-0.0008592i,-0.00058698-0.00095616i,0.00064134-0.00042925i,0.0012406-0.00038153i,0.0009259-0.00094106i,0.00098458-0.0013961i,0.00084638-0.0016691i,0.00050973-0.00073376i,0.00066939-0.00011146i,0.00063445+6.4579e-05i
0.00074329-0.0020569i,-0.00041977-0.0027775i,-0.00070563-0.0028693i,-0.00027559-0.0018724i,-0.00010145+0.00055252i,-9.4595e-05+0.0012712i,-0.00011882+0.00039234i,-0.00044174+0.0003756i,-0.0005753+0.00039786i,-0.00082043-0.00021461i,-0.0010985-0.00019274i,-0.0011023+6.6371e-05i,0.00017126+0.00063217i,0.0014444+0.00031778i,0.0016361-0.00053684i,0.0018339-0.00038858i,0.0020004+0.00032116i,0.0012126+0.00076764i,0.00062037+7.8152e-05i,0.00092591-0.00075556i,0.0011042-0.00082536i,0.0011167-0.00025465i,0.00070014+0.00025385i
0.0020994+0.00018158i,0.0027175+0.0003138i,0.0027881+0.00015971i,0.0011448+0.0005755i,-0.00045062+0.0012724i,-0.00035084+0.0014517i,-0.00068707+0.0010196i,-0.00044779+2.835e-05i,-0.00078331-0.00037414i,-0.00091529-0.00023088i,-0.00039989-0.00031183i,-0.0003163-0.00010277i,-7.6657e-05-0.00038509i,-6.6203e-05-0.0011158i,0.00073978-0.00090652i,0.0017692+4.9711e-05i,0.0024643+0.00031846i,0.0023483-0.00017922i,0.00071343-0.00073636i,-0.0001066-0.00089514i,0.00070765-0.00045267i,0.0010258+0.0004286i,0.00064155+0.00021464i
0.00071958+0.0009992i,-0.00021332+0.0014526i,-0.0023087+0.0011944i,-0.0032013+0.00032242i,-0.0024545+0.00031303i,-0.00077156+0.0011096i,8.4827e-07+0.0013462i,-4.5255e-05+0.00036709i,0.00012263-0.00071743i,0.00045592-0.0010536i,0.00025501-0.0012123i,0.00035766-0.00078606i,0.00035597+0.00082144i,0.00062129+0.0011952i,0.0013319+0.00068903i,0.0011073+0.0013389i,0.00069608+0.0018738i,0.00083976+0.00091609i,0.00083117+0.0003363i,0.00094972-0.00014759i,0.0016977-0.0005818i,0.0019277-0.00010876i,0.0010349+0.0005093i
-0.0024495+0.0015116i,-0.002847+0.0013645i,-0.0025485+0.0005527i,-0.001211+0.0009516i,-0.00017882+0.00163i,0.0004173+0.0014048i,0.00058681+0.00067825i,-0.00012827-8.879e-05i,-6.5356e-05-0.00028913i,-0.00030237-0.0006994i,-0.00041451-0.0010718i,0.00020348-0.00076869i,0.00022054-0.00010997i,0.00060614+0.0005107i,0.0011432+0.00066808i,0.0010828+0.00058653i,0.0016701+0.00091833i,0.0020404+0.0015622i,0.00092418+0.0009564i,5.6749e-06+0.00034989i,0.0009405+0.00016495i,0.0021497+0.0001442i,0.0019829+0.00068806i
