-0.00059003+0.00080088i,-0.00025462-0.0012283i,-0.0023751-0.0015186i,-0.0022845-0.00020713i,-0.0013874+0.0015709i,-0.001324+0.0023012i,-0.00021137+0.0021585i,0.0010239+0.0015797i,0.0014616+0.00030721i,0.0010922-0.00098747i,0.00035511-0.0017968i,-0.00022829-0.0017869i,-0.00080533-0.00090853i,-0.00043489-0.00083186i,0.00018877-0.0010462i,-0.00032335-0.00029385i,-0.00058119-0.00024765i,-0.000483-0.00093917i,-0.00058554-0.00047275i,-0.00066696-0.0001076i,-0.00060283-0.00048401i,-0.00049022-0.00049732i,-3.1542e-05-4.6993e-05i
-0.00072579+0.00051517i,-0.00066307+0.00075094i,-0.0002667-6.8992e-06i,-0.00015345+0.00057497i,0.00053863+0.0015054i,0.00065292+0.0011496i,0.00020264+0.0005839i,0.00024188+0.00046498i,0.00039348+0.00058499i,0.00041948+0.00017813i,0.00082795-0.00020408i,0.00060889+0.00015622i,4.5836e-05+0.00070865i,-9.792e-05-0.00014007i,-0.00030519-0.0013722i,0.00023629-0.00058367i,8.2441e-05+0.00060608i,-0.001132+3.3271e-05i,-0.0010886-0.00026824i,3.8214e-05+8.1263e-05i,7.5069e-05-9.5594e-05i,-0.00020928-0.00039592i,0.00025006-3.0933e-05i
-0.0029828+0.0012724i,-0.002801+0.0022741i,-0.0022761+0.0025077i,-0.0004458+0.0024201i,0.0014227+0.002523i,0.0021014+0.0015134i,0.0010896-8.5508e-05i,-0.00033602-4.5661e-05i,-0.00048864+0.00043874i,0.00083624-4.4978e-05i,0.0011211-0.00011102i,1.428e-05-4.4223e-05i,-0.00093243+0.00014259i,2.6686e-05+0.0002472i,0.0012048+0.00015732i,0.00020609+0.0003764i,-0.00046501+0.00025643i,0.00033114-0.0003923i,0.00084686-0.00060179i,0.0002934-0.00020401i,-0.00034571+0.00010437i,-0.00026342+0.00022702i,0.00053352+0.00024179i
-0.0018334+0.001045i,-0.00059451+0.0011867i,0.0006964+0.0011831i,0.00039424+0.00050732i,-0.00078774+0.00037815i,-0.0012214+0.00021217i,-0.0011562-6.1847e-05i,-0.0010714+0.0002743i,-0.00072189+0.00032905i,-0.00071994+0.00029787i,-0.00091684+0.00061856i,-0.00017831+0.00081149i,0.00068875+0.00055766i,0.00051725-0.00010623i,7.2798e-05-0.00032305i,0.00015214-3.9513e-05i,0.00038418+6.3275e-05i,-4.4072e-05+0.00059341i,-0.00065431-0.0001732i,-4.1456e-05-0.00035751i,0.00037522+0.00089708i,6.5577e-05+0.00099494i,-0.00045133+0.00027387i
-0.00164+0.00023306i,-0.001825-3.2789e-05i,-0.0006711-0.00021125i,-4.5761e-05-0.00014116i,-0.00031148-4.4251e-05i,-7.1959e-05-0.00033366i,0.00056083-0.00038478i,0.0004106-0.00049752i,0.00013623-0.00034195i,7.5203e-05+0.00060851i,-0.00056909+0.00023388i,-0.0010004-0.00045i,-0.00059245-0.00012506i,0.00011729+0.00035262i,-0.00025142+0.00060181i,-0.00093074+0.00085191i,-0.00029502+0.00087111i,0.0001544+0.00063956i,-0.00048805+0.00023767i,-0.0005382+3.4534e-05i,-0.00028214+0.00023218i,-5.3949e-05+2.987e-05i,0.00057359-0.00053396i
8.2926e-05+0.00037358i,-0.0010544-0.00054522i,-0.00054755-0.0018444i,-0.00028014-0.0013964i,-0.00056608-0.00034342i,-0.00032152+0.00022496i,7.4812e-05+0.00028881i,-0.00049126+1.8382e-05i,-0.00099451-0.00014801i,-0.00051835-3.3888e-05i,-5.7231e-05-0.00070492i,0.0003194-0.0012765i,0.00059268-0.00073683i,0.00024118-0.00036493i,-0.00035901-0.00024118i,-0.00066768-3.0124e-05i,-0.00041355+0.00069731i,-0.00021734+0.00174i,-0.00049914+0.0013504i,-8.6074e-05+0.00011864i,0.00057822-0.00049234i,0.00034201-0.00044677i,0.00037037-0.00026704i
0.00076435-0.00056291i,0.0010686-0.00025609i,0.0013483-0.0001065i,0.00047143+0.00029168i,7.6865e-05+0.001504i,0.00079606+0.0018488i,0.0010129+0.0013441i,0.00038047+0.00040705i,1.2364e-06-0.00012161i,0.0002218-6.9017e-05i,-0.00029387+0.00028768i,-0.00048211+0.00049238i,-6.9264e-05+0.0005086i,-6.8695e-05+0.00025452i,0.00011342+0.00034214i,2.5561e-05-0.00013755i,0.00018671-0.00043636i,-0.0002426+0.00068997i,-0.0010915+0.0013166i,-0.0006989+0.00067311i,0.00044785+0.00054705i,0.00035296+0.00094782i,-9.4413e-05+0.00059158i
-0.00027169-0.00029344i,0.00051999-0.00014522i,0.0016837+0.0001481i,0.001924+5.9231e-05i,0.0011177-0.00057333i,0.00080731-0.00066023i,0.0003358-0.00052535i,-0.0008066-0.0005952i,-0.00040553-0.00022686i,-8.6138e-05+0.00028391i,-0.00026741+0.00023586i,-0.00043489-0.00016148i,-0.0010249-0.00068129i,-0.0012678-0.00043057i,-0.00092051+0.00047691i,-0.00074243+0.00047466i,-0.00037559+0.00011567i,-3.1974e-05+0.00054892i,-0.00016857+0.00047062i,-0.00032704+0.00054681i,-0.0008987+0.00096402i,9.6517e-05+0.00029769i,0.0012846-0.00033875i
0.00057436+0.0020479i,0.00041561+0.0017976i,0.00033182+0.00087737i,-0.00033056+0.001267i,-0.00025565+0.002353i,0.00037+0.0021129i,0.00011977+0.0014705i,-0.00031706+0.00067503i,0.00031411-0.00036226i,0.00082012-0.00023574i,0.00010974+0.00054621i,-0.001139+0.00068438i,-0.00093233+0.00032404i,-3.9222e-05+0.00047292i,0.00013063+0.00082349i,-0.0003256+0.00070677i,-0.00052564+0.00012447i,-0.0004726+0.00039647i,-0.00045462+0.00056103i,1.5135e-05+0.00049945i,0.00026425+0.00036507i,0.00017859-0.00048191i,0.00042397-0.00080347i
-0.0013697+0.00053571i,-4.5185e-05+0.00037686i,-0.00013464+0.00073409i,-0.00089078+0.00078612i,-0.00047904+7.4401e-05i,9.3301e-05-0.00058253i,-0.000563-0.0013333i,-0.00066373-0.0013659i,0.00045742-0.00081942i,0.0012158-0.0003313i,-0.00019873-0.00026067i,-0.0014248-0.00011705i,-0.00081175-0.00021609i,-0.00035497-0.00020269i,-0.00047629+0.00031949i,-0.00037318-0.00018477i,-0.00010012-0.00050234i,0.00016124-0.00016619i,0.00055753+0.00017566i,0.00051389+0.00098036i,-0.0001458+0.00095654i,-3.4293e-05-0.00028676i,0.00023927-0.0006082i
-0.0010521-0.0012811i,-0.00079536-0.00091864i,0.00020198-0.00011248i,0.00055497+0.00053445i,4.1622e-05+0.001186i,-0.0005299+0.0007766i,-0.00039736+0.00022714i,-0.00064378+0.00021912i,-0.00011463+8.241e-05i,6.2359e-05-0.00040433i,-0.00015852-0.00052618i,-0.00042339-0.00037958i,-0.0010192-0.00052977i,-0.00047732-0.00062051i,9.6061e-06-0.00077689i,0.00025378-0.00084784i,0.00010324-0.00017211i,-0.00062127+0.0003311i,-0.00058054+0.00036451i,9.1519e-05+0.00011083i,0.00053204+7.2639e-05i,0.00046205-0.00016753i,0.00031889-0.00014316i
-0.0006178-0.00021291i,-2.6017e-05+0.00070639i,0.0013201+0.0017097i,0.0017946+0.001822i,0.001468+0.0013646i,0.0015838+3.4969e-05i,0.00011225-0.00056272i,-0.0010158-0.00061578i,-0.00050268-0.00012023i,4.4782e-05+0.00072878i,-0.000369+0.00066755i,-0.00048733-0.00052641i,-0.00024661-0.00098639i,-0.00037415-0.0010226i,-0.00013365-0.00068883i,6.2214e-05-0.00010834i,-0.00027449+0.00026124i,-0.00014002+0.00032976i,0.00031131+0.00023263i,-9.5313e-05+0.00029904i,-0.00090259+0.00059558i,-0.00094047+0.00029872i,-0.00013465+0.00022045i
0.00035155-0.00059311i,-0.00012642-0.00052635i,-0.0012053-2.1203e-06i,-0.0011421-9.2492e-06i,-0.00054435+0.00010464i,0.00017768-0.00026241i,-0.00048741-0.00063333i,-0.00088505+5.3063e-05i,-0.00035101+1.9641e-05i,0.00022194-0.00066447i,0.0008626-0.00020191i,0.00063694+0.00015828i,-0.00021884+0.0002346i,-0.00030519+8.0603e-06i,1.4767e-05-0.00059146i,0.00012298-0.00044606i,-0.0002503+0.00032444i,-0.00036504+0.00070384i,-0.00029551+0.00025462i,-0.0001975+0.000251i,-0.00074376-4.0237e-05i,-0.0011597-0.00043894i,-0.00057744-6.3966e-05i
0.00032357+0.0018763i,0.00058699+0.0013617i,0.0014474+0.0012855i,0.0018133+0.0021402i,0.00064184+0.0027004i,-0.00020384+0.0019281i,-0.00048734+0.0013185i,-0.00052751+0.0011785i,-0.00014512+0.00088083i,-0.00044147+0.00094742i,-0.00074178+0.00074821i,-0.00095156+0.0011619i,-0.0011457+0.0010704i,-0.00044104-0.00014911i,0.00038864-0.00060103i,0.00033465+2.006e-05i,0.00065714+0.00080556i,0.00086548+0.00098641i,-0.00051291+0.00040927i,-0.0010373+0.00016729i,-0.00018689+0.00062514i,-0.00019299+4.3685e-05i,-0.00014069-0.00044905i
0.00073004+0.00038741i,0.00097606+0.00046744i,-9.4087e-05+0.00043211i,-0.00090707+0.00037904i,-0.00050443+0.00045942i,0.00031236+0.00090113i,0.0011014+0.00056638i,0.001502+0.00048804i,0.00038716+0.00085025i,-0.00035182+0.0006191i,0.00096866+0.00048441i,0.00092898+0.0010017i,-0.00020837+0.00084671i,-0.0004267+0.00061426i,0.00014021+0.00093382i,0.00020056+0.00048521i,-0.00021013+5.1744e-06i,-8.2301e-05+0.00013642i,0.00019095+0.00026915i,-0.00046474+6.5371e-05i,-0.00070902-0.00017923i,8.4685e-05-0.00014896i,0.00056167-0.00037702i
-0.00054623+0.0012757i,-0.0012317+0.001648i,-0.0013494+0.00059556i,-0.001124-0.00047419i,-0.00096485-0.00027619i,-0.0010455+0.0012055i,-0.00084851+0.0014199i,-0.00049142+0.0004287i,0.00015687+4.7629e-05i,0.00024809-0.00053472i,-0.00011251-0.00073824i,-0.00040444-0.00016889i,-0.00042883+0.00037383i,-5.1919e-05+0.00060343i,-0.00020559+0.00066993i,-0.00031672+0.00023853i,-0.00016628+4.1753e-05i,-0.0004387+0.00052328i,-8.7833e-05+0.00025087i,0.00038148+0.00032919i,-1.7626e-05+0.00098057i,-0.00012433+0.00033265i,0.00054537-0.00016893i
-0.0008583-0.00066134i,-0.0030476-0.0005193i,-0.0024118-0.0004003i,-0.00135+0.00018373i,-0.000882+0.00070477i,-0.000395+0.00082142i,-0.00018082+0.0014772i,0.00049751+0.0012592i,0.0012075+5.3038e-05i,0.00095982-0.00071601i,0.00036119-0.00017392i,-8.2299e-05+0.00093602i,-0.00039365+0.00099562i,-0.0006881+0.00063683i,-0.00032802+0.0010408i,-4.8364e-05+0.0010342i,-0.00048434+4.0928e-05i,0.00017951-0.00039385i,0.00062477-0.00028479i,-3.3428e-05-0.00031984i,-0.00070305-0.00021554i,-0.00071875-9.1071e-05i,-0.00020985+0.00017756i
-0.0023643-0.003525i,-0.0034737-0.0031935i,-0.0044468-0.0016903i,-0.0033494-0.00034978i,-0.0010679+0.00061208i,0.0016258+0.0010309i,0.0020374+0.0010977i,0.00036225+0.00055128i,-7.6085e-05-0.00021132i,-0.0002466-0.00060919i,-0.00031005-0.00057457i,0.00032054-0.00011999i,0.00090872+0.0011547i,0.0011346+0.0016724i,0.001074+0.0013533i,0.00077638+0.00098426i,0.00042342+0.00085831i,0.0001547+0.00037863i,0.00022081-0.0002523i,-0.00028152-0.00076885i,-0.00046054-0.00071529i,-0.00017813+0.00027196i,-0.00064854+0.00051087i
-0.0014052+0.00092803i,0.00036346-0.00058407i,0.0020478-0.00090093i,0.0021148-0.00039109i,0.0016919+0.00062422i,0.00074574+0.0011043i,-0.00028822+0.00075804i,-0.0010425+0.00063331i,-0.00098898+0.00019644i,-0.00034127-0.00042552i,0.00016228-0.0003921i,0.0001323-0.00069749i,0.00018236-0.0014643i,0.00040316-0.00059785i,0.00026946+0.00070633i,0.00030904+0.00090321i,0.00064697+0.0002846i,0.00057381-0.00026129i,0.00039496+9.0349e-05i,0.0002799+0.00031702i,0.00015907+0.00018261i,0.00012865-0.00021835i,-0.00044341-0.00015i
-0.00068328-0.0011062i,0.00082507+8.3228e-05i,0.00067526+0.0010949i,-0.00018942+0.0019134i,-0.00039163+0.0018908i,1.9605e-05+0.0010775i,0.0004307+0.00029639i,0.00060256+0.00019368i,0.00046777+0.0004513i,0.00031954+0.00063184i,0.00036849+0.00087047i,-8.2849e-05+0.0012745i,-0.00042299+0.00086877i,-0.00010725-7.0426e-05i,-0.00043052+0.00035624i,-8.1653e-05+0.00089688i,0.00036655+0.001295i,0.00034874+0.0011822i,0.00033492+0.00040949i,-0.00045262-0.00040807i,-0.00092787-0.00068176i,-0.00021375-0.0001884i,0.00031829-9.7989e-05i
-0.0019388-0.0016834i,-0.001569-0.0017378i,-0.0021989-0.0017069i,-0.0030803-0.00030423i,-0.0021895+0.0015847i,-0.00063838+0.0016932i,0.00084626+0.00044507i,0.00014816-0.00035721i,-0.00030334-9.4831e-05i,0.00045135+0.00046646i,0.00023279+6.0833e-05i,-0.00069263-0.00046075i,-0.00076222-3.2463e-05i,0.00011288+0.0003173i,0.00060663+8.4176e-05i,0.00054268-0.00040734i,0.00046889-0.0005382i,0.00077956-0.00083337i,0.00059141-0.0008715i,-0.00023174-0.0011971i,-0.00030324-0.0011002i,-0.00016941-9.0989e-05i,0.00013571+0.00018443i
-0.00024556-5.7287e-05i,0.0005434+0.00093972i,0.0010635+0.0016821i,0.00075523+0.0014813i,0.00053812+0.0014713i,0.00041466+0.001992i,-0.000178+0.0018893i,-0.0012818+0.00097368i,-0.0011337-3.5849e-06i,-0.0011524-0.00061229i,-0.0011601-0.0011311i,-0.00088683-0.00081858i,-0.0005109+0.00036211i,0.00010462+0.00089224i,0.00041943+0.00058472i,8.9082e-05-0.0001336i,-0.00029995-2.1313e-06i,-0.0010781-3.2674e-05i,-0.0010233+8.685e-05i,-0.00033991+0.00061013i,-0.00019452+0.00017885i,-0.00049816-0.0001926i,-0.00053455-7.9457e-05i
0.0014117-0.0022021i,0.00033288-0.0011663i,0.00026498-0.001242i,-0.00051928-0.0011285i,-0.00049183+0.00019103i,1.9322e-05+0.00075346i,0.00037856-0.00034076i,0.0005947-0.0013481i,7.7825e-05-0.00072302i,-0.00098984-0.00042709i,-0.001354-0.00056568i,-0.0011623+0.00036728i,-0.0006652+0.0012012i,-0.00068045+0.00042461i,-0.00039062+0.00028886i,-0.00038819+0.00053093i,-0.0014282+0.00026052i,-0.0018169+0.00046506i,-0.00088039+0.00047856i,-0.00026295-0.00012847i,-4.5475e-05-0.00086518i,0.00017685-0.00058135i,0.00016657+9.714e-05i
-0.00033493-0.00040461i,-0.0018629-0.00028164i,-0.0025727+0.0002738i,-0.0024968+0.0003534i,-0.0016452+0.0010172i,-0.0003495+0.00048255i,0.00047554-0.00032338i,0.00046846-0.00052759i,-0.00035934+0.00015654i,-0.0007686+0.00078045i,-0.00052207+0.00061479i,-0.00050216+0.00080791i,-0.00053359+0.00045831i,-0.0004385+0.00037815i,-0.00034929+0.00058633i,-0.00045235+0.00017602i,-0.00090655+0.00023031i,-0.00077823+0.00055434i,-3.6808e-05+0.00064604i,-2.4917e-05+0.00075894i,-0.00018905+0.00053231i,-6.9674e-05+0.00047711i,0.00036037+0.00069922i
0.00033174+0.001495i,0.0010295+0.001175i,0.00064561+0.0011637i,0.00088368+0.00078738i,0.0015679+0.0012297i,0.0011334+0.0021334i,0.0006528+0.001209i,0.0010182-1.6292e-05i,0.0014843-0.00022632i,0.0010683-0.00050798i,0.00068229-0.00094576i,0.00089493-0.00094499i,0.00069264-0.00014385i,-0.00051359+0.00070021i,-0.00087493+0.00017577i,-0.00049469-0.000449i,-0.00069578+5.1814e-05i,-0.0016045+0.00041872i,-0.001781+0.00051703i,-0.0015425+0.00072183i,-0.00059586+0.00026431i,-3.9054e-05-0.00019248i,-0.00021013+1.1008e-05i
-0.0011386+0.00039098i,-0.0017761-0.00013245i,-0.0018868-9.0836e-05i,-0.00084257+0.0010478i,-0.00041853+0.0010767i,-0.00095839+0.00022452i,-0.00063005-0.00052606i,-0.00016119-0.00071141i,-0.00019595-0.0007167i,-0.00023645-0.00073959i,-0.00021279-0.00030225i,-0.00037779+0.00029254i,-0.00020858-0.00023878i,-4.4463e-05-0.00089106i,0.00016861-9.912e-05i,-4.1582e-05+0.00039509i,-0.00059392-1.8613e-05i,-0.00071821-0.00070613i,-0.00034119-0.0010492i,0.00015495-0.00044073i,0.00065061-0.00038662i,8.7085e-05-0.0012912i,-0.00032919-0.0010366i
-0.0040138-0.00012974i,-0.003577-0.0002039i,-0.0024774+0.00064197i,-0.00082579+0.0014728i,0.00046776+0.0014818i,0.00079913+0.001037i,0.00039617+0.0001361i,-0.00014315-0.00045788i,-0.00073869+6.255e-05i,-0.00094539+0.00057181i,-0.00065718+0.0004953i,-0.00031387+8.469e-05i,0.00033957-0.0004514i,0.001044-0.00048858i,0.0015807-0.00039739i,0.0012784-0.00027048i,0.00097386-0.00024525i,0.00087117-0.00087753i,0.00024082-0.00081453i,4.5583e-05-0.00025792i,0.00037917-0.00010811i,0.00053694-0.0001068i,0.00011268+0.00015683i
-0.0017734-0.0020083i,0.00024453-0.0024557i,0.00095072-0.0011512i,0.00061103+0.00031492i,0.00019436+0.00022746i,-0.00022999+0.00052009i,0.00013271+0.0004717i,0.00010419-0.00029371i,-0.00043584-0.00050747i,-0.00017423-0.00024933i,-0.00011121-0.00024204i,0.00049768-0.0004671i,0.0008797-0.00028614i,0.00033187-0.00050884i,8.5485e-05-0.00053541i,-1.6571e-05-0.00054154i,0.00033549+0.00014232i,0.00052684+0.00053757i,0.0006702+0.00013263i,0.00068965-0.00010458i,-0.00013106-0.00050187i,-0.0014421-0.00070322i,-0.0013709+9.4554e-05i
0.00048627-0.00020089i,0.00046484-0.00056612i,-0.00014588-0.00055933i,-0.0017325-0.0002711i,-0.0022988+0.00030173i,-0.002409+0.00050382i,-0.0016633+0.00054086i,-0.00014945-6.5506e-06i,0.00038252-0.00069752i,-0.00032658-0.00095335i,-0.00013157-0.0007549i,-0.00013306+0.0002033i,-0.0011179+0.0015354i,-0.0011295+0.0020135i,-0.00078265+0.00095703i,-0.00053402-0.00013289i,-0.00051642-0.00054451i,-0.0010426-0.00052424i,-0.00049052-1.6291e-05i,0.00073128+0.00050131i,0.00094812+0.00028522i,0.0001424-0.00028101i,-0.00046361+0.00034734i
-0.001003+0.0010364i,0.00021402+0.00030307i,0.00106-0.00073968i,0.00019179-0.0013741i,-0.00034024-0.00069724i,-0.00086147-0.00028347i,-0.0013648-0.00041289i,-0.0010034+8.6914e-05i,-0.00029069+0.00011719i,-0.00067056+0.0001714i,-0.0010777+5.0746e-05i,-0.000617+0.000143i,-0.0003655-0.00012032i,-0.00028402-0.0011764i,-0.00075113-0.00079303i,-0.00074814-0.00019912i,-1.8623e-05-0.00052507i,7.9427e-05-0.00016847i,-0.0002703+0.00037091i,2.1766e-05+0.00035611i,0.00031591-0.00013489i,0.00014462-0.00045907i,-3.0744e-05+2.3298e-05i
0.0012712-0.0023336i,0.0011069-0.001228i,0.00063558-0.00079959i,-0.0004495-0.00076303i,-0.0017945+0.00014482i,-0.0021082+0.0016582i,-0.0014529+0.0013262i,-0.00040706+4.2854e-05i,0.00085844-0.00033032i,0.00050103-0.0004182i,-0.00093071+0.00041577i,-0.00095664+0.0011827i,5.2698e-05+0.00081675i,0.0010475+0.00038856i,0.00089618+0.00055635i,-3.1466e-05+0.00086407i,-0.0010833+0.00074397i,-0.00079637+0.00010456i,-2.184e-05-0.00018523i,0.00062686+0.00017444i,0.0011233+0.00044429i,0.00027419+0.00072002i,-0.0009055+0.0005479i
-0.00025904+0.001558i,0.00096266+0.0033214i,0.00068476+0.0023709i,6.0325e-05+0.00069918i,-0.00025547+0.00097857i,0.00043749+0.001913i,0.00092791+0.0015327i,0.0001428+0.0011395i,0.00019382+0.00040513i,0.00051251-0.0002883i,-0.00024303-0.00017444i,-7.9172e-05+0.00012511i,-4.023e-05-0.00011222i,-0.00075804+0.00015665i,-0.00082916+0.0009864i,-0.00028191+0.0011438i,-0.00026949+0.0004045i,-0.00024981+0.00040756i,-0.00015154+0.00040508i,1.3653e-06+6.4926e-05i,0.00027891+0.00082681i,0.00021548+0.0011634i,-0.0002733+0.00020044i
0.0024655+0.0013972i,0.0038414-0.00079137i,0.0041324-0.0048755i,0.0014531-0.0056174i,-0.0024479-0.0033208i,-0.0047009-0.00047349i,-0.0029739+0.0009492i,-0.00047211+0.0005062i,0.0015642+3.8364e-05i,0.00092887-0.00077408i,-0.001657-0.0014891i,-0.0020266-0.0014401i,-0.0016757-0.00010023i,-0.0025788+0.001115i,-0.0032119+0.00068293i,-0.001876+0.00028858i,0.00024343-0.00067049i,0.00057031-0.00050617i,0.00053314+0.0011272i,0.00090946+0.0015136i,0.00086599+0.00077251i,0.00085996-0.00029448i,0.00043095-0.00040269i
-0.006137-0.0020159i,-0.0074634+0.00090362i,-0.0066497+0.0069284i,-0.0018301+0.0081753i,0.00226+0.0069797i,0.0045231+0.0031972i,0.0022585-0.00056043i,-0.00095765-0.0011484i,-0.0015035+0.00061259i,-0.00012518+0.0018857i,0.0021741+0.0013247i,0.0029618+0.0001598i,0.0031811-0.0015375i,0.0042494-0.003128i,0.0040655-0.0040116i,0.0022954-0.0019743i,0.00019758+0.00063611i,-0.00030757+0.00084571i,-0.00033561-0.00031467i,-0.00090804-0.0005058i,-0.00076901+0.00026043i,-0.00023945+0.00035357i,0.0005829+0.00052034i
-0.0016226+0.0010107i,-0.0021313+0.0010515i,-0.0026488+0.0018111i,-0.0022418+0.0016766i,-0.00084648+0.0017854i,-0.00012569+0.00048733i,-0.00052713-0.00063314i,-0.00024576+0.00045911i,0.00024904+0.00088681i,-3.2384e-05+0.00040902i,-1.1343e-05+0.00054781i,5.8958e-05+0.00011401i,-0.00034754-0.00083431i,0.00016949-0.0012339i,0.0011467-0.0017102i,0.00095266-0.0014698i,-9.5372e-05-0.00070227i,-0.00062734-0.00042925i,-4.0198e-05-0.00033107i,0.00056322+1.4885e-05i,0.00022812+0.00016391i,-0.00024517-0.00027933i,-0.00019395-0.0003255i
-0.0016567-0.0014812i,-0.0018342-0.00096788i,-0.0011105-0.00077587i,-0.0012398+0.00044865i,-0.00082207+0.0019157i,0.001267+0.001996i,0.0019675+0.00076186i,0.001693-8.242e-05i,0.00091747+8.0426e-05i,0.00042475+0.00070898i,0.00045106+0.0004412i,0.00044986+5.5464e-05i,0.00052199-0.00016282i,0.00084828-0.0002546i,0.0016612+0.0002411i,0.0016585+0.00043127i,0.00063209+0.00024129i,-0.00010995+0.00020854i,-0.00015962+0.00015854i,3.3798e-05-0.00013939i,0.00012085-0.00018377i,6.4268e-05+0.00047284i,-0.00030136+0.00023162i
-0.0018784-0.0020486i,-0.0026416-0.001511i,-0.0025991+0.0011315i,-0.0018247+0.0021439i,-0.00048339+0.00088316i,0.00096434+7.7217e-05i,0.00010115-0.00028406i,-0.0012737-0.00017373i,-0.00088989+0.00014102i,-4.3613e-05+0.00064093i,0.00013045+0.0011117i,0.00059153+0.00094919i,0.000454+0.00057793i,0.00039556+0.00042294i,0.0011828+3.1326e-05i,0.001493+0.00027124i,0.00042624+0.00035029i,-6.7353e-05+5.5133e-05i,0.00067311-0.0001292i,0.00092939-0.00037928i,0.00040627-0.0003663i,-0.00022842-0.00029761i,-0.00030752+0.00011849i
-0.0025311+0.0025769i,-0.003507+0.0021128i,-0.0035702+0.0023215i,-0.0020809+0.0023793i,-0.00032623+0.0017794i,0.00034486+0.0010756i,0.00055451+0.0012367i,0.00042714+0.0012467i,0.00080411+0.00074072i,0.0017615+0.00076062i,0.0018917+0.00033838i,0.00097829+3.3299e-06i,0.0006031-0.00012546i,0.00099147+0.00014657i,0.00069741-0.00027183i,0.00089206-0.0010184i,0.00087881-0.00061151i,-0.00018679+0.00067553i,-0.00034032+0.0016847i,-0.00017179+0.0013984i,-0.00016026+0.00091013i,-0.00024961+0.00091416i,-0.00012525+0.00049802i
-0.0019165-0.0017652i,-0.00072826-0.0011316i,0.00026034+0.00094875i,0.00085868+0.0014594i,0.0017105+0.00073748i,0.0028977-0.00019602i,0.0022532-0.00068944i,0.00067542-0.00095897i,0.00016136-0.00068943i,8.4296e-05+0.00027976i,0.00021406-0.00021628i,0.00077352-0.00084328i,0.00079443-0.00054232i,0.00067918-0.00060334i,0.00040676-0.00087425i,-0.00053706-0.00035241i,-0.001619+2.1683e-05i,-0.0012335+2.6626e-05i,-0.00070514-0.00015543i,-0.0005695-0.00039186i,-0.00029389+7.3067e-05i,-0.00067689+0.0010473i,-4.5125e-05+0.0007534i
0.001054-0.0013055i,-0.00036313-0.00014475i,-0.0015233+0.001456i,-0.00087573+0.0023126i,-0.00095473+0.0019263i,-0.0014473+0.001765i,-0.00093205+0.00071623i,-0.0010773-0.00032364i,-0.0014147-0.00050057i,-0.00069365-0.00037776i,6.8367e-05-0.00054946i,0.00048159-0.0011317i,0.00015185-0.00054336i,-1.9946e-05+0.00038768i,0.0002769+0.00085413i,4.9358e-05+0.00066442i,9.9663e-06+0.00029553i,2.1359e-05+0.00018584i,8.2825e-05-0.00011345i,0.00010438+3.4881e-06i,-0.00038713+3.0336e-05i,-0.00022117+0.00022995i,0.0005764+0.00019633i
0.0012717+0.0013403i,0.0012428+0.001135i,0.00087288+0.0015832i,0.00033298+0.0019214i,-0.00021149+0.0019361i,8.8722e-06+0.00090274i,-0.00052075-0.0001566i,-0.00060758-0.0007257i,3.8372e-05-0.00077681i,0.00043577-0.00041896i,0.00064488-0.00020537i,-9.3578e-06-0.0012417i,-1.5924e-05-0.0010518i,0.00059456+1.4694e-05i,0.0002826+0.00061767i,-0.00016707+0.00088144i,-0.00025812+0.0010734i,-0.00082984+0.0014013i,-0.0013523+0.0010079i,-0.0011461+0.00059527i,-0.00061974+0.00078539i,-0.00020296+0.00047241i,0.00011949-0.00021173i
-0.0016999+0.00015807i,-0.0026985+0.00011741i,-0.0032439+0.00029361i,-0.0024426+0.00076174i,-0.00038561+0.001784i,0.0011564+0.0019977i,0.0012014+0.00091001i,-0.00016333-0.00012773i,-0.00069382-0.00061822i,-2.2299e-05-0.00092609i,0.0011373-0.00071942i,0.0015167-0.00014351i,0.00095586+0.00097761i,0.00080569+0.0019395i,0.00097653+0.0015087i,0.001189+0.00039876i,0.00026563-0.00011018i,-0.0007488+0.00028165i,-0.0014981+0.0003285i,-0.0012674+0.00024692i,-0.00069997+0.0003524i,-0.001164-0.00031867i,-0.00054193-0.00057174i
0.00018363-0.00018048i,0.0007418-0.00011269i,0.0011807-0.00031987i,-0.00023329+6.5044e-05i,-0.0021533+0.00031966i,-0.0028596+0.00074818i,-0.0024556+0.00087619i,-0.0016788+0.00079857i,-0.00045052+5.9943e-05i,-0.00041717-0.0004512i,-0.00075033-0.00064214i,-0.00025948-0.00076371i,-0.00024539-0.00070337i,-0.00068775-0.00062728i,-0.00098682-0.00014941i,-0.00052935+0.00055344i,-0.00050569+0.00035655i,-0.00083342-0.00042442i,-0.00090268-7.9807e-07i,-0.00037567+0.00034401i,0.00030852+0.00034674i,0.00061888+0.0007848i,0.00026594+0.00081737i
