-0.0034572+0.0015701i,-0.0041323+0.0013283i,-0.0043315+0.00080916i,-0.0034506+0.00080976i,-0.0025415+0.0021991i,-0.0018984+0.0037293i,-0.00099316+0.0029562i,-0.00021538+0.0013689i,0.00059347+0.00026205i,0.0011273-0.00020745i,0.0011476+0.00012972i,0.00077649+0.00041676i,0.0003485+0.00035261i,0.00062028+0.00022923i,0.00030178-0.0005523i,-6.7684e-05-0.0011928i,-0.0003163-0.0011441i,-0.00046851-0.00067885i,-2.887e-05-9.3308e-05i,0.0002945+0.0004698i,-0.00038576+0.00068147i,-0.00085783+0.00030938i,0.00010671+0.00053219i
-0.001714+0.0011262i,-0.00086468+0.0011583i,-0.0010436+0.00014745i,-0.001242+0.00048821i,0.00031024+0.00054016i,0.001044+0.0007116i,0.00018789+0.00097599i,-6.3789e-05+0.0002802i,-0.0001844-0.00033827i,2.2558e-05-0.00032223i,0.00033675+0.00048292i,-0.00021116+0.00083171i,-0.00045214+0.00073429i,0.0001872+0.00085641i,0.0011287+6.7462e-05i,0.0012566-0.00089712i,9.9254e-05-0.00054881i,-0.00042163-0.00076057i,-0.00027156-0.0010452i,4.735e-05-0.00081738i,0.00023158-0.00078394i,-0.00057504-0.00054876i,-0.00082975-0.00034808i
-0.0022176-0.0018082i,-0.0037952-0.0006914i,-0.003955-0.00044861i,-0.0031426+0.0011776i,-0.0021155+0.0026068i,-0.00042489+0.0020997i,0.00038797+0.0014636i,-9.8206e-05+0.00067494i,-9.2201e-06+0.00032585i,7.9565e-05-9.5484e-05i,0.00010024-0.00030603i,0.00011674+0.00011645i,9.9465e-05+2.0334e-05i,0.00038406+1.4375e-05i,0.001112+0.00038591i,0.00049987+0.00021929i,-0.00022655-0.00055828i,-1.5317e-05-0.00062676i,-0.00041622-0.00074485i,-0.00092227-0.00077344i,-0.00077632-0.00042049i,-0.00015042-0.00058551i,0.00015594-0.00057142i
0.00099541+0.0010111i,0.0013424+0.00061799i,0.00068478+0.00095886i,2.2579e-05+0.00082306i,0.00027271+0.00038453i,-8.4388e-05+0.00032888i,-0.00050483-0.00024276i,-0.00073212-0.0003855i,-0.00078351+0.00030646i,0.0002698+0.00011118i,0.00081211+0.00017791i,0.00052801-0.00022183i,0.00040375-0.0013262i,0.00033105-0.0013072i,0.0005286-0.00076235i,0.00054513-0.00023952i,-7.5898e-05+4.2671e-05i,-0.00070946-0.00024624i,-0.00016581+0.0002254i,0.00064688+0.00033934i,0.0010412+2.9974e-05i,0.00067923-0.00022445i,0.00032995-0.00019209i
0.0017176+0.00032771i,0.0014234+0.0014003i,0.001431+0.0004631i,0.0013645-0.00025742i,0.0009505+0.00033821i,0.0012556+0.0002085i,0.0011112+0.00021385i,0.00026043+0.00089601i,-0.00080092+0.00048876i,-0.0006665-0.00036281i,0.00037013-0.00062443i,5.7592e-05-0.00025568i,-0.0013731+0.00012512i,-0.0011693-0.00010221i,-0.00028928-0.00010704i,-1.3729e-05-0.00031511i,0.00058398-0.0010034i,0.00081408-0.0004808i,0.00034918+0.0002005i,0.00043067+0.00014305i,2.1733e-05+0.00042895i,-0.00036204-4.0696e-06i,0.00016307-0.00058209i
0.001384-0.00036023i,0.00046756-0.00042122i,0.00066815-8.6845e-05i,0.00086522+0.00059748i,0.00032062+0.0010163i,-0.0005926+0.00072171i,-0.00060322+0.00041353i,3.9119e-05+0.00049196i,-4.1834e-05+5.3516e-05i,-8.3625e-05-0.00023615i,-0.00030765+5.8422e-05i,-0.00040548+0.00039594i,-0.00022132+7.6308e-05i,-0.00041989+0.00018552i,-0.00043065+0.00023271i,0.00016689-0.00073582i,0.00042929-0.00087957i,0.00022406+3.9103e-05i,-0.00013774+0.0003746i,-0.00042068-0.00015687i,-0.00045268-0.0004409i,-0.00058788-0.00050138i,-0.00041339-0.00059542i
-0.00013124+0.00065467i,0.00022529-0.00014676i,-0.00033369-0.00049253i,-0.00063318+0.00062372i,-0.00020851+0.0022059i,0.00048534+0.0017785i,0.00079147+0.00028509i,0.00014247+2.9589e-06i,-0.00040329+0.00030723i,-0.00019178+0.00060151i,-0.00075347+0.00025256i,-0.0012096-0.00031346i,-0.00076325-4.9742e-05i,-0.00015405+0.00034359i,0.00020297-7.4245e-05i,0.00036118-0.00092688i,0.00011355-0.00083443i,-0.00056033-0.00036335i,-0.00095089-2.3562e-05i,-0.00024712+0.00016267i,0.0013779+8.2054e-05i,0.0015777+0.00027493i,0.0008801+0.00032545i
0.00096377+6.8357e-05i,0.001037+5.7408e-06i,5.5968e-05-6.841e-05i,-0.0010009-0.00087191i,-0.00053751-0.00083373i,-0.00033966-0.0002932i,-0.0005774-0.00056305i,-0.00052662-0.00064057i,-0.00077169-0.00040008i,-5.8418e-05-0.0010134i,0.00050764-0.0011078i,1.8125e-07-0.00034638i,-0.00069194+7.9441e-05i,-0.00088207+4.935e-05i,-0.00063835+0.00034284i,-0.00042655+0.00066337i,0.00027475-0.0001681i,0.00078839-0.00053786i,0.00031263-6.4604e-05i,-0.00057944-0.00016376i,-0.00078296-0.0010392i,-0.00016942-0.0008967i,0.00028699+0.00016512i
0.00097443-0.00072045i,0.00058577-0.0018416i,-0.00071826-0.0022857i,-0.00099291-0.0014358i,-0.00094905+0.00021997i,-0.00057648+0.0010202i,-9.894e-05+0.00060996i,-0.00080755+0.00043005i,-0.0011736+0.00080386i,-0.00059646+0.0011347i,-0.00020287+0.00048002i,-0.00050157-0.00052429i,-0.00020643-0.00050445i,-0.00011964+0.00047639i,-0.00035833-0.00023654i,1.7162e-05-0.0011143i,-0.00012155-0.00032309i,-0.00025524-0.00024728i,0.00032701-0.00016492i,0.00027984+0.00034833i,-0.00041949+5.5639e-05i,-0.00012177-0.00052396i,0.00039263+8.4614e-05i
0.00043445+0.00055109i,0.00032898+0.001042i,-0.0011824+0.00031088i,-0.0013628+0.00072527i,-0.0011705+0.0013032i,-0.00077248+0.00064473i,0.00044934+0.00022875i,0.0009951-0.00053033i,0.0004439-0.00078103i,0.00040742+0.00015475i,1.2081e-05+0.00094983i,-0.00085992+0.00043727i,-0.00043646-8.4484e-05i,0.00050598+0.0002479i,0.00026482+0.00011498i,2.7622e-05+0.00013355i,0.00054081-6.7005e-05i,0.0012857-0.00057712i,0.00086987-0.00031252i,-0.00029876-5.6369e-05i,-0.00012072+0.00036194i,0.00058079+0.00046983i,0.00028867+0.00028826i
-0.00078575-0.00052342i,-0.00070089+0.00057188i,-0.00093928+0.0011707i,-0.00066203+0.00081121i,-0.00095976+0.0013218i,-0.00072679+0.0014388i,4.3866e-06+0.00090708i,5.4475e-05+0.00015498i,-0.00080531-0.00024531i,-0.00067653-0.00013439i,0.00011685-0.00013921i,0.00020165-0.00065878i,-2.4218e-05-0.00050037i,-0.00021675-0.00023006i,0.0004073-0.00073254i,0.0011576-0.00080703i,0.00088581-0.0007435i,0.00062572-0.00016426i,0.0003979+0.00019283i,-6.1008e-05+2.4584e-05i,-0.00024568-0.0002086i,-0.00051432-0.00066321i,-0.00036785-0.0008494i
0.004256-0.0012119i,0.0036141-0.0018175i,0.0034967-0.0022311i,0.0022087-0.0011629i,0.00014371-0.00019192i,-0.00058042+0.00036977i,-9.4404e-05+0.00092974i,0.00042869+0.00097649i,9.5635e-05+0.00022418i,-0.00031389-0.00013301i,-0.00029975-0.00026936i,-0.00093669-0.0007456i,-0.0016221-0.00011885i,-0.0016524+0.00076346i,-0.0010727+0.00069344i,-0.0002395+0.00025689i,-0.00042366-0.00010295i,-0.00015028-0.00015696i,6.8864e-05-0.00028554i,-0.00057191-0.00050681i,-0.00077124-0.00015389i,-0.00037538+9.8644e-05i,0.00012288-0.00015234i
-0.0019227+0.00071752i,-0.0020075+0.001329i,-0.0027987+0.0014087i,-0.0029663+0.00095989i,-0.0018164+0.001557i,-0.00038727+0.0010668i,0.0001693-0.00023437i,-0.00011243-0.00038178i,-0.00048914+0.00014914i,-0.000334+0.00098082i,-1.4478e-05+0.00099357i,0.00083017-0.00023786i,0.0010094-0.00069766i,8.2348e-05-9.3096e-05i,-0.0003954-0.0003867i,-7.4788e-05-0.00063304i,0.0004807-0.00042083i,0.00040739-0.00058852i,9.0393e-05+3.1847e-05i,-8.2537e-05+0.00055771i,-0.00030788+0.00016929i,-0.00030113-0.00036635i,-0.00028767-0.00044864i
0.00035308-0.0027028i,-0.00060598-0.0033908i,-0.0013692-0.0024054i,-0.0021923-0.00037664i,-0.0023862+0.001196i,-0.001514+0.0018075i,-0.00019047+0.002086i,-0.00049906+0.0015201i,-0.0011384-0.00020975i,-0.00080914-0.001323i,-0.00071092-0.00051358i,-0.0004349+0.00014416i,0.00032342-0.0001204i,0.00083629+9.6562e-05i,0.00098352+0.00045363i,0.0012845+0.00054632i,0.00051644+0.00053522i,-0.00031697-1.6019e-05i,-8.0819e-05+2.0509e-05i,-3.4771e-06+0.00060737i,-4.5646e-05+0.00072762i,9.3573e-05+0.00046715i,-0.00045221+0.00022178i
-0.00066982-0.00095462i,-0.00023426-0.00055662i,-0.0016196-0.00045769i,-0.0026321+6.5469e-07i,-0.0018446+0.0009905i,-0.00022888+0.0014424i,0.00052195+0.00037268i,0.00019306-7.3294e-05i,-0.00056446+0.00017336i,-0.0009316+0.00081029i,0.0001129+0.00093635i,0.0009347+0.0009065i,0.00060845+0.0012047i,0.00013862+0.0010331i,0.00033309+0.00058774i,0.0011332-0.00014791i,0.0010675-0.00017927i,0.00069269+2.7328e-05i,0.00040457-9.4527e-05i,0.00021354-0.00021591i,0.00027514-0.00068214i,0.00036-0.00043529i,2.8516e-05+0.00059674i
-0.00026427+0.0023703i,-7.1678e-05+0.0018626i,-0.00017203+0.00087411i,-0.00031159+0.00011746i,-0.00015493+0.000757i,-2.2683e-06+0.0010856i,-0.00026553+7.0002e-05i,-0.00018851-0.00015676i,0.0001024+4.414e-05i,0.00024483-0.00018336i,0.00024949+0.00026386i,-0.0004109+0.00010632i,-0.00043344-0.00085301i,0.00023692-0.00091887i,0.00016687-0.0010499i,0.00060547-0.0009809i,0.00081249-9.7904e-05i,0.00057208-0.00055362i,0.00072589-0.0010065i,8.0992e-05-0.00023472i,-0.00024207+0.00058861i,-0.00041509+1.1161e-05i,0.00016147-0.00056146i
-0.00065453-0.00030354i,-0.00042698-0.00053993i,-0.0015528+0.00018264i,-0.0017583+0.00024462i,-0.00092671+0.00049837i,-0.00055026+0.00072383i,-0.00059191+0.00028135i,-0.00047204-0.00044793i,0.00026199-0.00082127i,0.001034-0.00089254i,0.00097351-0.00013071i,0.00036063-0.00016875i,0.00096015-0.00038376i,0.000703-0.00021134i,0.0005083-0.00097258i,0.0010904-0.00063811i,0.0011476-0.00039675i,0.001071-0.00034233i,0.00012382+0.00090821i,-0.00050231+0.0008177i,0.00049867+0.0001412i,0.0005073-8.8601e-05i,-0.00027779-1.7716e-05i
0.00083388+0.0010968i,0.00099505+0.0014453i,-0.00030148+0.0014616i,-0.00093189+0.0020077i,-0.0003492+0.0018413i,0.0010222+0.0011637i,0.0015737-8.2217e-05i,0.0010972-0.00093036i,0.0005178-0.00035577i,0.00054051-0.0001014i,0.00069317+3.196e-05i,0.00080903+0.00042049i,0.00075811-2.4246e-05i,0.0010021-0.00063692i,0.00026828-0.00072209i,-0.00081569-4.1054e-05i,-0.00041935+0.00058914i,5.9309e-05+0.00034196i,0.00013324-0.00028048i,0.00045819-0.00074639i,0.00026377-0.00024655i,-0.00066146+0.00011437i,-0.00058423+0.00019593i
-0.0014681+0.00087177i,-0.0016272+0.0012561i,-0.0017723+0.0019693i,-0.001469+0.0015504i,-2.0061e-05+0.00074073i,0.00088113+0.00064195i,0.00037875+0.00046152i,-0.00032954+0.00034567i,-0.00023248+0.0003118i,-0.00041435+0.00054819i,-0.0003727+0.00032537i,0.00046497-0.0010384i,0.00090905-0.0010931i,0.00075205+0.00013767i,0.00056864+0.00086106i,2.6033e-05+8.4292e-05i,-0.00026117-0.00082962i,0.00037093-0.00042381i,0.00033772+0.00013553i,0.00022275-0.00011773i,0.00030054+8.7023e-05i,-0.00044252+0.0003976i,-0.00021981-0.00016817i
0.0019408-0.0010124i,0.0010598-0.0018641i,-0.00017733-0.002791i,-0.0011946-0.0021614i,-0.00095038-0.00016291i,2.1599e-05+0.00077411i,0.00058044+0.00055078i,0.00038714-4.6913e-05i,7.9801e-05-0.00057197i,-0.00027277-0.000208i,-0.00048087-0.0004331i,-2.8738e-05-0.00058172i,0.00016348+0.00055942i,0.00050826+0.00070561i,0.00032395+0.00017785i,-1.9099e-05+2.4066e-05i,0.00038506+0.00014473i,0.00038263+0.00069628i,-0.00055763+0.00091481i,-0.001037+0.00024036i,-0.0011737-0.00010927i,-0.0013069+0.0005201i,-0.0014284+0.00074338i
-0.0012518-4.4264e-05i,-0.00073668+0.0015289i,-0.0017211+0.0017237i,-0.002292+0.0025604i,-0.0017466+0.0032031i,-0.00019466+0.0025877i,0.0002743+0.0010263i,0.00044938-0.0007491i,-4.2643e-05-0.00092843i,7.399e-05-0.0002988i,0.00079368+7.1004e-05i,0.00035337+0.00040889i,-0.00033879-0.00047729i,-7.71e-05-0.0009374i,0.0003733-0.00083647i,3.6941e-05-0.0010401i,0.00054473-0.00043622i,0.0004359+0.00047559i,-0.00034702+0.00012242i,-0.0004175-0.00013162i,0.00016357+0.00015989i,0.00088354-0.00040281i,0.00026485-0.00085326i
-0.0023195+0.0014246i,-0.0024495+0.0015839i,-0.0028721+0.0017429i,-0.0025238+0.0021296i,-0.0013818+0.0018505i,-2.6651e-05+0.0009974i,0.00058135+0.00026841i,-0.00018986-9.846e-05i,-0.00057316+0.00020555i,-0.00034327+0.00064416i,0.00039225+0.00048897i,0.00071555+0.00027208i,4.1042e-05+0.00046284i,-0.00032585+7.6698e-05i,0.00012358-0.00055757i,0.00030359-0.00040988i,-0.00021515-1.5374e-05i,-0.00038713-0.00024869i,-5.028e-05-0.00069992i,0.00041258-2.1765e-06i,0.00064324+0.00084039i,0.00027298+0.0005815i,-0.0003216+0.00010179i
0.0014725-0.00033567i,5.6194e-05-0.00024676i,3.3723e-05+0.0001242i,0.00027631+0.00050817i,-0.0006219+7.1807e-05i,-0.0014446-0.00042057i,-0.0007812-0.00050953i,-0.0002728-0.0011418i,0.00080841-0.0013979i,0.0010827-0.0010236i,-0.00019551-0.00017197i,-0.00094248+0.0004523i,-0.00084197-0.00012382i,-0.00020722-0.00029835i,1.85e-06-2.7082e-05i,0.00023017-0.00026268i,0.00048426-0.00040312i,1.2381e-05-0.0004178i,0.00057403-0.00066457i,0.001302-0.00059335i,0.00050685-3.9282e-05i,-0.00024356-0.0002257i,-0.00028997-0.00015454i
0.00069657+0.002852i,0.0014241+0.0024403i,0.0011072+0.0019013i,-0.00025651+0.0012925i,-0.00057154+0.001228i,-9.2514e-05+0.00082973i,3.5652e-05+0.00018079i,0.00012539+0.00017422i,0.00046888+0.00045643i,0.0010805-0.00014096i,0.00076502-0.00095353i,-5.2597e-05-9.3236e-05i,-0.00031478+4.4881e-05i,1.9589e-06-0.000635i,0.00021796-0.00042423i,0.00012047+0.00013974i,1.8874e-05+0.00029674i,0.00038637-0.00023957i,0.00059265-0.00051411i,0.00043404-0.00047703i,0.00059911-0.00081226i,0.00016676-0.0011893i,-0.00023978-0.00073344i
-0.0026618+0.00029173i,-0.0023621+0.00059538i,-0.0022561+0.00032395i,-0.0021846+0.00046069i,-0.00040132+0.0017232i,0.00019581+0.0025612i,-0.00014048+0.0013863i,-0.00039931+0.00056693i,-0.00043018+0.00024128i,0.00010418-5.7799e-05i,0.00045574-0.00033494i,8.9447e-05+0.00011943i,-0.00022235+0.00072827i,0.00023052+1.8641e-05i,0.00054058-0.0011906i,0.00015248-0.0012343i,1.6901e-05-0.00071231i,8.4156e-05-0.00011657i,0.00069646+3.5502e-05i,0.0014879-0.000396i,0.00054923-1.9771e-05i,-0.00031841+0.00091271i,0.00036504+0.0010338i
-0.00024612-0.0019542i,-0.00086533-0.0030799i,-0.0026448-0.0037062i,-0.0035948-0.0015432i,-0.0024718+0.00082448i,-0.000109+0.0014479i,0.0010703+0.00067611i,0.00077929+3.1109e-05i,0.00052505-0.00068375i,0.00046604-9.6069e-05i,0.00042704+0.0011366i,0.0010459+0.00089761i,0.0011983+0.0010678i,6.9342e-05+0.0012642i,-0.00015757+0.0011754i,0.00043455+0.0010628i,0.001131+0.00059698i,0.00072519+0.00082593i,1.5248e-05+0.00070223i,0.00025508+0.00073544i,-0.00011207+0.0008894i,-0.00047919+0.00034104i,8.7771e-05+0.0002067i
0.0019923+0.0023662i,0.0018146+0.0029086i,0.0015062+0.0028138i,0.00075622+0.0016233i,-8.9735e-05+0.00087442i,-0.00048951+0.0011091i,-0.0004703+0.00066234i,-0.00022573+5.2443e-05i,-0.00047587+5.6849e-05i,-0.00063507-0.00043053i,-0.00046704-0.00080354i,-5.4791e-06-0.00042285i,3.8089e-05-0.00015771i,-0.00014789+0.00038194i,-7.8949e-06+0.00075453i,-2.0593e-05+0.00013913i,-0.00043392-0.00013392i,-0.00016333-6.4295e-06i,0.00028527-7.968e-05i,0.00011349-0.00034632i,-0.00012041-0.00069469i,0.00010962-0.00076822i,6.3119e-05-0.00011942i
-0.0018485+0.0018787i,-0.0011806+0.00047086i,-0.0011954+0.00010956i,-0.0010135+0.0014616i,0.00016654+0.0024624i,0.00095496+0.0018806i,0.00087302+0.0005068i,0.00049211-3.6244e-05i,0.00040424-0.00026186i,0.00075259-0.0010344i,0.0011902-0.0010821i,0.00081831-0.00098393i,-0.00037303-0.00055927i,-0.00019777+0.00019198i,0.00070839-5.3549e-06i,0.00073901-0.00066469i,0.00029248-0.00081726i,-0.001022-0.00059255i,-0.0009452-0.00042026i,0.00033866-0.00011543i,0.00069795-0.00044395i,0.0010895-0.00046479i,0.0012792+5.3352e-05i
0.0015043+0.0026324i,0.0020198+0.0019562i,0.0015289+0.0025472i,0.00078662+0.0024836i,-0.00011861+0.0015154i,-0.00082247+0.00012368i,-0.00049838-0.00041198i,-0.00026811-0.00057591i,-0.00038624-0.00093948i,-0.0001588-0.00089464i,0.00013517-0.00053643i,-0.0002722+7.7525e-06i,-0.00064914-0.00030982i,-0.00040795-0.00090522i,-0.00081157-0.00037425i,-0.0003159+0.00036468i,0.00020198+5.9352e-05i,0.00056143-0.00015931i,0.00098696+3.6709e-05i,0.00071974+0.00038995i,0.00027329+0.00030695i,8.2421e-05-1.0484e-05i,-0.00027398-0.00068803i
-0.00069811+0.0053086i,-0.00074689+0.0056541i,0.0013448+0.0055062i,0.0019911+0.0041628i,0.0028893+0.0026772i,0.0029258+0.0011439i,0.0017627+0.00044633i,0.0012472+0.00094414i,0.00084105+0.0010537i,0.00042915+4.0123e-05i,0.00096939-0.00073379i,0.0015219-0.0011426i,0.00086154-0.001176i,-0.00012143-0.00072608i,-0.0014896-0.00036362i,-0.0013438-0.00025086i,-0.001329-0.00082813i,-0.0014474-0.0010357i,-0.00087297-0.00065834i,-0.00057358-0.00061967i,0.00048351-0.00082773i,0.0013657-0.00023838i,0.00058587+5.5608e-05i
-0.0014351+0.00020333i,-0.0012422-3.1686e-05i,-0.00091186+0.00023306i,-0.00047954+0.0016172i,0.00060725+0.00263i,0.00060503+0.0019i,-8.1976e-05+0.00061867i,-0.00033911-2.0972e-05i,-0.0010616-0.00063156i,-0.00075252-0.00046498i,0.00072137-0.00015872i,0.00083061+9.3864e-05i,0.00034398+0.00039189i,9.0513e-05-9.1906e-05i,6.7926e-05-0.00045794i,0.00032904-0.00057729i,1.1338e-05+2.1033e-05i,8.4703e-05+0.00021272i,0.00059739+9.5239e-05i,0.00049271+3.7694e-05i,0.00070396-2.1314e-05i,0.00061174+0.00010157i,-0.00033988+0.00033391i
0.00090025-0.00059285i,0.0005686+0.00025846i,0.00010984+0.00097624i,-0.00098551+0.0016763i,-0.0007871+0.0015397i,0.00030505+0.00073763i,0.0011401-0.00027712i,0.0015037-0.00067014i,0.0012611-0.00021109i,0.00073004+3.3291e-05i,0.00056395+0.00033472i,0.0011767+0.0015747i,0.0014878+0.0012881i,0.0016413-0.00025645i,0.0013558-0.00037669i,-3.0566e-05-0.00013627i,-9.3794e-05+7.5227e-05i,0.00070099+0.00011594i,0.00089106+2.5669e-05i,0.00086441+0.00010126i,0.00093791+0.00045871i,0.00042003+0.00074135i,-0.00075264-3.8132e-05i
-0.00018181+0.00045619i,-0.0010576+0.00083917i,-0.0011545-4.4407e-05i,-0.00077504-0.00033277i,-0.00057754+0.00032007i,0.00018553+0.00049061i,4.4396e-05+0.00022788i,-0.00031613-0.00032101i,-0.00041535-0.0007103i,-0.00016948-0.00088205i,9.4725e-05-0.00056615i,-0.00033729-0.0001078i,-0.00031723+1.7383e-05i,-0.0007165-0.00013817i,-0.00077097-3.1026e-05i,-0.00076604-0.00049124i,-0.00034414-0.00090449i,0.00059899-0.0005259i,0.00052528+0.0002847i,0.00014826+0.00062367i,3.5499e-05-0.00022879i,0.00041895-0.0011251i,0.00088335-0.00088677i
-0.00071642-0.00062031i,-0.00032714-0.00058645i,-0.00096877-0.0008085i,-0.0011402-0.00054016i,0.00011257+0.00049553i,0.0013844-4.1207e-06i,0.0012625-8.0354e-06i,0.00038541-2.6163e-05i,8.5517e-05+0.0003671i,-0.00017181+0.0012155i,-9.2839e-05+0.00087405i,0.00021828-0.00043825i,0.00031068-0.00083969i,-2.5076e-06-0.0002249i,1.5733e-05-0.00038417i,0.00060925-0.00058931i,0.00036705-0.00085724i,-0.00057428-0.00086503i,-0.0010298+4.037e-05i,-0.00054765+0.00083568i,0.00029279+0.0010148i,4.9128e-05+0.0011956i,-0.00058495+0.001281i
0.0036929-0.001513i,0.0031822-0.0013832i,0.00093357-0.0016239i,-0.00071914-0.00059016i,-0.0011159+0.00089061i,-0.00070828+0.00082736i,-0.00043722+0.00024347i,-0.0002831+0.00016289i,-0.00021687+6.4874e-07i,-0.0010253+0.00033526i,-0.0017729+0.00049058i,-0.0012748+0.00046645i,-0.00049266+0.0012643i,4.7011e-05+0.0006199i,0.00046452-0.00031289i,0.00067352+0.00017622i,0.00027864+0.00099844i,0.00013519+0.00082717i,0.00030807+0.00076366i,0.00069147+0.00081909i,0.00040992+0.00045863i,-4.1173e-05-0.00015433i,-0.00083922-0.0001842i
-0.0013585+0.0012943i,-0.0014769+0.001021i,-0.0004852+0.0012559i,-0.0004332+0.0015426i,-0.0010272+0.0018116i,-0.00047732+0.00082821i,0.00072339+9.5775e-05i,0.00073885+0.00028551i,0.00071234+8.0654e-05i,0.00086231-0.0010665i,0.00018949-0.0012134i,0.00045903-0.00032407i,-0.00011518-0.00047552i,-0.0011314-0.00096211i,-0.0012895-0.00094636i,-0.0011337-0.0010968i,-0.00043943-0.0013816i,5.1627e-05-0.0010954i,0.00010887+1.4864e-06i,0.00032905+0.00069615i,0.0003834+0.00036359i,0.00048474+1.3811e-05i,0.0004216-0.00032892i
-0.0018667-0.00080544i,-0.0018674-0.0010198i,-0.0017326-0.00011326i,-0.0010999+0.0012393i,3.1712e-06+0.0023773i,0.00065798+0.0016036i,0.00029582+0.0003163i,-0.00023024+0.00019892i,-0.00030296+0.00042399i,-0.00019806+0.00014351i,0.00017515+0.00027162i,0.00086842+0.00017727i,0.00012421-4.2297e-05i,-0.0004919-8.405e-05i,0.00014947+0.00015462i,0.0004821+0.00045983i,0.00052634+5.1348e-05i,0.00065051-0.0002717i,0.00048017-0.00044757i,-0.00013914-0.00035922i,-0.00026325-0.00025549i,0.00053446-0.00015225i,0.00022+0.00079408i
0.0014734+0.0004476i,0.0013084+5.2377e-05i,0.00073006-3.4253e-05i,0.0004261-0.00017765i,0.00030867+0.00026476i,0.00017379+0.00079388i,-0.00017304+0.00058542i,-0.00059967+0.00035408i,-0.00028393+0.00019062i,0.00018232+0.00050938i,0.00050626+0.00069049i,0.00041396+0.00029371i,0.00030217+0.00028733i,-0.00027009+7.9189e-05i,-0.00035232-5.1977e-05i,0.00048602+0.00010357i,0.00049898-0.00066605i,0.00025342-0.0016548i,-6.8489e-06-0.0013502i,-0.00050975-0.00065772i,-0.00032051-0.00087504i,0.0001538-0.0006i,3.62e-05-7.8498e-06i
0.0010479-0.0018734i,0.0013286-0.0024359i,0.00073007-0.0025788i,-0.00070158-0.0011731i,-0.0017412+0.0006899i,-0.0006765+0.00087311i,0.0012207+0.00015015i,0.0017636-0.00031845i,0.00059076-0.00039169i,-0.00015349+0.00025051i,-3.7398e-05+0.00063058i,0.00025065+0.00040443i,0.00063738+0.0011372i,0.00025959+0.0015068i,-5.8237e-05+0.00061548i,8.9933e-05+9.7709e-05i,-0.00016398-0.00029406i,-0.000122-0.0010304i,0.00028464-0.00063503i,4.4531e-05+0.00019095i,0.00022401+6.7672e-05i,0.00034236+0.00018246i,-0.00012992+0.00059838i
-0.0025179-0.0013451i,-0.0024304-0.0017879i,-0.0024587-0.00031201i,-0.002392+0.0012491i,-0.0011679+0.0016612i,-0.00060189+0.0010826i,-0.00070367+0.00054297i,-0.00054041+0.00020314i,-0.00042648+0.00019637i,-0.00025458+0.0004001i,-6.2889e-05+0.00043637i,0.00041868+0.00036179i,0.00077836-0.00030222i,0.0011324-0.00029781i,0.0010178-0.00023989i,0.00018167-0.00056374i,-0.00020165-0.00029999i,0.0001148+0.00034746i,0.00084946+0.00026579i,0.0010816-0.0003658i,0.00089355-0.00040613i,0.0003321+0.0005119i,-0.00061448+0.00067577i
0.0013802+0.0019553i,0.0024619+0.0013479i,0.002873+0.00072284i,0.0021357+0.00057166i,0.00086243+0.00036398i,-6.986e-07+0.0011525i,0.00040477+0.0011887i,0.00016157+0.00079931i,-0.00056385+0.00098912i,-0.00019785+0.00034394i,-0.00012008+3.6812e-05i,-0.00053239+7.0405e-05i,-0.00021737-0.000508i,0.00051881-0.00060851i,0.00064914-0.00029303i,0.00051499-3.9838e-05i,0.00090779-0.00023989i,0.00079893-0.00044629i,0.00042397-0.00067981i,4.8231e-05-0.00040019i,0.00067508-3.856e-05i,0.00093865+0.00040943i,-0.00015443+0.0002565i
0.00055647+0.0010747i,0.00015251+0.0016661i,0.0014952+0.00086767i,0.001173+0.00091202i,-0.0002761+0.0012915i,-0.00068399+0.0011296i,-0.00063798+0.00053516i,-0.00057025+3.4072e-05i,-0.00030426+0.00033572i,-0.00013176+0.00081275i,-0.00021899+0.00081055i,2.6851e-05+0.00043365i,4.544e-05+1.5421e-05i,-0.00025803-0.00041916i,0.00014657-0.00069807i,0.00045169-0.00085156i,3.1853e-05-0.00089568i,-0.00026594-0.00050355i,-0.00022382+0.00040927i,-6.1818e-06+0.00088496i,0.0006196+0.00050136i,0.00071535+0.00013259i,0.00056713-0.00074631i
-0.0010875-0.00068703i,-0.0011609-0.0013228i,-0.00062703+0.00024152i,-0.0002801+0.0020156i,-0.00037454+0.0018317i,-0.00020261+0.0007212i,0.00045201-0.000174i,0.00010975-0.00024129i,-0.00098847+5.0217e-05i,-0.0010035-0.0001177i,3.9145e-05-0.00091639i,0.00064562-0.0012255i,6.094e-05-0.00091315i,0.00011239-0.00022597i,0.00047919-0.0004275i,0.00073958-0.00086441i,0.00092385-0.00084193i,0.00077218-0.00094728i,0.0005536-0.00036814i,0.00033018+0.00035075i,0.00098811+0.00039716i,0.0010882+2.8571e-05i,0.00061338+6.6789e-05i
