-0.0034572+0.0015701i,-0.0041323+0.0013283i,-0.0043315+0.00080916i,-0.0034506+0.00080976i,-0.0025415+0.0021991i,-0.0018984+0.0037293i,-0.00099316+0.0029562i,-0.00021538+0.0013689i,0.00059347+0.00026205i,0.0011273-0.00020745i,0.0011476+0.00012972i,0.00077649+0.00041676i,0.0003485+0.00035261i,0.00062028+0.00022923i,0.00030178-0.0005523i,-6.7684e-05-0.0011928i,-0.0003163-0.0011441i,-0.00046851-0.00067885i,-2.887e-05-9.3308e-05i,0.0002945+0.0004698i,-0.00038576+0.00068147i,-0.00085783+0.00030938i,0.00010671+0.00053219i
0.028351-0.037147i,0.13242-0.024344i,0.26909+0.0076284i,0.28674+0.036517i,0.15358+0.079604i,0.055678+0.10287i,0.04769+0.056324i,0.026575+0.0012524i,-0.004273-0.006867i,-0.0092353+0.0026826i,-0.0040703+0.0023676i,-0.0027774-0.0056606i,0.0018977-0.016128i,0.024397-0.029469i,0.050315-0.049216i,0.056865-0.069375i,0.046734-0.074354i,0.023972-0.056933i,-0.0080445-0.024587i,-0.029956+0.0030635i,-0.038499+0.0081911i,-0.044919-0.0015915i,-0.045204-0.0097855i
0.0029413+0.028849i,-0.079999+0.063507i,-0.17716+0.11593i,-0.13598+0.12436i,0.0021172+0.03203i,0.040692-0.058965i,0.00092943-0.039941i,0.0019501+0.0096723i,0.019368+0.01406i,0.024451+0.0067845i,0.028278+0.0085984i,0.027644+0.020348i,0.026728+0.033783i,0.010398+0.036141i,-0.024608+0.035266i,-0.051596+0.034015i,-0.059321+0.028821i,-0.042606+0.022054i,-0.010806+0.01171i,0.012187+0.0023829i,0.023192+0.0048477i,0.02916+0.015341i,0.028736+0.022541i
-0.0074718-0.005914i,0.039883-0.077905i,0.070793-0.20896i,-0.018049-0.2599i,-0.12569-0.14536i,-0.10156-0.017866i,-0.040729-0.01329i,-0.032882-0.036404i,-0.027122-0.024402i,-0.024155-0.020352i,-0.03749-0.020738i,-0.042585-0.0242i,-0.046265-0.030463i,-0.041045-0.019709i,-0.01098+0.0016151i,0.024021+0.021229i,0.042698+0.029747i,0.036134+0.022106i,0.017316+0.0074591i,0.005168-0.0056384i,-0.00050352-0.014914i,-0.0018968-0.019245i,-0.0014269-0.018779i
-0.0059033-0.0039637i,-0.012284+0.097225i,0.039922+0.28167i,0.16727+0.36814i,0.22293+0.25168i,0.13819+0.10799i,0.065249+0.075848i,0.051624+0.060341i,0.024404+0.025381i,0.0071139+0.018578i,0.021615+0.016782i,0.032679+0.011265i,0.040458+0.0072303i,0.047333-0.011086i,0.034274-0.041184i,0.0062875-0.066467i,-0.014603-0.072348i,-0.018974-0.049754i,-0.016382-0.01281i,-0.015317+0.012528i,-0.014826+0.018202i,-0.016149+0.013082i,-0.016721+0.0064748i
0.024961-0.012435i,-0.012897-0.12728i,-0.1365-0.31531i,-0.26431-0.3985i,-0.2421-0.29982i,-0.11562-0.17744i,-0.055075-0.12622i,-0.047029-0.075197i,-0.015409-0.018634i,0.0099475-0.0025689i,0.0043488-0.0025767i,-0.0030594+0.005845i,-0.0077607+0.016406i,-0.022145+0.033347i,-0.032364+0.057508i,-0.025801+0.074897i,-0.011293+0.072395i,0.0024992+0.042994i,0.013965-0.0010076i,0.017925-0.029572i,0.017506-0.027984i,0.022195-0.011144i,0.026261+0.00089359i
-0.015774+0.04102i,0.067186+0.14764i,0.23725+0.28348i,0.33095+0.33535i,0.22921+0.27564i,0.083794+0.19193i,0.034621+0.12482i,0.027+0.060275i,0.0090347+0.0091763i,-0.010561-0.0098926i,-0.019969-0.0093098i,-0.024539-0.015962i,-0.028698-0.029216i,-0.016172-0.0392i,0.0098573-0.047901i,0.025569-0.051724i,0.023871-0.042647i,0.00902-0.016594i,-0.0090406+0.021295i,-0.015364+0.046255i,-0.01336+0.037016i,-0.01871+0.010476i,-0.026929-0.0062254i
-0.022174-0.063325i,-0.14158-0.12298i,-0.30862-0.15706i,-0.32573-0.15774i,-0.16022-0.15948i,-0.034244-0.14462i,-0.011611-0.082952i,-0.0032795-0.027087i,-0.004614-0.0031119i,-0.003111+0.011519i,0.018561+0.014946i,0.037312+0.019484i,0.045804+0.029685i,0.036933+0.027279i,0.0064315+0.015681i,-0.026289+0.0037348i,-0.03996-0.0073937i,-0.026647-0.019291i,-0.002045-0.037141i,0.010115-0.051017i,0.0089352-0.040754i,0.007977-0.015543i,0.010471+0.00047606i
0.066952+0.042363i,0.1975+0.027709i,0.31213-0.044839i,0.25315-0.071941i,0.086165+0.00791i,0.017119+0.058059i,0.011485+0.0082553i,-0.011765-0.021803i,-0.00069698-0.0040829i,0.017032-0.0032932i,-0.0049067-0.0096862i,-0.032154-0.010783i,-0.046374-0.011768i,-0.045744+0.0015207i,-0.02103+0.023789i,0.015653+0.039278i,0.036895+0.043145i,0.02967+0.037213i,0.0098281+0.034049i,-0.00040619+0.034566i,-0.00015268+0.025871i,0.0023068+0.013091i,0.0038413+0.006321i
-0.093013+0.013579i,-0.1916+0.11613i,-0.22049+0.27264i,-0.10759+0.30722i,0.0092117+0.16255i,0.0027603+0.047071i,-0.017359+0.059595i,0.0092783+0.059333i,0.0031248+0.009563i,-0.023863-0.0091146i,-0.014715-0.0014875i,0.0095222+0.00021504i,0.023672-0.0070181i,0.0288-0.026903i,0.019115-0.050698i,-0.0040234-0.062358i,-0.021305-0.055981i,-0.018631-0.036063i,-0.0076655-0.01655i,-0.0031247-0.0083524i,-0.0040132-0.00716i,-0.0080523-0.0074432i,-0.012775-0.008207i
0.066077-0.088068i,0.090457-0.25032i,0.027901-0.43725i,-0.084536-0.45242i,-0.10447-0.27724i,-0.020981-0.12931i,0.022415-0.099169i,-0.0017689-0.074712i,-0.010844-0.016708i,0.0091176+0.012813i,0.018749+0.0081691i,0.015871+0.0047226i,0.012744+0.014145i,0.0047153+0.031637i,-0.0039021+0.047741i,-0.0049475+0.051139i,-0.0027532+0.03767i,-0.0042538+0.012499i,-0.0084521-0.012537i,-0.010468-0.021976i,-0.0074348-0.013033i,0.0020252-0.00039265i,0.012717+0.0059023i
0.0009165+0.11634i,0.070657+0.28712i,0.20174+0.45312i,0.27662+0.46387i,0.20265+0.31782i,0.068931+0.17093i,0.0017968+0.09912i,0.0028798+0.061854i,0.017689+0.025551i,0.012562+0.0023852i,-0.0095185+1.4591e-07i,-0.027685+0.00014735i,-0.034361-0.0080468i,-0.027131-0.017584i,-0.0086578-0.023932i,0.009919-0.02209i,0.021298-0.01066i,0.023407+0.010787i,0.023812+0.037936i,0.028384+0.048936i,0.026495+0.033257i,0.013239+0.011253i,-0.0011819+0.00026874i
-0.080878-0.10223i,-0.23178-0.21501i,-0.39655-0.30686i,-0.4066-0.3116i,-0.25072-0.24294i,-0.10608-0.15538i,-0.039168-0.075901i,-0.010718-0.035859i,-0.016485-0.030454i,-0.024257-0.0209i,-0.00098486-0.0085196i,0.028237-0.00097245i,0.04083+0.0023987i,0.035314-0.0023332i,0.013736-0.0079166i,-0.014178-0.0097153i,-0.032493-0.012705i,-0.033274-0.02332i,-0.030531-0.042265i,-0.035077-0.053352i,-0.03535-0.042737i,-0.025149-0.021698i,-0.013216-0.0083995i
0.12971+0.025109i,0.30883+0.032964i,0.45322+0.030637i,0.40452+0.058263i,0.23048+0.11366i,0.12858+0.1118i,0.081797+0.040337i,0.021591+0.0056555i,0.0036686+0.026035i,0.019658+0.031914i,0.010152+0.014515i,-0.016181+0.00039908i,-0.031802+0.001221i,-0.030487+0.017715i,-0.012919+0.033102i,0.011073+0.032514i,0.024484+0.023408i,0.023572+0.02063i,0.024314+0.030854i,0.031102+0.040898i,0.032372+0.03553i,0.026344+0.022565i,0.019249+0.013608i
-0.12265+0.060343i,-0.26123+0.16723i,-0.34274+0.25901i,-0.2633+0.20745i,-0.13364+0.043381i,-0.10249-0.042223i,-0.090014-0.0080393i,-0.026096+0.014055i,0.010254-0.01163i,-0.0034565-0.024267i,-0.012747-0.0076822i,-0.0011958+0.0076271i,0.011755+0.0010356i,0.01454-0.022009i,0.0074611-0.04248i,-0.0034306-0.045028i,-0.0075713-0.033218i,-0.0040925-0.020815i,-0.006297-0.019467i,-0.015348-0.023965i,-0.020573-0.023044i,-0.019809-0.017873i,-0.017184-0.011994i
0.056987-0.13063i,0.096433-0.30513i,0.090704-0.44125i,0.028133-0.37293i,-0.0044122-0.16342i,0.034786-0.029386i,0.05487-0.018396i,0.016863-0.028575i,-0.018126-0.016949i,-0.014106-0.0067797i,0.005275-0.011091i,0.014493-0.017552i,0.012393-0.0095348i,0.007415+0.010647i,0.0018285+0.028433i,-0.0061273+0.033398i,-0.014649+0.025674i,-0.020235+0.014623i,-0.018658+0.008673i,-0.012178+0.0085312i,-0.0050276+0.011476i,0.0031279+0.01273i,0.0088571+0.008366i
0.043605+0.13197i,0.11865+0.30266i,0.19895+0.43784i,0.219+0.39574i,0.16197+0.22687i,0.073835+0.092287i,0.017839+0.039102i,0.0062975+0.035167i,0.015866+0.042684i,0.018321+0.03834i,0.0011245+0.027534i,-0.019183+0.023254i,-0.025598+0.019944i,-0.019434+0.010133i,-0.0067194-0.0039489i,0.0080684-0.015843i,0.020911-0.01677i,0.027978-0.0083701i,0.031587+0.00021916i,0.034093+0.0031611i,0.029316-0.0010232i,0.01681-0.0053289i,0.0053605-0.0049998i
-0.12105-0.06837i,-0.27615-0.16278i,-0.40101-0.2542i,-0.38047-0.26456i,-0.25783-0.19769i,-0.14871-0.12282i,-0.077928-0.063899i,-0.024873-0.04074i,-0.00094401-0.048476i,-0.002966-0.04657i,0.0029414-0.025223i,0.021037-0.010484i,0.02882-0.013987i,0.020905-0.021924i,0.0059586-0.01922i,-0.0092259-0.0066736i,-0.019518+0.0031398i,-0.024258+0.0036714i,-0.032171-0.0028945i,-0.041626-0.008393i,-0.041422-0.0078431i,-0.031937-0.0029919i,-0.02024+0.0010896i
0.1329-0.018539i,0.29989-0.030439i,0.43336-0.0048736i,0.40141+0.063028i,0.26733+0.12145i,0.17447+0.12327i,0.10692+0.072799i,0.028652+0.033007i,-0.019066+0.029955i,-0.018023+0.028567i,-0.0066809+0.0089089i,-0.013857-0.0092926i,-0.023246-0.0034988i,-0.017957+0.016442i,-0.0052048+0.026099i,0.0070608+0.021365i,0.011585+0.011216i,0.013352+0.0060748i,0.0252+0.0084374i,0.040091+0.010828i,0.043194+0.0099134i,0.036293+0.0077935i,0.026368+0.0031603i
-0.085988+0.09947i,-0.19605+0.20241i,-0.28435+0.24768i,-0.25189+0.14836i,-0.1581-0.014579i,-0.11465-0.088987i,-0.080265-0.064384i,-0.017243-0.020926i,0.026394+0.00080509i,0.026471+0.0058934i,0.0074192+0.013197i,0.0013684+0.023764i,0.0079034+0.016849i,0.0079293-0.0058489i,0.0019176-0.024317i,-0.0020666-0.032361i,-0.00058636-0.030564i,-0.001517-0.023823i,-0.015451-0.018483i,-0.033888-0.015537i,-0.038383-0.012862i,-0.030772-0.010615i,-0.021667-0.0058475i
-0.0068776-0.11914i,0.0093358-0.26091i,0.028374-0.33806i,0.025617-0.23655i,0.01871-0.056232i,0.02883+0.031488i,0.023542+0.026083i,-0.0021129-0.0043361i,-0.017238-0.031999i,-0.013402-0.040166i,0.0020801-0.034727i,0.0144-0.033612i,0.013327-0.0287i,0.0060174-0.012769i,-6.0298e-05+0.0046793i,-0.0047325+0.018944i,-0.0084702+0.026093i,-0.0063381+0.024996i,0.0067131+0.021656i,0.021924+0.017362i,0.024845+0.012317i,0.019572+0.0091305i,0.014453+0.0052692i
0.074317+0.086902i,0.153+0.20416i,0.20148+0.2874i,0.18204+0.23381i,0.13051+0.11223i,0.079702+0.041145i,0.042452+0.020788i,0.014926+0.025507i,-0.0065171+0.044508i,-0.0112+0.049846i,-0.011801+0.034607i,-0.020102+0.025088i,-0.021496+0.027627i,-0.010668+0.023889i,-0.00064656+0.0087906i,0.0050826-0.0096773i,0.0070877-0.019806i,0.0045978-0.020851i,-0.0014129-0.018764i,-0.0049614-0.015326i,-0.0035447-0.011849i,-0.0023727-0.0092926i,-0.0033021-0.0077861i
-0.11385-0.01474i,-0.24116-0.057872i,-0.32611-0.109i,-0.29427-0.12103i,-0.20883-0.098505i,-0.13111-0.081841i,-0.065842-0.063646i,-0.0088613-0.041118i,0.031174-0.03094i,0.034951-0.026549i,0.0218-0.013046i,0.021292-0.0025637i,0.022537-0.011101i,0.012357-0.021132i,-0.00031272-0.016215i,-0.0090635-0.0031435i,-0.011434+0.005549i,-0.0075041+0.0076027i,-0.0071629+0.0090234i,-0.011223+0.010987i,-0.01342+0.010014i,-0.012748+0.0080407i,-0.0093446+0.0088648i
0.092887-0.060546i,0.2084-0.098572i,0.29988-0.082535i,0.28586-0.0073002i,0.20677+0.061796i,0.13032+0.090782i,0.059372+0.07186i,-0.0013611+0.028521i,-0.037159-0.0050788i,-0.039827-0.015165i,-0.022094-0.016712i,-0.013954-0.019738i,-0.015995-0.0095857i,-0.011149+0.0065849i,-0.00054103+0.012431i,0.0091611+0.01143i,0.013756+0.010109i,0.013202+0.0074398i,0.018169+0.0003107i,0.027256-0.0087924i,0.028924-0.011272i,0.024475-0.0076217i,0.017577-0.0059467i
-0.027887+0.090699i,-0.08538+0.18109i,-0.15299+0.20764i,-0.16269+0.11756i,-0.11638-0.0047428i,-0.069487-0.060847i,-0.023629-0.046057i,0.010756-0.0034343i,0.020709+0.035734i,0.018383+0.046645i,0.0082767+0.03687i,0.0009628+0.032298i,0.0038301+0.025118i,0.0049267+0.0089105i,0.00058358-0.0045009i,-0.0059703-0.013878i,-0.012523-0.019244i,-0.019609-0.015947i,-0.029982-0.0029031i,-0.03815+0.0099249i,-0.036669+0.012451i,-0.029271+0.0080351i,-0.021322+0.0044488i
-0.03807-0.079564i,-0.054275-0.1701i,-0.039484-0.21586i,-0.0094868-0.13989i,0.0073972-0.022051i,0.007464+0.017048i,-0.0073739-0.0017224i,-0.0074291-0.024009i,0.010963-0.043903i,0.01446-0.048919i,0.0092962-0.035798i,0.012254-0.027739i,0.010713-0.026247i,0.0022489-0.019611i,-0.0030495-0.0084814i,-0.0012556+0.0043481i,0.0049605+0.012697i,0.014551+0.010231i,0.028242-0.001578i,0.038495-0.012346i,0.035246-0.013782i,0.025017-0.0078386i,0.017806-0.0020897i
0.073246+0.032318i,0.14346+0.085603i,0.1784+0.12782i,0.14928+0.095149i,0.094217+0.036538i,0.050243+0.025437i,0.020242+0.032901i,-0.011842+0.028279i,-0.042573+0.023651i,-0.043251+0.022308i,-0.023616+0.014732i,-0.018006+0.010126i,-0.017815+0.016595i,-0.0071155+0.01866i,0.0018733+0.0093715i,0.0023901-0.0046409i,-0.0020082-0.0119i,-0.008766-0.0059201i,-0.017076+0.0045259i,-0.0237+0.0094018i,-0.021365+0.0072592i,-0.014301+0.0029443i,-0.010105-0.00085278i
-0.064324+0.025585i,-0.14762+0.027332i,-0.20514+0.010945i,-0.18566-0.0041709i,-0.12887-0.019742i,-0.065336-0.039518i,-0.0058318-0.03923i,0.030099-0.012741i,0.049572+0.015091i,0.046149+0.020093i,0.024309+0.014099i,0.014032+0.0098379i,0.014089-0.00063008i,0.0074667-0.0077683i,-0.0023831-0.003323i,-0.010173+0.0047024i,-0.014139+0.0064196i,-0.010167+0.00086888i,-0.0021471-0.0041065i,0.0032783-0.0041516i,0.0032157-0.00051583i,-6.353e-05+0.0025545i,-0.00034341+0.004194i
0.032676-0.057306i,0.091393-0.10536i,0.14903-0.11223i,0.15691-0.062638i,0.1274-0.0063222i,0.065506+0.021394i,-0.0023932+0.012777i,-0.027722-0.019718i,-0.025465-0.049076i,-0.021856-0.051284i,-0.013416-0.035168i,-0.0061335-0.024623i,-0.006614-0.015902i,-0.0065538-0.0065418i,-0.0017566-0.003988i,0.006094-0.0044185i,0.015102-0.0021798i,0.019129+7.7344e-05i,0.017707-0.0042735i,0.014802-0.012802i,0.012033-0.015816i,0.01092-0.011996i,0.008118-0.0093275i
0.016367+0.060676i,0.0064379+0.12367i,-0.027878+0.14703i,-0.061196+0.094125i,-0.064861+0.028262i,-0.036996+0.0051284i,-0.00063217+0.019402i,0.0032537+0.041571i,-0.014328+0.055904i,-0.01485+0.052486i,-0.0056449+0.03415i,-0.0046364+0.023085i,-0.0034255+0.020164i,0.0016258+0.013998i,0.0025719+0.0084504i,-0.0021158+0.0044099i,-0.010397+0.0013071i,-0.018163+0.0049687i,-0.022325+0.018496i,-0.021956+0.029933i,-0.018867+0.027602i,-0.015925+0.017232i,-0.013483+0.0088459i
-0.0446-0.03022i,-0.077765-0.074859i,-0.072191-0.099383i,-0.030348-0.06651i,0.006755-0.019823i,0.024363-0.019872i,0.023736-0.041414i,0.031648-0.039864i,0.049172-0.028863i,0.043078-0.023889i,0.021054-0.016191i,0.011353-0.012069i,0.0080221-0.015685i,0.00056448-0.016257i,-0.004961-0.011862i,-0.0032506-0.0050767i,0.0027459-0.00080563i,0.0085026-0.0086155i,0.012425-0.025295i,0.015007-0.035288i,0.014176-0.032137i,0.011705-0.020649i,0.010475-0.010429i
0.046713-0.012791i,0.096806-0.0044387i,0.12199+0.012688i,0.096195+0.0096831i,0.044264-0.0039159i,-0.0063441+0.010402i,-0.038782+0.023263i,-0.053691+0.0040508i,-0.059319-0.019331i,-0.046973-0.019903i,-0.022788-0.0107i,-0.010485-0.0037815i,-0.0076873+0.0057527i,-0.0018858+0.011048i,0.001932+0.0045568i,0.0011985-0.0062645i,0.0015985-0.0096413i,0.0035814+0.00067529i,0.0041823+0.016795i,-0.00015191+0.02579i,-0.0048408+0.022312i,-0.0053218+0.013258i,-0.0060957+0.0066006i
-0.021071+0.03556i,-0.061625+0.060621i,-0.10044+0.066625i,-0.0985+0.056691i,-0.058039+0.0371i,-0.0027464+0.016613i,0.041519+0.018405i,0.048186+0.040692i,0.034595+0.059458i,0.023123+0.051722i,0.011837+0.028527i,0.0049126+0.013952i,0.0038201+0.0067234i,0.00071334+0.0023554i,-0.0013271+0.0039881i,-0.0033256+0.0085559i,-0.0092426+0.0094848i,-0.015182+0.0039975i,-0.014877-0.004214i,-0.0075556-0.0090318i,-0.0018232-0.0072934i,-0.00073348-0.0023237i,0.0013576+0.00089072i
-0.004207-0.036612i,0.0095748-0.077322i,0.039242-0.098486i,0.062284-0.080753i,0.065037-0.050693i,0.030727-0.045959i,-0.012729-0.060951i,-0.011507-0.069887i,0.010152-0.068441i,0.011513-0.053543i,0.0041843-0.029663i,0.0024515-0.014628i,0.00085525-0.0099704i,-0.0022639-0.0090989i,-0.004921-0.0092228i,-0.0035258-0.0081563i,0.0038723-0.0068576i,0.011783-0.0088772i,0.012151-0.012907i,0.0056475-0.014038i,0.0020765-0.012838i,0.0037857-0.010662i,0.0040307-0.0081096i
0.02623+0.020683i,0.038861+0.054284i,0.027887+0.078335i,-0.0090417+0.068475i,-0.044879+0.051702i,-0.04609+0.055536i,-0.030542+0.066578i,-0.038394+0.06072i,-0.052746+0.042388i,-0.040248+0.026868i,-0.016951+0.013645i,-0.0068364+0.0075987i,-0.0040892+0.010742i,0.0011787+0.011849i,0.0054466+0.0089812i,0.0040766+0.0054601i,-0.00021304+0.0043367i,-0.0020943+0.010739i,0.0018957+0.021328i,0.0064264+0.027076i,0.0049678+0.024402i,-0.00084824+0.016701i,-0.0056118+0.011075i
-0.026405-0.0013011i,-0.055825-0.013588i,-0.063051-0.027222i,-0.027875-0.023695i,0.023556-0.018814i,0.060908-0.027722i,0.073824-0.034625i,0.07282-0.017033i,0.065572+0.0077612i,0.045154+0.012128i,0.019381+0.007026i,0.0064778+0.0020407i,0.0036574-0.005527i,0.00017179-0.0087957i,-0.0010021-0.0067469i,0.0012492-0.0024055i,-0.00020481-0.00010412i,-0.0079961-0.0052093i,-0.015822-0.015094i,-0.017293-0.023819i,-0.011885-0.024252i,-0.0042765-0.017046i,0.0019894-0.011079i
0.019134-0.020244i,0.046605-0.031073i,0.063104-0.031026i,0.0452-0.025747i,0.0022751-0.024739i,-0.049773-0.021662i,-0.079573-0.024193i,-0.069508-0.042359i,-0.045223-0.0553i,-0.026162-0.042753i,-0.010936-0.02146i,-0.0029062-0.0081699i,-0.0011688+7.995e-05i,-0.00060182+0.0031666i,-0.0030477+0.00054857i,-0.0053445-0.0036817i,0.0006541-0.006963i,0.012735-0.0062872i,0.021462-0.00044864i,0.020479+0.0081489i,0.012811+0.011733i,0.0055249+0.0083397i,-0.00052804+0.0055961i
0.0035364+0.023295i,-0.0099797+0.048867i,-0.028332+0.062515i,-0.034758+0.061902i,-0.015381+0.062349i,0.020454+0.066373i,0.041773+0.074857i,0.026232+0.080088i,-0.00041528+0.072579i,-0.0069943+0.051001i,-0.0039275+0.025071i,-0.0042157+0.0086655i,-0.0041162+0.0034919i,-0.00044821+0.0027434i,0.0047954+0.0016429i,0.005648+0.00027816i,-0.0015703+0.0027449i,-0.011009+0.0094091i,-0.013714+0.011324i,-0.0089827+0.004805i,-0.0045743-0.00030279i,-0.0028901+0.00027039i,-0.0010259+0.00071114i
-0.0069723-0.012551i,-0.013614-0.036751i,-0.0019198-0.060698i,0.020408-0.068736i,0.03445-0.070339i,0.03153-0.082111i,0.023049-0.092605i,0.031674-0.079871i,0.043554-0.054318i,0.033086-0.032352i,0.014523-0.014396i,0.0063687-0.0041654i,0.0026889-0.0046296i,-0.0028749-0.0063564i,-0.0087817-0.0037939i,-0.0092088+4.7095e-05i,-0.0045786-0.0011271i,-0.0011437-0.0091543i,-0.0035381-0.015374i,-0.0077517-0.014279i,-0.0070928-0.010731i,-0.0023408-0.0081951i,0.00090677-0.00687i
0.014909+0.0040671i,0.031362+0.015992i,0.034853+0.0362i,0.0098005+0.046634i,-0.033415+0.047567i,-0.06429+0.054637i,-0.073208+0.055232i,-0.073375+0.03331i,-0.064089+0.0076379i,-0.041994-0.0018808i,-0.019266-0.0034661i,-0.008497-0.0029756i,-0.0038954+0.0020038i,0.0015756+0.0048154i,0.0036255+0.0022646i,0.0012737+4.9772e-05i,0.0016823+0.0011353i,0.0081062+0.0044214i,0.015728+0.00757i,0.019281+0.009223i,0.016067+0.0089256i,0.007654+0.0071301i,0.0003706+0.0073679i
-0.0080988+0.0083369i,-0.025133+0.012028i,-0.034912+0.0090977i,-0.013534+0.0031459i,0.035829-0.0015125i,0.078173-0.0019052i,0.09072+0.0078112i,0.076005+0.027567i,0.050157+0.039833i,0.027372+0.031412i,0.011318+0.015515i,0.0031308+0.0045761i,0.0010753-0.0017695i,0.0012077-0.0041177i,0.0041666-0.0036071i,0.005984-0.002264i,0.0002746+0.00063316i,-0.010637+0.0056256i,-0.018547+0.0083674i,-0.020474+0.0035142i,-0.017187-0.0032378i,-0.0089964-0.0058977i,-0.00069246-0.0073525i
0.0052309-0.011032i,0.014153-0.023871i,0.023167-0.032228i,0.015642-0.032261i,-0.011486-0.036193i,-0.044537-0.054133i,-0.059689-0.071008i,-0.040989-0.073872i,-0.013168-0.063836i,-0.0014347-0.041651i,0.00050032-0.019166i,0.0021901-0.0057957i,0.00088938+0.00021346i,-0.0032221+0.0013998i,-0.0068618+0.0014024i,-0.0064602+0.001793i,-0.0013459-0.0027792i,0.0041585-0.013799i,0.0062027-0.019837i,0.0071897-0.013397i,0.006787-0.004342i,0.0042969-1.1218e-05i,0.0012481+0.0022903i
0.0021974+0.010491i,0.002811+0.026529i,-0.0008649+0.043263i,-0.0048489+0.052755i,-0.0042165+0.066429i,0.0030461+0.084435i,0.0019253+0.090774i,-0.015407+0.077394i,-0.028264+0.053199i,-0.021356+0.031314i,-0.0097753+0.01282i,-0.0060845+0.00024149i,-0.0037697-0.0028751i,0.0017731-0.0009974i,0.0057443-0.0010501i,0.0036767-0.003048i,0.00071406+0.00043087i,0.0039098+0.012083i,0.008823+0.019758i,0.0089786+0.013773i,0.0064947+0.0048533i,0.003774+0.0017223i,0.0014465+0.00068166i
-0.010836-0.0067384i,-0.020402-0.016976i,-0.021386-0.029i,-0.0015118-0.04021i,0.028138-0.055542i,0.050697-0.069367i,0.06087-0.067379i,0.061677-0.045394i,0.052191-0.01878i,0.032097-0.0041125i,0.015267+0.0017879i,0.0087109+0.0044875i,0.0057745+0.0020207i,0.0013944-0.0011412i,-0.0030097-0.001902i,-0.0028909-0.002728i,-0.0038772-0.0056185i,-0.011762-0.0091524i,-0.018353-0.0091421i,-0.018547-0.0045161i,-0.0154-0.00093543i,-0.0097696-0.0012955i,-0.0036428-0.0029792i
0.0042383-0.0033899i,0.016857-0.0022532i,0.020416+0.0081939i,0.002633+0.023301i,-0.032886+0.031119i,-0.06901+0.026413i,-0.083761+0.011665i,-0.071628-0.0080354i,-0.048714-0.021238i,-0.027595-0.018801i,-0.012283-0.010905i,-0.0055107-0.0055979i,-0.0032613+0.0005885i,-0.0016474+0.0035038i,-0.0010392+0.0030155i,-0.0012704+0.0044911i,0.0013398+0.003712i,0.0079428-0.0026789i,0.013257-0.0075213i,0.014417-0.0080156i,0.01337-0.0059567i,0.0093083-0.0020928i,0.0045987+0.0031776i
-0.0052447+0.0092876i,-0.013376+0.017108i,-0.016977+0.02003i,-0.0018905+0.016214i,0.033091+0.01864i,0.064738+0.031638i,0.068315+0.045899i,0.045786+0.053053i,0.020977+0.047654i,0.0094808+0.031472i,0.0056756+0.01487i,0.0032346+0.0033373i,0.0022857-0.0027405i,0.0033049-0.0045907i,0.0041762-0.0052498i,0.001023-0.0053187i,-0.0029621+0.00038356i,-0.0025791+0.012352i,0.00090029+0.019694i,0.00031437+0.015839i,-0.0020324+0.0089234i,-0.001998+0.0034466i,-0.0013497-0.0023375i
0.00045799-0.012087i,0.0003847-0.021783i,0.0022765-0.030116i,-0.00020425-0.03159i,-0.012424-0.040903i,-0.021724-0.064089i,-0.01564-0.077618i,-1.8184e-05-0.067122i,0.011387-0.046336i,0.010132-0.026502i,0.0040189-0.010823i,0.0021624+2.5734e-05i,0.0013782+0.0050324i,-0.0015234+0.0044077i,-0.0029878+0.0025447i,0.00051675+0.00017913i,0.0012265-0.0066967i,-0.0088783-0.016442i,-0.019581-0.019335i,-0.017456-0.013432i,-0.008934-0.0047186i,-0.004048+0.00011837i,-0.0022426+0.0011509i
0.0081675+0.01044i,0.013453+0.017511i,0.015757+0.027581i,0.010831+0.036782i,-0.00065401+0.049167i,-0.017237+0.064698i,-0.032513+0.064959i,-0.039719+0.045289i,-0.035289+0.023881i,-0.021048+0.011055i,-0.0087685+0.0011469i,-0.0059924-0.0059121i,-0.0052213-0.0060444i,-0.0016992-0.0032516i,-0.00088413-0.00026938i,-0.0022782+0.0032574i,0.0023756+0.0087761i,0.016795+0.012194i,0.028652+0.0092528i,0.026876+0.0018245i,0.017841-0.0044234i,0.0091087-0.0051748i,0.0031703-0.0029374i
-0.004337-0.0048224i,-0.012224-0.0067353i,-0.015671-0.012808i,-0.0034635-0.020932i,0.023998-0.031651i,0.052908-0.035192i,0.064905-0.02219i,0.057044-0.0035621i,0.039297+0.0071571i,0.020708+0.0097159i,0.0098395+0.0091071i,0.0064687+0.0079153i,0.0053451+0.0047991i,0.0031776+0.00053308i,0.001387-0.0045978i,-0.0011025-0.0094362i,-0.0071742-0.0088089i,-0.015841-0.00065671i,-0.021772+0.0074219i,-0.021154+0.01144i,-0.01628+0.012749i,-0.0098029+0.0083241i,-0.0045043+0.0021639i
