0.000133+0.0007019i,-0.00018371-0.00012634i,-0.0015729-0.0012554i,-0.0018185-0.00089795i,-0.0019844+0.0014509i,-0.0017016+0.0025344i,-0.00074468+0.0024191i,-0.00021522+0.0016839i,0.00047287+0.00040145i,0.00094259-0.00030172i,0.00066584-0.00011195i,0.0015227+6.4425e-05i,0.0014905+1.7551e-06i,0.00014126+5.5487e-05i,-0.00010558+0.00022184i,3.6674e-05+0.00054432i,0.0005428+0.00099312i,-4.0929e-05+0.00095136i,-0.00080637+7.0011e-05i,-0.00027941-0.000199i,-0.00028086+0.00030405i,-0.0010969+0.00046929i,-0.0013896+0.00046199i
0.00033132+0.0003764i,0.00015127+9.3197e-05i,0.000552-0.00025128i,0.000877-0.00013253i,0.00033524+0.00091293i,0.00012364+0.0013883i,0.00028003+0.00063299i,4.4748e-05-0.00057855i,-0.00016682-0.00096025i,-6.3024e-06-3.9867e-05i,-0.00046693+0.00065316i,-0.00027801+0.00039066i,-0.00047251-8.8652e-05i,-0.00094006-0.00029757i,-0.00050309+9.215e-05i,-0.00063177+0.00015795i,-0.00049607-0.00014623i,-0.00038785-0.00012307i,-0.00043598+8.09e-05i,-0.00049237+4.6212e-05i,-0.00015955-0.00035003i,0.00013627-0.00086392i,-9.781e-05-0.00074291i
0.00037757-0.00055215i,2.5821e-05+2.3846e-05i,0.00063223+0.00062164i,0.00066717+0.00080168i,-9.1368e-05+0.00058314i,0.00012945+0.00051514i,0.00078626+0.00038447i,0.00058758-0.00019139i,0.00011386-0.00011859i,0.00011633+0.00040789i,-0.00044241-0.00016248i,-0.00074725-0.00063972i,-0.00030491-0.0010049i,1.4182e-05-0.0013627i,0.00038521-0.00068701i,0.0003381+0.00028726i,0.00030222+0.00063575i,0.00010909+0.0006941i,4.333e-05+0.00065576i,0.00021849+0.00027929i,0.00010004-3.6411e-06i,0.00016671+0.00061181i,0.00023605+0.0010434i
0.00043414+0.0020809i,0.00057749+0.001453i,0.00077655+0.00062448i,0.00047977+0.00029547i,4.8454e-05+0.00023838i,-0.00010583+0.00057926i,0.00064389+0.0011494i,0.0010119+0.00058114i,0.00057233-0.00040213i,0.00024608-0.00066728i,5.764e-05-0.00065784i,-0.00070837-0.00044622i,-0.0015271-0.00017082i,-0.00039771+0.00032785i,0.00052631-6.7968e-05i,0.0010249-0.0013274i,0.0010534-0.0011593i,0.00034225-0.00018904i,-0.0001208+0.00016118i,0.00032448+0.00050672i,0.00065546+0.00096424i,0.00030919+0.0010422i,0.00015462+0.0013597i
0.0008583-0.00066838i,0.00056398-0.00017332i,0.00048905-0.00048967i,0.00038939-0.00055439i,0.0002939-0.00043062i,0.00032389+0.00086725i,0.00077711+0.0017648i,0.00081952+0.00055327i,8.1588e-05-0.00031561i,-0.0003678-0.00023724i,-0.00047514-0.00028663i,-0.0011608-0.00035905i,-0.0015249-0.00050655i,-0.0010112-0.00024641i,-0.00060155+0.00029687i,-8.3644e-06+0.00012526i,0.0002554-0.00057245i,0.00048601-0.00044817i,0.00016933+2.8584e-05i,-0.00014519+0.00041852i,0.00021702+0.00059619i,-6.9108e-06+0.00041459i,-0.00034583+0.00025568i
0.00041647+0.00027961i,0.0012772+0.00019592i,0.00065632-0.00059743i,-8.5539e-05-0.0011874i,-0.00060315-0.00074049i,-0.0002512-4.0967e-06i,0.00067613+0.00021456i,0.00035104+0.00019985i,-0.00055177-9.0045e-05i,-0.0005403-8.715e-05i,-0.00024766+8.3956e-05i,-2.5746e-05-0.00043761i,-0.00068131-0.00063274i,-0.00037498-0.00027435i,-8.4311e-05+0.00057842i,-6.2692e-05+0.00061852i,0.0011743-0.00019158i,0.0014295-0.00057771i,0.00043182+9.5393e-06i,-0.00023681+0.00026127i,9.3107e-05+0.00041187i,9.738e-05+0.00032082i,6.3729e-05+0.0003197i
-0.00022751+0.0010223i,0.0001913+0.00060134i,0.00020744+0.00037551i,-1.6323e-05+0.0010282i,0.0003443+0.0011136i,0.00032565+0.00094078i,0.00025929+0.0012027i,0.00047701+0.00077875i,0.00038168+0.00040821i,-0.00022023+0.00013173i,-0.0003102-0.00099143i,-0.000489-0.0015106i,-0.00026194-0.00057255i,0.00017631+0.00022737i,0.00019076+0.00024969i,-0.000449-9.1471e-05i,-0.00036608-1.2808e-05i,0.00030157+0.00013017i,0.00062775+0.00046891i,0.0008267+0.001329i,0.00061231+0.0012806i,-0.00020563+0.0010387i,-0.00057169+0.000973i
-0.0016586-0.00024064i,-0.00092248-0.00064157i,7.0018e-05+0.00045716i,-0.00023531+0.0018149i,0.00020351+0.0022646i,0.00066376+0.0016709i,0.0002114+0.00065325i,8.4175e-05+0.00010169i,0.00016488+0.00028444i,-1.3174e-05+0.0005356i,-0.00043793+0.00043684i,-0.0003002-0.00018858i,-0.00032518-0.000678i,-9.4255e-05-0.00050194i,0.00034313-0.00040419i,0.00059337-0.00047174i,0.00090614-0.00032181i,0.0012313-0.00045275i,0.00076492-0.00069941i,0.00038938-0.00029869i,0.00050756+0.00013139i,0.00011773-4.9469e-05i,-0.00010596-0.00072612i
-0.0018709-0.00096218i,-0.0024861-0.0003065i,-0.0017339+0.0011479i,-0.00063314+0.0014564i,0.00055234+0.00097626i,0.00064679+0.0011317i,0.0001504+0.001162i,-0.00017248+0.00060359i,-0.00070431-1.9416e-05i,-0.00064493-0.00058953i,-0.00010672-0.00076168i,0.00082107-0.00040096i,0.0011531+1.9276e-05i,0.00085313+3.0949e-05i,0.00093453-0.00017969i,0.00075921-0.00019992i,0.00094828+0.00015787i,0.0010502-1.6014e-05i,0.00078877-0.00049217i,0.00048967-0.00018111i,-0.00028637+0.00012815i,-0.0002254-1.042e-05i,0.00013132+0.00052275i
-0.0021907-0.0016383i,-0.0012561-0.0011873i,-0.0021676+0.00016823i,-0.0028037+0.0017171i,-0.001556+0.0024218i,0.00028523+0.0023025i,0.0012416+0.0014919i,0.00077632+0.00062157i,-1.1784e-05-0.00024718i,-0.00026916-6.3276e-05i,0.00026479+0.00075624i,0.00099318+0.0010717i,0.00082058+0.00099428i,0.00011638+9.5075e-05i,0.00026708+1.7241e-05i,0.00011259+0.00032799i,-0.00023839-0.00024121i,-0.00022741-0.00047599i,-0.00019624-0.00040483i,0.00060432-0.00014802i,0.00095233+0.00071094i,0.00072711+0.0010042i,0.0003577+0.00019434i
0.00015489-0.0016257i,-0.00043388-0.0013778i,-0.00056484-0.0020008i,-0.00046274-7.8842e-05i,-0.00060902+0.0019601i,-0.00023579+0.0016391i,0.00032866+0.00021214i,0.00041817-0.00040814i,0.00026452-0.00045076i,6.5492e-05-0.00052589i,-0.00071699-8.615e-06i,-0.00085312+0.00011643i,-0.00027269-0.00035578i,-0.00015975-0.00073871i,0.00041403-0.00071256i,0.0010191+0.0002228i,0.00089089+0.00064627i,0.00072077+0.00018463i,0.00087491-0.00015069i,0.00028426-0.00041737i,-0.00050425-0.00033674i,-0.00064068+0.00035046i,-0.00063082+0.00039099i
5.6746e-06+0.001021i,-0.00083666+0.001445i,-0.00046508+0.0016508i,0.00083062+0.0014265i,0.00054714+0.0011659i,0.0005363+0.00035721i,0.00098872-0.00019412i,0.00023486-0.00011138i,-0.000385+0.00060398i,-0.0010457+0.00064553i,-0.0012144+0.00014688i,-0.00046538+0.00027035i,-1.4221e-05-3.5274e-05i,4.9061e-05-0.00010924i,0.00052849+0.00035296i,0.00029511+0.00049534i,-0.00039513-8.431e-05i,-0.00017718-0.00080476i,-0.00012149-0.00012859i,0.00032752+0.00039546i,0.00069042+0.00025767i,0.00016049-0.0011053i,-5.1459e-05-0.0015791i
0.0010446+8.2765e-05i,-0.00075966-0.00093364i,-0.0013812-0.0016038i,0.00040683-0.0012569i,0.0011151-0.00014555i,0.00040863+0.0011291i,-0.00037677+0.0012175i,-0.00017853+0.00066022i,-0.00015488+0.00059714i,-0.00060422+0.0011783i,-0.00014408+0.0012318i,0.00082704+0.001261i,0.00070552+0.0015095i,0.00030595+0.00052226i,7.5979e-05+0.00014094i,0.00011249+1.3665e-05i,0.00094043-1.611e-05i,0.0014369+0.00051959i,0.00089048+0.00060369i,0.00011428+0.00045429i,-0.00014312+1.1503e-05i,-3.2079e-05-9.9277e-05i,-0.00041277-0.00038248i
0.0010896-0.0012773i,0.001104-0.0015077i,0.00026962-0.0013219i,-0.00039699-0.00059053i,-0.001129-4.923e-05i,-8.5424e-05-0.00023204i,0.00092092+0.00026891i,0.00030335+0.00021267i,5.0747e-06+6.4539e-05i,-0.0007318-0.00013288i,-0.0010118+0.00024035i,-0.00064205+0.00045869i,-0.00018154-0.00045657i,0.00064461-8.3526e-05i,7.5331e-05+0.00077771i,-0.00011864+0.00074673i,0.00064168+0.00020396i,0.0001196+0.00021719i,7.0559e-06+4.7647e-05i,0.00043324+1.4189e-05i,0.0004644+0.00056233i,0.00037947+0.00043563i,-0.00015301+0.00021815i
0.0018771-0.0005341i,0.0015087-0.00010998i,0.0011035-0.00014966i,0.00023429-0.00017226i,-0.00047281+0.00075462i,0.00015014+0.001412i,0.00037547+0.00066584i,-0.00038962+0.00021021i,-0.0004846+0.00010102i,8.0799e-05-0.00043947i,-0.00052965-0.00088435i,-0.0011465-0.00080059i,-0.0012794-0.00012058i,-0.0010726+0.00072274i,-0.00067017+0.00048184i,1.5808e-05-8.3503e-05i,0.00055311+0.00019499i,0.00087843+0.00094115i,0.001115+0.00067828i,0.00081096+0.00019863i,0.00039369-0.00026075i,-8.2723e-05-0.00028292i,-0.00048776-0.00037866i
-0.0010733+0.00089966i,-0.00075683+0.0011247i,-0.00054531+0.001527i,-0.00028886+0.0012216i,0.00029636+0.0013104i,0.00037661+0.0010889i,0.00030367-7.4042e-05i,-6.0456e-05-0.0007018i,-0.00035909-0.0001261i,-0.00038632+0.00035569i,-0.00037838-0.00040247i,-0.00067597-0.00080859i,-0.0010201-0.00034263i,-0.00042189+0.00025286i,0.00039606+0.00041336i,0.00054374-0.00020272i,-4.053e-05-0.00026294i,-0.00011359+0.00036113i,-0.0001887+0.00056591i,-0.00015647+9.5368e-05i,-0.00033271-0.00024644i,-0.001274-0.00019542i,-0.0014396+0.00015354i
-0.00061973+0.002641i,-0.00041109+0.002316i,-0.00017628+0.0026861i,0.00050531+0.0028267i,0.0012721+0.0021868i,0.0014913+0.0015554i,0.00079223+0.0012888i,-9.4568e-05+0.00051083i,6.5664e-05+0.00051528i,0.0012194+0.0008966i,0.0015913-0.00012555i,0.0012586-0.0012528i,0.0011185-0.00098207i,0.00089066-0.00092868i,0.00011511-0.00064305i,-0.00020191-0.00056356i,0.00059591-0.00041092i,0.00019195+0.00047896i,-0.00041842+0.00046593i,-0.0002502+0.00016901i,-0.0002407+9.8195e-05i,8.4228e-05-0.00026442i,-8.6812e-06-0.00027702i
-0.00014196+0.00022101i,-0.00020059-0.00073344i,-0.0018934-0.00071576i,-0.0018964-0.00037562i,-0.00028354+0.00017245i,0.0009091+0.0011783i,0.0016404+0.0016266i,0.0013319+0.00095233i,0.0003581-9.1235e-05i,0.00036418-0.00051231i,0.00041347-0.00048703i,-0.00021819-6.5604e-05i,-0.00044178-3.1716e-05i,0.00029619-0.00011997i,0.0011777-3.4336e-06i,0.0014232+0.00050745i,0.00086721+0.0004272i,0.00074727+0.00011931i,0.00017502+0.00061523i,0.00047571+0.00046461i,0.0011956-0.00021748i,0.001253-0.00076444i,0.00061943-0.00043333i
0.0010056+0.00042882i,0.0019813+0.00072614i,0.0031566+0.00076874i,0.0015561+0.00045596i,0.00049222+0.00066552i,0.00062756+0.00053633i,0.0012108+0.00062935i,0.00099597+0.00024943i,-8.1823e-05-0.00060048i,0.00034982-0.00075255i,0.00096727-0.00067714i,0.0008839-0.00013973i,0.0002737+0.00049531i,-0.00047567+0.00010983i,-0.00065244-0.00041121i,-0.00011451-0.00052593i,0.00043742-0.00028032i,6.7156e-05-0.00040272i,-0.00020729-0.00043352i,0.00035291-0.00010584i,0.00053481-0.00047438i,0.0002971-0.00041768i,-0.00020761-0.00011884i
0.00093714-0.0026047i,-0.00074508-0.0020541i,-0.0022169-0.0018792i,-0.0023851-0.0011982i,-0.0017117+0.00023888i,-0.00059995+0.0010176i,0.00060406+0.00041563i,0.00055801-0.00016051i,-0.0005168-0.00069047i,-0.0012764-0.0010255i,-0.0011703-0.0007769i,-0.00082621-0.00027424i,-0.0010395-5.0552e-05i,-0.0010368-0.00082412i,0.00012027-0.0011319i,0.00081631-0.00039201i,0.00027027+2.9772e-05i,1.1824e-05-0.00051475i,-0.00016794-0.00055572i,-0.00010734-0.0003978i,7.2983e-05-0.00022306i,-0.00029691+0.00060976i,-0.00067299+0.00099416i
-0.0022083+0.00066325i,-0.00263+0.00011977i,-0.002863+4.4692e-05i,-0.002078+0.0017713i,-0.00085356+0.0027404i,0.00036293+0.0017663i,0.0011622+0.00024424i,0.0014057-0.00067481i,0.0010204-0.0007785i,0.00055523-0.000275i,0.00051909+0.00021956i,0.00049912+2.8265e-05i,0.00043476-7.1336e-05i,0.00028617+0.00018836i,0.00022566+0.000564i,0.00012659-5.018e-05i,0.00043117+0.00025415i,0.00041826+0.0011122i,-0.00020928+0.00099987i,-0.00031776+0.00064145i,0.00037059+0.0004921i,0.00032688+0.00013467i,-2.3305e-05-0.00044486i
0.00027427-0.00019991i,0.00026751-0.00044747i,-0.0007371+0.00014518i,-0.00040705+0.0003834i,0.00016703+0.0014706i,-0.00012698+0.0027372i,-0.00036783+0.0016375i,-0.00022761+0.00062648i,-0.00026608+0.00049678i,0.00017253+0.00085762i,0.00012377+0.0008611i,-0.00061761+0.00077895i,0.00025156+0.00087858i,0.0010743+0.0018289i,0.00070429+0.0020052i,0.00055141+0.0011242i,0.00058786+0.00045587i,0.00023367-0.00039376i,0.00089235-0.00035478i,0.0014211+0.00031529i,0.0010561+0.00077171i,0.00070569+0.0011543i,-1.6543e-05+0.0013575i
0.00039591-0.0028364i,0.00064216-0.0021066i,-0.0001903-0.0011102i,-0.0011684-0.00053801i,-0.0012869+0.00026043i,-0.00020162+0.0009215i,0.00058293+0.00030235i,0.00081102-0.00032308i,0.00022286-0.00018412i,-0.00072736-9.6299e-05i,-0.0006731+0.00046343i,-7.5496e-05+0.00093517i,-0.00050656+7.2157e-05i,-0.00062072-3.0325e-05i,0.0010983+0.00068237i,0.0017824+0.00059524i,0.0014795+0.00091748i,0.0012327+0.00096013i,0.00078473+3.2518e-05i,0.00067757-0.00014439i,0.00010561+0.0003513i,-0.00063754+0.00038156i,-0.00077778-1.2394e-05i
-0.0019423+0.0017564i,-0.0021673+0.0017772i,-0.00071062+0.0037838i,0.0010321+0.0041912i,0.0020888+0.00243i,0.0017955+0.00083602i,0.00075646+0.00062933i,-7.1334e-05+0.0013259i,1.4832e-06+0.0015352i,0.00074984+0.00057391i,0.0005065+0.0003846i,-9.7803e-06+0.00013066i,-7.3075e-05+6.4375e-05i,0.00013411+0.00024523i,0.00053762-0.00061228i,0.00023333-0.00081336i,0.00036001-0.00060428i,0.00072147+4.2759e-05i,0.00035474+0.00024316i,-0.00012447-3.4243e-05i,-0.00043918-4.562e-05i,-0.00058122+3.3323e-05i,-0.00074449+5.3883e-05i
0.00079363+2.4046e-05i,0.0017555-0.00053081i,0.0006906-8.8442e-05i,-0.00093246+0.0015636i,-0.0011988+0.002481i,-0.00041371+0.0018411i,-0.00040387+0.00070841i,-0.00040166-0.00029824i,0.00021917+5.6925e-05i,-0.00023734+0.00027867i,-0.00044533-0.00083879i,-0.00028225-0.0013434i,-0.0009993-7.3504e-05i,-0.00094604+0.0009022i,0.00023313+0.000907i,0.0004714+0.00093038i,-9.5867e-05+0.0011959i,-0.00060845+0.001239i,-0.00058373+0.00027429i,0.00011457-4.8576e-05i,0.00050993+0.00045838i,0.00025805+0.00064031i,0.00028387+0.00050772i
-0.00019046+0.0012415i,0.00017116+0.0013107i,0.0012125+0.001736i,0.0013743+0.0014465i,0.0014193+0.0014157i,0.0012304+0.0011542i,0.0003923+0.0008639i,-0.00015968+5.0045e-05i,0.00046827-0.00031175i,0.00058719+0.00020981i,6.2355e-05-0.00022415i,0.00014713-0.0011111i,-0.00052484-0.00052313i,-0.0012121+3.6068e-06i,-0.00056696-0.00018781i,-4.6171e-05+0.00017048i,0.00048566+0.0013452i,0.00096327+0.0016386i,0.00030556+0.0012556i,-0.00020046+0.00074926i,0.00058304-0.00027979i,0.00070435-0.00065446i,-0.00010118+2.6241e-06i
-0.0011476+0.00021802i,-0.00085767+0.00043303i,-0.0002901+0.0014815i,-0.00014118+0.0021154i,2.59e-05+0.0020443i,0.00044088+0.0010968i,0.0011882-0.00043693i,0.0017569-0.0014706i,0.0015678-0.0013323i,0.00067442+4.8527e-05i,0.00048492+0.00057996i,0.0003427-8.5794e-06i,-0.00012062-0.00020979i,0.00021586+0.00022233i,0.00027905+0.00026367i,-0.00058925+9.092e-05i,-0.0012604+0.00015021i,-0.0011691+0.00026625i,-0.00056316+0.0001139i,0.00017572-0.00023075i,0.00052751-0.00051054i,4.6472e-05-0.0003037i,-4.5166e-05-0.00054469i
0.0030729-0.00050854i,0.0019401-0.00052723i,0.0017163-0.0014657i,0.00084928-0.0012602i,-0.00023853-3.1859e-05i,-6.7949e-05+0.00088835i,4.4683e-05+0.00089478i,0.00041925+0.00018601i,0.00060769-0.00035519i,0.00013329-0.0011924i,-3.1303e-05-0.0015162i,7.144e-05-0.00097837i,-0.00042724+0.0001239i,-0.00064292+0.00025219i,-0.000559-0.00046215i,-0.00017142-0.00026557i,0.00039377+0.00029452i,0.00037125+0.0001229i,0.00020284-8.9366e-05i,0.0005695+0.00036091i,0.00060364+0.00037138i,-4.6845e-06+0.00030793i,2.3767e-05+0.00043331i
-0.00084548+0.00027467i,-0.00093317+0.00075671i,-0.00025309+0.0011162i,-0.00037488+0.0016958i,-0.00053023+0.0029125i,-7.683e-05+0.0027348i,0.00031469+0.0011087i,0.00049345-9.2737e-05i,0.00012997+9.0258e-05i,-0.00051821+0.00034252i,-0.00029501-0.00046282i,0.00061754-0.00024198i,0.00056715+0.00043989i,-0.00023381+0.00028059i,-0.0002538+0.00033327i,0.00021428-0.00013722i,0.00034445-0.00014506i,0.000459+0.0004076i,0.00015277+0.00042029i,-0.00055424+0.0001799i,-0.00085716+8.2569e-05i,-0.00059014-0.0002774i,-0.00087907-0.00090048i
-0.00039171+0.0010083i,-0.00037224+0.001138i,-0.00018134+0.0020525i,0.00023101+0.0016326i,0.0003461+0.0012007i,0.00062366+0.0010241i,-0.00075212+0.00038821i,-0.0012643-0.00012352i,-0.0002724-0.00047057i,-0.00069936-0.0002773i,-0.0011119+0.00050337i,-0.00069878+0.00058464i,-0.00084666+0.00019779i,-0.00026343+2.6844e-05i,0.00025243-0.00013078i,-0.00038878-8.8478e-05i,-0.00040291-0.00052112i,0.0003464+0.00017298i,0.000429+0.0015132i,0.00071742+0.001234i,0.00070862+0.00093575i,2.7396e-05+0.00095343i,5.5036e-05+0.00032595i
0.00082927-0.00075468i,0.0001365-0.00096154i,-0.00029523-0.0011383i,-0.00050392+0.00036141i,-0.00017127+0.0015262i,0.00084431+0.0012368i,0.00088095+0.00064998i,0.000217+0.00038541i,0.00037971+0.00025251i,0.00046967+0.00058279i,0.00010883+0.00048323i,0.00060702-0.00010155i,0.00090562+0.00012295i,4.6482e-05+0.000615i,0.00018184-0.00019996i,0.00093623+0.00017978i,0.00098795+0.00062959i,0.00027311+4.053e-05i,0.00018677+0.00029664i,0.0003256+0.00044062i,0.0003971+0.00019606i,0.00037345-5.2105e-05i,-3.1272e-05-0.0008987i
-0.00042365+0.00078705i,-7.0223e-05+0.0010865i,0.00097514+0.0016173i,0.0014116+0.001033i,0.0012215+4.1119e-05i,0.00098721-5.972e-05i,0.00058189+5.1378e-05i,0.00038695+5.4523e-05i,-0.00026889-6.1211e-05i,-0.00046046-0.00028411i,-0.00011749-0.00032194i,-0.00060296+0.00033988i,-0.00047914+0.00023917i,0.00020409-9.334e-05i,0.00035787-0.00063506i,0.00026616-0.00066025i,0.00065249+0.00014055i,0.00048852+0.00032956i,3.4322e-05+0.00035675i,0.00031644+0.00073774i,0.00033286+0.00020346i,-0.00012016-0.000849i,-0.00045634-0.00086807i
0.000337+0.00083462i,0.0011604+0.0006608i,0.0017882+0.00064011i,0.0011762+0.00059429i,0.001089+0.0011519i,0.00072322+0.0013524i,-2.881e-05+0.00035787i,-7.1091e-05-0.0001599i,-0.00015921-4.4912e-05i,-0.00020925+5.6212e-05i,-0.00026683+0.00024821i,-0.00052796-0.00012858i,-0.00049942-0.00074474i,-9.9979e-05-0.00079561i,0.00038004-0.00042115i,7.5652e-05+7.4928e-05i,3.2834e-05+0.00065274i,3.7539e-05+0.00069682i,0.00049705+0.00061693i,0.00098273+0.00045128i,0.00064413+0.00022884i,-4.5421e-05-5.8228e-05i,-0.00029484+0.00027295i
0.0010934+0.00039891i,0.0015137+0.00036382i,0.0016403+0.00016426i,0.00026248+0.00066146i,-0.00026432+0.0011206i,-3.46e-05+0.0010242i,-1.396e-05+0.00085476i,-2.8433e-05-4.358e-05i,-9.8278e-05-0.0015829i,-0.00023113-0.0015272i,-0.00092562-0.00065447i,-0.0012523-0.00031716i,-0.00053031-0.00040574i,0.00057145-0.00014585i,0.0008893+0.00049919i,0.00025351+0.00044088i,-9.237e-05+0.00019059i,-0.00049094-0.00010325i,-0.00060324-0.00021321i,2.856e-05+9.9456e-05i,0.00012126+0.00034771i,-0.00020061+0.00084568i,-0.00020594+0.0010299i
-0.00019635+0.0027235i,0.00020403+0.0026411i,0.00022841+0.0023381i,0.0004951+0.0016497i,0.0008777+0.0016511i,0.0010257+0.0019752i,0.00074205+0.0013999i,-0.00029993+0.00046174i,-0.00069171+0.0002163i,-0.00058583+0.00055328i,0.00044952+0.00077501i,0.00079111+0.00019135i,0.00027167-1.806e-05i,4.063e-05+0.00034493i,0.00013214+0.00048831i,0.00062283+0.00024603i,0.0010044+0.0001925i,0.00078511+0.00034637i,7.0765e-05+0.00018109i,-0.00029753-0.00010909i,-0.00021221-0.00029922i,8.3579e-05-0.0001644i,-0.0002399+0.00046163i
0.00015904+0.0014179i,8.219e-05+0.00062353i,-0.00069006+0.0008401i,-0.00049114+0.0012672i,-0.00023379+0.00094973i,0.0005453+0.00090314i,0.00096357+0.00094926i,0.0016756+0.00054376i,0.0016077-0.00015193i,0.00054576+3.599e-06i,-0.00016077+0.00037028i,0.00020096-7.0943e-05i,0.00041761-0.00065711i,0.00029381-8.2138e-05i,0.00090136+0.00034301i,0.0011948+0.00026217i,0.0012407+0.00044689i,0.00071857+0.00042804i,-0.00022103+0.00045014i,-0.00022821+0.00085053i,0.00012871+0.0010678i,0.0004813+0.00031895i,0.00013972-0.00066938i
0.00060381-0.00014751i,0.00014885+6.4062e-05i,-0.00043819+0.00098741i,-0.00051054+0.001884i,-0.00078439+0.0015836i,-0.00060541+0.00089431i,-0.0001713+6.1964e-05i,5.6708e-05-0.00036311i,-0.00044367+0.00038342i,-0.0013158+0.00039494i,-0.00099427+0.00011858i,-0.00024426+3.4938e-06i,5.161e-05+0.0001139i,0.00025297+0.00029422i,0.00023948+5.4779e-05i,-0.00024001+0.00037977i,-0.00052395+0.00082052i,-6.033e-05+0.0013627i,0.00030479+0.0015072i,-0.00013906+0.00036596i,-0.00043009-0.0003425i,-0.00034829-0.0002952i,8.1474e-06+0.00020037i
-0.00097899-0.00085396i,-0.0013563-0.00010029i,-0.0010528+0.00039243i,-0.00081094+0.0011088i,-0.00019775+0.0022752i,0.00051739+0.0018839i,0.00094372+0.0003742i,0.00044388-0.00022487i,-0.0006354-0.00040632i,3.4625e-05-0.00059767i,0.00075597-0.00065618i,8.8719e-05-0.00049106i,0.0002475-0.00024609i,0.00083673-0.00021273i,0.0011098-0.00035568i,0.00073311-0.00014924i,0.00027617-2.2535e-05i,-0.00040194-0.00049223i,-0.00029597-0.00025577i,-0.00023794+0.00023925i,-0.00015422-0.0001579i,0.00026132-0.00035011i,0.00043346-0.00031534i
-0.0022858-0.0010409i,-0.0020644-0.00019184i,-0.0023188+0.00075378i,-0.0016133+0.0020674i,-0.00080735+0.0029213i,-0.00038682+0.0018828i,2.5505e-05+0.00023198i,-5.6976e-05+9.5428e-05i,-0.00031774-0.0001277i,-0.00031952-0.00044272i,-5.1723e-05+0.00024887i,0.00061256+0.00044119i,0.0010747+9.4644e-05i,0.00092469-0.00038219i,0.00032491-0.00032099i,-0.00027323+0.00050927i,-0.00045397+0.0003138i,-0.00071638-0.0001829i,-0.00060404-0.00043982i,0.00021602+0.00020222i,0.00044748+0.00089281i,-0.00013628+0.00037917i,-0.00027418+0.00030803i
0.00080634-0.0011791i,0.00038505-0.00066381i,6.6735e-05-0.0011664i,0.00061871-0.0016683i,0.0006293-0.00082524i,0.00051563+0.00047946i,0.0008363+0.00047428i,0.0006963+0.00084191i,0.00060289+0.00032781i,0.0007289+1.1319e-05i,0.0007026+0.00065311i,-0.00025189+0.00045643i,-0.0012846+0.00024439i,-0.00097594+0.00063591i,-0.00058466+0.00077463i,-0.00066683+0.00059296i,-0.00035764+0.00083704i,-0.00019251+0.00068401i,-0.00034532-0.00062522i,-0.00079233-0.0012198i,-0.00071308-0.00026303i,0.00012255+4.9175e-05i,0.00033785-0.00052002i
-0.00099294-0.00081852i,-0.00062134-0.00046549i,-0.0016091+4.7393e-07i,-0.0014606+0.00061144i,-0.00074056+0.0022747i,-0.00059903+0.0014988i,-0.00020098-3.2656e-05i,0.00012051-0.00012083i,0.00040863-1.8392e-05i,0.00081319+0.00026851i,0.00071643+0.00048709i,0.00069962+0.00072247i,0.0011302+0.00088871i,0.001253+0.00040665i,0.00053696+0.00017565i,0.00048789+5.4814e-05i,0.00099808+0.00021067i,0.00092319+0.00091543i,0.00055201+0.0012443i,-8.3994e-06+0.00051729i,-0.00029658+0.00011094i,0.00045684+0.00013153i,0.00095068+0.00022676i
0.00056002+9.1909e-05i,0.00030234-0.00031076i,-0.00079485-0.00038006i,-0.0014117-0.00018901i,-0.00060117+0.00011737i,0.00010568+0.00016919i,-0.00035879+6.9924e-05i,-0.00074198-0.00028003i,1.9653e-05-0.00060638i,0.0001097-0.00057511i,-0.00021245-0.00061222i,-1.8257e-05+0.00010317i,-0.0001673+0.00076507i,-0.00040279+8.0316e-05i,-0.00040059-0.00010397i,-0.00067894-0.00028981i,-0.00055414-0.00056069i,-0.00035708+0.00013322i,-0.00044252+8.8882e-05i,-5.7528e-05-0.00033978i,0.00018228+0.00038519i,-0.00012354+0.00041311i,-0.00049356+0.00021733i
0.00015003-0.0010675i,0.00017496-0.00097788i,-0.00014545-0.0010289i,-0.0006325+0.00027582i,-0.00019432+0.0011875i,0.00048112+0.00069698i,0.00085337-0.00033341i,0.00092443-0.00054899i,0.00038764-0.00064138i,0.00017391-0.00068387i,0.00039527-0.00029966i,0.00030933+8.0283e-06i,-1.6084e-05+0.00061258i,0.00012737+0.0012165i,0.00032686+0.0012112i,0.00045407+0.00085388i,0.00071793+0.0004736i,0.00012728-1.0837e-05i,-9.4386e-06-0.0003276i,3.0893e-05+1.6648e-05i,-0.00059156+0.00051416i,-0.0009606+0.00061803i,-0.00085992+0.0003325i
