-0.002769+0.0012794i,-0.0013457+0.0024327i,-0.0023622+0.0034501i,-0.0022847+0.0032302i,-0.0016773+0.0026016i,-0.0003583+0.0022738i,-0.00015394+0.0021427i,-0.00059354+0.0017878i,-0.00016846+0.0015846i,0.00043742+0.00089193i,0.00055002-0.00091089i,0.00068056-0.0015968i,0.001067-0.0011371i,0.00080751-0.001836i,6.1952e-05-0.0017241i,-0.00012172-0.00052158i,0.00042433+0.00080017i,0.00026491+0.0012945i,0.00022151+0.0004065i,0.00085202+4.9267e-05i,0.00081039+0.00026465i,0.00052797+0.00047407i,0.00071213+3.5783e-05i
0.0018706+0.0023979i,0.0023878+0.0010799i,0.0025466-5.7972e-05i,0.0021677-0.00043516i,0.0017461-0.00066756i,0.0013431-7.7007e-05i,0.00064841+0.000245i,-0.00029928+0.00012712i,-0.00072682+0.00029519i,-0.00085298-0.0001517i,-0.0010193-0.00024389i,-0.00049112-9.1793e-05i,-0.00014451+0.00045542i,-0.00080851+0.00070512i,-0.00091002-6.4758e-05i,-0.00065315-0.00018322i,-0.00048455-0.00024862i,-0.00015644-0.00026795i,-1.8663e-05-3.029e-05i,-0.00052671+0.00027355i,-0.00053861+0.00016627i,-0.00027748+4.6128e-05i,-0.00069406-0.00012192i
-0.0005898-0.00039346i,-0.00099137-0.00098798i,-0.0017686-0.0018514i,-0.0010287-0.0019604i,-0.00049946-0.00019154i,-0.00073881+0.0015918i,-0.0012504+0.0015614i,-0.001233+0.00046342i,-0.00016284-0.00010791i,0.00058642-0.00055528i,0.0007066-0.0010219i,0.00049584-0.0010098i,0.00021741-0.00096898i,0.00020885-3.8724e-05i,-8.087e-05+0.00047608i,-0.00076993+0.00056293i,-0.0010031+0.0007742i,-0.001009+4.7456e-05i,-0.00040228+1.7315e-05i,4.0558e-05+0.00028811i,-9.1841e-05-0.00011417i,-0.00070496-0.00027568i,-0.0012108-0.00051822i
0.0031491+0.0015498i,0.0033566+0.001106i,0.0033001-4.4957e-05i,0.0013797-0.0008848i,0.00014974-0.0006944i,-2.0574e-05+9.0107e-06i,0.0001917+0.0015239i,0.00076579+0.0015599i,0.0011974-0.00021073i,0.00031641-0.0011459i,-0.00044175-0.00071839i,-0.00032242-0.00073396i,-0.00024796-0.00087795i,-0.00036942-0.00023298i,-0.00015539+0.00060623i,-0.00013812+0.0011482i,-0.00060702+0.00082985i,-0.00048533+0.00031198i,-4.2612e-05+0.00080524i,0.00025285+0.00066484i,-7.3881e-05-0.00018881i,-0.00058048-0.00041736i,-0.0004758+0.00019814i
0.0034967-0.0010796i,0.0034044-0.0025442i,0.004161-0.0041447i,0.0028753-0.0043545i,0.0008331-0.0027427i,0.00019074+0.00052383i,0.0022084+0.0039294i,0.0055232+0.0040015i,0.007356+0.00065182i,0.0069265-0.0028749i,0.0049067-0.0040473i,0.0023128-0.0038538i,9.1666e-05-0.0028882i,-0.0010972-0.0021479i,-0.0015006-0.0008225i,-0.0010626+0.00017189i,-0.00014546+0.00079488i,6.7465e-07+0.0010152i,0.0001035+0.0006667i,0.00035756+0.0005903i,0.00043783-0.00052933i,0.00045751-0.00080277i,8.4375e-05+0.00017387i
-0.0012753+0.0017613i,0.00012338+0.0029656i,0.00042664+0.0025415i,-2.5063e-06+0.0021728i,0.00042677+0.0028181i,0.00069657+0.0021286i,9.1027e-05+0.00041591i,-0.0010982+3.3731e-05i,-0.0019681-3.4151e-05i,-0.0021258+3.5342e-05i,-0.0010308+5.3383e-05i,-0.00035441-3.2745e-05i,-0.0002691-4.4033e-05i,-0.00037788+0.00010784i,-0.00036815+0.00054409i,-0.00049205+0.00018215i,-0.00073358-0.00025928i,-0.00032803+0.00032385i,0.00067644-2.4445e-05i,0.00050738-0.00057374i,-0.0005728-0.00032789i,-0.0009102-0.00031349i,-0.00048648-0.00029995i
0.00058648-0.00022371i,-0.00017144-0.0017387i,-0.00084888-0.0033708i,-0.0013098-0.0034186i,-0.00097529-0.00176i,-0.00038963+0.0004136i,-6.7668e-05+0.0014322i,-0.00095308+0.0010855i,-0.0018488+0.00072759i,-0.0020001-0.00017989i,-0.0017117-0.00082739i,-0.0016112-0.00037226i,-0.0014224+0.00035564i,-0.00083489-1.7483e-05i,-0.00046017-0.00041691i,1.289e-05+1.6102e-05i,0.00041973+0.00013707i,0.00010398+0.00049573i,-0.00014747+0.00059024i,0.00048254+0.0004616i,0.00051928+0.00063822i,-0.00017054+0.00049335i,-0.00046842-0.00029076i
-0.0001154-0.00040263i,-0.0015017-0.0010218i,-0.0023998+5.8646e-05i,-0.0027537+0.0014395i,-0.0022995+0.001835i,-0.00091605+0.0015743i,-0.00037092+0.0009434i,-0.0004359-2.2126e-05i,-0.00049906-0.00099914i,-0.00082301-0.0010819i,-0.00076897-0.00047045i,-0.00049273+0.00035659i,0.00022375+0.00080225i,0.00091507+0.00092661i,0.00057992+0.00075653i,0.00045194+0.00025705i,0.00038642-0.00024311i,0.00047817-0.00074063i,0.00034907-0.0006712i,-7.1889e-05-0.0009129i,6.0232e-05-0.00059387i,0.00028233+0.00028892i,-0.00033988+0.00038118i
-2.1549e-05+0.00068813i,0.00057712+4.6401e-05i,0.0014505+0.00031522i,0.0012452-4.9333e-05i,0.00042664-0.00072036i,0.00060557+0.00030583i,0.00059867+0.00086823i,-0.00015125+0.00045862i,-0.00093732+0.00016684i,-0.00068244+0.00063728i,-0.0002797+0.00084783i,-0.00084152+0.00036982i,-0.0010295+0.00017177i,-0.00053692+0.00022356i,-0.00017367-0.0002597i,-0.00053025-9.6378e-05i,-0.0006094+0.00025001i,0.00048136+0.00021619i,0.00083416+0.00044335i,0.00011049-1.736e-05i,-6.8079e-05-0.00080563i,-0.00030073-0.00078293i,4.7512e-05-0.00084783i
0.0013731+0.00065515i,0.0019578+0.0008335i,0.0014613-5.3391e-05i,0.00099632-0.00026466i,0.00054639+0.0002362i,-0.00035563-0.00012844i,-0.0007973+0.00013323i,-0.00055095+0.001005i,0.00031172+0.00056321i,0.00044611-0.00015604i,0.00014935-0.00071156i,0.00018389-0.00065403i,-0.00023951-1.1558e-05i,-0.00037854+7.3888e-05i,0.0001527-9.3464e-05i,0.00041378+0.0001144i,1.3074e-05+0.00075454i,-0.00050173+0.00082591i,-0.00036646+0.00039497i,0.00018929+0.00029735i,0.00051404+0.00073823i,0.00025018+0.00074171i,-0.00059223+0.00039196i
6.4283e-05-0.00014108i,0.00026351-0.00025735i,0.00044425+0.00045551i,9.3737e-05+0.00078148i,0.00033538+0.00087711i,0.00098179+0.0015167i,0.00081042+0.0011327i,0.00035911+0.00051927i,-0.00050054+0.00017413i,-0.00095018+4.5484e-06i,-0.0012301+0.00029107i,-0.00084351+8.9591e-05i,-0.00056423-0.00047708i,-0.00051326-0.0014247i,0.00016021-0.0014816i,0.00031875-0.00056365i,0.00029018+0.0001643i,0.00010177+0.00011226i,-0.00047551+0.0004879i,-0.00031756+0.00049971i,0.00022735-0.00059951i,-0.00023523-0.0012486i,-0.00044138-0.0011503i
0.00073618+0.0019344i,-0.00028156+0.0015648i,-0.00015414+0.0013001i,0.0011046+0.00029466i,0.00084151-0.00060071i,0.00018878+0.00047149i,-3.2792e-05+0.001394i,-0.00046817+0.00069126i,-0.00039387-0.00034224i,-0.00092393-0.00074794i,-0.0009512-0.00096979i,-0.00049826-0.0010134i,-0.0010861-0.00051265i,-0.0015656+0.0004292i,-0.0010953+0.0011179i,-0.00025408+0.00078934i,-9.2995e-05+0.00024181i,-0.00034626+0.00017008i,-0.00062267+0.00016129i,-0.0007208+5.3165e-05i,-0.00033775-0.00010302i,-0.00066849-0.0005557i,-0.0010165-0.00046832i
-0.00038386-0.00039931i,0.00074566-5.1103e-06i,0.0017615-0.00030635i,0.00099565-0.00049925i,-0.00020419+0.00072454i,0.0003412+0.00064751i,0.00049525-6.3102e-05i,-0.00011731-0.00011724i,-0.00056229-0.00061963i,-0.00067379-0.00040038i,-0.00088221-0.00028621i,-0.00075049-0.00059375i,-0.00015853-0.00037466i,-0.00047973-9.2481e-05i,-0.0010208-0.00014264i,7.918e-06-0.00079005i,0.00012877-0.00021542i,-0.00061306-1.7233e-05i,-0.00034738-0.00078062i,-0.00016938-0.00027663i,-3.1973e-05+0.00048628i,0.00042404+3.5703e-05i,0.00052669-0.00012625i
-0.003369-0.0019598i,-0.0026677-0.001201i,-0.0019527+0.00022327i,-0.00089786+0.001188i,0.00042853+0.0020853i,0.0012872+0.0021471i,0.00064652+0.0012163i,-0.00035086+0.00055389i,-0.00065195+0.00029271i,-0.00058484+0.00066131i,-0.00047374+0.00037545i,-2.7268e-05-0.00072977i,0.00050988-0.0015126i,-9.948e-05-0.001914i,-0.00035072-0.00082222i,-3.7264e-05+0.00018864i,-0.00024036+0.00025977i,-0.00054719+0.00024591i,-0.00037562-2.3693e-06i,0.00024904-0.00025246i,0.00044671-0.0001277i,-0.00033658+0.00020638i,-8.3475e-07-8.5087e-05i
0.0019382+0.00095503i,0.0014932+0.001606i,0.001077+0.0019927i,0.00073056+0.0011024i,-7.2523e-06+0.00062937i,-0.00014527+0.0010974i,0.00027396+0.0010643i,0.00013636+0.00088132i,-0.00081624+0.0011393i,-0.0012561+0.00096621i,-0.00083484+0.00049882i,-0.0005349+7.361e-05i,-0.0006529+0.00023519i,-0.00085031+0.00086222i,-0.00082169+0.0012289i,-0.00049165+0.00083416i,-0.00018647+0.00018825i,0.00015592+0.00039805i,0.0005957+0.00092457i,0.00082935+0.00025759i,0.00080434-0.00069129i,0.00052225-0.00039475i,-0.00014624-5.06e-05i
0.00068788-0.00019349i,0.00036885-0.0013835i,-0.00047372-0.0010387i,-0.00048729-0.00073424i,0.00023326-8.3612e-05i,0.00042201+0.00066853i,0.00066259+0.00095878i,-5.704e-05+0.00099996i,-0.0007148+0.0005601i,-0.00072619-7.7084e-05i,-0.00094276-0.00093508i,-0.00089037-0.0006441i,-0.00044872+0.00035661i,-3.1222e-05+0.00015289i,-1.1668e-05-0.00043437i,-1.3747e-05-0.00025256i,0.00060347+0.00030848i,0.0011543+0.0010566i,0.0008223+0.0013977i,0.00062393+0.00048277i,0.00078939-0.00060617i,0.00070943-0.00067042i,-1.9062e-05-0.00034064i
-0.0013+0.0024194i,-0.001764+0.0033467i,-0.00056276+0.0025274i,0.00047+0.0025684i,0.00085167+0.0021583i,0.00038868+0.00084286i,3.2658e-05+0.00021645i,-1.5132e-05-0.00044058i,-0.00055989-0.00073401i,-0.0010913-0.00099233i,-0.00086721-0.0011649i,-0.0005179-0.00081415i,-0.00028088-9.3394e-05i,-0.00072112+3.2135e-05i,-0.00090357+0.00042669i,-0.00055775+0.00066461i,0.00026574+0.00074288i,0.00057876+0.00069715i,0.00061553+0.0009945i,0.00092349+0.0012469i,0.00080641+0.00045642i,-6.1733e-05-8.3167e-05i,-0.00064649-1.5648e-05i
0.0016438-0.0043596i,0.0010008-0.0058225i,0.0008772-0.0047783i,-5.5799e-05-0.0021583i,-0.0013228-0.00037901i,-0.00133+0.0010883i,-0.0005083+0.00052666i,0.00012467-0.00042165i,-0.00016643-0.00098351i,-0.00066499-0.00084787i,-0.0010049-0.00021131i,-0.00089242+0.00035594i,-0.00039869+0.00037651i,-4.2877e-05+9.3556e-05i,-0.00064903+0.00063359i,-0.00037645+0.00089873i,0.00018699+0.00054216i,-0.00015474+0.00014209i,-0.00019304+0.00028055i,2.5894e-05-0.00027356i,0.00013793-0.0012145i,-0.00016152-0.0007296i,-0.00080443-7.5681e-05i
-0.0001111+0.0027625i,-0.0010479+0.0041235i,-0.00073871+0.0042407i,0.00018387+0.0029687i,0.0012535+0.0010061i,0.0017205+0.00017888i,0.00077898+0.00064952i,-0.00089264+0.0004476i,-0.00029785+0.00011811i,0.00011723+0.00033328i,-0.00039408-0.00022321i,-0.00022913-0.0013092i,-0.00069054-0.00051422i,-0.00088453+0.00031517i,-0.00082012+0.00040584i,-0.00044145+0.00028291i,0.00032693-0.00012492i,0.00068276-6.9372e-05i,0.00073385-8.9721e-05i,0.0007833+3.0921e-05i,0.0001942+5.2698e-05i,-0.00047629-5.0613e-05i,-0.0003024+0.00038989i
-0.00085917+0.0017295i,0.0013449+3.9507e-05i,0.0025409-0.00028157i,0.0024336+7.5672e-05i,0.0019122+0.00034471i,0.0016451-0.00025741i,0.00086889-5.877e-05i,-0.0003936+0.00096873i,-0.0014215+0.00076569i,-0.0015479+0.00031576i,-0.0015026+0.000361i,-0.0005526+0.00019256i,-0.00023596-0.00029288i,-0.00054274-0.00046108i,-0.00041488+0.00034219i,-0.0003992+0.00094241i,-0.00068482+0.00082423i,-0.00084111+3.9355e-05i,-0.00056261-0.00073086i,-0.00039415-0.00045761i,-0.00029714-0.00032116i,-0.00033175-0.00085462i,1.0387e-05-0.000572i
-0.0011203-0.00073428i,0.00012137-0.00087736i,-2.8494e-05-0.0010711i,-0.0012305-0.00056646i,-0.00092956+0.00073098i,0.00048207+0.0016729i,0.00077771+0.0017065i,0.0003341+0.00085967i,-0.00061535-0.00024634i,-0.0010831-0.00056008i,-3.1449e-05-0.00070127i,0.00072391-0.00054606i,0.00039296-0.00038133i,-0.00012053-0.00089891i,-0.00054381-0.0011412i,-0.00035554-0.00040804i,-0.00034817+0.00048607i,-0.00095153+0.00059939i,-0.00072014+0.00013506i,0.00013083-4.7711e-05i,0.00085681-0.00021715i,2.9911e-05-0.00060644i,-0.00083431-0.00056298i
-0.00047287-0.0008235i,-0.0018221-0.0011611i,-0.0021026-0.00093864i,-0.0022672+0.00039684i,-0.0017871+0.0013039i,-0.00067169+0.0013751i,0.0006768+0.00085406i,0.00091745-6.7457e-05i,0.00013846-0.00017645i,-0.00033461-0.00036709i,-0.00097943-0.00093773i,-0.00096209-0.00051623i,-0.00036498+0.00025636i,0.00019942-0.00019718i,-6.9389e-05-0.0006564i,-0.00069315-0.00040486i,-0.00032072-0.00013834i,0.00033286+0.00041506i,0.00076076+0.00090127i,0.00049579+0.00038045i,-0.00052416-0.00064556i,-0.00097411-0.00078856i,-0.00043629-0.00024865i
0.00065284-0.0013813i,0.0015258-0.0011859i,0.00099326-0.0011724i,-0.00098971-0.00017215i,-0.0017712+0.0006607i,-0.00070723+0.0019971i,0.00022956+0.0019147i,0.00017261-0.00012068i,-0.00037488-0.0011434i,-0.0011417-0.00074279i,-0.0015798-4.2198e-05i,-0.0012228-0.00035708i,-2.164e-05-0.00073141i,0.00078014-1.3325e-06i,0.00056654+0.00091705i,0.00030611+0.00068617i,0.0002653+0.00024724i,-5.8482e-05+0.0005397i,0.00011569+0.00039984i,0.00039073-6.6865e-05i,-0.00024213-0.00028666i,-0.0005133-0.00012405i,-0.0008937-0.00011865i
-0.0010987-0.0018315i,-0.0016579-0.0025843i,-0.0016006-0.0024693i,-0.0013913-0.0011431i,-0.00066786+0.00024279i,0.00050047+0.0010527i,0.00081436+0.00049339i,0.00028671-0.00040168i,-0.00065473-0.00070677i,-0.0011736-0.00083445i,-0.001128-0.00088769i,-0.00073047-0.0011548i,0.00023294-0.0011791i,0.00028684-0.00080346i,-0.00026466-0.00010007i,-0.00086569+0.00065037i,-0.00028692+0.00017343i,0.00021763+0.00010506i,-0.00038236+0.00057293i,-0.0010267+0.00067872i,-0.00074978+0.00047059i,-0.00013908+0.00049358i,-0.0003686+4.667e-05i
0.0022654+0.0010422i,0.0038641+0.00049638i,0.0037669+0.00088516i,0.0022821+0.00065878i,0.002048-0.00011984i,0.0022905-0.00027131i,0.00088384+0.0008115i,-0.00010675+0.0010395i,-0.00019899+0.00034607i,-0.00071135-2.6816e-05i,-0.0010843-0.00030507i,-0.0011332-0.00029268i,-0.00042288+0.00010492i,0.00017888+0.00047092i,0.00051063+0.00034103i,0.00043248-4.8951e-05i,3.4506e-05+0.00023714i,-0.00014921+0.00048524i,-0.00012505+4.9416e-05i,0.00021923+0.00012124i,0.00019986+4.788e-05i,0.00012582-0.00097209i,0.0006967-0.0013375i
-0.0025097-0.00058325i,-0.0028762-0.00014733i,-0.0032981-0.00050757i,-0.0032303+0.0011692i,-0.0025544+0.0021977i,-0.0017188+0.0013081i,-0.00020547+0.00062565i,0.00043676-0.00025952i,-0.00020334-0.00083227i,-0.00050305-0.0005544i,0.0002439-0.00030563i,0.00092131-0.00023608i,0.00074748-0.0010363i,0.00057598-0.0013997i,0.00019323-0.00070504i,-0.00035811-0.00012432i,8.5767e-05+0.00035124i,0.0009192+0.00019644i,0.00055122-0.00045502i,0.00060381-0.0006617i,0.00081454-0.0004032i,0.00051042-0.0003221i,-0.00024451-0.00087991i
0.0021692-0.00012994i,0.0027697+5.8768e-06i,0.0029478-0.00035823i,0.0024937-0.0011555i,0.00054106-0.0011741i,-0.0003777-0.00075275i,-7.3953e-05-0.00081787i,0.00011046-0.00049867i,-0.00021497-0.00048886i,-0.00038923-0.0005774i,-0.00081411+0.00010926i,-0.00096706+0.0009888i,-0.0014165+0.00068254i,-0.0016105-7.3138e-05i,-0.00038051+0.00020767i,0.00040414+0.00042147i,0.0003097+0.00036291i,0.00023194+0.00034633i,0.00035091+0.00010677i,0.00045949-0.0003096i,-0.00027984-4.8891e-06i,-0.00089535+8.071e-05i,-0.00063035-0.00027634i
0.0013027-0.00010137i,0.0013014+7.6419e-07i,0.0014889-0.0006659i,0.00072132-0.00061837i,-0.00052221-0.00032307i,-0.0011551+0.00016254i,-0.001352+0.0006071i,-0.00058524+0.0005011i,0.00036578+0.00032872i,-0.00015879-0.00053837i,-0.0005699-0.00078687i,5.9527e-05-0.00062857i,0.00082025-0.00058324i,7.744e-06-0.00055365i,-0.0013649-0.0004107i,-0.001555-0.00067685i,-0.0010699-0.0014448i,-0.00070103-0.0016231i,-0.00039784-0.00081015i,-0.00041125-0.00012866i,-0.00063586+0.00028155i,0.00047605-9.4803e-05i,0.00069024-0.00032036i
0.0013225+0.00059723i,0.0013524-1.2428e-05i,0.0018104+0.00048668i,0.001686-7.6311e-05i,0.0016785-0.0005295i,0.00090329-1.0568e-05i,-0.0004307+0.000146i,-0.00077364-0.00015748i,-0.00095171+6.5448e-05i,-0.001233-0.00040234i,-0.0011332-0.00064639i,-0.0014095-0.00043356i,-0.0013371-0.0004984i,-0.00074601-0.00086835i,-3.619e-05-0.0004238i,0.00025277+0.00042247i,0.00032832-0.0001909i,0.00057584-0.0010096i,0.00053483-0.00041244i,0.00025864+0.00036008i,0.00031171+0.00046811i,-0.00012353-5.1437e-06i,-2.4791e-05-0.00021948i
-0.0026515+0.0018899i,-0.0031202+0.0015067i,-0.002391+0.00054548i,-0.00090039-0.00031662i,-0.00012471-0.0001915i,4.0354e-05-0.00013939i,0.00090278+6.9233e-05i,0.00071904-0.000183i,-0.00027472-0.00014607i,1.5967e-05-0.00017778i,0.00047787-0.00045481i,0.00054462-9.3439e-05i,0.00099779-3.9517e-05i,0.00033124-0.00039644i,-0.0006008-0.00020027i,0.00011942+6.3858e-05i,0.00091225+0.00054876i,0.00047131+0.0010533i,-0.00019934+0.00061763i,-0.00041992-3.276e-05i,-0.0011176-5.5841e-05i,-0.00072576-0.00038209i,0.00058122-0.00024734i
-8.1605e-05-0.0017888i,-0.001432-0.0013942i,-0.0015787-0.00015167i,-0.001293+0.00090619i,-0.00082516+0.0014696i,0.00037506+0.0014254i,0.00057485+0.001167i,-0.00046679+0.00052198i,-0.00081105-0.00024881i,-0.00090358+3.4337e-05i,-0.0011527+0.00029365i,-0.0010548+0.0005207i,-0.00055191+0.000529i,-0.00023439-0.0001386i,-0.00042821-0.00066589i,-0.0005177-0.00011966i,-0.00055981+0.00094597i,-0.000141+0.00073591i,0.00013685-0.0002046i,-0.00015208-0.00037858i,-0.00017687+0.00025268i,-0.00027171+0.00081455i,-0.00040446+0.0011411i
-0.0014473+0.0012237i,-0.0015114+0.0021084i,-0.00032898+0.0020933i,0.00036882+0.0017391i,0.0010295+0.00078575i,0.00094654+0.00091406i,0.00079629+0.001168i,0.00033373+0.00037983i,-0.00040804+6.3088e-05i,-0.00021803+0.00051041i,-0.00063751+0.00065413i,-0.00038716+0.00025161i,0.00021928+0.00013086i,-0.00041131-3.4755e-05i,-0.00095265-0.0001587i,-0.0004969-0.00044514i,-0.00026381-0.00028826i,-0.00070036-0.000453i,-0.00079837-0.00041944i,8.224e-06-0.00072071i,0.0004669-0.00070705i,-0.00050282-1.9767e-05i,-0.0010623+0.00072805i
0.00050255-0.00041841i,0.00091782-0.0011603i,0.00018321-0.0001207i,-0.00055543+0.0007216i,-0.00066845+0.0010617i,-0.00025729+0.0011715i,-2.4072e-05+0.00077365i,-5.9695e-05-6.2841e-05i,-0.00034941-0.00088288i,-0.00070796-0.00093442i,-9.7684e-05-0.00018994i,-6.0919e-06+0.00074787i,-0.00066841+0.00043133i,-0.00018461-0.00023723i,0.00077711-0.00034249i,0.00076359+1.6756e-05i,-0.00013329+3.8962e-05i,-0.00040031+1.4671e-05i,0.00018497+0.00083311i,0.00023321+0.00096621i,-7.1195e-05+0.00012361i,0.00013717-0.00021705i,0.00026642+0.00015063i
-0.00082936+0.0025091i,-2.6098e-05+0.003956i,0.0015128+0.0033626i,0.0016027+0.0017934i,0.001371+0.00090508i,0.0016558+0.00023316i,0.00090942-0.00011842i,0.00054282-0.00024265i,0.00016238+0.00018866i,-0.00034444+0.00079057i,-0.0006776+8.5776e-05i,-0.00056849-0.00050215i,0.00013743-0.00026203i,0.00041387+0.00020163i,-0.00027026+0.00056613i,-0.00058297+0.00025934i,3.5362e-05-0.00029252i,-0.00026843+0.00048237i,-0.0004412+0.0004026i,0.00038185-0.00053249i,0.00039703-0.00067364i,-0.00016687-0.00056661i,-0.0002871+0.00017106i
-0.0010729+1.7598e-05i,-0.0016111-0.0011259i,-0.00086207-0.0018548i,0.00013309-0.0018245i,-0.00031573-0.0018614i,-0.00030097-0.00080207i,0.00085701-0.00016466i,0.00023072-0.00015782i,-0.0014817-0.00062599i,-0.0015678-0.00055737i,-0.0010384-0.00023259i,-0.00031613-0.00073654i,0.00021458+0.00016791i,-2.2765e-05+0.001265i,-0.00043563+0.00056519i,-0.00040664-0.00033062i,0.00033814-5.1409e-05i,0.00051083+0.00033758i,0.00022576+0.0002634i,0.00034858+0.00024304i,0.00024245+0.00024726i,0.00025956+0.00020319i,0.00043433+0.00023408i
0.00040984+0.001941i,0.0013069+0.0012949i,0.0014464+0.0015506i,0.00026917+0.0021075i,-0.00030723+0.0013156i,-0.00032794+0.00043341i,-0.00064143+0.00042176i,-0.00093783-0.00061297i,-0.00040076-0.00097558i,-0.000268-2.4497e-05i,-0.00087835+0.0001606i,-0.00077778-0.00040322i,-0.00012408-0.00040849i,0.00028817+0.00017123i,0.00012179+0.00018753i,6.8975e-05-1.6838e-05i,-0.00015116-0.0001269i,-0.00095797-0.00049919i,-0.00069518-0.00086422i,-0.0002508-0.0010521i,-0.0001899-0.00064373i,-7.3587e-05-0.00040323i,-0.00068885-0.00033112i
-0.00025088-0.0010886i,0.00012249-0.002089i,-0.0010473-0.0031295i,-0.0017008-0.0025783i,-0.00018401-0.00076805i,0.00099599+0.00046984i,0.00054938+0.0013523i,0.00024313+0.0014692i,0.00037495+0.0005224i,-0.0004404-3.4249e-05i,-0.00072979-0.00040862i,0.00017089-0.00021947i,0.00066235-0.00045276i,0.00070241-0.00084436i,0.00020392-0.0005354i,-0.00099797-0.00036997i,-0.00071228-0.00027171i,-0.00014056-0.00012075i,-0.00083422+0.00031737i,-0.00061629+0.00040613i,-0.00028131+0.00048607i,-0.0001341-0.00013445i,0.00069622+0.00031853i
0.0015089+0.0029529i,0.0018056+0.0034469i,0.0030359+0.0025798i,0.0028579+0.00067379i,0.0010089-0.00099454i,-0.00034404-0.00092999i,-0.00035126-0.00025192i,-0.00023758-0.00014019i,-0.00041386-0.00086453i,-0.00055093-0.00096278i,-0.00097232-0.00033736i,-0.00075916-0.00052846i,-0.00055215-0.00063184i,-0.0010567-0.00022625i,-0.0010603-0.00056515i,-0.00060621-0.00029054i,-8.5655e-05+7.1668e-05i,0.0005672-0.00017887i,0.00059621+0.00030769i,0.00044404+0.00066048i,0.00038051+0.00037352i,0.00026418+5.6369e-05i,-0.00020761+5.2632e-05i
-2.6723e-05-0.0011712i,3.4492e-05-0.0020358i,0.00073646-0.0016907i,0.00084857-0.00047803i,0.00033441+4.2604e-05i,-0.00047424+0.00058334i,-0.00087809+0.00028449i,-0.00038925-0.00046672i,-0.00033316-0.00043773i,-0.0007102+0.00024483i,-0.00089619+0.00018203i,-0.00082938-0.00017117i,-0.00030337+9.5355e-05i,-0.0002333+0.00094947i,-0.00074772+0.00094783i,-0.00038903-5.4207e-05i,-0.00031819-0.00011655i,-0.00047047+0.00015791i,-0.00018444+0.00018862i,0.00026207+0.0012202i,0.0008885+0.0013489i,0.00091794+0.00041829i,0.00032588+0.0003188i
-0.0013398+0.00096314i,-0.0011333+0.0021074i,-0.00043131+0.0028088i,0.00041025+0.0024958i,0.00033654+0.0016162i,0.00078233+0.00078797i,0.0016035-0.00029805i,0.00098822-0.00071631i,7.7991e-05-7.1198e-05i,-0.00054659+4.5246e-05i,-0.00082629-0.000343i,-0.00049428-0.00044267i,-0.00043839-0.00095319i,-0.00091766-0.0014448i,-0.00070063-0.00073592i,-0.00037849+0.00042856i,-0.00074767+0.00028663i,-0.00033147-0.00016082i,0.00054629-5.5967e-05i,0.00022468-0.00026579i,-4.1558e-05-7.334e-05i,0.00028331-0.00011839i,0.00087726-0.00096727i
-0.0034347-0.0011458i,-0.0026925+0.00014777i,-0.002247-0.00011455i,-0.0023142-0.00041467i,-0.0014174+0.00060395i,-0.00010144+0.0011953i,0.00029778+0.00043687i,-3.1838e-05-0.00028612i,-0.001223-7.4867e-05i,-0.0020591+0.00024945i,-0.0016419+0.00071049i,-0.00079516+0.00047289i,0.00064501-0.0008374i,0.00081595-0.0018946i,0.00027086-0.0011268i,0.00057353-0.00035444i,0.00068898-0.00049715i,0.00012287-0.0001186i,-0.00018299+1.4465e-05i,6.3455e-05+0.00019974i,0.00035499+0.00018815i,0.00092694-0.00011185i,0.00092195-0.00027746i
-0.00060431-0.0012503i,-0.00097646-0.00050264i,0.00031843+0.00063845i,0.0010646+0.001879i,0.0010466+0.0023392i,0.0014182+0.0017099i,0.0013187+0.0011044i,0.00065761+0.00036811i,0.00065651+0.00010375i,0.00072277+0.00025648i,-0.00016445+0.00051907i,-0.00070612+0.00096157i,-0.00024543+0.00047035i,-0.00039325+0.00012196i,-0.0013718+1.7032e-05i,-0.0010803+3.7493e-05i,-0.00019681+0.00033546i,0.00048743+9.8083e-05i,0.00050255+0.000124i,-0.00016419+0.00059437i,-0.00012719+0.00022215i,7.2826e-05-0.00069141i,-0.00062094-0.00063369i
0.00038132+0.0040834i,0.0021931+0.0035622i,0.0023371+0.0031221i,0.0026532+0.002775i,0.0030278+0.001031i,0.002349+0.00025141i,0.0010004+0.00086847i,-9.0059e-05+0.00086103i,-0.00032365+0.00066373i,-0.0005706+0.00051855i,-0.00046335-2.4921e-05i,-0.00020268-0.00077673i,-0.00099069-0.00062476i,-0.0015713+0.00021466i,-0.00033891+0.00048047i,0.00063531+0.0004482i,0.00027801+0.00017348i,0.00033842+0.00022561i,3.5323e-05+0.00042859i,-0.00078651+2.907e-05i,-0.00050603-0.0007339i,-4.006e-05-0.00070826i,-0.00015266-0.00058007i
