-0.00011216+0.0015063i,0.00019899-0.00048154i,-0.00024865-0.0016438i,-0.0011956-0.0012875i,-0.0033035-0.00064291i,-0.0037602+0.00028396i,-0.0023401+0.0013608i,-0.0014043+0.0018786i,-0.00069253+0.001174i,0.00027682+0.00034036i,0.00018478+0.00015238i,-3.9108e-05+0.00014089i,0.0004949+0.00021357i,0.00044229+0.00016394i,0.00032616+0.00024486i,0.00020455-3.9574e-05i,0.00027139-0.00019098i,0.00083638-0.00050839i,0.00037553-0.00090533i,0.00018176-0.00077281i,0.00048993-0.00028585i,0.00030746+0.00084994i,0.00013917+0.0016361i
0.0010982+0.0012637i,-0.00076367+0.00051211i,-0.0014631+0.00087007i,0.0012268+6.7989e-05i,0.0025199-0.0032813i,0.00046706-0.003902i,0.00042596-0.0017173i,0.005411-0.00030299i,0.0076074-0.0024997i,0.002422-0.0035484i,-0.0011398-0.0035374i,0.0016452-0.0058147i,0.0044197-0.00704i,0.0039171-0.004847i,0.0014058-0.00082608i,-0.0023001+0.0032608i,-0.0029722+0.007283i,0.00098364+0.0098864i,0.0051606+0.0082285i,0.0055743+0.0025666i,0.0034831-0.0013052i,0.002036-0.0014162i,0.0011731-9.1528e-05i
0.0010712-0.00096766i,0.0044697-0.002199i,0.005675-0.00043793i,0.002621+0.0022051i,0.00071403+0.00010703i,0.0007609-0.00035644i,0.0025847+0.002855i,0.0053835+0.0035929i,0.0066078+0.0015326i,0.0065307+0.00013258i,0.006103-0.001065i,0.0034894-0.0037421i,-0.002748-0.0058157i,-0.0064935-0.0053887i,-0.0037784-0.0027244i,0.00050524-0.00027351i,0.0038977+0.00081451i,0.0051132-0.00021931i,0.0030514-0.0026998i,-0.00090681-0.0028542i,-0.0023917-0.00039743i,-0.00051987+0.0012893i,0.00052111+0.00011895i
-0.0015706+0.0011352i,-0.0005864+0.0024593i,-0.002788-0.0012437i,-0.0068393-0.0046536i,-0.0063543-0.00079413i,-0.0025524+0.0014325i,-0.00057196-0.00063385i,-0.0042919-0.0011361i,-0.0072346+0.0028382i,-0.0047872+0.0064526i,-0.0028904+0.0054373i,-0.004022+0.00287i,-0.0031597+0.0029529i,0.00029308+0.0041731i,0.0026378+0.0037921i,0.0034162+0.0037815i,0.0051244+0.003932i,0.0086562+0.0027775i,0.01153+0.0013422i,0.012188+0.0013615i,0.011566+0.0010315i,0.0091336-0.00023161i,0.0052198-0.0013251i
-0.0015095+0.0011088i,-0.0039364+0.0013935i,-0.0057669+0.0019146i,-0.0074525+0.0023628i,-0.0069899+0.0039083i,-0.0031936-0.00013987i,-0.0026903-0.0067743i,-0.0055557-0.0070761i,-0.0050622-0.0020819i,-0.00077615-0.0005764i,-0.00012998-0.0024597i,-0.0040092+0.00034645i,-0.0065083+0.0048151i,-0.0054159+0.0049518i,-0.0036682+0.0020505i,-0.00307-0.0016544i,-0.0026871-0.0044815i,-0.0032982-0.0074616i,-0.0052465-0.0086544i,-0.0052544-0.0069443i,-0.0040068-0.0067449i,-0.0038905-0.0077517i,-0.0037859-0.0057444i
-0.001056+0.0011956i,-0.0031328+0.00035483i,-0.0049036+0.0023997i,-0.0052729+0.0069108i,-0.0050494+0.0063876i,-0.0025964+0.00031186i,-0.001981-0.0034387i,-0.00091679-0.0001559i,0.0027394+0.0032799i,0.0055647+0.0030137i,0.0062338+0.0039518i,0.006619+0.0056438i,0.0086903+0.0049726i,0.010317+0.0034543i,0.0088866+0.0013428i,0.0055911-0.0010722i,0.0012108-0.0019834i,-0.0040473-0.0010197i,-0.0067591+0.0021696i,-0.0058702+0.0042784i,-0.0035004+0.00341i,-0.0019923+0.001583i,-0.0009116+0.0010457i
-0.0016511-0.0027572i,-0.0011269-0.0010835i,-0.0032223+0.0020164i,-0.0034446+0.0071334i,-0.00081587+0.0096336i,-0.00017133+0.0079657i,0.00015469+0.0078938i,0.0037582+0.01081i,0.0083142+0.0095703i,0.0070002+0.0035033i,0.0030426-0.00039029i,0.0043748-0.0010306i,0.007404-0.0022235i,0.0066733-0.003834i,0.0032464-0.0045663i,-0.00050376-0.0042663i,-0.0038902-0.0022321i,-0.0052472+0.0019471i,-0.002722+0.0047406i,0.0008814+0.0031143i,0.0013253+0.00055076i,6.5501e-05+0.00049783i,-0.00051393+0.0012622i
0.0023668+0.0027784i,0.0023003+0.0046343i,0.0022843+0.0064633i,0.0029138+0.006928i,0.0047683+0.0057585i,0.0039557+0.0045341i,0.0022944+0.0068291i,0.0036077+0.0082645i,0.0074186+0.0046927i,0.0088919+0.00069789i,0.0070931-0.00028225i,0.0056683-0.0016745i,0.0038084-0.0064929i,0.0016067-0.0087512i,-0.00055007-0.0051307i,-0.002306-0.00031422i,-0.002027+0.0035968i,-0.00059143+0.0063338i,0.00052051+0.0065428i,0.0003093+0.0043346i,-0.00081229+0.0023515i,-0.0010797+0.0018088i,-0.00027349+0.00075966i
-0.0033548+0.0034245i,-0.0021725+0.004255i,0.0024511+0.0033364i,0.0072465-0.00013532i,0.007737-0.0017878i,0.0070919-0.003063i,0.0065322-0.0044448i,0.0050108-0.0064261i,0.0017379-0.007472i,-0.0026397-0.0055623i,-0.0050434-0.0044977i,-0.0053877-0.0055103i,-0.005816-0.0044964i,-0.0051468-0.0017456i,-0.0037855-4.1099e-05i,-0.0026502+0.002626i,-0.0019339+0.0057104i,0.0012497+0.0069605i,0.0064133+0.0071699i,0.0083839+0.0066046i,0.0079415+0.0050904i,0.0070637+0.0036213i,0.0049208+0.0016535i
-0.0023077-0.0052472i,-0.0010584-0.005947i,-0.0013619-0.0059048i,-0.0032636-0.0053845i,-0.0044759-0.0048116i,-9.2308e-05-0.0058942i,0.0054156-0.0086059i,0.0051185-0.010641i,0.001536-0.0105i,-0.00048631-0.0078871i,0.00051964-0.0063449i,0.00065612-0.0068377i,-0.0031941-0.005394i,-0.0063426-0.003254i,-0.0050525-0.0018803i,-0.0026489-0.00032411i,-0.00055071+0.0011017i,0.0025858+0.00032726i,0.0039861-0.0030461i,0.0028391-0.0058422i,0.002289-0.0054381i,0.0017466-0.0042254i,0.00048221-0.0030702i
-0.00041176+0.0022331i,4.6779e-05+0.0017558i,-0.0042762+0.0010449i,-0.0080576+0.0013149i,-0.007269+0.00026112i,-0.0034324-0.0028441i,-0.0010014-0.0050072i,-0.002181-0.0035763i,-0.0037038+0.00075401i,-0.0024983+0.0043696i,-0.0010743+0.0053671i,-0.001373+0.0061262i,-0.0017126+0.0082639i,-0.0016904+0.0093047i,-0.00071302+0.0076107i,0.0016695+0.0054185i,0.0037093+0.0037224i,0.0018613+0.0012579i,-0.00062643-0.0011648i,-0.0012614-0.0021835i,-0.001164-0.0016987i,-0.00097781-0.00056632i,-0.00091944-0.00042727i
-0.0012561-9.6377e-05i,-0.0022842-0.00048704i,-0.0034466-0.00090453i,-0.0057813+0.0011628i,-0.0061969+0.0033287i,-0.0058799+0.0028572i,-0.0084606+0.0024134i,-0.010312+0.0057144i,-0.0075374+0.010429i,-0.0036771+0.0091546i,-0.0030564+0.0044705i,-0.0027885+0.0032756i,0.001082+0.0044158i,0.0049236+0.004095i,0.0062993+0.0018978i,0.0056331+8.3793e-05i,0.0030595-0.001884i,0.00046764-0.0034895i,-0.00019995-0.0031824i,0.00075451-0.0023224i,0.001863-0.0019675i,0.00092965-0.0015501i,-0.00021278-0.00033513i
0.0043938-0.0035415i,0.0017059-0.0037655i,-0.0024225-0.00067468i,-0.0058738+0.0040529i,-0.0061831+0.006597i,-0.0057405+0.0049561i,-0.007291+0.00468i,-0.006537+0.0073394i,-0.00050336+0.0077556i,0.004681+0.0052038i,0.0048596+0.0045416i,0.0045634+0.005284i,0.0060985+0.0033996i,0.0071408+0.00037932i,0.0050264-0.0018099i,0.0014979-0.003051i,-0.00072457-0.0020983i,-0.0025035+0.00047557i,-0.0046407+0.0017078i,-0.0042637+0.0011793i,-0.0027775+0.0001076i,-0.0024142-0.0012631i,-0.0017705-0.0015552i
-0.00097012+0.0036619i,-0.00037649+0.004053i,0.00059578+0.0064207i,0.003767+0.0082015i,0.0057489+0.006831i,0.0071427+0.003577i,0.0088279+0.002819i,0.010781+0.0045864i,0.011878+0.004613i,0.0093862+0.0015518i,0.0057168-0.0017509i,0.0049891-0.0036574i,0.0053236-0.0053825i,0.0036939-0.0067137i,0.0014571-0.0052295i,-0.0005306-0.0027009i,-0.0028588-0.0017101i,-0.0031677-0.00028745i,-0.0017487+0.0035365i,-0.00082155+0.0062581i,-0.00034197+0.0062088i,-0.00047347+0.0048657i,0.00020682+0.0029333i
-0.0020401-0.0041979i,-0.0024683-0.0038405i,-0.0011904-0.0032232i,0.00062414-0.0012967i,0.0033163-0.00077431i,0.0060965+0.00032929i,0.0098675+0.0016699i,0.01363+0.0017271i,0.013843-0.00046474i,0.010846-0.0030835i,0.0090391-0.0019997i,0.0087891-0.00096261i,0.0066479-0.0028922i,0.0038443-0.0043938i,0.00097114-0.0038826i,-0.0023318-0.0030493i,-0.0037768-0.00050142i,-0.0030565+0.0029783i,-0.00073983+0.0033337i,0.0011853+0.0016982i,0.0013369+0.00069133i,0.00098174+0.00080491i,0.0013061+0.0005164i
0.00030767-0.0019761i,0.00019631-0.003071i,-0.0010893-0.004795i,-0.0033377-0.0052277i,-0.0024049-0.0045942i,-0.00089866-0.0056047i,-0.00028556-0.0068907i,0.00053005-0.0063818i,0.00091649-0.0051733i,0.00016404-0.003823i,-0.0017197-0.0022358i,-0.0042806-0.0016543i,-0.0073803-0.0012286i,-0.009017-0.00075967i,-0.0072949-0.0007914i,-0.0049744-4.6227e-05i,-0.0027068+0.0024967i,-0.0015945+0.005621i,-0.0002615+0.0059341i,0.0020167+0.0031746i,0.0023595+0.0015157i,0.0010453+0.00075648i,0.00038456-0.00013502i
-8.9696e-05+0.0009127i,-0.00021287+0.0028716i,-0.0022038+0.0024741i,-0.0047494+0.00025097i,-0.0065584-0.00012467i,-0.0066865-0.0023489i,-0.0075208-0.0077443i,-0.0087797-0.010026i,-0.0080367-0.0074825i,-0.0055295-0.0051249i,-0.0038079-0.0052407i,-0.0037134-0.005021i,-0.0045839-0.0023846i,-0.0038403+0.0017808i,-0.0018255+0.0039566i,-0.00024555+0.0037483i,0.0005128+0.0029622i,0.0017233+0.0026221i,0.0038532+0.0028207i,0.0055452+0.0018068i,0.0057219+0.00056248i,0.0051863+0.00033477i,0.0039105+0.00039981i
-0.0030453+0.0014293i,-0.0043476+0.0013841i,-0.006376+0.0032785i,-0.0074493+0.0051877i,-0.0061356+0.0047375i,-0.0038438+0.0014865i,-0.0047216-0.0025769i,-0.0064961-0.0037753i,-0.0054563-0.00099123i,-0.002411+0.0012308i,-0.0017131+0.0017496i,-0.002489+0.0024542i,-0.0015787+0.003657i,5.2622e-05+0.0039515i,0.001162+0.0018447i,0.0021629+0.00025609i,0.0025036+0.0011439i,0.0023898+0.0021933i,0.00093234+0.00072055i,-0.0003563-0.0028201i,0.00010445-0.0047047i,0.00076528-0.0046815i,0.0010105-0.0047066i
0.0013143-9.0308e-05i,0.00072566+0.00022146i,-0.00078405+0.0011196i,-0.0018518+0.0038635i,-0.0015936+0.0065684i,-0.00026644+0.007633i,0.00058106+0.0084157i,-0.00020791+0.010306i,0.00024255+0.0099856i,0.0010232+0.0070409i,0.0010726+0.0054676i,0.0019334+0.0059414i,0.0042623+0.00613i,0.0070497+0.0048983i,0.0062829+0.0031662i,0.004189+0.0020348i,0.003674+0.00071598i,0.0033039-0.0015598i,0.002155-0.0018498i,-0.00026681-0.0011433i,-0.0013434-0.0010849i,-0.001004-0.00026648i,-0.0016034+0.00066521i
0.0014527-0.00031143i,0.0021031+0.00015958i,0.0020881+0.0031537i,0.0024147+0.0075615i,0.0032065+0.0079354i,0.0034922+0.0055636i,0.0017461+0.007673i,0.0013275+0.011747i,0.0044386+0.011262i,0.0064463+0.0068528i,0.0057+0.0054756i,0.0050047+0.0068767i,0.0054414+0.00547i,0.0063521+0.0025604i,0.0051687+0.00077802i,0.0021599-0.00057873i,-0.00030061-0.0014027i,-0.0012347-0.0012678i,-0.0015265-0.00032584i,-0.0016688-2.352e-05i,-0.001078-0.00010931i,-0.0010937+0.00032767i,-0.00098691+0.0011498i
0.00038338+0.0018218i,0.00040758+0.0014113i,0.0007228-0.00065419i,0.0018105-0.0010342i,0.0039168-0.00077855i,0.006179-0.0027947i,0.0059445-0.0044062i,0.0059427-0.0024376i,0.0066048-4.9515e-05i,0.0053194-0.00095126i,0.0026561-0.0033043i,0.0017629-0.0044668i,0.0022608-0.0053709i,0.00099283-0.0064567i,-0.00086611-0.0075019i,-0.00086257-0.0070207i,-0.0021045-0.0046026i,-0.0042838-0.00045486i,-0.0038985+0.0028847i,-0.0017509+0.0037546i,-0.0011346+0.0027258i,-0.0015021+0.0017904i,-0.00055292+0.0014065i
-0.00028031+0.00085008i,-1.5781e-05-0.00038085i,0.002217-0.0025617i,0.0028928-0.0057443i,2.3757e-05-0.0086263i,-0.0005988-0.0098866i,0.0037153-0.011079i,0.0072889-0.010062i,0.0074511-0.0074578i,0.0053929-0.0059605i,0.0040195-0.0053179i,0.0039041-0.0052547i,0.0026405-0.0064579i,-0.0002763-0.0061185i,-0.0028796-0.0038321i,-0.0038704-0.0025225i,-0.0034788-0.0016841i,-0.0016784+0.00033686i,0.0005474+0.0029577i,0.0019011+0.0045705i,0.0028206+0.0048407i,0.0031846+0.0049585i,0.00236+0.0041881i
0.0028894-0.00019566i,0.0027682-0.0024058i,-0.00084403-0.002667i,-0.0048553-0.0020598i,-0.0058782-0.0034199i,-0.0047988-0.0050395i,-0.0020967-0.0061307i,0.001392-0.0069215i,0.003178-0.0059255i,0.002404-0.0043835i,0.00056734-0.0025669i,-0.0010001-0.0019617i,-0.0024598-0.0016658i,-0.0036727+0.00016697i,-0.0038692+0.00069129i,-0.0025085+0.0010006i,-0.0011999+0.0030862i,-0.0008519+0.0050774i,0.00016097+0.0038022i,0.0017348+0.00050593i,0.0025632-0.0014534i,0.0033981-0.0015447i,0.0031733-0.0019909i
-0.00087432+0.0034021i,-0.0018362+0.0035864i,-0.004197+0.0025753i,-0.0055705+0.0034865i,-0.0045658+0.0051039i,-0.0042546+0.0041654i,-0.0063487+0.0032407i,-0.0077091+0.0029038i,-0.0062922+0.0022254i,-0.0036781+0.0015715i,-0.0028681+0.0012144i,-0.0039527+0.0008977i,-0.0047967+0.0027815i,-0.0033967+0.0057311i,-0.0019565+0.0053689i,-0.0024144+0.0045417i,-0.0021748+0.005325i,0.0009359+0.0050385i,0.0039491+0.0022593i,0.0038759-0.00099996i,0.0017727-0.0019228i,0.00088743-0.0025117i,0.00058576-0.0034115i
-0.0021497-0.003243i,-0.0032492-0.0020837i,-0.0034644+0.0013021i,-0.0040971+0.0051988i,-0.0036626+0.0076669i,-0.0033856+0.0071302i,-0.0062577+0.0051488i,-0.0075895+0.0042149i,-0.0049782+0.0042779i,-0.0025891+0.0040051i,-0.0018225+0.0039828i,-0.0017225+0.0045899i,-0.0018832+0.0059581i,-5.2607e-05+0.00713i,0.001711+0.0069148i,0.00098818+0.0054531i,0.00049212+0.0032073i,0.00039662+0.0018224i,-0.00024392+0.00029405i,-0.00069458-0.0013776i,-9.809e-05-0.0022861i,-0.00055785-0.0019559i,-0.0026043-0.0017217i
0.0037145-0.0022708i,0.0027678-0.0026642i,-0.00056815-0.0024439i,-0.0017694+0.00076219i,-0.00048245+0.0040289i,0.0019214+0.004385i,0.002823+0.0035725i,0.0029083+0.0054585i,0.004148+0.0057952i,0.0043805+0.0033753i,0.0038466+0.0012541i,0.00338+0.00084869i,0.0039625+0.0010841i,0.00475+0.0005416i,0.0056049-0.00099376i,0.0070043-0.0018569i,0.0059535-0.0015377i,0.0023948-0.00096806i,-0.00043664-0.00028655i,-0.0010915+0.00065425i,-0.0014456+0.00078515i,-0.0015819-0.00040886i,-0.0012692-0.00039767i
-0.0016885+0.0019884i,-0.0025001+0.0032072i,-0.0015838+0.0037659i,0.0013543+0.0035449i,0.0038499+0.0029975i,0.0066657+0.0018035i,0.0095025+0.001418i,0.0099707+0.0026047i,0.0088848+0.0029099i,0.0075628+0.0015434i,0.0065984+0.00046514i,0.0064447+0.00095097i,0.0072512+0.0005306i,0.0075489-0.0024974i,0.0054049-0.0041872i,0.0026419-0.0035518i,0.0014861-0.0029426i,0.0018712-0.001861i,0.0014125-0.00031652i,0.00018747+0.0011569i,-0.00044043+0.0028563i,-0.0010911+0.0037417i,-0.00066418+0.0037336i
-0.0028285-0.0012392i,-0.0018033-0.0020021i,-0.0014793-0.0023365i,-0.00039053-0.0032195i,0.0011179-0.0051351i,0.0020893-0.0054231i,0.0045359-0.0036717i,0.0068153-0.0019793i,0.0069547-0.00062753i,0.0050671-0.001103i,0.003325-0.001581i,0.0025922-0.0012224i,0.002089-0.0028516i,0.00096208-0.0044406i,-0.00065713-0.004396i,-0.0016112-0.0036859i,-0.0020667-0.0029044i,-0.00164-0.00059953i,-0.00048444+0.0015993i,0.0012069+0.0014993i,0.0029821+0.0011696i,0.0041781+0.0015906i,0.0046265+0.00096272i
-0.00066933+0.00045672i,-0.00087602+0.00022197i,-0.0022034+0.00080631i,-0.0035875+0.0011063i,-0.0033646+0.00024902i,-0.0022599-0.0035668i,-0.002507-0.0069924i,-0.00087777-0.0075824i,0.00057107-0.0059489i,-0.00027534-0.0048461i,-0.00091814-0.0043614i,-0.00092664-0.0041159i,-0.001784-0.0035307i,-0.0037406-0.0021102i,-0.0046915-0.0011941i,-0.0053289-0.0019951i,-0.005309-0.0021056i,-0.0033765-0.00025372i,0.00074776+0.0020746i,0.0032863+0.0026122i,0.0030457+0.0010968i,0.0026178-0.0012129i,0.0025394-0.0027999i
-0.0034006+0.0024038i,-0.0021257+0.0031841i,-0.0025976+0.0040211i,-0.0060651+0.0047672i,-0.0068671+0.0045031i,-0.0044516-6.8592e-05i,-0.0035179-0.0057727i,-0.0028818-0.0058767i,-0.0021847-0.0032324i,-0.002506-0.00078056i,-0.0034543+0.00043314i,-0.0034127-2.3848e-05i,-0.0029516-0.0012942i,-0.0037946-0.00056684i,-0.0044981+0.002184i,-0.005116+0.0035066i,-0.0056077+0.0030539i,-0.0044901+0.0015705i,-0.00093799+0.00035125i,0.0019128-0.00060886i,0.0023054-0.0015787i,0.0011393-0.0015702i,0.00075089-0.0019005i
-0.00013169-0.0014215i,-0.00076705-0.00033146i,-0.0025316+0.0021255i,-0.0041024+0.005171i,-0.0047793+0.0064661i,-0.0031764+0.0052233i,-0.0016924+0.0038942i,-0.0024167+0.0034239i,-0.0010975+0.0034238i,0.00093488+0.0025839i,0.0015939+0.001286i,0.0010546+0.00046784i,0.00042372+0.0010335i,0.00088227+0.002366i,0.0021138+0.0027926i,0.0018574+0.0036457i,0.00055469+0.0048714i,-0.00017017+0.0038847i,-0.00041133+0.0013613i,-0.00052096-0.00031803i,-9.887e-05-0.0013082i,-0.00040799-0.0017712i,-0.0014417-0.0013266i
0.0010447+0.0026673i,0.00037939+0.0024029i,0.0023606+0.0051951i,0.0049814+0.0074554i,0.0056855+0.0065958i,0.0034492+0.0053599i,-0.0011696+0.0056675i,-0.0033153+0.0066587i,-0.0010593+0.0065741i,0.0014809+0.0043663i,0.0024144+0.0025901i,0.002207+0.002522i,0.0023514+0.002894i,0.003666+0.0026138i,0.0040644+0.0021789i,0.0035109+0.0031628i,0.0029038+0.0043483i,0.0026958+0.0041208i,0.0019399+0.0022313i,-0.00019726+0.00019448i,-0.0012993-0.00078955i,-0.001488-0.00093638i,-0.0022625-0.00018962i
-0.0015668+0.0018051i,-0.0002661+0.0012303i,0.0011537+0.00093746i,0.0021208+0.00092824i,0.0031639+0.00054668i,0.0024091+1.6627e-05i,-4.4598e-05+0.00080103i,-0.0002149+0.0029668i,0.0014722+0.0044953i,0.0020361+0.0026583i,0.0020974+0.00030634i,0.0027687+0.00030349i,0.0027492+0.00096359i,0.0028846+0.00037164i,0.0039121-0.00069325i,0.0046027-0.0007678i,0.004306-0.00013568i,0.0027625+0.00055737i,0.00080286+0.00156i,-0.00020186+0.0026631i,-0.0004396+0.0029824i,-0.00018418+0.0025159i,0.00025344+0.0027059i
-0.00049152-0.0027336i,-0.0017038-0.0021721i,-0.0031419-0.0028595i,-0.0033692-0.0022137i,-0.0015828-2.8064e-05i,0.0029731+0.00080833i,0.0065869+6.1246e-06i,0.0074305-0.00019484i,0.0062144-0.00076821i,0.0041267-0.0022376i,0.0028336-0.0031919i,0.0027133-0.0026822i,0.0023426-0.0024662i,0.0014639-0.0026052i,0.00063984-0.002494i,0.0010997-0.003205i,0.0025919-0.0035947i,0.0027056-0.0021006i,0.0015759+0.00015999i,0.001249+0.0016471i,0.0014284+0.0021194i,0.0021994+0.0016284i,0.0031314+0.00057086i
0.0010909-0.00062948i,0.00013378-0.00065138i,-0.0015462-0.0018053i,-0.0042501-0.0022481i,-0.0044307-0.0012952i,0.00020428-0.00073766i,0.0047948-0.00062186i,0.0061826-7.0611e-06i,0.0059423-0.00056095i,0.0029408-0.0018749i,-0.00033614-0.0015888i,-0.00024407-0.00018158i,2.0038e-05-0.00012988i,-0.00073418-0.0016424i,-0.0020082-0.0022937i,-0.0034325-0.003235i,-0.003732-0.0039193i,-0.002121-0.0020671i,0.00042792+0.00015198i,0.0021393+0.0011664i,0.0023938+0.0015617i,0.0019779+0.00097118i,0.0022417-0.00050542i
0.00037678+6.5371e-05i,-0.00062483-0.0003656i,-0.0026802-0.0013971i,-0.0040409+0.00038895i,-0.0047691+0.0015208i,-0.0032716-0.00078994i,-0.0017955-0.0020737i,-0.0011642-0.0012877i,0.00019036-8.3841e-05i,0.00090182+0.00019035i,0.0011811-2.7276e-05i,0.0015653-0.00058908i,0.0013859-0.00066748i,0.00089207-0.00062236i,-0.00053191-0.0011132i,-0.0025889-2.1296e-05i,-0.0038104+0.0010782i,-0.0029195+0.0015594i,-0.00084797+0.0019248i,0.0010362+0.00064514i,0.0019787-0.00092639i,0.0015394-0.0018183i,0.0012031-0.002395i
0.0011754-0.00091528i,-0.0002701-0.0014046i,-0.0024076+0.0002537i,-0.0039795+0.0029164i,-0.0043964+0.0039479i,-0.0038888+0.001332i,-0.0041763-0.0034706i,-0.0048403-0.0049854i,-0.003215-0.00098328i,-0.00054452+0.0029235i,0.00030298+0.0023314i,8.2452e-05+0.00057868i,-0.00025393+0.0011426i,-9.2557e-06+0.002726i,0.00033823+0.0030997i,-0.00057538+0.0021493i,-0.002025+0.0015224i,-0.0019249+0.0016859i,-0.00018643+0.00055433i,0.0010791-0.00083347i,0.00035772-0.0019584i,-0.00087142-0.0022937i,-0.0014711-0.0018818i
0.00077519-0.00047626i,0.0018415-0.00012385i,0.0023291+0.001969i,0.0018141+0.0042169i,0.0013237+0.0029199i,0.0003443-0.0014716i,-0.0014241-0.0035996i,-0.0020739-0.0027229i,-0.0011992-0.00034644i,0.00030664+0.0010486i,0.001259+6.7303e-05i,0.00034716-0.00037974i,-0.00080581+0.00029261i,-0.00066886+0.00071917i,-0.00061767+0.0015017i,-0.00028772+0.001867i,-0.00035686+0.0026214i,-0.00069448+0.0030914i,-0.001205+0.0024934i,-0.0021671+0.0016872i,-0.0017584+0.0007584i,-0.0011348+0.00017114i,-0.0018532-0.00028572i
-0.00057648-0.0013652i,-0.0014713-0.0016302i,-0.0021595-0.0024117i,-0.0012263-0.0014322i,0.00029767+0.0015056i,-7.6655e-06+0.0020345i,-0.0008913+0.001299i,-0.00044984+0.0020087i,0.0016021+0.0015272i,0.0039467-9.8723e-06i,0.0039177-0.00027355i,0.0023141+0.00032213i,0.00090532+0.0008115i,0.00052323+0.00071018i,0.00069033+0.0010701i,0.00083883+0.0013809i,0.00094309+0.0014952i,0.00038373+0.0024248i,-0.00031126+0.0029137i,-0.00086682+0.0019519i,-0.00075536+0.0014204i,-0.00018051+0.0020075i,0.00017408+0.0023158i
-0.0016256-0.0024148i,-0.0011657-0.0016998i,-0.0010371-0.00084384i,-0.001725-6.1787e-05i,-0.0012189+0.0021852i,-0.00042438+0.0048252i,-0.00054604+0.0064707i,0.0012416+0.0070512i,0.0041675+0.0044433i,0.003162-0.00014772i,-7.7059e-05-0.0020038i,-0.0006568-0.00090209i,0.00035242+0.00013749i,0.0016567-0.00022942i,0.0020692-0.0024242i,0.001519-0.0032555i,0.0014277-0.0021888i,0.0011398-0.00031855i,0.00039278+0.0014974i,-2.7859e-05+0.0018796i,0.00027933+0.0018886i,0.00073111+0.0014064i,0.00073958+0.00060646i
-1.0493e-05+0.0011551i,-0.00028484+0.0004085i,-0.0011645-0.00042301i,-0.0015264-0.0011705i,-0.0015335-0.0013524i,0.00022963-0.00034105i,0.0011848+0.0014046i,0.0017151+0.0036197i,0.0024912+0.0035521i,0.0022117+0.0012696i,0.0011953+0.00059673i,1.9139e-05+0.0013523i,0.00048517+0.0011604i,0.0017543+0.00038861i,0.0011485-0.0001085i,6.8551e-05-0.00076636i,0.00018515-0.00080054i,0.00035655-0.00011556i,0.0012349+0.0010025i,0.0022493+0.0013163i,0.0018837+0.001251i,0.0015672+0.00048282i,0.0016179-0.00040359i
0.00069286+0.00122i,0.00010221+0.0015575i,-0.0017038+0.0016139i,-0.0039613+0.0021699i,-0.0034486+0.0010441i,0.00016965-0.0010304i,0.0032746-0.0034049i,0.0036592-0.0034423i,0.0017259-0.0010898i,0.00053009+0.00068382i,0.0010104+0.0011282i,0.00070008+0.00033059i,0.00019127+1.6245e-06i,-8.7045e-05+0.00016983i,-0.00055799-0.00032593i,-0.0019933-0.00064659i,-0.0026597-0.00029811i,-0.00099581+0.00089451i,0.001962+0.0011853i,0.0038551+0.00015885i,0.0037933-0.00082512i,0.0033051-0.0011489i,0.0020421-0.001126i
-0.00083215-0.0025995i,-0.0018865-0.0015127i,-0.0036986+0.0019745i,-0.0031014+0.0054846i,-0.0012484+0.0053117i,0.0022585+0.0013975i,0.0054189-0.00239i,0.0044218-0.0035502i,0.001149-0.0021425i,-0.00042009+0.00030487i,0.00087189+0.001019i,0.0019427-0.0007609i,0.0014498-0.002467i,0.00069759-0.0018841i,-0.00017365-0.00084465i,-0.0011814-0.00058651i,-0.0013669-0.00044413i,-0.00061244+0.00012257i,0.00046431+0.00028283i,0.00052112-0.00090936i,0.00062643-0.0013056i,0.00066862-0.00071274i,-0.00040236-0.001243i
-0.00064441+0.0012158i,-0.00025745+0.0019539i,-0.0015673+0.0042562i,-0.0018982+0.0052866i,0.00045348+0.0036039i,0.0020946-0.00027417i,0.00097687-0.0035345i,0.00029276-0.0034699i,0.0010676-0.0013417i,0.0020898+4.0113e-05i,0.0025105+0.00082164i,0.0017616+0.00081169i,0.00059144-0.0006308i,-0.0012632-0.0010551i,-0.0025091+0.00012973i,-0.0019174+0.001289i,-0.0012992+0.0021124i,-0.0011131+0.0015219i,-0.0008439+0.00025779i,-0.0010076-0.00035399i,-0.0012242-0.00092076i,-0.00081944-0.00054322i,-0.0010956+0.00025858i
-0.0029025-0.00064794i,-0.00223-0.00018758i,-6.4804e-05-0.00026042i,0.0016913-0.00045827i,0.0014912+0.0010014i,-0.00074891+0.0006235i,-0.003475-0.00091327i,-0.0036017+0.00050056i,0.00011784+0.0018423i,0.0029014+0.00064199i,0.0021781-0.00042741i,0.00054123-0.0001037i,0.00030906+0.00096723i,0.00090025+0.0013141i,0.0012149+0.001503i,0.00059191+0.0015969i,2.507e-05+0.0021158i,-0.00019539+0.0024767i,-0.00066791+0.0013557i,-0.00057911+0.0004218i,0.00027011+1.1546e-05i,0.00046312+0.0001564i,-0.00042672+8.4402e-06i
