-0.0013938+3.5377e-05i,0.00075167-0.0012292i,0.00063161-0.00205i,8.4609e-05-0.0012178i,-0.00062328+0.00029115i,-0.00089722+0.0007375i,5.6221e-05+0.0014925i,0.00083324+0.0016788i,0.0013801+0.0017166i,0.0013483+0.00077927i,0.00069101+0.0001619i,0.000647+9.497e-05i,0.00074883-0.00048609i,0.00058885-0.0012551i,0.00030607-0.0010519i,-0.00027331-0.00044154i,-0.00048437-5.2112e-05i,0.00017541+1.976e-05i,-5.1979e-05+0.00028304i,-0.00016587+0.00026288i,0.0003397-0.00065337i,-0.00038291-0.00093624i,-0.00059067-0.00029391i
-0.22519+0.036362i,-0.40488+0.059944i,-0.4757+0.10707i,-0.37386+0.20259i,-0.19317+0.31013i,-0.058196+0.36094i,0.0016386+0.29209i,0.0055425+0.1289i,-0.011245+0.021258i,-0.0098723-0.009279i,-0.0025736-0.035689i,0.00071164-0.061864i,0.0050868-0.084663i,-0.015723-0.12097i,-0.067323-0.1452i,-0.10852-0.11563i,-0.1036-0.04692i,-0.063275-0.001463i,-0.029909-9.6803e-05i,-0.019961-0.0012732i,-0.0088671+0.014585i,0.010474+0.017598i,0.008034-0.0013412i
-0.023494+0.030443i,-0.050569+0.065582i,-0.065675+0.076677i,-0.023968-0.049276i,0.052368-0.27905i,0.073782-0.38121i,0.02276-0.27521i,-0.016142-0.10743i,-0.013345-0.012959i,0.0030186+0.015541i,0.019567+0.024433i,0.028353+0.037357i,0.04102+0.069986i,0.084129+0.1048i,0.13783+0.098802i,0.14549+0.049497i,0.10277+0.0030566i,0.057896-0.014292i,0.029256-0.016079i,0.0063765-0.011979i,-0.012112-0.0049036i,-0.020879+0.0031906i,-0.0087748+0.01132i
-0.040605+0.053061i,0.10039+0.17186i,0.45688+0.2919i,0.74275+0.2244i,0.56883+0.0071077i,0.11215-0.0873i,-0.13734-0.034954i,-0.13339-0.026624i,-0.10545-0.049879i,-0.0993-0.011527i,-0.079529+0.04273i,-0.056654+0.058163i,-0.053047+0.042078i,-0.077223+0.024225i,-0.10309+0.025732i,-0.089925+0.040271i,-0.050443+0.046418i,-0.021992+0.04272i,-0.0094583+0.035195i,-0.00093912+0.01963i,0.012172-0.0029163i,0.02074-0.020804i,0.01704-0.020293i
0.05778+0.056873i,0.15701+0.080867i,0.097904+0.06456i,-0.12298+0.13193i,-0.16217+0.31069i,0.035429+0.33903i,0.13872+0.16879i,0.080703+0.086263i,0.063152+0.10578i,0.088034+0.063271i,0.072063-0.0039647i,0.047426-0.027428i,0.053198-0.029797i,0.07917-0.048544i,0.090976-0.086775i,0.066861-0.10382i,0.033575-0.074326i,0.018216-0.034463i,0.016876-0.023746i,0.013501-0.03062i,0.005533-0.025685i,0.0030187-0.01127i,0.00040448-0.0090416i
-0.29964+0.002025i,-0.56626+0.19254i,-0.61714+0.34297i,-0.39746+0.23824i,-0.11965-0.011544i,0.10499-0.21311i,0.19006-0.28059i,0.11542-0.19148i,0.026927-0.069079i,-0.030254-0.031754i,-0.067414-0.012004i,-0.054229+0.01843i,-0.038206+0.026134i,-0.052248+0.046641i,-0.057557+0.082773i,-0.04319+0.080359i,-0.032856+0.033755i,-0.029989-0.003686i,-0.024536-0.0027232i,-0.018614+0.01347i,-0.015954+0.024452i,-0.015685+0.031934i,-0.0090612+0.04045i
0.15732-0.37053i,0.076932-0.54633i,-0.15594-0.37411i,-0.31955+0.019905i,-0.36257+0.23988i,-0.4313+0.29823i,-0.40909+0.30142i,-0.2263+0.18449i,-0.067306+0.06545i,0.010787+0.03957i,0.036971+0.01534i,0.012542-0.018279i,-0.013224-0.035784i,-0.024637-0.066961i,-0.041313-0.097418i,-0.0592-0.076207i,-0.062646-0.013065i,-0.050719+0.028408i,-0.036468+0.02688i,-0.018793+0.014556i,0.00048152+0.0070264i,0.0099538-0.0042214i,0.0038411-0.019364i
0.25206+0.22801i,0.3583+0.24308i,0.42858-0.023694i,0.45918-0.3924i,0.40612-0.45641i,0.3265-0.24092i,0.23651-0.065984i,0.079798+0.00017799i,-0.034598+0.033128i,-0.043434+0.025574i,-0.033704+0.017301i,-0.021075+0.046132i,0.0027074+0.068163i,0.022806+0.074391i,0.04531+0.067702i,0.052319+0.028395i,0.034324-0.0090926i,0.020793-0.016404i,0.028487-0.011015i,0.041178-0.0069101i,0.032398-0.0077479i,0.0026695-0.0023393i,-0.0086787+0.012916i
-0.18685+0.048768i,-0.40413-0.081036i,-0.52554-0.066116i,-0.30046+0.21957i,0.087558+0.36672i,0.19927+0.22253i,0.085569+0.12133i,0.051517+0.11707i,0.065868+0.092488i,0.063865+0.074372i,0.069936+0.050811i,0.05549+0.010636i,0.024615-0.011189i,-0.0012076-0.020002i,-0.016824-0.029504i,-0.015036-0.043193i,-0.016156-0.065379i,-0.0294-0.072064i,-0.035169-0.047619i,-0.029171-0.018167i,-0.017725-0.0024917i,-0.0013311-0.0068562i,0.0061711-0.011555i
-0.077888+0.29092i,0.070264+0.48767i,0.13777+0.53737i,-0.011455+0.39249i,-0.10969+0.10406i,-0.060136-0.24101i,-0.070136-0.42478i,-0.1247-0.32526i,-0.11639-0.16266i,-0.11295-0.094469i,-0.11609-0.072462i,-0.090762-0.068404i,-0.058779-0.064019i,-0.035437-0.050492i,-0.033088-0.036951i,-0.044318-0.015418i,-0.042065+0.016541i,-0.020834+0.033032i,0.0052389+0.018836i,0.013854+0.0015581i,0.0075242-0.0062764i,-0.0041911-0.011376i,-0.0229-0.0062461i
-0.4435-0.15443i,-0.62921-0.037186i,-0.44446+0.21997i,-0.079938+0.27624i,-0.0006682+0.13754i,-0.11874+0.11327i,-0.15201+0.13841i,-0.15229+0.069368i,-0.15519+0.02363i,-0.095122+0.025996i,-0.020996+0.037555i,0.034763+0.04995i,0.056827+0.036618i,0.050172+0.018483i,0.057066+0.012993i,0.070991-0.0083453i,0.056144-0.048093i,0.017843-0.066348i,-0.018144-0.042988i,-0.04083-0.0070413i,-0.043834+0.023236i,-0.029602+0.045521i,-0.013799+0.046404i
0.46335-0.48543i,0.7385-0.78256i,0.63789-0.97624i,0.17394-0.83108i,-0.1251-0.34368i,-0.088492+0.089939i,0.0086739+0.19648i,0.015833+0.15167i,0.0052434+0.13669i,0.031323+0.12721i,0.044383+0.075153i,0.011762+0.025202i,-0.017775+0.029172i,-0.018203+0.047139i,-0.0095622+0.043925i,-0.010782+0.037496i,-0.02142+0.042071i,-0.020194+0.048628i,0.0076416+0.037296i,0.043739+0.0006366i,0.055171-0.049859i,0.037577-0.087314i,0.0073002-0.094693i
0.055424+0.3577i,-0.23118+0.65939i,-0.42843+0.80183i,-0.16052+0.54805i,0.29528+0.084483i,0.51392-0.25417i,0.43122-0.34996i,0.21952-0.2605i,0.041667-0.14808i,-0.098584-0.10937i,-0.18863-0.06848i,-0.18795-0.0072933i,-0.14479+0.011032i,-0.11485-0.0029309i,-0.10709-0.017502i,-0.094564-0.02631i,-0.062287-0.03478i,-0.032483-0.036857i,-0.023411-0.019049i,-0.027791+0.014362i,-0.023511+0.044547i,-0.0055016+0.055915i,0.013555+0.048836i
0.086157-0.010121i,-0.048305-0.16809i,-0.17758+0.0073559i,-0.037905+0.60838i,0.1986+1.0088i,0.14887+0.88147i,-0.055862+0.55891i,-0.10077+0.26804i,0.0038771+0.038476i,0.14043-0.10753i,0.1947-0.143i,0.18804-0.085202i,0.19184-0.048459i,0.18572-0.073576i,0.16744-0.10575i,0.13492-0.13967i,0.062597-0.17706i,-0.017579-0.17601i,-0.055236-0.12288i,-0.052886-0.05729i,-0.042202-0.0083909i,-0.029948+0.017518i,-0.011086+0.019967i
-0.099677+0.42508i,0.14213+0.5095i,0.35989+0.26111i,0.20425-0.097956i,-0.15264-0.25961i,-0.2933-0.1993i,-0.19579-0.080386i,-0.063759+6.2842e-05i,-0.040962+0.073603i,-0.13154+0.18185i,-0.16118+0.25413i,-0.10444+0.20175i,-0.077867+0.12804i,-0.076341+0.14643i,-0.051465+0.18399i,0.00019915+0.1761i,0.069266+0.13462i,0.10226+0.070401i,0.058582+0.015261i,-0.007115-0.016294i,-0.045018-0.041245i,-0.065134-0.039761i,-0.074558-0.0046121i
-0.70006-0.24454i,-0.94896-0.35065i,-0.98852-0.39213i,-0.62886-0.24801i,0.16888-0.089955i,0.83683-0.17678i,0.78234-0.33399i,0.32045-0.25769i,0.027109-0.11737i,-0.074152-0.090819i,-0.11533-0.056351i,-0.10665+0.015272i,-0.075866+0.03559i,-0.053588+0.00057151i,-0.058871-0.018034i,-0.076892+0.011206i,-0.071247+0.050563i,-0.03268+0.066054i,0.030523+0.044284i,0.080039-0.0035953i,0.08236-0.038062i,0.04401-0.047014i,-0.00019162-0.041351i
0.5304+7.9118i,3.322+6.8057i,7.1781+5.9629i,8.3637+2.8381i,6.6989-0.95269i,3.2697-3.023i,0.35879-2.1293i,-0.54704-0.32145i,-0.0047205+0.59884i,0.68959+0.31475i,0.46543-0.46529i,-0.40587-0.9036i,-1.2387-0.86152i,-1.6761-0.40358i,-1.4825+0.16535i,-0.93936+0.45115i,-0.47625+0.34471i,-0.20536+0.068471i,-0.018456-0.12359i,0.10618-0.21733i,0.14565-0.2777i,0.10947-0.23994i,0.091032-0.082571i
0.21143-0.144i,0.25038-0.21615i,0.27126-0.254i,0.33007-0.22511i,0.31526+0.0077079i,0.3149+0.30334i,0.3284+0.30111i,0.17111+0.12011i,-0.021814+0.016529i,-0.11678-0.025132i,-0.1401-0.033005i,-0.12227-0.014132i,-0.091948+0.012699i,-0.068167+0.013774i,-0.079765-0.0069821i,-0.090156-0.00064551i,-0.061022-0.0064161i,-0.049082-0.039441i,-0.059075-0.044851i,-0.051907-0.01742i,-0.029885+0.020775i,-0.0042161+0.043696i,0.016941+0.033937i
0.40709+0.27029i,0.31496+0.086419i,-0.17383-0.14678i,-0.46404-0.20544i,-0.21162-0.36128i,0.050168-0.70799i,-0.057695-0.73316i,-0.19466-0.38239i,-0.17592-0.11629i,-0.13506-0.017065i,-0.064889+0.037681i,0.006157+0.022199i,0.017317+0.004725i,0.050859+0.031934i,0.12162+0.03077i,0.15848-0.01835i,0.14259-0.057025i,0.11452-0.055901i,0.11249-0.043166i,0.10857-0.035327i,0.082863-0.021382i,0.065676-0.0037312i,0.061685+0.010526i
-0.1601+0.63686i,-0.036516+0.89087i,0.13103+0.90649i,0.11809+0.68552i,-0.13363+0.35033i,-0.39003+0.13714i,-0.37704+0.083904i,-0.18045+0.011876i,-0.087479-0.050596i,-0.078242-0.01946i,-0.048105-0.010018i,-0.026569-0.045977i,-0.046514-0.075936i,-0.088868-0.07145i,-0.10954-0.030159i,-0.10803+0.020997i,-0.092384+0.061248i,-0.067653+0.071303i,-0.068584+0.05893i,-0.09395+0.054754i,-0.10418+0.0638i,-0.082146+0.059914i,-0.053592+0.039908i
-0.52618-0.044164i,-0.2894-0.032819i,0.31258-0.35805i,0.55239-0.74158i,0.25515-0.6107i,0.030277-0.14916i,0.069577+0.054987i,0.064661-0.0061926i,0.019989-0.047933i,0.012975-0.010552i,0.0012679+0.05298i,0.0030566+0.10054i,0.02211+0.11611i,0.033952+0.10812i,0.020189+0.091104i,-0.015286+0.086405i,-0.030567+0.086417i,-0.015637+0.061154i,0.0060731+0.02551i,0.025379+0.0086081i,0.035287+0.0022173i,0.038554+0.0031975i,0.04736+0.0021614i
-0.30242-0.66574i,-0.77458-0.74283i,-1.0413-0.30856i,-0.77743+0.20607i,-0.19169+0.30156i,0.22683+0.10448i,0.32724-0.040216i,0.29255-0.070502i,0.21326-0.090966i,0.13196-0.1006i,0.097594-0.074815i,0.079239-0.047268i,0.073354-0.037853i,0.08215-0.051832i,0.079758-0.070052i,0.073365-0.079088i,0.055999-0.09216i,0.019741-0.088213i,-0.010623-0.049376i,-0.019656-0.0053082i,-0.0041246+0.021849i,0.018258+0.025209i,0.020514+0.012493i
0.79564-0.30841i,1.188-0.46608i,1.172-0.49456i,0.65426-0.47402i,-0.028935-0.45135i,-0.4107-0.33545i,-0.35042-0.18365i,-0.14595-0.1254i,-0.066859-0.10274i,-0.062736-0.034827i,-0.016337+0.012308i,0.039706+0.0039395i,0.047205-0.0099377i,0.036157+0.0062681i,0.052278+0.025829i,0.079499+0.014785i,0.075041-0.011058i,0.039-0.02757i,0.0013006-0.026194i,-0.019241-0.021383i,-0.033161-0.022633i,-0.046709-0.0105i,-0.043393+0.012712i
0.17347+0.42256i,0.074301+0.35158i,-0.19321-0.01904i,-0.29818-0.29344i,-0.094449-0.27493i,0.15609-0.1777i,0.2103-0.081911i,0.11545-0.015281i,0.021285-0.0095505i,-0.041849-0.034095i,-0.10465-0.057272i,-0.152-0.066993i,-0.16723-0.05633i,-0.15938-0.024361i,-0.12851+0.014466i,-0.075335+0.035864i,-0.0084081+0.042949i,0.050787+0.036245i,0.069385+0.0067874i,0.050777-0.014194i,0.031435-0.010237i,0.023854-0.0074532i,0.015713-0.013685i
-0.2356+0.1888i,-0.23+0.15364i,-0.22205+0.10824i,-0.24049+0.20388i,-0.19913+0.29996i,-0.15215+0.25992i,-0.10993+0.15678i,-0.028821+0.069851i,0.028396+0.031782i,0.067668+0.036689i,0.08919+0.035353i,0.065492+0.05044i,0.056674+0.072213i,0.076056+0.051807i,0.084903+0.026406i,0.066234+0.02042i,0.025468+0.0089182i,-0.0063949-0.0013897i,-0.013954-0.0020386i,-0.0062746-0.0065597i,0.0035608-0.013551i,0.010857-0.013853i,0.015009-0.012271i
-0.32983+0.012377i,-0.29884+0.25756i,0.061514+0.33525i,0.36988+0.077987i,0.31875-0.13102i,0.19565-0.069523i,0.17909-0.0061643i,0.11779-0.056306i,0.023724-0.092915i,-0.013091-0.078928i,0.0012733-0.057558i,0.012174-0.040698i,-0.0021707-0.019087i,-0.036152-0.00053951i,-0.074446+0.015959i,-0.080281+0.044741i,-0.053633+0.066547i,-0.025083+0.05733i,-0.011264+0.034968i,-0.014257+0.032216i,-0.017119+0.044843i,-0.016415+0.044196i,-0.019432+0.03407i
-0.00019148-0.4367i,-0.32154-0.61676i,-0.66175-0.42703i,-0.62595-0.089016i,-0.32896-0.054747i,-0.19764-0.21958i,-0.22547-0.20409i,-0.17068-0.060842i,-0.080122-0.0058404i,-0.060388-0.011359i,-0.062251+0.0012865i,-0.033665+0.0021473i,0.00022225-0.021368i,0.023525-0.046913i,0.041891-0.068125i,0.057049-0.075167i,0.068666-0.066904i,0.0572-0.050826i,0.025938-0.029277i,0.00066263-0.012175i,-0.011145-0.0057408i,-0.0082416-0.0020998i,0.0016378+0.00093065i
0.42631+0.29133i,0.77919+0.36384i,0.90443+0.25732i,0.67793+0.078189i,0.35793+0.019524i,0.17843+0.083727i,0.11808+0.07988i,0.055977-0.010816i,-0.0041164-0.043873i,-0.016446-0.012629i,0.0057075+0.0078086i,0.027041-0.0033138i,0.015275-0.018456i,-0.0082216-0.0041682i,-0.012939+0.014326i,-0.018747-0.0042087i,-0.034627-0.026263i,-0.035157-0.012107i,-0.0050474+0.011251i,0.026467+0.0012668i,0.028861-0.02689i,0.017622-0.033091i,0.015299-0.022246i
-0.27371+0.11796i,-0.34007+0.086151i,-0.25836-0.083914i,-0.11977-0.19638i,-0.0032751-0.12313i,0.09639-0.02923i,0.15465-0.010987i,0.16204-0.0057911i,0.14637-0.021455i,0.10039-0.061001i,0.029962-0.062622i,-0.0080573-0.020147i,0.0092394+0.0043841i,0.032719-0.0029563i,0.018815+0.0043652i,-0.017497+0.04695i,-0.034089+0.078571i,-0.020941+0.054195i,-0.013772+0.0052388i,-0.026812-0.013786i,-0.040306-0.0053962i,-0.045304-0.0043288i,-0.048592-0.01095i
-0.14845-0.18551i,-0.19006-0.062336i,-0.09332+0.2504i,0.072486+0.42434i,0.12276+0.28918i,0.013696+0.077486i,-0.092297+0.021024i,-0.06064+0.047633i,0.0073009+0.024925i,0.0075208-0.0060497i,-0.0073272-0.0092048i,-0.01898-0.013468i,-0.04078-0.011147i,-0.048779-0.0080253i,-0.037174-0.015204i,-0.0042377-0.013529i,0.043314-0.011852i,0.063509-0.023207i,0.043339-0.02576i,0.021532-0.0057804i,0.024498+0.024607i,0.039806+0.049188i,0.052918+0.055456i
0.37425-0.3557i,0.46573-0.71929i,0.2864-0.93909i,-0.059346-0.7492i,-0.27294-0.26615i,-0.23482+0.1124i,-0.11363+0.19892i,-0.066528+0.13478i,-0.042902+0.094524i,0.018033+0.078156i,0.067326+0.049242i,0.075126+0.034003i,0.072848+0.037841i,0.072103+0.031871i,0.068106+0.0035729i,0.049303-0.042304i,-0.00079309-0.070107i,-0.051891-0.046396i,-0.058825+0.0023409i,-0.03736+0.016426i,-0.029984-0.0098061i,-0.028371-0.037079i,-0.016007-0.051608i
0.21439+0.55555i,0.34892+0.8483i,0.34193+0.83924i,0.2757+0.47876i,0.24844-0.0057013i,0.20436-0.30418i,0.15297-0.29623i,0.12359-0.16752i,0.070425-0.094018i,0.0092143-0.054397i,-0.0067844-0.026233i,0.0003587-0.024142i,-0.0075867-0.026515i,-0.019403+0.0022389i,-0.0047241+0.043659i,0.017314+0.049036i,0.019037+0.034563i,0.02354+0.029692i,0.03954+0.013946i,0.041914-0.0066264i,0.023964-0.012394i,-0.0089845-0.012865i,-0.047031-0.0093275i
-0.53202+0.039439i,-0.72646-0.0040384i,-0.57716-0.087458i,-0.23252-0.037076i,0.031359+0.15484i,0.13386+0.27767i,0.10183+0.20708i,0.035376+0.065002i,0.00096457-0.0055219i,-0.022258-0.021863i,-0.054394-0.023304i,-0.063572-0.021593i,-0.035796-0.027761i,-0.0076973-0.050756i,-0.02994-0.071133i,-0.0757-0.038764i,-0.068349+0.019764i,-0.021026+0.028794i,-0.0016069-0.0047492i,-0.01281-0.020562i,-0.011026-0.0069702i,0.01172+0.0087598i,0.032089+0.02008i
-0.0082385-0.32421i,0.041588-0.35697i,0.1059-0.23709i,0.07764-0.14671i,-0.028895-0.15573i,-0.10821-0.20267i,-0.12461-0.18514i,-0.099261-0.085978i,-0.054574+0.0027763i,-0.0014241+0.051888i,0.051401+0.068186i,0.069525+0.052621i,0.047328+0.039293i,0.033397+0.049461i,0.054096+0.069452i,0.087699+0.069604i,0.091478+0.042366i,0.053616+0.016068i,0.010592+0.014424i,-0.0047641+0.022576i,-0.0008122+0.025902i,0.0070713+0.028954i,0.018231+0.024312i
0.14775-0.075869i,0.023766+0.013769i,-0.13056+0.22984i,-0.14997+0.33448i,-0.15043+0.26238i,-0.16714+0.20922i,-0.088977+0.19306i,0.021369+0.10665i,0.050303+0.0034704i,0.021284-0.035813i,-0.0023775-0.027804i,-0.0098536-0.0094834i,-0.017227-0.0078216i,-0.036955-0.02962i,-0.058201-0.05737i,-0.063158-0.077389i,-0.057314-0.084056i,-0.050174-0.057445i,-0.034147-0.0099466i,-0.010368+0.014807i,0.0064937+0.0051183i,0.0068222-0.020019i,-0.0068681-0.0362i
0.31962+0.12138i,0.49497-0.15646i,0.39037-0.54533i,0.14038-0.61235i,0.10642-0.3773i,0.22589-0.18815i,0.22158-0.12259i,0.11261-0.074636i,0.039887-0.043355i,0.014778-0.056369i,-0.013952-0.077058i,-0.035738-0.071098i,-0.029158-0.042957i,-0.01055-0.002128i,0.0097822+0.038939i,0.023034+0.072944i,0.02916+0.10364i,0.048306+0.10468i,0.07083+0.058652i,0.062116+0.0060573i,0.027664-0.012314i,0.0039928-0.0066308i,-0.0014686-0.0064579i
-0.32208+0.32099i,-0.29321+0.59395i,-0.043162+0.696i,0.1486+0.50633i,0.076991+0.20291i,-0.093812+0.019406i,-0.13011-0.027177i,-0.053066-0.014733i,0.0035125+0.0024865i,-0.0040455+0.023631i,-0.011264+0.051807i,0.0033769+0.054813i,0.010454+0.032556i,0.016302+0.0075655i,0.025583-0.019312i,0.034622-0.049975i,0.041725-0.080234i,0.031551-0.09293i,0.0052593-0.07552i,-0.01051-0.043963i,-0.009379-0.020124i,-0.0052842+0.00035583i,0.0040115+0.021052i
-0.092581-0.37403i,-0.11001-0.50044i,-0.067039-0.46634i,-0.048166-0.30922i,-0.045933-0.1253i,-0.0096246-0.021342i,-0.0026359+0.0033337i,-0.035876+0.01589i,-0.046129+0.043616i,-0.019253+0.077279i,0.022715+0.090349i,0.039979+0.074592i,0.031173+0.059954i,0.023801+0.057331i,0.013526+0.05396i,-0.012782+0.041798i,-0.04967+0.017053i,-0.077278-0.0015622i,-0.079936+0.0045464i,-0.068104+0.018222i,-0.053906+0.019825i,-0.037395+0.0088443i,-0.02402-0.0040461i
0.15952-0.13156i,-0.007117-0.13513i,-0.24512+0.0044268i,-0.2472+0.13738i,-0.063161+0.14867i,0.057826+0.10179i,0.072658+0.062664i,0.045307+0.014033i,0.026657-0.038905i,0.021434-0.094148i,-0.0058002-0.12554i,-0.022127-0.11255i,-0.016702-0.097627i,-0.028409-0.096396i,-0.048349-0.086669i,-0.053065-0.055565i,-0.041338-0.0027521i,-0.016119+0.04149i,0.014077+0.04799i,0.037927+0.032622i,0.049182+0.021379i,0.044947+0.018418i,0.026659+0.015509i
0.40299+0.3024i,0.78459+0.21665i,0.90619-0.074844i,0.60595-0.24396i,0.21028-0.17705i,0.021641-0.063472i,0.0084491-0.023105i,0.038595-0.031127i,0.026164-0.038078i,0.0021619-0.019748i,0.0073299-0.013214i,0.0085852-0.018299i,0.006936-0.0055641i,0.017325+0.016262i,0.021862+0.038302i,0.017825+0.058763i,0.013934+0.070466i,0.013183+0.061972i,0.015669+0.030968i,0.0087756-0.0041981i,-0.0070313-0.025264i,-0.0088477-0.026471i,0.0092308-0.018648i
-0.69631+0.29505i,-1.1014+0.6342i,-1.1027+0.83012i,-0.64348+0.69134i,-0.13072+0.38924i,0.11592+0.1798i,0.13226+0.11041i,0.08719+0.10844i,0.066003+0.089063i,0.035005+0.057621i,-0.0031074+0.067274i,-0.011092+0.078272i,-0.014171+0.053027i,-0.023337+0.031776i,-0.0048788+0.024333i,0.045063-0.0034341i,0.088258-0.05418i,0.085686-0.085592i,0.038003-0.067192i,-0.0038382-0.022493i,-0.011794+0.0086359i,-0.011528+0.011802i,-0.015317+0.0087227i
0.12511-0.67596i,0.25708-1.0862i,0.35152-1.1058i,0.2258-0.7353i,-0.06842-0.33052i,-0.26215-0.097913i,-0.24616-0.030842i,-0.14936-0.030685i,-0.080985-0.015933i,-0.039099+0.00062019i,-0.022763-0.012171i,-0.030832-0.017194i,-0.025182+0.0060546i,0.00085598+0.011034i,0.0072229-0.013222i,-0.026294-0.030088i,-0.066618-0.026387i,-0.073199-0.007607i,-0.044358+0.01069i,-0.012088+0.010063i,0.0028011+0.0062i,0.0068055+0.012159i,0.0050609+0.012787i
0.38241+0.18619i,0.40908+0.33461i,0.14402+0.4311i,-0.087568+0.38271i,-0.057727+0.21658i,0.050431+0.049108i,0.083037-0.029929i,0.055874-0.050722i,0.034614-0.045273i,0.042213-0.037676i,0.049611-0.039719i,0.050911-0.040469i,0.041812-0.040806i,0.013879-0.03023i,-0.008291-0.00081043i,-0.0090636+0.036901i,-0.0034254+0.070187i,0.0020225+0.076147i,0.013715+0.051348i,0.019921+0.022463i,0.013187+0.0073304i,0.0040523+0.0075738i,-0.0016046+0.01304i
0.0099046+0.37104i,0.22037+0.37979i,0.42526+0.027972i,0.3386-0.35789i,0.068888-0.40607i,-0.067058-0.2328i,-0.063157-0.081003i,-0.027289-0.0017902i,-0.01051+0.015352i,-0.021709+0.018022i,-0.019826+0.031936i,-0.005983+0.03822i,0.0053856+0.03668i,0.021178+0.02325i,0.028263-0.0023102i,0.027522-0.03173i,0.025444-0.054718i,0.011473-0.060213i,-0.0115-0.045946i,-0.019591-0.026231i,-0.0082863-0.02635i,0.0041888-0.041789i,0.0065678-0.045649i
-0.56316-0.12161i,-0.88089+0.0098286i,-0.77361+0.29676i,-0.27435+0.4627i,0.10763+0.39303i,0.16126+0.28645i,0.10237+0.22009i,0.057647+0.14215i,0.029273+0.074417i,0.016368+0.03857i,0.00999+0.021821i,0.0049134+0.0059596i,-0.0058658-0.0098947i,-0.018214-0.010552i,-0.017713+0.0035535i,-0.00031972+0.014137i,0.024456+0.0031234i,0.030902-0.018473i,0.010985-0.026014i,-0.0095491-0.014282i,-0.018171+0.0082096i,-0.022309+0.022658i,-0.019793+0.021401i
0.43569-0.46141i,0.63353-0.75123i,0.48254-0.73249i,0.067801-0.41775i,-0.19295-0.15853i,-0.19437-0.12031i,-0.11708-0.15327i,-0.063126-0.12652i,-0.036848-0.064937i,-0.019708-0.02855i,-0.013644-0.031947i,-0.020548-0.032403i,-0.01644-0.01529i,-0.00054462-0.009921i,0.00073027-0.021406i,-0.028311-0.022889i,-0.064846+0.0014365i,-0.068137+0.032163i,-0.034328+0.043248i,-0.0016068+0.03206i,0.00968+0.020728i,0.012089+0.025396i,0.014167+0.026603i
0.14005+0.44001i,0.10744+0.62431i,-0.036191+0.4703i,-0.096052+0.12436i,-0.011087-0.066093i,0.079632-0.063691i,0.09873-0.013432i,0.062024-0.007032i,0.012558-0.014698i,-0.0051148+0.00354i,0.009084+0.031059i,0.028058+0.038729i,0.027284+0.020193i,0.00096787+0.0088594i,-0.018568+0.028531i,-0.010186+0.051296i,0.0063391+0.051924i,0.016066+0.031788i,0.01162+0.0026994i,-0.012783-0.016669i,-0.037033-0.018265i,-0.037962-0.011447i,-0.029079-0.0045101i
-0.26043+0.080727i,-0.20796+0.073836i,0.096079-0.003312i,0.31904-0.074483i,0.23831-0.091365i,0.042208-0.068554i,-0.063077-0.038417i,-0.04423-0.029876i,-0.00111-0.041447i,-0.0066862-0.044134i,-0.032775-0.037615i,-0.056111-0.029764i,-0.058809-0.0099533i,-0.027446-0.0023332i,0.010673-0.021698i,0.041846-0.046995i,0.065665-0.062654i,0.062689-0.061779i,0.039605-0.041789i,0.032151-0.01367i,0.045469-0.0001295i,0.048602-0.0095621i,0.03506-0.019421i
-0.20042-0.26417i,-0.42682-0.25227i,-0.5691+0.019773i,-0.45379+0.30352i,-0.17252+0.33987i,0.030726+0.20101i,0.062317+0.092976i,0.021586+0.079076i,0.013817+0.069858i,0.026151+0.025347i,0.037133-0.0071714i,0.047894-0.02034i,0.040374-0.022604i,0.024811-0.0053337i,0.017749+0.018147i,0.0081924+0.029987i,-0.0033631+0.02465i,-0.0010917+0.0064414i,0.010314-0.012173i,0.010926-0.026214i,-0.0068423-0.031321i,-0.0282-0.019446i,-0.03066+0.002714i
0.42594-0.11801i,0.67221-0.31183i,0.61555-0.53019i,0.23106-0.60988i,-0.1473-0.46544i,-0.2353-0.23974i,-0.10793-0.12471i,-0.0078167-0.099278i,-0.0058531-0.059627i,-0.017526-0.013156i,-0.020374+0.003235i,-0.023023+0.011514i,-0.010752+0.01941i,0.0022095+0.01119i,-0.0038956-0.0071671i,-0.024357-0.014432i,-0.045066-0.0011538i,-0.051807+0.018438i,-0.040574+0.03178i,-0.022455+0.037654i,-0.0065851+0.035749i,0.004381+0.026109i,0.0074935+0.0091481i
-0.085501+0.39225i,-0.11702+0.64422i,-0.024597+0.69297i,0.21235+0.48193i,0.38027+0.17786i,0.31563+0.029307i,0.15353+0.059199i,0.058755+0.068518i,0.023868+0.018615i,0.010007+0.004184i,0.017247+0.029206i,0.029616+0.040696i,0.026902+0.028769i,0.01301+0.020018i,0.0054313+0.024838i,0.012615+0.028128i,0.025168+0.021233i,0.030884+0.013125i,0.024334+0.0043879i,0.010651-0.0099105i,-0.00038931-0.019907i,-0.0026538-0.023221i,-0.0032947-0.024649i
