0.0012383+0.0019382i,0.0022672+0.0015783i,0.00087395-0.00012582i,-0.00072324-0.000952i,-0.0013232-0.00057195i,-0.0017232+0.0012558i,-0.0015823+0.0022311i,0.00017643+0.0011248i,0.0014547+0.00022565i,0.0012285-0.00049311i,0.00085558-0.00079035i,0.00033826-0.00075245i,0.00043368-0.00092881i,0.00021171-0.001199i,0.0001078-0.0015289i,0.00025253-0.00071619i,0.00026421-0.00050824i,0.00051587-0.0013158i,0.00016156-0.001195i,-6.7776e-05-0.00079443i,0.00018233-6.2006e-05i,0.00027419+0.00064805i,-0.00054364+0.00076215i
-0.00063094+8.1391e-06i,-0.00051675+4.9238e-05i,-0.00032484-0.00040449i,7.7268e-06-0.00058282i,-0.00040299+0.0003707i,-0.00083652+0.00064107i,-0.00042848+0.00061239i,0.00031138+0.00075668i,-6.9631e-05-3.964e-05i,-0.00078488-0.00033635i,3.7616e-05-0.00022435i,0.00072745-0.00014229i,0.00045957-4.2022e-05i,0.00088746-0.00024617i,0.00037177-0.00018325i,0.00010036+0.0001346i,0.00070328+0.00028155i,0.00054847+0.00070619i,0.00073904+0.00022777i,0.00080822+0.00029382i,-9.2172e-05+0.00035108i,1.3735e-05-0.00042024i,0.0010247-0.00050213i
0.00078101+0.00036954i,0.0010045-3.2408e-05i,0.0016523-0.00030026i,0.00094962+8.7758e-06i,-0.00036439+0.00089677i,-0.00018203+0.001139i,-0.00084365+0.0013832i,-0.0012842+0.00039642i,-4.0165e-05-0.00034894i,0.00015824-0.00012903i,0.00016325-0.00031941i,0.00017445-0.00029688i,-0.00028237+0.00053622i,-0.00057062+0.0013247i,-0.00050598+0.0011722i,-7.0809e-05+0.00050139i,5.6459e-05-0.00027041i,0.00024277-0.00042651i,-6.9893e-05+0.00026678i,-0.00091591+0.00036599i,-0.00067114-0.00036321i,0.00012864-0.00019833i,0.00027225+0.00041904i
0.0006519-0.001112i,0.00032639-0.001512i,0.00015401-0.00073978i,-7.638e-05-0.00071938i,0.00013118-0.0010175i,0.00075523+0.00053067i,0.00039102+0.0014334i,-1.1427e-05+0.00052485i,-0.00026793-5.7775e-05i,-0.0011039-0.00011835i,-0.00095625-0.00083047i,0.00019331-0.0011123i,0.00023982-0.00047656i,0.00030448+0.00034762i,0.0015933+0.0010871i,0.0011368+0.00070432i,-6.6147e-05-0.0002133i,0.00036483-8.0156e-05i,3.0696e-05+0.00020557i,-0.00054261+1.579e-05i,8.9243e-05+0.0004269i,1.8176e-05+0.00064196i,-0.00035225+0.00064907i
-4.8878e-06+0.00024881i,0.00011972-0.00016087i,-0.00093136-0.00082046i,-0.0010455-0.0010743i,-0.00047813+0.00031097i,-0.001136+0.0013772i,-0.00076081+0.0010181i,0.00014678-0.00034687i,-6.6178e-05-0.0011192i,0.0003386-0.00069158i,0.00056487-9.7044e-05i,-8.9218e-05+6.675e-05i,-0.00049192+7.6529e-05i,-0.00015969+0.00060697i,0.00039187+0.0018409i,0.00037662+0.0017244i,-5.9121e-05+0.00065434i,-0.00018638+0.00061228i,0.00021675+0.00058766i,0.00044937-0.00070136i,0.0010702-0.00096146i,0.0017298+0.00021064i,0.001157+0.00081248i
0.00096258-0.00043413i,0.0010363-0.00079413i,0.00094443-0.0008738i,-7.4911e-05-0.00077261i,-0.0010155-0.00039405i,-0.00085312+0.00054484i,0.00014746+0.0013772i,0.001002+0.00098915i,0.00038516+0.00025166i,0.00028182+0.0001626i,0.00029349+0.00015573i,-0.00039791-5.0822e-06i,-0.00055104+0.000782i,-0.00067271+0.0015961i,-0.00065694+0.0010284i,-0.00032781+0.00048002i,-0.00058297+0.00065607i,5.9645e-06+0.0005909i,0.00030857+0.00054754i,0.00054843+0.00034412i,0.00085843-8.4633e-05i,0.00090947-5.4992e-05i,0.0007519+0.00021011i
0.00041688-0.00057493i,-0.00073752-0.0003803i,-0.0011275+0.00056403i,-0.00099786+0.00073276i,-0.0013454-0.00014087i,-0.00089447+0.00029436i,-0.00061178+0.000748i,-0.00034687+6.9525e-05i,0.00022207-0.00072697i,-0.00080056-0.0011125i,-0.0014268-0.00072871i,-0.00088075+0.00011265i,-0.0010257+0.00084872i,-0.00060962+0.0017415i,6.1965e-05+0.001463i,-0.00066568+0.00061601i,-0.00066247+6.2772e-05i,-0.00010282-0.0003279i,0.00032163-0.00033124i,0.00029397-0.00058546i,8.9873e-05-0.00061926i,0.00029105-0.00020225i,0.00017922-5.1898e-05i
-0.0011904-0.00060357i,-0.00099919-0.00047979i,-0.0018208-6.8845e-05i,-0.0017938+0.00076687i,-0.00065375+0.00070324i,-0.00061458+0.00081711i,-0.00032351+0.001265i,-0.00026018+0.00075838i,-0.00071391-0.00015771i,-0.00019955+4.3845e-05i,0.00044384+0.00045394i,1.5966e-05+0.00032525i,4.8748e-05+0.00093754i,0.00093021+0.00095139i,0.0010583+0.0001913i,0.00082949-3.8257e-05i,0.00081588+0.00027753i,0.00026399+7.1599e-05i,-0.00028817-0.0004938i,-0.00030356-0.00044707i,-0.00074012+0.00029451i,-0.0011834+0.0010323i,-0.00077718+0.0011844i
-0.0018467+0.0002969i,-0.0012688+0.00061919i,-7.4188e-05+0.0014005i,0.00060813+0.00090267i,0.0011213+0.00066113i,0.0012217-0.00040993i,0.00065675-0.00094911i,-0.00033741-0.00072312i,-0.0003858-0.0013226i,0.00017779-0.0013311i,0.00032745-0.00040882i,0.00070346-0.00068835i,0.00063897-0.0010709i,0.00065271-0.0005311i,0.0010698-0.00077214i,0.00037898-0.00026303i,-0.00021177+0.00038833i,-1.6247e-05+0.00055053i,-5.6468e-05+0.00023879i,-0.00040271-5.8397e-05i,-0.00033166-0.00044377i,0.00017965-0.00033903i,9.5067e-06-0.00016124i
0.0023397+0.00098776i,0.0023121+0.00072151i,0.002888-7.0369e-05i,0.0016922-0.00069944i,2.6606e-05-0.00021618i,-0.00012188+0.0013295i,-0.00042412+0.0018837i,-7.3695e-05+0.00113i,-7.7568e-05+7.1385e-05i,-0.00063457+0.00019165i,-0.00031943+0.00075755i,7.8671e-05+0.00080521i,0.00044902+0.00065843i,0.00047355+8.1278e-05i,-0.00016186-1.9864e-05i,-0.00068489+0.00041787i,-0.00048251+6.243e-05i,0.00053535-0.00064386i,0.00047333-0.00063159i,-1.1255e-05-0.00057552i,0.0001716-0.00031375i,0.0001336+0.00037184i,-0.00056465+0.00054228i
0.00043618+0.0016024i,0.00043727+0.0011341i,0.0010582+0.0011322i,0.00026095+0.0016094i,-0.00068576+0.0009787i,-0.00051737+0.00066041i,-0.00057686+0.00080697i,9.7448e-06+0.00058575i,0.0005061+0.00024909i,-0.00045062+5.7139e-05i,-0.00044-2.4055e-05i,-7.8259e-05-0.00021903i,-0.0002819-4.7229e-05i,-0.00019308-3.3041e-05i,-0.00046214-0.00043891i,-0.00027225-0.00091691i,-0.00024068-0.00039037i,-0.00032293+0.00018389i,-9.1712e-05+0.00028706i,-0.00013173-0.00015646i,-0.000152-0.00063248i,-2.98e-05-0.00020486i,6.7339e-05+0.00029357i
0.00053635+1.5816e-05i,-0.00032873-0.0014501i,-0.0016667-0.0024601i,-0.0012208-0.00093147i,0.00015536+0.0010298i,0.00087653+0.0011019i,0.00097447+0.00024446i,-0.0002983-0.00040712i,-0.0017239-0.0010782i,-0.0018899-0.00088774i,-0.00079533-0.00028491i,3.3561e-05-0.00013375i,0.00073074-3.6592e-05i,0.0013733+2.9444e-05i,0.00087825+0.00025191i,0.00016762+0.00024471i,-0.00029727-0.0002637i,-0.00057461-0.0010194i,-0.00062241-0.001438i,-0.0003116-0.00093737i,-0.00044291-0.00059569i,-0.00057956-0.00074748i,0.0003787-0.0010999i
0.00080768+0.00032148i,0.0015291+0.00011091i,0.0014065-0.00037438i,0.00072754-0.00032954i,0.00017129+0.00038054i,0.00010331+0.00048088i,0.00025784+0.000329i,0.00014894+5.1567e-05i,-7.4156e-05-8.4159e-05i,-0.00041261-9.3618e-05i,-0.00035504+0.00023378i,-8.5033e-05+0.00046591i,0.00030967+0.00053544i,0.0008148+0.00042833i,0.001611-0.00089152i,0.001452-0.00064787i,0.00018341+0.00029199i,-0.00044706+0.00053285i,-0.00024816+0.00075915i,-4.243e-05+0.00080852i,-0.00017177+0.0009622i,-0.00094833+0.00027103i,-0.0004586-0.00015074i
-0.0018105+0.0030212i,-0.0014125+0.0028838i,-0.00028226+0.0041685i,0.00067297+0.0040759i,0.0010759+0.0026914i,0.00045251+0.00091966i,0.00020907+0.00036073i,0.00035396+0.00026819i,0.00019898-0.00038882i,0.00072092-0.00049642i,0.0011404-9.6713e-05i,0.0010293+0.00016932i,0.00065166-0.00041359i,0.00026772-0.00098932i,0.00011026-0.00073294i,-0.00023068-0.00060604i,-0.00022825-0.00029185i,0.00032821+1.8997e-05i,0.00039101+0.00017132i,-0.0010555+0.00031122i,-0.0016488-0.0003666i,-0.00048046-0.00012915i,1.05e-05+0.00045997i
-0.0005509-0.00079905i,-0.0003588-0.00056989i,-0.00034557-0.00044516i,-0.0007104-0.00097595i,-0.00083494-0.0009952i,-0.00042794+0.00070537i,0.0001459+0.0020251i,0.0009859+0.00095674i,0.00041621+0.00011952i,-0.000781+5.3105e-06i,-0.00068582-0.00029582i,0.00067316-0.00043594i,0.0010412-0.00037843i,0.00057088-5.327e-05i,0.00028996+0.00032951i,-0.00036932+0.0006524i,-0.00043682+0.00052569i,-0.0003248-2.4438e-06i,-0.00056886-0.00048953i,-0.00034657-0.00043744i,-0.00024877+3.2923e-05i,-8.3676e-05-0.00015593i,0.00039359-3.1986e-05i
-0.0011169-9.8214e-05i,-0.0019523+0.00011887i,-0.0020666-2.5422e-06i,-0.0008224+0.0005576i,0.00026977+0.00080302i,0.0008856+0.00065247i,0.00065468+0.00031954i,0.00072234-0.00026512i,0.00064174-0.00048748i,-6.2047e-05-0.00053076i,0.00016123-0.00096246i,0.0012296-0.0011387i,0.00095358-0.00088459i,0.00022696-0.00067377i,0.0008423-0.0009557i,0.00083921-0.00074281i,-3.3905e-05+0.0003206i,0.00016658+0.00088014i,0.00041414+0.00049164i,-0.00049102+0.00043273i,-0.00093199+0.0005713i,-0.00041455+0.00026665i,0.00054473+0.00028378i
0.00051167+0.00024091i,0.00038659+0.00044336i,-0.00016316-0.0008446i,8.1344e-05-0.00066069i,0.0008163+0.00053492i,0.0004192+0.0015217i,-0.00013636+0.001459i,-0.00043271+0.00030331i,-0.00041716-0.00029332i,-0.00020592+3.8789e-05i,-9.3616e-05+0.00015034i,0.00038706+0.00037611i,0.00033375+0.00035496i,0.0006659-2.2166e-05i,0.00085561+0.0001902i,0.00041919+0.00037373i,0.00031476+1.0785e-05i,-0.00022888-0.00017775i,-0.00040237-0.00042816i,0.00013147+0.00023179i,0.00018224+0.00051545i,0.0002546-0.00021483i,0.0008064-0.00070156i
-0.0015939+4.8696e-06i,0.00045938-0.00013614i,0.001581+0.00020729i,0.0018407+0.00051957i,0.002156-0.0001653i,0.0017337-0.00019989i,0.0012552+0.0003485i,0.00093094+0.00042425i,0.0011353-8.1243e-05i,0.0011831+0.00017046i,0.00045696+0.00047923i,-9.3386e-05+4.8906e-05i,-0.00030762+0.00049734i,-4.0919e-05+0.00055276i,0.00045936-0.00064841i,0.0002066-0.00080804i,-0.00070397+9.7738e-05i,-0.00012697+0.00027644i,0.00083363+0.00028714i,0.00099975+0.00032356i,0.00037592+0.00044702i,0.00010044+0.00082533i,5.1868e-05+0.00042889i
0.0018148+0.00037745i,0.0020534+0.0012117i,0.00077903+0.0020573i,-0.00024596+0.00064545i,-3.056e-05+9.3202e-05i,-3.352e-05+0.0010459i,-0.00061431+0.00093067i,-0.00042093+0.00014639i,0.00013841-0.00048654i,0.0002528-0.00077243i,0.0005933-0.00058072i,0.00082862+0.00041101i,0.00047792+0.00092327i,-0.00015946+0.00051042i,-4.8559e-05-0.00016334i,0.00031108-0.00013244i,0.00032885+0.00021705i,0.00081923-5.4751e-05i,0.0011636-0.00043384i,0.00045772-0.0002315i,0.00029608-0.00011542i,0.00050005-0.00022694i,-4.9955e-05-0.0002788i
0.0013302+0.00095836i,0.00061744+0.00030647i,-0.00033183-0.00060962i,-0.0009413-0.00071661i,-0.00020572+0.00020399i,-0.00026037+0.0016396i,-0.00015332+0.0019835i,0.00055809+0.0014739i,0.00055304+0.0005607i,-1.6499e-05-5.0783e-05i,-0.00010676-3.4973e-06i,3.244e-05+0.00039097i,-0.00059885+4.6243e-05i,-5.9364e-06-0.00027494i,0.0007078+0.00071414i,0.00047252+0.00086415i,0.00082002+0.00063932i,0.00065753+0.00072074i,-0.00036698+0.00057937i,-0.00065209+0.00086323i,-0.00025628+0.00076763i,-0.00033879+0.00034748i,-0.0001473-0.00011601i
0.00018871+0.0014447i,0.00034535+0.00089416i,0.00074047+0.0003185i,0.0010845+0.00061953i,0.00082229+0.00087909i,0.0003064+0.00081526i,-7.1366e-05+0.00033563i,-0.00050186-0.00012325i,-0.00061904-1.6939e-05i,-0.00024897-0.00016452i,0.00076261-0.00025157i,0.0015536+0.00011804i,0.0012612+0.00037524i,0.0016068-6.5922e-05i,0.0010127-0.00079758i,-0.00014185-0.00032093i,2.5543e-05+0.00084281i,0.0001001+0.0011699i,-6.2088e-05+0.00078064i,-9.9629e-05+0.000136i,-0.00022744-0.00016928i,-0.0004777-0.00014903i,-0.00048913-0.00021504i
-0.00086251+0.0032074i,-0.00089993+0.0030959i,-0.00087507+0.0028428i,-0.00028305+0.0017231i,0.00036196+0.001045i,7.8111e-05+0.0015499i,-0.00074928+0.00095773i,-0.00043682+0.00011205i,0.00033612-0.00044769i,0.00061818-0.00072087i,0.00084499-0.00048895i,0.00084495-0.00053604i,0.0003311-0.00069833i,0.00013912-0.00054604i,0.00052082-0.00071492i,0.00048287-0.0012513i,0.00016489-0.00071411i,1.1003e-05+0.00010379i,0.00033944+0.00063935i,0.000822+0.00053438i,0.000254+0.00056942i,-0.00085645+0.00054529i,-0.00032442+7.2043e-05i
-0.0024509+0.0012805i,-0.0012328+0.0012373i,-0.00053265+0.0011119i,-0.00027062+4.1657e-05i,0.00017262-0.0012917i,-8.2332e-05-0.001016i,1.7166e-05+0.0001823i,-0.00063467+0.00026174i,-0.0012173-0.00058859i,-0.00056119-0.00068851i,5.1863e-05-3.9551e-05i,0.00051924+0.00029189i,0.0011442-0.0001881i,0.00056467-5.7796e-05i,-0.00037324+0.00012299i,-0.00022294+2.3608e-05i,0.00012289-7.8717e-05i,0.00069126+0.00027697i,0.00086575+0.00033729i,-1.7683e-05-5.1032e-05i,-0.00021343-0.00012449i,-0.00021244-0.00055666i,-0.00028791-0.00069051i
-0.001137+0.0012989i,-0.00096944-0.00050122i,-0.0011596-0.0009956i,-0.0011921+0.00021933i,-0.00082148+0.00087074i,-0.00058825+0.0011408i,-0.00037734+0.00087388i,-0.00043534+0.00050192i,-0.00062549+0.00031917i,5.1119e-06-0.00042335i,0.00055607-0.00057523i,0.00025564-0.00035291i,0.00029351-0.00039101i,0.0007098-5.0986e-06i,0.0005897+0.0002716i,-8.5092e-05+0.00043098i,-6.4224e-05+0.0010391i,0.00063927+0.00097285i,0.00059078-0.0001587i,-0.00018859-0.0011419i,-0.00059234-0.00069288i,-9.5168e-05+0.00026649i,0.0003556+0.00080024i
0.00041517+0.00020783i,0.00025734-0.00088558i,-0.0005318-0.00093984i,-0.00043185-0.00073236i,-0.00025197-0.00018382i,-0.00052474+0.00062666i,-0.00013315+0.0012387i,0.00035121+0.0011662i,0.00030499+0.00063395i,8.3402e-05+0.00030738i,-0.00094586-0.00030994i,-0.0014187-0.0005528i,-0.00053942+0.00018535i,0.00056107+0.0012085i,0.000522+0.0014871i,0.0003407+0.001397i,0.00027478+0.00062033i,-0.00010649-0.00034249i,0.0002122-0.00020741i,0.0008154+0.00066171i,0.00068255+0.00054482i,0.0003617-0.00018051i,-0.0001966+5.4514e-05i
-0.00045663-0.00044775i,-0.00019588-0.00026467i,-0.00029486-0.00069699i,-0.00044115-0.00060087i,-0.00087952+0.00062957i,-0.00067961+0.0011735i,0.00037124+0.00070626i,0.00025091+0.00049635i,-0.00048108+0.00055238i,-1.7177e-05+0.00054577i,0.00073406+0.00037856i,0.00096945-1.7888e-06i,0.00027259-0.00034184i,-0.00021508-0.00076868i,-0.0003059-0.00048725i,0.00014074+0.00016607i,0.0005421+0.00077607i,-5.2334e-05+0.00082824i,-0.00045809+0.00050711i,-0.00056345+0.0007539i,-0.0010683-2.9277e-05i,-0.00072851-0.0013824i,0.00040047-0.0015335i
0.0015845+0.0027534i,0.00094356+0.0029317i,0.00095328+0.0016986i,0.0012842+0.00045135i,0.0011188+5.854e-06i,0.0001285+0.00094727i,-0.00073747+0.0011685i,-0.00052384-7.5116e-05i,9.5336e-05-0.00036735i,-0.00050799+5.4927e-05i,-0.00090166+6.8135e-05i,-0.0011011+0.00046193i,-0.00071716+0.00076645i,-0.00034447+0.0002176i,-0.00090627-0.00080703i,-0.0011463-0.00083036i,-0.00066994+5.663e-05i,4.6264e-05+0.00055527i,-9.8265e-05+0.00085158i,-0.00030506+0.00050401i,4.4647e-05-7.3538e-05i,0.00053023-0.00075756i,0.00012523-0.001177i
0.0029536+0.0015801i,0.00184+0.0016321i,0.0012173-0.00066429i,0.00057005-0.0021185i,-0.00045729-0.0009313i,-0.00084979+0.00069757i,-0.00061236+0.0012242i,-0.00044641+0.00073389i,2.2732e-05-0.00049917i,0.00013152-0.0006732i,-0.00035122+0.00023715i,-0.0007831+0.0010561i,-0.0016458+0.0011651i,-0.0018986+0.00068934i,-0.0009135+0.00047241i,-0.00030522+0.00060176i,-0.0002557+0.0006375i,-0.0001589+6.6197e-05i,0.00010401-0.00016891i,-0.00033236+0.00039695i,-0.0007339+0.00066295i,2.7606e-05+1.4914e-05i,-0.00025959-0.00027157i
-3.8864e-05+0.00091457i,6.2804e-05+0.00061262i,0.00046029+0.00027278i,-0.00036156-0.00012728i,-0.00083254-0.00012317i,-0.00051141+0.00094058i,-7.6438e-05+0.0011195i,1.7177e-05+0.00052272i,0.00026134+0.00013445i,0.00078651-6.9466e-05i,0.00037092-3.4678e-05i,-0.00027212+0.00026203i,-0.00028411+0.00079829i,0.0004807+0.0004554i,0.00088972-0.00031981i,0.0010466-0.00029343i,0.00053152+0.00061023i,-0.00053697+0.00095978i,-0.00043536+0.00077683i,-0.00077633+0.00039322i,-0.0012985-0.00022309i,-0.00072472-0.00030925i,-0.0010473+5.8097e-06i
-0.00066318+0.0013921i,-0.00021176+0.0014323i,0.0013823+0.0015305i,0.0019434+0.0011235i,0.0019668+0.00080015i,0.00076403+0.0011906i,-8.5758e-05+0.001062i,0.0001584+0.00029667i,0.00020122-5.7402e-05i,0.00027059-0.00019152i,0.00029999+9.0705e-05i,0.0002148+0.00028017i,1.8904e-05+0.00026291i,0.00077688+0.00031575i,0.00094104+8.1925e-05i,0.00026256+0.00016967i,-1.012e-05+8.9621e-05i,7.5638e-05-0.00055632i,0.00023783-0.00036504i,8.5243e-05-0.00015835i,-4.5235e-05-0.00046826i,0.00017929-0.00017692i,-0.00040487+0.00014836i
0.00023835+0.0014573i,8.7796e-05+0.00095406i,-0.000291+0.0015104i,-0.00028972+0.00073818i,-0.00025336-0.00013729i,-0.00035874+4.5985e-05i,-0.00041528+0.00023822i,-0.0004114-0.00013404i,-0.00014481-0.00055736i,-0.00057526-0.00077334i,-0.0011361-0.00094043i,-0.00064763-0.00064644i,-0.00083655-0.00025653i,-0.00089519-0.00045742i,-0.00068755-0.00042686i,-0.00063785-0.000194i,-3.1054e-05-0.00010711i,0.00027914-0.00011923i,0.00015722+0.00017594i,-0.00034028+0.00020684i,-0.00046863+0.00029449i,-0.00043202+0.0007255i,-0.00033662+0.00091873i
-0.0027819-0.0016823i,-0.0031495-0.0018403i,-0.0034077-0.0008823i,-0.0026191+0.00051958i,-0.0014362+0.0014326i,-9.7027e-05+0.0022565i,0.00031469+0.0020158i,0.00083044+0.00060366i,0.00073102-0.00033246i,-0.00061403-0.00025645i,-0.0010045-7.0241e-05i,-0.00085482-0.00014316i,6.4424e-05-0.00018857i,0.0011231-0.00012572i,0.00070745+0.00010881i,0.00063327-0.00024669i,0.00073534-0.0010536i,0.00014839-0.00056139i,-0.00059172+0.00032359i,-0.00063905+0.00065072i,-0.00032092+0.0004034i,0.00028831-6.4242e-05i,0.00024023+5.9987e-05i
-0.0012511-0.00077303i,-0.0015599-0.001348i,-0.00079074-0.0011531i,-0.00062391-0.00054763i,-0.0010474-0.00032661i,-7.7402e-05-0.00020136i,0.00076935+0.00073426i,4.9087e-05+0.0011033i,-0.0008742+0.00060017i,-0.00053597+0.00035331i,0.00032384+0.00027587i,0.00028505+0.00031425i,0.00018957-0.00012165i,0.0013106-0.00056744i,0.0019711+0.00011335i,0.0010937+0.00072232i,0.00037187-9.9671e-05i,0.00081847-0.00018224i,0.0009729+0.00053217i,4.081e-05+0.00052573i,-0.00067871+0.00036032i,-0.00095383-5.7177e-05i,-0.0011308+9.7608e-05i
-8.2292e-05-0.0012679i,0.00045808-0.00082704i,0.00055197-0.0002715i,-0.00055204+0.00062428i,-0.0004184+0.00080004i,0.0012194+0.0010638i,0.00099106+0.00088863i,0.00042967+7.0041e-06i,-0.0002041-0.00030112i,-0.0011343-0.00049111i,-0.00048319-0.00049993i,-0.00032676-0.00046524i,-0.00039105-0.00069352i,0.00044957-0.00023653i,0.00053642+0.00028677i,-0.00017467-0.00023469i,0.00012462-0.00035555i,0.00040578+0.00018823i,7.9181e-05+0.00038109i,-0.00018751+0.00028292i,-6.737e-05-0.00041438i,0.00026518-0.00092408i,-0.00031043-0.00030968i
0.0010611+0.00044747i,0.0014882+0.0015817i,0.0012719+0.001437i,0.00093781+0.00033432i,0.00075869-4.869e-05i,-7.0579e-05+0.00046576i,-0.001393+0.0009334i,-0.0011705+0.00088837i,-0.00045355-0.00014956i,0.0002143-0.0012787i,0.00078505-0.0008373i,0.00074729-3.489e-05i,0.00040084+0.00080965i,-0.00037087+0.00042402i,-0.00027559-0.00030487i,0.00065827+4.5195e-06i,0.0012907+0.00034843i,0.00082781+0.00052814i,9.9563e-05+0.00045616i,-0.00040153+0.00048528i,-0.00052984+0.00015179i,-1.3739e-05-0.00019326i,0.00033713-0.00017575i
0.0027055+0.001361i,0.0025005+0.0017299i,0.0012575+0.00032362i,0.00069805-0.00059624i,-5.1676e-06-0.00023333i,-0.00083776+0.0012613i,0.00016472+0.0022964i,0.0009653+0.0016682i,-0.00012366+0.00036001i,-0.00092999-0.00050592i,-0.00076443-0.000327i,-0.00079097-0.00013286i,-0.00034949+0.00022062i,0.00029266+0.0005973i,0.00028754+0.00060938i,7.3745e-05+0.00086181i,-6.4391e-05+0.0012349i,0.0003554+0.0013771i,0.00070588+0.00075223i,0.00026598+2.1174e-05i,-8.269e-05+0.00016522i,-0.00034063+0.00063922i,-0.0010966+0.00014622i
-0.0011505+0.00046872i,-0.00074372+5.8448e-05i,-0.00089416+0.00099015i,-0.0013594+0.0013493i,-0.0020392-4.4367e-05i,-0.0019587-0.00064992i,-0.00075747+0.00019881i,-0.00016592+0.0012082i,-0.00017425+0.0014936i,-0.00068747+0.0010205i,-0.00095356+0.00018345i,-0.00044968-0.00052052i,-0.00012285+0.00014405i,-9.7042e-05+0.0004033i,-0.00014696+0.00011736i,-0.00014763+0.0008899i,-9.1985e-05+0.00075186i,0.00084431+0.00011233i,0.00086719+0.00024123i,0.00075983+4.7205e-05i,0.0004886+0.00038546i,-0.00019964+0.00062023i,-4.4784e-06+0.00018445i
0.00091345+0.00021446i,0.00099005-0.00013952i,0.0013479-0.0007365i,0.00026013-0.0010132i,-0.00046682+0.00016156i,-0.00059414+0.0027048i,0.00012528+0.0031216i,0.000422+0.0015973i,-0.00034613+0.00061072i,-0.00067461+0.00034935i,-0.00017157-4.3696e-05i,0.00054363-0.00013109i,0.00053526-0.00014629i,0.00016817+0.00025577i,-4.8976e-05+0.00085871i,-0.00081736+0.0010732i,-7.0021e-05+0.00070904i,0.0011406-7.1467e-05i,0.0013442-0.00016565i,0.00061778+7.41e-05i,-0.00020406-0.00032618i,0.0002098-0.0003934i,0.00018003-0.00032041i
-0.0012218+0.0022016i,-0.00053622+0.0022709i,0.00080224+0.0019129i,0.0011316+0.0019345i,0.0014072+0.00058717i,0.00096963-0.00066811i,7.142e-06-0.00069819i,-0.00049228-0.00086743i,-0.0010349-0.00033111i,-0.00068845+0.0005971i,0.0005249+0.00068532i,0.00041521+0.00031214i,0.00018687+0.00010949i,0.00044656-0.00048886i,0.00013846-0.00050612i,9.9615e-06+0.00011958i,0.00012512+0.00057052i,3.4281e-05+0.00064567i,-0.00038035+0.00015338i,-0.00018809+9.1972e-05i,0.00066464+0.00058096i,0.0011786+0.00045739i,0.00063987-6.5429e-05i
-0.0019041-0.00056653i,-0.0017658+0.00067462i,-0.0025901+0.0013014i,-0.0029417+0.0011083i,-0.0017096+0.0025895i,-0.00049518+0.0031928i,-0.00012474+0.0021046i,-0.00013703+0.00079953i,2.4571e-05+0.00024976i,0.00016484+0.00028158i,0.00025774+0.00021822i,0.00073786-0.00012359i,0.00099342-0.00038535i,0.0010602-0.00064799i,0.0009009+0.0004724i,0.0008565+0.0013002i,0.0003008+0.00082026i,-8.4333e-06+0.00011286i,1.3576e-05+0.00049335i,-0.00018472+0.00023446i,0.00024902-0.00023615i,0.00045213+0.00017541i,-1.0958e-05+0.00024485i
0.00047074+0.0022471i,0.00101+0.0018713i,0.0013999+0.0010461i,0.0021183+6.0096e-06i,0.0016085-0.00056654i,0.00018598-0.00048057i,-0.00020772+0.00043377i,-0.00049864+0.00060395i,-0.00049094+1.4194e-05i,-6.9472e-05+0.00019988i,-0.00031106+0.00022943i,-0.00030746-8.6201e-05i,-0.00058234-0.00023235i,-0.00062888-0.00023716i,-0.00018741-0.00052946i,-0.00038246-0.00010735i,-0.00031874+5.7418e-05i,-0.00045425-0.00029071i,-0.00079847-0.00017817i,-0.0004833-0.00069321i,-0.00052784-0.00076807i,-0.00087487-0.000182i,0.00023191+0.000354i
0.0032441-7.1959e-05i,0.0023641-0.0003229i,0.0010861-0.00099728i,-0.00050963-0.00021469i,-0.0014107+0.00022357i,-0.0012555+0.00034419i,-0.00062409+0.0014658i,0.00029949+0.0010269i,0.00028228-0.00040036i,-0.0005309+0.0002255i,-0.00039304+0.00094681i,-0.00010569+0.00065633i,4.3539e-05+0.00040528i,0.00033338+0.00073184i,6.7297e-05+0.0013531i,-0.00055509+0.001127i,-0.00018653-0.00010022i,0.00022629-0.00067811i,0.00032321-0.00062107i,0.00038437-0.0003468i,-9.5834e-05-0.0001415i,-0.00042694-0.00057888i,-0.00018899-0.00067255i
0.00019649-0.0012761i,-0.00017789-0.00083004i,-0.0013736-0.0013756i,-0.0019107-0.00099577i,-0.0013898+0.00031653i,-0.00011288+0.0011169i,0.00034109+0.001472i,-0.00017881+0.00053568i,-0.00042605-0.00011627i,-0.0003073+0.00079898i,-0.00045279+0.0006674i,-1.633e-05-8.0705e-05i,8.8337e-05-0.0003067i,0.00010208-0.0001523i,0.0004328+0.00014066i,0.00082677-2.6777e-05i,0.00033123-0.00020743i,-0.00045062-0.00014649i,-0.00045583+0.00023174i,-0.0005479+0.00046058i,-0.00046228+0.00011952i,-0.00014943-0.00029966i,-0.00028998-0.00061311i
