-0.002129+7.7033e-05i,-0.001919+0.00064552i,-0.002364+0.0012186i,-0.0027081+0.00098891i,-0.0025114+0.0010464i,-0.0016484+0.0013616i,-0.00090703+0.0005675i,-0.00023353+0.00028249i,0.00031518+0.00013441i,0.00033055-0.00049436i,0.00051629-0.00065196i,0.0003117-0.00036698i,0.00028054-0.0002231i,0.00030738-0.00057057i,4.1089e-05-0.00023882i,0.00024002+0.00024584i,0.00033858-1.1661e-05i,-0.00039016+4.1168e-05i,-0.00074783-0.00068938i,-0.00015299-0.00098305i,-2.0186e-05-0.00078701i,-9.0089e-05-0.0013662i,-3.4835e-06-0.0011259i
0.0010322-0.00033349i,0.00041103-0.001211i,0.0011961-0.0020732i,0.003965-0.0018932i,0.0067512-0.0017486i,0.0072938-0.0013891i,0.0047776-0.0017274i,0.00051867-0.0033533i,-0.002291-0.0047995i,-0.0025125-0.004246i,-0.0019597-0.0017141i,-0.0015112-7.6818e-05i,-0.0013532+0.0011127i,-0.0013384+0.0030033i,-0.0012152+0.0042853i,-0.001074+0.0031526i,-0.0020439+0.001937i,-0.0037114+0.0013926i,-0.0042313+0.0011628i,-0.0028212+0.0012618i,-0.00085931+0.00037119i,-0.00034867-0.00034642i,-0.00045708+8.1976e-05i
2.282e-06+0.0020837i,0.0014607+0.0024228i,0.00237+0.002485i,0.0034303-0.0010305i,0.0043613-0.0054342i,0.0039591-0.0070385i,0.00083913-0.0058773i,-0.0026298-0.0041811i,-0.0029968-0.0018795i,-0.0012365+0.00026747i,0.0004936+0.00038543i,0.00082352-0.0018527i,-0.00055726-0.0030111i,-0.0017069-0.0023231i,-0.0014527-0.00074116i,-0.00029707+0.00045316i,0.0011239+0.0014282i,0.0015607+0.002537i,0.0018322+0.0033233i,0.0013269+0.0026096i,6.981e-06+0.0011639i,-0.0010305+2.902e-05i,-0.00094294-0.00059831i
-0.0021884-0.0012709i,-0.0036644-0.0004795i,-0.0038856-0.00084072i,-0.0032007-0.0030067i,-0.0035679-0.0054785i,-0.0042996-0.0068909i,-0.0037207-0.0051976i,-0.0039539-0.0019437i,-0.0047322+0.0013519i,-0.0024857+0.0034752i,0.0015411+0.0022627i,0.0036696-0.0008753i,0.0034976-0.0029681i,0.0021796-0.0029881i,0.0021725-0.0019023i,0.0016231+0.00010044i,-0.00073784+0.0015034i,-0.0021156+0.001689i,-0.0013364+0.00099853i,-0.00050734-5.0029e-05i,-0.00042622+0.00013173i,-0.0009204+0.00041207i,-0.0012783+9.1272e-05i
0.00041698-0.0017715i,-0.00057999-0.0020721i,-0.0021136-0.0020939i,-0.0046179-0.0027104i,-0.0085049-0.0035525i,-0.010136-0.0024867i,-0.0079296-0.00034031i,-0.0044477+0.0009082i,-0.0024941+0.0019435i,-0.00095135+0.0021428i,0.00082709+0.001801i,0.0018412+0.0010259i,0.0021436-0.00012524i,0.0017166-0.00076163i,0.0021651-0.0012719i,0.0026633-0.0012512i,0.0022372+0.00061153i,0.0021932+0.003082i,0.001791+0.003289i,0.00049659+0.0013311i,0.00020562+0.000357i,0.00035128+0.0004464i,0.00039606+5.3589e-05i
-0.00078353-0.00044706i,-0.00042752+0.00021732i,-0.0024612+0.0010778i,-0.0044651+0.002587i,-0.0063145+0.0048055i,-0.0068003+0.0053435i,-0.0046074+0.0045679i,-0.0025809+0.0037424i,-0.00076988+0.001525i,-2.2703e-05+5.1871e-06i,-0.0015253+0.00052189i,-0.0022284+0.0014055i,-0.0013021+0.0012205i,-0.00021624+0.00046848i,0.0011286-0.00044868i,0.0022119-0.0013865i,0.0020085-0.0016712i,0.0017748-0.002155i,0.0017252-0.0020719i,0.0011359-0.00091988i,0.00063325+0.00031501i,0.00027338+0.00096443i,0.00010038+0.00041924i
-0.0014139-0.0020694i,-0.0030477-0.0007726i,-0.0034514-0.0015952i,-0.0023452-0.00039153i,-0.0030373+0.0031658i,-0.0030277+0.0054233i,-0.0010037+0.0041586i,0.0010757+0.0012427i,0.0021114-0.0012416i,0.00011781-0.0032874i,-0.0027252-0.0044465i,-0.0035094-0.0038867i,-0.0028057-0.0021839i,-0.0017762-0.00064819i,-0.00088423+3.5287e-05i,-0.00019386-0.00097868i,0.00060177-0.0022077i,0.00039147-0.0028111i,-0.00077977-0.002434i,-0.00083684-0.0011091i,0.00046932-1.5351e-05i,0.0010838+0.0004624i,5.7919e-05+0.0014065i
0.0013896-0.0036136i,0.00073222-0.0049306i,0.00037395-0.0043773i,-0.00068313-0.0006154i,-0.00046347+0.0032897i,0.0020129+0.0049782i,0.0038134+0.0028128i,0.0032584-0.0011115i,0.0018673-0.0038442i,0.00012675-0.0054089i,-0.00056839-0.0048506i,-0.00063377-0.0038568i,-0.001527-0.0033888i,-0.0025888-0.0023944i,-0.0025441-0.0012362i,-0.0021902-0.00069669i,-0.0013698-0.00037852i,-0.00098997+0.00041484i,-0.0014378+0.0011062i,-0.00043301+0.0015006i,0.00048394+0.0012735i,9.2023e-05+0.00055025i,-0.00079084+0.00091656i
9.702e-06-0.00016572i,0.00022396+0.0012934i,0.00173+0.0012731i,0.0041215-4.6577e-05i,0.0053981-0.0017185i,0.0059703-0.0025761i,0.0042657-0.0032885i,0.0011056-0.0043526i,-0.0016389-0.0043041i,-0.0017364-0.0029472i,0.00022142-0.00088383i,0.0019759+0.0011394i,0.0017596+0.0016132i,0.0003429+0.0012641i,-0.00052108+0.00079687i,-0.001181-0.00057975i,-0.0016842-0.0021163i,-0.001346-0.0028332i,-0.00060727-0.0018982i,-0.00081203-0.0001176i,-0.00090858+0.00059554i,-0.00094472+0.00018293i,-0.00083762+8.7343e-05i
0.00060522+0.00063323i,-0.00027571+1.7124e-05i,-0.00037093-0.00031766i,0.00068799-0.00082015i,0.0011282-0.003105i,0.0018392-0.0055737i,0.00071406-0.005098i,-0.002246-0.0035743i,-0.004391-0.0019236i,-0.0042071+0.0010967i,-0.0021949+0.002834i,-0.00084494+0.0021156i,-0.00042119+0.0018676i,-9.7884e-06+0.0013147i,0.00016369+0.00032611i,-0.00050419-0.00014307i,-0.0014298-0.00059737i,-0.0027331-0.00044661i,-0.0027538+0.00017594i,-0.0021483+0.00042454i,-0.0014004-0.00037185i,-0.00025741-0.00040035i,0.00055707-7.8172e-05i
-0.00027092+0.0004407i,-0.00034111-0.0013363i,-0.00054663-0.0023917i,-0.0010256-0.0038038i,-0.0024998-0.0059434i,-0.004341-0.0062677i,-0.0048438-0.0039493i,-0.0044755-0.00085326i,-0.004768+0.00065604i,-0.0041448+0.00092349i,-0.00277+0.00019411i,-0.0021626-0.00070619i,-0.0018114-0.00019295i,-0.0011013+0.00047249i,-0.00046813+0.00070678i,-0.00043496+0.0012185i,-0.00013051+0.0013346i,0.00059993+0.0017173i,0.00079223+0.001941i,0.001101+0.00095828i,0.00080288+0.00044216i,3.961e-05+0.0005386i,0.00034857-8.9272e-05i
0.001784-0.0043378i,0.00074152-0.0026669i,-0.00033009-0.0045455i,-0.0032087-0.0056152i,-0.0073608-0.0040757i,-0.0083189-0.001114i,-0.0057671+0.000973i,-0.0032484+0.0026135i,-0.0018322+0.0023288i,-0.0014785-0.00082515i,-0.0010789-0.0025796i,-0.00074388-0.0026017i,-0.0014376-0.0022624i,-0.0018347-0.0012302i,-0.00030327+0.0008622i,0.0014684+0.0019089i,0.001517+0.0012104i,0.0015439+0.0009317i,0.00083329+0.00024254i,0.0001873-9.0537e-05i,0.00026602+0.00065723i,-0.00032909+0.0015267i,-0.00050369+0.001736i
-0.00094014-0.0022703i,-0.00091271-0.0024785i,-0.0011601-0.0013537i,-0.002039-4.5003e-06i,-0.0036813+0.0008052i,-0.0042008+0.0022392i,-0.0034319+0.003468i,-0.0015985+0.0027447i,0.00058765+0.00017016i,0.002557-0.0016845i,0.002762-0.0021748i,0.0017707-0.0023163i,0.0013609-0.0021861i,0.00076333-0.0018529i,-0.00033466-0.0013509i,0.00025485-0.00044148i,0.0013609+0.00029836i,0.0010004+0.00083853i,-0.0007015+0.0014712i,-0.0011346+0.0011551i,8.7737e-05+0.0011249i,0.00061705+0.0011767i,0.00035064+0.00068824i
-6.7329e-05+0.0013335i,0.00050216+0.0017623i,0.0018874+0.0036835i,0.0016077+0.0053047i,0.00054463+0.0059843i,0.00057901+0.0052669i,0.0013119+0.0027525i,0.0020603-0.00025774i,0.0029364-0.0020501i,0.0036327-0.0012767i,0.0031073-0.00019628i,0.0028024+0.00044312i,0.0024632+0.00019904i,0.0014906-0.00096139i,0.00047436-0.0018788i,0.00035904-0.0028165i,0.001114-0.0025573i,0.0014903-0.0014345i,0.0010609-0.00032102i,0.0003659+0.00079722i,-9.2415e-05+0.00054856i,-0.0008651-0.0010324i,-0.00080589-0.0018085i
-0.00033508-0.00079689i,-0.0015188-0.00044113i,-0.0019012+0.00097462i,-0.00065024+0.0015998i,0.0018935+0.0012251i,0.0035991+0.0016215i,0.002978+0.00041439i,0.0016671-0.0023335i,-7.8523e-05-0.0034647i,-0.0018251-0.0018474i,-0.0023649-0.00059256i,-0.0019106-0.00020915i,-0.0015263-0.00029461i,-0.00065859-0.00060217i,0.000427-0.00026539i,0.0012283-0.00082073i,0.0011012-0.0014345i,0.00031278-0.0018887i,-0.00022092-0.0014297i,-0.00034131-0.00045959i,-0.00018275+0.00030139i,0.0001466+0.0011698i,0.0007255+0.0012277i
-0.00079328-0.00143i,-0.00021547-0.0014426i,-8.6111e-05-0.0016252i,0.0012813-0.00090976i,0.0028263+0.00061755i,0.0032729-0.00023169i,0.0015503-0.0024933i,-0.0012833-0.0045883i,-0.0035493-0.0046099i,-0.0044068-0.0033752i,-0.004007-0.0026657i,-0.0025895-0.0031795i,-0.0016727-0.0029815i,-0.0011702-0.0011804i,-0.00052609+0.00034865i,-0.00033814+0.00034851i,-0.00072088-0.00096955i,-0.0010086-0.0011239i,-0.00060888-0.00024878i,-0.00028988+0.00019163i,0.00040561+0.0006449i,0.00034399+0.00043361i,0.00021967+0.000608i
0.00018-9.7192e-05i,0.00013387+0.00076632i,-0.00092953+0.0012109i,0.00042677-0.00051593i,0.0020759-0.0026802i,0.001097-0.0037217i,-0.0021339-0.0037258i,-0.0046195-0.0030955i,-0.0052164-0.0031038i,-0.0038759-0.0032342i,-0.0015065-0.002734i,-0.00022437-0.0026324i,3.2418e-05-0.0021194i,-0.0010007-0.00046298i,-0.0018692+0.00053112i,-0.0023505+0.00045074i,-0.0021184-0.00031968i,-0.0015107-0.00060877i,-0.0006841+8.2403e-05i,0.00043712+0.00072607i,0.001135+0.00032521i,0.00083776+0.00041485i,-0.0005589+0.0012462i
0.00013767-0.00095786i,-6.4529e-05-0.0010066i,6.1563e-05-0.0016898i,-0.00045132-0.0030302i,-0.0021343-0.0041798i,-0.0026719-0.0039785i,-0.0031905-0.0024571i,-0.0045446-0.0018807i,-0.0037419-0.0011698i,-0.0015669+0.00072342i,0.00040466+0.0013122i,0.0017548+0.00074508i,0.0011522+1.3671e-05i,-0.00035329+3.7914e-06i,-0.00062344+0.00069534i,-0.00080001+0.0010258i,-0.0015642+0.00061967i,-0.0014468+0.00045053i,-0.001182+0.00050824i,-0.0013553+0.0001119i,-0.0011335-0.00018288i,-0.0017347-0.00013757i,-0.0018524-0.00010119i
0.0019339-0.0031128i,0.0010697-0.0034939i,-0.0003036-0.0046561i,-0.0027943-0.0044162i,-0.0054759-0.0032828i,-0.0060828-0.0015305i,-0.0038404+0.0012895i,-0.0014128+0.0028383i,-0.00077077+0.0028519i,7.9104e-05+0.0023316i,0.0008054+0.0015259i,0.00098991+0.001304i,0.0012561+0.0006037i,0.0013551+0.0001397i,0.00094838+0.00032225i,3.011e-05+0.00040199i,-0.00038865+0.00058688i,0.00021602+0.00092187i,-7.6284e-05+0.0006271i,-0.00061802+0.00037909i,-0.00073196-0.00015866i,-0.00012563-0.00021126i,0.00011979+0.00042179i
-0.00024694+0.0022664i,-0.00047951+0.0018744i,-0.0006794+0.0015019i,-0.0016835+0.0013697i,-0.0027491+0.0022611i,-0.0032317+0.0027706i,-0.0022637+0.0029768i,0.00035919+0.0028548i,0.0019487+0.002279i,0.00083383+0.0011915i,-0.00042524+0.00030108i,-0.00033353+0.00027842i,0.0006063+0.00016319i,0.0012436+0.00020862i,0.0018772+0.00069004i,0.0018432+0.0016967i,0.00089083+0.0025908i,0.00073997+0.0016463i,0.0007302+0.00017695i,0.00034732-0.00079181i,-7.7728e-05-0.00039774i,-0.00033192+0.00077434i,-0.00017726+0.0001486i
-0.00029916-0.00081564i,-0.0013275-0.00071699i,-0.0027441+0.00023929i,-0.0036507+0.0020557i,-0.0032864+0.0028687i,-0.0020899+0.0025854i,-0.00049809+0.0011111i,0.00093259-0.00033077i,0.00091227-0.0019042i,0.00033788-0.0029382i,-0.00010115-0.0027887i,0.00021129-0.0032672i,0.00022623-0.0028771i,-0.00024431-0.0010211i,0.00029334-0.00023915i,0.0014127-0.00026737i,0.0015625-2.4645e-05i,0.00079223-0.00044132i,0.00067024-0.000851i,0.00025704+0.00039398i,-0.00056156+0.0013507i,-0.00038994+0.00072354i,-0.00070305+0.00072977i
-0.00051122+0.0002761i,-9.1989e-05+0.00051161i,0.00036629+0.0024363i,0.0015229+0.003169i,0.0029349+0.0027786i,0.0026462+0.0016141i,0.0018482-0.00077816i,0.001117-0.0038235i,-0.00029288-0.0049865i,-0.00059014-0.0035861i,3.6189e-05-0.0024644i,-7.342e-05-0.0031035i,0.00021935-0.0035453i,0.00047049-0.0026673i,0.00048433-0.0015186i,0.00078195-0.0013327i,0.00058187-0.00091585i,0.00046128+6.6537e-05i,0.00020107+0.0010332i,-0.00034774+0.0017238i,-0.00082215+0.0011126i,-8.1652e-05+0.00024519i,-0.00019697+8.3946e-05i
0.00030899+0.0013406i,-0.00095327+0.0017471i,-0.0013075+0.002247i,-0.00030891+0.0016909i,0.0011729-0.00058071i,0.0019164-0.0026865i,0.00025723-0.0032023i,-0.0017396-0.0041414i,-0.0026101-0.004706i,-0.0022655-0.0030365i,-0.00054717-0.0018608i,0.0013043-0.002349i,0.0012238-0.0024638i,0.00038039-0.0018992i,-0.00015564-0.0018022i,-9.0868e-05-0.0021146i,0.00066181-0.0018662i,0.000883-0.00081165i,0.00049671+0.00013004i,0.00021462+0.00065485i,-0.00031523+0.0014474i,-0.0003288+0.001235i,-0.00045025+0.00057402i
0.00036902-0.0013835i,-0.00020123-0.0026093i,-4.4763e-05-0.003322i,-0.00043849-0.0034544i,-0.00074362-0.0027405i,-0.0013621-0.0017399i,-0.0023012-0.0012292i,-0.0036827-0.0014849i,-0.0043978-0.00099499i,-0.0034181-0.00030465i,-0.0015101-7.7307e-05i,-0.0013752+0.00061865i,-0.0018038+0.00073179i,-0.0014573-9.9365e-05i,-0.0011459-0.0013164i,-9.0256e-05-0.0020404i,0.00046385-0.0021928i,0.00029374-0.00094679i,9.534e-05+0.00028847i,0.00013797+1.9029e-05i,0.00025061-0.0002219i,-0.0004029+0.00063339i,-0.00067361+0.0018356i
0.00063964+0.001709i,0.0021151+0.00063945i,0.0024816-8.1008e-05i,0.00091921-0.0010133i,-0.0010627-0.0033805i,-0.0018746-0.0040106i,-0.0025311-0.0013767i,-0.0041855+0.00072119i,-0.0049306+0.0012004i,-0.0032203+0.0018039i,-0.0011664+0.0019094i,-0.00069865+0.0018506i,-0.0015664+0.001388i,-0.0014011+0.00068046i,-0.00090876+0.00028174i,-0.00057172+0.00021646i,-0.00077247+0.0010547i,-0.00076991+0.0010575i,0.00011193+0.00017476i,0.00017711-0.00015585i,4.3416e-05-0.00013702i,0.00025264+3.5777e-05i,0.0001446+0.00089649i
0.0015652+0.00016328i,0.00055793-0.0002119i,0.00024954-0.00072617i,-0.00068392-0.0010867i,-0.0018144-0.0010818i,-0.0026147-0.00096453i,-0.0023864+0.00049603i,-0.0017783+0.0022265i,-0.0011029+0.0027956i,-0.00088108+0.0011247i,-0.00031766-0.00079671i,0.00014736-0.00098166i,-0.00031474-0.0010901i,-0.0005498+0.00013895i,-0.0010217+0.0010529i,-0.0015704+0.00067586i,-0.0019237+0.00098787i,-0.0015122+0.0014949i,-0.00044061+0.00094604i,-0.00033639-0.00028738i,-0.00037759-0.00074502i,-0.00027482-0.0005913i,-0.00029155-0.00048267i
0.0016305+9.4798e-05i,0.0012463-0.0013725i,0.0014807-0.002285i,0.0013032-0.00090284i,-0.0012346+0.00051306i,-0.0035606+0.00063467i,-0.0016738+0.00085267i,0.0010551+0.00096944i,0.0020721+0.00023639i,0.0016497-0.00013017i,0.0010542-0.00022847i,0.0013646-0.0013813i,0.0012764-0.0022185i,0.00054874-0.00079056i,9.3534e-06+0.00076869i,1.6227e-05+0.000493i,-0.00026224-0.00027019i,-0.00061237-0.00063694i,-0.00061646-0.00077277i,-0.00052884-0.00021114i,1.0909e-05+0.00019525i,0.00066329-0.00042366i,0.00048925-4.389e-05i
-0.00047003-0.0027792i,-0.001103-0.0003444i,-0.0016204+0.00065965i,-0.0016584+0.0016455i,-0.0017672+0.0031904i,-0.00043021+0.0031762i,0.001606+0.00031492i,0.0016001-0.0022664i,0.00080124-0.0029365i,0.0009033-0.0020808i,0.0016659-0.0010768i,0.0020704-0.00079275i,0.0019193-0.0011757i,0.0014-0.0013231i,0.00049306-0.00041648i,0.00012092-3.2215e-05i,4.1996e-05-0.00027712i,4.1163e-05+0.00032518i,0.00026038+0.0012105i,0.00069839+0.00087722i,0.00082321+0.00022464i,-5.6101e-05-0.0005188i,-0.00017759-0.00058502i
-0.0011204-0.0025538i,-0.0021971-0.0016346i,-0.0027305-0.00087012i,-0.00075661-0.00053164i,0.00044091+9.8089e-05i,0.00070654+0.00057929i,0.00090333-0.001326i,1.1179e-05-0.0038388i,-0.001122-0.0047703i,-0.001249-0.0034415i,-0.00032015-0.0017938i,0.0012184-0.001202i,0.0013664-0.00071442i,0.0008325-0.00012297i,0.00067023+0.00054965i,0.00052587+0.00049595i,0.00083266+0.00063519i,0.0010687+0.00076894i,0.00038231+0.00091895i,-0.00064669+0.00052278i,-0.00038212-0.00012022i,0.00080917-0.00020023i,0.001148+0.00032252i
0.00063776-0.0011275i,0.00058608-0.0010668i,0.00073166-0.0016403i,0.0010131-0.0024709i,0.00079272-0.00254i,0.00016051-0.0023132i,-0.0011106-0.0018585i,-0.0024075-0.0022525i,-0.0033465-0.0030606i,-0.0032897-0.0025068i,-0.0028675-0.0010913i,-0.0020836-0.00071192i,-0.0016579-0.0013765i,-0.0010344-0.0016738i,-0.00070126-0.001739i,-0.00028947-0.00078634i,0.00042388+0.00015062i,0.00036938+0.00015464i,-0.00021802+0.00027349i,-6.5945e-05+0.0014963i,0.00033604+0.0019431i,0.00021406+0.00142i,-9.8071e-05+0.0013249i
0.00094662+0.0010797i,0.0012275+0.00075037i,0.0009602+0.00021654i,0.00079762-0.0006851i,0.00059876-0.0018775i,-0.00066537-0.0016904i,-0.0021416-0.00010602i,-0.0035635+0.00036785i,-0.004696+0.00015183i,-0.0041939-0.0006155i,-0.002511-0.0010847i,-0.0012189-0.0012129i,-0.00092108-0.0012762i,-0.0011116-0.00091133i,-0.00098272-0.00052619i,-0.00075283-0.00080489i,-0.000745-0.0014011i,0.00013772-0.00051748i,0.00041587+0.001115i,-0.00031758+0.0011764i,-0.00016523+0.0004137i,0.00016003-8.4287e-05i,-0.00056643-0.00071031i
0.0020017+0.00046532i,0.0012181-0.00025354i,0.00096187-0.00057697i,0.00048523-0.0015216i,-0.00043794-0.0033952i,-0.0023877-0.0031226i,-0.0034084-0.0010426i,-0.0030774+0.00098682i,-0.0023463+0.0018191i,-0.0013031+0.0013677i,-0.00024209+0.00044552i,0.00018925-0.00033621i,-0.00031217-0.00022927i,-0.0010418-0.00020681i,-0.0013992-0.00028286i,-0.00031812-0.00097931i,0.00074309-0.0014353i,0.00099769-0.0010185i,0.0012188-0.00040239i,0.00076326-6.3921e-05i,-4.2684e-05+0.0004642i,-0.0011012+0.00037139i,-0.0016692-0.0002835i
0.00030352+0.0018024i,0.00022585+0.0018048i,0.001487+0.0011725i,0.00096392+0.00089192i,-0.00013674+0.00062132i,-0.00094689-0.00023844i,-0.0016795+0.00015804i,-0.0008855+0.0010319i,0.00035252+0.0017984i,0.00082521+0.001264i,0.0011924+0.001298i,0.0011182+0.0014448i,0.0009073+0.00041133i,-0.00015024+0.00065241i,-0.00087951+0.0015832i,-0.00064007+0.0019629i,-0.00080751+0.0010159i,-0.0014612+0.00038866i,-0.00041224+0.00048198i,0.00030431+0.00029637i,-0.00032916-0.00018013i,-0.0004919-0.00052453i,-0.00081755-0.00061808i
0.00096482-0.0028689i,8.1582e-05-0.0025466i,-0.0003974-0.0033828i,-0.0019537-0.0025736i,-0.0026499-0.00078604i,-0.0014939+0.0011694i,4.2431e-05+0.00055823i,0.0015901-0.00048257i,0.0018339+7.7127e-05i,0.0010662+0.00076292i,0.00088879+0.0011375i,0.0013678+0.00038354i,0.001388+0.0001594i,0.00087622+0.0010028i,0.00080785+0.0011466i,3.0492e-05+0.00052988i,-0.001301+0.00023781i,-0.0011463-0.00035694i,-0.00034538-0.001225i,-8.1057e-05-0.0009771i,4.559e-05-0.00067398i,0.00021604-0.00016031i,-1.9572e-05+0.00063812i
0.0012048-6.7477e-05i,0.0015791+0.00022337i,0.00080614+0.00017161i,0.00033124-0.00085263i,-0.00043285-0.00080322i,-0.0010048-0.00048517i,-0.00010683-0.0011428i,0.00089583-0.0021297i,0.0015467-0.0030501i,0.0015669-0.0030134i,0.00078033-0.0021086i,0.00039626-0.0014541i,0.00066622-0.0011075i,0.0009777-0.00092028i,0.0016106-0.00052034i,0.00038169-0.00011978i,-0.00086883+0.00011146i,-0.00042359+0.000104i,0.0001874-0.00074i,0.00068374-0.00047551i,0.00058588+0.00027161i,-0.00042744+0.0002843i,-0.00106+0.00017142i
-8.9424e-05+0.001945i,-7.2149e-05+0.0024324i,-0.00047172+0.0031991i,0.00015984+0.0029701i,0.0015643+0.001509i,0.0014117-0.000931i,-6.9109e-05-0.0025664i,-0.00089155-0.0034445i,-0.0014444-0.004224i,-0.0013711-0.0045777i,-0.0010095-0.003897i,-0.0005534-0.0025749i,0.00062868-0.0016228i,0.0016371-0.0010249i,0.0017691-0.00096129i,0.00083633-0.00086685i,0.00029793-0.00049271i,0.00018843-0.00020841i,3.1335e-05+0.00036632i,-0.00042271+0.00033157i,-0.0005954+0.0006343i,-0.00039667+0.00051514i,-0.00061539-0.00026559i
-0.0015671+7.7433e-05i,-0.002074-0.00054603i,-0.0014234-0.00018314i,0.00018542-0.0012039i,0.00050038-0.0012916i,-4.662e-05-0.00054486i,-0.0008795-0.0009566i,-0.0026541-0.0019369i,-0.0037502-0.0024463i,-0.0028828-0.0013135i,-0.0011101-0.0006218i,-0.00016726-0.0013829i,-0.00045119-0.0021183i,-0.00041901-0.0016451i,-9.5135e-05-0.0010202i,0.00027399-0.0010608i,0.00011497-0.0014633i,-0.00023835-0.0011957i,6.7005e-05+0.00046385i,4.4075e-05+0.0016184i,-0.00062847+0.00053966i,-0.00060239-0.00076702i,-0.00014012-0.0004884i
0.0006485+0.0010045i,0.00074507+0.0016543i,0.0010964+0.0017353i,0.00059988+0.0014085i,6.4866e-05-0.00020351i,-0.00038641-0.00085753i,-0.0012673+4.8503e-05i,-0.0028468+0.00031142i,-0.0037684+0.00048945i,-0.0028647+0.0010456i,-0.0015289+0.00063196i,-0.00091449-0.00078084i,-0.0014638-0.0014051i,-0.0018452-0.00052493i,-0.0016091-0.00026345i,-0.00063366-0.0010748i,0.00069323-0.0012303i,0.00095414-0.0012415i,0.00068181-8.6038e-05i,0.00037456+0.0013556i,0.00061458+0.00074383i,0.00056559+0.00037434i,-0.0007644+0.00040486i
0.002738-0.0016228i,0.001225-0.0024563i,0.00012566-0.0029487i,-0.0021243-0.0040819i,-0.0039329-0.0049413i,-0.0038248-0.0024211i,-0.0026151+0.00080741i,-0.0021909+0.0024788i,-0.0025572+0.0022391i,-0.0020229+0.00095209i,-0.00072955+8.815e-05i,0.00019817-0.00011449i,-0.00053117-0.00038641i,-0.0012667-0.0014539i,-0.00097626-0.0017891i,-0.00056654-0.0012893i,-0.0006761-0.00042455i,-0.00053377+0.00030614i,0.00028559+0.00083831i,0.00058632+0.0010638i,0.0012724+0.0010266i,0.0012644+0.00077353i,0.0010309+0.00030525i
-0.0015654-0.00046817i,-0.00179-0.00021507i,-0.0017045+0.00073316i,-0.0017924+0.0013085i,-0.0017542+0.0017112i,-0.0013988+0.0018466i,-0.00087086+0.0012545i,-0.00041846+0.0011745i,0.00027954+0.0012266i,-0.00035705+0.0013096i,-0.00067996+0.0011017i,0.00041309+0.00059893i,0.00040534+0.00038508i,-0.00051747+0.00039415i,-0.00077016+0.00075816i,-0.00047894+0.00072207i,6.8863e-05-0.00055756i,0.00015899-0.0012847i,0.00010451-0.00022698i,-6.2609e-05+0.0010854i,-0.00047761+0.0012138i,-0.00076618+0.00113i,-0.0012704+0.00074239i
0.00072723+0.0012982i,0.0013338+0.00038482i,0.0010728+5.6091e-05i,8.789e-05-0.0004713i,-0.00084084-0.00058961i,-0.0015242-0.00012333i,-0.0012257-0.00050469i,0.00027529-0.0011407i,0.0014831-0.0018385i,0.0017147-0.0014755i,0.0024225-0.00081335i,0.0023363-0.00068539i,0.0014434-0.00023656i,0.0016266+0.0013075i,0.0014769+0.0016894i,0.0012135+0.0010924i,0.00049701+0.00016871i,-0.0003221-0.00070066i,-0.00074678-0.00060477i,-0.00075522-0.00045969i,-0.00025327-8.1402e-06i,0.00028684+0.00051736i,8.637e-05-3.1174e-05i
-0.0022342+0.00016418i,-0.0019907+0.00080523i,-0.0010289-1.5279e-05i,6.3058e-05-5.1311e-05i,-0.00064358+0.001288i,-0.0011004+0.0014416i,0.00089345-0.00041784i,0.0019677-0.0023774i,0.0013367-0.002721i,0.00094003-0.0022652i,0.00010868-0.0015049i,-0.0005806-4.1762e-05i,-0.00047431+0.00040472i,-0.00031625+0.00044477i,0.00035074+0.00058227i,0.00084571+0.00032456i,0.00035696+4.5069e-05i,-0.00061779-0.000222i,-0.0011517-0.00043455i,-0.00083411-0.00072064i,-0.00061282-0.0004553i,-0.00025338+0.00027836i,0.00031508+0.00036599i
-0.00064876+0.0017992i,-0.00013021+0.0014504i,4.8082e-05+0.00052912i,0.00014271+0.00029827i,0.00014572-0.00045133i,-0.00034086-0.0012148i,-0.0016168-0.0014279i,-0.0024789-0.0021252i,-0.0018879-0.0025986i,-0.00088666-0.0021683i,-0.00015178-0.0015515i,0.00056472-0.0013654i,0.00079739-0.0020229i,0.00055927-0.0019845i,8.7737e-05-0.0010657i,-0.00041292-0.00053599i,0.00044254-0.00011739i,0.00085938+0.0001741i,0.00043886+0.00015542i,0.00011941+0.00044282i,-0.00010722-0.00020892i,5.9535e-05-0.0010947i,0.00061841-0.00069658i
0.00348+0.00039148i,0.0032724-0.001083i,0.0041352-0.0024371i,0.0027717-0.0026154i,0.00018642-0.0031678i,-0.0014529-0.0030319i,-0.0024529-0.00084237i,-0.0030349-0.00026998i,-0.003194-0.0010956i,-0.0021212-0.0016023i,-0.00059819-0.0016372i,-0.00051285-0.0020084i,-0.00061808-0.0021592i,-0.00019754-0.0018791i,0.00016389-0.001706i,0.00082462-0.00052821i,0.00017656+0.0012184i,-0.0008495+0.0011898i,-0.00074612+0.00046539i,-0.0002803+0.0011152i,0.00039292+0.00093272i,8.9819e-05+0.00010793i,-0.00067492+7.0845e-05i
