0.00086481-0.0011495i,0.00066121-0.0017823i,-0.0019842-0.0021937i,-0.0030755-0.0016484i,-0.0022587-0.0010657i,-0.0015001+0.00010767i,-0.00096668+0.0015692i,-0.0012535+0.0021642i,-0.00035939+0.001065i,0.0007558-0.00017856i,0.00026393-0.00088468i,-0.00039418-0.0014929i,-0.0001486-0.0011751i,0.00049179+0.00014022i,-0.00032664+0.0011046i,-0.0011323+0.00074974i,-0.00068641+0.00012581i,0.0001711-0.00051889i,0.00063874-0.00021071i,6.3761e-05+0.00041891i,-0.00018716+3.843e-05i,-0.00023991+0.00012905i,0.00018334+0.00052577i
0.0010256-0.00025446i,-8.3306e-05-0.0017094i,-0.0016705-0.0023001i,-0.0040735-0.0019223i,-0.0045102-0.0016909i,-0.0028028-0.0011805i,-0.001711+7.4553e-05i,-0.0017052+0.00074901i,-0.001936+1.4332e-05i,-0.0013306-0.00023946i,-0.00060388-0.000449i,-0.00036268-0.00019988i,3.7064e-05-0.00036665i,0.00044164-0.0007133i,0.00018008+0.0001473i,8.7793e-05+0.00033658i,0.00038121-8.629e-05i,0.00049343+0.0004046i,0.00050314+0.0007183i,0.00079389+0.00012119i,0.00040067-0.00051388i,-0.00040665-2.2689e-05i,-0.00011379+0.00042659i
-0.0014223-0.00097162i,-0.0011237-0.0011263i,7.4844e-05+0.00026333i,-7.5607e-05+0.0012522i,-0.00093654+0.0013518i,-0.0012603+0.00058714i,-0.00074335+0.00017538i,0.00015773+0.0002963i,0.00024019+0.00011231i,5.5711e-05-7.9331e-05i,0.00011376-0.00028517i,-3.7045e-05-0.00067146i,-0.00011166-0.00075018i,0.0004939+7.5367e-05i,0.00078904+0.0002586i,0.00021358-0.00017769i,0.00025834-0.00072313i,0.00026447-0.00087531i,0.00031114-0.00033348i,0.00036616-6.7579e-06i,2.3903e-05-0.00039499i,0.00012573+0.00015656i,-0.00028728+0.00048349i
-0.00037918-0.00054844i,-0.00065081-0.00097519i,-0.0010535-0.0019442i,-0.0018446-0.0034245i,-0.0024006-0.0027891i,-0.0031986-8.5205e-05i,-0.0026378+0.0011703i,-0.0013672+0.0010355i,-0.00090859+0.00020926i,-0.00049434-0.00064125i,0.00027055-0.00086447i,0.00056616-0.00069734i,0.00015376-0.00039469i,0.00027449+6.2826e-05i,-1.8649e-05+0.00031416i,-0.00074102+0.00084626i,-0.00098401+0.00039302i,-0.0002421-0.00086433i,-0.00012123-0.0013202i,0.00010231-0.0013238i,0.0006963-0.0010438i,0.00058895-0.00080822i,0.00016631-0.00042469i
0.00065639-0.00025915i,0.0017885-0.00066501i,0.00043568-0.00042409i,-0.0011561-0.00027333i,-0.0017572-0.0003479i,-0.0012514+0.00027749i,-0.00058485+0.00078534i,-0.00052545+0.00079783i,-3.0425e-05+0.00074454i,0.00033286+0.00077725i,9.1248e-05+0.00075055i,-0.00031873+0.00047389i,-0.00048218+0.00044332i,-0.00033943+0.0003186i,0.00041089-0.00017489i,-0.00016755-0.00034716i,-0.00093766-6.8282e-05i,-0.00011513+0.00022611i,4.7657e-05-0.00013848i,-6.0922e-05-0.0004001i,0.00049249+4.393e-05i,0.00080935-2.702e-05i,0.000716-9.9457e-05i
-0.0027292+0.0020691i,-0.0027808+0.0022195i,-0.0040184+0.0024955i,-0.0042049+0.0022006i,-0.0021955+0.0025126i,0.00084421+0.002463i,0.0015434+0.0010734i,0.00045628+1.3876e-05i,-0.0005775-0.00026393i,-0.0010437+3.971e-05i,-0.0012292+0.00031739i,-0.0011938+0.00019354i,-0.00044797+0.00015877i,0.00058762+0.00056337i,0.00020998+0.00011366i,-0.0010782+3.5037e-05i,-0.0014177+0.00069603i,-0.0013208+0.00057726i,-0.00019176-0.00014839i,0.00013563-0.0005968i,-0.00013415-0.00059314i,0.00039443-0.00042307i,0.00076148-3.5202e-05i
-0.0011212-0.0026261i,-0.0013506-0.0031843i,-0.00036537-0.0023193i,-0.0010604-0.00087304i,-0.0021427+2.9478e-05i,-0.0017364+0.00098964i,-0.0010362+0.0009756i,-0.00036099-0.00042961i,-0.0004323-0.0012746i,-0.00061138-0.00090995i,-0.0005563-0.00038989i,-0.00067581+0.0003317i,-0.0011384-1.6895e-05i,-0.0010062-0.00054428i,-0.00042203+0.00014271i,0.0001656+0.00064414i,0.00018014+0.00051812i,0.0006008-0.00012283i,0.0012301-0.00053607i,0.00080915-0.00049216i,2.0029e-05-0.00062142i,-0.00048762-0.00030219i,-0.00060961-0.00014692i
0.0011048-0.00035298i,0.00052009-0.0018679i,7.6736e-05-0.0023718i,-0.0013304-0.0018297i,-0.0024828-0.0011614i,-0.0021618+0.00017709i,-0.0014825+0.00098644i,-0.0013936+0.00071756i,-0.00047667+0.0004564i,-0.00015615-3.2822e-05i,-0.00052663-0.00071678i,-5.9918e-05-0.00098511i,-9.056e-05-0.00052968i,-0.00027727+0.00027109i,-0.00020183+0.00018244i,-0.00066132-0.00013572i,-0.00013282-1.8435e-05i,0.00061016+4.8136e-05i,0.0006776+0.00034888i,0.00082012-0.0003195i,0.00024161-0.00091946i,-0.00027391-0.0005636i,-0.00034338+0.00012463i
0.00032759+0.0016107i,-0.00060155+0.0019589i,-0.00054087+0.00094708i,-0.00059527-0.00057342i,-0.00088354-0.00046732i,-0.0015644-0.00036176i,-0.0021065-0.00089105i,-0.0011733-0.00020419i,-0.00060258+0.00039447i,-2.7676e-05-1.2212e-05i,0.00058375+0.00019437i,0.00019384+0.00092552i,-0.00018301+0.0004526i,-0.000114-0.00073647i,-0.00034539-0.00081846i,-0.00066152-3.9426e-05i,-0.00043091-0.00030535i,-0.00028331-6.2503e-05i,-0.00037814-0.00012546i,0.00039712-0.00063183i,0.00069092-0.00038946i,0.0002146-0.00022211i,0.00017063+0.00015178i
-0.0024909-0.0010083i,-0.0020833-0.0009055i,-0.0015469+0.0012058i,-0.0017337+0.0018383i,-0.001264+0.0010381i,-0.00038588+0.00047152i,0.00048976+0.00013369i,0.00011725+9.7573e-05i,-0.00056215-0.00070577i,7.3374e-06-0.0015175i,0.00013562-0.0010146i,-0.00031483-0.00081227i,-0.00060879-0.0013651i,-0.0003279-0.00078482i,-0.00034724+0.00042059i,-0.0010681+0.0011573i,-0.00088016+0.0008878i,-0.00018038+0.00041248i,0.00012574-0.00071678i,-0.00023131-0.0011153i,-0.00061612-0.00068543i,-0.00031506-0.00049135i,-0.00018567-0.00034289i
0.0013867+0.00016829i,0.0018948+3.6601e-05i,0.0010541-0.00053463i,-0.00024113-0.0017996i,-0.0016748-0.0021701i,-0.0021788-0.0010827i,-0.0014395-0.00027227i,-0.0011531-0.00052539i,-0.00077033-0.00035524i,-0.00060853-0.00013214i,-0.0011824-0.00064486i,-0.0010705-0.00024964i,-0.0010352+0.00021266i,-0.0013237-3.3833e-05i,-0.00029689-5.3935e-05i,1.4768e-06+0.0006514i,-0.00096295+0.00094882i,-0.00080097+0.00046336i,-0.00080926+0.0003082i,-0.0012226+0.00016011i,-0.0010853-0.00069438i,-0.00058262-0.00075518i,-0.00041023-0.00018628i
-0.00067303+0.00048773i,-0.00094817+0.00048532i,-0.0013849-0.00012741i,-0.00099734-0.00012752i,-0.0013133+0.0002996i,-0.0015421+0.00038269i,-0.00086408+0.00013455i,-0.00046112+0.00030574i,0.00015319+0.0010595i,0.00090896+0.00050809i,0.00070852+3.7905e-05i,-6.3556e-05-0.00011136i,-0.00034688-0.0004712i,-0.00058599+9.8612e-06i,-0.00062643-5.0657e-05i,0.00047364-0.00080658i,0.00087231-0.00082204i,0.00063403-0.00068571i,0.0011133-0.0012939i,0.001157-0.0011682i,0.0006024-0.00071852i,-0.0001548-0.0005659i,-0.00067372-0.00042875i
-0.00083145+0.00010359i,-0.00025478-0.00089273i,-0.0021037-0.0022725i,-0.0029079-0.0024251i,-0.0027023-0.0016116i,-0.0023492-5.984e-05i,-0.0011657+0.0012541i,-0.00047675+0.0011713i,0.00021979-1.7518e-05i,0.00025084-0.00045936i,-0.00028885-0.00092376i,-2.9945e-05-0.0013974i,0.0001796-0.00052913i,-5.7762e-05+0.0002761i,-0.00049705+0.00018113i,-0.00051068-0.00015929i,5.87e-05-0.00030207i,0.00071492-0.00079196i,0.00097565-0.00055835i,0.0008022+0.00033156i,0.00061948+0.00056521i,-1.4538e-05+0.00048545i,-0.001153-0.00011424i
0.00035871-0.00022932i,0.00025623-0.00066951i,0.00088485-1.4661e-06i,0.00028011-0.00046156i,-0.00073858-0.00042742i,-0.00122+6.3127e-05i,-0.00044169-0.00042669i,0.00010657-0.00043993i,-0.0001495-0.00056597i,-7.5255e-05-0.00039119i,0.00021519+8.5046e-05i,0.00022674-0.0003151i,-0.00022522-0.0011893i,-0.00023376-0.0017398i,-0.00022112-0.0011981i,-0.0008821+0.0001624i,-0.00081726+0.00055793i,-0.00056431+5.4803e-05i,-0.0005848-0.00060851i,8.5725e-05-0.00122i,0.00021891-0.00038212i,0.00015877-6.9965e-05i,0.00081732-0.00056964i
-0.00055128-0.00047829i,-0.0013915-0.00066208i,-0.0013169-0.0014139i,-0.0010365-0.0013583i,-0.0023028-5.8697e-05i,-0.0027901+0.0010025i,-0.0016251+0.00077625i,-0.0006234+0.00011761i,0.00044235-0.00014256i,0.00016548+0.00031141i,-0.0001227-2.9663e-05i,0.0010228-0.00045236i,0.001102+0.00037171i,4.4725e-05+0.00017508i,-0.00039366-0.00037609i,-0.00021936+0.00018237i,0.00034629+0.00077412i,0.00036944-4.3649e-05i,6.0139e-05-0.00025692i,-0.000564+0.00021154i,-0.00072911-0.0003092i,-0.00051245-0.0010708i,-0.00065885-0.00099554i
-0.0007198-0.00081548i,-0.00034464-0.0015332i,-0.00058874-0.002603i,-0.0017381-0.0025692i,-0.0029738-0.001358i,-0.0026004+2.4101e-05i,-0.00080249+0.00060417i,0.00015348+0.00049619i,0.00059684+7.4612e-05i,0.00011423-0.00046144i,-0.0011222-0.00097117i,-0.0015233-0.0012919i,-0.0013773-0.0002916i,-0.00097829+0.00072781i,4.3807e-05+0.00086201i,0.00034695+0.0006371i,0.00052374-0.00017956i,0.00080078-0.00099641i,0.0007748-0.0012457i,0.00016933-0.0013359i,-0.00051033-0.00037333i,-0.0012869+0.00050063i,-0.00048717+0.00021691i
-0.00021864+0.0011816i,0.0010339+0.00072042i,0.001597+0.00038483i,0.00036165+0.00030737i,-0.00086648+0.00055815i,-0.001044+0.00015354i,-0.00078835-0.00034111i,-0.00056265-8.2295e-05i,0.00037192+0.0001935i,0.00070938-0.00019899i,0.00015457-0.00041774i,-0.00026666-0.0005434i,5.752e-05-0.0002353i,0.00054727+0.00034015i,0.00052663+0.00079584i,0.0005368+0.0006849i,3.0071e-05+2.953e-05i,-0.00053058-0.00053318i,-0.00024751-0.0009161i,0.00023666-0.00017492i,0.00012312+0.00082148i,-0.0002432+0.001339i,-0.00061886+0.00093586i
-0.00068401+0.00049412i,-0.0010824+0.00050903i,-0.0012543+0.00021954i,-0.0017996+0.00050431i,-0.0021624+0.00050442i,-0.0013487+0.00031676i,-0.00030605+0.00061916i,-2.0881e-05+0.00057652i,-6.3838e-06+0.00077604i,-1.1546e-05+0.0011266i,-0.00033829+0.0010431i,-0.00038517+0.00071234i,-5.1816e-05-4.5436e-05i,0.00038099-0.00034698i,0.00037002+3.6623e-05i,0.00013731+0.00041562i,0.00073666+0.00059962i,0.00067778+0.00013421i,0.00045744-0.00021527i,0.001313-0.00044171i,0.0017845-0.00069902i,0.0010566+2.2806e-05i,6.3192e-05+0.00091442i
-0.0012359-0.00072711i,-0.0012846-0.0006073i,-0.00096301-0.00058854i,-0.00037871-0.00066209i,-0.00022306+0.0003539i,-0.00015985+0.00051478i,-0.00015881+0.00054184i,-0.0007456+0.00094193i,-0.00043171+0.0010295i,0.00040117+0.0012675i,-0.00016002-4.272e-06i,-0.00043904-0.00065339i,-0.00066612-0.00017716i,-0.00093125-0.00054493i,-0.00013455-0.00051534i,-6.5199e-05-0.00028124i,-0.00036909-1.484e-05i,-0.00056921+0.00041253i,-0.00070389-0.000219i,-0.00011588-0.00043868i,0.00013583+0.00021509i,-0.00017357+0.00034363i,-9.9717e-05+0.00027329i
0.0014229+0.0013777i,0.00073602+0.00079756i,1.1338e-05+0.00069319i,-0.00088337+1.7493e-05i,-0.0017498-0.00026601i,-0.0017495-0.00036984i,-0.0009708-9.5241e-05i,0.0002631+0.00013256i,0.0015202-0.00082241i,0.0017096-0.0011666i,0.0007733-0.00080582i,-0.00031179-0.0002383i,-0.00048786+0.00034637i,-0.00045942+0.00012123i,-0.0010217-0.00071877i,-0.00099104-0.0010731i,-0.00042633-0.00075644i,-4.7927e-05-0.00035679i,-9.3398e-05+0.00015598i,-0.00044516-2.4076e-05i,7.9664e-05-0.00027827i,0.00070718-0.00011323i,0.00058682+0.00053338i
0.00040578-4.1919e-05i,-4.8886e-05-0.00042819i,3.0893e-05-0.001775i,-0.00037161-0.0026044i,-0.00078513-0.0021147i,-0.00060569-0.00088982i,-0.00030202-0.00011424i,0.00023467-0.00029646i,0.00079827-0.00053654i,0.00090898-0.00046524i,-0.00021404-0.00020104i,-0.0010719-8.827e-05i,-0.0011506+0.00041317i,-0.0007483+0.0015446i,-0.00023557+0.0012402i,-0.00021339+0.00026226i,0.00030428+3.329e-05i,0.00065126-7.7764e-05i,0.00028958-0.00013925i,0.00059062-9.717e-05i,0.0009811-0.00031774i,0.0008269-0.00059865i,0.00015714-0.00061122i
-0.00077374+0.00048025i,-0.00060667+0.00064684i,-0.0011088+0.0018354i,-0.0023771+0.0014007i,-0.002425+3.7174e-05i,-0.0017268+0.00014303i,-0.00070665-1.3091e-05i,0.00057425-0.00073137i,0.0010244-0.0012747i,0.00047946-0.0014582i,-0.0003193-0.0015294i,-0.00082943-0.00099848i,-0.00094564-0.00023861i,-0.0013834+0.0001717i,-0.0010816+0.00022219i,-1.1757e-05+0.00065707i,0.00021045+0.00047371i,0.00028835-0.0002108i,-0.00013616-3.216e-05i,-0.00066426+0.00049467i,0.00015355+0.00034412i,4.8844e-05+0.00031242i,-0.00040996+0.0002373i
0.00066559-0.00067624i,0.00034394-0.0015091i,-0.00045747-0.00074198i,-0.0018583-8.9838e-05i,-0.0027167-0.00069283i,-0.0025247-0.00047525i,-0.001466+0.00017342i,-0.00049639+0.00020852i,-0.0001193-0.00011909i,-0.00015321-0.00017167i,-7.1283e-05-0.00011545i,-0.00036185-0.00052635i,-0.00062684-0.00073245i,-0.0004186-0.00044154i,0.00037246-0.00015282i,0.00048966+0.00038677i,0.00021619-0.00014469i,0.00013797-0.00044102i,-0.0001419-0.00031078i,0.00018598-0.00059937i,0.00051997-0.0005662i,-4.1566e-05+0.00039289i,-0.0001624+0.00090956i
0.00048409+0.00022567i,2.6929e-05+0.00035258i,-0.00075078-0.0011386i,-0.0021811-0.0015658i,-0.003142-0.00072898i,-0.0021908-0.00014596i,-0.00060388-0.00010904i,-0.00061739-4.0516e-05i,-0.00097438+8.2279e-05i,-0.00083138+0.00089945i,-0.00091678+0.00092601i,-0.00061815+1.796e-05i,-0.00050147-0.00066774i,-0.00067019-0.0011196i,-0.00011191-0.00081773i,7.3203e-05-0.00078619i,0.00018554-0.00027392i,0.00042073+0.0003736i,-0.00032801+0.0001529i,-0.00060552-4.8334e-05i,9.4245e-06-0.00036219i,0.0001952-0.0003783i,0.00073791-7.097e-05i
-0.00078143+0.00043933i,-0.00047704+0.00071613i,-3.9526e-05+0.00089215i,0.00037439+0.0004441i,7.8982e-05-1.7423e-06i,-0.00036553-0.00020937i,-0.0004798-0.00059723i,-0.00028646-0.00052481i,-0.00048033+0.00047756i,-0.00031083+0.00072518i,0.00075642+0.00019761i,0.00088035-0.00013458i,-0.00038848-0.00057361i,-0.0015446-0.00081329i,-0.0014143-0.00072916i,-0.0001521-0.0006474i,0.00034485+4.6146e-05i,0.00017615+0.00032381i,0.00072638+0.00034014i,0.00070615+0.00077806i,-0.00016597+0.00064778i,-0.00013046+0.00092761i,0.00058535+0.00067627i
0.0010107-0.000639i,0.00035064-0.0008434i,-0.00063623-0.0016461i,-0.0019606-0.0027236i,-0.00277-0.0014933i,-0.002308+0.00065385i,-0.0010796+0.00072341i,8.1116e-05-6.4572e-06i,0.0011573-0.00067717i,0.001213-0.0011451i,0.0002245-0.00067847i,-0.00043338-0.00037011i,-0.00040146-1.6667e-05i,-0.00030463+0.00039277i,-0.00010398+9.608e-05i,0.00040254-0.00030156i,3.8912e-05-7.6401e-05i,-0.00036294+0.00010806i,-0.0001268-0.0004072i,-0.00076401-0.00032313i,-0.00093867-0.00071774i,-0.00054152-0.0010687i,-0.00044636-0.00073566i
1.8111e-05+0.0013103i,0.00074272+0.00013873i,-0.00025351-0.00088812i,-0.0013101-1.5729e-05i,-0.0015373+0.001021i,-0.00074922+0.00079514i,0.00030541-0.0001346i,0.0011027-0.00059727i,0.00049683-0.00066253i,-0.00015141-0.001362i,0.0003442-0.0016431i,0.00052068-0.00073829i,-0.00024829-1.4155e-05i,-0.00047219+3.0016e-05i,6.0733e-05-0.00021824i,0.00062172+0.00025821i,0.00055738+0.00073892i,-8.2646e-05+0.00022554i,-0.00080757-0.0001217i,-0.00080758+0.00049365i,-0.00044966+0.0014687i,-0.00026086+0.0013638i,-6.1958e-05+0.0009208i
-0.002016+0.00021739i,-0.0012646+0.00067473i,-0.0016396+0.00070277i,-0.0023622+0.0001828i,-0.0021407+0.0003925i,-0.0010238+0.00080337i,0.00017802+0.00014044i,0.00040676-0.00098675i,-0.00016507-0.0010656i,-0.00011272-0.00064403i,-0.00031417-0.0008216i,-0.00058623-0.00055149i,-0.00092947+0.0008188i,-0.0001793+0.0013436i,0.0007239+0.00046725i,0.0004783+0.00029107i,0.0001454+2.1507e-05i,0.00048447-0.0001417i,0.00084052+0.00099909i,8.6702e-05+0.00066991i,-0.00017132+0.00017715i,0.00026672+0.0009799i,0.00069924+0.00077406i
0.0018719-0.00057082i,0.0012219-0.0013634i,0.00092788-0.002199i,-0.00046163-0.0023929i,-0.0023772-0.0015376i,-0.0023547-0.000856i,-0.00074246-0.00032494i,-0.0003385+0.00030542i,-0.00062557+8.0785e-05i,-0.00051013-9.4014e-05i,-0.00055737-0.00017704i,-0.00092086-7.314e-07i,-0.00094007+0.00075057i,3.4562e-05+0.0011061i,0.00076429+0.00023554i,0.0006605-0.00011766i,0.00053517+0.00035756i,0.00032512+0.00071965i,0.00079161+0.00041169i,0.00095753-1.3327e-06i,0.00017423+0.0001626i,-0.00057848+0.00044164i,-0.00055102-0.00011679i
-0.00090318-4.5946e-05i,-0.00052802+1.4253e-05i,-0.0015378-0.00091102i,-0.0030099-0.0026273i,-0.0040095-0.0017501i,-0.0033888+0.0001422i,-0.0022396-6.2718e-05i,-0.0013478-0.0001433i,-0.00073363-0.00058258i,-0.0011406-0.00062012i,-0.001364+0.00063535i,-0.0010494+0.00049204i,-0.00025226+0.00067419i,0.00010404+0.00092101i,-0.00029513+0.00037914i,-0.00013073+0.00043563i,-1.4688e-05+0.00054459i,-0.00021699+0.00038532i,0.00046615-0.00010829i,0.00035533-0.0006906i,0.00040506-0.00051991i,0.00031708-0.00024736i,-0.00050093+0.00017641i
-0.00038107-0.0029665i,-0.0010455-0.0032024i,-0.0022478-0.0025217i,-0.0025473-0.0015641i,-0.0030318-6.7144e-05i,-0.0025006+0.0012051i,-0.00096973+0.0012563i,9.2679e-05+0.00056511i,0.0005513+0.00035375i,0.00067282+7.5966e-05i,0.00065062+0.00011577i,0.0007107-4.9047e-05i,0.00072061-0.00015526i,0.00033998-2.1066e-05i,2.6411e-05-8.0484e-05i,-0.00012909-0.00059196i,6.418e-05-0.00055238i,0.00011841-0.00011473i,-0.00035041-1.9469e-05i,3.2495e-05+0.00075711i,0.00028639+0.00033968i,-9.5828e-05-0.00039118i,-0.00010459-0.00054375i
0.0018506-0.00066849i,0.0022937-0.001045i,0.002511-0.0010172i,0.0016654-0.0017989i,0.0003093-0.0021381i,-0.00033452-0.00145i,-0.00015677-0.00028302i,-0.00020638+0.00040688i,-1.248e-05+0.0001031i,0.00030282-0.00076797i,-0.00084626-0.0015126i,-0.0012121-0.0016966i,-0.00076305-0.0009922i,-0.00018288-0.00039122i,0.00027278-1.0294e-05i,-0.00015654+0.00088863i,-9.2317e-05+0.001142i,0.00012567+0.00033167i,0.0002288-0.0005665i,0.00037687-0.00061018i,-4.7246e-05-0.00051031i,-0.00022914-0.00042239i,2.6589e-05+0.00053232i
-0.0011522+0.00086617i,-0.0014889+0.00082039i,-0.0027339+0.00025599i,-0.0038386+0.00036161i,-0.0039074+0.0015225i,-0.0029502+0.0022189i,-0.00091495+0.0011175i,0.00082285-5.147e-05i,0.00056263+0.00032551i,-0.00045967+0.00090087i,-0.00056753+0.00064636i,-0.00051501+0.00015434i,-0.00048908-5.7473e-05i,-0.00031691+0.00020326i,-0.00073706+8.8294e-05i,-0.00069081-3.4592e-06i,-0.00028855+0.00012378i,-0.00068209-0.00013141i,-0.00071454-0.00090956i,3.9945e-05-0.00057643i,-6.1813e-05-0.00026094i,-0.0006428-0.00033588i,-0.00066278+0.00029249i
-0.0022043-0.00055681i,-0.0025836-0.00093425i,-0.0026059-0.0013855i,-0.0024911-0.00089884i,-0.002609-0.00068843i,-0.001685-0.00044166i,-6.1386e-05+0.00072178i,0.0006758+0.00063537i,0.00025534+1.6949e-05i,-0.00020915-0.00059625i,-0.00012659-0.00092729i,-0.00017182-2.8709e-05i,-5.0949e-05+0.00040856i,-4.2489e-05+0.00041525i,-0.00046318+0.00040705i,-0.0014246-1.6452e-05i,-0.0018736-0.00055147i,-0.00072993+1.0942e-05i,0.00020882+0.0010435i,0.0004447+0.0009914i,0.0012594+0.00034906i,0.0011369+4.9868e-05i,0.00039693-0.00018982i
0.00082593+0.00034199i,0.0016865-0.00088365i,0.00080537-0.00078329i,-0.0010115-0.0001489i,-0.0014379-9.2008e-05i,-0.00096682+0.0002009i,-0.0012277+0.00041113i,-0.0013523+9.7737e-05i,-0.00025758-4.6606e-05i,0.00047174-0.00095873i,0.00082939-0.0015264i,0.00056586-0.00077876i,-3.6886e-05+6.4509e-05i,8.5244e-05+0.00023186i,8.6729e-05+0.00050497i,-0.00045783+0.00077401i,-0.00010829+0.00089239i,0.00028126+0.00075087i,-0.00020278+0.00020556i,-0.00028155+3.2749e-05i,-0.00056084-0.00021484i,-0.00069691-0.00038336i,-0.00068084-0.00010316i
0.0013638+0.00097188i,0.0014813+0.00035477i,0.0017007-0.0022639i,0.00035929-0.0031789i,-0.0017497-0.0020348i,-0.0022654-0.0013242i,-0.001744-0.00039384i,-0.00097461+0.00093548i,3.7898e-05+0.00070368i,0.00089421-0.00048417i,0.00052217-0.00060411i,-0.00062435-0.00039081i,-0.00048464-5.6191e-05i,0.00030791+0.00058093i,0.00029622+0.00066882i,0.00044026+0.00016306i,0.00074995-0.00017344i,0.00077374+0.00027784i,0.00071019+0.00031472i,0.0007665+5.7178e-05i,0.00044178-0.00059877i,-0.00037719-0.0005838i,-0.00088385-0.00058105i
-0.001446+0.0019064i,-0.0017654+0.0010219i,-0.0026096+0.00069168i,-0.0033643+0.00072886i,-0.0037375+0.00010732i,-0.003039+0.00029674i,-0.0015463+0.0012375i,-0.00057588+0.001496i,-1.1211e-05+0.00087619i,0.00073203+0.00048516i,0.0005688-2.9534e-05i,-5.8125e-05-0.00061952i,-0.00082378-0.00022379i,-0.00091898-0.00061551i,-0.00052629-0.0014055i,9.3963e-05-0.00060694i,0.00073929-0.00036457i,0.00071689-0.00077358i,0.00058878-0.00041248i,-0.00023218-0.00036947i,-0.00089261-0.00012242i,-0.0006797+0.00045595i,-0.00029863+0.00076735i
-0.00093975-0.00060723i,6.1892e-05-0.0013299i,0.00069358-0.0021984i,0.00013198-0.002432i,-0.00073793-0.0015736i,-0.001167-0.00052581i,-0.00085719+0.000193i,-0.00014625-0.00027412i,0.0013111-0.0011371i,0.0014588-0.00076902i,0.00029469-0.00032175i,-0.00022396-0.0004012i,-0.00024273-0.00079424i,-0.00026651-0.00072678i,-0.000373-0.00023085i,-0.0010252+0.0001951i,-0.00095374+0.00016436i,-0.00085626-9.6204e-05i,-0.000653+3.7661e-05i,0.00058321+0.00064631i,0.00098605+0.0007941i,0.0004058+0.00019296i,0.00037728+0.00033859i
-0.0012643+0.00023593i,-0.0010223+0.00068003i,-0.0017506+0.00034656i,-0.0020557-5.9141e-05i,-0.0021332-0.00017832i,-0.0018057-0.00022193i,-0.0013573-0.0002054i,-0.00072478-2.9342e-05i,-0.00050808-0.00033969i,-0.00028058-0.0012733i,7.8547e-07-0.001422i,-0.00041071-0.00083511i,-0.00090101-0.00027295i,-0.0007647-0.00011802i,-0.00021081-4.0144e-05i,-0.00046754+0.00010205i,-0.0010233-0.00045474i,-0.00054195-0.001259i,0.00024815-0.00072671i,0.00073265+0.00048373i,0.00049569+0.00074076i,0.0001415-8.6152e-05i,0.00047415-0.00022795i
0.0016425+4.2532e-05i,0.0010162-0.00052589i,0.00026884-0.0020719i,-0.00048383-0.0031836i,-0.0020088-0.0021779i,-0.0022844-0.0013189i,-0.00098789-0.00094127i,0.00011939-0.00043914i,0.00021572-0.00031051i,-0.00061378-0.00035308i,-0.001321-0.00028282i,-0.0012245+0.00026691i,-0.00093234+0.00044239i,-0.0010058-6.2788e-05i,-0.0016609-0.00060767i,-0.0015977-0.00027668i,-0.00060216+0.0001597i,-0.00015377-4.7083e-05i,3.5716e-06+1.3617e-05i,0.00014405+7.5121e-05i,0.00016975-0.00053224i,0.00013003-0.00081593i,0.00023679-0.0002121i
3.4433e-05-0.0015247i,4.1336e-05-0.0013826i,-0.0011756-0.00074851i,-0.0015532-0.00012471i,-0.0019616+0.00042398i,-0.0019882+0.00055556i,-0.00087916+0.00036646i,0.00015598+0.00030058i,0.0011167+0.00051097i,0.00098137+0.00021644i,-0.00039105-0.00044725i,-0.00080563-0.00059224i,0.00016292-0.00012417i,0.0008921-9.8601e-05i,0.00076672-0.00072361i,0.00054674-0.0010356i,0.00093766-0.0011566i,0.0012629-0.00059818i,-0.00016664-3.5765e-05i,-0.00087877+2.7669e-05i,-6.5761e-05-5.8021e-05i,0.00044953-0.00045246i,-2.5591e-05-0.00077501i
-0.0013439-0.0017212i,-0.001466-0.0010001i,-0.0023553-0.00085887i,-0.0034891-0.00036364i,-0.003667+0.0011453i,-0.0023375+0.0018482i,-0.0014185+0.0007474i,-0.0007792+5.6892e-05i,-2.5359e-05+0.00075018i,-0.0001+0.0011985i,1.9177e-05+0.00053926i,0.00068599+0.00059172i,0.00064541+0.00032164i,0.0007649-0.00086725i,0.00043147-0.00093337i,-0.00046534-0.00041166i,-0.0012306+0.00059751i,-0.0012494+0.0006511i,-0.00059189-0.00097643i,-0.00068894-0.0014751i,-0.0011324-0.00018659i,-0.00087146+0.00057178i,-0.00047631+0.00012799i
7.8793e-05+0.00089768i,-0.00031441-0.00048762i,0.00035606-0.00049272i,-0.00037597-0.00018674i,-0.0017272-0.00047728i,-0.0013429-0.00033519i,-0.00063558-0.0005361i,-0.00026951-0.0005855i,0.00015701-0.00019948i,0.00012706-0.00067751i,-0.00036919-0.00057234i,-0.00039655-0.00011966i,5.0433e-05+0.00019194i,0.00014799+0.00043747i,0.00017831+0.00033825i,0.00024744-0.00053811i,0.00052765-0.0014776i,0.0010283-0.0011924i,0.00032305-0.00084892i,-0.00043263-0.00072347i,5.5041e-05-0.00026404i,0.00014458+0.00038245i,0.00058067+0.00033727i
