0.0024938-0.0009619i,0.0021441-0.0031291i,-0.00015473-0.003433i,-0.0011371-0.0014071i,-0.0016755+0.00079336i,-0.0019354+0.002092i,-0.00074688+0.0028732i,0.00089589+0.0024093i,0.0014246+0.0012638i,0.0001862+0.00015975i,-0.00033791-0.0012204i,0.00019631-0.0017764i,0.0001745-0.00093473i,-0.0002866+0.0003087i,-0.00052706+0.00068154i,0.00021175+0.00073372i,0.00077092+0.00044001i,0.0010279+0.00030669i,0.0010742+0.00031204i,0.00083245+0.00016474i,0.0010865-0.00048369i,0.00063251-0.0003857i,0.00011266-5.9599e-05i
-0.26176-0.58695i,-0.15151-0.4018i,0.14805-0.13071i,0.32198-0.081211i,0.22964-0.12682i,0.071845-0.077933i,0.013196-0.0078968i,0.013785+0.0016473i,0.012346-0.018889i,0.0031016-0.026902i,-0.0053318-0.017048i,-0.0022869-0.0043615i,0.0054924-0.0040704i,0.0059836-0.0059598i,0.0056488-0.0043422i,0.0025994-0.003862i,-0.0046175-0.0019245i,-0.006121+0.0024287i,0.0022395+0.0051383i,0.012399+0.0042044i,0.017768+0.00094714i,0.013743-0.0018224i,0.0024674-0.0041286i
0.32579+0.048188i,0.28368+0.066976i,0.20509+0.025331i,0.1496-0.079474i,0.073687-0.12713i,0.0081535-0.075816i,-0.010384-0.011152i,-0.011355+0.019817i,-0.0086549+0.02438i,-0.0041773+0.012046i,-0.0042588-0.0073421i,-0.008485-0.016269i,-0.0058189-0.010481i,0.00099313-0.0044464i,0.0011036+0.00020052i,0.0010831+0.0028443i,0.0023012-0.00043172i,7.3675e-05-0.0014802i,-0.00019237+0.0061552i,0.0054057+0.017413i,0.012529+0.025142i,0.016147+0.024666i,0.014384+0.01613i
0.42838+0.54972i,0.35341+0.42578i,0.022669+0.19868i,-0.20224+0.15371i,-0.1543+0.16924i,-0.047369+0.08816i,-0.032901+0.017473i,-0.037315+0.017676i,-0.023111+0.033305i,-0.0085558+0.029057i,-0.0021053+0.011885i,-0.0066082+0.0024786i,-0.0071443+0.0075719i,0.00077464+0.0089645i,0.0033271+0.0036774i,0.0048872-0.00067087i,0.008364-0.0050338i,0.0040079-0.0085771i,-0.0076892-0.0076177i,-0.018799-0.0016377i,-0.02349+0.0033413i,-0.017774+0.0051801i,-0.0056414+0.0054023i
-0.24293+0.024392i,-0.24275+0.034632i,-0.1878+0.035428i,-0.10854+0.07917i,-0.0096613+0.10384i,0.049814+0.05451i,0.047296+0.0055637i,0.027533+8.7785e-05i,0.022644-0.0018824i,0.016012-0.010778i,0.0039232-0.005288i,-0.00046749+0.002519i,-0.0041983-0.0023089i,-0.0094758-0.0071077i,-0.0066784-0.0074575i,-0.0034437-0.0066223i,-0.0033908-0.0015958i,-0.0020897+8.7797e-05i,-0.0041128-0.0069496i,-0.009824-0.013838i,-0.014728-0.017262i,-0.017106-0.014425i,-0.01485-0.0066178i
-0.53478-0.43631i,-0.54529-0.3388i,-0.22541-0.1817i,0.024888-0.18937i,0.017285-0.21425i,-0.036617-0.12414i,-0.011938-0.050489i,0.019482-0.050382i,0.017765-0.054255i,0.0087527-0.03789i,0.0057183-0.017206i,0.005447-0.0051541i,-0.00046651-0.002243i,-0.0061028+0.003563i,-0.0043589+0.0074203i,-0.0031719+0.0067333i,-0.0036087+0.0085807i,0.0025307+0.010503i,0.013869+0.0083055i,0.020953+0.0012623i,0.020039-0.0043984i,0.011298-0.0048772i,0.00042178-0.0049248i
0.079999-0.0046121i,0.068932-0.016272i,0.038032+0.014825i,-0.020155+0.015159i,-0.081942+0.0097373i,-0.068489+0.024624i,-0.027939+0.0081067i,-0.034786-0.016278i,-0.046089-0.0033186i,-0.028338+0.012945i,-0.0083879+0.0039348i,-0.0022465-0.0071929i,0.002615-0.0053688i,0.0083349-0.001478i,0.005444+0.00069127i,0.00089069-0.00019685i,0.00061213-0.0053359i,-0.00014457-0.0052251i,0.001448-0.00024248i,0.0063229+0.0043538i,0.011888+0.0068064i,0.01708+0.0017436i,0.01614-0.0045747i
0.5233+0.29428i,0.60506+0.16945i,0.35811+0.075047i,0.15283+0.15599i,0.14436+0.2124i,0.13322+0.13449i,0.06225+0.069816i,0.019201+0.068737i,0.0079393+0.060854i,0.0006817+0.037646i,0.0023032+0.019338i,0.010356+0.010737i,0.01919+0.0078857i,0.02107-1.2132e-05i,0.013325-0.0071746i,0.0068761-0.0062451i,0.003862-0.0040704i,-0.00083311-0.0046858i,-0.0093528-0.0052703i,-0.017769-0.002i,-0.018735+0.0024642i,-0.0093389+0.0054103i,0.00099135+0.0071397i
-0.049265-0.10069i,-0.013665-0.087829i,0.040221-0.11625i,0.12321-0.15782i,0.16486-0.18831i,0.12302-0.15411i,0.08893-0.073422i,0.090429-0.041467i,0.075034-0.046275i,0.043837-0.036791i,0.020064-0.014495i,0.0079031-0.0047511i,-0.0059182-0.0091118i,-0.017764-0.0058154i,-0.014822+0.0036294i,-0.0062722+0.0092934i,-0.00041582+0.011687i,0.0024683+0.0083639i,0.0024646+0.001876i,0.0019883-0.0021481i,-0.0010884-0.0042752i,-0.005568+7.1925e-05i,-0.0055549+0.0058484i
-0.46007-0.30617i,-0.60467-0.14673i,-0.46705-0.037802i,-0.33444-0.083944i,-0.30251-0.11272i,-0.23467-0.053003i,-0.12985-0.024213i,-0.068387-0.042428i,-0.042045-0.044803i,-0.016252-0.026336i,-0.0008254-0.014255i,-0.0037625-0.011588i,-0.010403-0.0080629i,-0.0098798+0.00016903i,-0.0019479+0.0045009i,0.0040459+0.000442i,0.004133-0.004543i,0.0047255-0.003605i,0.010726+0.00060282i,0.018235+0.0011042i,0.018364+8.0948e-05i,0.0098161+0.00028507i,-0.00043954-0.0032224i
0.15411+0.12678i,0.050702+0.14089i,-0.052811+0.21523i,-0.11852+0.3002i,-0.10736+0.3212i,-0.046213+0.22192i,-0.025934+0.1113i,-0.033656+0.080944i,-0.027997+0.07934i,-0.019514+0.061498i,-0.012286+0.038017i,-0.008053+0.023662i,7.9417e-05+0.018971i,0.0093455+0.0071196i,0.0041339-0.0074999i,-0.00679-0.012415i,-0.014051-0.01044i,-0.014887-0.0038601i,-0.009738+0.0023229i,-0.0077184+0.0063855i,-0.0060862+0.007231i,-0.0018088+0.00036801i,-0.00013027-0.0051498i
0.40187+0.31346i,0.55088+0.02507i,0.44274-0.14656i,0.34991-0.093676i,0.32895-0.014134i,0.25404+0.0082761i,0.16074+0.021771i,0.11023+0.020615i,0.060571+0.0054062i,0.011663+0.0049438i,-0.0011227+0.009453i,0.012+0.0074359i,0.0255+0.001036i,0.025172-0.010732i,0.012512-0.015988i,0.0021146-0.0082103i,0.001487+0.0010613i,0.0010262+0.002294i,-0.0065636-0.0011998i,-0.015707-0.0029242i,-0.01888-0.00059857i,-0.011291+0.0041036i,0.00040751+0.0086099i
-0.24878-0.11274i,-0.060983-0.15716i,0.072611-0.27447i,0.074516-0.37632i,0.0055442-0.38066i,-0.037833-0.26022i,-0.026172-0.13931i,-0.015553-0.096686i,-0.0097482-0.08129i,-0.0015714-0.063214i,-0.0069573-0.036931i,-0.013288-0.016656i,-0.022516-0.0068869i,-0.026474+0.012123i,-0.011014+0.026478i,0.0039103+0.023168i,0.0095864+0.015045i,0.010798+0.0050923i,0.010942-0.0048896i,0.012443-0.011715i,0.008081-0.013796i,0.0029158-0.0046931i,0.0052519+0.0031582i
-0.3425-0.33675i,-0.4238+0.02239i,-0.30642+0.23416i,-0.23305+0.23551i,-0.21374+0.19934i,-0.1543+0.15489i,-0.099032+0.10851i,-0.057947+0.09266i,-0.012997+0.067082i,0.0078201+0.026522i,-0.00029226+0.0034438i,-0.016485-0.0043824i,-0.022889-0.0063144i,-0.016428-0.0054352i,-0.0071146-0.0089996i,-0.00057585-0.015754i,0.00023827-0.018143i,-0.0015174-0.012067i,0.0030281-0.003155i,0.011103+0.0018781i,0.015892+0.00067357i,0.010821-0.0050959i,-0.0014077-0.010355i
0.46088+0.033478i,0.26395+0.11934i,0.11336+0.25436i,0.088826+0.29933i,0.099717+0.22537i,0.068546+0.094056i,0.026536+0.013627i,0.026608+0.0055924i,0.028848+0.016462i,0.016388+0.029256i,0.016967+0.027139i,0.020817+0.018319i,0.025433+0.014882i,0.022753+0.0016773i,0.0063958-0.0059054i,-0.0061634-0.0019259i,-0.010166+0.0017097i,-0.0096785+0.0061916i,-0.0083976+0.011011i,-0.0090934+0.015054i,-0.0061142+0.013777i,-0.0020953+0.0034162i,-0.00049235-0.0018727i
0.20196+0.40528i,0.19455+0.055035i,0.05644-0.16567i,0.0029255-0.20095i,0.044622-0.16075i,0.082715-0.074819i,0.084973-0.031662i,0.019339-0.045919i,-0.044044-0.027439i,-0.037999-0.0052523i,-0.013843-0.013771i,0.0013446-0.020713i,0.011848-0.020814i,0.011369-0.017544i,0.0061809-0.0095688i,0.0038174-0.00049898i,0.0057596+0.0033795i,0.0069557+0.00053596i,0.0016938-0.0028124i,-0.0063069-0.0033907i,-0.012135+0.00056249i,-0.0090994+0.0090215i,0.00081429+0.012108i
-0.53643+0.093472i,-0.35987-0.0034689i,-0.17345-0.11469i,-0.082834-0.13592i,-0.090279-0.10606i,-0.098772-0.059284i,-0.070618-0.0045203i,-0.025795+0.027898i,0.0099316+0.0095901i,0.0098463-0.025921i,-0.0073921-0.020541i,-0.013061+0.0030512i,-0.01638+0.01421i,-0.0096001+0.026286i,0.0066013+0.02839i,0.010397+0.020717i,0.0077286+0.015666i,0.0072384+0.0065814i,0.0059888-0.0065821i,0.0053431-0.017791i,0.0038487-0.017669i,0.0040119-0.0054971i,0.0036108+0.0017331i
-0.21713-0.38889i,-0.13165-0.051279i,0.010073+0.13098i,0.079835+0.15537i,0.1085+0.12336i,0.10201+0.041056i,0.081447-0.030393i,0.086721-0.06094i,0.075859-0.065244i,0.038842-0.026757i,0.01483+0.0091416i,-0.002493+0.012263i,-0.014918+0.0052793i,-0.022298-0.0058384i,-0.028452-0.014024i,-0.025458-0.014789i,-0.017821-0.013142i,-0.011593-0.0068058i,-0.0012069-0.00032595i,0.011149+0.0015925i,0.017197-0.0025236i,0.010479-0.0080997i,-0.0021158-0.0054482i
0.62092-0.38736i,0.40129-0.349i,0.15197-0.20636i,-0.029612-0.089209i,-0.1213-0.02646i,-0.15409+0.0039068i,-0.16092+0.0024124i,-0.14424-0.017647i,-0.11195-0.0064043i,-0.051779+0.02213i,0.0057356+0.0099459i,0.019667-0.020405i,0.01623-0.025598i,0.013894-0.020251i,0.0073025-0.014954i,0.0028627-0.0086931i,0.00022264-0.0042607i,-0.00056811-0.00072904i,-0.0010977+0.0037486i,-0.0047142+0.012116i,-0.0061561+0.015219i,-0.0026284+0.005854i,0.0044423-0.0074223i
0.12288+0.45995i,-0.012813+0.21837i,-0.12117+0.071682i,-0.11595+0.025608i,-0.012401+0.029905i,0.12828+0.053679i,0.17457+0.071286i,0.10119+0.11318i,0.042137+0.12705i,0.013709+0.059841i,-0.020567+0.0037295i,-0.027802-0.0035884i,-0.018585-0.0016634i,-0.013744+0.0024277i,-0.0044098-0.00073685i,0.00088328-0.011201i,0.0018818-0.015887i,0.0016975-0.015294i,-0.0033686-0.013062i,-0.01045-0.0098632i,-0.011187-0.0005949i,-0.00092777+0.010873i,0.006823+0.012152i
-0.56389+0.42152i,-0.32855+0.32424i,-0.061694+0.15837i,0.11872+0.034451i,0.11209-0.030381i,0.026302-0.0056079i,0.056195+0.043977i,0.14808+0.012329i,0.14202-0.060285i,0.058532-0.070476i,0.012958-0.027102i,0.015259+0.0066537i,0.019236+0.01709i,0.022427+0.019387i,0.026445+0.020296i,0.026155+0.02001i,0.023269+0.016686i,0.018343+0.010496i,0.014715+0.0029343i,0.011973-0.0053132i,0.0062526-0.0095996i,-0.001595-0.006338i,-0.0077865-0.0015829i
-0.03691-0.40169i,0.11626-0.17305i,0.15433-0.030894i,0.10759+0.0035442i,0.073839-0.045618i,0.0098118-0.13986i,-0.081064-0.18896i,-0.12764-0.17657i,-0.11163-0.10486i,-0.042809-0.013371i,0.012578+0.024858i,0.01947+0.021944i,0.012531+0.007683i,-0.00099462-0.0060195i,-0.018781-0.0015381i,-0.024022+0.0096826i,-0.01868+0.013333i,-0.008333+0.01359i,0.0034315+0.010645i,0.0098488+0.0030546i,0.0069224-0.0053972i,-0.0026205-0.006455i,-0.004789+0.00037288i
0.40259-0.63843i,0.11687-0.62134i,-0.13577-0.42709i,-0.25602-0.14319i,-0.22249+0.1092i,-0.11779+0.23558i,-0.067718+0.23537i,-0.078132+0.18658i,-0.067151+0.13465i,-0.02653+0.068715i,-0.0025015+0.0053598i,-0.0028649-0.026626i,-0.0028754-0.029622i,7.1288e-05-0.026297i,0.00075849-0.02355i,0.0019986-0.016486i,0.00074849-0.0091856i,-0.0026389-0.0041553i,-0.0018656+0.0038484i,0.0029516+0.014525i,0.0061486+0.020774i,0.0082841+0.015218i,0.0083073-0.0012887i
0.16171+0.51464i,0.065931+0.35708i,0.06022+0.17787i,0.080162-0.0026699i,0.09558-0.14123i,0.14312-0.20688i,0.18056-0.17487i,0.19942-0.07259i,0.17962-0.027421i,0.090979-0.029391i,0.019053-0.0043182i,5.1835e-05+0.014103i,-0.013158+0.017699i,-0.016727+0.021534i,-0.011629+0.0092673i,-0.01579-0.0062543i,-0.019382-0.0085439i,-0.018091-0.0050442i,-0.018723-0.001488i,-0.02226+0.001562i,-0.018311+0.005233i,-0.00018943+0.0066183i,0.017799+0.0055667i
-0.45953+0.46469i,-0.18754+0.40293i,0.037177+0.2344i,0.11172+0.078121i,0.045728+0.050026i,-0.043455+0.11376i,-0.031642+0.11004i,0.0023305-0.0051753i,-0.032678-0.074354i,-0.055918-0.038474i,-0.035709-0.0061196i,-0.010302-0.0052199i,0.0098849-0.0091578i,0.020076-0.012074i,0.027572-0.011673i,0.034213-0.011675i,0.032293-0.010182i,0.024467-0.0080509i,0.014466-0.012319i,0.0076599-0.020086i,0.003711-0.024489i,-0.0067397-0.017897i,-0.01986-0.0032514i
0.16709-0.47639i,0.28666-0.35899i,0.22465-0.13562i,0.12814+0.071953i,0.064976+0.098434i,-0.037076+0.035306i,-0.13513+0.056158i,-0.13511+0.11538i,-0.057753+0.11121i,0.0030823+0.051195i,0.015261+0.011522i,0.010175+0.0076186i,0.0079096+0.0028423i,0.00070865-0.0042828i,-0.011197+0.0048862i,-0.015879+0.016281i,-0.010572+0.013827i,-0.0031167+0.0043984i,2.015e-05-0.0030571i,-0.0012758-0.0042488i,-0.010143+0.002402i,-0.017172+0.012543i,-0.0076418+0.012641i
0.035384-0.2701i,-0.26406-0.17649i,-0.38215-0.089476i,-0.28039-0.017567i,-0.070514+0.060448i,0.12564+0.11531i,0.18478+0.089913i,0.10548+0.041172i,0.01667+0.03094i,-0.023394+0.027608i,-0.03808+0.017796i,-0.036465+0.01551i,-0.024753+0.019064i,-0.014682+0.020762i,-0.0073211+0.018052i,-0.0013808+0.011738i,-0.0040937+0.00078859i,-0.0082125-0.0026175i,0.00035484+0.0036032i,0.012137+0.0016183i,0.015092-0.0082643i,0.01156-0.015612i,0.0035127-0.012691i
0.29194+0.30115i,0.26795+0.20535i,0.25773+0.01523i,0.11749-0.18749i,-0.092184-0.27316i,-0.20205-0.29181i,-0.18784-0.269i,-0.096408-0.19115i,-0.010854-0.12256i,0.026229-0.072649i,0.046016-0.033091i,0.0469-0.012034i,0.030536+0.0088679i,0.017664+0.023427i,0.005289+0.022495i,-0.0067944+0.021578i,-0.007383+0.025254i,-0.0041815+0.023281i,-0.0052792+0.020213i,-0.0030148+0.024685i,0.0088124+0.026359i,0.022595+0.017007i,0.029516+0.00031263i
-0.36711+0.35945i,-0.13506+0.25081i,0.002953+0.18368i,0.073559+0.17962i,0.14562+0.19163i,0.19006+0.22027i,0.19693+0.20515i,0.14702+0.12698i,0.071833+0.081041i,0.034614+0.063573i,0.00047835+0.029027i,-0.036434+0.0048334i,-0.042611-0.0039195i,-0.027283-0.013757i,-0.0073706-0.02643i,0.0079121-0.036041i,0.013641-0.035616i,0.012026-0.030163i,0.0039843-0.028361i,-0.0071941-0.029832i,-0.017204-0.027775i,-0.027985-0.0167i,-0.033226+0.0034294i
-0.046453-0.72002i,-0.068407-0.63582i,-0.073268-0.36i,0.0033609-0.10462i,0.026644-0.072677i,-0.083842-0.13712i,-0.15645-0.088378i,-0.083536-0.018955i,-0.014974-0.046938i,-0.035889-0.074926i,-0.044815-0.05417i,-0.023693-0.037529i,-0.021764-0.031743i,-0.032229-0.021177i,-0.04281-0.0075683i,-0.046084+0.0072024i,-0.032958+0.015779i,-0.014152+0.012768i,-0.0011069+0.0061325i,0.0079083+0.006129i,0.017157+0.013122i,0.024881+0.012184i,0.022008-0.0062126i
0.26186+0.51512i,0.097338+0.61933i,-0.07971+0.47476i,-0.18+0.29664i,-0.10796+0.23473i,0.085613+0.19584i,0.14597+0.095528i,0.027779+0.052251i,-0.042885+0.086085i,-0.012761+0.091466i,0.026209+0.072457i,0.054897+0.042912i,0.057572+0.0037935i,0.039266-0.01387i,0.034513-0.018831i,0.033429-0.026041i,0.019982-0.021385i,0.01287-0.0093591i,0.01563-0.0090464i,0.0084875-0.017812i,-0.01174-0.022468i,-0.028692-0.015541i,-0.026846+0.0027821i
0.014456-0.28132i,0.031425-0.37713i,0.11443-0.38371i,0.088397-0.34487i,-0.092196-0.21533i,-0.29328-0.029001i,-0.31548+0.10612i,-0.15603+0.10497i,-0.028168+0.020563i,0.0032921-0.024699i,0.020188-0.034654i,0.03357-0.043101i,0.030453-0.036928i,0.025382-0.010897i,0.028646+0.022246i,0.031496+0.03341i,0.024308+0.018464i,0.012159+0.0090633i,0.008645+0.012865i,0.019063+0.009126i,0.033662-0.0029312i,0.046303-0.015798i,0.047544-0.027588i
-0.029985+0.23276i,0.028791+0.13165i,0.028325+0.1478i,0.10804+0.15081i,0.28272+0.010921i,0.4253-0.18307i,0.37827-0.3094i,0.17525-0.27638i,0.058146-0.12689i,0.052042-0.042246i,0.0027386-0.013339i,-0.056531+0.052985i,-0.04705+0.10058i,-0.025397+0.087359i,-0.027945+0.052376i,-0.033916+0.024748i,-0.036486+0.012076i,-0.033581+0.0068697i,-0.027245+0.0045321i,-0.02752+0.0063849i,-0.03395+0.014937i,-0.035245+0.034744i,-0.018669+0.052009i
-0.57523-0.48415i,-0.58808-0.33075i,-0.48052-0.19066i,-0.39584-0.033971i,-0.42956+0.17852i,-0.47638+0.37053i,-0.3362+0.40911i,-0.10621+0.23703i,-0.064667+0.051142i,-0.11081+0.036956i,-0.078646+0.063921i,-0.04813+0.042571i,-0.039748+0.02845i,-0.027434+0.011738i,-0.037543-0.0042308i,-0.044625+0.0055167i,-0.018824+0.012436i,0.0058124+0.0023389i,0.0069426-0.0062735i,0.0068501-0.004509i,0.018701-0.002321i,0.023675-0.0096436i,0.0082424-0.017444i
1.0377+0.47949i,1.0052+0.39629i,0.68951+0.1939i,0.39108-0.021726i,0.27476-0.36399i,0.15743-0.71382i,-0.028629-0.66949i,-0.055404-0.29483i,0.060276-0.067473i,0.081886-0.036399i,0.078692-0.010603i,0.10531-0.047324i,0.044622-0.11606i,-0.034734-0.10388i,-0.039043-0.065301i,-0.012221-0.051105i,0.0028337-0.035643i,0.011178-0.012841i,0.018946+0.0021295i,0.011663+0.0030067i,-0.0090973+0.00015437i,-0.014481+0.0027615i,0.00037581-0.00039147i
-0.71553-0.18494i,-0.64074-0.31811i,-0.39752-0.36708i,-0.25356-0.23522i,-0.13471+0.11973i,0.10592+0.3912i,0.2752+0.26335i,0.13954-0.004552i,-0.04867-0.033263i,-0.080319-0.0014405i,-0.13434-0.033887i,-0.18274-3.8114e-05i,-0.12182+0.02321i,-0.05693-0.016097i,-0.033416-0.049031i,-0.023944-0.0555i,-0.015635-0.037664i,-0.0017889-0.017003i,0.0077077-0.0089405i,0.019731-0.0041354i,0.036674-0.0021409i,0.038044-0.0093862i,0.018572-0.022135i
0.41387-0.28237i,0.33191-0.15112i,0.27039+0.14346i,0.37565+0.20514i,0.41667-0.052501i,0.31042-0.26255i,0.19849-0.19628i,0.17566-0.051724i,0.17684-0.055489i,0.11337-0.099211i,0.064434-0.059192i,0.070217-0.0017142i,0.092384+0.023959i,0.10747+0.019233i,0.098622+0.0038204i,0.07902-0.00024693i,0.048839+0.011371i,0.014461+0.030521i,0.0017776+0.037629i,-0.0019755+0.033507i,-0.010961+0.033555i,-0.011297+0.041852i,0.0022964+0.044631i
-0.44496+0.38599i,-0.34121+0.36908i,-0.38941+0.1243i,-0.5088+0.068822i,-0.42007+0.2349i,-0.18752+0.32216i,-0.04095+0.24261i,-0.056308+0.14307i,-0.090144+0.1556i,-0.035345+0.17703i,0.011826+0.10641i,0.0077869+0.02676i,-0.0053932+0.00049889i,-0.020379+0.036459i,-0.018159+0.11654i,0.010889+0.14294i,0.022315+0.077671i,-0.00068686+0.017241i,-0.01545+0.0018872i,-0.011637-0.016094i,-0.025764-0.041738i,-0.05551-0.047379i,-0.068408-0.031562i
0.6807-0.9269i,0.51967-0.95192i,0.40446-0.72066i,0.33857-0.4942i,0.3053-0.35121i,0.34743-0.24929i,0.35932-0.20677i,0.26359-0.19173i,0.16573-0.16669i,0.12008-0.15813i,0.082632-0.17135i,0.036512-0.17124i,-0.0048426-0.15437i,-0.02851-0.14726i,-0.042054-0.15231i,-0.06373-0.13947i,-0.071208-0.10006i,-0.056772-0.062024i,-0.047603-0.026664i,-0.044029+0.012001i,-0.026347+0.035571i,0.0072258+0.043214i,0.044082+0.046839i
-1.736+8.3453i,0.80344+7.9462i,3.7169+6.4017i,4.5304+2.6847i,3.5065-0.78715i,1.2837-2.4643i,-0.63547-1.8342i,-1.1975-0.41432i,-0.48563+0.45915i,0.52427+0.17674i,0.64286-0.60695i,0.15989-1.0613i,-0.37556-1.6211i,-1.0429-2.4057i,-1.3533-2.4905i,-0.94555-1.454i,-0.38025-0.32645i,-0.31922+0.16437i,-0.65316+0.37135i,-0.65837+0.61852i,-0.15293+0.72549i,0.37312+0.46603i,0.46287+0.016857i
0.093026-1.1668i,0.12586-0.87413i,0.22239-0.39886i,0.32934-0.15719i,0.34631-0.10219i,0.33398-0.10599i,0.31649-0.15566i,0.24835-0.20265i,0.12719-0.19549i,0.023184-0.14308i,-0.019934-0.11146i,-0.019266-0.11185i,0.0069671-0.12691i,0.0017679-0.16213i,-0.044653-0.1671i,-0.06509-0.1167i,-0.038393-0.066735i,-0.0041066-0.044097i,0.0085476-0.033544i,0.00075407-0.011123i,-0.0015034+0.033533i,0.029126+0.0633i,0.064305+0.047564i
0.3747+0.49008i,0.33764+0.28169i,0.070183+0.022503i,-0.10931-0.038909i,0.024632-0.087995i,0.32191-0.24468i,0.46796-0.42217i,0.3017-0.43653i,0.089075-0.24295i,0.043894-0.08918i,-0.0041935-0.064877i,-0.090071-0.031337i,-0.12236-0.012593i,-0.16023-0.059997i,-0.21139-0.10228i,-0.20856-0.095926i,-0.14871-0.063317i,-0.087128-0.041398i,-0.057952-0.023952i,-0.03638-0.0055948i,-0.0077964+0.0013142i,0.013751+0.0060362i,0.023312+0.0011079i
-0.72669-0.32396i,-0.7224-0.16841i,-0.33798-0.11899i,-0.053459-0.20678i,0.027666-0.20967i,0.12345-0.20871i,0.16655-0.28687i,0.070306-0.25637i,-0.0078915-0.098325i,-0.020647+0.0093397i,-0.044986+0.052873i,-0.046379+0.087407i,-0.01102+0.071678i,-0.011015+0.0069917i,-0.052806-0.040039i,-0.079962-0.027473i,-0.063665+0.021123i,-0.027973+0.042078i,-0.010191+0.027054i,-0.0090558+0.015507i,-0.0022527+0.0075448i,0.012419-0.014156i,0.023321-0.034315i
0.42923+0.36713i,0.38493+0.2972i,0.1941+0.32138i,0.11845+0.32484i,0.14828+0.1459i,0.1199-0.14294i,0.014957-0.32518i,-0.06823-0.28207i,-0.058343-0.14468i,-0.029315-0.064606i,-0.028895-0.013351i,-0.0013248+0.025566i,0.02622+0.00094495i,0.0066741-0.035888i,-0.014667-0.029126i,0.0036005-0.012677i,0.044167-0.010125i,0.066429-0.0208i,0.046693-0.034061i,0.0098878-0.031041i,-0.0052894-0.0090686i,0.0036133+0.01303i,0.011184+0.018647i
-0.30935-0.23231i,-0.25824-0.15312i,-0.17825-0.088254i,-0.14261-0.099886i,-0.17376-0.21251i,-0.24127-0.36438i,-0.31899-0.38759i,-0.3268-0.22468i,-0.20266-0.032956i,-0.063117+0.037993i,-0.018984+0.045959i,-0.02086+0.045275i,-0.021345+0.015031i,-0.02222-0.028962i,-0.0079093-0.06731i,0.0044234-0.089634i,-0.013834-0.079496i,-0.039951-0.045289i,-0.046155-0.013317i,-0.033552+0.0062655i,-0.010825+0.01725i,0.012447+0.01621i,0.020139+0.00557i
0.1937+0.093478i,0.069122+0.052983i,-0.026364-0.09083i,-0.10577-0.14518i,-0.20561+0.0065568i,-0.27959+0.25268i,-0.25098+0.36317i,-0.13294+0.28734i,-0.038757+0.13671i,-0.0063071+0.043661i,0.023712+0.027474i,0.048305+0.016861i,0.029361+0.012882i,0.00092465+0.030957i,-0.023924+0.045268i,-0.049903+0.054788i,-0.051745+0.061467i,-0.027259+0.061521i,0.001493+0.053024i,0.0074807+0.032002i,-0.010027+0.0070524i,-0.027408-0.0049068i,-0.029724+0.00078692i
0.035254+0.045505i,0.10095+0.15746i,0.23372+0.22096i,0.30885+0.1125i,0.29225-0.073907i,0.20318-0.18618i,0.10239-0.14852i,0.069659-0.05041i,0.081873-0.0031789i,0.084458+0.0093527i,0.09805+0.0055986i,0.091708-0.013235i,0.054447-0.011643i,0.036923-0.00068609i,0.043282-0.0047781i,0.05599-0.011095i,0.064393-0.016201i,0.057901-0.02974i,0.032987-0.046378i,0.009006-0.050767i,0.0016318-0.040212i,-0.00093647-0.017527i,0.0014557+0.013754i
-0.3369+0.18196i,-0.26478+0.052346i,-0.21724-0.025531i,-0.2031+0.015359i,-0.22795+0.11695i,-0.24091+0.19966i,-0.1874+0.17133i,-0.14824+0.062137i,-0.15754+0.019764i,-0.14095+0.026071i,-0.12919+0.0055809i,-0.12363-0.0023554i,-0.078535+0.0072715i,-0.030118+0.021992i,0.0024051+0.048162i,0.025133+0.052017i,0.019592+0.022326i,-0.014963-0.00024744i,-0.04095+0.0076614i,-0.034058+0.024608i,-0.013537+0.021118i,-0.0029202-0.0013148i,-0.0060202-0.016946i
0.15535-0.44612i,0.10176-0.25579i,0.068727-0.062663i,0.079971+0.014666i,0.10983+0.0067318i,0.10824-0.042857i,0.049597-0.036515i,0.051698+0.032044i,0.11598+0.026224i,0.11801-0.027575i,0.095216-0.0319i,0.081329-0.021669i,0.047958-0.014175i,0.027009-0.0084819i,0.022484-0.029132i,0.0041372-0.047536i,-0.02126-0.029138i,-0.027098+0.0076897i,-0.0076579+0.027792i,0.0044383+0.020311i,-0.0094863+0.012995i,-0.025595+0.021375i,-0.024128+0.028669i
0.32534+0.91936i,0.31209+0.68098i,0.091107+0.2781i,-0.072308+0.1314i,0.035561+0.1657i,0.24935+0.1585i,0.30791+0.065229i,0.16189-0.016889i,0.011618-0.0037009i,-0.01895+0.025645i,-0.013756+0.0066421i,-0.014578-0.023737i,-0.015085-0.036096i,-0.018895-0.016532i,-0.01136+0.020053i,0.0085625+0.033374i,0.02889+0.013946i,0.038594-0.015371i,0.032012-0.035527i,0.020267-0.042198i,0.009339-0.042331i,-0.010041-0.036135i,-0.028887-0.02115i
