0.0024938-0.0009619i,0.0021441-0.0031291i,-0.00015473-0.003433i,-0.0011371-0.0014071i,-0.0016755+0.00079336i,-0.0019354+0.002092i,-0.00074688+0.0028732i,0.00089589+0.0024093i,0.0014246+0.0012638i,0.0001862+0.00015975i,-0.00033791-0.0012204i,0.00019631-0.0017764i,0.0001745-0.00093473i,-0.0002866+0.0003087i,-0.00052706+0.00068154i,0.00021175+0.00073372i,0.00077092+0.00044001i,0.0010279+0.00030669i,0.0010742+0.00031204i,0.00083245+0.00016474i,0.0010865-0.00048369i,0.00063251-0.0003857i,0.00011266-5.9599e-05i
-0.002527-0.00084585i,-0.0030845-0.00023092i,-0.0021745+4.9427e-05i,-0.00068319-4.1609e-05i,0.00010735+0.00011389i,0.00014878-0.00020823i,9.477e-05-0.00045915i,-8.7523e-05-0.00053809i,-0.00054897-0.00088811i,-0.00017398-0.00046i,0.00033343-0.00069345i,0.00048712-0.0014737i,0.00037146-0.0009714i,9.8663e-05-0.00059721i,0.00016623-0.00081457i,-0.00020368-0.00090053i,-0.00013618-0.00031402i,-0.00018876+4.3826e-05i,-0.00033675+5.4777e-05i,-0.00037358+0.00012157i,-0.00071994+5.4352e-05i,-0.00074315-0.00081759i,-0.00011724-0.0011512i
-0.0020708+0.00041967i,-0.0021316+0.00043794i,-0.0011564-0.00018164i,-0.00026225-0.00012308i,-0.00038444+7.3799e-06i,9.6557e-05-0.00017313i,0.0012545+6.4846e-05i,0.00086156-0.00021017i,0.0005862-0.00050349i,0.00052212-0.00048793i,-0.00018523-0.0013394i,-0.00022796-0.00089789i,-0.00012422+0.00034134i,-0.00049225+0.00047806i,-0.00074693+6.8828e-05i,-0.00030709+0.00012865i,-0.00033555+0.00030893i,-0.00075215+0.00046534i,-0.00032147+0.00029787i,0.00040129-0.00020172i,0.00036072-0.00018335i,0.00037232-0.00043598i,0.0007844-0.0007705i
-0.00094612-0.0038748i,-0.0014854-0.0024142i,-0.0017578+0.0011737i,-0.00077927+0.0017228i,0.0011232+0.0010448i,0.0025664+0.00030226i,0.0023242-0.00025202i,0.00096345-0.00054803i,0.00028106-0.00078208i,0.00020836-0.00061911i,0.00016427-0.00030296i,0.00022729-0.00018717i,2.9394e-05+1.4162e-05i,-0.00018929-0.00066479i,0.00027757-0.0011715i,0.00014765-0.00092887i,0.00053212-0.00035497i,0.00062601+0.00027075i,0.00028903+0.0005223i,-5.8147e-05+0.0004709i,-0.00054269+0.00014079i,-0.00015208-9.2793e-05i,0.0005387-0.00054608i
0.0011642+0.00068959i,0.00032996+0.00039157i,-0.0012436+0.00030865i,-0.0018064+0.00083332i,-0.00040689+0.00015457i,0.0010366-0.00033511i,0.00056436-0.00036699i,-0.00086504-7.5079e-05i,-0.00094194-0.00033042i,-0.00046261-0.00034826i,-0.0001715-0.00010446i,0.00038473-0.00010869i,0.0011496-0.00037586i,0.0014446-0.00067646i,0.00094806-0.00035191i,0.00064906-0.00032689i,-8.5873e-05+0.00011182i,-0.00017765+0.00043818i,0.00058519+0.00036311i,0.00034192+0.00023358i,5.7252e-05+0.00024908i,0.00011241+0.00052614i,0.00011166+0.00037008i
-0.0015821-0.0023783i,-0.0021985-0.002037i,-0.0023988-0.0010129i,-0.0014081+0.00047099i,-0.00050743+0.0016319i,-0.0003657+0.00082333i,0.0001925-0.00048494i,0.00087064-0.00042788i,0.00011968-0.00019437i,-0.00011317+0.00027531i,0.00014656+0.00016318i,0.0006204+0.00014381i,0.00055088+0.00045666i,0.0005663+0.00059796i,0.00037566+0.00049631i,-0.00014448-7.3891e-05i,-0.00040356-0.00038071i,-0.00052853-0.00016528i,-0.00055964-2.2983e-05i,-0.00023874-0.0003417i,0.00053002-0.00043924i,0.00032255+7.435e-05i,5.3572e-05+2.2938e-05i
-0.0012841-0.00036199i,-0.00097678+0.00048096i,0.00049207+0.00036555i,0.00060524+0.00042453i,-0.00027102+0.00012317i,0.00062356-0.00053089i,0.0010389-0.00074438i,0.00027122-0.00087137i,-0.00057196-0.0005327i,-0.00095377+2.4829e-05i,-0.00080591+5.0559e-05i,-8.546e-05-8.9613e-05i,0.00089919-0.00023262i,0.0013087-0.00037782i,0.00081012-0.00017516i,-0.00010255-0.00043665i,0.00025744-0.00040243i,0.0010754+8.3132e-05i,0.00037205+0.0001024i,-0.00086507-5.473e-05i,-0.0007406-0.00086432i,-7.1156e-05-0.00099966i,0.00014236+0.00026279i
-0.0023738-0.0026439i,-0.0028695-0.001893i,-0.0020294-0.0015937i,-0.0012741-0.00042391i,-0.0012693+0.0005282i,-0.0009479+0.0007169i,-0.00019445-1.3392e-06i,0.00046721-0.00067278i,0.00032372+0.00010147i,-0.00014949+0.00092691i,-0.00038865+0.00092506i,-0.00010249+0.0010472i,0.00068214+0.00089346i,0.0011784+0.00036647i,0.00053993+0.000781i,0.00024502+0.0010515i,0.00048935+0.00027762i,0.00066053-0.00015258i,0.00073416+0.00021433i,0.0009694+0.00019064i,0.0010083-4.4534e-05i,0.00075413-0.00070084i,0.00055981-0.00099312i
0.0016813-0.0015529i,0.00137-0.0012074i,-0.0011442-0.00071683i,-0.0017007-0.00059209i,-0.00055743-0.0012105i,0.00049071-0.0012378i,0.0011265-0.00065367i,0.0014991-0.00065178i,0.001141-0.00027859i,-0.00024942+8.235e-05i,-0.00037129+0.00010324i,0.00031161+0.00029372i,0.00027476+0.00092783i,9.6383e-05+0.0015904i,-0.0002637+0.0013955i,-0.00057702+0.0007746i,-0.00054419+0.00041888i,-0.00053599+0.00049763i,-0.00025894+0.00024354i,-2.8064e-05-0.00037754i,0.00064459-0.00057628i,0.0010313-0.00030233i,0.00071873-0.00029939i
-0.00088072-0.0004264i,-0.0015614-0.00078518i,-0.0017594-0.00038934i,-0.0014251+9.23e-05i,-0.00097082-1.1258e-05i,-0.00081226+0.00018355i,-0.0003148+0.00033284i,-0.00014368-7.3487e-05i,-0.00035595-0.0005192i,-0.00037809-0.0003742i,-0.00013999+0.00053754i,-0.00015207+0.00081017i,-0.00050867+5.3716e-05i,-0.00053194-0.00012532i,-0.00083779+7.8115e-05i,-0.0010399-0.00021075i,-0.00045797-0.00016904i,0.00087504+0.00034443i,0.0013807+0.00027035i,0.00063579+8.1847e-05i,0.00027237-0.00054748i,-0.00012991-0.00078356i,-0.00052438-0.00046231i
-0.00068865-0.0010873i,-0.0015315-0.0017864i,-0.0012465-0.0014945i,-0.00054087-0.00046864i,-5.8856e-05-0.00018803i,0.0011893-0.00031175i,0.0014129-0.00076353i,0.0012089-0.0010477i,0.00078962-0.00077915i,-0.00050998-2.4703e-05i,-0.00047434+0.0002194i,0.00058311+0.0002634i,0.0010545+0.00022889i,0.00060419-7.1643e-06i,0.00021339+0.00051622i,0.00052775+0.00044143i,0.00092153+0.00052473i,0.00038825+0.00015252i,-0.00035645-0.00071424i,0.00035392-0.00081335i,0.00052318-0.00066608i,-9.3782e-06-0.00028001i,-0.00037542+0.00032546i
-0.00089971-0.00050036i,-0.00052146-0.00044605i,-0.00051119-0.0011332i,-0.0013118-0.0015744i,-0.0013276-0.0010319i,-0.00058329-0.00040058i,6.1206e-05-0.0010379i,0.0002941-0.0012304i,-0.00042318-0.00072965i,-0.0011398-0.00030671i,-0.0004128-0.00024104i,0.00031046-0.00018789i,0.00022527-0.00059463i,-0.00037495-0.0008962i,-0.00050531+5.4608e-05i,-0.00062217+0.00075478i,-0.00062702+0.00072121i,-0.00030245+0.00071297i,8.1422e-05+0.0005514i,0.00080685+0.00018168i,0.0011536-0.00043479i,0.00059162-0.00014758i,0.00082555+0.00025341i
0.0024453-0.0004071i,0.0024573-0.00015806i,0.00095228+0.00012696i,0.00030389+5.8768e-05i,0.00095238+0.00023733i,0.00098606+0.00055665i,0.00065502+5.3441e-05i,0.0010468-0.00014398i,0.0011336+0.00033672i,0.00028885+0.00029616i,0.0005759-0.00047576i,0.0009547-0.00075996i,-6.8876e-05-0.00031818i,-0.00037256-0.00033739i,-0.00021758-0.00057929i,-9.0658e-05-0.00040212i,0.0002611+0.00031876i,0.0005293+0.00026791i,0.00039849-0.00010127i,-0.00012792-0.00047017i,-8.8132e-05-0.00055141i,0.00022568-0.00023812i,-3.4676e-05-0.00032496i
-0.0027503-0.00017537i,-0.0028461-0.00024825i,-0.0018214+0.00060724i,3.0126e-05+0.00092148i,0.00099311+9.1215e-05i,0.00050079-0.00054136i,-5.3999e-05-0.00035509i,-0.00041912-0.00053445i,-0.0001359-0.0005428i,0.00041261-0.00014136i,0.00019309-0.00018467i,-0.00040147-0.00094034i,-8.7758e-05-0.0014443i,0.000179-0.00091264i,1.7973e-05-0.00036133i,0.00028921+0.00075858i,0.0004182+0.0010997i,-0.00035411+0.00032776i,-0.00056538+0.00022913i,-9.7776e-05-0.00014712i,0.00016005-0.00056319i,-9.2244e-05-0.00017618i,-0.00030457+0.00015887i
-0.00040505-0.0019389i,-0.0010051-0.002001i,-0.0011144-0.0018291i,-0.0015274-0.0011814i,-0.0013891-0.00050264i,-3.6737e-05+0.00048463i,0.001078+0.00076073i,0.00097368+0.00071765i,0.00076082+0.00041961i,-2.3336e-07+0.00034763i,-0.00088473+0.00078549i,-0.00088195+0.00072021i,4.0355e-05+0.00028569i,6.5936e-05-0.00038704i,-9.2764e-05-0.00052003i,0.00029439+0.00022291i,0.00041801+0.00083639i,-0.00019572+0.00067438i,-0.00018517+9.7868e-05i,0.00062177+8.7667e-05i,0.0005143+0.00023604i,-0.00018643+5.2261e-05i,-0.00027732+0.00013298i
0.00019038+0.0009677i,-0.00032753+0.0010975i,0.00033001+0.00062621i,0.00031001+0.00014956i,0.00011426-0.00039777i,2.8253e-06-3.4666e-05i,0.00037964+0.00051384i,0.00064591+0.00051903i,0.00021352+0.00061533i,-0.00046708+0.00099295i,-0.00041111-0.00023868i,-0.00033109-0.0004061i,-0.00053251+0.00044331i,-0.00065624+0.00056877i,-0.00092949+0.0006165i,-0.00099131+0.0005449i,-0.00075243+0.00074997i,-0.00057229+0.0006653i,-0.00035788+0.00035692i,0.00023547+0.00049586i,0.00060952-0.00011476i,0.00023726-0.00084307i,0.00036873-0.0010226i
0.0020952-0.00091265i,0.0018918-0.0024225i,0.0014816-0.0021198i,0.00039348-0.0013853i,-0.00020557-0.00057264i,-0.00052369-9.2734e-05i,-4.9744e-05+0.00025856i,0.00051273+0.00085009i,0.00067695+0.0010807i,2.0344e-05+0.00055859i,-0.00046161-3.6081e-05i,-0.00017797+0.0001044i,0.00026824+0.00049387i,-0.00010977+0.0008137i,-0.00032943+0.00041015i,-0.00063098+1.8002e-05i,-0.00067615-0.00051838i,0.00047896-0.00057576i,0.00033534-0.0002666i,-0.00098889+9.5982e-05i,-0.0010059-0.00037325i,-0.00026178-0.0011488i,0.00020445-0.00045784i
-0.0018538-0.00096617i,-0.0015292-0.0015844i,-0.0020801-0.0010799i,-0.00095912-0.00028854i,0.00054001-0.00093877i,0.0011604-0.001409i,0.0011938-0.0011545i,0.00058614-0.0009575i,0.00017679-0.0012755i,0.00032016-0.0011021i,0.0003122-0.00078028i,2.9713e-05-0.00065847i,-0.00011866-0.00035637i,0.00022592+0.00058962i,0.00079531+0.0014483i,0.001056+0.00032727i,0.00072849-0.00065379i,0.00023858-0.0003591i,0.00014297-0.00028006i,-0.00038146-0.00049827i,-0.000869-3.9086e-05i,-0.00044819+0.00047289i,0.00030804+0.000752i
-0.0013095-0.0012048i,-0.00096075-7.6363e-05i,-0.0013308+9.9629e-05i,-0.0010935+0.00069178i,-3.8655e-05+0.00095559i,0.00061446+0.00061029i,0.00081382+2.0808e-05i,0.00071911-0.00052636i,0.0003858-0.00067059i,-0.00027215+3.4824e-05i,-0.00036208+0.00016461i,-0.00022761-0.00039415i,0.00019249-0.00039746i,0.00021321-0.00031119i,-9.9896e-05-0.00073308i,0.00021241-0.00077383i,0.00067989-0.00065216i,0.00037947-4.5893e-05i,-7.1757e-05+0.00049481i,0.00025048+0.00020304i,0.00014949-0.00010626i,-0.00035623+0.00025512i,-0.0005369+0.00021437i
0.00092748-0.00096479i,0.00048973-0.00069919i,0.00094902-0.00024829i,0.0011502-6.448e-06i,0.001245+0.00071566i,0.00086318+0.00020522i,7.6448e-05-0.00070431i,0.00026831-0.0002176i,0.00030361-0.00069732i,-0.00052555-0.0011829i,1.037e-05-0.00092127i,1.9139e-05-0.00026861i,-0.00024873+0.00088548i,0.00014509+0.0010829i,0.00028053+3.6079e-06i,-4.4961e-05-0.00031364i,-0.00041051+0.00066198i,-0.00051107+0.00081722i,6.8229e-05-0.00041306i,0.00042862-0.00029708i,-0.00015591-0.00042311i,-0.00046551-0.00084082i,-0.0002345+1.7767e-05i
0.0012816-0.0025441i,0.00035293-0.0030033i,0.00073802-0.0026099i,0.001195-0.0020614i,-1.3498e-05-0.001289i,-0.00084781+7.0512e-05i,-0.00065266-7.3797e-05i,-0.00089387-0.00030761i,-0.0012705-0.0002603i,-2.7895e-05-0.00036834i,0.0011213+9.824e-05i,0.00071095+0.00050215i,-0.00052495-0.00012556i,1.3623e-05+0.00013468i,0.00064386+0.00090171i,-1.4327e-05+0.00036323i,0.00015828-0.00036091i,-2.9338e-05-0.00058561i,-0.00049703-0.00046547i,-0.00053661+0.00029716i,-0.00015981+3.2942e-05i,0.00053855-0.00019832i,0.0010291+7.6593e-05i
0.001484-0.0015613i,0.00022841-0.0008857i,-0.00015255+0.00062609i,-0.0002662+0.00059008i,0.00019955+9.6577e-05i,0.0001058+0.00031651i,-0.0001079+6.264e-05i,0.00081539-0.00045493i,0.00093309+0.00043062i,-6.1938e-05+0.00095974i,-0.001033+9.5482e-05i,-0.0011207-0.00057046i,-0.00071243-0.00026333i,-0.00067336-0.00050813i,-0.00026641-4.3941e-05i,9.6101e-05+0.00059604i,0.00053909+0.00030599i,0.0011371+0.00045535i,0.0010073+0.00052752i,0.00064079+1.7183e-05i,0.00020904+0.00012119i,-5.9871e-05+0.00046498i,-8.2214e-05-0.00020175i
-0.0041193+0.0021157i,-0.0024368+0.0021248i,-0.00072916+0.001205i,-8.4128e-05+0.00096889i,0.000498+0.0012859i,0.00051221+0.00064083i,-0.00017827-0.00067833i,-6.9425e-05-0.0015242i,0.00048264-0.0017264i,0.00025911-0.00097348i,3.2105e-05-0.0002595i,-1.8142e-05+0.00030928i,-0.00015512+7.5227e-05i,0.00017036-0.00011907i,0.00041841-0.00020702i,0.00071928-0.00016035i,0.00089418+0.00058801i,0.00025073+0.00045776i,0.00025287+0.00021545i,0.00069691+5.1823e-05i,0.00036867-0.00040489i,0.00012774-0.00050053i,5.9688e-05-0.00047775i
-0.00037964-0.0030805i,-0.00093292-0.0027722i,5.9616e-05-0.001833i,0.00051706-0.00095922i,0.00045348-0.00046027i,0.00064319-0.00016192i,0.00029573+0.00071732i,6.2538e-05+0.00062816i,0.00015473+0.00020587i,0.00060643+9.6034e-05i,0.00084877-0.00027716i,-2.384e-05-0.00014306i,-0.00056767+0.00046914i,0.00014869+2.4936e-05i,0.00034635-0.00035658i,0.00032544-0.00065912i,0.00042758-0.0010111i,0.00052643-0.00052889i,0.00112+0.00026084i,0.00092102+0.00090819i,0.00082831+0.0009624i,0.00060683-0.00019601i,-0.00031024-0.00091522i
-0.0004743-0.00079685i,-4.8473e-05-0.0011558i,6.1336e-05-0.00050592i,0.00092246+0.00010824i,0.0009301-0.00021112i,0.0010508-0.00080694i,0.00085519-0.0010164i,0.00054533-0.00081231i,0.00019666+6.747e-05i,-0.00055449+0.00059183i,-0.00091649+8.217e-05i,-0.00054305-0.00030506i,-0.00037808-0.00034768i,-0.00068422+0.00017587i,-0.00085507+0.00042491i,-0.00061325+0.00048512i,-0.00011336-3.9766e-07i,9.0146e-05-0.0005967i,0.00010864-0.00066845i,-0.00049275-0.00023007i,0.00015581-0.00023155i,0.00095882-5.1612e-05i,-0.00036451+0.00038199i
0.00023873+0.0005062i,-0.0017825+6.534e-05i,-0.0013329+0.00065345i,-3.5942e-05+0.00057027i,0.00062426-0.00014608i,0.00052775-8.2387e-05i,0.00081552+0.00059559i,0.0012549+0.00096596i,0.0010265+0.00035193i,0.00024471+0.0001797i,-1.4498e-05+0.00049549i,5.7128e-05+0.00065973i,-0.00013205+0.0011698i,0.00056688+0.00090699i,0.00060564+0.00052945i,-0.00061919+0.00012603i,-0.0016684-0.00029062i,-0.0013062-0.00066954i,0.0002111-0.00057168i,-0.0001391+0.00027961i,-0.00081651+5.3512e-05i,-0.00038896-0.00045755i,-0.00018197-0.0004143i
0.00089061-0.00074346i,0.0012148-0.00061646i,0.00010713-0.0021939i,-0.00067117-0.0017608i,-0.00027851-0.00015924i,0.00067363+0.00049704i,0.00039576+0.00079255i,6.088e-05+0.00047253i,5.8682e-05+0.00028263i,-0.00054965+0.00021254i,-0.00081406+0.00054042i,-0.0006173+0.0010357i,-0.00029566+0.00092436i,0.00029193+0.00072254i,0.00055234+0.0011817i,0.00036461+0.0010052i,0.0007643-0.00022911i,0.001081-0.0010642i,0.00095403-0.00098968i,0.00086261-0.00071536i,0.00022182-0.00031622i,0.00028751-6.1295e-05i,-0.00015974-3.02e-05i
-0.0020823-0.0051319i,-0.0020325-0.0043281i,-0.0026935-0.0030835i,-0.0023947-0.0016903i,-0.0010249-0.00021418i,7.1952e-05+0.00069192i,3.5244e-05+0.0001078i,0.00014849-0.00024883i,-0.00028764-0.00032487i,-0.0010034-0.00045573i,-0.00090829+0.00025738i,-0.00021998+0.00080103i,0.00015111+0.0013618i,0.00019492+0.0014959i,0.00031559+0.0010303i,-5.1502e-05+0.00061895i,2.3428e-05-8.6413e-05i,0.00057669-0.00012955i,0.00055937+0.00010719i,0.00048631-0.00010348i,0.00045333+0.00025455i,7.9539e-05+0.00035378i,0.00017694+0.00035998i
0.0024204+0.0015889i,0.0014477+0.0013552i,0.00015524+0.00056745i,-7.1445e-05+7.2846e-05i,-0.00013763-6.9051e-07i,-2.2767e-05-0.00061775i,0.00061567-0.00061528i,0.0010209-0.00054219i,0.00041163-0.00017096i,-0.00043865+5.1263e-05i,-0.00024377+6.9376e-05i,0.00025395+0.00042998i,0.00021696+0.0004923i,-0.00068349+0.00023242i,-0.00071384+0.00085773i,-0.0001689+0.00079175i,4.6566e-05+0.00025555i,0.00022239-0.0002763i,0.00022386-0.0011127i,0.00036573-0.00057121i,0.00036401+9.0374e-05i,0.00086651-2.6149e-05i,0.00057228-0.00029911i
-0.00080382-0.0002729i,-0.00048396-0.00093444i,-0.0006734-0.00052501i,-0.0013349-0.0001758i,-0.0002918+0.00036692i,0.00077728+0.00046445i,0.00016192-0.00023421i,-0.00011127-0.00034478i,-0.00036638-0.00028952i,-0.00071754-0.0002752i,0.00019775+0.00036726i,0.0001751+0.00054132i,-0.00074157+0.00023749i,-0.00037842+0.00031811i,0.0010676+0.0003366i,0.0012626+0.00075365i,0.0011461+0.00054997i,0.0021516-0.00049186i,0.0019292-0.00049897i,0.00070385-0.0004882i,-0.00010281-0.00052598i,-0.00040598-0.00017663i,-0.00022082-0.00019454i
0.0014412+0.00064937i,0.0019705-0.0001628i,0.00093852-0.00028295i,0.00080513-1.5989e-05i,0.00043693-0.00045665i,-0.00045429-0.00032706i,-0.00092833+0.00065745i,-0.00039983+8.7368e-06i,2.9112e-05-0.00095896i,6.2474e-05-0.00073192i,0.00038942-0.00012115i,0.00063104+0.00029658i,0.00021226+0.00025915i,-0.00043115-0.00035911i,-0.00089404-0.00065994i,-0.00041377-0.00034488i,0.00044637+0.00026428i,0.00049676-0.00026844i,4.7194e-05-0.0010496i,7.5276e-05-0.0010762i,0.00049903-0.00044141i,0.00025773+0.00010209i,2.7068e-05-0.00032089i
-0.00085835-0.0010422i,-0.0015602-0.00076033i,-0.0021254-1.9588e-05i,-0.0014945+3.1472e-06i,-0.00021539+1.0251e-05i,0.00067572-0.00027434i,0.0007296-0.00086742i,-3.9297e-05-0.00081553i,-4.0599e-06-0.00069345i,0.00012647+0.00026078i,-0.00018902+0.00081856i,-0.00036097+0.00028371i,-3.029e-05+0.00061363i,0.00028769+0.001032i,-0.0005259+0.00063934i,-0.00089828+0.00038671i,-0.00023094+3.6385e-05i,0.0002959+7.3246e-05i,-0.00015234+0.00011215i,-0.00040977+9.7022e-05i,8.3595e-06-0.00056662i,-0.00040542-0.0017063i,-0.00033169-0.001447i
0.0012042-0.0017722i,0.0005154-0.0015821i,-0.0004858-0.00041699i,-0.00091289-0.00016878i,-0.001301-0.00024332i,-0.0012249-0.00076828i,-4.6085e-05-0.0008416i,0.00078623-0.00039011i,0.00071698-0.00013636i,0.00040072-5.5418e-07i,0.00047422+0.00089996i,-0.0001639+0.0015035i,-0.00049048+0.0011407i,-1.4333e-05+0.0013246i,0.00053224+0.001193i,0.00056766+0.00049291i,0.00020769+0.00023382i,0.00043573-0.00014544i,0.00053431+3.9825e-05i,0.00047374-0.00051911i,0.00045357-0.00069866i,0.00045783-0.00054018i,0.0002585-0.00030769i
-0.00051316-0.00069649i,-0.0019631+0.001259i,-0.0022017+0.002031i,-0.00075472+0.0012011i,0.00010921-0.00013852i,0.00087528-0.0016193i,0.0013587-0.002218i,0.00079775-0.001474i,-0.00049452-0.0009728i,-0.0016278-0.0010856i,-0.0016466+0.00028119i,-0.0016459+0.00094699i,-0.0014084+0.00031538i,-0.00068325+0.00025734i,0.00037913+0.00012641i,0.0010753-7.7276e-05i,0.0010591-0.00043016i,0.00077871-0.00066154i,6.2356e-05-6.063e-05i,-0.00023428+7.9715e-05i,-0.00015001+0.00039759i,0.00013627+0.00041912i,0.00048261-6.6227e-05i
-0.00067156+0.0007667i,-0.00087417-0.0013369i,-0.00049154-0.0010981i,-0.00020113-0.00044224i,0.00058017-0.00096591i,0.0011214-0.00091062i,0.0013688-0.00019405i,0.00074116-0.00027647i,-0.00011716-0.0004309i,0.00020024-0.00025685i,0.00074765-3.6656e-05i,0.00018656+0.00027424i,0.00013184-0.00043723i,0.00032956-0.0011777i,-0.00011814-0.00079188i,4.2737e-05-0.00018307i,0.00026044-4.3843e-05i,0.00032257+0.00029512i,0.0006601+0.00030758i,0.0011287-0.00016366i,0.00051969-1.7642e-05i,0.00031712+1.0428e-05i,0.00045762+0.00016624i
-0.001937-1.7441e-05i,-0.00093564+0.0006522i,0.0002692+0.00069477i,0.0010366+0.00024929i,0.00090135-0.0010891i,0.00089255-0.0025424i,0.001081-0.0021851i,0.00050861-0.00098432i,0.00026447-0.00057383i,-6.4151e-05+0.00032087i,-0.00052622+0.00024041i,-0.00096778-0.000771i,-0.0011656-0.0006391i,-0.0012919-0.00015721i,-0.00084952-0.00050834i,-0.00036471-0.00059374i,-6.3574e-05-6.2202e-05i,0.00026394-8.5502e-05i,0.00057423-0.00032686i,0.00055888-0.0001333i,-0.00030363+5.7616e-05i,-0.0010211+2.35e-05i,-0.00023777-0.00048432i
0.00022414-0.0015985i,2.7633e-05-0.0011818i,-0.00010079-0.00028386i,-0.00027312-0.00063695i,0.0001824-0.00079074i,0.00054909-0.00034219i,0.00050386-0.00064874i,0.00044481-0.00077994i,0.00047437-0.00053037i,0.00050727+0.00020267i,2.1069e-05+4.9807e-05i,0.00014092+0.00046467i,-0.00015226+0.00078841i,-0.00026394+5.1872e-05i,0.00045098+0.00034514i,-5.6299e-06+0.0010175i,-0.00062072+0.00073152i,-0.00084095+0.00024327i,-0.00026895+0.00017701i,0.00028562-0.0001985i,0.00019418-0.00032412i,0.00057297+0.00010885i,7.3635e-05+0.00056298i
0.0021657-0.00070454i,0.0016883-0.00083164i,-0.00064603-0.0011558i,-0.0012207-0.0010408i,-0.00043085-0.00045563i,0.0002213-0.00056992i,0.00073195-0.0017467i,-0.00018529-0.0024423i,-0.00088604-0.0013545i,-0.0002099-0.00020152i,-0.00033126-0.00016022i,-7.9769e-05+0.00015177i,0.0005952+0.0010136i,0.00021828+0.0014318i,0.00019183+0.00093389i,-0.00013693+0.00012304i,-0.00066374+0.00018528i,-0.00052296+0.00044811i,2.5409e-05+0.0002136i,-8.661e-05+0.00040152i,-0.00066565+0.00034881i,-0.00060299-0.00091867i,-0.00021002-0.0012491i
-0.00052455+0.0018247i,-0.00099835-0.00012065i,-0.00012518-0.00061105i,0.00013387-0.00089834i,-0.00091938-0.0017987i,-0.0008613-0.00073901i,6.396e-05+0.00024056i,0.00038035+0.0001196i,0.00037646-0.00012033i,0.00032991-0.00019693i,-0.00049159+1.2443e-05i,-0.001487+9.5994e-05i,-0.0018216+0.00069028i,-0.0017992+0.00052225i,-0.00156-9.1006e-05i,-0.0007888+0.0005047i,-0.00027393+0.00051985i,-7.9313e-05+0.00048306i,-0.00017675+0.00020638i,-7.2698e-05-0.00032591i,0.00043949-0.00057201i,0.00058617-0.00056132i,0.00036704+0.00025917i
-0.0013455-0.001638i,-0.00060183-0.00073324i,0.00042875+7.576e-05i,0.00098159+0.0001254i,0.0010884-9.0931e-05i,0.00072974-0.00086329i,-0.00065705-0.001228i,-0.0010774-0.00075346i,-0.0004632-0.00029181i,-0.00032309-0.00013843i,-0.00052337-0.00016914i,-0.00010148-0.00027778i,-0.00028179-0.00028468i,0.0002309-0.00035537i,0.00044431+0.00012652i,3.7016e-05+0.00026905i,0.00032063-0.00012119i,0.00095095-0.00092549i,0.0011138-0.00099131i,-6.4822e-05-0.00085348i,-0.00026963-0.0014463i,3.6016e-05-0.00075081i,-2.7007e-05-0.00013758i
0.00032959-0.00039689i,-0.00064997+0.00028712i,-0.00051438-0.00013534i,7.7394e-05-0.00012588i,0.00044693+0.00046173i,0.00065731+0.00041393i,0.001006-0.0001378i,0.00077787-0.00041079i,0.00017527-0.00066314i,0.00016507-0.00091484i,8.1693e-05-0.00051147i,-0.00026037+0.00038976i,-0.00024113+0.00054151i,-0.00057172-0.00033326i,-0.00017963-0.00072463i,-0.00012231-0.00040348i,-0.00066067-0.00023295i,-0.00023519+6.7726e-05i,0.00058621+0.00052781i,0.0010628-0.00019041i,0.00087746-0.00095491i,0.00061637-0.00069745i,0.00074538-0.0001616i
0.0020239-0.0015391i,0.00067369-0.0010132i,0.00028596-0.00056888i,0.00041391-0.00078191i,0.00040158-0.0010224i,-6.5408e-05-0.0011733i,-0.0001944-0.00082111i,4.4293e-05-0.00017886i,0.00037377-0.00078635i,0.00040845-0.00085717i,0.00016747-0.00042902i,-8.675e-05-0.00043233i,-0.00016897-0.00039272i,-0.0003154-3.4824e-05i,-0.00070309+0.000192i,-0.00066987+0.00018568i,-0.00030599+0.00037232i,-0.00022992+0.00018663i,-0.00046408+0.00040081i,-0.00034371-0.00033883i,0.000245-0.0006046i,-0.00017297+0.00029803i,-5.5345e-05+0.00044631i
-0.0017411+0.0019374i,-0.0017903+0.00071663i,-0.0012835+0.00045569i,-0.00067789+0.00080108i,0.00012171+0.00055868i,0.0020306-0.00028342i,0.0025589-0.00083919i,0.0014452-0.00081099i,0.00021072-0.00048048i,-8.8127e-05+0.00040388i,0.00010993+0.00043292i,0.0011055-0.00040364i,0.0012817+1.7906e-05i,0.00096+0.00032954i,0.00078702+0.00022834i,0.00010362+0.00043055i,-0.00033336-0.0001152i,-0.00042998-0.00048846i,-0.00040822-0.00040008i,0.00033596-9.3595e-05i,0.00049728+0.00017632i,0.00014033+0.0002725i,6.234e-05+0.00021297i
