-0.0015639+0.00013624i,-0.0022153+0.00088475i,-0.0021213+0.0011279i,-0.0015404+0.0012148i,-0.00052472+0.00099716i,0.0010204+0.0010222i,0.0012536+0.0013662i,0.00090724+0.0014815i,0.0015549+0.0014317i,0.0020399+0.0017175i,0.0017389+0.00036161i,0.00076896-0.00066089i,0.00015766-0.0002128i,4.3136e-05+8.7231e-05i,-0.0004588-0.00035122i,1.8285e-05-0.00018542i,0.00030113-2.355e-05i,-0.0002623-0.00060818i,-0.00038527-0.00050194i,-0.00069164+0.00030343i,-0.00092497+0.00023372i,-0.00052902-6.9492e-05i,-0.00016772-7.0737e-06i
-0.0021436-0.00036037i,-0.0026211+0.00030149i,-0.0028879+0.0016854i,-0.0011972+0.0028324i,0.0013819+0.0028139i,0.0017803+0.0016078i,0.00078723-0.0012167i,0.00025986-0.0025971i,-0.00079488-0.0013585i,-0.00079434+0.00035278i,-6.5199e-05+0.0015125i,9.1903e-05+0.0014333i,0.0010309+0.00068751i,0.0014858-0.00010982i,0.001145-0.00049941i,0.0009871+0.00010382i,0.00059629+5.6804e-05i,-8.0039e-05-0.00014008i,-0.00026162-6.4726e-05i,0.00010929-0.00012359i,0.00074024+0.00035988i,0.0011125+0.00076328i,0.0005872+0.00018263i
-2.2077e-05+0.00104i,-0.00058223+0.00088674i,-0.00072379+6.6681e-05i,-0.0003444-0.0011214i,0.0010392-0.0017606i,0.0014932-0.0026957i,0.00036568-0.0038303i,-0.00075473-0.0035032i,-0.0013292-0.0018621i,-0.0014791+0.00030223i,-0.0012162+0.0012781i,-0.00069807+0.00092834i,-0.00028198+0.00067559i,0.0004491+0.00082139i,0.0012291+0.00043913i,0.0012004+0.00011875i,0.00041469+0.00041934i,-1.3542e-05+0.00057488i,-9.7219e-05+0.00095528i,-0.00041368+0.00099922i,-4.0389e-05+0.00035931i,0.0007287-5.2654e-05i,0.0012347+0.00040613i
0.0013749+0.00074892i,0.00025112+0.0019809i,0.0011153+0.0021639i,0.0026555+0.00154i,0.0030985+0.00058518i,0.0027235-0.0019669i,0.0020092-0.0039988i,0.0006183-0.0043468i,-0.0013913-0.0044709i,-0.0023688-0.0029967i,-0.0028489-0.00098199i,-0.0022438-0.00015263i,-0.0011855+0.00094808i,-0.0009104+0.001447i,-0.00047998+0.00064846i,-0.00085174-0.00071187i,-0.00098661-0.00083115i,-0.00022056-0.00024865i,0.00015012+0.00062581i,3.6866e-05+0.00068463i,0.00028096-0.0001153i,0.00063893-0.00097306i,9.1443e-05-0.0011391i
0.0016087-0.0011817i,0.00054505-0.001825i,-0.0013373-0.0028808i,-0.001899-0.0022376i,-0.0017648-0.00033555i,-0.0013244+0.0013594i,-0.00072503+0.0028599i,0.00032484+0.0042318i,0.0020319+0.0039729i,0.0036276+0.0022186i,0.0043341+0.00023374i,0.003829-0.0013941i,0.0020964-0.0019812i,0.000666-0.0017266i,9.6804e-05-0.0010525i,-0.00072826-4.1874e-05i,-0.00032768+0.00015342i,-3.9518e-05-0.00025282i,-0.00057262-0.00044378i,-0.00048963-0.0001043i,-0.00059319+0.00044453i,-0.00096238+0.00030279i,-0.00078445-6.8374e-05i
0.00045819-0.0009269i,0.00071511-9.5032e-05i,0.00061006+0.00021521i,0.00093578+0.00036447i,0.0018353+0.0003764i,0.0015527+0.00063636i,0.001772+0.00034018i,0.0020559+0.00088912i,0.0014857+0.0017903i,0.0016194+0.0016253i,0.001405+0.0015531i,0.00057472+0.00045145i,0.0004613-3.879e-05i,0.00042314+0.00035927i,-0.00012611+4.9841e-05i,-0.00035922-0.00053322i,-0.00045199-0.0011545i,-0.00053493-0.0014611i,-0.00030472-0.00069455i,-0.00074377+0.00038131i,-0.00047927+0.0007348i,-7.1834e-05+0.00069923i,-0.00010154+9.2651e-05i
-0.0026291-0.0037129i,-0.004313-0.0026804i,-0.0059507-0.0014344i,-0.0042873+0.000223i,-0.0019154+0.00088801i,0.0002673+0.0012086i,0.0012205+0.001684i,0.0011026+0.001095i,0.00085593+0.00050312i,0.0010318+0.00084319i,0.001369+0.0011063i,0.00093019+0.0010127i,0.00035878+0.00065613i,0.00047878+6.5717e-05i,0.00051268-0.00063208i,-0.00019131-0.0010365i,-0.00035339-0.00051809i,0.00015893-0.00016609i,0.00031738+2.9005e-06i,0.00068726+0.00040828i,0.00076996+0.00076551i,0.00064657+0.00071998i,0.00070975+0.00062653i
0.00053327-0.0022425i,0.0013249-0.0017866i,0.0017202-0.0017952i,0.0016439-0.0013631i,0.0010652-0.00056408i,0.00042267-0.00041387i,0.00080549-0.00010509i,0.0014068+0.0009291i,0.0016148+0.0010341i,0.0019303+0.00049294i,0.0019743+0.00042577i,0.0016865-0.00039337i,0.0012721-0.000925i,-0.0001587-0.00064446i,-0.0012446-0.00013236i,-0.0010001+0.00076433i,6.5518e-05+0.0006052i,0.00071753-0.00018063i,0.00010783-0.00013042i,-0.00033209+0.00051331i,9.7045e-05+0.00047166i,0.00039375+0.00030261i,-0.00046865+0.00040566i
0.00036592+0.00046947i,0.00032231+0.00055997i,-0.00081281-0.00020427i,-0.0017343-0.00023922i,-0.0011613+0.00018965i,-0.00018208+2.2366e-05i,-0.00031834+0.00011492i,-0.0001318+0.00031211i,0.0007211+0.00020177i,0.0014742+0.0004838i,0.0015197+0.00057942i,0.00082756-9.4681e-05i,0.00038059-0.00070893i,0.00058704-0.00046518i,0.00089484-0.0005729i,0.00078719-0.00074859i,0.00062757-0.00048398i,-9.2037e-05-0.00016651i,-0.00059446+5.1968e-05i,-0.00068492-3.9226e-05i,-0.00025706-0.00043612i,0.00037645-0.00079149i,-0.00010624-0.00039529i
0.00045091+1.4172e-05i,-3.3533e-05+1.3922e-05i,2.8433e-05-0.00041923i,0.00067498-0.00048968i,0.00089933+0.00037887i,0.00025649+0.00026902i,0.00044683-0.00014831i,0.00055103+0.00029263i,2.8783e-05+9.8118e-05i,0.00057171-0.00052067i,0.0012784-0.00061795i,0.0011397-0.0012119i,0.00077724-0.00065295i,0.00051717-0.00030984i,0.00024055-0.00049133i,-0.00032815+3.9264e-05i,-0.0002376-0.0005769i,-0.00037735-0.00072064i,-0.00076561-0.00040221i,-0.00047872-0.00065804i,2.3638e-05-0.00043845i,0.0002755-0.00016909i,0.0002568+0.00039678i
0.00071729-0.0016366i,-0.00088923-0.0017268i,-0.000861-0.0019385i,0.00070797-0.0017597i,0.0012266-0.0012494i,0.00088279-0.00072237i,0.00038292-0.00020889i,0.00017802-0.00025911i,0.00067211-0.00060983i,0.00082919-0.00014113i,0.00038121+0.00032898i,-8.9061e-05-2.1243e-07i,9.0923e-05-0.00046225i,0.00043366-0.00043337i,-0.00048933+0.00031425i,-0.0011117-0.00024695i,-0.00035285-0.0011477i,0.00015973-0.00089104i,0.00012757-0.00052137i,0.00010793-0.0012356i,-0.00010392-0.00067944i,-0.00020082+3.4805e-05i,0.0002784-0.00075259i
-0.0012408-0.00052394i,0.00016118-0.00025908i,-0.00014467+0.0019988i,-0.00019516+0.0034767i,0.00073066+0.0030421i,0.00070585+0.002252i,-0.00018417+0.00098571i,-0.00019304+0.00080759i,-9.3269e-05+0.0016806i,0.00019173+0.0016009i,0.0011474+0.0011342i,0.0010545+0.00052382i,-8.2052e-05+0.00027802i,-2.9448e-05+0.00063982i,0.00045292+0.00081415i,0.00024538+0.00055746i,-0.00010399+0.00056083i,0.00035136+0.00069726i,0.00056392+0.00047983i,-0.00052551+0.00048708i,-0.00056073+0.00073148i,0.0004503+0.00036275i,0.00073529+0.00012378i
-0.00098727-0.0019836i,-0.0013318-0.0010467i,-0.0024484-0.00031843i,-0.002272-0.00042296i,-0.0010442-0.0011683i,-0.00046734-0.0016198i,0.00016594-0.0016298i,0.0010351-0.0012684i,0.0011858-0.00051047i,0.0010864+0.00024622i,0.0013399+0.00040202i,0.0016146+0.00043046i,0.0013854+4.2694e-05i,0.0012095-0.0002175i,0.0013609-0.00023573i,0.0017317-0.00060434i,0.0013629-0.00076735i,0.00058946-0.00089788i,0.00038109-0.0010533i,-0.00021909-4.4156e-05i,-0.00065428+0.00084732i,-0.00017097+0.00034225i,-0.00022573-0.00033938i
0.00062602-0.00016522i,0.001523+0.00064972i,0.0021635+0.0012127i,0.0016041+0.00036202i,0.0015021-0.00065015i,0.0014351-0.0010126i,0.0011102-0.00034819i,0.0010564+0.00028476i,0.0013653+0.001158i,0.0016593+0.0012983i,0.0015585+0.00082267i,0.00093762+0.00061993i,0.00076012+0.00039908i,0.00069773-0.00011816i,0.00036784+1.1006e-05i,-2.6485e-05-0.00010444i,-0.00045966-0.00054321i,-0.00025721-0.00068013i,0.00046194-0.0002647i,0.00039642+1.5682e-05i,0.00015507-0.00068392i,0.00063257-0.0012103i,0.00097047-0.00033151i
-0.0011225+0.00027238i,-0.0018152+0.00084637i,-0.0018822+0.0014793i,-0.00026393+0.00034441i,0.0016495-0.00032206i,0.00206+0.00019329i,0.0007577-1.1956e-05i,-0.00064627+0.00050862i,-0.00098669+0.00021613i,-0.0001668-0.00091495i,0.0007324-0.00054215i,0.00055842-0.00041763i,0.0011443-0.00059694i,0.0012484-0.00041395i,6.0687e-05-0.00048074i,2.5065e-05-0.00038275i,0.00082877+0.00051352i,3.2927e-05+0.00028059i,-0.00091986-0.00053878i,-0.00034539-6.258e-05i,0.00036956+0.00015625i,2.4911e-05-0.00022659i,-0.00054832-0.00022413i
0.0002433+0.002432i,0.0014677+0.0011951i,0.0018081+0.00041401i,0.0022208+0.00045222i,0.0033561-3.5613e-05i,0.0032025-0.0012023i,0.0017285-0.0017008i,0.00026865-0.00070572i,-0.00027046+0.00046136i,-0.00014685+0.00087178i,0.0008194+0.00066622i,0.0018797-9.0709e-05i,0.0016456-0.00088573i,0.00056459-0.00097346i,0.00025034-0.00014113i,0.00029968+0.000434i,0.00055982-0.00043049i,0.00052873-0.0014295i,0.00051495-0.00057955i,0.0010657+9.145e-05i,0.0013088+0.00010425i,0.0016856+0.0006305i,0.0017423+0.0010347i
-0.0019878+0.0018826i,-0.0020544+0.0025732i,-0.00059853+0.0027732i,0.0010521+0.002577i,0.0022661+0.0015573i,0.0032232+0.00029894i,0.0030007-0.00050937i,0.0015353-0.0002793i,0.0010359+0.00093933i,0.0019303+0.0016924i,0.0018389+0.0014052i,0.0012247+0.00082815i,0.00081388+0.00042517i,0.00041001+0.00020327i,0.0012344-0.00011425i,0.0011318-0.00068418i,0.00024912-0.001166i,-0.00028834-0.0013526i,-0.001093-0.00046853i,-0.00065695+0.00020782i,-0.00013111+2.0508e-05i,-0.00071573-0.00044674i,-0.00082174-3.3783e-06i
0.0023952-0.00041871i,0.0015577-0.00082671i,2.5849e-05-0.0021165i,-8.0298e-05-0.0028743i,0.0001588-0.0020818i,0.00049477-0.0020927i,0.00070543-0.0017977i,-0.00011867-0.0005853i,0.00023268+4.4281e-05i,0.00092051+0.00013397i,0.00055555-2.8928e-05i,0.00032229-0.00023676i,0.00028569-0.0003136i,0.0002999+3.411e-05i,-0.00021072-4.0127e-05i,-0.0010173-0.00089554i,-0.0005428-0.001011i,0.00053405-0.00054589i,0.00032618-7.7509e-05i,-0.00029368+2.4334e-05i,-0.00015326+0.00094996i,-6.484e-05+0.0013234i,-0.00020072+0.00068383i
-7.6991e-05+0.0014137i,0.00092926+0.0012172i,0.0026631+0.0020086i,0.0032054+0.0020236i,0.0020091+0.0008277i,0.001396-0.00089846i,0.0011906-0.0016573i,0.00084922-0.0011771i,0.00074613-0.00077669i,0.0014211-0.00024992i,0.0020337-4.2878e-05i,0.0020594-0.00084167i,0.0018389-0.001508i,0.00059619-0.0014163i,-0.00030355-0.00074964i,-0.00011118-5.6741e-05i,-0.00035955+5.8065e-05i,-0.00074312+2.1125e-05i,-0.00032319+0.00067954i,-0.0002252+0.00086604i,0.00026803+0.00072008i,0.00078097+0.0012351i,0.00041881+0.0013323i
-0.0011714-0.00092552i,-0.0016021-0.00024505i,-0.00087513+0.00054535i,1.0482e-05+0.00069072i,0.00088665+0.00039972i,0.0016901+0.00011041i,0.00058371-0.00070038i,-0.00037027-0.00060842i,0.00017154+0.00064352i,0.00072438+0.0013634i,0.00079995+0.00061583i,0.00022347+9.6306e-05i,-0.00043684+0.00031094i,-0.00020305-0.0003525i,-0.00036474-0.00047507i,-0.0010005-3.9788e-05i,-0.00063309-0.00047881i,0.00073529-0.0008494i,0.0013901-0.00018768i,0.00075408+0.00029927i,0.00015387+6.3365e-05i,0.00040641+0.00013605i,0.00064249+0.00040617i
0.00012058-0.0016028i,0.00097031-0.0020416i,0.0010675-0.0023597i,0.00052022-0.00078951i,0.0005708+0.0007356i,0.00034592+0.00087804i,0.00049556-0.00050278i,0.00048173-0.00049632i,0.00074521+0.00076003i,0.001254+0.00018396i,0.00080009-0.000631i,0.00037115-0.00030134i,0.00022136+0.0004204i,0.0004989+0.00027491i,0.00030979+7.9503e-05i,-3.5647e-05-0.00040685i,-0.00081993-0.00051914i,-0.00096248-4.6445e-05i,-0.00031525+2.9426e-05i,0.00025145+0.00031283i,0.00045008+0.0007223i,-0.00028241+2.6434e-05i,-0.00014153-0.00070743i
3.0245e-05-0.0012567i,0.00035425-0.00032127i,-0.00073745-6.5496e-05i,-0.0016624-0.0003197i,-0.0012607-0.00030756i,0.00025548-0.0005752i,0.0014641-0.00028583i,0.00077151+0.00035695i,0.00043487+0.0005622i,0.0010649+0.00037473i,0.00086499+0.00031496i,0.00078027+0.00039943i,0.00093884+0.00017891i,-2.7824e-05-1.9427e-05i,-0.00017219-0.0002474i,-6.7306e-05-3.1788e-05i,-0.00070384+0.00013773i,-0.00064774-0.0002952i,-0.00022034+6.0587e-05i,0.00010597+9.2182e-05i,0.0004945-0.00032963i,0.0004116+0.00020226i,-0.00030847+0.00062755i
-0.0012901+0.00067034i,-0.0006095-0.00015631i,-0.00037469-0.001399i,-0.00027843-0.0016986i,0.00010884-0.001577i,6.563e-05-0.0013716i,9.5311e-05-0.0010791i,0.00077745-0.00068798i,0.00114+2.977e-05i,0.00060951+0.0004897i,0.00076514-0.00022783i,0.0011834-0.00029167i,0.00087012+0.00040705i,7.2731e-05+0.00058523i,-5.0138e-06-7.1262e-05i,0.00033523-0.0004027i,-1.0232e-05-0.00051451i,-0.00067674-0.00052679i,7.6759e-05-0.00048825i,0.0002763-0.00040673i,9.9207e-06-0.0003133i,0.00073966-0.00056746i,0.00097153-0.00043571i
-0.00064336-0.00024721i,-0.00023565-0.00018606i,-8.9591e-05+0.00022778i,0.00026425+0.0010113i,0.0009135+0.0014405i,0.0017458+0.0010172i,0.0015714+1.3311e-05i,0.00089967-0.00068318i,0.00080128-0.00048526i,0.0020314+0.00018221i,0.0021753+0.00027829i,0.00082325+0.00026572i,0.00057489+0.00028705i,0.00073471-0.00027683i,1.8901e-05+0.00040484i,-0.00043091+0.0010883i,-0.00017063+0.00034989i,-0.00024127-0.0002436i,-0.00021589-0.00046791i,-0.00018978-0.00080814i,-0.00013341-0.00054055i,-6.7832e-05+0.00016183i,0.00016345+0.0006615i
0.0016505+0.00050543i,0.001568-0.00015008i,0.0015191-0.0021205i,0.00055565-0.0032076i,-0.0011259-0.0029453i,-0.0010914-0.0011292i,-0.00082033-0.00031537i,-0.001092-0.00096449i,-0.00066647-0.0014261i,-3.1703e-06-0.0013677i,-0.00058883-0.0010379i,-0.00072376-0.00081582i,0.0004684-0.0011686i,0.0011731-0.0010689i,0.00066486-0.00054333i,-0.00021432-0.0003415i,-0.0006679-0.00021898i,-7.1632e-05-0.00033836i,9.2601e-05+0.0002103i,-0.0004172+0.00071712i,-0.00038557+0.0007206i,-6.6705e-05+0.0012947i,0.00056221+0.0010052i
-0.00077997-0.00024078i,-0.001238-0.00026221i,-0.0012016-0.00016473i,-0.00054321+5.7436e-05i,0.0011903+0.00064758i,0.0019921+0.0014403i,0.0020519+0.00038946i,0.0017422-0.00010437i,0.00099609+0.0006172i,0.00086083+0.00084724i,0.001193+0.00077828i,0.0005634+0.0002959i,-0.00049423-0.0003958i,-7.2458e-05-0.00084733i,-0.00011098-0.00032724i,-0.00017941-0.00014056i,0.00012315-0.00033751i,0.00011091-0.00049968i,-0.00016952-0.00081886i,-0.00075809-0.00025808i,-0.00083332+0.00020773i,-0.00045827-8.1945e-05i,-3.9442e-05-0.00028558i
-0.0012771-0.0018521i,-0.0011459-0.0020531i,-0.0010494-0.0013793i,-0.00055801-0.00074404i,0.00026291-0.00053613i,0.0012562-0.00038534i,0.001772-3.5355e-05i,0.0013422+0.00054914i,0.00088742+0.0011633i,0.00073891+0.0010553i,0.00065468+0.00087001i,0.00014376+0.0003141i,-0.00023657-0.00023083i,0.00013808-0.00049828i,0.00021477-0.0012236i,-4.0488e-05-0.001224i,-0.00031736-0.0007213i,-0.00031151-0.00073009i,3.9348e-05-0.00078513i,-0.0001463-0.000139i,-0.00032435+0.00027852i,0.00028369+0.00029003i,0.00038186+0.00035708i
-0.00067919+0.00080672i,0.00031642+0.00056588i,0.0016545+0.0005235i,0.0015008+0.00018321i,0.0011857-0.00023698i,0.00032441-0.00088366i,-0.00060503-0.0012516i,-8.196e-05-0.00044808i,0.0011533+0.00015695i,0.0017181-0.00014782i,0.0014429+0.00024379i,0.00027342+0.00050537i,-2.3851e-05+0.00072482i,0.00011934+0.00054328i,0.00013572-0.00032041i,0.00064304-0.00083382i,0.00082452-0.0011167i,0.00036883-0.00069723i,0.00010345-0.00035236i,7.2974e-05-7.4056e-05i,0.00034107+3.8438e-05i,0.0010542-0.00010726i,0.0011007-0.00060588i
-0.0011685+0.0010239i,-0.00055624+0.0014961i,0.00049546+0.0017413i,0.0016077+0.0013236i,0.0018773+0.00045354i,0.0021335-0.0003361i,0.0018955-0.0003179i,0.0006568+0.00063777i,9.25e-05+0.00087019i,0.00042509+0.00026906i,0.00033916-0.00043636i,9.8354e-05-0.00084616i,0.00066578-0.0012509i,0.0010742-0.0012931i,0.00044077-0.0010555i,0.00015308-0.00020798i,0.00022536+0.00032489i,0.00041533+0.00021011i,0.00088732+0.0002642i,0.00047332-0.00016922i,-6.435e-05-0.00064401i,0.00024454+9.7723e-05i,0.00012705+0.00052344i
-8.8745e-05-0.0025031i,-0.00028717-0.0031546i,-0.000145-0.0030813i,-5.9918e-05-0.0022191i,-0.00045165-0.0012471i,-0.00058474-0.00048522i,-0.00032345-9.2191e-05i,0.00024589+0.00058902i,0.00065403+0.001208i,0.00086353+0.00058556i,0.00063279+0.00040784i,-0.00046917+4.6592e-05i,-0.00089697-0.00055086i,5.0321e-05-0.00054527i,0.00096193+1.326e-05i,0.00075534+0.00056181i,0.00050561+0.00029305i,0.00033732-0.00028889i,0.00029381-0.00049162i,0.00067468-0.00038224i,0.000642-0.00080586i,0.00047941-0.0009159i,0.00031793-0.00075084i
0.0010519-0.00056714i,0.00071834-0.00090916i,0.00076525-0.0015245i,0.0010082-0.00086565i,0.0010875+0.0001981i,0.0023322-4.7283e-05i,0.0023817-0.00039462i,0.0014269-8.2628e-05i,0.0011704+0.00061401i,0.0013364+0.001496i,0.0013469+0.0016075i,0.0011781+0.00072002i,0.0010609+0.00016682i,0.00080101+0.00048064i,0.00072306+0.0002097i,5.3617e-05-0.0010648i,-9.5758e-05-0.001349i,0.00033649-0.00088651i,3.4335e-05-0.00016469i,-0.00068149+0.00035505i,-0.00055198-4.8194e-05i,0.00018758-0.00078962i,0.00048278-9.7043e-05i
-0.00043321+0.0008372i,0.00014216+0.0012759i,0.00013575+0.0016973i,0.00042505+0.00029714i,0.00065328-0.00087054i,0.00065476-0.00035405i,0.00037244-0.00063661i,0.00014002-0.00097261i,0.0003905+0.00021165i,0.00069303-1.2441e-05i,0.0011343-0.00063447i,0.001459-0.00058438i,0.0010087-0.00093572i,0.00073446-0.00066136i,0.00041188+0.00035851i,-0.00055455-0.00018497i,-0.00076178-0.00067785i,-0.00082875-0.00080493i,-0.00098934-0.00098674i,-0.00097968-0.0005304i,-0.00045225-0.00057975i,3.8213e-05+0.00017225i,-0.00017849+0.00023092i
-0.001668+0.0012125i,-0.0019042+0.0010687i,-0.0014083+0.0020658i,0.00024618+0.0029833i,0.0014134+0.0022827i,0.0015681+0.00058888i,0.00075723-0.00058576i,-0.00019617+0.00024881i,-0.00012294+0.00091263i,0.00021715+0.001116i,0.00082629+0.001514i,0.00083972+0.00061336i,0.00073041+0.00033196i,0.00050294+0.0006407i,-0.00032197+0.00034505i,-0.00096458+3.4269e-05i,-0.00046336+0.00044471i,0.00051494+0.00035769i,0.00031925-0.00031207i,0.00050389-0.00018951i,0.0012059+2.1507e-05i,0.0013295-0.00025978i,0.00087472-8.8207e-05i
-0.0004694-0.00037215i,0.00037946-0.00042844i,0.00020558-0.0014632i,-0.00049269-0.0019942i,-0.0005257-0.0013041i,0.00075203-0.00069142i,0.0014163-0.00093938i,0.00076818-0.0010461i,0.00089134-0.00058387i,0.00096814-0.00029587i,0.00040956-0.00057495i,0.00022879-0.00061984i,-0.00025493+3.0575e-05i,-3.1391e-05-0.00011877i,0.00052188-0.00038123i,-0.00035104-0.00043987i,-0.00088673-0.00071408i,-0.00048262-0.0005305i,0.0001119-0.00062578i,0.00046312+2.9548e-05i,0.00025675+0.0011402i,6.832e-05+0.00061039i,0.00020401+0.00010008i
0.0009878+0.00093955i,0.00060848+0.00061103i,0.0017868+0.0011486i,0.0031394+0.0011284i,0.0022924+0.00011891i,0.00010533-0.00036836i,-0.0006952-0.00039632i,-0.00041256-0.00065572i,0.00017564-8.1462e-05i,0.00029347+0.00039351i,-0.00069748+0.00012093i,-0.00061471+2.0819e-05i,-1.3681e-05+0.00056587i,0.00053604+0.00011695i,0.00076918-0.00034819i,0.0002024+2.4033e-05i,-1.3858e-05-0.00044007i,0.00053412-0.00088391i,0.00024056-0.0012339i,-0.00058265-0.0011037i,-0.00072692-0.00066002i,-0.00021436-0.0007645i,0.00067734-0.00048139i
0.0010959-0.0012864i,-0.00050408-0.0015319i,-0.0012717-0.002447i,-0.00069676-0.0026208i,0.00035854-0.001185i,0.00043575-0.00020451i,-7.0479e-05+8.3821e-05i,3.6248e-05+0.0005642i,0.00094471+0.00072699i,0.0010678+0.00024151i,0.00060667-0.00036111i,0.00063916-0.00049516i,0.00052423+3.0628e-05i,-0.00042518-0.00038961i,-0.00045029-0.00066903i,-0.00072697-0.00017714i,-0.00077341+0.000389i,-0.00034478+0.00052659i,-0.00039799-0.0008843i,-0.0004429-0.0011317i,-0.00037304-0.0003072i,-5.7884e-05-0.00016553i,0.00057147-0.0003338i
-0.0014773+0.0019536i,0.0012082+0.00089658i,0.001895+0.0018979i,0.0017268+0.0020758i,0.0025675+0.00096012i,0.0031002+3.4112e-05i,0.0025688-0.0001227i,0.00093071-2.3745e-05i,0.00069341+0.00014573i,0.0011375+0.00044888i,0.0011672+0.00039237i,0.0013526+7.2572e-05i,0.0015842+0.00039904i,0.0010186+4.2034e-05i,0.00013855-0.00043496i,-5.2574e-05-0.00051994i,0.00031869-0.00056414i,-6.0249e-05-0.0005017i,0.00022658-0.00080803i,0.0011563-0.001125i,0.00057516-0.0010296i,9.096e-05-0.00093108i,0.00082635-0.0009804i
0.0022277-8.4165e-05i,0.0018645-0.00032077i,0.0019761+0.00011565i,0.0024981-0.00060624i,0.0027559-0.0011603i,0.0017634-0.0016702i,-2.2812e-05-0.002261i,1.5569e-05-0.0016017i,0.00060544+5.7909e-05i,0.00043716+0.0012203i,0.0010202+0.00068476i,0.0012976+0.00022608i,0.0011055-0.00028235i,0.00039576-0.0009781i,-0.00051407-0.0012641i,-0.00076655-0.0014699i,-0.00024785-0.0015077i,6.8753e-05-0.0002776i,-0.0001467+0.00081392i,-7.3e-05+0.00091511i,0.00020761+0.0011574i,0.00027226+0.0010543i,0.00017703+0.00055589i
-0.002847-7.7229e-05i,-0.0029478+0.0002619i,-0.0031627+0.00062319i,-0.0029457+0.0017017i,-0.0018307+0.0011581i,-0.0005014-0.00014094i,5.9034e-05-0.00074011i,0.00012392-6.7547e-05i,0.00025666+0.00080918i,0.00056624+0.00061072i,0.00069437+0.00012042i,0.00038345+0.0004092i,3.6358e-05+0.00051609i,0.00060775-8.4634e-05i,0.00098729+0.00045922i,0.00048836+0.00091696i,-0.0002757+0.00028077i,-0.00041018-4.7051e-05i,0.00019464+0.00032577i,4.3587e-05+0.00011074i,-0.00012571+0.00019295i,-0.00020069+0.00058588i,0.00018706+0.00070413i
-0.0017288-0.0011746i,-0.0012888-0.00029074i,-0.0019571-0.00066145i,-9.5124e-05+0.00025783i,0.001746+0.0015142i,0.0015117+0.0015364i,0.00075222+7.726e-05i,0.00018265-0.0005195i,0.00061027-4.7051e-05i,0.00053078+0.00020391i,-0.00039166+0.00011921i,0.00029477+2.4329e-05i,0.00089734+0.00013735i,0.00048255+0.00076951i,-0.00010662+0.00091712i,-0.00049937+0.00036458i,-0.00017558-0.00036849i,0.00014988-0.00028046i,0.00076453+0.00076945i,0.0012318+0.0007874i,0.00045003+0.00040119i,-0.00025031+0.00077902i,-0.00055578+0.00088302i
-0.0006344+0.00129i,-0.0012145+0.0013041i,-0.00090537+0.0014301i,-0.00015087+0.0013391i,-5.344e-06+0.0014935i,0.00011126+0.00075914i,-0.0004091+0.00013107i,0.00017623-0.00038093i,0.0019055-0.00084479i,0.0021745-3.6739e-05i,0.00096466+0.00038732i,0.0004338-0.00033093i,0.00050274+1.3282e-05i,9.0726e-05+0.00026534i,7.7306e-05+0.0003496i,0.00052211-0.00030761i,0.00038224-0.00095674i,0.00036986-0.00043086i,-0.00035493-0.00056437i,0.00013412-0.0014133i,0.00090228-0.00084442i,0.00074631+0.00037926i,0.0008387+0.00054949i
-0.0015183-0.00029127i,-0.0007607-0.00095359i,-0.0011567-0.00088752i,-0.00027331-0.00033231i,0.0014374+0.00065605i,0.001602+0.00039333i,0.0003489-0.00041334i,0.00015687-0.00032941i,0.00097196+0.00022779i,0.00096068+0.00044587i,0.0011239+0.00040591i,0.00045306+0.00090373i,-2.9466e-05+0.00090418i,0.00040735+0.00046032i,0.00024984-0.00028614i,-0.00012296-0.00035764i,-0.00015718-9.0103e-05i,-4.574e-05-0.00027362i,0.00028346-0.00058479i,0.0002409-0.00056173i,0.00020022-0.00018692i,-9.4602e-05+3.3939e-05i,-0.00051005+0.00054416i
0.00051862-0.0014762i,0.00075636-0.00042515i,0.00094919+0.00018904i,1.4105e-05+0.00056126i,-0.00010963+0.00019284i,0.00088783+0.00053205i,0.0010994+0.00094809i,0.0001878+0.00079624i,-0.00073198+0.00079907i,-0.00068997+0.0010755i,-0.00019506+0.0010292i,0.0011783+0.00059469i,0.0013968+0.00053734i,0.00030923+0.00069574i,-0.00044507+0.00015895i,-0.00059337-0.00055045i,9.4661e-05-0.0003337i,0.00038461-8.1791e-06i,-0.0001893+9.4255e-05i,-0.0003458-0.00022112i,-5.6272e-05-0.00015534i,0.00017017+0.00075567i,0.0002491+0.00053208i
0.00033781+0.0028029i,-0.00027897+0.0028679i,-0.00024289+0.0031827i,0.00046693+0.002428i,0.001513+0.00061741i,0.0022511-0.00033404i,0.0016938-8.5155e-05i,0.0012217-0.00026227i,0.0016316-0.00012267i,0.0015728+0.00048016i,0.0014106-3.4985e-05i,0.0014117-0.0003178i,0.0011785+0.00024579i,0.00051226+0.0007924i,-0.00014619+0.00057876i,-0.00052863+9.2295e-05i,-0.00047943-0.00026389i,-0.00037606-0.00040471i,-0.00072426-0.00019469i,-0.00040833-0.0003582i,9.9754e-05-0.00016392i,0.00097059-0.00037608i,0.0010379-0.00069566i
