-0.0024395+0.00087668i,-0.0014717+0.00031765i,-0.0026499+0.00070052i,-0.0025561+0.0010787i,-0.001327+0.0022685i,-0.0009828+0.0026055i,-0.00072899+0.0020181i,0.00015264+0.0018185i,0.00095658+0.0015101i,0.0010061+0.00080015i,0.00059454-0.0004414i,0.00057207-0.0004666i,0.00077362-0.00021256i,0.00081255-0.0003804i,0.00026872+0.00013941i,-0.00014514+2.4002e-05i,-0.00025921-0.0010816i,0.00071984-0.0011045i,0.0007741-0.00050329i,0.00015905-0.00019559i,8.9679e-05-5.3854e-05i,0.00017881+0.00022566i,0.00012796+0.00030069i
-0.0011982+0.00054697i,-0.0015914+0.00014576i,-0.0019926+0.00067839i,-0.0017439+0.0016451i,-0.00076487+0.0012625i,-0.00015818+0.0002311i,-0.00040908-0.00034304i,-0.00052531-0.00095119i,-0.00023611-0.0008876i,-6.893e-05-2.9901e-05i,0.00044664+0.00068337i,0.00086825+0.00013694i,0.00084656-0.00067842i,0.00033609-5.5395e-05i,-0.00021441+0.00089815i,-0.00059182+0.00085265i,-0.00039342-2.57e-05i,0.00062723-0.00045152i,0.00083085+2.3807e-05i,4.2084e-05+4.0163e-05i,-0.00034269-0.00034204i,-0.00022464-0.00023686i,-0.00014646-0.00022602i
0.00021235-0.0012901i,0.00012688-3.3559e-05i,-0.0015634+0.00021617i,-0.0024423+0.00033179i,-0.0013828+0.00046197i,-0.00048021+0.00022491i,-0.00052045+1.2745e-05i,-0.00093803-0.00086893i,-0.00059975-0.000972i,-0.00018391-0.00042756i,-0.00026008+5.033e-06i,6.8967e-05+0.00071056i,0.00014561+0.0011011i,-0.00014872+0.00053401i,0.0004064-0.00038896i,0.00073155-0.00080561i,0.00016079-0.00073437i,0.00012201-0.00045736i,0.00041238+1.8285e-05i,8.6739e-05-0.00023673i,-0.00093314-0.00079797i,-0.0010333-0.00071623i,-0.0006703+6.9477e-05i
0.00050621+0.0010173i,0.00040952+0.00025921i,-0.0003364-0.0012523i,-0.00071867-0.00075053i,-0.00058761+0.00012411i,-0.00038538+5.5038e-05i,-0.0002637-0.00089978i,-0.00066766-0.00081207i,-0.0008689-0.00011503i,-0.00041796-0.00033557i,-0.0002907-0.00055777i,-0.00026116-9.8516e-05i,3.1112e-05+0.00011107i,-0.00037506+0.0003691i,-4.7096e-05+0.00093529i,0.00090451+0.00059565i,0.00042464-0.00012682i,-0.00030412-0.00059843i,-0.00012773-0.00046219i,0.00030152-0.00060134i,5.4753e-05-0.00074808i,-0.00057985+4.7891e-05i,-0.00096099+0.00028055i
-0.00067584+0.0007353i,-0.0006877+0.00080519i,-0.00012197+0.0010052i,-0.00018668+0.0012143i,-0.00054464+0.00088659i,-0.00045657-0.00010977i,-0.00036635-0.0010934i,-0.00023478-0.00066884i,0.00054131+0.00055699i,0.00017566+0.00096246i,-5.8404e-05+0.00071417i,0.00018628+0.0004033i,-0.00020844-0.00019868i,-0.00033245-0.0007248i,6.9134e-06-0.00021386i,0.00068064-0.00078096i,0.0010173-0.0015241i,0.00063928-0.00097388i,0.00079393-0.00056754i,0.0002699-0.00075263i,-0.00021377-0.0004637i,0.00040715+0.00042275i,0.00065769+0.00017577i
0.000908-0.00057856i,0.0010996-0.0003022i,0.00051229-0.00077354i,-0.00027941-0.0012933i,-0.001262-0.0011338i,-0.0014766-0.00079863i,-0.0013362-0.00075633i,-0.00066642-0.00099453i,0.00020056-0.0010047i,-0.00057676-0.00056981i,-0.0017386+0.0002758i,-0.00093034+0.00089684i,-0.00020629+0.00035443i,0.00043529-0.00044003i,0.00035872-0.00077855i,-0.00039368-0.0007668i,0.00013799-0.00024895i,0.00027638-0.00015165i,-0.00056564-0.0012453i,-0.0012339-0.001944i,-0.001215-0.0011594i,-0.00074174-0.00050213i,-0.00016625-0.00017842i
0.0017099-8.6009e-05i,0.00055326+0.00043824i,0.0016893+0.0013905i,0.0028624+0.0012879i,0.0017585+4.8958e-05i,0.00061248-0.00022436i,0.00027373-0.00032447i,0.00023394-0.00015599i,-0.00032792+0.00046488i,-0.0008457-0.00022101i,0.00027313-0.00086421i,0.00039684-8.6028e-05i,-0.00080179+0.0006909i,-0.0011971+0.0008748i,-0.0014031+0.0005212i,-0.0010281-0.00015711i,2.7491e-05+8.9148e-05i,0.00039383+0.0010212i,0.00040871+0.00048192i,0.00068569-0.0011327i,0.00021645-0.0011387i,-0.00041798-0.00010673i,-0.00031435-0.00018802i
-0.0027829+0.0053383i,-0.0026925+0.0055795i,-0.0021843+0.0057868i,0.00021348+0.0051973i,0.0013128+0.0032817i,0.00074713+0.00085857i,0.00010911-8.4366e-05i,0.00021974-0.00058268i,0.00094053-0.00037172i,0.00085077+3.6159e-05i,0.00041038-0.00087959i,0.0010453-0.0014837i,0.0010375-0.0009589i,0.00038209-0.00023842i,0.0003665-0.00081755i,0.0006931-0.00097528i,0.0008991-0.00082077i,0.00051248-0.00087845i,1.7106e-05-0.00036765i,0.00048734+0.00033518i,0.00054993+0.0006171i,-0.0001966+0.00050646i,-5.4492e-05-0.00011431i
0.0025509-0.00059219i,0.0025095-0.00076012i,0.0012638-0.0014055i,-0.0001268-0.0013526i,-0.00078309-0.0010555i,-0.0014468-0.00070641i,-0.0015475-0.00096884i,-0.001709-0.001074i,-0.0010196-0.00046477i,8.9411e-05-0.00018155i,0.00094994-0.00044158i,0.0010343+0.00027152i,-6.3878e-05+0.00069665i,7.3736e-05+0.00081206i,0.00051928+0.00086261i,3.3411e-05+0.00036587i,0.00046201+0.00038133i,0.00043646+0.00018204i,-8.0284e-06-0.00097314i,0.00015568-0.001339i,0.00021226-0.00073398i,-0.00012064-0.00016931i,-0.00061188+4.2519e-06i
-0.0017401+0.00019243i,-0.0024774-0.00034537i,-0.0026199+0.00085997i,-0.0016914+0.0011968i,-0.00031344+0.0002049i,-2.1595e-05-0.00013966i,-0.00099762-0.00040863i,-0.00091855-0.00023511i,-0.00039389-9.7471e-05i,-0.00045752+0.00033923i,0.00075436+0.00084435i,0.0010131-0.00010522i,0.00033473-0.0013492i,0.00024861-0.0012387i,0.00035744-0.00056318i,0.00098063-0.00030788i,0.00068577-0.00063529i,-9.3431e-05-0.0010741i,0.00016507-0.00086296i,0.00053268-0.00028203i,-0.00014427-0.00061947i,-0.00044325-0.0012062i,0.00038865-0.0009459i
0.00095994-0.00016476i,0.0012366+0.00037427i,0.00097776-0.00070222i,0.00045977-0.0014863i,-1.1834e-05-0.001094i,-0.00022164-0.00034646i,0.00039736-8.4296e-05i,0.00013768-0.00013029i,-0.00031374-0.00068207i,-0.00029025-0.0007941i,-0.00019491-0.0002774i,0.00027245+0.00030799i,7.8218e-05+0.00012655i,-0.00063348+0.00028032i,-0.00032409+0.00020916i,0.00027045-0.00028726i,5.418e-05+0.00024297i,1.2198e-05+0.00043807i,0.00057375-0.00035642i,0.00012728-0.00065569i,-0.00037026-0.00049662i,-0.00033289+0.00046015i,-0.00030593+0.00083187i
0.00045926+0.00039477i,0.00012976+0.0013691i,0.00034995+0.0019388i,0.00016002+0.0013707i,3.9981e-06+0.0011211i,-0.0011642+0.00054165i,-0.0011749+0.00018273i,-0.00056045+0.00034935i,-0.00044507+0.00072784i,0.0001777+0.0011708i,8.0534e-05+0.00096164i,0.00025095+3.9791e-05i,-0.00011836-0.00020963i,-0.00053105+3.1022e-05i,0.00010509-9.8328e-05i,0.00053356-0.00056253i,0.0002047-0.00044835i,-6.1373e-05+0.00023574i,6.3728e-05-0.00013964i,9.9585e-06-0.00020521i,-0.00055775-0.00016095i,-0.00084481-0.00038357i,-0.00044569-0.00044003i
-0.0016848-0.00036178i,-0.0020274+8.5829e-06i,-0.0018868+0.00069396i,-0.0014675+0.00066318i,-0.0010569-0.00033113i,-4.9174e-05-0.00063018i,0.00037961-0.0011404i,-0.00019905-0.00074237i,-0.00048933+0.00012156i,-0.00049603+5.8139e-05i,0.00010084+3.6326e-05i,0.0013906-0.00041822i,0.0010657-0.00050217i,8.8803e-05+0.00043718i,-0.00010719+0.00075683i,0.00041315+0.00033983i,0.00028719-9.4093e-05i,-0.0010933-0.00011192i,-0.0012395-0.00053725i,-0.00041449-0.00096485i,-0.00049376-0.00033628i,-0.00016891-0.0004097i,0.00058413-0.00039407i
0.0015708-0.00088213i,0.0014188-0.00018379i,0.00099858+9.956e-05i,0.00081681-8.8907e-05i,8.6667e-05-0.00053067i,0.00014392-0.001051i,0.00020357-0.00071216i,0.00063784-0.00052821i,0.0012427-0.00056771i,0.00076005-0.0001349i,0.00011997+5.0176e-05i,-0.00026087-0.00010841i,-0.00065047-0.00064361i,-0.00076141-0.00019167i,-0.00088277+0.00024349i,-0.00099432-0.00036924i,-0.00055424-0.00072172i,0.0011356-9.7023e-05i,0.0019442+0.00036894i,0.00046711+0.00021992i,-0.00053681-4.7184e-05i,-0.00071277-0.00079524i,-0.00052862-0.0010682i
-0.0015169-0.00057126i,-6.178e-06-0.00012651i,0.00027951+0.0009596i,-0.00099564+0.001377i,-0.00099277+0.00074223i,-0.00096827+0.00022028i,-0.0022154-0.00062028i,-0.0018596-0.00097272i,-0.00029193-0.00094463i,0.00042233-0.00066258i,6.7605e-05-0.00044381i,-0.00054388-0.00072871i,-0.00053333-0.00015076i,-0.00018179+0.00063453i,0.00050739-0.00010129i,0.00096926-0.0010464i,0.00087155-0.00090754i,0.00070076-0.00050597i,0.00032607-0.00099785i,0.00024792-0.0013744i,0.00016892-0.00085529i,-0.00041426-0.00020741i,-0.00064122-0.00041045i
0.00013398+0.00046055i,0.00039496+0.00076754i,-0.0003749+0.00099579i,-0.00086529+0.00027988i,-0.00099432-0.00052266i,-0.0010081-4.5045e-05i,-0.00039645+0.00066139i,-6.303e-07+0.0001809i,1.8416e-05+3.5755e-05i,0.00018506+0.00010169i,0.00062424-0.00054781i,0.00085541-0.00051775i,0.00020627+0.00027182i,-0.00082223+4.4532e-05i,-0.00061238+1.7566e-05i,2.9107e-05+4.9273e-05i,0.00035781-0.00080704i,-1.1737e-05-0.00081631i,-0.00038905+0.00017373i,-0.0003468+0.00034228i,-0.00080747-0.00015217i,-0.00038258-0.00045407i,-6.2143e-05-0.00035807i
0.0010785+0.0019655i,0.00089362+0.00092568i,0.0018864-6.0446e-05i,0.0016082-0.001336i,0.00051264-0.0020589i,-0.00043708-0.0017794i,-0.00055652-0.0011085i,-0.00074572-0.00058839i,-0.00034422+0.00012311i,0.00097076+0.00045159i,0.0012342+0.0001295i,8.5233e-05-6.5693e-05i,-0.00073872-7.3131e-05i,-0.00059365+0.00032939i,0.00023646+0.00033282i,0.00034196-5.9441e-05i,0.00039515+0.00029992i,0.00067513+8.1701e-05i,0.00025993-0.00015934i,-0.00037047-0.00054537i,-0.00058681-0.00054828i,-0.00061841-0.00037878i,-0.00036126+5.0884e-05i
-0.00028299-0.00050311i,0.00082766-0.00024474i,0.0018812-8.4649e-05i,0.00080992-0.0007037i,-0.00043623-0.0011611i,-5.3152e-05-0.0012448i,0.00063999-0.0017453i,0.00076425-0.0022741i,0.00072528-0.0017031i,-0.00028085-0.00062187i,-0.0010045+0.00028803i,-0.00062629+0.00021042i,-0.000747-9.2449e-05i,-0.00092424+0.00045836i,-0.00049177+0.00018401i,-0.00043804-0.00070733i,-0.00023722-0.0013613i,0.00030933-0.00073902i,5.7343e-05+3.5609e-05i,0.00077747+7.5329e-05i,0.0013758+0.00052674i,0.0011261+0.00047694i,0.00095336-0.00010322i
0.0018662-0.0017891i,0.00096448-0.0011524i,0.0010234-0.0023439i,0.00028026-0.0031253i,0.00014608-0.0019332i,0.00027149-0.00076615i,-0.00020036-0.00065235i,0.00030089-0.000985i,0.00030001-0.0010269i,-0.00060961-0.00025765i,-0.00099259+0.00056084i,-0.00067008+0.001077i,-0.00067765+0.00063205i,-0.00078147+0.00017802i,-0.00033975+0.00077116i,0.00011768+0.00027511i,0.00052257-0.00052205i,0.00021575-0.000282i,-6.34e-05-3.4427e-05i,0.00033849+0.00036304i,0.00026181+0.00044556i,-0.00036643+0.00048374i,-0.0006672+0.00073769i
-0.0010082-0.00015078i,-0.0021173+6.0021e-05i,-0.0014+0.00037539i,-0.0016782+0.0012801i,-0.002339+0.0014229i,-0.00089696+0.00034959i,-0.00013505+3.1807e-05i,0.00028943+0.00018628i,0.00085188+0.00050627i,0.0002607+0.00082289i,-8.0883e-05+0.00085889i,0.00070633+0.0005179i,0.001253-0.00012263i,0.0004243-3.7208e-05i,0.00022055-0.00019149i,0.00097072-0.00039425i,0.0013524-0.00017829i,0.00036728+1.0305e-05i,-0.00012795+2.7227e-05i,0.00039063-4.862e-05i,0.00010378-0.00024579i,0.00017406-0.0004284i,0.00047525+3.9415e-05i
-0.00043988-0.0003591i,0.00019202-0.0004534i,-0.00048144-0.00083677i,-0.0011381-0.0014186i,-0.0017084-0.0017181i,-0.0013028-0.0014827i,-0.00026341-0.0011125i,-0.00034885-0.0012774i,-0.00026848-0.0014471i,1.2636e-05-0.00095076i,4.7335e-05-0.00072087i,0.00039257-0.00028145i,0.00036593-5.5209e-05i,0.00033997+0.0003469i,0.00050219+0.00031746i,0.00062726-0.00028007i,0.00066022-0.00046556i,0.00073264-0.00051737i,-7.1372e-05-0.0011463i,-0.00045806-0.0012987i,-0.00014544-0.00092822i,-0.00028543-0.00092772i,0.00019637-0.0005099i
0.00076045-0.00037915i,0.00061654+0.00042752i,0.00029205+0.00010205i,0.00037639+0.00017134i,0.00075549+0.00018118i,-0.00013764-0.00045162i,-0.00031484-0.00073357i,0.00065894+7.6225e-05i,0.00081375+0.0007235i,-0.00037429-8.9927e-05i,-0.0010104-0.00057088i,8.3767e-05-0.00028666i,0.0005368-0.00040061i,-0.00076332+0.00022827i,-0.0011767+0.00081564i,-0.00014631+0.00049127i,0.0004695+0.00028157i,0.00019006-4.9436e-05i,-0.0003394-0.00048152i,-1.7715e-05-0.00028265i,0.00082163-0.00047859i,0.0012842-0.00074558i,0.00094395-0.00027477i
0.00015093+0.00067349i,-0.00042192+0.001843i,-0.00034111+0.0010791i,0.00021066+0.00074079i,0.00036249+0.00022692i,0.00031716-0.00077065i,5.514e-05-0.0013506i,-3.7759e-05-0.0017338i,-9.0666e-05-0.0010839i,-2.7792e-05-0.00033962i,0.00017588+0.00014623i,0.00017779+0.00025808i,-8.7415e-05-0.00044198i,-0.00023054-0.00014471i,-9.2369e-06+7.1536e-05i,-0.00071296-0.00011668i,-0.00079188+3.3103e-05i,-0.00010361+0.00068083i,-5.8935e-05+0.00098474i,0.00012386+0.000595i,0.00070758+0.00010361i,0.00098449+0.00035773i,0.00046335+0.0010234i
0.0020785-0.0011636i,0.0011966-0.0024536i,-0.001256-0.0028636i,-0.0023593-0.0021364i,-0.0020397-0.0012535i,-0.0019321-0.0010651i,-0.0012947-0.00094832i,-0.0010744-0.00086005i,-0.0012219-0.00070726i,-0.00040118-0.00086212i,7.5122e-05-0.00095611i,-0.00034102-0.00030567i,-0.00044519+0.00022617i,3.1292e-05+0.00023534i,0.00037268+0.00020163i,0.0008821+0.00015168i,0.0011634+1.3065e-05i,0.00045698+0.00016162i,-0.00019924-0.00019208i,-0.0002814-0.00033444i,-0.00017193-0.00044044i,0.00013039-0.00012554i,0.00012537-0.00028375i
-0.00054046-0.00068392i,-0.00076814+0.00013978i,-0.00053692+0.00043469i,4.6982e-05-0.0001921i,-0.00015243-0.00081434i,-0.00022051-0.0011474i,0.00040171-0.00096198i,0.0002671-0.00071113i,-8.9292e-05-0.00026813i,0.0005021-0.00019965i,0.00062583-0.00070625i,0.00031328-0.00061961i,0.00012088-0.0011776i,-4.457e-05-0.00048803i,-0.00013422+9.1876e-05i,0.00038985-0.00043984i,-5.6596e-05-0.00063854i,-0.00053961-0.0009188i,-0.0002733-0.0010541i,-0.00080426-0.00081793i,-0.00046798-0.0001487i,-0.00027547-0.00030816i,-0.00058703-9.0332e-05i
-0.0017309-0.00018717i,-0.0014494+1.2223e-05i,-0.0019174-0.00013583i,-0.0020853+0.00084366i,-0.0016899+0.00090478i,-0.00089684+0.00033411i,0.00043211+8.965e-05i,0.00016578+1.7165e-05i,-0.00068446+0.0001196i,-0.00054111+0.00026256i,3.4986e-05+0.00046142i,0.00046675+0.00028725i,0.00011775-9.3579e-05i,-0.00011557-0.00022523i,-0.00033123-0.00047041i,7.2223e-05-0.0010324i,6.9747e-05-0.0015714i,0.00020674-0.0015389i,0.00068701-0.0011532i,0.0011429-0.0008708i,0.00091432-0.00030744i,-2.963e-05+0.00038151i,-0.00048095+0.00019462i
-0.00096393-0.00096218i,-8.5086e-05-0.0013634i,-0.0011197+0.0011746i,-0.0023182+0.002295i,-0.0017089+0.0019123i,-3.7851e-05+0.00091794i,0.00016503+2.5483e-05i,-0.00059468-0.00027815i,-0.00085547-0.00018704i,-0.00078395+0.00019453i,-0.00046129+0.00075441i,7.249e-05+0.00066476i,0.00063254+0.0011058i,0.00073004+0.0013918i,0.00041177+0.00097536i,6.9298e-05+0.00084921i,-3.6639e-05+0.00062368i,0.00012901+0.00036368i,6.1959e-05+0.00024296i,-9.9626e-05+0.00023755i,-0.00028005+0.00032765i,-0.0008939+0.00027322i,-0.00093623-9.1917e-05i
-0.0018256+0.000818i,-0.0020039+0.00020521i,-0.0016795+0.00052802i,-0.0017662+0.0012305i,-0.0019561+0.0013609i,-0.0018724+0.00044033i,-0.0011487-0.00053724i,-0.0010018-0.0011834i,-0.0012506-0.0007911i,-0.0010978+0.00093816i,-0.00034891+0.0010243i,-7.1427e-05-0.00019857i,-0.00025163-0.00065711i,0.00030231-9.0649e-05i,0.00044772-0.00026076i,9.772e-05-0.0013259i,3.9539e-05-0.0011644i,-0.000274-0.00082194i,-0.00068906-0.00038663i,0.00016203-0.00011673i,0.00074116+0.00013414i,0.0003241-4.1145e-05i,0.00064844-0.00052276i
-0.0011467-0.00082998i,-0.0021908-0.00053315i,-0.0020968-3.3934e-05i,-0.0007391+0.00063306i,0.00029938+0.0010449i,0.00048531-4.3642e-05i,0.0005209-0.0011603i,-0.00026242-0.0011247i,-0.0012711-0.00088214i,-0.0014823-0.00044681i,-0.00074182+3.5058e-05i,0.0001839+0.00029273i,-0.00037884+0.0001205i,-0.00030526-0.0008327i,0.00051622-0.00093576i,5.9442e-05-0.00027716i,0.00012237-0.00077727i,0.00061304-0.00029966i,0.00043165+0.00060752i,0.00044812+0.00027684i,0.00041877+0.00027732i,0.00074542+0.00047393i,0.000755+0.00067277i
-0.0034081+0.0027648i,-0.0020318+0.0025318i,-0.0011619+0.0045319i,0.00040041+0.0045445i,0.00070941+0.002279i,0.00081511-0.0002201i,0.0010362-0.0012779i,0.00033815-0.00096655i,-0.00024489-0.00017076i,-0.00013098+8.599e-05i,0.00068317+2.745e-05i,0.0011699+0.00063272i,0.0011608+0.0006332i,0.0010246-0.00012341i,0.00041887-0.00059371i,0.00013601-0.00084653i,0.00035274-0.0010545i,0.00040825-0.00048118i,-8.416e-06+8.6663e-05i,0.0002199-0.00077017i,0.00010232-0.0010308i,-0.00053427-0.00032703i,0.00038783+0.00033117i
0.00013409+1.2079e-05i,-0.0015581+0.0011084i,-0.0022898+0.00047164i,-0.0022865+0.00032887i,-0.0017319+0.0006605i,-0.00072693+0.00039736i,-0.00027331+7.6458e-05i,-0.00078118-0.00014431i,-0.00075964+0.00017301i,-0.00050994+0.00072716i,-0.00023849+0.0011106i,-0.00019232+0.00078548i,-0.00011925+0.00051915i,0.00018056+0.0005333i,0.00044634+0.00047588i,0.00022192-3.1183e-05i,-0.00033778-0.00047285i,-9.1185e-05-0.00050521i,0.00056713-0.00030671i,0.00093167+0.00022347i,0.0003771-6.2369e-05i,-0.00059729+5.9788e-05i,-0.00041635+0.00070083i
-0.00047644+0.00093905i,0.00014369+0.0007767i,-4.6456e-05+0.00059859i,0.00013469+0.00096872i,0.00020888+0.00063899i,-7.7023e-05-0.0010011i,-0.00082069-0.0012236i,-0.0013162-0.0010067i,-0.00096415-0.0014052i,-0.00045931-0.0014939i,0.00019158-0.0013019i,0.00069838-0.00066066i,0.00024304-0.0003355i,-0.00060645+0.0001904i,0.00030628+0.0005229i,0.0011777+0.00028678i,0.00057667+5.9898e-05i,0.000349-7.0885e-05i,0.00078304-0.00016961i,0.00033529-0.00032684i,0.00048879-0.00021472i,0.0012349+0.00025913i,0.000552+0.00042047i
0.00093224+0.00049643i,0.0013255+0.00052042i,0.0010471+0.00088108i,0.00021532+0.00051295i,-0.00036641-4.1846e-05i,-0.00047792-0.00041867i,-0.00058188-0.00096943i,-0.00057461-0.0007051i,0.00010663-0.00010948i,-4.0103e-05-0.00030723i,-2.9353e-05-0.00026269i,0.00064285+3.2541e-05i,0.00023384-0.00033999i,-0.00056472-0.0005543i,-0.00045031-8.6158e-05i,0.00014536+0.00020229i,0.00032679-0.00047251i,0.00029006-0.0014818i,0.00032075-0.0013336i,0.00017014-0.00042044i,0.00011954-0.00026552i,-0.00010111-0.00052067i,-9.8214e-05-0.00024232i
0.0015902+0.00035834i,0.00097243+0.00038804i,0.001249+0.00093168i,0.00064818+0.0012237i,-0.00010728+0.0011189i,-0.00022479+0.00038774i,0.0010224-0.00081078i,0.0010268-0.00089991i,8.2074e-05-0.0010485i,2.1345e-05-0.0014055i,-3.8304e-05-0.0015789i,-0.00083446-0.00092348i,-0.00062758+0.00042808i,0.00062826+0.00057603i,0.00064894-3.0881e-05i,0.00062278-0.00042653i,0.00039996+5.8659e-05i,0.00045737+0.00046225i,0.00098642+0.00047182i,0.00099787+0.00037916i,0.00038027-0.00013483i,0.00020253-7.1136e-05i,0.00041548+0.00016827i
0.0010732-0.00065037i,-0.00041906+0.00018402i,-0.0015367+0.00010231i,-0.0031532+5.7898e-05i,-0.0034212-0.00079996i,-0.0017881-0.0006678i,-0.00098243+0.00029958i,-0.00080524-0.00016785i,-0.00013026-0.00066501i,0.00013776-0.00091351i,0.00018767-2.2687e-05i,0.00027718+0.00081688i,0.00029918+0.0003846i,0.0010859-6.6802e-05i,0.0009712+0.00029066i,0.00021315-0.00010286i,9.3868e-05-0.0010615i,0.00020885-0.00033771i,3.5425e-05+0.00061851i,-0.00035433+0.00046141i,0.00017913+0.00018258i,0.0009658+0.00011504i,0.001356+1.0051e-06i
0.0011362+0.0010385i,0.00091215+0.00048818i,0.00054642+0.00015038i,0.0010883-0.00065789i,0.00060856-0.00093861i,-0.00051026-0.0010634i,-0.000574-0.0005564i,-0.00042075-1.0962e-05i,6.54e-05-5.7554e-05i,4.1081e-05+7.4091e-05i,-8.1217e-05+2.1402e-05i,-6.7774e-05+0.00066322i,-0.00023464+0.0011102i,-0.00045941+5.016e-05i,-0.00074059+1.2682e-05i,-0.00045909-7.5237e-05i,7.1963e-05-0.0010712i,0.00058132-0.0011842i,0.00066481-0.00022475i,0.00024223+0.00018881i,0.00010683+1.471e-06i,-0.00030075+0.00023509i,-0.00042639+0.00052334i
-0.00073619+3.0718e-05i,-0.0004347+0.0003339i,-0.00077886+6.3436e-05i,-0.00032264-6.4826e-05i,0.0002433-0.00053219i,0.00045727-0.00065518i,-0.00025779-0.00095497i,-0.00038452-0.00096268i,-0.00068038-0.00035142i,-0.00072753+0.00071906i,-0.00026177+0.001148i,0.0003539+0.0005014i,0.0010383-0.00020555i,0.0015024-0.00060174i,0.0016486-0.00030817i,0.0012829-0.00022933i,0.00039735-0.00017614i,-0.00045043-0.00023609i,-0.00013162-0.00047623i,0.0003859-0.000589i,0.00061061-0.00028204i,0.00095202+0.00050018i,0.0011301+0.00074714i
-0.00038575-0.0020276i,-0.00065518-0.0015212i,-0.0015946-3.0421e-05i,-0.0015203+0.0012335i,-0.00063752+0.0011098i,-0.00022964+8.2308e-05i,-5.8963e-05-0.00086204i,-0.00017005-0.00096621i,-0.00025607-0.00046382i,-0.00044708+9.2207e-05i,-0.00081356+0.00019182i,-0.00045537+0.00014954i,-0.00033824+0.00040638i,-0.00057546+0.00091949i,0.00025703+0.00027063i,0.00094165-0.00031731i,0.00057198-0.00040277i,0.00027967+0.0001448i,-0.00029997+0.00063407i,-0.00048544+0.00013234i,-0.00061115-0.00054093i,-0.00037193-0.00016766i,0.00026794+0.00066012i
-0.00057599-0.0002898i,-0.0013499-0.00020469i,-0.0018666+3.2129e-05i,-0.0022714+0.00072219i,-0.0017339+0.0014164i,-0.00092252+0.00057597i,-0.00055692-5.9521e-05i,-0.00046097-0.00012227i,-0.00019667-0.00032754i,-3.4236e-05-4.0421e-05i,-9.0686e-05+0.00027144i,-0.00048707+0.00016133i,-0.00052028+5.2e-05i,-0.00046605+0.00022149i,-0.00013859+0.00031765i,6.2233e-05-0.00034215i,2.3219e-05-0.00064385i,-4.9712e-06-0.00049566i,-0.00019913-1.104e-05i,-0.00017077+0.00046575i,-0.00038057-0.00021687i,-0.00079466-0.00072366i,-0.00072891-0.00086149i
0.00033311-0.00039495i,0.00065684-0.0010627i,0.00032994-0.0018548i,-0.00043751-0.0020502i,-0.00054772-0.0018587i,0.00054933-0.001753i,0.00040248-0.001125i,-3.6534e-05-0.00067344i,-0.00047813-0.00069434i,-0.00084583-0.00011156i,-0.00065667+0.00038712i,-0.00044803+0.00063001i,-0.00034996+0.00058117i,-0.00017586+0.00039151i,-9.0816e-05-0.00060464i,0.00066448-0.0012785i,0.0015771-0.0006198i,0.0012439-0.00065254i,-0.00036715-0.0014381i,-0.0013069-0.0012228i,-0.00078576-0.00050605i,0.00043615-0.0010543i,0.00056307-0.0014721i
-0.0018342-0.0014056i,-0.0018396-0.00085022i,-0.0018196-0.00046562i,-0.0020888-0.00013627i,-0.0020532+0.00070538i,-0.0012865+0.00077205i,4.7906e-05-0.00014483i,0.00028807-0.00038932i,-0.00086732-0.00060764i,-0.0016671-0.00013928i,-0.0013597+0.0011962i,-0.00046615+0.0013398i,0.00025605+0.00092315i,0.00015239+0.00086204i,0.00058665+0.00031853i,0.0014596-8.4305e-05i,0.00073275+0.00017239i,-0.00048417-0.00039319i,-0.00027824-0.0010517i,-1.8043e-05-0.00063513i,0.00018651-2.1768e-05i,0.00065391-0.00022932i,0.00089165-0.00054321i
-0.0013351-0.00033236i,-0.0014644+0.00025044i,-0.0016015+0.0012354i,-0.001093+0.0017998i,-0.00033754+0.0014793i,-0.00023203+8.8982e-05i,-0.00043188-0.00014274i,-8.5632e-06+0.00055289i,-0.00040832+0.00018871i,-0.00087941-1.0423e-05i,-0.00025016+6.9491e-05i,0.00013469-0.00018897i,5.4556e-05+2.4662e-05i,0.00010913+0.00055887i,0.00044961+0.00032835i,0.00082867-0.00063266i,0.00058834-0.00105i,-8.6374e-05-0.00068847i,-9.0288e-05-0.00062624i,0.00025961-0.00057818i,0.00011933-0.00081279i,-0.00020928-0.00085343i,-0.00059733-0.00079482i
0.00034878+0.0018i,-3.9374e-05+0.0025965i,-0.00031508+0.0025353i,1.5595e-05+0.0026147i,0.00043868+0.0025573i,0.00049862+0.00085058i,0.00099046-0.00041947i,0.00083044-0.0004535i,8.5851e-05-0.00061798i,0.00042673-3.8219e-05i,0.00060038+0.00081214i,0.00016294+0.00023617i,-0.0002418-0.00068227i,-0.0002749+0.00011411i,-4.68e-05+0.00057429i,7.9494e-05-0.0006183i,-0.00054458-0.0012422i,0.00023419-0.0011561i,0.00083639-4.7244e-05i,0.00061063+3.7274e-05i,0.0011322-0.00080678i,0.0011435-0.00076815i,0.000893-0.00090463i
