0.002032+0.00033522i,0.0016984+6.929e-05i,-0.0010267-0.0010784i,-0.002755-0.00090129i,-0.0032768+0.0004866i,-0.0036018+0.0019681i,-0.0020531+0.0026429i,0.00012861+0.0020278i,0.0012397+0.0004209i,0.00090356-0.00085786i,-0.00044815-0.0013242i,-0.00084525-0.0015784i,-0.00013158-0.00094401i,-0.00041113+0.00045222i,-0.00069782+0.0011238i,-0.00051739+0.00065826i,-0.00069311+0.00026128i,-0.00043332+6.5623e-05i,0.00041499+0.00059934i,0.00049161+0.00048153i,0.0007394-4.0982e-05i,0.00094291+3.8643e-05i,0.00019832-0.00026461i
0.048671-0.22532i,0.064981-0.48003i,0.00865-0.55596i,-0.073857-0.29177i,-0.070642+0.045871i,-0.012816+0.16645i,-0.027136+0.12902i,-0.085318+0.093434i,-0.08945+0.083718i,-0.04563+0.05153i,-0.022366+0.0064735i,-0.02972-0.011051i,-0.03184-0.0046373i,-0.021869+0.0010836i,-0.010031+0.0042333i,-0.0015357+0.005985i,0.0023415+0.0047394i,0.0061815+0.0057288i,0.013184+0.00928i,0.018315+0.01067i,0.014975+0.010703i,0.0063027+0.011321i,-0.0016708+0.0087677i
0.23159+0.12123i,0.50034+0.17487i,0.63213+0.12302i,0.47174-0.053484i,0.17803-0.19444i,0.00057315-0.1838i,0.0026652-0.11638i,0.064348-0.08714i,0.069287-0.070194i,0.033409-0.028252i,0.022027+0.0056104i,0.027919+0.0045762i,0.019129-0.0026737i,0.0070365+0.0025309i,0.0034926+0.0072033i,0.0022172+0.0083456i,0.00195+0.0081515i,0.0024854+0.0037538i,0.0010732-0.00079719i,-0.0022339-0.00013738i,-0.0063658+9.5678e-05i,-0.010665-0.0039625i,-0.011753-0.0063054i
-0.17471+0.25671i,-0.29232+0.51037i,-0.34041+0.67249i,-0.2335+0.62483i,-0.066181+0.44915i,0.023566+0.27016i,0.012324+0.15082i,-0.0396+0.10498i,-0.051472+0.081765i,-0.028483+0.034759i,-0.01795+0.0026895i,-0.013888+0.0030507i,-0.0048692+0.00044973i,-0.0013827-0.0092755i,-0.0031315-0.0093895i,-0.0076304-0.0027377i,-0.012888+0.0030994i,-0.012253+0.0063466i,-0.0084938+0.0038186i,-0.005966-0.0021589i,-0.00092426-0.0060961i,0.0074637-0.0071054i,0.011688-0.0077213i
-0.25863-0.17265i,-0.45779-0.34974i,-0.55472-0.48109i,-0.46049-0.44307i,-0.28567-0.3084i,-0.14515-0.18351i,-0.036746-0.098409i,0.033437-0.073849i,0.043167-0.062436i,0.028616-0.025699i,0.017873+0.0028906i,0.010044+0.010738i,0.0070397+0.013444i,0.0089469+0.015651i,0.0093847+0.011547i,0.0044728+0.0045362i,-0.001303+0.0015651i,-0.0036976+0.0027628i,-0.0046188+0.0030528i,-0.0037494+0.0016061i,-0.00039843+0.0030502i,0.0036654+0.0072635i,0.0062239+0.010334i
0.15402-0.19838i,0.36179-0.34278i,0.46885-0.36934i,0.35449-0.19403i,0.17414+0.027066i,0.068068+0.12106i,-0.0033912+0.10529i,-0.056476+0.079126i,-0.066357+0.06221i,-0.045127+0.035721i,-0.028802+0.0046338i,-0.02901-0.013103i,-0.028906-0.01531i,-0.022159-0.012279i,-0.015966-0.0066847i,-0.012095-0.0028916i,-0.010136-0.0029371i,-0.0070101-0.0013073i,0.00024057+0.0038317i,0.0061473+0.0093311i,0.006035+0.010951i,0.00023076+0.010049i,-0.006277+0.0062595i
0.11346+0.17139i,0.23411+0.37355i,0.27017+0.4136i,0.15602+0.1785i,-0.0035417-0.095344i,-0.074611-0.17707i,-0.029804-0.1394i,0.035185-0.11153i,0.043518-0.091509i,0.019572-0.048568i,0.015288-0.013115i,0.024296-0.0068607i,0.021322-0.0067847i,0.013707-0.00074546i,0.0090657+0.0011033i,0.0059941-0.0023407i,0.0041349-0.0060924i,0.002248-0.0072851i,-0.0025311-0.005169i,-0.0068152-0.00077077i,-0.010442+0.00049558i,-0.013369-0.0022333i,-0.01108-0.0020462i
-0.23443+0.05878i,-0.43386+0.159i,-0.48141+0.21903i,-0.27976+0.23296i,-0.022344+0.21305i,0.090237+0.15239i,0.068921+0.10212i,0.015596+0.091126i,-0.0060103+0.07628i,-0.0063625+0.034954i,-0.011909+0.008422i,-0.014338+0.0096118i,-0.0072926+0.007323i,-0.0032373-0.0039853i,-0.0035351-0.0086214i,-0.0034196-0.0063102i,-0.0049379-0.0036794i,-0.0064182-0.0025805i,-0.0059971-0.0043464i,-0.0039865-0.0087624i,4.6743e-05-0.010673i,0.0051959-0.0084817i,0.0067784-0.0059376i
-0.065926-0.28427i,-0.10641-0.4908i,-0.11564-0.5906i,-0.13644-0.491i,-0.14803-0.30619i,-0.1005-0.1557i,-0.026727-0.074983i,0.019175-0.065769i,0.020328-0.066949i,0.010121-0.038194i,0.0081107-0.014364i,0.0052013-0.0088107i,0.0043558-0.00069526i,0.0078278+0.008567i,0.0094345+0.0080676i,0.0068759+0.0020741i,0.0045854-0.0024908i,0.0027793-0.002299i,0.00032437-0.00019944i,-0.00080108+0.00078071i,0.00041095+0.001953i,0.0019994+0.0029671i,0.00026794+0.0021396i
0.27144-0.085212i,0.48976-0.057448i,0.59896+0.013651i,0.48989+0.065723i,0.29221+0.091179i,0.13061+0.099261i,0.028345+0.087476i,-0.010948+0.075645i,-0.011845+0.055143i,-0.0087575+0.024275i,-0.0089595+0.0018346i,-0.0083762-0.0083229i,-0.0092234-0.011649i,-0.012799-0.011134i,-0.013769-0.0079563i,-0.008618-0.0050616i,-0.003196-0.0047389i,-0.0011287-0.0045143i,0.00015185-0.00035883i,0.0013319+0.0048296i,0.0013341+0.0042838i,-0.0012032+0.00018681i,-0.0033558-0.0034349i
0.067511+0.20664i,0.014408+0.4208i,-0.063397+0.4777i,-0.10236+0.27217i,-0.10173+0.013998i,-0.073514-0.10383i,-0.019854-0.10586i,0.019737-0.08432i,0.026965-0.062417i,0.018289-0.033042i,0.014955-0.011191i,0.018286-0.0037301i,0.019659+0.000106i,0.021034+0.0036091i,0.020536+0.0038946i,0.017062+0.002644i,0.013481-0.00028153i,0.0094962-0.0030232i,0.0034143-0.0042442i,-0.0028394-0.0039102i,-0.0053447-0.0017487i,-0.0041672-0.0007999i,-0.0011933+0.0004129i
-0.15841+0.0082158i,-0.34923-0.026031i,-0.38114-0.053389i,-0.18236+0.00037174i,0.044443+0.089748i,0.12819+0.11889i,0.094136+0.10854i,0.041789+0.10509i,0.017741+0.088887i,0.0091297+0.048226i,-0.0017854+0.020387i,-0.007032+0.015354i,-0.0049589+0.0099593i,-0.0056542+0.0023066i,-0.0055589+0.0021189i,-0.0022339+0.0055005i,-0.0001724+0.0061094i,0.0017506+0.0032581i,0.0042233-0.0019376i,0.00525-0.0053394i,0.0049111-0.0050811i,0.0039195-0.0030618i,0.00077535-0.0010866i
0.052448-0.15906i,0.088691-0.3121i,0.10804-0.35883i,0.026403-0.2628i,-0.08115-0.13585i,-0.10101-0.051678i,-0.063839-0.023863i,-0.033732-0.038425i,-0.024172-0.047469i,-0.016422-0.029828i,-0.0049378-0.013075i,0.00026359-0.0066822i,0.0037083+9.6279e-05i,0.0077926+0.0043194i,0.0060886+0.0029965i,0.0015414+0.0024i,-0.00066078+0.0030271i,3.8029e-05+0.0042627i,0.00029196+0.0053235i,-9.7369e-05+0.0045513i,0.0015615+0.0029556i,0.0037637+0.00052491i,0.0027794-0.003691i
0.17939+0.079962i,0.29594+0.15943i,0.34607+0.2232i,0.29707+0.18704i,0.20209+0.11261i,0.10014+0.068585i,0.027861+0.045536i,0.0052385+0.040828i,0.0098029+0.034005i,0.010656+0.014268i,0.0042211+0.0026212i,-0.0013614+0.0029538i,-0.0035637+0.0027421i,-0.00598-0.00074045i,-0.0080645-0.0043551i,-0.0061738-0.004971i,-0.0028043-0.0020939i,-0.0012794-0.00070943i,-0.001771-0.0012074i,-0.0025324-0.0004374i,-0.0016846-0.00027414i,0.00057266-0.0010626i,0.0042874-0.00051605i
-0.069457+0.18383i,-0.19635+0.28248i,-0.28226+0.28885i,-0.24703+0.17559i,-0.16015+0.03949i,-0.075707-0.041731i,-0.013972-0.063877i,0.00082009-0.059742i,-0.003077-0.041292i,-0.00043389-0.018558i,0.0027241-0.0058606i,0.00070069-0.00070551i,0.00027309+0.0040835i,0.0070583+0.0064679i,0.012276+0.0049965i,0.010875+0.0040695i,0.0079923+0.0046645i,0.0060679+0.0042211i,0.00489+0.0005696i,0.0018249-0.00049114i,-0.001549+0.0034522i,-0.0023139+0.007196i,-0.0013114+0.0094599i
-0.15911-0.054246i,-0.26177-0.18212i,-0.2381-0.2349i,-0.08943-0.13814i,0.048496+0.0067156i,0.095433+0.087534i,0.074923+0.096608i,0.043744+0.080834i,0.022421+0.061415i,0.0093727+0.036432i,-0.00037496+0.017024i,-0.004813+0.008555i,-0.0046487+0.0034864i,-0.0061698+0.0015068i,-0.0073728+0.0038713i,-0.006616+0.0041919i,-0.0057963+0.0031459i,-0.002557+0.0032051i,0.0031962+0.0014387i,0.0044497-0.0010595i,0.00022733-0.0013671i,-0.0041162-0.00066379i,-0.006561-0.00069575i
0.049045-0.12156i,0.14138-0.22518i,0.17291-0.20941i,0.067721-0.11124i,-0.070029-0.039791i,-0.11483-0.010112i,-0.085404-0.010982i,-0.054252-0.032859i,-0.0417-0.041785i,-0.028696-0.028522i,-0.014015-0.015548i,-0.0068904-0.0083271i,-0.0028479-0.0018896i,0.0024678-0.00095586i,0.0028512-0.003404i,-0.0005281-0.0043738i,-0.001887-0.0027932i,-0.0030809+0.001544i,-0.0036223+0.0034324i,-0.0025908+0.00092048i,0.00014218-0.0029977i,0.0031807-0.0065569i,0.0037596-0.0097743i
0.093863+0.055684i,0.16737+0.12373i,0.16902+0.17671i,0.13393+0.13055i,0.101+0.049853i,0.062422+0.013754i,0.038012+0.0066125i,0.03604+0.0080973i,0.037328+0.0070555i,0.029149+0.00051286i,0.015591-0.003257i,0.004328-0.0017708i,-0.0015391+0.0017282i,0.0001421+0.0022434i,0.0029884-0.0013138i,0.0019809-0.005079i,0.00024345-0.0063866i,-0.00073664-0.0060008i,-0.0013218-0.0048962i,-0.0004833-0.0036978i,0.00052671-0.0019629i,0.0011536+0.0011835i,0.003546+0.004905i
-0.06442+0.07744i,-0.1423+0.10298i,-0.21461+0.095533i,-0.19459+0.060587i,-0.12735+0.016289i,-0.061576-0.015441i,-0.013111-0.020642i,-0.0022759-0.018061i,-0.0078936-0.011258i,-0.0060751-0.001142i,-0.0029964-0.00043573i,-0.0064858-0.0049798i,-0.0097674-0.001749i,-0.0053002+0.0062711i,0.0034656+0.010266i,0.0080597+0.0094586i,0.0070196+0.0077409i,0.005779+0.0081984i,0.0060488+0.0072705i,0.0045523+0.0047159i,-0.00021853+0.0043271i,-0.0049206+0.0051759i,-0.0069106+0.0073883i
-0.059971-0.066672i,-0.059721-0.17081i,-0.041428-0.21847i,0.0044776-0.14689i,0.046932-0.03617i,0.050678+0.039064i,0.03457+0.063886i,0.029677+0.054396i,0.024442+0.036392i,0.013503+0.020786i,0.0057962+0.0078715i,0.0052649-0.0034164i,0.0030404-0.010987i,-0.0019898-0.0093434i,-0.0031852-0.0036066i,-0.0040969-0.0014083i,-0.0049477-0.001739i,-0.0039909-0.0021947i,-0.0026443-0.0012816i,-0.0015264-0.0016482i,-0.001803-0.0039651i,-0.003721-0.006092i,-0.0055853-0.007448i
0.077913-0.038483i,0.19095-0.05729i,0.19909-0.042674i,0.083659-0.011398i,-0.03921-0.0084665i,-0.088834-0.019787i,-0.076259-0.019995i,-0.052523-0.017866i,-0.039193-0.016738i,-0.026701-0.01307i,-0.012344-0.0088207i,-0.0029524-0.0048935i,0.0010753-0.0018831i,0.0018297-0.0013479i,0.0019681-0.0015017i,0.0040652-0.0015477i,0.0061894-0.0022259i,0.0043189-0.0018229i,0.001393-0.00018717i,0.0025293+0.00039291i,0.006724-0.0023935i,0.0095128-0.0060252i,0.0091673-0.008889i
0.040995+0.091922i,0.086905+0.17651i,0.069123+0.17508i,0.046609+0.089794i,0.056674+0.0066064i,0.057372-0.02434i,0.044183-0.018369i,0.04015-0.0056879i,0.038487-0.0019795i,0.029472-0.0037985i,0.018689-0.0035251i,0.010945-0.0020162i,0.0060567-0.0010554i,0.0046204+0.00034324i,0.0042444+0.0014759i,0.0018425+0.0010316i,-0.00042933+0.00086201i,-0.0015741-0.00073795i,-0.0025418-0.0019898i,-0.0019603-6.5055e-05i,-0.0002324+0.0014784i,0.001842+0.0037463i,0.0044337+0.0069186i
-0.091485+0.064499i,-0.13739+0.098406i,-0.15794+0.056133i,-0.12398+0.019546i,-0.067828+0.012375i,-0.026265+0.0039329i,-0.0081613+0.0032796i,-0.0094273+0.0072219i,-0.014213+0.010075i,-0.010855+0.011902i,-0.0048015+0.0083232i,-0.0037339+0.0038904i,-0.006432+0.004506i,-0.0057231+0.008854i,9.9274e-05+0.011439i,0.0038782+0.0096073i,0.0043466+0.0073998i,0.0050432+0.0069438i,0.0047264+0.0059984i,0.0017635+0.0043466i,-0.0014012+0.0034616i,-0.0038731+0.0040674i,-0.0057914+0.0043695i
-0.083129-0.047691i,-0.067925-0.080542i,-0.013094-0.12296i,0.024176-0.09978i,0.039612-0.03575i,0.036376+0.010509i,0.020581+0.023686i,0.016494+0.018656i,0.015276+0.011796i,0.0077446+0.0077494i,0.0037576+0.0043746i,0.0065138-0.0016397i,0.0069882-0.010993i,0.00095337-0.014404i,-0.0052885-0.0090181i,-0.0073806-0.0036933i,-0.0075426-0.0016968i,-0.0073303-0.0025866i,-0.0059961-0.0026765i,-0.0031622-0.00071055i,-0.00075233-0.00036296i,-5.4636e-05-0.0036952i,-0.00081513-0.0074041i
-0.00019128-0.044688i,0.058458-0.0030253i,0.10303+0.021816i,0.057503+0.023065i,-0.015054+0.010215i,-0.043762-0.0084383i,-0.037937-0.015656i,-0.031877-0.0088367i,-0.030793-0.0032431i,-0.024448-0.0015156i,-0.014674+0.0014614i,-0.0064958+0.00658i,0.001978+0.0090163i,0.0053128+0.0049485i,0.0037277+0.0001925i,0.0048383-0.0014527i,0.0074577-0.0012781i,0.0075378-0.00072832i,0.0056731-0.00062959i,0.004502+0.00028528i,0.0055398+0.0011695i,0.0080826+0.00078993i,0.0091645-0.00089443i
-0.02172-0.0041125i,-0.038084+0.0761i,-0.02196+0.095696i,0.005268+0.041298i,0.037101-0.006249i,0.055231-0.01677i,0.048302-0.012924i,0.03424-0.0099891i,0.023608-0.010568i,0.014976-0.0097741i,0.0075981-0.0064306i,0.0014762-0.0023954i,-0.00099044+0.00027306i,-0.0016016-0.00076154i,-0.003639-0.0027833i,-0.0064016-0.00063084i,-0.0076484+0.0028471i,-0.006479+0.0034734i,-0.0053359+0.0037093i,-0.005354+0.0039342i,-0.0042081+0.0042547i,-0.0018199+0.0060777i,0.00022336+0.0075605i
-0.057874-0.063278i,-0.12547-0.039538i,-0.11375-0.024049i,-0.066426-0.011034i,-0.034576+0.014425i,-0.014652+0.030009i,-0.0042897+0.026465i,-0.0060638+0.016945i,-0.010677+0.010101i,-0.010745+0.0088958i,-0.0087777+0.0072953i,-0.0090295+0.0039826i,-0.0078719+0.0040715i,-0.0017409+0.0062593i,0.004634+0.0061727i,0.0058848+0.0024203i,0.0043551+0.00017451i,0.0045907+0.00053954i,0.0043502-0.00059212i,0.001652-0.0019461i,-0.0014796-0.0010127i,-0.0042092+0.00098189i,-0.0055407+0.0019516i
0.020477-0.12666i,-0.0069871-0.14679i,0.018842-0.11553i,0.036227-0.068507i,0.025848-0.024856i,0.015935+0.0067863i,0.01248+0.012032i,0.014444+0.0024821i,0.012798-0.0048713i,0.0039326-0.0059222i,-0.0011129-0.0056003i,7.532e-05-0.0078939i,0.0014891-0.0096596i,-0.00084768-0.0084717i,-0.0048469-0.0044068i,-0.0057168-0.00022728i,-0.004552+0.0012587i,-0.0052616+0.0011168i,-0.0050981+0.0013781i,-0.0032116+0.0010256i,-0.0017772-0.00024684i,-0.00074473-0.0022124i,-0.00079373-0.0039602i
0.11378-0.075522i,0.10454-0.058671i,0.089736+0.0040269i,0.047437+0.02799i,-0.0049577+0.017979i,-0.026306+0.0049063i,-0.019356-0.0018302i,-0.014536+0.0005073i,-0.016415+0.0007988i,-0.015873-0.0021062i,-0.011819-0.0022057i,-0.0066546+0.0019201i,0.0006215+0.0058418i,0.0075629+0.0038459i,0.0088266-0.00091564i,0.0064743-0.0028698i,0.0045051-0.0029131i,0.0034889-0.0037094i,0.0016383-0.0037306i,-0.00023146-0.002983i,-5.4735e-05-0.0011141i,0.0016145+0.00088025i,0.0038408+0.0017304i
0.11762+0.0087188i,0.061277+0.021818i,0.0088713+0.047569i,0.004801+0.023915i,0.020982-0.00855i,0.029244-0.0098212i,0.028083-0.003488i,0.022726-0.0083079i,0.018242-0.017357i,0.01347-0.020556i,0.0072238-0.016707i,0.00074723-0.010763i,-0.0034012-0.0028027i,-0.0031852+0.0030403i,-0.0021023+0.0029576i,-0.0039125+0.002424i,-0.0061036+0.0025063i,-0.0050245+0.0013697i,-0.0020797+0.0011747i,-0.0014401+0.0010461i,-0.0024775-0.00047261i,-0.0031605+0.00051419i,-0.0032759+0.0025378i
0.093925+0.040016i,0.031519-0.0030067i,-0.019472-0.012058i,-0.019095-0.0007345i,-0.01443+0.013032i,-0.015373+0.021348i,-0.0068853+0.020943i,0.0027461+0.01379i,0.0076794+0.0068007i,0.0076498+0.0025639i,0.004932+0.00013886i,0.00052167-0.00082267i,-0.0028358+0.0019783i,-0.001434+0.0054304i,0.0023417+0.0040669i,0.0047399-0.000225i,0.0048009-0.002169i,0.0043091-0.0015479i,0.0035295-0.0012095i,0.0017844-0.0017417i,-2.2569e-05-0.0020755i,-0.0016364-0.0023467i,-0.0031636-0.0024666i
0.090979+0.073884i,0.079965+0.0026294i,0.04953-0.023424i,0.032536-0.016445i,0.019151-0.011612i,0.0083419-0.0068707i,0.0074732-0.0035295i,0.012354-0.0028982i,0.014905-0.0024321i,0.012347-0.0035824i,0.0083824-0.0059156i,0.0058711-0.0078744i,0.0010622-0.0084679i,-0.0057864-0.0058842i,-0.0082961+0.00010396i,-0.0062588+0.0046796i,-0.0052909+0.0050046i,-0.0053775+0.0040696i,-0.0041343+0.0039644i,-0.0019934+0.0029305i,-0.00078313+0.00049834i,0.00017373-0.0023942i,0.00026626-0.0029537i
0.067402+0.13837i,0.086533+0.094242i,0.058157+0.064681i,0.027336+0.042666i,0.0066775+0.015945i,-0.0040013-0.0010582i,-0.0030549-0.00087909i,-0.0028111+0.0070641i,-0.0044729+0.01214i,-0.0024632+0.0094186i,-0.00029473+0.0048803i,-0.00027949+0.0039734i,0.00051465+0.0030917i,0.0018636-0.00083413i,0.0010819-0.0058922i,-0.00079835-0.0077902i,9.3132e-06-0.0073964i,0.0018015-0.0080038i,0.00088773-0.0085556i,0.00029055-0.0069591i,0.00084748-0.003752i,0.0016521-2.7085e-05i,0.0024409+0.002071i
-0.021967+0.17139i,-0.011636+0.13319i,-0.027478+0.07678i,-0.017805+0.032397i,0.0083359+0.0033114i,0.020209-0.0033767i,0.018977+0.00075933i,0.014563-0.0020803i,0.012212-0.0058468i,0.011454-0.0058607i,0.0084414-0.0047164i,0.0030511-0.0038636i,-0.00076415-0.001505i,0.00078468+0.0026427i,0.0030909+0.0038236i,0.0026499+0.0019634i,0.0019372+0.0011601i,0.0035655+0.0016739i,0.0048647+0.0012615i,0.0044834-0.00032233i,0.0034637-0.001438i,0.0012886-0.00073101i,-0.0010739+0.0016491i
-0.10868+0.13555i,-0.080826+0.081704i,-0.056965+0.020014i,-0.027311+0.0077226i,-0.0075914+0.01594i,-0.0029142+0.017992i,0.0020147+0.01627i,0.0074707+0.014491i,0.0092347+0.015318i,0.0091006+0.014403i,0.006311+0.0093773i,0.001032+0.0047561i,-0.0037454+0.0018257i,-0.0051072+0.00074734i,-0.0030336+7.694e-05i,-0.0010834-0.0019298i,-0.00059199-0.0019561i,0.00062474+0.0007344i,0.0013814+0.0033657i,0.00044862+0.0037844i,0.0013399+0.0013335i,0.0024332-0.0019523i,0.0016875-0.0035434i
-0.14854+0.068861i,-0.07945+0.029548i,-0.023887-0.0077331i,-0.001877-0.0070979i,0.0044712-0.0013985i,0.0063614-0.00034727i,0.0071306+0.0019372i,0.0062611+0.0049095i,0.0030486+0.0085504i,0.0010919+0.0086476i,-0.00054626+0.0050801i,-0.0005755+0.00021925i,0.00026293-0.0044361i,-0.00092867-0.0057003i,-0.0016024-0.0021058i,-0.0014112+0.0010829i,-0.0022421+0.0010529i,-0.0031884+0.00049714i,-0.0033329+0.00031992i,-0.0025125+0.00053528i,-0.0014576+0.0011819i,-0.00050747+0.00040091i,-0.00057098-0.00065698i
-0.15943+0.012716i,-0.079248+0.020004i,-0.019714+0.0172i,-0.0034617+0.018379i,0.00046301+0.014606i,0.0029324+0.0095949i,0.0027969+0.0094418i,-0.0023799+0.010412i,-0.010466+0.010334i,-0.012072+0.0085367i,-0.0084209+0.0066813i,-0.0043834+0.00573i,-0.00010526+0.0028071i,0.0012475-0.0014629i,0.00045025-0.0055835i,-1.8721e-05-0.0068503i,0.0010746-0.0052734i,0.0028181-0.0044604i,0.0022684-0.0045706i,0.00086556-0.0029448i,0.00020879-0.00094257i,0.00021041+0.00056065i,-0.00026386+0.0018739i
-0.16408-0.050217i,-0.10849-0.0156i,-0.056391-0.0032515i,-0.026824+0.00012175i,-0.0044371+0.0024211i,0.0073735+0.006583i,0.0078804+0.0089977i,0.0043227+0.0027388i,2.7342e-05-0.0046542i,-0.0026863-0.0062739i,-0.0045405-0.0051872i,-0.0046782-0.0044359i,-0.000899-0.0031141i,0.0036661+0.00019516i,0.005662+0.0024403i,0.0053472+0.0025203i,0.0039638+0.0034612i,0.0033629+0.0040025i,0.0036309+0.0023647i,0.0031167+0.0015655i,0.0028141+0.0018908i,0.0018675+0.0012368i,-0.00024401+0.00019952i
-0.13709-0.12756i,-0.092347-0.085284i,-0.043192-0.050813i,-0.019477-0.018876i,-0.010276+0.0070802i,-0.0056058+0.016345i,-0.0014185+0.014571i,0.001707+0.0096226i,0.0021107+0.0072062i,0.0008585+0.0057266i,-0.00044303+0.0011242i,-0.0011821-0.0018018i,-0.0025598-0.00090274i,-0.0036848+0.00031155i,-0.0031016+0.00092759i,-0.0023982+0.00089757i,-0.0029208+0.00255i,-0.0043755+0.0041639i,-0.0046282+0.0048721i,-0.0035528+0.0053473i,-0.0018397+0.0032409i,-8.5112e-05-0.00026827i,0.00085049-0.0020955i
-0.05666-0.17638i,-0.020559-0.11581i,0.0094898-0.058139i,0.0075649-0.022506i,0.00016211-0.0049734i,0.00043065+0.0011089i,0.00038523+0.0021351i,-0.0011599+0.0016166i,-0.0031344-0.00038113i,-0.0044041-0.0030261i,-0.0035627-0.0051992i,-0.0012573-0.0073278i,0.0009229-0.008482i,0.0012916-0.0064576i,0.0016112-0.0028113i,0.0012489-0.0013999i,-0.00087225-0.0021444i,-0.0024735-0.0036178i,-0.0032656-0.004674i,-0.0042726-0.0047418i,-0.0047395-0.0038357i,-0.0035367-0.0022543i,-0.0017518-0.0002614i
0.026724-0.17015i,0.031716-0.090627i,0.024618-0.027275i,0.0048172-0.0026027i,-0.0062021+0.0056014i,-0.0071496+0.0082201i,-0.0043886+0.0078828i,-0.003251+0.0046214i,-0.0058666-0.00033148i,-0.0062472-0.0029624i,-0.0030643-0.0020806i,0.00076304+0.0011667i,0.0041972+0.0034979i,0.0044256+0.0028608i,0.0018537+0.0015791i,0.00092131+0.00073864i,0.0026752-0.00076004i,0.0045468-0.00070158i,0.0048603-0.00038748i,0.0031442-0.0013138i,0.00064668-0.0023162i,-0.001132-0.0020783i,-0.0019841-0.0009132i
0.075515-0.13343i,0.044935-0.06447i,0.01416-0.020565i,-0.0030001-0.0096639i,-0.0049077-0.0041693i,-0.00095513+0.0020033i,0.00095179+0.0041028i,0.0017546-0.00086768i,0.0024629-0.0061538i,0.0024474-0.0073647i,0.0015081-0.0067179i,-0.00063607-0.0053143i,-0.00042196-0.0028211i,0.0015598-0.0019802i,0.0032992-0.0022698i,0.0025455-0.0011076i,-5.2924e-05+0.0010814i,-0.0014795+0.0027137i,-0.00090449+0.0026893i,0.0013333+0.0016538i,0.0023807+0.0011206i,0.0023018+0.00031458i,0.0014189-0.001321i
0.11503-0.094603i,0.067062-0.048919i,0.028737-0.024073i,0.0080775-0.013139i,-0.0029166-0.0013799i,-0.0049366+0.003725i,-0.0011693+0.0022521i,0.0034922+0.0010048i,0.0063818+0.0016283i,0.0073255+0.00077046i,0.0071247-0.002453i,0.0048271-0.0032991i,0.0013682+0.00033528i,0.00011345+0.0036011i,0.00016954+0.0038515i,-0.00047502+0.0021784i,-0.00069004+0.00038085i,-0.0015561-0.00054393i,-0.0020561+0.00041635i,-0.0018462+0.0017579i,-0.0016766+0.00053158i,-0.00062022-0.0020141i,0.00020728-0.0029258i
0.13998-0.035462i,0.087604-0.0083079i,0.048078+0.00080139i,0.022397-0.0025399i,0.0066286-0.0041329i,0.0031511-0.0032202i,0.003605-0.001659i,0.0026286-0.0008731i,0.0015965-0.0012857i,0.003214-0.0014211i,0.0058831-0.0013488i,0.0058239-0.0030747i,0.0031588-0.0053514i,0.00034746-0.0063669i,-0.0011616-0.0056262i,-0.00099987-0.0039433i,-0.0010415-0.0027603i,-0.00076308-0.0029015i,-0.00022448-0.004494i,-0.00093551-0.0055425i,-0.0019095-0.0051173i,-0.001876-0.0034587i,-0.00088731-0.0012142i
0.13299+0.029333i,0.071848+0.03934i,0.030265+0.028824i,0.0094306+0.010691i,-0.00048499+0.0029259i,-0.0022157+0.003093i,-0.00034944+0.0031935i,0.0008492+0.0018893i,0.00021557+0.00055122i,0.00069224+0.0013486i,0.0029347+0.0037203i,0.0030911+0.0055835i,0.0026181+0.0061861i,0.0029013+0.0048921i,0.0015578+0.0029193i,0.001569+0.0023446i,0.0033163+0.0016793i,0.0039275+0.0011767i,0.0045828+0.001483i,0.0052136+0.00045166i,0.0044722-0.00053959i,0.0024317+0.00034114i,0.00063729+0.00054365i
0.089591+0.069278i,0.030964+0.054296i,0.0066502+0.02444i,0.0025516+0.0019i,0.00039045-0.0016598i,0.0028648+0.0014821i,0.0050518+0.001348i,0.0049867-0.0012561i,0.0043375-0.0019406i,0.0033019-0.0001816i,0.0018914+0.0011343i,-0.00048838-0.0006854i,-0.0007402-0.0022462i,0.0022973-0.0021827i,0.003191-0.0030331i,-1.5253e-05-0.0018823i,-0.002139+5.0827e-05i,-0.0021635+0.001028i,-0.0019236+0.0023473i,-0.0012628+0.0033997i,-0.00012235+0.003436i,0.001237+0.0019464i,0.0017096-0.00022334i
0.048901+0.081933i,0.0069459+0.049401i,0.0032999+0.019498i,0.0083535+0.0041373i,0.0036627+0.0019021i,0.0017938+0.0035069i,0.0045169+0.001919i,0.0056442+0.0014641i,0.0049603+0.002285i,0.0040116+0.001959i,0.0036411+0.0007989i,0.004615-0.00043986i,0.0037911+0.0010001i,0.0031347+0.0043604i,0.003984+0.0056463i,0.0033179+0.0028874i,0.002477-0.00038295i,0.0024234-0.00053697i,0.0016295+0.00069915i,0.00065803+0.0011818i,0.00065587+0.00011243i,0.00044831-0.00074259i,0.00030454-0.00061157i
