0.002032+0.00033522i,0.0016984+6.929e-05i,-0.0010267-0.0010784i,-0.002755-0.00090129i,-0.0032768+0.0004866i,-0.0036018+0.0019681i,-0.0020531+0.0026429i,0.00012861+0.0020278i,0.0012397+0.0004209i,0.00090356-0.00085786i,-0.00044815-0.0013242i,-0.00084525-0.0015784i,-0.00013158-0.00094401i,-0.00041113+0.00045222i,-0.00069782+0.0011238i,-0.00051739+0.00065826i,-0.00069311+0.00026128i,-0.00043332+6.5623e-05i,0.00041499+0.00059934i,0.00049161+0.00048153i,0.0007394-4.0982e-05i,0.00094291+3.8643e-05i,0.00019832-0.00026461i
0.014328+0.078536i,-0.010051+0.038894i,-0.0020158+0.017909i,0.0046822+0.0072328i,0.0013385+0.0028362i,0.0027735+0.0039043i,0.0066122+0.0034702i,0.0069483+0.0028801i,0.0048151+0.0020332i,0.0026397+0.0024418i,0.0026727+0.0047787i,0.0038105+0.0047087i,0.002173+0.0026382i,-0.0010071+0.0013364i,-0.0029406+0.00062673i,-0.0032201+0.0007774i,-0.0022076+0.001197i,-0.0010434+0.00052767i,-0.00016893-0.0014699i,-0.00069131-0.0024439i,-0.00051978-0.0022418i,0.00037509-0.0018681i,-0.00019601-0.00064549i
-0.011508+0.06693i,-0.021353+0.025581i,-0.0085847+0.011366i,0.0016833+0.0028813i,0.00018371-0.001504i,-0.00048677+0.0030677i,0.0026489+0.0051873i,0.0036146+0.0035349i,0.0012414+0.003069i,-0.0013953+0.0041329i,-0.0034467+0.0069655i,-0.0041347+0.0082737i,-0.0021354+0.0058546i,0.00061116+0.0032206i,0.0028568+0.002016i,0.0041682+0.00085997i,0.0031332+0.00014977i,0.0011566+0.0011478i,0.0011235+0.0020019i,0.0029846+0.0013627i,0.0034751+0.0015144i,0.0018088+0.0012531i,0.00077465+0.0011588i
-0.027694+0.044804i,-0.024065+0.01004i,-0.0077301+0.0053751i,0.0029847+0.0028938i,0.0022964+0.0010603i,0.0025311+0.0047607i,0.0058273+0.0057569i,0.0060162+0.0030776i,0.0027952+0.0013545i,-0.0019513+0.0014544i,-0.005781+0.00058119i,-0.0071283-0.0011954i,-0.0052343-0.00089063i,-0.0014762+0.00026878i,-0.00086238+8.4835e-05i,-0.002386+0.00035075i,-0.0025156+0.001272i,-0.0015475+0.0010075i,-0.0015974+0.00052565i,-0.0024977+0.0014848i,-0.0020448+0.0027155i,-0.00042896+0.0019952i,0.00080363+0.00047639i
-0.032693+0.023661i,-0.018402-0.0037045i,-0.0022849+0.0044626i,0.0090453+0.0080731i,0.0080864+0.0032202i,0.0034982+0.0038303i,0.0045109+0.0043834i,0.0053971+0.0038762i,0.0028896+0.0032192i,5.0401e-05+0.00056968i,-0.0010664-0.001889i,0.00017972-0.0021321i,0.0011871-0.00046864i,0.00091658+0.0017785i,0.0025443+0.0021696i,0.0038916-1.0179e-05i,0.0025671-0.0017839i,0.0015927-0.00092131i,0.001561+0.00027945i,0.00072037-0.00016992i,-0.00060786-0.0012183i,-0.0012427-0.00099842i,-0.0013492-0.00040902i
-0.023447+0.0055586i,-0.0080129-0.015388i,-0.004095-0.0015843i,0.00058617+0.0061003i,0.0011174+0.0012578i,-0.0013834+0.0014893i,0.00085152+0.0057196i,0.0026931+0.0061349i,0.0017027+0.0034934i,-0.00021831+0.0010998i,-0.0028005+0.00063812i,-0.0041859+0.0020428i,-0.0052662+0.0029031i,-0.0072831+0.0022956i,-0.0068267+0.0024131i,-0.0043723+0.0032825i,-0.0020907+0.0029592i,-0.0010388+0.0014295i,-0.00064914-0.0001367i,-0.00052667-0.00095257i,0.0006684-0.00082006i,0.0017893-0.00041248i,0.00038743-0.0009338i
-0.0062718+0.00042346i,0.011466-0.014676i,0.0033887-0.0045015i,0.0015314+0.0023515i,0.0013719-1.2167e-05i,-0.0015442+0.0028386i,-0.00029892+0.006527i,8.1941e-05+0.0047563i,-0.0024754+0.0030931i,-0.0049029+0.0027483i,-0.0066389+0.0016294i,-0.0067357-0.00044615i,-0.004185-0.0015317i,-0.00041978-0.0020414i,0.0016298-0.0026449i,0.0016305-0.0025961i,0.0010223-0.0021973i,0.00091832-0.0014044i,0.001512-1.9211e-05i,0.0018813+0.00033959i,0.0004559+0.00088522i,-0.00060961+0.0025103i,-0.00016597+0.0025229i
0.0031722+0.011821i,0.024528+0.0026443i,0.013481+0.0073209i,0.0090771+0.010582i,0.009284+0.0030909i,0.0049934-0.00065837i,0.0037688+0.0027192i,0.0025141+0.0037421i,-0.0009048+0.0020095i,-0.0028828-0.0016543i,-0.0041899-0.0059829i,-0.0046013-0.0073336i,-0.003294-0.0049722i,-0.0010947-0.0020893i,-0.00031378-0.00017315i,-5.1318e-07+0.0016299i,0.0010775+0.0026205i,0.0019704+0.0017525i,0.00077475+0.0012472i,-0.0021631+0.0014932i,-0.0034634+0.0013302i,-0.0020772+0.00064276i,-0.00080268-0.0006218i
0.0024819+0.020755i,0.019911+0.019201i,0.0048263+0.016113i,-0.0004287+0.015254i,0.0042602+0.0091107i,0.0030695+0.003577i,0.0011692+0.0031858i,0.00014041+0.0022663i,-0.0014591-0.0014879i,-0.0015441-0.0057371i,0.00014952-0.0076812i,0.0013187-0.0059564i,0.00021107-0.0026227i,-0.00046545+0.00013055i,0.0012222-0.00023701i,0.0018797-0.002526i,-8.026e-05-0.0022595i,-0.0011353+0.00058176i,6.6043e-05+0.00099591i,0.00080109-0.0013904i,0.00032801-0.0025141i,-0.00040375-0.0019367i,-0.00027505-0.00053706i
-0.0047856+0.033366i,0.011262+0.030177i,0.00032077+0.015824i,-0.0038459+0.010008i,0.0014972+0.0059961i,0.0035513+0.0023385i,0.0031878+0.0030611i,0.0027285+0.002032i,0.0015084-0.0010141i,0.0025468-0.0036204i,0.0045587-0.0057193i,0.0025869-0.0053984i,-0.0011722-0.003075i,-0.003456-0.001405i,-0.00401+0.00085126i,-0.0024838+0.0034897i,-0.00053102+0.002614i,0.00017391+9.1945e-05i,-6.2272e-05-0.0012742i,-0.00013192-0.0012383i,-0.0001114-1.5879e-05i,-0.00019761+0.00071638i,0.00049365+0.00087777i
-0.020825+0.04424i,-0.0010101+0.043595i,-0.0031399+0.020839i,-0.0049993+0.011717i,0.00064604+0.0099211i,0.0018548+0.0066692i,-9.2651e-05+0.0050244i,-0.00012554+0.0014689i,0.00032486-0.0011875i,0.001455-0.0011802i,0.0038524-0.002641i,0.0045793-0.0046901i,0.0027509-0.0060817i,0.0023692-0.0070183i,0.0017349-0.0067284i,-0.00051572-0.0051057i,-0.0014196-0.0027147i,-0.0013501+8.3902e-05i,-0.00064286+0.0016315i,-0.00044319+0.0011733i,-0.0020508+0.00067091i,-0.0027022+0.0016307i,-0.00046992+0.0016929i
-0.048071+0.03641i,-0.030128+0.040777i,-0.017861+0.020001i,-0.010463+0.010405i,-0.0024664+0.0088694i,0.0026332+0.0060524i,0.002999+0.0038135i,0.0028931+0.00055605i,0.0020841-0.0025023i,0.0013629-0.0023219i,0.0019714-0.0010068i,0.0031085-0.001008i,0.0046107-0.00082909i,0.0054252+7.5665e-05i,0.0044017+0.001216i,0.0029809+0.0019241i,0.0026694+0.0021282i,0.0022764+0.0020909i,-1.4405e-05+0.0014184i,-0.002488+0.00097537i,-0.0033255+0.00012864i,-0.0021124-0.001305i,-0.00082678-0.0018788i
-0.068856+0.015681i,-0.050263+0.024349i,-0.02874+0.011341i,-0.016672+0.0067158i,-0.0068789+0.0076824i,-0.0012574+0.0060961i,0.0001382+0.0049161i,0.0017364+0.0035261i,0.0026985-0.00033859i,0.0030372-0.003123i,0.0035588-0.0026138i,0.0024787-0.00017027i,0.001106+0.0020997i,0.00038935+0.0030569i,-0.0002151+0.0015821i,-0.002124-0.0008005i,-0.0040812-0.0013837i,-0.0030438-0.00071959i,-0.0011283-0.0011106i,0.00052566-0.0028294i,0.00087687-0.0029319i,-0.00050542-0.0015499i,-0.0010126-0.00039536i
-0.070264-0.012327i,-0.051206+0.00040413i,-0.025512-0.0038109i,-0.013786-0.0017344i,-0.0065909+0.0055058i,-0.00013379+0.0070889i,0.0028994+0.0062567i,0.0050269+0.0041003i,0.0061525+0.0013097i,0.0069916+0.0014731i,0.0076384+0.0017736i,0.0046386+0.00022809i,0.00058947-0.0010989i,-0.00037165-0.00064503i,5.7655e-05+0.00077732i,0.0013167+0.0016658i,0.0016271+0.00077011i,0.00053728-0.00063578i,0.00093989-0.0014617i,0.0014361-0.0013587i,0.0016396-0.00047821i,0.0017381-0.00060205i,0.00054482-0.00066218i
-0.064411-0.033814i,-0.047585-0.014892i,-0.020307-0.010152i,-0.010851-0.0052415i,-0.0074549+0.0025696i,-0.0023843+0.0056194i,0.00036553+0.0055986i,0.001016+0.0051817i,0.0017726+0.0057091i,0.0028188+0.0082072i,0.0034696+0.0085565i,0.0032543+0.0057216i,0.0030626+0.001802i,0.0026926-0.0020212i,0.00042862-0.0041445i,-0.0025126-0.0036763i,-0.0027998-0.0013015i,-0.0015125+0.00034324i,-0.0004671+0.00058341i,-0.00091155+0.00026014i,-0.0017524+0.0001561i,-0.00043001+0.00016367i,0.0011146+0.00038182i
-0.056424-0.060356i,-0.049538-0.030915i,-0.024734-0.011421i,-0.014043-0.0045614i,-0.010577+0.0016103i,-0.0046158+0.0055241i,-0.00054038+0.0038294i,0.0012846+0.002324i,0.00057487+0.0024306i,-0.0020973+0.0040588i,-0.0046565+0.0062528i,-0.004192+0.0062048i,-0.00047506+0.0045445i,0.0038714+0.0037506i,0.0058267+0.0024947i,0.0060455+0.00068883i,0.0045534-0.0010695i,0.0023978-0.0020629i,0.00091488-0.0020419i,-0.00020169-0.0016858i,-0.00028053-0.0016288i,-0.00023601-0.0026583i,-0.00039551-0.0025045i
-0.032444-0.078925i,-0.034754-0.050827i,-0.019086-0.022757i,-0.01054-0.01012i,-0.0077955-0.0021338i,-0.0043237+0.0036976i,-0.00075622+0.004005i,0.00076407+0.0028441i,-0.00044882+0.001435i,-0.0024508-0.00052142i,-0.0043457-0.0016605i,-0.0052561-0.0018816i,-0.0051426-0.00060532i,-0.0051314+0.00043874i,-0.0034783+0.00015373i,-0.0024679+0.00031446i,-0.0027805+0.00095983i,-0.0019644+0.00077509i,0.00013618-0.00068871i,0.00199-0.001344i,0.0025865-0.00079644i,0.0016323-0.00019941i,0.00016391+0.0003392i
0.0050227-0.092059i,-0.0067328-0.068148i,-0.0043198-0.036678i,-0.003378-0.020578i,-0.0060621-0.011545i,-0.0044909-0.0032586i,-0.00059623+0.00073804i,0.0013391+0.0011363i,0.0011726+0.00063709i,0.00097153+0.00026905i,0.0011333-0.0010677i,0.00021763-0.0032562i,-0.00056212-0.0043771i,-0.00060537-0.0034158i,0.00040649-0.0013832i,0.0013145-0.0005681i,0.0018714-0.0017637i,0.0011701-0.0022268i,0.0010669-0.00064565i,0.0017238+0.0018195i,0.00091761+0.0023409i,0.00013691+0.0010762i,1.5742e-05+0.0009319i
0.040538-0.08136i,0.022999-0.059707i,0.012429-0.02925i,0.0052218-0.01438i,-0.0013335-0.0078595i,-0.0029188-0.001301i,-0.0012996+0.0014003i,-0.00040414+0.00061393i,-0.0014013+0.00086409i,-0.0025823+0.0025573i,-0.0028996+0.0040742i,-0.0015367+0.0038217i,0.0011596+0.0010739i,0.0031246-0.0014814i,0.0028698-0.002658i,0.00085811-0.0025569i,-0.00072656+0.00029222i,-0.00040643+0.0031644i,-0.00045091+0.0028255i,-0.0016402+0.001222i,-0.0012945+0.0005263i,0.00025874+0.00044489i,0.0013572+0.00040593i
0.068005-0.056917i,0.041862-0.042276i,0.019572-0.020509i,0.0090922-0.012832i,0.0034975-0.010347i,0.0022131-0.005429i,0.0037429-0.0018473i,0.0028446-0.0015153i,-0.00032448-0.0016595i,-0.0043998-0.0013716i,-0.0072498-0.002008i,-0.0067635-0.0019673i,-0.004222+0.00021403i,-0.00076014+0.0028192i,0.0027959+0.003352i,0.0044175+0.0016681i,0.0038802-0.00092602i,0.0018471-0.0014976i,-9.4638e-07-0.00063115i,-0.00075157-0.00013804i,-0.00034079+0.0002925i,0.00014563+0.0004849i,0.00068627-5.988e-05i
0.081114-0.022852i,0.051791-0.021942i,0.0245-0.013292i,0.012261-0.0087416i,0.006121-0.007549i,0.002997-0.0043724i,0.0028236-0.0004274i,0.0030283+0.00010512i,0.001797-0.0026507i,0.00051965-0.006231i,0.00038587-0.010153i,0.00016003-0.010711i,-0.0011237-0.0070665i,-0.0035331-0.0022385i,-0.0042877+0.0013475i,-0.0035209+0.0024145i,-0.0022058+0.0027691i,-0.00095693+0.0026744i,0.0003106+0.0025271i,0.0012371+0.002447i,0.0010595+0.0021766i,-0.00067694+0.0016924i,-0.0011775+0.00094198i
0.081323+0.0072339i,0.055297-0.0026177i,0.027981-0.0077142i,0.014787-0.010223i,0.0076245-0.0081343i,0.0028924-0.0016908i,0.0023454+0.0012529i,0.0041725+0.00027827i,0.0049068-0.0008669i,0.0055414-0.0021788i,0.0073445-0.0038412i,0.0083104-0.0050578i,0.0059607-0.0049843i,0.002524-0.0041659i,0.0015406-0.003372i,0.0021665-0.0035028i,0.0011674-0.0038954i,-0.00031091-0.0030165i,-0.00029196-0.00027631i,-0.00070308+0.0014962i,-0.0015547+0.0018404i,-0.0020991+0.0010818i,-0.0020072+2.0936e-05i
0.069076+0.03409i,0.05097+0.018382i,0.029993+0.006894i,0.018848+0.0012042i,0.011949-0.0013093i,0.0075103+0.00048288i,0.0066059+0.0033393i,0.0056965+0.003497i,0.003855+0.00265i,0.0026315+0.0031186i,0.0022853+0.0043421i,0.0028315+0.004448i,0.0045827+0.003214i,0.004718+0.0016524i,0.0029601+0.0014383i,0.0015765+0.0016435i,0.0012474+0.0022416i,0.00073046+0.0022692i,-0.00022625+0.0010312i,-0.0012532-0.00098725i,-0.0017981-0.0017971i,-0.00098412-0.00072318i,0.00020322+0.00055321i
0.044523+0.055125i,0.031644+0.034574i,0.016546+0.016493i,0.011552+0.0083715i,0.010017+0.003949i,0.0076825+0.0024071i,0.0057988+0.0036402i,0.004562+0.0035878i,0.0025601+0.0022526i,0.00019149-0.0001303i,-0.0016543-0.0027703i,-0.0021282-0.0027481i,-0.0016667-0.0008056i,-0.00015503+0.0006468i,0.0022859+0.001677i,0.0033012+0.00099284i,0.0030328-0.00078761i,0.0021055-0.0016046i,0.0010767-0.0016319i,0.00032728-0.00057596i,0.00016575+0.00031251i,-0.00040411-0.00023847i,-0.00059775-0.0012152i
0.023226+0.065839i,0.020562+0.040509i,0.015895+0.016731i,0.012071+0.0060479i,0.0080025+0.0030497i,0.0049495+0.0041855i,0.0045224+0.0057095i,0.0048295+0.0060694i,0.0039588+0.0041357i,0.0044035-0.00061639i,0.0062949-0.004786i,0.0059059-0.0048419i,0.002482-0.0022413i,-0.0011664+0.00054583i,-0.0035082+0.0022668i,-0.0037987+0.003771i,-0.0019292+0.004957i,-0.00031958+0.0038822i,0.00075145+0.0023023i,0.00065152+0.0015875i,9.7506e-05+0.00032885i,-0.00067861-0.0007378i,-0.0016458-0.00091657i
-0.0063956+0.069827i,0.0041489+0.045996i,0.012445+0.022i,0.012644+0.011471i,0.0086426+0.0078333i,0.0036634+0.0067319i,0.0027266+0.0052953i,0.0035087+0.0041509i,0.0031029+0.0039364i,0.0040093+0.0040526i,0.0061407+0.0055786i,0.0063287+0.0058701i,0.0041995+0.0029149i,0.0024021-0.00068333i,0.0015144-0.0022838i,0.00077708-0.003428i,9.9347e-06-0.0039657i,-0.00026399-0.0029922i,-0.00057441-0.0018068i,-0.00038965-0.00083687i,0.00043128-0.00030451i,0.00059991-0.00019809i,-0.00031789-0.0004815i
-0.036278+0.056394i,-0.021196+0.04138i,-0.0058461+0.024493i,0.00081304+0.015169i,0.0018843+0.011247i,0.0014763+0.009633i,0.0015927+0.0072832i,0.00083019+0.0055583i,-0.001239+0.0055108i,-0.0022208+0.0058477i,-0.0033397+0.0067139i,-0.0041289+0.0070161i,-0.0027734+0.0054495i,-0.0010566+0.0034012i,-0.00024257+0.0027062i,0.0013275+0.0032007i,0.0024594+0.0037851i,0.0019098+0.0031826i,0.0013043+0.0011842i,0.0010293-0.0010896i,0.0011167-0.0022373i,0.00142-0.0013893i,0.0022116-0.00033821i
-0.056114+0.030084i,-0.0382+0.022814i,-0.016883+0.016075i,-0.0054925+0.010997i,-0.0019194+0.0079934i,0.00026307+0.0071048i,0.0022255+0.0056076i,0.0017452+0.0037181i,-0.0005317+0.002964i,-0.0027615+0.0024436i,-0.0036505+0.00065223i,-0.0033423-0.0012562i,-0.0027615-0.0011346i,-0.0018138-0.0006396i,0.00010127+5.7003e-05i,-0.0001631+0.00082618i,-0.0017126+0.00081951i,-0.00082982+0.0005546i,0.00044133+0.0010293i,0.0013308+0.0010048i,0.0014726+0.00075426i,0.0011607+0.00057369i,0.00073162-0.00014649i
-0.053338+0.0035951i,-0.033081+0.0030414i,-0.011954+0.0059931i,-0.0016204+0.0079347i,0.0010946+0.0083202i,0.0015472+0.0085703i,0.0020495+0.0068194i,0.0013217+0.0030914i,-6.3667e-05+0.00094108i,0.00085871+0.00016388i,0.002893-0.00061565i,0.0025058-0.00095387i,0.0010882-0.00040517i,0.00043339+0.00013289i,-0.00097142+0.00045534i,-0.0027496+0.0009652i,-0.0026815+0.0019981i,-0.0011535+0.0024277i,-0.00011141+0.0021662i,0.00016168+0.001206i,0.00022213+0.00034489i,-0.00018146-0.00039561i,-0.00061701-0.00047147i
-0.044925-0.017146i,-0.028404-0.0093779i,-0.013315+0.0010481i,-0.0072795+0.0054907i,-0.0062551+0.0055567i,-0.0038047+0.0041345i,-0.00091274+0.0023761i,0.00010701+0.0015472i,-0.00058914+0.0015079i,0.00022638+0.0037741i,0.00045805+0.0057706i,-0.00031824+0.005018i,0.00077552+0.003561i,0.0018753+0.0014424i,0.0018041-0.0017383i,0.00079546-0.003754i,-0.00069365-0.0041004i,-0.0010678-0.0022584i,-0.00038027+0.00015076i,0.0004197+0.0007314i,0.0010905+0.0014184i,0.0013051+0.00141i,0.00063764+0.00095216i
-0.030666-0.028821i,-0.019934-0.015067i,-0.01003-0.0026113i,-0.0062002+0.0027304i,-0.0057454+0.0048982i,-0.0037266+0.0066966i,0.00033988+0.0054795i,0.0015404+0.0028734i,-0.0013942+0.0015689i,-0.0050887+0.00219i,-0.0069888+0.0029502i,-0.0066144+0.0023711i,-0.0041538+0.0016359i,-0.0014981+0.0019712i,0.00080275+0.0028149i,0.0011293+0.0031405i,0.00014996+0.002785i,0.00039862+0.0033769i,0.00014694+0.0029063i,-0.0005955+0.0010121i,-0.000951+0.0002051i,-0.00013663+0.00017755i,0.00070594+8.1294e-05i
-0.017385-0.035594i,-0.013284-0.019391i,-0.0079054-0.0040635i,-0.0057018+0.00047867i,-0.0054613+0.0003265i,-0.0034568+0.0022687i,-0.00029325+0.0032248i,0.00097733+0.0010133i,-0.0010401-0.0016697i,-0.0040795-0.0032588i,-0.004584-0.0049864i,-0.0032475-0.0059744i,-0.0025611-0.0040352i,-0.0017464-0.0011874i,-0.0013903-0.00053742i,-0.0027401-0.0013919i,-0.0033409-0.0016711i,-0.0030812-0.00074599i,-0.0020437+0.00091738i,-0.00033534+0.0019133i,8.6321e-05+0.0022222i,-0.00034474+0.0011828i,-0.00042814-7.0165e-05i
-0.0039815-0.037878i,-0.0064727-0.023157i,-0.0067773-0.0075174i,-0.0060807-0.0016458i,-0.0067557-0.00015116i,-0.0048168+0.0011934i,-0.00037327+0.0021398i,0.0017242+0.0011675i,0.00095072-0.0016827i,-0.0001923-0.0023797i,0.00053168-0.0028361i,0.0023868-0.0026471i,0.0020201-0.0011807i,0.00099401-0.00056726i,0.00072228-0.0013819i,0.00013787-0.0018954i,-0.00079412-0.00070972i,-0.0014289+0.00044493i,-0.00115+0.001076i,-0.0011597+0.0012695i,-0.0018743+0.00065603i,-0.0012125-0.00044993i,0.0001648-0.0014403i
0.0142-0.035513i,0.0076366-0.02214i,0.0017947-0.0080989i,0.00054847-0.0036752i,-0.00071116-0.0023433i,-0.0010575+0.00048955i,0.00057405+0.0025061i,0.0021041+0.0024876i,0.0010396+0.0010551i,-0.001463-0.00035308i,-0.0026652-0.00024854i,-0.0019758+0.0010968i,-0.0015888+0.0016866i,-0.00092889+0.0015559i,0.0013638+6.9815e-05i,0.0028315-0.0021762i,0.0020919-0.0022903i,0.00043558-0.0011865i,0.00018563-0.00010379i,0.00039187+0.00051446i,-0.00026708-3.2113e-05i,-0.00037083+8.5712e-05i,-0.00073493+0.00072263i
0.027254-0.02512i,0.015459-0.015564i,0.0013224-0.0056843i,-0.0038733-0.0010005i,-0.0033672-0.00083715i,-0.0012886+0.00063247i,0.000945+0.0023874i,0.0015997+0.00094416i,-0.00037151-0.002082i,-0.0028074-0.0031911i,-0.0042607-0.0027186i,-0.0045283-0.0030103i,-0.0018901-0.001969i,0.001423+0.00073886i,0.0023711+0.0028691i,0.0027096+0.0034545i,0.0022314+0.0029469i,0.00065979+0.0019525i,-0.00037435+0.00044732i,-3.7758e-05-0.0005295i,-0.00045449-0.00074767i,-0.001315-0.00025691i,-0.00097763+0.00038218i
0.032391-0.0030537i,0.017631-0.00036709i,0.0053499-0.00064164i,0.0018552-0.00082381i,0.00094392-0.00020296i,0.00056837+0.0021523i,0.0018275+0.0035774i,0.0026439+0.00082245i,0.0011663-0.0020509i,-0.0001838-0.0041444i,0.00064677-0.0056808i,0.0017383-0.0056394i,0.0011921-0.0043133i,0.00031322-0.0023616i,-0.00051199-0.0013988i,-0.00092253-0.0017991i,-0.0015246-0.0028117i,-0.001422-0.0029108i,-0.00056416-0.0017535i,-0.00080987-0.00036181i,-0.0011546+0.00043527i,-0.0010147+0.00035294i,-0.00031131+0.00017293i
0.025464+0.011232i,0.014147+0.0094761i,0.0054363+0.0052519i,0.003191+0.0031924i,0.0022207+0.0019708i,0.0023172+0.0017795i,0.0024234+0.0022459i,0.0022947+0.0010075i,0.0022646-0.0010877i,0.0025706-0.0021117i,0.0038738-0.0024441i,0.0039566-0.0017888i,0.0022891+0.00020066i,0.0016411+0.0019391i,0.0022367+0.0012212i,0.0026534+5.4317e-05i,0.0026673-0.00046916i,0.0013665-0.00051109i,-0.0002514-0.00051853i,-0.0011887-0.001206i,-0.0019797-0.0015555i,-0.0020189-0.001387i,-0.00058929-0.00051408i
0.013689+0.019112i,0.0062376+0.011731i,0.0017004+0.0036393i,-0.00091855-0.00061131i,-0.0024457-0.00116i,-0.0023454+0.0010673i,0.0002207+0.0018679i,0.0023808+6.0643e-05i,0.002827-0.0019097i,0.0028883-0.0023898i,0.0024418-0.0020671i,0.00093461-0.0016627i,-0.00085376-0.0010252i,-0.0011969-0.00011018i,-0.00055205+0.0006772i,-1.8986e-05+0.00037836i,0.00030307-0.00023245i,0.00017789-0.0011968i,0.00075122-0.0014662i,0.0014729-0.0012199i,0.0016852-0.0011702i,0.0012264-0.00091362i,0.00027623-0.00031073i
0.0046214+0.019862i,0.0013073+0.013029i,0.0028269+0.0060384i,0.005474+0.0032043i,0.0053404+0.0016999i,0.0037625+0.0013483i,0.0029184+0.0031614i,0.002944+0.0025557i,0.0017997-0.00019349i,0.0008347-0.0017796i,0.0010636-0.0018663i,0.00094498-0.0024505i,0.00037766-0.0031646i,-2.3419e-05-0.0026239i,-0.0003858-0.0010989i,0.0001358+0.00063818i,0.00076848+0.0010015i,0.0010629-0.00068476i,0.00062426-0.0009975i,-0.00070896+4.0374e-05i,-0.0015747+9.0715e-05i,-0.0014032+0.00021933i,-0.00017176+0.0007237i
-0.0048465+0.018351i,-0.0054658+0.011006i,-0.0043611+0.0068502i,-0.001302+0.0072559i,0.0013225+0.0066464i,0.0021667+0.0038322i,0.0023268+0.0024194i,0.0034293+0.0021476i,0.004211+0.001911i,0.004656+0.0010538i,0.0053987+3.5018e-05i,0.0051538-0.0012356i,0.0043114-0.0017561i,0.0031459-0.0012692i,0.0020172-0.001718i,0.00025563-0.0022097i,-0.0012641-0.0019435i,-0.0012054-0.0020773i,-0.00043223-0.002445i,0.00029661-0.0016534i,-0.00034515+0.00037163i,-0.0011295+0.0012465i,-0.00076014+0.0008572i
-0.011363+0.016319i,-0.0074187+0.0083906i,-0.0036386+0.0030675i,-0.00015927+0.0024736i,0.0031179+0.0038193i,0.0058231+0.0037092i,0.0065905+0.0021539i,0.0047674+0.0012419i,0.0036601+0.0016539i,0.0036064+0.0027243i,0.0034284+0.0034141i,0.0032571+0.0029935i,0.0023463+0.0022176i,0.0022292+0.0016388i,0.0035685+0.00048285i,0.0037619-0.0010194i,0.003035-0.00092489i,0.0022965-0.00088295i,0.0013609-0.00060521i,-0.00011056+8.409e-05i,-0.0010937-7.8988e-06i,-0.00081073-0.00027581i,-0.00071077+0.00017792i
-0.020545+0.010547i,-0.013394+0.0088289i,-0.0042866+0.009863i,-0.00018633+0.010535i,0.00067555+0.0083648i,-0.00052013+0.0075323i,-0.00113+0.0067866i,0.0013135+0.0040552i,0.002194+0.0020724i,0.00099128+0.0035084i,0.00049476+0.004698i,-1.2841e-05+0.0035841i,0.00031667+0.0025545i,0.0010917+0.0022307i,0.0010828+0.0018218i,0.00054446+0.00089778i,0.00041562+4.9075e-06i,0.00093121-0.00021775i,0.0015593-0.0006945i,0.0012893-0.0012139i,0.00082248-0.00082649i,0.00028276+0.00038841i,-0.00050326+0.0015816i
-0.023778-0.0030363i,-0.01884-0.0051322i,-0.014035-0.0025862i,-0.010307+0.0013405i,-0.0052034+0.0038075i,0.0011335+0.0032156i,0.0043333+0.00072238i,0.0036079+0.00060556i,0.0012036+0.0012671i,-0.00010986+0.0017735i,0.00036907+0.0018794i,0.00058105+0.00051534i,0.00033044-0.00046914i,0.00028866-0.00026414i,8.9669e-05+0.00027727i,5.7333e-05+0.0010342i,0.00065436+0.0013914i,0.0015849+0.0010152i,0.0015299+0.00043498i,0.00082756+0.00065426i,-0.00032338+0.00076021i,-0.00070422+0.00031842i,5.5004e-05+0.00057213i
-0.01941-0.013755i,-0.011418-0.012056i,-0.0061121-0.0066305i,-0.0034221-0.0018763i,-0.0019703+0.0024697i,0.00082148+0.0067506i,0.003688+0.0078999i,0.0034388+0.0057696i,0.00035639+0.0025852i,-0.002137+0.002439i,-0.0013004+0.0038758i,0.0016649+0.0039082i,0.0032417+0.0030331i,0.0031751+0.0018117i,0.0021276+0.00080424i,0.00017722-0.00014587i,0.00017743+7.2579e-05i,0.0013939+0.00066917i,0.0018348-3.6165e-05i,0.0012947-0.00097637i,-0.00056881-0.00046632i,-0.0019279+0.00029422i,-0.0014055+0.00074491i
-0.027786-0.034161i,-0.028429-0.021635i,-0.034069+0.0011828i,-0.022976+0.01751i,-0.0068328+0.023502i,0.0062402+0.017333i,0.0077898+0.0061042i,0.0034914+0.00044109i,-0.0021214-0.00040201i,-0.0047871+0.0047217i,-0.00085428+0.0084234i,0.0033801+0.0059622i,0.0078967+0.0029876i,0.014222+0.001392i,0.017537+0.00016799i,0.012724+1.3319e-06i,0.0051448+0.001099i,0.001743+0.0016479i,0.0014683-0.0008337i,0.0010374-0.0029443i,-0.0011323-0.0025188i,-0.002455+0.0003505i,-0.0011155+0.0030615i
0.0021307-0.016531i,0.0025022-0.011115i,-0.00075276-0.0071666i,-0.0058607-0.0064573i,-0.0078418-0.0055964i,-0.0072877-0.0022678i,-0.0037862+0.00074523i,0.0001281+0.0010573i,0.00028148+0.00014294i,-0.0024239-0.00095059i,-0.0041809-0.0011452i,-0.0044027-0.00055203i,-0.0045372+0.00045993i,-0.0043274+0.0015261i,-0.0037969+0.0022142i,-0.0033936+0.0018185i,-0.0022465+0.0015306i,-0.0013617+0.0013033i,-0.00048752+0.0017909i,0.00096952+0.0023572i,0.0017988+0.00082112i,0.0010391-0.00031546i,-0.00050689-0.00052846i
