-0.0056356+0.00063609i,-0.0031581+0.0016856i,-0.0032969+0.0025816i,-0.002563+0.0038595i,-0.00093809+0.0048871i,-0.00015296+0.0033342i,-0.0003483+0.0014617i,-0.00055687+0.00067862i,0.00014993+0.00035394i,0.0015549+0.00037384i,0.0018051+0.00053598i,0.0016213-0.00040227i,0.0011582-0.0017346i,0.00018155-0.0023405i,-0.00024009-0.0009582i,-0.00028018+0.00075329i,-0.0003397+0.0011191i,2.5824e-05+0.00065425i,0.0004496+7.4758e-05i,0.00054146+4.8407e-06i,0.00076027-1.0651e-05i,0.0002853+0.00026953i,-0.00018666+0.0003868i
-0.011308+0.005645i,-0.029435+0.0080417i,-0.049264+0.014952i,-0.058185+0.042641i,-0.055021+0.082859i,-0.055131+0.081432i,-0.062043+0.04943i,-0.048364+0.028974i,-0.018802+0.0097481i,-0.0050834-0.0047318i,-0.0025228-0.0022925i,0.001836+0.0046594i,0.0033436+0.0061974i,0.0044951+0.0066582i,0.0075453+0.0083048i,0.0089459+0.0084559i,0.010133+0.0066129i,0.010556+0.00079067i,0.0077492-0.0089875i,0.0033405-0.017085i,0.002309-0.018661i,0.003407-0.014932i,0.003197-0.012378i
-0.0023052+0.025812i,0.0013467+0.058148i,0.024189+0.079057i,0.078372+0.055757i,0.13228+0.0047886i,0.12979-0.0023167i,0.083194+0.036564i,0.043185+0.049917i,0.016982+0.028958i,0.0046196+0.0089491i,0.0086319+0.00010841i,0.017581-0.0062252i,0.018983-0.011176i,0.013553-0.011645i,0.0093873-0.012987i,0.0085524-0.017987i,0.0095151-0.022808i,0.0096301-0.019105i,0.0072563-0.0022952i,0.0040772+0.020119i,0.00027992+0.032183i,-0.0041288+0.028706i,-0.0068233+0.022745i
0.0095171+0.011261i,0.02688+0.024362i,0.046265+0.020294i,0.054944-0.017063i,0.059167-0.061951i,0.080691-0.085357i,0.093494-0.076258i,0.064913-0.040462i,0.031314-0.0043486i,0.019143+0.0079385i,0.011621+0.00065319i,0.002089-0.0040265i,-0.00074486-0.0017735i,-0.0019158-0.0013873i,-0.0041566+0.0014356i,-0.0032393+0.011074i,-0.00081749+0.019175i,0.001606+0.017333i,0.00044434+0.0024331i,-0.006921-0.022747i,-0.013868-0.039273i,-0.01355-0.034091i,-0.0082612-0.02059i
-0.00045685-0.033232i,-0.0020259-0.067343i,-0.017321-0.075604i,-0.056336-0.028968i,-0.090379+0.026516i,-0.091239+0.026535i,-0.069056-0.015996i,-0.039117-0.032591i,-0.0083236-0.016001i,0.0098491-0.0056393i,0.0041126-0.0028922i,-0.0082671+0.0054306i,-0.010255+0.011963i,-0.0063314+0.0089458i,-0.0018275-8.3985e-05i,0.0041096-0.0064627i,0.011368-0.0048296i,0.013544+0.0025722i,0.011537+0.010361i,0.015482+0.019757i,0.022255+0.028373i,0.022724+0.026199i,0.015095+0.016536i
-0.018397-0.028065i,-0.028331-0.060162i,-0.023266-0.071417i,-0.0038265-0.028875i,0.0013133+0.048889i,-0.020853+0.10222i,-0.048346+0.098004i,-0.046167+0.056454i,-0.021666+0.016257i,-0.0068251+0.00082107i,0.0017302+0.0053517i,0.0092757+0.0082903i,0.0073336+0.0066515i,0.0012232+0.006006i,-0.0045206+0.0070348i,-0.013059+0.0066327i,-0.020926+0.0011266i,-0.022691-0.0030791i,-0.021448-0.0025921i,-0.023799-0.0038095i,-0.026701-0.0093164i,-0.022923-0.013618i,-0.014935-0.012469i
-0.0033013+0.024601i,-0.0099789+0.054588i,-0.010423+0.064302i,0.010566+0.016549i,0.034372-0.053573i,0.026461-0.055061i,0.014158+0.00376i,0.017579+0.028396i,0.0060773+0.010474i,-0.011505+0.0069952i,-0.0076752+0.011298i,0.0014314+0.002181i,-0.0006684-0.0037871i,-0.0031306+0.005721i,0.0010056+0.020024i,0.0027623+0.029704i,-0.0037881+0.033035i,-0.0094456+0.027293i,-0.00044991+0.01467i,0.020228+0.0036031i,0.034398+0.00037379i,0.03296+0.0010742i,0.025483-0.0023035i
0.020636+0.037942i,0.02677+0.082767i,0.010826+0.094335i,-0.038202+0.045382i,-0.0925-0.014422i,-0.085372-0.045513i,-0.016644-0.045753i,0.023064-0.032763i,0.014064-0.011057i,0.0087991+0.0045832i,0.01164+0.0011501i,0.0069881-0.00349i,0.0035889-0.0041805i,0.0070346-0.0098707i,0.016304-0.018215i,0.028912-0.027162i,0.036672-0.031279i,0.032845-0.025565i,0.014921-0.0084993i,-0.010743+0.013056i,-0.028521+0.022702i,-0.030611+0.01964i,-0.024076+0.014921i
0.022254-0.018763i,0.047901-0.039881i,0.05216-0.029431i,0.027884+0.028697i,0.016746+0.074075i,0.03176+0.037489i,0.024348-0.041451i,-0.0024875-0.054759i,-0.0035912-0.020181i,0.005729-0.015941i,-0.006365-0.023888i,-0.017571-0.014255i,-0.013782-0.0080775i,-0.016183-0.014658i,-0.031615-0.022562i,-0.04851-0.023083i,-0.050755-0.019633i,-0.032615-0.017324i,-0.0058364-0.022486i,0.015858-0.038789i,0.022847-0.048583i,0.016253-0.036996i,0.010546-0.015922i
-0.0082359-0.032533i,-0.0019696-0.087947i,0.027639-0.1334i,0.084419-0.1355i,0.14358-0.12355i,0.12272-0.11463i,0.018468-0.076238i,-0.041277-0.022413i,-0.025921-0.0047546i,-0.014736-0.013285i,-0.020479-0.0097835i,-0.019709-4.9108e-05i,-0.013586+0.0041838i,-0.0081001+0.0079681i,-0.0051357+0.017684i,0.00015134+0.033796i,0.0052305+0.043012i,0.003733+0.0374i,-0.004812+0.030384i,-0.015119+0.036491i,-0.017668+0.04602i,-0.011764+0.041113i,-0.0054275+0.026762i
-0.0418+0.027844i,-0.080776+0.052997i,-0.082315+0.052286i,-0.040478+0.0073893i,-0.020787-0.038835i,-0.041253-0.0087598i,-0.033714+0.066157i,0.0026792+0.073486i,0.010683+0.030062i,0.0031289+0.020047i,0.014286+0.027774i,0.024902+0.019494i,0.022799+0.011985i,0.023954+0.010993i,0.031375+0.0059169i,0.038109-0.0051042i,0.042792-0.012459i,0.037451-0.010558i,0.021286-0.0095528i,0.0059198-0.020208i,-0.0036012-0.035792i,-0.0059752-0.042827i,-0.0075858-0.039353i
-0.023163+0.038874i,-0.055452+0.090706i,-0.09316+0.13361i,-0.11389+0.16123i,-0.10028+0.21043i,-0.01716+0.23221i,0.085797+0.15273i,0.09823+0.043887i,0.049116+0.0069389i,0.032234+0.013104i,0.038386+0.0016935i,0.030515-0.015533i,0.014619-0.017011i,0.0034852-0.010726i,-0.0030078-0.0089978i,-0.013079-0.015655i,-0.02824-0.021029i,-0.030311-0.015492i,-0.0099085-0.0023942i,0.018282+0.013763i,0.033852+0.028748i,0.030717+0.033945i,0.019547+0.028322i
0.058765-0.038807i,0.11978-0.072534i,0.1362-0.070952i,0.088046-0.020681i,0.050696+0.015184i,0.042147-0.022571i,0.018057-0.087108i,-0.010794-0.080636i,-0.0069786-0.026877i,0.005453-0.0047309i,-0.0037604-0.00038279i,-0.010925+0.011233i,-0.0067992+0.014599i,-0.0062657+0.014288i,-0.0031436+0.018658i,0.0079643+0.025079i,0.018695+0.030753i,0.016516+0.025826i,-0.0042232+0.0098776i,-0.033382-0.0048584i,-0.049086-0.011124i,-0.04066-0.0092262i,-0.022418-0.0040955i
0.049017-0.054951i,0.096403-0.11325i,0.12169-0.16608i,0.066152-0.20783i,-0.054025-0.24237i,-0.16459-0.22258i,-0.19981-0.11328i,-0.13358-0.009123i,-0.052792+0.0059736i,-0.032453-0.0097834i,-0.03097-0.002771i,-0.019945+0.0087064i,-0.0086322+0.0095374i,-0.0036368-0.003316i,-0.0068875-0.018877i,-0.0094642-0.028894i,-0.0080258-0.035559i,-0.005076-0.031389i,0.0077285-0.015726i,0.033476-0.0058441i,0.049817-0.0091171i,0.042993-0.012499i,0.029681-0.0073337i
-0.044494+0.033182i,-0.088657+0.063181i,-0.082884+0.065031i,-0.021353+0.019705i,0.0038413-0.021748i,-0.021848+0.017631i,-0.013683+0.08586i,0.02117+0.077114i,0.019253+0.022916i,0.0024091-0.0021714i,-0.0012683-0.0081332i,-0.0035936-0.014994i,-0.0087081-0.01492i,-0.012895-0.0079701i,-0.016627+0.0038489i,-0.022654+0.019737i,-0.030701+0.026586i,-0.035538+0.019026i,-0.03775+0.013414i,-0.043135+0.019472i,-0.049328+0.028957i,-0.044822+0.028103i,-0.031811+0.017444i
-0.058797+0.078295i,-0.12903+0.15631i,-0.17175+0.21103i,-0.094057+0.21547i,0.082027+0.17362i,0.21719+0.082706i,0.21207-0.014089i,0.11016-0.044856i,0.034591-0.021441i,0.0099565-0.0081923i,-0.0043296-0.0077321i,-0.015722-0.0014888i,-0.017255+0.0091174i,-0.0030375+0.016543i,0.018369+0.017156i,0.034754+0.017942i,0.046493+0.025335i,0.049225+0.031443i,0.044816+0.021204i,0.040866-0.0045072i,0.041708-0.030182i,0.039175-0.038422i,0.025435-0.030002i
0.051588-0.024161i,0.10139-0.055596i,0.10953-0.076654i,0.064353-0.047783i,0.042631+0.0030734i,0.047056-0.013892i,0.014428-0.072738i,-0.026001-0.06793i,-0.019428-0.015687i,0.0099952+0.010924i,0.028987+0.0099393i,0.038922+0.002654i,0.036861-0.0081812i,0.023329-0.014907i,0.012132-0.021236i,0.0035558-0.035991i,-0.0003433-0.048473i,0.0055893-0.047017i,0.01299-0.026301i,0.013319+0.0052803i,0.0022955+0.031103i,-0.011101+0.038964i,-0.013517+0.033222i
0.044587-0.065093i,0.1035-0.12711i,0.13155-0.14397i,0.055474-0.094843i,-0.07606-0.027374i,-0.1379+0.030058i,-0.11446+0.053718i,-0.067204+0.03968i,-0.032666+0.024499i,-0.008849+0.021813i,0.0021941+0.014318i,0.0023116-0.00095344i,-0.0023585-0.013124i,-0.016322-0.011183i,-0.03451+0.0061605i,-0.045003+0.02751i,-0.044131+0.039371i,-0.032542+0.030712i,-0.025532-0.0028612i,-0.037827-0.038648i,-0.048799-0.048835i,-0.0372-0.035759i,-0.018936-0.021363i
-0.081307-0.0021631i,-0.1526-0.0034731i,-0.16823-0.021679i,-0.11462-0.063651i,-0.078761-0.088727i,-0.073879-0.038504i,-0.028899+0.038167i,0.026312+0.046552i,0.0328+0.0080002i,0.013347-0.0097597i,-0.00091725-0.0095198i,-0.010662-0.00093259i,-0.0092775+0.012972i,0.0053182+0.016308i,0.025055+0.0063663i,0.040792-0.0066806i,0.040947-0.012044i,0.021464-0.0046843i,0.0047438+0.017261i,0.01859+0.041558i,0.044189+0.045886i,0.047917+0.030582i,0.033424+0.014312i
-0.048196+0.035264i,-0.10572+0.095823i,-0.11469+0.14665i,-0.046187+0.136i,0.014966+0.076936i,0.014086+0.023717i,0.017084+0.015579i,0.046283+0.0087824i,0.04108-0.014085i,0.0086744-0.015239i,-0.0023558+0.0035966i,0.0027502+0.017741i,0.010455+0.02042i,0.014415+0.0061237i,0.0029991-0.014535i,-0.015111-0.028354i,-0.026895-0.038831i,-0.027422-0.038053i,-0.020418-0.025496i,-0.020975-0.017512i,-0.030218-0.016766i,-0.03257-0.018202i,-0.025422-0.017381i
0.13375-0.021064i,0.24333-0.066802i,0.25249-0.10625i,0.16155-0.093812i,0.12633-0.035324i,0.14581-0.0099697i,0.086475-0.042486i,-0.0014546-0.043325i,-0.018083-0.016781i,-0.0055599-0.019853i,-0.0059072-0.029422i,-0.0079304-0.029472i,-0.014401-0.022343i,-0.019095-0.0055104i,-0.011545+0.010545i,-0.0021083+0.021849i,-0.0021383+0.034865i,-0.002116+0.043038i,0.010518+0.033239i,0.030702+0.011124i,0.042558-0.0055965i,0.039213-0.0055335i,0.030631+0.003205i
0.10761-0.0013371i,0.22165-0.031229i,0.27154-0.063463i,0.19407-0.07569i,0.07074-0.090139i,-0.015702-0.11254i,-0.068037-0.091292i,-0.078489-0.022258i,-0.041308+0.026577i,-0.0063751+0.036389i,0.0071784+0.036145i,0.012266+0.028253i,0.0067917+0.016577i,0.00084573+0.018246i,0.0077157+0.023861i,0.02553+0.018151i,0.047186+0.00028835i,0.050555-0.01887i,0.024854-0.019717i,-0.011539+0.0015782i,-0.033214+0.025562i,-0.031364+0.033069i,-0.018405+0.02272i
-0.16484+0.052875i,-0.33317+0.12291i,-0.4141+0.16501i,-0.35486+0.14039i,-0.27707+0.088548i,-0.21726+0.065895i,-0.10592+0.059632i,-0.0094428+0.02462i,0.0097814-0.00071257i,0.0072856-0.00061514i,0.0056134-0.0056684i,-0.0026785-0.013827i,-0.0057754-0.0193i,-0.0089015-0.0271i,-0.020574-0.033218i,-0.036115-0.027642i,-0.043422-0.013021i,-0.033621-0.0029082i,-0.014014-0.0076761i,-0.0014439-0.029774i,-0.0025966-0.049142i,-0.0065448-0.046482i,-0.0071421-0.028992i
-0.14015+0.018486i,-0.2421+0.066253i,-0.20357+0.12074i,-0.010054+0.13543i,0.13316+0.12634i,0.15746+0.11248i,0.13555+0.056242i,0.08403-0.0096987i,0.027692-0.017774i,0.0097419-0.0021113i,0.00512-0.0056844i,-0.0044076-0.0039497i,-0.0048866+0.0037098i,0.0015302+0.0056227i,0.011775+0.013805i,0.022812+0.030169i,0.025073+0.042279i,0.015928+0.041908i,0.0021374+0.037541i,0.00066531+0.046672i,0.014269+0.057134i,0.018795+0.048253i,0.0094967+0.030506i
0.13536-0.043577i,0.26521-0.10052i,0.27181-0.13706i,0.15253-0.13753i,0.11233-0.15946i,0.13745-0.18459i,0.081859-0.13465i,0.012182-0.03289i,0.0017191+0.014084i,-0.007411+0.0097713i,-0.022159+0.015731i,-0.014487+0.026623i,0.0038416+0.025225i,0.012724+0.013157i,0.0039524-0.0063394i,-0.0090669-0.025061i,-0.0063616-0.032986i,0.010323-0.029309i,0.022613-0.024909i,0.019639-0.029055i,0.0093861-0.037254i,0.003494-0.03976i,0.0019859-0.032253i
0.14752-0.050961i,0.28029-0.14411i,0.31214-0.25371i,0.1658-0.26229i,-0.032803-0.12977i,-0.13138+0.014813i,-0.10272+0.080854i,-0.019558+0.066141i,0.031438+0.016051i,0.046936-0.010313i,0.064422-0.020876i,0.067088-0.037812i,0.043407-0.039054i,0.019308-0.017136i,0.0092969+0.0089141i,0.0041787+0.019496i,-0.011595+0.014459i,-0.028713+0.0083018i,-0.025589+0.0049527i,-0.0098169-0.0019422i,-0.0026528-0.0079362i,-0.0047339-0.0038942i,-0.0063154+0.0037009i
-0.1424-0.00035521i,-0.32832+0.047273i,-0.41937+0.17124i,-0.29547+0.29495i,-0.10845+0.30577i,-0.014184+0.21101i,0.00049033+0.094484i,-0.014372+0.0097241i,-0.032064-0.021858i,-0.033733-0.021037i,-0.037792-0.015648i,-0.049126-0.0056558i,-0.049725+0.0068077i,-0.043247+0.015776i,-0.034423+0.018524i,-0.020205+0.017741i,-0.0046186+0.01639i,0.0031424+0.01269i,-0.0050181+0.0077395i,-0.02356+0.0134i,-0.032375+0.032323i,-0.020148+0.042304i,-0.0022683+0.030357i
-0.099292-0.0054263i,-0.17234-0.010051i,-0.16617-0.037819i,-0.058872-0.12161i,0.031992-0.21679i,0.022587-0.22367i,-0.023729-0.14704i,-0.037264-0.059084i,-0.024369-0.0029834i,-0.0215+0.014886i,-0.031959+0.017438i,-0.032095+0.021353i,-0.015085+0.017514i,0.0059707-0.0099804i,0.012501-0.051941i,0.0018884-0.075853i,-0.009104-0.070439i,-0.012732-0.044521i,-0.0024355-0.012243i,0.021831-0.003514i,0.039256-0.023624i,0.03627-0.037227i,0.019677-0.029815i
0.19307+0.065876i,0.43392+0.11554i,0.5468+0.10875i,0.33994+0.048559i,0.0077136-0.0073892i,-0.14888-0.027355i,-0.11149-0.016804i,-0.034387+0.0019899i,0.0014822+0.019401i,0.012673+0.044493i,0.032681+0.063103i,0.048022+0.055214i,0.037723+0.032616i,0.014497+0.023601i,-0.0044187+0.039659i,-0.007095+0.060053i,0.00035854+0.056372i,0.0031945+0.027312i,-0.005101-0.0010002i,-0.017309-0.0062031i,-0.024133+0.0029459i,-0.028912+0.0090414i,-0.025114+0.010253i
0.074231+0.086519i,0.13423+0.075954i,0.11461-0.056793i,0.023386-0.14274i,0.031829-0.00012763i,0.16281+0.15419i,0.1997+0.11123i,0.10179+0.019803i,0.039738-0.015952i,0.041564-0.053862i,0.029704-0.084759i,0.0099263-0.078266i,0.0022708-0.048147i,0.0059597-0.018119i,0.021789-0.010378i,0.035778-0.02141i,0.039541-0.027868i,0.038829-0.019958i,0.030851-0.010032i,0.01381-0.0011147i,-0.0015298+0.009585i,-0.0019727+0.014804i,0.0052858+0.012248i
-0.22025-0.023173i,-0.44433+0.040322i,-0.46533+0.21304i,-0.13976+0.30429i,0.1764+0.13329i,0.18465-0.079702i,0.067858-0.090005i,0.032591-0.0081931i,0.03074+0.021906i,0.0084754+0.019591i,-0.0074759+0.019159i,-0.0089881+0.016851i,-0.0037042+0.011796i,0.0059571+0.017455i,0.017308+0.032924i,0.026767+0.043822i,0.031815+0.044598i,0.030486+0.036512i,0.025926+0.025095i,0.02694+0.0089978i,0.029834-0.011037i,0.021353-0.025366i,0.0049118-0.02516i
-0.09417-0.16665i,-0.21322-0.24192i,-0.31984-0.19496i,-0.34502-0.10958i,-0.31197-0.12095i,-0.28221-0.1347i,-0.20786-0.077379i,-0.095239-0.041561i,-0.031571-0.033585i,-0.019385-0.0050889i,-0.026495+0.014952i,-0.043717+0.015421i,-0.052078+0.0044167i,-0.060965-0.022533i,-0.080679-0.040059i,-0.08461-0.029557i,-0.062198-0.0070129i,-0.03094+0.010066i,-0.0051475+0.011868i,0.0047865+0.0082616i,-0.0013593+0.01476i,-0.007746+0.024838i,-0.0051969+0.026694i
0.23284-0.043227i,0.49276-0.13195i,0.6697-0.22189i,0.5418-0.17053i,0.22458+0.048393i,0.028174+0.20203i,-0.013715+0.15336i,-0.031134+0.057257i,-0.039173+0.037532i,-0.00026637+0.036275i,0.041678+0.006813i,0.056296-0.017872i,0.052264-0.020168i,0.047814-0.01517i,0.054186-0.016767i,0.049514-0.024163i,0.022131-0.024183i,-0.0048539-0.012956i,-0.017079-0.0013402i,-0.018271+0.0012073i,-0.0089124-0.0064112i,0.0067596-0.015799i,0.013731-0.024351i
0.042256+0.2085i,0.016469+0.28701i,-0.1431+0.19952i,-0.27354+0.062926i,-0.1259+0.023022i,0.1561-0.0091505i,0.22181-0.048048i,0.11665-0.017022i,0.046187-0.0023629i,-0.0039712-0.024523i,-0.033129-0.0026299i,-0.016935+0.026583i,0.0028817+0.028959i,0.00067781+0.031964i,-0.02225+0.043498i,-0.045502+0.056865i,-0.049898+0.054127i,-0.045793+0.029071i,-0.040623+0.0030331i,-0.031111-0.006597i,-0.020822-0.0044115i,-0.017617-0.0025679i,-0.016671-0.00093058i
-0.17977+0.057713i,-0.28644+0.12248i,-0.19991+0.12521i,0.035271-0.029668i,0.10239-0.23122i,-0.021368-0.23633i,-0.044461-0.10186i,0.034408-0.053205i,0.056657-0.058002i,0.045988-0.035578i,0.04-0.027841i,0.023208-0.027367i,0.014536-0.0097734i,0.031254-0.0032394i,0.062715-0.027792i,0.079527-0.069i,0.065253-0.089251i,0.038748-0.071691i,0.018716-0.03549i,0.0012702-0.0076487i,-0.017009+0.0064345i,-0.027011+0.016819i,-0.021047+0.023871i
0.014995-0.2149i,0.043878-0.27947i,0.036443-0.12204i,-0.064057+0.14209i,-0.18352+0.22792i,-0.25883+0.14073i,-0.25328+0.078323i,-0.17656+0.062474i,-0.10631+0.047974i,-0.066197+0.044143i,-0.04214+0.045869i,-0.036708+0.042561i,-0.042168+0.036111i,-0.053929+0.037161i,-0.066304+0.056302i,-0.060079+0.074007i,-0.03214+0.071581i,0.0011733+0.053006i,0.027528+0.025414i,0.044295-0.0039922i,0.050968-0.026948i,0.048718-0.031076i,0.038549-0.021068i
0.19193-0.10806i,0.36639-0.28103i,0.4544-0.44922i,0.38371-0.42397i,0.2706-0.13306i,0.22596+0.13673i,0.1605+0.13902i,0.068753+0.069849i,0.043247+0.059323i,0.048026+0.036238i,0.016187-0.0021671i,-0.017892-0.022848i,-0.026257-0.03343i,-0.024825-0.051791i,-0.032901-0.072942i,-0.041873-0.068292i,-0.030101-0.044849i,-0.0095058-0.022375i,0.0035444-0.0024686i,0.0066196+0.01667i,0.0026278+0.034303i,-0.0032802+0.035796i,-0.010454+0.022474i
-0.029813+0.27403i,-0.11661+0.55252i,-0.2139+0.71737i,-0.15536+0.62089i,0.047928+0.28382i,0.17614-0.075387i,0.15334-0.19703i,0.071893-0.13951i,0.015263-0.077893i,-0.0026274-0.039592i,0.034811-0.0044899i,0.087342+0.0064327i,0.094131+0.0040174i,0.083854+0.022627i,0.10115+0.05331i,0.12027+0.061084i,0.098566+0.042999i,0.045638+0.026411i,-0.00024209+0.024307i,-0.019431+0.017097i,-0.02066-0.0058881i,-0.016371-0.024622i,-0.0085616-0.026666i
-0.18037+0.1537i,-0.34566+0.21871i,-0.39309+0.097883i,-0.33893-0.2003i,-0.33478-0.37243i,-0.31559-0.26293i,-0.20651-0.09003i,-0.090125-0.01849i,-0.009935-0.014063i,0.024739-0.034809i,-0.0054921-0.042807i,-0.041161-0.027745i,-0.043882-0.018676i,-0.04862-0.024314i,-0.07017-0.04272i,-0.090742-0.048121i,-0.086297-0.021939i,-0.059661+0.0059051i,-0.036075+0.012532i,-0.018022+0.014469i,-0.0005777+0.02342i,0.0089169+0.027347i,0.0076049+0.022982i
-0.0031015-0.22202i,0.089536-0.37229i,0.24775-0.29092i,0.31863+0.012218i,0.18521+0.20331i,-0.034355+0.19969i,-0.098722+0.16943i,-0.012447+0.12688i,0.018622+0.069259i,-0.010013+0.052617i,-0.018065+0.039824i,-0.029726+0.027293i,-0.033063+0.037202i,-0.0023616+0.041918i,0.042766+0.028532i,0.07291-0.0041721i,0.079458-0.040606i,0.069285-0.061285i,0.042196-0.059738i,0.0091138-0.043012i,-0.010795-0.02954i,-0.013889-0.023371i,-0.010836-0.015707i
0.069288-0.17588i,0.035892-0.37055i,-0.18053-0.51724i,-0.36116-0.42659i,-0.17824-0.15089i,0.13419+0.018962i,0.18138-0.0063721i,0.067179-0.050814i,0.02282-0.040122i,0.028914-0.015348i,0.026936+0.013602i,0.024587+0.027542i,0.012208+0.014348i,-0.031036+0.0027964i,-0.085738+0.031682i,-0.10458+0.085702i,-0.087901+0.1104i,-0.058893+0.096051i,-0.01749+0.055544i,0.016078+0.0030804i,0.02089-0.029557i,0.012266-0.028355i,0.0089022-0.014157i
-0.02269+0.097739i,-0.018077+0.31717i,0.1232+0.53271i,0.34653+0.48994i,0.37146+0.19421i,0.19646-0.080344i,0.063836-0.15298i,0.0032511-0.089209i,-0.025428-0.0063965i,-0.012068+0.014833i,0.0067224-0.025679i,0.010641-0.061377i,0.016069-0.067914i,0.033639-0.066669i,0.057173-0.077909i,0.064103-0.084212i,0.055799-0.058884i,0.051952-0.024583i,0.04471-0.0067086i,0.020114+0.0097132i,-0.0022993+0.032524i,-0.0040544+0.039268i,-0.00062515+0.019434i
0.096586+0.083722i,0.14888+0.076569i,0.071923+0.00031275i,-0.1855-0.055477i,-0.37528-0.010976i,-0.30584+0.066537i,-0.14606+0.075987i,-0.053193+0.036721i,-0.023602-0.016204i,-0.034288-0.041386i,-0.030893-0.0049911i,0.004671+0.035756i,0.024035+0.047812i,0.023247+0.063312i,0.02367+0.077061i,0.022513+0.060562i,0.012687+0.016532i,-0.014315-0.016351i,-0.041255-0.0094337i,-0.036059+0.001635i,-0.017091-0.015525i,-0.012315-0.03145i,-0.0090827-0.01891i
0.017968-0.076893i,0.082947-0.31297i,0.2145-0.60478i,0.32697-0.67696i,0.28928-0.44278i,0.15778-0.11666i,0.067728+0.066318i,0.045116+0.092042i,0.055591+0.095186i,0.078775+0.099421i,0.062827+0.056279i,0.0063791+0.015284i,-0.015033-0.00018551i,-0.011333-0.042443i,-0.034848-0.095001i,-0.075629-0.10153i,-0.10077-0.058939i,-0.089098-0.0033613i,-0.04786+0.029165i,-0.0080107+0.035992i,0.012002+0.034551i,0.013061+0.034036i,0.0073591+0.035303i
0.022138+0.053021i,-0.058576+0.17873i,-0.3082+0.40494i,-0.47196+0.52864i,-0.28628+0.28482i,-0.048583-0.13707i,-0.016676-0.29026i,-0.028077-0.18366i,-0.021524-0.10681i,-0.049305-0.082671i,-0.059037-0.041796i,-0.040085-0.012637i,-0.027946+0.0068659i,-0.012313+0.045822i,0.018548+0.091532i,0.06236+0.098658i,0.10029+0.051411i,0.10899-0.0070674i,0.082509-0.039307i,0.036813-0.043992i,0.0050265-0.027052i,0.0015548-0.0073849i,0.0082361-0.0013397i
-0.095566+0.1627i,0.049949+0.38916i,0.39946+0.38054i,0.56607+0.039563i,0.26764-0.15193i,-0.11619+0.010476i,-0.18061+0.14655i,-0.083742+0.1095i,-0.0030979+0.078219i,0.053993+0.07825i,0.080003+0.062556i,0.079008+0.042747i,0.044721+0.021793i,-0.01185+0.005754i,-0.054302+0.01022i,-0.067404+0.042015i,-0.060063+0.075827i,-0.048713+0.077009i,-0.03531+0.048405i,-0.012988+0.016749i,0.01241-0.009823i,0.022621-0.032991i,0.012588-0.039679i
-0.11361-0.2282i,-0.33584-0.39766i,-0.4905-0.30276i,-0.38491+0.11337i,-0.055274+0.47556i,0.29382+0.46492i,0.36556+0.24271i,0.187+0.093446i,0.026992+0.030857i,-0.027276-0.039318i,-0.047416-0.09072i,-0.041017-0.085089i,0.0090723-0.054372i,0.070425-0.041809i,0.10802-0.081032i,0.09429-0.14098i,0.048904-0.13611i,0.021638-0.064812i,0.018706+0.00079643i,0.017443+0.028019i,0.0081136+0.034411i,-0.0019461+0.034921i,-0.0068894+0.027624i
0.072857+0.012366i,-0.0013471-0.066558i,-0.21691-0.21539i,-0.39586-0.38226i,-0.41115-0.44126i,-0.34059-0.32117i,-0.20114-0.14901i,-0.051795-0.067393i,0.013442-0.051331i,0.016904-0.016332i,0.0018968+0.025535i,-0.030499+0.044422i,-0.058237+0.043378i,-0.071969+0.034778i,-0.077159+0.033102i,-0.06186+0.023603i,-0.031625-0.020895i,-0.018382-0.073263i,-0.027952-0.080733i,-0.037487-0.0511i,-0.045398-0.025263i,-0.049122-0.010994i,-0.042983+0.0031422i
0.14658-0.074436i,0.30247-0.15158i,0.43944-0.094478i,0.43691+0.062724i,0.22092+0.027514i,-0.10184-0.13023i,-0.28246-0.14778i,-0.23847-0.079273i,-0.13054-0.0099184i,-0.04804+0.050477i,0.0094788+0.061809i,0.029355+0.042448i,0.016107+0.033802i,0.00188+0.047854i,0.015878+0.081574i,0.048862+0.11003i,0.067794+0.10875i,0.061845+0.076625i,0.042013+0.030331i,0.024953-0.0032652i,0.025317-0.01201i,0.02969-0.0087803i,0.020928-0.0079434i
0.13983+0.15476i,0.37605+0.062035i,0.40671-0.38433i,0.13451-0.7848i,0.0052524-0.70947i,0.1174-0.48203i,0.093141-0.36476i,-0.049314-0.21409i,-0.089228-0.090748i,-0.073968-0.067419i,-0.045214-0.06126i,-0.0042266-0.054429i,0.0041785-0.048889i,-0.017379-0.043032i,-0.039864-0.045748i,-0.051729-0.047825i,-0.058495-0.025384i,-0.049337+0.016442i,-0.010061+0.036792i,0.021483+0.031287i,0.016381+0.035688i,0.0079405+0.047113i,0.010239+0.037551i
-0.49005-0.0064901i,-0.92512+0.31032i,-0.91189+0.73355i,-0.34997+0.78273i,0.093597+0.37654i,0.12137+0.054322i,0.094663+0.028142i,0.1225+0.028639i,0.090606+0.024284i,0.056953+0.064086i,0.044072+0.074557i,0.013196+0.057478i,-0.0039451+0.022851i,-0.0053837-0.023219i,-0.012206-0.031243i,-0.00252+0.00025422i,0.010783+0.0097113i,-0.0080831-0.0079464i,-0.040701-0.0089235i,-0.058722+0.0024676i,-0.063299-0.0046867i,-0.059207-0.027379i,-0.047516-0.043257i
