-0.0056356+0.00063609i,-0.0031581+0.0016856i,-0.0032969+0.0025816i,-0.002563+0.0038595i,-0.00093809+0.0048871i,-0.00015296+0.0033342i,-0.0003483+0.0014617i,-0.00055687+0.00067862i,0.00014993+0.00035394i,0.0015549+0.00037384i,0.0018051+0.00053598i,0.0016213-0.00040227i,0.0011582-0.0017346i,0.00018155-0.0023405i,-0.00024009-0.0009582i,-0.00028018+0.00075329i,-0.0003397+0.0011191i,2.5824e-05+0.00065425i,0.0004496+7.4758e-05i,0.00054146+4.8407e-06i,0.00076027-1.0651e-05i,0.0002853+0.00026953i,-0.00018666+0.0003868i
-0.0014627-0.00055291i,-0.001678-0.00015328i,-0.0015915+0.0002451i,-0.00077797+4.2219e-05i,-0.00011941-0.00013853i,-0.00032425+0.00031505i,-0.00043066+0.001217i,0.00041545+0.00084195i,0.00046534+0.00026812i,-1.0704e-05-6.5568e-06i,-3.69e-05+0.00020823i,0.0001595+0.0008921i,0.00012465+0.0015356i,0.00035762+0.0019305i,0.00034925+0.0013071i,0.00038305+0.00039821i,0.00085561+0.00042258i,0.00051285+0.0002608i,0.00022969+0.0001445i,0.00079445+0.00056392i,0.0011973+0.00057711i,0.00071246+0.00026163i,0.00038151+0.00014499i
-0.00047012-5.1997e-05i,-0.00024851+0.0011303i,-0.00034316+0.0019182i,-0.0013029+0.0013764i,-0.00090587+0.00033029i,-0.00084865-0.00017938i,-0.00096724-5.6026e-05i,-0.00023839+0.00018103i,1.3342e-06+0.00029332i,-0.00017459+5.9042e-06i,-0.00079185-5.8393e-05i,-0.00084822+0.00059628i,-0.00019714+0.0013514i,-0.00010186+0.00098392i,-8.5395e-05+0.00077791i,-0.00028577+0.00017589i,8.5045e-05-0.001169i,0.00080237-0.00090022i,0.00023116-0.00054845i,-0.00041632-0.00076033i,-0.00032569-0.0004088i,0.00036153+0.0007186i,0.00060688+0.0012811i
-0.0017602-0.00036924i,-0.0015013+0.00023115i,-0.0017191+0.00055614i,-0.0015581+0.0012296i,-0.00027106+0.00096143i,0.00076369-0.00039547i,8.203e-05-0.00030887i,-0.0010326-0.00079235i,-0.0010728-0.00075244i,-0.0011812-0.00035993i,-0.0017083-0.00068339i,-0.001449-0.00081137i,-0.0010749-0.00030051i,-0.0007066+2.3419e-05i,-0.00018354-0.00090037i,-0.00043941-0.0010475i,-0.0007784-0.00046621i,-0.00044718+8.7532e-05i,-0.00052976+0.00069901i,-0.00065003+0.00027156i,-0.00068825-1.9586e-05i,0.0004396+0.00065558i,0.0006454+0.0004287i
-0.001009-0.00025719i,-0.00016947+0.00016516i,-0.00056064-0.00028016i,-0.0013148+0.00029071i,-0.0013043+0.00116i,-0.00043964+0.0010692i,-5.1463e-05+0.0011061i,-0.00028269+0.0006239i,-0.00034432-0.00019092i,-0.00047805-0.00014454i,-0.00033373-4.3681e-05i,-0.00036288-0.00038389i,-0.00071886+0.00020266i,-0.00044065+0.00070439i,0.00013846+0.00025009i,-0.00028637-1.9116e-05i,-0.00048013-0.00036839i,7.9294e-05-0.0004374i,-0.0002078-0.00029918i,-0.00072044-0.00034114i,-0.00018392-0.00036482i,-6.4554e-05+0.000127i,-0.00026038-7.2559e-05i
3.73e-05+0.00045379i,0.00079838+8.0559e-05i,0.00073154-0.00033953i,-0.00021233-0.00028978i,-0.00087882+0.00026105i,-0.00085513+0.00067827i,-0.00022142+0.00031451i,0.00037324-0.0001712i,0.00055958-0.00055672i,-0.00029305-0.00066828i,-0.0012076-0.001178i,-0.00092486-0.0017865i,-0.00032669-0.0012222i,-0.0004556-0.0011932i,-0.00052481-0.0011337i,-0.00062374+0.00067919i,-7.947e-05+0.0010633i,0.0002295-0.00040144i,0.00010343-0.00038264i,0.00086914-0.00015733i,0.0010341-0.0006617i,0.00032525+0.00010013i,-0.00028847+0.0010637i
-0.0024116-0.0008843i,-0.0024857-5.6083e-05i,-0.0022891+0.0013831i,-0.0014816+0.0025364i,-0.00068032+0.0023585i,1.8379e-06+0.0019812i,0.00016707+0.001595i,-6.0061e-05+0.00029616i,0.00046744+3.2124e-05i,0.00086165-1.2033e-05i,0.00043843-0.00017347i,-1.8808e-05+0.00014502i,1.7669e-07-0.00017524i,-0.00014887+0.00018146i,-7.4133e-06+0.00035889i,0.00032688-0.00024916i,0.00036123-0.0006344i,-0.00016173-0.00031021i,0.00016868-0.00044677i,0.0010838-0.0004454i,0.00052881+5.5746e-05i,0.00017586-0.00031299i,0.00047291-0.00047991i
-0.00043131+0.00080005i,-0.00068995+0.0012617i,-0.00108+0.0015082i,-0.0015304+0.001177i,-0.00084813+0.0010254i,-7.5526e-05+0.00046552i,-0.00022404-0.00041309i,-0.00046713-0.00011308i,-0.00016305+0.00041853i,0.00032643-0.00034873i,-2.6596e-05-0.00051825i,0.00015534+0.00023368i,0.00087048+0.00045949i,0.001565+0.00046116i,0.00053455+0.00023025i,-0.00049309-0.00023256i,-0.0003545-0.00026822i,0.00038401-9.2481e-05i,0.00060025+0.00019486i,0.00030686+0.00055534i,0.00013078+0.00063946i,-0.0005048+0.00058772i,-0.0003342+0.0002097i
-0.00064566-0.001229i,-0.00041853-0.0014342i,-0.00017189-0.0021695i,-0.0005902-0.0020964i,-0.00033449-0.00096684i,-0.00023563+7.5245e-06i,-0.00021164-1.2774e-05i,-0.00036818+1.879e-05i,-0.000769+4.0276e-05i,-0.00057438-0.00021353i,-0.00046856+0.00012755i,-0.00074135+0.00042249i,-0.00062135+7.5122e-05i,-0.00013724-0.00076721i,-0.00026989-8.9114e-05i,-0.00020188+0.00075432i,6.5375e-05+0.00035653i,2.3115e-05+0.00039025i,8.9265e-05+0.00043415i,-0.00014871-0.00024351i,-0.0001077-0.00057161i,-6.1174e-05+0.00033178i,-1.0774e-05+0.0010253i
0.00052641-0.00022615i,0.001427-0.00097008i,0.0012229-0.0018148i,0.00013898-0.0012547i,-0.00015445-0.00029351i,-0.00028251+0.00021662i,-0.00033038+7.6288e-05i,-0.00010828-0.00027434i,-0.00061107-0.00064783i,-0.00077657-0.00083942i,-0.00063501-0.00073032i,-0.00031226-0.00032127i,0.00033485+0.00049319i,0.00049738+0.00075578i,0.00034964+0.00022003i,0.00049182-0.00028603i,-0.00024983-0.00054397i,-0.00036328-4.1645e-05i,6.8425e-05+0.00018666i,-1.5171e-05-8.1955e-05i,-0.00019234+0.00039202i,-2.594e-05+0.00051354i,0.00018764+0.0002832i
0.0009375+0.0010722i,0.00095361-0.00039499i,0.00096877-0.0017604i,0.00086874-0.0029499i,0.00025788-0.0039045i,-0.00068848-0.0029443i,-0.00071442-0.0011568i,-0.00021605-0.0009954i,0.00039885-0.00098035i,2.5965e-06-0.00047479i,-0.00071433-0.00046011i,-0.0010951-0.00069622i,-0.0010009-4.4922e-05i,-0.00079659+0.0002172i,-6.3865e-05-3.7628e-05i,0.00040431+9.0541e-05i,8.5969e-05+0.00024307i,6.5961e-05+0.00072923i,0.00033313+0.00045936i,2.4558e-05+0.00012993i,-0.00046174+0.00015496i,-0.00031669+0.00045118i,-0.00079509+0.00038295i
-0.00093444-0.00021612i,-0.0004061+8.7772e-05i,0.0001878+0.00096513i,7.4243e-05+0.0010619i,-0.00047629+0.0011629i,-0.00090751+0.0011484i,-0.00068658+0.00025558i,0.0003433-0.0005033i,0.00082833-0.0011696i,0.00054318-0.0015351i,0.00042358-0.000934i,2.6781e-05-0.00088232i,0.00017665-0.00090032i,0.00092117-0.00091269i,0.00095812-0.0010051i,-2.9962e-05-0.00065926i,-0.00019332-0.00057114i,-0.00015121-0.00075385i,-0.0001178-0.00036373i,-3.7868e-05+0.00028814i,-0.00076578-0.00015456i,-0.00053473-0.0003913i,0.00035077-1.7055e-06i
0.0020756-0.00038803i,0.0028136-0.00068627i,0.0028127-0.0016554i,-6.5823e-05-0.0022309i,-0.0016494-0.0013948i,-0.00075352+0.00058898i,8.6143e-05+0.0011439i,3.7474e-05+8.9385e-05i,0.00068288-0.00075034i,0.0010509-0.0011945i,0.0004918-0.0011128i,0.0010393-9.1917e-05i,0.0015072+0.00025332i,0.00094915+0.00061893i,0.00014461+0.00079079i,9.5783e-05+0.0005512i,0.0004647+0.00020477i,0.00048261-0.00024516i,0.00031968-0.00043893i,0.00049277-0.00024528i,0.00024054+0.00027009i,0.0002774-0.00024172i,4.8633e-05-0.000946i
0.00016723-0.00036006i,-0.00033107-1.4258e-05i,-0.00096222+0.00078002i,-0.00086121+0.0014269i,-0.00054284+0.00047036i,-0.00071645-0.00074549i,-0.00048798-0.00059984i,-1.1027e-05-2.3869e-06i,0.00027955-0.00015898i,0.0011064-0.00062159i,0.0011038-0.00023612i,0.0002736+0.00066201i,0.0001655+4.5211e-05i,0.00033272-0.00043476i,0.00014848-0.00021033i,0.00025456-6.9961e-05i,0.00035233+0.00051413i,0.0002831+0.00037491i,-8.4221e-05-0.00078062i,-0.00024644-0.00099327i,-0.00013718-0.00051076i,6.8763e-05-0.00015673i,0.00051972-0.00017551i
0.000155-0.00057849i,0.00066717-0.00081862i,0.00023526-0.0010458i,-0.00080807-0.0014722i,-0.00095805-0.0018154i,-0.0020289-0.0014824i,-0.00217-0.00078345i,-0.00094296+6.8371e-05i,2.9546e-06+0.00025304i,0.00026401+6.2553e-05i,-0.00025641-0.00010445i,-0.0010206-0.00053144i,-0.0012026-0.0003371i,-0.0010453+0.0003408i,-0.00010388+0.00046434i,0.001134-0.00020293i,0.0012365-0.00052132i,0.00019644-0.00085629i,-0.00013441-0.00086927i,-0.00024743-0.00021045i,1.7201e-05+3.1152e-05i,0.00062612+0.00028274i,-0.00021164+0.0003472i
0.0020771-0.0013045i,0.00052419-0.00058889i,-0.0001-0.00041024i,-0.00045098-9.0461e-05i,-0.0014886+2.2135e-06i,-0.0011966+0.00012156i,-0.0004919+1.4796e-05i,-0.00051166-0.00011021i,-0.00079483+0.00035544i,-0.0014977+0.00055635i,-0.0012842+0.00057026i,-0.00088544-1.809e-05i,-0.0001159-0.0004413i,0.001243+0.00011821i,0.0010869+0.00043469i,0.00015232+6.8115e-05i,-0.00068405-0.00048431i,-0.00071174-0.00058106i,-7.4191e-06-0.00060732i,-0.00015541-0.0013185i,-0.00026817-0.0014219i,0.00029246-0.00033564i,0.00022418+0.0005825i
-0.0001592-0.0015655i,-0.00052651-0.0012656i,-0.00062064-0.0002673i,-0.0012532+0.0011496i,-0.0017477+0.0018568i,-0.00079594+0.0018336i,0.00019389+0.0011925i,0.00056939+0.00034043i,0.0004346-0.00029402i,-0.00032795-0.000752i,-0.00042325-0.00087747i,-0.00074213-0.0010698i,-0.0005759-0.00079781i,0.00046731-0.0005612i,0.00082657-0.00043497i,0.00074119-3.6707e-05i,0.00066336+0.00054053i,0.00090542+0.00063939i,0.00023603+1.4586e-05i,-0.00030883-3.3961e-05i,-0.00029597+0.0010658i,-4.9294e-05+0.00096938i,0.00033007-3.9032e-05i
-0.00095523-0.0015972i,-0.0011065-0.00039868i,-0.0012004-0.00057932i,-0.0014824-0.00022052i,-0.0020144+0.00088616i,-0.0015184+0.0016957i,-3.4882e-05+0.0015053i,0.00087269+0.00074414i,0.00053478-0.00022568i,0.00046312-0.00081366i,0.00030612-0.0005274i,0.00029125-0.00029544i,0.00067958-0.00060251i,0.00030664-0.00047514i,0.00052945-0.00062821i,0.0014668-0.0001694i,0.00083943+0.00040768i,0.00019843+9.0449e-06i,-7.5826e-06-0.00043926i,-0.00021005-0.000449i,-0.00034088+8.3684e-05i,-0.0002432+0.00087848i,0.00013477+0.0008761i
-0.0021147-0.0002809i,-0.0018565+0.00067871i,-0.0021867+0.00153i,-0.0016483+0.0012767i,-0.00028242+0.00045134i,0.00016326+0.00066956i,4.8934e-05+0.00010222i,-0.00015768-0.00084788i,0.00024615-0.00029851i,0.00068638-0.00029368i,0.00061587-0.0010211i,0.00056879-0.00064573i,-9.8379e-05-0.00050527i,-0.00059488-0.000739i,0.00025312-0.00032339i,0.0011358+0.00024946i,0.001039+0.00024267i,2.3408e-05-0.00048874i,-0.00061532-0.00067526i,-0.00094504-0.00063608i,-0.0011518-0.00076084i,-0.00075519-0.00059162i,-0.00019731-0.0001186i
0.00090656-0.001153i,0.0003394-0.0016095i,-0.00037181-0.0027162i,-0.00057378-0.0031112i,-0.00095112-0.0018019i,-0.00089507-0.00022165i,-2.6312e-05+0.0004959i,0.00052626+0.00054254i,0.00011997+0.00054544i,-0.00074346+0.00032087i,-0.00076682+8.8734e-05i,0.00013339-0.00036942i,0.00093064-0.00057661i,0.0012703+0.00010636i,0.00090706+0.00044536i,0.00042576-0.00017914i,-0.00027782-0.00093724i,-0.00043527-0.00068557i,0.00025594+0.00034409i,-0.00041378+7.4484e-05i,-0.00070789-0.00065042i,0.00042492-0.00072151i,0.00093511-0.00023495i
0.0010389-0.0023807i,6.5612e-05-0.0021568i,-0.0018852-0.00067549i,-0.0023986+0.00027362i,-0.0015656+0.00043876i,-0.00010855+0.00049702i,0.00018057-0.00037948i,-0.00034689-0.0004709i,4.0278e-07+0.00024803i,0.00045673+0.00039379i,-0.00022915+0.00070174i,-0.00074999+0.0009935i,-3.8793e-06+0.00073468i,0.0008792+7.9173e-05i,0.00062993-0.00025849i,0.00031891+0.00036644i,0.0011746+0.0011066i,0.00093942+0.00047966i,0.0002481-0.0012959i,4.0584e-05-0.001127i,-0.00033747-4.8974e-05i,-0.00051503+0.00019123i,-0.00031677+0.00033124i
-0.0021226+0.0001753i,-0.0017065-0.00041327i,-0.0010499-0.00047215i,-0.0011861+0.00015159i,-0.0019033+0.00054443i,-0.0012195+0.00051692i,-1.0725e-05+0.0011396i,0.00014043+0.0011282i,0.0004049+0.00037314i,0.00010187+5.4595e-05i,-0.00067484+0.00013901i,-0.0009205-0.0003421i,-0.00084133-0.00083306i,-0.00067153-0.00018272i,-0.00037497+0.00078392i,4.4505e-05+0.00086018i,0.00050553+0.00045889i,0.00055412+6.9917e-05i,0.00019436-0.00045056i,0.00042799+0.00027826i,0.00090662+0.000698i,0.00078256+0.00018145i,0.0003397-0.00014744i
-0.00093734-0.0010209i,-0.00076769-0.00066525i,-0.0006632+0.0004473i,-0.0004358-1.5546e-05i,0.00029538-0.00065411i,-0.0003475+0.00012839i,-0.00098257+0.00081776i,-0.00047923+0.00086993i,-0.00045454+0.00014517i,-0.0011639-0.00039182i,-0.0009782-0.00046273i,-0.00079637-0.00012804i,-0.0005859-0.00053242i,-7.916e-05-0.0012714i,0.00062641-0.00075086i,0.00016595-0.00031874i,-0.00089505-0.00017232i,-0.00098209+4.9933e-05i,-0.00078164+7.1823e-05i,-0.00038988-0.00016194i,-4.5972e-05-0.00033919i,0.0002395-0.00030326i,0.00044844-0.00019397i
-0.0012628+0.00017456i,-0.00065568-1.5271e-05i,-0.00068277-0.0002539i,-0.0018732-0.00037141i,-0.0017075+9.3639e-06i,-0.0014848+0.00090941i,-0.001523+0.00037094i,-0.00069306-0.00053545i,0.00011888-0.00030765i,-4.4803e-05-0.00028543i,-0.00053384-0.00034136i,-0.00035973-9.1029e-05i,6.449e-05-0.00061903i,0.00029175-0.00056761i,-0.00045676-0.0004098i,-0.00056717-0.00073709i,-0.00018536-0.00015312i,-0.0001815+0.00036322i,-0.00041972+0.00066354i,-0.0002776+0.00069617i,0.00026881+0.00052479i,0.00052503+0.00026375i,0.00019565-0.00035891i
0.001429+0.00053815i,0.00042403-0.00089004i,0.00083956-0.00075649i,0.00096131-0.0010868i,0.00028863-0.0022488i,-0.00010464-0.0022302i,-0.00069851-0.00080336i,-0.00067402+0.00095882i,7.7115e-05+0.00016894i,0.00083365-0.0016455i,0.00086379-0.00092769i,0.00081756+0.0006534i,0.0012263+0.0014579i,0.00070087+0.00086963i,-8.4484e-05-0.00016221i,-0.00039369-0.00012576i,-9.6445e-05+0.00011625i,0.00019381-0.00025876i,0.00013231-0.00023395i,-4.8299e-05+0.0004068i,-0.00044661+0.0008519i,-0.00038538+0.00035298i,0.00011113-0.00074409i
-0.0012962+0.0008119i,0.00026277+0.001472i,0.0017474+0.0022768i,0.001945+0.0021234i,0.001886+0.0012397i,0.00089337+2.8054e-05i,-1.4158e-05+1.5083e-05i,3.2086e-05+0.00032432i,-0.0003037+0.00030751i,-0.00031347+0.00028745i,0.00042204+0.00027002i,0.0011513+0.00036646i,0.0013318-0.00071153i,0.00037533-0.00095828i,-0.0007679+0.00012933i,-0.0011501+0.00029353i,0.00013943-2.8129e-05i,0.00098984-0.00011938i,0.00073561-0.00012797i,-6.8981e-05-2.8953e-05i,-0.0005152+2.6167e-05i,0.00020536-0.00017219i,0.00054283-0.00033751i
0.0002015-0.00074672i,-0.00061081-0.0008799i,-0.0013549-0.0019787i,-0.0012304-0.0017203i,-0.00051678-0.00037805i,-0.00019269+0.00066704i,-2.9606e-05+0.00091195i,0.00018099+0.00044265i,0.00058178+0.00074015i,0.00080611+0.00085255i,8.0826e-05+2.3973e-06i,-0.00034236-2.7173e-05i,0.00015074+0.00052959i,0.00037404+8.5133e-05i,0.00033068-0.00070068i,0.00072374-0.00060808i,0.00066636-0.00011435i,0.00038299+9.2991e-05i,0.0003319+5.0517e-05i,-9.9763e-05+0.0001055i,-0.00010913+0.00014028i,-2.7422e-05-0.00028094i,0.00014602-0.00074193i
0.00065589+0.00065568i,0.00031545+0.00012283i,-0.00018646-0.00088343i,-0.00122-0.0015684i,-0.001589-0.0011484i,-0.0017598-0.00027237i,-0.0013561+0.0002328i,-0.00034382-4.6836e-05i,0.00028215-0.00035019i,-6.4384e-05-0.00049844i,-0.00063393-0.0006833i,-0.00053232-0.0001536i,-0.00075181+0.00051583i,-0.00028361+0.00056481i,0.00037976+0.00018837i,0.00040289+7.412e-05i,0.00025718-3.0211e-05i,0.0001434-0.00037767i,0.00016921-0.00028867i,-0.00026908-0.00012693i,-0.00069475-0.00053259i,-0.00061332-0.00062792i,-0.00038346-0.00068203i
0.0024465-0.0010626i,0.00026005-0.0012171i,-0.0015626-0.00098401i,-0.00074328-0.0023321i,-0.0009236-0.0016149i,-0.0017417-0.0003926i,-0.0015577-5.38e-05i,-0.0010687+0.00040948i,-0.00030513-0.00042634i,0.00025291-0.00072598i,-0.00016327-0.00076555i,-0.00053891-0.0014853i,-4.6575e-05-0.0012498i,0.00040912-1.144e-05i,0.00095873+0.00026767i,0.00098911+0.00065425i,0.00089525+0.0010332i,0.00057704+0.00053434i,0.00015387+0.00042838i,-0.00017227+0.00061434i,-6.9853e-06+0.00055767i,0.00038896+7.2366e-05i,-0.00025158-3.857e-05i
0.00020937-0.00033264i,-5.725e-05-0.00033073i,-0.00022624-0.00089777i,-0.0008384-0.0020401i,-0.0016247-0.0024592i,-0.0013934-0.0013545i,-0.00092493+5.9403e-06i,-0.00052652-0.00020185i,0.00039334-0.0012119i,0.00093179-0.0012877i,0.0010974-0.00061817i,0.0013159-0.00048797i,0.00084814-8.204e-05i,-5.2717e-05-0.00016383i,3.3915e-05-0.00056998i,0.0010117+0.00010917i,0.00080507-0.00031887i,0.00033217-0.0013586i,0.00070223-0.0011544i,-0.00035821-0.00067419i,-0.00087791-0.00066736i,6.0677e-05-0.00044239i,0.00079457+0.00018319i
0.0027615-0.0015897i,0.0029335-0.0020662i,0.0017041-0.0032692i,0.00032786-0.0034264i,-0.0017611-0.0023128i,-0.0029207-0.00086087i,-0.0015759-0.00013596i,0.00020046+0.00034516i,0.00076416-0.00090804i,0.00029699-0.002343i,-0.00051287-0.0012248i,-0.00060483-4.8524e-06i,-0.00047233+0.00016921i,-0.00062941+0.00061707i,1.1756e-05+0.0011658i,0.0010899+0.00023131i,0.0010051-0.00048854i,0.00065077-0.00011148i,0.00014055-0.00017808i,-0.00046052-0.00022851i,0.00038897+9.9762e-05i,0.0011137+0.0003633i,0.00092465+8.3341e-05i
0.00012223+0.00073102i,-0.00097743-0.00025285i,-0.0019657-0.00087623i,-0.0015804-0.00097723i,-0.0010809+0.00047524i,-0.00097031+0.00065324i,-0.0017255-0.0008207i,-0.0015387-0.0013728i,-0.00017739-0.001064i,0.00043783-0.00053545i,0.00010868+1.2265e-05i,-0.00030423-9.544e-05i,-0.00028757-0.00038786i,-0.00022589+8.4207e-05i,0.00024068+0.00024263i,0.00097287+0.00061972i,0.00095153+0.0011085i,0.00061006+0.00038736i,0.00034076-0.00067161i,-0.00050302-0.00090251i,-0.00037067-0.00025287i,0.00040925-0.00025966i,0.0005344-0.0010105i
5.3811e-05+0.00012848i,0.00029254-0.00030874i,0.0005695+0.00028123i,0.00017841-0.00047602i,-0.00080156-0.0014498i,-0.0017525-0.0011577i,-0.0017961-0.0003501i,-0.00076905-6.9092e-05i,0.0003262-0.00039669i,0.00026324-0.00062558i,-0.00011789-0.00053898i,-0.00079875-0.00034958i,-0.00084941-0.00024485i,-0.00028662-0.00010836i,-6.7902e-05+4.3379e-05i,0.0010604+7.3922e-05i,0.0016596-0.00046653i,0.0012161-0.00078562i,0.00072926-2.1977e-05i,-6.9081e-05+0.0003086i,-0.00038089+0.00040753i,-0.00015414+0.00033724i,7.5402e-05-0.00053118i
0.0028577+0.00079833i,0.00177+0.00048755i,0.00096293-0.00026524i,0.0011598-0.00068452i,0.0011517+0.00030705i,0.00021554+0.0004035i,8.9709e-05-0.00060172i,0.00074288-0.00026226i,0.00031903+0.00080975i,-0.00028025+0.00066884i,-0.00066774+4.3757e-05i,-0.00050247-0.00013014i,-0.00016636+0.0005924i,-0.00037146+0.0011561i,-0.00082173+0.0010457i,-0.00034228+0.0010358i,0.00051768+0.00076645i,-4.8774e-05+0.00040296i,0.00018977+0.00087828i,0.0010089+0.0021101i,0.00079174+0.0019536i,-0.00018605+0.00086602i,-0.00083753+0.00027057i
-0.00017351+0.0016159i,0.00037413+0.0025417i,0.00075141+0.0025526i,-0.00042069+0.0019561i,-0.0013333+0.0013947i,-0.0010351+0.0012875i,-0.001054+0.0011957i,-0.0010913+0.00078913i,-0.00053887+0.00049198i,-0.00012684-0.0006339i,-0.00044971-0.0015667i,-0.00047342-0.0010364i,-0.00053444+7.711e-05i,-7.1036e-05+0.00012749i,-0.00013578+0.00043051i,-0.00057245+0.0004321i,-0.0003853+0.00026553i,1.7163e-06-8.5165e-06i,-0.00015262-9.9737e-05i,-0.00019935-0.00017734i,-0.00022893-0.00020771i,-0.0011007+0.0004886i,-0.0012053+0.00018604i
0.0016562+5.3958e-05i,-0.00017209-0.00027054i,0.0004699-0.00098254i,0.0010986-0.00067429i,-1.5502e-05-0.0003872i,-0.00051103-0.0001504i,-0.00089457+0.00084014i,-0.00058887-2.5533e-05i,2.2332e-05-0.0005563i,-0.00013699-0.0001732i,0.00017716-0.0003896i,0.00090049-0.00051618i,7.0683e-05-0.00054412i,-0.00048633-0.0002137i,0.00012618+0.00083644i,0.00051724+0.0017963i,-7.0575e-05+0.0018369i,-0.00067473+0.0013371i,0.00011845-0.00038614i,0.00064066-0.0013941i,0.00029552-0.00062741i,-0.00038023+6.5274e-06i,-0.00042158-0.00021333i
-0.00043055-0.00024985i,-0.00016502-0.00094175i,-0.00060726-0.0018117i,-0.0013206-0.0012712i,-0.0011936+0.00018412i,-0.00033945+0.0011278i,0.00020866+0.00083478i,0.00023905+0.00079174i,9.7344e-05+0.00077632i,0.00044918-0.00036552i,5.7571e-06-0.00017107i,0.00028837+0.00047993i,0.0010209+0.0003826i,0.00031846+0.00084434i,-0.00052788+0.0012014i,-0.00062096+0.00066464i,-0.00033645+0.00047046i,4.081e-05+0.00014523i,0.00072299-5.4918e-05i,0.00046343-0.00011322i,-0.00056079-0.00024257i,-0.0010644+2.0876e-05i,-0.00073473-0.00029816i
0.00077871-0.00093384i,0.0013117+5.7975e-05i,0.0011292-6.4428e-05i,0.00069609-0.00040611i,0.0007694+0.00014016i,0.00080005+0.00086861i,0.00082371+0.00042426i,0.00076897-1.6224e-05i,0.00041759+0.00040415i,-0.0001917+0.00029561i,-0.00079051-8.2423e-05i,-0.00092597+0.00030422i,1.0646e-05+0.00022221i,0.00088672+0.00052457i,0.00068978+0.00086942i,0.00047749+0.00053824i,-4.5916e-05-0.00013517i,-0.00028547-0.00015193i,3.3826e-05-0.0001908i,0.00019978-0.00054483i,0.00023179-0.00060003i,0.00015466-6.1826e-05i,0.00036471+0.00044144i
-0.00046647+0.00096172i,-0.0010334+0.00056296i,-0.0011043+0.0013461i,0.00016939+0.0017076i,0.00046274+0.00078269i,-0.00078605+0.00033562i,-0.00096462+0.00013457i,-0.00033031-0.00023007i,-4.9461e-05-0.0004725i,5.2084e-05-0.00015413i,-0.00013235+0.00091579i,-0.00071411+0.00090042i,-0.00090613+0.00018311i,-0.00045732-0.00017228i,0.00016319-0.00038394i,0.00018002-0.00012064i,0.00061428+0.00019307i,0.0011119+0.00046792i,0.00021488+0.00056519i,-0.00041914-0.00010866i,-6.3324e-05-0.00033618i,0.00033337+6.2226e-05i,0.00015371-0.0001607i
-0.0011222+0.00079896i,-0.0016289-0.00028479i,-0.00067095-0.0012167i,0.00071914-0.0011303i,0.00024984-0.00041483i,-0.00054375-0.0001377i,-0.00082337+0.00038127i,-0.00050824+0.0007268i,-3.059e-05+0.00080293i,9.6225e-05+0.00075839i,-0.0001172+0.0003893i,-0.00070291+0.00025477i,-0.00039148-0.00010828i,0.0003199-0.00052821i,0.00049968-0.00072405i,0.00054007-0.00065819i,4.2176e-06-0.00045153i,-0.00019051-0.00026777i,0.00033729-0.00023344i,0.00033428-0.00020301i,0.00033674-2.2062e-05i,0.00015247-0.00015561i,0.00016304-0.00041317i
2.9089e-05-0.0024833i,-0.00081745-0.0020081i,-0.00065026-0.0015954i,-3.5114e-05-0.00065213i,-3.9256e-05+0.00060946i,-0.00023924+0.0012825i,-0.00061819+0.0013659i,-0.00027448+0.0010716i,0.00076518+0.0004844i,0.00081851+0.00026572i,0.00053183+9.1008e-05i,0.00034911-0.00033864i,0.00033432-0.0010174i,0.00070255-0.00090442i,0.0008314+0.00046i,0.00068984+0.00078929i,0.0009374+0.00019673i,0.00084894+0.00021346i,0.00039307+0.00070748i,0.00054137+0.0014869i,0.0002392+0.0008623i,0.00016525+0.00055333i,0.00068085+0.00064366i
-0.0015158-0.0013578i,-0.0025308-5.9465e-05i,-0.0033421-7.4771e-05i,-0.0037178+0.0011153i,-0.0033425+0.0019726i,-0.0017517+0.0020331i,-0.0010131+0.0015655i,-0.00048805+0.00046819i,0.00010783-0.00042764i,-0.00032808-0.00065026i,0.00013277-0.00062572i,0.0010107-0.00028125i,0.00071416-0.00042867i,0.00019551-0.00014257i,0.0002763+0.00047479i,4.5005e-05+0.000766i,-0.0002648+0.00046652i,-0.0004175-0.0004824i,-8.1613e-05-0.001046i,0.00014764-0.00048467i,-0.00016389+0.00028377i,-0.00061988+0.00052678i,-0.00089336+0.00038262i
0.00037661-0.00087907i,-0.00035766-0.0011503i,-0.00026588-0.00077484i,-0.00074799-0.0016122i,-0.0022329-0.0023467i,-0.0022327-0.0014448i,-0.00043361-0.00028946i,6.2129e-05+0.00010237i,-0.00048607+9.4501e-05i,-0.00031806-4.9971e-05i,-0.0004347-0.0001167i,-0.00045737-0.00046124i,0.00019886+0.00031714i,4.8704e-05+0.001334i,-0.00030942+0.00064591i,-0.0003195+1.1575e-05i,-9.6053e-05+0.00042277i,0.00035025+0.00040014i,1.6172e-05+0.00015794i,4.2064e-06-0.00012632i,-0.00010531-0.00022997i,-0.00078535+0.00021499i,-0.00016894-0.00042295i
