-0.00013308-8.1843e-05i,-0.00062106-0.00045949i,-0.0010149-0.00090099i,-0.00089785-0.0004792i,-0.00078036+0.00030709i,-0.0010627+0.0012832i,-0.00030976+0.0011735i,0.00073575+0.001484i,0.00086537+0.0016774i,-0.00014055+0.00057454i,-0.00061572-0.00053111i,0.00014617-0.00073035i,0.00052106-0.00041695i,0.00030809-0.00045242i,0.00032871-0.00051182i,0.0011681-0.00036121i,0.0015422-0.00018515i,0.00041848-0.00022801i,0.00047556+0.00034559i,0.00056453+0.0010816i,-6.1062e-05+0.00010859i,-0.00029745-0.00069881i,-7.1953e-05-0.00023938i
0.001701-0.00043381i,3.1362e-05-0.00058097i,0.00027094+7.7292e-05i,0.0017024+0.0011413i,0.00083412+0.00046947i,-0.00041097-0.00072584i,-0.00065335-0.00054814i,-0.00058978+0.00026726i,1.3506e-05+0.00059059i,-0.00048622+0.00043106i,8.5075e-05+0.00033527i,0.0012756+0.00082937i,0.0011268+0.0012412i,0.0012519+0.00035349i,0.00099921-0.00051322i,0.00064108-0.00041023i,0.00021008-0.00055895i,-0.00044053-0.00040495i,-0.00025796-0.00032135i,-0.00013441-0.00035264i,-0.0006487-0.00015014i,-0.00031769-0.00023282i,0.00022557-0.00048987i
0.0014651+0.0014991i,0.00012026+0.0016822i,-0.0011232+0.0015424i,-0.00082955+0.0015006i,0.0003597+0.001123i,0.0008726-4.8335e-05i,0.00077912-0.000313i,0.00040823+0.00014537i,0.00074547+0.00027288i,0.00065945+0.0010739i,0.00051473+0.001493i,0.00092297-0.00021973i,0.0011674-0.0015208i,0.00042816-0.00049932i,-4.8497e-05-2.2564e-06i,-6.6476e-05-6.0311e-05i,-0.00060584+0.00029284i,-5.8967e-05+0.00063707i,-9.2718e-05+0.0011436i,-0.00018663+0.00016955i,-0.00031325-0.000591i,-0.00013032-6.9212e-05i,0.0002825+0.00034396i
0.0030912+0.0012993i,0.001937-5.1437e-05i,0.00055278-0.0011892i,0.00069228-0.0011295i,0.0014837-0.00077506i,0.0011562-0.00070275i,0.00012864-0.00036061i,4.4336e-05-0.0003569i,0.00054299-0.00017951i,0.00090654-0.00035958i,0.00097361-0.0001031i,0.00053724+3.0573e-05i,-0.00023636-7.205e-05i,-0.00026472+0.00084026i,0.00023455+0.00090495i,0.00039679+0.00069611i,3.7183e-05+0.00046214i,-1.9432e-05-5.6065e-05i,0.00020257-0.00049281i,-0.00034192-0.00093896i,-3.9025e-05-6.6511e-05i,0.00038448+0.00097706i,0.00025515+0.00060014i
0.0044107+0.0011178i,0.001749+0.0009244i,0.00073329+0.00040623i,0.0011117+0.00068506i,0.00094948+0.00064494i,0.0010968-0.00018284i,0.0010177+8.6456e-05i,0.00091428+0.00051387i,0.00072528-0.00010445i,0.00017025-0.00042832i,-0.00026918-0.0004625i,-0.00094718-0.00075929i,-0.00063045-0.00040607i,0.00015615+8.2119e-05i,0.00055072+0.00027042i,0.00030198+9.6855e-05i,-0.00029123-0.00061535i,-1.2584e-05-0.00018203i,0.00028664+0.0004282i,0.00032519+0.00060397i,0.00063003+0.00087348i,0.00055517+0.00025662i,-0.00011805-0.00069054i
-9.8499e-05+0.0022198i,-0.00037323+0.0021609i,-0.00079213+0.0016041i,-0.0010945+0.00010272i,-0.0009834-0.00018259i,-0.00012107+0.00020942i,0.00020186-0.00048913i,-0.00029128-0.00032131i,-0.00091536-6.8231e-05i,-0.0013639-0.00063561i,-0.00099141-0.00098983i,-0.00015005-0.00061235i,0.00036543-0.00032939i,0.00057421-0.00043775i,0.0003728-3.6415e-05i,-3.6986e-05+0.00012402i,-6.474e-05-0.00011356i,-0.00070266-8.2336e-05i,-0.0010488+0.00013914i,-0.00017462+0.000693i,0.00034779+0.0012674i,0.0013814+0.0010233i,0.0020323+0.00012369i
-0.00052647-0.0009591i,-0.00068514-0.00059688i,-0.00023418-0.00069593i,0.00039141-0.00064205i,0.00042532-0.00058405i,0.00015539-0.00059985i,-0.00013421-0.00025423i,-0.00038373+0.00046224i,-0.00031751+0.00022157i,-0.00037367-0.00032363i,-1.7317e-05-0.00028843i,0.0003031-0.00013186i,0.00080931+0.00035067i,0.0014179+0.00064746i,0.00071358+0.00022052i,2.1737e-05+1.4575e-06i,0.00030003-0.00010416i,0.00014756-8.9101e-05i,-0.00049899+0.00030337i,-0.00091529+0.00024911i,-0.00035489-8.2849e-05i,0.00059905+0.0001517i,0.00019976+0.00060888i
0.00071551-0.00051901i,-0.00090177+0.00013217i,-0.0014372+0.00088679i,-0.00024651+0.0012889i,0.0016928+0.00021496i,0.0017074-0.00038174i,0.0011122-4.152e-05i,0.00044383+0.00012171i,-0.00059859+4.3084e-05i,-0.00038226-0.00040401i,3.2914e-05-0.00053296i,-0.00044946-0.00022794i,5.011e-05+0.0002842i,0.00046852+0.00027938i,0.00043685+0.00023891i,0.00053344+0.0004218i,-8.4143e-06+8.6592e-05i,-0.00056342-0.0004335i,-0.00045059-0.0010125i,0.00015113-0.0012113i,0.00085859-0.00094366i,0.00036712-0.00033502i,-6.9064e-05+0.00036989i
0.0033116+0.0033549i,0.0023359+0.0026967i,0.00038671+0.0014635i,-0.00012377-8.859e-05i,0.0011664-0.00030853i,0.0011262-0.00051591i,-0.00011815-0.00057957i,-0.0011752+0.00017862i,-0.0010867-0.00015822i,0.00011288-0.0014476i,0.001184-0.0016937i,0.00065899-0.00077963i,0.00013838-0.00064499i,0.000537-0.00029544i,0.00078991+0.00014082i,0.0011626-0.00051635i,0.00038835-0.00025988i,-0.00067412+0.00024639i,-0.00085971+0.00047978i,-0.00078031+0.00037475i,-0.00055243+0.00035362i,-4.8192e-05+0.00047778i,0.0005708+0.0001416i
0.0018083-0.00015296i,0.00048776+0.00026792i,0.00027129+0.00068577i,0.00050678+0.0008332i,0.00044496+0.0003659i,-0.00033033-0.00043648i,-0.00078771-0.00061543i,-0.00037833-0.00027236i,0.00030575+2.0105e-06i,-0.00011055+2.5514e-05i,0.00018468-0.00051573i,0.00080401-0.00045679i,0.00013587-0.00024314i,-0.00036875-1.5441e-05i,0.00011409+0.00029887i,0.00075565+0.0005387i,0.00065385+0.00086692i,-1.5829e-05-3.2675e-05i,-0.00012856-0.00070506i,0.00014595+0.00023409i,6.2704e-05+0.00059656i,0.00030904+0.00011047i,0.00043852-0.00021287i
0.0023475+0.0021628i,0.0015321+0.0024646i,0.00066799+0.0028814i,0.0010005+0.00242i,0.0016007+0.00039468i,0.0011109-0.0013239i,-0.00014866-0.00078961i,-0.0012045+0.00019584i,-0.0011515+0.0002168i,-8.623e-05+0.00017582i,0.00066848-0.00027341i,0.0001418-0.0010559i,0.00011348-0.0012155i,0.0012226-0.0015832i,0.0012491-0.0017624i,0.0003374-0.00053696i,-0.00061546+0.00026954i,-0.00077446+0.00021951i,-0.0012295+3.9417e-05i,-0.00098759-0.00032023i,-0.00079884-9.4679e-05i,-0.00089366+9.83e-05i,1.7593e-05-0.00016643i
0.0039584+0.0037183i,0.0019528+0.0027626i,4.9776e-05+0.0011327i,4.8454e-05-0.0003358i,0.0013141-0.0022749i,0.0013041-0.0032271i,4.425e-05-0.0019309i,-9.3895e-05-0.00090121i,0.0003144+0.00018362i,0.00049111+0.00065639i,0.00043031+0.00025851i,0.00059615-0.00018758i,0.00087752-0.00082864i,0.00072937-0.00088024i,0.00017198-0.00055016i,-0.00034265-0.00062322i,-0.00029616-0.00084498i,-0.00038071-0.00043782i,-0.00085608-0.00029731i,-0.00063958-0.00054929i,-0.00036125-0.00057941i,-0.00036411-0.00018507i,-0.0006038+9.7426e-06i
-0.00020006+0.0025895i,0.0004886+0.002175i,0.0016033+0.0011602i,0.0021859-0.00046851i,0.0011868-0.0013816i,-0.00027339-0.00097931i,-0.00046508-5.104e-06i,-0.00079442-0.00011854i,-0.0010812-9.0376e-05i,-0.00054811+0.00042389i,0.00015728+0.00039578i,0.00075809+0.00043456i,0.00083178+7.1207e-05i,0.0003679+0.0002769i,-0.00013514+0.0011421i,0.00011558+0.00090089i,0.00043234+0.00058466i,0.00032076+0.00075425i,-0.00023415+0.00054077i,-0.00068781-0.00023882i,-0.00024929-0.00071542i,0.00014022-0.0001638i,0.00033587+7.8777e-05i
0.002652+0.0025709i,0.0019569+0.0031494i,0.0021684+0.0016957i,0.0016323-0.00062572i,0.00094525-0.001693i,4.6982e-05-0.0019936i,-0.00023412-0.0012232i,-0.00023767+7.662e-05i,-8.2953e-05-0.00012896i,3.155e-05-0.00028674i,-0.0001401-0.00010712i,-0.0004994-0.0003313i,-0.00062129-5.01e-05i,-0.00074267+0.00016775i,-0.00067125+0.00076613i,-0.00081466+0.001201i,-0.00031642+0.00058003i,0.000343-0.00028958i,-0.00010099-0.00061594i,0.00042847-0.00034366i,0.00074074+4.9199e-05i,0.00040705+0.00038851i,0.00065396+0.00032173i
0.0055946+0.0042007i,0.0053935+0.0031253i,0.0046745-6.2027e-05i,0.0027621-0.002725i,0.00095621-0.0038008i,-0.00087253-0.0041824i,-0.0019559-0.0025094i,-0.0017899-6.087e-05i,-0.00036053+0.0010887i,9.5127e-05+0.00022759i,-0.00045277-0.00094101i,-0.00037254-0.001023i,0.0001417-0.00022289i,-0.0002531+0.00064488i,-0.0013265+0.00034782i,-0.00054018-0.00053845i,0.00070101-0.0003144i,0.00056669+0.00052195i,0.0004336+0.0007199i,0.0004036-6.6549e-05i,0.00026035-0.0004368i,0.00021162-0.00018941i,-2.9568e-05-0.00030932i
-0.0047269-0.0067584i,-0.0090102-0.0051308i,-0.01144+0.00048854i,-0.0069175+0.0042123i,-0.001608+0.0052877i,0.0028144+0.0030711i,0.0023241-0.00063926i,2.6373e-05-0.0016647i,-0.0012701-0.00063057i,-0.0014492+0.0014918i,0.00026114+0.0026939i,0.0023434+0.0012102i,0.0043013-0.00023866i,0.0057024-0.00031607i,0.0052487+0.00014796i,0.0032443+0.00065138i,0.0013655+0.00051606i,0.00051322-0.00097549i,0.00060699-0.0022892i,0.00029614-0.0023393i,-0.00023372-0.0010822i,-0.00072716-1.6663e-05i,-0.00057729-1.6088e-05i
0.0015464+0.00017183i,-0.00088739+1.5763e-05i,-0.0021452+0.00062645i,-0.00086426+0.00074845i,0.00096254-0.00042891i,0.0016865-0.0017834i,0.00082492-0.001905i,0.00045754-0.0013228i,0.00023592-0.00047445i,1.6398e-05-0.00030254i,0.00056397-0.00071482i,0.0010073-0.00085698i,0.0011835-0.00074126i,0.00096533-0.00046149i,0.00093012+0.00031547i,0.00084993+0.0010158i,0.0005002+0.0005769i,0.0003338+1.2044e-05i,0.00058925-0.00037645i,0.00070008-0.00072804i,-0.00027893-9.602e-05i,0.00021497+0.00070483i,0.001383+0.0014323i
0.0018689+0.0001947i,0.00062396-0.001009i,-0.0011932-0.00050193i,-0.00089341-6.722e-06i,0.00045762+0.00089833i,0.00083266+0.0014695i,9.4803e-05+0.00057286i,-0.0001369-3.5243e-05i,-0.00021113-0.00022386i,-0.00023738-3.9578e-05i,0.00016748+7.8858e-05i,0.00060312-0.00018596i,0.00050449-0.00028519i,0.00045688-0.00026558i,0.00044787-4.2076e-06i,6.2038e-05+0.00011664i,-0.00048371+0.00028903i,-0.00058024-0.00019074i,-0.00061008-0.00058676i,-0.00046327-0.00030378i,0.00011951-0.00053917i,0.00082258-0.00062521i,0.00063957+1.7823e-05i
0.0024609+0.00079087i,0.00033415+0.0016199i,-0.0020468+0.0017839i,-0.0014551+0.0014375i,0.00082494+3.8173e-05i,0.0010338-0.0017045i,5.3939e-05-0.0019276i,-0.00040369-0.00061033i,-0.00042552+0.0008047i,-0.00015693+0.0014144i,0.00031287+0.0010233i,0.00065859+9.5075e-06i,0.001034-0.00018531i,0.0011988+4.7455e-06i,0.00065068+6.8649e-05i,-0.0001533-0.00022996i,-0.0003788-0.00062778i,8.76e-05-0.00052109i,0.00083855-0.00049399i,0.00063889-0.00016759i,0.00060874+8.2006e-05i,0.0015976+0.00030209i,0.001021+0.00022164i
0.00080086+0.00026509i,-0.00072177+0.00048615i,-0.0027773-0.00080176i,-0.0018481-0.00034875i,-0.00036867+0.00069384i,0.00040267-6.0317e-05i,0.00050499-0.00022548i,-2.5586e-05+0.00031404i,-0.00093688-0.00044562i,-0.00072557-0.0010399i,-0.00030819-0.00085553i,0.00014116-0.0008314i,0.0013359-0.00083835i,0.0022221-0.0008264i,0.0028094-0.00014367i,0.002158-0.00017824i,0.0011152-0.00027495i,0.00042875+8.122e-05i,-1.4228e-05-0.00050388i,-0.00043398-0.00053397i,-6.4452e-05-0.00046169i,0.00033103-0.00068289i,-5.2693e-05+0.00043036i
-0.0008027-0.002361i,-0.0024082-0.0022159i,-0.0030801-0.0014782i,-0.0028142-0.0001348i,-0.0014655+0.00048578i,-0.00031564+0.00015188i,-4.5786e-05-0.00047022i,0.00030258-3.358e-05i,0.00043686+0.00064974i,-0.00059663+0.00021071i,-0.0010765-0.00046612i,-1.4719e-06-0.00034582i,0.0010337+0.00019618i,0.0013813-4.3971e-05i,0.0016783+0.00015172i,0.0016024+0.00074702i,0.00082748+0.00030833i,0.00015628-0.00065504i,0.00022585-0.001175i,0.001002-0.00090802i,0.00089762-0.00042084i,-0.00029803-0.00037473i,-0.00077246+8.6745e-05i
-0.00040343-0.00088924i,0.00025409+0.00097027i,0.00079508+0.0022804i,0.00073919+0.0014501i,0.00097111+0.00035141i,0.00087027-0.00012678i,-0.00011669-4.6967e-05i,-0.0010816-8.7325e-05i,-0.0014276-0.00039469i,-0.00044163-0.00016584i,0.0007+0.00010076i,0.0015308+0.00010713i,0.0019741-0.00022553i,0.0016263-0.00089629i,0.0012372-0.00065655i,0.00095446+0.00041518i,0.00044981+0.00071995i,9.3098e-05+0.00031872i,-0.00021843-0.00027135i,-0.00062815-0.00065559i,-0.0004073-0.00084917i,-0.00014911-0.00066919i,0.00060465+0.00033582i
0.0021299+0.00312i,0.00057194+0.0038379i,-0.00086131+0.0035663i,-0.00044005+0.0026616i,0.00093995+0.00060892i,0.0011099-0.0012533i,0.00026953-0.0013908i,-0.00040016-5.7843e-05i,-0.0009513+0.00086667i,-0.00040575+0.00051591i,0.00029798+0.00061261i,0.0010771+0.00060204i,0.0015486+0.0004254i,0.001349+7.9971e-05i,0.00070295-0.00030294i,0.00039252-0.00070764i,-0.0003412-0.00032751i,-0.00090997+0.00010773i,-0.00048576-2.6266e-05i,-0.00047017-0.0004464i,-0.00028371-0.00010221i,-0.00041749+0.00027431i,-0.00049328-0.00074097i
-0.00045384+0.0021368i,-0.0016082+0.0029672i,-0.0017623+0.0020394i,-2.8215e-05-0.00024211i,0.0015924-0.0012537i,0.00099131-0.00067993i,0.00059762+7.5914e-05i,0.00038215+0.00053442i,-0.00049061+0.0002529i,-0.00016719+0.00053171i,0.00039511+0.0008197i,0.00049062-1.4627e-05i,-0.00042183-0.00072037i,-0.00063322-0.00039362i,0.00064126-0.00027557i,0.0013592-0.00035424i,0.00036688-0.00027831i,-0.00038468-0.00013006i,0.00069827+0.00023175i,0.00097769+0.00024992i,0.00032715-3.2017e-05i,0.00062912-2.9504e-05i,0.00013894+0.00025225i
0.0016329-0.00025331i,-0.00039372-0.0011454i,-0.0005204-0.00042844i,0.00074219-0.00052513i,0.0021874-0.0012807i,0.0029094-0.0017437i,0.0014071-0.0016897i,-0.00032817-0.0013385i,-1.0265e-05-2.134e-05i,9.3652e-05+0.0010018i,-0.0002534+0.0002004i,-9.622e-05+0.00026628i,0.00044812+0.00017513i,0.00081744-0.00065473i,0.00086004+8.3318e-05i,0.0011167+0.00024154i,0.0014506-0.00036942i,0.0014919-0.00030338i,0.00061136-0.00012428i,-0.00059484-0.00035702i,-0.00056768-0.00044403i,-0.00030653+0.00014406i,-0.000552+0.00019578i
0.0022772+0.00011655i,0.0019073+0.00054396i,9.029e-05+0.0012838i,-0.00078141+0.0016217i,0.00018826+0.0015146i,0.00039983-1.9005e-05i,-0.00030199-0.00038505i,-0.0006774+2.4455e-05i,-0.0008656-0.00048133i,-0.0004754-0.00039057i,0.00061586+0.00020487i,0.0006834+3.4995e-05i,0.00058718-0.00076968i,0.0013576-0.0004838i,0.0016671+0.00068409i,0.0013269+0.0003107i,0.00041813-0.00037337i,-0.00011157-0.00053168i,-0.00072436-0.00060433i,-0.0012855-0.00041861i,-0.0012085-8.6702e-05i,-0.00041499+0.00019876i,0.00021925+0.0001974i
-0.00023989+0.0027666i,-0.00095312+0.0030771i,-0.0013995+0.0017758i,1.2603e-05+0.00068841i,0.0018824-2.7687e-05i,0.0027194-0.00078012i,0.0011392-0.00092531i,-0.00029453-0.00016477i,0.00010308+0.00036444i,0.00029242+0.00025091i,6.868e-05+0.00015705i,0.00080005+0.00053502i,0.00084665+0.00073733i,0.0001668+0.00044897i,-0.00012826+0.00017329i,1.6798e-05+0.00041182i,-0.00013129+0.0010501i,-0.00054642+0.00070262i,-0.00064812-0.00010319i,-0.00042354-0.000157i,-8.592e-05-2.9885e-05i,-7.9905e-05-0.00013529i,-0.00038923-8.0127e-05i
0.00032531-0.00083044i,-0.00058957-0.00094316i,-0.0012812-0.0012302i,-0.00051883-0.00072267i,5.1812e-05+0.00017271i,-0.00043518+0.00031729i,-0.0010824-0.00026315i,-0.00091592-0.00034882i,-0.00034507-8.4842e-05i,5.0088e-07-7.6859e-05i,0.00041386-0.00027781i,0.0011483-0.00094405i,0.0015206-0.00053663i,0.0015651+0.00084692i,0.0013482+0.00097322i,0.00087394+0.00059016i,0.00042473+0.00050318i,6.2186e-06+0.00038833i,-0.00052863-0.00010154i,-0.00014834-0.00028065i,0.00060596-0.00027995i,0.00063492+0.00036466i,0.00062544+0.00047488i
0.0026153+0.00046251i,0.00020136+0.0012698i,-9.3795e-05+0.0011795i,0.0010643+0.00015425i,0.00096029-0.00050985i,0.00085182-0.00070049i,0.001016-0.00077791i,0.00094752-0.00071728i,0.00070204-0.00034662i,-0.00018745-0.00012776i,-0.00069007+0.00013215i,0.00012574-0.00035586i,0.00069043-0.0008384i,-0.00030154-0.00051452i,-0.00099679+0.00063855i,-0.00081494+0.0015763i,-0.00050452+0.0013985i,-0.00027484+0.00090911i,0.00046723+0.00027996i,0.00056901-9.114e-05i,0.00076728+0.00041759i,0.00045612+0.0003164i,0.00021949-0.00096393i
0.0026639+0.0018157i,0.0019023+0.0023052i,0.00088412+0.0015334i,0.00075727+0.00031476i,0.00051489-0.00031366i,0.00012625-0.00087137i,-0.00040373-0.0010275i,-0.00056635-0.0001558i,-0.00046974+0.00024302i,-0.0006184+2.4547e-05i,-0.00020985+0.00029235i,0.00082626+0.00023729i,0.00085249-0.0001732i,0.00019175-0.00052369i,0.00010406-0.00040913i,0.00019328-0.00035051i,-0.00036909-0.00082865i,-0.00013793-0.00072337i,-5.8921e-05-0.00066661i,-0.00010296-0.00059646i,-0.00027147+0.00070003i,4.4278e-05+0.0012214i,0.0004431+0.00060135i
0.0021113+0.00082792i,0.00010949+0.00081116i,-0.0013721+0.00053511i,-0.00063463+0.0008524i,0.00032635+0.00055091i,0.0003434+0.0002132i,9.0114e-06+2.0072e-05i,0.000257+0.00041255i,0.00097845+0.00031738i,0.00033199-9.1505e-05i,-0.0004433-3.6209e-05i,-8.587e-06-0.00013757i,0.0011061-0.00037363i,0.0013696-0.00042797i,0.0006752-0.00027081i,0.00053484+0.00039592i,0.0005994+0.00071091i,0.00052872+0.00023538i,0.00053809+0.00014001i,-4.4973e-05+0.0005299i,-0.00044506+0.00021512i,-0.0003413+0.00017813i,-0.00030785+0.00072769i
0.0031363+0.0034288i,0.002481+0.0020228i,0.0027872+0.0013312i,0.0029595-0.00029263i,0.0020714-0.0010995i,-0.00016039-0.0012052i,-0.0016198-0.0010084i,-0.0012113+0.00023137i,0.00042277+0.00075817i,0.001565-0.00013118i,0.0011403-0.0011073i,0.00080188-0.0014424i,0.0010885-0.0012167i,0.00078902-0.0010493i,0.0005192-0.00068363i,0.00044064-0.0002084i,0.00029869-0.00011901i,-0.00079478-0.00056449i,-0.001421-0.00026574i,-0.00060266+0.00017723i,0.00041226+0.0005217i,0.00084853+0.00014699i,0.00010642-0.0004355i
0.0015666+0.0017258i,0.00058461+0.001779i,-0.0011234+0.002475i,-0.00020287+0.0020618i,0.0010936-0.00020575i,0.001127-0.000492i,0.00062885-0.00035503i,-0.00021703-0.0002285i,-0.00045824-4.0552e-05i,-0.00017934-0.00040161i,2.8212e-05-0.0003685i,9.8278e-05-0.0002693i,0.00060971+0.00010304i,0.0011238+0.0001951i,0.00080666+7.563e-05i,0.00048873-0.00028955i,0.00067695-0.00011142i,0.00048554-9.1343e-05i,0.00017334+0.00024187i,0.000659+0.00017785i,0.0012416-0.00060607i,0.00040442+1.6531e-05i,-4.3394e-05+0.00042658i
0.00098587-0.001498i,-0.0013842-0.00016389i,-0.002667-0.00031168i,-0.0010202-1.5763e-05i,0.00087722+0.00052879i,0.0013591+0.00064659i,0.00040949+0.00077668i,-0.00044904+0.00036542i,0.00014158+0.00028887i,0.00058355+0.00061593i,-9.0882e-05+0.00010682i,5.3145e-05-0.00019724i,0.00053534+4.0319e-06i,0.00070452-0.00017998i,0.0014192+0.00024371i,0.0016425+0.00034411i,0.00098226+3.2934e-05i,0.0005504-0.00061207i,0.00049547-0.0012541i,0.0004977-0.0015708i,5.3901e-06-0.00074146i,-0.00018834+0.00011882i,0.00029461-0.0003747i
0.0022653+0.00043882i,0.0015991-0.00055179i,0.0012216-0.00069843i,0.00050023-0.00076796i,0.00066876-0.0008392i,0.00065528-0.000149i,0.00025727+0.00025239i,-0.00083004+0.00040457i,-0.0013453+0.00032144i,-0.00065457+9.7036e-06i,4.6057e-05+0.00037416i,0.00017434+0.00023859i,0.00079856-9.0952e-05i,0.00038806+0.00014459i,-0.00017841+0.00023683i,0.00030514+0.00060045i,0.00012277+0.00053293i,-0.00048369+0.00039143i,-0.00059091+0.00026612i,-0.00040816+0.00053013i,-0.00072967+0.00056667i,-0.0015479-4.4637e-05i,-0.0012342+0.00021098i
0.0002908+0.0017155i,-0.0003674+0.0028016i,-0.0012539+0.0034036i,-0.00042185+0.0024972i,0.0014041+0.0011128i,0.0012891-0.00071666i,-7.1344e-05-0.0016374i,-0.0010069-0.00047377i,-0.00066295+0.00068258i,-0.00059132+0.0012965i,-0.00043298+0.00079031i,-0.00013314-0.00050972i,-0.00018617-0.00064815i,-8.6169e-05-0.00033486i,0.0011261-0.00036589i,0.0017749+2.3797e-05i,0.00084115-0.00025221i,0.00020799-0.0009081i,0.00012037-0.00066553i,-0.00025971-7.7297e-06i,-0.00031661+0.00047545i,0.00017763+0.00043564i,0.00019391-3.0443e-05i
8.0324e-05+0.0011513i,-0.0021783+0.0010214i,-0.0019026+0.0010685i,0.00032661+0.0014401i,0.0012759+0.0010455i,0.00061064+0.00029376i,-0.00052652-0.00049713i,-0.0010141-0.00060514i,-0.0011973-9.422e-05i,-0.00089575+0.00022898i,0.0002196+0.0001311i,0.00076006-0.00054236i,0.0005164-0.00056677i,0.00074832-0.00031489i,0.0013093-4.1165e-05i,0.0013239+0.00067306i,0.00076467+0.00093084i,-0.00018219+0.00052057i,-0.00084271-0.00021258i,-0.00039111-0.00073414i,0.0003432-0.00021264i,0.00029721+0.00035401i,0.0002302+0.00068364i
0.0043736-0.0024478i,-1.2669e-05-0.0027527i,-0.0026314-0.0023374i,-0.001633-0.00059091i,-0.00025732+0.00057304i,5.9708e-05+0.00050537i,0.00024794+0.00021004i,0.00052521+0.00048043i,0.0006169+0.00066415i,0.00046879+0.00056283i,0.00047453+0.0008016i,0.0011263+0.0004467i,0.0015954-0.00055683i,0.00189+0.00012176i,0.0015833+0.0015438i,0.00071871+0.001856i,0.0002926+0.0006441i,9.7856e-05-6.6711e-05i,0.00042756-0.00029793i,0.0004481-0.00089007i,-3.9509e-05-0.00079938i,-0.00082228-0.00029885i,-0.00022635+6.8723e-06i
-8.1412e-06+0.0017875i,-0.0002755+0.0015737i,-0.0016648+0.0020634i,-0.0012573+0.0013863i,0.00035997+0.00023368i,0.00091099-0.00097635i,0.00055639-0.0016774i,-0.00081227-0.0011975i,-0.0015701-0.00082265i,-0.00095271-0.00051946i,2.7254e-06-1.221e-05i,0.00099304-0.00074939i,0.0014612-0.00064014i,0.0014722+0.0004088i,0.00067575+0.00085666i,6.8414e-06+0.0007451i,-9.4222e-05+0.00019754i,9.9089e-05-0.00018702i,0.00043892-0.00022897i,0.000182-0.00085563i,-0.00019479-0.00073337i,0.00053539+0.0001347i,0.00091207-7.4092e-05i
-0.00048403+0.0012157i,-0.0028387+0.0016137i,-0.0032465+0.0019784i,-0.00099815+0.0015252i,0.00093943+0.00040358i,0.0015629+0.00014969i,0.00053447-7.1836e-06i,-0.00051765-5.0249e-05i,-0.00036624+0.00030443i,0.0005466+0.00015314i,0.00063702-9.2768e-05i,0.00082306-0.00038717i,0.001539-0.00094164i,0.0019624-0.0011075i,0.0015469-0.00094294i,0.00098969-0.00069233i,0.00069054-0.000559i,0.00069251-0.00078997i,0.00088928-0.00097048i,0.0004638-0.0010466i,-0.00042619-0.00037257i,-0.00082498+0.00054916i,-0.0003802+0.00029976i
0.00079901+0.0015722i,-0.00088041+0.0015224i,-0.0013075+0.0017578i,-0.0007203+0.00081018i,0.0011393-0.0011138i,0.001871-0.0017028i,0.0011174-0.00083091i,-6.3271e-05-0.0002394i,-0.00035147-0.00014391i,0.00048016-0.00044674i,0.00079702-0.0010632i,0.0010467-0.0013153i,0.00088912-0.00036437i,0.00019986+0.00063813i,-0.00016818+0.00052987i,-0.00078749+2.0499e-05i,-0.00085839-6.1871e-05i,-0.00027425-0.00022863i,0.00023703-6.3374e-05i,0.00069326+0.0005275i,0.0004823+0.00052675i,1.2874e-05+0.00028155i,-7.3781e-05+0.00012862i
0.0021061+0.00024781i,0.0021582-0.00058107i,0.00051958-0.0013069i,-0.00011362-0.00021428i,0.0013136+0.00051172i,0.0020559+0.00056306i,0.0010567+0.00024062i,0.00028074-0.00016817i,0.00056972+0.0002624i,8.8307e-06+0.00053003i,-0.00094824+0.00018838i,-0.00014984-0.00051079i,0.00077112-0.00065733i,0.00045706-0.0002076i,0.00024212+0.00013122i,0.00052805+0.00079357i,8.8121e-05+0.0015386i,-0.00019322+0.001454i,-3.6851e-05+0.001051i,-0.00035673+0.00068611i,-0.00016241-1.3614e-05i,0.00078268-0.00036256i,0.001227-0.00035221i
0.0032909+0.00059548i,0.0010727+0.0010622i,-0.00061926+0.00076408i,0.00083085+0.00065381i,0.0018549+0.00042884i,0.00094172-4.1632e-05i,1.2356e-05-0.0003087i,-0.000284-0.0001227i,-0.00056888-4.2149e-05i,-0.00050686-0.00027734i,0.00045102-0.00068927i,0.00091901-0.0010385i,-0.00012298-0.00088108i,-0.00011632-5.5116e-05i,0.00062665+0.00024642i,0.0003604+9.6524e-05i,-0.00020167+6.3058e-06i,0.00035676+0.00062917i,1.353e-05+0.00091537i,-0.001132-7.9154e-06i,-0.0008047+4.5557e-05i,0.00015172+0.0012093i,0.00038114+0.00047533i
-0.00060042+0.0018608i,-0.0018639+0.001828i,-0.0022675+0.0015607i,-0.00096756+0.0025185i,0.00086775+0.0021374i,0.0021441+0.0005195i,0.0019241+8.5188e-05i,0.0009228-0.00016655i,-4.857e-05-0.00015841i,0.00021377+0.00057256i,0.0003301+0.0013897i,0.00030098+0.00066754i,0.0010509-0.0014576i,0.0013614-0.0022302i,0.0014157-0.0011488i,0.00076613-0.0003512i,0.00021728-2.2411e-05i,0.00038131+0.00044471i,-0.00045075+0.00095101i,-0.00079723+0.00031455i,-9.2841e-05-0.00019556i,0.00029695+0.00043344i,0.00010182+0.00053917i
