0.00016128+0.0031118i,0.0014531+0.003778i,0.00074263+0.0013923i,-0.00031272-0.00037474i,-0.001198+0.00018679i,-0.0017999+0.0023243i,-0.00096255+0.003444i,0.00011904+0.0027944i,0.001524+0.001412i,0.0014349+9.0396e-05i,-0.00015074+0.00020687i,-0.00021517+0.00025873i,0.00032516+7.9811e-05i,0.00059222+0.00011728i,0.00076977-0.00025939i,0.00042355-0.0005156i,-2.1728e-05-0.00022332i,-0.00030496-0.00018755i,9.3308e-05-0.00035154i,7.9479e-05+1.3497e-05i,-0.00030729+0.00064004i,-3.3576e-05+0.00037527i,0.00033681-0.00037999i
0.05087+0.081487i,0.1638+0.12806i,0.26697+0.093083i,0.20477-0.021581i,0.031536-0.094431i,-0.042762-0.086518i,-0.013957-0.072267i,-0.0003205-0.055269i,-0.0043589-0.025013i,0.0035535-0.011747i,0.015109-0.015874i,0.021892-0.019728i,0.022161-0.01704i,0.019407-0.0096118i,0.016125-0.0052622i,0.0047321-0.0033425i,-0.013893+0.0040696i,-0.023376+0.017746i,-0.017179+0.033189i,-0.0043196+0.035036i,0.0083235+0.017717i,0.015613+0.0024377i,0.01649+0.0011544i
-0.016947-0.24436i,-0.028723-0.42247i,-0.039032-0.41073i,-0.053403-0.197i,-0.068818-0.0039747i,-0.091384+0.062241i,-0.10837+0.046091i,-0.098764+0.012611i,-0.064258-0.00058302i,-0.022303-0.010397i,-0.0042665-0.016825i,-0.0028372-0.0038792i,0.002254+0.0091798i,0.011803+0.015656i,0.031686+0.020648i,0.05658+0.018435i,0.066409+0.011292i,0.054123+3.1143e-05i,0.030688-0.018676i,0.013097-0.029794i,0.006215-0.021087i,0.00533-0.009263i,0.0045852-0.0058963i
-0.098774-0.013239i,-0.20504+0.064025i,-0.22671+0.18757i,-0.076824+0.20126i,0.083261+0.064184i,0.094951-0.051515i,0.043281-0.050302i,0.017844-0.020381i,0.0075117-0.010992i,-3.6139e-05+0.00026675i,-0.0036621+0.016623i,-0.0050318+0.028519i,-0.0057991+0.025866i,-0.010294+0.018862i,-0.016228+0.016404i,-0.018617+0.0085863i,-0.017687-0.0058491i,-0.012683-0.0061168i,-0.0025501+0.019259i,0.006918+0.042902i,0.005418+0.041956i,-0.0045222+0.030192i,-0.0075792+0.023708i
0.041885+0.24305i,0.079754+0.4508i,0.088242+0.4985i,0.036822+0.30997i,-0.068782+0.080342i,-0.1314-0.029656i,-0.085279-0.052727i,-0.013426-0.06554i,0.0021383-0.065613i,-0.0096856-0.031544i,-0.0046612-0.00023454i,0.0021375+0.002025i,-0.0045507-0.0050991i,-0.013398-0.0025493i,-0.01567+0.012791i,-0.0070078+0.030205i,0.0030275+0.027711i,-0.0039789+0.0042622i,-0.033476-0.015042i,-0.053935-0.014886i,-0.039405-0.0080995i,-0.016499-0.00789i,-0.012796-0.0059192i
0.043327-0.045532i,0.05826-0.18012i,-0.0079302-0.30245i,-0.11096-0.20914i,-0.10499+0.032312i,-0.0024167+0.15552i,0.047941+0.12582i,0.038873+0.074601i,0.026138+0.038713i,0.010766+0.010639i,-0.0018645-0.010148i,-0.0062709-0.029096i,-0.0033188-0.034227i,0.0012631-0.030916i,-0.0035567-0.030779i,-0.012318-0.022555i,-0.0082148+0.0013435i,0.01422+0.018053i,0.04142+0.0027881i,0.049739-0.025235i,0.031663-0.034701i,0.011858-0.028351i,0.0048438-0.02556i
-0.12418-0.24073i,-0.26313-0.43464i,-0.33971-0.47173i,-0.24812-0.31981i,-0.032589-0.19239i,0.12412-0.15435i,0.13404-0.091842i,0.098927+0.00050668i,0.0802+0.039451i,0.050439+0.016327i,0.01117-0.0067087i,-0.006749-0.0039502i,-0.0020702+0.0071541i,0.0032976+0.013838i,-0.0017126+0.0078862i,-0.012264-0.0037355i,-0.015944-0.0061184i,-0.0099894+0.0054306i,-0.0027638+0.023328i,-0.00077913+0.030596i,0.0010772+0.02162i,0.0039937+0.0093392i,0.0032297+0.0039302i
-0.00087176+0.044379i,0.086532+0.15387i,0.21355+0.20191i,0.20818+0.064929i,0.034725-0.086847i,-0.1182-0.087311i,-0.13178-0.046739i,-0.098219-0.036552i,-0.063558-0.019439i,-0.021345-0.0068182i,-0.00086593-0.00055489i,0.010865+0.015575i,0.022558+0.024024i,0.025073+0.018013i,0.036666+0.014069i,0.058373+0.014043i,0.065752+0.012596i,0.053332+0.00028312i,0.031512-0.021894i,0.011669-0.032433i,0.0028624-0.022687i,0.0036024-0.0075117i,0.0065574-0.0020811i
0.13462+0.20967i,0.30978+0.3499i,0.43589+0.34248i,0.37984+0.20844i,0.1959+0.16472i,0.075081+0.19439i,0.031154+0.1311i,-0.028216+0.037835i,-0.070204+0.01365i,-0.052518+0.01878i,-0.015102+0.0088502i,0.0034526-0.0048752i,-0.0035168-0.010261i,-0.017344-0.013398i,-0.021927-0.016997i,-0.02306-0.023863i,-0.034585-0.034343i,-0.047042-0.022454i,-0.030506+0.015363i,0.0058632+0.039197i,0.021469+0.03687i,0.013774+0.029456i,0.0074397+0.02418i
-0.07602-0.0057089i,-0.23872-0.027678i,-0.36713-0.027167i,-0.26674+0.027689i,-0.036729+0.038871i,0.067496-0.025697i,0.053051-0.048586i,0.044167-0.039416i,0.039136-0.044339i,0.023785-0.037372i,0.019168-0.024377i,0.0056743-0.019976i,-0.016122-0.010431i,-0.015707+0.0011588i,-0.0082686+0.014301i,-0.0096115+0.037939i,-0.0083076+0.049489i,-0.013451+0.034373i,-0.039153+0.01975i,-0.059179+0.022404i,-0.045679+0.024604i,-0.021094+0.013964i,-0.012914+0.0053116i
-0.1612-0.16629i,-0.32503-0.2329i,-0.38462-0.13263i,-0.28315+0.025672i,-0.1837+0.035766i,-0.1674-0.00084901i,-0.12084+0.047307i,-0.01675+0.066062i,0.036418+0.01899i,0.032934-0.0039557i,0.028535+0.0011188i,0.028516+0.0015045i,0.033265-0.003823i,0.045092-0.0041179i,0.046901-0.0019876i,0.033623+0.0035476i,0.03081+0.013965i,0.042688+0.0073269i,0.047959-0.023119i,0.033285-0.050524i,0.0039573-0.052402i,-0.015214-0.034539i,-0.013701-0.016922i
0.040892-0.090447i,0.17497-0.17639i,0.27153-0.2331i,0.15511-0.18123i,-0.013419-0.021875i,-0.010621+0.10884i,0.057978+0.11406i,0.065167+0.087809i,0.054877+0.079818i,0.048219+0.054415i,0.030212+0.034312i,0.01666+0.027716i,0.0072977+0.018821i,-0.0093636+0.019394i,-0.024027+0.017321i,-0.030747-0.012449i,-0.025504-0.045202i,-0.008668-0.052365i,-0.002449-0.035466i,-0.010254-0.0079592i,-0.017106+0.0082348i,-0.018289+0.012654i,-0.014027+0.016339i
0.13205+0.1375i,0.26346+0.20944i,0.28275+0.161i,0.17261+0.047841i,0.076236-0.0095125i,0.03037-0.049476i,-0.035693-0.11615i,-0.095477-0.11221i,-0.084105-0.035398i,-0.044107+0.027144i,-0.029657+0.057302i,-0.024632+0.061107i,-0.021095+0.048384i,-0.021357+0.046253i,-0.0089479+0.053189i,0.014686+0.053264i,0.027928+0.049989i,0.026541+0.041536i,0.016636+0.012391i,0.0011886-0.021284i,-0.0058314-0.030278i,-0.0030174-0.024388i,-0.0061472-0.019321i
-0.037866+0.16655i,-0.13941+0.36903i,-0.2028+0.46547i,-0.14764+0.30526i,-0.078015+0.048763i,-0.087123-0.079304i,-0.10835-0.061657i,-0.10936-0.033993i,-0.11729-0.030411i,-0.11929-0.015714i,-0.10184-0.0014234i,-0.067902+0.0004061i,-0.036009-0.0065742i,-0.02685-0.021594i,-0.023453-0.039447i,-0.010114-0.052988i,-0.0030572-0.049562i,0.0030135-0.019245i,0.034688+0.014899i,0.074781+0.014996i,0.079659-0.0099081i,0.047169-0.022413i,0.012462-0.012522i
-0.12459-0.15733i,-0.24307-0.27965i,-0.26393-0.29515i,-0.1725-0.21693i,-0.12287-0.15439i,-0.11101-0.090552i,-0.022113-0.024365i,0.076556-0.016066i,0.073354-0.043998i,0.017495-0.051581i,-0.017078-0.053119i,-0.027886-0.053618i,-0.021778-0.051345i,-0.014537-0.061364i,-0.015729-0.061133i,-0.010113-0.031427i,0.00052917-0.0013113i,-0.0070248+0.0061017i,-0.036468+0.0088872i,-0.059993+0.024203i,-0.054492+0.035801i,-0.031858+0.024365i,-0.017678+0.0060103i
-0.086223-0.15814i,-0.13888-0.32125i,-0.16018-0.3898i,-0.11993-0.24416i,-0.0019738-0.040584i,0.10374+0.039692i,0.11332+0.031298i,0.09473+0.0055134i,0.093426-0.027585i,0.075279-0.065687i,0.042578-0.081228i,0.025142-0.061989i,0.0367-0.030219i,0.062769-0.0089028i,0.069409+0.01077i,0.052567+0.033412i,0.032592+0.036527i,0.015935+0.015358i,0.0061826-0.012472i,0.0029668-0.032434i,-0.005617-0.034002i,-0.01199-0.023609i,-0.0041496-0.024989i
0.080536+0.15368i,0.23354+0.2201i,0.35182+0.17151i,0.34142+0.04652i,0.27499-0.010195i,0.2081+0.014989i,0.10561+0.058906i,0.022138+0.1038i,0.029463+0.095188i,0.065657+0.021781i,0.068122-0.031976i,0.047602-0.031419i,0.020494+0.00097003i,0.011599+0.038001i,0.023368+0.044592i,0.028138+0.020637i,0.028708-0.0048425i,0.03613-0.016575i,0.040976-0.010938i,0.040097+0.0039215i,0.035764+0.008395i,0.026115+0.0066797i,0.015818+0.010214i
0.036962+0.16634i,0.14158+0.34021i,0.2575+0.40075i,0.24931+0.2686i,0.096241+0.086041i,-0.034431-0.02388i,-0.066432-0.059475i,-0.05479-0.028914i,-0.033279+0.02978i,-0.0093376+0.069563i,0.0077933+0.07375i,0.0019974+0.055566i,-0.018512+0.052887i,-0.019322+0.072484i,0.0024118+0.084967i,0.020258+0.082914i,0.027604+0.077444i,0.030066+0.054653i,0.018765+0.01286i,-0.007033-0.020897i,-0.020975-0.034324i,-0.014518-0.035842i,-0.0054759-0.024749i
-0.20565-0.23769i,-0.40764-0.3139i,-0.5064-0.22407i,-0.40491-0.018022i,-0.23933+0.14861i,-0.15237+0.19728i,-0.12001+0.11727i,-0.11289-0.00126i,-0.10793-0.024883i,-0.065357+0.017468i,-0.011916+0.03175i,0.012767+0.013301i,0.0021652-0.0090979i,-0.032162-0.015744i,-0.060018-0.01303i,-0.061393-0.023465i,-0.042869-0.030497i,-0.014316-0.0088358i,0.025903+0.021845i,0.06871+0.025261i,0.07961+0.00085131i,0.051311-0.01529i,0.023992-0.010207i
0.021879-0.2301i,-0.052096-0.27483i,-0.093454-0.11862i,-0.037406+0.077589i,0.039169+0.081564i,0.060193-0.033196i,0.043335-0.085714i,0.017402-0.057882i,0.0026528-0.011551i,0.00621+0.011916i,0.01292+0.016341i,0.014516-0.0056577i,-0.0073548-0.060978i,-0.047641-0.095761i,-0.070515-0.079798i,-0.068506-0.041337i,-0.060713-0.0086714i,-0.056794+0.012856i,-0.056427+0.031988i,-0.055048+0.053519i,-0.040878+0.068819i,-0.020142+0.065552i,-0.010954+0.049739i
0.19203+0.16382i,0.2992+0.16352i,0.22943+0.043912i,0.0045159-0.058367i,-0.11919-0.028939i,-0.051715+0.044023i,0.048362+0.05736i,0.087299+0.037179i,0.078156-0.0008817i,0.038166-0.041394i,0.0075288-0.046967i,0.015282-0.031595i,0.035961-0.022522i,0.038472-0.014389i,0.025489+0.00087447i,0.010247+0.014732i,-0.0045372+0.019168i,-0.017305+0.0094984i,-0.027737-0.010156i,-0.032988-0.021945i,-0.025012-0.019915i,-0.0060195-0.016287i,0.0026385-0.015898i
0.050085+0.28238i,0.13654+0.34391i,0.13471+0.18892i,0.0015141-0.020039i,-0.15429-0.049304i,-0.19781+0.040716i,-0.10965+0.082012i,-0.025015+0.03765i,-0.024005-0.0051519i,-0.032971+0.0036171i,-0.018714+0.020118i,-0.0010151+0.033566i,0.029177+0.038327i,0.048177+0.011263i,0.04769-0.030224i,0.047861-0.06057i,0.048289-0.063737i,0.048822-0.041576i,0.050281-0.018333i,0.046079-0.0083659i,0.031567-0.0086977i,0.0098002-0.0067742i,-0.0041797+0.00021737i
-0.29067+0.03839i,-0.48011+0.13254i,-0.47818+0.17768i,-0.27888+0.077759i,-0.084968-0.085264i,0.02347-0.15203i,0.053849-0.11249i,0.014225-0.055767i,-0.029607-0.0024657i,-0.039553+0.037593i,-0.044437+0.055357i,-0.038836+0.062254i,0.0043468+0.05467i,0.058076+0.031432i,0.083661+0.0082383i,0.089592-0.0045626i,0.08516-0.01912i,0.057269-0.037966i,0.011857-0.039303i,-0.029522-0.019374i,-0.050198-0.00083799i,-0.051284+0.0044592i,-0.040903+0.0068601i
-0.066018-0.42527i,-0.0476-0.63832i,0.10426-0.63368i,0.24755-0.45339i,0.16963-0.27i,-0.066085-0.11497i,-0.19164-0.004466i,-0.13794+0.018491i,-0.061068-0.012586i,-0.030381-0.020311i,-0.0041665-0.0053541i,0.016781+0.0042081i,0.010486+0.016858i,-0.012407+0.022545i,-0.029754+0.009925i,-0.028862-0.010579i,-0.013013-0.029427i,-2.4208e-05-0.033091i,0.0026779-0.018834i,0.0093525-0.011386i,0.021488-0.016712i,0.028121-0.021061i,0.019466-0.022907i
0.1983+0.1448i,0.28319+0.22572i,0.27866+0.27312i,0.25251+0.26818i,0.29928+0.14939i,0.32609-0.042802i,0.24392-0.1173i,0.17163-0.067924i,0.13452-0.058067i,0.059996-0.084126i,-0.0084147-0.080427i,-0.041923-0.067738i,-0.05314-0.047156i,-0.026009-0.014979i,0.023566+0.018148i,0.052901+0.055214i,0.051291+0.079241i,0.035736+0.077894i,0.019429+0.059291i,0.0068803+0.037305i,-0.0019551+0.018824i,-0.011546+0.0062073i,-0.013824+0.0071145i
-0.20061+0.39621i,-0.25536+0.58352i,-0.2093+0.55514i,-0.15282+0.38796i,-0.11867+0.30336i,-0.040052+0.26871i,0.02455+0.15458i,0.014936+0.051942i,0.026772+0.020259i,0.052912-0.025277i,0.025325-0.061979i,-0.0047041-0.040036i,-0.004085+0.010062i,0.011216+0.057938i,0.03384+0.081512i,0.055443+0.083493i,0.075423+0.077995i,0.08595+0.040375i,0.05587-0.025708i,-0.0044209-0.064513i,-0.038137-0.053651i,-0.029455-0.026953i,-0.013421-0.013655i
-0.31138-0.0079375i,-0.35307+0.029706i,-0.27263+0.10766i,-0.25119+0.12871i,-0.3323+0.07267i,-0.33015+0.038074i,-0.20767+0.031851i,-0.11206+0.030804i,-0.070101+0.037091i,-0.024065+0.045125i,0.015829+0.05021i,0.030183+0.05146i,0.027202+0.039039i,0.014898+0.013813i,-0.0014481-0.009154i,-0.019917-0.020306i,-0.026569-0.010685i,-0.0049376+0.010752i,0.03282+0.0047536i,0.0514-0.024622i,0.036152-0.030099i,0.015145-0.01351i,0.0017324-0.010578i
-0.47504-0.77054i,-0.82165-1.013i,-0.87644-0.88654i,-0.56364-0.56584i,-0.15272-0.26784i,0.11141-0.054255i,0.19151+0.031914i,0.1528+0.040419i,0.096209+0.058802i,0.059064+0.04841i,0.021836+0.008165i,0.0028092-0.015786i,0.0044785-0.018785i,-0.00302+0.012385i,-0.010316+0.072783i,-0.0015771+0.10774i,0.005375+0.090171i,-0.0068682+0.063521i,-0.010319+0.064226i,0.015816+0.062157i,0.031912+0.025385i,0.011478-0.010218i,-0.0085041-0.005886i
0.70037-0.71891i,0.93434-0.92075i,0.84305-0.63298i,0.61745-0.23202i,0.33453-0.13081i,-0.018855-0.15118i,-0.18418-0.095813i,-0.13415-0.058972i,-0.076526-0.030515i,-0.019356+0.030004i,0.034126+0.040978i,0.026192+0.019964i,-0.017983+0.020408i,-0.049412+0.016993i,-0.057109-0.0015073i,-0.055806-0.016597i,-0.043372-0.019228i,-0.013803-0.017063i,0.011061-0.021061i,0.015721-0.034386i,0.012215-0.046282i,0.0092625-0.042083i,0.0040443-0.032621i
0.67931+0.69925i,0.88836+0.92334i,0.72802+0.72659i,0.42205+0.33239i,0.26458+0.07864i,0.23961-0.0263i,0.16725-0.0082808i,0.081566+0.057486i,0.045191+0.025466i,-0.0014069-0.037335i,-0.034237-0.044587i,-0.043972-0.047389i,-0.059247-0.041888i,-0.042779-0.009936i,-0.0030277+0.012303i,0.011691+0.010867i,-0.0079479+0.0095627i,-0.032411+0.023391i,-0.026209+0.042691i,0.0035125+0.050276i,0.015283+0.038882i,-0.0013425+0.024096i,-0.0099957+0.020564i
-0.049591+0.54584i,-0.16191+0.48401i,-0.34717+0.22477i,-0.46348+0.25608i,-0.38447+0.51889i,-0.18952+0.53841i,-0.064012+0.28815i,-0.052764+0.0964i,-0.047676+0.080802i,-0.0076185+0.078285i,0.0085998+0.033592i,0.025361+0.016463i,0.051721+0.0012698i,0.026978-0.014884i,-0.012301+0.0018102i,0.0020468+0.029784i,0.057564+0.040608i,0.089601+0.018239i,0.058243-0.012562i,0.016356-0.0086151i,0.013236+0.011355i,0.019709+0.015041i,0.0079328+0.017115i
-0.45105+0.55334i,-0.38267+0.76574i,-0.23899+0.62358i,-0.30131+0.27776i,-0.38999-0.0038076i,-0.29146-0.18526i,-0.19358-0.26667i,-0.16393-0.19675i,-0.11346-0.087711i,-0.066063-0.042073i,-0.038541-0.018128i,-0.014049+0.0055429i,-0.0031143+0.00080448i,-0.013228-0.021315i,-0.043761-0.022586i,-0.084196+0.0048004i,-0.097848+0.042981i,-0.063245+0.065276i,-0.022824+0.052446i,-0.021706+0.02788i,-0.030911+0.0089107i,-0.028282-0.022959i,-0.038766-0.052754i
-0.65526-0.62242i,-0.72753-0.7112i,-0.23884-0.6639i,0.21422-0.72209i,0.1479-0.72039i,-0.064381-0.49811i,-0.096322-0.3075i,-0.075127-0.22999i,-0.069874-0.15909i,-0.051552-0.083588i,-0.022758-0.017992i,-0.0022784+0.0055326i,-0.015282-0.0056725i,-0.04569-0.0041261i,-0.051296-0.0027818i,-0.03577-0.035915i,-0.038581-0.080166i,-0.058719-0.092225i,-0.066091-0.07301i,-0.057051-0.052292i,-0.048119-0.039083i,-0.040472-0.02183i,-0.021595+0.0015247i
0.27227-0.26575i,0.25108-0.14053i,0.099269+0.20327i,0.10104+0.42299i,0.32445+0.4468i,0.55797+0.42343i,0.6521+0.33614i,0.51236+0.17714i,0.26586+0.082395i,0.14311+0.056238i,0.1007+0.00031367i,0.048929-0.038497i,0.045354-0.038856i,0.071894-0.067074i,0.068263-0.10533i,0.053693-0.11186i,0.062807-0.093584i,0.077341-0.063943i,0.071424-0.033099i,0.047183-0.010007i,0.023111+0.0074153i,0.009887+0.021687i,-0.0043021+0.030477i
-0.099151+0.32604i,-0.3363+0.49022i,-0.401+0.48916i,-0.27318+0.29985i,-0.2788+0.15138i,-0.32198+0.20895i,-0.22372+0.29776i,-0.11347+0.27313i,-0.045074+0.19839i,0.016318+0.10753i,0.035449+0.0073413i,0.01151-0.038856i,-0.0025543-0.010308i,0.019415+0.041247i,0.064979+0.061377i,0.10549+0.050621i,0.11243+0.040695i,0.088443+0.036968i,0.052814+0.010767i,0.019753-0.034298i,0.006953-0.053819i,0.0098904-0.055852i,-0.0030118-0.062437i
0.1353-0.14491i,0.27383-0.54659i,0.1976-0.81221i,-0.027677-0.59958i,-0.15881-0.30814i,-0.24626-0.32641i,-0.34208-0.42699i,-0.35835-0.38029i,-0.32086-0.25042i,-0.26673-0.081903i,-0.14639+0.070513i,0.0048395+0.10961i,0.086505+0.045709i,0.0843-0.022085i,0.045079-0.048368i,0.022152-0.041922i,0.052815-0.023875i,0.1099-0.028244i,0.14131-0.043754i,0.14327-0.031848i,0.11624-0.016506i,0.052748-0.024245i,-0.015761-0.021519i
-0.27073+0.18682i,-0.28492+0.36608i,-0.20754+0.42102i,-0.053565+0.26043i,0.11603+0.014745i,0.18106-0.08928i,0.19002-0.059192i,0.19954-0.08778i,0.16063-0.16087i,0.097266-0.11787i,0.060511+0.0069473i,0.033417+0.095421i,-0.0033472+0.13512i,-0.032296+0.14914i,-0.049359+0.14296i,-0.077072+0.15656i,-0.10143+0.21643i,-0.082676+0.25082i,-0.038957+0.20339i,-0.036203+0.1364i,-0.045653+0.11165i,-0.0039637+0.076084i,0.021315-0.0013083i
-2.1476+4.5193i,-2.0201+2.4715i,0.88289+2.3854i,3.0903+1.1051i,3.2132-0.98018i,1.1346-2.5794i,-1.0171-1.6642i,-1.0992+0.235i,0.090447+1.0766i,0.95108+0.7084i,0.74361-0.015882i,0.055533-0.28377i,-0.52873+0.0099261i,-0.8453+0.63645i,-0.67308+0.9829i,-0.34558+0.81649i,-0.14192+0.46545i,-0.11187+0.10014i,-0.25195-0.16143i,-0.35747-0.24187i,-0.31444-0.21255i,-0.18317-0.13034i,-0.05902-0.08585i
0.054458-0.092799i,-0.18465-0.12695i,-0.49997-0.093844i,-0.59612+0.027993i,-0.49294+0.17644i,-0.36663+0.35166i,-0.18459+0.48275i,0.0019879+0.38866i,0.047311+0.16804i,0.00033253+0.063615i,-0.023749+0.05278i,-0.039515+0.036218i,-0.059539+0.053795i,-0.030702+0.10212i,0.024613+0.10344i,0.051764+0.056325i,0.059937+0.0023599i,0.05553-0.036145i,0.043122-0.046427i,0.050545-0.043518i,0.067955-0.047627i,0.078999-0.054541i,0.082429-0.05742i
-0.48305+0.1007i,-0.79015+0.28695i,-0.663+0.56769i,-0.15292+0.68522i,0.29051+0.58771i,0.49874+0.50055i,0.51266+0.36533i,0.36678+0.11967i,0.19115-0.066426i,0.071617-0.13103i,0.00013586-0.093648i,-0.0077206-0.032669i,0.030817-0.016493i,0.088223-0.03031i,0.14986-0.063205i,0.20282-0.074202i,0.24063-0.069996i,0.21347-0.10211i,0.099612-0.13867i,-0.0099086-0.13436i,-0.051151-0.10828i,-0.064902-0.079201i,-0.062041-0.031118i
0.14297+0.041602i,0.54731-0.0809i,0.81164-0.35817i,0.61417-0.42531i,0.3434-0.064854i,0.37964+0.32659i,0.49333+0.33107i,0.41658+0.10192i,0.23315-0.020961i,0.14402+0.0093704i,0.1312+0.037324i,0.069415+0.024623i,0.018451+0.021911i,0.022076-0.0077336i,-0.0030659-0.052437i,-0.044998-0.064065i,-0.056723-0.05957i,-0.049289-0.045079i,-0.021499-0.030241i,0.0063286-0.03602i,0.0035181-0.040401i,-0.0097223-0.018347i,-0.0096731+0.0095492i
0.16798+0.123i,0.18439+0.28509i,0.080587+0.39591i,0.068319+0.43628i,0.31379+0.44647i,0.6095+0.32456i,0.6315+0.12676i,0.40433+0.027527i,0.22647+0.018019i,0.20457+0.0071976i,0.2053-0.029705i,0.15253-0.042599i,0.10011-0.036963i,0.044772-0.043477i,-0.021529-0.030997i,-0.064939-0.011728i,-0.09626-0.0096353i,-0.1031-0.010088i,-0.084069-0.018318i,-0.063157-0.045401i,-0.043063-0.073338i,-0.028567-0.065826i,0.00018396-0.028524i
0.34112+0.12207i,0.37776+0.20205i,0.34071+0.27103i,0.39183+0.20045i,0.42017-0.02425i,0.28503-0.14702i,0.10515-0.050943i,0.029872+0.084669i,0.026913+0.096974i,0.013802+0.0085888i,0.001983-0.078393i,0.00046684-0.12213i,0.006193-0.12221i,0.031909-0.10728i,0.046972-0.10178i,0.042309-0.077849i,0.050517-0.037141i,0.060979-0.013527i,0.050854-0.0088636i,0.016641-0.018346i,-0.030462-0.03022i,-0.062885-0.010677i,-0.06364+0.022023i
0.12007-0.079985i,0.14762-0.41405i,-0.0067352-0.67022i,-0.24315-0.50561i,-0.31584-0.16704i,-0.27308-0.028778i,-0.24923-0.018946i,-0.21118-0.015713i,-0.16101-0.0031368i,-0.12073+0.027112i,-0.064851+0.039369i,-0.022036+0.010838i,-0.026315-0.020085i,-0.044593-0.026745i,-0.036779-0.016606i,-0.014939-0.026604i,-0.034861-0.055985i,-0.081625-0.04301i,-0.072223+0.0060721i,-0.012919+0.036488i,0.037501+0.043408i,0.064432+0.030624i,0.054645+0.0053203i
0.1464+0.24907i,0.34671+0.42341i,0.33392+0.39i,0.12909+0.1277i,0.075257-0.10887i,0.18143-0.19741i,0.23789-0.19523i,0.1771-0.16354i,0.06232-0.10974i,-0.005784-0.028518i,-0.017033+0.031118i,0.00089455+0.0508i,0.04406+0.044185i,0.077023+0.02118i,0.068226-0.0014061i,0.024235-0.0062094i,-0.017553+0.018861i,-0.022726+0.046739i,-0.0084143+0.050889i,-0.00012038+0.05577i,0.012689+0.057857i,0.020859+0.027584i,0.007745+0.00015814i
-0.14087-0.28081i,-0.13559-0.22142i,0.18386-0.07518i,0.51224-0.029694i,0.43312-0.017255i,0.13974+0.048116i,0.0017945+0.084358i,0.030952+0.071279i,0.085204+0.047876i,0.084773+0.019208i,0.03816+0.0092957i,-0.0060234+0.014891i,-0.023511+0.014022i,-0.019267+0.0036791i,-0.012743-0.01382i,-0.0056078-0.024909i,0.014567-0.039089i,0.033195-0.067319i,0.023605-0.082113i,-0.013823-0.071121i,-0.052865-0.049006i,-0.061795-0.021782i,-0.039509-0.00064741i
0.50052-0.1781i,0.4119-0.38951i,-0.10711-0.36609i,-0.49001-0.07582i,-0.36913+0.087363i,-0.10585-0.040357i,-0.036576-0.13678i,-0.044717-0.10506i,-0.038197-0.076164i,-0.023759-0.056371i,-0.016164-0.049691i,-0.050373-0.051411i,-0.089677-0.032422i,-0.085586-0.01856i,-0.052969-0.029021i,-0.040687-0.048261i,-0.071815-0.044496i,-0.095946-0.013642i,-0.073014-0.0025181i,-0.035498-0.01654i,-0.011301-0.017948i,0.0079748-0.0065492i,0.018754-0.0051988i
0.050551+0.54132i,0.18797+0.72792i,0.38017+0.61563i,0.47642+0.25649i,0.36123-0.074528i,0.16708-0.1894i,0.038694-0.17824i,-0.031754-0.12706i,-0.061924-0.070847i,-0.080045-0.019753i,-0.063854+0.035391i,-0.00010961+0.041319i,0.031412-0.0088316i,0.00043382-0.036684i,-0.049061-0.028299i,-0.081438-0.020169i,-0.079132-0.019372i,-0.049986-0.0084607i,-0.014513+0.018592i,0.0054946+0.038169i,0.0034314+0.049124i,-0.0038078+0.065004i,-0.0041255+0.067771i
0.026335-0.32218i,0.11554-0.66361i,0.064154-0.81485i,-0.085282-0.54405i,-0.069556-0.14467i,0.055986+0.028713i,0.11019+0.025808i,0.1119+0.0073656i,0.093828+0.0060136i,0.070022-0.0049878i,0.033396-0.032666i,-0.012026-0.037033i,-0.012964-0.018131i,0.024704-0.017601i,0.051743-0.013775i,0.059639+0.018703i,0.058963+0.040634i,0.049496+0.025878i,0.023769-0.0071846i,-0.0040245-0.02563i,-0.01189-0.030563i,-0.0060904-0.042405i,-0.0045752-0.046968i
0.068136+0.13636i,0.13012+0.45435i,0.17724+0.62323i,0.22599+0.40853i,0.28036+0.063046i,0.28834-0.12375i,0.23823-0.1318i,0.15491-0.075866i,0.083576-0.053989i,0.028053-0.065191i,-0.026168-0.061597i,-0.06159-0.029219i,-0.062512+0.0088043i,-0.038113+0.028427i,-0.005079+0.012887i,0.0075285-0.039159i,-0.02048-0.073086i,-0.042573-0.048732i,-0.0066904-0.0090112i,0.036256-0.0078467i,0.027965-0.022774i,0.002014-0.013522i,-0.0057693-0.0017946i
0.1932-0.11174i,0.16867-0.20341i,0.11486-0.1877i,0.083595-0.055633i,0.0011912+0.047882i,-0.11399+0.052452i,-0.15671+0.043457i,-0.11824+0.047732i,-0.068156+0.051521i,-0.032135+0.063713i,0.011947+0.058482i,0.037592+0.017234i,0.01583-0.027303i,-0.032377-0.05225i,-0.082474-0.050662i,-0.11068-0.032609i,-0.099889-0.023404i,-0.063438-0.022694i,-0.035557-0.0079378i,-0.023515+0.022716i,-0.00878+0.046089i,0.012507+0.044502i,0.028655+0.023288i
