-0.00067017-0.0014738i,-0.00078135-0.0018843i,-0.0022015-0.0011127i,-0.0027803+9.5756e-05i,-0.0011681+0.00030119i,-0.0001203+0.00050501i,-0.00026607+0.00031161i,0.00039529+6.8936e-05i,0.0014348-0.00022459i,0.00096563-0.00019513i,8.6087e-05+6.4466e-05i,0.0004705+0.00057592i,0.00031264+0.0009446i,0.00027824+0.00046185i,0.00079419+0.00024837i,0.00052752+0.00033838i,-0.00051776+2.4587e-05i,-0.00091299-4.3256e-05i,-4.2353e-05-0.00033536i,0.00024114-0.00028825i,-0.00029406+0.00026455i,0.00016425+0.00071495i,0.00044818+0.00078943i
-0.0014001-0.00017209i,-0.0012449-0.00051644i,-0.0010069+0.00010338i,-0.0012961+0.00043653i,-0.0012568+0.00080633i,-0.0012461+0.00054062i,-0.00064887-0.00048629i,-0.00057256-0.00078982i,-0.00065286-0.00031911i,0.00064728-0.00026434i,0.0012415+6.6091e-05i,0.00050369+0.00051136i,2.6074e-05+0.00012018i,0.00048301+0.00049677i,0.00050709+0.0011194i,0.00022031+0.00024507i,0.0001225-0.00066128i,-0.00044817-0.00020182i,-0.00099415+0.00055775i,-0.00072416+0.00041083i,-0.00096373-0.00010777i,-0.00057909-2.7415e-05i,0.00059666-8.8046e-05i
0.00040956+0.0015829i,0.00075603+0.0011671i,0.0016786+0.00079131i,0.0019893+7.9542e-05i,0.0015845-0.00047244i,0.00031119-0.00055871i,-0.0011834-0.0014138i,-0.00075125-0.0016258i,0.00080008-0.00056965i,0.00099286+7.6329e-05i,4.9954e-06+0.00030483i,-0.00074952+0.00055504i,8.2373e-05+0.00016407i,-0.00025748-0.00032583i,-0.00075875+0.00039348i,-0.00062112+0.00048808i,-0.00051309-4.3706e-05i,-0.00038688+0.00029557i,-0.00033125+0.00070038i,-4.4681e-05+0.00078687i,-0.00047777+0.0003241i,-0.0006355-0.00029869i,-0.00043203+0.00018476i
-0.0029115+0.0021322i,-0.0012578+0.0018971i,-0.00012195+0.00072793i,0.00016164-0.00055132i,-0.00030499-0.0009728i,-0.00149-0.00076944i,-0.0016355-0.00062885i,-0.0008682-0.00044148i,0.00029043+0.00035691i,0.00055283+0.0013836i,5.0262e-05+0.0011161i,0.00019151+2.2549e-05i,0.00022633-0.0011775i,0.00062212-0.0019661i,0.00088874-0.0013303i,0.00071327-0.00014189i,0.00039242+0.00070499i,-0.0001725+0.00097807i,-0.00028382+0.00073684i,-0.00042855+0.00053773i,-0.00046234+0.00056528i,-0.00032107+0.00012526i,5.4331e-05+0.00024976i
-0.0014318-0.0010599i,-0.00066031+1.2259e-05i,0.00055741+0.00042629i,0.0012611+0.0011121i,0.00074209+0.0015107i,-0.00018874+0.00059951i,-0.00058908-0.00032814i,-0.0007028-0.00055804i,-0.0003852-0.00022248i,-0.00028046+0.00062984i,-0.00052512+0.00059899i,-0.00069766+0.00025558i,-0.00049868+0.00036169i,-0.0004807-8.4142e-05i,-0.00042061-0.00015399i,-0.00014582-0.00012008i,-4.8979e-05+0.00028296i,1.7234e-05+0.0005093i,-0.00028207-3.9496e-05i,-0.00030358-0.00043785i,-0.00019498-0.00024404i,-0.00053799+1.302e-05i,2.319e-05+6.0478e-05i
-0.00092332-0.0011296i,-0.0021012-5.4763e-05i,-0.002822+0.0022143i,-0.0011639+0.0030951i,0.00092162+0.0019133i,0.00058549-0.00034605i,-0.00057581-0.00076152i,-0.00096351-0.00026819i,-0.00050755+0.00033804i,-3.9802e-05+0.001067i,0.0012418+0.0013986i,0.0014043+0.0012282i,0.00048212+0.00026145i,0.00041575-2.5221e-05i,0.00070039-0.00038849i,0.00043666-0.00064433i,-1.8904e-05-0.000739i,-0.00027446-0.00076129i,-0.00037465-0.00033836i,-0.00035841-1.3855e-05i,3.715e-05+4.1167e-05i,0.00018998+0.0001921i,0.00018838+0.00051647i
0.00064485+0.0011381i,0.00065088+0.00082886i,0.00043572+0.00016095i,-0.00039008+8.0755e-05i,-0.00048726+0.00026288i,-0.0005672+0.00010274i,-0.00020447+0.00021891i,2.6375e-05+0.00070067i,-0.00017057+0.00078651i,-8.6906e-05+0.00035565i,-0.00012159-0.00015099i,-0.0002445+0.00016396i,0.00027398+0.00052415i,0.00086653+0.00023017i,0.00060713+4.4656e-05i,-0.00014893+0.00045582i,-0.00042846+0.00025413i,-0.00013087-0.00036857i,8.0818e-05-0.00022784i,-0.00037321+0.00031793i,-0.00039599+0.00048432i,0.00029305+0.00093894i,0.00027009+0.0014518i
-5.9806e-05+0.00047232i,-0.0015071+0.00017205i,-0.001143-0.00032694i,-4.4227e-05-4.9309e-05i,0.00011272-0.00037963i,-0.00061535-0.00070572i,-0.00067495-0.00020864i,-0.00076587+0.00067825i,-0.0001762+0.000129i,0.00021005-0.0003387i,0.00067122+0.0002647i,0.0015413-0.0002546i,0.0013913-0.00084188i,0.00094122-0.00066715i,0.00076221-0.0010197i,0.00094242-0.00048964i,0.00067278-6.4503e-05i,0.00023011+0.00016802i,-7.3506e-05+0.00039681i,3.69e-05+0.00030682i,-0.00031251+0.00057444i,-0.0006099+0.00061484i,0.00032979-8.8366e-05i
0.00043006+0.0016903i,0.00047126+0.00042092i,0.00075901-0.00024276i,0.0010813-0.0012719i,0.00047283-0.00090271i,-0.00075896+0.00014146i,-0.0010533+0.00093926i,-0.00097718+0.0013313i,-0.0014884+0.00073433i,-0.00065942+3.4934e-05i,0.00044187+0.0005208i,-3.1267e-05+0.00077559i,0.00014348+0.00029364i,7.3217e-05-0.00017468i,-0.00030644+7.9747e-06i,-0.00046867+0.00042929i,-0.0006199+0.00012293i,-0.00017386+3.861e-05i,0.00048065+2.1332e-05i,0.00041421+0.00023039i,0.00011499-5.2234e-05i,1.7501e-05-0.0010592i,0.00043272-0.0003742i
-0.00047243-0.0024346i,-0.0008435-0.0015899i,-0.00047801-0.00028691i,-0.00092794+0.00031961i,-0.0010437+0.00074062i,-0.00045877+0.00082336i,-0.00058904+0.00049899i,-0.00064214+0.00038193i,0.00041576-0.00036699i,3.3525e-05-0.001248i,-0.00048861-0.00090885i,-6.2926e-05-0.00016414i,0.00058407+0.00027492i,0.000994-0.00014646i,0.00086486-0.00017502i,0.0010113+0.00065904i,0.00095101+0.0005802i,0.00044244+0.00030083i,-0.00050334+0.00057817i,-0.00057558+9.6479e-05i,-0.00052407-0.0003932i,-0.00016216-0.00012185i,0.00044452+0.00035942i
-0.0011818+0.00025154i,-0.00101+1.7395e-05i,-0.0011087+0.00010055i,-0.00049657+0.00050098i,-5.5925e-05+0.00013981i,0.00029626-0.00070431i,0.0002138-0.0006583i,-0.00050396+0.00010422i,-0.00076258+0.00040723i,-0.00069544+0.00041636i,-0.00023463+0.00044076i,0.00048346+0.00019756i,0.00044169+0.000256i,-0.00041312-0.00038899i,-0.00098333-0.00059969i,-0.0010367-0.0001181i,-0.0010409-0.00020945i,-0.00071012-0.00022728i,-0.00033221-0.00068203i,-0.00036112-0.00014381i,-0.00025949-6.6415e-05i,4.6056e-05-0.0007117i,-0.00070873-0.00081179i
0.0018217-0.0027361i,0.00077259-0.0035104i,-8.7979e-06-0.002447i,-0.0011029-0.00076675i,-0.0016329-0.00088588i,-0.00043467-0.00075978i,0.00022231-0.00057751i,-1.7464e-05-0.00033161i,-0.00020072-0.00012304i,-0.0011501-0.00028013i,-0.0017688+0.00021349i,-0.0005452+0.00099471i,0.00031945+0.0014726i,0.00046849+0.00065256i,0.0010701-0.00045469i,0.00070162-0.00019785i,-0.00031612-0.00015514i,-0.00063752-0.00052831i,0.00016123-0.00037666i,0.0010768-0.0002116i,0.00088742-0.00080837i,-4.1427e-05-0.0010389i,-0.00040616-0.00029507i
-0.00031318+0.0036834i,-0.00029857+0.003107i,0.00010384+0.0017559i,-0.0001107+0.00085503i,-0.00060555+0.00020471i,-0.00043357+0.00036935i,-0.00080744+0.00049354i,-0.0012343+0.00055712i,-0.00089894+0.00082364i,-0.00074636+5.5433e-05i,-0.00039623-0.00051623i,0.00033127-0.00063908i,0.00066997-0.00032695i,0.00043606-8.1846e-06i,-2.0284e-05-0.00058967i,-0.00039803-0.00057894i,-0.00061639-0.00020254i,0.00010257+0.00023899i,0.00065058+0.00055501i,-4.1215e-06+0.00088246i,2.1713e-05+0.00082103i,0.00014276+3.5509e-06i,4.4431e-06-0.00072349i
-0.0019157+0.00040031i,-0.0012477+0.0011709i,-0.00018355+0.00044118i,5.4112e-05-0.00010787i,0.00022041-0.00044247i,-0.00011867-0.0010874i,-0.00065408-0.00061878i,-0.00024001+0.0012354i,0.00032598+0.0018088i,0.00055271+0.0010532i,0.00014212+0.00033422i,-0.00076484+0.00045942i,-0.00060215-0.00030664i,0.00020355-0.00091323i,0.00026704-0.0012965i,-0.0003372-0.0013461i,-0.00017754-0.00054779i,0.00018496+0.00061647i,0.00071114+0.0017319i,0.00050867+0.001505i,-0.0004655+0.00088721i,1.0132e-05+0.00075772i,0.0008006+0.00087437i
-0.00053229+2.6347e-05i,-0.0012756-9.6497e-05i,-0.00083882-0.0004759i,8.6122e-05-0.00064805i,2.8528e-06-0.00068375i,-0.00038251-0.00080413i,-0.00097139-0.00041854i,-0.0010268-0.00084174i,-0.0010008-0.00053378i,-0.00025845+0.00078693i,0.00035336+0.00038973i,0.00053494-0.0003563i,0.00027853-4.2839e-05i,3.4698e-05+0.00042243i,-7.4898e-05+0.00025732i,-3.696e-05-5.319e-05i,0.00057287-0.0001657i,0.0002296-0.0011957i,-0.00097556-0.0013164i,-0.00087608+6.4248e-05i,9.5661e-05+0.00060461i,0.00068336-0.00012523i,0.00042443+0.0001005i
0.0013255-0.00064485i,0.00075397-0.0009361i,0.00039728+3.3697e-05i,-0.00017696+0.0002763i,-0.0008455-3.1514e-05i,-0.00091578-0.0002257i,-0.00098638-0.0001527i,-0.00031561+4.5458e-05i,-8.387e-05+2.6995e-05i,0.00043378-4.809e-05i,0.00091282+0.00015895i,0.00063039+0.00021866i,-3.4706e-05-9.1424e-06i,-0.00033772-0.00042492i,-0.00030198-0.00045988i,-0.00094741-0.00033567i,-0.0007047-0.00018431i,-8.6675e-05+0.00055919i,-0.0003595+0.00059754i,0.00027649-0.00053084i,0.00062902-0.0012923i,0.00085764-0.00044872i,0.001112+0.00035992i
-0.0025885+0.00081328i,-0.0026763+0.00074892i,-0.0018244+0.00082214i,-0.00017094+0.0011334i,0.0015209+0.00060674i,0.0013248-0.00015386i,-0.00034238-1.022e-05i,-0.00076461-0.00012078i,0.00010031-9.8376e-05i,0.0004964+0.00051015i,0.0004281+0.00011891i,0.00046612-0.00049164i,0.00057578-0.00073773i,0.0014355-0.00093243i,0.00096446-0.00056588i,0.00014907+0.00012014i,0.00059414+0.00048382i,0.00062167+0.00045629i,-0.00040814+0.00030134i,-0.0002922-0.00024376i,0.00038116-0.0001319i,-0.00015498-2.4125e-05i,-0.00041657+2.6376e-05i
-0.0010283-6.1384e-05i,-0.0016754-0.00015157i,-0.00027277-0.00027449i,0.0010863+7.3244e-05i,0.00079873+6.1617e-05i,-0.0008292-0.00047842i,-0.0018279-7.9601e-05i,-0.0013259+0.00081737i,0.00036286+0.0018235i,0.0012849+0.0014416i,0.0011856+0.00032564i,0.00052797+0.0001781i,0.00011971-2.0801e-05i,0.00061569-0.00059788i,7.2261e-05-0.0013664i,-0.00043704-0.0015276i,-0.00021031-0.00080005i,-0.00027626-0.00014861i,5.2639e-05+0.00011498i,0.00044321+0.00013333i,0.00041641+0.00029169i,-0.00031519+0.00013085i,-0.00087937-9.8236e-05i
0.0030546-0.00014591i,0.0026361-0.0004638i,0.0018308-0.0012245i,0.00065231-0.0015047i,-7.9754e-05-0.0005313i,-0.0013914+0.00045406i,-0.002195+0.00050723i,-0.0015101-0.00013231i,-0.00066206-0.00072002i,-0.00026226-0.00059904i,0.00037991-0.00021514i,0.00042076+0.00022071i,0.00059081+0.0001749i,0.0010511+7.3456e-05i,0.00088504+0.00072479i,0.00037797+0.0012801i,0.00042535+0.00085362i,0.00030564+0.00073104i,9.4012e-05+0.00058193i,-0.00016598-0.0003589i,-0.00091173-0.00031427i,-0.00024262+3.5991e-05i,0.00042104+5.9084e-05i
0.00014495+0.00042804i,0.00016886-0.00063822i,0.0009879-0.0012453i,0.00088252-0.0016298i,0.00063759-0.001599i,0.00056086-0.00075472i,0.0003014-0.00032132i,-0.00019147-0.00079675i,-0.00016669-0.00035414i,-0.00021638+0.00027366i,-1.063e-05+0.00040751i,0.00047625+0.00089916i,0.00023741+0.00092615i,-0.00041012+8.8436e-05i,-0.00018083+5.8937e-05i,0.00071239+0.0010349i,0.0012007+0.0014262i,0.0011871+0.0015182i,0.00078071+0.0015154i,0.00085088+0.00081465i,0.0009547+0.00010139i,0.00080756-0.00014403i,0.00023243-0.00035715i
-0.0013674+0.00079368i,-0.00027181+0.0011211i,-8.5188e-05+0.0013001i,4.9603e-05+0.0015727i,0.0003243+0.001625i,0.00016944+0.0010917i,-0.00023451-0.00027916i,-0.00027896-0.00056608i,-7.2863e-05+7.1971e-05i,0.00017584+0.00033584i,0.00063348-3.9945e-05i,0.00028841-0.00066682i,-0.0010334-0.00047112i,-0.0011821-0.00038097i,-0.0006198-0.0006251i,-0.00043327-0.00065219i,-0.00050483+4.7311e-05i,-0.0001476+0.001201i,0.00015336+0.0005767i,-4.0553e-05-0.00037963i,0.0002691-0.00026015i,-0.00011796-0.00049507i,-0.00093531-0.00075735i
0.00033704-0.0029886i,-0.00030466-0.0025078i,-0.00061246-0.0017806i,-0.00071613-0.0015358i,-0.0007378-0.00086032i,-0.00061885+8.605e-05i,-0.00056642+9.9698e-05i,0.00018655-0.00039525i,0.00058851-0.0002749i,0.0002284+0.00029665i,-0.00026724+0.0007661i,-6.3922e-06+0.0009407i,0.00026007+0.00045456i,0.00024557-5.3109e-05i,0.00026266+0.00025744i,-0.00035773+0.00031779i,-0.00065114-0.00033666i,-2.6409e-05-0.0006168i,0.00036451-0.0010622i,-0.0001694-0.00095195i,-0.00057998-0.00034944i,8.6046e-05-7.758e-05i,0.00057971+0.00042339i
0.00052758-0.0012772i,0.0001568-0.0013852i,-0.001092-0.0014222i,-0.0016138-0.00086364i,-0.0012482+0.00047729i,-0.00059025+0.00085842i,-0.00087231+0.00041058i,-0.0015024+0.00020772i,-0.0015513-0.00028064i,-0.0014388-0.00041538i,-0.00055899+0.000383i,8.8578e-05+0.0009865i,0.00040383+0.00084079i,0.00042905+0.0015096i,0.00023285+0.0021222i,8.3137e-05+0.0015195i,0.00015596+0.0012088i,0.00071903+0.0010177i,0.00072981-1.8994e-05i,0.00055303-0.0005534i,-3.5309e-05-0.00059388i,0.00016406-0.00029918i,0.00042657+0.0003235i
-0.00038191-0.0018052i,-0.0007675-0.0014631i,-0.0010414-0.0013091i,-0.0020222-0.00045315i,-0.0024984-7.0337e-05i,-0.0013108+9.3345e-05i,0.0003572-1.9617e-05i,0.00078659-0.00095084i,0.00030566-0.0010311i,-0.00042913+0.00020937i,-0.00063893+0.001131i,0.00014026+0.00069197i,0.0010313+0.00044523i,0.00066556+0.001099i,0.00066306+0.0012559i,0.00039601+0.0011845i,-0.00034441+0.00061173i,-0.00041556-0.00015135i,-0.00044115-0.00061881i,-0.00040216-0.00093424i,-0.00020228-0.00076979i,0.00020073-0.00018218i,0.00081902-0.0001466i
-0.00039851-5.8841e-05i,-0.00062967-0.00043364i,-0.00044223-0.00018173i,0.00023232+2.5113e-05i,0.00069777-0.00024206i,0.0003009-0.00053112i,-0.0009663-0.0010146i,-0.0008129-0.00082854i,-0.0001613-7.0909e-05i,-0.00010878+0.00023533i,-5.6137e-05+0.00024993i,0.00025525+5.7059e-05i,0.00068459-0.00010574i,0.00034743-0.00039126i,-0.00013046-0.0011966i,-0.00025393-0.00090631i,-0.00088682-0.00047412i,-0.00092071-0.00023336i,-0.00012128+0.00038832i,-0.00072602+0.0003388i,-0.001076-3.737e-06i,0.0003932-1.8796e-05i,0.00062387+0.00042985i
-0.0013829-0.00010339i,-0.00066625-0.00058168i,-0.00047871-0.0011434i,-0.00030204-0.0011665i,0.00028675-0.00081698i,0.00014966-0.00059149i,-0.00054206-0.00037346i,-0.00021396-0.00029882i,0.00061854-3.4928e-07i,0.00033382+0.00072611i,0.00056787+0.0010787i,0.001079+0.00076483i,0.00085807-0.00024106i,0.00010182-0.00028449i,6.5255e-05+0.00021719i,3.9157e-05-3.224e-05i,-0.00047728-0.00023387i,-0.00082578-0.0002827i,-0.00099485-0.00035807i,-0.00023174-9.7338e-05i,0.00017225-0.00033725i,-0.00058297-0.00069809i,-0.00082663-0.00037934i
0.0014652-9.552e-05i,0.0023438+5.8968e-05i,0.0020168-4.3539e-05i,0.00085984+0.00013808i,0.00028752+0.00075766i,-0.00018196+0.00027351i,-0.00018671+0.00026447i,0.00032475+0.00081629i,0.00086983+0.00071701i,0.00094318+0.0010163i,0.00069759+0.0015921i,0.00054877+0.0015482i,0.00071786+0.00076204i,0.00038938+0.00092241i,-0.00037456+0.00069769i,-0.00031033-0.00040845i,0.00013538+6.4898e-06i,-0.00073743+0.00070865i,-0.0013264+0.00068312i,-0.00034249+0.00037769i,0.00091367+0.00052896i,0.00080417+0.00028218i,-0.00030557-0.001114i
-0.001446-0.00072345i,-0.0015005-0.00098523i,-0.0011216-0.0021676i,-0.00044422-0.0015054i,-0.0010318+0.0005513i,-0.0011727+0.0010449i,-0.00035723+0.00047381i,-0.00021307+8.2256e-05i,-2.1194e-05-0.00020852i,0.00034572+0.00013851i,0.00019485+0.0004813i,0.00075374+3.5574e-05i,0.0011854-6.8412e-05i,4.7153e-05+2.0639e-05i,-0.00071105-5.4812e-06i,-0.00029888+3.1394e-05i,-0.00039104+0.00044822i,-0.00055185+0.00041415i,-0.0003791+0.00044454i,0.00010783+0.00044895i,0.00059156+9.1787e-05i,0.00030188+0.00046376i,0.00022724+0.00054176i
0.00022154-0.0028824i,-0.00049433-0.0022537i,-0.00022958-0.00082135i,0.00065107-0.00044063i,0.0014087-0.00024879i,0.0016419+0.00076702i,0.00090102+0.00075181i,0.00015041+0.00034452i,0.00019708+0.0009143i,0.00029816+0.00094297i,0.00011553-5.561e-05i,6.7275e-05-0.00089482i,0.00041425-0.00033339i,0.00045415-0.00037027i,0.00063421-0.00067411i,0.00034999-0.00037678i,-0.0001121-0.00062787i,0.00010772-0.00028248i,0.00051228+0.00023834i,0.00023859-8.8498e-05i,-1.9487e-05+2.3172e-07i,0.00060043+0.00069438i,0.00069999+0.00034073i
-0.00026185+0.00068127i,2.7157e-05+0.0004046i,-0.00021807+0.0010899i,-0.00048836+0.0012902i,-0.00021996+0.00016223i,-8.97e-05-0.0010726i,-0.00070635-0.00070362i,-0.00043522-4.5326e-05i,0.00044012+0.0002278i,0.00049913+0.0011084i,0.00025774+0.0018886i,0.00024585+0.0014501i,0.00032367+0.00029189i,1.9914e-05+0.0003343i,0.00010383+0.00091054i,-0.00014742+0.00095121i,-0.0010029+0.00058604i,-0.0010284+2.2745e-05i,-0.00020673-0.00038169i,-0.00049146-9.8253e-05i,-0.00045835-6.1904e-05i,0.00066545+0.00048553i,0.00066085+0.0011444i
0.0027445+0.001096i,0.0031847+0.00026281i,0.0025548-4.7862e-05i,0.0012356+0.00015014i,-8.1756e-05+0.00010314i,-0.0015152-0.00042351i,-0.0019387-0.00031408i,-0.0011456+0.00026607i,-0.00039209-0.000148i,-0.00030239-0.00046337i,-0.00046394-0.00034316i,-0.00048998+0.00022135i,-0.00047982+0.00062688i,-0.00064479+0.00031591i,-0.0009255+0.00023114i,-0.00034067-2.8e-05i,0.00042823-8.52e-05i,0.0011779+0.00058579i,0.00062777+0.0017613i,-0.00077314+0.0011053i,-0.0004628-0.00040562i,0.00066016-0.00013534i,0.00039222+0.00038485i
0.00015003-0.00021999i,-0.0006839-0.0013999i,-0.00064498-0.0017819i,-0.00077211-0.0013052i,-0.0014198-0.00030735i,-0.00088283-0.00087798i,-0.0001596-0.0011398i,-0.00032351-0.00017208i,-0.00040466+0.00027161i,-0.00037258+0.00018567i,-0.00041173+0.00039233i,-0.00047268+0.00086737i,-0.00089225+0.00093324i,-0.00090604+0.00016298i,-0.00086047-0.00026621i,-0.001096+0.00026629i,-0.00083007-0.00014595i,-0.00073396-0.00067359i,-0.000426-0.00038211i,0.00024958-0.00077805i,0.00022239-0.00072988i,-0.00017792-0.00065252i,-0.00082594-0.00040421i
-0.0019716-0.00055457i,-0.00085807+0.00078159i,0.00028835+0.0018772i,0.00063887+0.0023793i,0.00073372+0.0024726i,0.0010039+0.0017571i,0.00048763+0.00087778i,-0.00022601+0.00018367i,5.3163e-05+0.00023224i,5.34e-05+0.00035622i,0.00042907-0.00011088i,0.0010727+0.00027662i,0.00099335+0.00070645i,0.00081958+0.00024661i,0.00046528+0.00033602i,0.00073874+0.00039706i,0.0014146+0.00013111i,0.00076134+0.00026556i,-0.00039538+0.00067113i,-0.00052944+0.001263i,-0.00055571+0.0016252i,-0.00060028+0.0013995i,-6.5028e-05+0.00042583i
-0.00040751-0.0014051i,-0.00084777-0.0018963i,-0.001839-0.0021129i,-0.0022223-0.001944i,-0.00089997-0.00056232i,0.00074984+0.00066559i,0.00032166+3.9e-05i,-0.00045674+1.135e-05i,-0.00035676+0.00026566i,0.00018034+0.00023177i,0.00047291+0.0001385i,0.00080224-0.00013108i,0.00097196+0.00019096i,0.00030728+0.00028627i,0.00045556-0.00020718i,0.00057296+0.00035173i,-0.00074307+0.00061945i,-0.0007752-1.4038e-06i,0.00037703+0.00033301i,0.00062019+0.00020213i,0.00084572-0.00058231i,0.00077788-0.0006981i,1.4777e-05+0.00032233i
0.00023867-0.00064945i,-0.00093143-0.00024585i,-0.0022538+0.00015791i,-0.00088754+0.00025624i,-0.00024915+0.00091633i,-0.0006297-5.3784e-05i,-0.00071236-0.00079413i,-0.00023052-0.00036806i,0.00016043-3.2652e-05i,-0.00021093-0.00024718i,-0.00059697+8.9081e-05i,-6.9037e-05+0.00039601i,0.00092334+0.00018818i,0.0012786-0.00016269i,0.00062755+0.00019461i,0.00041648+0.00050167i,0.00075644-0.00045576i,0.00012722-0.00065687i,0.00015859+0.00018496i,0.00029209+5.5859e-05i,-0.00026891-0.00055807i,-0.00084504-0.0004825i,-0.0010697-0.0001183i
0.00015203+0.002269i,0.00058339-0.00050355i,0.0014138-0.0010889i,0.0012605-0.00017752i,0.00034441+0.00021158i,0.00026618-0.00080082i,-0.00032585-0.0012525i,-0.00066841-0.00024615i,-0.00029556+7.7537e-05i,0.00052848-0.00029746i,0.0012568-0.00058779i,0.0014262-0.00014894i,0.00046161+9.5413e-05i,-0.0006724-0.00034638i,-0.0010618-0.00088566i,-0.00064649-0.0007628i,4.6349e-05-0.00027016i,0.00069006-0.00017836i,0.0011865+3.4217e-05i,-4.8492e-05-0.00019885i,-0.00094076-0.00012851i,-0.00015698+0.00032661i,0.00014702+0.00064349i
-0.0023139+3.7423e-05i,-0.0006869+0.00054746i,0.00074019-0.00057835i,0.0010034-0.0012185i,0.00018587-0.00063997i,-0.00037143-0.00074911i,-0.00080541-0.00036854i,-0.00011277+0.00046862i,0.0012453+0.0003772i,0.0010951+0.00039953i,1.0103e-05+0.00069617i,5.3165e-05+0.00050216i,0.00017529+0.00017565i,0.00017376+0.00087398i,0.00023489+0.0014554i,-0.00042097+0.0013102i,-0.0015082+0.0012688i,-0.0012473+0.0010598i,-0.00069623+0.00018056i,-0.00098205+0.00037305i,-0.0010975+0.0007082i,-0.00078305+0.00018272i,0.0001054-1.2187e-05i
0.00046564+0.00040098i,-0.0010608-3.2225e-05i,-0.001172-0.0011649i,-0.00086361-0.0021802i,-0.00045991-0.0021476i,-0.00069553-0.001342i,-0.0010984-0.00029009i,-0.0013507+2.6704e-05i,-0.00085252+9.4758e-05i,0.00044769-0.00036411i,0.0011226-3.6116e-05i,0.00065249+0.00086505i,-0.00028657+0.0007541i,-0.00041531+0.00030982i,-0.00033107-0.00064009i,-0.00058403-0.00028777i,-0.00017944+0.00075969i,1.19e-05+0.0010751i,-0.00044851+0.00064558i,-0.00078753-0.00015513i,-0.0011812-0.00066763i,-0.00067464-0.00070986i,0.0001959-0.00041107i
-0.00013223+0.0017163i,-0.00049347+0.0014932i,-0.0010145+0.00060582i,-0.00082901+6.2521e-05i,0.0001658-0.00053545i,0.00021304-0.00036992i,-0.00069254-0.00044521i,-0.00042235-0.00065702i,-4.1582e-05-0.00038163i,9.2652e-05-0.00011452i,0.00040216+0.00021754i,-0.00012607+0.00082436i,-0.00053605+0.0002824i,-9.2539e-05-0.00054166i,-0.00019954-0.00079464i,-0.00060535-0.00024399i,-0.00042878+0.00076993i,0.00026834+0.00065297i,0.00078676+0.00059883i,0.00049347+0.00053814i,-0.00030727+0.00061941i,-0.00017352-0.00011479i,5.9119e-05-9.0189e-05i
-0.0024841+0.00083112i,-0.0026015+0.0016485i,-0.001927+0.0018107i,0.00042939+0.00015101i,0.001027+8.2163e-07i,-5.9714e-06+9.9669e-05i,-0.00066417-0.00064725i,-0.00083317-0.00023112i,-0.00043733+0.00053961i,0.00035992+0.00063652i,0.00082233+0.00025251i,0.00084449-0.00028314i,0.00075217-0.00064851i,0.00057614-7.0078e-05i,0.00049982-0.00022464i,-3.5491e-05-7.9649e-06i,-5.1466e-05+0.00063976i,0.00041844+0.00048909i,0.00042243+8.7936e-05i,0.0002755-0.00034788i,0.00014604-0.00047938i,0.00049027-0.00022607i,0.00012938+0.000681i
-0.0012064-4.783e-05i,-0.0012084+0.00054995i,-0.00084092+0.00052999i,-0.000206+0.00058711i,-0.00045601+0.0003785i,-0.00014795-0.00072045i,0.00046984-0.00077649i,-0.00019379+0.00031556i,-0.0005404+0.00095316i,-0.00017107+0.00061332i,0.00025075-0.00034032i,0.00038669-0.00051382i,6.2669e-05-0.00044743i,-0.00014995-0.00092537i,-3.9768e-05-0.0016007i,0.00070763-0.0010693i,0.0013002+0.0001995i,0.00035765+0.0010106i,-0.00081285+0.0011772i,-0.0012475+0.00082396i,-0.0009571+0.00044623i,-0.0004882-0.00026132i,-2.4656e-06-0.00098478i
0.00021106-0.0020724i,0.00019479-0.0024244i,-2.2858e-05-0.0017008i,0.00018858-0.00039428i,0.00034288-0.00037461i,-0.00087316-0.00044663i,-0.0014195-0.00028221i,-0.0012955-0.00048073i,-0.00018378-6.7904e-05i,0.00037199+0.00020513i,0.00012079+0.00051666i,0.0002747+0.00034443i,-0.0003512+0.00022826i,-0.00054208+3.7987e-05i,0.00026126-0.00046048i,0.00054151-0.00024646i,-9.6194e-05+0.00036804i,-0.0010714+0.00078834i,-0.00098461+0.00085828i,-0.00014557+0.00023695i,0.00033737-0.00011322i,0.00072604-0.00014214i,0.00044704-0.00047096i
-0.00060131+0.0010893i,-0.00035024+0.0010286i,-0.00038002+0.0020585i,0.00040355+0.0016473i,0.0012184+0.00058861i,0.00076191-0.0001861i,-4.823e-05-0.00035204i,-0.00063154+0.00020561i,-0.00080122+0.00028659i,-0.00065589-7.311e-05i,-0.00049311-0.00036014i,-0.00044687-0.00033024i,-0.00061066-0.00010155i,0.00019753-9.4162e-05i,0.00067438+8.783e-05i,1.5493e-06+0.00052079i,-0.00035103+0.00043269i,-0.00022526+0.00024548i,-3.8119e-05-0.00010641i,9.5516e-05-0.0003545i,1.3837e-05-0.00019886i,-0.0006267-0.00022821i,-0.00035323-9.6121e-05i
