0.00098095+0.00013237i,0.0016235-0.0016537i,0.0013868-0.0037934i,0.0003326-0.0039908i,-0.0017273-0.0028022i,-0.0033533-0.00088865i,-0.0021355+0.001032i,0.0001813+0.00038008i,0.0011362-0.00045522i,0.00090928-0.00075172i,0.00070799-0.00055416i,9.7683e-05+5.2938e-05i,-0.00044118-1.6077e-05i,-0.00051602+0.0001273i,8.932e-05+0.00015743i,0.00015894+0.00048498i,0.00046933+0.00078751i,0.00081077+0.00013675i,0.00020102-0.00040979i,-0.00036936-0.00032587i,-0.00067459-0.00083772i,-0.00083935-0.0016211i,-0.00089797-0.0014904i
-0.10712-0.13839i,-0.33272+0.057574i,-0.45598+0.37611i,-0.32296+0.48272i,-0.18853+0.34716i,-0.22539+0.24265i,-0.19915+0.22965i,-0.058439+0.18423i,0.057161+0.10157i,0.094195+0.035679i,0.084266+0.0032594i,0.059171-0.011693i,0.014826-0.030506i,-0.037073-0.030679i,-0.059658+0.0067832i,-0.044295+0.042866i,-0.025758+0.04122i,-0.023964+0.019751i,-0.031357-0.0029829i,-0.04267-0.025142i,-0.047091-0.034494i,-0.036552-0.029699i,-0.023038-0.026296i
0.38633+0.24058i,0.5821+0.098748i,0.40078-0.22757i,-0.090876-0.3148i,-0.33051-0.056627i,-0.17706+0.11575i,-0.037789+0.073812i,-0.050388+0.0088026i,-0.076584-0.016936i,-0.048194-0.021838i,-0.004586-0.033949i,0.0056379-0.042617i,0.00066239-0.025714i,0.016096-0.0091141i,0.056533-0.0076362i,0.093492-0.019893i,0.098574-0.029913i,0.075502-0.025159i,0.039627-0.0093306i,0.0062723+0.014546i,-0.015962+0.033989i,-0.023099+0.036898i,-0.017137+0.028502i
-0.61629-0.11562i,-0.90641+0.045935i,-0.70469+0.35746i,-0.097592+0.45866i,0.36338+0.24866i,0.45062+0.063232i,0.34145+0.013922i,0.21072-0.0080393i,0.11294-0.031893i,0.03701-0.061149i,-0.03564-0.069479i,-0.070908-0.035586i,-0.053392+0.0059321i,-0.028406+0.016359i,-0.031809-0.012108i,-0.058198-0.042053i,-0.074085-0.041197i,-0.055698-0.023396i,-0.018383-0.014346i,0.0051436-0.018291i,0.0068969-0.01858i,0.0015662-0.010209i,0.00079184-0.0034136i
0.57281-0.077988i,0.78316-0.1074i,0.59365-0.067912i,0.15151-0.011868i,-0.1947-0.060265i,-0.32688-0.16783i,-0.28995-0.17818i,-0.19621-0.072747i,-0.11639+0.027503i,-0.071991+0.061794i,-0.054041+0.068281i,-0.032736+0.062872i,-0.016332+0.039209i,-0.019607+0.029813i,-0.013199+0.040822i,0.011352+0.036793i,0.024527+0.0083047i,0.01176-0.021189i,-0.017593-0.022761i,-0.035097+0.0029337i,-0.027705+0.025192i,-0.014645+0.030177i,-0.011212+0.023985i
-0.17097+0.27801i,-0.087228+0.25725i,0.13567+0.03561i,0.26079-0.10406i,0.22671-0.0095603i,0.15924+0.12159i,0.10124+0.12082i,0.055532+0.027897i,0.024675-0.048952i,0.0036956-0.048716i,0.0029953-0.0059815i,0.00727+0.024837i,0.013618+0.042236i,0.038374+0.033991i,0.043273-0.0049983i,0.0067277-0.033552i,-0.034311-0.022856i,-0.045926+0.0095436i,-0.023258+0.034315i,0.010675+0.040405i,0.03271+0.035967i,0.039363+0.027767i,0.037269+0.019027i
-0.27017-0.34433i,-0.48987-0.31926i,-0.48649-0.11682i,-0.22175-0.0098346i,-0.0095362-0.035404i,0.026239-0.017979i,0.043016+0.060658i,0.091038+0.092074i,0.088588+0.069026i,0.040749+0.057322i,0.022695+0.058894i,0.041327+0.040593i,0.039943+0.003238i,-0.0029063-0.018794i,-0.050288-0.0033655i,-0.067442+0.028398i,-0.057299+0.043939i,-0.040761+0.040309i,-0.023467+0.023425i,-0.0044808-0.0094167i,0.0042908-0.042492i,-0.00054499-0.048935i,-0.0081628-0.035175i
0.57972+0.13612i,0.81215+0.021076i,0.61218-0.18732i,0.1302-0.27844i,-0.17099-0.23148i,-0.19805-0.17548i,-0.16704-0.14153i,-0.17236-0.10695i,-0.15976-0.068487i,-0.081978-0.035797i,-0.0014026-0.038393i,0.018037-0.050886i,0.019566-0.03021i,0.047328-0.00056776i,0.082067+0.012821i,0.097681+0.016791i,0.093205+0.022913i,0.081148+0.029146i,0.061957+0.02771i,0.031007+0.025971i,0.0016947+0.02707i,-0.0086341+0.021337i,-0.0065972+0.0095144i
-0.62572+0.1708i,-0.85053+0.28454i,-0.67562+0.32259i,-0.26914+0.30004i,0.028793+0.29732i,0.16168+0.30896i,0.20492+0.22795i,0.16931+0.11788i,0.11655+0.076965i,0.074248+0.035715i,0.013251-0.015031i,-0.030222-0.029713i,-0.037096-0.035462i,-0.050119-0.050124i,-0.078974-0.052728i,-0.086762-0.030084i,-0.055973-8.2534e-05i,-0.0098315+0.0087636i,0.021483-0.0062271i,0.027488-0.022555i,0.017312-0.020423i,0.0038444-0.0055994i,-0.00055265+0.0093599i
0.34884-0.40104i,0.4419-0.46791i,0.30082-0.31748i,0.099805-0.1632i,0.051309-0.17831i,0.071329-0.27071i,0.054605-0.26218i,0.02174-0.16682i,-0.0096596-0.083465i,-0.022199-0.023217i,-0.011208+0.016644i,-0.0088459+0.028984i,-0.018106+0.02938i,-0.011896+0.044761i,0.026457+0.070929i,0.074973+0.061515i,0.093209+0.005381i,0.062464-0.048887i,0.0058806-0.06256i,-0.029629-0.048217i,-0.033292-0.035976i,-0.02183-0.026864i,-0.0098012-0.02021i
0.10392+0.41787i,0.16348+0.47524i,0.18974+0.29453i,0.093174+0.092856i,-0.090751+0.031213i,-0.18186+0.02349i,-0.172+0.00014946i,-0.11235-0.0032977i,-0.022313-0.00072388i,0.030878-0.023102i,0.025164-0.04115i,0.0042028-0.028252i,-0.0062537-0.006338i,0.0023801-0.010425i,0.022277-0.041859i,0.02271-0.073252i,-0.0031205-0.08016i,-0.020344-0.050621i,-0.015391-0.0031741i,-0.0078601+0.033405i,-0.0031369+0.050106i,0.0029784+0.042906i,0.0081565+0.023634i
-0.42422-0.18703i,-0.57201-0.21043i,-0.46274-0.10944i,-0.1923+0.0051561i,-0.015061+0.070513i,-0.013402+0.13938i,-0.043523+0.17845i,-0.03039+0.13912i,-0.025484+0.06361i,-0.052719+0.024924i,-0.063316+0.038678i,-0.031792+0.050207i,-0.011029+0.038293i,-0.030381+0.027556i,-0.062432+0.01746i,-0.084906+0.0088751i,-0.091581+0.012026i,-0.079666+0.016583i,-0.052486+0.010092i,-0.024557-0.0043405i,-0.012993-0.01192i,-0.015204-0.0054972i,-0.017115+0.0016536i
0.48464-0.13794i,0.63881-0.17964i,0.47029-0.13479i,0.17701-0.046273i,0.056315-0.026083i,0.053586-0.064702i,0.030916-0.068789i,-0.01601-0.053744i,-0.048183-0.043518i,-0.035095-0.031488i,-0.0036084-0.036192i,0.0020692-0.036859i,0.013811-0.0064011i,0.053767+0.01885i,0.08433+0.011032i,0.075917-0.0044335i,0.043085-0.00061038i,0.018969+0.013157i,0.010295+0.021646i,0.0056379+0.023141i,0.0063085+0.018507i,0.010633+0.0090159i,0.0085908+0.00028214i
-0.27903+0.3577i,-0.35881+0.41935i,-0.2197+0.20941i,-0.055412-0.061585i,-0.030289-0.11808i,-0.0023573-0.03421i,0.056958+0.020145i,0.07751+0.044582i,0.072968+0.06103i,0.043698+0.053222i,0.00084173+0.043086i,-0.01274+0.038723i,-0.0043281+0.014165i,-0.024963-0.021937i,-0.07887-0.03043i,-0.10184+0.0012566i,-0.065536+0.038023i,-0.01462+0.045757i,0.017378+0.030266i,0.032153+0.017141i,0.036685+0.015632i,0.029333+0.018741i,0.017393+0.024824i
-0.035838-0.37785i,-0.099389-0.42767i,-0.1843-0.14254i,-0.16881+0.20591i,-0.057822+0.29779i,0.01829+0.21646i,0.077817+0.12673i,0.10961+0.038548i,0.062528-0.023635i,0.019882-0.015246i,0.029658+0.010785i,0.038099+0.0061736i,0.027664-0.0011404i,0.029974+0.023477i,0.053381+0.060365i,0.072033+0.061818i,0.067158+0.028576i,0.04156-0.0030759i,0.012537-0.024075i,-0.0032644-0.0435i,-0.0087678-0.056789i,-0.0065398-0.051906i,0.0026995-0.038209i
0.32629+0.22266i,0.51975+0.2357i,0.55714+0.020029i,0.41747-0.22545i,0.27208-0.29591i,0.19627-0.26928i,0.096984-0.24012i,0.0040271-0.15855i,0.00020175-0.049021i,0.029475-0.011792i,0.025793-0.02755i,0.0099313-0.033633i,-0.0022391-0.035401i,-0.013837-0.050237i,-0.0105-0.058426i,0.0079318-0.052332i,0.020769-0.04441i,0.021839-0.033761i,0.01192-0.014819i,-0.0079924+0.0065551i,-0.021428+0.018317i,-0.020971+0.015001i,-0.015694+0.0058144i
-0.4289+0.025778i,-0.66818+0.058435i,-0.65309+0.096303i,-0.43787+0.076694i,-0.30215-0.0011046i,-0.29914-0.044265i,-0.27244-0.0306i,-0.19428-0.034257i,-0.12981-0.052399i,-0.091782-0.035826i,-0.068093-0.0020578i,-0.055366+0.013226i,-0.051616+0.01988i,-0.045916+0.036837i,-0.03431+0.044554i,-0.029764+0.031667i,-0.030239+0.017831i,-0.025705+0.012693i,-0.017208+0.01205i,-0.0062222+0.011935i,-0.0028501+0.011708i,-0.0088207+0.012245i,-0.012092+0.011325i
0.32954-0.26147i,0.50982-0.34873i,0.46283-0.25993i,0.22278-0.047726i,0.040468+0.1429i,0.0051217+0.22486i,0.016995+0.20176i,0.012797+0.13835i,0.0098625+0.07282i,0.023679+0.012807i,0.033445-0.030796i,0.021461-0.038334i,0.012595-0.012505i,0.031572+0.0047885i,0.057989-0.0085372i,0.059727-0.029442i,0.037372-0.033217i,0.012542-0.020248i,-0.0022818-0.004395i,-0.010195+0.0011989i,-0.013344-0.00055645i,-0.0071848+0.00091423i,5.5297e-05+0.0016182i
-0.082163+0.33916i,-0.15934+0.42871i,-0.14779+0.2421i,-0.029994-0.067004i,0.10168-0.22462i,0.17677-0.19502i,0.16287-0.094661i,0.11112-0.0054156i,0.0729+0.031185i,0.026875+0.02513i,-0.022537+0.030181i,-0.036886+0.046568i,-0.020681+0.038084i,-0.018904+0.0026002i,-0.046145-0.024196i,-0.06152-0.019533i,-0.045825-0.004609i,-0.018929+0.0021567i,0.0043137+0.005956i,0.018121+0.016831i,0.023217+0.030064i,0.021041+0.030797i,0.016541+0.025856i
-0.14907-0.25444i,-0.21142-0.31984i,-0.24624-0.12684i,-0.27483+0.16047i,-0.30302+0.2415i,-0.28427+0.16172i,-0.16838+0.089938i,-0.060506+0.027416i,-0.043427-0.013748i,-0.042375-0.0032737i,-0.0079577+0.020646i,0.029848+0.030414i,0.047044+0.029132i,0.048687+0.031672i,0.048271+0.034153i,0.037008+0.020843i,0.011514+0.0027554i,-0.0037326-0.0042335i,0.0026547-0.010929i,0.015742-0.028057i,0.020175-0.042236i,0.018178-0.040022i,0.012912-0.031871i
0.27808+0.086484i,0.4431+0.12818i,0.47401+0.042166i,0.38263-0.062231i,0.31899-0.017664i,0.30643+0.034566i,0.22558-0.0211i,0.10897-0.042096i,0.062657-0.00059957i,0.051944+0.0050437i,0.028928-0.020088i,0.014351-0.0353i,0.0063719-0.044287i,-0.018269-0.054159i,-0.045828-0.047231i,-0.045092-0.018855i,-0.023387+0.0076813i,-0.010214+0.012138i,-0.015194+0.0034896i,-0.033014+0.0025955i,-0.046321+0.010536i,-0.043407+0.016783i,-0.030972+0.017074i
-0.26822+0.069002i,-0.48109+0.06928i,-0.49823+0.072859i,-0.2809+0.046376i,-0.094743-0.07763i,-0.076891-0.18661i,-0.09334-0.17456i,-0.066416-0.13799i,-0.057657-0.11448i,-0.06045-0.060261i,-0.041725-0.015409i,-0.032766-0.013398i,-0.039882-0.013311i,-0.036085+0.016141i,-0.017065+0.047426i,0.00036977+0.050286i,0.0068189+0.032673i,0.0073893+0.014395i,0.0071662+0.0077766i,0.014332+0.011083i,0.027001+0.01152i,0.029946+0.0065798i,0.022866+0.0035672i
0.18048-0.15552i,0.38495-0.19534i,0.45237-0.15666i,0.25513-0.086505i,-0.01113+0.0084304i,-0.12775+0.11574i,-0.12127+0.15706i,-0.085354+0.14229i,-0.029513+0.11151i,0.020254+0.061842i,0.029698+0.014272i,0.016467-0.0034453i,0.008167+0.0036319i,0.021874+0.011813i,0.044972+0.0043958i,0.051599-0.0093426i,0.042428-0.0098777i,0.027252+0.0039054i,0.012005+0.011351i,-0.0027092-0.00043312i,-0.015028-0.016728i,-0.015605-0.020379i,-0.0072937-0.018974i
-0.057615+0.1345i,-0.21305+0.16574i,-0.32533+0.076814i,-0.21841-0.023807i,0.010744-0.040253i,0.12722-0.012196i,0.10948+0.038241i,0.074573+0.075042i,0.050846+0.055693i,0.015046+0.021712i,-0.022202+0.018646i,-0.041865+0.029023i,-0.03859+0.027134i,-0.027634+0.0087927i,-0.024911-0.0082924i,-0.022963-0.011917i,-0.016417-0.015244i,-0.012644-0.017845i,-0.013194-0.0089916i,-0.012832+0.010736i,-0.01065+0.028934i,-0.011151+0.030003i,-0.013742+0.023558i
-0.027234-0.060961i,0.054393-0.076976i,0.16037-0.0078328i,0.13498+0.04168i,0.003055-0.014949i,-0.065172-0.071261i,-0.028888-0.083345i,-0.0036682-0.094839i,-0.031814-0.079926i,-0.039544-0.035993i,-0.010893-0.00093505i,0.017076+0.025306i,0.033516+0.036039i,0.042988+0.023239i,0.046661+0.00019807i,0.03356-0.020119i,0.010378-0.02709i,0.002821-0.018666i,0.015827-0.0070699i,0.032171-0.0082836i,0.03577-0.01868i,0.028196-0.019005i,0.018018-0.012601i
0.052309-0.0071669i,0.025385-0.0065156i,-0.082258-0.061194i,-0.18411-0.088568i,-0.16615-0.0011494i,-0.042383+0.06884i,0.046946+0.040176i,0.063739+0.012337i,0.075379+0.010993i,0.075015-0.0075669i,0.049986-0.029102i,0.035454-0.032692i,0.032422-0.029153i,0.01027-0.030991i,-0.025831-0.029845i,-0.040981-0.012657i,-0.031172+0.010509i,-0.016823+0.019953i,-0.014179+0.013141i,-0.025953+0.0049313i,-0.036133+0.0078633i,-0.033061+0.013555i,-0.02088+0.012854i
-0.035509+0.026258i,-0.073169+0.037278i,-0.035059+0.1075i,0.088964+0.19077i,0.15643+0.15128i,0.10072+0.040618i,0.043105-0.01967i,0.02875-0.056079i,-0.0082308-0.075957i,-0.039938-0.044859i,-0.031219-0.011241i,-0.020432-0.016507i,-0.028362-0.02922i,-0.040515-0.012043i,-0.037668+0.021412i,-0.018792+0.037149i,-0.0013525+0.025723i,0.0062728+0.0024939i,0.007763-0.0094521i,0.015329-0.0025537i,0.027031+0.0070357i,0.026719+0.0090759i,0.017662+0.010394i
0.028521-0.00066418i,0.12427+0.00088539i,0.18991-0.049288i,0.11893-0.14819i,-0.0018817-0.16354i,-0.054217-0.084781i,-0.085971-0.033096i,-0.12063+0.0051185i,-0.090056+0.052561i,-0.026631+0.048559i,-0.004818+0.012855i,-0.0055438-0.0020722i,0.002374+0.0033027i,0.021636+0.012976i,0.038882+0.011405i,0.04007-0.00082742i,0.031902-0.0025632i,0.021863+0.007203i,0.015396+0.007797i,0.010128-0.0084951i,0.0024976-0.024682i,0.0018959-0.025286i,0.0082861-0.023048i
-0.028933-0.041496i,-0.15437-0.078029i,-0.29396-0.077479i,-0.29+0.0045534i,-0.16476+0.064614i,-0.083327+0.034465i,-0.071624+0.025399i,-0.049176+0.045117i,-0.020446+0.022589i,-0.024038-0.0021344i,-0.040109+0.0070437i,-0.047057+0.021974i,-0.044072+0.020809i,-0.035293+0.0097604i,-0.026545+0.0013357i,-0.018405-0.005713i,-0.014952-0.017164i,-0.020132-0.022214i,-0.03021-0.013832i,-0.035376+0.00070756i,-0.032712+0.012507i,-0.028692+0.013424i,-0.026721+0.011765i
0.05403+0.06762i,0.18641+0.13753i,0.35994+0.18236i,0.41399+0.1268i,0.30273+0.041602i,0.17177+0.037142i,0.12191+0.037606i,0.083579-0.0015225i,0.017947-0.014573i,-0.013554+0.00027969i,-0.0032486+0.0087671i,0.0063967+0.012536i,0.0061282+0.015588i,0.011707+0.0099373i,0.02228-0.0024954i,0.018983-0.010368i,0.0042976-0.0096901i,-0.0022305-0.0020115i,0.0058011+0.0083904i,0.017755+0.011711i,0.022797+0.0073681i,0.020571+0.005237i,0.015245+0.0048066i
-0.077958-0.078229i,-0.20644-0.17565i,-0.37397-0.28744i,-0.45587-0.30422i,-0.34897-0.2069i,-0.14425-0.10372i,-0.01754-0.028504i,0.033166+0.03312i,0.073684+0.049366i,0.079286+0.020292i,0.05522-0.0021i,0.043698-0.0020769i,0.042242+0.0059727i,0.028786+0.0072753i,0.0047998-0.00083009i,-0.011604-0.0030028i,-0.012574+0.0068194i,-0.0055574+0.014899i,-0.00074942+0.0086412i,-0.0066936-0.0038898i,-0.014688-0.0081945i,-0.01122-0.0062983i,-0.001985-0.0060508i
0.093251+0.044535i,0.17917+0.13389i,0.26047+0.28669i,0.288+0.38424i,0.20552+0.31037i,0.0611+0.16238i,-0.00011953+0.073199i,0.019999+0.013554i,0.011566-0.030096i,-0.017217-0.018215i,-0.01943+0.0058951i,-0.012915+0.0021571i,-0.017808-0.012525i,-0.0291-0.013616i,-0.032249+0.001865i,-0.020885+0.018025i,-0.0057793+0.020904i,0.0032993+0.01034i,0.0037579+0.0046484i,0.001834+0.013293i,0.00050535+0.020369i,-0.0052943+0.017735i,-0.010572+0.013059i
-0.077587+0.01559i,-0.098422-0.022093i,-0.073105-0.15567i,-0.038509-0.28905i,-0.013623-0.25253i,0.023139-0.11688i,0.019808-0.066627i,-0.03977-0.057054i,-0.061401-0.011268i,-0.026622+0.0093079i,-0.0031378-0.008163i,-0.0017121-0.0184i,0.0057502-0.008023i,0.024595+0.0072125i,0.037957+0.010909i,0.038922+0.0057508i,0.03417+0.0027971i,0.027618+0.002391i,0.02348-0.0022543i,0.023237-0.010104i,0.022358-0.0099308i,0.022373-0.0032679i,0.021682-0.0038995i
0.020914-0.081338i,-0.028757-0.10663i,-0.13917-0.037684i,-0.20782+0.080531i,-0.16468+0.079037i,-0.091627-0.029178i,-0.051419-0.072152i,-0.013055-0.053465i,0.01324-0.052228i,0.0039351-0.045565i,-0.013609-0.017284i,-0.020052+0.0067901i,-0.015979+0.0096204i,-0.011774-0.0025648i,-0.013092-0.012909i,-0.011528-0.019873i,-0.0078766-0.026423i,-0.011837-0.023836i,-0.023053-0.014144i,-0.029024-0.0088922i,-0.026837-0.010992i,-0.023634-0.012305i,-0.021072-0.0030596i
0.045124+0.11129i,0.14393+0.19211i,0.29696+0.20549i,0.37365+0.12384i,0.27308+0.063843i,0.11604+0.0873i,0.0556+0.090021i,0.034485+0.039711i,-0.0046371+0.0096777i,-0.0154+0.0069447i,-0.0026961+0.0005137i,0.0018193-0.0050337i,-0.0051383-0.0053443i,-0.008717-0.005013i,-0.00060431-0.0043874i,0.003977-0.0034995i,-3.487e-05-0.0024525i,-0.00091031+0.0019548i,0.0057226+0.011958i,0.015427+0.021843i,0.020338+0.024977i,0.016746+0.020409i,0.011059+0.011235i
-0.092593-0.099291i,-0.20633-0.22215i,-0.35626-0.33556i,-0.43451-0.33103i,-0.3249-0.21435i,-0.12462-0.10139i,-0.032226-0.03017i,-0.025516+0.031079i,-0.0019988+0.058314i,0.017436+0.036319i,0.011584+0.014205i,0.011295+0.010102i,0.017065+0.0091988i,0.011234+0.0073573i,-0.0025738+0.0040217i,-0.011529-0.0011041i,-0.011219-0.0049875i,-0.00617-0.007804i,-0.00074775-0.014419i,-0.0023955-0.024791i,-0.0058804-0.02841i,-0.0025536-0.022027i,0.0029875-0.013767i
0.10412+0.057958i,0.19153+0.18475i,0.26041+0.3585i,0.2694+0.43507i,0.17916+0.32665i,0.040664+0.15342i,-0.024143+0.054365i,-0.0087143+0.0087501i,0.00020406-0.019104i,-0.014272-0.013879i,-0.018496+0.0016108i,-0.015115+0.0049866i,-0.014634-0.00022491i,-0.017433-0.003368i,-0.019284+0.00048683i,-0.016716+0.0061406i,-0.01254+0.010788i,-0.0075888+0.012623i,-0.0050241+0.014769i,-0.0070158+0.019469i,-0.013568+0.019418i,-0.020719+0.015172i,-0.019432+0.010812i
-0.081877-0.0040751i,-0.12523-0.087729i,-0.10979-0.24661i,-0.064331-0.34626i,-0.03108-0.25802i,0.0057151-0.094609i,0.018604-0.027398i,-0.016899-0.022063i,-0.039137-0.0049218i,-0.023436+0.0012352i,-0.0097475-0.0096782i,-0.010956-0.016079i,-0.01226-0.0068931i,-0.00037995+0.010144i,0.016997+0.017951i,0.022595+0.016613i,0.017008+0.013723i,0.010945+0.0073782i,0.01117-0.0034599i,0.01594-0.008966i,0.022058-0.00047882i,0.026733+0.0095284i,0.023582+0.0067615i
0.041733-0.040417i,0.031187-0.017836i,-0.046859+0.092682i,-0.11279+0.20234i,-0.068051+0.16865i,0.006622+0.042821i,0.03148-0.014128i,0.047857-0.0019844i,0.056521-0.0034824i,0.035499-0.0091379i,0.013793+0.0041833i,0.0072979+0.015183i,0.0081018+0.013415i,0.0073669+0.0039889i,1.0808e-05-0.0044919i,-0.0044881-0.0089565i,-0.0040171-0.011124i,-0.0092907-0.008344i,-0.020831-0.0042658i,-0.029337-0.0072497i,-0.029426-0.016301i,-0.024553-0.021155i,-0.017444-0.013595i
0.014029+0.073548i,0.073127+0.11393i,0.20189+0.087997i,0.30657+0.0014917i,0.25171-0.048501i,0.1068-0.019525i,0.033909+0.014046i,0.019052+0.0034306i,-0.0010576-0.0075712i,-0.0075989+8.7549e-05i,0.00069414+0.0027258i,0.0022696+0.0020507i,-0.002001+0.0027344i,-0.0026914+0.0001583i,0.0028222-0.0027659i,0.0078432-0.00068598i,0.0097288+0.0049158i,0.01281+0.011792i,0.01735+0.019241i,0.020128+0.025875i,0.017919+0.027854i,0.011215+0.022537i,0.0055705+0.013258i
-0.058825-0.077385i,-0.13192-0.16919i,-0.24931-0.25523i,-0.33994-0.26488i,-0.28776-0.18742i,-0.14095-0.094349i,-0.054046-0.038973i,-0.042308-0.0051318i,-0.032948+0.019162i,-0.017994+0.021741i,-0.013976+0.013117i,-0.006416+0.0096576i,0.0071036+0.0099142i,0.0091192+0.0067017i,0.0014393+0.0020151i,-0.0030361-0.0021547i,-0.0014766-0.0075015i,0.00021277-0.012276i,-0.0028632-0.01744i,-0.0089879-0.022564i,-0.0097359-0.02072i,-0.0039699-0.014077i,-0.00081727-0.0074015i
0.075126+0.056832i,0.13261+0.16002i,0.18077+0.29083i,0.19271+0.34287i,0.13573+0.25505i,0.045504+0.11484i,0.0071662+0.030679i,0.020866-0.0049976i,0.027073-0.020946i,0.018537-0.01675i,0.012949-0.010122i,0.0060218-0.0088055i,-0.001257-0.0077482i,-0.0053905-0.0055101i,-0.0056086-0.0013564i,-0.0021467+0.00086761i,-0.00024778+0.00057982i,0.00093424+0.0025358i,0.0033635+0.011247i,0.0044417+0.020239i,-1.4331e-05+0.020545i,-0.0071211+0.015646i,-0.0087904+0.010471i
-0.060998-0.018905i,-0.093339-0.10142i,-0.086198-0.24225i,-0.071292-0.32868i,-0.076003-0.26177i,-0.059445-0.11826i,-0.032455-0.038178i,-0.032944-0.023609i,-0.033657-0.015338i,-0.017796-0.013351i,-0.0083017-0.017746i,-0.0065667-0.018477i,-0.0056728-0.015102i,-0.00151-0.0064474i,0.0051962-0.00079467i,0.0074286-0.0012839i,0.0045424-0.0007393i,0.0022006-0.0025886i,0.0054237-0.0087579i,0.013403-0.01217i,0.021956-0.0077006i,0.025886-0.00025065i,0.021249+0.003216i
0.027301-0.018548i,0.011955+0.023425i,-0.067698+0.13599i,-0.14355+0.24891i,-0.11974+0.25266i,-0.045432+0.16012i,-0.010007+0.082004i,0.0025144+0.05964i,0.016228+0.04279i,0.0161+0.021645i,0.0071508+0.016227i,0.0046429+0.01566i,0.0058173+0.009894i,0.0030099+0.0027027i,-0.0040042-0.00045149i,-0.0080377-0.0022054i,-0.0081344-0.0065334i,-0.010686-0.0071008i,-0.016637-0.0027873i,-0.020883-0.0026792i,-0.021569-0.010205i,-0.019151-0.017013i,-0.012567-0.014355i
0.0086475+0.037412i,0.051963+0.046984i,0.1625+0.025965i,0.27616-0.0074693i,0.27312-0.022427i,0.17084-0.01506i,0.085621-0.0089846i,0.041733-0.015808i,0.011344-0.021159i,-0.0029278-0.017894i,-0.005178-0.012471i,-0.010871-0.0070373i,-0.016858-0.0031344i,-0.014015-0.0029222i,-0.005574-0.0045959i,-0.00026104-0.0028021i,0.0017916+0.002863i,0.0055493+0.0082708i,0.013135+0.0099234i,0.018828+0.0072911i,0.01401+0.0065317i,0.004053+0.01002i,0.00075331+0.0091635i
-0.030126-0.044159i,-0.073805-0.090864i,-0.15369-0.14689i,-0.22227-0.17646i,-0.19301-0.15086i,-0.096521-0.093123i,-0.034579-0.052416i,-0.024705-0.030515i,-0.027906-0.010626i,-0.029752+0.00088282i,-0.027719+0.0056892i,-0.017399+0.012433i,-0.0039695+0.019225i,0.0020573+0.019326i,-0.0015647+0.013607i,-0.0069218+0.0084165i,-0.0074118+0.0052245i,-0.0067999+0.00080613i,-0.011305-0.0072292i,-0.018768-0.013838i,-0.019156-0.011957i,-0.011278-0.005823i,-0.0045321-0.0031985i
0.032786+0.03111i,0.065369+0.098419i,0.10471+0.1891i,0.13669+0.23846i,0.12418+0.19517i,0.072837+0.10675i,0.037022+0.052081i,0.034107+0.025535i,0.030846+0.007069i,0.020524+0.0033396i,0.016434+0.0039932i,0.010408+0.00029759i,0.0011308-0.0020224i,-0.0029929-0.0012487i,-0.00077808+0.0023786i,0.0032946+0.0045106i,0.0044532+0.0032806i,0.004195+0.0039583i,0.0059041+0.0093583i,0.0076995+0.015962i,0.0066705+0.018739i,0.0036223+0.016527i,0.00094981+0.0097935i
-0.029531-0.017317i,-0.043754-0.078169i,-0.027816-0.18622i,-0.0036495-0.28085i,-0.0046464-0.27665i,-0.014517-0.18313i,-0.01797-0.09366i,-0.020391-0.04819i,-0.019142-0.02312i,-0.011071-0.0090009i,-0.0042033-0.0045937i,0.0035201-0.00084779i,0.013015+0.0014866i,0.017417+0.00078073i,0.017165-0.0015847i,0.015942-0.0026735i,0.011904-0.00052251i,0.0064233-0.0005608i,0.003338-0.0044746i,0.0026191-0.0089288i,0.0055986-0.010995i,0.0096791-0.0084522i,0.0082925-0.0027009i
0.014839+0.0010248i,-0.00054562+0.030912i,-0.074185+0.09442i,-0.16825+0.14849i,-0.19401+0.14271i,-0.14511+0.09133i,-0.090883+0.047346i,-0.054588+0.036088i,-0.023208+0.034698i,-0.0018088+0.028366i,0.0052405+0.019574i,0.0069798+0.011065i,0.0063275+0.0058732i,0.0016859+0.0029545i,-0.0037714+0.00066031i,-0.0050992-0.0012967i,-0.0021474-0.0030956i,-0.0008806-0.0010672i,-0.0036164+0.0056693i,-0.0067092+0.013067i,-0.0091032+0.01189i,-0.011358+0.0022405i,-0.010211-0.0030553i
0.003859+0.018517i,0.0322+0.019689i,0.099321+0.016226i,0.1675+0.024625i,0.16978+0.045262i,0.12216+0.052829i,0.084281+0.037894i,0.054614+0.014664i,0.027547-0.0028241i,0.014452-0.011807i,0.0085946-0.017393i,-0.0008365-0.019816i,-0.0087655-0.018785i,-0.0083057-0.017676i,-0.0013912-0.017135i,0.0032348-0.015575i,0.0021995-0.012115i,0.0021686-0.0072344i,0.0078206-0.0042502i,0.014607-0.0047313i,0.014638-0.0037284i,0.0092882+0.0031758i,0.0056999+0.0081412i
