-0.0017477+0.0015312i,-0.00015554+0.00056214i,-0.00020457-0.00058604i,0.00016326-0.0010037i,-0.00054933+0.00018084i,-0.0020438+0.0011172i,-0.0022711+0.0020364i,-0.00098473+0.0025008i,0.00026145+0.0015291i,0.00073742+0.00065518i,0.0018207-7.7922e-05i,0.002093-0.00023158i,0.00087746-8.3879e-05i,0.00015581+6.6835e-05i,-0.00056737+4.8695e-05i,-0.00050968-0.00027492i,0.00014817-0.00035347i,9.2829e-05-0.00041878i,0.00034597+0.00013752i,0.00088472+0.00059053i,0.0007514+0.0006914i,9.8853e-05+0.00040664i,0.00017704+0.0002477i
0.0003249-0.00067273i,0.00018011-0.00071361i,-0.00056638-0.0012737i,-0.0013888-0.0018093i,-0.0018594-0.0014561i,-0.0021523-0.00084766i,-0.0026399+0.00038421i,-0.002201+0.0004667i,-0.0012764+0.00044836i,-0.00085018-0.00015379i,-0.00023381-0.00071743i,0.0002093-0.00042441i,0.00073522-0.00033998i,0.00041526-7.084e-05i,0.00073466-0.00028507i,0.00088334-0.00010699i,-7.4649e-05-0.00010545i,-5.0093e-05-0.00062666i,0.00037907-0.00027501i,0.00015307+0.00023965i,6.7905e-05+0.00043765i,-7.6205e-06+0.00050042i,-0.00057098+0.00052786i
0.0023529+0.0014626i,0.0024056+0.00039109i,0.001476-0.00069841i,0.00017896-0.00097709i,-0.0010537-0.00012023i,-0.0020589+0.000176i,-0.0016836+0.00052175i,-0.00039523+0.0012554i,0.00058027+0.00097137i,0.00034438-1.6102e-05i,0.0004095-0.00078448i,0.00069678-0.0010808i,0.00054543-0.000957i,0.00032467-0.0012256i,-0.00048327-0.001439i,-0.00078047-0.00078403i,-0.00024563-0.00047994i,6.3759e-05-0.00076559i,0.00060296-0.00053399i,0.00067916-0.00050321i,4.4039e-05-0.00033075i,-0.00097311-9.3835e-05i,-0.00076856-0.00058648i
-0.00017814-0.0001421i,-0.00069754+0.00010633i,-0.00094186-0.0010419i,-0.0021713-0.0017672i,-0.0021495-0.0011872i,-0.00133-0.00039964i,-0.0011887+0.00046747i,-0.00087893-9.9555e-05i,-0.00075487-0.0012463i,7.7963e-05-0.0014935i,0.00091977-0.0012049i,0.00051268-0.00024789i,-0.00014982+0.00060726i,-0.00046541+0.00048835i,-0.00046476-6.4359e-05i,-0.00018208-0.00023523i,0.00020467-0.00051748i,3.0014e-05+4.3882e-05i,-0.00042146+0.00079188i,-0.00052669+0.00053476i,-0.00031716+0.0003965i,-0.00020266+0.00023517i,-0.00064201+0.00052302i
0.0015366+0.00078681i,0.0011138+0.0021106i,0.00049511+0.0013899i,0.00030843-0.001263i,-0.00010721-0.0023156i,-0.0010651-0.0012281i,-0.0011851+0.00030717i,-0.00024899+0.00099165i,0.00053191+0.00055508i,9.1455e-05-0.00063689i,-0.00051775-0.00080272i,-0.00023443-4.4768e-05i,-8.7363e-05+0.00014443i,0.00038408+1.5633e-05i,0.00074969-0.0002945i,0.00069208-0.00047284i,0.00063063-0.000588i,0.00031431-0.0011775i,-0.00010518-0.0010484i,-0.00030359-0.00051503i,-0.00027426-0.00037099i,-0.00035361-0.00034985i,0.00031513-0.00032054i
-0.00069764-0.00011817i,-0.001756+0.00022782i,-0.0022772+0.00016602i,-0.0018789-0.00021895i,-0.0011927+0.00045512i,-0.00084487+0.0013985i,-0.0001962+0.00081041i,0.00055679-0.00042749i,0.00070198-0.00075631i,0.00040256-7.8667e-05i,0.00056332+0.00076539i,0.00022987+0.00055643i,-9.4767e-05+0.00012971i,7.0431e-07+7.9857e-05i,0.00046845+0.00016939i,0.00059308-9.6421e-05i,-0.00011878-0.00038181i,-0.0002835-8.1465e-05i,0.0001865+0.00047089i,0.00026792-0.00021527i,0.00011589-0.00072148i,1.5199e-05+0.00028809i,0.00033194+0.00035721i
-0.00090233+1.5616e-05i,-0.00087967-0.00089442i,-0.00056813-0.00040377i,0.00027481-0.00029198i,-0.00055037-0.00061286i,-0.0016124-0.0012014i,-0.0012382-0.00028149i,-0.00064359+0.00094728i,-0.00043495+0.00050161i,0.00033384+6.9228e-05i,0.0009794+0.00024489i,0.0011241-0.00049885i,0.00042763-0.0002001i,0.0002366+0.00010698i,0.0013473+3.5088e-05i,0.00097768+0.00059503i,0.00010155+0.00044436i,-0.00019562+0.00019126i,-0.00025091-0.00016339i,0.00038978-0.00080416i,0.00062827-0.00093211i,0.00047442-0.0001917i,0.00046459+0.00081793i
0.00022324-0.0023318i,-0.00090781-0.0016005i,-0.0012404-0.00088619i,-0.0012926-0.00015935i,-0.0012688-0.00024726i,-0.001156-0.00016557i,-0.0014002+0.00017877i,-0.00082936+0.00046453i,-0.0002104+0.00029814i,0.00017611-0.00051975i,0.00037275-0.00038774i,0.00028677-0.00058767i,0.00046126-0.0002664i,0.00025791-3.7803e-05i,-0.00080102-0.00037701i,-0.0014358-0.00011888i,-0.00051999+0.00025866i,-7.8324e-05-2.5654e-05i,0.00015474-0.00010098i,0.00028058+0.00023462i,0.00034544+0.00025186i,0.00018834+0.00011398i,-8.32e-05-6.1364e-05i
0.0016237-0.00012206i,0.0015197-0.0012509i,0.00066243-0.0022041i,0.00047791-0.0022402i,0.00020665-0.0018543i,-0.00040402-0.00043157i,-0.00082446+0.0014177i,-0.0006637+0.0017773i,-0.00023764+0.00054844i,9.975e-05-0.00048333i,0.00044658-0.00021556i,0.00096983+0.00069543i,0.0012025+0.0013243i,0.00050213+0.0011588i,0.00028786+0.00045501i,8.573e-06+0.00046636i,-0.00027982+0.00012891i,-0.00024759-0.00016481i,6.7574e-05-9.5522e-06i,0.00015545+0.00033806i,0.00053469+0.00067948i,0.00078791+0.00048906i,0.00036911+0.00033999i
0.0017122+0.0014069i,0.0019603-0.00064482i,0.0027753-0.0021404i,0.0015276-0.0019523i,-0.00049688-0.0013852i,-0.00066552-0.0012595i,-2.5103e-05-5.0216e-05i,0.00071179+0.00060056i,0.00075313-0.00034735i,0.00027708-0.0013993i,-0.00015047-0.0015342i,-0.00083364-0.0015684i,-0.0011869-0.00080829i,-0.00089001-0.00010225i,-0.00029758-0.00033346i,0.00018753-0.00036777i,0.00042646+0.00011148i,0.00023942+0.00075551i,-0.00059655+0.00065205i,-0.0012572-9.0773e-05i,-0.00078862-0.0005265i,-0.00055002-0.00028403i,-0.00030846-0.00048782i
-0.0012328+0.0019125i,-0.00051897+0.0021684i,-0.00031824+0.0020237i,-0.0016984+0.00074311i,-0.0020911-7.9871e-05i,-0.0016666+0.0012458i,-0.0010455+0.0020936i,5.6474e-05+0.00089567i,0.00094952+0.00062435i,5.6389e-05+0.0011528i,-0.00097637+0.00042407i,5.2272e-05-0.00069189i,0.00081368-0.00077304i,0.00077695-0.00040025i,0.001118-0.00027839i,0.00090106-0.00045699i,-7.4488e-06-0.00034484i,-0.00035331-0.00037669i,0.00020181-0.00067339i,0.0007713-8.519e-05i,0.00068+0.00057988i,7.4425e-05+0.00091335i,-0.00038713+0.0010215i
-0.0006008-0.00085126i,-0.00068738-0.00065278i,-0.0012049-0.0011213i,-0.0019461-0.0002573i,-0.0021631+0.00031259i,-0.0016835+9.4406e-05i,-0.0013091+0.00017874i,-0.00045899+0.0010674i,-7.8526e-06+0.00090015i,0.0003112-0.00043283i,0.00076473-0.00032797i,0.00054423-4.8666e-05i,0.00041082+7.1656e-05i,0.00055172-5.4162e-05i,0.00074231-0.00057097i,-0.00011696-7.5065e-06i,-0.00032322+0.00034065i,0.00041315+0.00010944i,0.00014045+0.00037932i,-0.00055244+0.00043813i,-0.00070244+0.00019346i,-0.00060598+0.0004594i,-0.00024367+0.00044267i
-0.0019997-0.00080958i,-0.0021058-0.00043751i,-0.002262-0.0002849i,-0.0017722+0.00067381i,-0.00082424+0.0017212i,-0.0004717+0.0020127i,-0.00069419+0.0011368i,-0.00068884+0.00086889i,-0.0010242+0.0012717i,-0.00076517+0.0014365i,0.0005604+0.0009026i,0.00091272+0.00047108i,0.00036763+0.00060683i,0.00070081+0.00074367i,0.0010597+0.00042546i,0.00027073-8.6208e-05i,-0.00065497-0.00045763i,-0.00069494-0.00046438i,0.00016748-0.00046392i,0.00045603-0.00081491i,0.00042098-0.00027394i,-0.00019742+0.00025692i,-0.00095717-1.9745e-05i
1.8283e-05+0.00060724i,0.00063235-0.00025168i,-4.8832e-05-0.00037896i,-0.00087747-0.00022343i,-0.001145-1.8484e-05i,-0.0013056-0.00011008i,-0.0011203+0.00012911i,-0.00096442+0.0010949i,-0.00086864+0.0012593i,-0.00098747+0.00093604i,-0.00082725+0.00047041i,-6.8109e-05+0.00010713i,0.0004507-0.00026181i,0.00075159-0.00055236i,0.00037568-0.00082777i,0.0005463-0.00062591i,0.00080678-0.0003788i,0.00025743-0.00017245i,0.00036866+0.00031556i,0.00018623+0.00026771i,0.00028105-0.00015831i,-5.0841e-05-0.00016093i,-0.0010105+0.00025781i
0.0001968+7.8488e-05i,-7.9431e-05-0.00010755i,-0.00020854-0.0011153i,-0.00080876-0.001949i,-0.0015671-0.0015386i,-0.0022063-0.0012127i,-0.0017548-0.00047813i,-0.00081528+0.00011904i,-0.00046842+0.00022922i,-0.00037417-0.00023008i,-0.00061317-0.00076806i,-0.00084507-0.00050578i,-0.00099589+0.00012002i,-0.00071281+0.00023355i,6.2314e-05+0.00053451i,-3.9506e-05+0.00019753i,-0.00029648-0.00036917i,-0.00051206-0.00025875i,-0.00068207-4.6286e-05i,-0.00037465+0.00025101i,0.00022753+0.00041039i,0.0002103+0.00034303i,-0.00030232+0.00024796i
0.0033261-0.0010532i,0.0019092-0.00178i,0.00069105-0.0025116i,-0.0011234-0.0020539i,-0.0013487-0.001102i,-0.00062934-0.00021976i,-0.0007059+0.0009425i,-0.00064721+0.00051567i,-0.00021663-0.00088021i,-0.00024849-0.0016424i,-0.00037231-0.0013973i,-0.0004833-0.00047624i,-0.00017064+0.00050126i,-5.8727e-05+0.0006875i,-0.00073216-8.6388e-05i,-0.00056878-0.0014111i,0.00015611-0.0017454i,3.3472e-05-0.00066176i,-0.00026037+8.1817e-06i,-0.00027897-7.7328e-05i,-0.0001439+0.00045652i,6.6438e-05+0.00021949i,0.00050287-0.0010694i
0.00070864-0.00096552i,-3.8125e-05-0.0011071i,-0.00060543-0.0014357i,-0.0013764-0.00093134i,-0.0023059-0.00037627i,-0.0018329+4.9279e-05i,-0.0011168+0.0009005i,-0.0014247+0.00089497i,-0.0012862+0.00023352i,-0.00038536+0.00022496i,-0.00016038+0.00011086i,-0.0002897-0.00052663i,-8.1438e-05-0.0012858i,0.00049632-0.00041604i,0.00023232+0.0012091i,-0.00018084+0.0011287i,0.00024666-3.5583e-05i,0.00080086-0.00062039i,0.00035285-0.00053541i,-0.00035621+0.00011578i,-9.3107e-05+0.0004951i,-0.00021284+0.00031473i,-0.00068108+8.4389e-05i
-0.0022126-0.00099438i,-0.0016555-0.00085709i,-0.0024474-0.00012699i,-0.0024477+0.00053763i,-0.0013416+0.00066564i,-0.0010186+0.001148i,-0.0010775+0.0013738i,-0.00071655+0.0011154i,-0.00066003+0.00098271i,-0.00096625+0.00072274i,-0.00044133+0.00036856i,0.00030437+8.311e-05i,0.00057144+0.00023753i,0.00072535+0.00075124i,0.00030885+0.0014535i,-1.4093e-05+0.00085357i,0.00013345-0.00044258i,3.8756e-05-0.00021075i,0.00019417+0.00066378i,-0.00011604+6.3291e-05i,-0.0005313-0.00035585i,-8.7737e-05-9.5057e-06i,0.0013891-0.00028449i
0.00066893+0.002181i,0.00084664+0.0015751i,0.00064883-0.00041413i,-0.00046359-0.0020871i,-0.0012035-0.0015158i,-0.0015208+0.00050779i,-0.0017862+0.002435i,-0.0010446+0.0015268i,-0.00062542-0.00068702i,-0.00089461-0.0011758i,-0.000452-0.00050042i,-0.00027449+0.00041459i,-0.00029825+0.00076737i,8.1609e-05+0.00040918i,0.00022237+1.5206e-05i,-0.00019027-0.00036271i,-0.000194-0.0002391i,-0.00061686-0.00021253i,-0.00029687-9.7313e-05i,0.00018404-0.00018547i,-0.00020377+7.5508e-05i,-0.00050632-0.00033965i,4.5022e-05-0.00055097i
-0.0015952-0.0011228i,-0.00077893-0.0021631i,-6.3197e-05-0.0016856i,8.6754e-05-0.0010576i,0.00034668-0.0014477i,0.00081-0.00095534i,0.00044223+7.7377e-06i,0.00014237+0.00073117i,0.00021665+0.00080272i,0.00024211+7.4329e-05i,0.0001634-0.00031809i,7.5975e-05+8.8061e-05i,0.00017302+0.00060002i,0.00015166+0.00032302i,7.1724e-05-8.5394e-05i,0.00042708+2.8782e-05i,0.00036789-6.7781e-05i,0.00028115+0.00022195i,0.00034639+0.00084846i,-0.00020017+0.00053315i,-0.00034121-8.2181e-05i,0.0005134+1.3764e-05i,0.00016841+0.00055037i
0.0012959+0.00032455i,0.0014542-0.00091081i,0.0019633-0.00092584i,0.00090032-0.000557i,-0.00080889-0.00030475i,-0.0016169-0.00026141i,-0.0014195-0.00021562i,-0.00051174+0.00041774i,0.00015125+0.00077669i,0.00046382+0.00026568i,0.00078531+0.00017055i,0.0012611+0.00026164i,0.0013487+0.00031911i,0.00059542+0.00050908i,0.00017431+0.00044388i,0.00067369+0.0005412i,0.00082368+0.00068817i,0.00070063-4.1352e-05i,0.00040605-0.00059308i,-8.6325e-05+0.00023799i,-0.00038902+0.0006281i,-0.0008248+0.0006306i,-0.00054231+0.0004532i
-0.00049403-0.0012247i,-0.001133-0.00056226i,-0.0011933-8.6793e-05i,-0.0012862-0.00040571i,-0.0017503+0.00029024i,-0.0017494+0.0011842i,-0.0015429+0.00076327i,-0.0014338+0.00065325i,-0.0011125+0.00045091i,-0.00050591+0.00024119i,1.6369e-06-0.00024814i,0.00043257-7.7325e-06i,0.00066934+0.00077792i,0.00027237+0.00089954i,0.00023528+0.00086893i,-0.00026442+0.00045793i,-0.0010277+0.000224i,-0.00066739-4.8783e-05i,0.00011621-0.00025259i,0.00075435+2.3137e-05i,0.00057685-0.00036118i,0.00033927+1.9056e-05i,0.00011843+0.0007048i
-0.00043879+0.00098643i,0.0004757+0.00065742i,0.0010424-0.00029286i,0.00086096-0.0017402i,0.00013776-0.0016522i,-8.3634e-06-0.00046953i,-1.0883e-05+0.0006843i,-0.00051726+0.00049427i,-0.00041554-0.00024262i,-0.0005248-0.0013047i,-0.0004154-0.0014155i,-0.00016674-0.00051601i,-0.00056593+0.00042674i,-0.00083657+0.00034461i,-0.00047132-0.0003049i,-5.5546e-05-0.00010726i,0.00028636+0.0001071i,0.0012553+9.8586e-05i,0.001045+0.00039811i,0.00044117+0.00033688i,0.0007544+2.278e-05i,0.00053849+9.1997e-05i,-0.00027026+0.00011201i
0.00099144-0.00026655i,-0.00032288-0.0012762i,-0.001645-0.00019687i,-0.0017552+0.00040476i,-0.0014382-0.00014788i,-0.0011999+2.5641e-05i,-0.00082031+0.0007917i,-0.00066857+0.0012068i,-0.0010084+0.00054191i,-0.0008483-6.2799e-05i,-0.00026143-0.00059974i,-0.00051065-1.5841e-05i,-0.00071623+0.00093314i,-0.00091349+0.00035065i,-0.00021574-0.00035154i,0.00051735-0.00073312i,0.00027806-0.0017932i,-3.4108e-06-0.0011487i,-0.00015586+0.00036219i,-0.00036433-0.00018412i,-0.0005452-0.0012923i,-0.00057089-0.001409i,-0.00023035-0.00029199i
-0.0012802-0.0033915i,4.3631e-05-0.0032551i,-0.00069191-0.0019529i,-0.0011589-0.00094309i,-0.0011984+0.00024506i,-0.0011223+0.00043382i,-0.00099045+0.00027542i,-0.0015076+0.00085452i,-0.0013517+0.00056205i,-0.00037374-0.00018263i,0.00017059-0.0007953i,0.00015852-0.0003126i,0.00028821-0.00027469i,-0.00010412+0.00033101i,-0.00036109+0.00084453i,-0.00017414-0.00015006i,9.3784e-07-0.0014103i,-0.00038005-0.0015319i,-0.00090279-0.00084508i,-0.0010324-7.1276e-05i,-0.00053608-0.000225i,0.00054322-0.0004601i,0.00061259+4.2321e-05i
-0.0006365-0.00050987i,-0.0002237-0.00023338i,-0.00060803+0.00089878i,-0.00022698+0.0017257i,3.2541e-05+0.0020555i,0.00027624+0.0019962i,-0.00048986+0.0010837i,-0.00058077+0.00059501i,0.00023888+0.00052174i,0.00060276+0.00038184i,0.0010565+0.00029597i,0.00055421+0.00016623i,-0.0002317-0.0003711i,-0.0005943-0.00055459i,0.00022407+7.371e-05i,0.00013262+0.00062973i,-4.4848e-05-0.00017566i,0.00032816-0.00027925i,-0.00012741+0.00035069i,-0.00021929+0.00022766i,0.0003724-2.4275e-05i,0.00038888-0.00037101i,0.00033207-0.00028703i
0.00033022+0.0021807i,0.00056729+0.00065435i,0.00052103-0.0015865i,-7.5991e-05-0.0028859i,-0.00030249-0.002194i,-0.0012255-0.0013564i,-0.0016875-0.0014035i,-0.0013037-0.0015145i,-0.00057538-0.0010637i,0.00067703-0.00062169i,0.00082169-0.00055859i,7.3187e-05-0.00017368i,0.0002681+0.00034906i,0.00090679-0.00014322i,8.3786e-05-0.00037222i,-0.00035002-0.0002256i,0.00051327-0.00021095i,-4.2668e-06-7.1097e-05i,-0.00044374+0.00019798i,-0.00017102+0.00056603i,-1.5756e-05+7.3992e-05i,0.00049743-0.00063318i,0.0010197-0.00074517i
0.00021605+0.0029824i,0.0015653+0.0021585i,0.0030535+0.00033044i,0.0028983-0.00035461i,0.00099054+5.8525e-05i,-0.00075364+0.001154i,-0.00099841+0.0012063i,-0.00019247+9.5465e-05i,0.00033875+0.00014171i,0.00032557+9.2425e-05i,0.00022132-0.00043471i,0.00026887-0.00048727i,0.00023849+6.4474e-05i,0.00040613+0.0008218i,0.00089543+0.00072288i,0.00019637-0.00031781i,-0.00036222-0.001106i,0.00021349-0.00083733i,0.00075895-0.00038477i,0.00014167-0.00039304i,-1.8689e-05-0.00017832i,-8.2525e-05+0.00030508i,-0.0005986+0.00031947i
-0.00012645+0.00023158i,-0.0018027+0.00039691i,-0.002299+0.00070882i,-0.0013588-0.00010181i,-0.00057723-0.00069332i,-0.00042009-0.00066515i,-0.00068379-1.5665e-05i,-0.00029813+0.0011294i,0.00047823+0.00071226i,0.00083872-0.001021i,0.00048925-0.00096832i,0.0004093+1.3935e-05i,0.00045567+0.00080684i,-0.00010307+0.0013906i,0.00015237+0.00084298i,-2.5691e-05+2.1389e-05i,-0.00066869-0.00059011i,-5.6554e-07-0.00028664i,-0.00014099+0.00019509i,-0.00062606-0.00045627i,-0.00029464-0.00050199i,-0.00015404-0.00020116i,-4.5282e-05-0.00042543i
-0.0005725-0.0018411i,-0.0010559-0.0017509i,-0.0014862-0.0010005i,-0.0023206-0.00064306i,-0.0024071-0.0010307i,-0.0022044-0.00031072i,-0.0021259+0.00017911i,-0.0013036+0.00023687i,5.6656e-05+0.0004689i,0.00057264+0.00031856i,0.00023286-2.4083e-05i,0.00021476-0.00027199i,-0.00014592-0.00033772i,-0.00030181+0.00047977i,-0.00011608+0.00058127i,-0.00063616+0.00060884i,-0.00077991+0.0010773i,3.3702e-05+0.00041604i,0.00072891-0.0005454i,0.00037883-0.00032269i,-0.00018233+0.0004876i,-0.00016525-0.0002606i,-0.00041917-0.0011842i
0.0013047-0.0017312i,0.00020298-0.001206i,-0.0011871-0.00054383i,-0.0021925+0.00040743i,-0.0025102+0.001014i,-0.0024183+0.0017525i,-0.0017522+0.0022403i,0.00020433+0.0010308i,0.00026257-8.0791e-05i,-0.00094823-0.00038495i,-0.0010165+7.4636e-05i,-0.00065047+0.00095295i,-0.00046048+0.0012556i,-0.00036664+0.0011453i,-9.1137e-05+0.00074895i,4.5444e-05+0.00021888i,-0.0002517+0.00012512i,-0.00012475+0.00025222i,-0.00013417+0.00039297i,-0.00039625+0.00038508i,-0.00061207+1.7924e-05i,0.00063775+9.4152e-06i,0.0012481+0.00036346i
-0.0009264-0.002545i,-0.0016682-0.0032022i,-0.0031016-0.00308i,-0.0029257-0.0016172i,-0.001873-3.6466e-05i,-0.00078283+6.6834e-05i,-0.0003932-0.00034465i,-0.00075017-4.5698e-05i,-0.00043237+0.00053227i,0.00015493+0.000828i,-0.00048019+0.00061193i,-0.00029058+0.00021597i,0.0007815-0.00023786i,0.001119-0.00066665i,0.00069144-0.0009735i,0.000517-0.0003023i,0.00060338-5.0481e-05i,0.00015088-0.00038265i,0.0001782-0.00012172i,1.6121e-05-3.0409e-05i,-0.00066617+0.00014903i,-0.00071685+0.0006568i,0.00027478+0.00036985i
-0.0012744+0.001507i,0.00036003+0.0017221i,0.00097285+0.0014013i,0.0014116+0.0014692i,0.0014469+0.0011655i,0.00036233+0.00012623i,-0.00035833-0.00077311i,-0.00027295-0.00051945i,-0.00057123+0.00032907i,-0.00045863+0.00026028i,0.00080421-2.3363e-05i,0.0012169-4.3084e-05i,0.00017049-0.00011855i,-0.00027824+0.00014541i,-1.9839e-05+0.0003134i,-0.00037852-2.4546e-05i,-0.00020593-0.00032824i,9.3038e-05-0.00037274i,2.9986e-05-0.00021379i,-6.0037e-05+2.005e-06i,0.00019186+0.00019603i,0.00042059+0.00060944i,0.00025887+0.0003721i
-0.0026405+0.00072777i,-0.0020843+0.0014683i,-0.0015849+0.0018098i,-0.00087034+0.0006745i,-0.00060929-0.00035711i,-2.9082e-05+9.5014e-05i,5.9139e-05+0.00077771i,-0.00056511+0.00091006i,-0.00038157+0.00080571i,-0.00011953+0.00027132i,-0.00046445-2.1541e-06i,-1.9365e-05+0.00028482i,0.001081+0.00056877i,0.0016322+0.0014532i,0.0012448+0.0011093i,0.00039919+0.0001682i,-0.00051596+7.3089e-05i,-0.00053167+0.00022446i,-0.00029611+0.00069973i,-0.00055846+0.00092671i,-0.00067073+0.00034069i,-0.00066664-0.00014243i,-0.00015861-0.0003774i
-0.001185+0.00022652i,0.00025409-0.001878i,0.0012316-0.0024116i,0.0012974-0.0018669i,0.00036685-0.0011195i,-0.0008546-0.0001911i,-0.0011565+0.00024182i,-0.00029914+0.00057821i,0.00052147+0.00030247i,0.00088624+0.00040469i,0.00033517+0.00010789i,-0.00032368-0.0009343i,1.7112e-05-0.00074712i,-0.00017249-0.00029669i,-0.00056017-0.00039854i,-0.00030744+0.00031423i,0.0001687+0.00043618i,0.00032888+0.00020517i,6.1758e-05-0.00014686i,0.00025785-0.00018492i,0.00039497-3.0019e-05i,0.00030191-0.00012532i,0.00025232-8.5674e-06i
0.00070326+9.1101e-05i,0.00035875+0.00012783i,-0.00072741+0.00024908i,-0.0013509+0.00032698i,-0.0013536+0.00067858i,-0.0013206+0.00088893i,-0.00084373+0.0012627i,0.00062716+9.2153e-05i,0.0016213-0.0011244i,0.0012049-0.00058991i,4.9709e-05-0.00050076i,-0.00021351-0.00062252i,-0.00059992+0.00039091i,-0.00070973+0.00056146i,-7.7073e-05-0.00019205i,-0.00022334-0.00047217i,-0.00036962-0.0001232i,6.1533e-05+0.00054945i,-1.658e-05+0.00054097i,-4.0106e-05+0.00048455i,-0.00030146-0.00037448i,-0.00046549-0.00094615i,-0.00034492-0.00065396i
5.1838e-05-0.0033838i,-0.0015694-0.0027723i,-0.0029697-0.0014817i,-0.0027873-0.001563i,-0.0020489-0.0018016i,-0.0017978-0.0010299i,-0.0023983-0.00023604i,-0.0016444+0.00031595i,-0.00095238+0.00047594i,-0.0010787+0.00027737i,-2.7906e-05+0.00018042i,0.00081715-0.00047275i,-0.00040324-0.00059688i,-0.0013544-0.00085317i,-0.00082923-0.0009297i,0.00024318-0.00055856i,0.00071985-9.0942e-05i,0.00018067+5.8896e-05i,0.00011384-0.00021352i,0.00042582-0.0002612i,0.0002042-0.0010344i,-0.00016855-0.0011704i,-0.00015088-0.00016958i
0.0015718-0.0011801i,0.0016197-0.0010661i,0.00018083-3.9701e-05i,-0.00035404+0.00066831i,-0.00026973+0.00069685i,-0.00049609+0.0005811i,-0.0012259+2.5703e-05i,-0.00092866+3.1686e-05i,-0.00058366+0.0012838i,-0.00024029+0.0012661i,0.00063383+0.00075959i,0.00037266-6.3045e-06i,0.00021656-0.00069475i,0.00029708-0.00039306i,-2.4044e-05+0.00043696i,-0.00019789+0.00052921i,-4.6991e-05+0.00083647i,0.00015073+0.00088803i,-0.00031148+0.00010108i,-0.00045369-2.8794e-05i,-0.00037008+0.00012746i,-0.00068093+0.00037956i,-0.0011669+0.0010759i
-0.002564+0.00084773i,-0.0022585+0.00076959i,-0.0019721+0.00064791i,-0.00064025+0.00070815i,9.4535e-05+9.8351e-05i,0.00023495+0.0003525i,-4.1229e-05+0.0019093i,-0.00039169+0.0017958i,-8.47e-06+0.00037309i,0.00082692-0.00040879i,0.00090197-0.00080032i,0.00022255-0.00097759i,-0.00010093-0.00026825i,0.00023079+0.00045321i,0.00055239+0.00038557i,0.00061772+0.00039634i,0.00041458+0.0002578i,0.00037985-2.2526e-05i,0.00054971+0.00019064i,-0.00014718+3.544e-05i,-0.00059871-0.00021065i,-0.0007039-0.00030716i,-0.00037977-0.00042628i
-0.0015321-0.0023278i,-0.00049849-0.0022446i,-0.0013826-0.0016246i,-0.0016264-0.00057313i,-0.001042+0.00045214i,-0.0010451+0.00064783i,-0.0011284+0.00080286i,-0.0003415+0.00026327i,0.00041393-0.00064124i,0.00017102-0.00046765i,0.000123-0.00014733i,8.7974e-05+0.00018308i,-0.00037104+0.00037335i,-0.00039645+0.00019475i,-0.00022691+0.00069219i,-0.00038435+0.00037794i,0.00037257-0.0004594i,0.00072643-0.00063354i,-0.00012521-0.00042734i,-0.00029257-0.00024973i,4.4941e-05-0.0001115i,0.000648-0.00015651i,0.00040889-0.00027748i
-0.0021773-0.0019922i,-0.0021335+4.6014e-05i,-0.0034449+0.0020942i,-0.0030337+0.0026254i,-0.0011345+0.0029115i,-0.00031093+0.0026342i,-0.0012308+0.0018848i,-0.0013048+0.00077679i,-0.00084506-0.0001626i,-0.00046053+6.3918e-05i,0.00043989+0.00088712i,0.0011629+0.0010338i,0.0019617+0.00014324i,0.0020528-6.9515e-05i,0.0011917+0.00037857i,0.00091425+0.00048148i,0.00053113+0.00022441i,0.00051934+3.0037e-05i,0.00047448-0.00019334i,0.00039585-0.00030506i,0.00078504+0.00010946i,0.00059549+0.00027041i,0.00012189-0.00012369i
-0.0052614-0.0019933i,-0.0047039-0.0017594i,-0.0034468+0.0012686i,-0.00061184+0.0018991i,-0.00030625+0.0013794i,-0.0014826+0.0006952i,-0.0024899+0.00077904i,-0.0016591+0.0014781i,-0.00081162+0.0014983i,-0.000603+0.0016049i,1.4262e-06+0.00090438i,0.00045563+6.4222e-05i,0.00031339+0.00033985i,0.00025058+0.0012557i,0.00053225+0.0016127i,-0.00010954+0.00077322i,-0.00087357+0.00023444i,-0.00058714-0.00048947i,-5.0311e-06-0.0016356i,-1.7913e-05-0.0016096i,-0.00024743-0.00058992i,2.3862e-05-7.6308e-06i,0.00051492+8.2108e-05i
-0.0067319-0.0063291i,-0.0052833-0.004969i,-0.0077255-0.0010737i,-0.0055426+0.0020727i,-0.0022038+0.004739i,-0.00074706+0.0046152i,-0.0017869+0.0018346i,-0.0029922+0.00055027i,-0.002794+0.0012227i,-0.0012692+0.002421i,0.00092354+0.0031933i,0.0024867+0.0023102i,0.002927+0.00093045i,0.00198+0.0002267i,0.0011734+0.00044571i,0.00098611+0.00020987i,0.00079297-0.00057308i,0.000405-0.00026537i,0.00055765-6.3814e-06i,0.00075539+0.00014174i,0.00030879+0.00040425i,-0.00019007-0.00018829i,0.00060378-0.00023335i
