-0.002105-0.00029395i,-0.0016117+0.00066491i,-0.0016353+0.0011186i,-0.0014189+0.0014209i,-0.0011408+0.0026294i,-0.00027196+0.0034339i,8.3932e-05+0.0030054i,0.00050714+0.0024034i,0.0011622+0.0017567i,0.0019301+0.00092097i,0.0016047-0.00076956i,0.00060144-0.0015688i,2.8842e-05-0.00079864i,0.0001475-0.00041051i,0.00016549-0.00038029i,-9.3667e-05-0.00017788i,0.00014319+0.00030814i,0.00070249+0.00064261i,0.00095668+0.00056541i,0.00067687-0.00027002i,-0.00030442-0.00051809i,-0.00069744-0.00034015i,-0.0004426-0.00027241i
0.00037984-0.00011424i,0.00016827-0.00038095i,0.0002687+2.8842e-05i,0.0018493-0.00033786i,0.0029801-0.00068274i,0.0026699-0.00012179i,0.0024227+0.00099175i,0.0019098+0.00091287i,0.00079771+0.00064104i,0.00026197+0.00045619i,0.0001459-0.00022365i,0.00051381-0.00035458i,0.00052429+0.00033558i,0.00044157+0.00055895i,0.00031276+0.00090398i,-0.00014508+0.00079502i,0.00053013-0.00013023i,0.00068394-0.00032455i,0.0003192+0.00021112i,0.0010572+0.00031799i,0.0012766+0.0001974i,0.00035508-0.000385i,0.00013117-0.00040911i
-0.00035157+0.0028296i,-0.00039556+0.003183i,0.0016503+0.0027396i,0.0036865+0.0018118i,0.004484+0.001429i,0.0040269+0.0017943i,0.0027488+0.0018308i,0.0018002+0.001251i,0.0012044+0.00060111i,0.00013352-0.00043184i,3.5745e-05-0.00031677i,0.00018765+0.00041925i,-6.3401e-05+0.00027418i,7.6748e-05+0.00088541i,0.00025192+0.0013972i,-0.00011866+0.00084637i,-0.00032121+0.00044846i,-0.00013299+0.00062085i,1.248e-05+0.00077041i,3.6109e-05+0.00070977i,-0.00016693+0.0001411i,0.00024956+8.1957e-05i,0.00055671-9.5021e-05i
0.0034997-0.00032339i,0.0032302+0.00017776i,0.0023646+0.00072708i,0.0022624+0.0024123i,0.0034224+0.0032656i,0.0035431+0.0026639i,0.0025627+0.0022771i,0.0012564+0.0013988i,0.00014512-0.00018851i,-0.00054226-0.00097235i,-0.0002874-0.00061138i,-0.00021914+0.0007285i,-0.00067055+0.00055454i,-0.00089048-0.00014256i,-0.00042704+0.00026408i,0.00022771+0.00084853i,0.00050629+0.00079299i,0.00015631+0.00042879i,-0.00023275+0.00014436i,6.4869e-05+0.00020284i,0.00017273+3.7557e-05i,0.00029681-7.0369e-05i,0.000432+0.00030294i
-0.00023078-0.0039312i,-0.0018748-0.0028512i,-0.0028356-0.00050638i,-0.0016565+0.0030177i,0.00066282+0.0051095i,0.0014324+0.0052276i,0.00028631+0.0039299i,-0.00078039+0.0016178i,-0.001412+0.00028893i,-0.0013905-0.00022672i,-0.00067789-0.00063956i,-0.00075193-0.0010042i,-0.001069-0.0012808i,-0.00056464-0.00071158i,-0.00066827-0.00014265i,-0.0011764-0.00012496i,-0.00047089-0.00047357i,0.00040332-0.00035954i,0.00027949-2.5517e-05i,8.8391e-05-0.00061083i,0.0006077-0.0010325i,0.00068486-0.00095121i,-0.00015831-0.00097601i
-0.0029353-0.0014144i,-0.0034007-0.00015873i,-0.0048176+0.0022962i,-0.0042445+0.0044441i,-0.0017237+0.00566i,-1.7006e-05+0.0045894i,0.00033717+0.001529i,-0.00047873-2.7736e-05i,-0.0015097+0.00027981i,-0.0013773+0.00021202i,-0.0015423+0.00047799i,-0.0017906+9.2047e-05i,-0.00070168-0.00071487i,-4.2115e-05-0.00033922i,-2.3686e-05-2.3286e-06i,-0.0003694-6.0443e-05i,-0.00021638+0.00021078i,0.00030038+9.1364e-05i,0.00055114-0.00010029i,0.00072047+0.00032733i,0.0006534+0.0011864i,-0.00047361+0.0010792i,-0.00082703+0.00061128i
0.0023856-7.1959e-05i,0.00056636-0.0016329i,-0.0017083-0.0015222i,-0.0031565-4.5446e-05i,-0.0028059+0.0020892i,-0.0016707+0.0025563i,-0.0010724+2.2891e-05i,-0.0007486-0.0013992i,-0.00083817-0.0018574i,-0.0011512-0.0024264i,-0.0014675-0.0018581i,-0.00073223-0.00075459i,0.00011803-0.00024998i,0.00013159-0.00055996i,-2.3437e-05-0.0005201i,-0.00035827-0.00040454i,0.00014273-0.00036329i,0.00073864+0.0004013i,0.00011443+0.00039034i,7.4141e-05-0.00014274i,0.00070956-0.00037545i,0.00059808-0.00055614i,3.8746e-05-0.00072614i
-0.00025894-0.0024147i,-0.001464-0.0022637i,-0.0024795-0.0020402i,-0.0030391-0.0015722i,-0.0032738-0.0013008i,-0.0019479-6.4527e-05i,-0.00047873+9.2207e-05i,-0.00012283-0.0016996i,-0.00020487-0.0022446i,-0.0002611-0.0013104i,-0.0006543-0.00071081i,-0.00038446-0.00046304i,0.00096731-0.00049059i,0.0010701-0.00019484i,6.002e-05+0.00041282i,-6.5124e-05+0.00018778i,0.00041033-0.00072769i,0.00091633-0.0010593i,0.00040142-0.00067718i,-0.00033974-0.00033959i,0.00021816-0.00033759i,0.00043561-3.1679e-06i,0.00029154-0.00013768i
-0.0050674-0.00031678i,-0.0034342+0.00039152i,-0.0020598-0.00063259i,-0.00068379-0.00099323i,-8.2335e-05-0.00029013i,0.00067204+0.00016642i,0.001451-0.00041494i,0.0016357-0.0013023i,0.0011198-0.0011284i,0.00012443-0.00034905i,0.00012996-6.7989e-05i,0.000933+0.00022813i,0.00066007+0.00041233i,9.6263e-05+0.00037155i,0.00097912+0.00059319i,0.0014749-4.1856e-06i,0.0011088-0.00092528i,0.0011258-0.00045461i,0.0011096+0.00099505i,0.00092213+0.0012093i,0.00068207+0.00056165i,0.00045618+0.0001742i,0.00034112+0.00031705i
0.00017256+8.0998e-05i,0.00018115-1.8186e-05i,0.0010722-0.0002219i,0.0026298+0.00026078i,0.0030972+0.00026783i,0.0030682+0.00031435i,0.0026898+0.0010483i,0.0019963+0.0011659i,0.0011+0.00093214i,0.00047592+0.00093416i,0.00034319-7.6326e-05i,0.00042288-0.0008285i,0.00060818+8.8821e-05i,0.00068269+0.0010295i,0.00058505+0.00012587i,0.00051588-0.00038837i,0.00011849-0.000303i,-0.00052447-0.00035079i,-0.00044411+0.00027541i,-0.00066247+0.00014967i,-0.00030146-0.00026016i,0.00033058+0.00035504i,0.00041387+0.00076562i
-0.0035535+0.00096088i,-0.0023283+0.0025485i,5.7242e-05+0.003646i,0.0028276+0.0038166i,0.0043058+0.0030845i,0.0042083+0.0021384i,0.0032108+0.0010255i,0.001629+0.00050745i,0.00016549+0.00094902i,1.3937e-05+0.00073885i,0.00023596+0.00094219i,0.00056237+0.0021375i,0.00066244+0.0023966i,0.00018788+0.00084816i,-0.00046152-0.00014098i,-4.8004e-05-0.00031533i,0.00074534+0.00031502i,0.00034564+0.00074879i,0.00027434+0.00022294i,0.00068812+0.00010377i,0.00066857-0.00038062i,0.00021745-0.0007761i,8.8326e-05+3.817e-05i
-0.00046023-0.0011805i,-0.0015383-0.0010708i,-0.0019104+0.00039626i,6.6541e-05+0.0033174i,0.0020568+0.0043131i,0.001786+0.0034844i,0.0012717+0.0027333i,0.00044743+0.0019075i,-0.00064586+0.0010343i,-0.0013791+0.00081362i,-0.00096819+0.00069745i,-0.00064771-8.5719e-05i,-0.00029832-0.00062874i,0.00033178-0.00055728i,-0.00015684-0.00047479i,-0.0013079-0.00017221i,-0.00039315+0.00048834i,0.00074885+0.00090168i,0.00038685+0.0012984i,-0.00016109+0.0007355i,-0.0004459-0.00026689i,-0.00017548-0.00049934i,8.3826e-05-0.00022725i
3.7784e-05+0.0028812i,-0.00056512+0.0026984i,-0.00023734+0.0041429i,5.0238e-05+0.0051607i,0.0014708+0.0044492i,0.0016112+0.0027304i,-6.2207e-06+0.00052887i,-0.00091796-0.00020854i,-0.0012316-0.0005922i,-0.00059162-0.0015118i,-0.00012743-0.00022404i,-0.00080302+0.0011408i,-0.00079439+0.0010683i,-0.00055953+0.00034751i,-0.00063294-0.00050373i,0.00019274-0.00033036i,9.9661e-05-0.00019246i,-0.00042284+0.00015176i,-0.00046762+0.00058059i,-0.00032754+0.00026206i,-0.00039335+0.00026243i,-0.0001083+0.00010938i,0.00083736-4.6777e-06i
0.00076224-0.0014164i,-0.00083571-0.0021729i,-0.0022785-0.001135i,-0.0032473+0.0018911i,-0.0030249+0.0044548i,-0.0016626+0.004188i,-0.0012987+0.0019867i,-0.0015874-0.00024954i,-0.0012678-0.00086873i,-0.00064952-0.00070267i,-0.00060963-0.00013559i,-0.00041937-0.00010673i,0.00094673-0.00065369i,0.00156-0.00061798i,0.001249-0.00044894i,0.0013582-8.4025e-05i,0.00086937+2.9765e-05i,-0.00021321-0.0001587i,-0.00094112-0.0007561i,-0.00058631-0.00085736i,-0.00042932+0.00011214i,-0.00060466+0.00064832i,0.00014519+0.00068238i
0.0014304-0.00041263i,0.0006287-0.0017492i,-0.00054222-0.0013138i,-0.002665+0.00062182i,-0.0035602+0.00286i,-0.0019787+0.0025612i,-0.00095658+0.00051001i,-0.00078812-0.0008217i,0.00028848-0.00085206i,0.00037789-0.0011171i,0.00010651-0.0012742i,0.00030415-0.00075787i,0.00045441-0.0010147i,0.00030925-0.00088563i,0.00022607-0.00014398i,-0.00016703-0.00018263i,-0.00040004-0.00012904i,-0.00067571+0.0001799i,-2.0076e-05+0.00035525i,0.0011243+0.00072338i,0.0005808+0.00016904i,8.1251e-05-0.00096657i,-0.00053591-0.0017828i
-0.00043022+0.00015228i,-0.0015055-0.0014101i,-0.0013792-0.0018233i,-0.0022547-0.0017837i,-0.0029675-0.0016958i,-0.0019964-0.00061406i,3.9453e-05-0.00052545i,0.00057776-0.0013792i,-0.00011038-0.0015819i,-0.00023985-0.0010942i,-0.00032606-0.00077895i,0.00033568-0.00018191i,0.0013948+0.00044401i,0.0011236+0.00057401i,0.00046947+0.00081983i,0.00052241+0.00097168i,0.00031595+0.00049893i,0.00016269-0.00027957i,0.00019498-0.00031763i,0.00020335+0.00047967i,0.00066472+0.00045289i,0.0007295-0.00048914i,0.00025054-0.00041594i
0.0022625-0.0014285i,0.0013535-0.0014354i,0.0011647-0.0015147i,0.0007429-0.0020544i,-0.00018104-0.0022781i,1.2595e-05-0.0008613i,0.00065341+0.00010921i,0.0012895-1.3491e-05i,0.0019727-0.00010677i,0.0016904-0.00090638i,0.00099902-0.0013996i,0.00070336-0.00035729i,0.00038377+0.00063396i,-0.00023629+0.00046987i,-0.00046628+0.00041033i,0.00014827+0.00074653i,0.00032044+0.00056099i,0.00083872+5.1252e-05i,0.00098991-9.1883e-05i,0.0007107+0.00033019i,0.00020554+0.0003999i,3.8563e-05+0.00028386i,-0.00011077+4.8976e-05i
-0.00051104-0.00053272i,-0.0014476-0.00037418i,-0.00074393+8.4295e-05i,0.0015183+0.00017447i,0.0025729+0.00030851i,0.0024693+0.00029738i,0.0019282+0.00052414i,0.0021215+0.00081066i,0.0017929-7.4366e-05i,0.00093871-0.00060067i,0.0015175-0.00060463i,0.0014215-0.00051986i,6.0772e-05+0.00069408i,-0.0011126+0.00073294i,-0.0013196+0.00012093i,-0.00087184+0.00029198i,-0.00030942+0.00050415i,-0.00020029+0.00071216i,0.00015493+0.00069206i,0.00038591+0.00041625i,-0.00011966+0.00042509i,6.4251e-05-4.0711e-07i,0.00052347+2.5908e-05i
0.0030841+0.0001739i,0.0030444-0.00063767i,0.003373-0.00059547i,0.0039464+0.00019563i,0.0042176+0.00050862i,0.0033893+0.00073639i,0.0018366+0.0010958i,0.00056364+0.001019i,-0.00012124+0.0006798i,-0.00036222+0.00034691i,-0.00037394+0.00085939i,-0.00032051+0.0011251i,-0.00059255+0.0004467i,-0.00048428+2.8097e-05i,-0.00079199+0.00038589i,-0.0013291+0.000998i,-0.0009502+0.0012048i,0.00014991+0.0017944i,0.00048683+0.0014166i,-0.00012993+0.00034792i,0.00015284+0.00025588i,0.000284-0.00019196i,-0.0004569-0.00077002i
-3.2686e-05+0.0014739i,0.00015668+0.0011075i,0.00078828+0.0023564i,0.0015939+0.0039042i,0.0016974+0.0044297i,0.0019481+0.0032133i,0.0011572+0.00070552i,-0.00077596-0.00074595i,-0.0017351-0.00061404i,-0.0015807+3.1416e-06i,-0.00090707+0.00044369i,-2.378e-05+0.00066315i,0.00046729+0.00054845i,-0.00010286-0.00019536i,-0.00069724-8.6707e-05i,-8.0777e-05+0.00038504i,0.00045571+0.0002818i,0.00021018+0.00011004i,0.0002323+0.00037769i,0.00047429+0.00031718i,-4.0911e-05-0.00044247i,-0.0010301-0.00069101i,-0.00042655-0.00059513i
-0.004995+0.00050893i,-0.0041512+0.00065466i,-0.0021752+0.0025137i,-0.00021936+0.0050523i,0.0016896+0.0057297i,0.0027952+0.0047129i,0.0016706+0.0021457i,0.0007568+0.00056862i,0.0006764-0.00035846i,0.00024258-0.0012403i,-0.00017784-0.0011166i,-0.00057961-0.0013383i,-0.0008791-0.00090564i,-0.00032695-9.4366e-05i,0.0010307-6.643e-05i,0.00070001+0.00047746i,-0.00058868+0.00088053i,-0.001053+0.00022634i,-0.00072379+0.00020043i,-0.00059284+0.00026215i,-0.00063996-0.00034581i,-4.6786e-05-0.00044298i,0.00010576-0.00029714i
0.0016869-0.00057848i,0.001474-0.001305i,0.00015394-0.00016976i,-0.0011216+0.0023631i,-0.00029742+0.0044572i,0.0010839+0.0035802i,0.00103+0.0011983i,-7.499e-06-0.00042436i,-0.0002754-0.001332i,-0.00052677-0.0020079i,-0.0013634-0.001352i,-0.00148-0.00056133i,-0.0004212-0.00068188i,0.00061097-0.00067253i,0.00057061-0.00049995i,0.00039602+0.00074137i,0.00042371+0.00070385i,0.0010637-0.00059219i,0.0015289-0.00088641i,0.00058342-0.00021179i,-0.00031098+0.00062341i,-0.00047888+0.00024088i,-0.001294-0.00067155i
0.00083154-0.00072126i,-0.00041733+0.00044786i,-0.0014413+0.00055918i,-0.0023856+0.00058443i,-0.0021794+0.0018379i,-0.00022942+0.0027472i,0.00054289+0.001438i,0.00068049-0.00014211i,0.00058623-0.00071623i,0.00059902-0.00034359i,0.00028611+0.00010986i,-0.00089475-0.00016258i,-0.0010095-0.00090765i,-8.6126e-05-0.00047354i,0.00034262-0.00014796i,-0.00011322-0.00046283i,-0.000164+0.00020453i,-1.3451e-05+0.00050109i,0.00020717+0.00018052i,0.00037191-7.1919e-05i,-0.00038599-0.00016716i,-0.0011791-0.00048238i,-0.0010086-0.00039276i
-0.0013438+0.0011311i,-0.00070942+0.00059263i,-0.00096267+0.0008567i,-0.0013364+0.0015997i,-0.0019253+0.0016983i,-0.0025688+0.0017913i,-0.0010353+0.0013553i,0.00092973+0.00057276i,0.0014115-0.00016387i,0.0011366-0.00034428i,0.00073677-0.00027425i,0.00096238-2.7916e-05i,0.00099808-0.00030344i,0.00074814-0.00012754i,-0.0001584+0.00086712i,-0.00059797+0.00028128i,0.00031865-0.0001704i,0.001072-5.4183e-05i,0.00084696-0.00024816i,0.00068217-0.00051958i,0.00088236-8.4366e-05i,0.00011942+0.00069886i,-0.0010072+0.0003758i
-0.0014947-0.0015408i,-0.00044578-0.0016409i,-0.00039197-0.0030597i,-0.001637-0.0033718i,-0.0016192-0.0019764i,-0.00054638-0.00079597i,0.00034994-0.00076051i,0.00054261-0.00088819i,0.00050072-0.0007127i,5.133e-05-0.00087858i,-0.00022873-0.00087853i,0.00051638+0.00045659i,0.00082513+0.0011449i,0.00013389+5.7741e-05i,-0.00046317-0.00058296i,-0.00065974-0.00026236i,-0.00070737+6.7221e-05i,-0.0005061+0.00038537i,-0.00031908+8.3538e-05i,-3.8216e-05-0.00070262i,-0.00010453-0.00076807i,9.0487e-05-0.00032687i,1.6549e-05-0.0005713i
0.00038299+0.00076145i,0.0010219-0.00028176i,0.0021786-0.000476i,0.0024375+0.00031259i,0.002295+0.00039292i,0.001554-0.00017491i,0.0010666-0.00022294i,0.00088434+0.00029004i,0.00027565+0.00095061i,-0.0005936+0.00095699i,-0.0010993+0.00059759i,-0.00090631+0.00081226i,-0.00070671+0.00074211i,-0.00069121+0.0012182i,-0.00015236+0.0011167i,0.00080795+0.00014442i,0.00049893-0.00020699i,5.9812e-05-1.0209e-05i,-0.00030958-0.00018767i,-0.00012937-0.00059336i,0.00025502-0.00032949i,-0.00048685+0.00035803i,-0.00036194+0.00062963i
-0.00036716-3.3013e-05i,-0.0012007+0.0010519i,-0.0009899+0.0015263i,0.0012385+0.0014558i,0.0028667+0.0018847i,0.0023755+0.0019327i,0.00093487+0.0013154i,-0.00045909+0.00010781i,-0.0013457-0.00066136i,-0.001112+0.00031033i,-0.00073584+0.0011686i,-0.00042397+0.00099925i,-0.00013258+0.00086591i,-0.00054621+0.00033128i,-0.00047855+0.00020741i,-0.00062777+0.00081379i,-0.0010122+0.00092724i,-0.00036551+0.00073525i,0.00070773+0.0008023i,0.00084333+0.00045389i,0.00034085-0.000192i,0.00018591+7.4312e-05i,-0.00056151+0.00080434i
-0.00057617-0.00012842i,-0.00085151-0.00040975i,-0.00047561+0.0007937i,0.00041277+0.0015433i,0.0020484+0.0018088i,0.0017482+0.0017164i,0.00048048+0.00098052i,-0.00018482-0.00064166i,-5.4908e-05-0.0018337i,-0.00027203-0.0013273i,-0.00091608-0.00017103i,-0.00086525+0.00029598i,-0.00061906+0.00051203i,-0.00014468+0.00051086i,0.00012819+0.00025091i,-0.00029196+0.00084422i,-0.00080577+0.0010811i,-0.00039801+0.0007906i,0.00076935+0.00028909i,0.0005845+6.0879e-05i,0.00041337-0.00021845i,0.00094746-0.00074303i,0.0006187-0.0011317i
0.00076287-0.001255i,-0.00042963-0.00060168i,-0.0013492+0.00063953i,-0.00011461+0.0027758i,0.0018829+0.0041525i,0.0023128+0.0031358i,0.0016424+0.0013053i,0.00090866+0.00062946i,0.00024214+9.7062e-06i,-0.0003879-0.00074907i,-0.00088669-0.00064628i,-0.00023921+0.00013585i,0.00039766+0.00045052i,0.0003333-0.00014195i,0.00035759-9.4995e-05i,1.0746e-05+0.00090266i,-0.00060114+0.00051094i,-0.00018322-0.00070015i,0.00039145-0.00073438i,0.00015485-0.00052045i,6.4449e-05-0.00049293i,-0.00060257-0.00080009i,-0.001317-0.00090492i
-0.0021461+0.00056942i,-0.0021413+0.0011075i,-0.0020487+0.002684i,-0.0014028+0.0046839i,-0.00072261+0.0059254i,0.00012386+0.0050774i,0.00072796+0.001841i,0.00030208-0.00052779i,0.00069272-0.00022053i,0.00044442-0.00014346i,-0.00040299-0.00096383i,-0.00035663-0.0010461i,-0.00014909-0.0012489i,-0.0001252-0.0013642i,0.00025516-0.00081802i,0.0004506-0.00033595i,0.00036159-0.0006772i,0.00065136-0.0007558i,0.00067292-0.00024796i,0.00034308-0.00034511i,-8.8861e-05-0.00039292i,-0.00072715+0.00028099i,-0.0010543+0.00042302i
-0.0029007-0.0013435i,-0.0022302-0.00024859i,-0.0024312+0.00093666i,-0.0026317+0.0026496i,-0.001198+0.003996i,-0.00051507+0.0037204i,2.7503e-05+0.0020968i,0.00080287+0.00092958i,0.0010296+0.00024201i,0.00096338-4.3597e-05i,6.9625e-05-0.00029742i,-0.00021185-0.00050162i,0.00081079-0.00063655i,0.00066552-0.0003123i,-0.00034509+0.00051783i,-0.00079037+0.00033266i,-0.001153+0.00015764i,-0.00071496+0.00074893i,-0.00022864+0.000319i,-4.5284e-06-0.00050609i,0.00049959-0.00076272i,0.0011163-0.00099523i,0.0012097-0.00057976i
0.0043432-0.0034012i,0.0028523-0.0030383i,-0.00048386-0.0040238i,-0.0037455-0.0024875i,-0.0050928-0.00047349i,-0.0040495+0.00065435i,-0.0011499+0.0012076i,0.00056982+0.00080263i,-2.3645e-06+0.00018059i,-0.0010242-0.0010445i,-0.0013119-0.00084894i,-0.00045247+0.00069722i,0.00014796+0.00069764i,-0.00028981-4.1846e-05i,-0.00034097+0.00019231i,-9.413e-05+0.00092346i,-0.00028991+0.00049284i,0.00027197-0.00045916i,0.0010272-0.00022534i,0.00057649+0.00026957i,7.298e-05+3.4419e-05i,-0.00030397+1.0053e-05i,-0.00060972-0.0001029i
-0.0020489+0.0020745i,-0.0024115+0.0020047i,-0.0021383+0.0022458i,-0.0015168+0.0019247i,-0.00049541+0.0020043i,0.00080132+0.0017321i,0.0013545+0.00092346i,0.00093386+7.178e-05i,0.00019827+0.00018323i,0.00075101+0.00083825i,0.0016487+0.0010315i,0.0013044+0.0011111i,0.00045306+0.00047103i,-0.00040954-0.00011957i,-0.0015742+0.00053788i,-0.0013265+0.00011009i,0.00033322-0.0010392i,0.0009557-0.0010969i,0.00026423+0.00016587i,0.00039187+0.00068571i,0.0010925+0.00010487i,4.3464e-05+0.00011762i,-0.00095796+0.00012873i
0.00077764+0.002353i,0.00036299+0.0012111i,0.001067+0.0010325i,0.0023502+0.00027413i,0.0033737-0.00090482i,0.0028296-0.001515i,0.0014404-0.00086155i,5.7604e-05-0.00022631i,-0.0006598-0.00031456i,0.00013221-0.00083741i,0.0010962-0.00046289i,0.0012448+0.0002428i,0.00019252+0.0006954i,-0.00042087+0.0012108i,0.00049497+0.0011817i,0.00025314+0.00070178i,-0.0006+0.00063267i,1.0581e-05+0.00098493i,2.2847e-05+0.00065256i,-0.00068665-0.00041287i,-0.00035039-0.0012363i,4.0058e-05-0.0010103i,-3.8957e-05-0.00028423i
0.00026343-0.0011445i,0.00076052-0.0013208i,0.001077-0.00068122i,0.0012617-0.00040476i,0.0022489-0.00012797i,0.0029114+0.00019222i,0.0016854-0.00032863i,-5.8632e-05-0.0014194i,-0.00018168-0.0018272i,7.0494e-05-0.0010049i,0.00017161+8.4369e-05i,-0.0002412+0.00024302i,-0.00063263-7.4891e-05i,-0.00056491+0.0001739i,-0.00030184+0.00073103i,0.00036928+0.00048315i,0.00049057+0.00063879i,-0.00016479+0.00064344i,-0.00081747-0.00034121i,-0.00066197-0.00080537i,-0.00026486-0.00048833i,-4.1534e-05+8.2534e-05i,-8.4371e-05+0.0006232i
-0.00078631+0.00088773i,0.00016982+0.0011839i,0.00043711+0.0022028i,0.0019414+0.0037171i,0.0041744+0.0037044i,0.0041476+0.0025616i,0.0029947+0.00122i,0.0015889+0.00028851i,-0.00033868-0.00091471i,-0.0010719-0.0013433i,-0.0012875+8.3646e-05i,-0.0010025+0.0010261i,-0.00024281+0.00077684i,-1.2078e-05+0.00054304i,-4.4902e-05+0.00021174i,-0.00011268-0.00024869i,-0.00040727-0.00012494i,-0.00022757+0.000371i,-2.4859e-05+5.7469e-05i,-8.0908e-05-0.00051789i,-0.00058597-0.00076064i,-0.00083134-0.00041964i,-0.00032144+1.7358e-05i
-0.0016543+0.0030008i,-0.0016967+0.0019741i,-0.00029111+0.0011605i,0.00036368+0.0024825i,0.00075935+0.0043362i,0.0014087+0.0039862i,0.0015367+0.002069i,0.0010845+0.00093827i,0.00011756+0.00033101i,-0.0011236-0.00021779i,-0.0015577-0.00077876i,-0.0010231-0.00059643i,7.6864e-05-4.6252e-05i,0.00095417-0.00021045i,0.00032988-9.0901e-05i,-0.0004298-0.00023678i,-0.00083295-0.00089034i,-0.00049191-0.00079548i,0.00072677-0.00011231i,0.00039293+0.00040195i,-0.00044043+0.00030454i,-0.00031047-0.00014828i,2.2672e-05+1.892e-06i
-0.0015622-0.0035929i,-0.0028029-0.002645i,-0.0026573-0.00049327i,-0.0021358+0.0018321i,-0.0024274+0.0042271i,-0.001142+0.0055661i,0.00093198+0.0041371i,0.0010368+0.0026611i,0.00049665+0.0012268i,3.7545e-05-0.00040795i,-0.00059685-0.0010082i,-0.00016611-0.0010597i,0.00039755-0.00065933i,0.00065447-0.00022962i,-0.00020258+0.00061903i,-0.0006466+0.00057679i,-4.9976e-05+0.00039178i,6.252e-05+0.00079269i,-0.00017219+0.00090611i,0.00020476+0.00052293i,0.00042089-0.0002812i,0.00010683-0.0008381i,0.00019023-0.00070079i
0.00052031+0.0011887i,0.00092519+0.00075328i,-0.00071495+0.0022059i,-0.0012689+0.0032797i,-0.00088514+0.0033391i,-0.00085891+0.0024764i,-0.00085264+0.0011135i,-0.00089156-0.00024133i,-0.00037227-0.00066167i,0.00032453-0.00025257i,-0.00011084-6.2481e-05i,-0.00015433+0.00028096i,0.0002721+7.7991e-05i,0.00011812-0.00017796i,-1.155e-05+0.0004073i,-0.00033507+0.0010084i,-0.00025684+0.001052i,-0.00037249+0.00099971i,-0.00050421+0.00048275i,-0.00052701-0.00013844i,0.00020175-0.00050062i,0.00050014-0.00024521i,-5.2707e-05+0.00053903i
0.0004595+0.0017895i,0.00097442+0.0014448i,-4.5838e-05+0.0013935i,-0.0013677+0.0013921i,-0.0012677+0.0027953i,-0.00038041+0.0031228i,-0.00019662+0.001962i,-0.00013096+0.0007539i,-0.00017493-2.3977e-06i,-0.00019177-0.00081537i,0.00050388-0.0012786i,0.00081921+0.00014256i,0.00024561+0.0010962i,-0.00080118+0.00030945i,-0.0012452-0.00056489i,-0.00093962-0.00037096i,-9.101e-05+0.00026872i,0.0003145+0.0006547i,-0.00019475+0.00045983i,-0.00011134+0.0002347i,-0.00043216+0.0002908i,-0.00042362+0.00040102i,-0.00014779+0.00033345i
-0.0021536-6.0983e-05i,-0.0027793+3.4771e-05i,-0.0029814+0.00054273i,-0.002198+0.0013665i,-0.0019477+0.0020205i,-0.0010588+0.0023022i,-0.0002926+0.0011949i,-0.00042153-0.00025495i,-0.00045805-0.00048001i,-9.8262e-05-9.0347e-05i,0.00053783+7.4611e-05i,0.00050938+0.0005779i,-6.5965e-05+0.00038216i,0.00054711+0.0001444i,0.00087517+8.3642e-05i,1.5488e-05+7.4301e-05i,-0.00011693+0.00048826i,0.00049356+0.00047199i,0.00069692-0.0002965i,-5.8782e-06-0.00085388i,-0.00041748-0.00061417i,-0.00049354-0.0002842i,-0.00052639-0.0002531i
0.0021381+0.0035352i,0.0021405+0.0020768i,0.0021276+0.0011378i,0.0011169-3.5772e-05i,0.00097295-0.00079197i,0.0009956+3.9296e-06i,0.00054203+0.00057573i,0.00036034-0.00011078i,0.00043431-0.00059535i,-3.8864e-05-0.00085179i,-0.00067602-0.00068397i,-0.00033914-0.00018575i,-3.2944e-05+0.00044718i,-0.00044994+0.00050134i,-0.00055463+0.00047789i,-6.7196e-05+0.00095017i,0.00011647+0.001384i,-0.00037401+0.00049591i,-0.00011542+0.00024783i,0.00033972+0.0007437i,0.00053907-0.00022289i,0.0001915-0.00031978i,-8.4966e-05+0.00048808i
0.0027309+0.0018568i,0.001705+0.00037025i,0.003052-0.001007i,0.0031923-0.0011383i,0.0032443-0.0011448i,0.002771-0.0011144i,0.0016379-0.00082163i,0.0013277-0.00083361i,0.0009707-0.00083792i,0.00044453-0.00086417i,-0.00034105-0.0010589i,-0.00073584-0.00070149i,-0.00044354-0.00045956i,-0.00016567-0.00043128i,0.00030482-0.00010383i,0.00017789+0.0001861i,-0.00034817+4.0411e-05i,4.3434e-05-0.00020012i,-6.5835e-05+0.00068439i,1.5902e-05+0.00062558i,0.00037055-0.00032542i,0.00034553-0.00056065i,0.0007524-0.0006029i
-0.00024598+0.00030016i,-1.033e-05+0.00071197i,0.00039864+0.0013742i,0.0023312+0.0023235i,0.0039557+0.002878i,0.0034737+0.0021386i,0.002102+0.00069259i,0.00056434-0.00018887i,-0.00051273-0.00012209i,-0.00038639-6.4746e-05i,-0.00060381-9.4655e-05i,-0.00045257+0.00025997i,0.00013639+8.2431e-05i,0.00041261-0.00054182i,0.00075339-0.00019037i,-5.3113e-05+0.00015349i,-0.00043658+0.000564i,-0.00059375+0.00059778i,-0.00050446-0.00049233i,9.8717e-05-0.00073374i,6.6672e-05-0.00019999i,0.00015895-0.00030963i,-0.00029952-0.00043483i
