-0.0034366-5.6425e-05i,-0.001829-0.001173i,-0.0030507-0.0026536i,-0.0029323-0.0017448i,-0.0023405+0.0020599i,-0.00052571+0.0035886i,0.0015814+0.0031623i,0.0011989+0.0017625i,0.00061402+3.8644e-05i,0.0009226-0.00077561i,0.00012251-0.00074418i,0.00028928-0.00055175i,0.00055215-0.00082375i,0.00011528-0.0012455i,7.9293e-05-0.00070821i,0.00015534-1.3708e-05i,0.00011017+0.0001884i,0.00043586+3.9986e-05i,0.0014283+0.00010302i,0.0006452+0.0003204i,-0.0010341+0.00048105i,-0.00094518-2.7472e-05i,-0.00038253-0.00018711i
1.743e-05+0.0019534i,0.00039547+0.0017866i,0.00080674+0.0017647i,0.0016252+0.0025377i,0.0021423+0.0030573i,0.0026602+0.0015706i,0.0018982+0.00017177i,0.00075789+0.00032977i,0.00072381-0.00020905i,0.0002739-0.00058643i,-0.0004999+0.00026125i,-0.00063841-9.3409e-05i,-0.00058608-0.0010733i,-0.00082919-0.0009558i,-0.00078305-0.00026039i,-0.00044513+0.00033056i,-0.00023066+0.00076026i,-0.00037742+0.0004806i,-0.00066531-0.0003166i,-0.00034005-0.00043361i,-0.00033614+0.0002395i,-0.00053359+0.00086425i,-0.00038797+0.0010563i
-0.0016627+0.00050495i,-0.0014316+0.0015914i,-0.00053478+0.0021685i,0.0010124+0.0021741i,0.0022411+0.0019774i,0.0034694+0.0011707i,0.0026553-0.00012666i,0.0010867-0.00064928i,-8.5308e-05-0.00011389i,-0.00025878+0.00034267i,-0.00018911+0.00047357i,-0.00084861-0.0005117i,-0.00064566-0.00090369i,7.8896e-05-0.00029562i,0.00082569-0.0001552i,0.00025963-0.0004861i,-0.00043407-0.0014559i,0.00027833-0.0013028i,-0.0001366+5.4324e-05i,-6.9584e-05+2.7029e-05i,0.0003817-0.0010977i,-0.00033959-0.00098999i,-0.00097705-0.00054106i
-0.003322+0.00064422i,-0.0020329+0.00087602i,-0.0019764+0.0013583i,-0.00065807+0.0027733i,0.0021134+0.0028759i,0.0028707+0.00097348i,0.0016785-0.00093606i,0.00039234-0.00088382i,-0.00034608-0.00025768i,-0.00091397+0.00045391i,-0.0010829+0.00046552i,-0.00076872+0.0002271i,-3.5393e-05+5.2427e-05i,0.0005026-0.00025948i,0.00037972-0.0006102i,0.00047523-0.00020024i,0.0001914+0.00019406i,-0.00033794+0.00058044i,-0.00027474+0.0010669i,-0.00040994+0.00096063i,-0.00039702+0.00046787i,0.00030556-7.1018e-06i,0.00024891-0.00065105i
-0.0010344-0.00047894i,-0.00080073+0.00017056i,-0.00017179+0.0012283i,0.00059615+0.0018056i,0.0012608+0.0014839i,0.0016144+0.0003724i,0.0018799+2.5036e-05i,0.00096577-9.0455e-05i,5.2152e-05-0.0013358i,-0.00022252-0.0020049i,-0.00081666-0.0012584i,-0.00063975-0.00015121i,-0.00046976+0.00025935i,-0.00050806+0.00011284i,-0.00048493-0.00019351i,-0.00013792-0.00024094i,0.00052756-0.00060014i,0.0011032-0.00025857i,0.0010558+1.6535e-05i,0.00099063-0.00042095i,0.00055594-0.00016642i,0.00012866+0.00028307i,0.00035769+0.00032568i
-0.00049694-9.1622e-05i,0.00022542+2.458e-05i,0.00023988+6.5363e-05i,0.00037447+0.00053787i,0.00048853+0.0028641i,0.0016075+0.0031039i,0.0022141+0.0011143i,0.0011585+0.00056896i,0.0002361+9.674e-05i,0.000283-0.00067146i,0.00044074-0.00067178i,0.00020158-0.00052306i,-0.00022897-0.00025641i,-0.00041658-0.00028496i,-0.00028151-0.00064235i,-1.5296e-06-0.0011796i,0.0003023-0.0016227i,0.00024243-0.0015198i,0.00047813-0.0012349i,-8.2906e-05-0.00027022i,-0.00038682+0.00091556i,0.0002368+0.00075163i,0.0002233+0.00029234i
-0.0011849+9.6202e-05i,-0.0024002+0.00072823i,-0.0028842+0.0013206i,-0.0013968+0.0022885i,0.00091791+0.0025321i,0.0020974+0.0016501i,0.0021796+0.00036689i,0.0011999-0.00046971i,-0.00032739-0.00098933i,-0.00092844-0.0012017i,-0.00010068-0.00055981i,0.00068109+0.00037865i,0.0008327+0.00048578i,0.00062225-0.00024344i,0.00090957-0.00049397i,0.0010048-0.00034812i,0.00068101-7.6577e-05i,0.0005775+7.4387e-05i,0.00023891-0.00034989i,-0.00052571-0.00043612i,-0.0012963-0.0002856i,-0.00071869+3.1576e-05i,4.6358e-05-0.00030594i
-0.0018794+0.0012428i,-0.0019773+0.0014513i,-0.0021687+0.0011077i,-0.0013231+0.0010462i,-0.00014025+0.0010173i,0.00067583+0.00099361i,0.00030456+0.00029195i,-0.00010117-0.00041161i,-0.00010576+0.00017091i,-0.00040044+0.00099734i,0.00047207+0.0011305i,0.0011113+0.00093947i,0.0010196+0.00030098i,0.00053247-3.5731e-05i,-0.00051943-0.0004143i,-0.00058093-0.00070262i,0.00030983-0.0011938i,0.00064254-0.00094523i,0.00029782-0.0004243i,-0.00025718+0.00023119i,-9.5211e-05+0.0013763i,-8.6519e-05+0.0014824i,-0.00066312+0.00070077i
-0.0030122-8.8138e-05i,-0.0031857+0.00020792i,-0.0026531+0.0013689i,-0.00069275+0.0031347i,0.001424+0.0043477i,0.0039062+0.0036688i,0.0042101+0.0018835i,0.0021414+2.8578e-05i,0.00029889-0.00158i,7.5827e-05-0.0014805i,0.00040413-0.00049401i,0.00011654-0.00051831i,-0.00015757-0.00064718i,0.00020994-0.00096955i,0.00015135-0.0013005i,-0.00060871-0.00013017i,-0.00050932+0.00063263i,1.6997e-05-0.00019432i,-0.0001637-0.00081074i,-0.00023996-0.00090499i,-5.9671e-05-0.00081324i,0.00025623+3.6123e-05i,-0.00026208+0.00080395i
-0.00029259+0.0012497i,0.00040764+3.5666e-05i,0.0013374-0.0012963i,0.0020064-0.0017713i,0.0027605-0.00076266i,0.0023379-0.00018995i,0.0017546-0.0001596i,0.0015733-0.00024856i,0.00063135-0.00072311i,-0.00075374-0.00040977i,-0.0012594+0.00033854i,-0.00018155+0.00061804i,0.00026789+0.00034962i,-0.0004654-0.0005503i,-0.00097124-0.00079131i,-0.00094327-0.00042046i,-0.00069125+0.00028666i,0.00017387+0.00038543i,0.00084997-0.00031021i,0.00098733-0.00053337i,0.00090822-0.0002422i,0.0004834+0.00020263i,0.00032386+0.00082725i
-0.00039402-0.001876i,-0.0014912-0.0015607i,-0.0030522-0.00070425i,-0.00303+0.00071813i,-0.0012808+0.0020454i,0.00064712+0.0025221i,0.0017912+0.0020175i,0.00086245-1.7489e-06i,-0.00031687-0.00062642i,-0.00025988-1.3447e-05i,-0.00043762+0.00050224i,-0.00082143+0.000798i,-4.6974e-05+0.00055088i,0.00070596+0.00022949i,0.0014351-0.00037984i,0.0018711-0.00068861i,0.00069276-0.00017259i,-0.00058185+7.2499e-05i,-0.00058023+0.00042921i,-0.00044642+0.00071164i,-0.00012508-0.00024328i,0.0002431-0.00015693i,-3.9337e-05+0.00029706i
-0.00046465+0.0015598i,0.00046629+0.0024005i,0.00092826+0.003812i,0.0013602+0.0032511i,0.0027337+0.0018866i,0.0016372+0.00066618i,0.0011411+4.0922e-05i,0.0012378+0.00019337i,0.00072649+0.0004545i,0.00020557+0.00025102i,2.3203e-05-4.8283e-05i,0.00025663+7.2875e-05i,0.00026961-0.00069438i,-0.00044548-0.0011401i,-0.00076233-0.00068386i,-0.00020229-0.00065804i,0.00039309-0.00088244i,0.0006033-0.0010303i,0.00062012-0.0011097i,0.00047328-0.0011998i,-0.00023835-0.00066276i,-9.7233e-05-0.00037426i,0.0003479-0.00025964i
0.00035035-0.00085922i,0.00051235-0.00090867i,0.00048355-0.0013144i,-0.00028894-0.0004366i,-0.00053189+0.00074671i,0.00091817+0.0013567i,0.0015922+0.00097819i,0.00073344-4.5432e-05i,-0.00036095-0.0012604i,-0.0012034-0.0018927i,-0.0011212-0.0010387i,-0.00086748+0.00063161i,-0.00019325+0.00072208i,0.00095077-6.5239e-05i,0.00059002-0.00031265i,0.00021946-0.00033051i,0.00051788-0.00020519i,0.00047564-0.00036773i,-0.00020162-0.00060379i,-0.00087389-0.00076271i,-0.0011165-0.00029673i,-0.00084917+0.00020431i,-0.00085281+0.00042094i
-0.0003164+0.0009063i,-0.00054185+0.001335i,0.00038128+5.8427e-05i,0.00219-0.00062333i,0.0032139+3.59e-05i,0.0027015+0.00048727i,0.0025167-7.8279e-05i,0.001197-0.00068185i,-0.0010131-0.00090041i,-0.0017707-0.00049143i,-0.00093134+0.00025106i,0.00033402+0.00028453i,0.00053326-0.00033661i,8.9333e-05-0.00013078i,0.00011395+0.00079531i,0.00083128+0.00046696i,0.00023923-0.00017806i,-0.00070331+0.00010111i,-0.00093817-0.00031301i,-0.00050518-0.00075399i,-0.00038997-0.00077698i,-0.0010522-0.00035381i,-0.00031894-8.0182e-05i
0.0024528+0.00030711i,0.0023957-0.0010441i,0.0016456-0.002441i,0.0015638-0.001259i,0.0016808+0.0003149i,0.0010791-7.7843e-05i,0.00073001-0.00085862i,0.00035676-0.00084046i,-0.00026508-0.00081979i,-0.00043871-0.0011608i,-0.00028391-0.00042982i,4.7406e-05+0.00023689i,-0.00029666+0.00029953i,-0.00093432-0.0002592i,-0.00068909-7.5217e-05i,-0.00056279+0.00086759i,-0.0006322+0.00057305i,-0.00023501+0.00025628i,-8.4022e-05+0.00063717i,9.6251e-05+0.0003189i,0.00036451+6.6388e-05i,-0.00040647+0.0002394i,-0.00086122+0.00040704i
0.0018028+0.00016105i,0.0017499+0.00017249i,0.00084728-0.0011777i,0.0010436-0.002005i,0.0020337-0.0010328i,0.0020766+0.00024691i,0.0019224-0.00022242i,0.0012573-0.00076956i,0.0005262-0.00062852i,-3.2913e-05-0.00061133i,-0.00045738-0.00074595i,-0.00016471-0.00028006i,-0.00043282+0.00038686i,-0.00064516+0.00045926i,-0.00053163+0.00030677i,-0.00030602+0.00045983i,0.00014055+5.8601e-05i,0.00036147-4.9088e-05i,0.00093115+0.0001396i,0.0006281+0.00043496i,-0.00043603+0.00026795i,0.00026254-0.00064267i,0.0008806-0.00048651i
0.00012138-0.00049646i,-0.00077891-0.0010778i,-0.0012853-0.00088224i,-0.001814+0.00021244i,-0.00063338+0.0014353i,0.00049192+0.0018316i,0.00085042+0.00079259i,0.00068516-0.00019149i,0.00051616-0.00092147i,0.00071977-0.0012038i,0.00076911-0.00084672i,-0.00013187-3.5766e-05i,-0.00043684-0.00023619i,2.501e-05+0.00028549i,0.00056644+0.00087899i,0.00086009+0.00032144i,-0.00023699-0.0003767i,-0.0012714-0.00030239i,-0.0012594+0.0001819i,-0.00084156+0.00034099i,-0.00056887+0.00013629i,-0.00025305+0.00011406i,-0.00027261-2.886e-05i
0.0017161+0.00081587i,0.00025383+0.00016766i,0.00012179+0.00032276i,0.00044985+0.00042902i,0.0013682-0.00050446i,0.0016471-0.00055477i,0.00066097-0.00069729i,0.0005967-0.00073018i,0.00061706-0.00079442i,0.00020767-0.0012891i,-0.00070669-0.001327i,-0.00079691-0.00084979i,-0.00020329-0.00033854i,-0.00021091+0.00034417i,-0.00041237+0.00030622i,-5.4184e-06-0.00014686i,0.0007027-0.00030328i,0.00061694-0.00096211i,0.00069265-0.00095705i,0.00038862-0.00033333i,-0.00051661-0.00046322i,-0.00027326-0.00046205i,0.00036991+0.00031137i
0.0029557+0.00025423i,0.0031893+0.00016858i,0.0028589-0.00088113i,0.0026708-0.0022165i,0.0020083-0.0016247i,0.0015001-0.0002801i,0.0014354+0.00012253i,0.00092127-0.00025599i,-0.00037992-0.0003459i,-0.0017218-0.00049485i,-0.001352-0.00062609i,-0.00010336+0.00043727i,0.00025323+0.00020344i,-3.4725e-05-0.00010892i,-0.00039189+0.0011953i,-0.0005451+0.00090851i,-0.00050724-7.7927e-05i,0.00019056-0.00085561i,0.00040423-0.0011037i,-0.00010673-0.00017156i,4.1541e-05-2.9519e-05i,0.00076338-0.00047332i,0.00039286-0.00043469i
4.462e-05+0.0011277i,-0.0010325+0.00022316i,-0.0019616-0.00072344i,-0.00099331-0.00067496i,0.0015724+0.00054939i,0.0018365+0.0013182i,0.00067638+0.00042442i,0.00018898-0.00069633i,-0.00047033-0.00023516i,-0.00088754-0.00020918i,-0.00063197-0.0002168i,8.4153e-05-0.00010857i,0.0004715-0.00048483i,-3.7695e-05-0.0011054i,0.00019571-0.00078066i,0.00013423-0.00018821i,-0.00041645-0.00027695i,-0.00011406-0.00022296i,-0.00070369-5.1529e-05i,-0.00087761+0.00042882i,-0.00043963-9.1816e-05i,3.2615e-05-0.00069142i,-0.0001273-0.00021395i
0.0028208+0.0019774i,0.0023497+0.0014685i,0.0031123-0.00039745i,0.0031967-0.002056i,0.0032365-0.0024263i,0.0032278-0.0018201i,0.0019003-0.00077916i,0.00053308-0.00026629i,0.00016227-9.9418e-05i,-0.000203-0.00055439i,-0.00074903+4.7822e-05i,-0.00080357+0.000463i,-0.00077764-0.00033819i,-0.00083689-0.00035762i,-0.0007957+0.00020147i,-5.144e-05+0.00090224i,-9.2947e-05+0.0011724i,-0.00045289+0.00010269i,4.2375e-05-0.00033125i,0.00019717-0.00056068i,-0.00019918-0.00070181i,-6.0909e-05-0.00062255i,0.00027551-0.00035442i
0.00074471-0.0029009i,-0.00082102-0.0026429i,-0.0028739-0.0017939i,-0.0036562-0.00046559i,-0.0021159-3.9266e-05i,-0.00056461+0.0013334i,0.0001711+0.0013206i,0.0013011-0.00022375i,0.00090033-0.0011815i,-0.0007446-0.0013093i,-0.00087721-0.00083499i,0.00015541+0.00015837i,0.0016686+0.00069376i,0.002495+0.00074298i,0.0018547+0.00094845i,0.0010778+0.00069071i,0.00081083+0.00056137i,0.00081148+0.0006539i,0.00078395-0.00040639i,0.00036063-0.00089104i,-0.00027162-0.00050103i,-0.00017328+0.00061373i,0.00026193+0.00088444i
-0.0013705-0.00084516i,-0.0017993+0.00035496i,-0.0025475+0.00082969i,-0.0021753+0.0014412i,-0.00088397+0.0021823i,0.0012758+0.0012335i,0.0019935+0.00029059i,0.0011031-0.00079639i,0.00013649-0.0012542i,-0.00037981-0.00029456i,-0.00042182+0.00053875i,-0.0002187+0.00035689i,7.274e-05-0.00065762i,-6.7003e-05-0.0010169i,-0.00094453-0.0012251i,-0.0011515-0.00058903i,-0.00073036+0.00015288i,-0.00062862-0.00020705i,-0.00088397-0.00054775i,-0.00072745+4.1671e-05i,0.00017024+0.00068276i,0.00088252+0.00074366i,0.0010079+0.00050244i
0.00045656+0.0012967i,-0.00016212+0.00050604i,0.00070786+0.00012657i,0.0006023-5.2152e-05i,0.00010549-0.0002289i,2.796e-05+0.00034291i,0.00058381+0.00027091i,0.00061686-0.00045154i,-9.3315e-05-0.00058853i,0.00067009-0.00082062i,5.0212e-05-0.00067863i,-0.0009018-0.00059555i,-0.00070804-0.00068133i,-0.00094476-0.00021055i,-0.0011066-4.1882e-05i,-0.00057908+0.00017046i,-2.8581e-06-5.675e-05i,0.00010171-0.00044211i,0.00077785-4.0445e-05i,0.00090251+0.00040042i,-1.3228e-07+0.00019663i,-0.00010614-0.00027891i,0.00036748+0.00062438i
-1.682e-05+0.00013416i,0.00061732-7.5451e-05i,0.0012569-0.00073771i,0.0013725-0.00040233i,0.001126+0.00055379i,0.0022984+0.00025656i,0.0029163-0.00044267i,0.0016746-0.00035i,0.00040798-0.00063896i,0.00020317-0.00058778i,0.00063697+0.0004362i,0.0004072+0.00074447i,0.00064879-5.9471e-05i,0.00060185+4.2518e-05i,4.6734e-05+0.00042097i,-4.6113e-06+0.00019015i,-0.00012352-0.00069419i,-0.00011776-0.00094709i,-2.0091e-05-0.00036805i,1.3357e-05-0.00025978i,9.3378e-05+0.00022148i,-0.00013015-1.0681e-05i,0.00013776-0.00096652i
0.0013609-0.00067337i,0.00050338-0.0013671i,-0.00066311-0.0015491i,-0.0014159-0.00096013i,-0.00030581-0.00036129i,0.0011912+0.0010809i,0.0019977+0.001055i,0.0017574-0.00042078i,0.00035252-0.0010019i,-0.00046478-0.00083102i,-0.00041602-0.00012352i,0.00010603+0.00094558i,0.00065345+0.0010157i,4.7001e-05+0.00089795i,2.1592e-05+0.00084886i,0.00055138-0.00014553i,0.00079023-0.0011378i,0.00095478-0.0010832i,0.00079838-0.00024743i,0.00045567-0.00016247i,-1.7425e-05-0.00046134i,0.00014139-0.00025955i,0.00029079-0.00014272i
-0.00022299+0.00060305i,-0.0007131+0.00036365i,-0.0013786+0.0010964i,-0.0011286+0.0017164i,3.7275e-05+0.0023722i,0.00031301+0.0011761i,0.00012694-0.00021113i,8.4114e-07-0.00062542i,-0.00061282-0.0011059i,-0.00055871-0.00066878i,-0.00072118+0.00015827i,-0.00031362+0.0002311i,0.00030338-0.00021233i,0.00077169-0.00032502i,0.00088405-0.00021893i,0.00031534-0.00027481i,6.7176e-05-0.00054623i,0.00045665-0.00022395i,0.00022513-2.9751e-05i,-7.7288e-05+3.4621e-05i,-6.5654e-05+0.00072568i,-0.0003697+0.0004982i,-0.00037984-0.00017636i
-0.0011931-0.00017418i,-0.0014676+8.0758e-06i,-0.0021916-9.8415e-05i,-0.00083027+0.00074018i,0.0012436+0.0018946i,0.0022196+0.002507i,0.0026398+0.0017638i,0.0019703-0.00011084i,0.00045759-0.0011609i,-0.0014525-0.0006113i,-0.0021025-3.2541e-06i,-0.00017885-0.00075166i,0.0012601-0.0018178i,0.00098184-0.0015942i,0.00039324-6.9737e-05i,0.00037722-0.00010643i,0.00078035-0.00071787i,0.00059195-0.00047882i,6.4279e-05-0.00042657i,6.9268e-05-0.00069996i,0.00058963-0.0012652i,0.00044661-0.0010789i,-0.00048962+0.00047182i
0.0014463-0.0027359i,0.00043722-0.0028531i,0.00021515-0.0029355i,0.0004697-0.0019044i,0.00073614-0.00044535i,0.00057734-0.00025896i,0.00075209-1.4807e-05i,0.00096426+0.00031285i,0.00082903+0.0004059i,-7.5062e-05+3.8603e-05i,-0.00099251+0.00013679i,-0.00031203-0.00015327i,0.0009242-8.79e-05i,0.00087978-0.00030314i,0.00061919-0.00090114i,0.00097153-6.0837e-06i,0.00041755+0.00043581i,-0.00023718-0.00011862i,-0.00070895-8.922e-05i,-0.00066304-0.00064771i,-0.00035362-0.0012662i,0.00016531-0.00055709i,0.00083249-6.9345e-05i
0.00039626-0.0024647i,4.7967e-05-0.0024645i,-0.00072696-0.0016938i,-0.00030479-0.0006893i,0.0005094+0.00039436i,0.00098469+0.0012729i,0.0013882+0.00044748i,0.000502+5.5561e-05i,-4.7063e-05-0.00017738i,0.00061524-0.00051697i,0.00010122-3.3811e-05i,-0.00029864+0.00030792i,-0.00018584-1.0461e-06i,0.00023296-4.9768e-05i,0.00074902+0.00035234i,0.00087343+0.0004247i,0.0012115+3.914e-05i,0.00084321-0.00041457i,-0.00032647-0.00092814i,-0.00029257-0.0010618i,-0.00022584-0.00058063i,-0.00051402+0.00042452i,-0.00065911+0.0011093i
0.001013-0.00092804i,-0.00059006+0.00066183i,-0.0019287+0.0007325i,-0.0012948+0.000612i,0.00027572+0.0013502i,0.0013438+0.0012456i,0.001435-3.4111e-05i,0.0012406-0.00092359i,0.00064507-0.00094681i,-0.00090124-0.0004057i,-0.0011339+0.00053614i,-0.00025298+0.00077572i,0.00022457-7.1856e-05i,0.00045552-0.00025881i,-0.00031829-0.0001799i,-0.00093022-0.00066803i,-0.0008071-0.0012288i,-0.00085263-0.0015611i,-0.0011438-0.0012886i,-9.725e-05-0.00072901i,0.00040075-0.00056934i,-0.00033287-0.00091515i,-0.00062646-0.00062128i
0.0008909+0.00010946i,-3.4743e-05+5.919e-05i,-0.0004114-0.00041547i,-0.00040658-0.00034996i,0.00051708+0.00026943i,0.0016303+0.00036613i,0.0018744+0.00014959i,0.0013839-0.0003243i,0.0011437-0.0010713i,0.0011827-0.0010271i,-0.00023735-0.00041236i,-0.00058851-0.0002774i,-7.2095e-06-0.00011933i,-0.00044542+0.00052059i,-0.00062253+0.00048882i,0.0003663+0.00042859i,0.00038995+0.0003545i,-0.00039453-7.3086e-05i,-0.000615-0.00031935i,-0.00037152+0.00012613i,-0.00035525+0.00073426i,-0.00035367+1.1033e-05i,-0.00026493-0.00031415i
-0.00090015-0.00030844i,-0.0010891-0.00015521i,-0.00061191+0.00040367i,3.693e-05-0.00019446i,0.001446-0.00036746i,0.0020616+0.00059809i,0.00127+0.00036262i,6.5631e-05-0.00037854i,-0.00058146-4.105e-05i,-0.00030467+0.00066426i,0.00012495+0.00071497i,0.00034498+0.00021144i,-2.679e-05-0.00011302i,-0.00049856+0.00015385i,-0.00011868+0.00070161i,-0.00036025+0.000295i,-0.00057141-0.00054392i,-6.8401e-05-0.00019859i,0.00014286-0.00021012i,0.00022901-0.00052731i,6.5905e-05+4.8407e-05i,3.629e-05+0.00046866i,-3.9962e-05+0.00070063i
-0.00080038-0.001288i,-0.0017636+0.00018328i,-0.0034098+0.00082223i,-0.0033499+0.0011407i,-0.00088375+0.0025907i,0.0016244+0.0028266i,0.0019266+0.0014941i,0.00088016-0.00080997i,0.00011961-0.00078802i,-0.00038309+0.00083247i,-4.4681e-05+0.00066501i,0.00088026-0.00038572i,0.0010714-0.00058199i,0.0010143+0.00013317i,0.00020375+0.00045069i,-0.0001491-0.00025996i,0.00019255-0.00071813i,0.00037417-0.00067617i,0.00028653-7.8728e-05i,-0.00013647+0.00091685i,-0.00088249+0.0010203i,-0.00089659+0.00063986i,0.00014201+0.0001691i
-0.00080072-0.00094007i,-0.00072715-0.00082769i,-0.00034541+0.00071378i,-0.00053341+0.0021931i,-7.4816e-05+0.002191i,0.0011474+0.0016843i,0.0016999+0.00078895i,0.00078222-0.00028704i,-0.00083905-0.0016526i,-0.0015743-0.0017964i,-0.00095704-0.0005706i,-7.8162e-05+0.00075442i,0.00015679+8.8782e-05i,0.00034981-0.00069569i,0.00083633-0.00014423i,0.001098-0.00016937i,0.0012486-0.00054374i,0.00039604-0.00023027i,-0.000511+0.00015966i,-0.00083136+8.5954e-05i,-0.0010556+0.00020896i,-0.00080419+7.4522e-05i,0.00021818-0.00018119i
-0.00050536+0.0008522i,0.0013126+0.00058067i,0.00079751+0.00036231i,-0.00062072+0.00066778i,1.8865e-05+0.0017871i,0.0016045+0.0021858i,0.0016931+0.00087297i,0.00077678-0.0003689i,0.00019471-0.00081484i,0.00012676-0.00036115i,0.00018703-5.7514e-05i,0.00054764+2.9253e-05i,0.00068415-0.00027962i,-5.6305e-05-0.00021264i,3.2085e-05+0.00025861i,0.00067281-0.00012476i,0.0001171-0.00076421i,-0.00061238-0.00070969i,-0.00071072+3.6673e-06i,-0.00071188-0.00013616i,6.2708e-05-0.00049546i,0.00084131-0.00042603i,0.00012189-0.0001089i
-0.0016921+0.00037515i,-0.0021699+0.0005907i,-0.0024539+0.00080612i,-0.0018291+0.0015268i,0.00026537+0.0022497i,0.0018867+0.0015391i,0.0017579+0.00049868i,0.00077296+3.9016e-05i,8.1005e-05-0.00071415i,-7.669e-05-0.0013567i,-0.00018435-0.00032259i,-4.8937e-05+0.00058815i,0.00053122-0.00018073i,0.00039831-0.0010135i,-2.3522e-05-0.0010636i,5.164e-05-0.0008051i,0.00010254-0.00056589i,-0.00032121-0.00079535i,-0.00089696-0.00045218i,-0.0014447+0.00034742i,-0.0004818+0.00012774i,0.00033736-0.00059465i,0.00030309-0.0003521i
0.0020553+0.0011206i,0.00089255-0.00024593i,0.00038835-0.0019564i,0.00062184-0.0014175i,0.00070768-0.00068391i,-0.00022298-0.00046998i,-0.00064048-0.00036433i,-7.1746e-06-0.00023913i,-0.00027517+0.00019692i,-0.00042177+0.00054399i,0.00010034+0.0011386i,-0.00023307+0.0012202i,-0.0007666+0.00021623i,-0.00075237-0.00025605i,-0.0012045-0.00040319i,-0.0008228-0.00051048i,-0.00027894+0.00017383i,-0.0003909+0.00012387i,-0.00088596-0.00019771i,-0.00094738+0.00040802i,-0.00080691+0.00093736i,-0.0010838+0.00063197i,-0.00095395+0.00032243i
-0.0012165-0.0011084i,-0.00045692-0.00010871i,-0.0012341+0.00015341i,-0.0016487+1.0134e-05i,-0.00015762+0.0015206i,0.0011761+0.0019039i,0.0019206+0.0010511i,0.0012758+0.00015728i,0.00050376-0.00066623i,0.00018752-0.00085147i,-0.0002195-0.00079395i,-5.6074e-05-0.00071709i,9.6214e-05-0.00037727i,0.00042652-0.00072103i,0.0011798-0.00097691i,0.00091083-0.0002035i,-0.00029247+0.00020529i,-0.00044124-0.00037447i,0.00038201-0.00051177i,0.00052705-0.0001944i,0.00082796+0.00019952i,0.00064554+0.0001356i,0.00030522+3.1232e-05i
0.00015743+0.0034093i,0.00064911+0.0028195i,0.0012328+0.0024026i,0.0012509+0.0013975i,0.0010496+0.0001372i,0.001542-0.00063737i,0.0013411-0.00079227i,0.00078657-0.00090295i,0.00049673-0.00036199i,0.00026496+0.00027885i,-0.00018121+0.00011445i,-0.000663-0.0001504i,-0.00069913-0.00033284i,-0.00050355+8.7926e-05i,-0.00015518+0.00029205i,0.00028407+0.00022403i,0.00051703-0.00048021i,0.00019993-8.2474e-05i,-5.9881e-05+0.00024014i,0.00019161-0.00030499i,5.9022e-05-0.00042219i,0.00011461-0.00034879i,0.00037244+0.00033758i
0.00033488-0.0014719i,-0.00028553-0.0023514i,-0.0004753-0.0023968i,-0.00029929-0.0013081i,0.00074533+0.00022079i,0.0013042+0.0014686i,0.0016399+0.0012914i,0.00083159+0.00043151i,-8.2647e-05+8.566e-05i,-0.0011536+0.00035523i,-0.0013579+6.3744e-05i,-0.0006877+5.741e-05i,7.0063e-05+0.00028858i,0.0005418-9.1076e-05i,0.00016733-0.00088707i,0.00036509-0.0010466i,0.00082384-0.00063609i,0.00014593+0.00062457i,-0.00031499+0.0010068i,-0.00056863-0.00021384i,-0.00095125-0.0010256i,-0.00083672-0.0010391i,-0.00065697-0.0008466i
0.00042603+0.00058499i,0.00043972-0.00023801i,0.00042675-5.8658e-05i,0.00066051-0.00025908i,0.0014139-0.00097848i,0.0015189-0.00069792i,0.0004901+4.4934e-05i,-9.1435e-05+5.9411e-05i,0.00011595-9.8812e-06i,0.00057938+0.00047791i,-0.00036336+0.00073911i,-0.00068979+1.761e-05i,0.00027803+0.00044596i,0.0002227+0.0010029i,0.00017765+0.00090544i,0.00023803+0.00076216i,0.00041917-0.00011813i,0.00024133-0.00029976i,-0.00038234-5.5299e-05i,-0.00049159-0.00049332i,-4.0258e-05-0.00015763i,0.00094715+0.00037915i,0.00093401-1.0079e-05i
-0.00036108+0.00073934i,-0.00020944+0.00077i,0.00024461+0.00021523i,-4.482e-05-9.7743e-05i,0.00055683+0.0010595i,0.0016916+0.0011306i,0.0016548+3.804e-05i,0.0003098-0.0011321i,-0.00014926-0.0021564i,-0.00014535-0.0012224i,-0.00069578+0.00034329i,-0.00042516+0.0002383i,-0.00029005-0.00094506i,-3.9041e-05-0.0013122i,0.00046667-0.00064494i,0.0005565+4.1247e-05i,0.00066848+0.00023344i,-9.9031e-06-0.0002278i,-0.00027934-0.00035245i,2.6845e-05-0.00017824i,-3.0533e-05-0.0011262i,3.7802e-05-0.00069472i,0.00018859+0.00065014i
-0.0011465+8.4319e-05i,-0.0018743+0.0011817i,-0.0015047+0.00093416i,-0.00055563+0.00073198i,0.00038669+0.0012432i,0.0013322+0.0013186i,0.0018392+0.00062666i,0.0013392+0.00038322i,8.1715e-05+0.00071884i,-0.00057251+0.00047143i,-0.00054664-9.1028e-06i,-0.00031971-0.00029451i,-0.00024119-0.00063042i,-0.00018107-0.0011989i,-0.00037177-0.0010484i,-0.00045094-0.00060098i,-7.952e-05-0.00050902i,-5.6867e-05-0.00058348i,-7.616e-05-0.0010806i,0.00020817-0.00095811i,-0.00012036-0.00032373i,-0.00032516+0.00014231i,0.00035303+6.1697e-05i
