0.0017618+0.0010275i,0.003371-0.00039981i,0.0035324-0.0010711i,0.002845-0.0016572i,0.00072391-0.0020211i,-0.00073715-0.0013563i,-0.0005823+5.131e-05i,0.00038635+0.00074282i,0.0004105+0.00033995i,-8.5649e-05-0.00048968i,0.00018404-0.00064808i,0.00074158-0.00023864i,0.0011638+0.00051909i,0.00054224+0.00037572i,-0.00047421+0.00035382i,-0.0010533+0.00068349i,-0.00086022+0.00016235i,-0.00011252+0.00019979i,-0.00013756+0.00065624i,-0.00072452+0.00037597i,-0.00065434+0.0004823i,-0.00068262+0.0005417i,-0.00049462-0.00075763i
-0.0013948+0.0015212i,-0.0010014+0.00095198i,-0.00020134+0.00063307i,0.0013336-0.0010544i,0.002077-0.0023137i,0.0010824-0.0021764i,-0.00011927-0.0019034i,-0.0010698-0.0016716i,-0.0016591-0.0003395i,-0.001104+0.00077476i,-0.00051939+0.00075914i,-0.00053908-0.00013344i,-0.00085015-0.0011094i,-0.00042243-0.00070669i,-0.00014549-0.00035135i,-0.00037381-0.00023294i,-0.00018648+0.00022124i,5.1779e-05+0.00081857i,-0.00028422+0.0002949i,-0.00075182-3.6101e-05i,-0.00056478-0.00027907i,0.00021312-0.00032235i,0.00013469+0.00019628i
-0.0016671+0.00044795i,-6.3792e-05+0.00090303i,0.0006197+0.00040364i,0.0009474+0.00089326i,0.00085317+0.00055444i,0.00045789+0.000214i,0.00036649-0.00024144i,-0.00032203-0.0012781i,-0.0014217-0.00083684i,-0.001309+0.00045951i,-0.00019414+0.0015021i,0.00018988+0.0012855i,0.00038267+0.00071064i,0.00067848+0.00057107i,-0.00020589+0.00052694i,-0.00074829+0.00015621i,-0.00083093-0.00098989i,-0.00071486-0.0012857i,-0.00030696+8.7602e-05i,-0.00012409+0.00035021i,0.00050707-0.00043857i,0.00093539-0.00079316i,0.00053764-0.0008487i
0.0011736-0.0008548i,0.00096405-0.00096988i,0.00099113-0.0013498i,0.0013261-0.0023143i,0.0011081-0.0028855i,-8.5197e-05-0.0029254i,-0.00047985-0.0019704i,-0.00034964-0.0011226i,-0.0012908-0.0010874i,-0.0019908-0.00038015i,-0.001087+0.00045722i,0.00079757+0.00040931i,0.001872+0.00091192i,0.00096689+0.0013289i,0.0003131+0.0011487i,-0.0005258+0.0011819i,-0.00075869+0.001205i,5.6967e-05+0.00029999i,2.9254e-05-0.00024878i,-0.00028833-0.00021389i,-0.0003727-0.0003638i,-0.00023979-0.00063102i,0.00011116-0.00093249i
-0.00042321+0.0012569i,-0.0012074+0.0010924i,-0.001053+0.00052647i,-0.0003884-0.001225i,-0.00021719-0.0020006i,-0.0005099-0.0016464i,-0.00083806-0.0011076i,-0.0014602-0.0010592i,-0.0019911-0.0010728i,-0.0023096-0.00053461i,-0.0021038-6.0735e-05i,-0.0012573+0.00018333i,0.00024055+0.00061893i,0.00062655+0.00077273i,-0.00046227+0.00061035i,-0.00099618+0.00086267i,-0.00035924+0.00086396i,0.00018421+0.00091462i,2.9248e-05+0.0012452i,4.928e-06+0.00044536i,3.2336e-05+0.00032266i,0.00035136+0.00031589i,0.00053958+5.8205e-05i
0.00014733-0.002891i,-0.00011446-0.0033368i,-0.00048398-0.0040619i,-0.0006866-0.0038581i,-0.00085613-0.0026994i,-0.00084363-0.001242i,-0.00069744-0.00036879i,-0.00041745-8.0999e-05i,-0.0010271-0.00012524i,-0.0017959-0.00053189i,-0.0014454-0.00089527i,-0.00024912-0.00059964i,8.0669e-06+8.0471e-06i,-0.00033076-4.0033e-05i,-0.00033919-0.00055646i,-0.0013593-0.00097676i,-0.0015216-0.00019499i,-0.0011248+0.00087773i,-0.00088333+0.00085645i,-0.00090111+0.00023737i,-0.00088815-1.9243e-05i,-0.00023454+0.00049368i,0.00026598+0.00025901i
0.0033546-0.00065952i,0.0039007-0.00079735i,0.0048932-0.001858i,0.0035124-0.0027437i,0.0014321-0.0024723i,0.00022177-0.0018104i,-0.0006801-0.0016017i,-0.0011914-0.0014949i,-0.0012121-0.00089953i,-0.0012627-0.00022752i,-0.001565-0.00025818i,-0.00071485-0.00093654i,0.00043585-0.0011098i,0.00071593-0.00040116i,6.2967e-06+0.0012441i,-0.00082169+0.0011213i,-0.0006093+0.0001511i,-0.00063551+0.00032085i,-0.0006874-8.5431e-05i,6.1532e-05-0.00057086i,0.000307-0.00068467i,0.00024663-0.00080198i,-0.00011056-0.00074384i
-0.00012872-0.00011515i,-0.00062439+0.00069318i,-0.00079177+0.0011087i,-0.0010834+0.00037613i,-0.0014869-0.0012648i,-0.0017442-0.0015986i,-0.00099882-0.0012331i,-0.00077844-0.0012365i,-0.0010634-0.0008718i,-0.00087343-0.00048199i,-0.00034966+0.00035452i,-0.00033195+0.00074711i,-0.00035346+6.9695e-05i,-0.00025717-0.00094097i,-3.6347e-06-0.0012651i,-0.00012357-0.00035507i,-0.00017197-0.00022737i,-8.1704e-06+4.3787e-06i,0.00019068+0.00030894i,0.00056507-0.00048891i,0.0011434-0.00086189i,0.0010305-0.0008506i,0.00014599-0.00063032i
-0.00052175-0.0018407i,-0.0003264-0.0017207i,-0.0007672-0.0011858i,-0.00034596-0.00060003i,0.00044684-0.0005693i,0.00075443-6.5338e-05i,0.0012901+0.00033142i,0.00036655-0.00017388i,-0.0012869-0.00047742i,-0.00088288+6.3704e-05i,-0.00027434+0.001521i,-0.00041724+0.0020177i,-0.00041214+0.0011311i,-0.00053483+0.0010499i,-0.00037871+0.00071657i,-0.0004934-0.00097063i,-0.00019542-0.00075055i,0.00016595+0.00057768i,0.0004463+0.00084601i,0.00021848+0.00038386i,0.00019587+0.00017087i,0.00026233+0.00046494i,-9.6247e-05+0.00014751i
-0.00013494+0.00098461i,1.0923e-05+0.0020735i,0.001029+0.0015919i,0.0023505-0.00077232i,0.0015752-0.0018539i,-0.00015963-0.0018295i,-0.00096043-0.0016594i,-0.0008543-0.0011196i,-0.00057042-0.00084796i,-0.00077346-0.00014762i,-0.0014198+0.00051698i,-0.0016944-9.119e-05i,-0.0012178-0.0010173i,-0.0013431-0.00015922i,-0.0014318+0.00024226i,-0.00056079-0.00029805i,-0.00044347-0.00026342i,-0.00078343+0.00034751i,-0.00046019+0.00038956i,7.4862e-05-0.0001068i,0.00038032-0.00027015i,0.00043105+0.00021065i,-0.0002609+0.00018869i
-0.00011338+0.00053799i,-0.00011596+0.00027893i,0.00084208-0.00030169i,0.00071097-0.0021269i,0.00065991-0.0029456i,0.00079053-0.0025748i,-4.7218e-05-0.0017875i,-0.00086319-0.0012652i,-0.001504-0.0014485i,-0.0017406-0.0010283i,-0.00099813-0.00051721i,-0.0001128-0.00070668i,0.00037916-0.00077832i,0.00033092+0.00024432i,0.00011062+0.0010387i,-0.00017342+0.0007186i,-0.00031188+0.00029976i,-5.0413e-05+0.00040688i,0.00010266-0.00028965i,0.00027301-0.00093414i,0.00022595-0.00017518i,-0.00064433+0.00021132i,-0.0012498-2.1721e-05i
0.00016947-0.0022659i,0.00015091-0.00078589i,5.301e-05+0.00092764i,0.00073591-0.00024803i,0.00048042-0.0014357i,0.00027951-0.00082016i,0.00010081-0.00068769i,-0.0002426-0.0012443i,-0.00073278-0.0010775i,-0.00063709+0.00026918i,0.00027176+0.00064855i,0.0010623-0.00051386i,0.0011148-0.0011525i,0.00059439-0.00015475i,0.00017374+0.00038909i,-0.00052123-0.00016663i,-6.2049e-05+0.00012425i,0.0010931+0.00027101i,0.00102-0.00065724i,0.00066879-0.0002948i,0.00012376+0.00018614i,-0.00037989-0.00023803i,-0.00038229-0.00042253i
0.0012843-0.00097229i,0.0015844-0.0010327i,0.0011541-0.0012277i,0.00051484-0.001367i,0.0003156-0.00092419i,-6.5162e-05-0.001027i,-0.00018197-0.00080247i,0.00028666-0.00016863i,6.892e-05-0.00035273i,-4.6322e-05-0.00035068i,0.00075429+0.00022212i,0.0010963+0.00096747i,0.00087861+0.00084017i,0.00072691-5.0458e-05i,-0.00016901+8.3229e-05i,-0.00058996+0.00043103i,-7.5135e-05+0.00089398i,0.00041845+0.0012406i,0.0004869+0.0006908i,0.00030343+0.00030526i,0.00040427+0.00024101i,0.00041057+5.1216e-05i,0.00035183-0.00066549i
-0.0029873-0.00076555i,-0.001847-0.00053341i,-0.0015163-8.1563e-05i,-0.00018668-0.00046497i,0.0004427-0.00095672i,-3.6052e-05-0.001319i,-9.392e-05-0.00094618i,-0.00018097-0.00075817i,-0.0012417-0.00042857i,-0.0023491+0.00023394i,-0.0017547+0.00072523i,-0.0003922+0.00054247i,3.2955e-05+0.00025295i,-0.00053174+0.00011441i,-0.0012516-0.00015646i,-0.0010185+0.00029919i,8.924e-05+0.00083858i,-0.00017068+0.00087627i,-0.00046587+0.00064537i,0.00019075+0.00018382i,0.0003295+6.839e-05i,0.00075886+0.00018311i,0.00082217-4.4925e-05i
0.0025141-0.00047272i,0.0016595-0.00093423i,0.0017551-0.0016387i,0.0010959-0.0020939i,-0.00064737-0.0022403i,-0.0013549-0.0015563i,-0.00088958-0.00053573i,-0.00075438-0.00078629i,-0.00083287-0.001444i,-0.0012053-0.0011473i,-0.0011115-0.00062427i,-0.00092756-0.00054428i,-0.00067543-0.00052539i,1.6629e-05-0.00037146i,0.00042254-0.00026397i,9.3518e-05-0.00043814i,-0.00042544-0.00056426i,-0.00068768-0.00023227i,-0.00093429+0.00045597i,-0.00058312+0.00058116i,-0.00016983+1.6917e-05i,-0.00018274-0.00072479i,-0.00080334-0.0015083i
0.0015749+0.00021645i,0.0031515-0.00018477i,0.0030755+0.00050703i,0.0017102-0.00040385i,0.0015561-0.0016727i,0.0015778-0.0016317i,0.00067328-0.0013954i,-7.0207e-07-0.0017089i,-0.00028944-0.0012988i,-0.0002951-0.00044063i,-0.00034359-0.00025418i,0.00026801-0.00077712i,0.00082957-0.00029556i,0.00026974+0.00015119i,-0.00045859+0.0002064i,-0.00045169+0.00031065i,-0.00058271-0.00017015i,-0.00050602-0.00017906i,0.00058217+6.3585e-06i,-3.4888e-06+0.00023262i,-0.00020615-0.00014514i,0.00065616-0.0010815i,0.00025215-0.00095019i
0.00078273-0.00041134i,0.00012403-0.0017247i,0.00043469-0.0013744i,0.00081044-0.0017858i,0.0011911-0.0027534i,0.0011116-0.0023317i,0.00049154-0.0011323i,6.6846e-05+0.00027293i,-0.00041929+0.0011081i,-0.00066838+0.00092145i,-0.00024696+0.000556i,0.00018982+0.00064855i,0.00022044+0.00097469i,3.7819e-05+0.0010956i,0.00015991+0.0011892i,2.9916e-05+0.0011624i,0.00036633+0.00072252i,0.00098671+0.00063755i,0.00061848+0.00010526i,0.00048734-0.00062899i,2.9959e-05-0.00039804i,3.5515e-05-0.000357i,0.00068931-0.00083444i
-0.00023284+0.002897i,0.00082911+0.0027481i,0.0019064+0.0030315i,0.0026456+0.0014513i,0.0027062-4.3337e-05i,0.0017579-0.00099037i,-7.2937e-05-0.0014903i,-0.00061074-0.00065498i,-0.00071705+0.00035979i,-0.0012642+0.00043187i,-0.00084329+4.1698e-06i,0.00032161-0.00020907i,4.5176e-05+0.00033698i,-0.0013466+0.00075094i,-0.0015412+0.00068519i,-0.001172+0.00077485i,-0.00046581+0.00082071i,3.4392e-05+0.0007818i,0.00030225+0.00021391i,0.00027059+0.00026381i,0.00019751+6.0252e-06i,0.00054286-0.00019058i,0.00069394+0.00038728i
-0.00043845+0.00031384i,-0.00016861-0.0010752i,3.7584e-05-0.0023487i,0.00043209-0.0021839i,0.00078878-0.0012705i,-0.00024607-0.00094947i,-0.00068491-0.00087786i,-0.00099187-0.00033976i,-0.0011468+6.6043e-05i,-0.0010173-0.00044786i,-0.00031268-0.00065026i,0.00021843-4.9857e-05i,0.00015171+0.0005101i,-0.00051846+0.00041264i,-0.00033809+0.00045753i,0.00025494+0.00031925i,0.00027714+0.00036068i,7.7673e-06+0.00077054i,-4.6404e-06+0.00067709i,0.00041621-7.0042e-05i,0.00039712-0.00023507i,0.00022049-2.5247e-05i,7.913e-05-1.5479e-06i
0.00072083+0.00055542i,0.00063477+0.0010366i,0.0019325+0.00061189i,0.0031693-0.0017011i,0.00285-0.003118i,0.00071662-0.0022521i,-0.00065465-0.00087626i,-0.00084736+3.5896e-05i,-0.0018307+0.00026025i,-0.0017001+0.00022865i,-0.00038257+0.00014801i,-0.00038905+8.8461e-05i,-0.00079769+0.00014047i,-0.00031178-0.00022939i,-8.3385e-05-0.00033447i,-8.8876e-05+0.0005965i,-0.00050224+0.00078632i,-0.00058055+0.00034297i,-0.00016781+0.0010457i,0.00024683+0.0010118i,0.00062053+0.00012624i,0.00062781-0.00017101i,0.00078783-0.00046811i
0.00045593+0.00085617i,0.00088675+0.0015412i,0.0016914+0.00097223i,0.0019387-0.00077437i,0.0012652-0.0022917i,-0.00020613-0.0023657i,-0.00031095-0.0017821i,-0.00026167-0.0018505i,-0.00071384-0.0011908i,-0.00040144+0.0001326i,0.00028152+0.00058094i,0.000399+0.00025829i,0.00021919+7.4068e-05i,0.0010433+0.00075716i,0.00078644+0.00055214i,-0.00038017+8.8312e-05i,3.1786e-05+0.00012372i,0.00099885-0.00016812i,0.0015879-0.00059756i,0.0016363-0.00041862i,0.0011028+5.6244e-05i,0.0011142+0.00024841i,0.000577+0.00021485i
0.00090951-0.00023792i,0.001077-0.0005209i,0.0012504-0.0015771i,0.0011324-0.0015666i,0.00061598-0.0015586i,-0.00024886-0.0019589i,-0.00037226-0.0020047i,4.1442e-05-0.001123i,-0.00029754-8.8485e-05i,-0.00082395+0.00037822i,-0.00090906+0.00057042i,-0.0004656+0.00094684i,0.00018269+0.00077078i,-0.00047989-0.00030306i,-0.0012005-0.00073568i,-0.0011613-0.00039018i,-0.00086459+0.00038155i,-0.00041571+0.00077263i,-0.0001614-2.0116e-05i,-0.00018533+4.3557e-05i,-0.00029327+0.00056829i,6.335e-05+0.00024083i,0.00055743+0.00081782i
0.0018018-0.00097059i,0.00082099+4.1856e-05i,0.0011065+2.5187e-05i,0.001145-0.0016058i,0.00046115-0.0020412i,-0.00026285-0.00087764i,-0.00028606+4.7054e-05i,-0.00027678-0.00083967i,-0.00076025-0.0016556i,-0.0010788-0.0011254i,-0.0015002-0.00055985i,-0.0011926-0.00011651i,-0.00023856+0.00047089i,-2.0703e-06+0.00042812i,-0.00012709-6.9653e-05i,-0.00011478+0.00012409i,-0.00011931+0.00035427i,2.9489e-05+0.00057842i,0.00047179+0.00092641i,0.00065067+0.00070978i,0.00037074+0.00077736i,-0.00029835+0.00056096i,-0.00075587+0.00023026i
0.00044336+0.00044959i,0.00024366+4.1731e-05i,0.00064999-0.00072448i,0.0012672-0.001456i,0.00081885-0.0021252i,0.00067851-0.001982i,0.00057057-0.0013619i,6.7429e-05-0.00045112i,-0.00069813+3.2987e-05i,-0.00096814-0.00040763i,-0.00016295-0.0010903i,0.00022448-0.0011627i,0.00010175-0.00076671i,-7.533e-06-0.00044789i,-9.4544e-05+1.1038e-05i,-0.00065348+0.00026168i,-0.00065626+0.00017549i,-0.0003942+0.00064317i,0.00022779+0.00078303i,0.0011222+0.00028195i,0.00084946-0.00025657i,0.00038066-2.3224e-05i,5.1205e-05+0.00034247i
-0.0029955+7.4045e-05i,-0.0033523-0.00036571i,-0.0022221-0.00050288i,-0.00055755-0.00047499i,0.00067836-0.00094957i,0.0012394-0.00053708i,0.00068327+5.8928e-05i,-0.00020407-7.5586e-05i,-0.0012296-0.00017808i,-0.00094367+3.0098e-05i,-9.0271e-05+0.00069245i,0.00041089+0.0012202i,0.00051532+0.00054425i,-0.00014674-0.00013318i,-0.00070706+0.00010635i,-0.0010177+0.00016438i,-0.00017904-0.00014897i,0.00070862+0.00029619i,0.00074042+0.00046934i,0.00088721+0.00024552i,0.00068182+0.00028597i,0.00013556+0.00019709i,0.00027611+9.5049e-05i
0.0021197-0.00057947i,0.0030293-0.0015202i,0.0036916-0.0032707i,0.0028473-0.0036721i,0.0018659-0.0028233i,0.00099284-0.0024175i,0.00053844-0.0017045i,-0.00040239-0.00052284i,-0.0010609-1.3478e-05i,-0.00088248+0.00058691i,-0.00087565+0.00061186i,-0.00061225-0.00064374i,-0.0002623-0.00061669i,5.9999e-05+0.00040279i,0.00016928+0.00093315i,-0.00028717-0.00015326i,-0.00055679-0.00071486i,-0.00058627+5.764e-05i,-0.00045662-1.9641e-06i,0.00031437-0.00016248i,0.00088358+0.00068948i,0.00060062+0.00070396i,-1.2779e-05+0.00027454i
-0.00096072+0.00091318i,-0.00098667+0.0016601i,0.0001983+0.0018494i,0.0014168+0.00046308i,0.00050935-0.0014129i,-0.00017774-0.0017335i,-0.00027013-0.0010002i,-0.0010557-0.0014723i,-0.0016419-0.0018103i,-0.0012522-0.0011377i,-0.00012545-0.00043097i,0.0005352-0.00019089i,0.00038028-9.5983e-05i,-0.00016322+0.00033471i,-0.0006399+0.00064016i,-0.00073419+0.00065728i,-0.0012982+0.0010223i,-0.0012017+0.0010372i,-0.00012797+0.00060019i,7.2163e-05+0.00037883i,-0.000497+0.00031427i,-0.00075036+0.00059959i,-0.00041239+0.00032733i
0.00098614-0.00069715i,-0.00041568-0.0012085i,-0.0001015-0.0014734i,0.0010638-0.0015659i,0.0010061-0.00093414i,4.3308e-05-0.00042717i,8.5375e-06-8.6082e-05i,-0.00036228-0.00043293i,-0.0013487-0.00054346i,-0.0015799-0.00048048i,-0.00066083-0.00081114i,-0.00020478-0.00061261i,-0.00027958-0.00075632i,2.8589e-05-0.00079354i,0.00014683-0.00074895i,0.00063868-0.00044861i,0.0010149-0.00019704i,0.00065143+0.00011205i,0.00073383+0.00066586i,0.00080684+0.00082228i,0.00014042+0.00036673i,-0.00012543-4.023e-05i,-0.00035757-0.00031459i
-0.00051159+0.0010902i,0.0011197+0.0011295i,0.0024963+0.0015635i,0.0025214+0.0004505i,0.0020473-0.0015314i,0.0011811-0.0014493i,-0.0001305-0.00017412i,-0.00062665-0.00042369i,-0.0006983-0.001127i,-0.00096651-0.00083991i,-0.00077786-4.2079e-05i,-0.00063663+0.00023136i,-0.00028377-6.3797e-05i,0.00019277-0.00064204i,-3.3945e-05-0.00026963i,-0.00046987+0.00034582i,3.4511e-05+0.00037379i,0.00063835+0.0004039i,0.00050134+0.00055443i,0.00070369+0.00056696i,0.00056966+0.00057814i,0.00018434+0.00033177i,2.8774e-06-0.00030008i
0.00062916+0.00010304i,0.00044838-0.00021155i,0.00061026-0.00055286i,0.0012895-0.00089162i,0.0012968-0.0009707i,0.00085101-0.00095186i,0.00065723-0.0010457i,-0.00014545-0.0010327i,-0.0013267-0.00057719i,-0.0012464+0.00053601i,-0.00037555+0.001199i,6.4224e-05+0.0006949i,0.00014117+0.00030367i,0.00059733+0.00014115i,0.00021411-0.00028128i,-0.00073923-0.00027504i,-0.00052899-0.00015457i,0.00040325+9.318e-05i,4.973e-05+0.00086442i,-0.00077006+0.00085041i,0.00012028-0.00033685i,0.0011578-0.00072096i,0.00040771+3.1167e-05i
-0.00071042+0.00063493i,0.00057771+0.0011531i,0.0023256+0.00032475i,0.0031848-0.0014109i,0.0034391-0.0016682i,0.0023286-0.0019887i,0.00059405-0.0024034i,-0.00039613-0.0013751i,-0.0011508-0.00065305i,-0.00056859-0.00015537i,0.0001525+0.00054699i,-0.00015766+0.00052161i,-0.00069285+0.00022181i,-0.0011724+0.00028516i,-0.0011167-0.00020074i,-0.0013238-5.9547e-05i,-0.001309+0.00036859i,-0.00051676-7.9371e-05i,-0.00015131+1.1166e-05i,-2.5024e-05-3.6778e-05i,0.0004519-0.00054276i,0.00050683-0.00051314i,0.00022404-0.00071241i
0.0017377-0.0015944i,0.00054596-0.002826i,0.00055401-0.0030689i,0.00057094-0.0027626i,-0.0004729-0.0025671i,-0.0018314-0.0011571i,-0.0011603-0.00029942i,-0.00026919-0.00051267i,-0.00053211-0.00090966i,-0.001176-0.0011484i,-0.0013471-0.00043084i,-0.00085695+0.00052528i,0.00010381-0.00021254i,0.00054286-0.00076573i,-7.6185e-05-0.0005962i,-0.00012052-7.8207e-05i,0.00020483-0.00042098i,0.00017553-0.00049351i,0.00024936-0.00029095i,0.00022858-0.00061742i,8.8071e-05-0.00018951i,0.00037605-0.00012789i,0.00042183-0.0011172i
0.001539+0.0008327i,0.0020375-0.00036162i,0.0025995-0.0023623i,0.0025531-0.0034671i,0.001063-0.0031366i,-0.00029505-0.0019372i,-0.00069032-0.0014265i,-0.0012186-0.0011441i,-0.0014823-0.000478i,-0.0017231-0.00038821i,-0.0012788-0.00078413i,-0.00065701-0.0001969i,-0.00042426+0.00082684i,0.00014241+0.00055509i,8.6946e-05+1.3629e-05i,-0.00085961-0.00042429i,-0.0008372-0.00020857i,-0.00022172+0.00059207i,4.0871e-05+0.00071141i,-0.0003106+6.4746e-05i,-0.00018918-0.00034602i,0.00066708-0.00056563i,0.00071443-0.00035445i
2.0453e-05-0.00016518i,-0.00040925+0.00018103i,-0.00016373+4.0369e-05i,-0.00073928-0.00073324i,-0.0013177-0.0015784i,-0.00074476-0.0015606i,-0.00018435-0.00093336i,-0.00064338-0.00036467i,-0.0015319-0.00017065i,-0.0018058+0.00053603i,-0.00056382+0.00089392i,-0.0001827+0.00041828i,-0.00031896+0.00034139i,-0.00030241+0.00021271i,-3.9223e-05-0.00056086i,0.00019384-0.00070456i,-0.00019688-0.00019276i,6.9289e-05+0.00013113i,0.0007802-0.00026718i,0.00068069-0.00079656i,0.00067228-0.00057098i,0.00032267+0.00025516i,-0.00010431+0.0003249i
-0.00043999-0.00044247i,-0.00057946-0.00038597i,-0.00063189-0.0010596i,0.00040939-0.001895i,0.00093198-0.0016514i,0.00090242-0.0013005i,0.0010859-0.0011288i,0.00025158-0.00074766i,-0.0012198-0.0010054i,-0.0016072-0.00052573i,-0.0013531+0.00057406i,-0.00075179+0.00078097i,0.00010192+0.00020343i,0.00011325-0.00017893i,4.0953e-05+4.1403e-05i,-0.00048562+0.00036297i,-0.0011236+0.00054202i,-0.00063288+0.00069641i,3.2134e-05+0.00035422i,0.00069734-0.00051281i,0.00060106-0.00028531i,-0.00048483-0.00013512i,-0.00051607-0.00029824i
0.00037085-0.00032195i,0.0004761-0.00016013i,0.0011819-0.00017864i,0.0013216-0.00084138i,0.00090318-0.0019857i,0.00086585-0.0017017i,0.0011292-0.00069205i,0.00049613-0.0010044i,-0.00022508-0.0011919i,-0.00053409-0.00036155i,-9.1015e-05+0.00054145i,2.0912e-06+0.00025186i,-0.00024391+7.6739e-06i,4.476e-05+0.00078021i,8.0549e-05+0.00066184i,-0.00017499+0.00049624i,-0.00011979+0.00070677i,-0.00026484+0.00034072i,-0.00061033-0.00065382i,-0.00010204-0.00082717i,0.00083528-0.00017711i,0.00089763-0.00041937i,1.2434e-06-0.0014002i
0.00024711+0.00057637i,0.00029848+0.00014522i,0.00099478-6.5077e-05i,0.0025334-0.0017054i,0.002097-0.0026741i,-0.00024806-0.0023157i,-0.0006807-0.0018322i,-0.00035244-0.001242i,-0.00091795-0.00072539i,-0.00090728-0.00038613i,-0.0002483-0.00036151i,0.0004544-0.00018713i,0.00048026-0.00026645i,0.00010587-0.00012176i,-0.00026178-0.00027432i,-0.00067206-0.00019458i,-0.00015453-0.00088535i,0.00052812-0.00096398i,0.00071069-0.00025021i,0.00052529-0.00044221i,0.00051106-5.2046e-05i,0.00043467+0.00079053i,-2.1757e-05+0.00096369i
0.0007131+0.0021198i,0.0013993+0.002778i,0.0028976+0.0025386i,0.003605+0.00084199i,0.0023008-0.0010546i,0.00080565-0.0011926i,0.00017423-0.00018083i,4.6528e-05-0.00053542i,-0.00037113-0.001019i,-0.001298-0.0011852i,-0.0011067-0.00088917i,-0.00047325+0.0003927i,-0.00061079+0.00041052i,-0.00035144+0.00026817i,-0.00016775+0.00040061i,-0.00047422+0.00044937i,1.6642e-05+0.0010109i,0.00037978+0.00049544i,0.00048933+9.7129e-06i,0.00059904-5.5271e-05i,0.00050606-0.00024095i,0.00061941-0.00060743i,0.00023689-0.00057387i
0.00059545-0.00038679i,0.00020343-0.00055655i,-0.00075123-0.002098i,-0.00048494-0.0026676i,0.0001278-0.0025179i,1.3351e-05-0.0021946i,0.00041644-0.0012055i,0.00089561-0.00048863i,0.00025482-0.00022063i,-0.0005919+0.00047957i,-0.00043119+0.00053204i,0.00031492-0.0002891i,0.00051488-0.00053475i,0.00023398-0.00041328i,2.9193e-05+0.00016129i,-4.9578e-05+2.0337e-05i,-3.2153e-05-0.00041986i,0.00017019-0.00010965i,7.6562e-05+0.00011138i,0.00018917+0.00047495i,6.1131e-06+0.00056053i,-1.494e-05+0.00054202i,-0.00056964+0.00037253i
0.0025117+0.00262i,0.0037793+0.0020543i,0.0057164+0.0013109i,0.0044233-0.00017974i,0.0026622-0.0015106i,0.0027074-0.00094255i,0.0041306+0.00052305i,0.0064902-1.8714e-05i,0.0068378-0.0027109i,0.004945-0.0049397i,0.0022658-0.0051554i,0.00028578-0.004212i,-0.0016861-0.0029193i,-0.0030689-0.0016863i,-0.0026576-0.00037864i,-0.0012608+0.0005815i,8.7359e-05+0.00090314i,0.00033989+0.001148i,0.0003553+0.0006405i,0.00087158-9.1346e-05i,0.00087415-0.00031902i,0.00034083-0.00022117i,0.00013412+5.0899e-05i
-0.0021491+0.0011974i,-0.0024669+0.0023845i,-0.0014641+0.0025228i,-8.9595e-05+0.0010835i,0.00021404-0.00073814i,-7.9855e-05-0.0011187i,-0.0002853-0.00076332i,-0.0016237-0.00074483i,-0.0024615-3.4225e-05i,-0.0019234+0.00079095i,-0.00078573+0.0011602i,-0.00032814+0.0023595i,-0.00034771+0.0026332i,-4.9985e-05+0.0017098i,-0.00017703+0.00056163i,-0.00044084+0.00025264i,0.00022338+0.00065486i,0.00058077+2.0138e-05i,-0.00058171-0.000602i,-0.00030881-0.00069061i,0.00058825-0.00045857i,0.00043213-0.00055877i,0.0010545-0.00071469i
0.00084442-0.00058269i,0.0011643-0.0012036i,0.0024547-0.0025822i,0.0021245-0.0032776i,0.0012743-0.0023816i,0.00065848-0.0013679i,0.00018562-0.0012343i,-0.00020505-0.0011371i,-0.00080101-0.00028829i,-0.0011073+0.00029771i,-0.00079441+0.00010525i,-0.00026904-0.00078301i,0.00025881-0.0012311i,0.00063228-0.00045624i,0.00033833-5.2564e-05i,-0.00011454+0.00015134i,-0.00027667+0.00088964i,-0.0005845+0.0011892i,0.00013512+0.00039227i,0.0009844-0.00047933i,0.00075821-0.00020028i,-2.591e-05+0.00010878i,-1.7388e-05-0.00029575i
-0.0014022-0.00036967i,-0.00094296+0.00011774i,0.00043398+2.7705e-05i,0.0017469-0.00098873i,0.0015911-0.0016055i,0.00027857-0.0018727i,0.00010907-0.0012297i,9.0262e-05-0.00052838i,-0.0013597+0.00020829i,-0.0012058+0.0017739i,-0.00039979+0.0022106i,-0.00016191+0.00090217i,0.00056872+7.5081e-06i,0.0012139+0.00045548i,0.00066966+0.0013077i,0.00010726+0.0013233i,6.7799e-05+0.00086933i,-4.9153e-05+0.00051001i,-0.00014172+0.00012856i,-0.0001714+0.0008662i,0.00060784+0.00052894i,0.00097685+0.00018648i,0.00020746+0.00045249i
0.0016344+0.002182i,0.0027298+0.00082198i,0.0040189-0.0011692i,0.003892-0.0024561i,0.0012575-0.0028414i,-0.0001752-0.0022516i,-0.00031301-0.00098912i,-0.0005633-0.00050415i,-0.0015732+0.00016005i,-0.0017473+4.0232e-05i,-0.00066254-0.0006258i,-0.00055964-0.00013503i,-0.00045931-6.6101e-05i,0.00057971+0.00040315i,0.0010557+0.00035691i,0.00027703-3.7243e-05i,-0.00032594-0.00013866i,-0.00012657+7.7413e-05i,-2.1385e-05+0.0007119i,-0.00034422+0.00039906i,-0.00029392-0.00072486i,-0.00029044-0.001068i,0.0003136-0.00010259i
