0.0017618+0.0010275i,0.003371-0.00039981i,0.0035324-0.0010711i,0.002845-0.0016572i,0.00072391-0.0020211i,-0.00073715-0.0013563i,-0.0005823+5.131e-05i,0.00038635+0.00074282i,0.0004105+0.00033995i,-8.5649e-05-0.00048968i,0.00018404-0.00064808i,0.00074158-0.00023864i,0.0011638+0.00051909i,0.00054224+0.00037572i,-0.00047421+0.00035382i,-0.0010533+0.00068349i,-0.00086022+0.00016235i,-0.00011252+0.00019979i,-0.00013756+0.00065624i,-0.00072452+0.00037597i,-0.00065434+0.0004823i,-0.00068262+0.0005417i,-0.00049462-0.00075763i
0.33497+0.08193i,0.45754+0.08877i,0.30127+0.012871i,-0.050452-0.069418i,-0.30724-0.078325i,-0.30384-0.063756i,-0.15991-0.046764i,-0.055272-0.016878i,-0.012512+0.017754i,0.013477+0.032699i,0.028542+0.011901i,0.026937-0.014915i,0.021957-0.035667i,0.016797-0.055935i,0.01176-0.055206i,0.011139-0.027567i,0.015505+0.0022796i,0.020253+0.0094156i,0.013992-0.003701i,-0.0018973-0.013007i,-0.010612-0.019214i,-0.010738-0.0304i,-0.01161-0.03116i
-0.22386+0.1235i,-0.26374+0.18844i,-0.11676+0.21466i,0.10237+0.2223i,0.23818+0.23588i,0.25806+0.21679i,0.17493+0.14144i,0.088546+0.081363i,0.061907+0.03719i,0.037027-0.0062526i,0.0087123-0.02156i,0.0053346-0.030597i,-0.0067468-0.036039i,-0.031685-0.0081196i,-0.034504+0.032561i,-0.013012+0.053264i,0.0062816+0.054544i,0.012381+0.046885i,0.015358+0.032098i,0.018891+0.011353i,0.012707-0.00038556i,-0.0026984+0.0062789i,-0.0080574+0.016814i
0.023161-0.26127i,-0.032643-0.36102i,-0.11399-0.26632i,-0.10657-0.090054i,-0.057422-0.037117i,-0.07139-0.055313i,-0.06691-0.03146i,-0.037332-0.023467i,-0.052541-0.025696i,-0.059879+0.0038338i,-0.039324+0.01165i,-0.037873-0.0037764i,-0.038742+0.0025166i,-0.007543+0.018768i,0.036395+0.012783i,0.061966-0.015082i,0.060366-0.040507i,0.033723-0.046926i,0.0034983-0.039507i,-0.010194-0.037657i,-0.013874-0.039636i,-0.013121-0.02639i,-0.0049245-0.0067369i
0.16619+0.2819i,0.32897+0.38792i,0.39513+0.25302i,0.28852+0.0068418i,0.16657-0.089787i,0.16126-0.063742i,0.18782-0.040425i,0.17122-0.023052i,0.12842+0.00025315i,0.074285+0.019352i,0.024415+0.032825i,-0.0054387+0.035057i,-0.013482+0.022523i,-0.010032-0.004209i,-0.0129-0.034581i,-0.026953-0.048282i,-0.031524-0.036388i,-0.013248-0.011981i,0.00068102+0.0051872i,-0.011408+0.016729i,-0.025781+0.029912i,-0.013508+0.028397i,0.0070599+0.0048183i
-0.27848-0.17048i,-0.44512-0.2188i,-0.41123-0.12775i,-0.20445+0.0042393i,-0.072823+0.04377i,-0.087206+0.01111i,-0.13154-0.031419i,-0.14727-0.046149i,-0.11486-0.033898i,-0.044335-0.020396i,0.010426-0.0014413i,0.031815+0.024034i,0.029284+0.035508i,0.011862+0.037546i,-0.011546+0.041259i,-0.032051+0.042058i,-0.041667+0.03385i,-0.039717+0.021894i,-0.027163+0.018072i,-0.0039855+0.019956i,0.017195+0.018577i,0.018881+0.010425i,0.0028666+0.0043928i
0.26594-0.025527i,0.39254-0.082842i,0.33266-0.1466i,0.15814-0.17788i,0.038893-0.17213i,-0.016183-0.12412i,-0.046489-0.055423i,-0.040009-0.010247i,-0.022473+0.0042551i,-0.014475+0.002499i,-0.0022444-0.013417i,0.012387-0.027074i,0.026018-0.027729i,0.037393-0.032844i,0.040097-0.037462i,0.032147-0.021978i,0.022015+0.004223i,0.019926+0.016473i,0.023121+0.011435i,0.02303-0.00084018i,0.021679-0.015698i,0.016436-0.025826i,0.0044643-0.024564i
-0.16106+0.17973i,-0.2142+0.26472i,-0.18302+0.18622i,-0.12575+0.017003i,-0.06504-0.046441i,0.024124-0.0065846i,0.085051+0.016857i,0.073105+0.015403i,0.042131+0.019071i,0.025315+0.012954i,0.01406-0.0032941i,0.006633-0.015783i,-0.004553-0.018142i,-0.027547-0.0078906i,-0.045466+0.011303i,-0.034704+0.029904i,-0.0061031+0.035132i,0.014957+0.028107i,0.022314+0.015835i,0.014797+0.0067299i,-0.00041601+0.0067658i,-0.0099841+0.0096373i,-0.011539+0.01369i
-0.00058677-0.25584i,-0.058035-0.34106i,-0.13019-0.21029i,-0.17621+0.01318i,-0.19916+0.082056i,-0.1913+0.014214i,-0.13125-0.043352i,-0.072077-0.076857i,-0.060441-0.094022i,-0.059806-0.07514i,-0.044305-0.047152i,-0.030668-0.034234i,-0.023771-0.020048i,-0.010522+0.0077387i,0.01108+0.024734i,0.033195+0.015397i,0.043917-0.0070473i,0.035116-0.030788i,0.015409-0.041633i,0.0077404-0.036644i,0.0094995-0.031336i,0.0028915-0.023805i,-0.0045373-0.010293i
0.15167+0.21202i,0.2559+0.26611i,0.26686+0.1586i,0.18523+0.035305i,0.12027+0.057371i,0.089231+0.11345i,0.024578+0.11374i,-0.020991+0.12675i,-0.0088444+0.13719i,-0.0064927+0.10644i,-0.026611+0.068807i,-0.03257+0.044896i,-0.012694+0.028192i,0.017056+0.0078183i,0.031812-0.012119i,0.025844-0.028238i,0.011028-0.034926i,-0.0016527-0.024303i,-0.0090278-0.010928i,-0.017923-0.004157i,-0.023823+0.0025075i,-0.01385+0.010016i,0.0044679+0.011799i
-0.23259-0.067517i,-0.35887-0.037026i,-0.31611+0.079815i,-0.11937+0.12797i,0.027555+0.017538i,0.038836-0.073992i,0.013187-0.063062i,-0.010348-0.052395i,-0.030513-0.045145i,-0.017376-0.0069i,0.0037228+0.030562i,5.6567e-05+0.043443i,-0.012851+0.035668i,-0.018244+0.021408i,-0.021922+0.0083492i,-0.030916-0.0035005i,-0.036301-0.01397i,-0.034344-0.015536i,-0.029038-0.0039537i,-0.017173+0.0084938i,-0.0064824+0.013035i,-0.0026009+0.008894i,-0.0031862+0.002482i
0.2295-0.086675i,0.35059-0.18533i,0.29998-0.24216i,0.094912-0.18027i,-0.078302-0.065971i,-0.12641-0.026814i,-0.086961-0.037566i,-0.034886-0.02667i,-0.0089185-0.0067429i,0.0076101-0.0047749i,0.029171-0.015101i,0.043037-0.017598i,0.044067-0.014483i,0.040038-0.020547i,0.032021-0.026464i,0.013907-0.016695i,-0.0093951+0.001887i,-0.019377+0.013275i,-0.008229+0.017933i,0.013372+0.015909i,0.02939+0.0054715i,0.027762-0.0039882i,0.017191-0.0085367i
-0.12337+0.21827i,-0.1344+0.35907i,-0.0090657+0.3548i,0.17001+0.21772i,0.25409+0.14707i,0.23088+0.17017i,0.15228+0.16431i,0.073286+0.12975i,0.035578+0.099684i,0.023696+0.060894i,0.013549+0.027677i,0.0060095+0.012408i,-0.0026173+0.0075344i,-0.019516+0.004037i,-0.035439+0.0043611i,-0.034515+0.014356i,-0.022571+0.02509i,-0.0095741+0.027695i,0.0014287+0.014369i,-0.0029893-0.0083954i,-0.017778-0.018285i,-0.020122-0.01322i,-0.01185-0.0075478i
-0.032415-0.25651i,-0.12091-0.41095i,-0.2165-0.40222i,-0.20915-0.29987i,-0.12418-0.28005i,-0.071274-0.26269i,-0.027199-0.15345i,0.035079-0.076536i,0.055048-0.07091i,0.035289-0.061472i,0.018502-0.045882i,0.014128-0.040774i,0.012132-0.0368i,0.00062922-0.023118i,-0.010182-0.0057025i,-0.0061873+0.0052317i,0.0056441+0.011881i,0.011149+0.012758i,0.0071425+0.011638i,0.003262+0.015848i,0.0054565+0.018267i,0.0053285+0.012579i,-0.0018643+0.0039072i
0.1784+0.19597i,0.36043+0.27273i,0.42275+0.177i,0.22509+0.016696i,-0.043876-0.0016653i,-0.12036+0.037138i,-0.08097-0.006886i,-0.079353-0.031444i,-0.078696+0.010423i,-0.050324+0.031177i,-0.024079+0.02105i,-0.0051237+0.010683i,0.010099+0.0068823i,0.023046+0.014761i,0.028745+0.026598i,0.027473+0.029191i,0.025069+0.024698i,0.024128+0.017846i,0.025639+0.0029456i,0.024318-0.015702i,0.016175-0.025575i,0.0055901-0.023117i,-0.0015439-0.01208i
-0.27794-0.075115i,-0.53039-0.074284i,-0.6328+0.026321i,-0.42249+0.16513i,-0.091752+0.20549i,0.058641+0.14175i,0.040819+0.068706i,0.017687+0.010726i,0.01454-0.028686i,-0.00020764-0.030279i,-0.019414-0.016977i,-0.039127-0.017289i,-0.055549-0.018983i,-0.051914-0.010714i,-0.031029-0.0027287i,-0.010673-0.0029361i,0.0060686-0.0097872i,0.011946-0.015966i,-0.0020137-0.015747i,-0.022566-0.0087128i,-0.0299+0.00095133i,-0.022025+0.0063898i,-0.012965+0.0088165i
0.27818-0.083979i,0.50427-0.16161i,0.58007-0.22639i,0.4044-0.26298i,0.16212-0.28154i,0.049572-0.24096i,0.043211-0.13758i,0.046991-0.05986i,0.022194-0.036559i,-0.0015778-0.021239i,0.0033364-0.0045589i,0.018469+0.0040614i,0.03047+0.0055209i,0.039349-0.0024467i,0.038455-0.012129i,0.023398-0.017104i,0.0046013-0.018609i,-0.0051624-0.012932i,-0.0021889+0.0055969i,0.012182+0.027087i,0.023442+0.032497i,0.021142+0.025149i,0.018027+0.017129i
-0.18248+0.20126i,-0.34402+0.36063i,-0.41588+0.40624i,-0.36133+0.32569i,-0.27917+0.25897i,-0.19725+0.22235i,-0.11738+0.13862i,-0.091093+0.061081i,-0.080002+0.047734i,-0.042769+0.051081i,-0.019584+0.042253i,-0.024731+0.034709i,-0.035486+0.032857i,-0.035761+0.026884i,-0.026253+0.014795i,-0.01465+0.01089i,-0.0071932+0.013075i,-0.00019161+0.0070437i,0.010313-0.011917i,0.012875-0.03535i,0.008794-0.043588i,0.0087237-0.037108i,0.0070588-0.030444i
0.049838-0.26819i,0.090449-0.4675i,0.11904-0.46597i,0.15803-0.22471i,0.20878-0.041432i,0.16737-0.052049i,0.047142-0.066928i,-0.0052446-0.015372i,0.0070619+0.010025i,0.0088361+0.00017726i,0.0037617-0.011068i,0.0059066-0.013747i,0.01171-0.0064242i,0.011109-0.0032942i,0.004154-0.0091566i,-0.00040039-0.015771i,-0.0018963-0.01775i,-0.0087764-0.01437i,-0.023582-0.00073878i,-0.032355+0.021495i,-0.029745+0.032468i,-0.023467+0.025565i,-0.018658+0.014279i
0.11133+0.25013i,0.21779+0.46138i,0.30363+0.47096i,0.27267+0.18175i,0.12333-0.09102i,0.0024589-0.1095i,-0.013267-0.04057i,-0.012933-0.025318i,-0.030559-0.015972i,-0.025974+0.0060002i,-0.0068687+0.025821i,0.013982+0.041894i,0.037293+0.046691i,0.046888+0.041434i,0.034841+0.033554i,0.015936+0.024752i,0.0020683+0.020324i,0.0013877+0.021533i,0.021442+0.017228i,0.045386+0.0011705i,0.051715-0.013243i,0.038965-0.014823i,0.019203-0.0083054i
-0.20672-0.17784i,-0.40077-0.38477i,-0.51744-0.49781i,-0.47697-0.35111i,-0.34063-0.091611i,-0.19026+0.042227i,-0.080375+0.051573i,-0.019341+0.039202i,0.017401+0.03408i,0.034742+0.02114i,0.032264-0.0029524i,0.016104-0.030665i,-0.0084178-0.050901i,-0.025484-0.052529i,-0.025067-0.037265i,-0.015912-0.018395i,-0.0040041-0.0077936i,0.0031192-0.010571i,-0.005995-0.024519i,-0.026333-0.035337i,-0.038222-0.033677i,-0.032576-0.023334i,-0.020247-0.009165i
0.24235+0.062576i,0.46308+0.195i,0.55942+0.34239i,0.47152+0.35303i,0.34196+0.22347i,0.22696+0.099784i,0.12018+0.059609i,0.060359+0.059437i,0.037362+0.030671i,0.014735-0.0099705i,0.0029523-0.022432i,0.011398-0.012838i,0.027312-0.0023808i,0.035326-0.001647i,0.026696-0.006886i,0.00944-0.013393i,-0.0031817-0.017264i,-0.0098037-0.0095352i,-0.012829+0.013658i,-0.0090312+0.038261i,-0.003185+0.044916i,-0.0021713+0.03694i,0.0026135+0.026382i
-0.21732+0.047795i,-0.41574+0.0012944i,-0.47833-0.16171i,-0.34729-0.32048i,-0.21219-0.31174i,-0.14779-0.16853i,-0.078768-0.054883i,-0.026951-0.03696i,-0.02516-0.03025i,-0.030373+0.0036618i,-0.028283+0.023402i,-0.031753+0.017561i,-0.037417+0.0044014i,-0.035304-0.001308i,-0.02475+0.0052448i,-0.015155+0.018442i,-0.011283+0.026544i,-0.0048522+0.021753i,0.011809+0.0023269i,0.026074-0.022573i,0.025584-0.031801i,0.019528-0.024253i,0.014509-0.019723i
0.13313-0.13543i,0.26372-0.19704i,0.25853-0.12324i,0.070699+0.056834i,-0.051352+0.15189i,0.0067453+0.090952i,0.059586-0.0053011i,0.033797-0.028701i,0.008691-0.01103i,0.00678-0.0086148i,0.0125-0.019227i,0.012251-0.028954i,-0.0013577-0.03135i,-0.017661-0.026894i,-0.022081-0.019243i,-0.013187-0.0095004i,0.00030942-0.0017186i,0.0022346-0.00082828i,-0.016383+0.00051702i,-0.039671+0.010469i,-0.043538+0.017668i,-0.030435+0.012903i,-0.020087+0.0049747i
-0.054788+0.17957i,-0.14164+0.35447i,-0.16088+0.44036i,-0.026027+0.35199i,0.096092+0.18415i,0.06975+0.052904i,0.012347-0.010654i,-0.0030148-0.033567i,-0.0085837-0.035877i,-0.013935-0.020622i,-0.018265-0.0021294i,-0.018214+0.020796i,-0.0072231+0.047077i,0.0078061+0.0606i,0.013556+0.054111i,0.010271+0.033389i,0.0031124+0.015922i,0.00076463+0.015198i,0.017169+0.023186i,0.042741+0.024451i,0.052909+0.017696i,0.041482+0.011559i,0.024056+0.008455i
-0.019785-0.17633i,0.039577-0.3917i,0.1346-0.55139i,0.14544-0.52404i,0.062977-0.36707i,-0.008875-0.19611i,-0.037769-0.079548i,-0.038851-0.020974i,-0.026453+0.016482i,-0.0097339+0.0423i,0.0041467+0.042606i,0.0073257+0.019918i,0.002293-0.007299i,-0.00090065-0.021008i,0.0042654-0.018017i,0.01116-0.0055376i,0.016576+0.0055805i,0.019089+0.0013919i,0.011968-0.020506i,-0.0031637-0.042769i,-0.013449-0.047839i,-0.012569-0.038287i,-0.012317-0.024849i
0.067545+0.13248i,0.047117+0.33305i,-0.08312+0.49845i,-0.21225+0.48574i,-0.20342+0.3426i,-0.11187+0.19154i,-0.057341+0.095324i,-0.050461+0.054789i,-0.033852+0.028261i,-0.0045836-0.0053213i,0.013192-0.023814i,0.018612-0.016712i,0.021425-0.00012252i,0.024825+0.0069215i,0.0201-0.0012912i,0.0094111-0.01449i,0.0040767-0.019541i,-0.00029723-0.012233i,-0.010168+0.0081984i,-0.017141+0.032866i,-0.013857+0.038889i,-0.0073682+0.025917i,-0.00062837+0.016121i
-0.083617-0.080866i,-0.094169-0.22414i,0.043938-0.34361i,0.23605-0.319i,0.25326-0.20651i,0.11148-0.11611i,0.011661-0.05394i,0.00708-0.017772i,0.011491-0.0099495i,-0.0061286-0.0047761i,-0.02367+0.0037417i,-0.029206+0.0088345i,-0.02321+0.0097822i,-0.012134+0.0096035i,-0.0034653+0.010645i,-0.0024824+0.010891i,-0.0064298+0.0075323i,-0.0049857+0.0025577i,0.012413-0.0067472i,0.0332-0.02245i,0.031319-0.029472i,0.013253-0.021343i,0.0015038-0.012477i
0.095699+0.021513i,0.16357+0.073157i,0.11958+0.088656i,-0.026498+0.0074912i,-0.094298-0.052723i,-0.043695-0.0036845i,0.010463+0.045357i,0.015868+0.043051i,0.0012693+0.031425i,-0.001419+0.023827i,0.0099683+0.017962i,0.022+0.0079455i,0.022571-0.0092574i,0.011656-0.027842i,0.00057384-0.034063i,-0.0039249-0.021129i,-0.0020207-0.0053264i,-0.0019746-0.0022172i,-0.01779-0.0057479i,-0.040494-0.0040776i,-0.044763+0.0012248i,-0.032121+0.004215i,-0.021394+0.0053088i
-0.095314+0.021031i,-0.22758+0.013043i,-0.32357+0.0076252i,-0.2998+0.049224i,-0.20054+0.080083i,-0.088807+0.047573i,-0.0056598+0.012101i,0.024066-0.0044984i,0.021466-0.015729i,0.015949-0.019808i,0.014093-0.020651i,0.0095863-0.013177i,0.0032178+0.0041751i,-0.001813+0.018618i,-0.0070035+0.020392i,-0.0091376+0.010221i,-0.0077955-0.00095357i,-0.0049357+0.00083499i,0.0083181+0.014939i,0.028058+0.027837i,0.035083+0.029895i,0.030795+0.024309i,0.02815+0.019421i
0.088371-0.043837i,0.24417-0.065649i,0.40279-0.045484i,0.43238-0.012058i,0.3233-0.0031467i,0.17233-0.017388i,0.068583-0.037571i,0.021359-0.031727i,-0.0052329-0.0041051i,-0.022975+0.018654i,-0.029197+0.024752i,-0.025502+0.015211i,-0.018042+0.00054408i,-0.012357-0.0059187i,-0.0051446+0.00050154i,0.0018123+0.010723i,0.0041563+0.013948i,0.0064973+0.006714i,0.0078416-0.012378i,0.0024552-0.033974i,-0.0048082-0.040107i,-0.0078463-0.033684i,-0.009082-0.03117i
-0.072577+0.06558i,-0.21525+0.10329i,-0.38506+0.066142i,-0.43061-0.027653i,-0.31707-0.072188i,-0.17044-0.047376i,-0.089378-0.024148i,-0.059545-0.023797i,-0.034809-0.016305i,-0.0018618-0.0066203i,0.022801-0.0057999i,0.028898-0.0088765i,0.0229-0.0084327i,0.015264-0.0051795i,0.0091456-0.0055377i,0.003351-0.0085822i,-0.00054465-0.0085449i,-0.0056516-0.0048573i,-0.017063+0.0048751i,-0.026761+0.021224i,-0.022871+0.030828i,-0.0096724+0.025337i,-0.0019185+0.016736i
0.038002-0.066319i,0.13318-0.10364i,0.24762-0.045923i,0.26758+0.082721i,0.18508+0.12048i,0.097544+0.051693i,0.040999+0.0034616i,0.01476+0.0049315i,0.012691+0.0083192i,0.011131+0.00044202i,0.00026923-0.0089603i,-0.013174-0.012061i,-0.01865-0.0071047i,-0.01431+0.0027331i,-0.0080426+0.0096948i,-0.0042364+0.0092828i,-0.0023055+0.0052814i,0.0019228+0.0031945i,0.016786+0.00035138i,0.037521-0.0083068i,0.040695-0.017572i,0.023806-0.019319i,0.0070072-0.013285i
-0.0015854+0.06658i,-0.023126+0.12575i,-0.035651+0.11845i,0.0014572+0.031426i,0.032088-0.019723i,0.0017062-0.0091438i,-0.030576+0.0047511i,-0.035996+0.010401i,-0.034536+0.012452i,-0.032043+0.011559i,-0.02657+0.012079i,-0.018387+0.012503i,-0.010893+0.0068762i,-0.0043434-0.0042004i,0.0015538-0.011469i,0.0037008-0.0069813i,0.0041265+0.001361i,0.00053496+0.0015537i,-0.014742-0.0046418i,-0.033382-0.0094778i,-0.038929-0.0092657i,-0.032821-0.0051344i,-0.025845-0.0012592i
-0.032791-0.062042i,-0.056368-0.14954i,-0.076039-0.22293i,-0.098159-0.2231i,-0.094409-0.1673i,-0.055849-0.07734i,-0.022912-0.00019914i,-0.00088315+0.018203i,0.013686+0.0061831i,0.019664+0.00057287i,0.025519+0.0030589i,0.026847+0.0063483i,0.021271+0.010443i,0.015276+0.011954i,0.0073382+0.0074874i,-0.00062959+0.00040343i,-0.0034965-0.0025426i,-0.0026434+0.0042417i,0.0053039+0.019995i,0.017686+0.033765i,0.024174+0.03573i,0.024292+0.031838i,0.023626+0.031452i
0.054927+0.049388i,0.11164+0.14055i,0.14665+0.23934i,0.13363+0.26261i,0.08723+0.20092i,0.053933+0.11197i,0.049021+0.051106i,0.034654+0.025263i,0.0068448+0.014005i,-0.013379+0.0062543i,-0.02271-0.001055i,-0.023694-0.0065441i,-0.020101-0.0090875i,-0.01607-0.0070119i,-0.010808-0.0019455i,-0.0048269+0.0042273i,0.00096477+0.0091096i,0.0075474+0.0083052i,0.01393-0.0040474i,0.015706-0.025554i,0.010108-0.037871i,0.0051489-0.036358i,0.0073335-0.033129i
-0.067354-0.031457i,-0.13754-0.11898i,-0.16829-0.23943i,-0.12842-0.29023i,-0.069101-0.22797i,-0.035028-0.13468i,-0.015872-0.081576i,-0.0056472-0.054019i,-0.0078632-0.028484i,-0.0062565-0.0060893i,0.0030806+0.0070058i,0.012426+0.0116i,0.015224+0.0095906i,0.011084+0.0039388i,0.006593-0.00027041i,0.0042456-0.0027692i,0.0043523-0.0057369i,0.0028634-0.0088261i,-0.0076504-0.0066779i,-0.022737+0.0046611i,-0.028659+0.015342i,-0.022161+0.01541i,-0.015825+0.0071198i
0.064806+0.0034601i,0.12274+0.048186i,0.11872+0.12125i,0.03715+0.15235i,-0.017707+0.11673i,-0.012606+0.070545i,-0.0065015+0.034735i,-0.0082581+0.012835i,-0.0012832+0.011962i,0.0097505+0.014357i,0.015981+0.0055784i,0.013548-0.0051548i,0.0090839-0.0048215i,0.0069772+0.0026063i,0.0035298+0.0077283i,-0.002262+0.0078473i,-0.0046079+0.0068558i,0.0018701+0.0064856i,0.017219+0.0052773i,0.033213+0.0035833i,0.039054+0.0026137i,0.032144+6.121e-05i,0.01659-0.0022377i
-0.048929+0.02897i,-0.10348+0.03487i,-0.11392+0.027646i,-0.061046+0.03167i,-0.018903+0.033777i,-0.0076146+0.0052936i,-0.0033098-0.017808i,-0.011419-0.019971i,-0.020446-0.015155i,-0.021046-0.012363i,-0.022045-0.01297i,-0.024412-0.012299i,-0.02123-0.012059i,-0.012535-0.01304i,-0.0022287-0.010371i,0.0060863-0.0039178i,0.0097996-0.00069684i,0.0050617-0.0045085i,-0.010669-0.013425i,-0.026775-0.022348i,-0.031332-0.025144i,-0.028472-0.022569i,-0.024729-0.014771i
0.029923-0.043931i,0.081427-0.086049i,0.11833-0.10944i,0.10753-0.1104i,0.074222-0.091492i,0.027543-0.058008i,-0.014205-0.030253i,-0.019279-0.0078281i,-0.0043224+0.0057262i,0.0047828+0.0094017i,0.0075897+0.01248i,0.010509+0.015712i,0.011864+0.017432i,0.010998+0.017996i,0.0076061+0.012615i,0.0029152+0.0036242i,-0.00029862-0.0024901i,-0.002574-0.0029881i,-0.0027007+0.0079434i,0.0011461+0.02423i,0.0043186+0.029783i,0.0035367+0.026098i,0.0016805+0.024482i
-0.0091825+0.059872i,-0.042707+0.12935i,-0.081241+0.18038i,-0.087613+0.17508i,-0.068797+0.1287i,-0.048368+0.084469i,-0.033517+0.061718i,-0.024005+0.043392i,-0.01383+0.024998i,-0.0070872+0.012064i,-0.0043643+0.0027362i,-0.0031645-0.0047703i,-0.0028019-0.010614i,-0.002067-0.012421i,-0.0012737-0.01075i,-0.0027271-0.0063234i,-0.0054934-0.00057183i,-0.004373+0.0035666i,0.0038176+0.00010398i,0.014122-0.011553i,0.017608-0.01925i,0.015362-0.015341i,0.016203-0.0070702i
-0.0067266-0.056857i,0.01825-0.13252i,0.078355-0.18684i,0.12191-0.17489i,0.11051-0.1229i,0.0776-0.069814i,0.052959-0.028027i,0.029361-0.0088076i,0.0079114-0.0082317i,-0.0029421-0.0082421i,-0.0052749-0.002913i,-0.0041409+0.0029262i,-0.0028729+0.0035728i,-0.0022273-0.00090961i,-0.0015804-0.0045506i,0.0013177-0.004966i,0.0070258-0.0063414i,0.0076015-0.0086243i,-0.0028419-0.0069344i,-0.016716-0.0030995i,-0.024791-0.00016107i,-0.023278+0.00077673i,-0.014472-0.0024083i
0.029506+0.041094i,0.03232+0.092041i,-0.0015916+0.10883i,-0.040474+0.060322i,-0.048342+0.011108i,-0.042693-0.00070579i,-0.028016-0.002974i,-0.0092371-0.0010223i,-0.002832+0.008426i,0.00059804+0.016099i,0.0099942+0.015621i,0.015686+0.0097672i,0.011502+0.0074678i,0.0041116+0.010761i,-0.0035776+0.01063i,-0.011485+0.0061919i,-0.016562+0.005976i,-0.013213+0.011219i,0.0020289+0.016936i,0.018446+0.019726i,0.023754+0.02065i,0.021931+0.018999i,0.01626+0.011937i
-0.042571-0.019192i,-0.073008-0.053329i,-0.074104-0.072445i,-0.054977-0.04781i,-0.038322-0.017197i,-0.01309-0.00013365i,0.0078128+0.0083242i,0.010043+0.00064398i,0.0018487-0.0082036i,-0.0028722-0.0098104i,-0.00398-0.012968i,-0.006716-0.016312i,-0.0065113-0.017306i,-0.0026385-0.01681i,0.00030564-0.010871i,0.001026-0.0012859i,0.00081609+0.0040375i,7.2109e-06+0.0015437i,-0.0041947-0.0091378i,-0.0086926-0.020849i,-0.0072844-0.02504i,-0.0024342-0.022441i,-0.0024374-0.017194i
0.043126-0.0093001i,0.086022-0.0023944i,0.099412+0.0021564i,0.075251-0.010147i,0.050526-0.020359i,0.037945-0.024364i,0.027898-0.028197i,0.012857-0.020598i,0.0024456-0.0085411i,0.0016396-0.0038977i,0.0016374-0.0030103i,0.00071722+0.00071323i,0.00012149+0.0075119i,-0.0014697+0.011732i,-0.001992+0.011619i,-0.00015628+0.0094301i,0.0038787+0.0070238i,0.0069087+0.0059378i,0.006034+0.0091533i,0.0020815+0.01559i,-0.0011342+0.014645i,-0.0030247+0.0044724i,-0.0044222-0.0023691i
-0.037658+0.026822i,-0.091018+0.04064i,-0.13616+0.037095i,-0.14029+0.028476i,-0.11813+0.018153i,-0.088211+0.00047166i,-0.059212-0.013948i,-0.038095-0.013067i,-0.023422-0.0005408i,-0.013912+0.0087686i,-0.0086641+0.010205i,-0.0042527+0.0075033i,0.001401+0.0041355i,0.0046974+0.0027045i,0.0044744+0.0028504i,0.0018449+0.0040903i,-0.0021881+0.0062871i,-0.0020731+0.0070837i,0.0043811+0.0037197i,0.012277-0.0022814i,0.013678-0.0050167i,0.0068485-0.0030144i,2.469e-05+0.00067156i
0.021665-0.038028i,0.061831-0.056661i,0.1031-0.038449i,0.1075+0.0044231i,0.081909+0.029009i,0.049692+0.034066i,0.017207+0.029791i,-0.0012356+0.016884i,-0.0023843+0.0049025i,-0.00079406-0.001409i,-0.0040147-0.0043084i,-0.0063588-0.0061407i,-0.0037001-0.0083801i,0.0018317-0.0084967i,0.0072046-0.0059634i,0.012736-0.0028453i,0.018827-0.00083987i,0.018524-0.0035747i,0.0072265-0.008185i,-0.0061864-0.010322i,-0.013566-0.010072i,-0.015253-0.0072483i,-0.011362-0.0028441i
0.0012479+0.039054i,-0.015957+0.063758i,-0.03389+0.054228i,-0.024589+0.014107i,-0.0043655-0.014151i,-0.00079101-0.025019i,-0.0041753-0.020325i,-0.0059656-0.0032035i,-0.0074687+0.00702i,-0.0062244+0.010542i,-0.0013024+0.015446i,0.0027886+0.016826i,0.0012738+0.013266i,-0.0030538+0.010109i,-0.0051803+0.0054407i,-0.0054256-0.0001087i,-0.0060454-0.0033936i,-0.0061209-0.0026401i,-0.0037651+0.0027608i,0.001079+0.0084614i,0.0036093+0.011825i,0.0037641+0.013517i,0.0048743+0.012402i
-0.018849-0.028988i,-0.017185-0.053787i,-0.0048185-0.054427i,-0.0016167-0.02807i,-0.0093531-0.0078175i,-0.016706+0.0034965i,-0.016745+0.011834i,-0.0081656+0.012811i,-0.0030179+0.0075649i,-0.0023541+0.0029541i,0.0002487-0.00073111i,0.0013997-0.0058128i,0.0024647-0.0080334i,0.0045423-0.0083884i,0.0033704-0.0090297i,-0.00026041-0.0082161i,-0.0022937-0.0076987i,-0.0036114-0.0088943i,-0.0051662-0.012143i,-0.0046736-0.015938i,-0.00050859-0.013837i,0.004734-0.0071252i,0.0054709-0.0028569i
0.030336+0.010017i,0.050221+0.027562i,0.058141+0.031449i,0.058189+0.013171i,0.052258+0.0059599i,0.039044+0.017718i,0.028299+0.022356i,0.018723+0.012237i,0.011122+0.0037055i,0.010486+0.0021936i,0.012355+0.00045692i,0.010209-0.0012118i,0.004919-0.00011151i,0.0018596+0.0017158i,0.0011834+0.003213i,0.0016991+0.0030816i,0.0034907+0.0020383i,0.0041696+0.0030658i,0.002193+0.0079051i,0.00016291+0.012351i,0.0005826+0.00822i,0.0031661-0.0018651i,0.0060118-0.0068127i
