4.3442e-05+0.0023379i,-0.00066625+0.0014393i,-0.0032451+0.0012449i,-0.0022666+0.00086558i,-0.00090278+0.0010575i,-0.0001364+0.0012243i,0.00069171+0.0015574i,0.0011838+0.0014019i,0.001517+0.00043388i,0.0013314+0.00018055i,0.0014804+0.00035004i,0.00090493+8.3297e-05i,-7.5903e-05-0.00050771i,0.0002161-0.0012255i,-0.0001216-0.0011562i,-0.00071347-0.00097082i,-0.00042835-0.00051049i,9.6942e-06+0.000272i,3.4147e-05+0.00022804i,-0.0004267+0.00012379i,-0.00090946+0.00049286i,-0.00087252+0.0008555i,-0.00036418+0.00083733i
0.00014005+0.00099754i,0.00050191+0.0017327i,0.001267+0.00027379i,0.0019651-0.0012514i,0.0022563-0.0010293i,0.0016017-0.00081537i,0.00051042-0.0004701i,-5.1071e-05+6.2083e-05i,0.00033698-0.00018646i,0.00090659-0.00035399i,0.0011809+0.0001174i,0.00069458-0.00010323i,-0.00025811-0.00072217i,-0.00047704-0.0009147i,-0.00034469-0.0011909i,-0.00021716-0.00071678i,-0.00031417-0.00020551i,0.00012348+0.00035286i,0.00017496+0.00066957i,7.6401e-05+0.00040293i,0.00013984-0.00010784i,0.00018554-0.00013149i,0.0005619-6.4519e-05i
0.0024107-0.0011263i,0.00035626-0.0017681i,-0.0010518-0.0018603i,-0.00084283-0.0017465i,-0.0012062-0.001677i,-0.0025486-0.0015426i,-0.0015469-0.0015649i,1.5503e-05-0.0011721i,-0.00010702-0.0011158i,-0.00032261-0.00089194i,-0.00051151+0.00011587i,-0.00056655+0.00083008i,5.4443e-05+0.00082503i,-0.00027167+0.00060335i,-0.0013264+0.00038833i,-0.00086644-5.409e-05i,3.1338e-05+5.6306e-05i,-0.00063567-0.00018441i,-0.0013324-0.00050126i,-0.0014319-0.00089622i,-0.00032947-0.0008876i,0.00076884-0.00020767i,0.00057594+0.00027209i
0.0022278-0.0008596i,0.00092104-0.0011227i,0.00091547-0.00075345i,0.0010773-0.00037414i,0.00060902-0.00046125i,5.2992e-05-0.00032624i,2.1747e-05-0.00019035i,0.00042963+8.4565e-05i,0.0010622+0.00040898i,0.0013565-9.7153e-05i,0.00074892-1.4785e-05i,0.00031809+0.00019804i,-0.00032338+0.00010044i,-0.00052702+0.00034766i,-0.00030705-4.8643e-05i,-0.00029008-0.00013224i,-0.00097495+0.00043621i,-0.00052322+0.0013594i,0.0010339+0.0017536i,0.0012663+0.0014941i,0.00029029+0.00055666i,0.00012686+0.00067327i,-0.00030905+0.0013683i
0.001083+0.0012286i,0.0012735+0.00048064i,0.00089365+0.0015426i,0.0016179+0.0018237i,0.0021435+0.00044429i,0.0018088-0.0015052i,0.00077548-0.0010504i,-7.1511e-05-0.00015361i,-0.00023476-0.0001174i,0.0003162-1.8948e-05i,0.0009995-0.00031443i,0.0007445+3.2526e-05i,-0.00031847+0.00094746i,-0.0007329+0.001223i,-0.00068539+0.00031373i,-0.00021469-0.00036463i,0.00037132-0.0005188i,-0.00026184-0.00044708i,-0.00071304-0.00083901i,-0.000786-0.00065126i,-0.0011069-0.00052372i,-0.00040281-0.00038129i,0.00035206+0.00018628i
8.91e-06-0.00054405i,-0.00074-0.00067898i,-0.00056449-0.0001764i,0.00060803+0.00027148i,0.00096782-9.3156e-05i,0.00016979-0.0004542i,0.00012146-0.00033579i,0.00027166-0.00089766i,0.00044153-0.00045998i,0.00020349+8.7323e-05i,-0.00052479-0.00020095i,-0.00065435-5.566e-05i,-2.0617e-05-0.00042786i,-0.00016079-0.0014359i,-0.00038334-0.0020163i,0.00022602-0.00133i,-5.1789e-05+0.00020507i,-0.00048042+0.00065542i,-0.00073543+0.00044984i,-0.00079392-8.622e-05i,-0.00035209-0.0002223i,0.00016766-0.00033441i,0.00089235-0.00067788i
0.00263-0.0023459i,0.0030626-0.0023827i,0.0027272-0.0018063i,0.0018065-0.00084902i,0.0008518-0.00079467i,-0.00013496-0.0004263i,-0.00049106+0.00066177i,-0.0005487+0.00077412i,-0.00032381+0.00097575i,-0.00036525+0.001i,-0.00086991+0.00072747i,-0.00077416+0.00028556i,-0.0006172+0.00010175i,-0.00083014+0.00062607i,-0.00029912+0.00062582i,-0.00061127-0.00043177i,-0.00086019-0.0015155i,0.00032012-0.0013248i,0.0010834+0.00028945i,0.00028719+0.0013942i,-0.00011364+0.00080795i,0.00016417-9.164e-05i,4.3976e-05+0.00035575i
0.0025965-0.0013225i,0.0027901-0.00080554i,0.002039+0.00027806i,0.00036494+0.00099689i,-0.0004356+0.00088506i,-0.00085152+6.7318e-05i,-0.00068174+0.00023667i,0.00056041+0.0004273i,0.00078536-0.00041827i,0.00046358-0.00065773i,0.00057289-0.00056046i,0.00022481-0.00047079i,-0.0001298-0.00040562i,-0.00039304-0.00023588i,-0.0010911+0.00074636i,-0.0011942+0.00074285i,-0.0003678+0.00051151i,3.7263e-05+0.0012661i,0.00012955+0.00071073i,0.00019798-0.00019625i,0.00039271-0.00021348i,0.0008795-0.00016188i,-0.00027777-0.00010271i
0.0014304+0.0016401i,0.001043+0.00090802i,0.00013856+0.00061069i,-0.00032796+0.00044284i,0.00021369+9.1658e-05i,-0.00018121-0.00057855i,-0.00071659-0.00038255i,-0.00085587+0.00015138i,-0.0010238+0.00017809i,-0.000671+6.9736e-05i,-5.4166e-05+2.0275e-05i,0.00027238-0.00045157i,0.00017354-0.00060827i,-0.00010534-0.00029906i,-3.6709e-05-0.00032423i,8.8109e-05-0.00036631i,-7.4979e-05+0.0003225i,-0.00039167+0.00071058i,-0.00084414+0.00042332i,-0.00063324-2.3484e-05i,-0.00028367-0.00031151i,0.00033409-0.00011283i,0.00069694+0.00016658i
-0.00078628+0.0011286i,-0.00078913+0.0012371i,-0.00046477+0.0014375i,0.00063151+0.0013527i,0.00090753+0.00028478i,0.00012039-0.00053746i,0.00017887-0.00066899i,0.0012834+0.00013854i,0.0014454+0.00043114i,0.00036786+0.00027711i,-0.00023725-0.00016095i,-0.00033147-0.00074803i,-0.00016351-0.00095722i,0.00018628-0.0008373i,0.00023942-0.00028833i,0.00017547+0.00012526i,-0.0004011+4.4883e-05i,-0.00039884+9.0937e-05i,-0.00054552+0.00095939i,-0.00016662+0.00044905i,0.00074835-0.00031648i,0.00031458-0.0003141i,-0.00023588-0.00051042i
-0.00071568-0.0013933i,-0.0010729-0.0019866i,-0.0011009-0.00063015i,-0.0004771-0.00014035i,-0.00043751-0.00083604i,-0.0014029-0.0011883i,-0.0014464-0.00043674i,-0.00075283-0.00021563i,-0.00031739-0.00083943i,3.6488e-05-0.00027815i,0.00020395+0.00053629i,-0.00014038+0.00046494i,-0.00044217+7.3437e-05i,-0.0004055-0.00011279i,-0.00020025+0.00043496i,-0.00044229+0.00082795i,-0.00062867+0.00051184i,0.00030397-5.8108e-05i,0.00081333-0.00021264i,0.00035836-0.0002559i,0.00017036-0.0004029i,0.00021299-0.00062158i,-0.00041451-0.00065285i
-0.0015923-0.0035827i,-0.0019417-0.0031655i,-0.00098406-0.00090741i,0.00088688+0.00083117i,0.0017765+0.00059969i,0.0011645-0.00035727i,0.00020186-0.0010144i,-6.502e-05-0.0005931i,-0.00038237-0.00018374i,-0.0009237+4.599e-05i,-0.0010399+0.00021853i,-0.00016565+1.8067e-05i,0.0011631+0.00021433i,0.00089859+0.00027784i,0.0010505+0.00027604i,0.00079295+0.00031559i,0.00037606+0.00019765i,0.00053519+0.00059395i,-0.00042721+0.00058222i,-0.0006552+0.00025253i,0.00016588+0.00076147i,-0.00017368+0.0017101i,-0.0003948+0.0016094i
-7.6236e-05-0.001776i,-0.00059348-0.00091635i,-0.00069308+0.0005284i,0.00033752+0.001247i,0.00063206+0.00010557i,-3.4872e-05-0.0012177i,-0.00036673-0.00075009i,-0.00014535+5.1042e-05i,0.00047017+0.00055619i,0.0006081+0.0011154i,0.00029166+0.0011977i,0.00046955+0.000469i,0.00046346+0.00072901i,-0.00013245+0.0013977i,0.00014592+0.0009682i,0.00054245+0.00038794i,0.00068641-1.6284e-05i,0.00090541-0.00019399i,0.00058282-0.0002285i,0.00012683+0.00035678i,1.2369e-06+0.00014515i,0.00045341+1.6754e-05i,0.00022222+0.0010483i
0.00381-0.0031749i,0.0032135-0.0028688i,0.0011206-0.0014815i,-0.00058934-0.00050293i,7.855e-05-0.00016976i,0.00032329+0.00052307i,0.00018386+0.00051834i,0.00068663+7.9699e-05i,0.00077768+7.173e-05i,0.00037441+0.00037915i,-4.2e-05+0.00049792i,-0.00044115+0.00054549i,8.189e-05+0.00076133i,0.00043828+0.000834i,-0.00038363+0.00037176i,-0.0010245+0.00010051i,-0.00098645-0.00011289i,-0.00032713-0.00018118i,1.8486e-06-0.00033675i,0.00011506-0.00060527i,0.00014327-9.0134e-06i,6.5324e-05+0.00039801i,-0.0004735+0.0002026i
-0.0010122-0.0013102i,-0.0011286-0.00035956i,-0.0011471+0.00095551i,-0.00081404+0.0017252i,0.00014016+0.00077333i,0.00027631+0.00042028i,-0.001118-0.00011356i,-0.0013181-0.0011151i,-0.0012927-0.00082691i,-0.0013239-0.0005698i,-0.00045747+0.00010704i,3.3518e-05+0.0008067i,0.0008578+0.00034363i,0.0006709+0.00015207i,-0.00025728+7.1433e-05i,-0.00024825+0.00015329i,5.1834e-05+0.00049693i,0.00049574+0.00010003i,0.00039862-8.3392e-05i,1.8211e-05+0.00010242i,-1.5987e-06-0.00028802i,-0.00012723+0.00012537i,-5.7351e-05+0.00014354i
0.00058973-0.0015317i,-0.00041769-0.00044157i,-0.0007081+0.00012186i,-0.00091634-0.00056276i,-0.0020261-0.0011227i,-0.0014931-0.0011821i,0.00010573-0.00023534i,0.00073715+0.00097129i,0.00068296+0.00086408i,0.00048925+0.0011213i,0.00035603+0.0012778i,-6.2635e-05+0.0010585i,-0.00053467+0.00058101i,0.00020157+0.00019199i,0.00052688+0.00031326i,-0.00055838+3.8718e-05i,-0.00036282-0.00013135i,0.00014241+0.00041239i,0.00039634+0.00066251i,0.00015919+0.00067645i,-0.0001735+0.00026935i,0.00030351-0.00012204i,0.00022296+0.00013587i
0.00027818-0.00070641i,-0.0015917-0.00088186i,-0.0027321-0.00099i,-0.0017801-0.00010469i,-0.0010004+0.00049344i,-0.00036551+0.00065985i,-7.0806e-05+0.00027297i,0.00031657+0.00018387i,0.00045982+0.00052514i,0.00079432+7.9789e-05i,0.00040597-0.00026705i,-0.0001809-0.00024611i,-0.00036029+0.00018935i,-0.00027764-0.00031509i,0.00020743-0.0012068i,-0.00024901-0.00093339i,-0.00069555-0.00061669i,-0.00047741-0.00047201i,-0.00077699-0.00027813i,-0.0007712+1.8345e-05i,-0.00015424+0.00022765i,0.00011408+3.1592e-05i,0.00020458-0.00043912i
0.0014486+0.0013174i,0.00078649+0.0007505i,0.0010575+0.00048155i,0.0020411+0.00024664i,0.0019873-0.00077762i,0.00082359-0.0012024i,-0.0010013-0.00071656i,-0.0018366-0.00027131i,-0.0010644+0.00022102i,-0.00034391-0.00040739i,-0.00038281-0.00079328i,-0.00049398-0.00037116i,-0.00014359-0.00079687i,-4.5427e-05-0.00072935i,-1.6831e-05-0.00066548i,-0.00028309-0.0011361i,-0.00012834-0.00083196i,0.00020571-0.00064125i,-0.0002977-0.00063056i,-0.00087443-0.00028977i,-0.0014871-0.00012862i,-0.0015985-0.00052204i,-0.0012274-0.00039105i
0.0020717-0.0010808i,0.0012535-0.0027901i,-5.0211e-05-0.0029653i,-0.00099423-0.001061i,-0.00081815+0.00037848i,-0.0010545+0.00057076i,-0.0014435+0.00048331i,-0.00084174+0.00075961i,-0.00060177+0.0010356i,-0.00052398+0.00012204i,6.4561e-05-0.00064016i,0.00071858-0.00037367i,0.00094231-0.00018953i,0.0011155+2.3968e-05i,0.0012281+0.00048179i,0.00067257+0.00042073i,-6.7254e-05-0.00042774i,-4.2354e-05-2.5879e-05i,0.00017984+0.00075795i,0.00064545+0.00047706i,0.00071376+0.0003462i,-0.0002968+0.00060581i,-0.0010516+0.00069121i
-6.8732e-05+0.0007053i,-0.00083576+0.00016218i,-0.0010807+0.00051599i,0.00034826+0.00094667i,0.001162+9.5373e-05i,0.00052869-0.00082411i,-0.00029999-0.00060281i,-0.00042334-1.6751e-05i,0.00019526-0.00054261i,-0.00010985-0.0012563i,-0.0004309-0.00028449i,-0.00018832+0.00036631i,0.00049198+5.0443e-05i,0.00020837-0.00011225i,-0.0010531-0.00080678i,-0.0012098-0.00043135i,-0.00076503-0.00019639i,0.00021349-0.00030334i,0.00071512+0.00012429i,4.4907e-05+0.00052511i,-0.00032449+0.00079941i,-2.0654e-05+0.00041348i,-0.0006148-0.00025045i
0.0013516-0.00039142i,0.0018371-0.00038325i,0.0012589-2.5777e-05i,0.00091017+0.00047644i,0.0010859-4.2793e-05i,-0.00021081-0.00072253i,-0.0012762-0.00019977i,-0.0012688+0.00024805i,-0.00083457+0.00017883i,-0.00017406+0.00055754i,0.00042116+0.00044913i,-0.00017105+0.00021624i,-0.00070589+0.00069167i,-0.0010823+0.00082428i,-0.0012115+9.9687e-05i,-0.00064797-0.00011608i,-0.00076915-0.00013353i,-0.00060494-0.00021659i,3.5674e-05-0.00058674i,7.6534e-05-0.0012648i,-3.5468e-05-0.00023589i,0.00017075+0.00064837i,0.00033039-3.6537e-06i
0.003038-0.0014132i,0.0037219-0.0027018i,0.0024442-0.0036944i,0.00060423-0.0028865i,0.00019443-0.0020424i,-0.00028582-0.00097905i,-0.00088415+0.00013367i,-0.0003172+0.00048022i,0.00029647+7.4289e-06i,-0.00023506-0.00053861i,-0.00048395-0.00037777i,-0.00048739+0.00047086i,-0.00093904+0.0010065i,-0.00099972+0.0011589i,-0.0010257+0.00076421i,-0.0010991+0.00074098i,-0.00048593+0.00050966i,-0.00025792+0.00031272i,0.0002071+0.00068969i,0.00069957+0.00031682i,0.00094817-0.00048494i,0.00084146-0.00061329i,0.0007529-0.00019892i
0.0021356+0.00014908i,0.0030941+0.001708i,0.0034788+0.002117i,0.0033221+0.0013167i,0.0019966-0.00013802i,-0.00021528-0.0013263i,-0.0010661-0.0012425i,-0.00092786-0.00090448i,-0.00099517-0.00039206i,-0.00057788-8.8982e-05i,0.00070373-5.185e-05i,0.00099+0.00027414i,0.00054739+0.00018841i,0.00035224-0.00018307i,-0.00035695+0.00020607i,-0.00098803+0.00089205i,-0.0017795+0.00042i,-0.0016959-0.00022843i,-0.00048656-0.00021064i,0.00011987-0.00011169i,-0.00030168+0.00071418i,-0.00033332+0.00075224i,2.401e-06+0.00060966i
-0.00042086-0.00050533i,-0.00066574-0.0015963i,-0.0010147-0.0002593i,-0.00080232+0.00059424i,2.2033e-05-0.00025207i,-1.4144e-05-0.0014251i,-0.0010743-0.001546i,-0.00077622-0.001092i,0.00049894-0.00087591i,0.0011442-8.7151e-05i,0.0010959+0.00031389i,0.00089792-0.00015379i,0.00088638-0.00047205i,0.00080396-0.0012887i,0.00051161-0.0017813i,-0.00029509-0.00065382i,-0.000833-0.00036164i,-0.00064505-0.00053606i,-0.00071068-0.00029454i,-0.00074928-1.8706e-05i,-0.00023498+0.00034151i,0.00010877+0.00076637i,-9.5857e-05+0.00069576i
0.00066887+0.00082564i,0.00071744+0.00095066i,0.00019928+0.0020182i,0.0013875+0.001037i,0.0016698-0.00037364i,-0.00038271-0.00036907i,-0.0016315-0.00035304i,-0.0011622-0.00041364i,-0.00049407-0.00023907i,0.00083372+0.00020097i,0.0011621+0.00031896i,0.00061196-0.00021461i,8.9366e-05-0.00019557i,4.546e-06-0.00011105i,0.00025016-0.00054615i,-0.00017537-0.00047342i,-0.00091852+0.00012652i,-0.00076481+0.00029147i,-0.00055116+0.00027323i,-0.00089272-3.4818e-05i,-0.00057449-0.00031319i,-4.3121e-05+2.0416e-05i,-5.2536e-06-0.00038757i
0.00063281-0.0011252i,-0.00036591-0.00059079i,-0.0012048+0.00088731i,-0.0010889+0.0016226i,-0.00087375+0.00090652i,-0.0005975-0.00058996i,3.9543e-05-0.001223i,-0.00042992-0.0013735i,-0.00073111-0.0012202i,-0.00027441-0.0002225i,-0.00039364+0.00036636i,-0.00048765+0.00014288i,0.00074256+0.00026085i,0.0011756+0.00018509i,0.00043241-0.00017705i,0.00040708-4.0058e-05i,-4.2346e-05+0.00019688i,-0.00045076-5.2008e-05i,-0.00016293-0.00075478i,-3.2729e-05-0.0012907i,9.0398e-05-0.00049067i,8.4569e-05+0.0002025i,-0.00021281+0.00019468i
0.0011734-0.00032821i,-2.3379e-06-0.0010234i,-0.0014244-0.0014518i,-0.0012201-0.001605i,-0.00023637-0.0012889i,-0.00015846-0.0017011i,-0.0010008-0.0018901i,-0.001043-0.00091452i,-0.00063279-0.00026298i,-0.00065125-0.00085681i,-0.00031788-0.00056865i,-0.00012023+7.337e-05i,-0.00016547-0.00044375i,-0.00030648-0.00076766i,-0.000743-0.0004704i,-0.00096191-0.00043715i,-0.00025522-0.00018462i,0.00048615+0.00034277i,0.00079505-0.00014793i,0.00041491-0.00059733i,-9.4695e-05-0.00064973i,0.00036467-0.00010538i,0.00015384+0.0010332i
-0.0001341+0.00021806i,0.00058989+0.0008154i,0.0011955+0.00096763i,0.0021255+0.00043705i,0.0018637-0.00045493i,0.00019073-0.00099097i,-0.00059619-0.00051449i,0.00042496+0.00018338i,0.00085542+0.00037289i,-0.00025123-0.00025857i,-0.0011422-0.00093718i,-0.00022596-0.00041286i,0.000722+0.00013818i,0.00056553+0.00022269i,-0.00047915-0.00011363i,-0.00076703-5.5314e-05i,6.9081e-05+0.00017157i,0.00031008+0.00016695i,-0.0003998+0.00075018i,-0.00040224+0.00072032i,0.00014501+0.00030453i,0.0001331+0.00036975i,0.00035387+0.00031875i
0.00046066-0.00070808i,0.00031005+0.00013931i,-0.00091423+0.0017484i,-0.00088335+0.0026728i,0.00093314+0.0013034i,0.00080974-0.00062171i,-4.5188e-05-0.0014822i,0.00019371-0.0013333i,0.0003826-0.00086136i,0.0003788+1.5783e-05i,0.00068936+0.00017916i,0.00089468-4.2422e-05i,0.0010345+6.8879e-05i,0.00053305+0.00012871i,-0.00025082-2.1959e-05i,-0.00038794-0.00010213i,-0.00034966+0.00012349i,-0.00018342+0.00096611i,0.00042523+0.00080697i,0.00048766-0.00020036i,-0.00037186-0.000688i,-0.00081993-0.00065999i,-0.00045028-7.95e-05i
0.00092874-0.0014367i,0.00011111-0.0018074i,-0.00058476-0.0027408i,-0.0015243-0.0020661i,-0.0022115-0.00046611i,-0.0026842+0.0010318i,-0.0023963+0.0018857i,-0.0011489+0.0013088i,-0.00050943+0.00034108i,-0.00060132-2.4856e-05i,-0.00029799-0.0001861i,0.00017078-0.00037388i,1.6388e-05-0.00018986i,-0.00062114-5.2312e-05i,-0.00074874+0.00061623i,-0.00067311+0.00058301i,-0.00097468+0.00029424i,-0.0010149+0.00032194i,-0.00057195+0.00025263i,0.00017611+0.00091015i,-1.2135e-05+0.00071508i,-3.6835e-05+3.2844e-05i,0.00045513+0.00014174i
0.00043219-0.00040711i,-0.00075771+0.00041089i,0.0021962+0.0013554i,0.0035172-0.00015283i,0.0021452-0.0021081i,-6.1731e-05-0.0029836i,-0.00093081-0.0025672i,0.00053555-0.0013452i,0.0018312+4.0246e-05i,0.0019125+0.00089468i,0.00098997+0.00028357i,0.00043357-0.00026511i,0.00075932-0.00022642i,0.00035208-0.00046263i,-0.00060853-0.00084076i,-0.00030382-0.00019145i,2.6527e-05+0.0011215i,-0.00023942+0.00062768i,1.5102e-05-0.00027572i,9.3176e-05-0.00019575i,0.00021253-9.209e-05i,0.00067784+3.1301e-05i,0.00027518-0.00032368i
0.001746+0.0016362i,0.0018052+0.0014293i,0.0018188+0.0027879i,0.0012965+0.0030476i,0.00088996+0.0010879i,0.00014011-0.00036169i,-0.00065937-0.00012146i,-0.00027721+0.00011887i,0.00032917+0.00041068i,0.00022674-6.3779e-05i,-6.2892e-05-0.0010536i,6.7527e-05-0.0013723i,0.00031344-0.0010035i,0.00018836-0.00073117i,-0.00016135-0.00076901i,-0.00017988-0.00030819i,0.00021291-0.00031384i,4.8093e-05-0.00079857i,-0.00023346-0.00076252i,-0.00018287-0.00045302i,0.00010984-0.00036957i,-5.4406e-05-5.0816e-05i,0.00014843+3.9417e-05i
-0.0044217+0.0073128i,-0.0028177+0.0083079i,0.0010211+0.0092065i,0.0032719+0.005716i,0.0050471+0.0012852i,0.0030443-0.0026593i,-0.00043569-0.003016i,-0.0010103-0.0010833i,-0.00015063+0.00053309i,0.0019208+0.0010015i,0.0023745-0.00030121i,0.00053061-0.0019174i,-0.00053634-0.0030536i,-0.0010262-0.0038739i,-0.0013977-0.0046113i,-0.0012171-0.0032981i,-0.00078653-0.0013083i,-0.00066158-0.00044452i,-0.0013446-0.0006483i,-0.0015123-0.00032231i,-0.00037501+0.00045195i,0.00072123+0.00045982i,0.00069425-0.00010346i
0.0028492-0.006032i,0.0016147-0.0073573i,-0.00071952-0.0077908i,-0.0013833-0.0042685i,-0.0021792-0.00061416i,-0.0013958+0.0018279i,0.00060985+0.001336i,0.001333-0.00068267i,0.001183-0.0013592i,-0.00044636-0.00019561i,-0.0013269+0.0012313i,-0.00013665+0.0016787i,0.00050227+0.00268i,0.00078934+0.0031396i,0.00048235+0.0031936i,0.00018167+0.0024177i,0.00033932+0.0010506i,0.0003188+0.00011639i,0.00086629-0.00080853i,0.0010316-0.00085386i,-4.4013e-06-0.00066799i,-0.00077413-0.00041982i,-0.00020323-1.9568e-05i
-0.00050094-0.0017787i,-0.0011139-0.00084163i,-0.0024035+0.00020927i,-0.0017829+0.0016188i,-4.4893e-05+0.0010814i,0.0008402+0.00086712i,0.00061429+0.0012077i,0.00026671+0.00034327i,8.5876e-05+5.9475e-05i,0.00011945+0.00047196i,0.0007141+0.0010609i,0.0012816+0.0011748i,0.00073395+0.00035i,-1.69e-05+0.00046354i,-0.00047201+0.00092904i,-0.00059776+0.00037276i,-0.00030037-1.5384e-05i,0.00053434+3.9229e-05i,0.00085142+0.00045426i,0.0004447+0.00034737i,0.00010032-0.00038659i,-0.00031771+7.5304e-05i,-0.00024258-0.00024207i
0.00070128-0.0013375i,-0.0004596-0.0015783i,-0.00053048-0.00087906i,5.8379e-05+0.00047937i,-0.0005786+0.00077345i,-0.00084104-0.00013986i,0.00014066-0.00018263i,0.00088266+0.0005933i,4.9429e-05-9.6801e-05i,-0.00094072-0.00039003i,-0.00105+0.00076588i,-0.00097706+0.0012297i,-0.00017764+0.00039368i,0.00073836+0.00023557i,0.00075632+0.00040833i,0.00064092-5.9506e-05i,0.00016343+0.00019211i,-0.00018945+0.00076508i,0.00024902+0.00059538i,0.00074415+0.00033649i,0.00063913+0.00011802i,0.00012418+0.00032859i,-0.00057335+9.7409e-05i
0.0028072-0.0027284i,0.0014689-0.0030727i,-0.00028869-0.0027464i,-0.00015654-0.0013363i,-0.00014205-0.00060381i,-0.000465+0.00012996i,-0.00046621-1.4105e-05i,0.00029068+0.00026287i,0.00040369+0.00099083i,-0.00037825+0.00067287i,-0.00034485+6.079e-05i,-0.00034002-0.00043176i,-0.00084775+5.588e-05i,-0.00045196+0.00011277i,-0.00040164-0.00017882i,-0.00046781+0.00014588i,-0.00029807-0.00019159i,-0.0003976-0.00021608i,-0.00038399-6.6614e-05i,0.00030405+0.00032746i,0.00074006+6.0869e-05i,0.00086994-0.00064477i,0.00046486-0.00024738i
0.00068884-0.0013892i,7.0839e-05-0.00090159i,0.00014832-0.00035775i,0.00011286+0.00011844i,-0.0003477-0.00034609i,0.00014978-0.0012579i,-0.00017955-0.0015624i,-0.0011992-0.00095019i,-0.00098179-4.7899e-05i,-0.00052981+0.00041575i,-9.1256e-05+0.00041513i,0.00038627+0.00042793i,0.00027083+0.00083336i,-0.00027989+0.00081409i,-0.00020777+0.00034643i,8.3973e-05+0.00012485i,5.9146e-05-5.7579e-05i,-8.0133e-06-5.0286e-05i,0.00014434-0.00043724i,0.00050519-0.00072464i,0.00065989-0.00026236i,0.00081384+0.00019697i,0.00057812+0.00036028i
0.00135-0.00024512i,-0.00044814-0.00049851i,-0.0010606-0.001487i,-0.0018427-0.00093036i,-0.0028037+0.00025249i,-0.0025685+0.00091359i,-0.0017291+0.00063183i,-0.00068943+0.00012468i,-0.00055825-3.2252e-05i,-0.00052268-0.00019926i,-0.00032004+0.00022486i,-0.00014577+0.0011481i,-0.00018924+0.00078387i,5.1988e-05+0.00028427i,-0.00052906+0.0005467i,-0.00091617+0.00038597i,0.00014869+0.00015051i,0.00057985-5.674e-06i,0.00044083-0.00045969i,0.0002409-0.0004458i,0.00010196+6.4561e-05i,0.0002007-0.00011103i,0.0004515-0.00031033i
0.0010273-4.3781e-05i,0.00030061-0.0015043i,-0.0011272-0.0011946i,-0.00080722-0.00028507i,0.00013977-0.00034611i,0.00056722+0.00015738i,0.00074533+0.00092451i,3.5473e-05+0.00059326i,-0.00024929+0.00021525i,-8.1897e-05+3.125e-05i,-4.4856e-05-0.0002469i,0.00013786-0.00075602i,0.00083542-0.00067874i,0.0010216+0.00023441i,0.00057935+0.00051449i,-0.00016221-0.00036209i,-0.00089532-0.00093352i,-0.00088105-0.00012765i,-3.0807e-05-0.00028746i,-2.431e-05-0.00025557i,0.00010637-0.00030309i,0.00051622-0.00028305i,0.00015561-0.00064107i
0.0028957-0.00029786i,0.0033279-0.0014512i,0.0028059-0.0016429i,0.0010442-0.0010204i,-0.0014729-0.0012525i,-0.0023078-0.0013385i,-0.0015202-0.00062279i,-0.00057995-0.00023069i,0.00019987+0.00029481i,0.00020364-0.0002416i,-0.00042088-0.00087734i,-0.0005186-0.00045087i,-0.0002379-0.00040436i,-0.00042072+0.00038656i,-0.00053736+0.0013745i,-0.00023842+0.0006993i,-0.00046368-0.00015614i,-0.00044912+0.00057411i,0.00040509+0.00072864i,0.0003782-6.8227e-06i,-6.7419e-06-7.2515e-06i,8.7263e-05-0.00035816i,-0.00029754-0.00015994i
-0.00036413-0.002481i,0.0001314-0.0026949i,-8.4613e-05-0.0019287i,-0.00054596-0.00088497i,6.9772e-05+0.00038252i,0.00057538+0.0011612i,-7.6425e-05+0.00075565i,0.00024888-0.00012958i,0.00041676+0.00016543i,0.00036005+0.00038958i,-0.00011212+0.00021288i,-0.00041507-2.2337e-05i,-6.7848e-05-0.00013714i,0.00069735+0.00028472i,0.00081228+8.9453e-05i,0.0003597-0.00056085i,-0.00066578-0.001138i,-0.001168-0.0007419i,-0.00052813-0.00012978i,1.2859e-05-0.00048596i,-0.0008313-0.00041748i,-0.0013348-0.0004618i,-0.00073158-0.00082819i
0.002734-0.00023605i,0.0045401+0.0011091i,0.0046626+0.00070277i,0.0038665-0.0014664i,0.0018783-0.0022001i,-0.00052622-0.0014455i,-0.00098892-5.6482e-05i,-0.00049355+0.00023716i,-8.6109e-05-0.00063585i,-2.8835e-05-0.0011567i,6.7118e-05-0.00067073i,0.00042242-0.00054541i,-0.00033328-0.00076916i,-0.001289-0.00095493i,-0.0016684-0.00079206i,-0.0016371-0.00036364i,-0.0010626-0.00019211i,-0.0003607+0.00012248i,-0.00027106+1.1809e-05i,-0.00032406-0.00034839i,0.00022864-0.00047198i,0.00075244-0.00038254i,0.00024928+0.00017627i
