-0.0027085+0.0002391i,-0.0014819+0.001299i,-0.0030749+0.001855i,-0.0029043+0.0012789i,-0.0012796+0.0020745i,-0.00066046+0.0027222i,-0.00063155+0.0027941i,-8.6899e-05+0.0021653i,0.00084267+0.00076649i,0.00096539+1.5877e-05i,0.00030046-6.7804e-05i,0.00052537-0.00087091i,0.0010265-0.0011381i,0.0014378-0.00074543i,0.0018049-0.0011868i,0.0010848-0.0015976i,0.00034139-0.00051101i,-3.6687e-05+0.00033696i,0.00033326-0.00086786i,0.00052282-0.0013341i,0.00024806-0.00012543i,9.5542e-05+0.00055944i,9.0329e-05+2.3789e-05i
0.0065037-0.0066992i,0.0089231-0.0092672i,0.008781-0.0083736i,0.007672-0.0046524i,0.0083863+0.00065634i,0.0081126+0.0062975i,0.0056335+0.0079825i,0.0023031+0.0056298i,-0.0026271+0.0012315i,-0.0065407-0.0050786i,-0.0081058-0.010145i,-0.0078662-0.010641i,-0.0053131-0.0084884i,-0.0014293-0.0054698i,0.0016625-0.0036052i,0.0030946-0.0020858i,0.0021666+0.00032229i,0.00048183+0.00157i,-0.00074668+0.0011572i,-0.0019267+0.00062649i,-0.0017407-5.2145e-05i,-0.00096368-0.0015718i,-0.00028139-0.0026789i
0.0073986+0.0057435i,0.0064405+0.0075379i,0.0035419+0.0067076i,-0.0020574+0.0062058i,-0.008293+0.0042917i,-0.0084095+0.0023559i,-0.003346+0.0027685i,-0.00054185+0.0030784i,-0.00029263+0.0019299i,0.0027104+0.0017724i,0.008017+0.0005288i,0.010019-0.00039127i,0.0089695-0.00084739i,0.0064849-0.0014618i,0.0027033-0.00083995i,0.0010703+2.4118e-05i,0.0013336-0.00040845i,0.0018051-0.0022266i,0.0035346-0.0031361i,0.0048042-0.002807i,0.0042783-0.0019524i,0.0021372-0.00092467i,0.00024404+0.00097388i
-0.00016219-0.0025641i,0.0006194-0.004695i,0.0016-0.0056897i,0.0036215-0.007349i,0.0069434-0.0073457i,0.0081107-0.0043199i,0.0063455-0.0036515i,0.0028189-0.0052433i,-0.0010584-0.0054202i,-0.0049734-0.00063302i,-0.0073969+0.004862i,-0.0079409+0.0079447i,-0.0066272+0.0093722i,-0.0028543+0.0083377i,0.00049439+0.0047248i,0.00077773+0.00063573i,-0.00069046-0.0011047i,-0.0015879-0.00058924i,-0.0017757-1.9292e-05i,-0.0023518+0.00020365i,-0.0031496+0.00087333i,-0.002826+0.0010386i,-0.0012463+0.0010067i
0.005353-0.003061i,0.0066015-0.0027334i,0.0042107-0.00066911i,0.00067213+0.0011702i,-0.00086697+0.0029468i,0.0016985+0.0038005i,0.0055223+0.0017466i,0.0055005-0.0019913i,0.0018336-0.0050019i,-0.0022595-0.0083141i,-0.0044202-0.010977i,-0.0052499-0.011309i,-0.0057556-0.0097522i,-0.0031845-0.0073221i,0.00049679-0.0050593i,0.0011289-0.0020772i,0.0011562+0.00099254i,0.0010811+0.0022502i,-0.00068292+0.0025076i,-0.0013484+0.0019595i,-0.00025357+0.00081785i,0.00030806+0.00046108i,-6.0428e-05+0.00088542i
-0.0010772+0.0064228i,-0.0017073+0.0076954i,-0.0009269+0.0058735i,0.00051721+0.0034759i,0.00094648+0.0015788i,0.0015792+0.00036593i,0.0043294+0.00065245i,0.0071589-0.0001218i,0.0083572-0.0008551i,0.0095245-0.00011426i,0.011192+0.0010388i,0.01198+0.0014216i,0.010656+0.00092638i,0.0081911+0.00059278i,0.0047254-0.00043207i,0.00058027-0.0013491i,-0.0028633-0.0017949i,-0.0034977-0.0024621i,-0.0011253-0.0028196i,0.001748-0.0022836i,0.0030377-0.0014812i,0.001896-0.00029609i,6.5948e-05+0.00055942i
-0.0033684-0.00018262i,-0.0033434-0.0012623i,-0.0011173-0.0029024i,0.0025593-0.0041857i,0.0058818-0.0047352i,0.0081831-0.0033226i,0.0071839-0.00051649i,0.003834+0.0010787i,-0.00031243+0.0025499i,-0.0038807+0.005034i,-0.0067915+0.0073794i,-0.0069438+0.0090463i,-0.0034058+0.0081001i,-0.00031087+0.0047381i,0.0012856+0.0014887i,0.0018468-0.00039357i,0.0012722-0.00017634i,0.00046075+0.0018262i,-0.00057028+0.00316i,-0.0020267+0.0028514i,-0.0031775+0.0019494i,-0.0024563+0.00099231i,-0.001127+0.0012338i
0.0037467-0.0055458i,0.0059165-0.0044433i,0.0045296+0.0010527i,0.0021268+0.0060329i,0.0021459+0.008046i,0.003382+0.0067698i,0.0037622+0.0034275i,0.0032916-0.00055081i,0.0014046-0.0038152i,-0.00073162-0.0067272i,-0.0019636-0.010098i,-0.0032694-0.010598i,-0.0048837-0.008125i,-0.0056183-0.0051757i,-0.0043587-0.0018882i,-0.0011578-0.00072051i,0.00059513-0.0015337i,0.00058102-0.0018129i,0.0005375-0.001984i,0.00020949-0.0029828i,-0.00023751-0.0032186i,-0.00044527-0.0017472i,-0.00050806-0.00030199i
0.0013402-0.0018394i,-0.00011304-0.0021441i,-0.001637-0.0023558i,-0.0023362-0.0024513i,-0.0020976-0.0021387i,0.00023116-0.001703i,0.0030439-0.00092938i,0.0041505-0.00011504i,0.0051544-3.7217e-05i,0.0076791+7.1396e-05i,0.010536+0.0006448i,0.010968+0.001318i,0.010379+0.00036546i,0.0091794-0.0015748i,0.0058856-0.003739i,0.0024347-0.0031359i,0.00010492-0.00018018i,-0.0015919+0.00085699i,-0.0017411+0.0010047i,-0.0015916+0.0012888i,-0.0014609+0.0017798i,0.00012949+0.00089592i,0.00095261-0.00088758i
0.003383-0.00059632i,0.0024867-0.00077609i,0.0012303-0.00045222i,0.00045612+0.00038919i,0.0016514+0.0018672i,0.0046641+0.0026884i,0.0063491+0.0028193i,0.0052699+0.0024111i,0.0016611+0.0035918i,-0.0028741+0.0062195i,-0.0066595+0.0081165i,-0.0084174+0.0097672i,-0.0071527+0.0093827i,-0.0041036+0.0072045i,-0.0011518+0.0050387i,0.0015125+0.0019858i,0.0030824-0.0013328i,0.0034355-0.003126i,0.0023575-0.0020423i,0.00063255-0.00039017i,-0.00065086+0.00011891i,-0.0013925+0.00026479i,-0.00051238+0.00026449i
-0.0021392+0.0039539i,-0.00067984+0.0060425i,0.0003667+0.004631i,0.0024379+0.0032213i,0.0033571+0.0041041i,0.0045936+0.0049375i,0.0064028+0.0031296i,0.0054548-0.0016068i,0.0014017-0.004679i,-0.0022368-0.0060304i,-0.0041823-0.0084577i,-0.0050845-0.0095463i,-0.0035429-0.0081792i,7.9457e-05-0.0061328i,0.0011304-0.0050668i,-0.0014066-0.0032788i,-0.0030964-0.00049252i,-0.0027306+2.1923e-05i,-0.001062-0.002198i,-0.0002024-0.003213i,-9.5103e-05-0.0027788i,0.00063564-0.00095101i,0.0006269+0.00068762i
0.0030465-0.0047626i,0.002468-0.0056175i,0.00017951-0.0048551i,-0.0015587-0.0026244i,-0.0012809-0.0025838i,0.001885-0.0011828i,0.0058428+0.0022151i,0.0069846+0.0021865i,0.00636+0.00076355i,0.0064085+0.00053386i,0.0068534+0.00098063i,0.0064212+0.00098141i,0.0053303+0.00011123i,0.0045552-0.00093589i,0.0033382-0.0027263i,0.0018268-0.003014i,0.0012752-0.00064833i,0.0016461+0.0011109i,0.0013173+0.0018173i,0.0010106+0.0027679i,0.00089196+0.0030731i,0.00037565+0.0021929i,-0.00045625+0.0012435i
-0.00091474-0.0063762i,-0.0026311-0.0052517i,-0.0018934-0.0031784i,0.00029774-0.00081972i,0.0021853+0.0010846i,0.0035114+0.0031998i,0.0037221+0.0049188i,0.0029637+0.0046056i,-0.00047793+0.0044877i,-0.0038616+0.0054407i,-0.0052877+0.0061123i,-0.0044098+0.0057445i,-0.00065022+0.0054728i,0.003243+0.0047083i,0.0045156+0.0033705i,0.0036535+0.00085919i,0.00096927-0.0016139i,-0.0012542-0.0018393i,-0.0005538-0.0019093i,-0.00049947-0.0030817i,-0.0017337-0.0026807i,-0.0012444-8.3273e-06i,-5.534e-05+0.0020417i
0.0072865+0.003612i,0.0077821+0.00076326i,0.0051038+0.00014562i,0.0028758-0.0013924i,0.0021061-0.0022768i,0.0001494-0.0011439i,-0.0012775+0.00019891i,-0.0024056+0.0006474i,-0.0045009-0.0022002i,-0.0053201-0.0068678i,-0.004043-0.0088784i,-0.0039036-0.0077678i,-0.0050508-0.0067911i,-0.0061636-0.0060726i,-0.0065501-0.0038949i,-0.0043139-0.00051236i,-0.0008806+0.0016752i,0.0011264+0.0020259i,0.0017972+0.0025844i,0.0022652+0.0030423i,0.0022084+0.0014087i,0.0014472+0.00022265i,0.00068927+0.0001917i
0.00026957+0.0064182i,0.0028282+0.0064597i,0.0022063+0.0058733i,0.0012217+0.0056789i,0.0025381+0.0045978i,0.0043422+0.0016038i,0.0049489-0.0017846i,0.004933-0.0034841i,0.0060568-0.0037368i,0.0082651-0.0026434i,0.0093358-0.00089038i,0.0087253-5.1935e-05i,0.0075014-0.00021212i,0.0078888-0.0011496i,0.0070356-0.002456i,0.0048676-0.0039146i,0.0028025-0.0036812i,0.0011462-0.0022267i,2.1574e-05-1.6448e-05i,-0.00071417+0.00080543i,-0.00097325+0.00055179i,-0.0014327+0.00036287i,-0.0011867+0.0012378i
-0.004683+0.001742i,-0.0016174+0.0016288i,-0.00045792+0.0015721i,0.00099257+0.00038258i,0.003015-4.5203e-05i,0.0040214+0.00036253i,0.0044164+5.3087e-06i,0.003998-0.00055991i,0.0018847+0.00063327i,-0.00053298+0.0030142i,-0.0023406+0.0047667i,-0.0045761+0.0045096i,-0.0049218+0.0030333i,-0.0032621+0.0014923i,-0.0020884+0.00063754i,-0.0015505+0.0017143i,-0.0022683+0.0020966i,-0.0033978+0.0011752i,-0.0040158-0.00046903i,-0.003041-0.0016715i,-0.0019868-0.0016371i,-0.0008589-0.0012093i,0.00056576-0.0010395i
-0.0031148-0.0057188i,-0.0031759-0.002852i,-0.0028313-0.00021351i,-0.00064604+0.0011393i,0.00070854+0.00094813i,0.0030602+0.00079488i,0.005571+0.00083623i,0.0049826-0.00061328i,0.00076802-0.0019318i,-0.002738-0.0031592i,-0.0041559-0.0040925i,-0.0042562-0.0044068i,-0.0018382-0.0033742i,0.00045293-0.0010292i,-2.823e-05-2.452e-06i,-0.00078294-0.00057567i,-0.00021507-0.0011055i,0.001332-0.0018874i,0.0024994-0.0019562i,0.0024395-0.0013453i,0.0015622-0.0010034i,-0.00031151+0.00019611i,-0.0013867+0.0013762i
1.8275e-05-0.002092i,-0.00084591-0.00055617i,-0.0012817+0.0013127i,-0.00027431+0.0015485i,0.00093329+0.00082285i,0.0022512+0.0016128i,0.0049541+0.0020203i,0.0068635-0.00070001i,0.0066595-0.0032227i,0.0061666-0.0031721i,0.0054354-0.0016939i,0.0037431-0.0014289i,0.0032112-0.003141i,0.0033346-0.0050582i,0.0025039-0.0054604i,0.00050535-0.0048669i,-0.00080878-0.0022226i,-0.0014904+0.0015895i,-0.0017957+0.0027923i,-0.0019812+0.0020501i,-0.0019868+0.0015155i,-0.00074896+0.00097778i,-0.00011294+9.0592e-05i
0.0065494-0.0010571i,0.0071084-0.0025354i,0.0049607-0.0024443i,0.0022179-0.0018725i,0.0019918-0.001529i,0.0027977+0.00026387i,0.0037953+0.0028941i,0.00456+0.0044773i,0.0034861+0.0053473i,0.0008916+0.0052161i,-0.0010104+0.0049378i,-0.0012276+0.0052503i,-0.00072989+0.0043563i,0.00054148+0.0034i,0.0015881+0.0039821i,0.0025166+0.003999i,0.0026521+0.0014121i,0.0012698-0.00062922i,0.0012136-0.00033873i,0.0021659+4.2995e-05i,0.0017372+0.00066948i,0.001355+0.0007164i,0.00095829-0.00014475i
0.0092627-0.0014447i,0.0085592-0.0046569i,0.0059951-0.0060165i,0.003384-0.0043519i,0.0024241-0.00073038i,0.0027919+0.0014962i,0.0041578+0.0020759i,0.0028931+0.0020164i,-0.0010339+0.00074947i,-0.0046897-0.0014096i,-0.0052845-0.0029103i,-0.0039717-0.0035062i,-0.0032567-0.0033305i,-0.0021805-0.0036368i,-0.002215-0.0040914i,-0.0028957-0.0038399i,-0.0019447-0.003677i,-6.174e-05-0.0027972i,0.0015466-0.0010671i,0.0014788+5.9564e-05i,0.0002896+4.9915e-05i,-2.0715e-05+0.00012255i,0.00038767+0.0010451i
-0.0018344+0.0074705i,-0.00082919+0.0069768i,0.0017046+0.0068901i,0.003967+0.0039276i,0.0045445+0.0012244i,0.0040879-0.00024369i,0.0037593-0.00045435i,0.0029098-0.0014784i,0.0021082-0.0035507i,0.0032313-0.0043279i,0.0045774-0.0035968i,0.0040138-0.0013779i,0.0024258+0.0009679i,0.001887+0.0013308i,0.0018325+0.00018711i,0.0021698-0.00048722i,0.0027444-5.661e-05i,0.0014659+0.00080154i,1.7971e-05+0.0012174i,-0.00043284+0.0012763i,-0.00021958+0.0010206i,-0.00066268-2.5076e-05i,-0.0011671+7.7862e-05i
-0.0065231+0.00082622i,-0.0028218+0.0014061i,-0.00076817+0.0021891i,0.0020707+0.001931i,0.0039525+0.0017511i,0.0058915+0.0024855i,0.0074379+0.001945i,0.0058164-0.00021836i,0.0032333+0.00072447i,0.001095+0.0040327i,-0.00049721+0.0044972i,-0.0022004+0.003299i,-0.002188+0.0016743i,0.00048567+2.0448e-05i,0.0024471-0.0010213i,0.0014435-0.00067537i,2.782e-05-0.00010797i,-0.0012511-0.00058507i,-0.0015937-0.001579i,-0.0010064-0.0018791i,-0.0011914-0.0010193i,-0.00089658+0.0004015i,-0.00028307+0.0012069i
0.0047913-0.0032991i,0.0059049-0.0022617i,0.0050162-0.0011736i,0.0023162-0.00074821i,0.00026084-0.00052847i,0.00068537+0.0011087i,0.0021453+0.0030965i,0.0020231+0.0028448i,-0.00091921+0.0007021i,-0.0042181-0.0009776i,-0.0047219-0.0021314i,-0.0040522-0.0030594i,-0.0035217-0.0013581i,-0.0030964+0.0011838i,-0.0028959+0.0012888i,-0.0021671+0.00060763i,-0.0013267+0.0005275i,-0.00023108+0.00094488i,0.00039215+0.00076267i,0.00031613+0.00045825i,0.0004821+0.00048698i,-0.00028482+0.00026781i,-0.00099653+0.00085068i
0.0027723-0.0026876i,0.00063382-0.002139i,-0.0012719-0.0014955i,-0.00049078-0.00011756i,0.0021576+0.00083778i,0.0023606+0.001321i,0.0025354+0.0021397i,0.0032092+0.0008619i,0.0022932-0.0022168i,0.0021952-0.0051898i,0.0026445-0.0049436i,0.0025967-0.0032924i,0.0022799-0.0024579i,0.0026336-0.0015434i,0.0032822-0.0017063i,0.0033221-0.0029935i,0.0029787-0.0020518i,0.0025773+0.00045908i,0.0021417+0.0011984i,0.001963-9.3539e-06i,0.0020983-0.00082299i,0.0010499-0.00058715i,-0.00064277-0.000114i
0.0063605+0.0015265i,0.0050303+0.0012037i,0.0032392-0.0014477i,0.0025954-0.0022099i,0.0024838-0.00091913i,0.0026904+0.0001248i,0.0033865+0.000729i,0.0040355+0.00084345i,0.0046358+0.00025912i,0.0034789+0.00049526i,0.00055416+0.0021809i,-0.00070193+0.0032402i,-0.0015728+0.0023637i,-0.0031916+0.0012015i,-0.0031989+0.0019147i,-0.0018713+0.003437i,-0.0012627+0.0027553i,-0.0016754+0.0010573i,-0.0020519+0.00076339i,-0.0015287+0.00077211i,-0.00041432+0.00052737i,0.00086891+0.00033047i,0.0013868-8.6834e-06i
-0.0047517+0.0016099i,-0.0032155+0.0038302i,-0.00078089+0.0049958i,-0.0015841+0.0033166i,-0.0013101+0.0018136i,0.0014736+0.00094511i,0.0027059+0.00057788i,0.0014169+0.001265i,6.2198e-05+0.001878i,-0.00099043+0.00084931i,-0.0019236-0.0020565i,-0.0019974-0.0036093i,-0.00067651-0.0034757i,0.0015716-0.0031239i,0.0027821-0.0030302i,0.0010346-0.0029456i,-0.0010587-0.002021i,-0.0017142-0.00041168i,-0.001398-0.00064508i,-0.00074959-0.0021706i,-0.0011982-0.0019378i,-0.0014209-0.00046667i,-0.00072583+4.847e-05i
-0.00062112+0.00044017i,0.00058255-0.00088747i,8.3665e-05-0.00032896i,-2.3578e-05+0.00012464i,0.0013371+0.0004858i,0.0030553+0.00069379i,0.0033769-0.00091066i,0.0017562-0.0021688i,0.00019334-0.0020665i,0.00053862-0.0015065i,0.0023697-0.00088283i,0.0026673+0.00051014i,0.0016951+0.00080898i,0.00078945-0.00083006i,0.00044174-0.0025202i,0.0005867-0.0020598i,0.00058119-0.0011244i,0.00054637-0.00034555i,0.00047766+0.0003248i,0.00035243-0.00023327i,0.00029103-0.00065211i,0.00095455-0.00015047i,0.00048188+0.001053i
0.0041308-0.0041448i,0.0032532-0.0040564i,0.0021304-0.0039747i,0.001299-0.0033595i,0.0010705-0.0028984i,0.0028604-0.0004324i,0.0050029+0.00027932i,0.0054913-0.0014633i,0.0041125-0.0011209i,0.00082165+0.00065145i,-0.0017779+0.0023333i,-0.0030333+0.0024441i,-0.0022421+0.002063i,-6.4705e-05+0.0022154i,0.0013476+0.0020622i,0.0011743+0.0017736i,3.5014e-05+0.0011646i,-0.00057464+0.00059078i,-8.4114e-05+0.00069317i,-0.00011168+0.0016854i,-0.00096996+0.0018963i,-0.0014796+0.00095513i,-0.0015096+0.00055064i
0.0054139+0.0058163i,0.005655+0.005721i,0.0051749+0.0029287i,0.0035813+3.0512e-05i,0.0026626-0.001372i,0.0029171-0.00052102i,0.0046894+0.0016389i,0.0052283+0.0022346i,0.0020859+0.0010522i,-0.00078429-0.0010398i,-0.0019155-0.0027776i,-0.0031134-0.0036546i,-0.0034279-0.0033996i,-0.0017713-0.0028844i,-0.00046103-0.0036563i,-0.00091852-0.0037648i,-0.0012334-0.0019654i,-0.0011809-0.00056151i,-0.00084777-0.00087657i,-0.00033449-0.00092061i,0.00015012-0.00038509i,0.000181-0.00034154i,-0.00095646+0.00022782i
0.0016675+0.00065665i,0.0022141-5.5344e-05i,0.0042717-0.0022507i,0.0042076-0.0034822i,0.0034209-0.0010783i,0.0021941+0.0015891i,0.0017178+0.002621i,0.0026558+0.0016443i,0.0017319-0.00017218i,0.00074723-0.001502i,0.0013737-0.0010137i,0.0028174-0.00032725i,0.0030295+0.00025454i,0.0023933+0.0020795i,0.0015363+0.0029058i,0.001278+0.0021442i,0.001124+0.0012082i,0.0011494+0.0010167i,0.0009832+0.0010236i,0.00074346+0.00083455i,0.0010844+0.00061154i,0.0012411+0.00066222i,0.00088561+0.00010516i
-0.0031655-0.0038525i,-0.0040672-0.0022009i,-0.0038177+0.00099185i,-0.002467+0.0039395i,-2.5886e-05+0.0042619i,0.0033104+0.0037047i,0.0044297+0.0026806i,0.0032248+0.0010506i,0.0015225-0.0012834i,-0.00040153-0.0026376i,-0.0022857-0.0019526i,-0.0031152-0.00071632i,-0.0027153-0.00091115i,-0.0015735-0.0019445i,-0.0011773-0.0026112i,-0.0014252-0.0022228i,-0.0014219+2.4574e-05i,-0.00097172+0.0013441i,-0.00076033+0.0014595i,-0.0011314+0.0009228i,-0.0012627+0.00048336i,-0.00094356+0.00095962i,-0.00090332+0.00047971i
0.0017637+0.0010507i,0.001828-0.00023432i,0.0023945-4.5067e-05i,0.0031332-0.00051675i,0.0027696-0.00093387i,0.0036474-0.00015131i,0.0050809+0.00021782i,0.0050244-0.00014768i,0.004518-0.00063i,0.0038547-0.0016199i,0.0024637-0.0031551i,0.00096937-0.0035522i,0.00077869-0.0026591i,0.0014585-0.0014038i,0.0016694-0.00050042i,0.0012848-0.00091016i,0.00071602-0.00092353i,-0.00012887-0.00042964i,-0.00092394-0.0006892i,-0.00039424-0.00074778i,0.00054458-0.00066586i,0.00041424-0.00045502i,7.3966e-05+0.00023938i
0.0058616+0.0017249i,0.0059956+0.00058982i,0.004391+0.00036994i,0.0026873+0.0011541i,0.0022731+0.0013422i,0.0031906+0.0015925i,0.0046873+0.0027274i,0.0039055+0.0026157i,0.0012362+0.0019342i,0.00023305+0.0019862i,0.00078611+0.0018387i,0.00088789+0.0022633i,0.00047328+0.0019336i,0.00064507+0.00082128i,0.00098486+4.1767e-05i,0.0014053+7.5921e-06i,0.001524+0.00054183i,0.001396+0.00055296i,0.001652+0.00053318i,0.0017612+0.0011184i,0.00094921+0.0016452i,0.00026986+0.0015865i,0.00045015+0.0013676i
-0.0017835+0.0026618i,-0.00060202+0.0022326i,0.00064709+0.0021836i,0.0019827+0.002501i,0.0025283+0.0012438i,0.0023425+0.0001649i,0.0028199+0.00032196i,0.0024868-0.00084588i,0.00032115-0.0023081i,-0.0015437-0.0023225i,-0.0028441-0.00048274i,-0.0032925+0.00097902i,-0.0032937+0.0012731i,-0.0033589+0.001309i,-0.0034908+0.00050158i,-0.0029714+0.00024976i,-0.0020908+0.0010279i,-0.0016874+0.00047447i,-0.00089291-0.00027499i,-0.00031159-0.00021898i,-0.00092144-0.00057552i,-0.0012729-0.00015533i,-0.00088978+0.00047474i
0.0024454-0.0030518i,0.0022987-0.0029482i,0.0015399-0.0035658i,-0.00033305-0.0027908i,-0.0010605-0.0014971i,-2.2658e-05+0.00041402i,0.0021313+0.0018859i,0.004216+0.0011829i,0.0050354+0.00043879i,0.004447-0.00074706i,0.0023921-0.0022942i,0.00069901-0.0034711i,0.00041099-0.0042326i,0.00071322-0.0036833i,0.0019268-0.0024472i,0.0020021-0.0017707i,0.00057439-0.0010416i,7.9035e-05-0.00024306i,0.00044718-0.00032536i,0.0011141-0.00096698i,0.0014638-0.0015856i,0.0010367-0.0010083i,-2.8131e-05+0.00025658i
0.0026225+0.00080204i,0.0021767+0.00077304i,0.0018984+0.0006282i,0.0015371+0.00030034i,0.00099401+0.0009786i,0.002126+0.0019296i,0.0044163+0.002404i,0.0043697+0.0027013i,0.0022611+0.0040319i,0.00051203+0.0051334i,5.1705e-05+0.0047083i,0.00049528+0.0040009i,0.001082+0.0038041i,-0.00015196+0.0032733i,-0.0012821+0.0022238i,-0.0013616+0.001402i,-0.0013906+0.00079754i,-0.00056527+0.00055263i,0.00043805+0.00097795i,0.00085675+0.0010456i,0.0009879+0.0007659i,0.00017353+0.00023484i,-8.2678e-05+8.6445e-05i
0.00020612+0.00062246i,0.00076016+0.00099404i,0.0015779+0.00077346i,0.0015931-0.0003794i,0.0012888-0.0010992i,0.0021889-0.00063373i,0.0028944-0.00055435i,0.0016492-0.0019659i,-0.0017931-0.0036121i,-0.0045376-0.0037708i,-0.0055024-0.0038827i,-0.0060071-0.0032667i,-0.004144-0.0018227i,-0.0013293-0.0017274i,2.8851e-05-0.0022013i,0.00049078-0.0021999i,0.00034227-0.0015349i,-0.00040655-0.00090668i,-1.7624e-05-0.0011379i,0.00021604-0.00047358i,-0.00050281+0.00029284i,-0.00074522-0.00084489i,0.00023541-0.0016598i
0.0017458-0.0016486i,0.0010354-0.0024968i,-0.00020848-0.00127i,-0.00066216+0.0019421i,0.0012666+0.0021224i,0.0044986+0.0012926i,0.0062228+0.00031562i,0.0059561-0.0022048i,0.0044966-0.0037862i,0.0042074-0.0033725i,0.0039795-0.0030685i,0.0026473-0.0034726i,0.0012225-0.0035675i,0.001246-0.0030779i,0.0022729-0.0025928i,0.0024005-0.002048i,0.0011346-0.00080246i,0.00048544-0.00038016i,0.0011544-0.0001427i,0.0010577+3.7259e-05i,0.00027893+9.622e-05i,-0.00048963+0.00017886i,-0.00060547-0.00038372i
0.0023916-0.0009679i,0.0024169-8.5633e-05i,0.0019999-0.00063447i,0.0011118-0.0016281i,0.00021814-0.0019483i,0.0015141-9.1239e-05i,0.0040732+0.0017571i,0.0044004+0.001689i,0.0017942+0.0020487i,-0.00064914+0.0039175i,-0.00099268+0.0052879i,-0.00019254+0.0047893i,0.00094459+0.0030737i,0.0017317+0.0028608i,0.0018267+0.0033307i,0.0017335+0.0029843i,0.0013896+0.0023743i,0.00070091+0.00099283i,0.00048556+0.00022091i,0.00034395-9.84e-05i,-0.00048598-0.00019663i,-0.0012613+0.00036222i,-0.00077819+0.00048891i
-0.00066388+0.001711i,0.00086328+0.0030681i,0.00087269+0.0031596i,0.00057154+0.0038687i,0.0014247+0.0034564i,0.0030048+0.0026862i,0.0040395+0.0023256i,0.0028501+0.00059704i,-0.0012256-0.0030506i,-0.0041141-0.0048078i,-0.0042573-0.0039087i,-0.0039882-0.001929i,-0.0032629-0.0013477i,-0.0013908-0.0032952i,0.00050171-0.0043506i,0.00036997-0.0030525i,-0.00035658-0.0011282i,5.6799e-05+1.5131e-05i,0.00025277-0.00013136i,-0.00022111-8.7921e-05i,-0.0010586-0.00028042i,-0.0015597-0.00058278i,-0.00050272+0.00022957i
-0.0017087-0.0050659i,-0.0030562-0.0041487i,-0.0031159-0.0034928i,-0.0024266-0.0019364i,-6.3748e-05+0.00022415i,0.0020914+0.0019855i,0.0036529+0.002045i,0.0048163-0.00047245i,0.0049068-0.0028865i,0.0056644-0.0035537i,0.0050153-0.0030227i,0.0023649-0.002411i,0.0020703-0.0020577i,0.0034396+8.6019e-05i,0.0027549+0.0023837i,0.0014109+0.0019306i,0.00039844+0.00082666i,-0.00010784+0.00066483i,0.00031583+0.0007411i,0.00070749-0.00015986i,0.00076158-0.00092289i,0.00061143+4.6565e-05i,0.00019647+0.0010859i
0.00084585+0.00068914i,0.00082021+0.0019035i,0.0006156+0.004693i,0.00059836+0.005106i,0.0023607+0.0021212i,0.0034376+0.00014025i,0.0033857+0.0012153i,0.00377+0.003089i,0.0026118+0.0047962i,0.0015899+0.0058675i,0.00087922+0.0060257i,0.00041194+0.0050906i,0.0012075+0.0036459i,0.0015543+0.0011226i,0.0010782-0.00097615i,0.00050373-0.00079507i,0.00031089+0.00023092i,0.00018598+0.00041847i,-5.2451e-05+0.000972i,-0.00081301+0.00070624i,-0.00055691-0.00039624i,9.6669e-05-0.00041005i,0.00012749-3.5865e-05i
0.0020639+0.0020357i,0.0032858+0.00063359i,0.0037314-0.00012544i,0.0028376-0.0002453i,0.0018381+0.0001921i,0.0022494+0.00071376i,0.0027563+0.0015306i,0.0016416+0.0011888i,-0.0017356-0.0011174i,-0.004861-0.0028313i,-0.0055181-0.0038407i,-0.0040799-0.0029776i,-0.0033381-0.00093516i,-0.0021518-0.0009833i,-0.00091475-0.0019605i,-0.00023733-0.0017781i,0.00015855-0.0008348i,-0.00022437-0.00059304i,-0.00036698-0.00076417i,-7.8174e-05-0.0004782i,0.00032774-0.00083387i,-3.4538e-06-0.0010824i,-8.0601e-05-0.0009073i
0.0016627-0.00088462i,2.851e-05-0.00030263i,-0.00098877-0.00074889i,-0.00010804-0.00046284i,0.0011483+0.00033531i,0.0021994+0.00038717i,0.0035838+0.00016122i,0.0043294-0.000785i,0.0047836-0.0019855i,0.0049611-0.0025094i,0.0046638-0.002542i,0.0033631-0.0030599i,0.0021342-0.0038832i,0.0026914-0.0036143i,0.0029522-0.001938i,0.0017238-0.00052932i,-0.00022306-0.00073723i,-0.00067914-0.0009224i,0.0008319+0.00030353i,0.00094068+0.00094779i,-0.00033553-8.9904e-06i,-0.00095638-0.00067077i,-0.0013401+0.00020462i
-0.00033759+0.00042237i,0.00013812+0.00087893i,8.3638e-05+0.00021516i,0.00032691+0.00065418i,0.0012374+0.0020013i,0.0025082+0.0029694i,0.00301+0.0032169i,0.0024732+0.0027713i,0.0015009+0.0034826i,0.00039999+0.0050018i,-0.00036666+0.0057152i,0.0003886+0.0048786i,0.0011518+0.0032954i,0.001414+0.0018367i,0.00091573+0.00088911i,-0.00010141-0.00012281i,-0.0001461-0.00052529i,-0.00039942-0.00058704i,-0.0012926-0.00092682i,-0.00091266-0.00047414i,4.668e-05+0.00053925i,-0.00040866+0.0011814i,-0.00079918+0.0014775i
