-0.000273+0.0013213i,0.00044457-0.00073349i,-0.00081564-0.00053804i,-0.0015346+0.00030896i,-0.0010842+0.0010495i,-0.00076275+0.00095297i,-0.0011173+0.00014247i,-0.0010683+0.00035436i,-0.00038668+0.00058914i,0.0002443+0.00043536i,-0.00042578+0.00031607i,-0.00060372+0.00091549i,-0.001233+0.0010269i,-0.0017349+0.00019171i,-0.0013691+3.835e-05i,-0.0008586-0.00032146i,0.00020602-0.000533i,-3.6728e-05+8.1008e-05i,-0.00070764+0.00036645i,3.2247e-05+0.00039914i,7.3934e-05+0.00063805i,0.00033064+0.00036661i,0.00080488+0.00016922i
0.00068185+0.00018257i,0.0010981-0.00096584i,0.00072808-0.0022906i,-0.00071358-0.00087484i,-0.0014674+0.0010364i,-0.0004685+0.00075437i,6.2438e-05-0.00021642i,0.00017939-0.00044365i,0.0015141-0.00048252i,0.0022233-1.486e-05i,0.0010022-0.00013116i,-0.0001303-0.00071997i,-0.00057551-3.3511e-05i,-0.0015574+0.00079697i,-0.0020142+0.0007009i,-0.0014132-9.2418e-05i,-0.00046187-0.0012184i,-0.00038751-0.0012051i,-0.00034413-0.00065817i,-0.00041414-5.2964e-05i,-0.0015772+0.00050326i,-0.0019989+5.2532e-05i,-0.00044886-0.0007998i
0.0012181-0.00023925i,0.0014641-0.00074724i,0.0017256-0.00052623i,0.001158-0.00011841i,-5.1513e-05-4.8403e-05i,0.0001757+9.2895e-05i,0.00065534-0.00035938i,0.00047146-0.0019212i,-9.1059e-05-0.0030067i,-0.00048656-0.0021457i,-0.00074072-0.00063731i,-2.5266e-05+1.6219e-06i,0.00085287-0.00014589i,0.00031737-0.0001009i,2.939e-06+0.00066145i,0.00016385+0.0002523i,-9.38e-05-9.3374e-05i,0.00059172+4.9864e-06i,0.0010517+0.0003031i,-0.00034693+0.0005405i,-0.0013928+0.00067716i,-0.00075073+0.0016347i,-6.6806e-05+0.001593i
-0.00048379+0.00098385i,-9.1954e-05+0.00044103i,-0.0013405-0.00027233i,-0.0011612+0.00017466i,-0.00078181+0.00065716i,-0.00095335-0.00046347i,-0.0010792-0.0021312i,-0.0016517-0.0025598i,-0.0022616-0.0013982i,-0.0027919-0.00055767i,-0.0021541-0.0004437i,-0.00057106-0.00031859i,-0.00011413+0.00014447i,-0.00029046-0.00030393i,-0.00025685-0.00095476i,8.1798e-05-0.00074399i,0.00033122-0.00060801i,-0.00044682-0.00031919i,-0.0011876-0.00053907i,-0.0012469-0.00077408i,-0.0013834-0.00026825i,-0.0010775+0.00045416i,-0.00022071+0.00058438i
0.0010909-0.00044132i,0.00091613-0.0014832i,0.00055777-0.0016209i,-4.7994e-06-0.0014666i,0.00027988-0.0015585i,-9.7645e-05-0.001491i,-0.0010038-0.0011539i,-0.0013353+0.00052965i,-0.00056954+0.0018341i,0.00051537+0.0013576i,0.00066846+0.00066726i,0.00059224-0.00059389i,0.00051325-0.0016094i,0.0005386-0.00079575i,0.00019713-0.00019684i,-0.00036612+0.00042148i,-0.00011376+0.00093323i,0.00016379+0.00034677i,-0.0010093-0.00017793i,-0.0018074-0.00038565i,-0.0014853-0.00030377i,-0.00064073+2.4734e-05i,-0.00011324-0.00034028i
0.0013692+0.00018174i,0.0011956+0.00021515i,0.00065568+0.00029354i,0.00017867+2.5393e-05i,-0.00027999+7.5567e-05i,0.00029437+3.9686e-05i,0.00062877-0.00053373i,0.0010566-5.2852e-05i,0.0011776+0.00034433i,0.00069948-8.8216e-06i,5.0432e-05-0.00011006i,-0.0001564+0.00020486i,-0.00039367-7.5973e-06i,-0.0011525-0.00077582i,-0.00061502-0.0003179i,-0.00052307+0.00028324i,-0.0011282-0.00039762i,-0.0012495+0.00050282i,-0.0011012+0.0014849i,-0.0010599+0.00089881i,-0.0018373+0.00076739i,-0.0019552+0.00055254i,-0.00060129+0.00014378i
0.0026972+0.00078336i,0.0032834-0.00074477i,0.0027447-0.0013049i,0.0014182-0.0015651i,0.00033494-0.0014553i,1.5273e-06-0.0013949i,-0.0003827-0.0020192i,0.00034793-0.002185i,0.0013376-0.0016057i,0.0005867-0.00061381i,-0.00021885-0.00028343i,-0.00066748-2.1318e-05i,-0.00070363+0.0010279i,-0.0011713+0.0012883i,-0.0013424+0.00092733i,-0.00069588+0.00054121i,-0.00040233+0.00044282i,-0.00064774+0.00030123i,-0.0007137-0.0003756i,7.5742e-06-0.0007754i,-1.0021e-06-0.00051811i,-0.0003221-0.00030222i,3.2468e-05+0.00020176i
0.0017159-1.3742e-05i,0.0015067-9.7176e-05i,-7.7028e-05-0.00035631i,-0.00098539-0.00025904i,-0.00014459-0.00016245i,0.00013623-0.0005331i,0.00012788-0.0016577i,-5.218e-05-0.0017028i,-0.00080596-0.0010484i,-0.0011866-0.0010379i,-0.00095467+0.00069368i,-0.0012444+0.0013669i,-0.00028934+0.00069671i,0.00077002+0.00054823i,0.00023617+0.00021615i,-0.00024151-0.00042732i,-8.7411e-05+0.00012343i,-1.093e-05+0.00056818i,-0.00045309+0.00080885i,-0.0013211+0.0014954i,-0.0015095+0.0020137i,-0.0010913+0.001788i,-0.00048802+0.00099067i
-0.00064007+0.0017478i,0.00050352+0.00074765i,0.0010821+0.00064379i,0.00080893+0.00086631i,0.0016439+7.6522e-05i,0.0010801-0.0017555i,-0.00097769-0.0029153i,-0.0018057-0.0020791i,-0.0017889-0.00070509i,-0.0012139-0.00027631i,9.7393e-05-0.00072047i,0.00081559-0.0013178i,0.00035973-0.0010786i,-0.00021946-0.00019088i,-0.0013667+0.00060753i,-0.0017427+0.00026032i,-0.00093203+9.5487e-05i,-0.0011084-0.00013456i,-0.0010955-0.00070967i,-0.00040064-0.00044377i,-0.00063256-0.0003553i,-0.00027595-0.00064457i,0.00023942-0.00054525i
0.0011773+0.0019653i,0.0014904+0.0022343i,0.00047713+0.0016919i,-0.00033225+0.00077799i,-0.00046554-0.00042569i,-0.00050447-0.00064619i,-0.00097529-0.00024198i,0.00010017+0.00052607i,0.0011138+0.001298i,3.2218e-05+0.00080345i,-0.0010161-0.00063801i,-0.00096736-0.0014707i,-0.00028018-0.0011033i,-0.00032444-0.0012482i,-0.0009951-0.0012322i,-0.00081466-0.00054352i,-0.00040386-0.00035916i,-0.00026864-0.0010508i,-4.8337e-05-0.00072609i,-0.00014188+0.00011974i,-0.00061172+0.00012109i,-0.00038227-0.00041115i,-0.00023597-0.00021561i
-0.00052064-0.00064557i,0.00017242-0.0020496i,0.00016816-0.0021185i,-0.0011992-0.0010764i,-0.0013692-0.00048135i,-0.00094306-0.00042488i,-0.00021275-0.00088287i,0.0010056-0.0010104i,0.00085278-0.00032281i,-7.2839e-05-0.00023954i,-0.00097407-0.000797i,-0.0015886-0.00082321i,-0.0016397-0.00064941i,-0.00085833-0.00080617i,0.00011983-0.00030787i,-0.00011624+0.00043038i,-0.00033234+0.00045838i,-0.00068506+0.00057563i,-0.0014872+0.00018973i,-0.0007283-0.00034897i,-0.00037796-0.00010679i,0.00015203+0.00063439i,0.00058781+0.00025698i
0.0021775-0.00025478i,0.0013862-0.00084559i,0.0010897-0.0011752i,0.00091271-0.00091324i,-0.00011126-0.0010554i,-0.00061809-0.00080672i,-0.00079905-0.00063107i,-0.0012279-0.00039226i,-0.00069837-0.00027158i,2.6475e-05+0.00028867i,-0.00017014+0.0010345i,-0.00025498+0.0012659i,-0.00071773+0.00063512i,-0.0013281+0.00078391i,-0.0010023+0.0013361i,-0.00087187+0.00076585i,-0.001244-5.3725e-05i,-0.00064279-0.00066923i,-0.00033563-0.00025881i,-0.0012255+0.00090751i,-0.0013035+0.0012709i,-0.00085637+0.00084967i,-0.00077026+0.00036047i
0.00088317+0.0024663i,0.0021422-0.00039927i,0.0023861-0.0012021i,0.0014146-0.00062223i,0.00055797-0.00087847i,-0.00034668-0.0019361i,-0.0012906-0.0019508i,-0.0022917-0.00093917i,-0.0016935+0.00072553i,-0.00050133+0.0022153i,-8.7236e-05+0.001795i,0.00055331+0.00094744i,0.00083844+0.0010907i,0.00029786+0.00065948i,0.00057026-0.00012901i,0.00066932+1.6808e-05i,0.00013725+0.0005907i,-0.00041244+0.00020154i,-0.0010206-0.00044878i,-5.3947e-05-0.00055754i,0.00070987-0.00037205i,1.4474e-05+7.9856e-05i,-9.3845e-05+0.0006745i
0.0016583+0.0011483i,0.0021055+0.0016922i,0.00065395+0.0020456i,-0.00026788+0.0012319i,-0.00029983+0.00022885i,-0.00036423+0.0002721i,-0.00040873+0.00034466i,-0.00065745+0.00022809i,-0.00020423+0.00015537i,0.00087661+6.482e-06i,0.00079259-0.00053746i,0.00061031-0.0011159i,0.0007472-0.001563i,0.0002-0.00092124i,-7.8753e-05-0.00022162i,-0.00060393-0.0006068i,-0.00050924-0.0003637i,-0.00025077-0.00029072i,-0.00068062-0.00088973i,-0.00061981-0.00043255i,0.00017904+0.00036135i,0.00049228+0.00061697i,-3.146e-05+0.00036268i
0.0008748+0.00032007i,0.0014448+1.5386e-05i,0.0010797+0.00015196i,0.00059196-3.4478e-05i,0.00070435-0.00084836i,0.00066247-0.0016732i,0.00028668-0.0021545i,-0.00020611-0.0015062i,-0.00021157-0.0012565i,-0.00012445-0.0015589i,-0.00077718-0.0017708i,-0.0014682-0.0011299i,-0.001133-0.0011355i,-0.0012513-0.0011574i,-0.0017734-0.00032797i,-0.0011327+0.00033702i,-7.1258e-05+0.00068587i,-0.00042468+0.00098835i,-0.0005437+0.00071587i,-0.00029238+7.7821e-05i,-0.00078637-0.00013834i,-0.00089819+0.0002918i,-0.00087291-6.9365e-05i
0.00030356-0.00039575i,0.0012932-0.0010162i,0.00094974-0.0012641i,0.00022447-0.00079117i,2.4273e-05-0.00042322i,-0.00025305-0.00094422i,-0.00049854-0.0014985i,5.8101e-05-0.0013078i,-9.0217e-05-0.0009369i,-0.0017765-0.00072382i,-0.0022766-0.00022782i,-0.0018316+0.00052563i,-0.0011792+0.0013263i,-0.00035437+0.0014522i,-0.00027869+0.0007829i,-0.00056695-0.00019973i,-0.0003715-0.0001806i,-0.00019642-2.1789e-05i,-0.00048145+6.7749e-05i,-0.00077732+0.00073183i,-0.00058098+0.00099305i,-0.0003476+0.000486i,-0.00060363+0.00054191i
0.0010059+0.0001307i,0.0020449+0.00015713i,0.0012791+0.0002471i,1.4888e-05+0.00031936i,0.00018664+4.5173e-05i,0.00058366-0.0008786i,0.0001041-0.00099865i,-0.00071482-0.0010955i,-0.0012238-0.00081054i,-0.0014054+0.0010662i,-0.0013967+0.002019i,-0.00010605+0.00099813i,0.0016774+5.1955e-05i,0.0012417+0.00064146i,0.00026903+0.00073896i,-0.00012385+0.00055564i,-0.00049806+0.00045668i,-0.0011049-0.00031018i,-0.0012198-0.0006017i,-0.0010498+2.6796e-05i,-0.00044598+0.0006291i,1.5096e-05+0.00097913i,-0.00015693+0.00072037i
0.0022692-0.00026881i,0.0024262-0.00083352i,0.00052401-0.0015238i,-0.0011288-0.0015653i,-0.00057923-0.0010964i,-2.9802e-05-0.00046522i,-0.0006103-0.00022291i,-0.0011981+0.00032311i,-9.35e-05+0.0011202i,0.0020718+0.0016065i,0.0027985+0.0011835i,0.002076+0.00053094i,0.0010982-0.00015467i,0.00029423-0.00072589i,0.00027079-0.00081738i,-1.5181e-05-0.00047119i,-0.00049449-0.00024427i,-0.00023764-4.976e-05i,-0.00053742-1.5691e-05i,-0.00087618-0.000729i,-0.00037145-0.00044829i,-7.1475e-05+0.00088873i,-6.0471e-05+0.00086032i
0.0025881-0.00059328i,0.003301-0.0014056i,0.0026713-0.0013796i,0.0016488-0.00088605i,0.00087915-0.0011549i,0.00047779-0.0014915i,0.00041391-0.0011129i,0.0010547-3.9651e-05i,0.0018888+0.00092342i,0.0017854-0.00017105i,0.0010779-0.0017232i,0.00080234-0.0017324i,-0.00024866-0.0010156i,-0.0014405-0.0002257i,-0.0012268+0.00049321i,-0.00031082+0.00033056i,5.5231e-05-0.00027434i,-4.0067e-05-0.00055568i,4.1338e-05+0.00010759i,-0.00023393+0.00047926i,-0.00088113+0.00027128i,-0.0012893+0.00053017i,-0.00073287+0.00041771i
0.00010488-0.00012698i,0.00053889-0.00014506i,0.00065301+0.00019187i,-0.00011529+0.0011333i,-0.00091872+0.00092813i,-0.0010006-0.00038664i,-0.00068718-0.0016526i,3.4931e-05-0.0014815i,0.00046907-0.0012766i,-0.00091291-0.0022521i,-0.0021673-0.0025928i,-0.0015356-0.0013893i,-0.00074549+6.0577e-05i,-0.00056376+0.00094759i,-0.00109+0.0011498i,-0.001475+0.00029786i,-0.0010398-0.00035735i,-0.00084515-0.00016181i,-0.00038035+0.00035112i,0.00028618-0.00034087i,3.6856e-06-0.00065566i,-0.00034413-1.5673e-05i,-0.00065351-0.00047323i
0.00048108+0.0017948i,0.00070885+0.00096285i,0.00083497-0.0008059i,0.00041543-0.00058673i,-0.00057424+0.00020993i,-0.0013696-0.00035106i,-0.0010409-0.0017407i,-0.00093198-0.0025818i,-0.0019954-0.0016351i,-0.00237-0.00031574i,-0.0023798+0.0010476i,-0.0018524+0.0021216i,-0.00065256+0.0010806i,0.0002837+3.6519e-05i,0.00070646+0.00030322i,0.00060763+0.00072297i,0.00013302+0.00067611i,-0.00034488+0.00052689i,-0.00096495+0.00030035i,-0.00084881+0.00026058i,-0.00059002+0.0004027i,-7.8286e-05+0.00040188i,0.00077935+0.00032723i
0.0004619-0.0006568i,0.0016131-0.00087303i,-2.8055e-05-0.0016486i,-0.0015612-6.9484e-05i,-0.00080163+0.001284i,-9.2773e-05+0.0011493i,3.0538e-05+0.00051455i,-0.00020239+0.00035516i,-0.0011289+0.001303i,-0.0018131+0.002804i,-0.0006296+0.0023446i,0.00088061+0.00086726i,0.0012602-0.00030498i,0.00098849-0.00074916i,0.00033147-0.00043892i,2.2879e-05-0.00043648i,-0.00045843-0.00076971i,-0.00086035-0.00079158i,-0.00062389-0.00058869i,-0.0002111-7.2111e-05i,0.00016293+0.00081154i,0.00022032+0.00038667i,0.00034681-0.00043051i
0.00093392-0.00030327i,0.0015184-0.0016742i,0.0010238-0.0018462i,4.1891e-05-0.0012737i,0.00047485-0.00037569i,0.00098139-0.00039504i,6.1368e-06-0.00090438i,-0.001008+0.00013503i,-0.00021883+0.0020321i,0.0023665+0.0015451i,0.0028194-0.0001602i,0.00049768-0.0011666i,-0.00096166-0.0014871i,-0.001356-0.0010295i,-0.0013917-0.00049308i,-0.0010387+0.00010302i,-0.00065283+0.0003i,-0.00030803-0.00043134i,0.00020318-0.00081926i,-6.5637e-05-0.00084747i,-0.0006687-0.00074339i,3.1665e-05-0.00018997i,0.0012267+0.00064172i
0.00019574-3.0066e-06i,0.0012684-0.00084772i,0.00078957-0.0010388i,-0.00069684-0.00065375i,-0.0020757-0.0010378i,-0.0011003-0.0021212i,0.00032252-0.0023955i,0.0012664-0.0018926i,0.0024143-0.0016964i,0.0024105-0.0018926i,0.00077502-0.0013809i,-0.0006449-0.00065131i,-0.0016332-0.00072109i,-0.0018122-0.00063364i,-0.0018914+6.4321e-05i,-0.0015094+8.89e-05i,-0.0003778-0.00059873i,0.00039333-0.00068408i,0.00048488-0.00043077i,-7.9515e-05-0.0005421i,-8.1832e-05+0.000493i,0.00038141+0.0012516i,0.00047619+0.00048081i
-0.00017938-0.00015239i,0.0014649-0.0011997i,0.0014382-0.0015413i,0.00075408-0.00047292i,0.00039921-8.128e-05i,-0.00018491-0.00070837i,-0.00037481-0.0018868i,0.00020377-0.0025257i,0.0010112-0.0026382i,0.00033171-0.0022759i,-0.0013827-0.0016695i,-0.001369-0.00087694i,-0.001135-0.00024157i,-0.0012783+0.00020315i,-0.00065974+0.00069933i,-0.00064619+0.00064293i,-0.00056114+6.2631e-05i,-0.00039048-0.00048236i,-0.00065876-0.00050425i,-0.001011-3.3957e-05i,-0.00073226+0.00062766i,-4.4935e-06+0.00084591i,0.00036385+0.00068808i
0.0016895+0.00052508i,0.0037737+0.00015222i,0.0030637-0.00064365i,0.000449+1.7464e-05i,-0.00013176+0.0010669i,0.00065848+0.00073009i,0.00031566-0.00040966i,-0.0015537-0.0022836i,-0.002841-0.0022438i,-0.0027723-0.00052597i,-0.0015596+0.00058836i,-0.00027715+0.0005417i,2.678e-05+0.0005294i,-0.0002404-0.00042353i,-0.00032978-0.0011782i,-0.00054193-0.00048123i,-0.00078243+0.0001242i,-0.001033+0.00041779i,-0.0012226+0.00043991i,-0.00082298+0.00013146i,-0.00080424+0.00022367i,-0.00062879+0.00057124i,-1.7454e-05+0.00018614i
0.00072711+0.00018079i,0.00087626-0.00044214i,0.000477-0.001151i,-0.00031485-0.00099248i,-6.5275e-05-0.00012145i,0.00071163-0.00041028i,-0.00014795-0.0004682i,-0.0012699+0.00068173i,-0.0017407+0.0020536i,-0.0013044+0.0023862i,0.00010928+0.0015124i,-0.00022817+0.00098577i,-0.0010055+0.00044995i,-0.00044608-0.00033914i,0.00019105-0.00026015i,0.00013835-0.00030076i,-0.00064168-0.00066876i,-0.00137-0.0010535i,-0.0013257-0.0011835i,-0.00044622-0.00065754i,-0.00018338-0.00046304i,-0.00058525-0.00061837i,-0.00024036-0.00053208i
-0.0011864-0.0011058i,-0.0010115-0.001589i,-0.0015706-0.0015396i,-0.0021949-0.00032728i,-0.0017012+0.00093621i,-0.00036271-3.3916e-05i,0.00080065-0.0012332i,0.0018745+0.00060516i,0.0018784+0.0025087i,0.0011013+0.0019437i,0.00040271+0.0013052i,-0.00035875+0.00069379i,-0.0014626-0.00025374i,-0.0016383-0.0012236i,-0.0010406-0.0012942i,0.00012138-0.00062342i,0.00089381+9.4062e-06i,0.00046471+0.00042578i,0.00010888+0.00046574i,0.00032787+0.0005036i,-0.00031765+0.00013904i,-0.00079487+3.9619e-05i,-0.00071401-0.00018034i
0.00067495+1.6677e-05i,0.0018188-0.00041122i,0.0026877-0.00092594i,0.00067959-0.0012065i,-0.00071795-0.0011848i,-0.00070181-0.0011808i,-0.00065602-0.0017841i,0.0012486-0.0021516i,0.0031944-0.0024866i,0.0025663-0.0025091i,0.00057447-0.0015007i,2.9495e-05-0.0004488i,-4.6244e-05-6.5468e-05i,-0.00052604-0.00019257i,-0.00042406+0.00052261i,-0.00043897+0.00084378i,-0.00087939+0.0002405i,-0.000366+9.0994e-05i,-0.00022565-2.6347e-05i,-0.0011574-0.0003137i,-0.00077625+0.00024422i,0.00011158+0.0012572i,0.00080397+0.00042972i
0.001841+0.00085625i,0.003298-0.0010158i,0.0024823-0.003034i,0.00030837-0.0026102i,-0.00095993-0.0021143i,-0.0010346-0.0016805i,-0.0008734-0.0024258i,-0.00052651-0.0033935i,-0.0013064-0.0030051i,-0.0017783-0.0025043i,-0.0010633-0.0018882i,-0.00018224-0.00087351i,0.00036404+0.00067434i,3.5885e-05+0.0017083i,7.9871e-05+0.0016423i,-0.00015464+0.00094357i,-0.00050247+0.00041564i,-0.00038604+0.00044855i,-0.00021712+0.00028151i,4.1646e-05-0.00033228i,0.00026404-0.00043133i,-6.136e-05+0.00012365i,0.00010784-7.5753e-05i
-0.00015949-0.0017717i,-0.0011473-0.0021232i,-0.0019234-0.0016209i,-0.0018804-0.0008876i,-0.00047972-0.0010408i,-9.5051e-05-0.001276i,-0.0007631-0.0012534i,-0.002009-0.00035421i,-0.0028315-6.4412e-05i,-0.002518+0.00017595i,-0.0023322+0.00014306i,-0.0014048-0.00039615i,-0.00018904-0.00033515i,-3.5224e-05-0.0003699i,0.00017589-0.0003585i,0.00021453-0.00011282i,-0.00048158+0.00068902i,-0.00043165+0.0011452i,-0.00022191+0.0011935i,-0.00082683+0.00031176i,-0.00097948-0.00019847i,-0.00028849+0.0002589i,6.8059e-05-0.00021029i
0.0019088+0.0010338i,0.002619-0.000172i,0.0020412-0.00079768i,0.0010076+9.7196e-05i,-0.00020803+0.0011134i,-0.00050843+0.0013814i,-4.6654e-05+0.0013516i,-0.00016777+0.0021301i,-0.0003198+0.0027829i,0.00024485+0.0020163i,0.00057728+0.00052918i,0.0001358-0.00016677i,-0.00082621-0.00031506i,-0.0015711-0.00052804i,-0.0021674+0.00019657i,-0.0019426+0.00043118i,-0.0012931-0.00017809i,-0.00093335-4.1747e-05i,-0.00053803+0.00024142i,-0.00056041+0.00068136i,-0.00064837+0.0012128i,8.4033e-06+0.00059776i,0.00050511-0.0005048i
-0.00066133+0.0024774i,0.0014355+0.00098274i,0.0019305-0.00061793i,0.000802-0.0011136i,0.00050583-0.00034964i,0.0011286-0.00070092i,0.00083142-0.0014986i,0.0006308-0.0012734i,0.0017419-0.00055859i,0.001968+0.00013148i,0.00040994+0.00024947i,-0.00041866-0.00035414i,-0.00034203-0.00057448i,-0.0011812-0.00045209i,-0.0012281+0.00070292i,-0.00055664+0.0010576i,-0.00060743-0.00016057i,-0.00069168-0.00030275i,-0.00077156+0.00079288i,-0.00085797+0.0012012i,-0.0011631+0.00077854i,-0.00076494+0.0013149i,-0.00050583+0.0012391i
-0.0025197+0.00042761i,-0.0018138-0.00034319i,-0.00086818-0.0001763i,-0.00048182-0.00027143i,-0.00049678-0.0018202i,0.00045809-0.0030117i,0.0017755-0.0035066i,0.0020463-0.0031553i,0.0018458-0.002232i,0.0011324-0.0023656i,0.00033347-0.0024138i,0.00027583-0.00071814i,-0.0003988+0.00053229i,-0.0011443+0.00037172i,-0.00013449-0.00056021i,0.00096341-0.0012245i,-0.00015848-0.00087874i,-0.0011736-0.00071512i,-0.00074452-0.00058216i,-0.00073492-0.00027761i,-0.00077696+0.00014901i,0.00031338+0.00047991i,0.00057328+0.0010664i
0.0022596-0.0012457i,0.0025175-0.0023678i,0.00061585-0.0025549i,-0.0010523-0.0016956i,-0.0013687-0.0010631i,-0.0026524-0.00077956i,-0.0029487-0.0010577i,-0.0020238-0.0013457i,-0.0013181-0.0015724i,-0.0010262-0.0015334i,-0.00065198-0.0017029i,0.00010616-0.0010373i,0.00054891+0.00049998i,0.00039685+0.00098429i,4.7524e-05+0.00077325i,-0.00012417+0.00089199i,-0.00058239+0.00064471i,-0.00075152-0.00019819i,-0.0010248-0.00052137i,-0.0011889-6.3674e-05i,-0.00026625+0.00073261i,0.00040872+0.00074943i,0.00013934+0.00049781i
0.000361+0.00098864i,0.0013999-0.00025725i,0.0014816-0.00026805i,0.00091016-6.8345e-05i,0.00068134+0.00022327i,0.00021354-0.00057189i,-0.00040834-0.00090044i,-0.00059356+6.6797e-05i,-0.0012429+0.0010144i,-0.0018663+0.0013159i,-0.0011345+0.001027i,-0.0010241+0.00078191i,-0.0015595+0.00079669i,-0.0017326-0.00030627i,-0.0020034-0.00079341i,-0.0017276+0.00036845i,-0.0010984+0.00090337i,-0.00073943-0.00017461i,-0.00055682-0.0011783i,-0.00063713-0.00086732i,-0.0012128-0.00074179i,-0.00076751-0.0010446i,0.00025809-0.00011651i
0.0012163+0.00079453i,0.0011961-0.00086772i,0.00064169-0.0018811i,0.00031539-0.0019351i,0.00096982-0.0013394i,0.0014036-0.00060045i,0.0011544-0.00037402i,0.00061826-0.00073316i,0.00027048-0.00044999i,0.00010231+0.00010858i,-0.00047193+0.00041439i,-4.3806e-05+7.6163e-05i,0.0011907-0.00054141i,0.0010546-0.0010378i,0.0011041-0.00064012i,0.00094812+0.0001673i,-0.00012689+0.00052093i,-0.00026139-0.00041725i,-0.00037145-0.0016274i,-0.00027543-0.00075142i,-0.00067526+0.0002431i,-0.00088841-0.00031272i,-0.00085627-0.00055332i
0.00026084+0.00032726i,0.00076656+0.00013709i,0.0001478-0.00056961i,-0.00075398-0.00054833i,-0.00050819-0.00049933i,-0.00022974-0.0015574i,0.00045729-0.0021067i,0.0010244-0.0011511i,0.00067915-0.00047913i,0.00076771-0.00089589i,0.00072655-0.00072543i,3.7287e-05-0.0013185i,-0.00085506-0.0015248i,-0.0011393-0.00071356i,-0.0011342-9.1673e-05i,-0.0014961+0.00012105i,-0.0015634-0.00035255i,-0.0011529-0.0010074i,0.00017559-0.00067403i,0.00088672-9.8492e-05i,0.00044473+0.00062151i,0.00025988+0.0012617i,0.0004601+0.00103i
0.0026592+0.00011305i,0.0022297-0.00067591i,0.0026124-0.00081725i,0.0017613-0.00095001i,-0.00022773-0.001657i,-0.0022357-0.0024335i,-0.0026265-0.0025221i,-0.0014219-0.0011149i,-0.00027625-0.00026476i,0.00052791+0.00010092i,0.00055993-0.00021658i,0.00046735-0.00048801i,-8.9347e-05+0.00031552i,-0.0010488+0.0012724i,-0.0014775+0.0012819i,-0.0013305+0.0002866i,-0.0010488-0.0002432i,-0.0014015-0.00011606i,-0.0018849+0.00067267i,-0.0019986+0.0011727i,-0.0016727+0.00064054i,-0.0010422+0.00052701i,-0.00058762+3.3481e-05i
0.001062+0.00038338i,0.0011772-0.0010924i,-1.7404e-05-0.0017654i,-0.00090224-0.00072815i,-0.001131+0.00041577i,-0.0013853+0.00019643i,-0.0014005-0.0007702i,-0.00080865-0.0015915i,-0.00020647-0.0010085i,-0.00014503-0.00049501i,-0.00013614-0.00092024i,-0.00045704-0.00043926i,-0.0015459+0.00030719i,-0.0017893+5.533e-05i,-0.0012884-0.00037932i,-0.00093785-0.00023122i,-0.00038188-0.00041276i,7.2981e-05-0.0010732i,-3.2879e-05-0.001093i,-0.00020807-0.00032333i,-0.00049198+0.0006025i,-0.00012762+0.0011163i,-4.5591e-05+0.0017502i
0.003371+0.002053i,0.0021536+0.00083934i,6.0715e-05-0.0010791i,-0.00027026-0.0023466i,0.00070887-0.002468i,0.0003881-0.0017307i,-0.00094287-0.0010201i,-0.00097642-0.0013722i,-0.00043999-0.0019185i,1.6769e-05-0.0019788i,0.00012754-0.0016261i,0.00057796-0.00076932i,0.00096096+0.00013112i,0.00043253+0.00026516i,-0.00024441+0.00012834i,-0.00097825+0.00018134i,-0.00079511+5.8262e-05i,-0.00050453+0.00010329i,-0.0007627+0.00044117i,-0.00088845+0.00033057i,-0.001215-0.00016333i,-0.0013863-0.00026848i,-0.0013425-0.00023531i
0.00069166+0.0022817i,0.0017437+0.0012203i,0.00095908-0.00048846i,0.00096984-0.0021211i,0.001023-0.0030896i,0.00071627-0.0032251i,0.00073036-0.0023038i,-0.00057614-0.00066656i,-0.0012816+0.00019494i,-0.00084758-3.7849e-05i,-0.00078716-0.00026072i,-0.00048242-5.475e-05i,-0.000231-0.00061239i,-0.00075036-0.00028317i,-0.00044405+0.00084544i,3.3979e-05+0.0010526i,-0.0001593+0.00082723i,-0.0010911+0.00067062i,-0.0022999+0.00022306i,-0.0017363+0.00012611i,-0.0004547+0.00096097i,-0.0001463+0.0012566i,0.00025426+0.00058663i
0.0021039+0.00036363i,0.0033472-9.8886e-05i,0.00324-0.0012223i,0.0017229-0.0018352i,0.00036752-0.001929i,-0.0012006-0.0017843i,-0.0013287-0.0017175i,-0.00039924-0.00017278i,-0.00030395+0.0012411i,-0.0009179+0.00019223i,-0.00064598-0.00074946i,-0.0011951-0.00051158i,-0.0018475+0.00037869i,-0.0011554+0.00044457i,-5.5104e-05+9.3491e-05i,-0.00030622+0.00027637i,-0.0010039-0.00012769i,-0.00018191-0.0012133i,0.00019472-0.0015952i,-0.00091193-0.00097695i,-0.0012197-0.00023267i,-0.0010855+0.0004284i,-0.0010907+0.00063434i
