-0.0029133+0.0017551i,-0.0024652+0.00090882i,-0.0030633+0.00067144i,-0.0027444+0.0011258i,-0.0015215+0.0013107i,5.0585e-05+0.0013312i,0.00062414+0.001651i,0.00095213+0.0014403i,0.0012765+0.0011942i,0.00070991+0.00091593i,0.00026156+0.00036335i,4.6129e-05-1.5092e-05i,-0.0010942-0.00060631i,-0.0013504-0.0012232i,-0.0012941-0.0003656i,-0.0022072+0.00038714i,-0.0021882-0.00027391i,-0.00022954-0.0012454i,0.00049486-0.00080106i,-0.00024907+8.6036e-06i,-0.00016771-3.9613e-05i,9.189e-06+0.00015275i,-0.00028265+0.00035432i
-0.06588-0.13914i,-0.12122-0.28282i,-0.16999-0.35138i,-0.19533-0.26601i,-0.19492-0.13463i,-0.17675-0.072219i,-0.1313-0.066292i,-0.061524-0.06079i,-0.013385-0.036631i,-5.7348e-05-0.01868i,-0.0037107-0.014244i,-0.0089162-0.007904i,-0.0050747-0.001347i,0.0010996-0.0028584i,0.0013916-0.0088547i,-0.00043371-0.012316i,-0.0034419-0.011976i,-0.0063384-0.0085038i,-0.0061173+0.00021147i,-0.0041546+0.0099874i,-0.0023953+0.015575i,-0.0025233+0.016339i,-0.0023888+0.016498i
0.14614-0.024032i,0.29817-0.017815i,0.39682-0.0062581i,0.38081-0.0069151i,0.31714-0.009198i,0.25091+0.00096945i,0.1502+0.022654i,0.050451+0.042802i,0.011567+0.036889i,0.0065139+0.016069i,0.00065383+0.0060892i,-0.0043109+0.004174i,-0.003103+0.0018093i,0.0057288-0.001047i,0.015149-0.0016635i,0.019707+0.00070733i,0.019991+0.001663i,0.017068-0.0014443i,0.011602-0.0074297i,0.0053415-0.013773i,0.0002833-0.016836i,0.00020273-0.016785i,0.0052066-0.016426i
-0.022635+0.13666i,-0.084208+0.27353i,-0.14916+0.33758i,-0.19003+0.27266i,-0.21837+0.16044i,-0.19702+0.067087i,-0.10166-0.0053849i,-0.015973-0.039026i,0.0074406-0.028281i,0.0034922-0.012854i,-0.00087735-0.014263i,-0.00014745-0.017251i,0.0033546-0.013551i,0.0034673-0.0057786i,-0.00082756+0.00092056i,-0.0050892+0.0027568i,-0.0045243+0.0011189i,0.00079074+0.00026798i,0.0064419+0.0049677i,0.0077371+0.013584i,0.0068039+0.018889i,0.0041202+0.017796i,-0.0012616+0.012396i
-0.12165-0.065004i,-0.22166-0.15961i,-0.22881-0.22785i,-0.097415-0.2011i,0.067497-0.12437i,0.13696-0.045983i,0.099183+0.02089i,0.041178+0.035819i,0.012027+0.012743i,0.0072516-0.00055772i,0.01361+0.0021133i,0.015365+0.0076321i,0.0068417+0.0087739i,-0.004079+0.0044973i,-0.0099996-0.0017428i,-0.011379-0.0053491i,-0.011585-0.004491i,-0.012596-4.9336e-05i,-0.015255+0.0012384i,-0.018166-0.0062811i,-0.019267-0.015235i,-0.015941-0.017112i,-0.012313-0.011422i
0.086101-0.10315i,0.19692-0.1757i,0.24123-0.17627i,0.14306-0.099962i,0.006265-0.035811i,-0.051044-0.032094i,-0.028361-0.051812i,0.01237-0.045124i,0.023646-0.022259i,0.015167-0.0076026i,0.0070771-0.0031156i,-0.0014032-0.0022352i,-0.0054299+0.00036408i,-0.0011427+0.0010708i,0.003547-0.000735i,0.0033576-0.0024268i,0.00038562-0.0054178i,-0.0015945-0.0070631i,0.0022648-0.0038681i,0.012288+0.0021068i,0.019429+0.0047431i,0.018404+0.0039821i,0.014552+0.0060604i
0.075818+0.1002i,0.11657+0.21801i,0.11922+0.27626i,0.10773+0.21484i,0.10975+0.14024i,0.1012+0.11819i,0.053477+0.093451i,-0.0021527+0.054903i,-0.017418+0.031263i,-0.0072717+0.01878i,-0.0036049+0.009765i,-0.0066395+0.0031559i,-0.0076594+3.0368e-07i,-0.0037516+0.0043147i,0.0020225+0.010847i,0.0050922+0.015125i,0.0067898+0.017221i,0.0066945+0.014998i,0.0025325+0.01118i,-0.0048328+0.0078699i,-0.009536+0.0049065i,-0.0065206+0.0026849i,-0.0002788-0.0008534i
-0.10528+0.044312i,-0.22796+0.048642i,-0.29524+0.016624i,-0.26182-0.024569i,-0.20788-0.060776i,-0.1533-0.082534i,-0.073547-0.064366i,-0.010075-0.027427i,0.0052037-0.0060284i,0.00048375-0.0039857i,0.0015948-0.010167i,0.0079711-0.014066i,0.012157-0.012559i,0.0081335-0.0051969i,0.00049582+0.0030026i,-0.0050274+0.0052844i,-0.0070635+0.0038552i,-0.0048713+0.0027095i,-0.00011758+0.00076144i,0.0054289-0.0011471i,0.0096379-0.00048292i,0.0081243+0.00064037i,0.002362-0.0004148i
-0.011792-0.10476i,0.02342-0.21082i,0.088886-0.24239i,0.14015-0.15349i,0.15858-0.032505i,0.11875+0.045056i,0.035628+0.065868i,-0.010992+0.04914i,-0.0074969+0.023299i,0.0046083+0.0087513i,0.0079905+0.009566i,0.00717+0.015456i,0.002019+0.014453i,-0.0044326+0.0055937i,-0.0050096-0.0039746i,-0.00034573-0.0092879i,0.0026064-0.0090997i,-0.00053931-0.0057414i,-0.0062116-0.0037652i,-0.011674-0.0051362i,-0.016132-0.0070322i,-0.016329-0.0061256i,-0.01339-0.0035297i
0.099181+0.010704i,0.18348+0.069306i,0.17956+0.12732i,0.06761+0.1151i,-0.041117+0.047549i,-0.063302-0.01753i,-0.023172-0.040724i,0.0072517-0.020226i,0.011433+0.0011342i,0.0061922+0.0038504i,-0.00024521+0.00021462i,-0.0059843-0.0037932i,-0.007421-0.005251i,-0.0022824-0.0042899i,0.003097-0.004206i,0.0048265-0.003774i,0.0046881-0.0040522i,0.0043127-0.0055965i,0.00822-0.0057795i,0.017832-0.0037181i,0.026121-0.0018527i,0.024208-0.0011577i,0.016325+0.0011464i
-0.033771+0.083313i,-0.10351+0.14892i,-0.14577+0.1441i,-0.097277+0.079415i,-0.023418+0.043747i,0.0036502+0.046669i,-0.0060245+0.030538i,-0.021551-0.0026786i,-0.02446-0.012118i,-0.015621-0.0038427i,-0.006673-0.0007297i,-0.0017777-0.004404i,-5.854e-06-0.0069229i,-0.0021559-0.0045019i,-0.0039578-0.00063056i,-0.0032307+0.00085557i,-0.0028617+0.0017462i,-0.0022462+0.0050378i,-0.0038553+0.010397i,-0.010691+0.015048i,-0.017295+0.017313i,-0.017097+0.015449i,-0.0098175+0.0094031i
-0.072572-0.050435i,-0.11929-0.12553i,-0.11228-0.17351i,-0.06503-0.1471i,-0.027565-0.1127i,0.0025435-0.10166i,0.025518-0.075126i,0.027152-0.041531i,0.011572-0.023256i,0.0017414-0.014904i,0.0066402-0.01051i,0.014217-0.006173i,0.017681-0.0023298i,0.013485-0.0023477i,0.0023619-0.0025934i,-0.0073656-0.0016932i,-0.010045-0.0024905i,-0.0082615-0.0044166i,-0.0058995-0.008435i,-0.0011792-0.013411i,0.0051811-0.015433i,0.0071067-0.015482i,0.0047189-0.012936i
0.05365-0.052315i,0.13359-0.073875i,0.18171-0.042102i,0.15158+0.025023i,0.098673+0.081093i,0.05032+0.090686i,0.008067+0.051134i,-0.0081344+0.011353i,-0.0037527-0.00027387i,0.0038635+0.0041048i,0.0050907+0.011237i,0.0020499+0.016147i,-0.00036026+0.015153i,0.00022403+0.0086707i,0.0020474+0.0011646i,0.004053-0.0026761i,0.0055558-0.0014406i,0.0049846+0.000748i,0.0051537+0.0027601i,0.0032338+0.0061558i,-0.0029129+0.009019i,-0.0067811+0.010218i,-0.0083993+0.0083776i
0.028506+0.053615i,0.028272+0.12907i,-0.016487+0.15862i,-0.063745+0.096517i,-0.067874+0.011487i,-0.024364-0.028824i,0.024063-0.018935i,0.030201+0.0017959i,0.015914+0.0082839i,0.0052018+0.0071302i,-0.0013286+0.0047145i,-0.0045161+0.0012942i,-0.005106-0.00042939i,-0.0021557+0.0024828i,0.0035148+0.0062395i,0.006726+0.0067139i,0.0057256+0.0050233i,0.0025457+0.0033973i,-0.0004448+0.0028349i,0.002916+0.001543i,0.012407-0.0027554i,0.016042-0.0070518i,0.01201-0.0056089i
-0.060596+0.010179i,-0.12324-0.0047007i,-0.13186-0.04046i,-0.062843-0.04974i,-0.00046531-0.014326i,0.011496+0.028204i,0.0084511+0.037392i,0.014077+0.016805i,0.013334-0.0016872i,0.0045789-0.0051426i,-0.0005372-0.0027305i,0.00056005-0.0027222i,0.0030055-0.0034571i,0.0029245-0.00066704i,0.0019222+0.0039709i,0.0032352+0.0048611i,0.0039933+0.0024774i,0.0019047+0.0016283i,-0.0010913+0.0044108i,-0.0068638+0.009809i,-0.014274+0.014803i,-0.014804+0.014409i,-0.0090454+0.010219i
-7.9978e-05-0.055466i,0.026613-0.10634i,0.062556-0.11038i,0.065423-0.059807i,0.046821-0.018693i,0.03929-0.0031155i,0.03589+0.013639i,0.031168+0.023584i,0.02373+0.013551i,0.013279+0.00088045i,0.0090626-0.0026571i,0.010806+0.00010236i,0.011051+0.0039533i,0.0064048+0.0038891i,-0.00041138-0.00092411i,-0.0046707-0.0034613i,-0.0048769-0.0030211i,-0.0036358-0.0041436i,-0.0034595-0.008566i,-0.00066296-0.015804i,0.0046173-0.021166i,0.007713-0.020502i,0.0056978-0.015869i
0.047531+0.0097793i,0.088462+0.049597i,0.08472+0.090975i,0.034331+0.095719i,-0.015373+0.081394i,-0.040837+0.061478i,-0.040263+0.032867i,-0.025297+0.014263i,-0.010061+0.010497i,-0.0014921+0.011785i,-0.00032783+0.013217i,-0.0039666+0.013792i,-0.0069274+0.011024i,-0.0053801+0.0050194i,-0.0023756-0.0013162i,-0.0015515-0.0039493i,-0.0013017-0.0019588i,0.0034109+0.0024084i,0.01118+0.0061243i,0.012367+0.010706i,0.004247+0.016444i,-0.0045069+0.019468i,-0.0065623+0.01446i
-0.022383+0.045084i,-0.061534+0.078206i,-0.093604+0.067754i,-0.077415+0.01499i,-0.036076-0.027042i,-0.0057736-0.027993i,-0.0038646-0.0040549i,-0.016842+0.010394i,-0.017665+0.011292i,-0.011384+0.0064691i,-0.0098242+0.0011866i,-0.011398-0.0039183i,-0.012317-0.0091792i,-0.011647-0.0090674i,-0.0092756-0.0030473i,-0.0053809+0.00092093i,-0.0031232+0.00022488i,-0.0055167-0.00026419i,-0.010697+0.001188i,-0.011405+0.0003575i,-0.004256-0.0055847i,0.0028733-0.011464i,0.0061373-0.010458i
-0.038335-0.025757i,-0.055207-0.064257i,-0.031822-0.084962i,0.011482-0.055717i,0.021351-0.0078552i,-0.0052172+0.015006i,-0.025939+0.010916i,-0.021249+0.0050771i,-0.0088794+0.003739i,-0.001104+9.6541e-05i,0.002025-0.0048839i,0.0058911-0.0067648i,0.0097455-0.0057152i,0.0078627-0.0021808i,0.0014091+0.0033554i,-0.0013299+0.0071451i,0.0016878+0.0069423i,0.0046153+0.0027918i,0.0048711-0.0016224i,0.0018445+0.0001012i,-0.0040279+0.0072204i,-0.007243+0.011208i,-0.0058661+0.0087764i
0.023765-0.025795i,0.060516-0.031121i,0.077738-0.0068961i,0.051259+0.022399i,0.019833+0.02417i,0.0093807+0.011819i,0.0026406+0.0076035i,-0.0036467+0.010851i,-0.0014351+0.010646i,0.0045+0.00654i,0.0081986+0.005628i,0.0089951+0.0087823i,0.0082743+0.010717i,0.0052885+0.0049384i,0.00080794-0.0037238i,-0.0023463-0.0058668i,-0.003901-0.0018104i,-0.0039897+0.001554i,-0.0034688+0.00063331i,-0.0024138-0.0036317i,0.0018638-0.010219i,0.0052828-0.014006i,0.0049379-0.012231i
0.015457+0.024583i,0.011031+0.059354i,-0.014581+0.072014i,-0.038617+0.041524i,-0.042787+0.003845i,-0.030348-0.015702i,-0.0096294-0.023534i,0.0032729-0.022251i,0.0025962-0.011981i,-0.0027587-0.0010659i,-0.0074203+0.0062381i,-0.010691+0.01003i,-0.0083486+0.0088339i,0.00010188+0.00485i,0.0069637+0.0019385i,0.0073049+0.00064205i,0.0038239+0.0010798i,0.0028948+0.0038886i,0.0068839+0.0060197i,0.0089093+0.0068218i,0.003727+0.011048i,-0.0032287+0.013939i,-0.0051908+0.011074i
-0.023411+0.0048855i,-0.054641-0.004942i,-0.060192-0.027612i,-0.025408-0.038404i,0.014042-0.027798i,0.027858-0.0088467i,0.022431-0.001856i,0.013785-0.0085689i,0.0053833-0.011204i,-0.0029932-0.0075909i,-0.010138-0.006995i,-0.010781-0.0099077i,-0.0052579-0.011712i,-0.00152-0.0092476i,-0.00082726-0.0048081i,0.00044546-0.0026981i,0.0010287-0.0031786i,-0.0035377-0.0026776i,-0.011388-0.00034276i,-0.012739-0.001049i,-0.0061737-0.0079332i,0.0013806-0.014671i,0.0048414-0.011869i
0.00058908-0.0218i,0.016907-0.047782i,0.039425-0.045957i,0.040487-0.0117i,0.019772+0.014672i,-0.00095294+0.011345i,-0.0037467+0.00033819i,0.0038751+0.0016147i,0.0074142+0.0040516i,0.007544+0.0006773i,0.0081264-0.0034856i,0.010033-0.0020155i,0.0097328+0.0051333i,0.0037907+0.0087718i,-0.003366+0.0073955i,-0.0057394+0.0068544i,-0.0025764+0.0053447i,0.0026677+8.2408e-05i,0.0066266-0.0063488i,0.0070711-0.0066731i,0.002787+0.00048324i,-0.0023366+0.0065374i,-0.0044179+0.0061499i
0.021126+0.0050128i,0.041666+0.023275i,0.038328+0.04292i,0.010436+0.04113i,-0.0053576+0.025513i,-0.0040998+0.018912i,-0.0052654+0.021978i,-0.008356+0.023232i,-0.0058343+0.019078i,-0.0013271+0.013151i,0.00018987+0.010446i,-0.0021782+0.01165i,-0.0058494+0.010787i,-0.0059696+0.003977i,-0.0034454-0.0049166i,-0.0028585-0.0092894i,-0.0044497-0.0075342i,-0.0049884-0.0023471i,-0.0038211+0.0029968i,-0.0020612+0.0039147i,0.0012979-0.001714i,0.0052718-0.0062285i,0.0073122-0.0048495i
-0.01028+0.022275i,-0.025954+0.036666i,-0.038275+0.028609i,-0.029631-0.00013661i,-0.012675-0.0151i,-0.0049195-0.0066005i,-0.0027151+0.0099891i,-0.0016341+0.019i,-0.0012615+0.015187i,-0.0031509+0.0050521i,-0.0071616-0.0018553i,-0.010897-0.0039881i,-0.010177-0.0030698i,-0.0046519+0.0018865i,0.00042622+0.0077739i,0.0019591+0.0091027i,0.00040527+0.005972i,-0.00051198+0.0033502i,0.0004813+0.00091264i,0.0019598-0.0010981i,0.00040473+0.0031102i,-0.003546+0.0083632i,-0.0049989+0.007692i
-0.016999-0.011778i,-0.024929-0.026454i,-0.014149-0.035827i,0.0098066-0.021997i,0.018849+0.0044496i,0.0068182+0.020455i,-0.0088852+0.021062i,-0.011145+0.015851i,-0.0047709+0.0094101i,-9.9594e-05+0.001136i,0.0010227-0.0072079i,0.0025646-0.012509i,0.0048079-0.013841i,0.0027198-0.011389i,-0.0014835-0.007162i,-0.0021906-0.0044378i,-0.001559-0.0038251i,-0.0037551-0.0034183i,-0.0062511-0.00099768i,-0.0049466+0.0010771i,-0.0014625-0.0022938i,0.0030165-0.008181i,0.0058657-0.0077382i
0.0064916-0.010412i,0.024015-0.011252i,0.030868+0.0022512i,0.013933+0.016788i,-0.0074962+0.014034i,-0.015865-0.0025196i,-0.018039-0.01079i,-0.019448-0.0039779i,-0.013965+0.0038521i,-0.0039681+0.0052574i,0.0038431+0.0050586i,0.0068337+0.0061831i,0.00429+0.0067191i,-0.00060346+0.0035998i,-0.0049385+0.0007434i,-0.0056541+0.00090365i,-0.00066064+0.0011561i,0.006273-0.00079316i,0.0091128-0.0050869i,0.0075641-0.0056276i,0.0031283+0.00059335i,-0.002013+0.0060602i,-0.0057508+0.0056715i
0.0079401+0.0075143i,0.0068474+0.025701i,-0.0043703+0.033224i,-0.015137+0.017727i,-0.014515+0.00044999i,-0.013905-0.0073933i,-0.022666-0.014587i,-0.028644-0.016401i,-0.024713-0.0088814i,-0.016124-0.00085241i,-0.011425+0.004238i,-0.010736+0.0061697i,-0.0073809+0.0024034i,-0.0010834-0.0037967i,0.0044275-0.0084552i,0.0065966-0.01108i,0.0055527-0.008432i,0.0026414-0.00034669i,0.00080503+0.0074469i,0.00042138+0.008954i,0.0009025+0.0040936i,0.0029324+0.0004298i,0.0056166+0.00121i
-0.0096126+0.0033489i,-0.022271-9.3562e-05i,-0.024699-0.010827i,-0.0071245-0.017156i,0.00838-0.014763i,0.0054892-0.014083i,-0.0044087-0.01832i,-0.011165-0.019347i,-0.011196-0.013629i,-0.0064455-0.0083019i,-0.0042282-0.0076127i,-0.0043396-0.007623i,-0.0016686-0.0042698i,0.00022462+0.0019186i,-0.00028187+0.0075242i,-0.0004148+0.0093152i,-0.00067466+0.0075488i,-0.0023554+0.0044892i,-0.0028553-0.00088616i,-0.0028658-0.0050333i,-0.0041434-0.0021454i,-0.0069503+0.0035843i,-0.0089952+0.00414i
-0.0030143-0.0086322i,0.0023524-0.017689i,0.013833-0.014863i,0.017863+0.0025148i,0.010934+0.01329i,0.0032023+0.0053112i,-0.00044299-0.010858i,-0.0015959-0.018204i,-0.00074578-0.012665i,0.0022109-0.0052542i,0.0041032-0.0035468i,0.0053268-0.0033476i,0.0065937-0.0015874i,0.0062443-0.0018399i,0.0023179-0.0036973i,-0.0030983-0.004401i,-0.0067659-0.0040609i,-0.0064256-0.0026027i,-0.003209+0.0010137i,-0.0011027+0.0040833i,0.0002767+0.000704i,0.0033168-0.0050231i,0.0059793-0.0057422i
0.0039256+0.0011156i,0.013022+0.008749i,0.012038+0.018077i,3.2277e-05+0.015748i,-0.0031976+0.0036005i,0.0093413-0.007511i,0.018876-0.013665i,0.013882-0.014947i,0.0049698-0.011086i,0.00043582-0.0050826i,-0.0020312-0.0016031i,-0.0044965+0.00093394i,-0.0048308+0.0025924i,-0.0033531+0.0013304i,-0.0031035-0.0010761i,-0.0034907-0.0013742i,-0.00093775+0.00076364i,0.0032333+0.00069286i,0.0037137-0.0023346i,0.00061525-0.0040887i,-0.0021161-0.00094768i,-0.0041071+0.0026487i,-0.0057614+0.0017794i
-0.006615+0.0049903i,-0.012319+0.012814i,-0.019396+0.011459i,-0.014426+0.0017058i,-0.00097794-0.0013091i,0.01069-0.00028981i,0.018867-0.0068798i,0.018988-0.013908i,0.0096786-0.014363i,0.0010148-0.010026i,-0.002372-0.0079094i,-0.0035737-0.0086328i,-0.0033689-0.0065473i,-2.1236e-05-0.0027124i,0.005972-0.00044328i,0.0097137+0.00036356i,0.0073383+0.0015735i,0.0019554+0.0043669i,-0.00063115+0.0078465i,0.00078617+0.0086118i,0.0026961+0.0040908i,0.0035916-0.00041349i,0.0043832+2.2441e-05i
-0.0066831-0.0027397i,-0.010578-0.009377i,-0.0057047-0.013834i,0.0069185-0.0064411i,0.014756+0.0048553i,0.014934+0.0086538i,0.016372+0.0070474i,0.018308+0.001934i,0.014667-0.0028968i,0.010509-0.0035675i,0.010532-0.0041154i,0.0084627-0.0044414i,0.0027469-0.0020021i,-0.0016922+0.0031702i,-0.0045722+0.0076574i,-0.0052315+0.0083735i,-0.0040246+0.0053102i,-0.0045386-0.00025842i,-0.0066842-0.0060315i,-0.0063837-0.0086549i,-0.0044886-0.0068768i,-0.0051336-0.0037596i,-0.0076755-0.0020325i
0.0038106-0.0080135i,0.011064-0.0071006i,0.014761+0.00087975i,0.006264+0.010269i,-0.0042198+0.011275i,-0.004982+0.0086622i,0.00085593+0.0083829i,0.0065818+0.0074435i,0.0078718+0.0058479i,0.0064612+0.0054876i,0.0056687+0.0051073i,0.0042691+0.0037857i,0.0022139+0.00326i,0.00086568+0.0017207i,-0.001144-0.0025299i,-0.0032636-0.0064179i,-0.0037848-0.0079913i,-0.0023645-0.0061822i,0.0012339-0.0016323i,0.0047165+0.0012877i,0.006153+0.00035322i,0.006843-0.0021868i,0.0083378-0.0028246i
0.0029576+0.0023978i,0.0024408+0.010961i,-0.0017547+0.015506i,-0.0059388+0.0085368i,-0.0049774+0.0025329i,-0.00080024+0.0080887i,0.0015377+0.014812i,0.0014208+0.012648i,0.00022639+0.0059366i,-0.00096967+0.001043i,8.5414e-05-0.001304i,0.001821-0.0030599i,0.0015149-0.0046142i,0.0011613-0.0047858i,0.0016078-0.0040917i,0.00063213-0.0038346i,-7.804e-06-0.0028211i,0.00063274-0.00084031i,-0.00081785+0.00052144i,-0.0046608+0.00022515i,-0.0059998+0.00051644i,-0.0050207+0.0024636i,-0.0037327+0.0021525i
-0.003753+0.0006433i,-0.0092473+0.00089489i,-0.010002-0.0021162i,-0.0032057-0.0044045i,-0.0001027+0.00018478i,-0.0041181+0.0060473i,-0.0051251+0.0084531i,-0.00089974+0.0075536i,0.0034021+0.0029476i,0.0047109-0.0012886i,0.0056964-0.0006305i,0.0074395+0.00096596i,0.0059688+0.00021117i,0.0031249+0.0011261i,0.0027179+0.0044243i,0.0036428+0.006314i,0.0034636+0.0050904i,0.0017076+0.0040615i,0.0011262+0.0036505i,0.003198+0.0031285i,0.0058671+0.0013225i,0.0059991-0.00049751i,0.0049789-0.00018872i
-0.0026923-0.0029331i,0.00034371-0.0067316i,0.004212-0.0061235i,0.0056571+0.0011112i,0.0033354+0.0045554i,-0.0017771+0.0021693i,-0.0059331+0.0012484i,-0.0046273+0.0036329i,-0.00065375+0.0058292i,0.00023872+0.0065172i,-0.00049961+0.0084677i,-0.00093002+0.0094726i,-0.0019982+0.0067835i,-0.0052201+0.0033964i,-0.0089845+0.00082053i,-0.0097524+0.0020436i,-0.0066708+0.0040346i,-0.0022449+0.0015791i,-0.00091171-0.0013192i,-0.001294-0.0011192i,-0.0015539+0.00016488i,-0.0035318+0.00034445i,-0.0066898-0.0012847i
0.00273+0.0020499i,0.0061027+0.0039247i,0.0057155+0.0081494i,-0.00016788+0.0070153i,-0.0039452-0.0012981i,-0.0036045-0.0088736i,-0.0043232-0.0107i,-0.0059978-0.0067884i,-0.0068399-0.00014687i,-0.0074172+0.0029251i,-0.0093845+0.0024201i,-0.0094782+0.0014241i,-0.0060327+0.00029669i,-0.0022373-0.0014906i,0.0011544-0.00362i,0.0029138-0.0053908i,0.0022624-0.0054545i,0.0025091-0.0023576i,0.0051906+0.00083419i,0.0073563+0.0026945i,0.0066955+0.0024155i,0.0052964+0.0009669i,0.0051051+0.00057048i
-0.0026478+0.0037044i,-0.0052644+0.0070255i,-0.0074467+0.0078016i,-0.0041792+0.0033918i,0.0016898+0.00030122i,0.0034765-0.00035593i,0.0014027-0.0033459i,-0.0010785-0.0059115i,-0.0015372-0.0044416i,-0.00064819-0.0039258i,0.00025172-0.005296i,0.0028218-0.0044376i,0.0055864-0.0018109i,0.0069268+0.00063577i,0.0057505+0.0016042i,0.0032145-0.00077854i,0.00030859-0.0030806i,-0.0041555-0.0013362i,-0.0073651+0.0011842i,-0.0088989+0.0012739i,-0.0084498+4.4671e-05i,-0.0069368+0.00033132i,-0.0057222+0.0017346i
-0.0042078-0.0019213i,-0.006379-0.0031494i,-0.0039826-0.0037824i,0.0032981-0.00098383i,0.0074534+0.0029433i,0.0082924+0.0014246i,0.0095138-0.0019703i,0.0091427-0.0020935i,0.0075526-0.00040814i,0.0065605+0.00047539i,0.0048849+0.0015053i,0.0024575+0.0035194i,0.00093602+0.0034939i,-0.00045816+0.0031514i,-0.0022648+0.0035654i,-0.0019553+0.0032056i,-0.00041893+0.002221i,0.00036414+0.0011741i,0.0014727+5.3111e-05i,0.0039877-0.0014739i,0.0053695-0.0015969i,0.0043692-0.00039456i,0.0032917+0.00070533i
-0.0014701+0.0028292i,0.0042117+0.0013963i,0.0088574+0.0035203i,0.0082266+0.0063134i,0.0076127+0.0062705i,0.0086764+0.0034973i,0.0096659+0.0011368i,0.0091666+0.001021i,0.0058376+0.001757i,0.0010242+0.001944i,-0.0041104+6.8404e-05i,-0.0071821-0.0028268i,-0.0066785-0.003793i,-0.0055418-0.0046812i,-0.0060016-0.0057632i,-0.0072402-0.0033756i,-0.0067692-0.00041036i,-0.0042736+0.0002088i,-0.0032294+0.00040473i,-0.0047108+0.0014647i,-0.006209+0.0017738i,-0.0063583+0.00057036i,-0.0057873-0.0010185i
-0.00035629+0.0012975i,0.00075149+0.0058146i,0.00104+0.0082993i,-0.00079785+0.0047183i,0.0018006+0.0016178i,0.0085664+0.0036132i,0.013473+0.0056313i,0.012289+0.003201i,0.0056978-0.0018714i,0.00089986-0.0058905i,-0.00069811-0.010225i,-0.001053-0.011921i,-0.00048132-0.0085129i,0.00060649-0.0043245i,0.0027093-0.0020717i,0.003535-0.00091051i,0.0022571-0.0015471i,0.0017045-0.001717i,0.0030146-0.00044022i,0.0043399-0.00012298i,0.0043242-0.00033748i,0.0043628-0.0014087i,0.0048281-0.0022536i
-0.0031935-0.0010125i,-0.0063971-0.0010062i,-0.0077724-0.0016114i,-0.0036402-0.00040062i,0.00033116+0.0040659i,0.0027722+0.0092394i,0.0047635+0.011432i,0.0055102+0.0087586i,0.0061226+0.0041624i,0.0080341+0.00050022i,0.010971-0.00011824i,0.011315+0.0027078i,0.0079814+0.0059548i,0.003556+0.0080926i,0.00048011+0.0067664i,0.0004188+0.0014468i,0.0013895-0.0035749i,-0.0007157-0.0036291i,-0.0051272-0.001075i,-0.0068198-0.0004834i,-0.0055048-0.0003751i,-0.0043436+6.3565e-05i,-0.0043654+0.00041594i
0.0012961-0.0017535i,0.0023626-0.0033813i,0.0035588-0.0024775i,0.0036128+0.0027081i,-0.00052203+0.0080564i,-0.0035678+0.011605i,-0.0027585+0.015014i,-0.0015073+0.015458i,0.00092372+0.012665i,0.003247+0.011779i,0.003049+0.012484i,0.0010389+0.011502i,-0.0014806+0.0072938i,-0.0033025+0.0022118i,-0.0026295-0.00042542i,0.00047702+0.0004079i,0.0040599+0.00081165i,0.00599-0.0014329i,0.0073427-0.0044433i,0.0079428-0.0050956i,0.0070694-0.0032493i,0.0052457-0.0015576i,0.0036042-0.00078767i
0.0004613-0.0016171i,0.0019687+0.001149i,0.0013566+0.0038402i,-0.0019191+0.0044098i,-0.004832+0.0052018i,-0.0066616+0.0083884i,-0.0070628+0.011679i,-0.0059017+0.012361i,-0.0045111+0.0097519i,-0.0047096+0.006174i,-0.0057225+0.0034615i,-0.00514+0.0016916i,-0.00071859-0.00025011i,0.0040381-0.0020174i,0.0039368-0.0024233i,-7.7859e-05-0.0015739i,-0.0022706+0.00063877i,-0.0012783+0.0038264i,0.00018563+0.0056031i,-0.00026558+0.0052938i,-0.0022193+0.003826i,-0.0026248+0.0018675i,-0.0018014+0.0011659i
-0.0016441+0.00054654i,-0.0031582+0.0029403i,-0.0040586+0.0033652i,-0.0020067+0.0014997i,-0.0016243+0.0018348i,-0.0054876+0.0049388i,-0.0092713+0.0083433i,-0.0076083+0.0085227i,-0.0030348+0.004811i,0.00011992+0.00058246i,0.0018713-0.0025041i,0.0018523-0.0031294i,0.00067925-0.0017706i,0.00074873-3.785e-06i,0.0015753+0.0014375i,0.001111+0.0022276i,-0.00042362+0.0020059i,-0.0010679+0.0019294i,-0.00086063+0.0012026i,-0.00045611-0.00061374i,0.0010175-0.00047768i,0.0028523+0.0013202i,0.0034666+0.0024481i
-0.0010877-0.0012656i,-0.0013761-0.0024446i,-0.00082262-0.0017751i,0.00090366+0.0002865i,-0.0014907+0.0014351i,-0.0082496+0.00042344i,-0.013183-0.00050272i,-0.011787+0.00072549i,-0.0065446+0.0036924i,-0.0018642+0.005868i,0.00046086+0.0072358i,-0.0008622+0.006464i,-0.0033334+0.0037822i,-0.0050432+0.0022759i,-0.0048204+0.0018524i,-0.0023576+0.00053216i,-0.00013709-0.001727i,0.00017172-0.0017837i,-0.001763-0.00045953i,-0.0036593+0.00070408i,-0.0046593+0.0013547i,-0.0042161+0.0010719i,-0.0032076+0.00053495i
