-0.0029133+0.0017551i,-0.0024652+0.00090882i,-0.0030633+0.00067144i,-0.0027444+0.0011258i,-0.0015215+0.0013107i,5.0585e-05+0.0013312i,0.00062414+0.001651i,0.00095213+0.0014403i,0.0012765+0.0011942i,0.00070991+0.00091593i,0.00026156+0.00036335i,4.6129e-05-1.5092e-05i,-0.0010942-0.00060631i,-0.0013504-0.0012232i,-0.0012941-0.0003656i,-0.0022072+0.00038714i,-0.0021882-0.00027391i,-0.00022954-0.0012454i,0.00049486-0.00080106i,-0.00024907+8.6036e-06i,-0.00016771-3.9613e-05i,9.189e-06+0.00015275i,-0.00028265+0.00035432i
-0.047571-0.15528i,-0.024231-0.1426i,0.048616-0.041953i,0.090307+0.11168i,0.046315+0.21443i,-0.023258+0.21709i,-0.025119+0.17118i,0.024279+0.075312i,0.032947-0.01201i,0.023627-0.018927i,0.030923-0.012601i,0.025069-0.018618i,0.019165-0.019452i,0.013253-0.028095i,-0.013831-0.028388i,-0.043606-0.0048451i,-0.050153+0.025083i,-0.027381+0.043647i,0.013081+0.039615i,0.034204+0.0076618i,0.014973-0.025329i,-0.019294-0.032216i,-0.033259-0.022577i
0.019133-0.014297i,-0.14585+0.051324i,-0.29514+0.10143i,-0.27375+0.0086531i,-0.098198-0.14557i,0.071867-0.21659i,0.095685-0.17225i,0.056792-0.045444i,0.07214+0.013235i,0.073016-0.053625i,0.035136-0.095826i,0.024458-0.074623i,0.026927-0.043781i,0.037187-0.002791i,0.078081+0.02416i,0.10959+0.0084033i,0.097942-0.022933i,0.069535-0.037059i,0.045368-0.0337i,0.021502-0.024988i,0.0032842-0.01677i,-0.0040348-0.0099501i,0.00011055-0.0046685i
0.20564-0.10524i,0.36438-0.4343i,0.45045-0.63111i,0.41844-0.45084i,0.24951-0.12536i,0.049791+0.071451i,-0.044506+0.096601i,-0.067279+0.031769i,-0.09507+0.012255i,-0.10792+0.058778i,-0.098317+0.092478i,-0.077275+0.094974i,-0.046064+0.073406i,-0.036854+0.037727i,-0.0613+0.014362i,-0.082868+0.008095i,-0.079088+0.0020362i,-0.063655-0.010533i,-0.042706-0.02033i,-0.016857-0.020071i,0.0035449-0.014165i,0.019588-0.010575i,0.023405-0.012649i
-0.05998+0.38514i,0.054162+0.69685i,0.061328+0.79447i,-0.069507+0.58494i,-0.10638+0.27349i,-0.017919+0.042241i,0.034677-0.051445i,0.023416-0.03521i,0.014868-0.015034i,0.024284-0.012964i,0.041382-0.011043i,0.044909-0.0097081i,0.034154-0.00018055i,0.027556+0.0021738i,0.031476-0.011552i,0.04002-0.0233i,0.040245-0.021241i,0.022576-0.0064662i,-0.0046683+0.017323i,-0.015729+0.041516i,-0.0078987+0.049983i,-0.0059702+0.042106i,-0.013293+0.035574i
-0.32033-0.23869i,-0.46831-0.30939i,-0.3974-0.37439i,-0.19417-0.36002i,-0.067725-0.19773i,-0.049309-0.011352i,-0.055488+0.056872i,-0.031111+0.022344i,0.0063774-0.022499i,0.021433-0.044043i,0.011713-0.04826i,-0.0058305-0.04013i,-0.016267-0.031329i,-0.033073-0.031577i,-0.070084-0.020839i,-0.10568+0.014015i,-0.10682+0.053395i,-0.063142+0.073749i,-0.0017427+0.056063i,0.028699+0.0022651i,0.012127-0.050529i,-0.021852-0.069695i,-0.042228-0.056451i
0.21784-0.17588i,0.19957-0.1259i,0.12663+0.08734i,0.11433+0.21688i,0.17337+0.13431i,0.23755-0.022259i,0.24253-0.11734i,0.17045-0.10898i,0.10483-0.050289i,0.079301-0.036448i,0.054672-0.054716i,0.029024-0.066863i,0.0089178-0.070257i,0.0077161-0.050196i,0.043901-0.021857i,0.091292-0.016851i,0.10962-0.026737i,0.093394-0.031812i,0.061856-0.023498i,0.0356+0.0016499i,0.028794+0.030012i,0.038279+0.038939i,0.04308+0.024341i
0.23881+0.19024i,0.30869+0.11397i,0.23888-0.012284i,0.10188-0.031298i,-0.03868+0.011605i,-0.15664+0.026263i,-0.19626+0.045287i,-0.15233+0.059015i,-0.10618+0.060367i,-0.081525+0.083338i,-0.060991+0.10715i,-0.041876+0.10732i,-0.021676+0.088034i,-0.010889+0.062448i,-0.017804+0.044573i,-0.027837+0.027697i,-0.030874-0.0013422i,-0.035277-0.026706i,-0.041432-0.026956i,-0.035789-0.012703i,-0.020286-0.0028386i,-0.0048012+0.0040653i,0.0076887+0.0076217i
-0.28469+0.32315i,-0.31737+0.49935i,-0.23585+0.46349i,-0.13853+0.23633i,-0.047623+0.051411i,0.03561+0.0088264i,0.061098+0.031946i,0.052912+0.048324i,0.047622+0.018455i,0.038268-0.032189i,0.030301-0.063417i,0.023333-0.067509i,0.016042-0.045031i,0.018985-0.029033i,0.022358-0.039831i,0.013552-0.043134i,-0.00020746-0.02131i,-0.0093817+0.0031158i,-0.01151+0.017947i,-0.0086841+0.023307i,-0.0044235+0.017569i,-0.0059602+0.0045367i,-0.0091339-0.0046033i
-0.2413-0.40075i,-0.30737-0.54217i,-0.11635-0.46697i,0.17958-0.27063i,0.25079-0.12034i,0.11878-0.038398i,0.0028182-0.015317i,-0.03773-0.016889i,-0.021829-0.0062571i,0.0082192+0.0037875i,0.016329+0.019428i,0.020403+0.035142i,0.021881+0.031343i,0.0075672+0.029563i,-0.014164+0.032958i,-0.033047+0.029351i,-0.036846+0.030321i,-0.017882+0.038283i,0.010359+0.029482i,0.023079+0.0012597i,0.021974-0.023666i,0.021037-0.036784i,0.010697-0.042375i
0.3605-0.14073i,0.36594-0.16328i,0.052082-0.0026423i,-0.27735+0.23724i,-0.27822+0.31547i,-0.091555+0.21934i,0.047733+0.12695i,0.11483+0.088643i,0.11589+0.059368i,0.070241+0.036944i,0.035028+0.018149i,0.024141-0.0098152i,0.017352-0.042403i,0.010683-0.062215i,0.01818-0.059167i,0.039096-0.04596i,0.050729-0.037124i,0.037049-0.032331i,0.0096515-0.023966i,-0.011882-0.0029249i,-0.02079+0.028031i,-0.016318+0.049761i,-0.0032088+0.050753i
0.11157+0.2756i,0.21356+0.16212i,0.25506-0.25906i,0.15944-0.60577i,0.0086484-0.52729i,-0.044043-0.23915i,-0.055424-0.079505i,-0.11928-0.028523i,-0.14157+0.027843i,-0.082314+0.057031i,-0.037344+0.049028i,-0.022674+0.050132i,-0.0011931+0.058157i,0.018216+0.054573i,0.020994+0.051161i,0.013561+0.044721i,0.0045559+0.019149i,-0.0085959-0.0046296i,-0.020913-0.00098132i,-0.016795+0.0047523i,-0.0086897-0.010865i,-0.013963-0.020081i,-0.013748-0.0063631i
-0.29174+0.1193i,-0.28058+0.33837i,-0.024395+0.62092i,0.28774+0.70542i,0.39052+0.44971i,0.26172+0.12151i,0.10573-0.01775i,0.046491-0.035955i,0.015248-0.052525i,-0.02742-0.060869i,-0.045887-0.056092i,-0.04433-0.042443i,-0.033159-0.017639i,-0.022128-0.009358i,-0.024412-0.019691i,-0.032659-0.012206i,-0.030163+0.020466i,-0.0047102+0.03888i,0.024547+0.017541i,0.026784-0.012483i,0.011051-0.018549i,0.00022612-0.011514i,-0.0055451-0.0092477i
-0.018617-0.33706i,-0.13884-0.46318i,-0.36732-0.40009i,-0.54038-0.1665i,-0.47061+0.085618i,-0.26347+0.1685i,-0.13128+0.058369i,-0.087272-0.055498i,-0.042458-0.07031i,0.0048919-0.041182i,0.022326-0.0081875i,0.015216+0.011006i,-0.0064988+0.017717i,-0.019676+0.037461i,-0.0076001+0.052498i,0.0062922+0.037494i,0.0042638+0.016406i,-0.0048799+0.017918i,-0.0040795+0.033942i,0.010368+0.040201i,0.025401+0.027064i,0.033872+0.0033523i,0.028981-0.013403i
0.35523+0.10007i,0.53338+0.11356i,0.55571-0.0019052i,0.40561-0.20365i,0.17158-0.30908i,0.012592-0.23695i,0.016037-0.073927i,0.075994+0.046445i,0.087157+0.07677i,0.053672+0.051451i,0.018577+0.014983i,0.0067111-0.014415i,0.0013426-0.039226i,-0.014502-0.056921i,-0.026491-0.055383i,-0.023377-0.038492i,-0.014505-0.029336i,-0.01699-0.034516i,-0.030715-0.038308i,-0.042438-0.026147i,-0.044374-0.0015227i,-0.038222+0.019407i,-0.026571+0.022384i
-0.13516+0.30449i,-0.16083+0.41743i,-0.051554+0.36361i,0.11749+0.20775i,0.1808+0.10143i,0.13073+0.11284i,0.072158+0.13463i,0.019161+0.070521i,-0.032762+0.010402i,-0.03082+0.0063128i,0.0027826+0.0032544i,0.017144-1.9351e-05i,0.025935+0.015495i,0.045721+0.027688i,0.057946+0.026142i,0.055012+0.013847i,0.043278-0.0019156i,0.030398-0.0091317i,0.024921-0.003528i,0.030211-0.0039772i,0.035404-0.0196i,0.030572-0.028602i,0.024733-0.022759i
-0.27397-0.13355i,-0.39632-0.12913i,-0.39568+0.011577i,-0.26986+0.20042i,-0.091025+0.23844i,0.0072217+0.090525i,-0.021388-0.027487i,-0.050281-0.014605i,-0.029908-0.0014553i,-0.030238-0.021342i,-0.03853-0.0087982i,-0.021362+0.01639i,-0.0015638+0.017795i,-0.0053722+0.0010262i,-0.030509-0.014683i,-0.05219-0.0084791i,-0.05055+0.013746i,-0.031207+0.027335i,-0.017561+0.020346i,-0.021103+0.01149i,-0.027215+0.012469i,-0.025642+0.010831i,-0.020081+0.0074848i
0.13214-0.24262i,0.13097-0.37542i,0.007185-0.46204i,-0.22442-0.44864i,-0.40323-0.26396i,-0.36129-0.048488i,-0.17417+0.0031877i,-0.027556-0.044247i,0.037388-0.055897i,0.061211-0.029274i,0.060676-0.004763i,0.045592+0.0019027i,0.02363-0.0035995i,0.010782+0.004228i,0.021185+0.016205i,0.033118+0.0075223i,0.023389-0.0086534i,0.0027691-0.0049213i,-0.0047741+0.017267i,0.0089814+0.029721i,0.026333+0.021377i,0.03133+0.0074112i,0.024138-0.0012258i
0.17797+0.1654i,0.24514+0.26011i,0.32797+0.32035i,0.47438+0.23749i,0.53673-0.016976i,0.40061-0.18751i,0.20972-0.10845i,0.094334+0.028781i,0.035403+0.079889i,0.0019396+0.065952i,-0.02529+0.031771i,-0.041762+0.015973i,-0.039551+0.011665i,-0.042686-0.0024238i,-0.053064-0.014016i,-0.050031-0.011573i,-0.030943-0.007128i,-0.0091949-0.015203i,-0.0048598-0.031216i,-0.021415-0.035114i,-0.039217-0.018022i,-0.042281+0.0081791i,-0.030739+0.022069i
-0.17703+0.082162i,-0.28509+0.018298i,-0.39567-0.069036i,-0.44536+0.0039151i,-0.34509+0.18489i,-0.20577+0.24173i,-0.15217+0.15345i,-0.1148+0.060558i,-0.067328+0.0044165i,-0.047634-0.0164i,-0.029374-0.013564i,-0.011015-0.01379i,0.0020993-0.0061541i,0.034182+0.0079882i,0.071617+0.013058i,0.086952+0.009114i,0.074623+0.001393i,0.0482-0.0039861i,0.028775-0.0057908i,0.021697-0.0084908i,0.022193-0.013461i,0.024065-0.019223i,0.018676-0.015892i
-0.016972-0.16546i,0.14521-0.2009i,0.39988-0.19564i,0.48125-0.2093i,0.29734-0.19835i,0.11744-0.15597i,0.049182-0.1556i,-0.020876-0.14768i,-0.051183-0.087655i,-0.023844-0.041189i,-0.015818-0.014418i,-0.014263+0.021506i,-0.0026747+0.039733i,-0.012665+0.035194i,-0.040746+0.028957i,-0.061611+0.030651i,-0.060866+0.035341i,-0.044103+0.032695i,-0.028334+0.027587i,-0.01752+0.024341i,-0.012124+0.015726i,-0.014533+0.0032508i,-0.015971-0.0037816i
0.1412-0.016384i,0.081867+0.089304i,-0.10948+0.24756i,-0.25193+0.2821i,-0.23085+0.13514i,-0.14154+0.0059228i,-0.038075+0.028382i,0.080466+0.071405i,0.12847+0.044031i,0.09739+0.0047719i,0.062582-0.016985i,0.036239-0.03543i,0.010596-0.040602i,-0.00034875-0.028533i,0.0078646-0.018586i,0.01825-0.020125i,0.01621-0.019284i,0.0054344-0.0053741i,0.00067143+0.0068895i,0.0082412+0.003863i,0.017775-0.0040295i,0.020132-0.0075467i,0.016265-0.011034i
0.046388+0.12221i,0.030726+0.03996i,0.0060068-0.1771i,0.049175-0.28799i,0.17421-0.16193i,0.24591-0.0011079i,0.16171+0.039144i,0.01806+0.037359i,-0.050981+0.052123i,-0.044191+0.045165i,-0.031905+0.019638i,-0.029747+0.0077864i,-0.029463+0.0028859i,-0.041003-0.0081809i,-0.054265-0.012653i,-0.049691-0.010498i,-0.031985-0.013662i,-0.010091-0.02089i,0.0015995-0.02318i,-0.0085638-0.015865i,-0.020171-0.0029224i,-0.01669+0.0063848i,-0.010152+0.010867i
-0.11307+0.062867i,-0.050232+0.11229i,0.09962+0.16609i,0.13132+0.20144i,-0.0088114+0.18629i,-0.11828+0.10348i,-0.11252-0.0045546i,-0.074738-0.050669i,-0.041378-0.048129i,-0.024389-0.040841i,-0.01876-0.024498i,-0.0054053-0.011993i,0.01396-0.011505i,0.041235-0.0082382i,0.066685-0.0016056i,0.074777+0.0038189i,0.062998+0.0032932i,0.034501-0.0037002i,0.0092142-0.0075998i,0.0031086-0.0045241i,0.0049007+0.0013345i,0.0054937+0.0033958i,0.006135-0.0018994i
-0.051523-0.088058i,-0.1018+0.0035298i,-0.11154+0.19016i,-0.038541+0.23914i,0.021865+0.10063i,0.019277+0.0073951i,0.036559-0.0018984i,0.052926-0.044733i,0.029593-0.055326i,0.025797-0.0072495i,0.032858+0.016947i,0.018836+0.026399i,0.0064074+0.038758i,-0.011011+0.038351i,-0.040223+0.030568i,-0.060031+0.026899i,-0.05611+0.028028i,-0.029772+0.030623i,0.0019846+0.028315i,0.016832+0.015444i,0.012349-0.0032733i,0.0046171-0.012995i,0.0067611-0.0084887i
0.07571-0.042995i,-0.028998-0.1355i,-0.24717-0.23681i,-0.35229-0.2015i,-0.20101-0.074372i,-0.013307-0.019925i,0.010549+0.025215i,-5.2664e-05+0.11072i,0.028376+0.11906i,0.029266+0.056025i,0.016261+0.010774i,0.011592-0.01482i,0.0060614-0.027457i,0.011154-0.030853i,0.022615-0.036574i,0.02546-0.037631i,0.017974-0.028385i,-0.0011945-0.01741i,-0.027516-0.010765i,-0.041343-0.002256i,-0.032054+0.0097235i,-0.012851+0.012686i,-0.002129+0.0060622i
0.038081+0.083117i,0.18793+0.027698i,0.43979-0.15121i,0.50591-0.30436i,0.25301-0.21744i,0.018311+0.0081405i,0.0018016+0.065081i,0.011143-0.021146i,-0.02845-0.044835i,-0.036335-0.013026i,-0.026658+0.00132i,-0.023621+0.0089611i,-0.017833+0.015672i,-0.014894+0.012656i,-0.018649+0.0077016i,-0.018376+0.0033183i,-0.010635-0.0075757i,0.0028495-0.017389i,0.019869-0.018078i,0.030251-0.015486i,0.028861-0.014929i,0.018011-0.011378i,0.0038601-0.00040878i
-0.13379+0.0068754i,-0.2268+0.13818i,-0.28641+0.42795i,-0.23325+0.6119i,-0.09848+0.43421i,-0.016796+0.12473i,-0.0016288-0.0053245i,0.014833-0.009294i,0.031292-0.022253i,0.020325-0.038137i,-0.0017882-0.037679i,-0.012885-0.033644i,-0.01087-0.02652i,0.0010378-0.010294i,0.02111+0.0062227i,0.038022+0.015047i,0.038977+0.0196i,0.020644+0.020212i,-0.0018634+0.01512i,-0.014176+0.0071236i,-0.021181+0.0064016i,-0.024468+0.014484i,-0.017808+0.013945i
0.033633-0.16543i,-0.009611-0.34967i,-0.17593-0.53634i,-0.33044-0.56006i,-0.31263-0.37996i,-0.21609-0.16202i,-0.13473-0.028355i,-0.048101+0.024184i,0.00071937+0.030292i,0.0081472+0.033146i,0.026934+0.03511i,0.043499+0.022384i,0.032282+0.012305i,0.0029819+0.010629i,-0.028204+0.010456i,-0.045176+0.013141i,-0.041383+0.015722i,-0.021135+0.015837i,0.0039128+0.0095753i,0.01544-0.008781i,0.011436-0.031396i,0.0088109-0.039499i,0.012566-0.027241i
0.16573+0.06938i,0.33868+0.12841i,0.50962+0.14293i,0.53281+0.12834i,0.40201+0.12143i,0.25879+0.089944i,0.10712+0.035836i,-0.038626+0.031436i,-0.068873+0.046796i,-0.032249+0.022327i,-0.01894+0.0036592i,-0.010883+0.007644i,0.0034177+0.0050699i,0.016163-0.0080182i,0.026266-0.025017i,0.023693-0.035914i,0.010861-0.033766i,-0.0071541-0.026418i,-0.029725-0.012974i,-0.04112+0.019477i,-0.027435+0.052114i,-0.0078846+0.050798i,-0.0024015+0.025122i
-0.076423+0.13374i,-0.14439+0.25631i,-0.14951+0.3374i,-0.10728+0.23586i,-0.1415+0.022694i,-0.2115-0.06373i,-0.15222-0.019005i,-0.036577-5.5644e-05i,-0.0015655-0.0093204i,-0.0070335+0.0032955i,-0.0074412+0.012287i,-0.011589+0.015163i,-0.012613+0.020579i,-0.0078312+0.024309i,-0.0019289+0.025271i,0.0041464+0.01766i,0.0092618+0.0035885i,0.020568-0.0058695i,0.042511-0.015787i,0.057712-0.036061i,0.050324-0.051428i,0.027866-0.04292i,0.0072807-0.02331i
-0.089078-0.092387i,-0.16607-0.19006i,-0.25514-0.2128i,-0.22259-0.080155i,-0.014385+0.052091i,0.13768+0.016985i,0.085541-0.063141i,-0.0031894-0.064802i,-0.012178-0.03401i,0.0030867-0.0178i,0.0017856-0.015466i,-0.005428-0.017474i,-0.0092751-0.020654i,-0.01274-0.019944i,-0.010731-0.0081689i,0.00011329+0.0083789i,0.0081016+0.017979i,0.0014444+0.018902i,-0.014478+0.021502i,-0.023657+0.029227i,-0.025576+0.030937i,-0.026233+0.025532i,-0.020681+0.018895i
0.10933-0.044958i,0.26888-0.081456i,0.38473-0.20193i,0.28883-0.34531i,0.060342-0.339i,-0.052681-0.20226i,-0.020163-0.10101i,0.010357-0.052529i,-8.0962e-05-0.01828i,-0.012444+0.00079028i,-0.0051863+0.018622i,0.017278+0.029273i,0.031171+0.022387i,0.026074+0.0070448i,0.0040726-0.0057253i,-0.020073-0.0073934i,-0.027195-0.0038174i,-0.014489-0.0067981i,0.0025654-0.017333i,0.0082188-0.031092i,0.0081805-0.041745i,0.012356-0.042513i,0.012303-0.031625i
-0.017436+0.12507i,-0.10152+0.32508i,-0.14101+0.55329i,-0.044302+0.62105i,0.081985+0.47446i,0.12427+0.27614i,0.10319+0.10752i,0.048135-0.024773i,0.005292-0.064122i,-0.0012775-0.046517i,-0.012516-0.03667i,-0.033419-0.01932i,-0.03182+0.0037721i,-0.0090947+0.012027i,0.015491+0.0053958i,0.025155-0.010236i,0.017338-0.018629i,0.0034286-0.011107i,-0.0085787+0.0075596i,-0.010051+0.030672i,-0.0026396+0.04929i,0.0011351+0.050733i,0.0042363+0.035782i
-0.11106-0.058286i,-0.26059-0.22833i,-0.40753-0.42076i,-0.42823-0.46017i,-0.30291-0.34991i,-0.16155-0.22018i,-0.077867-0.086366i,-0.016379+0.020969i,0.012589+0.036334i,0.0044849+0.012827i,0.00098231-0.00054076i,4.4308e-05-0.013323i,-0.011044-0.012798i,-0.018433+0.0068626i,-0.01588+0.027625i,-0.0028894+0.032866i,0.014199+0.022662i,0.024421+0.010115i,0.027744-0.0071306i,0.022495-0.037803i,0.0099016-0.06184i,0.00092748-0.057389i,-0.00080158-0.034679i
0.066565-0.066076i,0.26247-0.09351i,0.48567-0.058057i,0.52431+0.064292i,0.38753+0.19732i,0.25015+0.20649i,0.15783+0.094616i,0.088264-0.0013458i,0.045823-0.019657i,0.028705-0.0096414i,0.020358-0.0086545i,0.012084-0.014926i,0.0031604-0.025333i,-0.0083757-0.032963i,-0.019037-0.029786i,-0.022545-0.015518i,-0.018998+0.0011355i,-0.015698+0.011704i,-0.015522+0.028267i,-0.0088577+0.057848i,0.0029683+0.073733i,0.0084528+0.055124i,0.0041981+0.021885i
0.025719+0.045461i,-0.013188+0.19661i,-0.089517+0.32471i,-0.1483+0.23891i,-0.15982+0.036172i,-0.12586-0.017149i,-0.054462+0.064561i,-0.0037905+0.10624i,0.0087905+0.076787i,0.0079655+0.03431i,0.0061136+0.020275i,0.015081+0.026214i,0.030198+0.025655i,0.03549+0.011166i,0.024972-0.0065898i,0.0049152-0.014262i,-0.0080806-0.010199i,-0.006682-0.0057584i,-0.0022794-0.014006i,-0.0022989-0.031005i,-0.0026217-0.038707i,0.00075529-0.030124i,0.0028194-0.015185i
-0.022925-0.024466i,-0.14448-0.12327i,-0.25787-0.21595i,-0.21578-0.17168i,-0.094992-0.04626i,-0.0502+0.014906i,-0.045171+0.0015406i,-0.011202-0.028693i,0.01449-0.030668i,0.018261-0.0079462i,0.015246-0.0011508i,-0.00070698-0.0026781i,-0.013831+0.0072593i,-0.0097286+0.015338i,0.0056189+0.015069i,0.018789+0.0072964i,0.017746-0.0018545i,0.0093601-0.0013026i,0.0086512+0.0073986i,0.018078+0.016576i,0.023147+0.021153i,0.013793+0.023535i,0.0064743+0.023635i
0.049634-0.013778i,0.19755-0.11137i,0.34382-0.24604i,0.30041-0.2939i,0.13615-0.21275i,0.042739-0.10301i,-0.015215-0.038057i,-0.071274+0.009715i,-0.068217+0.032549i,-0.036468+0.024679i,-0.013577+0.021045i,0.0056341+0.014186i,0.0072242+0.0011106i,-0.006866+0.0013811i,-0.017099+0.01213i,-0.011175+0.02258i,0.0055712+0.023411i,0.013893+0.012701i,0.0026912-0.0046107i,-0.020061-0.021595i,-0.030415-0.030436i,-0.021662-0.026831i,-0.011426-0.013789i
-0.015337+0.063593i,0.0054156+0.26508i,0.039102+0.51119i,0.047693+0.56107i,0.001446+0.38597i,-0.050938+0.1852i,-0.023307+0.057388i,0.027151-0.013531i,0.022605-0.027244i,0.0027431-0.0082666i,-0.0033257+0.0016841i,-0.0066933+0.002455i,-0.0048064-0.0026382i,-0.00089947-0.014979i,-0.0023872-0.024233i,-0.0098215-0.022805i,-0.019403-0.013863i,-0.021117-0.0012137i,-0.0092317+0.014966i,0.0071781+0.03457i,0.015878+0.047052i,0.015124+0.038877i,0.010874+0.015765i
-0.044852-0.050727i,-0.22366-0.11525i,-0.4481-0.2005i,-0.48482-0.24057i,-0.30364-0.20291i,-0.13759-0.1165i,-0.10126-0.021537i,-0.096517+0.029587i,-0.060624+0.027492i,-0.031761+0.0058146i,-0.027613-0.00094442i,-0.023904+0.0090259i,-0.006998+0.020612i,0.014778+0.020748i,0.023992+0.0092908i,0.01696-0.0022308i,0.00684-0.0074263i,-0.00037534-0.0095447i,-0.0096735-0.014506i,-0.022542-0.024454i,-0.030293-0.029422i,-0.02724-0.020556i,-0.019794-0.0067362i
0.087293-0.0086763i,0.22069-0.10876i,0.39026-0.22507i,0.44718-0.22038i,0.33139-0.13442i,0.18007-0.10324i,0.10992-0.10536i,0.096184-0.076545i,0.066197-0.042551i,0.022306-0.02052i,4.2445e-05-0.010908i,-0.010684-0.010612i,-0.019784-0.0038867i,-0.01696+0.0094276i,-0.0038304+0.018831i,0.0090307+0.018732i,0.013305+0.010368i,0.012852+0.0033908i,0.020981+0.0023781i,0.035024+0.0041633i,0.03641+0.0031328i,0.022497-0.0019245i,0.0093372-0.0050663i
-0.034218+0.098106i,-0.0056852+0.24558i,0.044962+0.39274i,0.038225+0.38447i,-0.0041778+0.25847i,-0.0087031+0.17045i,-0.0018051+0.10423i,-0.018994+0.033201i,-0.024656-0.0018971i,-0.015811-0.010387i,-0.014178-0.006929i,-0.0069217-0.0005144i,-0.0011723-0.0040632i,-0.011334-0.0064169i,-0.025833+0.00032984i,-0.028058+0.011661i,-0.01651+0.019598i,-0.005926+0.019975i,-0.011039+0.01543i,-0.026315+0.009394i,-0.0302+0.0068515i,-0.020354+0.0076572i,-0.012831+0.0107i
-0.098617-0.075091i,-0.25113-0.10768i,-0.39183-0.10325i,-0.35505-0.092266i,-0.18675-0.11432i,-0.063534-0.13457i,0.009205-0.080443i,0.058903-0.012485i,0.054595+0.0005286i,0.028032-0.0040613i,0.016552-0.0071014i,0.0083619-0.012164i,0.0012415-0.0157i,-0.0010318-0.021472i,-0.0019843-0.02509i,-0.0058208-0.022502i,-0.012748-0.016699i,-0.014264-0.0081767i,-0.0012915-0.00041124i,0.019932+0.00071301i,0.02996-0.0024679i,0.024971-0.006991i,0.019312-0.01298i
0.10191-0.079456i,0.1802-0.22351i,0.20101-0.37753i,0.13571-0.35884i,0.062869-0.1628i,0.024328-0.0042575i,-0.037071+0.013919i,-0.08265-0.0060472i,-0.057131-0.00070835i,-0.013166-0.0011403i,0.00031836-0.010624i,-0.00067233-0.011213i,0.0033631-0.0022012i,0.011818+0.0093193i,0.019056+0.012059i,0.019164+0.0038656i,0.017356-0.0052187i,0.013769-0.0096096i,0.00069611-0.0078518i,-0.016706-0.0026469i,-0.025006+0.00020067i,-0.020285+0.0014717i,-0.014015+0.0027796i
0.044261+0.12856i,0.14556+0.26451i,0.27614+0.36785i,0.31717+0.33261i,0.23856+0.1822i,0.15164+0.052591i,0.11421+0.0142i,0.081097+0.028584i,0.040906+0.029772i,0.016578+0.013745i,0.011892+0.002269i,0.010845-0.0021399i,0.0024387-0.00092425i,-0.0052265+0.0060705i,-0.0045527+0.013864i,0.00085067+0.018061i,0.0047094+0.017451i,0.006893+0.013297i,0.013767+0.0051772i,0.023485-0.0051487i,0.025389-0.011698i,0.018722-0.014511i,0.010241-0.014736i
-0.14371-0.0057529i,-0.30343+0.026434i,-0.44126+0.089217i,-0.44704+0.1299i,-0.34556+0.13214i,-0.24613+0.12544i,-0.16847+0.088688i,-0.095369+0.025774i,-0.042133-0.0048341i,-0.015792-0.005367i,-0.0098098-0.00039191i,-0.0065703+0.0057344i,0.0014987+0.0033652i,0.0011788-0.007743i,-0.0098692-0.016937i,-0.019208-0.016127i,-0.019487-0.0079873i,-0.018157+0.0010005i,-0.023914+0.010216i,-0.030668+0.019505i,-0.027258+0.025324i,-0.017752+0.026355i,-0.011586+0.027062i
0.054127-0.1442i,0.10387-0.29586i,0.13992-0.41041i,0.16727-0.39211i,0.1866-0.2896i,0.173-0.19312i,0.11853-0.088836i,0.063638-5.1552e-05i,0.031581+0.019295i,0.011558+0.0097899i,0.0063868+0.0099112i,0.0051494+0.007587i,0.0028972-0.00059238i,0.007702-0.009999i,0.014742-0.016648i,0.01488-0.018113i,0.0076467-0.01653i,0.001356-0.015096i,0.001208-0.016598i,0.0075879-0.019582i,0.012721-0.02121i,0.013338-0.020295i,0.015367-0.019503i
0.12582+0.095078i,0.25054+0.19198i,0.31577+0.24104i,0.22039+0.2176i,0.036759+0.18908i,-0.071477+0.14848i,-0.076824+0.041826i,-0.052343-0.043734i,-0.029223-0.042934i,-0.012327-0.016401i,-0.0084598-0.0058107i,-0.0070585-0.0038334i,-0.0020108-0.00018133i,0.0011668+0.0098535i,0.0010395+0.018164i,0.0019087+0.016136i,0.0054478+0.0084594i,0.0083537+0.0020265i,0.0063702+0.0037369i,-0.001156+0.01378i,-0.0061199+0.022077i,-0.0063287+0.022272i,-0.0069698+0.015763i
-0.12464+0.10028i,-0.24921+0.1923i,-0.29623+0.24034i,-0.19021+0.1758i,-0.031182+0.040963i,0.056106-0.034637i,0.068206-0.0096979i,0.039275+0.023233i,0.0083712+0.01785i,-0.00068456+0.003523i,0.003095-0.0017246i,0.0050453+9.0133e-05i,-0.00085538+0.0038467i,-0.010743+0.0078105i,-0.016717+0.011415i,-0.015288+0.01421i,-0.011544+0.017378i,-0.0081526+0.017758i,-0.003081+0.0083373i,0.0029432-0.0095814i,0.0045983-0.022046i,0.00089259-0.023249i,-0.0033207-0.017549i
