8.4558e-05-0.0011211i,-0.0016192-0.0016584i,-0.0026462-0.00084101i,-0.0017019+0.00054375i,-0.0018568+0.00063984i,-0.0021009+0.00036485i,-0.0012789+0.00098648i,2.839e-05+0.0011623i,0.0010897+0.00083553i,0.00083072+0.00024449i,0.00082673-4.0039e-05i,0.0012605-0.0001244i,0.0012122+0.00013813i,0.0011732+0.00028877i,0.0008442+0.00023586i,0.00058994+0.00016111i,0.00076411+0.00016254i,0.00077001+0.00017961i,0.00044036-0.000534i,-0.00016233-0.00060352i,-0.00058216+0.00018003i,-0.00053315+0.00029507i,-0.00076725+2.1103e-05i
0.0036757-0.0021607i,0.0013902-0.0046495i,-0.00047471-0.0035179i,-0.0010585-0.0019226i,-0.00074216-0.0031086i,-0.0011669-0.0041106i,-0.0018454-0.0020564i,-2.3513e-05+0.00066466i,0.0019174+0.0010313i,0.0020265-0.00020286i,0.0012161-0.00047831i,0.00053772+0.0011486i,0.00074431+0.002105i,0.00067524+0.0021964i,0.00014016+0.0025233i,0.0001735+0.0024599i,0.00031242+0.0020774i,-0.00018301+0.0012705i,-0.0001692+0.0010585i,-0.00010101+0.0013828i,-0.00044193+0.0007306i,-0.00076002-0.00029385i,-0.00021863-0.00053304i
0.005222-0.0026296i,0.0023072-0.0055937i,-0.00077779-0.0056914i,-0.0017896-0.0032586i,-0.0012182-0.002393i,-0.00069477-0.0028083i,0.00053278-0.0030363i,0.00193-0.0029242i,0.0010157-0.0020706i,-0.00024247-0.0017895i,-9.5258e-05-0.0015232i,0.00049371+0.0005698i,0.0010698+0.002949i,0.00091211+0.0039095i,0.00036592+0.0036534i,8.2275e-05+0.0022802i,0.00080208+0.0014266i,0.00093642+0.0015223i,0.00053032+0.00086036i,0.00031109+9.7507e-05i,0.00044381+0.00059304i,0.00014727+0.00051784i,0.00013173-0.00023436i
0.0014002-0.00072785i,-0.00041863-0.0034601i,-0.0023704-0.0022245i,-0.0020104-0.00024577i,-0.00081571-0.0016649i,-0.0011641-0.003962i,-0.0018617-0.0041663i,-0.0014169-0.0032332i,-0.0017573-0.0014724i,-0.0025774+0.00013262i,-0.0022407+0.0001507i,-0.00057816+0.00030051i,0.0011245+0.0015228i,0.002078+0.0028627i,0.0015032+0.0031621i,0.00063109+0.0023969i,0.00045573+0.0020965i,-0.00044146+0.00090488i,-0.0015435-0.00074989i,-0.0012591-0.00091837i,0.00010005-6.894e-05i,0.0011679-0.0001977i,0.00090399-0.00071699i
0.0020144-0.0040961i,0.00076827-0.0082887i,-0.0020211-0.0063663i,-0.0030223-0.0026887i,-0.0021517-0.0024392i,-0.0029214-0.0032137i,-0.0030088-0.0016407i,-0.0013453+0.00025004i,2.2932e-05+0.001317i,0.0016506+0.0015664i,0.0016943+0.0014062i,0.00051021+0.0015567i,0.00054901+0.0016281i,0.0017308+0.0016858i,0.0023057+0.0021426i,0.0016178+0.0031193i,0.00065386+0.0031468i,0.00016746+0.0019495i,-1.8048e-05+0.0011226i,0.00016129+0.00023435i,0.00012848-2.4627e-05i,-3.0144e-05+0.00061385i,0.00013787+0.00044952i
0.0056271-0.0044049i,0.0035144-0.0083379i,-0.00055992-0.0064798i,-0.00037562-0.0025366i,0.0014957-0.0013742i,0.0006293-0.0015511i,0.00138-5.7175e-05i,0.002707+0.0011661i,0.0018777+0.00015729i,0.00062933-0.001238i,0.00020792-0.0015836i,0.0004142-0.00072815i,0.00077022+0.00075988i,0.00088855+0.0020793i,0.00094892+0.0029511i,0.0010593+0.0023062i,0.0014727+0.0018202i,0.0010541+0.0023863i,0.00028165+0.001697i,0.00049198+0.00032356i,0.00065771-0.00035871i,0.00073885-0.0001709i,0.00057869-0.00023281i
0.0048981-0.0042923i,0.003962-0.0062877i,0.00010583-0.0041925i,-0.0013899-0.0011147i,0.00043778-0.00085751i,0.00092055-0.0020066i,0.00098574-0.0022983i,0.001761-0.0024854i,0.00072651-0.0026575i,-0.00092195-0.0018767i,-0.00036801-0.00037906i,0.00075842+0.0013227i,0.0011831+0.0028917i,0.0016335+0.0030217i,0.0023314+0.0027439i,0.0023238+0.0026442i,0.0021771+0.0020859i,0.0011381+0.0010322i,-0.00022847+0.00057904i,-0.00094669+0.00014076i,-0.00097531-0.0005594i,-0.00080554-0.0011503i,-0.0010155-0.0014194i
0.008447-0.0046337i,0.0064271-0.0061703i,0.00092858-0.0052798i,-0.002477-0.0029061i,-0.0021366-0.0025562i,-0.0018951-0.0042033i,-0.0021915-0.0051392i,-0.002044-0.0040024i,-0.0017653-0.0016146i,-0.0010259+4.9959e-05i,0.00025684+0.00031806i,0.00064911+0.000292i,0.001433+0.00079924i,0.0027778+0.0019576i,0.0025681+0.0028963i,0.0018922+0.0024553i,0.0014165+0.0015054i,0.00034368+0.0013207i,-0.00011438+0.0012195i,-0.00026016+0.00015179i,-9.6061e-05-7.9966e-05i,-3.3204e-05+0.00071971i,0.00031175+0.00096704i
0.00819-0.003553i,0.0043949-0.0051915i,-0.00021471-0.0043989i,-0.0014007-0.0022619i,-0.00078675-0.0020236i,-0.0018306-0.0023275i,-0.002738-0.00074194i,-0.002445+0.00045107i,-0.0014257+0.00057197i,0.00018439+0.0015431i,0.000216+0.0017165i,-0.0001674+0.00072096i,0.0007636+0.0011941i,0.001725+0.0021143i,0.0026317+0.0021843i,0.0027103+0.001842i,0.00086954+0.001648i,-0.0010231+0.0016027i,-0.00098281+0.0020452i,-0.00063642+0.002065i,-0.00029373+0.0013009i,0.00076715+0.0006637i,0.0016773+0.00016561i
0.0079198+0.001283i,0.0042931-0.00033517i,-0.00035276-3.262e-05i,-0.0010853+0.0010848i,0.001047-6.6626e-05i,0.001517-0.001232i,0.0018293-0.00059152i,0.003039+0.0011355i,0.002456+0.0015063i,0.00099229-0.00039831i,0.00056919-0.0011644i,0.00044697-0.00041518i,0.00085249+0.0011104i,0.0009467+0.0023405i,0.0012201+0.0031387i,0.001812+0.0027443i,0.0014535+0.0015661i,0.00019238+0.0015282i,0.00028446+0.0015249i,-0.0003236+0.00070616i,-0.00097588-0.00042626i,0.00021784-0.0010716i,0.00019907-0.0015047i
0.0033469+0.00047467i,0.00033641-0.0018426i,-0.0037763-0.0011655i,-0.0041811+0.00081789i,-0.0015631+0.0010539i,0.00039178-0.0013358i,0.001524-0.0039281i,0.0029935-0.005059i,0.0026295-0.004i,0.00039132-0.0015059i,-0.00015057-0.00049007i,0.0022004+4.565e-05i,0.0042171+0.0011703i,0.0057437+0.0019854i,0.0061717+0.0023333i,0.0048007+0.0016614i,0.0025472+0.0012934i,0.0008442+0.0010849i,0.00033506+0.00071276i,-0.00027706+0.00032923i,-0.00045097-0.00019669i,-2.7881e-05+0.000266i,-0.00020315+0.00060346i
0.002828+0.0019067i,-0.00036835-0.001162i,-0.0041907-0.0025889i,-0.0045055-0.0012001i,-0.0022588-0.00054707i,-0.0014269-0.0022069i,-0.0023203-0.0036132i,-0.0032916-0.0039618i,-0.0033533-0.0028961i,-0.0023772-0.0010427i,-0.0016739+0.00023103i,-0.00049003+0.00081088i,0.0011064+0.00037351i,0.0024239-0.00092643i,0.0037456-4.2677e-05i,0.0038173+0.00056461i,0.0025217+0.00018252i,0.00086736+0.0010384i,-3.0674e-05+0.0017493i,-0.00021998+0.0011923i,-7.3847e-05+0.00078557i,0.00074846+0.00046523i,0.00073735+0.00058657i
0.0032936+0.00034112i,0.0010168-0.0039102i,-0.0020676-0.0049243i,-0.002153-0.0034575i,-0.0012286-0.0033993i,-0.0017288-0.0040523i,-0.0020597-0.002177i,-0.0013571+0.0014738i,0.00062707+0.0030714i,0.0017369+0.0019374i,0.0012368+0.001642i,0.0011396+0.0021934i,0.0018893+0.00065505i,0.0026854-0.00032621i,0.0028242+0.00042825i,0.0021384+0.0011355i,0.0012955+0.00082032i,0.00052658+0.00071959i,0.00017432+0.00099722i,-1.1801e-05+0.00082716i,-0.000257+9.6232e-05i,0.00038006-0.00068779i,0.00088196-0.00085779i
0.00085405-0.0016692i,-0.00088104-0.0057286i,-0.0020589-0.0050384i,-0.0022278-0.0010727i,-0.0015991+0.00024987i,-0.00052833-0.00033607i,0.0018204-4.2298e-05i,0.0040146+0.00061974i,0.0043504-0.00025444i,0.0030431-0.0009932i,0.0018673-0.00090163i,0.0019468-0.00034976i,0.0031528+0.00045531i,0.0044364+0.00096877i,0.003975+0.0018089i,0.0027571+0.0021508i,0.0010577+0.001742i,-0.00034856+0.0009861i,-0.00095379+0.00053705i,-0.00126+0.00039862i,-0.0014945+0.00048145i,-0.0013579+0.00044163i,-0.0012339-0.0001149i
0.0018193-0.0019326i,-0.00028117-0.0058711i,-0.0024669-0.0049083i,-0.0022207-0.0014958i,-0.00034689-0.0013909i,0.00093189-0.003745i,0.0021063-0.0061966i,0.0021174-0.007635i,0.0011058-0.0068188i,9.9965e-05-0.0039646i,0.00021581-0.0014948i,0.00093594+0.00037169i,0.0019748+0.0011246i,0.0031682+0.00090097i,0.0033951+0.00036592i,0.0029332+0.00010341i,0.001767-0.00011723i,0.00038127-6.3524e-05i,-0.00028303+0.00079433i,0.00021451+0.0011805i,0.00025336+0.00098668i,0.00029817+0.00039964i,0.0004693+0.0003731i
0.002869-0.0039158i,0.0023705-0.0081075i,-0.00051195-0.0068198i,-0.0013079-0.0043787i,-0.0010587-0.0047394i,-0.0034901-0.0050134i,-0.0050309-0.0034512i,-0.0054363-0.0020499i,-0.0052806-0.0010527i,-0.0031708+4.511e-05i,-0.00048786+0.00023985i,0.00065817+0.00056312i,0.0016334+0.00071288i,0.00178-0.00091182i,0.001983-0.001661i,0.0017446-0.00094549i,0.0004566-0.00028793i,0.00018538+0.00099566i,0.00046007+0.0015491i,0.00058621+0.0013038i,0.0010281+0.00083246i,0.0014821+8.1662e-05i,0.0016469-0.0012766i
0.0071667-0.0072514i,0.0054164-0.010382i,0.0014805-0.0070641i,-0.00028205-0.0029793i,-0.00026609-0.0022254i,-0.00055983-0.0010846i,0.00054836+0.002414i,0.001941+0.0050593i,0.0027551+0.0051402i,0.0024953+0.0024247i,0.0012902+0.00015934i,0.00013953-8.2734e-06i,0.00010151+5.1237e-06i,0.0013018+0.00037849i,0.0014899+0.00074683i,0.00053195+0.0011275i,-0.00025251+0.0021456i,-0.0006845+0.0024479i,-0.00057452+0.0020757i,-0.00096951+0.0016327i,-0.00088782+0.00071947i,-0.00027736-0.0010697i,-0.00073612-0.0024015i
0.0078086-0.0056452i,0.0057284-0.0087171i,0.00039992-0.0065672i,-0.0017333-0.0022406i,-0.00019589-0.001587i,8.6595e-05-0.0029577i,0.0010964-0.0029174i,0.0040034-0.0028819i,0.0047845-0.0030812i,0.0027956-0.0032096i,0.00082507-0.0020587i,0.00025702+9.704e-05i,0.00066508-0.00026407i,0.0024774-0.0014237i,0.0026508-0.0012909i,0.0011344-0.00095687i,0.00037944-0.00075328i,-0.00010117+0.00031997i,-0.0001584+0.00073219i,-0.00060837+0.00085653i,-0.0011481+0.0013878i,-0.00043912+0.0014007i,0.00010062+0.00093574i
0.011883-0.0062343i,0.0098122-0.0093828i,0.0038637-0.008946i,-0.00012005-0.005677i,-0.00097677-0.0041323i,-0.0016698-0.0044002i,-0.0015689-0.0041343i,-0.0018222-0.0048451i,-0.0032372-0.0051482i,-0.0032758-0.0031752i,-0.0014485-0.00017146i,0.00079454+0.0017135i,0.0016126+0.0010441i,0.0015882-0.00029459i,0.00095488-0.00084504i,0.00012343-0.00097301i,-9.5557e-05+9.1635e-06i,-0.00042774+0.0012009i,-0.00011503+0.0018399i,-0.00022509+0.0015666i,0.00021575+0.00016069i,0.0011444-0.00060376i,0.0015832-0.00039556i
0.011554-0.0028853i,0.0093103-0.0043009i,0.0026284-0.0029621i,-0.00043508+8.5987e-05i,0.00018103-0.00066474i,-0.00020713-0.0037139i,-0.001776-0.0029801i,-0.002954+0.00083658i,-0.002002+0.0031671i,0.00043803+0.0028745i,0.0010895+0.0014972i,0.0010665+0.0012245i,0.0022949+0.0002969i,0.0025066-0.0015614i,0.0011176-0.0016578i,0.00033694-0.00074238i,-7.7307e-05+0.00040711i,-0.00091507+0.0010352i,-0.00083822+0.00089955i,-0.00031887+0.00080162i,-0.00038668+0.00036012i,-0.00046449-0.00042762i,-0.00043044-0.0011669i
0.0072662+0.0033251i,0.0043448+0.0013649i,-0.0017925+0.00051862i,-0.0033883+0.00071114i,-0.0017961-0.00024068i,-0.0011704-0.00179i,-0.00037994-0.00091553i,0.0017274+0.0011857i,0.0039013+0.0015553i,0.0042304+2.4145e-05i,0.0029242-0.0014349i,0.0018738-0.0011115i,0.0011711-0.00092909i,0.0011801-0.0022382i,0.00056205-0.0030422i,-0.00028742-0.0023476i,-5.9153e-05-0.00023612i,0.00019065+0.0011595i,7.5781e-05+0.00094913i,0.0001119+0.00064545i,0.00020126+0.000478i,-7.8139e-05+0.00039861i,-0.00016986+0.00058602i
0.0069866+0.0018065i,0.00486-0.0013091i,7.0089e-05-0.0025025i,-0.0012385-0.0013858i,0.0013504-0.001157i,0.0035643-0.0032464i,0.0043954-0.005213i,0.0039549-0.0052344i,0.0016957-0.0038383i,0.00041879-0.0016532i,0.00047372+0.00037908i,0.00097433+0.0010378i,0.0019266+0.00054619i,0.0014654-0.0016074i,0.0001223-0.0032805i,-0.00038505-0.0020517i,-0.00068635+0.00015424i,-0.00071767+0.0013309i,4.0176e-06+0.00089343i,0.00039412+1.217e-05i,0.00054934+5.8873e-05i,0.00090994-0.00063256i,0.001555-0.001462i
0.00637+0.0055573i,0.0040006+0.0027253i,-0.000716+0.0010098i,-0.0033372+0.0018217i,-0.0034108+4.996e-07i,-0.0026287-0.003409i,-0.0031107-0.0038747i,-0.0036018-0.0029378i,-0.003146-0.0017465i,-0.001505+0.00017501i,0.00048662+0.0014226i,0.0015672+0.0011444i,0.00092024-0.00064602i,-0.00059067-0.0028438i,-0.0011621-0.0032125i,-0.00053657-0.0021509i,-0.00059732-0.00039927i,-0.0003568+0.0014102i,2.8371e-05+0.0018086i,0.00052698+0.00029338i,0.00055877-0.00054516i,0.00056002-0.0010619i,0.0004574-0.00172i
0.0026849+0.00075597i,-0.00013979-0.0023097i,-0.004654-0.0042519i,-0.0061411-0.002696i,-0.0035742-0.0019644i,-0.0010358-0.0021i,0.00058566-0.0016244i,0.0011476+0.00065759i,0.00073674+0.0030621i,0.0012142+0.0021036i,0.0020706+4.4837e-05i,0.0015949-0.00083871i,-0.00012004-0.0013962i,-0.0013335-0.0021687i,-0.0018833-0.00207i,-0.0017997-0.0015734i,-0.00072033-0.00028456i,0.00023996+0.0011156i,0.00067007+0.0013619i,0.00076118+0.0011435i,0.00062942+0.00037081i,0.00069952+0.00035374i,0.00044095+0.0010944i
0.0046457-0.0007961i,0.0018841-0.0032115i,-0.00063865-0.0039945i,8.1114e-05-0.0033526i,0.00035492-0.0025554i,-0.00079578-0.0033218i,-0.00037064-0.0027444i,0.00227-0.001544i,0.0039269-0.0011627i,0.0022224-0.00082785i,0.00053957-0.00020305i,1.7293e-05+0.0007262i,-0.00084176+0.00091165i,-0.0019945-0.00056769i,-0.0030748-0.0017456i,-0.0024932-0.001323i,-0.0018203-0.00015996i,-0.0018986+0.00021018i,-0.0013383+0.00013069i,-0.00056863+0.00067711i,-0.0004179+0.00037576i,-0.00044737+0.00032284i,0.00015569-0.00013563i
0.0029478-0.00016372i,0.00042275-0.0029523i,-0.0034413-0.00082336i,-0.0042764+0.002037i,-0.0021013+0.001339i,-0.00041272+0.00014156i,-0.0001773-0.00059041i,-0.00017612-0.0021161i,-0.0010452-0.0035025i,-0.0011184-0.0021294i,-0.00021688+0.00080362i,0.00055843+0.0020316i,0.00099148+0.00063068i,8.0283e-05-0.0018034i,-0.00051826-0.0023483i,-0.00077862-0.00083378i,-0.0012208+0.00093322i,-0.0012092+0.00097832i,-0.00023424+0.00045129i,0.00045839+0.00032068i,-0.00019939+0.00013245i,-0.00025987+0.0001716i,4.7814e-06+0.00030472i
0.0054932-0.0023774i,0.0023271-0.0064448i,-0.0015204-0.0065175i,-0.0015269-0.0046411i,0.00055427-0.0052136i,0.0015394-0.0066726i,0.0017761-0.0059109i,0.00034347-0.0019838i,-0.0019374+0.0015562i,-0.0015441+0.0017275i,0.00058662+0.0012468i,0.00049389+0.00030053i,-0.001254-0.0010414i,-0.0024016-0.0025684i,-0.0026577-0.0030423i,-0.0020566-0.00069863i,-0.0013609+0.001262i,-0.0010054+0.00060979i,-0.00096397+0.00030054i,-0.0001571+5.7226e-05i,0.00043343-0.00013899i,-7.2646e-05+0.00029032i,-0.0010208+6.8362e-05i
0.00804+0.00083515i,0.0048081-0.0038857i,-9.7828e-05-0.0037913i,-0.0011319-0.00014295i,-0.001079-0.00030952i,-0.0023905-0.0019908i,-0.0012922-0.0016208i,0.00093241+0.00023223i,0.0016983+0.0012865i,0.001423+0.0011091i,-0.00012487+0.0012295i,-0.0014571+0.0019983i,-0.0023996+0.0024772i,-0.003672+0.001969i,-0.0044097+0.00074792i,-0.003953+0.0003266i,-0.0025627+0.0015634i,-0.0010182+0.0014872i,0.00023589-0.00015902i,0.00093431-0.00081672i,0.00094691-0.00093389i,0.00014643-0.00042161i,0.00018376-0.00014669i
0.0054782+0.00093751i,0.003014-0.0046348i,-0.00258-0.0057709i,-0.0048802-0.0035357i,-0.0026401-0.0034659i,-0.00076354-0.0044813i,-0.00050169-0.0040848i,-0.00039867-0.0038541i,-0.00015521-0.0044683i,-0.00076616-0.0036661i,-0.0011058-0.0007447i,-0.00036795+0.0017158i,-0.00013168+0.002018i,-0.0015784+0.0011289i,-0.0030197+0.00047044i,-0.0023778+0.00079985i,-0.000995+0.0014036i,-2.4911e-05+0.0013981i,0.00054007-3.6502e-05i,0.00016417-0.001036i,-0.00022856-0.00073001i,-0.00021259-0.0010852i,-0.00060165-0.0018434i
0.0018917+0.0018846i,0.00045006-0.0049593i,-0.0020379-0.0076667i,-0.0016856-0.0059479i,-0.00062945-0.0055394i,-0.0012251-0.0047393i,-0.00081636-0.0018615i,-0.00095436-0.0002698i,-0.0030276+0.00018574i,-0.0030894+0.00028324i,-0.0011629+0.0013409i,-0.00019652+0.0015736i,-0.0017039+0.00022012i,-0.0039547-0.00078565i,-0.004998-0.0011911i,-0.0038731-0.00042438i,-0.0016076+0.00066026i,-0.00010357+0.00080517i,0.00056415+0.00056846i,0.00052703+0.0002663i,0.00023413-0.00012959i,-2.5835e-05-0.00011782i,-0.00046321-1.9103e-05i
0.0024744+0.0025935i,0.0038929+3.9007e-05i,0.0026694+0.0014229i,0.0014204+0.0024405i,0.0011639-0.0007995i,0.00010848-0.0026214i,0.00043113-0.0001169i,0.0014207+0.0024501i,0.0011291+0.0037739i,0.0013156+0.0036007i,0.0017757+0.0029199i,0.00051885+0.0028222i,-0.0024569+0.0022015i,-0.0057625+0.0012143i,-0.0067943+0.0010272i,-0.0049976+0.0016168i,-0.002694+0.0019663i,-0.0010338+0.0020245i,-8.6193e-05+0.0018677i,7.3302e-05+0.0014097i,0.00010325+0.00085083i,0.00061253+0.00057942i,0.0013468+0.00085228i
-0.0045628-0.0021011i,-0.0051161-0.0040611i,-0.008305-0.0046022i,-0.0073007-0.0026286i,-0.0025011-0.0020896i,-0.0011204-0.0051486i,-0.0017532-0.0065333i,-0.0002145-0.0046937i,0.0021236-0.0022491i,0.0033159-0.00071597i,0.0024578-0.00015843i,0.0010014+0.00044583i,-0.00022296+0.001088i,-0.0025378+0.0010444i,-0.0040275+0.00080973i,-0.0033566+0.00079302i,-0.0021957+0.0011769i,-0.00085431+0.00096962i,0.00050026-0.00011724i,0.0011569-0.00090026i,0.00033175-0.00017139i,-0.0006555+6.5914e-05i,-9.86e-05-0.0017059i
0.0017919-0.0082805i,0.0019664-0.01021i,0.0011236-0.0084691i,0.00041996-0.0046099i,0.00044915-0.0032302i,-0.00092561-0.0035834i,-0.0027973-0.0019768i,-0.0042061-0.00090221i,-0.0046304-0.0015247i,-0.0033057-0.0010656i,-0.0024021+0.0014551i,-0.0019189+0.0026008i,-0.0016083+0.0009763i,-0.0025755-0.00094374i,-0.0027821-0.0013557i,-0.0016042+0.00031743i,-0.00035951+0.0016877i,0.00042745+0.0015295i,-0.00015014+0.00091781i,2.9388e-05-0.00015422i,0.00033318-0.00046667i,-0.00031057-7.9131e-05i,-0.0010185+0.00028436i
0.0068702-0.0077851i,0.0064395-0.0080764i,0.0033962-0.0039927i,0.00066566+0.00018582i,0.00066769-0.00069367i,0.00043401-0.0027251i,-0.00026963+0.00064807i,-0.0014708+0.005151i,-0.0025517+0.0057047i,-0.002497+0.0050704i,-0.0011964+0.0052078i,-0.00085664+0.0051315i,-0.002216+0.0034801i,-0.0036666+0.001742i,-0.0043755+0.0013386i,-0.0032408+0.0018637i,-0.00271+0.0022703i,-0.0022106+0.0014129i,-0.00089529-3.2175e-05i,-0.00040836-0.00056099i,-0.0013578-0.00091579i,-0.0014797-0.00096218i,-0.00020767-0.00055887i
0.0066465-0.0043229i,0.0019076-0.0049376i,-0.0052541-0.0017736i,-0.0067353+5.3795e-05i,-0.0029362-0.0014683i,-0.0019766-0.0030208i,-0.0023221-0.0026451i,-6.215e-05-0.0010624i,0.0023741+0.00099837i,0.0028478+0.0021006i,0.0023757+0.0024281i,0.0010952+0.0027177i,-0.00030001+0.0032615i,-0.0024928+0.0031671i,-0.0038515+0.0018106i,-0.0021814+0.00078491i,-0.00054389+0.00073187i,0.00013786+0.00040963i,2.4281e-06-0.00063925i,-0.0012257-0.0011279i,-0.001904-6.8486e-06i,-0.0014826+0.0004609i,-0.00027829-0.0003075i
0.014322-0.0033258i,0.012294-0.0065235i,0.0077192-0.0068284i,0.0052428-0.0071417i,0.0044983-0.009237i,0.0021762-0.011856i,8.7562e-05-0.01086i,-0.00069728-0.0079333i,-0.00013752-0.0048502i,0.00024386-0.0032439i,-0.00069332-0.002137i,-0.0010998+0.0001615i,-0.00085279+0.0010696i,-0.0019393+0.00063205i,-0.0035511-0.00014891i,-0.0021064+9.7205e-05i,0.00034706+0.00096052i,0.0010929+0.00056595i,7.2113e-05+7.4596e-05i,-0.0013722-0.00059924i,-0.0017654-0.00031797i,-0.00070221-0.00017702i,5.7721e-05-0.001405i
0.010612+0.011125i,0.0087184+0.0081598i,0.0051244+0.0067201i,0.0020443+0.0038599i,0.0017053-0.00090947i,-0.00094173-0.003906i,-0.003966-0.00056733i,-0.0053722+0.0029965i,-0.005442+0.0034483i,-0.003777+0.00317i,-0.0023289+0.0032061i,-0.0017856+0.0031393i,-0.0029493+0.0022433i,-0.0046476+0.00066463i,-0.0043882+0.00039257i,-0.0015273+0.00054702i,0.00038036+0.00077185i,-0.00051096+0.0012418i,-0.001782+0.0013069i,-0.0020771+0.0004482i,-0.0022984-0.00012116i,-0.0013848+0.00026846i,-0.00075369+0.00059964i
0.0042279-0.024035i,-0.0070323-0.026946i,-0.02455-0.021634i,-0.025334-0.0070962i,-0.015332+0.0058191i,-0.00063449+0.010875i,0.0074409+0.0049074i,0.0066198+9.6548e-05i,0.0017732+0.0011577i,-0.0020506+0.0062541i,2.4614e-05+0.010759i,0.0034437+0.010772i,0.0063522+0.0096774i,0.0093978+0.011131i,0.010333+0.011859i,0.0069622+0.0079931i,0.0015804+0.0037186i,-0.00028652+0.0012925i,0.00093152-0.0013455i,-3.7141e-05-0.0036146i,-0.0024096-0.00369i,-0.0034148-0.0021377i,-0.0024993-0.00010088i
0.0080656-0.004892i,0.0038168-0.010048i,-0.0037602-0.010494i,-0.0051231-0.0052581i,-0.0018176-0.0016457i,0.0020132-0.00024315i,0.0041027-0.0022423i,0.0045965-0.0051631i,0.0033204-0.0049026i,0.00095008-0.0024301i,-0.0012896-7.6759e-05i,-0.0020159+0.0018579i,-0.00082895+0.0026638i,0.0012056+0.0030391i,0.0017681+0.0035383i,0.0010922+0.0023688i,0.00069636+0.0012674i,0.00048474+0.0013247i,0.00070373+0.00057449i,8.6559e-05-0.00022934i,-0.00084498+0.00014905i,-0.0018067+7.4771e-05i,-0.0018784-0.00016677i
0.002737-0.00052087i,-0.00032608-0.0049538i,-0.0063471-0.0052917i,-0.0071861-0.0014433i,-0.0026536-0.00045172i,0.0020451-0.0029765i,0.0018981-0.0042346i,-0.0013603-0.0033417i,-0.0039935-0.0020837i,-0.0051785-2.0692e-05i,-0.0043659+0.0028592i,-0.0028597+0.0051722i,-0.0020076+0.0052529i,-0.0021542+0.0040405i,-0.0014933+0.0029085i,-0.00087032+0.0019018i,-0.00061556+0.0016324i,-0.00048233+0.0013712i,-0.00085957+0.00043764i,-0.0016087-0.00055434i,-0.0016444-0.00043346i,-0.0010109+0.0005879i,-0.0013188+0.0011657i
0.0025785-0.0059551i,0.00084904-0.0093998i,-0.0018653-0.0082318i,-0.0022087-0.0052919i,-0.0015819-0.0043409i,-0.0013803-0.0033936i,0.00012386-0.00092139i,0.0018153+0.0033911i,0.0007936+0.0064735i,-0.00042511+0.0073295i,0.00039052+0.0069193i,0.0012166+0.0055411i,0.00097144+0.0037525i,0.0005589+0.0032775i,0.0003673+0.0040118i,0.0002131+0.0035775i,0.00014468+0.0021561i,-0.0001546+0.0014139i,-0.0011061+0.00096297i,-0.0013768+0.00054688i,-0.0020586+0.00042356i,-0.002491-0.00031481i,-0.0011648-0.0014459i
0.0055581-0.0086618i,0.003457-0.0098269i,-0.0042985-0.0054052i,-0.0058605-4.1893e-05i,-0.0013896+0.00108i,0.0014112-0.00018045i,0.002681-0.0013322i,0.0051767-0.002347i,0.006183-0.0024515i,0.0047053-0.0007903i,0.0029846+0.001396i,0.001505+0.0023613i,0.0015004+0.0019976i,0.0021029+0.0020035i,0.0022307+0.0024935i,0.0025989+0.0013915i,0.0021436+0.00053409i,0.00067394+0.00091998i,1.0879e-05+0.00064274i,-0.0010772+0.0009462i,-0.0019915+0.0014896i,-0.0020706+0.0015251i,-0.0023724+0.00058704i
0.0084194-0.008454i,0.0051528-0.0096198i,-0.0022154-0.0081989i,-0.0041832-0.0047854i,-0.00092766-0.003442i,0.001177-0.0041263i,0.00019011-0.0038495i,-0.0018013-0.0029057i,-0.0034508-0.0026214i,-0.0040257-0.0012761i,-0.0036492+0.0012206i,-0.0028229+0.0032761i,-0.0015522+0.0035159i,5.8137e-05+0.0026764i,0.0013206+0.0020974i,0.0014582+0.0015998i,0.00011997+0.0010267i,-0.0011874+0.00055483i,-0.0024998+0.00048997i,-0.003143+0.00058076i,-0.0026007+0.00058993i,-0.0015525+0.00089889i,-0.001112+0.0017693i
0.0094881-0.0044923i,0.0053896-0.0069102i,-0.0017677-0.0059225i,-0.0042056-0.0023989i,-0.0025337-0.0015894i,-0.00020781-0.0017704i,0.0017517+0.0011255i,0.002019+0.0043114i,0.00010034+0.0055342i,-0.0017322+0.0059528i,-0.0010951+0.0061691i,0.0010087+0.0055782i,0.0024421+0.0045523i,0.0022368+0.0033174i,0.0017441+0.002223i,0.00096765+0.0011301i,-0.00019761+0.00072944i,-0.00065989+0.00090954i,-0.0015976+0.00035982i,-0.0022881-0.00046578i,-0.0023644-0.00012916i,-0.0026439+0.00033569i,-0.0016761-0.00018746i
0.0096592-0.00010623i,0.0061654-0.0027128i,-0.0027361-0.0010055i,-0.0057984+0.0022962i,-0.0026078+0.00083206i,0.0010073-0.0040194i,0.0037397-0.0065681i,0.0060817-0.0041896i,0.0070823-0.00026181i,0.0060842+0.0014283i,0.0045886+0.0012233i,0.0033167+0.00069249i,0.0023759+0.00016892i,0.0020374+5.2958e-05i,0.0019331+0.00028618i,0.0024832+0.0010551i,0.0013873+0.0011688i,0.00035765+0.00040426i,-0.00065356-0.00023498i,-0.0022386-0.0003572i,-0.0024604+0.00052839i,-0.0023372+0.00071802i,-0.0017674+0.00024844i
