-0.00071665+0.0012323i,1.5474e-05+0.0017801i,-8.0538e-05+0.0017366i,-0.00078623+0.00088294i,-0.001168+0.00079974i,-0.0011041+0.0013047i,-5.0491e-05+0.0016351i,2.0345e-05+0.0018587i,-0.00025068+0.0016554i,-4.0572e-05+0.00092589i,0.00024286+0.00063877i,-6.1009e-05+0.00048408i,-0.00022369-0.00085348i,-0.00078224-0.0016334i,-0.00073025-0.0010951i,5.5318e-05-0.00026929i,-0.00042705-0.00038958i,-0.0012694-0.00011984i,-0.0007834+9.6845e-05i,0.00019897-0.00033462i,0.00026417-0.0010269i,-0.00014184-0.001017i,0.00027567-0.00043604i
0.00046815-0.00048359i,0.00082534-2.8731e-05i,0.00094525+0.0012396i,0.00082156+0.0010123i,0.000192+9.3407e-05i,-0.00040422-0.00050645i,-0.00031019-0.00040761i,-7.1216e-05+0.0008131i,0.00027276+0.0020019i,0.001141+0.002644i,0.0011123+0.0015677i,0.00010029-5.7612e-06i,-0.00027729-0.00035505i,-0.00019787-6.5988e-05i,0.0001298+0.00031128i,-8.7367e-05+0.00026832i,-0.00050211+0.00075013i,7.421e-05+0.0011333i,0.001089+0.00049976i,0.0011439-0.0003002i,0.00011293-0.0004964i,-0.00019997-0.00094065i,0.00010557-0.00099205i
-0.00087217+0.00047038i,-0.0013929+0.00029846i,-0.0015044+0.00025682i,-0.00097836-0.00027142i,-0.00083959-0.0012886i,-0.0007954-0.00098948i,-0.0010373+7.5546e-05i,-0.0008294+0.00064131i,-0.00034472+0.00073641i,0.00045108+0.0005313i,0.0014063+0.0006516i,0.0013955+0.0002492i,0.00042379-0.00056608i,-0.00024166-0.00057652i,-3.3042e-05+0.00012317i,-0.00036786+0.00017631i,-0.00048429-0.00048621i,-0.00023661-0.00023262i,-0.00025245+0.00030068i,-0.0001073+0.00060639i,0.00042798+0.0011558i,0.00018864+0.0010173i,-0.00016318+8.6356e-05i
0.00062837-0.00091537i,0.00070083+6.459e-05i,-0.00047966+0.0012723i,-0.0012185+0.0012266i,-0.0004695+0.00045643i,5.1399e-05+0.00050065i,5.535e-05-0.00020672i,-0.00063557-0.0014407i,-0.001062-0.001393i,-0.00080884-0.00021688i,-0.00077396+0.00019655i,-0.00030254-0.00037729i,0.00028968+1.8014e-05i,0.00028078+0.00011819i,0.00069327-0.00022042i,0.0013627-2.9048e-05i,0.00063367-0.00015953i,2.4197e-05-0.0004188i,-0.00024687-0.00032513i,0.00020915-0.00026048i,0.001113-1.0952e-05i,0.0007282+0.00035199i,-0.00029539-4.5196e-05i
-0.00039989+0.00085581i,0.00073872+0.00029123i,0.0013746+0.00038735i,0.0012189+0.00035451i,0.00099064-0.00026936i,5.0301e-05-6.6772e-06i,-0.0012138+0.00035727i,-0.0015513-0.00031834i,-0.00094921-0.00012502i,-0.00023755+0.0016462i,2.6723e-05+0.0019i,0.00069718+0.00018332i,0.0011714-0.00065124i,0.00073773-0.00035102i,0.0006939+0.00010633i,0.00037017+0.00044761i,0.00041218-0.0002702i,0.0008404-0.00045296i,0.00070725+0.00043021i,0.00028209+0.00018688i,0.00026271-6.0408e-05i,0.00043989+0.0003949i,-0.00015433-0.00044762i
0.0004986+0.0023551i,0.0018741+0.00079836i,0.0029211+0.00085648i,0.0029115+0.00088573i,0.0018703-0.00088094i,0.00059329-0.0021736i,-0.0005418-0.0017581i,-0.0010753-0.0004391i,-0.00040309+0.00077789i,0.00040781+0.0007453i,0.00016669+0.00065635i,-0.0004034+0.00030403i,-0.00065138-0.00037433i,-0.00068978-0.00035559i,-0.00064033-0.00033584i,-0.00033151+3.4585e-05i,-0.00012054+8.1701e-05i,-0.00052857-0.00042047i,-0.00046308-5.5811e-05i,-5.0699e-05+0.00059375i,0.00037465+0.00044646i,-8.22e-05+0.00027729i,-0.00078372+0.00033163i
-0.00017743-0.0006774i,-0.00076553+0.0004086i,-0.0013943+0.00070027i,-0.00057742+0.00039024i,2.6247e-05-1.5678e-05i,9.2585e-05+0.00023062i,-7.3456e-05+0.00056419i,-0.0004412+0.00036912i,-0.00083775-0.00016866i,-0.00085245-0.00034782i,-0.00045267+5.2229e-05i,-0.00067348-8.3092e-06i,7.5125e-05-0.00035164i,0.0011706-9.9317e-05i,0.0010702-0.00054732i,-6.5359e-05-0.0010406i,-0.00043888-0.00010291i,-0.00034779+0.0009011i,-0.00036474+0.0010211i,9.6213e-05+0.00048134i,-1.2632e-05+0.00037225i,-0.00047323+0.0002337i,8.9219e-05-0.00023923i
0.0015208-0.00023573i,0.0011217-0.00026364i,0.001853-0.00027833i,0.0021187-0.00076943i,0.0012477-0.0018598i,-8.9809e-05-0.0024449i,-0.00074834-0.0013802i,-4.1951e-05-0.00010063i,0.00051381+0.0010381i,-9.2021e-05+0.001052i,-0.00073758+0.00038695i,-0.00067009+0.00043413i,-0.00015936+0.00010105i,-0.00054452-0.0002037i,-0.00071686-0.00044195i,-0.0003055-0.00068624i,-0.00013671-0.00072377i,-0.00030066-0.00066705i,-0.00022944-0.00052015i,-0.00040887-0.00059036i,-0.00079237-0.00019546i,-0.00089996+0.00052223i,-0.00031716+0.00072632i
0.0019056-0.0010578i,0.0015159-0.0014619i,0.0016551-0.0022176i,0.0014709+4.205e-05i,0.0008475+0.0017068i,-0.0001607+0.00083597i,-0.00043795+0.00044692i,-0.00069788+0.0008605i,-0.00079668+0.00082246i,0.00020182+0.0013186i,0.0010464+0.0011746i,0.0011882+2.9374e-05i,0.0012677-0.00027994i,0.0015987-0.00026097i,0.0010169+0.00021918i,8.0203e-05+0.00037632i,-0.00094972+0.00046388i,-0.0011791+0.00029817i,-0.00023955+0.00049096i,-0.00027454+0.00083387i,-0.00096025+0.00059305i,-0.00071513-0.00020031i,-0.0001475-0.00049095i
0.00053621+0.00080181i,0.00057961+0.00081365i,0.0013353+0.00030847i,0.0022837-0.0013564i,0.0013003-0.001958i,0.00043169-0.0013513i,0.00039398-0.00049359i,0.00070353-0.00045967i,0.00077072-7.1991e-05i,0.00060189+0.00012825i,0.0002919+0.00049137i,-0.00015482+0.00068325i,-9.3284e-05+0.00063646i,0.00019035+0.00021439i,0.00019433-0.00018451i,0.00019561-0.00035157i,3.2193e-05-0.00026377i,0.0001826+0.0002069i,0.00070152+0.00037981i,0.00070968-0.0002234i,0.00014702-0.00049179i,-5.8642e-05+9.8111e-05i,2.7551e-05+0.00026109i
0.00061129-0.00094229i,-0.000714-0.0005018i,1.532e-05-0.00025194i,9.344e-05-0.00048096i,-0.00094897-0.00063374i,-0.00087277-0.00029561i,-0.00054629+0.00022344i,9.3845e-05-8.0926e-05i,0.00017856-0.00061377i,-0.0008139-0.00022974i,-0.0012869-0.00027482i,-0.00077824-0.001083i,8.864e-05-0.00073358i,0.0012778+0.0001705i,0.0011712+0.0005381i,0.00023472+0.00076481i,-0.0004255+0.00012016i,-0.00069598-0.00067463i,-0.00040449+2.5241e-05i,-0.00019179+0.00010166i,0.00045268-0.00064921i,0.00065695-0.00067247i,-5.5438e-05-0.0002413i
-0.0002793+0.00033605i,-0.00083662-0.00029798i,-0.00076268+0.00091456i,-0.00066784+0.001277i,2.8115e-05+0.00053652i,-0.00041226-0.0002367i,-0.00043935-0.00034812i,-4.1176e-05+7.4694e-05i,-0.00022626+0.0011989i,-7.381e-05+0.0015702i,0.00020523+0.0011958i,0.00042791+0.00087681i,5.6604e-05+0.00014537i,-0.00039973-0.00047223i,-0.00023753-0.00096934i,0.00018141-0.0007743i,0.00028289-3.9259e-07i,0.00024949+0.0004184i,-0.00011498+0.00038796i,-2.8352e-05+1.4164e-05i,-0.00041998-0.00063189i,-0.00055708-0.0011064i,-0.00037191-0.0011072i
-0.00060879-0.00065698i,0.00046477-8.2772e-05i,0.0005469+0.00047549i,0.0004255+0.00042301i,0.00080214+0.00019099i,0.00096239+0.00018996i,0.00031223+0.00034441i,-0.00023545+0.00051012i,-0.00038212+0.00045191i,-0.00054025+0.00022631i,0.00016894+0.0004134i,0.00056537+7.1567e-05i,0.00046945-0.00096584i,0.00048124-0.0010371i,0.0004988-0.0005512i,0.00035177-0.00097298i,-0.0001607-0.00080118i,-0.00074123-0.00019362i,-0.00074959-0.00053341i,-0.00052133-0.00036187i,1.4521e-05+0.0005417i,0.00021341+0.00078466i,-2.1526e-05+0.00061493i
0.00010106+0.00015974i,0.00063754+4.6513e-05i,0.0006842-0.00069476i,0.00079554-0.00024129i,0.00091721-6.1935e-05i,-0.00066325-0.0011558i,-0.001227-0.00074501i,-0.00063914+0.00018494i,6.5369e-05+0.00068954i,0.00054573+0.0012141i,5.9389e-05+0.00037876i,-9.3604e-05-6.8906e-05i,0.00032122+0.00036568i,-3.6566e-05+0.00033872i,-0.00026434+3.2263e-05i,-0.00022689+0.00027319i,-0.00049686+0.00045349i,7.9408e-05+0.00042339i,0.00066608+0.0008476i,0.00034048+0.00065668i,5.1517e-05+0.00029574i,3.2116e-05+0.00019192i,-0.00015658-0.00083084i
-7.916e-05+0.00025957i,-0.00080067+0.00060375i,-0.0001604+0.00060245i,0.00092415-0.00012461i,0.00085244-0.00058164i,-0.00050609-8.1745e-05i,-0.00096825+0.00065164i,-0.00093021+0.0006392i,-0.00077727+0.00070929i,-0.00043799+0.0011732i,-0.0001216+0.0013509i,-0.00034957+0.0008726i,-0.00059943+0.00051333i,0.00010683+0.00021636i,0.00052494+0.00053251i,0.0005142+0.0011633i,0.00069016+0.0010454i,0.00055041+0.00080079i,-0.0002987+0.00062485i,0.00012672+0.00043648i,0.0004901+0.00054774i,0.00029614+0.0001769i,8.7834e-05-0.0001624i
-0.00028288-0.00023506i,-0.00045558+0.00018768i,-0.0012806+0.00079046i,-0.0013047+0.0019234i,-0.00087981+0.0021221i,0.00028062+0.00059915i,0.00061705-0.00071955i,-0.00044541-0.0003287i,-0.0013032+0.0004126i,-0.00082637+0.00044362i,0.00041888+3.26e-07i,0.00092006-0.0002111i,0.00051609-3.6256e-05i,3.6733e-05+0.00030939i,-0.00031914+0.00030799i,3.977e-05+0.00040809i,0.00070087+0.00032092i,0.00041481+0.0002486i,5.2848e-05+0.00058903i,-3.197e-07+0.00042542i,-6.8565e-05+0.00036569i,-0.00043644+0.00040194i,-0.00010439+0.00042015i
0.0022455-0.00093937i,0.0022311-0.0015495i,0.0023769-0.0030642i,0.0017175-0.0036956i,0.00092509-0.003427i,-0.00038808-0.0017026i,-0.0010213+0.00028567i,-0.00049017+0.00038959i,-0.00040188-0.00052312i,-2.199e-05-0.00040691i,0.00032719+0.0002111i,0.00030228-0.00031554i,0.0010269-0.00035419i,0.0014248+0.00052375i,0.00086431+0.00049201i,0.00047614-0.00031927i,0.00030199+8.2469e-05i,5.8487e-05+0.00064716i,-0.00042301+0.00068727i,-0.00065746+0.00063567i,-0.00087405+0.00041463i,-0.00048934+0.00043896i,-0.00083464+0.00031177i
-0.0013823-0.00053456i,-0.0017589-0.00065634i,-0.002807-0.00044613i,-0.0030204+0.0010738i,-0.0021515+0.0011854i,-0.00021812+0.0013194i,0.00070015+0.00079103i,0.00015904-0.00063029i,0.00012465-0.00061752i,-0.0015673+0.0007012i,-0.0023492+0.00079622i,-0.00027819+0.00013341i,0.00076739+4.4202e-06i,0.0011542-0.00035952i,0.0011682-0.00052749i,0.00036141+0.00018071i,-5.8807e-05+0.00074873i,-0.00015065+5.1201e-05i,-6.8042e-06+0.0001525i,0.0001411+0.0010189i,0.00019418+0.00029795i,-0.00010122-0.00023568i,-0.00078453-0.00062979i
0.00077497-0.00082131i,0.0002203-0.00074049i,0.00043272-0.0002912i,0.00086048-0.00012806i,0.00058001-0.00040905i,-0.00082542-0.00085407i,-0.0011521-0.00061856i,-0.0010386-0.00024574i,-0.0014646+0.00023814i,-0.0012289+0.000438i,-0.00080058+0.00054683i,-0.00053062+0.00043766i,-0.00070599+0.00047623i,-0.00092379+0.00044138i,-0.00055933-0.00060085i,0.00019926-0.00029686i,0.00081859+0.00039908i,0.00024803+0.00050608i,0.00068315+0.00056891i,0.0009223+0.0008555i,0.00028169+0.00053426i,0.00017883-8.086e-06i,-4.2015e-05-0.0002603i
0.00025524-0.00023694i,0.0015921-3.8288e-05i,0.0016402+0.00028254i,0.00053967+0.00029715i,-0.00031438-0.00010982i,-0.0003184-6.6418e-05i,0.00014097+0.00039198i,0.00035454+0.00082808i,0.00043328+0.0011153i,0.00018826+0.001025i,0.00033536+0.00066271i,0.0010925+9.7421e-05i,0.00083183-0.00018771i,0.00043516-0.00025358i,0.00019191-0.00046043i,-0.00021531+7.0602e-05i,-0.00049919+9.7321e-05i,-0.00091767-4.0653e-05i,-0.00048728+5.0565e-05i,-0.00023589-0.00028453i,-4.0314e-05-0.0007328i,9.2081e-07-0.00057205i,0.00059901-0.00045655i
-0.0013611+0.0015425i,-0.0012153+0.00066947i,-0.00032778-0.00033357i,0.00025984+0.00030202i,0.00061921+0.00092769i,0.00080151+0.00042456i,-0.00033189-0.00039349i,-0.0010533-0.00038711i,-0.00037165+8.9888e-05i,0.00057453+0.00033491i,0.00031029+0.0005284i,-0.00011241+0.00043811i,5.2179e-05-9.8548e-05i,0.00036998-0.00071665i,0.00033214-0.0010097i,-0.00022807-0.00013786i,-0.00052845+0.00080434i,-0.00013612+0.00054752i,0.00010959+7.5464e-05i,-0.00010662-1.7542e-05i,-0.00049178+0.0003111i,-0.00031213+0.00015964i,0.000548-0.00019377i
-0.0005104+0.00069946i,-0.00034124-1.308e-05i,0.0013919+0.0015956i,0.0025911+0.0015297i,0.002351-0.00034195i,0.0017277-0.0017033i,0.00032182-0.0011982i,-0.00038722+0.00015611i,-0.00057626+0.00069555i,-0.00036427+0.0010604i,0.00028839+0.0012988i,0.00028133+0.00081813i,-0.00045636-9.7279e-05i,-0.00097834-0.00055598i,-0.0012452+0.00048931i,-0.0014229+0.00097652i,-0.0013601+0.00050595i,-0.00073049+0.00032138i,-0.00014587+0.00090272i,-0.0002924+0.00071111i,-0.0001759+0.00056718i,-0.00037582+0.00084733i,-0.0011415+0.00065777i
0.00055008+0.0023184i,-3.2173e-05+0.0023144i,0.00063561+0.0021694i,0.0015575+0.0015663i,0.001221+5.8163e-05i,0.00010668-0.00053211i,-0.00057779+0.00011766i,-0.00058119+0.00037544i,-0.00018863+0.0004866i,-0.00042485+0.0012423i,-0.00063194+0.00067159i,-0.0002511-0.00054388i,0.00012486-0.00074496i,0.00018449-0.00062766i,-0.00019931-0.0002808i,9.7976e-05+0.00028889i,0.00069985+0.00089317i,0.00068298+0.00085313i,0.00016761+0.00078281i,-0.00046902+0.0011672i,-0.00051902+0.00040988i,-0.00025175-0.00072555i,-0.00029752-0.0012146i
0.00045832+0.00018489i,0.0015238+0.0012281i,0.0015771+0.0019455i,0.0010416+0.0010757i,0.00082229-6.3966e-05i,0.00075949-0.00027311i,-7.0424e-05-0.00015802i,-0.00063563+0.00021937i,-0.00042463-4.5597e-07i,-0.00046128-0.00042301i,-0.00068176-0.00028593i,-0.00049612-1.8332e-05i,-0.00014658-0.00049911i,0.00086156-0.0005798i,0.0014283-0.00023132i,0.00010132+0.00015801i,-0.0011848+0.0003577i,-0.00037498+0.00085275i,0.00026007+0.0010936i,-0.00010543+0.00069508i,-0.0003384-2.3975e-05i,-0.00023096-0.00060363i,-0.00014804-0.00048126i
-0.0015153+0.00043408i,-0.00014922+0.00072111i,0.00062251+0.0008097i,0.00067793+0.00025356i,0.00024294-0.00049946i,0.00026767-0.00096967i,0.00013792-0.0012058i,-0.00022621-0.00095115i,-0.0005802-5.639e-05i,-0.00030882+0.00075095i,0.00027987+0.0011729i,0.00049223+0.0010325i,0.00034571+4.1713e-05i,0.0004738-0.00049766i,0.00036504-0.00036371i,-0.00012757-0.00017449i,2.7289e-05+0.00062888i,2.6461e-06+0.00081678i,7.3604e-05+0.00041628i,-1.4665e-05-0.00011224i,0.00027123-0.00052063i,0.00065935-0.00036785i,0.00050547-0.00073141i
-1.5944e-05-0.0010024i,-8.2389e-05-0.001025i,-5.4933e-05+0.0003537i,0.00015172+0.00066251i,0.00075029+0.00071751i,0.00070559+0.00055359i,-0.00017814+7.4963e-06i,-0.00087243+0.00040148i,-0.0011242+0.0013915i,-0.0010678+0.0017688i,-0.0006513+0.0010767i,0.00067374+0.00059096i,0.00087793-0.00020306i,0.00035997-0.0009267i,0.00012586-0.00031366i,-0.00023329-0.0001803i,-0.00015313-0.00023783i,-0.00040776+0.00037454i,-0.0009806+0.00015316i,-0.0010451-0.00019199i,-0.00081869-2.3369e-05i,-0.00015192+0.00051036i,-0.00070696+0.0005447i
-0.00085921+0.0023681i,-0.00015625+0.0021027i,0.0013637+0.0018345i,0.001914+0.002282i,0.0015032+0.0018019i,0.0012359-0.00012752i,0.00083035-0.0010655i,5.6384e-05-0.00073322i,-0.00054701+0.00026329i,-0.00034715+0.00073129i,0.00093773+0.00024113i,0.00046076+0.00016276i,-0.00017049-0.00035821i,0.0002003-0.00089874i,0.000208-0.00042463i,0.00052681-0.00018607i,0.0013816+6.4068e-05i,0.0011226+0.0003638i,0.00049011+0.00076355i,0.00011833+0.0009892i,8.5069e-05-0.0004852i,0.00087258-0.001061i,0.00089259-0.00089623i
0.00097435-0.0018158i,0.00045039-0.0021349i,2.2956e-05-0.002744i,-0.00012397-0.0024375i,-0.00059888-0.0023163i,-0.00089264-0.0017412i,-0.00018927-0.00081442i,0.0003177-0.00039444i,-8.65e-06-0.00045317i,7.669e-05-0.00030196i,0.00042719+0.0005249i,0.00037905+0.0010023i,-0.00030999+0.0015312i,-0.00040076+0.0016283i,0.00012801+0.00096916i,0.00023722+0.00011248i,-4.302e-05-2.215e-06i,-0.00015042+1.0962e-05i,-3.7335e-05-0.00028099i,0.00010357-0.00026148i,-0.00015588+2.3375e-06i,-0.00015753-0.00042012i,7.0881e-05-0.0012124i
0.0011811-0.00072877i,0.00029845-0.0014734i,-0.00030483-0.001765i,-0.00024572-0.00035546i,-0.00047442+0.00050555i,-0.00064724+0.00045713i,-0.0007327+0.00083078i,-0.00084+0.00085556i,-0.00097945+0.00018564i,-0.0010741-0.00059293i,-0.00034301-0.00018797i,0.00041976-0.00011583i,7.9713e-06+0.00040586i,-0.00040719+0.0007815i,-0.00061104-6.855e-07i,-0.00033557-0.00040657i,0.00073699-0.00016599i,0.0012334+0.00035465i,0.00037663+0.00023548i,-0.00031196-0.000501i,-5.4754e-05-0.0008323i,0.00037625-0.00083876i,0.00046156-0.0010278i
-0.0007576+0.00073554i,-0.00070769+0.00071675i,0.00050494-0.00028495i,0.00050314-0.0010776i,2.6739e-05-0.00017104i,0.00032021+0.00029935i,0.00058427-0.00064158i,0.00062345-0.0010666i,0.00039097-0.00071795i,0.00045693-0.00033615i,0.00012739+0.0004353i,-0.00028149+0.0006281i,-5.8448e-06+0.00025729i,0.00069042+0.0001562i,0.0010025+0.00026333i,0.00082887+0.00020123i,0.00079922+8.9928e-05i,0.00098829-0.0003688i,0.00051653-0.00013836i,-0.00010657+0.00012252i,-0.00064168-0.0002649i,-0.00069455-0.00064137i,-6.3853e-05-0.00030446i
-0.00034661-6.928e-05i,-0.00054152+0.0005308i,-0.00040804+0.0017248i,0.00016779+0.0011371i,0.00044992-0.00036986i,-0.00062786-0.00049993i,-0.0011854-0.00060597i,-0.00063867+0.00022633i,-0.00091126+0.00018254i,-0.00098824-0.00044618i,0.00019977-0.00083414i,0.00036253-0.00076174i,6.6903e-05-0.00029571i,0.00033547-0.00026458i,0.00030558-0.00052425i,-5.7585e-05-0.0003009i,-0.00035862+0.00031762i,-0.00030846+0.00083604i,-0.00026709+0.0011118i,-0.00027923+0.00033022i,1.0839e-05-0.0002385i,9.1941e-05+2.9627e-05i,0.00039027-0.00019672i
0.0018239-0.00062573i,0.0012125-4.7835e-05i,-1.7202e-05-0.00068043i,-0.001934-0.00098101i,-0.0021115-0.0012095i,-0.00078928-0.00067516i,9.524e-06-0.00013489i,-9.213e-06+0.00028875i,-0.00052548+0.00054472i,-0.00075081-0.00052904i,-3.6592e-05-0.0010979i,0.00092011-0.00081642i,0.0012559-0.00065519i,0.0010644-8.8409e-05i,0.00073028-0.00045042i,0.00083182-0.00065886i,0.00016029+0.000206i,-0.0010689+0.00079903i,-0.0014735+0.00030575i,-0.00049673+8.172e-05i,-0.00017505+2.8895e-05i,-0.00011909-0.00038189i,-6.0226e-05-0.0005215i
-0.0002398-0.00012991i,0.00064887-0.00084754i,-0.0001868-0.0010849i,-0.0012063-0.00075746i,-0.0014641-0.00029516i,-0.00088624-0.00021893i,-0.00048043+8.8673e-05i,-0.0010498+0.00031897i,-0.0017489+0.00045493i,-0.0016442+0.00053494i,0.0002507+0.00044597i,0.0008898+0.00055377i,0.00056671-0.00018985i,0.0010274-0.00090632i,0.0016511-0.00068086i,0.00097157-0.00017803i,0.00015533+0.00040673i,0.00011935+0.0010534i,-0.00035045+0.001417i,-0.00067352+0.00092651i,0.00042636+0.00013635i,0.0009138+9.2957e-05i,-1.096e-05-0.00044282i
-0.00055394-0.00054484i,-0.0016442-0.00014669i,-0.0013053+0.00014988i,-0.00023909-1.313e-05i,-0.00012315+0.00030175i,-0.00078875+0.00098761i,-0.0007981+0.0016312i,-0.00072276+0.0014837i,-0.0011617+0.0011395i,-0.0010601+0.00073193i,-0.00049668+0.00015248i,-0.0003179-0.00023221i,-0.00016241+4.941e-05i,-0.00025107+7.327e-05i,-0.00017609+4.6512e-05i,-0.00035637+0.00035665i,-0.00048111+0.00027448i,-2.1298e-05+0.00048264i,-3.0931e-05+0.00023275i,-0.0001429-5.0333e-05i,-0.00027004-7.1809e-05i,-0.00019276-0.0003417i,0.00045092-0.0011562i
-0.0019112-0.00016031i,-0.0010431-0.00067342i,-0.00077013+0.00010021i,-0.00030958+0.00068105i,0.0010354+0.00074927i,0.00091911+0.00020932i,-0.00013687-0.00049102i,-0.00045904-0.00069481i,-0.00028568+8.3553e-05i,-4.8223e-05+0.0011669i,3.8037e-05+0.0015531i,-9.254e-05+0.0009327i,-0.00022257+1.7345e-05i,-6.3129e-05-0.00069042i,0.00046655-0.00092268i,0.00023626-0.000837i,-0.00040183-0.000822i,-0.00047727-0.00095101i,3.6484e-05-0.00062687i,-0.00033686+0.00012696i,-0.00035659+0.00038423i,0.00015952+0.00011612i,0.00014553-0.00039623i
0.0001674+0.00091285i,0.00090191+0.00053158i,0.0011473-0.00073073i,0.00071329-0.0013248i,-0.0001089-0.0019702i,-0.00080289-0.0019688i,-0.00086665-0.00087309i,-0.00030504+0.00041447i,-0.0002043+0.00098105i,-3.1841e-05+0.0011734i,-0.00012437+0.0014117i,4.4982e-05+0.00081014i,0.00031176+0.00020129i,0.00029979+9.2025e-05i,0.00070536+0.00019341i,0.00058877+0.00020085i,0.00096537+0.00052455i,0.00096611+0.00088453i,5.2225e-05+0.00051185i,-0.00022261+0.0001299i,-6.4939e-06-8.6333e-05i,5.747e-05-0.00056181i,-0.0004317-0.00076041i
-0.00012662-0.0018579i,-0.0010954-0.0014624i,-0.0027219-0.0022083i,-0.0025603-0.0020243i,-0.0020827-0.00064893i,-0.0016231-0.00062019i,-0.0013797-0.0012883i,-0.0010342-0.0015695i,-0.00068792-0.00105i,-0.00068745-6.5822e-05i,-0.00058127+0.00054321i,0.00010665+0.00066759i,0.00095094+0.0003584i,0.0012576+9.3561e-05i,0.00085337+0.00011582i,0.00063475-0.00011539i,0.000609+0.00015497i,-8.0545e-05+0.00037076i,-0.00040077+0.00027586i,-0.0003024+0.0003726i,0.00034734+0.00034568i,0.00043001-8.2096e-05i,-0.00035024+8.4482e-05i
-0.00050279-0.00084391i,-0.00028968-0.00055774i,0.00068291-0.00047532i,0.0012855+0.0004924i,-0.00012966-0.00059203i,-0.0011329-0.0019835i,-0.0008488-0.0018362i,-0.00079908-0.001079i,-0.00089178-0.00055851i,-0.00052437-0.00031348i,-0.00026195+2.3841e-05i,0.00012731-0.00013259i,0.00057915-0.00041745i,0.0003577-0.0010044i,0.00055217-0.0015461i,0.0011401-0.001195i,0.0013347-0.00053342i,0.0012662-0.00017934i,0.00045425+0.00045838i,-0.00027268+0.00043338i,5.9324e-06+0.00042452i,-4.594e-06+0.00025026i,-0.00013364-6.8888e-05i
0.00038319-0.00096886i,0.00042458+0.00016196i,2.6473e-05-0.00018372i,-3.2028e-05-0.0009259i,-0.00017021-0.00076809i,-0.00063833-0.00078861i,-0.00098348-0.00066754i,-0.0011942-6.23e-05i,-0.00096413+0.00021983i,-0.00050568+0.00098753i,-0.00021317+0.0013567i,0.00013983+0.00014584i,1.5494e-05-0.00035388i,-0.00030047-0.00053807i,0.00031123-0.0008076i,0.00062059-0.00010686i,-0.00092594+0.00083258i,-0.00094199+0.0011962i,-1.5015e-05+0.00065598i,-0.00036078+0.00010319i,-0.00030552-7.2798e-05i,-0.00041377+1.452e-05i,-0.00070984-0.00048965i
0.00023355+0.00082774i,0.00014255+0.0012202i,0.00084755+0.00029121i,0.0010026-0.00052578i,9.0793e-05-0.0010261i,0.00069134-0.0012345i,0.00059391-0.00096978i,-0.0014062-0.00059167i,-0.0016077-5.147e-05i,-0.00039484+0.00059123i,-0.00060466+0.0011857i,-0.00060313+0.00081338i,-4.5878e-05+0.00038228i,9.2371e-05+0.00074695i,-0.00014235+0.00059997i,0.00022687+8.1554e-05i,0.00085161-0.00026916i,0.00029246-0.00061203i,-0.00079175-0.00030671i,-0.00077263-0.00030695i,-0.00032013-0.00022274i,-0.00049025+0.00012205i,-0.00045703-0.00021114i
0.0027075+0.00076129i,0.0022246-0.00093712i,0.002935-0.0017637i,0.0030965-0.0016481i,0.0015011-0.0017146i,0.00057809-0.0017824i,0.0005001-0.00075482i,0.00027247+0.00020273i,-0.00024123+0.00025996i,-0.00060295-0.00046969i,-0.00081417-0.00084145i,-0.00092883-0.00084988i,-0.0007543-0.00075731i,-0.00030561-0.00012234i,-0.00029187+0.00027133i,0.00047581-0.00012867i,0.00084737-0.00047444i,0.000386-0.00042437i,0.00024155+0.00053424i,0.00051788+0.00066247i,0.00064342-0.00056703i,8.6193e-05-0.0007517i,-0.0010608-0.00073974i
-0.00025739-0.00027172i,0.00057495+0.00039231i,0.00018767+0.00048349i,-0.0010174-0.00075033i,-0.00066447-0.0012549i,-8.5799e-05-0.001141i,-8.9203e-05-0.00078573i,-0.00048828-0.00031277i,-0.00038264-0.00025428i,0.00088169+3.5919e-05i,0.0011897+0.00091701i,1.1681e-05+0.00098318i,-0.00033423-0.00016612i,7.0692e-05-0.00044617i,0.00071501-0.0001184i,0.00037291+0.00020918i,-0.000696-7.1911e-05i,-0.00082224-0.00020959i,-0.00051683+0.00043172i,6.5555e-06+0.00021949i,0.0003978-0.00039808i,-9.4824e-05-0.00059742i,-0.00016339-0.00041619i
-0.00099639+0.00012844i,-0.00088824-0.00067787i,0.0002851+0.00018767i,0.0011336+0.00095744i,0.0014258+2.8772e-05i,0.0011196-0.00070306i,0.00086012-0.00031125i,0.00093445-0.00026042i,0.00027895-0.00035585i,-0.00019458-0.00043554i,0.00036256-8.3532e-05i,0.00061487-0.00021151i,0.00041022+3.4335e-05i,0.00025081+0.00098049i,0.00010174+0.00066579i,0.00014149-0.0003277i,0.0002456-0.00020317i,0.000273+1.6575e-05i,-5.0444e-05+9.4131e-05i,-0.00047068+0.00018072i,-0.00046026+3.9413e-05i,-0.00070144-0.00040691i,-0.00033672-0.00045717i
