-0.00029669+0.00043043i,0.0001576-0.00077983i,-0.00058841-0.0017729i,-0.0018302-0.0019173i,-0.0026892-0.0016227i,-0.0025272-0.0012384i,-0.0013504+0.00084632i,8.2043e-06+0.0026296i,0.00115+0.0018663i,0.0021404+0.00087655i,0.0018976+9.8082e-05i,0.00076075-0.0011313i,-0.00034932-0.0010235i,-0.00079999-5.0198e-05i,-0.00040504+0.00059642i,-0.00052839+0.00093825i,-0.00059167+9.6819e-05i,-0.00051477-0.00068575i,-1.1834e-05+0.00031103i,7.6406e-05+0.00052663i,-0.00056104+0.00011702i,-0.001032-0.00041235i,-0.0012678-0.00098985i
0.00013983-8.5653e-05i,0.00039379-0.00077452i,0.00032365-0.0015736i,-0.00097575-0.0018663i,-0.0018548-0.00072091i,-0.0017787+0.00063846i,-0.0011842-6.4583e-06i,-0.00079875-0.00024303i,-0.00080702+0.0003148i,-0.0010164+2.8991e-05i,-0.0011301-0.00029351i,-0.00034456-0.00038626i,0.001109+0.00023168i,0.00098185+0.00097028i,-0.00015101+0.00013695i,4.4593e-05-0.00042179i,-0.00037588-0.00017076i,-0.0011787-0.00029567i,-0.0004935-0.00031505i,0.00018346+0.00058i,0.00054152+0.0008751i,0.00021024+0.00044797i,-0.0002958+0.00016994i
-0.00055381-0.00066891i,0.00054421-0.00076076i,0.0013097-0.0016711i,0.0012087-0.0019474i,0.00024106-0.0025059i,-0.000324-0.0025954i,-0.00010192-0.00073059i,1.4826e-05+0.00042021i,0.00059669-0.00014613i,0.0012174-0.00087927i,0.0010315-0.00047455i,0.00049595+0.0002639i,0.00013942+0.00061155i,0.00067272+0.00026169i,0.0013376-0.00044693i,0.00082258-0.00070912i,0.00011857-0.00018222i,-0.00030293+0.00044131i,-0.00072194+0.00029685i,-0.00040067-0.00048725i,0.00017287-0.00088884i,0.00064238-0.0007735i,0.00068076-0.00089824i
0.0011348-1.8733e-05i,0.00055754+0.00041064i,0.00030657+9.6189e-05i,-0.00046419-0.00071916i,-0.0015245-0.0018089i,-0.0015109-0.0019292i,-0.00091239-0.00063354i,-0.0011604+0.00042109i,-0.0010495+0.00032679i,-0.00063092-8.1392e-05i,-0.00025275-0.00055556i,-0.00010212-0.001379i,-0.0004324-0.0010733i,-0.00074656-1.0081e-05i,-0.0002566-1.3754e-05i,0.00054253-0.0001655i,0.00025937-0.00032739i,-0.0001832-0.00083797i,0.00013724-0.00098079i,0.00036644-0.00026269i,-0.00012256+0.0003178i,-0.0006734+0.00036661i,-0.00012542+0.00058096i
-0.0013628-0.00054293i,-0.0014138-0.0012937i,-0.00095343-0.0013033i,-0.0014449-0.0019109i,-0.0020536-0.002669i,-0.0022432-0.002147i,-0.0017656-0.00070023i,-0.0013801+0.00029555i,-0.0010382+0.00033215i,0.00027283-0.00016114i,0.00054121-0.00063926i,-0.00042898-9.7615e-05i,-0.00075909+0.001018i,-0.0003719+0.0011335i,-0.00013181+0.00063482i,-0.0001564+0.00038408i,0.00023484-6.3495e-05i,0.00058447+1.5624e-05i,0.0003916+0.00058074i,0.00014832+0.00068269i,-0.0002751+0.00057186i,-0.00044114+0.00052742i,-0.00023222+0.00044326i
0.00061629+0.001287i,0.00094559+0.00081907i,0.00085025+0.00013521i,0.00025958+0.00052814i,-0.00026418+3.0562e-05i,7.2461e-05-0.00082391i,0.00037071-0.00096491i,-0.00031874-0.00015914i,-0.001108+0.00066865i,-0.00088011+0.00096732i,-0.00050806+0.00062384i,8.8058e-05+0.00020498i,0.00036776+0.00080801i,0.00028073+0.00064226i,0.00028356+0.00029382i,0.00026698+0.00041687i,-9.4405e-05-0.0003731i,-0.00025927-0.00087668i,-7.4404e-05-0.00016574i,-8.7932e-05+0.0007325i,0.00035696+0.00092727i,0.00043144+0.00089521i,-0.00015594+0.00073769i
-0.0002738+0.0004198i,0.00053335+0.00075197i,0.00054921+9.5658e-05i,0.0010949-0.0015059i,0.00041262-0.0030164i,-0.00040026-0.0023728i,-0.00057621-0.0012502i,-0.001173-0.00028988i,-0.0013438+0.00014487i,-0.00077092+0.00012294i,-0.00035788+0.00040989i,-0.0003074+0.0011629i,-0.00047995+0.0017267i,-0.00061958+0.00090506i,-0.000862-0.00069866i,-0.00084585-0.00056741i,0.00025374+0.00041557i,0.00065373+0.00065974i,0.00048175+0.00048761i,0.00067647+0.00043102i,0.00036037+0.00019401i,0.00078296-0.00019231i,0.0011043-0.0008142i
4.1263e-05+0.00038452i,-0.0011692-0.00083009i,-0.0010885-0.0021373i,-0.00043314-0.0019245i,-0.00039987-0.0019078i,-0.00065709-0.0013637i,-0.00093893-0.00062957i,-0.00043875-0.00022309i,0.00050782+8.0537e-06i,0.001028-0.00023408i,0.00068531-0.00028501i,-0.00050752-0.00013605i,-0.00076469-0.00047216i,0.00014525-0.00059301i,0.0006435-0.00083203i,0.0009022-0.00076412i,0.0010361-2.3682e-05i,0.00025546+0.00044363i,-6.2886e-05+0.00059266i,0.00034544+0.00034905i,0.00039312+0.00046266i,0.00023591+0.00095984i,-0.00018997+0.00093477i
-0.00063457+0.00036539i,1.7942e-05-0.0008248i,0.0006341-0.0008147i,0.00048688-0.001161i,0.00038017-0.0020948i,-2.5412e-05-0.0025577i,-0.00054087-0.0013256i,-0.00076656+0.00038748i,-0.00085429+0.0013064i,-0.00042387+0.0010387i,0.00057177+0.0002148i,0.00048542-0.00031261i,-0.00029895-0.0010277i,-0.0010842-0.00066561i,-0.0010004+0.00013784i,-0.00014083+0.00025496i,9.2367e-05+4.365e-05i,-0.00047875-8.2814e-05i,-0.00010951-0.00063256i,0.00017178-0.00083896i,-0.00041062-0.00027061i,-0.00049961+3.9827e-05i,-0.00024404+0.00043749i
-0.00079225-0.0014533i,-0.00037429-0.0015499i,-0.00073944-0.0020707i,-0.0011126-0.0014447i,-0.0017087-0.00056933i,-0.0019171-0.00016071i,-0.0017182+0.0001444i,-0.001064+0.00036085i,-0.00091915+0.00029361i,-0.00076856+0.00068618i,-0.00015261+0.0012184i,0.00014363+0.001237i,0.0002877+0.00078068i,-6.9376e-05+0.00066799i,-0.00028628+9.8564e-05i,0.00022049-0.00083859i,0.00072807-0.00060453i,0.00048793-0.00018123i,-0.00011418-0.00035362i,-0.0006625-0.00074685i,-0.00029549-0.00063247i,-0.00033348-7.5235e-05i,-0.00083523-0.00024637i
0.0019308+0.0027947i,0.0021288+0.0025345i,0.00244+0.0010709i,0.0023201-0.0017359i,0.002053-0.0031147i,0.00082032-0.002603i,-5.6809e-05-0.0016953i,-0.00018127-7.5615e-05i,-0.00032267+0.00072604i,-0.00023759+0.0005568i,4.9409e-05+0.00051414i,-6.1347e-05+8.9948e-05i,-0.00036441-8.8643e-05i,-0.00035865+0.00013407i,-0.0010818+0.00037043i,-0.00074502+0.00066379i,8.4724e-05+0.00058608i,0.00039775+0.00024618i,0.0001029+0.0002387i,-7.4763e-05+0.0004245i,0.00055107+0.00031605i,0.00066305+0.00044251i,-8.9858e-06+0.00016303i
0.00096435-0.0007032i,0.0014919-0.0016611i,0.0017784-0.0028329i,0.0013432-0.0035418i,2.0868e-05-0.0038776i,-0.00074934-0.0031439i,-0.00023363-0.0019433i,-6.3245e-05-0.00022832i,0.00025431+0.0013393i,0.00084373+0.00070611i,0.00094563-0.00065885i,-1.9455e-05-8.4336e-05i,-0.00058275+5.6993e-05i,7.4866e-05-0.00022773i,0.00043839+7.0492e-05i,0.00051791+0.00025682i,0.00033611+0.0004634i,1.8007e-05+9.03e-05i,8.3523e-05-7.9306e-05i,0.00034505+0.00054375i,0.00067115+0.0011872i,0.00023746+0.0014064i,9.6151e-06+0.00055775i
0.00055946-0.00052245i,0.0011329-0.00049072i,0.00096325-0.0016022i,0.0001237-0.0025081i,-0.00066238-0.0016099i,-0.00078097-0.00089819i,-0.0010526-0.00054538i,-0.0013715-0.0006723i,-0.00065463-0.00054686i,-0.00049157+0.00037634i,-0.00047111+0.00024673i,0.00038932+0.00020352i,0.00070355+0.00033074i,-0.00016146+8.4026e-05i,-0.00077646-0.00088123i,-0.00031546-0.0010945i,-0.00093642-0.00095778i,-0.0010767-0.00080489i,-0.00056717-0.0003418i,-0.00034804+0.00011525i,-8.3746e-05-0.00027037i,-3.865e-05-0.0012355i,-0.00031552-0.00052874i
0.0016248-0.0012045i,0.0015633-0.0018939i,0.00018008-0.0018594i,-0.0012036-0.0023574i,-0.0008686-0.0029463i,-0.0014719-0.0025323i,-0.0018112-0.00091339i,-0.00092663+0.00080638i,-0.00017069+0.00086073i,0.00089777+0.00091221i,0.00081674+0.0007572i,0.00013534+0.00045712i,0.00018893+0.00042211i,0.00026466-3.848e-05i,3.5767e-05-0.00062354i,7.7443e-05-0.00048434i,0.00016993-0.00064718i,-2.4563e-06-0.00041737i,-0.00040674-0.00011061i,-0.00037169-0.00060867i,7.5775e-05-0.00037459i,-0.0002991+0.00076913i,-0.00083106+0.00098817i
-0.00080881+0.00070774i,-0.00020084+0.0018897i,0.000393+0.0020181i,0.00018009+0.0014651i,-0.00078724+0.00042092i,-0.0014765-0.00090543i,-0.00094038-0.00053158i,-0.00037531+0.00048388i,-0.00018487+0.0011056i,1.5852e-05+0.00029111i,0.00052829-0.00069197i,0.001214-0.00083798i,0.00063391-0.00013266i,3.3394e-05+0.00037572i,0.00088286-1.4045e-05i,0.00065838+3.6083e-06i,1.5424e-05+0.00033248i,0.00033914+0.00025889i,0.00028686+0.00040878i,0.0002327+0.00074312i,0.00067432+0.00025721i,0.00080077-0.00046735i,0.00075686-0.00022092i
0.00097964+0.00037026i,0.00077259+0.0010865i,0.00047988+0.0012093i,0.0011669+8.4844e-05i,0.00025736-0.00074741i,-0.00063855-0.0012132i,-0.00026913-0.00090523i,-0.00037133+0.00032859i,-0.0005794+0.0013253i,6.1448e-05+0.00091756i,0.00055327+0.00021969i,0.00053669+0.00045456i,0.00034676+0.00038437i,-0.00011123-0.00033293i,-8.0508e-05-0.0003073i,0.00039732-0.00021479i,0.00058334-2.1058e-05i,-8.0087e-06-5.7977e-05i,-0.00051332-0.00033948i,-0.00021569+1.7194e-05i,0.00047977+0.00014205i,0.00055641+0.00022921i,-0.00012126+0.00020391i
-0.00090904+0.0008177i,-0.00081719+0.00040278i,-0.00036405-0.00055891i,0.00011776-0.001187i,0.00073166-0.00099943i,0.0003573-0.0013917i,3.2706e-05-0.00075262i,0.00021901+0.00010296i,0.0007083+0.00035106i,0.0012276+0.00052545i,0.00093044+0.0001836i,0.00051625+0.00049515i,0.00013145+0.00080012i,-0.00035281+0.0012005i,-0.00030525+0.00094716i,8.3717e-05-0.00029061i,0.00040483-0.00055061i,0.00027728-0.00047903i,0.00010656-0.00016319i,-0.00018478+0.00047545i,-4.1938e-05+0.00084616i,0.00020315+0.00058313i,0.00038836-0.00012063i
-0.0011855-0.0010961i,-0.0012795+0.00011713i,-0.00084321-0.00078489i,-0.00083075-0.0015473i,-0.00048976-0.0014882i,-6.5414e-05-0.0014431i,-0.0002437-0.00051008i,-0.00058733+0.00045309i,-0.0006124+0.00043193i,0.00033981+0.00035704i,0.00094241+0.00041473i,9.3771e-05-0.00053898i,7.315e-05-0.0014781i,0.00035255-0.0009045i,0.00053777-0.00033214i,0.00078922+4.4045e-05i,0.00035335+0.00043128i,-5.582e-05+0.00070447i,-0.00028545+0.001045i,-0.00010718+0.00078491i,0.00033738+0.00045953i,0.0012735+0.00037786i,0.0011769+0.00049723i
0.0006445-0.00066085i,0.0016911+3.2589e-05i,0.0011059-0.00041718i,6.6264e-05-0.0019223i,-0.00074805-0.0020861i,-0.0010302-0.0019462i,-0.001073-0.0019864i,-0.00074745-0.0012683i,-0.00072404+0.0004888i,-0.0011472+0.0011756i,-0.0004962+0.000784i,0.00043846+0.00054148i,0.00075443+0.0001449i,0.00053089+0.00020299i,0.00047105+0.00043901i,0.00035544-6.919e-07i,6.4155e-05-0.00043931i,-0.00026446+0.00021409i,-0.00086448+0.0010439i,-0.00098777+0.00070009i,-0.0002471+0.0011197i,0.00041575+0.00092867i,5.2711e-06-0.00023927i
-0.00112+0.0008751i,-0.00057185+0.0012327i,-0.00027978+0.0014436i,-0.00014817+0.00090652i,-0.00054644-0.00021331i,-0.0011351-0.0010076i,-0.00083462-0.0005415i,-0.00045302+0.00034273i,-0.00036559+0.00026249i,0.00015363+0.00054817i,0.00011217+0.00064847i,0.00010937+0.00061566i,-0.00020298+0.00052116i,-0.00041926+0.00013108i,-0.00053203+0.00022591i,-0.00064918+0.00068987i,-0.00037304+0.00012289i,-0.00052757-0.00044691i,-9.9668e-05-0.00018155i,0.00023051-0.00057915i,0.00018806-5.5144e-05i,0.00031653+0.00067423i,0.00052274+0.00043154i
0.002082+0.00128i,0.0026793-0.0002058i,0.0042492-0.0012902i,0.0044887-0.0027844i,0.0022115-0.0042658i,0.00055763-0.0038691i,-0.00039752-0.0018852i,-0.0011688-0.00057983i,-0.00067317-6.1126e-05i,0.00069593+0.00051907i,0.0013306+0.0012226i,5.0086e-05+0.00064405i,-0.00048202+0.00023088i,5.0271e-05+0.00056263i,6.4971e-05+0.0006598i,-0.00015878-0.00025592i,-0.00042703-0.0002277i,-8.2397e-05+0.00047739i,0.00023095-0.00019804i,-0.00027334-0.00058336i,-0.00031837+0.0001164i,-0.00012778+0.00093457i,-0.00035019+0.001001i
0.0022129+3.8894e-05i,0.0022864-0.0010772i,0.0012517-0.0016213i,4.5975e-05-0.0015736i,-0.0008236-0.0021219i,-0.0018535-0.0024006i,-0.0011764-0.0011584i,0.00033918-1.8897e-06i,0.00043337-0.00044595i,0.00049747-0.00019494i,0.00037745+0.0005152i,0.00077959+4.9039e-05i,0.00059809+0.00022017i,2.0636e-05+0.00073795i,0.00032502+0.001016i,-0.00023044+0.000534i,-0.00041615-0.00048865i,3.8768e-05-0.00081395i,-9.4035e-05-0.00065173i,-0.00013058+0.00018232i,0.00040341+0.0006805i,0.00053289+0.00060385i,-8.8715e-05+0.00051533i
-0.00017342+0.00010635i,0.00049083-0.00040641i,0.0007301-0.0014128i,0.00016885-0.0016313i,-0.0010873-0.0013561i,-0.0016027-0.00073733i,-0.00086628-0.00097375i,-0.00061541-0.0013117i,-0.00091601-0.0010212i,-6.0506e-05-0.00042438i,5.9572e-05+0.00020392i,-0.00064272+0.00074266i,1.8705e-05+0.00085728i,0.0011628+0.00032772i,0.00087041+0.00040218i,-0.00037547+0.00081215i,-0.00045377-3.6009e-06i,-5.4749e-05-0.00055791i,-4.7576e-05+0.00059751i,0.00020241+0.001033i,8.668e-05+0.00075654i,-0.00041032+0.00048878i,-0.00063663+4.0441e-05i
0.00071006-0.00026737i,0.001561-0.00067006i,0.0021207-0.0028369i,0.00073811-0.0030555i,-0.0016957-0.0015384i,-0.0018358-0.0005384i,-0.00074025-0.00069476i,-5.3701e-05+3.1788e-05i,-0.00010242+0.00097028i,-0.00014954+0.00085646i,0.0001553+0.00057579i,0.0003765+0.00015088i,0.0001315+0.00054918i,2.7244e-05+0.0011071i,5.7753e-06+0.0004823i,0.00052372-0.00049847i,0.0006397-0.0010912i,8.6536e-05-0.0010279i,0.00026279-0.00014229i,0.00040811+0.00027983i,-1.2487e-06+0.00065525i,-0.0005826+0.00011125i,-0.00020391-0.00023576i
-0.0007815-7.549e-05i,-0.00024251-0.00068411i,3.5385e-05-0.0019461i,0.00066592-0.0026244i,0.00079299-0.0028016i,0.00066034-0.0030073i,0.00037881-0.0019264i,0.00012475-0.00026991i,0.0004363+0.00092937i,0.00068271+0.00095931i,0.00094053+0.00027917i,0.00060635-0.00055356i,0.00024249-0.00070136i,-0.00021699-1.2233e-05i,0.00031796+0.00043009i,0.00021452+9.748e-05i,-0.00051578-0.00034251i,8.0289e-05-0.00089993i,0.00060247-0.00029181i,-0.00034138+0.0010211i,-0.0011247+0.00045691i,-0.00077665-7.0743e-05i,-0.00023795-0.00012821i
-0.0014351-0.00096626i,-0.0013494+0.00022667i,-0.0016296+0.0016755i,-0.0011852+0.0021695i,-0.00093898+0.00076925i,-0.0009865-0.00092625i,-0.00015655-0.00088703i,0.0002814-0.0004953i,-0.00039287-0.00039748i,-0.00011623-2.0942e-05i,0.0004916+0.00010204i,0.00065462-0.00075246i,0.00080834-0.00073722i,0.00030306-0.00041584i,-0.00022496-0.00055011i,-0.00031539-0.00015518i,0.00019231+0.00011329i,0.00024855+8.1392e-05i,-0.00035689+0.00022894i,-0.00065811-0.00011557i,-0.00052217-0.00054466i,-0.00046033-0.00047582i,-0.00049183-0.00039201i
-0.0013867-0.00048302i,-0.0023125+0.00025111i,-0.0024342+0.00035401i,-0.0012953-0.00073889i,-0.00012694-0.001574i,0.00085835-0.0012645i,0.0010058-0.000476i,0.00075264+0.00054925i,0.00048933+0.00083985i,0.00066785+0.00051957i,0.00081524+0.00025046i,0.00091522+0.00031929i,0.0006328+0.00064961i,-0.00035244-0.0001952i,-0.00069315-0.00072562i,-0.00021114+7.267e-05i,-0.00027363+0.00051616i,-0.00054661+2.0677e-05i,-4.2978e-05-0.00043234i,0.00052394+2.6979e-05i,0.00047227+0.00084646i,-0.00025008+0.00089447i,-0.00054135-0.00031007i
-0.0014657-6.0587e-05i,-0.0012846+8.8789e-05i,-0.001769-0.0011443i,-0.001321-0.0018983i,-0.0012708-0.00149i,-0.00086331-0.0010027i,-0.00054084-0.0007795i,-0.00070231-0.00050305i,-0.0005469+3.6787e-05i,-0.00034384+0.00073476i,-0.00021558+0.00095827i,0.00010833+0.00057924i,0.00044924-0.00030094i,-0.00023486-0.00043073i,-0.0007035+0.00089839i,-0.00057194+0.00078408i,7.3808e-07-0.00072009i,0.00033815-0.00056571i,0.00047326+0.00011446i,0.00037378+0.00079342i,0.00033442+0.00084619i,-5.9259e-06+0.00061502i,-0.00033608+0.00016412i
-0.00012017+0.00061684i,0.00078648+0.00058073i,0.0007963-0.00094684i,-1.4865e-05-0.0022591i,-0.00057133-0.0026465i,-0.00092423-0.0027484i,-0.001207-0.0016671i,-0.0013598-0.00090817i,-0.0014473-0.00021549i,-0.0011529+0.00029885i,-0.00073295+0.00052987i,-0.00077253+0.001299i,-0.00053474+0.0016199i,-0.0005943+0.00061099i,-0.00070262-0.00016625i,0.00023925-1.586e-05i,0.00020659-2.3524e-06i,-0.00042193-0.00032977i,-0.00053916-0.0007214i,-0.00027359-0.00033263i,-0.00027461+0.00088812i,0.00012619+0.0013046i,0.00036422+0.0014276i
0.00050529-0.00017417i,0.00065864+0.00038786i,0.0001634+0.00029871i,-0.00011458-0.00076665i,-0.0011864-0.0014385i,-0.0014268-0.0016028i,-0.0012151-0.0011235i,-0.0013879+5.4715e-05i,-0.00080068+0.0014164i,0.00015345+0.0014749i,0.00042716+0.00043616i,-0.00029221+0.00014633i,-0.00055156+0.00016071i,-0.00082414+7.7058e-05i,-0.00065843-0.00054145i,0.0003062-0.0009544i,0.00024574-0.00033865i,-0.00060308-0.00010076i,-0.00093739-0.00028756i,-0.00093157+0.0001264i,-0.0006451-7.1728e-05i,-0.00051237-2.439e-05i,-0.00048588-4.6362e-05i
-0.00017503+0.00015308i,-0.00097653+0.00032018i,-0.001178-0.00015291i,-0.0010454-0.0015369i,-0.00018512-0.0028476i,-0.00033683-0.0020715i,-0.0010447-0.0011167i,-0.00033524-0.0004595i,0.000276+0.00022746i,8.0687e-05+4.3131e-05i,3.9684e-05-0.00042882i,0.0003348+6.6499e-05i,0.00050405+0.00080821i,0.00068875+0.0012787i,0.00014709+0.0013024i,-0.0003267+0.00084587i,-4.0663e-05-0.00020847i,0.00063259-0.00028872i,0.00035742-0.00022287i,-8.2513e-06-0.00031643i,0.0007211+3.6174e-07i,0.00094105-0.00042206i,0.00099821-0.00030805i
-0.00057273+0.001132i,-0.00060668+0.0009598i,-7.827e-05+0.00079659i,0.0011852-0.0005836i,0.0018216-0.002129i,0.0008455-0.0034865i,-0.00046239-0.0025677i,-0.0017641-0.00011487i,-0.0015916+0.00093903i,-0.0002945+0.0010515i,0.00018935+0.00067352i,0.00025418+0.00053934i,-0.00012811+0.00062359i,3.3614e-06+0.00043203i,0.00055525+0.00017602i,0.0001873-8.7e-05i,-0.0004998-0.00056397i,-0.00055589-0.0011204i,-0.00011952-0.00057797i,-0.00080067-8.5569e-05i,-0.00032861-0.00015468i,0.00030581-0.00042243i,0.00066567-0.0006949i
-0.0012256+0.002084i,-0.0016826+0.0014358i,-0.00048332+0.00023529i,0.00063766-0.00073093i,-0.00091172-0.0010761i,-0.00138-0.00068417i,-0.00087095-0.00036136i,-0.0014304+1.8493e-05i,-0.00092436+0.00089756i,1.6747e-05+0.0011686i,0.00014039+0.00053851i,-6.9388e-05-0.00030381i,-0.00054092-0.0002432i,-0.00039842+0.00015485i,0.00017161-1.9022e-05i,0.00075389-0.00030796i,0.00057207-0.00071155i,0.0001548-0.00061477i,-0.00038619+2.2213e-05i,-0.00043705+0.00013349i,-0.00034896+0.00061054i,-0.00047763+0.00085664i,-0.00056202+6.5065e-05i
-0.00017439-0.0002435i,-9.8777e-05-0.00030791i,0.00033645-0.00047644i,-0.00034444-0.00070111i,-0.00082507-0.0010469i,-0.00011297-0.00038563i,0.0005924+0.00024088i,0.00029407+0.00040704i,-0.00020677+0.00037884i,4.6869e-05+0.0011499i,0.00048718+0.0015783i,0.00055142+0.0009465i,0.00016313-0.00013189i,2.8731e-05-0.0008229i,6.3484e-05-0.00067169i,5.2185e-05-0.00033068i,-0.00017349-0.00032257i,-0.00044054-0.00050822i,-0.00016525-0.00027151i,0.00030245+0.00012228i,0.00055273-0.00022004i,0.0013135-0.00049029i,0.001237-0.00010001i
0.0012786-0.00040418i,0.0009772-0.0001837i,0.0012448-0.001358i,-0.0001554-0.0028644i,-0.0013502-0.0038434i,-0.0014688-0.0031957i,-0.0020526-0.0012628i,-0.00104-0.00030452i,-0.00045036+0.00062934i,-0.00032508+0.0011282i,0.00070913+0.00076509i,0.0010131+0.00040518i,0.00048125-0.00046231i,0.00048852-0.00065135i,0.00034413-0.00017713i,0.0001966+0.00057583i,0.00010694+0.0012652i,-0.00028587+0.00062427i,-0.00039995-0.00035565i,-0.000103-0.00019662i,0.00050165+0.00015218i,0.00048703+3.5612e-05i,0.00010635-0.00028245i
-1.7747e-05+0.00068663i,0.00056616+0.00032002i,9.0748e-05-0.00029094i,-0.00032437-0.00051302i,-0.00044409-0.0014017i,-0.0010248-0.0020098i,-0.0012303-0.0015189i,-0.0010496-0.00081328i,-0.0010629+0.00035546i,-0.00044412+0.00048553i,0.00032437-0.00065799i,0.00020722-0.00067132i,-0.00018706-0.00019105i,-0.0006462-1.1038e-05i,-0.00089314+0.00023472i,-0.00041907+0.00019168i,3.1513e-05-0.00014516i,-0.00048014+0.00015071i,-0.0011248+0.00059979i,-0.00060678+0.00057544i,0.00022202-0.00013992i,0.00046203-0.00022341i,-0.00013527-5.3865e-05i
0.0017+6.5008e-05i,0.00092401-0.0010243i,0.0015523-0.0025303i,0.0014715-0.0035908i,0.00024502-0.0030729i,-0.00045148-0.0018778i,-0.00044899-0.0006367i,-0.00026347-0.00024695i,-0.00018908-0.00037855i,0.00011314-0.00036247i,0.00031016-0.00035878i,-0.00012506-0.00036273i,-0.00026278+0.0003952i,0.00079481+0.001307i,0.0012256+0.0010199i,0.00052266+0.00014115i,3.6747e-05+0.00015466i,-0.00070383-0.00019663i,-0.0012318-0.00053785i,-0.00069331-0.00026945i,0.00065646+1.9564e-06i,0.0004806+0.00048237i,-0.0001751+0.00030283i
0.00085849-0.00049626i,0.00012459-0.0010181i,-0.00056506-0.0019195i,-0.0019962-0.0024776i,-0.0028896-0.0032921i,-0.0027931-0.0025643i,-0.0020864-0.00049223i,-0.0008344+0.00050567i,-0.00043339-0.00018778i,0.00038635-0.00075617i,0.00099059-0.00097869i,0.00040203-0.00016847i,0.00022342+0.00080247i,6.4489e-07+0.0010443i,-5.1938e-05+0.0010123i,0.00041875+0.00072906i,0.000575-0.00033546i,0.00020092-0.00086035i,-0.00056835-0.0002659i,-0.001176+0.00024462i,-0.0011193-0.0004482i,-0.00076908-0.00076756i,-0.00035738-0.00051674i
0.0013783+0.001671i,0.0018292+0.0010032i,0.0018284-0.00046864i,0.0015355-0.0025997i,0.00037886-0.0034683i,-0.00075835-0.0026595i,-0.00060954-0.00096045i,-0.00034412+0.00053347i,-0.00045421+0.00061086i,0.00022732+9.7476e-05i,0.00059505+2.2734e-05i,-0.00017237+0.00033875i,-0.00029906+0.00028659i,0.00038493+9.4991e-05i,0.00024195+0.00039016i,0.00083909+8.2934e-05i,0.0010471-8.7852e-07i,0.00066992-0.00024049i,0.00071895-0.00021474i,0.00041269+0.00053022i,0.00045276+0.0010766i,0.00031527+0.00097854i,-0.00015884+0.00042049i
0.00069499-0.0014699i,7.521e-05-0.0016498i,0.00049043-0.001073i,0.00048342-0.001168i,-0.0005028-0.0025862i,-0.00099539-0.0026767i,-0.00041656-0.00099452i,0.00048279-0.00019839i,0.00050434+0.00025139i,0.00027192+0.00012842i,0.00032537-0.00065638i,0.0001243-0.00071122i,0.00013463+4.4641e-05i,0.00081213+0.00094253i,0.0011222+0.0009574i,0.0002077+0.00042718i,-0.00026272+0.00023339i,0.00015678-0.00012721i,0.00041001-0.00089389i,0.00041066-0.00089851i,0.00012372-0.00052401i,-0.00020462-0.0002392i,-0.00013358-6.9965e-05i
-0.0002731+0.00077023i,-0.00054855+0.00050598i,0.00037303-0.00076376i,0.0019176-0.0012112i,0.0021077-0.00084554i,0.00080517-0.00093166i,-0.00017028-0.0011901i,-0.00012789-0.00055908i,0.00029185+0.00031854i,0.00027227+0.0009362i,-7.5275e-05+0.0011601i,-0.00071125+0.00087535i,-0.00090218+0.00020566i,-0.00049924+0.00017946i,-0.00042908+0.00064703i,-0.00033343+0.00016743i,0.00037159-0.00029104i,-0.00026854+7.431e-05i,-0.00066591-0.00012493i,-0.00028444-0.00054514i,-0.0005872-0.00032341i,-0.00098373+0.00017619i,-0.00083167+0.00070218i
-0.00097468+0.00097928i,5.8922e-05+0.001385i,0.0010083+0.0012494i,0.00096394+0.00015694i,0.00088404-0.0014317i,-4.1671e-05-0.0016531i,-0.0010726-0.00056081i,-0.00099773+8.897e-05i,-3.4135e-05+0.00064105i,0.00089254+0.0016019i,0.00040517+0.0012717i,-0.00036855+5.203e-05i,-0.00048146-0.00074471i,-9.8791e-05-0.00037974i,0.00021448-1.1802e-05i,0.00028792-0.00023747i,-0.00013523-0.00026003i,-0.00051681-0.00053578i,-0.00029968+0.00015112i,3.0934e-05+0.0005995i,0.00012938+4.4743e-05i,0.00048637+0.00019834i,0.00078836+0.00093335i
0.00089651-1.6589e-05i,-0.0003768-0.00049371i,-0.00091614-0.00015384i,-0.00020221-0.0015203i,0.00046618-0.0029217i,-0.00044864-0.002844i,-0.0018211-0.0014799i,-0.0014291+0.00034795i,-0.0011156+0.00084801i,-0.001017+0.00069367i,-0.00024258+0.00079208i,0.00021235+0.00085895i,-0.00061882+0.00029361i,-0.0013268-4.9976e-05i,-0.00077751+7.554e-05i,4.5928e-06+0.0002464i,0.00042453+0.00074931i,0.00075822+0.00047879i,4.029e-05-8.5636e-05i,-0.00062046-0.00011414i,-0.00039015-0.00039532i,0.0003561-0.00098466i,0.00046707-0.00097525i
