-2.7816e-05+0.00097167i,0.0011768-0.00038129i,-0.00020933-0.0013263i,-0.0011671+2.3877e-05i,-0.0020845+0.0018474i,-0.002147+0.0015495i,-0.00059216+0.0014565i,0.00090236+0.0013073i,0.0015174+0.00051766i,0.0011642+0.00018986i,0.00064466-0.00014487i,0.00038442-0.00042124i,0.00012414-0.0007542i,-0.00055764-0.0010996i,-0.0013245+9.4398e-05i,-0.001046+0.00080094i,-1.8816e-05+8.4253e-05i,0.0004359-0.00037795i,0.00017317-0.00035214i,-0.00015154+0.00014329i,-0.00076051-1.5904e-05i,-0.00088647-0.00022941i,-0.00046316+1.992e-05i
9.2637e-05+0.00061614i,8.8508e-05+0.00041842i,-0.00024228-0.00043681i,-1.7928e-05-0.0010199i,-0.00010763-0.0003432i,0.00050575-0.00038776i,0.00067892-0.00088149i,0.0010111-0.0010348i,0.0009617-0.00050595i,0.00057769+0.0002568i,0.0004816-0.00016541i,0.00062672-0.0013591i,0.00037692-0.0010786i,-0.00029712-0.00052206i,-0.00067763-0.00023694i,-0.00065004+0.0001443i,-0.00011548-1.571e-05i,0.00034691+0.00029049i,0.0010645+0.00061322i,0.0011396+0.00066402i,0.0005708+0.00044724i,0.0002899-0.00012633i,-0.00020725-0.00019255i
-0.0028265+0.00144i,-0.0016743+0.0022884i,-0.00095709+0.0024349i,-0.00070099+0.0019548i,-0.00018465+0.0018411i,-0.00010538+0.0019311i,-0.00029514+0.0010233i,-0.00029512+0.00030591i,-5.9978e-05-0.00016345i,0.00027866-0.00037056i,0.00026401+0.00043337i,0.00010772+0.00025121i,-0.0002831-0.00048076i,-0.00099239+0.00037327i,-0.0010976+0.00074069i,-0.0008097+0.00045674i,-0.00056025+0.00050649i,0.00035844+0.00063426i,0.00066036-0.00011028i,0.00066931-0.00078702i,-0.00027196-0.00081295i,-0.0014707-0.00049118i,-0.0011928+0.00036145i
0.00064597-0.0014964i,0.00028134-0.0015645i,-0.00011649-0.0011719i,-0.00052411-0.0014474i,-0.00050078-0.00079522i,-0.00064239+0.0005095i,-0.00045323+0.00061132i,0.00029759+0.00010263i,0.00035798-0.00023797i,-0.00053724-0.00029534i,-0.00039508-0.00034122i,0.00039511-0.00019401i,-0.00014862+7.0072e-05i,-0.00082936+0.00053499i,-0.00045045+0.00045585i,0.00053113+0.00047973i,0.00045207+0.00082186i,-0.00023744+0.00071316i,-0.00072063+0.00067705i,0.00024256+3.7546e-05i,0.00077941-8.129e-07i,0.00059124+4.5504e-06i,0.00030822-0.0001604i
-0.0021467-0.00051416i,-0.0018769+0.00112i,-0.0019705+0.0022353i,-0.0020556+0.0026526i,-0.0013694+0.0027646i,-0.00024669+0.0020639i,-0.0002646+0.00091639i,-0.00057203+0.00027638i,-0.00067724-0.00075961i,-0.00074747-0.00055258i,-0.0004247-0.0005682i,-0.00011625-0.0015012i,6.2547e-05-0.0011392i,-0.0004665-0.00019796i,-0.00054347+2.1658e-05i,0.00026445-0.00031015i,-5.5222e-06-0.00053518i,-0.00085281-0.00026857i,-0.00072116-0.00020144i,-0.00031274-6.687e-05i,-0.00014967+0.00080558i,-0.00025935+0.00097571i,-0.00037374+0.00035022i
0.00033614+0.00046399i,0.00073349+0.00028499i,0.00099555-0.00029555i,0.00079075-0.00016711i,-5.3836e-06+0.00059969i,-8.625e-06+0.00070407i,7.9842e-05+0.00041211i,0.00026269+0.00057792i,-5.7587e-05+0.00087153i,-0.00065959+0.00077684i,-0.0004589-1.03e-05i,0.00017583-0.00063659i,0.00047024-0.00082582i,0.000116-0.00041189i,-0.00032816-0.00013072i,-0.00034946-0.00056387i,0.00031499-0.00023464i,0.00089477+0.00011078i,0.0007902+0.00098362i,0.0003109+0.0015494i,-0.00057235+0.00095339i,-0.000802+0.00054435i,-0.00031451+0.00057097i
0.00013049-0.0012151i,0.00061108-0.0013998i,0.00062503-0.0015786i,-0.00014177-0.0017315i,-0.00089694-0.00079659i,-0.0010069+0.00079854i,-0.00038671+0.0013755i,-0.00011144+0.00069929i,-0.00044625-0.00012578i,-0.00046468-0.00071854i,-0.00032926-0.00060477i,-0.00031204-0.00059832i,-0.00078277-0.00062164i,-0.00058401-0.00067303i,0.00011175-0.00021079i,-0.00030853+0.00063421i,-0.00079697+0.00080529i,-0.00068642+0.00087001i,-0.00057822+0.0003089i,-0.00052932-0.0005977i,-0.00031977-0.00083286i,-0.00059784-0.00048011i,-0.00085771-0.00035939i
0.0019451+0.0011987i,0.0023441+0.00040075i,0.0018871-8.4868e-05i,0.00087759-0.00071875i,0.00095257-0.0011877i,0.00013214-0.00022875i,-0.00059537+0.00073597i,-7.666e-05+0.00078728i,0.00024184+0.0001942i,0.0002718-7.4381e-05i,-0.00034421+0.00020947i,-0.00035266+0.00050268i,0.00017158+0.0007936i,-0.00025609+0.00055011i,-0.00017979+0.00039483i,0.00032499+0.00051455i,0.00032251+0.00045274i,0.00099393+0.00040105i,0.0014497-0.0002165i,0.00047656-0.00036248i,-1.258e-05-0.00017921i,0.0001537-0.00010645i,-0.00038477+0.0001352i
-0.00057077+0.00091202i,0.00069362+0.00023343i,0.0004481+0.00015663i,0.0003938+0.00042999i,0.00083253+0.00013364i,0.00098624-0.00031184i,-0.00034252+0.00018428i,-0.0010302+8.2354e-05i,-0.00050296+2.4718e-05i,-8.1609e-05+0.00034715i,-0.00027503+0.00090274i,0.00020215+0.00047153i,0.00018955-0.00023707i,-0.00052156-0.00026555i,-0.00057286-3.097e-05i,-0.00016389+0.00036581i,0.0004157-3.4805e-05i,-0.00011412-0.00077474i,-0.00083379-0.00056485i,-0.00088009+0.00048215i,-0.00037588+0.00071452i,0.00040348-2.2997e-06i,7.8293e-05+2.5694e-05i
0.00061104+0.00081927i,0.00074654+0.00032477i,0.0010772-0.00086158i,0.00028079-0.001421i,-0.00056456-0.00046694i,-0.0013226+0.0008072i,-0.0013355+0.0010357i,7.006e-05+0.00036196i,0.0011062-0.00037027i,0.00070779-0.00040821i,0.00079003-0.00046923i,0.00097213-0.00048514i,0.00045418+0.00031362i,-0.0001926+0.00094039i,-0.00018087+0.00062217i,0.00066829+0.00018283i,0.00094026-2.4212e-05i,0.00087406-0.0004641i,0.00093699+0.00021227i,0.00024348+0.0013779i,-0.00027488+0.00091842i,-0.00029183+4.3449e-05i,0.00033246-0.0002111i
0.0010511+0.00034843i,0.002296+0.0005434i,0.001448+0.00032776i,-0.00044332+0.00040046i,-0.00020888+0.00065966i,-3.5573e-05+0.00053499i,-0.00020962+0.00080668i,0.00032356+0.00090439i,0.00036043+8.5667e-05i,0.00037273-0.00035705i,0.0005148-0.00049782i,0.00062415-0.0009591i,-7.031e-05-0.0004986i,-0.0016109-3.9471e-05i,-0.0020087-0.00065831i,-0.00075046-0.00078154i,-0.00016383+0.00013643i,-0.00043686+0.00036089i,-0.0005068-0.00053654i,-0.00016018-0.0007404i,0.00027337-0.00015901i,0.00016604-0.00028354i,-0.00067955-0.00013088i
-0.00017441+0.00044333i,-0.00022784+0.00092802i,-0.00012235+0.00062823i,-5.7555e-05-9.453e-05i,-0.00020536+0.00033975i,-0.00054488+0.0010877i,-0.00025406+0.00081904i,0.00042837+0.00011444i,0.00050249-0.00028748i,-0.00027123-6.5183e-06i,-0.00056677+0.00058737i,5.569e-05+0.00061874i,-0.00041054+4.174e-05i,-0.00064812-0.00037553i,-0.00029515-0.00045524i,9.0842e-05-0.00029408i,0.00058324+9.294e-05i,0.0006439+0.00094268i,6.7482e-05+0.0003579i,-0.00036285+4.5942e-05i,-0.00038627+0.00036737i,-0.00066292-0.00016016i,-0.00051609-0.00080696i
0.0011813+0.00027956i,-0.00028166-0.0019062i,6.6367e-05-0.0028774i,0.000438-0.0017831i,0.00039219-0.00084131i,0.00012281-0.00046754i,-0.00013671-0.00015873i,0.00010486-1.428e-05i,0.00025677-0.00042891i,5.7767e-05-0.00023952i,0.00036215-2.9819e-05i,1.0863e-05-8.1475e-05i,-0.00088106+0.0001574i,-0.001225-0.0005431i,-0.00020564-0.0010112i,0.00062472-0.00019041i,-0.00034306+0.00062725i,-0.00012962+0.00058005i,0.00059422+7.956e-05i,-6.733e-05-2.1818e-05i,-0.00055518+6.3327e-06i,5.3186e-05+8.0559e-05i,0.00031682+0.00011257i
-0.00027183-0.00031717i,0.00025789-0.00011717i,0.00093566+0.00027139i,0.00031756+5.8885e-05i,-0.00097135+7.1585e-05i,-0.0011846+0.0009575i,-0.00042656+0.00088775i,7.3098e-05+0.00053165i,5.8835e-05+0.00069474i,0.00095024+0.00067504i,0.0011786+0.00058916i,0.0010729+0.00081322i,0.00097932+0.00062981i,0.00028918+9.2974e-05i,-0.00029726-0.00015926i,-0.00074314-0.00029874i,-0.00027117-0.00029044i,8.3678e-05-0.00091089i,-2.7413e-05-0.00071768i,-7.196e-05-0.00039336i,0.00022754-0.00065461i,-2.7173e-05-0.00065505i,-0.00015726-0.0010156i
0.0019086-0.00082625i,0.00079319-0.0016676i,-0.00039112-0.002418i,-0.0013712-0.0013259i,-0.0017184-0.00052063i,-0.0013093-0.0002067i,-0.00068392-9.4554e-05i,0.00041887+0.00031374i,0.0012797+0.00051634i,0.00049113-0.00013394i,-3.9089e-05-0.00078076i,0.00014289-0.00041804i,-0.00053527+0.00023545i,-0.0009897+0.0012791i,-0.0004662+0.0012057i,-5.7912e-05+0.00037107i,-0.0006004+0.00032993i,-0.0011038+4.8167e-05i,-0.00063596-0.00016409i,0.00016756-3.2986e-05i,-0.00042679-0.0002091i,-0.0013339-0.00010082i,-0.0010041+1.8337e-05i
-0.00075895-0.00071543i,-0.0012886+0.00055133i,-0.0013957+0.001605i,-0.0011647+0.0013899i,-0.00060297+0.0014595i,-0.00027932+0.0020136i,-0.00069878+0.0012358i,-0.00019277+0.00025652i,0.00050053-0.00026889i,5.0841e-05-0.00040183i,-0.00021437-0.00021321i,-0.00049347-4.5554e-05i,-0.00028452-0.00031565i,0.00049095-0.0003262i,0.00069459+0.00033065i,0.0004702+0.00075495i,-0.00040146+0.00017391i,-0.00090162-0.00045822i,-9.3343e-05-0.00069223i,0.00030472-0.00064536i,9.6662e-05-0.00050653i,0.00020812-0.0001595i,0.00018635+0.00035993i
3.5468e-05+0.0013069i,0.00025249+0.00030216i,0.00071587-0.00086097i,9.7382e-05-0.0012082i,-0.0009491-0.00084797i,-0.00070465+6.7968e-05i,-0.00032651+0.00077854i,-0.00035313+0.0010497i,-0.00081041+0.0012782i,7.6514e-06+0.00043238i,0.0011788-6.8862e-05i,0.00031201-5.8213e-07i,-0.00085535-0.00032597i,-0.00090743-0.00012981i,-0.00094353-3.9829e-05i,-0.00028334-0.00034442i,-9.1715e-05-0.00068776i,9.9069e-05-0.00073071i,0.0013313-0.00020454i,0.001222+0.00014199i,8.1174e-05+0.00039289i,-0.00030791+0.00056967i,8.0663e-05+0.00038777i
2.8041e-05+0.00044199i,-0.00065021-0.00039089i,-0.00015695-0.00030439i,3.2294e-05+5.3315e-05i,-0.00077943+0.00048892i,-0.0011822+0.00011466i,-0.0003618+0.00033042i,0.00084928+0.00025288i,0.00057715-0.00016028i,0.00028769-0.00010524i,0.00079162-0.0001228i,0.00050736-0.00016063i,-4.959e-05-0.00058209i,-0.00010751-0.00074616i,-0.00011937-0.00014522i,-0.0004967+0.00043149i,-0.00095348+0.00037656i,-0.00082188-1.519e-05i,-0.00035935-0.00017053i,-0.00046441-0.00019287i,-0.00041099-0.00017034i,-7.4024e-05-0.00014096i,1.9667e-05-0.00053671i
-0.00032952-0.0012512i,-0.0009601+0.00063848i,-0.0014405+0.0011858i,-0.0001816+0.00056545i,0.00025661+0.00053793i,0.00054718+0.00074634i,0.00048753+0.00050938i,-4.3579e-05-0.00023291i,0.00017716-0.00035334i,0.00037559+0.00019733i,-0.00060362+0.00091729i,-0.00079339+0.00097285i,8.9386e-05+0.00045308i,0.00023496+0.00012682i,-0.00045349-0.00034108i,-0.0010539+0.00025874i,-0.00037939+0.00047302i,0.000428+0.0002895i,0.00020173+0.00035432i,-0.00083711+0.00022906i,-0.00092535-0.00078384i,0.00013282-0.0012452i,0.00018232-0.00039433i
0.00018677-0.00037784i,0.00018897-0.00088956i,-4.1197e-05-0.00062129i,-0.00034686+0.00013746i,2.0238e-05+0.0012772i,0.00049939+0.0014916i,0.00048466+0.00056567i,-0.0002113-4.6086e-05i,-0.00058551+0.00022945i,-0.0002114+1.2816e-05i,0.00010179-0.00022774i,0.00027028-0.00034769i,-5.4091e-05-0.00087156i,-0.00050481-0.00097009i,-0.00073138-0.00033549i,-0.00025764+6.4518e-05i,0.00050589-3.7146e-05i,-1.9632e-05+3.6181e-05i,-0.00050457-8.6528e-05i,-0.0001942-6.9268e-05i,-0.00011652-0.00031401i,-0.00039169-0.0003905i,-0.00021885-0.000563i
-0.00031227+0.00090075i,0.00012068-4.3217e-05i,0.00083298+0.00037094i,0.0010299+0.00043835i,0.00036953+0.00018823i,-0.00056718+0.00020413i,-0.00063583+0.00040795i,-0.00026941+0.00065324i,-2.4032e-05+0.00015374i,0.00022747-0.0005567i,4.0702e-06-0.00015333i,-0.00046559+0.00024156i,-0.0011859+0.00076709i,-0.00078267+0.0010636i,0.00035631+0.00025589i,0.00094059+5.35e-05i,0.0011479+0.00028244i,0.0012074+0.00052838i,0.00044014+0.00067719i,-0.00076986+0.0004786i,-0.0015762+0.00056545i,-0.00093677+0.00045314i,-8.7412e-05+0.00017343i
-0.00104-0.00035739i,-0.00078694-0.000359i,-0.0010463+0.00064699i,-0.0015309+0.0015192i,-0.0015233+0.0012006i,-0.0010284+0.0008669i,-0.00051719+0.00083111i,0.00012255+0.00034175i,0.00034938+0.00017559i,0.00033854+0.0008436i,0.00054318+0.00056539i,0.00067592-0.00078729i,0.00088979-0.0014741i,0.00049909-0.00112i,0.00053954-2.7547e-05i,0.00016752+0.0010376i,-0.00013096+0.00061302i,-0.00019197-0.00064147i,-8.8176e-05-0.00086091i,-3.8044e-05-1.5153e-05i,-9.8199e-05+8.6252e-05i,-0.00041053-0.00075494i,-0.00048179-0.0013424i
-0.00027917+0.00026362i,-0.00028131+0.00059539i,0.00014928+0.00074569i,0.0010169+0.0016536i,0.0013088+0.0021003i,0.0010348+0.0018804i,0.00043482+0.0014477i,0.00049915+0.00035923i,0.00071633+0.00062091i,0.0006837+0.0011121i,0.00091525+0.00066234i,0.00086861+0.0001927i,0.00017401-0.00072333i,0.00010146-0.00091003i,6.7302e-05-0.0006929i,0.00022526-0.00095991i,0.00041047-0.00084955i,-0.00026138-0.00025935i,-0.00082008+0.00019242i,-0.00065767-7.2025e-05i,2.2977e-05-0.00030131i,0.00095436+5.3622e-05i,0.00027266+0.00033881i
-0.0014451+0.00022347i,-0.0012563-0.00029242i,-0.00093743-0.00083067i,-0.0009028-0.0014518i,-0.00046991-0.00035852i,-0.00030412+0.00038824i,8.4556e-05-0.00022149i,0.00060424-0.00029206i,0.00034291-1.8197e-05i,8.0014e-05-0.00020407i,0.00036243-0.00043975i,0.0004508-0.0011799i,5.2774e-05-0.001681i,-0.00027866-0.00084461i,2.3042e-05-2.2859e-05i,4.4375e-05-3.3546e-06i,-0.00012879-0.00035674i,-1.4874e-06-0.00031969i,-0.00078721+3.9734e-05i,-0.00082875-0.00016562i,-0.0009378+0.00012975i,-0.00085553-2.257e-06i,0.00043625-1.7487e-05i
-0.0019014+0.00015103i,-0.0028657+0.00092392i,-0.0030598+0.0010646i,-0.0022232+0.0010367i,-0.0010509+0.0012768i,-0.00064538+0.0013139i,-0.00068232+0.00097894i,-0.00046695+0.00066556i,0.0001748+0.00046283i,0.00076089+0.00064745i,0.00098532+0.0010614i,0.001025+0.00092817i,0.00043933+0.0004909i,0.00020431+0.00019402i,0.00028899+0.00037501i,0.0003356+0.00022347i,0.00036025+0.00010021i,0.00058141-0.00032614i,0.0013483-0.0005284i,0.00093156-0.00021827i,-5.9074e-05-0.0001969i,-0.00026295-5.6867e-05i,-0.00055409+0.00013602i
0.0010819-0.00064745i,0.0016957-0.001408i,0.0015372-0.0019193i,0.00024781-0.0018663i,6.5103e-05-0.00069779i,0.00013883+0.00023482i,-0.00021589+0.00081109i,-0.00049865+0.0010093i,-0.00026163+0.00021054i,0.00031045-0.00022619i,0.00019441+0.00030702i,3.2276e-05+0.00044231i,-0.00062-6.4483e-05i,-0.0003825+0.00083044i,0.00033879+0.0012789i,-0.00029838-2.24e-05i,-0.00030574-0.00025463i,0.00064899+0.00015541i,0.0006489+0.00018838i,-2.8549e-05+0.00024169i,-0.00087808-0.00043653i,-0.00074925-0.00061971i,-0.00020246-0.0002503i
-0.0023517+0.00094748i,-0.0017385+0.0020085i,-0.0016012+0.0025523i,-0.00099362+0.0026767i,0.00017165+0.00232i,0.0013421+0.0021353i,0.0011103+0.00099094i,-0.00024671+0.00019446i,-0.00046102+0.00045442i,-0.00017015+0.0005114i,0.00024978-0.000158i,5.3284e-05-0.00032951i,-0.00069502-8.2294e-07i,-0.00072173-0.00064794i,-0.00054946-0.00078466i,-1.3193e-05-0.00042244i,0.00034924-0.00099704i,0.00050929-0.0011923i,0.00040984-0.00070164i,0.00014889-0.000214i,0.00015332+5.8863e-05i,-6.3154e-05+0.00037037i,0.00025709+0.00077097i
0.00091248-0.00071891i,-0.00080852-0.0012853i,-0.00073094-0.0016354i,-0.00017693-0.0019934i,-0.00053318-0.0012136i,-0.0011641-7.7728e-06i,-0.00034602+0.0004662i,0.00081434+0.00018551i,0.0012106+7.0583e-05i,0.00062336-0.00071407i,-0.00028717-0.00077809i,-0.00072226+0.00013769i,-0.00089112+0.00033051i,-0.00045136-3.3147e-05i,-0.00025597+0.00011893i,0.00011334+0.0001074i,0.00050726+0.00035469i,0.00012559+0.00084732i,-0.0002816+0.00024171i,-0.00050704-0.00021676i,-0.00061566-0.00035264i,-0.00078986-0.001329i,-0.0009953-0.0015624i
0.00080863-0.0006062i,0.00016366-0.00054735i,-0.001995-0.00039899i,-0.001302-0.00023535i,-3.121e-06-1.0053e-05i,-0.00033196+0.00022479i,-0.00059409+0.00071923i,0.00013587+0.00070951i,0.00068482-7.4825e-05i,0.00050964-0.00030429i,0.00022848-0.00020171i,0.00039341-0.00092617i,-0.0001313-0.0014283i,-6.7209e-05-0.00039928i,0.00052907+0.00041493i,0.00058539+0.00029421i,0.00067616+2.8046e-05i,0.00053907-6.2968e-05i,-0.00035065-0.00018184i,-0.00090082-0.00019473i,-0.00037024-0.00020039i,-4.2368e-05-0.0003979i,1.5685e-05-0.00010358i
-0.0011196+0.0017786i,-0.00022634+0.0021679i,-0.00012435+0.0015434i,0.0001663+0.0014341i,0.00048941+0.0018688i,0.00052791+0.0010525i,0.000741+0.00013417i,0.00074822+0.0004799i,8.5285e-05+0.0004101i,-3.97e-05-0.00059815i,0.0003929-0.00058256i,6.4981e-05+1.3833e-05i,4.937e-06+0.00026124i,0.00054985-0.00023738i,0.00085701-0.00040189i,-0.00036412-8.3894e-05i,-0.0012864-9.2457e-05i,-0.00044939-0.0002164i,0.00020314+0.00012299i,0.00038976+0.00070097i,-0.00032472+0.00016149i,-0.00024794-0.00029881i,0.00028082+0.00055129i
-0.0016007+0.0006483i,-0.00094728-0.00031345i,0.00029447-0.00036575i,7.755e-06-0.00082393i,0.00045011-0.0008279i,0.00045295+0.00018111i,-0.00052445+0.00068343i,-0.00042363+0.00055488i,-0.00039395+0.00029172i,-0.00042671-0.0012695i,-0.00023983-0.0018667i,-0.00012047-0.00067602i,0.00013833-0.00070134i,-0.00012345-0.00082542i,-0.00098344-0.00015031i,-0.00087669+0.00027216i,0.00015785+0.0002129i,-2.6676e-05+0.00040141i,-0.0010085+0.00027729i,-0.00081481-0.00079149i,-0.00062043-0.0011986i,-0.0010439-0.00036362i,-0.00059459+0.00022377i
-0.00014339+0.00049164i,-0.00054526+0.0012977i,5.9214e-05+0.0020804i,0.0010603+0.0013638i,0.0014985+0.00092077i,0.0013518+0.00049851i,0.00066441+0.00064752i,0.00016298+3.4812e-05i,8.0186e-05-0.0010154i,0.00015338-0.0010557i,0.00042376-0.00065653i,0.00033294-0.00050904i,0.00038726-0.0011316i,-0.00010542-0.0010677i,-0.00088468+0.00018905i,-0.00063814+0.00024464i,-0.00046918-0.00022412i,-0.00012679-0.00040886i,0.00015885-0.00028213i,0.0001797+0.0001282i,-0.00011134+0.00033029i,-0.00035131-1.9887e-05i,0.0001335-0.00040718i
0.0015002-0.0017131i,-0.00015876-0.0025967i,-0.00077103-0.0032108i,-0.0011794-0.0015448i,-0.0016507-0.00030695i,-0.00083811+0.00027041i,-0.00016697+0.00066046i,0.00018214+0.0005013i,0.00062149-0.0006834i,0.00098242-0.0011233i,0.0003638-0.00037438i,-0.0001435-0.0002184i,0.00016494+0.000104i,0.00024382+0.0011224i,-0.00010976+0.0010435i,-0.00023801+2.9545e-05i,1.4867e-05-0.00051793i,0.00022304+5.2202e-05i,0.00044681-5.6931e-05i,0.00012445+6.3284e-06i,-0.0011758+0.00060718i,-0.0013336+7.1563e-06i,-0.00028732-0.00010191i
-0.00281+0.00093401i,-0.0013732+0.0020527i,-0.00047489+0.00307i,-9.5509e-05+0.0033151i,-0.00049169+0.0029751i,-0.00027865+0.0020904i,0.00097248+0.00090299i,0.00089275+9.7664e-05i,5.5703e-05-0.00016797i,-0.00017512-0.00022381i,-8.5179e-05-2.6827e-05i,5.9326e-05+0.00048865i,0.00054449+0.00034226i,0.00019702-0.00024656i,-0.0003471-0.00053801i,-8.315e-05-0.00014036i,0.00025526-0.00038738i,-6.2981e-05-0.0010737i,0.00055674-0.00084091i,0.0013282-4.1008e-05i,0.00037915-0.00013253i,-0.00059857-0.00047319i,-0.00020679-0.00065226i
-0.00043769-0.00074806i,-0.00056925-0.001365i,-0.00051881-0.0019567i,-0.0013831-0.002069i,-0.002326-0.00098939i,-0.0017289+5.6327e-05i,-0.00023236-0.00016895i,0.00022712+2.9806e-05i,0.00060447+0.00036792i,0.00014269+0.00016183i,-0.00032313+7.8132e-05i,0.00064383+0.0001128i,0.0010852+0.00035473i,0.00073553-0.00015953i,6.733e-05-0.00013663i,-6.6696e-05+0.00060528i,5.5951e-05+0.00020271i,0.00091797-0.00084697i,0.001423-0.0011536i,0.00042373+0.00017052i,-3.5546e-05+0.00033368i,8.6582e-05+1.8548e-05i,0.00012375+0.0003958i
-0.00045779+0.0017526i,-0.0022104+0.00061599i,-0.002285+0.00055421i,-0.0012567+0.00087103i,-0.00060912+0.0012671i,-0.00069959+0.0012978i,-0.0010032+0.0010339i,-0.00082092+0.00071156i,-0.00085267+0.00022228i,-0.00032274+0.00010339i,-0.00029507+0.00040109i,2.1299e-05+0.00049182i,0.00034942+0.00036944i,-3.0217e-05-0.00023026i,8.7513e-05-0.00050685i,8.8194e-05-5.8357e-05i,-0.00069293+0.00056834i,-0.00012553+0.0006055i,0.00089854+0.00056199i,0.00063056+0.00058819i,0.00019549+0.00019854i,0.00013816-0.00035442i,0.00010949-0.00041263i
-0.0005944-0.0016505i,-0.00018277-0.0016978i,0.0002667-0.00098389i,3.01e-05-0.00033221i,-0.00024977+0.0005683i,-0.00082917+0.0010356i,-0.0013171+0.00042087i,-0.00023525+0.0002181i,0.00051525+0.00034371i,0.0003474-0.00012642i,9.1588e-05+0.00019727i,-0.00013405+0.00054909i,0.0001433+0.00033082i,0.00028705+5.4696e-05i,-0.00032517+0.00034936i,-0.0009193+0.00042749i,-0.00074897-0.00024415i,-0.00013687-0.00056576i,-3.7032e-05-0.00049642i,0.00011836-0.00011325i,0.00018901-1.3768e-05i,-0.00013871-6.0224e-05i,-1.8273e-05-0.00034963i
-0.00029501+0.0011729i,0.00093599+0.00075963i,0.00068564+0.00093036i,0.00014772+0.00082206i,-9.0904e-05+0.00079993i,-0.00094365+0.00069726i,-0.0015104+0.00069304i,-0.00094555+0.00017392i,0.00047925+0.00012411i,0.001121+0.00030101i,0.0010104+0.00099162i,0.00055166+0.00031162i,0.00041962+0.00016932i,0.00037194+0.00069794i,0.0001928-5.3733e-05i,-0.00010221-0.00081026i,-0.000554-0.00080282i,-0.00025078-0.00094948i,0.00010225-0.0015676i,9.7475e-05-0.0016086i,-0.00037724-0.00096044i,-0.00031148-0.00024516i,-0.00038732+0.00032606i
0.00080456+0.0014325i,0.00024195+0.00069631i,0.00058306+0.00013327i,0.0012194-0.0014659i,0.00017339-0.0019267i,-0.00072596-0.00084485i,-0.00016212+7.4506e-05i,0.00020101+0.00054414i,0.00048712+0.00021539i,0.00035898-0.00029506i,0.0001956-0.00041843i,0.00026836+7.4326e-05i,0.0004759+0.0010809i,0.00020874+0.0019678i,-0.00041842+0.0012852i,-0.00028492+9.4889e-05i,-5.3569e-05+0.00017644i,0.00034235+0.00012676i,0.00030435+0.00010734i,-0.00015028-0.00022312i,0.00020687-0.00038748i,0.0001848-1.3547e-05i,-0.00041712-0.00028161i
-0.00037332-0.001512i,-0.0014209-0.00073613i,-0.0021616-0.0008195i,-0.0025406-0.0002794i,-0.00304+0.00082703i,-0.0024316+0.0013008i,-0.001892+0.000853i,-0.0017689+0.00012601i,-0.00094092-4.0478e-05i,-0.00043812+9.46e-05i,-0.00021266-0.00021327i,0.00047829+0.00036167i,0.0011579+0.0011123i,0.0012328+0.00087614i,0.00076392+0.00068737i,0.00010672+0.00038714i,-0.00017562+0.00015844i,0.00030013-0.00012466i,-0.00018001-0.00027832i,-0.00079447-0.00038208i,-0.00054377-0.00013554i,-0.00057198+0.000124i,-0.00035692+6.5283e-05i
0.0014944-0.000792i,0.001523-0.00043834i,0.00037579-0.0012015i,0.00012582-0.0018705i,0.00045733-0.00038872i,-0.00014727+0.0012017i,-0.00057166+0.0013141i,0.00025877+0.00065577i,0.00023764+0.00053694i,-0.00030107+0.00066079i,-0.00015411+0.00046284i,0.00017035+3.2412e-05i,-0.00019007+0.00013319i,-0.00083088+0.00040061i,-0.00024015+0.00017628i,0.00017453+0.00013862i,-0.00022111+3.3883e-05i,-0.00056115-0.0002249i,-0.0004471+9.3962e-05i,-0.00043906-4.852e-06i,-0.00054697-0.00051942i,-0.00040464+6.4782e-05i,-9.0301e-05+0.00041665i
0.00077826+8.1142e-05i,-0.00057533+0.00081982i,-0.0017596-0.00031626i,-0.0020285-0.00042477i,-0.0017188+0.00069099i,-0.00095908+0.00066146i,-0.00035311+2.5522e-05i,-0.00012134+0.00035348i,0.00045036+0.00075297i,0.00054123+7.2946e-05i,0.00059744-0.00064012i,0.00086453-0.00049015i,-6.4078e-05+0.00010915i,-2.526e-05+0.00049627i,0.00028892+0.00021971i,0.00019369-0.00018084i,0.00034624+2.5211e-05i,0.00061898-3.3255e-05i,0.00052526-0.00027695i,4.9322e-05-0.00042781i,-0.00060043-5.0503e-05i,-0.00088943+0.00059244i,-0.00073629+0.00043092i
-0.0014295-0.00083912i,-0.0011818-8.032e-05i,-0.00054097+0.00081687i,-0.00028503+0.0017264i,-0.00050629+0.0017579i,-0.00031777+0.0011428i,0.00013343+0.00093958i,-0.00012697+0.0012198i,-0.00039457+0.00082407i,-0.00044087+2.6255e-05i,-0.00055572-0.00020355i,0.00048312-0.00042096i,0.0010769-0.00019198i,6.5239e-05-0.00049426i,0.00042672-0.0010561i,0.00081392-0.0009455i,8.4864e-05-0.00071335i,8.5482e-05-0.00080915i,0.00059493-0.00094681i,0.00043654-0.00024897i,-0.00039859-0.00021254i,-0.00095402-0.00042625i,-0.00089829+0.00011813i
