-0.00247+0.0011034i,-0.00067857+0.00087804i,-0.00031691+0.00014872i,-0.00026678+7.0114e-05i,-0.0014704+0.00083937i,-0.0027871+0.0004125i,-0.0017408+0.0013593i,-0.00030015+0.0024874i,0.00082423+0.002053i,0.001301+0.00073182i,0.0010388-0.00043096i,0.00058159-0.00090704i,-4.5931e-05-0.00044516i,-0.00043224+9.0635e-05i,-0.00081492+0.00032677i,-0.00017221+0.00073228i,0.001063+0.00089481i,0.0011564+0.001046i,0.00096493+0.00088216i,0.0010166+0.00050442i,0.00094483+0.00080562i,0.00076215+0.0010477i,0.00087623+0.001379i
-0.1953+0.001237i,-0.29208+0.05086i,-0.38485+0.062721i,-0.45344+0.14416i,-0.37882+0.35715i,-0.19397+0.5115i,0.011602+0.40589i,0.14577+0.10705i,0.14755-0.14787i,0.050058-0.22031i,-0.042062-0.12807i,-0.059328-0.019531i,-0.040306+0.0019065i,-0.040039-0.0084i,-0.057569+0.0079219i,-0.069102+0.044443i,-0.068447+0.076305i,-0.060641+0.087386i,-0.032797+0.08868i,0.017093+0.079518i,0.046753+0.054966i,0.044345+0.035563i,0.037071+0.016857i
-0.098181-0.01864i,-0.1712+0.12121i,-0.10701+0.36634i,0.12676+0.52664i,0.34652+0.55263i,0.39582+0.50164i,0.33392+0.3348i,0.25227+0.10049i,0.19029-0.078941i,0.16647-0.16214i,0.14734-0.17581i,0.099486-0.14488i,0.059385-0.089144i,0.066697-0.048648i,0.10194-0.049279i,0.11152-0.079483i,0.073784-0.099453i,0.026223-0.083272i,-0.0073123-0.044482i,-0.040446-0.0057493i,-0.056276+0.014597i,-0.04222+0.0117i,-0.019669+0.0032237i
0.26801+0.0078476i,0.45936+0.048919i,0.61799+0.020081i,0.61177-0.056162i,0.432-0.064241i,0.20368-0.052994i,0.031702-0.01297i,-0.020499+0.07277i,0.020889+0.10269i,0.047627+0.05017i,0.030841-0.0053364i,0.01834-0.029325i,0.0060537-0.031646i,-0.011299-0.023583i,-0.013085-0.029809i,-0.011684-0.04943i,-0.013846-0.042348i,0.005116-0.010732i,0.034261+0.0046762i,0.040722-0.0076348i,0.013574-0.021035i,-0.022784-0.0096302i,-0.033394+0.01463i
-0.1773+0.17444i,-0.486+0.18496i,-0.79988+0.20607i,-0.86585+0.22893i,-0.66996+0.14683i,-0.3789+0.035939i,-0.13591+0.010958i,0.032688+0.030902i,0.11419+0.040593i,0.082066+0.037506i,-0.012648+0.04459i,-0.08463+0.062611i,-0.093355+0.067733i,-0.07405+0.061314i,-0.077565+0.062818i,-0.091518+0.080571i,-0.073315+0.083702i,-0.047126+0.048512i,-0.056128+0.0085533i,-0.069401+0.0053118i,-0.046578+0.019589i,-0.013394+0.016796i,0.0027709+0.0047984i
0.053441-0.23405i,0.31808-0.50033i,0.56885-0.58629i,0.57844-0.37829i,0.36582-0.090479i,0.12457+0.11894i,0.01106+0.161i,-0.013426+0.063366i,-0.022785-0.023057i,0.0019799-0.038693i,0.030218-0.022608i,0.052203+0.0054953i,0.07531+0.0080449i,0.068063-0.017796i,0.058895-0.025557i,0.069136-0.021664i,0.056303-0.024622i,0.021021-0.0072114i,0.014452+0.032013i,0.044428+0.042177i,0.072934+0.013577i,0.08103-0.022485i,0.064954-0.049773i
-0.008688+0.046919i,-0.030674+0.22914i,-0.075159+0.25873i,-0.13076+0.074501i,-0.11044-0.058412i,-0.04191-0.064316i,-0.0047656-0.0092439i,0.020436+0.050792i,0.039315+0.042375i,0.034359-0.014779i,0.056869-0.065158i,0.073499-0.10539i,0.049016-0.097014i,0.039537-0.04761i,0.050535-0.023867i,0.050329-0.035681i,0.032786-0.047001i,0.020664-0.046948i,0.013819-0.053046i,-0.012112-0.050925i,-0.040901-0.024878i,-0.049307-0.0014997i,-0.04277+0.0046644i
0.06743-0.065767i,-0.010819-0.017415i,-0.028936+0.16439i,0.11302+0.26666i,0.18822+0.081936i,0.038556-0.16834i,-0.11227-0.19895i,-0.13187-0.10095i,-0.10402-0.016746i,-0.092674+0.029335i,-0.10216+0.042574i,-0.10545+0.038856i,-0.096406+0.020009i,-0.10425-0.011595i,-0.1318-0.03594i,-0.13605-0.028869i,-0.082287-0.006586i,-0.018895-0.013441i,-0.0031189-0.036696i,-0.011396-0.036096i,-0.010849-0.021869i,-0.010066-0.0099003i,-0.011098+0.0083247i
0.092386+0.2762i,0.18508+0.37145i,0.20075+0.26628i,0.015441+0.078937i,-0.21709+0.062178i,-0.20958+0.16944i,-0.071527+0.18212i,-0.028377+0.1174i,-0.034786+0.086391i,-0.0074276+0.077485i,0.024693+0.060471i,0.040931+0.051057i,0.059799+0.049746i,0.087368+0.04191i,0.10715+0.027183i,0.093901+0.0039357i,0.045287-0.013988i,0.0040585+0.0035586i,0.0053708+0.034029i,0.021101+0.032812i,0.013029+0.014058i,0.002439+0.011899i,0.010995+0.010039i
-0.2551-0.030813i,-0.39055-0.067468i,-0.40523-0.075513i,-0.26663-0.092781i,-0.1163-0.11599i,-0.046272-0.067103i,0.00040728-0.0017265i,0.04573-0.0092292i,0.052475-0.057549i,0.021244-0.078203i,-0.014561-0.04903i,-0.020763-0.01232i,-0.021315-0.0093133i,-0.051238-0.0033i,-0.075624+0.038043i,-0.057848+0.080108i,-0.024627+0.074147i,-0.0099002+0.023221i,-0.013048-0.021522i,-0.012601-0.025902i,0.0064882-0.0039707i,0.019955+0.0043093i,0.0088092-0.005311i
0.10259-0.1258i,0.26378-0.14759i,0.40863-0.087257i,0.44453+0.028923i,0.39728+0.087697i,0.28182+0.030304i,0.12239-0.037846i,0.030215-0.038986i,0.033402-0.046755i,0.035708-0.091751i,0.017931-0.11651i,0.012003-0.11189i,0.010388-0.088483i,0.019534-0.068867i,0.044787-0.080718i,0.06025-0.09533i,0.06456-0.077148i,0.068753-0.04656i,0.056237-0.027003i,0.023689-0.012735i,-0.0024787-0.0019917i,-0.0072311+0.0057357i,-0.0011679+0.011027i
0.14049-0.089268i,0.16471-0.24237i,0.034787-0.37776i,-0.17367-0.29499i,-0.23946-0.046421i,-0.14751+0.07403i,-0.062199+0.033115i,-0.046776+0.016036i,-0.049092+0.047229i,-0.045552+0.061703i,-0.038451+0.067604i,-0.024321+0.071988i,-0.011159+0.058375i,-0.019164+0.039843i,-0.052855+0.032716i,-0.084764+0.022798i,-0.091577+0.0009825i,-0.078794-0.019768i,-0.054917-0.033052i,-0.031647-0.044876i,-0.022014-0.050381i,-0.022071-0.041405i,-0.024377-0.021664i
-0.12207+0.19947i,-0.21534+0.36375i,-0.23359+0.45197i,-0.17911+0.3581i,-0.1421+0.18707i,-0.10236+0.10375i,-0.0084274+0.088935i,0.073249+0.029985i,0.079393-0.028049i,0.056328-0.02621i,0.041351+0.00060227i,0.029429+0.021816i,0.022155+0.018651i,0.01482+0.0040571i,0.013937+0.0045279i,0.022393+0.010873i,0.020297+0.012347i,0.0087191+0.01394i,-0.00020195+0.025431i,0.0016985+0.050336i,0.011796+0.068086i,0.014463+0.062517i,0.018388+0.043883i
-0.019788-0.23306i,0.028506-0.44551i,0.13368-0.5492i,0.23217-0.40812i,0.28687-0.11467i,0.2926+0.099661i,0.19987+0.11539i,0.052224+0.043568i,-0.027303+0.0072015i,-0.024189-0.0095612i,-0.01616-0.029257i,-0.015385-0.035676i,-0.0068618-0.026931i,-0.0063416-0.015131i,-0.011312-0.010382i,-0.010859-0.012754i,-0.00030479-0.018106i,0.016511-0.029908i,0.016931-0.052786i,-0.0012883-0.070626i,-0.012679-0.068618i,-0.0095143-0.049605i,-0.0055236-0.025991i
0.088812+0.22347i,0.07277+0.5335i,-0.041948+0.73172i,-0.17574+0.60771i,-0.23493+0.29331i,-0.21806+0.030629i,-0.14493-0.074378i,-0.050632-0.037731i,0.019946+0.014857i,0.038809+0.02498i,0.045738+0.021897i,0.051146+0.0068321i,0.033426-0.010429i,0.028219-0.01225i,0.050514-0.0115i,0.057298-0.011604i,0.026451+0.0026205i,-0.016355+0.033145i,-0.029808+0.06457i,-0.010034+0.069317i,0.0068088+0.044969i,0.0023968+0.020022i,-0.0086446+0.0070924i
-0.1036-0.071033i,-0.25279-0.17234i,-0.25667-0.16561i,-0.061825-0.063059i,0.070742-0.0027989i,0.063535+0.070299i,0.056302+0.13429i,0.030551+0.094313i,-0.01644+0.049591i,-0.015865+0.039994i,-0.019123+0.025107i,-0.048958+0.020937i,-0.065317+0.024905i,-0.079478+0.026912i,-0.090685+0.031158i,-0.068966+0.022168i,-0.017526-0.005267i,0.030991-0.02512i,0.048556-0.031776i,0.033716-0.032555i,0.010968-0.027037i,0.0014195-0.028271i,0.00026161-0.031535i
0.10415+0.046916i,0.21835-0.051385i,0.11728-0.21089i,-0.17118-0.20655i,-0.23431-0.034776i,-0.057655+0.006854i,0.020215-0.07179i,-0.00209-0.070641i,0.0065939-0.037386i,0.013246-0.058577i,-0.0015884-0.081851i,0.0077157-0.066889i,0.050693-0.045047i,0.085427-0.045419i,0.076165-0.05488i,0.030223-0.047749i,-0.019418-0.020641i,-0.042999-0.00045092i,-0.039992+0.0011356i,-0.033842+0.0042234i,-0.026528+0.019002i,-0.012376+0.031434i,-0.001473+0.02931i
-0.13872-0.0050045i,-0.12021+0.11498i,0.084775+0.18827i,0.27288+0.0544i,0.16592-0.1269i,-0.080281-0.13988i,-0.14393-0.064761i,-0.064605-0.053275i,-0.025043-0.066007i,-0.032714-0.02556i,-0.023337+0.036193i,-0.0030575+0.060537i,-0.01107+0.05416i,-0.029016+0.058737i,-0.012983+0.068477i,0.030248+0.053991i,0.058715+0.01765i,0.047702-0.014847i,0.010915-0.021682i,-0.0051799-0.011167i,0.005694-0.0095004i,0.007374-0.011089i,5.2588e-05+0.00016331i
0.068137-0.10589i,0.037451-0.14482i,-0.035046-0.053815i,-0.061082+0.13869i,-0.015947+0.24972i,0.035094+0.22697i,0.031999+0.16917i,0.0083521+0.12919i,0.0054676+0.086376i,0.0035403+0.047276i,-0.0097367+0.031674i,-0.018245+0.024623i,-0.0033283+0.0056683i,0.0080465-0.039918i,-0.025148-0.074459i,-0.079774-0.050072i,-0.099161-0.0033323i,-0.079753+0.021778i,-0.045173+0.027712i,-0.01919+0.026854i,-0.011901+0.02617i,-0.0029577+0.017575i,0.0077595-0.0053019i
0.084429+0.017564i,0.071477-0.075096i,-0.058463-0.14956i,-0.20966-0.1293i,-0.25836-0.03702i,-0.19692+0.084454i,-0.092958+0.13913i,-0.034811+0.10943i,-0.023937+0.08347i,0.0068075+0.068965i,0.038266+0.030052i,0.034426-0.0060998i,0.0056317-0.013012i,-0.022184+0.0091894i,-0.012909+0.037688i,0.027879+0.043094i,0.057791+0.042314i,0.066082+0.047943i,0.060316+0.035826i,0.038892+0.0058584i,0.012937-0.013498i,-0.0020388-0.014358i,-0.0072656-0.010254i
-0.062026+0.25768i,0.077075+0.47414i,0.30312+0.46683i,0.3956+0.1908i,0.31759-0.048266i,0.23981-0.10176i,0.21812-0.091451i,0.16697-0.10563i,0.07591-0.11207i,-0.0018309-0.095272i,-0.041168-0.068873i,-0.042712-0.028523i,-0.015775+0.0081908i,0.016328+0.017605i,0.031989+0.0023961i,0.029306-0.03321i,0.012207-0.078008i,-0.00044937-0.10402i,0.00059985-0.090402i,0.0094636-0.051091i,0.016427-0.019514i,0.0084803-0.0039508i,-0.0034928+0.0052422i
-0.16192-0.32335i,-0.42138-0.51012i,-0.58758-0.48215i,-0.42936-0.22996i,-0.092638-0.041709i,0.064585-0.065213i,-0.00077109-0.092868i,-0.047907-0.013293i,0.00069478+0.035318i,0.022727+0.0079425i,-0.0039972-0.0011094i,-0.0087362+0.0020047i,-0.0041285-0.015588i,-0.020983-0.012348i,-0.032692+0.027823i,-0.016163+0.073142i,0.01334+0.088751i,0.020397+0.06647i,-0.0028686+0.030028i,-0.030954+0.010433i,-0.040697+0.012889i,-0.029502+0.018755i,-0.013141+0.021344i
0.35709+0.16935i,0.63085+0.26628i,0.66879+0.27855i,0.33016+0.20144i,-0.1161+0.13587i,-0.31751+0.12195i,-0.2522+0.081607i,-0.12473+0.022936i,-0.05045+0.0026314i,-0.0118+0.0074926i,0.011558-0.0042722i,0.012291-0.014084i,0.016025-0.0055613i,0.037639-0.031625i,0.03258-0.10282i,-0.023199-0.14315i,-0.075902-0.11266i,-0.075546-0.051497i,-0.034505-0.013484i,0.0025311-0.011935i,0.012004-0.021272i,0.014225-0.019807i,0.024877-0.020694i
-0.27294+0.055673i,-0.47175-0.032225i,-0.53328-0.19972i,-0.37244-0.29227i,-0.11531-0.24775i,0.067608-0.13567i,0.10528-0.04729i,0.028777-0.029306i,-0.047579-0.029654i,-0.050304-0.0052834i,-0.023557+0.031201i,-0.0067632+0.060307i,-0.0040587+0.061623i,-0.022158+0.06287i,-0.027402+0.094366i,0.0055126+0.11249i,0.031329+0.090025i,0.02167+0.059574i,0.0019554+0.044756i,-0.0063023+0.038249i,-0.0061864+0.027263i,-0.012313+0.012117i,-0.024831+0.0063318i
-0.038098-0.15241i,0.010661-0.096322i,0.12476+0.07836i,0.19315+0.18402i,0.15115+0.14109i,0.030242+0.059379i,-0.046992+0.022631i,-0.0063095+0.015774i,0.051254-0.012633i,0.027194-0.053583i,-0.029432-0.073614i,-0.060468-0.074817i,-0.058121-0.060455i,-0.031016-0.052234i,-0.00285-0.064587i,0.021144-0.080133i,0.052013-0.088048i,0.06906-0.091168i,0.053672-0.085259i,0.031319-0.064879i,0.02561-0.045721i,0.023521-0.038338i,0.011327-0.029546i
0.22185-0.11618i,0.27919-0.23672i,0.18969-0.29055i,0.059149-0.16264i,0.019799+0.062422i,0.068907+0.15929i,0.10449+0.089528i,0.050069+0.0044077i,-0.017926+0.016979i,-0.0016171+0.055735i,0.04368+0.042781i,0.052186+0.017818i,0.036328+0.011072i,0.017115+0.017732i,-0.0021632+0.034179i,-0.02872+0.051725i,-0.054162+0.059464i,-0.052975+0.05175i,-0.026505+0.036567i,-0.0050443+0.019317i,-0.0073506+0.0057997i,-0.014658+0.0072755i,-0.0044945+0.011039i
-0.11016+0.40962i,-0.20089+0.71375i,-0.26005+0.81049i,-0.24133+0.55494i,-0.17314+0.14511i,-0.087078-0.11275i,-0.015133-0.13379i,0.019655-0.058619i,0.023694-0.024422i,0.0027737-0.035941i,-0.018974-0.03738i,-0.020759-0.024285i,-0.010125-0.013285i,0.010062-0.0075281i,0.03262-0.022156i,0.030804-0.050234i,-0.0010039-0.05398i,-0.031342-0.029749i,-0.035864-0.0033767i,-0.017603+0.015264i,0.0091835+0.022683i,0.025941+0.017298i,0.026872+0.0080761i
-0.17299-0.3147i,-0.19122-0.63193i,-0.052842-0.82736i,0.10976-0.71808i,0.13858-0.38352i,0.068863-0.04816i,-0.0072807+0.10382i,-0.038293+0.095616i,-0.01979+0.050888i,0.0080911+0.024804i,0.011175+0.02059i,0.0064861+0.026093i,0.0090663+0.025003i,-0.0029307+0.021908i,-0.02584+0.037689i,-0.020221+0.061481i,0.011537+0.059654i,0.02855+0.041778i,0.017421+0.02739i,-0.0095578+0.012721i,-0.033221+0.0021468i,-0.037416-0.0019229i,-0.03048-0.0041624i
0.24642+0.053846i,0.38483+0.24902i,0.34995+0.5039i,0.21946+0.6027i,0.15039+0.45635i,0.11158+0.18528i,0.070648+0.0060123i,0.058099-0.018982i,0.056501-0.015094i,0.031816-0.038715i,0.0089619-0.053704i,0.0076852-0.055213i,0.011224-0.05199i,0.017279-0.04816i,0.026922-0.049683i,0.030562-0.037089i,0.036211-0.006493i,0.047102+0.0023999i,0.045937-0.017266i,0.036496-0.025773i,0.036363-0.01275i,0.039695+0.0018939i,0.036783+0.010007i
0.0091915+0.12784i,-0.0023115+0.066937i,-0.053939-0.18193i,-0.20703-0.35786i,-0.35464-0.24095i,-0.30831+0.0027752i,-0.14777+0.11071i,-0.058569+0.068578i,-0.047262+0.02796i,-0.030773+0.043491i,-0.00056399+0.067766i,0.0062949+0.068995i,-0.0099839+0.060243i,-0.022305+0.058824i,-0.018493+0.05387i,-0.015421+0.023003i,-0.027902-0.017819i,-0.038071-0.024478i,-0.029282+0.0053285i,-0.014508+0.023798i,-0.015682+0.010613i,-0.030547-0.0081983i,-0.034898-0.010508i
-0.23746-0.03048i,-0.35617+0.014754i,-0.25755+0.11928i,0.031078+0.11917i,0.23959-0.033369i,0.24535-0.12804i,0.16911-0.10304i,0.090463-0.076262i,0.022698-0.059975i,-0.012237-0.042289i,-0.029404-0.045319i,-0.041947-0.046366i,-0.036417-0.037706i,-0.025982-0.040083i,-0.022641-0.044713i,-0.014447-0.038807i,-0.0078905-0.035356i,-0.016812-0.042795i,-0.034864-0.049146i,-0.042752-0.037049i,-0.02607-0.0083816i,0.0020128+0.009845i,0.013932+0.0083307i
0.16665-0.25023i,0.25359-0.40261i,0.19984-0.35383i,0.065664-0.090053i,0.0059049+0.14547i,-0.014966+0.16535i,-0.055482+0.060619i,-0.057662+0.009374i,-0.012157+0.013539i,0.025163+0.015722i,0.036694+0.015819i,0.03897+0.013721i,0.035408+0.011565i,0.027466+0.02359i,0.021091+0.038429i,0.017118+0.044892i,0.020472+0.050724i,0.02886+0.056224i,0.041263+0.0539i,0.055423+0.033844i,0.052023+0.0023612i,0.031386-0.011628i,0.015198-0.0069687i
0.060005+0.23631i,0.0073205+0.37195i,-0.13054+0.32096i,-0.25237+0.13712i,-0.27325+0.019943i,-0.1874+0.0021644i,-0.070232+0.033384i,0.0006631+0.071187i,0.030739+0.070995i,0.042854+0.028881i,0.040823-0.010638i,0.038502-0.021853i,0.039538-0.022915i,0.030534-0.032898i,0.009245-0.04571i,-0.016663-0.04678i,-0.029328-0.035258i,-0.019522-0.029157i,-0.010299-0.03517i,-0.019578-0.028705i,-0.030645-0.0025072i,-0.0268+0.016787i,-0.016093+0.017469i
-0.15804+0.0080151i,-0.16988-0.02385i,-0.0034458-0.069498i,0.19354-0.13159i,0.21981-0.18205i,0.12596-0.13658i,0.052391-0.060971i,-0.00049951-0.059522i,-0.059969-0.065567i,-0.08102-0.027488i,-0.062895+0.0097544i,-0.047355+0.026768i,-0.041415+0.033914i,-0.034246+0.042137i,-0.017989+0.054001i,0.0094687+0.051225i,0.026494+0.032253i,0.016506+0.024834i,0.0001659+0.031685i,0.00043092+0.027814i,0.012245+0.0047561i,0.018206-0.018192i,0.013809-0.023145i
0.00014725-0.13311i,-0.036113-0.16853i,-0.14131-0.050125i,-0.18986+0.1737i,-0.0709+0.29294i,0.047897+0.20601i,0.040886+0.075328i,0.027072+0.02924i,0.04995+0.0029404i,0.032279-0.025498i,-0.0050598-0.024582i,-0.017159-0.016384i,-0.011428-0.020855i,0.00082214-0.040664i,0.0040834-0.064468i,-0.0086531-0.064275i,-0.017851-0.045625i,-0.014545-0.040151i,-0.015906-0.051182i,-0.03055-0.049938i,-0.042229-0.019423i,-0.037213+0.016656i,-0.024036+0.028175i
0.20702+0.058006i,0.39471+0.065415i,0.46648-0.066408i,0.26923-0.25387i,-0.069509-0.24247i,-0.22421-0.056957i,-0.14836+0.034063i,-0.079834+0.018681i,-0.065826+0.039376i,-0.02832+0.07505i,0.0077853+0.071353i,0.0177+0.048563i,0.011054+0.034874i,-0.0039931+0.047304i,-0.0088135+0.071254i,0.0026652+0.078202i,0.013275+0.066633i,0.013654+0.052614i,0.016053+0.050398i,0.029416+0.050473i,0.03865+0.029206i,0.028489-0.0024301i,0.013164-0.0142i
-0.15724+0.1625i,-0.27252+0.31942i,-0.2483+0.45473i,-0.029703+0.43657i,0.18623+0.22487i,0.22128+0.021726i,0.13896-0.0074163i,0.066463+0.014407i,0.02129-0.01063i,-0.0069868-0.034556i,-0.014363-0.037285i,-0.015631-0.027699i,-0.013521-0.013923i,-0.003326-0.020712i,0.0041064-0.047915i,-0.0010898-0.069566i,-0.0066814-0.069574i,0.0018891-0.05497i,0.0095755-0.046693i,-0.00089242-0.048144i,-0.016315-0.040761i,-0.019311-0.023586i,-0.015131-0.011917i
-0.07135-0.17926i,-0.12365-0.33828i,-0.18885-0.41377i,-0.25028-0.31279i,-0.23289-0.096509i,-0.15465+0.050868i,-0.078479+0.065849i,-0.0022082+0.026177i,0.043312-0.019821i,0.035384-0.039451i,0.017631-0.027366i,0.012889-0.018633i,0.0046855-0.017034i,-0.010494+0.0011726i,-0.020676+0.035497i,-0.016188+0.058028i,-0.011686+0.052782i,-0.020806+0.035297i,-0.023507+0.028251i,-0.0022791+0.033046i,0.023347+0.033949i,0.033018+0.027236i,0.030459+0.021137i
0.12856-0.038586i,0.20317-0.042738i,0.22808-0.033297i,0.17911-0.019832i,0.085593+0.0029032i,0.038582+0.015612i,0.035623+9.2725e-05i,0.0075341+0.0056049i,-0.017922+0.0517i,-0.011972+0.060601i,-0.017923+0.028592i,-0.02369+0.013899i,-0.00083538+0.0081554i,0.028398-0.012777i,0.042872-0.041359i,0.038419-0.058772i,0.030209-0.053684i,0.030602-0.037794i,0.026392-0.031108i,0.0036146-0.033693i,-0.026339-0.030121i,-0.04121-0.01898i,-0.039555-0.011433i
-0.0058941+0.11421i,-0.044595+0.17589i,-0.074023+0.17585i,-0.046898+0.081449i,-0.028651-0.086097i,-0.077638-0.17959i,-0.11001-0.13064i,-0.08172-0.075655i,-0.064103-0.071149i,-0.062859-0.044359i,-0.030652+0.001766i,0.003522+0.02196i,0.0025186+0.024337i,-0.021742+0.033399i,-0.042527+0.0517i,-0.043208+0.064653i,-0.032658+0.06051i,-0.020254+0.048078i,-0.0042513+0.039225i,0.014541+0.03371i,0.031128+0.026116i,0.039352+0.013274i,0.036394+0.0022674i
-0.11086-0.048226i,-0.1786-0.11948i,-0.21657-0.15536i,-0.20227-0.052893i,-0.092824+0.13013i,0.037955+0.20292i,0.05298+0.13667i,0.014345+0.065103i,0.020533+0.02061i,0.029904-0.01943i,0.0097875-0.041094i,-0.017729-0.045628i,-0.02885-0.046128i,-0.014609-0.051725i,0.0093555-0.062981i,0.02288-0.066091i,0.027032-0.053798i,0.019761-0.035857i,-0.002573-0.022122i,-0.022365-0.012287i,-0.027735-0.0043857i,-0.02394+0.0010409i,-0.018634+0.0020364i
0.10483-0.058724i,0.24709-0.050188i,0.38495-0.041283i,0.3702-0.11278i,0.19125-0.1848i,0.046751-0.1654i,0.034871-0.11769i,0.045887-0.06538i,0.035494-0.0090043i,0.023528+0.011951i,0.0073275+0.015301i,0.0070959+0.024235i,0.017445+0.024162i,0.008373+0.024086i,-0.015231+0.031386i,-0.033585+0.037528i,-0.037085+0.033147i,-0.025192+0.015925i,-0.0039287-0.00022342i,0.011845-0.0034707i,0.013361-0.00049475i,0.0086202+0.0014881i,0.0046673+0.004243i
0.02799+0.11307i,-0.035573+0.2244i,-0.15748+0.3423i,-0.1936+0.38176i,-0.12566+0.27771i,-0.086312+0.14519i,-0.073139+0.10011i,-0.040356+0.061015i,-0.035019+0.0072456i,-0.040596-0.0097085i,-0.025869-0.018684i,-0.020471-0.028613i,-0.017651-0.017679i,0.0017126-0.003706i,0.028161-0.0030554i,0.04461-0.01261i,0.040348-0.016875i,0.023365-0.0066614i,0.0067486+0.0035969i,-0.004876-0.00057559i,-0.0092742-0.012227i,-0.009853-0.019275i,-0.005755-0.02131i
-0.076322+0.021387i,-0.08296-0.053866i,-0.039182-0.209i,0.019063-0.2951i,0.089594-0.21127i,0.1625-0.091623i,0.14772-0.052619i,0.070836-0.028747i,0.050025-0.0042714i,0.05914-0.011695i,0.044683-0.0093277i,0.030506+0.0085612i,0.012961+0.010607i,-0.019982+0.0056627i,-0.053265+0.0088331i,-0.069407+0.015385i,-0.061452+0.014967i,-0.038839+0.0077451i,-0.013571+0.00088632i,0.0074498+0.00096271i,0.015467+0.0072989i,0.013802+0.0155i,0.0097886+0.022066i
-0.037534-0.065945i,-0.037469-0.045074i,-0.0075047+0.070213i,0.0026896+0.18201i,-0.058003+0.1857i,-0.13117+0.11656i,-0.12246+0.048732i,-0.064823+0.0082942i,-0.036512+0.0012835i,-0.02874+0.010161i,-0.015592+0.0011438i,-0.0040511-0.020266i,0.006228-0.030171i,0.027365-0.030941i,0.053692-0.033078i,0.063093-0.033765i,0.050152-0.02383i,0.026954-0.010227i,-0.00025263-0.0034739i,-0.024948+0.0012621i,-0.031967+0.0062046i,-0.025382+0.0052844i,-0.018452+0.002019i
0.05767-0.045484i,0.028986-0.094574i,-0.066159-0.14395i,-0.12337-0.15221i,-0.081696-0.10601i,-0.013768-0.025799i,0.022096+0.040418i,0.012296+0.044192i,-0.023557+0.021962i,-0.034171+0.013386i,-0.027571+0.013664i,-0.027018+0.026229i,-0.021675+0.039405i,-0.01879+0.040063i,-0.02373+0.036601i,-0.022856+0.030186i,-0.012082+0.01844i,0.0044699+0.010694i,0.023922+0.0087878i,0.03557+0.0032888i,0.033374-0.0045371i,0.027065-0.0082535i,0.021173-0.0089798i
0.024102+0.046174i,0.067096+0.022016i,0.10516-0.053819i,0.10244-0.088389i,0.090476-0.070635i,0.08332-0.097466i,0.034673-0.13111i,0.0039605-0.099699i,0.021406-0.068937i,0.019058-0.059128i,0.00511-0.037953i,0.0054697-0.027714i,0.00046392-0.027708i,-0.006371-0.020106i,-0.0048108-0.00763i,0.0022672+0.0040789i,0.0089204+0.008353i,0.003436+0.0025647i,-0.0154-0.00045722i,-0.02901+0.0079891i,-0.027427+0.015728i,-0.021591+0.016827i,-0.016026+0.014199i
-0.034767+0.034019i,-0.0014359+0.11654i,0.094881+0.20847i,0.137+0.21027i,0.042751+0.1791i,-0.050564+0.20453i,-0.028878+0.18552i,0.0038516+0.093759i,0.0027779+0.043622i,0.017577+0.038907i,0.029819+0.02662i,0.024416+0.015991i,0.015598+0.0047519i,0.00032316-0.014195i,-0.020416-0.031656i,-0.036824-0.041126i,-0.038754-0.037421i,-0.022819-0.026382i,0.00224-0.019983i,0.019471-0.022068i,0.01921-0.025408i,0.011935-0.023544i,0.0046987-0.020807i
-0.014817-0.038407i,-0.1008-0.050627i,-0.24292-0.020599i,-0.29237+0.013547i,-0.16501-0.02456i,-0.012573-0.10179i,0.037754-0.09492i,0.037519-0.022866i,0.03518+0.00049337i,0.015792-0.026907i,-0.0039398-0.039629i,-0.0026434-0.033398i,0.0069714-0.024377i,0.016936-0.0083655i,0.030662+0.011202i,0.038174+0.021101i,0.027236+0.020172i,0.0037149+0.015406i,-0.01998+0.011956i,-0.032117+0.013413i,-0.02853+0.0166i,-0.017655+0.014299i,-0.0095163+0.0095518i
0.05475+0.018667i,0.14056-0.012644i,0.24328-0.10891i,0.27911-0.19303i,0.1857-0.17166i,0.040782-0.081547i,-0.038035-0.029798i,-0.045947-0.036171i,-0.032453-0.036265i,-0.010097-0.012282i,0.006202+0.0021416i,0.0002706+0.0046399i,-0.012385+0.01215i,-0.020701+0.016652i,-0.028433+0.01227i,-0.030287+0.0073092i,-0.023299+0.0061822i,-0.010911+0.008103i,0.0063793+0.0069i,0.024136-0.0017983i,0.031081-0.011216i,0.026834-0.010533i,0.020134-0.0016154i
-0.056465+0.045886i,-0.10813+0.12791i,-0.13986+0.25352i,-0.12863+0.35728i,-0.063609+0.36012i,0.034793+0.26387i,0.078808+0.13622i,0.046627+0.062859i,0.019055+0.05279i,0.016264+0.043789i,0.010727+0.026707i,0.0099005+0.015846i,0.013464-0.00075324i,0.011623-0.016657i,0.010724-0.022688i,0.011569-0.023206i,0.010769-0.021501i,0.0071428-0.020351i,-0.0086833-0.01619i,-0.031598-0.0043393i,-0.044419+0.0071453i,-0.045463+0.0081754i,-0.03744+0.0045381i
