-0.00038582+0.00057854i,0.0012097-0.0004227i,0.00026399-0.0012995i,-0.00078061-0.00072894i,-0.0011097+0.0013028i,-0.0010804+0.0029474i,-0.001152+0.0031419i,-0.00051154+0.0022387i,0.00068948+0.0015551i,0.0019089+0.0012311i,0.0021145+0.0006532i,0.0011212+0.00040221i,1.7925e-05+0.00056688i,-0.00048189+0.00047445i,-0.00050735+0.00020892i,-0.0003838-0.00023743i,6.6221e-05-0.00014664i,0.00045046-0.00013144i,0.00044173-0.00071648i,0.00025602-0.00065258i,0.00051182-0.00040516i,0.00036076-0.00012739i,-8.8296e-06+6.6474e-05i
-0.00060425+0.0017704i,0.00045458+0.0016568i,0.00012928+0.00072004i,-0.0011707+0.00055435i,-0.0016886+0.00075549i,-0.0016099+0.00043027i,-0.0012885+0.00020001i,-0.0011709-9.9928e-05i,-0.0014182-0.00031349i,-0.00084268-0.00038198i,-0.00041918-0.00033636i,-0.00061987-0.0003906i,-0.00071165+0.00026053i,-0.00040618+0.00084511i,-5.5044e-05+0.00020101i,-0.00028049-0.00070781i,-0.00054447-0.00034916i,-0.00026046+0.00022185i,-0.00049959+8.9228e-05i,-0.00057333+0.0009115i,-0.0006936+0.0011248i,-0.00087588+0.00040963i,-5.7316e-05+0.0003074i
-0.00079651+0.00063346i,1.991e-05+0.0010048i,-0.00037145+0.00019571i,-0.0015359+0.00032084i,-0.0013883+0.00151i,-0.0011609+0.0017411i,-0.0014124+0.0017834i,-0.0011404+0.0017987i,-0.0009234+0.0017585i,-0.0012224+0.0018468i,-0.0019309+0.00067582i,-0.0017022-0.0003321i,-0.00010629-4.8562e-05i,0.0015168-0.00049939i,0.0020752-0.00045902i,0.001041+0.00017283i,-9.9906e-05+0.00028707i,-0.00032917+2.3915e-05i,5.0444e-05-0.0001109i,0.00055127+0.00035314i,0.00029562+0.0012922i,-7.1594e-05+0.00043353i,-0.00018877-0.00076567i
0.00049784+0.0013235i,-0.00065056+0.00068363i,-0.0016412+0.00052805i,-0.0017015+0.00024439i,-0.0017632+0.00069168i,-0.0024596+0.0011117i,-0.0021192+0.001571i,-0.00066582+0.0024775i,0.00025639+0.0020532i,0.00018791+0.0014393i,0.00056444+0.0013659i,-0.00024426+0.00011766i,-0.0016543-0.00023485i,-0.00077675+0.00055201i,0.00079312+0.00086814i,0.00083103-0.00014841i,0.00013507-0.00079998i,7.4191e-05-0.00044745i,-0.00033359-0.00057294i,0.00013398-0.00030829i,-2.8077e-05+0.00057672i,-0.00074373+0.00058406i,-0.00042115+0.00011719i
-0.0019085+0.0022196i,-2.6271e-05+0.0013499i,0.00094653+0.00080903i,0.00011551+0.0013277i,-0.00031391+0.0015387i,-0.00071232+0.00095117i,-0.0019765+0.00044239i,-0.0016097+0.00048386i,-0.00036629+0.00052354i,8.5879e-05+0.0005922i,0.00064589+0.00021011i,0.0010028-0.00069241i,0.00054732-0.00068765i,0.00023882-0.0003014i,-0.00015859-0.00010476i,-0.00087681+0.00042605i,-0.0012269+0.0003721i,0.00019977-1.7717e-05i,0.0012563-0.00037837i,0.00087467-0.00095899i,1.332e-05-0.00041591i,-0.00034994+0.00089971i,-0.00036844+0.001128i
-0.00074383+0.0017916i,-0.0012063+0.001936i,-0.0014062+0.00074597i,-0.0016728-0.00054182i,-0.0019706+0.00029653i,-0.0023895+0.0020741i,-0.0026337+0.0023216i,-0.0023381+0.00098194i,-0.0010605+0.00030602i,0.00025685-0.00053059i,0.00094366-0.00097821i,0.00053793-0.00062279i,0.00063315-0.00085416i,0.0010738-0.00043661i,0.00067739+0.00039206i,0.00056383+0.00059201i,0.00062353+0.00027369i,0.00066392+0.00024744i,0.0008336+0.001025i,0.0011514+0.00055559i,0.00079937-0.00059218i,0.00028497-0.00022394i,5.4391e-06+0.00034612i
-0.00026483+0.0024156i,-0.00017025+0.0014566i,0.00030701-0.00057704i,-0.00084234-0.0014385i,-0.0019401-0.00030806i,-0.0020856+0.000918i,-0.0022693+0.00077742i,-0.001687+0.00061531i,-0.00067613+0.00061579i,-0.0002059+0.00039045i,-0.00038523+0.00029482i,-0.00014942-2.3956e-05i,0.00091358+6.4054e-05i,0.00079828+0.00041479i,-8.5698e-05-0.00013869i,-0.00053069-0.0011469i,-0.00010648-0.00057322i,-6.7547e-05+0.00013986i,-0.0005569-0.00025414i,-0.00033042-0.00025545i,-0.00056762+0.00034471i,-0.00089885-0.00037578i,-9.5335e-05-0.0011153i
-0.0022501+0.0022572i,-0.00028563+0.0018929i,0.00094101+5.4871e-05i,0.00080006-0.0012703i,5.0439e-05-0.00031094i,-0.0004187+0.0012703i,-0.000583+0.0013772i,-0.0007637+0.00067654i,-0.0011554+0.00098881i,-0.00080725+0.0016521i,-0.00034222+0.0018383i,-0.00048589+0.001379i,-0.00069261+0.0011185i,-2.6627e-05+0.0004149i,-6.644e-05-0.00015215i,-0.00035177+2.2026e-05i,0.00013457+0.00017563i,0.00038063-0.00051524i,5.7666e-05-0.00092344i,-0.00042659-0.00019208i,-0.0011911-0.0001356i,-0.001334-0.00030858i,-0.00099757+0.00051975i
-0.0019691+0.00080027i,-0.0011689+0.00047979i,0.00025294-8.9662e-05i,-0.00060752+0.0011531i,-0.002778+0.0027319i,-0.0032321+0.0031829i,-0.0031303+0.0024137i,-0.0022627+0.0014332i,2.7415e-05+0.0011796i,0.0013212+0.00085242i,0.00097387+0.00074932i,5.1732e-05+0.00092626i,-8.5291e-05+0.0012054i,0.00059184+0.00082743i,0.0014659+3.9485e-05i,0.0014341-0.00076698i,0.00089182-0.001644i,0.00028173-0.0010901i,0.0001185-0.00087695i,4.2871e-05-0.0005711i,-0.00062089+0.00058418i,-0.00045535+0.001213i,4.2482e-05+0.00078668i
-0.0024757+0.0010439i,-0.0015912+0.0011101i,-0.0020373+0.00097443i,-0.0022728+0.0010423i,-0.0020823+0.0020646i,-0.0013656+0.0023104i,-0.00080816+0.0010152i,-0.0011469+0.00055103i,-0.0013936+0.0002584i,0.00029126-0.0007907i,0.0019604-0.0011601i,0.0012595-0.00039493i,3.766e-05+1.2814e-05i,-9.2807e-05-2.8139e-05i,0.00033735+0.00010185i,0.00069635-0.0001685i,0.00054082-0.00079576i,0.00010372-0.0014307i,-0.00036457-0.0014666i,-0.00036981-0.0005249i,-0.00061958-0.00049075i,-0.00080516-0.00085351i,-0.00040906-0.00029945i
-0.00080577+0.0018325i,-0.00066226+0.0015823i,0.00012591+0.00099832i,-0.00086535+0.00033595i,-0.0022095-0.00027657i,-0.0024323-1.796e-05i,-0.0019724+0.00068731i,-0.0013398+0.0007006i,-0.0010052+0.00013337i,-0.00050365-0.00043525i,-0.00063876-0.00086008i,-0.001318-0.00098099i,-0.001644-0.00066147i,-0.0010391-0.00021011i,-5.9845e-05-3.9122e-05i,0.00012553-7.6709e-05i,-0.00019475+0.00035459i,-0.00046983+0.00045928i,-0.00071244-0.00039515i,-7.177e-05-0.0012729i,0.00035599-0.001174i,-0.00038779-0.00067502i,-0.00083461-0.00016432i
-0.0011483+0.00071666i,-8.5221e-05-0.00010725i,-0.00081947-0.00014994i,-0.001676-0.00011715i,-0.0015341+0.0010225i,-0.0020545+0.0016494i,-0.002507+0.00088903i,-0.0017593+0.0014128i,-0.0010294+0.0012854i,-0.00058093+0.00015717i,-0.00063756-0.00016209i,-0.00038979+0.00032128i,-2.0861e-05-1.1666e-05i,0.00027046-0.00013957i,4.1833e-05+0.00049823i,-0.00024365+0.00086477i,-0.00056953-2.6556e-05i,-0.0011379-0.00066061i,-0.0012232-0.00045613i,-0.00055752-0.00040577i,-0.00024008-0.00024412i,-0.00025056+0.00017827i,-0.0005091+0.00036202i
-0.0010157+0.00031522i,-0.0001498+0.0011642i,-0.00013234+0.00079467i,-0.00032356-0.00025447i,-0.00086128+0.0010701i,-0.0016335+0.0016229i,-0.0018447+0.0010632i,-0.002271+0.0016841i,-0.0014918+0.0021689i,5.8269e-05+0.0023948i,0.00077354+0.002177i,0.00035916+0.0019033i,-0.00055298+0.0011786i,-0.00050199+0.00025009i,0.00021087+7.6531e-05i,0.00029011-0.00015425i,0.00046246-0.00026785i,0.00050275+0.00018473i,-0.00044082+0.00014618i,-0.00089415-0.00010111i,-0.00023424+0.00097i,2.0201e-05+0.0017409i,-0.00010208+0.0010461i
-0.00042601+0.0016572i,-0.0007443+0.0020888i,-0.00050773+0.0017152i,-0.00022331+0.00094205i,0.00023947+0.0012207i,0.00057471+0.0019671i,0.00019442+0.002099i,-0.00055257+0.0017624i,0.00048835+0.0011226i,0.0015455+0.0011599i,0.0015616+0.0009749i,0.0010294+0.00020199i,0.00026811+4.2058e-05i,0.00052898+0.0005357i,0.00067743-4.1433e-05i,-6.2009e-05-0.0015505i,5.2462e-05-0.0009019i,0.00026182-0.00012883i,0.00056755-0.00020555i,0.0010463-8.6359e-05i,0.00071216+0.0003952i,-0.00010949+0.00056973i,-0.00028202+0.00044799i
-0.0013185+0.0027652i,-0.00078832+0.0020732i,-0.00032088+0.0012846i,-0.00075893+0.0012124i,-0.001828+0.0016251i,-0.002509+0.0014606i,-0.0024804+0.001327i,-0.0012545+0.0012164i,0.00016358+0.00038048i,0.0012286-0.00050915i,0.00064797-0.0011978i,0.00023604-0.00090383i,0.00070849-0.00028418i,0.0012093+0.00062171i,0.0015415+0.0013104i,0.00080709+0.00080292i,-1.713e-05-6.0452e-05i,-0.00026433-0.00057054i,1.2733e-05-0.0001451i,0.00016095+0.00056163i,-6.3873e-05+0.00028154i,-3.1389e-05+1.8212e-05i,9.9468e-05+0.00044393i
-0.00090895+0.00069392i,-0.00012558+0.0017553i,-0.00014846+0.00097059i,-0.0011817-0.00027488i,-0.0019493+0.00011905i,-0.0016149+0.0010466i,-0.00069419+0.00058322i,-0.00095526-3.491e-05i,-0.0015541+0.00013765i,-0.0017801+0.00033676i,-0.0010404-0.00026278i,-0.00036908-0.00065254i,5.5432e-05-0.00079777i,0.00056986-2.7177e-05i,0.0011424+0.00073564i,0.00083989+0.0005017i,0.00072225+0.00011741i,0.00090486-0.00048402i,-0.00044879-0.00049074i,-0.0010847-2.3104e-05i,-0.0008778+7.8085e-05i,-0.0015135-3.6984e-05i,-0.0012864-0.0001237i
-0.0025487-0.00055317i,-0.0014852-0.00088627i,-0.00055427-0.00048245i,-0.0012253+0.00048943i,-0.0015457+0.0012322i,-0.0014154+0.0018189i,-0.0016109+0.0014983i,-0.0018844+0.00092418i,-0.0016834+0.0008581i,-0.0012574+0.00067976i,-0.00040221+0.00063189i,0.00011429+0.00058483i,0.00037048+0.00050333i,0.00090781+0.00074675i,0.00065898+0.00067647i,8.5075e-05-0.00020451i,0.00031909-0.00054717i,0.00044109-0.00022884i,-0.00040949-0.00058548i,-0.00071203-0.00099912i,-0.00020203-0.00023678i,3.1071e-05-5.9655e-05i,-0.00050125-0.00029396i
-8.9357e-05+0.001963i,0.00046743+0.0018783i,0.00077307+0.0007068i,0.00010845-1.357e-05i,-0.0011973+0.00023085i,-0.0021375+0.00075831i,-0.0029367+0.001099i,-0.0023106+0.001305i,-0.0009263+0.001121i,-0.00031951+0.00039305i,2.666e-05+0.00032819i,0.00023024+0.00056453i,-0.00029336+0.00093893i,-0.00022408+0.0012398i,0.00039712+0.00042989i,0.00033003-0.00061007i,6.9848e-05-0.00048314i,-0.00036421-0.0002849i,-0.00046997+2.0795e-05i,-0.00034766+0.00023465i,-0.00051632-0.00017591i,-0.00047179-3.8733e-05i,-0.00013247-9.4895e-05i
-0.0019687-0.00026998i,-0.0017229-0.0001624i,-0.0027748-0.00043833i,-0.0029433+0.00075502i,-0.0018304+0.0021065i,-0.0011563+0.0027824i,-0.00062621+0.0024424i,-0.0001007+0.0014797i,-0.00053619+0.00083828i,-0.00021496+0.00029999i,0.0011332+4.5874e-05i,0.00097183-0.0003211i,-1.0599e-05-0.0005859i,-0.00051421-0.00070321i,-0.00018696-0.00083067i,3.6263e-05-0.00039466i,-2.0766e-05+3.8284e-05i,0.00045346-0.00021368i,0.00034742-9.1233e-05i,0.00010833+0.00063454i,0.00020877+0.00031619i,0.00044633-0.00025975i,0.00061917-0.00033653i
-0.00045716+0.0023401i,-0.00063637+0.0017045i,0.00052772+0.00049546i,-0.00042867-0.00045017i,-0.0016855-0.00026582i,-0.0020525+0.00075339i,-0.0013501+0.0013037i,-0.00075481+0.0011425i,-0.00081218+0.00026707i,-0.00026626-0.00019133i,0.00075163-0.00031379i,0.0010284+3.4703e-05i,0.00059589+0.00066507i,0.00063329+0.00065721i,0.00036028+0.00043842i,-0.00057534-0.00020679i,-0.00083409-0.00034246i,-0.00093008-0.00010187i,-0.00098049+0.00053114i,-0.00083253+0.0013699i,-0.00053863+0.0011214i,8.6905e-05+0.00064009i,0.00018697+0.00078981i
-0.00085303+0.00049548i,0.00015141+0.0020075i,-0.00019337+0.00076724i,-0.00074069-0.00019517i,-0.0012498+0.00055744i,-0.0014418+0.0014066i,-0.00087455+0.00083267i,-0.00044361-0.00076229i,-0.00035883-0.0012272i,-0.00030794-0.00044461i,0.00020654-0.00012296i,0.0004799+4.2443e-05i,-5.3453e-06-3.9342e-05i,-3.6869e-08-0.00028791i,0.00016783+1.575e-05i,0.0001236-5.667e-05i,-0.0004202-0.00030187i,-0.0015009-0.00079314i,-0.00078638-0.001082i,9.3854e-06-0.00046625i,-0.00053622-0.00034637i,-0.00048488+0.00013793i,8.9159e-05+0.0010361i
-0.0003334+0.00069393i,-0.0010176+0.00051392i,-0.0012312-0.00036019i,-0.0014182-0.00039588i,-0.0016836+0.0014885i,-0.0022913+0.003247i,-0.0021927+0.0028402i,-0.0019143+0.0021025i,-0.0016455+0.0014456i,-0.0005543+0.00045109i,0.0006143+0.00048617i,0.00054397+0.00084834i,0.00073192+0.00077618i,0.0012805+0.00055093i,0.0013344+0.00047152i,0.0013385+0.00028473i,0.0010094-3.5077e-05i,0.00022577-3.7673e-05i,-0.00051241+0.00063201i,-0.00045361+0.00053188i,-0.00051356+0.00052857i,-0.00052651+0.001154i,4.184e-05+0.0014802i
-0.00011858+0.0012131i,0.00024281+0.0018574i,6.8823e-05+0.0011147i,-0.00088929+0.00060874i,-0.0017179+0.0011894i,-0.00191+0.0016007i,-0.0021426+0.0014301i,-0.0023453+0.0012694i,-0.0019239+0.0016628i,-0.00070138+0.001452i,0.00039472+0.0011054i,0.00062517+0.00059827i,0.00029665+0.00054444i,0.00040608+0.0011807i,0.0010962+0.00087479i,0.00088122-8.4041e-05i,0.00016845-0.00022452i,-0.00058315-0.00060555i,0.00013213-0.0014671i,0.00087858-0.0012575i,0.00018733-0.00054448i,-0.00026333-8.8424e-05i,-0.00075294-0.00029831i
-0.00043645+0.0023845i,-0.00045719+0.0027143i,-0.0011776+0.0005077i,-0.0016137-0.00037359i,-0.0024429+0.00041851i,-0.0025391+0.00093774i,-0.0014001+0.0011531i,-0.00026791+0.0012829i,0.00038767+0.0013359i,0.00062902+0.00098577i,-0.00028324+0.00015775i,-0.001213+1.6055e-05i,-0.00016543+3.2238e-05i,0.00028079-0.00014954i,-0.00071953-0.00024041i,-0.0014764-0.00011163i,-0.0003615-0.00040089i,0.0012274-0.00030785i,0.00083879+0.00014778i,-3.2449e-05-0.00061458i,-0.00070788-0.0011375i,-0.0010231-0.00074395i,-0.00065868-0.00047558i
-0.00053485+0.0010309i,-7.2785e-05+0.001853i,-3.8868e-05+0.0012371i,-0.0008691+0.00057838i,-0.0015264+0.00097378i,-0.0022802+0.0014805i,-0.002291+0.0019956i,-0.0013755+0.0018435i,-0.00090798+0.0013557i,-0.00060596+0.0010719i,-5.9813e-05+0.0009184i,-0.00053707+0.00025584i,-0.00045489+0.00017711i,9.5063e-05+0.00024708i,8.0573e-05-0.00042191i,-7.6549e-05-0.0010598i,-0.00024249-0.00090924i,-0.00050923-0.00022587i,-0.00021691+0.00016841i,-3.8971e-05+0.00026913i,-0.00013076+9.5634e-05i,0.00023885+2.0348e-06i,0.00053172-0.00057096i
-0.00076442+0.00020991i,-0.00043614+0.00051175i,-0.00093639-0.0011005i,-0.0015546-0.00086436i,-0.0016201+0.00057394i,-0.0013706+0.0013778i,-0.0016808+0.00069608i,-0.0016472-0.00048662i,-0.00076444-0.00064792i,-0.00024248+0.00065382i,8.2217e-05+0.0017338i,0.00030974+0.00098029i,0.00016803-8.4426e-05i,0.00016223-0.00010501i,0.00034209+3.5491e-05i,0.00056904-0.00060281i,6.432e-05-0.0015641i,-0.0006853-0.0016613i,0.00018687-0.0012505i,0.00076751-0.0011448i,0.00039052-0.0010505i,0.00052567-0.0011044i,0.00020203-0.00061836i
-0.0014674+0.0014705i,-0.00013568+0.0018056i,0.00088835+0.0009358i,3.089e-05+0.00034392i,-0.0014263+0.00063193i,-0.0018292+0.00083303i,-0.0016288+0.00051855i,-0.0017318+0.00022469i,-0.0016865+0.00051847i,-6.8582e-05+0.00038848i,0.0016756-0.00025732i,0.0014978-0.00089841i,0.00084568-0.00064729i,0.0006442+0.00082014i,0.00065079+0.00058764i,0.00053487-0.00051104i,-1.8906e-05-0.0003809i,-0.00042395-0.00021081i,-0.00035151-0.00066069i,-0.0005765-7.6917e-06i,-0.0011611+0.00042616i,-0.0004474+0.00026797i,0.00090518+0.00097641i
-0.0023365+0.0011329i,-0.0018184+0.001605i,-0.00055165+0.0012434i,-0.00031128+0.0010759i,-0.0011581+0.0022243i,-0.002124+0.0021029i,-0.002459+0.0016174i,-0.0017022+0.0018597i,-0.00075882+0.0012878i,-0.00010891+0.00021863i,-0.00012627-0.00052847i,0.00018301-0.00029337i,0.00071052+0.00031266i,0.000778+0.0005919i,0.00029415+0.00092831i,-0.00020514+0.00070998i,4.766e-05-7.5218e-05i,0.00018527-0.00044728i,-0.00024487-9.7357e-05i,-0.00022052-1.2138e-05i,6.1659e-05-0.00074617i,-0.00032294-0.00071095i,-0.00079772+0.00025358i
-0.00030609+0.0022597i,-0.00051178+0.0016253i,-6.9085e-05+0.0012033i,-0.0013279+0.0011273i,-0.0028084+0.0010434i,-0.0023654+0.0014246i,-0.001069+0.0020707i,-0.00075532+0.0024998i,-0.0005277+0.0026721i,-0.00031616+0.00176i,-0.00043965+0.00018924i,0.00040041-0.00022981i,0.0012986+0.00092818i,0.0010592+0.0010911i,0.0006923+0.00048649i,0.00062098-6.9304e-05i,0.00079823-0.00066768i,0.0006119-0.0011122i,-9.1248e-06-0.00059153i,-0.00072151+0.0002589i,-0.00081814+0.00020051i,-0.00062841-0.00022206i,-0.00010743+0.00011028i
-0.002258+0.0020092i,-0.0021059+0.0017918i,-0.0013335+0.00081609i,-0.0011994+0.0010235i,-0.0017905+0.0020241i,-0.002001+0.0024717i,-0.0013059+0.0018999i,-0.00068566+0.0013414i,-0.00086084+0.0015098i,-0.00073845+0.001884i,0.00019763+0.0020848i,0.00026788+0.0019501i,-0.00013358+0.001484i,0.00064243+0.00081463i,0.0010058+7.0541e-05i,-4.8445e-05-0.00052227i,-0.00076862-0.00066744i,-0.00061483-0.00054924i,-0.00047539-0.00077329i,-0.00069524-0.00037438i,-0.00085707+0.0002586i,-0.00043035-9.6908e-08i,-0.00027236+0.00073485i
-0.0022849+0.0012379i,-0.0015208+0.00031572i,-0.00030171-0.00053857i,-0.00078255+0.00019083i,-0.001355+0.0013622i,-0.0010689+0.0015663i,-0.0018736+0.0013917i,-0.0022328+0.00093647i,-0.00081692+0.00041578i,0.00081076+0.00090429i,0.0012462+0.00092161i,0.00080459+0.00052046i,0.00038299+0.00065128i,7.4922e-05+0.00082488i,0.00027912+0.0001442i,0.00057326+0.00021391i,0.00091105+0.00034211i,0.00051318-0.00011117i,-0.00015004-0.00031252i,0.00040814-7.3608e-05i,0.00077015+6.1289e-05i,0.00035286+0.00014717i,0.00042811-0.00020428i
-0.0014004+0.0016397i,4.9104e-05+0.0020533i,-0.00026446+0.0019447i,-0.0015286+0.0016397i,-0.0025218+0.0022353i,-0.0025057+0.002126i,-0.002212+0.0011715i,-0.0018109+0.00078846i,-0.0012885+0.00086097i,-0.0010423+7.9565e-05i,-0.0006382-0.00088948i,-0.00092679-0.0011135i,-0.0012373-0.00090096i,-0.00095733-0.00035579i,-0.00023197+0.00019382i,0.00062518+0.00063375i,0.00076009+0.00051194i,0.0008068-0.00021831i,0.00080521-0.00078197i,0.00062783-0.0007549i,0.00069846-0.0006642i,0.00023051-0.00065508i,-0.00060942-0.00068024i
-0.0005913+0.00082476i,0.00012608+0.0014489i,-0.00027185-0.00013025i,-0.0011007-0.00023195i,-0.0024024+0.0006135i,-0.0028843+0.0010546i,-0.0027079+0.0012212i,-0.0029086+0.0018757i,-0.0030081+0.0010153i,-0.0023212-0.0002545i,-0.0015946-0.0006909i,-0.00037203-0.0010967i,0.0010844-0.0011228i,0.0012388-0.00078338i,0.00073723-0.00079671i,0.00029299-0.00036684i,-0.00034055+0.00075729i,-0.00092262+0.00092698i,-0.00054688+0.00065145i,-0.00049407+0.00034844i,-0.00063717+4.6239e-05i,-0.00037629+0.00067572i,0.00079698+0.0006786i
0.00016803+0.0012407i,0.00015717+0.001966i,-0.00015945+0.00038793i,-0.00083905-0.00071891i,-0.0010219+0.00031354i,-0.0011398+0.0013633i,-0.00099405+0.0011152i,-0.00050309+0.0015026i,-0.00037348+0.0018378i,-0.0001274+0.0012935i,0.00040172+0.00076166i,0.00065414+0.0008939i,0.00087543+0.00039849i,0.00090345-0.00043355i,0.0011774-0.00033968i,0.001424-2.3072e-06i,0.00061927+0.00034586i,-0.0006609+0.00035164i,-0.0014023-0.00049406i,-0.00090877-2.3109e-05i,-0.00025102+0.0011732i,-0.00027547+0.00091867i,9.2892e-07+5.6733e-06i
-0.001397+0.0007156i,4.1445e-05+0.0011125i,0.00056044+0.00029251i,-0.00044654-0.00052774i,-0.0012857+0.00067848i,-0.00067499+0.0017962i,-0.00049201+0.0006584i,-0.00028973-0.00030721i,0.00099445+1.3771e-05i,0.0023785+0.00069935i,0.0030651+0.0013265i,0.00272+0.001283i,0.001517+0.00049071i,0.0011654+1.5853e-05i,0.001121-0.00013932i,0.00066828+0.00016446i,9.8171e-05+0.00037784i,-4.0197e-05+0.00067618i,-0.00035986+0.00040246i,-0.00036416+7.0526e-05i,-0.00012861-9.9692e-05i,0.00039235-0.00031842i,0.0007874+0.00042739i
-0.001775+0.002132i,-0.0014022+0.0012684i,-0.00018818+0.00091251i,-0.00088552+0.0010889i,-0.002156+0.0013308i,-0.0027375+0.0010523i,-0.0025128+0.00058447i,-0.0012975+0.00012011i,-0.00041505-0.00065442i,0.00045688-0.0011845i,0.00091239-0.0012229i,0.00093119-0.00025402i,0.00071067+0.0012461i,-0.00012111+0.00076927i,-0.0009038-0.00052624i,-0.00079772-0.00065693i,6.798e-05-0.00031588i,0.00034104-0.00033396i,-0.00055537-0.00091108i,-0.0014492-0.00046904i,-0.0015172+0.00041269i,-0.00077501+0.00067065i,-0.00080389+0.0010851i
-0.00039578+0.00049528i,-0.00013+0.0014144i,-0.00055787+0.00099186i,-0.0019577+0.00014002i,-0.0028581+0.0012324i,-0.0026082+0.0026588i,-0.0025605+0.0029743i,-0.0027138+0.0027652i,-0.0026282+0.0017341i,-0.0025773+0.00079655i,-0.0027107+0.00074787i,-0.0016242+0.00092808i,0.00011099+0.00086437i,0.00040298+0.0012646i,0.00028656+0.0012199i,-8.4394e-05+0.00082972i,-0.00087634+0.00049639i,-0.00066885-0.00010457i,-0.00011468-0.00021255i,-0.00061121+3.3464e-05i,-0.0012589+0.00013883i,-0.0014309-0.00026232i,-0.0011676-0.00038418i
-0.00029222+0.0030978i,0.00047036+0.0013307i,0.00081266-0.0005408i,0.00018549-0.00046117i,-0.00053458+6.48e-05i,-0.0015203+0.00064334i,-0.0014813+0.0014645i,-0.00086618+0.0017059i,-0.00059267+0.0014244i,-0.0013264+0.0015848i,-0.0019662+0.0017896i,-0.0014747+0.0013827i,-0.00055641+0.0005808i,0.00027471+0.00062863i,0.00098784+0.00079124i,0.00080971+0.00011034i,-0.00011042-0.00082071i,-0.00064215-0.00061377i,0.00020705-0.00025238i,0.0010348-0.00036841i,0.000703-0.00049184i,0.00018303-0.00096945i,-0.00013926-0.0011204i
-0.0010926+0.00060587i,-0.00047209+0.00064216i,-8.9567e-05-0.0005393i,-0.0003291-0.00058114i,-0.0024098+0.00027757i,-0.0039472+0.00087478i,-0.0023549+0.00070105i,-0.00044776+0.00046018i,0.00036131+0.00090096i,0.00082438+0.0012714i,0.0012371+0.00092127i,0.00088315+0.00031868i,0.00017369+9.4374e-05i,0.00062227+0.00034833i,0.0012691+0.00025807i,0.00082221-0.00091412i,0.00067256-0.0018962i,0.00061295-0.0018494i,9.201e-05-0.0013398i,0.00084087+3.7818e-06i,0.0012105+0.0005724i,-1.201e-05-0.0001623i,-0.00062491+0.00010825i
-0.00039542+0.0020003i,-7.6712e-05+0.001914i,0.00032269+0.0014554i,-0.0003182+0.00050435i,-0.0017687-0.00035226i,-0.0024636-0.00051569i,-0.0019503-0.00081824i,-0.0011075-0.0011804i,-0.00028024-0.0013153i,0.0010482-0.0011234i,0.001811-0.00072217i,0.0016265-0.0010698i,0.00084248-0.00047667i,0.00037003+0.00098034i,0.00033923+0.0010491i,0.00072231+0.00025496i,0.0010833-0.00030975i,0.00063792-0.00087198i,-5.0443e-05-0.00096096i,-0.00013066-0.00019551i,-0.00021492+1.2498e-05i,4.9423e-05+0.0001856i,0.0007409+7.5384e-05i
-0.0011236+0.0023991i,-0.00090728+0.0021973i,5.7887e-05+0.00054437i,4.4534e-05-0.00028353i,-0.0010151+0.0010071i,-0.00276+0.0029409i,-0.0031571+0.0025756i,-0.002328+0.00028159i,-0.001014-0.00086095i,-0.00029777-0.0012599i,0.00019521-0.00087271i,0.00055511+0.00055248i,0.00063936+0.0013389i,0.00082252+0.0014649i,0.0009608+0.0013948i,0.0011349+0.001206i,0.00089478+0.0011918i,0.00098407+0.00049164i,0.00075588+0.00032599i,-0.00046063+0.0011956i,-0.0015793+0.0011807i,-0.0010928+0.00067254i,-0.00012183+0.0004432i
-0.0002059-0.00084054i,0.000944-0.0009691i,0.0010506-0.00096053i,-0.00060111-0.00058628i,-0.0029262+0.00096701i,-0.0038613+0.0022374i,-0.0024401+0.0019374i,-0.0011679+0.0018034i,-0.0017566+0.0025882i,-0.0019291+0.0027724i,-0.00062989+0.0019088i,0.00062659+0.00099427i,0.0012959+0.00049396i,0.001148+0.00033427i,0.00071475+0.00042535i,0.00035401+0.00038335i,7.8892e-05+0.0005258i,-0.00023092+0.00053491i,-0.00073756+0.00017061i,-0.00045589+0.00031438i,-7.8058e-05+0.00085628i,0.00013787+0.0016729i,0.00040522+0.0015337i
-0.0013384+0.0020974i,-0.0018363+0.0026393i,-0.0024323+0.001136i,-0.0023502-0.00017037i,-0.0017751+0.00031831i,-0.0011676+0.0012118i,-0.00016647+0.0013911i,0.00054192+0.0024702i,0.00072811+0.0032337i,0.0010347+0.0028829i,0.00089495+0.0025286i,3.4638e-05+0.0017908i,2.0902e-05+4.665e-05i,0.00075859-0.0011142i,0.00069229-3.3892e-05i,0.00080423+0.00062635i,0.00059557-8.4669e-05i,0.00014109+8.0702e-05i,-0.0003919-0.00061337i,-0.0010722-0.0006625i,-0.00076943+4.9036e-05i,-0.00046173-0.00068468i,-0.00096432-0.0010721i
