0.00039867+0.00087347i,0.00078486-0.001017i,0.00013545-0.0029949i,-0.00054196-0.0038663i,-0.0019515-0.0015165i,-0.0025591+0.0014657i,-0.0011752+0.0021223i,0.00077166+0.00096108i,0.0013614-0.00019162i,0.0010504-0.00072145i,0.00083665-0.0007986i,0.00036581-0.00069107i,-0.00091562-0.00022935i,-0.00099514+0.00033212i,0.00065442+0.00054493i,0.00094587-0.00029746i,-7.9518e-05-0.00038322i,-0.00033583-4.5623e-05i,-1.125e-05-0.00056147i,-0.00040065-0.00070846i,0.00017546-0.00047836i,0.00089776-0.0003548i,0.00017634-0.00017457i
-0.00078068-0.00019125i,0.0011093-0.0012607i,0.0010726-0.00077864i,-0.00048037-7.5554e-05i,-0.0005382-0.00081136i,0.00018167-0.0014815i,-0.00059913-0.00090943i,-0.0011651-2.699e-05i,-0.001204+0.00041001i,-0.00053893+0.00021103i,-0.00026805-0.000488i,-4.2793e-05-0.00072285i,0.00036932-0.00058838i,-0.00030273-0.00072816i,-0.00081586-0.00038625i,-0.00066817+0.0004664i,-0.00012998+0.00090863i,0.0007743+0.00099618i,0.00086526+0.0005425i,0.0004004-0.00010812i,-8.1445e-05+3.3734e-05i,0.0003304+0.00020569i,0.00069251+0.0005131i
0.0015114-0.001319i,-5.8139e-05-0.0012837i,-0.00077457-0.0021228i,-0.0009838-0.002369i,-0.0013119-0.0016671i,-0.0011402-0.00045279i,-0.00085045+1.4985e-05i,-0.00091193+0.00010589i,-0.0010393+0.0010101i,-0.0013916+0.00088099i,-0.00070495+0.00046183i,0.00025462+0.00072761i,0.00019585+0.00034965i,0.00031598-4.8734e-05i,0.00022667+0.00035474i,0.00037048+0.00044189i,0.00041324-2.6768e-05i,6.5464e-05-5.7403e-05i,0.00010386-0.00014084i,8.407e-05+6.7768e-06i,-9.8303e-05+0.00011287i,-4.1551e-05+0.00030942i,0.00010296+0.00042363i
-0.00047099-0.00049658i,-0.00021425+0.00035467i,0.00060092+0.0001219i,-0.00021292-0.00064304i,-0.0007474-0.00033881i,-0.00053033+0.00037255i,-1.833e-05+0.00062153i,6.7048e-05+0.00050872i,0.00042487+0.00025412i,0.0010414+0.00019933i,0.00068023+0.00018898i,0.00077673-0.00023551i,0.0011738+0.00056775i,0.0011133+0.00089186i,0.00021732+3.0626e-05i,-0.00019392-9.2734e-05i,0.00035202+6.2727e-05i,0.00023796+0.00047334i,1.9174e-05+0.00037496i,0.00018633-0.00011321i,-0.00018919+0.00030738i,-0.00037251+0.00043827i,-0.00057062-9.8723e-05i
-0.00040589-0.00080102i,-0.00041634-0.00050584i,-0.00070529-0.0005435i,-0.00049862-0.00028766i,-0.00021971-0.00034656i,-0.00055478-0.00028956i,-8.643e-05-0.00034158i,0.000129+5.2327e-05i,-0.0010157+0.00033331i,-0.0012469+0.00067193i,-0.00022647+0.0011819i,0.00043499+0.00045458i,0.00030047-0.00058275i,0.00076453-0.00073788i,0.0014571-0.00055265i,0.0010121+7.5896e-05i,-0.00019914+0.00023141i,-0.00015718-0.00059121i,0.00030587-0.00059508i,0.00029982-0.0006506i,0.00083968-0.00029052i,0.00059757+0.00031606i,-0.00027315-0.00024331i
0.0022682+0.0014007i,0.0017622-0.0013634i,0.0012872-0.0035097i,0.00068103-0.0032711i,-0.00050235-0.0011559i,-0.0016774-0.00028831i,-0.0010332+0.00024199i,-0.00023117+0.00080795i,-5.9538e-05+0.00030601i,0.00038893-0.0004557i,0.00054773-0.0013442i,0.0001406-0.0013693i,-0.00027308-0.00050654i,-4.0669e-05-6.1147e-05i,0.00037894+0.00090047i,0.00042937+0.0013485i,3.4868e-05+0.001129i,-0.00024619-2.0839e-05i,-7.0933e-05-0.00049045i,-0.00015692+0.00012168i,0.00016219-0.00032193i,0.00086234-0.001157i,0.00076661-0.00069909i
-0.00225-0.00069251i,-0.0020858+4.5903e-05i,-0.0024785-0.00034651i,-0.0013778-0.00060599i,-0.00043195+0.00061953i,-0.00015007+0.001528i,0.00031058+0.00058497i,0.0001897-9.8059e-05i,-0.00060787+0.00055824i,-0.00095165+0.00073194i,0.00013092+0.00025275i,0.00063871+0.00043962i,0.0007984+0.00056933i,0.00068845+0.0010301i,0.00031604+0.0010882i,0.00012445+0.00032255i,-0.00017279+0.0003807i,-0.00011984+0.00040944i,8.7365e-05-0.00016125i,-0.00045003-0.00045482i,-0.00060049-0.00024049i,-0.00024465+0.00073451i,-9.4224e-05+0.00057653i
-0.0011085-0.0008682i,-0.0019796+0.00036918i,-0.00035125+0.001135i,0.00052395+0.0008646i,0.00048538-0.00040964i,-0.00046959-0.0014409i,-0.00069721-0.0013339i,-0.00028477-0.0004704i,-0.00042095-1.9813e-05i,0.00016375+8.7961e-05i,0.00049197-1.5921e-06i,-8.8112e-07-0.00038231i,-0.00089902-0.00011662i,-0.001181+0.00047706i,-0.00082905-1.9284e-05i,0.00011798-0.00084105i,0.0012131-0.00084157i,0.00077006-0.0010458i,0.00032172-0.00074548i,-0.00021672-0.00030661i,-0.00045795-0.00016367i,4.2823e-05-0.00029606i,-9.1726e-06-0.0002215i
0.0016914+0.0013906i,0.0022822-0.00042486i,0.0014773-0.0012857i,0.00061793-0.0020113i,0.00041866-0.002117i,-0.00018411-0.0014283i,-0.0007043-0.00084824i,-0.00030236-0.0006024i,0.0001935-2.9122e-05i,0.00047011+0.00014794i,0.00041958+0.00047242i,0.00019714+0.00053234i,0.00045014-0.00011425i,0.00067415+9.1047e-05i,0.00056001+0.00028396i,0.00055133-0.00017641i,0.00053345-0.00071639i,0.0011153-0.00047904i,0.0010959+5.5184e-05i,3.1003e-05+0.00084354i,-0.00049862+0.0011387i,-0.00065226+0.00039565i,-0.00033583-0.00041005i
0.0006955-0.00020358i,0.0010231-0.0006583i,0.00070108-0.00035065i,-0.00047704-0.00052061i,-0.00080952-0.00065941i,-0.00054962-0.00081856i,0.00010023-0.00091451i,0.00045872-0.00051414i,0.0002993+0.00013037i,-0.00023372+0.00033563i,-0.00070879-0.00011606i,-0.00087957-0.00056119i,-0.00051227-0.0001622i,-0.00038828-0.00021802i,-0.0002374-0.00062927i,-0.00020974-0.00010459i,-0.00044028+0.00013464i,-0.00018519-0.00053607i,0.00023424-0.00076301i,0.00042837-0.00062812i,0.00050576-0.00037371i,0.00063844+0.00027945i,0.00010188+0.00093547i
-0.00027516+6.6909e-05i,-0.00097931+0.00033329i,-0.001578+0.00051861i,-0.0019983-0.00059026i,-0.0010191-0.0016765i,-0.00018721-0.0012308i,-0.00027348-0.00076666i,-0.0012055-0.00091162i,-0.0016974-0.00068538i,-0.0011918+0.00021492i,-0.00098286-6.5815e-05i,-0.0008091-0.00047458i,-0.00061307-0.00036161i,-0.00016522-0.00050463i,0.00050702-0.00080404i,0.00028625-0.00061966i,-9.9854e-05+6.241e-05i,0.00038908+0.00016529i,0.00033609-0.00050177i,-0.00049543-0.00058638i,-0.0005416-8.238e-05i,0.00035097+0.00012366i,0.00034985-5.2016e-05i
0.00092926+0.00091871i,0.0018687-0.00063866i,0.0025029-0.0019363i,0.0015469-0.0027136i,0.00013059-0.0023273i,-0.00090701-0.002112i,-0.0020243-0.0010378i,-0.0024877+0.00040269i,-0.0018189+0.00054439i,-0.0012619-0.00028829i,-0.00027314-0.00067499i,0.00062723-0.00057149i,0.00042003+0.00025813i,-0.00012125+0.0010405i,0.00030291+0.00095963i,0.0006818+0.001116i,0.00045276+0.0012207i,0.00023667+0.00044626i,0.00022287-0.00045423i,0.00048797-0.00069733i,0.00079997-0.00010221i,0.00046369+1.6744e-05i,-0.0001175+0.00014218i
0.00044237+0.0004656i,0.00067126+0.00059932i,0.00017546+0.0005671i,-0.0004612-0.00036553i,-0.00087988-0.0015366i,-0.00061085-0.0012912i,0.00044827-0.00032716i,2.4974e-05-0.00056794i,-0.00072747-0.00060484i,0.00035497+0.00016408i,0.00066149+0.00061809i,0.0003729+0.00048879i,-0.00027551+0.0011268i,-0.0014593+0.00080746i,-0.0011484-0.00013698i,-0.00065535-0.00057624i,-0.00056896-4.5699e-05i,-0.00034458+5.5845e-05i,-0.00046341-0.00084085i,7.0243e-05-0.0011008i,0.00043055-0.00049928i,0.00032703+1.3176e-05i,8.5411e-05+0.00044021i
-0.00032563+0.00094055i,-0.00029457+0.00021279i,-0.00014931+0.00024257i,0.00022709+0.00029432i,0.00069008-0.00047627i,0.00085773-0.00073917i,0.00034447-0.00076412i,0.00037758-0.00069302i,0.00030483+5.366e-05i,-0.00010226+0.00074222i,0.00048054+0.00040984i,0.0012795-0.00029833i,0.00074507-0.00031265i,0.00022899+0.00039065i,0.00025624+0.0010445i,0.00018008+0.00080352i,0.00052224+0.00029933i,0.00054446-0.00024971i,0.00038558-0.00073628i,0.00019993-0.00069982i,-0.00024075-0.00044477i,-0.00051711-0.00040189i,-0.00034353-0.00045898i
-0.001075-0.00075096i,0.00015384-0.00048035i,0.00062385+0.00029199i,-0.00075374-0.00046742i,-0.0013716-0.0013171i,-0.00076554-0.0011126i,-0.00027895-0.00082725i,0.00053101+0.00048109i,0.00081965+0.0013176i,-0.00027086+0.00021352i,-0.00023141-0.00069897i,0.00080478-0.00053373i,0.00058152-0.0006272i,-0.00049708-0.00087605i,-9.5428e-05-0.0010338i,0.00032438-0.00051083i,-0.00028942+0.00017309i,-0.00033541+0.00011339i,9.4102e-05-0.0005885i,-0.00017726-0.00095609i,-0.00042771-0.00080614i,2.136e-05+1.6522e-05i,0.00040741+0.00039076i
0.0023324-0.00067235i,0.0014185-0.0014009i,0.00090129-0.0016283i,0.00032776-0.0020379i,-0.0002237-0.0020677i,-0.00085018-0.0018335i,-0.00075426-0.0011627i,0.00019683-0.00082434i,0.00034724-0.00051361i,0.00013271-0.00038016i,0.0002363-0.00069992i,-0.0001447-0.00044203i,-0.00017583+9.5032e-05i,0.00048491+0.00066106i,0.00091695+0.0005274i,0.00071145-0.00032675i,0.0010849-0.00017259i,0.0012885-0.00050449i,0.00039945-0.00091801i,-0.00037633-0.00033628i,0.00037009+0.00013832i,0.0011181+0.00050984i,0.00022205+0.00062997i
0.0010102-0.0026517i,-0.00052791-0.0032365i,-0.0018357-0.0025118i,-0.0025986-0.0021623i,-0.0024296-0.0022145i,-0.0013504-0.00078972i,-9.5087e-05-0.00017604i,-0.00026385-0.00025654i,-0.00011249-0.00027524i,5.1271e-05-0.00010327i,-0.00050364+0.00038086i,-0.00049131+0.00025286i,-1.1297e-05+6.8163e-05i,-2.5409e-05+0.0003561i,0.0003968+0.0006985i,0.00045933+0.00060475i,0.00039284-7.4677e-05i,0.00080601-0.00058345i,0.00012194-0.00056819i,-0.0004173-0.00063757i,-0.00038087-0.00034269i,0.00015603-0.00041449i,0.0001005-0.00044817i
0.00065672+0.00026083i,0.0015961-4.4948e-05i,0.0017573-7.8679e-05i,0.000839-0.00024113i,-0.00057209-0.0006523i,-0.0011157-0.00088243i,-0.0010486-0.00077581i,-0.00023826-0.00093348i,0.00024042-0.00075967i,-0.00023866-0.00011016i,-0.00027521-0.00040958i,-0.00060676-0.00037163i,-0.00058215+0.00030027i,0.00016959+8.9698e-05i,0.000177+9.5917e-05i,-0.00043195-0.00054806i,-0.00047721-0.00089403i,-0.00028986-0.00012093i,7.7326e-05+1.3504e-05i,-0.00026171+0.00010387i,-0.00071607+8.5748e-05i,-0.00069137-4.5137e-05i,-0.00010222-0.00021898i
0.0015586+0.0005423i,0.0008096-6.193e-05i,0.00037662-0.0014786i,6.3304e-06-0.0018144i,-0.00021723-0.0016408i,0.0010996-0.0010131i,0.00097373-0.00050933i,0.0004362-0.00046673i,6.2829e-05-2.807e-05i,-0.00066069+0.00036196i,-0.00024402+0.00064303i,-4.1976e-05+0.0005653i,-4.2485e-05-0.00025423i,0.00031935-0.00087342i,0.00061698-0.00038828i,0.0013959+0.00055487i,0.0016421+0.00022332i,0.00046072-0.00093379i,-0.00039537-0.00084784i,-0.0003303-7.5056e-05i,-0.00043209+0.00029044i,-0.00034285+0.0006991i,-0.00010352+0.00086432i
0.0015847+0.00017764i,0.001636-0.00011862i,0.0022084-0.00030925i,0.0006843-0.00171i,-0.00014366-0.0020489i,-0.00040245-0.00086244i,-6.8119e-05-0.00043144i,0.00038442-0.00039248i,0.00039521+0.00037404i,0.00036885+0.00022045i,-0.00094803-0.0007741i,-0.0016329-0.00047932i,-0.00051851+0.00014814i,0.00022145+0.00065963i,0.00034443+0.00035443i,0.00069138-2.0017e-05i,0.00047503-0.00011757i,0.0002999-0.00038475i,0.00058799-0.00076635i,0.0002343-0.00065245i,-0.00052287-2.761e-05i,-0.00045768+7.1275e-05i,0.00041318+0.00023105i
-0.0007856-0.0012773i,-0.0012372-0.0012882i,-0.0020176-0.0010607i,-0.0028541-0.00026657i,-0.002617+0.00098883i,-0.0018866+0.0015179i,-0.0010681+0.00093675i,-0.0010187+0.0005431i,-0.0014963+0.0003794i,-0.0008549+0.00033818i,2.6709e-05+8.6318e-05i,8.973e-05+0.00024013i,0.00092933+0.00067091i,0.0015211-0.00039413i,0.00053808-0.00098342i,0.00026281+6.6787e-05i,0.00067373+0.00048847i,0.00077779-0.00010574i,0.00075006-0.00046524i,0.00061417-6.72e-06i,0.00014+0.00014369i,-0.00070147-0.00014777i,-0.00053602-0.000671i
-4.1512e-05-0.001365i,0.00046024-0.00093754i,-0.0007386-0.0014579i,-0.0018221-0.0010453i,-0.00071413-0.00090366i,8.9321e-05-0.00081377i,2.7944e-05-6.7009e-05i,-0.00011827+0.00058853i,-0.0005351+0.00026158i,-0.00071703-0.00048031i,-0.00069379-0.0011334i,-0.00017612-0.0010613i,0.00020506-0.0003948i,-0.0002975+0.00030559i,-0.00046774+0.00070377i,0.00029015+0.00018248i,0.00036481-0.00070192i,0.00010729-0.00091911i,-0.00072961-0.00038737i,-0.0010621+0.00023738i,5.4581e-05+0.00089463i,0.00081056+0.00081377i,0.00069636+0.00041406i
-0.0016189-0.00097765i,-0.0018929+0.0010773i,-0.0019811+0.0019387i,-0.00073986+0.00084859i,-0.00017448+0.00065213i,-0.00010537+0.0002093i,0.00022027-0.00029187i,-0.0001727-0.0003207i,-0.00040367+9.4989e-05i,-0.00071517+0.00055742i,-0.00037748+0.000292i,0.00066341-0.00052294i,0.001006-0.00087167i,0.00065228-0.00068009i,0.0002768-0.00044274i,-0.00018617-0.00056429i,-0.0006731-0.00046139i,-0.00022222-0.00014221i,0.00045116-0.00045648i,0.00044186-0.0010342i,0.00056694-0.00033182i,0.00074797+0.00051346i,0.00043671+0.00038665i
-0.0013936-0.0012611i,-0.001256+0.00030536i,-0.00025371+0.0014246i,0.00020077+0.00075972i,-0.00019404-0.00054526i,-0.00086514-0.00045934i,-0.0012438-0.0001521i,-0.0006783-0.00071871i,-3.1887e-05-0.00013656i,-8.4034e-05+0.00085434i,-6.9402e-05-0.00025266i,-0.00017172-0.00070801i,-0.00081626+0.00023631i,-0.00028657+0.00030038i,0.00068784-0.0001135i,0.0005552-0.00074493i,0.00014903-0.00091091i,-0.00037004-0.00052945i,-0.00066295+8.6374e-05i,-0.00011176+0.00025903i,0.00016739+0.00032087i,-6.7271e-06+0.00059696i,-7.0831e-05+0.0007516i
0.0010676+0.00050696i,0.00031711-0.0006624i,0.00091702-0.0017094i,0.0012551-0.0020143i,5.6447e-05-0.0011729i,-0.00058062-0.00063728i,-0.00011755-0.00051231i,6.9561e-05-0.00064116i,0.00030223-0.00079271i,0.0005853-0.00081124i,0.00033831-0.00097874i,-0.00024655-0.00046008i,-0.00078874+0.00015502i,-0.00086062+0.00020909i,-0.00089181+0.00069492i,-0.00046836+0.0013389i,-0.00017122+0.0013842i,-5.2253e-05+0.00080992i,0.00039503-0.00013655i,0.00040586-0.00064259i,0.00031022-0.0003052i,0.00067603+3.4614e-05i,0.00054446+0.00057397i
0.0013024+0.0011947i,0.0030702+0.0012018i,0.0029873+0.00011921i,0.0021615-0.00053143i,0.0016062-0.00031996i,0.0012707-0.0010197i,0.00073485-0.0011958i,0.00048552-0.00086292i,0.00040084-0.00027149i,0.00025628+0.000426i,0.0008055+0.00020625i,0.00067186-0.00012448i,0.00060907-0.00041095i,0.0011306-0.00074147i,0.00048428-0.0010148i,-0.00075022-0.00104i,-0.0004311-0.00014878i,-0.00011981+0.0011509i,-0.0011627+0.0010543i,-0.0011666+0.00039324i,-0.00041149-8.0926e-05i,-0.00071639-0.00075631i,-0.00032896-0.00079834i
-0.00054769+0.00041448i,-0.0004709+0.0012882i,-0.00094198+0.0013094i,-0.0012415-0.00019345i,-0.0011937-0.0010738i,-0.00064904-0.00064837i,0.00034842-0.00071346i,-3.0566e-05-0.0010714i,-0.00054797-0.00051699i,-3.2051e-05+0.00011398i,0.00045704+0.00055584i,0.00041616+0.00012898i,0.00037937-9.0597e-05i,0.0007597+0.0002189i,0.00084407+0.00028001i,5.8449e-05+0.00011969i,-0.00040194+0.00029378i,-1.3339e-05+0.00015341i,0.00018301-0.00028906i,9.421e-05+0.00049025i,0.0001355+0.00074583i,4.0266e-06+0.00079821i,-8.486e-05+0.00073945i
0.00037531+0.00072262i,0.00051069-0.00069633i,0.0016116-0.0022974i,0.0017686-0.00242i,0.0010881-0.001725i,0.00047316-0.00060015i,-0.00025309+4.8569e-05i,-0.00048062-0.0004445i,-8.4212e-05-0.00044282i,1.6171e-05-0.00047709i,-7.3251e-06-0.00036147i,3.4105e-05+0.00039814i,-0.0001602+0.0005795i,-0.00026004+0.00024849i,-0.00024127+5.2486e-05i,-6.2159e-05+0.00019987i,9.0076e-05+0.00040428i,0.00024605+0.00019236i,0.00078001+0.00011146i,0.00074906-1.8253e-05i,-4.693e-06+2.5242e-05i,-0.00010656+0.00029092i,0.00034002-6.7986e-05i
-0.00075512-0.00027734i,0.00079697+0.00069518i,0.00070483+0.0010337i,-0.00096171+0.00071055i,-0.0022216+0.00080074i,-0.00072681+0.00033336i,0.0010769+0.00037297i,0.0010043+0.00051815i,1.9833e-05+0.00030923i,-0.00045044+0.00017361i,-8.2306e-05-0.00025612i,0.00067563-0.00044186i,7.3257e-05-0.00026976i,-0.00039704-0.0001102i,2.1251e-05+0.00014431i,-1.5775e-05+0.00020945i,0.00038603+9.8696e-05i,0.00011099-0.00012221i,-0.00014579-0.00063608i,0.00021492-0.00045395i,0.00035156-0.00011321i,0.00052738+7.0285e-05i,0.00010608+0.00043334i
-0.00097938+0.00015106i,-0.0005959-0.00019657i,-0.00023008-0.00017958i,0.00055888-0.00066214i,0.0014507-0.001414i,0.0012222-0.001223i,0.00073943+0.0001419i,0.00066983+0.000773i,-7.5232e-05+0.00030782i,-0.00030623+0.00029182i,0.00029468+0.0004756i,0.00020182+0.00082412i,-0.00065377+0.0008543i,-0.00077441+0.00042372i,-4.0218e-05+0.00063116i,0.00020856+0.00051869i,-0.00010976-0.00019923i,-0.00034181-0.00024644i,-0.00095151-0.00035647i,-0.00060617-0.00075697i,-0.00034082-0.00013736i,-0.00048983+1.1627e-05i,-0.00016942-0.00045567i
-0.00068904-0.00078239i,-0.0004669-0.00071509i,-0.00039572-0.00055241i,-0.00034743-0.001159i,-0.00049133-0.00071826i,-0.001085-8.4792e-06i,-0.0006263+0.00012625i,-0.00039358+0.00055263i,-0.00059172+0.0008734i,-0.00040279+0.00091644i,-0.0002554+0.00059699i,0.00024621+0.00021977i,0.00096194+0.00016241i,0.00065371+0.000147i,0.00024683-0.0006408i,0.00042305-0.00073446i,0.00040238+0.00030734i,3.4312e-05+0.00069667i,-0.00024715+0.00039205i,-0.00062775-0.00013737i,-0.00034466-0.0001661i,0.00011859+0.00017003i,0.00024534+0.00016462i
0.00079494-0.00015292i,-0.00015771-0.00057874i,-0.00051109-0.0010247i,-0.00016154-0.0011536i,-0.00078489-0.0006422i,-0.001114+0.00028603i,-0.00019579+0.00073511i,0.00032161+0.00022978i,-0.00016062+0.000368i,-0.00018641+0.00028008i,0.00022523-0.00039408i,0.00061907-0.00032279i,5.1462e-05+8.7599e-06i,-0.00054433+2.5339e-05i,-0.0002113+0.0001268i,0.00024233+0.00055139i,0.00055543+0.0004958i,0.00079409-0.00013443i,0.00033228-0.0002294i,-0.00053829+1.814e-05i,-0.00067406-0.00032553i,-0.00022274-0.00061036i,0.000699-0.00042325i
0.00017551+0.00095358i,1.405e-05+0.00052999i,0.00049172+0.00036625i,0.0010298-3.9685e-05i,0.00073256-0.00042401i,0.00017169-0.00054555i,-0.00013266-0.00081927i,-0.00023334-0.0011778i,-0.00037403-0.001132i,-0.00024726-0.00026299i,-0.00062741+0.00042229i,-0.00058408+0.00036123i,-9.7058e-05+1.283e-05i,0.00013264-7.9007e-06i,0.0007318+3.142e-05i,0.00073942-9.3707e-05i,0.00035233-0.00042426i,0.00027744-0.00044686i,0.00049073+7.7884e-05i,0.00019613+3.4978e-05i,-0.00034338+0.00031391i,-0.00075755+0.00072198i,6.8293e-05+0.00013621i
-4.5964e-05-0.00172i,-0.0009089-0.0012185i,-0.0013615-0.0010449i,-0.0015329-0.0010549i,-0.0017855-0.00071595i,-0.0013646-4.7377e-05i,-0.00024275+3.9545e-05i,-0.00034881+3.6818e-05i,-0.00022943+0.00053479i,0.00077174+0.00014063i,0.00055262-3.6905e-05i,5.6124e-06+0.00063638i,0.00023535+0.00062481i,0.00049911+0.00035581i,-0.00015481-0.00038882i,-0.00080375-0.00061196i,-0.00059292-0.0003694i,6.3034e-05-0.00016139i,0.00036717-7.371e-05i,0.00031096-0.0007452i,5.9172e-05-0.00090386i,-1.019e-05-0.00021218i,-0.00017519+7.2956e-05i
0.00088934+0.00063393i,0.0010111-0.00039595i,0.0013383-0.0006349i,0.0013637-0.0012241i,0.00042648-0.0020582i,-0.00021041-0.0018085i,-0.00053704-0.00096851i,-0.00060078-0.0008108i,-0.00018185-0.00086888i,0.00017866-0.0011734i,0.00050327+2.688e-05i,0.00042221+0.0012235i,-0.00015726+0.00052505i,-0.00056946-0.00050133i,-2.6988e-05-0.0005957i,0.00050433-0.00015442i,-0.00041903+0.00055851i,-0.00062921+0.00031527i,0.00045964-0.00071819i,0.00055497-0.00065662i,0.00058666-0.00013913i,0.00059492+4.9602e-05i,0.00055835-7.7379e-05i
0.00020404-0.00051976i,-1.042e-05+0.00037972i,-0.00034972+0.00083831i,-0.0012131-3.2392e-05i,-0.0023666-0.0002026i,-0.0016803+0.00035463i,-1.6131e-05+0.00023826i,0.00054483-0.00068792i,0.00036737-0.0013645i,0.00061915-0.00030978i,0.0002847+0.0010206i,-4.4548e-05+0.0012281i,0.00052706-9.0511e-06i,0.001612-8.0057e-05i,0.0015654+0.00047501i,0.00083666+0.00017115i,0.00079678-0.00027134i,0.00047879-0.00064011i,0.00029082-0.00034892i,8.5743e-06+0.00042594i,-0.00098428+7.7774e-05i,-0.00079791-0.00066336i,0.00025219-0.00095634i
-0.0011591+0.00066255i,-0.00060601+0.00065418i,-0.0001753+0.0001971i,-0.00046007-0.0012262i,-0.00064045-0.0020359i,-0.0008893-0.0014194i,-0.0010656-0.0007024i,-0.0013214-0.00045024i,-0.0016802+0.0001966i,-0.0014617+2.4084e-05i,-0.00088638-0.00063134i,-0.0002311-0.00027535i,0.0003061+0.00020388i,7.4531e-05+0.00010608i,-0.00059152+4.5862e-05i,-0.00077674+4.5312e-05i,-0.00048938+0.00016572i,4.9013e-05+0.00032466i,-0.00014818+0.00055045i,-0.00070854+0.00027164i,-0.00047379-0.00030923i,0.00066861-0.00031012i,0.0017156-4.0052e-06i
-0.00087399-0.0012928i,-0.0008268-0.0012027i,-0.0022748-0.0011633i,-0.0028732-0.00056456i,-0.0020509-0.00084407i,-0.00091021-0.001033i,-0.00012079+8.9874e-06i,4.7232e-05+0.0005068i,-4.4403e-07+0.00028632i,-0.00020322+0.00081673i,0.00030312+0.00073575i,3.5729e-05+0.00022434i,-0.00099598-0.00069892i,-0.00085054-0.0012361i,0.00027486+5.4824e-05i,0.00011219+0.00090966i,3.6624e-05+0.00060486i,0.00035076+0.00036084i,-0.0003688+0.00039862i,-0.0011133+0.00067908i,-0.0015938+0.00052448i,-0.0011869-0.00031425i,0.00023075-0.00038296i
-0.001225-0.0011386i,-0.0011181-0.0004776i,-0.0011522+0.00082336i,-0.001139+0.0017661i,-0.00036925+0.0016248i,5.3787e-05+0.00093443i,6.8623e-05-2.2115e-06i,0.00028014-0.00049999i,-0.00020147+8.5516e-05i,-0.00030011+0.00046196i,-3.4788e-05+0.00036034i,-3.5974e-06+4.895e-05i,0.00029087+0.00023985i,0.00078416-0.00024836i,0.001062-0.00086658i,0.00091639-0.00045586i,0.00066961+6.0195e-05i,0.00082957+0.00036392i,0.00023643-6.5541e-06i,-0.00010785-0.0007147i,0.0003261-0.00042768i,0.0004411+0.00029693i,0.00013559+0.00032713i
0.00039632+0.00021676i,0.0010171-0.00050216i,0.00031159-0.00073542i,0.00055177+0.00015999i,0.00087995-6.5811e-05i,0.00074764-0.00068513i,0.00053911+5.7537e-05i,0.00090545+0.00015463i,0.00081008-0.00011651i,0.00048711-0.00019145i,0.00011379+6.6138e-05i,2.2263e-05+0.00014456i,9.261e-06-1.7338e-05i,0.00042882-0.0002218i,0.0010916+0.00053459i,6.4331e-05+0.0011565i,-0.00031141+0.00028312i,0.00059562+5.0141e-05i,0.0005613+0.00021862i,0.00013933-8.8197e-06i,-0.00040149+0.00026976i,-0.00076746+0.00088356i,-3.2161e-05+0.00024028i
-0.0010455-0.0001955i,-0.0018364+0.00048623i,-0.0019026+0.00044842i,-0.00077839+0.00034815i,0.00016566-0.00067831i,-0.00030239-0.00038914i,-0.00057773+0.00023077i,-0.00044687-0.00012351i,-0.0015045+0.00023163i,-0.0022061+0.00079656i,-0.00077966+0.00076528i,0.00015365+0.00063265i,4.4749e-05+0.00059941i,-1.5914e-05+0.00051387i,0.00041765+0.00044952i,0.001084-0.00013891i,0.00061372-0.00055103i,-5.467e-05+0.00037467i,-0.00024249+0.00056105i,-9.3875e-05+6.3927e-05i,0.00024317+0.00017538i,0.00021334+0.00072567i,-0.00016645+0.00065178i
0.00055624+0.00030821i,0.00063021-0.00096572i,0.0017093-0.0014771i,0.0011533-0.0010516i,-0.00033919-0.0011877i,-0.00071327-0.0015788i,7.1572e-05-0.0011793i,0.00012592-0.0013769i,-5.6124e-05-0.00074624i,1.4999e-05-0.00023052i,0.00020505-9.5757e-06i,-3.2747e-05+0.00029516i,3.9059e-05+0.00016096i,0.00043382+0.00046831i,0.00069681+0.00074055i,0.00077382+0.0004804i,7.8134e-05-0.00046343i,-0.00054755-0.0013037i,-0.00044227-0.0011344i,-0.00054685-0.00011808i,-0.0010685+0.00061626i,1.3056e-05+0.00089557i,0.0015984+0.00042313i
0.00051563+0.00053416i,0.0014461+0.00065832i,0.0012898+0.00073416i,0.00019046+0.00049728i,4.5844e-05+0.00078701i,6.7397e-05+0.00081199i,9.5352e-05+0.00049633i,0.0005304+0.00060996i,9.194e-05+0.00088177i,-0.00038733+0.00041394i,-0.00035412+0.00041675i,-0.00031634+0.00033251i,9.1648e-06-0.00055497i,0.00039661-0.00071816i,0.00037595-0.00046422i,0.0003639+0.00020336i,-3.2284e-05+7.5026e-05i,-0.00024209-0.00042523i,-0.00017988-2.5216e-05i,0.00055473+0.00020584i,0.00074928-0.000348i,-0.00023437-0.00098282i,-1.1169e-05-0.00063513i
