-0.0055455-0.000246i,-0.0030152-0.00056221i,-0.0031048+0.00015812i,-0.0028489+0.0013603i,-0.0026372+0.0028681i,-0.001996+0.0018215i,-0.00086537+0.00092625i,-0.00016831+0.0015556i,0.00015999+0.0020122i,0.00060838+0.0016194i,0.00027511+0.00078977i,-0.0001238+0.00042982i,-0.00024306+0.00022058i,-0.0011411-0.0001496i,-0.0013199+0.00014207i,-0.00072386+0.00024818i,-0.00067351-0.00025418i,1.0039e-05+0.00024651i,0.00061804+0.00057127i,0.00040136+0.00037685i,0.00017237-0.00041104i,0.00027976-0.00043925i,0.00031631+0.00020926i
0.000248+0.0022699i,0.00067487+0.0029934i,0.0011123+0.0016495i,0.00060391-0.00053622i,0.00014061-0.00075335i,-6.5096e-05-0.00089983i,-4.4116e-05-0.00088806i,-0.00019973+6.9705e-05i,-0.00076042+3.2474e-05i,-0.0007142-0.00018497i,-0.00087734-0.00023939i,-0.0012891+0.00026251i,-0.00068031+2.5267e-05i,-0.0002505-0.00013642i,-0.00063905+0.00023182i,-0.00012672+7.7267e-05i,0.00064333+0.00029942i,0.00032511+0.00047168i,-0.00020276+6.7737e-05i,0.00010919-0.00019696i,0.00019092-0.00031906i,0.00017319-0.00022167i,0.00039522+9.5932e-05i
8.8769e-05-0.00092786i,-0.00045421-0.00068117i,-0.0010933-0.0010195i,-0.0013779-0.00021495i,-0.0016372+0.00025104i,-0.0011235-0.00074427i,-0.00044829-0.00072293i,-0.00026374-0.00050175i,-7.6411e-06-0.00010008i,0.00041957+8.894e-05i,0.00066666+3.9754e-05i,7.6744e-05+0.00033287i,-0.00064904-5.0862e-05i,-7.8208e-05-0.0011793i,0.00085145-0.00085907i,0.0006396+0.00017155i,-0.00048816+4.7277e-05i,-0.00049864+0.00032822i,0.00010943+0.00048163i,0.00064688+0.00024005i,0.00075887+0.00028926i,0.0001819+0.00044706i,-0.00028668+0.00030326i
-0.00019553-0.001311i,0.00026226-0.00071655i,-0.00057923+0.00049634i,-0.0015523+0.0011459i,-0.0022966+0.00076656i,-0.0015879+0.00047875i,-0.00082395+0.00027709i,-0.00066374+0.00012797i,-0.00048462+0.0003169i,-0.00031499+0.00020011i,0.00037585-6.2782e-05i,0.00086475+0.00033884i,0.00062514-0.00016436i,0.0011621-0.00042479i,0.00071532-0.00035491i,-0.00039374-0.0010859i,-0.00028838-0.001199i,-0.00036237-0.00092314i,-0.0010225-0.00045205i,-0.0010017-7.3131e-05i,6.3117e-05+8.0508e-05i,0.0008864-0.00023965i,0.0010172+0.00015346i
0.00081024+0.00011281i,0.00022917+9.3937e-05i,0.00027795-0.0015391i,-3.5059e-05-0.0017552i,-0.0009903-0.00035052i,-0.0017421+0.00016211i,-0.002052-6.938e-05i,-0.0012505+2.0205e-05i,-0.00060435+0.00020738i,-0.0004918+0.000287i,-0.00047384+0.00054787i,-8.8283e-06+0.00074433i,0.00047589+0.00077941i,0.00026981+0.00027591i,0.00028472+1.5148e-05i,-0.00014903+0.00017049i,-0.00051045-0.00033643i,0.00026946-8.769e-05i,0.000705+0.0011099i,0.00025414+0.00065604i,-0.00019249-0.00066346i,-2.5711e-05-0.0012076i,0.00041007-0.0011069i
-0.001236-0.00032364i,-0.0013782-0.0012126i,-0.00075693-0.00039864i,-0.00072002-0.00031189i,-0.0010401-0.0014902i,-0.0016157-0.001885i,-0.0016407-0.001514i,-0.00083367-0.0008087i,0.00020122+0.00045669i,0.00059137+0.0011475i,-0.00021864+0.00090366i,-0.00023815+0.00011989i,9.3418e-05-0.00043892i,0.00035535-0.00057655i,0.0004043-0.00047471i,-0.00016309+9.3396e-05i,-0.0003314+0.00030899i,0.00012663+0.0001388i,2.6184e-05+0.00037682i,-0.00048443+0.00059324i,-0.00074663+0.00024155i,4.6298e-05-0.00024617i,-6.4036e-05+3.6554e-05i
0.0012501-0.0031591i,4.8583e-05-0.0033455i,-0.0018476-0.0028478i,-0.0020254-0.0024374i,-0.0010345-0.0013941i,-0.0016924-5.1181e-06i,-0.0017387+0.00076905i,-0.00075305+0.0008013i,-0.00030023+0.00011935i,0.00032453-0.00018198i,0.00085231-0.00014786i,0.00021073+0.00038752i,-0.00085079+0.00061816i,-0.00049596+0.00065047i,7.2886e-05+0.00033978i,-0.00010271-0.00045008i,-0.00042774-0.00037124i,-0.00067419+3.4738e-05i,-0.00079315-0.00021773i,-0.00068583-4.7157e-05i,-0.00028186+0.00043872i,-0.00041997+0.00082676i,-0.00019312+0.00067751i
0.0028947+0.00089033i,0.0035216-0.00032156i,0.0018929-0.0018162i,0.00048359-0.0026338i,-0.0011557-0.0022095i,-0.0028088-0.00083926i,-0.0020739-0.000215i,-0.00085804+0.00065897i,-0.00018885+0.0012272i,0.00029279+0.00081662i,0.00036963+0.00054572i,-0.00040358-9.7822e-05i,-0.0005812+0.00041174i,0.00032278+0.0011992i,0.0010324+0.00090715i,0.00068479+0.00053013i,-0.00032719+0.0010216i,-0.00074009+0.00050078i,-0.0007608-0.00010421i,-0.00061137+0.00026544i,-0.00058445+0.000735i,-0.00048446+0.00085464i,-0.00012916+0.00051323i
0.00058392+0.0012913i,-0.00038873+0.00055202i,0.00011251-0.00092526i,-0.00043792-0.0014139i,-0.00035969-0.0013937i,0.00056975-0.0014844i,-0.00067661-0.0011689i,-0.0015806-0.00062727i,-0.001262+0.00042164i,-0.00072752+0.001286i,-0.00061394+0.0015065i,-0.0013661+0.0010366i,-0.0010297+0.00011801i,7.7426e-05-0.0004163i,0.0002747-0.00029166i,0.00014198-0.00029497i,0.00045138-0.00049875i,0.0005294-0.00079846i,-2.923e-05-0.00084694i,-0.00054796-0.00026777i,-0.00037861+0.00016129i,0.00012973+0.00050605i,-0.00062447+0.00044562i
0.0013492-0.0033778i,0.00034958-0.0038028i,-0.00081195-0.003564i,-0.0025419-0.0013094i,-0.0035408+0.00083972i,-0.0028442+0.0011585i,-0.001324+0.0011003i,-0.0007516+0.0010985i,-0.00074705+0.00044693i,-0.00022473+0.00014944i,0.00015743+8.1963e-05i,-0.00028417+0.00027677i,-6.3477e-05+0.00063806i,0.0004789+0.00078401i,-5.5244e-05+0.0010138i,0.00036043+0.00046227i,0.00088867-0.00015156i,0.00021423-5.8064e-05i,0.00014748+0.00027708i,0.00068071+0.00049826i,0.00093854+0.00021247i,0.0016341-0.00021938i,0.0013017+5.7088e-05i
-5.2452e-05-0.0001084i,0.00031992-0.00027976i,0.0011469-0.0013503i,0.00080715-0.0020146i,-0.00034182-0.0019i,-0.00051632-0.0012787i,-0.00088365-0.00053255i,-0.0013934-8.722e-05i,-0.0009797-0.00025255i,-0.00037804-0.00041916i,-3.6105e-05-0.0001677i,0.00011601-0.00027304i,7.0195e-05-0.00072761i,4.8309e-05-0.00028618i,0.00029831+0.00057004i,-0.00022433+0.00055163i,-0.00047901+6.7686e-05i,-6.3825e-05-0.00019596i,-0.00044583+0.00018574i,-0.00057047+0.00063956i,-0.00075757+0.00074813i,-0.001379+0.00013935i,-0.00079077-0.00055599i
0.0020664-0.0023746i,0.00068011-0.001119i,-0.0007972-0.0013604i,-0.0022232-0.0019532i,-0.0031156-0.0014099i,-0.0033174-0.00049426i,-0.0022991+0.00051924i,-0.0012891+0.0011499i,-0.0011981+0.00053531i,-0.00095984+0.00028197i,-0.00063601+0.0004146i,-0.00041166-1.475e-05i,0.00016872+0.00035776i,4.602e-05+0.00089815i,-0.00098228+0.00061988i,-0.0012457-4.7487e-06i,-0.00044654-7.5733e-05i,-0.00063207-1.7654e-05i,-0.00038535-0.0002154i,0.00031758+3.8055e-05i,7.8542e-05+0.00072355i,-0.0005074+0.00059366i,-0.00051551-4.1097e-05i
0.00051173+0.0015347i,0.00094452+0.00092057i,0.00065019-0.00026864i,1.6313e-05-0.0012065i,-0.00015673-0.00088881i,-0.00077779-0.00030694i,-0.0010975-0.00052543i,-0.0007214-0.00021141i,-0.00036743+0.00054866i,-6.8302e-05+0.0010692i,0.00014432+0.0010338i,-0.00067137-0.00011836i,-0.00124-0.00049821i,-0.00016935+0.00089381i,6.3016e-05+0.0010013i,0.00010021-0.00034527i,0.0011123-0.0003385i,0.0010086+0.00060442i,-0.00016169+0.00056699i,-0.00086737+0.00029494i,-5.7192e-05+0.00018156i,0.00066594-0.00039182i,0.00074922-0.00035354i
0.0014579+8.2677e-05i,0.0014236-0.00033184i,0.0012881-0.00076139i,0.00099109-0.00084041i,0.00011883-0.00059123i,-0.0008273-0.0010839i,-0.00086621-0.00055799i,-0.0002539+3.1519e-06i,0.000205-0.00013458i,0.00048028+4.1242e-05i,0.00091529+0.001026i,0.00021404+0.001237i,-0.0004534+0.00092605i,-0.00021465+0.001335i,0.00040865+0.0020581i,-0.00030146+0.0016652i,-0.00089115+0.0011387i,-0.00079166+0.0012051i,-0.00038114+0.00091444i,0.00050771+0.00048017i,0.00065668+0.00052219i,0.00028431+0.0007157i,-0.00039274+0.00037652i
0.00047085+0.00061346i,-0.00052852+0.00085863i,0.00023634+0.00042881i,0.00018653-0.0012664i,-0.00051-0.0022433i,-0.00062666-0.0012136i,-0.0006682+0.00057201i,-0.00068596+0.00090247i,-1.7741e-06+0.00014243i,0.00024665-0.00022178i,-0.00026928-0.00027281i,0.00018453+0.00062986i,-8.6288e-05+0.00066789i,-0.00061786-0.0005589i,0.00011085-0.00075906i,7.7808e-05-1.6349e-05i,-0.00018624+0.0010336i,-9.9774e-05+0.0017708i,-0.0005189+0.00097483i,-0.00095473+0.0002275i,1.1971e-05-0.00017043i,0.00080092-0.00055539i,0.00026935-0.00045262i
-0.00084502-0.0021412i,-0.0022168-0.0018767i,-0.0028225-0.0020346i,-0.0026071-0.00063894i,-0.0023981+0.0012196i,-0.0020288+0.0019805i,-0.0016866+0.001671i,-0.0018583+0.00085422i,-0.0017688+0.00066792i,-0.0009516+0.00080744i,-0.00088089+0.00092326i,-0.0011036+0.00017718i,-0.00021328-0.00019106i,0.00024269+0.00023581i,0.00042994+0.00065226i,0.0005946+0.00027367i,0.00046068-0.00056677i,0.00062727-0.00036157i,-7.828e-05+0.00059656i,-0.00091114+0.0007745i,-0.00070556+0.00015045i,6.1928e-05-0.00037028i,0.00030029-0.00051082i
0.00072281+0.0002237i,-0.00059539+0.00069418i,-0.0006951+0.00063355i,0.00021211+0.00041582i,0.00058337+0.00041116i,4.195e-05+8.267e-05i,-0.0012839+9.1721e-05i,-0.0013+5.7365e-06i,-2.0593e-05+7.8696e-05i,0.00072375+0.00016243i,0.00051323-0.0002165i,-0.00035992-0.00032727i,-0.0010132-0.0001353i,-0.0005774+0.00016778i,-3.4088e-05+0.00020112i,1.8027e-05+0.00024942i,0.00061638-4.311e-07i,0.00073742-0.00073996i,-0.00021584+4.8625e-05i,-0.00026563+0.0014499i,0.00026374+0.0013942i,-0.0001225+0.00050295i,-0.00027516-0.00059004i
-0.0023597-0.0023666i,-0.0033345-0.00096351i,-0.0042891+0.00073374i,-0.0037349+0.0015697i,-0.0022048+0.0010936i,-0.00030289+0.00039355i,0.00010748+0.00025728i,-0.00020097-8.9522e-05i,-4.8537e-05-0.00024893i,-0.00022222+0.00038597i,0.00017885+0.00070868i,0.00099842-5.0587e-05i,0.0012929-0.00058973i,0.00054824-0.000257i,-0.00012921+4.5724e-05i,-0.00025646-0.00060429i,-0.00032485-0.00080141i,-0.00019873-0.00023366i,-0.00029984+0.00021106i,-0.00029701+0.0008619i,-6.5547e-05+0.0008661i,-0.0003178+0.00021814i,-0.0006058-0.00043312i
0.00086907-0.0005379i,0.00098705-0.00059889i,0.00032194-0.0010699i,-0.00057515-0.0021106i,-0.00046335-0.00085264i,-0.00049681+0.00048206i,-0.00086545-0.00029222i,-0.0010253-0.0010561i,-0.00019613-0.00081869i,0.00093746-0.00012306i,0.000922+0.00013098i,0.00081642-0.00017284i,0.0004062-0.00071299i,-0.00019892-0.00093508i,-0.00019288-0.0011784i,0.00049277-0.0008192i,0.00052737+0.00024955i,0.00037879+0.00040163i,0.0008235+0.00032383i,0.00075019+0.00052484i,0.00028188+0.00025509i,0.00070378+0.00056257i,0.00039864+0.00093607i
0.002311-0.00041016i,0.0016099-0.00097484i,0.00083691-0.0019579i,9.8711e-05-0.0014618i,-0.00119+9.7729e-05i,-0.001577+0.00096685i,-0.0008664+0.00045569i,0.00015444+5.2767e-05i,-0.00024141+0.00066999i,-0.00084856+0.00059081i,0.00023297-0.00018369i,0.00078733+4.5711e-05i,0.00059905+0.00043306i,0.00062787+0.0002238i,0.00010358+0.00013729i,-0.00015368+0.00025073i,-0.00014243+0.00051124i,-5.0257e-05+0.00068558i,0.00020314+0.00030925i,-0.00014186-6.0269e-05i,-0.00029247+0.00031037i,-7.5262e-05+0.00087002i,-0.00039739+0.00066717i
0.00065458-0.00043337i,-0.00023702-0.0009537i,-0.0012959-0.00219i,-0.0021041-0.0024849i,-0.001739-0.0013731i,-0.0013606-0.00047316i,-0.00073976-0.000784i,-0.00068928-0.001079i,-0.0006922-0.00055288i,-3.3515e-05+0.00039121i,0.00012677+0.0005621i,-0.00017624+0.0005012i,-0.00075771+0.00050014i,3.0374e-05+0.00037227i,0.00069551+0.00051705i,-8.0948e-05+0.00015014i,-0.00044901-8.1064e-05i,-0.00031581+2.5492e-05i,-0.00030373+0.00047231i,-0.00027158+0.00052178i,-0.00071395+0.00043885i,-0.00065344+0.00053398i,-0.00056115-0.00019161i
0.00059801-0.00023878i,0.00097576-0.00053924i,4.7032e-05-0.00040822i,-0.00033133-0.00062295i,-0.00039486-0.0008876i,-0.00057718-0.00058762i,-0.00052995-3.9871e-05i,-0.00023089+0.0004759i,-0.00021023+0.00056707i,0.00040612+0.0005482i,0.0006353+0.00042949i,-0.00035942+0.00044475i,-0.0004883+0.0004226i,0.00014164+0.00055313i,-1.5021e-05+0.00048081i,-0.00084972+0.00032146i,-0.0009481+0.00031348i,-0.00028386+0.00054617i,0.00010839+0.0010449i,0.00046764+0.00053583i,0.00072228-0.00015407i,0.00050585+8.6544e-05i,-0.00038778+0.00027594i
0.0011994-0.00016828i,-0.00059349-0.00081318i,-0.0021577-0.00088203i,-0.0022575-0.00070598i,-0.0023785-0.00016636i,-0.0027007+0.00047308i,-0.001922+9.0223e-05i,-0.001264-1.516e-06i,-0.00081911-0.00063763i,-0.0002271-0.0014197i,-0.00018703-0.001249i,0.00027484-0.00053765i,7.8219e-05-0.0006446i,-0.00015844-2.0958e-06i,0.00070042+0.00084096i,0.00072491+0.0005071i,-0.00016325-9.3571e-05i,-0.00042489-0.0003299i,7.0886e-05-0.00035019i,-6.0504e-05-0.00036271i,-0.000698-0.00040386i,-0.00095194-5.2072e-05i,-0.00094576+0.00021762i
-0.0012657-0.00044192i,-0.0020275-0.0010838i,-0.002044-0.00062399i,-0.0017938-0.00044774i,-0.0015238-0.00037566i,-0.00059272-0.00030238i,0.00021115-0.0006433i,0.00055167-0.00026526i,-6.4447e-05+0.00040574i,-0.00089831+0.00037883i,-0.0007499-0.00010428i,-0.00013165-0.00033585i,0.00040799-0.00048014i,0.00056019-0.00071829i,0.0003775-0.00065118i,0.00020386-0.00016412i,-0.00026752+2.3155e-06i,-0.00022655-0.00015575i,0.00026752+0.00041241i,-5.0332e-06+0.0012164i,-0.00078644+0.0011081i,-0.00099874+0.00079287i,-0.00095704-3.1052e-05i
0.0015133+0.00069395i,0.0021414-0.00083804i,0.0023554-0.0016455i,0.0017426-0.0010075i,0.00036505-0.00046606i,-0.00093246-0.0011977i,-0.00065606-0.0014225i,-0.00023126-0.00027808i,-0.00045565+0.00049456i,-0.00010454+0.0001506i,-0.00048887-0.00016674i,-0.0012767-0.00042923i,-0.0012333-0.00024304i,-0.00089267+0.00026013i,-0.00041126+0.00030772i,-0.00031934-7.9059e-05i,-0.00065827-0.00055683i,-0.00011619-0.001185i,0.00056696-0.00067941i,0.00098493+7.6634e-05i,0.0010091-0.00023197i,-0.00039481-0.00063376i,-0.00084714-0.00057614i
0.0019707+0.00093376i,0.00081256+0.0015745i,-0.0012137+0.0011388i,-0.0015584-0.00067711i,-0.00084599-0.00092158i,-0.0011205-0.00070003i,-0.0018008-0.00073964i,-0.0014914+0.00043074i,-0.00041523+0.00082348i,0.0004085-8.3943e-05i,0.00071429-0.00060236i,3.4901e-05-0.00055904i,-0.00055229-0.00047468i,-8.0545e-05+4.4091e-05i,3.0451e-05+0.00016184i,-0.00053362+0.00015106i,-0.00096557-1.7334e-05i,-0.00011053-0.000289i,0.00051035-0.00017743i,-6.2553e-05+0.00040652i,-0.00051509+0.00053328i,0.00016466+0.00038591i,0.00065763+0.00046308i
-0.0016573-0.0010229i,-0.0020743-0.00015038i,-0.0021105-0.0014686i,-0.0024531-0.0018817i,-0.002709-0.0009371i,-0.0016276+0.00033596i,-0.0012311+0.00088705i,-0.001229+0.00084507i,-0.00092195+0.00063427i,-0.0008204+0.00049625i,-0.00070104+0.00057406i,1.778e-05+0.00036924i,9.8059e-05+0.00034904i,-0.00026207+0.00027425i,0.00027981-1.0966e-05i,0.0005419-0.00039022i,-0.00025746-0.0006624i,-0.00068984-0.00027806i,0.00039658-2.3502e-05i,0.00093264+0.00024862i,-3.585e-05+0.00047486i,-0.00024414-5.1256e-05i,-0.00014931-0.00026883i
-0.0012063-0.0017155i,-0.00071877-0.0014606i,-0.00019083-0.00032685i,-0.0013812+0.00045734i,-0.0010787+0.00050129i,5.9518e-06+0.00024823i,-0.00045481+0.000397i,-0.00092537+0.00061051i,-0.00079904+0.0006563i,-0.00010387+0.00022813i,0.00036938+0.0003916i,0.00038012+0.00056283i,0.00042842-0.00013102i,-0.00032789-5.7779e-05i,-0.00064957+0.00072356i,5.7987e-05+0.00068066i,0.00077135-0.00056428i,0.00051437-0.001353i,-0.00028232-0.00081883i,-0.00042303-0.0007348i,-0.0003068-0.0008994i,9.6927e-05-0.00049668i,0.00018095+0.0001853i
0.0012082-0.00014706i,0.00092957-0.0012285i,0.00086428-0.0016893i,0.0010086-0.0011472i,-0.00010485-0.00058027i,-0.001251-0.00097985i,-0.0013366-0.0013271i,-0.00095198-0.0012885i,-0.00019256-0.00036715i,3.1938e-06+0.00038714i,-0.00073261+0.00065811i,-0.00075359+0.00012755i,-0.00011304-0.00056025i,-0.00011353-0.00017927i,-0.0004221+0.00021418i,-0.00043662-0.00016936i,-0.0013874+7.1082e-05i,-0.0016831+0.00024245i,-0.00064584+0.00076884i,0.00017724+0.00072404i,0.00067388+1.435e-05i,0.00040088-0.00030447i,0.00027693-0.00045164i
-0.0013472+0.0011494i,-0.0017439+0.00032088i,-0.0015349+0.00095211i,-0.00086657+0.0016379i,-0.00031983+0.00061719i,-0.00051046-3.2464e-05i,-0.0013184+0.00036652i,-0.0012902+0.00074151i,-0.00042546+0.00093248i,0.00018939+0.00064641i,0.00012861-0.00030351i,0.00039569-0.0011651i,0.00084389-0.0013435i,0.0002539-0.00061756i,-0.00059451-0.00044785i,-0.0014686-0.0011918i,-0.0011134-0.0011228i,0.00030265-0.00048546i,0.00071327-0.00018339i,0.00031736-0.00031363i,0.00019466-0.00077214i,0.00083274-0.00074515i,5.4647e-05+0.00032768i
-0.00069165+0.0017109i,-0.00050886+0.001194i,-0.00035585-3.941e-05i,-0.00036166-0.0008377i,-0.00056604-0.0013906i,-0.0012967-0.0010695i,-0.00095496-0.00053433i,-5.3546e-05+1.0277e-05i,-0.00062043+0.0009723i,-0.00075697+0.00092409i,-0.00047661+0.00050732i,-0.00081342+0.00038481i,-0.0010899+9.7073e-05i,-0.0011737-0.00024632i,-0.00034172+0.00030322i,-0.00012041+0.0018092i,-0.00054004+0.0015357i,-0.00028619-0.00018664i,8.6356e-05-0.00059425i,0.00011721-0.00011784i,-0.0002341+0.00043644i,-0.00061271+0.00095214i,-0.00018533+0.0010095i
2.0548e-05+8.4625e-06i,-0.001364-0.0010069i,-0.0014333-0.0010208i,-0.001109-4.3375e-05i,-0.0012551+8.3122e-05i,-0.0016085-0.00010278i,-0.0011319-0.00025022i,-0.00021768-3.6327e-05i,-4.98e-06-0.00019371i,-0.00019858-0.00044519i,-0.00065227-2.0108e-05i,-0.00059389+0.00024101i,-9.2656e-05+0.00010764i,-0.00023221+0.0010654i,-0.00036109+0.0015089i,0.00031539+0.00042582i,0.00062122+0.00028678i,0.00010583+0.00046195i,-0.00061151-0.00040022i,-0.0011539-0.00042051i,-0.00074686+0.00016498i,0.00015839+0.0001786i,0.00044525-0.00015276i
0.0014211-0.00093798i,0.001797-0.0016021i,0.0020198-0.0021812i,0.00077745-0.0028867i,-0.0011953-0.0026155i,-0.0019779-0.0015548i,-0.0023675-0.00066945i,-0.0019493-0.00045175i,-0.0011119+0.00021452i,-0.00055796+0.00045062i,-0.00063855-4.1183e-05i,-0.001058+0.00050242i,-0.00073927+0.00028113i,0.00029013-0.00018309i,0.00043345-3.7204e-05i,-0.00030115-0.00013241i,-0.0014916+0.00059406i,-0.0020444+0.00093148i,-0.0010842+0.00013388i,0.00013007+0.0001158i,-8.6036e-06+0.00015302i,-0.00081038-0.0004826i,-0.0006687-0.00041237i
-0.00020183-0.0027035i,-0.00015986-0.0023934i,-0.0011506-0.0010927i,-0.0023313+2.427e-05i,-0.0023551+0.0013548i,-0.0015749+0.0017354i,-0.000879+0.0014321i,-0.00019118+0.00032073i,-0.00050371-0.00060289i,-0.0007746-0.00013575i,0.00016854+0.00013204i,0.00044291-0.00060729i,0.00051353-6.0951e-05i,0.00089048+0.00077198i,0.00021193+0.00056839i,-9.164e-05-0.00035617i,0.00031073-0.00081001i,6.8997e-05-0.00059442i,-0.00018145-0.00081118i,-0.00038143-0.00080496i,-0.00088142-0.00045978i,-0.00043047+6.4375e-05i,-6.1426e-05+0.00057521i
0.001218+0.00095568i,0.0014559+0.00023815i,0.00095933+0.00056021i,-0.00014155+0.00019947i,-0.00029887-0.0014034i,-0.00037516-0.001924i,-0.00088896-0.0012936i,-0.0011568-0.00066541i,-0.0011308-6.7641e-05i,-0.00028333+0.00061291i,0.00039223+0.00049099i,-1.7756e-05-0.00069133i,-0.00015207-0.0014503i,0.00068859-0.00058227i,0.00052655+0.00033374i,-0.00060841-0.00017797i,-0.00062758-9.0553e-05i,2.8784e-05+0.00019045i,0.00013333-1.1863e-05i,-0.00026866-8.6323e-05i,0.00025794+0.00036659i,0.0010646+0.0006534i,0.00036209+0.0014497i
-0.00075588+0.001685i,-0.00034209+0.00089356i,0.00063302+0.00042566i,0.0011464+0.00071373i,0.0011134+0.00089151i,0.0002117-0.00060438i,-0.00031684-0.0011244i,-0.0011409-0.00049814i,-0.0011332+8.8863e-05i,-0.00074711+0.0011195i,-0.00087485+0.0010058i,-0.0011914-0.00057547i,-0.00047089-0.0013468i,-0.00050898-0.0010997i,-0.0011203-0.00087408i,-0.00066604-0.00091443i,-0.00073511-0.00045328i,-0.0010331+0.00020527i,-0.00021121+0.00018573i,0.00057754+0.00035795i,-0.0002779+0.00047037i,-0.00049197-0.00018563i,-9.0684e-05-0.00055539i
-0.0020864+0.0020271i,-0.0013973+0.0024605i,-0.0012918+0.0027573i,-0.0017291+0.0017286i,-0.0015369-4.8981e-05i,-0.0012901-0.00070194i,-0.0013227-0.00086972i,-0.0013521-0.00050186i,-0.0011333+5.2448e-05i,3.5909e-05+0.00027044i,0.00062905+0.00040401i,-0.00041478+0.00043038i,-0.00030801+0.00059427i,0.00049033+0.00077762i,0.00038857+0.00038721i,-1.4291e-05-1.3487e-05i,-0.0008664+0.00045992i,-0.0010248+0.00084275i,-0.00062476+0.00089743i,-0.00050537+0.00095683i,-0.00039314+0.0003776i,0.00049638+5.9225e-05i,0.00078789+0.00052797i
-0.0016395-0.0015076i,-0.0028523-0.00063984i,-0.0041513-0.00019491i,-0.0041046-3.7533e-06i,-0.0028094+0.00084066i,-0.00207+0.00073652i,-0.001575-7.0611e-06i,-0.0016605+0.00034938i,-0.002231+0.00072673i,-0.0012346+0.0010663i,0.00076103+0.00060413i,0.001187+7.0327e-05i,0.00023967-3.8649e-05i,-0.00021788-0.00031104i,-0.00010137-0.00065607i,0.00013114-0.00084037i,0.00010131-0.00051814i,-0.000171-0.00028758i,0.00080476-0.00074438i,0.0014676-0.0010906i,0.0016305-0.00034119i,0.0014726+0.00042773i,0.00059022-3.4892e-05i
0.0017872-0.0011444i,0.0013188-0.0020352i,0.00028032-0.0020231i,0.00039077-0.0015391i,0.0006383-0.00088805i,0.00087903+2.8215e-05i,0.00062448-0.00026542i,-0.00020394-0.00039567i,0.000218+0.00015738i,0.00081495+0.00030192i,0.00040503+2.9591e-05i,-2.0488e-05-2.2913e-05i,0.00053636+0.00013155i,0.00075746-7.6335e-06i,0.00095149+0.00043347i,0.00084819+0.00062088i,0.0005017-0.00022526i,0.00091176-0.00038706i,0.00096517-0.00024574i,0.00036593-0.00025255i,0.00014628-0.00024562i,-0.00034794-0.00016167i,-0.001379-0.00033403i
0.0014726+0.00078787i,0.0011067-0.00057442i,0.00084675-0.001414i,4.1437e-05-0.0022515i,-0.001231-0.0027434i,-0.0017811-0.0021997i,-0.0014204-0.0015353i,-0.0001969-0.00078534i,0.00033085+2.0902e-05i,-0.00048234+0.00012151i,-0.0010052-1.5832e-05i,-0.00063125+0.00021941i,0.00039124+1.233e-05i,-3.209e-05+0.00010958i,-0.00038549+2.3859e-05i,-1.3763e-05-0.00026397i,-4.3898e-05-0.00047265i,8.4184e-05-1.7176e-05i,0.00028627+0.0012707i,0.0003092+0.0008825i,-0.00016904+0.00025502i,2.6496e-05-1.7103e-05i,0.00055751-0.00050372i
0.00075814+0.00060584i,6.1188e-05+8.7973e-05i,-0.00021898-0.0003773i,-0.00067636-0.00076324i,-0.00080434-0.0011832i,-0.00038592-0.00066086i,3.2907e-05+0.00017525i,0.00010616+0.0001654i,-5.6732e-05-0.00036156i,-0.00022945-0.00049589i,-0.00069565-0.00019649i,-0.001053+8.3638e-05i,-0.00075299+0.00032627i,0.00026585+0.00069415i,0.00049251+0.00078558i,-0.00042217+0.00048937i,0.00045959+0.00043615i,0.0010688+0.00029018i,0.00057881+0.00036393i,0.00056425+0.00030069i,0.00044139-0.00018432i,9.9131e-06-0.00013425i,-0.00040094+0.00027411i
-0.00067028+0.00066262i,-0.0011385+0.00075024i,-0.00094621+0.0015452i,-0.00077872+0.0017241i,-0.00043007+0.0012168i,0.00027479+0.00077811i,3.0732e-05-0.0002063i,0.00015509-0.00056615i,-0.00037859-0.00050569i,-0.00091362-0.00058297i,-0.00062486-0.00019486i,-0.00066196-0.00044055i,-0.00013555-0.00056618i,0.00024103-0.0004571i,0.00011348-0.00063961i,-0.00050356-0.001059i,-0.00011935-0.00070193i,0.0002032-0.00015599i,-0.0008886+0.00030614i,-0.001353+0.0014402i,-0.00068639+0.0012763i,0.00028857+0.00056169i,0.00038188+0.00019901i
0.0015644-0.00050434i,0.0010544-0.00092657i,-0.00060626-0.0013826i,-0.0017298-0.0015673i,-0.002659-0.0011116i,-0.0023805-0.00070139i,-0.0016799-0.00040938i,-0.0012285-2.0097e-05i,-0.0011377+0.00025221i,-0.00067+0.00098531i,-7.7901e-05+0.0012738i,0.00016489+0.00045883i,8.8355e-05-6.2053e-05i,-0.00044677-0.00013432i,-0.00017753-7.1826e-05i,0.00064226+0.00052664i,0.00042351+0.00054271i,-0.00032301+0.0001025i,-0.00012916+0.00017841i,0.0010384+0.0004968i,0.00108+0.00039093i,0.00028526-0.000246i,2.3513e-05-0.0004563i
