-0.0031917+0.00095127i,-0.0032338+0.0016963i,-0.0044071+0.0028225i,-0.0049321+0.0032093i,-0.0044752+0.0024872i,-0.0020595+0.0019464i,0.00038391+0.001007i,0.00085621+0.00040944i,0.00058438+0.00028387i,0.00033311+0.00031546i,0.00063104+0.00089339i,0.00043537+0.0009348i,-0.00041544+0.0008185i,-0.00014604+0.00018975i,0.00084908+0.00017704i,0.0015834+0.00042209i,0.0015142-2.6263e-05i,0.0003811-0.00012914i,-0.00022957+0.00057429i,-0.0003295+0.0011707i,9.8907e-05+0.0010231i,0.00076927+0.00034439i,0.00084831+2.5465e-05i
0.00037115+0.00022126i,0.00037151-0.00039857i,0.0012063-0.00050178i,0.00060995-4.7268e-05i,-0.00039484-0.00051855i,-0.00028227-0.0010485i,-5.7376e-05-0.0010225i,-0.00034299-0.0014425i,-0.00060333-0.0013231i,0.00039495-0.00060847i,0.00078267+2.6577e-05i,-1.5616e-05-2.7196e-05i,-0.000815-9.9532e-05i,-0.0007904+4.8927e-05i,-0.00075422+0.00064845i,-0.00097851+0.00049083i,-0.00086155-0.00015326i,-2.1958e-05-8.7523e-05i,-4.8101e-06+3.6006e-05i,-0.00043799+0.00014847i,-0.00019006+0.00010037i,-0.00013912+0.00014551i,-0.00031642-0.00011988i
0.0017829+0.00020765i,0.00099482+0.0010116i,0.0010584+0.0012351i,0.00082714+0.00035441i,0.00023917-0.0011721i,-0.00030182-0.0017663i,-0.00090633-0.0013299i,-0.00059002-0.00058922i,0.00014659+0.00032529i,-0.00044075+0.00030418i,-0.00070189-1.768e-05i,-0.0006651+0.00022182i,-0.00065659-0.0003557i,0.00048532-0.00031755i,0.00079286+0.00042087i,0.00056595+0.00035165i,0.00060956+0.00046522i,-0.00011398+0.00059077i,-0.00040856+9.1103e-05i,-0.00047352-0.00057176i,-0.00096333-0.00022293i,-0.0010888-0.00039746i,-0.00075213-0.0014117i
0.000892-0.00094611i,0.00092384-0.00088369i,0.00043422-0.0012212i,-0.00046632-0.0011066i,-0.0010174-0.0011986i,-0.0013469-0.00097193i,-0.00079948-0.00070562i,-0.00022632-0.00057146i,-0.0001983-0.00072662i,-0.00010109-0.0013368i,-0.00014929-0.0016308i,-0.00046925-0.00121i,-0.00042928-0.00039463i,0.00011643+0.00019824i,0.00072226-0.00041515i,0.00088466-0.0010161i,0.00059434-0.00075484i,0.00017606-0.00029413i,0.00021773-0.00012084i,-5.7038e-05+0.00036147i,-0.00067327+0.00096546i,-0.00058702+0.00034948i,-0.00038838-0.00087249i
-0.00048255+0.0014398i,-0.00034372+0.0019107i,-4.5824e-05+0.0027516i,0.00051576+0.0018886i,0.00076175+0.00056783i,-9.1754e-05-0.0003642i,-8.4796e-06-0.0011707i,-0.00023478-0.00027741i,-0.00061448+0.00013523i,-0.00044732-0.00041477i,-3.3666e-05-0.00011786i,0.00042503+0.00025243i,0.00039735-6.1779e-05i,0.00055699-0.000673i,0.00041879-0.00067925i,0.00030122-0.00089031i,0.00046351-0.00096002i,0.00052294-5.0209e-05i,0.00079335+0.00024143i,-0.00011218+0.00015637i,-0.00077611+0.0002894i,-0.00058713+0.00037345i,-0.00022079-3.7451e-05i
0.0013604-0.0010036i,0.0009572-0.00039451i,0.00039816-0.0010425i,-0.00016454-0.0013283i,-0.00051577-0.00064698i,-0.00024785-0.0011989i,-0.00055578-0.0016355i,-0.0012442-0.00030074i,-0.00076318+7.2707e-05i,8.3129e-05+2.6949e-05i,-9.4304e-05+0.00026183i,-0.00059682+0.00017461i,-0.0010843+0.00025236i,-0.0004827+0.00030244i,0.00028779-0.00077659i,0.00025907-0.00143i,0.00022864-0.00048089i,0.00044536+0.00012237i,0.00043912+0.00098137i,-0.00029712+0.0015426i,-0.00098191+0.00033966i,-0.000774-0.00027067i,-0.00012588-0.00029564i
-0.0011353+0.0011303i,0.00030314+0.00060328i,0.0016871+0.0016911i,0.0015213+0.0021573i,0.0016686+0.00063256i,0.0014077-0.00093318i,0.00020089-0.00078146i,-0.00062868+0.00011977i,-0.00021589+0.00081079i,0.00019151+0.00066397i,0.00067755+0.00072034i,0.00079174+0.00072421i,0.00047838-0.00023504i,0.00046002-0.00077153i,0.0003216-0.00039837i,0.00064902+0.00010732i,0.00080016-5.765e-05i,0.00044179-0.00055052i,-5.2753e-05+4.0126e-05i,-0.00026402+0.00027406i,-0.00049593+3.6557e-05i,-0.00037055+0.00034132i,0.00046166+0.00036529i
-0.00031232+0.0038732i,0.0013868+0.0027219i,0.0029591+0.0028905i,0.0031325+0.0020109i,0.0033807-9.303e-05i,0.0027937-0.0015442i,0.00038171-0.001507i,-0.00074826-0.0010817i,-0.00022604-6.209e-08i,0.00024863+0.0004645i,0.00014801+0.00020441i,-0.00035229+0.00023028i,-0.00024103-6.9055e-05i,0.0004448-0.00049635i,0.00061725-0.00050578i,0.00033105-0.00040056i,-0.00024895+9.8842e-05i,-0.0010351+0.00068627i,-0.0008137+0.00087609i,-0.00016806+0.0011867i,-8.0395e-06+0.00087604i,0.00040875+0.00074941i,0.00094978+0.00039443i
0.0014541+0.0015426i,0.0011117+0.0019511i,0.00027625+0.0012368i,-0.00045135+0.00094331i,-0.00077051+0.00080224i,-0.00094049+0.00014967i,-0.00024692-0.00096819i,-1.5923e-06-0.0011875i,-0.00047592-0.00071197i,-0.00026478-0.0011213i,0.00042847-0.001439i,0.0008011-0.00073198i,0.0009557-0.00020979i,0.0012893-0.00017311i,0.0013614+0.00030356i,0.00047835+0.00070444i,-0.00024814+0.00067303i,-0.00042211+0.00018669i,-0.00039955+3.4417e-05i,-0.00028645-0.00025705i,9.8122e-05-0.00086952i,0.00020165+4.6372e-06i,0.0001956+0.00031848i
-0.0019281+0.001679i,-0.0022609+0.0017831i,-0.0014234+0.0017584i,-0.00091721+0.00089498i,-0.00016313-5.2366e-05i,0.00057512-0.0010074i,0.00010616-0.0017028i,-0.00045254-0.0016453i,-0.00061426-0.0010562i,-0.00085294-0.00059278i,-0.00056544+3.2912e-05i,0.00021222+0.0005259i,0.00056404+0.00065159i,0.00039975+0.00058569i,0.00010742+0.00068316i,-0.00016027+0.0003367i,-0.00037278-0.0011872i,-0.0006931-0.0014282i,-0.00019151-0.00024232i,0.00055878+0.00040483i,0.00080874+0.00016651i,0.00045698-0.00025039i,0.00048237-0.00015357i
-0.00089534+0.00085553i,-0.00014289+0.00046122i,0.00055662+0.00058683i,-0.00038883+0.00099478i,-0.0011934+0.00080566i,-0.0009458+0.00058426i,-0.00022441-0.00062008i,0.00053138-0.0010574i,-0.000258-0.00096776i,-0.001075-0.00045563i,-0.00051765+0.0012277i,0.00023884+0.0013456i,0.00063538+0.00063729i,0.00050472+0.00095966i,-2.4788e-05+0.00066053i,0.0003022+0.00047177i,0.00040053+0.00057208i,-0.00015905+2.1909e-05i,0.00056389-0.00074657i,0.0010817-0.00075199i,0.00092302+0.00035277i,0.00048744+0.00042636i,-0.00024443-0.00031122i
-0.0015266+0.00098023i,0.00043621+0.0011251i,0.0011935+0.0015358i,0.0010776+0.0012757i,0.00092066+0.00071366i,0.00093192-0.00039647i,0.0006085-0.0011014i,0.00064047-0.00038385i,0.00070285-3.2991e-05i,-0.00058913-0.00058118i,-0.0010291-0.00030034i,-8.6851e-05-0.00053404i,0.0005413-0.00088181i,0.00074868-9.0715e-05i,0.00047162+0.00058907i,0.00062414-8.728e-05i,0.00051274-9.8329e-05i,0.00062424+0.00020394i,0.00036754+0.00040988i,-0.00021803+0.00076717i,-0.00034831+0.00066289i,-0.00069016-0.00030425i,-0.00038462-0.00098754i
-6.1549e-05+0.0012664i,-5.9877e-05+0.0020577i,-0.00025018+0.0028345i,-0.00050975+0.0014888i,3.1977e-06+8.4417e-06i,0.00093203-0.00066113i,0.00060438-0.00061902i,-0.0005208-0.00020647i,-0.00092722-0.00038233i,-2.6302e-05-0.00026893i,0.00057856+0.00046998i,-0.00012988+0.00033489i,-0.0001538+8.5371e-05i,1.7107e-06+0.00075064i,-0.00067155+0.00070065i,-0.00015676+0.00037669i,0.00022324+0.00039913i,7.2176e-05+0.00063932i,-0.000563+0.00036541i,-0.00070941-2.1721e-05i,-0.00019991+0.00018719i,9.9836e-05+0.00040384i,0.0005599+0.00017422i
-0.0012778+0.0006097i,-0.0016219-0.00011801i,-0.0010749+0.00084513i,-0.00077123+0.0011175i,-0.0015792+0.00032948i,-0.0014609-0.0012825i,-0.00045014-0.0014731i,-0.00015855-0.00071453i,-4.3849e-05-0.00062851i,0.00028858+6.9883e-05i,0.00069279+0.00052861i,0.00040101+0.00049645i,0.00048375+0.00054082i,0.0014255+0.0011358i,0.0014523+0.0013105i,0.00040692+0.00066875i,0.00023302+0.00012786i,0.00031457-0.00025737i,-4.1158e-05-0.00047546i,-1.5442e-05-0.00075716i,0.00045202-0.00072868i,6.936e-05+6.3817e-05i,-0.00021759+0.0004742i
-0.00080175-0.0004378i,0.00061116-0.00028257i,0.00086186-0.00057298i,-5.7778e-05-0.00038332i,-0.00030642-0.0004554i,4.5243e-05-0.0008028i,0.00032958-0.0011739i,-0.00026606-0.0012514i,-0.00052838-0.0014368i,-0.00027525-0.0012037i,-0.00049178-0.0010391i,-0.00037264-0.0010187i,-0.00080307-0.00024085i,-0.00057746-8.8259e-05i,0.00014728+6.1932e-05i,0.00044178-1.6145e-05i,0.00029679-0.00029182i,-7.8363e-05+0.00014395i,1.3242e-05+2.3167e-05i,0.00057214+0.00034276i,0.00094713+0.00033106i,0.00044686+0.00028468i,1.7495e-05-6.7553e-05i
0.00089586+0.00143i,0.00061812+0.00024587i,-0.00055895-0.00076432i,-0.0013245-0.00065311i,-0.0010984-0.00036665i,-0.00040576-0.00047008i,-0.00063554-0.0003087i,-0.00055973-0.00038048i,0.00062932+0.0005059i,0.00052931+0.00064257i,4.9463e-06+0.0004141i,7.0504e-05+0.00010637i,0.00024803-0.00015463i,0.00054861-2.8862e-05i,0.00070135-0.00049726i,0.00065489-0.00088244i,0.00036297+1.5155e-05i,0.00026615+0.00035228i,0.00069901-0.00031288i,0.00034188-0.00047523i,-0.0012082-0.0001005i,-0.00052901-0.00037961i,0.0006279-0.00043838i
-0.0003395-0.0011436i,-0.0002181-0.00051535i,0.00019996-0.0014266i,0.00082236-0.0011955i,0.0010791-7.0609e-05i,0.00080094-0.00043196i,0.0012032-0.00094407i,0.0010646-0.00061463i,0.00030035-0.00019056i,-0.00058953-0.00036322i,-0.00074123-0.00020867i,-0.00054796+0.00014661i,-6.8777e-05-0.00031768i,0.00051455-0.00067279i,0.00034781-0.00066296i,-0.00023256-0.00026762i,-0.00021065-0.00011312i,0.00018332-0.0001311i,1.6696e-05-0.00069911i,-0.00014792-0.0010342i,-0.00010912-0.00028703i,-0.00040314-6.9148e-05i,-0.00039224-0.00015138i
0.00029231+0.00064229i,0.0002194+0.0013396i,0.0013154+0.00099083i,0.0013185+0.00018376i,0.0001621-8.1582e-05i,0.00030235-0.00035234i,0.00092968-0.0010929i,0.00041251-0.0012999i,1.0751e-05-0.00064321i,0.00085173-5.7803e-05i,0.0012324-0.00025862i,0.001068-0.00079741i,0.00045945-0.00027319i,0.00012555+3.3169e-05i,-0.00010778-0.00049352i,-0.00062746-0.0011833i,-0.00027821-0.00072584i,0.00041238+0.00032358i,0.00055881+0.00071698i,-0.00023555+0.001042i,-0.0010469+0.00035625i,-0.0008603-0.00047663i,-0.00011787-0.00054057i
0.00030556-0.0011098i,0.00059759-0.00070598i,3.2073e-05-0.00095555i,-0.00061504-0.00082122i,-0.00058319+9.5729e-05i,-0.00022993+0.00073881i,-9.6123e-05+0.00054646i,3.6576e-05+1.4777e-05i,-7.1803e-05-8.0916e-06i,-0.00031891-0.00023194i,-0.00013455+0.0001888i,0.00019201+0.00051946i,0.000456+0.00038153i,0.00030497+0.00063183i,-0.00053428+0.0010013i,-0.0007501+0.00049675i,-0.0003954-0.00011296i,-0.00016842+6.5635e-05i,-0.00042558+0.00010507i,-0.00082869-0.00023116i,-0.00066125-0.00010792i,2.2663e-05-9.336e-05i,1.7446e-05-0.00023032i
0.00083925-0.00050872i,0.00035459-0.0004413i,-9.4713e-06-0.00045404i,-0.00022127-0.00071571i,-0.0003193-0.00098496i,0.00023587-0.0010034i,0.00015498-0.0014389i,1.0057e-05-0.00076683i,-0.00039871+0.00043874i,-0.00034173-0.0001079i,-0.00027375-0.00048249i,-2.4405e-05+0.00047275i,0.00093635-0.00035687i,0.001307-0.0010955i,0.0009618-0.00043737i,0.00079966+0.00016384i,0.00018586+0.00065156i,7.1284e-05+0.0012229i,6.5243e-05+0.001311i,-0.00017498+0.0010439i,-0.00014629+0.00050931i,-3.3476e-06+1.5526e-05i,0.00023028-0.00059431i
-0.00064842+0.00023728i,-0.0012744+0.00055747i,-0.0013249+0.00079148i,-0.00064604+0.0013129i,-0.0011257+0.00066003i,-0.00090139-0.00062447i,0.00012492-0.0013315i,0.00018201-0.0011414i,-8.1539e-05-0.0013987i,-0.00015717-0.0008281i,-0.00039237+2.7007e-06i,0.00046834+0.00041323i,0.00025937+0.00030143i,-8.93e-05-8.4094e-05i,-3.6795e-05+1.7135e-05i,-0.00061877-0.00012628i,-0.00038763-0.00058967i,0.00014035-0.00054766i,-0.00023899-0.00068035i,-0.00018424-0.00055293i,0.00010049-0.00017454i,4.1536e-06-0.00023692i,0.00029346-0.00061042i
0.00044886+0.00088189i,0.0015748+0.00096469i,0.0010005+0.00053759i,0.00030723-3.055e-05i,0.000463-0.0008976i,0.00077285-0.0016247i,0.0010011-0.001372i,0.00072652-0.0010632i,-3.762e-05-0.0013864i,-0.00047112-0.00094732i,-0.00017306-9.6618e-05i,0.00020295-0.00023089i,-0.00010715-0.00044821i,0.0002491-0.00018035i,0.0010832+6.8586e-05i,0.0010196+7.0228e-05i,0.00016268+0.00069507i,-0.00049394+0.00072915i,-0.00029143+0.00024923i,-0.00014477+0.00039404i,-0.00043394-0.00015623i,0.00011032+0.00035993i,0.00059181+0.00082958i
-0.0019849+9.7198e-06i,-0.0011212+0.00060679i,-0.0014199+0.0012367i,-0.0015795+0.00024888i,-0.00048742+0.00030738i,-0.00044656+0.0004254i,-0.00021343-0.00033915i,0.00025514-0.00049975i,0.00014792-0.00056146i,0.00010344-0.00062046i,0.00024854-0.00038257i,0.00019208+7.187e-05i,-0.00011768-0.00023842i,-0.0001243-0.00059096i,-0.00010269-2.8602e-05i,0.0007197+0.00042222i,0.00078568-0.00017319i,-9.4062e-05-0.00078063i,-0.00033935-0.00047018i,-0.00029379+9.3428e-05i,-0.00045885+0.00041584i,-0.00081283+0.00073119i,-0.0010397+0.0010155i
0.00094558+0.001315i,0.0014528+0.00026748i,0.00151+0.00030846i,0.0015013+0.0014362i,0.00054583+0.00095309i,-0.00010843-0.00058531i,-0.0004654-0.0014645i,-0.00046967-0.0015767i,-0.00014809-0.00093843i,-3.9691e-05+0.00051162i,-3.5733e-05+0.00099995i,-0.00018758+0.00078417i,-0.00020955+0.00039425i,0.00071716-0.00014647i,0.0005545-0.00057157i,-0.00072595-0.00023494i,-0.00056562+0.0001506i,-9.9044e-05+0.00021121i,-0.00017319+0.00031558i,-0.00040718+0.00017221i,7.8339e-05+0.00048792i,0.00045533+0.00038323i,-0.00020118-9.7393e-05i
-0.0012422-0.0015269i,-0.0016128-0.00061904i,-0.0015935-0.00089838i,-0.0016063-0.0012514i,-0.0018746-0.00068881i,-0.00098789-0.00057603i,-0.00036348-0.00088714i,-0.00088329-0.0014075i,-0.00053822-0.00096852i,-0.00018528-0.00015463i,-0.00045509+0.00013725i,0.00048825+0.00058721i,0.00083374+0.00070073i,3.2744e-05+0.00038284i,7.539e-05+0.00054554i,0.00066304+0.00018161i,0.0011571-0.00019444i,0.0012584-5.3919e-05i,0.0012058+5.6059e-05i,0.0011037+4.2638e-05i,0.00064755+6.5919e-05i,0.00029508+0.0003953i,-0.00013869+2.2485e-05i
0.00052343-0.0023861i,-0.00012886-0.001721i,-0.00013978-0.0013761i,-0.0007415-0.0012369i,-0.0012747-0.0013534i,-0.00096281-0.0014389i,-0.00085955-0.0015514i,-0.0012174-0.0010762i,-0.00091425-0.00066764i,-0.0002044-0.00077633i,-0.00030184-0.0011487i,-7.9284e-05-0.00070896i,0.00059113+0.00031346i,0.00072599+0.00052563i,0.00011966+0.00011062i,-0.0001034-0.000571i,0.0005455-0.00081984i,0.00076044-0.00047429i,0.0004276-0.00031194i,4.5401e-05-7.5981e-05i,-0.00020423-0.00016661i,6.466e-05-1.8769e-05i,0.00027446+0.00036657i
-0.00040392-6.1388e-05i,-0.00093317+8.4356e-05i,0.00014594+0.00065422i,0.0011504+0.0010501i,0.00044301+0.00025424i,-0.00028082-0.00031056i,3.4066e-05-0.00038212i,-0.00037565-0.0011032i,-0.00093274-0.001378i,-0.00043801-0.00032115i,9.1308e-05+0.00022248i,0.00039849+0.00050855i,0.00065885+0.00084263i,0.0002989-0.00010748i,0.00024417-0.00028259i,0.00096511-6.7329e-05i,0.00076711-0.0010387i,-4.9178e-05-0.00094351i,-0.00018134-0.00079281i,1.9464e-05-0.00061061i,-0.00065877-0.0003537i,-0.0009537-0.00015273i,-0.00043233+0.00024333i
8.334e-05-0.0003652i,-4.2889e-06+8.193e-05i,-3.3719e-07+0.00068139i,0.00026143+0.00097342i,0.00033692+0.00065846i,0.00092696+0.0002412i,0.00065714-0.00049909i,-0.00056978-0.00088021i,-0.0012834+0.00018633i,-0.00047905+0.0008054i,0.0002905+0.00063136i,2.758e-05+0.00022607i,0.00020974-0.00016796i,6.7657e-05-0.00055199i,-0.00016493-0.00046989i,0.0001753-0.0003453i,-0.00017072-0.00053021i,-0.00045487-0.00055393i,0.00019125+0.00017506i,0.00032238+0.00081183i,-0.00039234+0.00039711i,-0.00021296+0.00050351i,-3.7483e-06+0.00045403i
0.00089954+0.0017712i,0.002218+0.0013725i,0.0025822+0.00049187i,0.0024066-0.00011781i,0.0018549+8.5403e-05i,0.00062525-0.00017863i,-0.00029336-0.0009038i,-0.00014205-0.0004377i,-9.7267e-05-0.00023498i,-0.00014994-0.00022277i,0.00031739+0.00023535i,0.00037318+0.00027292i,0.00097216+0.00020504i,0.0013407+0.00019338i,0.0013026-0.00042798i,0.00080551-0.00032921i,0.00017775-0.00026509i,-2.4298e-05-0.00096186i,-0.00058514-0.0010019i,-0.00077211-0.00068873i,-0.00047789-0.00032619i,8.6433e-05-6.4204e-05i,0.00052929-0.00048032i
-0.00040791+0.002465i,2.7007e-05+0.0028238i,0.00034328+0.0026438i,-0.00032007+0.002656i,-0.00034398+0.001834i,0.00031255-5.2015e-05i,0.00015063-0.00074149i,-0.00051807-0.00056787i,-0.00080397-0.00093123i,-0.0010093-0.00068085i,-0.00052228-1.5369e-05i,0.00030202+0.00052248i,0.00038499+0.00057317i,-0.00046884+0.00091407i,-0.0011303+0.00088198i,-0.00062464+0.00018028i,0.00074525-0.00056346i,0.0013547-0.00074726i,0.00045499-0.00033087i,-0.00021756+1.0184e-05i,-0.00072256-0.00049845i,-0.0004957-0.00093908i,6.9198e-05-0.00046637i
0.00043283+0.00017681i,0.00063397-0.001151i,0.0012888-0.0013431i,0.00052641-0.00047909i,1.5206e-05-0.00064977i,-0.00055492-0.0022931i,-0.00061422-0.0026907i,9.8905e-05-0.0014502i,0.00028801-0.00089147i,-5.1489e-05-0.00065955i,9.2766e-05-0.00041502i,0.00096637-0.00018864i,0.00048437-7.8566e-05i,-0.00040235-0.00021853i,-0.00040838-5.9461e-07i,7.8634e-05-0.00024472i,0.00042443-0.00062203i,0.00020753-0.0003684i,-0.00018353-8.2657e-05i,-0.00080304-0.00036369i,-0.00098408-0.00022116i,-0.0015799-0.00045447i,-0.0013679-0.00061606i
0.0032119+2.6418e-05i,0.0024247-0.00063106i,0.00093031-0.00034846i,7.1144e-05-0.00055901i,0.00014533-0.00072593i,0.00032013-0.00065381i,0.00086558-0.00083445i,0.00056818-0.00089071i,-0.00097588-0.0002555i,-0.0010861+0.00016526i,0.00047715-0.00064586i,0.0012375-0.0006079i,0.00097656+3.273e-05i,0.0007274+0.00038389i,0.00033894-0.00015239i,-0.00013456-0.00035808i,0.00015875+8.4746e-06i,1.1255e-05-0.00040116i,-0.0007889-0.00090393i,-0.0010763-0.00099293i,-0.0017849-0.00083911i,-0.0014641-0.00089725i,-0.00032325-0.00073311i
-0.00067868-0.00025749i,-0.00052908-0.00035465i,-0.00027067-7.387e-05i,-0.00032198-0.00054523i,-0.00017372-0.00049128i,0.00037802-0.00089548i,-0.00032616-0.0016035i,-0.00074358-0.0014134i,-0.00030375-0.001134i,0.00037264-0.0012341i,0.00056879-0.00088319i,0.00010874-0.00026553i,0.0004655-0.00030501i,0.00032074-0.00062418i,0.00018257-0.00013119i,0.0005783+0.00051018i,0.00027641+0.00016461i,-0.00031806-7.0321e-05i,-0.00025497+0.00035639i,-0.00045521+0.00024654i,-0.00068608-0.00039583i,-0.00040999-0.00073549i,4.1003e-05-0.00014651i
-0.0010904-3.4623e-05i,-0.0014624-0.00031571i,-0.0022234-0.0017986i,-0.0014187-0.0017387i,-0.00071913-0.00014215i,-0.00070336-0.00075052i,3.3233e-05-0.001697i,-3.9522e-05-0.00087023i,-0.0003858-0.0001403i,8.8466e-06-0.00033439i,0.0002069-4.5258e-05i,-4.5743e-05+0.00038495i,-0.00027103+0.00024729i,-4.4767e-05-1.1238e-05i,0.000271+0.00091323i,0.00040815+0.0015055i,-2.8325e-05+0.00084823i,-0.00015868+0.0001112i,0.00020658+0.00010781i,0.00031389+0.00011529i,0.0001791+0.00031744i,2.0632e-05+0.00033092i,3.7055e-05+0.00050388i
0.00024149+0.00070668i,0.0010602+0.0013247i,0.0012618+0.0017215i,0.00026227+0.0011527i,0.0002936+0.0003146i,0.00090914-0.00045183i,0.00068164-0.00092136i,0.0002923-0.00037757i,0.00011015-8.2366e-07i,-0.00014387-0.00034838i,0.00014069-9.0209e-05i,0.00044935+0.00012409i,-0.00025164+6.6185e-06i,-0.00024057+5.9044e-05i,0.00051636-0.00030175i,0.00036275-0.00029758i,-0.00058172+0.00017124i,-0.00042354+0.00035154i,0.00013303-4.9311e-05i,-0.0004407-0.00033342i,-0.0006433-0.00037827i,-0.00053279-0.0003363i,-0.00041355-0.0002965i
0.00073968-0.0013645i,-0.00056124-0.0013856i,0.00071286-0.0012603i,0.0010673-0.0011147i,-5.6492e-05-0.00092699i,-0.0004548-0.00047399i,-0.00051004-0.0007233i,-0.00042349-0.0011013i,-5.1071e-05-0.00078368i,-1.2039e-06-0.00028911i,0.00024344+0.00069819i,-0.00014136+0.00071849i,-0.00086181+0.00033221i,-0.00046708+0.00057187i,1.1661e-05+0.00026871i,-3.0966e-05-0.00032119i,0.00033553-0.00042513i,0.00072672-0.00030017i,0.00022898-0.00054472i,-0.00026549-0.000516i,-0.00019221+0.00030169i,-0.00040847+0.00060925i,-0.00029235+7.9592e-05i
0.0029185-0.0024156i,0.0014469-0.0022103i,0.00011461-0.0027075i,-0.0010524-0.0017978i,-0.0023088-0.0011859i,-0.0022332-0.00061711i,-0.00075751-0.0003399i,0.00011933-0.0011681i,0.00025846-0.00148i,-0.00053327-0.00096805i,-0.00064283-0.00035017i,-0.00017492-0.00032461i,-7.1237e-05-0.00021358i,0.00025838+0.00031543i,0.0013608+0.00034796i,0.0013003-2.9617e-05i,0.00026875-8.8175e-05i,0.0002869+0.00021948i,0.00040012-0.00012783i,0.00035034-0.00039831i,0.0001482+2.1478e-05i,0.00061503-0.00048677i,0.0002556-0.00079052i
-0.00042627-0.0018839i,-0.00061568-0.0019499i,-0.0010105-0.00095357i,-0.0013196+0.00051709i,-0.00032924+0.0011i,0.00015634+0.00067987i,0.0003743-6.6584e-05i,0.00033867-0.00014395i,-0.00027291-3.4901e-06i,3.0971e-05+0.00024712i,9.585e-05+0.0012377i,-0.00030982+0.0020049i,-0.00037328+0.001172i,-0.00041205+0.00052002i,-0.00020115+0.0003931i,0.00045775+0.00018226i,0.00096736+0.00015954i,0.00037103-0.00010783i,-0.00072803-0.00018119i,-0.0010057-0.00033947i,-0.00053555-0.00055683i,-0.00032257-1.928e-05i,-0.00083935+0.0003432i
0.00093749-0.001051i,0.00046917-0.00031856i,0.00034306+0.0005197i,-0.0002536+0.00025064i,-0.0004453-0.00073209i,-0.00015408-0.0013716i,0.00046187-0.0018703i,0.00059246-0.0013245i,4.7142e-05-0.00055681i,-0.00045616-0.00044897i,-0.00053676-0.00081708i,6.2661e-05-0.00044745i,0.00021047-0.00048518i,-9.7335e-05-0.00064938i,0.00042539-0.00031644i,2.6913e-05-0.00063857i,-0.00040408-0.00079908i,0.00010083+0.0002343i,0.00017313+0.00026383i,0.0001981+6.997e-05i,-0.00023084+0.00026948i,-0.00048907+0.00028342i,-1.9533e-05+0.00074655i
0.0012014+0.00024135i,0.0010552-0.00048454i,0.0013967-9.9979e-05i,0.00033866+0.00098307i,-0.00047908+0.00078047i,0.00024064-0.00036787i,0.0008969-0.0011454i,0.00043106-0.00057244i,-0.00034132+3.8672e-05i,-0.00041556-0.00057969i,-0.00053557-0.00060979i,0.00010773+0.00031473i,0.0011066+0.00078487i,0.00047815+0.0007373i,-0.00082772+0.00081214i,-0.0015499+0.0010198i,-0.0017136+0.00074684i,-0.0013577-4.0866e-05i,-0.00068198-0.00086195i,-2.9675e-05-0.00030185i,0.00023713+0.00031422i,0.0007608+0.00066871i,0.00055175+0.00068778i
0.00076372-0.00073383i,0.00028644-0.0013306i,0.00017343-0.0015421i,-0.0010282-0.0010058i,-0.0011287-0.00054617i,-5.1082e-05-9.1456e-05i,-7.8902e-05-0.00015085i,-0.00073419-0.00016782i,-0.00076119-0.00031227i,-0.00082482-0.00027257i,-3.139e-05+0.00071629i,0.00078926+0.00066626i,0.00034009+3.4505e-05i,0.0003044+0.00017557i,0.00049599+0.00037835i,-0.00047133+0.0005145i,-0.0010134+0.00016686i,-0.0005549+5.7561e-05i,8.5497e-05+0.00019138i,5.3942e-05+0.00034707i,-0.00051896-0.00017151i,-0.00091999-0.00032625i,-0.00038198-5.8201e-05i
5.4547e-05+0.0007111i,6.5241e-05+0.00073196i,-0.00064488+0.0011619i,-0.0013928+0.0005739i,-0.00077948-0.00053035i,-0.00041485-0.00040492i,9.0731e-05-0.00081801i,0.00079224-0.00080596i,0.00055729+0.00013924i,0.0003489+0.00064521i,0.0004322+0.00052949i,0.00025917-0.00019176i,-0.0004901-0.00067187i,-0.00029607+0.00011304i,0.00042141+0.00057553i,0.00058385+0.00039366i,1.0838e-05+0.00015234i,-0.00046883-0.00012848i,0.00034556-0.00019465i,0.00069906+1.0137e-05i,0.00037055+0.0002319i,0.00033881+0.00027868i,-2.3581e-05+0.0002858i
0.002722-8.1497e-05i,0.0018107-0.00060862i,0.0018075-0.0019649i,0.0012544-0.0015972i,0.0006641-0.0004314i,0.00010605-0.00038938i,-0.00038199-0.00085943i,-0.0001255-0.00039714i,0.00030758+6.9447e-05i,0.0001048+0.00024573i,-0.00023957+1.632e-05i,-0.00064677-0.00041926i,-0.00022863-0.00016386i,0.00054939+0.00052847i,-8.9502e-05+0.0002778i,-0.00043485-0.00036756i,-8.044e-05+6.138e-05i,-0.0003684+0.00063026i,6.4763e-05-0.00021595i,0.0001521+0.00015248i,0.00022164+0.00061687i,0.00044442+4.986e-05i,-4.0864e-05-0.00049332i
