-0.00017397+0.00024161i,0.0017711-0.00037893i,0.0015236-0.00093934i,-0.00055145-0.0011763i,-0.0023487-3.9624e-05i,-0.0018859+0.0012742i,-0.00042171+0.0016419i,-0.0002701+0.0017124i,0.00062646+0.0017011i,0.00064329+0.0011411i,0.0005795+0.00040092i,0.00023419-0.00066874i,-0.00061518-0.0011616i,0.00022552-0.00062918i,0.0010732+0.00019207i,0.00080719+0.00075411i,0.00049567+0.0004752i,0.00053789-0.00031547i,4.0038e-05-9.2417e-06i,-0.00055365-4.6368e-05i,-0.00040467-0.00034037i,-0.00010351+0.00066937i,0.00018043+0.00049626i
-0.0017236+0.0014532i,0.00022102+0.0025473i,0.00092135+0.0018263i,0.00039061+0.0013392i,-0.00018734+0.0017962i,-0.00011056+0.0010412i,-0.00039184-0.00011297i,-0.0005466+0.00011338i,-0.0005431+0.00090897i,-0.00076423+0.00057862i,-0.00053047+6.5037e-05i,0.0003216+0.00011721i,0.00010177+1.9335e-05i,-0.00050713+0.00010691i,-0.0010114+0.00046821i,-0.00053552+3.978e-05i,0.00045146+0.00012838i,0.00023417+0.00062635i,-0.00017761+0.00042165i,-0.00068554-0.00069309i,-0.00079358-0.00087713i,-0.00038946-0.00035062i,-0.00027746-0.00049551i
-0.00093944+0.00088014i,-0.0015902+0.0012815i,-0.0023874+0.00075506i,-0.0020973+0.0014328i,-0.001977+0.0024728i,-0.00096491+0.0018757i,0.00049773+0.00067597i,0.00052893+0.00018752i,-0.000466+0.00023632i,-0.001177-0.00050026i,-0.00055778-0.00096558i,-6.0149e-06-0.00078662i,-0.00054151-0.0004168i,-0.00058329-0.00022316i,-2.9294e-05-0.00010177i,2.2447e-05+0.00010678i,0.00016562+0.00023796i,0.0004013+0.00024273i,0.00049661+0.00066557i,0.00094093+0.0012765i,0.00045041+0.0013257i,-0.0006+0.0010242i,-0.0008097+0.00064153i
0.0015501+0.0010908i,0.0015331+0.00010744i,0.0012113+0.0007667i,0.00029024+0.0008378i,-8.6963e-05-0.00041081i,-0.00020432+0.00022011i,-0.00014552+0.0008536i,-0.00027238+0.00094144i,-0.00019424+0.0015118i,0.0007018+0.0013581i,0.00081506+0.00071258i,0.00039348+0.00011823i,-7.5045e-06-0.00039233i,-7.9695e-05-0.00016852i,0.00033133-0.00024678i,0.00022569+0.00017513i,-0.00038171+0.00083336i,-0.00036489+0.00071147i,-0.00013118+0.00087063i,-0.00041518+0.00047764i,-0.00096254-0.00010449i,-0.00075416-0.00064349i,0.00010869-0.000964i
-0.00028957-0.00036041i,-0.00097924-6.3511e-05i,-0.001443+0.00077352i,-0.0017734+0.00095194i,-0.0019604+0.00046104i,-0.00095812+8.8961e-05i,0.00011783+0.00033289i,0.00034739+0.0012957i,-0.00017738+0.00092337i,-0.00075131+8.678e-05i,-0.00039122+0.00013746i,0.00031848-0.0002836i,0.00063295-0.00022555i,0.00060974-0.00014423i,0.00099936-0.00060846i,0.00054036-0.0010013i,0.00028284-0.0012552i,0.00041183-0.00086294i,-5.3609e-05+0.00025504i,0.0001313+0.000928i,-7.9698e-05+0.00085587i,-0.00017421+0.00023868i,0.00045883-0.00028828i
0.00032594+0.00051595i,0.001119-0.0010289i,0.0014331-0.00074796i,0.00075771-0.00033928i,4.8256e-05-1.5387e-05i,-0.00067746+0.00033635i,-0.00099409+0.0007538i,-0.00028825+0.001073i,4.9611e-05+0.0013942i,0.00031947+0.0016826i,0.00073824+0.0010061i,0.00046499+0.00029368i,-0.00024848+9.2045e-05i,-0.00060815+0.0011123i,-0.00010603+0.0013804i,0.00025678+0.0003204i,0.00061307+9.2478e-05i,0.0005805+0.00022889i,0.00033618+0.0005947i,-9.0859e-05+0.00069862i,-0.00021613+0.00055925i,0.00028048+0.00056915i,0.00057129-3.4124e-05i
0.00035908-0.00044802i,-0.00037299-0.00028043i,-0.0018835-0.00022227i,-0.0026884+0.00017617i,-0.0016546+0.00059293i,-0.0008816+0.00034423i,-0.00084995-7.2589e-05i,-0.00041519+6.8224e-05i,0.00015529+0.0012756i,0.00058763+0.0010815i,0.00059851+0.00058003i,8.6751e-05+0.00033376i,-0.00033679+0.00017318i,-0.00030809+5.0937e-05i,7.1012e-05-0.00022615i,0.00038378-5.1305e-05i,0.00055564+5.142e-05i,0.00039532+0.00060567i,-0.00017439+0.0007739i,-0.00052558+0.00033927i,-0.0003427-0.00012884i,0.00023519-7.0344e-05i,0.00023758+0.0005771i
-0.0025078+0.00038397i,-0.0018544+0.0010952i,-0.0011454+0.0017203i,-0.00049432+0.0023731i,-0.0001526+0.0028535i,0.00032278+0.0024544i,0.00017734+0.00068765i,-0.00031318-1.7503e-05i,-0.00073445+0.00069432i,-0.00025262+0.00049859i,0.00044233-0.00025317i,0.00056148-0.00083116i,4.9839e-05-0.0011413i,-0.00028603-0.0010465i,-0.00024246-0.00042914i,0.00043971+0.00013962i,0.0003655+0.00046277i,-0.00037319+0.00059786i,-0.00040442+0.00050018i,-0.00022231+2.2412e-05i,0.00058822-0.00033828i,0.00039197+0.00010069i,-0.00083779+0.00014994i
0.00019899-0.0019792i,-0.00080798-0.0020219i,-0.001297-0.0010212i,-0.00093299+0.00037494i,-0.00049274+0.0010747i,9.1569e-05+0.00072045i,0.0010831-0.00023834i,0.0013044-0.00021771i,0.0011922+0.00036128i,0.00081488+0.00058307i,0.00042311+0.00020032i,0.00069866-0.00010771i,0.00088821-0.00038463i,0.00048565+2.7434e-05i,-2.3408e-06+0.00072538i,-3.3023e-07+0.00081472i,9.5858e-06+0.000142i,-0.00070627-0.00077353i,-0.00076181-0.0021019i,8.5615e-05-0.0015329i,0.00036478+0.00036479i,-0.0004996+0.00066207i,-0.00082245+0.00057258i
0.00076149+0.0011255i,0.001342+0.0014866i,0.0016037+0.0013891i,0.0011816+0.00051504i,9.2162e-05-0.00045592i,-0.00043948-0.00054033i,-0.00050467-5.5936e-05i,-0.000731+0.00069511i,-0.0005584+0.00060637i,2.41e-05-7.0093e-05i,0.00032793-0.00032652i,0.00043924-0.00046276i,7.7451e-05-0.00076514i,-0.00074118-0.0010312i,-0.00079255-0.0010977i,-0.00038603-0.00010147i,0.00013107+0.00081652i,-0.00022489+0.00024334i,-0.00047879-2.2608e-06i,-0.00023178+0.00047396i,-0.00040869+0.00068174i,-0.00048968+0.00011449i,-0.00026339+7.055e-05i
0.00073549+0.00028535i,0.00016354-0.00063789i,-0.00084188-0.0010025i,-0.0011677-0.00069656i,-0.00014621+0.00015985i,0.00047422+0.00057132i,0.0012519+0.00072019i,0.0013879+0.001136i,0.0016025+0.0013834i,0.0014281+0.00082893i,0.00028377+0.00025725i,-0.00025806+9.0361e-05i,-0.0002814-8.1194e-05i,-0.00046157+0.00040682i,-0.00029323+0.00029587i,-0.00029184-0.00035074i,-0.00036395-0.00037415i,-0.00029151+0.00038628i,-0.00032825+0.00052422i,-0.00089213+0.00023652i,-0.0004866-0.00011486i,-0.00020822-0.00057759i,-0.0004169-0.00036062i
-0.0014524-0.00028531i,-0.0012158-0.00022902i,-0.0010185+0.00098098i,-0.001356+0.0014824i,-0.00079608+0.0019578i,0.00010917+0.0017904i,0.00016813+0.00053829i,-0.00028917+2.9249e-05i,-0.0010039+0.0002456i,-0.00062031+0.00038073i,0.00027831+0.0006376i,0.00032031+0.00025152i,0.00047781-0.00057567i,0.00074682-0.0006405i,1.0953e-05-0.00011257i,-0.00010491+0.00024446i,0.00068741-1.6342e-05i,0.00068732-0.00046004i,-0.00021909-7.5041e-05i,-0.00052482+0.00013765i,0.00013026+0.00020496i,0.00019763+0.00029957i,-0.00013482-0.00014615i
-0.00043194-0.00052321i,-0.00012995+0.00021144i,-0.00026219+0.0010501i,-0.00052556+0.00020803i,-0.001112-8.4785e-05i,-0.00089629-7.5464e-05i,-0.00013067+0.00024808i,0.0004827+0.000666i,0.0014889+0.00026001i,0.0011299+0.0001859i,0.00031187+0.00034672i,0.00016645+0.00041834i,-0.00014859+0.00020604i,-0.00049232-0.00024723i,-0.00037456+0.00017824i,0.00054418+5.809e-05i,0.00080926-0.0001114i,-0.00048785-0.00029296i,-0.00063711-0.00043855i,0.000409-0.00021954i,0.00026617-0.00010355i,-0.00017148+0.00026454i,-0.00055275+0.00061182i
-0.0018634+0.0003586i,-0.0022685+0.0012895i,-0.002081+0.0013937i,-0.0019236+0.0021443i,-0.0020146+0.0025222i,-0.0004431+0.0012078i,0.00066282+0.00018684i,0.00015743+0.00013486i,-0.00036748+0.00060874i,-0.00030833+0.00027704i,0.00026096-0.00043106i,0.00074532-0.00021126i,0.00014676-0.00039432i,-0.00051009-0.00027592i,-0.00059497+0.00061877i,0.00049294+0.00050335i,0.0010121+0.00028053i,1.098e-05+0.00042053i,-0.00033633-0.00010645i,3.4646e-05-0.00024863i,0.00041309+5.6387e-05i,0.00032558+0.00064221i,-0.00029683+0.00095075i
0.0017165-0.0011272i,0.00064069-0.00072501i,-0.00061141-0.00097767i,-0.002129-0.0008408i,-0.0019292-7.3588e-05i,-0.0010563+0.0011125i,-0.00019471+0.0015425i,0.001047+0.00086171i,0.0013644+0.00013905i,0.00024998-0.00083308i,-0.00063243-0.00074602i,-0.00092932+0.00039731i,-5.7473e-05+0.00059497i,0.00027261+0.0004193i,-0.00044704+0.00061205i,-0.00049046+0.00028763i,0.00015401-0.00036424i,0.00065211-0.00031455i,0.00071144-0.00053771i,0.00050873-0.00081234i,0.00041935-0.00083302i,0.00057035-0.00071879i,7.8865e-05-0.00046817i
0.00011296+0.0011677i,-0.00012867+0.00035574i,-0.0010236-0.00085779i,-0.00099229-0.00079817i,-0.0008791-0.00059946i,-0.0010511-0.00064793i,-0.00048367-0.00010767i,0.00041233+0.00036102i,0.00085217+0.00043093i,0.00063044-1.2324e-05i,0.00050179-0.00095574i,0.0002387-0.00064563i,-8.4917e-05+0.00010395i,-0.00017236+0.0004594i,-0.00072722+0.00023128i,-0.0011601+7.8479e-05i,-0.00076991+0.00020587i,-0.00021952+0.00050497i,-0.00034826+0.00030797i,-0.00081283-0.00051128i,-0.00063954-0.00075572i,4.6742e-05-0.00076645i,0.0002657-0.00010464i
0.00016858+0.0018746i,5.6945e-05+0.00048943i,0.00031679-0.00030529i,0.0010117-0.00019058i,0.00053855+0.00066982i,0.00025188+0.0011609i,0.00037602+0.00088186i,0.00048378+0.00060271i,0.00066673+0.00018577i,0.00020949+4.2872e-05i,-0.00029373+9.1871e-05i,-0.0001747+0.00033317i,-3.7624e-05+0.00022457i,0.00014462-0.00031592i,0.00020775+2.4668e-05i,-0.00036996+0.0012114i,-0.00021147+0.0013872i,0.00056672+0.0010503i,0.0012275+0.0010614i,0.00013482-1.6308e-05i,-0.001032-0.00080666i,-0.00064215-0.00025937i,-0.00072658-0.0001608i
-0.00069848-0.0013068i,-0.0012745-0.00021131i,-0.0019165+0.00049761i,-0.002666+0.00085422i,-0.0028158+0.0017662i,-0.0014084+0.0015244i,-0.00047266+0.00039908i,-8.0388e-05-0.00020053i,-0.00012596+0.0002346i,-0.00047222+0.00019296i,-2.271e-05-7.3383e-05i,0.00039093+0.00029019i,9.9132e-05+0.00040786i,-0.0006225+8.2139e-05i,-0.00054542-6.1039e-06i,0.00017038+0.00023742i,0.00055959+0.00033314i,0.00028463+0.00019442i,-0.00037076-0.00027974i,-0.00035374-4.7486e-05i,-0.00053145+0.00042429i,-0.00032911+0.00033793i,6.298e-06-0.0001943i
-0.0012077-0.00033517i,-0.0013787-1.4779e-05i,-0.0021426-0.00017552i,-0.0020156+0.00030397i,-0.0011066+0.0011544i,-0.00062617+0.0013173i,-0.00038412+0.0007322i,-0.00019012-6.3185e-05i,-0.00011301-0.00017718i,-1.3191e-05-0.00015142i,-0.00011224-0.00019266i,0.00016496-0.00026813i,0.00044426-0.00092314i,0.00016279-0.00022635i,0.00069679+0.00078014i,0.00075959+0.00094566i,0.00064323+0.00038114i,0.00045268+3.9603e-06i,-0.00025091-0.00063332i,-0.00019577-0.00092162i,-6.6428e-05-0.00045967i,0.00021635-7.5935e-05i,0.00011463+0.0006997i
-0.00039908-2.4856e-06i,-1.0207e-05+1.9007e-05i,-0.0005186+0.00062882i,-0.00073326+0.00086588i,-0.00040683+0.00054888i,-0.00027083+0.0011667i,6.3765e-05+0.0015587i,0.0007906+0.0013706i,0.0011506+0.0012439i,0.00090231+0.00041026i,0.00019759-0.00015413i,0.00010741-2.7708e-05i,-0.00037601-0.0003216i,-0.00069287-0.0004865i,-3.9101e-05-0.00043005i,0.00037111-0.00021702i,0.0002798-0.00028792i,0.0010344-0.00047192i,0.0012757-0.00078646i,0.00057734-0.00056024i,0.00038552-7.3272e-05i,0.00029789+8.524e-05i,-0.00036469-0.00010777i
-0.0003522-0.00050126i,0.00011403+0.00034788i,-0.00039711+0.00080206i,-0.0015901+0.00066559i,-0.0016364+0.00081184i,-0.00079356+0.0019722i,-9.8221e-05+0.0015793i,-0.00062242+0.00027544i,-0.0010715+0.00023752i,-0.00056076-0.00017209i,-1.9852e-05-0.00048769i,0.00010519+9.1949e-05i,0.00031578+0.00038086i,0.0003623-3.5489e-05i,0.00015814-0.000526i,0.00066357-0.00058214i,0.0012125-0.00044747i,0.0010017-0.00018935i,0.00057625-0.00010625i,0.00012267-2.5737e-05i,-0.00017054+0.00014934i,6.2747e-05-0.00031599i,0.00019322-0.00045869i
-0.00065453+0.00033984i,-8.5911e-05+1.3162e-05i,-7.7507e-05+0.00068687i,-0.00077676+0.00064583i,-0.0007306+0.0002653i,-0.00078016+0.00088575i,-0.00047619+0.0008267i,3.7931e-05+0.00017796i,0.00086897-4.2384e-05i,0.0013005-0.00034712i,0.0010259-0.00031022i,7.9302e-05-8.5734e-05i,-0.00026267-0.00038448i,0.0006942-0.00046149i,0.00079871+0.00011195i,-0.00040895+0.00020658i,-0.00070421+0.00013829i,-7.8516e-07+0.00032348i,0.00013745+0.00026566i,-0.00049576+0.00085746i,-0.001159+0.001102i,-0.0012684+0.00012169i,-0.00071514-0.00022834i
0.0010794-0.0014868i,0.00081887-0.0018568i,-0.00036617-0.001741i,-0.0010621-0.0012185i,-0.0015087-0.00075961i,-0.0011261-0.00090936i,-0.00028264-0.000782i,0.00046548-6.5049e-05i,8.7659e-05+0.0012198i,-8.1568e-05+0.00079644i,0.00032219-0.00011941i,5.421e-05-0.00049772i,-8.7344e-05-0.00070688i,-0.00017496-0.00060256i,-0.00029973+1.6137e-05i,0.0003835+0.00096799i,0.00097019+0.0014557i,0.00063011+0.0011016i,0.00032597+0.00061945i,-0.00014553+0.00046787i,-0.00026031+0.00046572i,0.00038301+0.00043951i,0.00088406-0.00036377i
-0.0011039+0.0013547i,-0.0010675+5.183e-05i,-0.00082899+5.85e-05i,-0.00081185+0.00014513i,6.1746e-05-0.00072309i,0.00024209-0.00072105i,-0.00015415-0.00034659i,0.00020739-0.00036462i,-0.0002178-0.00064695i,-0.00081707-0.00049023i,-0.00075873+0.00021505i,0.00010016+0.00028102i,0.0003226-0.00038293i,-1.6957e-05-0.00025187i,0.00032264+1.117e-05i,0.00085021-0.000254i,0.00053829-0.00028192i,0.00031385-2.8116e-05i,0.00055724+0.00040781i,0.00039797+0.00032505i,0.00088309+0.00027312i,0.0014629-4.7448e-05i,0.0010395-4.4526e-05i
0.0010817+0.00082031i,0.00087422-0.00022394i,0.00080314-0.00052323i,0.00080474+7.8666e-05i,-0.00036119+0.0011872i,-0.0014233+0.0014513i,-0.0012369+0.0014611i,-0.0010128+0.0017381i,-0.00072771+0.0013683i,-0.00051166+0.00083065i,-0.00066896+0.00049134i,-0.00062642+0.00022332i,-0.00043081-1.4412e-05i,-0.00011762-0.00045661i,4.7549e-05-0.00058821i,0.00073987-9.9743e-05i,0.00098614+0.00019147i,0.0005998-0.00016344i,-0.00027746-0.00026846i,-0.00077305-0.00043779i,-0.00066983-0.0003733i,-0.00091674+0.00013076i,-0.0011534+0.0007382i
-0.0002347+0.0031703i,0.001473+0.0030411i,0.0025495+0.0031177i,0.0018235+0.0028233i,0.00094374+0.0023654i,0.00043449+0.00096491i,-0.00022904-0.00031322i,8.7117e-05-9.6694e-05i,0.0010453+0.00064262i,0.0012008+0.0011812i,0.00043951+0.00082843i,0.0010273-0.00046174i,0.0012943-0.00064374i,-0.00016706+7.1656e-05i,-0.00081523+0.00032368i,-0.00056415+0.00072893i,-9.7031e-05+0.0013227i,0.0007053+0.00098141i,0.00048665+0.00029304i,0.00055502-0.00012712i,0.00099495+0.0010666i,0.00063083+0.0011363i,0.0005869-0.00050112i
-0.00080271+0.0010176i,-0.00061926+0.0014326i,-0.00096699+0.0011195i,-0.0016084-3.5251e-05i,-0.0010005+0.0002876i,-0.00047707+0.00071847i,-0.00014456+0.00033649i,0.00012857+0.00026323i,-0.00017871-0.0001353i,-0.001126+0.00023855i,-0.0012125+0.00025666i,-0.00075391-0.0010652i,-0.00024307-0.0011699i,0.00040415-0.0006731i,0.00026895-0.00023825i,0.00039698+0.00017634i,0.00061345+0.00085037i,0.00054641+0.00058872i,0.00022911+0.000101i,-0.00040461+0.00012803i,-0.00034976+0.00037747i,-0.00035247+0.00046469i,-0.00029555+0.00030187i
-0.00078305-0.0011317i,-0.0012297-0.001275i,-0.0013701-0.00048811i,-0.0023755+0.0014328i,-0.0023144+0.001914i,-0.001301+0.0010297i,-0.0008365+0.00085581i,-0.0010588+0.00080304i,-0.00084805+0.00072908i,-0.00034496+0.001118i,0.00030176+0.0018015i,0.0010151+0.00077033i,0.00076125-0.00039006i,0.00073398-0.00075577i,0.0012095-0.00068447i,0.00094515-0.00038822i,-0.00020695-0.00025787i,-0.00017351-0.00022599i,0.00085099-0.00045122i,0.00054714-0.00026182i,-0.00065164+0.00040151i,-0.00065106+0.00074594i,-0.00024488+0.0004491i
-0.0002032+0.0020161i,0.000868+0.0015868i,0.00072562+0.00097666i,-0.00040304+0.0018376i,-0.00015778+0.0033218i,0.00031322+0.0028299i,0.00074507+0.0012357i,0.0010962+0.00069696i,0.00090943+3.8403e-05i,0.00074027+7.9023e-05i,0.00048917+0.00017445i,0.00066446-0.00055441i,0.00040456-0.00048574i,-0.00054759-0.00028594i,-0.00053811-0.00021321i,0.00015255+0.00016449i,0.00019503+0.0010882i,0.00024039+0.00094179i,0.00053204+0.00032056i,0.00049363+0.00035256i,0.00018217+1.1267e-05i,0.00025908-0.00032482i,0.00038669-3.0254e-05i
-0.00033211+0.00075946i,-0.0007116-0.00034944i,0.0001456+3.0839e-05i,0.00036414-0.00023677i,-0.00010135-0.0011318i,-0.00074961-0.00096181i,-0.00059295-0.000492i,0.00027296+0.00049936i,0.00097856+0.00067525i,0.0010592-0.00010761i,0.00047181+0.00019341i,0.00043222+0.00028983i,0.00041289-7.6434e-05i,-3.2015e-05-0.00048325i,0.00019185-0.00094813i,0.00024682-0.00086088i,6.4204e-05-0.00032243i,-0.00052599+0.000214i,-0.00080939+7.7949e-05i,-0.00084446-0.00075788i,-0.0001357-0.0010526i,0.00055908-0.00055187i,0.00044955-0.00014075i
0.00082414-0.0014212i,0.0010357-0.00095056i,0.00069518-0.00052477i,-0.00051813-0.0011467i,-0.00087895-0.0012056i,-0.0012432+0.0001083i,-0.0013167+0.0010151i,-0.0012971+0.00098324i,-0.00045153-0.00035267i,-1.9746e-06-0.00072461i,-4.4789e-05-0.00019808i,0.00043718+8.8782e-07i,0.00029373+0.0003722i,0.00015407+0.00060238i,0.00035542+7.3514e-05i,2.2215e-05-0.00012639i,-3.303e-05+0.0006343i,0.00051034+0.00054594i,0.00037335+0.00052085i,-0.00017176+0.00058804i,-0.00055799-0.00015941i,-0.00031278-0.0011809i,-6.5262e-05-0.00048175i
0.001392+0.0019971i,0.0018178+0.00091343i,0.001366-0.0002082i,-0.00011899-0.0011041i,-0.00070236-0.00091975i,-0.00060449-0.00055922i,-0.00027224-0.00019249i,-8.4093e-05+0.00045321i,4.6123e-05+0.0007299i,0.00039425+0.00061346i,0.00062929-0.00020842i,0.00038721-0.00073318i,-0.00073028-0.00036877i,-0.0010093+4.4462e-05i,-0.00073425-0.00060189i,-0.00052263-0.0010456i,-0.00034996-0.00084573i,-0.00067611-0.00046381i,-0.00016523-5.5755e-05i,0.00064088-7.3641e-05i,0.00075888-0.00043318i,0.00055623-0.00067287i,0.00029241-0.0002319i
-7.9867e-06+0.0026726i,-0.00010064+0.0018356i,0.0012735+0.00095621i,0.001292+0.0016689i,-3.8625e-05+0.0016487i,-0.00027116+0.00069654i,-0.00016462+6.7477e-05i,-4.7097e-05+3.0165e-05i,0.00018301+0.00067761i,0.00023455+0.0013063i,0.00032559+0.00077643i,-0.00019782-0.00058328i,-0.00077904-0.0011174i,-0.00059903-0.00045495i,-3.2955e-05+0.00020745i,0.00033028+0.00021102i,0.00018984-4.2581e-05i,-0.00047933+0.00022297i,-0.0012064+0.0003833i,-0.0013084+2.4323e-05i,-0.00036787-0.00041718i,-7.1654e-05-0.0002589i,5.3785e-05+0.00075577i
-0.00011009-0.0012592i,-0.00062385-0.0019417i,-0.0015219-0.00060415i,-0.0015697+0.00076915i,-0.0014896+0.001243i,-0.001783+0.0011805i,-0.0013702+0.00017913i,-0.00054235+5.7338e-05i,9.8347e-05+0.0012468i,0.00068274+0.0017051i,0.00097566+0.00065874i,0.00091539-0.00024903i,5.5108e-05-0.00068726i,-0.00057456-0.0011291i,-0.00010684-0.0010242i,9.2322e-05-0.00029883i,-0.00011779-8.2705e-05i,-0.00037542-0.00016853i,-0.00040694+0.00011309i,-0.00047892+0.00030453i,-0.00011589-4.6407e-05i,-0.00014893-0.00016994i,-0.00018727-0.00035903i
0.001257+0.00091085i,0.0019854+0.0015916i,0.0025956+0.001734i,0.0022961+0.0005496i,0.0016712-0.0003803i,0.0013536-0.0005509i,0.00087159-0.00030635i,0.00014616+8.4973e-05i,0.00023616-0.00022428i,0.00041337-0.00026773i,0.00022939-0.00041323i,0.00017328-0.00047964i,0.00053374-0.00034136i,0.00094034-0.00058333i,0.00052424-5.095e-05i,-8.6994e-05+0.00044793i,-5.8708e-05+0.00091572i,-0.00022235+0.0010263i,-0.00039457+0.00045243i,5.9592e-05+6.4977e-05i,0.00033714-0.00087007i,0.00022768-0.0010553i,-7.9495e-05-0.00047569i
0.0010778+3.7729e-05i,0.00077757-0.00029946i,0.0010731-0.00068965i,-0.00037669-0.00012817i,-0.0023182+0.00048377i,-0.001928+0.00043985i,-0.001094+0.00040345i,-0.00050766+0.00054265i,0.00025432+0.00016644i,0.00069465-0.00065046i,0.00059829-0.00089349i,7.5158e-05-9.7438e-05i,-0.00029404+0.00047013i,0.00042739+0.00039872i,0.00082151+4.6316e-05i,0.0002009+7.2847e-05i,-0.00022497+2.4474e-05i,-0.0001419-0.00012943i,-0.0005118+4.3703e-05i,-4.1527e-05-2.9267e-06i,0.00034391-0.00029817i,0.00065286+5.0041e-05i,0.0011676+0.00027277i
-0.0015066+0.00113i,-0.0009164+0.00073021i,0.00053789+0.0011879i,0.00043457+0.0011391i,2.1101e-05+0.0013868i,0.00034597+0.001022i,0.00024658+0.00044011i,0.00040649+0.0010424i,0.00099425+0.0010948i,0.0014225+0.00058936i,0.0012006+0.00024951i,0.00042294+0.00050587i,1.0107e-05+0.00083783i,-0.00018336+0.00025352i,9.0158e-05+9.0625e-05i,0.00054514+0.00015566i,0.00058604-0.00016856i,0.00016414+0.00012083i,-0.00065024+0.00088708i,-0.0010233+0.00046748i,-0.00023586-0.00021661i,0.00022109+9.8182e-05i,-0.00010721+0.00047122i
-0.00013432-0.00062629i,-0.00037355-0.00022177i,-0.00048685-2.4534e-05i,-0.00031534+0.00028284i,0.0003601+0.0007138i,0.00034262+0.00031593i,0.00011313-0.00045148i,-0.00011124+0.00036167i,-0.00016389+0.0013925i,-8.1127e-05+0.0019018i,8.5916e-05+0.0016596i,0.00047126+0.0010367i,0.00025856+0.00060166i,-0.0010324+0.00023449i,-0.0014055+0.00067775i,-8.895e-05+0.00067425i,0.00063891+0.00086116i,0.00049989+0.00084194i,0.00020264-0.00016282i,-7.1385e-05-0.00030181i,-0.00010153-7.92e-05i,-0.00022688+0.00050692i,-0.00052472+0.00099974i
-0.00041418-0.0014886i,-0.0010221-0.0010378i,-0.0019761-0.00051833i,-0.0027707+0.00031964i,-0.0029249+0.00082191i,-0.0027037+0.00098453i,-0.001489+0.00086323i,-0.00029325+0.00036548i,-4.2751e-05+0.00039762i,-9.6484e-06-0.00029939i,-0.00057187-0.0013413i,-0.00048774-0.0010508i,-2.6304e-05-0.00051608i,-1.1653e-05-0.00054111i,0.0003139-0.00027916i,0.00013987+7.386e-05i,-4.2082e-05+0.00018372i,-6.1852e-05-4.5123e-05i,0.00039077+0.00054467i,0.00041164+0.00096324i,3.7769e-05+0.00047951i,0.0002817+6.9768e-05i,7.3115e-06-0.00043172i
-0.00074158+0.00074874i,-0.000586+0.0015098i,-0.00038165+0.0030298i,0.00094388+0.0034065i,0.0024968+0.0020209i,0.0019509+0.0010743i,0.00024086+0.0012526i,-0.00059565+0.0012514i,-0.00045644+0.0011164i,-0.00031303+0.00099875i,-0.00072871+0.00075993i,9.6393e-05+0.0003186i,0.00017556+9.0904e-05i,-0.00078585+0.00021205i,-0.00087051+0.00017534i,-0.00042819+1.007e-05i,2.6717e-06+0.00042549i,0.00031367-1.0884e-05i,0.000469-0.00033926i,0.00039476+0.00010427i,8.9227e-05+0.00039554i,-0.00042346+0.00041097i,-0.00012994+0.00051028i
0.0014999-0.00068028i,0.001142-0.00022566i,0.00010176-0.0002278i,-0.00081553-0.0002713i,-0.0019581+0.00030394i,-0.0015019+0.0011753i,-0.00023668+0.00074405i,4.8965e-06-0.00019275i,-3.0962e-05-0.00050786i,0.0004381-0.00039935i,0.00022976-6.3782e-06i,-0.00014817+1.7074e-05i,4.3055e-05-5.2022e-05i,0.00033043-0.00035915i,0.00034207-0.00047383i,0.00020326-0.00028737i,0.00075805-0.00041307i,0.00065147-0.00076794i,0.00030529-0.0011299i,5.0592e-05-0.00097448i,-0.00039163-5.8993e-05i,-0.00076192+0.00026001i,-0.0010133-0.00016237i
-0.00028403-0.0006581i,-0.00054644-0.0015186i,-0.0012768-0.0018827i,-0.0018293-0.00060642i,-0.001018+0.00035063i,-0.00061006+0.0013977i,-0.00069813+0.0010694i,6.6865e-06+0.00012627i,0.00064357-0.0003668i,-0.00023332+0.00017289i,-0.00041528+0.0012396i,-0.00013626+0.00081113i,-0.00021185+5.7794e-05i,-0.00023758-4.5302e-05i,-0.00026871-0.00059818i,0.00010354-0.00086065i,0.00043989+1.9615e-05i,-7.6851e-05+0.00086848i,-0.0012714+0.00025324i,-0.0010292-0.00066675i,-0.00030083-0.00059116i,0.00018574+0.00037405i,3.6304e-05+0.0009789i
-0.00085875-0.00015942i,-0.00056886+0.00053487i,0.00047194+0.00044806i,0.00063837+0.00016652i,-0.00037137+0.0005847i,-0.0012888+0.00034309i,-0.001224+0.00042148i,-0.00067418+0.00080358i,-0.00010703+0.00041158i,-0.00013758-0.00014947i,-0.00024693-0.00041118i,2.1392e-05-0.0015969i,-0.00016373-0.0016229i,0.00018982-0.00088649i,0.00082609-0.00023504i,-0.00024217+0.00090644i,-0.00065189+0.0014078i,0.00025148+0.00092652i,0.00051796+0.00075089i,0.00047493+0.00046762i,0.00089388+6.424e-05i,0.00058739-1.8074e-05i,-0.00047911+0.00023646i
