-0.0016956+0.0016275i,9.409e-09+0.0011195i,-0.00057986+0.0010373i,-0.0011264+0.00154i,-0.0010366+0.0028092i,-0.0001074+0.0033172i,0.00057264+0.0028911i,-0.00015509+0.00161i,-6.6367e-05+0.00022689i,-0.00019973+0.00017963i,1.8297e-05+0.00048553i,7.2033e-05+0.00019898i,-0.0003729+0.00015054i,-0.00093424+0.00028532i,-0.00072301+0.00052094i,-0.00017492+0.00059846i,6.65e-05+0.00057651i,-1.6941e-05+0.00024552i,0.0003358-0.00020204i,0.00036398-0.00019527i,-0.00034951-0.00041481i,-0.001065-0.00032367i,-0.001184+0.00045284i
0.034201-0.014255i,0.090088-0.016386i,0.13208-0.003721i,0.097487+0.008965i,0.0278+0.0076335i,0.017394-0.0037421i,0.040057-0.012916i,0.026896-0.0061845i,0.0085109+0.0086291i,0.010483+0.0092508i,0.011953+0.00031256i,0.011652-0.0037858i,0.01268-0.0044489i,0.011298-0.0025792i,0.0099881+0.0010786i,0.010891+0.002177i,0.0097518-3.8204e-05i,0.0048628-0.001271i,0.00046164-0.0024326i,-0.003625-0.0084741i,-0.010911-0.015638i,-0.01538-0.014868i,-0.011931-0.0085565i
-0.0026217+0.037982i,-0.03174+0.093102i,-0.061199+0.14821i,-0.046923+0.16229i,-0.0063683+0.12898i,-0.0071354+0.062823i,-0.036879+0.0081496i,-0.038094-0.0016238i,-0.017133+0.0041445i,-0.0063765+0.0014587i,-0.0067713-0.000871i,-0.0099157+0.0024854i,-0.012406+0.0076697i,-0.01185+0.0085548i,-0.01037+0.0051721i,-0.0095127+0.0023819i,-0.0082896+0.0024261i,-0.0058112+0.0046745i,-0.0034559+0.0098752i,-0.0007507+0.018179i,0.0040682+0.024704i,0.0092464+0.02258i,0.010644+0.013906i
-0.020728-0.028714i,-0.031309-0.094618i,-0.036592-0.18049i,-0.040431-0.22238i,-0.033735-0.18929i,-0.0032271-0.10797i,0.021749-0.038569i,0.017203-0.016779i,0.00078469-0.011917i,-0.0012532-0.00044347i,0.0061974+0.0056742i,0.0101+0.0034406i,0.0090421-0.0040354i,0.0048603-0.010561i,0.0035706-0.0078343i,0.0067518-0.0013093i,0.0078621+0.0024662i,0.0058678+0.0040603i,0.0042384+0.0012245i,0.0025152-0.0086203i,-0.00058085-0.018379i,-0.0014309-0.017541i,0.00050167-0.0071897i
0.041561+0.0020207i,0.10459+0.033173i,0.16232+0.09518i,0.16877+0.15139i,0.13194+0.15979i,0.082754+0.11588i,0.043115+0.054924i,0.021275+0.027011i,0.014589+0.022508i,0.011061+0.014917i,0.0040071+0.0083349i,-0.00075297+0.0048467i,0.00022667+0.0041558i,0.0040664+0.0057187i,0.0048637+0.004216i,0.00017801-0.00045245i,-0.0051033-0.0039295i,-0.0063908-0.0038786i,-0.0036881+0.00093149i,-0.0016611+0.011355i,-0.0027137+0.024105i,-0.0037361+0.026146i,-0.0021888+0.014267i
-0.026973+0.033693i,-0.084553+0.060727i,-0.1454+0.056402i,-0.15082+0.0031999i,-0.11636-0.050821i,-0.085156-0.044883i,-0.047648-0.0043632i,-0.013052+0.0035993i,-0.0073789-0.0045926i,-0.012476+0.0025235i,-0.007241+0.0095905i,-0.0027046+0.0078249i,-0.0058102+0.0051757i,-0.010086+0.0031335i,-0.011643+0.0021066i,-0.0082166+0.0037487i,-0.00026566+0.004969i,0.0070997+0.0020208i,0.010025-0.0059325i,0.011208-0.017148i,0.012188-0.028719i,0.0093878-0.032712i,0.0037941-0.024727i
-0.012878-0.039277i,-0.016097-0.10371i,-0.0041661-0.15178i,0.0044007-0.11623i,0.0014867-0.031985i,0.010348+0.016457i,0.01104+0.021192i,-0.004642+0.01718i,-0.0077602+0.012198i,-0.0034282+0.0048534i,-0.0031807+0.0013886i,-0.0028438+0.00010093i,-0.00058466-0.0024039i,0.0045018-0.005905i,0.008762-0.010352i,0.0072005-0.013388i,0.0027309-0.01158i,-0.0013773-0.0054152i,-0.0068451+0.0012349i,-0.013221+0.01008i,-0.015866+0.020267i,-0.011856+0.025095i,-0.0058755+0.02292i
0.032679+0.0081875i,0.089196+0.044965i,0.13727+0.087263i,0.14163+0.081751i,0.1121+0.031522i,0.067862-0.015403i,0.030197-0.029656i,0.017265-0.012293i,0.015139+0.0031663i,0.0073684+0.0032009i,0.0011251+0.001381i,0.0014957+0.0040363i,0.0038976+0.0070965i,0.0050923+0.0075962i,0.0022557+0.0073546i,-0.0021622+0.0078631i,-0.0039547+0.0081167i,-0.0031989+0.0059784i,0.001581+0.00025729i,0.010597-0.00927i,0.017107-0.019151i,0.01368-0.021641i,0.0045848-0.016991i
-0.023648+0.028725i,-0.082335+0.05287i,-0.15636+0.060078i,-0.1868+0.050267i,-0.15404+0.038269i,-0.097853+0.019634i,-0.055787-0.0060743i,-0.038727-0.022281i,-0.028346-0.016732i,-0.01195-0.007712i,-0.0041005-0.0082455i,-0.0075145-0.0086905i,-0.012237-0.0059584i,-0.014041-0.002189i,-0.009544+0.00057493i,-0.0016998-0.00037981i,0.0036845-0.0037656i,0.0044397-0.005313i,-0.00076148-0.0014642i,-0.011852+0.0048587i,-0.022539+0.0091914i,-0.022313+0.010018i,-0.012379+0.0094526i
-0.0014156-0.033819i,0.021096-0.084927i,0.071905-0.12178i,0.12354-0.10413i,0.1488-0.06405i,0.13703-0.038054i,0.094088-0.017157i,0.05203+0.0016169i,0.027433+0.0083335i,0.017441+0.0058354i,0.015201+0.0021407i,0.013985-0.0016172i,0.011212-0.005357i,0.0069433-0.0074191i,0.0031345-0.0063811i,0.00079948-0.00098577i,-0.002017+0.0056853i,-0.0030788+0.0098059i,0.0040357+0.010318i,0.019498+0.0054707i,0.033508-0.00078293i,0.035716-0.0037971i,0.026361-0.0059912i
0.028801+0.016952i,0.061948+0.059146i,0.070462+0.10165i,0.025251+0.09652i,-0.042815+0.059379i,-0.072238+0.036182i,-0.047684+0.015151i,-0.01599-0.0072083i,-0.0062091-0.006343i,-0.0055503+0.0068649i,-0.0029494+0.0097423i,-0.00072693+0.0059969i,-0.0016013+0.0047208i,-0.0046617+0.0055826i,-0.0071899+0.00767i,-0.0061159+0.0075547i,-0.0041402+0.0037999i,-0.0043331+0.00044i,-0.0076081-0.00065762i,-0.016726+0.0011527i,-0.027569+0.0054229i,-0.030189+0.0077557i,-0.024941+0.0066014i
-0.035957+0.014041i,-0.085823+0.019573i,-0.12197+0.012148i,-0.093627+0.0086413i,-0.03106+0.026727i,0.010966+0.048857i,0.013558+0.06192i,-0.0049781+0.054015i,-0.014963+0.030209i,-0.013711+0.0149i,-0.0067002+0.01084i,-0.00039347+0.0076721i,0.00080865+0.0037797i,0.00080558-0.00031618i,0.00079199-0.005927i,-0.001798-0.010054i,-0.0044178-0.0092353i,-0.0032786-0.0049158i,0.0027044-0.0002808i,0.01331+0.0033901i,0.02381+0.0048778i,0.027831+0.0032691i,0.025695+0.00048201i
0.0089078-0.03076i,0.035213-0.083681i,0.069498-0.12882i,0.068835-0.13436i,0.033912-0.11481i,-0.00026663-0.091558i,-0.0081015-0.063275i,0.0082479-0.029546i,0.015469-0.0096917i,0.006343-0.0045941i,9.1734e-05-0.0016844i,0.0016617-0.0015805i,0.0039943-0.0032798i,0.0049094-0.0027746i,0.0057239-0.001061i,0.0054189+0.00048547i,0.0062236+0.0018978i,0.0058643+0.001585i,-0.0002449-0.0022246i,-0.010369-0.0075082i,-0.019098-0.011518i,-0.021956-0.0106i,-0.021268-0.0045943i
0.026293+0.020928i,0.050619+0.06699i,0.052588+0.12058i,0.028628+0.14137i,0.010186+0.12728i,-0.003239+0.094432i,-0.020797+0.053887i,-0.028821+0.023541i,-0.018777+0.0091253i,-0.0071177+0.0039375i,-0.0051034+0.0056426i,-0.0066332+0.010856i,-0.0059575+0.013656i,-0.0013373+0.012321i,0.0033231+0.0084603i,0.0036171+0.0062577i,0.001744+0.0048794i,0.00023845+0.0021794i,0.0012392+0.0015829i,0.0057598+0.0071331i,0.011073+0.015033i,0.012596+0.017652i,0.012487+0.014437i
-0.030253+0.0099016i,-0.073797+0.0079431i,-0.10611-0.014947i,-0.079058-0.048227i,-0.013437-0.07619i,0.040035-0.085696i,0.059017-0.06568i,0.045753-0.03286i,0.023507-0.0096798i,0.011793-0.0037101i,0.0064314-0.0095773i,0.0010316-0.015246i,-0.0024281-0.015729i,-0.003038-0.013343i,-0.0034071-0.010176i,-0.0042326-0.0066426i,-0.0030085-0.003922i,-0.0014926-0.0027738i,-0.003396-0.0048366i,-0.0088167-0.01251i,-0.014367-0.021409i,-0.01636-0.023392i,-0.015418-0.018861i
0.0018316-0.022764i,0.02488-0.049374i,0.05182-0.054387i,0.046885-0.018822i,0.012173+0.025786i,-0.012883+0.042846i,-0.019659+0.020296i,-0.014737-0.0078819i,-0.0040962-0.0065906i,0.0047069+0.0064493i,0.0069432+0.0098958i,0.0049506+0.0066945i,0.0029978+0.0034419i,0.00061443+0.0033741i,-0.00047519+0.0048275i,0.00094613+0.003636i,0.0019507+0.00038071i,0.001969-0.0017422i,0.0037974-0.00024283i,0.0091535+0.0061876i,0.01392+0.012518i,0.014025+0.01414i,0.0097253+0.012288i
0.02274+0.017137i,0.036754+0.050209i,0.041278+0.07843i,0.038326+0.070258i,0.040629+0.044183i,0.047165+0.031389i,0.044152+0.032954i,0.022383+0.034896i,0.0022502+0.025674i,-0.0038512+0.014162i,-0.0022545+0.0085089i,0.0013126+0.006923i,0.0011326+0.0060963i,-0.0016912+0.003041i,-0.0040757-0.00092369i,-0.0049582-0.0021577i,-0.0053859+0.00066694i,-0.0044504+0.0042273i,-0.002202+0.004674i,-0.00076174+0.00090659i,-0.00067122-0.0042147i,9.0778e-05-0.0072725i,0.0026078-0.011035i
-0.024197+0.0010233i,-0.058824-0.0080669i,-0.088182-0.030391i,-0.091055-0.042541i,-0.083253-0.03665i,-0.07954-0.029591i,-0.06583-0.022795i,-0.035367-0.013014i,-0.013083-0.004927i,-0.0085863-0.00029018i,-0.0099853+0.0020487i,-0.0099609+0.0012133i,-0.0075354-1.0097e-05i,-0.0047383-4.7646e-05i,-0.0034598+0.00050647i,-0.0051182+0.00052832i,-0.0069055-1.4961e-05i,-0.0062888+0.00065384i,-0.0042141+0.0031365i,-0.002678+0.006575i,-0.0028201+0.0099348i,-0.0029008+0.012183i,-0.0024773+0.014176i
0.010817-0.019097i,0.040211-0.040783i,0.076046-0.046485i,0.087019-0.024145i,0.073457+0.0040633i,0.045753+0.024232i,0.011058+0.033574i,-0.0092608+0.028626i,-0.0098931+0.015337i,-0.0031731+0.0049091i,0.0036281+0.00294i,0.0087448+0.0035273i,0.010438+0.0025297i,0.0094414+0.00099224i,0.0076319-0.0012722i,0.0062227-0.0029199i,0.0048304-0.0027745i,0.0033217-0.0019168i,0.0022459-0.0030311i,0.0019321-0.007676i,0.0027234-0.011883i,0.0037496-0.012376i,0.0035097-0.010277i
0.0088032+0.016841i,0.014147+0.046267i,0.003229+0.06722i,-0.013208+0.045555i,-0.018586-0.0054985i,-0.011187-0.044568i,0.0043949-0.053101i,0.010513-0.034801i,0.003824-0.010503i,-0.0033294+0.00040665i,-0.0074718-0.00030875i,-0.0095963-0.0020571i,-0.0082998-0.0015765i,-0.0055068-0.0010276i,-0.0030727+0.0010511i,-0.00055207+0.0045805i,0.0024341+0.0063579i,0.0044582+0.0052331i,0.0046941+0.0047897i,0.0035792+0.0086942i,0.0020912+0.012755i,4.2591e-05+0.012691i,-0.0029668+0.010202i
-0.019371+0.002497i,-0.045239-0.0056398i,-0.057296-0.018747i,-0.037769-0.013684i,-0.0055975+0.011914i,0.019086+0.030602i,0.02208+0.02398i,0.0098289+0.0036308i,0.0036239-0.0050377i,0.0070661-0.0013071i,0.0094067-0.00045733i,0.0068699-0.0041573i,0.0040817-0.0062344i,0.0046714-0.0049046i,0.005154-0.0026872i,0.002993-0.0024136i,0.00045139-0.0023167i,-0.0022389-0.003163i,-0.0057434-0.0063393i,-0.0091819-0.010583i,-0.0094555-0.01266i,-0.0074756-0.01125i,-0.0053099-0.006608i
0.0027952-0.013087i,0.022668-0.026606i,0.043244-0.029171i,0.045463-0.019102i,0.043916-0.0081514i,0.052155-0.0059466i,0.055663-0.0078558i,0.042006-0.0046393i,0.017766+2.7487e-06i,0.0035981+0.0027876i,0.0036148+0.0026518i,0.0061348+0.00072743i,0.004823+0.0010067i,-0.00050352+0.0019169i,-0.0054219+0.0016305i,-0.0052415-1.049e-05i,-0.0027784-0.0021316i,0.00032767-0.0024051i,0.0049882-0.00093844i,0.0088564+0.0021553i,0.0093497+0.0040294i,0.0066886+0.0016579i,0.0027587-0.0028202i
0.0086295+0.016579i,0.014011+0.040985i,0.0050071+0.06341i,-0.013734+0.065765i,-0.028741+0.056769i,-0.040352+0.047459i,-0.038609+0.036876i,-0.020339+0.021055i,-0.0040968+0.008133i,-0.00025053+0.0062184i,-0.0021056+0.010284i,-0.0025692+0.011914i,-0.002821+0.010035i,-0.0035528+0.0059768i,-0.0032374+0.0013797i,-0.0023351-0.0010668i,-0.0017928-0.0019667i,-0.0023057-0.00081253i,-0.0026426+0.0010344i,-0.0017714+0.00030997i,0.00013667-0.00055898i,0.001877+0.0011709i,0.0030852+0.0021016i
-0.012212+0.00096027i,-0.026949-0.0090985i,-0.031452-0.025763i,-0.016534-0.032497i,-0.00016118-0.027733i,0.0017016-0.013924i,-0.0042156+0.0058528i,-0.0067766+0.016302i,-0.0033471+0.010993i,-0.00056074+0.00094558i,-0.00095632-0.0021273i,-0.0025951-0.0022463i,-0.0035298-0.0036242i,-0.0032068-0.0038786i,-0.0034153-0.0031857i,-0.0041264-0.0024339i,-0.0042289+0.00047398i,-0.0037218+0.0048514i,-0.0028797+0.0067486i,-0.0032351+0.0080965i,-0.0040173+0.0099124i,-0.0027162+0.0099511i,0.0001246+0.0082953i
0.0066446-0.011205i,0.020838-0.018252i,0.035359-0.016661i,0.027542-0.0098633i,-0.0018667-0.012612i,-0.029454-0.022129i,-0.04129-0.025402i,-0.033184-0.012419i,-0.014751+0.0052199i,-0.0050409+0.010209i,-0.0052556+0.0072524i,-0.00327+0.0062116i,0.0019659+0.0054198i,0.0044305+0.0037393i,0.0048196+0.0031372i,0.0045073+0.0033915i,0.0019049+0.003358i,-0.0001671+0.0013694i,0.00079094-0.0042405i,0.0021134-0.010702i,0.0030037-0.014115i,0.0020957-0.012844i,-0.0015403-0.0082366i
0.0033504+0.010399i,0.0048828+0.025515i,0.0015011+0.034291i,0.0030051+0.025998i,0.013481+0.012777i,0.026555+0.0006156i,0.024516-0.0060276i,0.0053865-0.0033752i,-0.0055115+0.0012392i,-0.0026447+0.0017214i,-0.00080486-0.0013366i,-0.0031794-0.0032248i,-0.004358-0.0035585i,-0.0022372-0.004756i,-0.00076972-0.0049601i,-0.0014887-0.0035601i,-0.0011208-0.002517i,7.9035e-05-0.0014527i,-0.00051221+0.0027188i,-0.00017838+0.0093373i,0.0010866+0.013027i,0.00051608+0.011543i,0.00025756+0.0081283i
-0.0067038+0.00021996i,-0.019365-0.0072669i,-0.025395-0.021094i,-0.016968-0.026397i,0.0032033-0.021363i,0.023175-0.021595i,0.030008-0.026309i,0.022224-0.022975i,0.0071938-0.010607i,-0.0011786-0.0023506i,-0.00051699-0.0039553i,0.00013487-0.0072899i,-0.00053525-0.0051181i,0.00028095+0.00068575i,0.0021481+0.0035096i,0.0037171+0.0036594i,0.0054139+0.0045255i,0.0066446+0.0033556i,0.0064208-0.0017257i,0.0042455-0.0078855i,0.00070949-0.011592i,-0.00087575-0.01221i,-0.0017921-0.010784i
0.0032698-0.0076211i,0.015174-0.011892i,0.026109-0.0060309i,0.028869+0.013088i,0.028778+0.032487i,0.028673+0.043471i,0.027366+0.039377i,0.020663+0.019333i,0.009184+0.0024233i,0.0041495+0.0012351i,0.0065998+0.0047188i,0.0082705+0.0039531i,0.0047528+0.0015831i,0.00044971+0.00069181i,-0.0020245-0.00051426i,-0.0033408-0.0020396i,-0.004382-0.0021151i,-0.005604-0.00080063i,-0.005049+0.0029562i,-0.0037979+0.007754i,-0.0016592+0.0094536i,0.0005237+0.008746i,0.00039221+0.0083308i
0.0039759+0.009372i,0.004295+0.019867i,-0.0023131+0.028241i,-0.010201+0.02568i,-0.011833+0.017181i,-0.0077511+0.015858i,0.0017802+0.016454i,0.0084153+0.011075i,0.004815+0.0050173i,-0.0012292+0.003193i,-0.0018665+0.0050334i,-0.0015144+0.0059819i,-0.0036905+0.0048799i,-0.0047819+0.0038048i,-0.0041294+0.001663i,-0.0030017-0.0013091i,-0.0012317-0.0037257i,0.00096987-0.0039362i,0.0034107-0.0024141i,0.0056787-0.0032285i,0.0072852-0.0053703i,0.0085723-0.0055045i,0.0097269-0.0056646i
-0.0046559-0.0016939i,-0.013206-0.0066817i,-0.016312-0.013647i,-0.014021-0.013332i,-0.019914-0.0057615i,-0.032753+0.0031825i,-0.038776+0.0088128i,-0.028525+0.010494i,-0.011099+0.0097195i,-0.0031254+0.0082344i,-0.0027964+0.0073573i,-0.00027379+0.0061081i,0.0027084+0.0021944i,0.0027636-0.0011856i,0.0030426-0.0026696i,0.0038004-0.0026714i,0.0038892-0.0010747i,0.0014249+0.001144i,-0.0044373+0.0038713i,-0.010036+0.0086818i,-0.012317+0.014008i,-0.011484+0.014745i,-0.0092537+0.011697i
0.004411-0.0025597i,0.014036-0.0056239i,0.02513-0.0055891i,0.022546-0.0063236i,0.0098875-0.011271i,-0.00089287-0.020073i,-0.0072638-0.021502i,-0.009645-0.0088757i,-0.0076006+0.00080496i,-0.0039708+0.00030853i,-0.0024423+0.00089387i,-0.001412+0.0034292i,0.00011581+0.0033399i,-0.00067269+0.0016084i,-0.0031954+0.0013619i,-0.0056801+0.0032947i,-0.0072682+0.005816i,-0.0069863+0.0061928i,-0.002598+0.0015812i,0.003463-0.0072997i,0.0065752-0.014553i,0.0077474-0.014577i,0.0069895-0.0099003i
0.0016536+0.0047003i,0.00024451+0.012419i,-0.0060384+0.015679i,-0.010619+0.0096074i,-0.0048819-0.0035042i,0.0019096-0.019193i,-0.00097926-0.026386i,-0.0055204-0.018907i,-0.0054113-0.0065055i,-0.0043375-0.00045509i,-0.0043933-0.0010454i,-0.0038933-0.0012471i,-0.0017044+0.00014052i,0.0010677-0.0013315i,0.0028359-0.0030538i,0.0030672-0.0037373i,0.0021375-0.005254i,0.0011159-0.0064969i,0.00028826-0.0048915i,-0.0012856+0.00055807i,-0.0048669+0.0066638i,-0.0077588+0.0083645i,-0.0084072+0.0054395i
-0.0060204-0.00013214i,-0.0094639-0.0043376i,-0.0073526-0.010495i,0.0035328-0.010626i,0.019764-0.0053867i,0.032962+0.0014787i,0.03493+0.0067119i,0.023807+0.0055902i,0.010768+0.0021504i,0.0058809+6.1418e-05i,0.0054742-0.0029178i,0.0023352-0.0049603i,-0.0019164-0.0031689i,-0.0028372-0.00065367i,-0.0013749+0.0011816i,0.00039448+0.0022477i,0.0014972+0.0027038i,0.0026107+0.0040419i,0.005836+0.0039834i,0.010221-0.00085365i,0.012728-0.0072482i,0.0111-0.0085619i,0.0085881-0.0055423i
0.00046708-0.0041081i,0.0080052-0.0064755i,0.014213-0.00042872i,0.01552+0.0092452i,0.015211+0.01547i,0.017343+0.019649i,0.019183+0.017739i,0.016526+0.010369i,0.009927+0.0067661i,0.0048461+0.0060717i,0.0036991+0.0043542i,0.0030172+0.0019536i,0.0013939+0.00035076i,0.00012505-0.00017935i,-0.0013207+0.0011011i,-0.0025317+0.0029311i,-0.0022283+0.0035046i,-0.0016618+0.0018485i,-0.002426-0.00049823i,-0.0063777-7.9098e-05i,-0.010609+0.0018895i,-0.010939+0.0024683i,-0.0093971+0.0006266i
0.0010764+0.0051622i,0.00078854+0.011187i,-0.00025078+0.015572i,-0.0017491+0.015857i,-0.0050438+0.019227i,-0.0062826+0.026363i,-0.0067017+0.028053i,-0.0071088+0.021683i,-0.0051183+0.015574i,-0.0030901+0.011845i,-0.0017942+0.0078399i,-0.0011114+0.0035786i,-0.0010933-0.0004859i,-0.0014363-0.0028201i,-0.0014895-0.0041416i,-0.0017303-0.0055161i,-0.0023864-0.004881i,-0.0020103-0.0020126i,0.00115+0.0015607i,0.0089121+0.0032451i,0.017561+0.0026552i,0.018614+0.0024879i,0.014082+0.0033274i
-0.0064455+0.0038595i,-0.0067084+0.00095835i,-0.0071083-0.0022378i,-0.0061743-0.0013253i,-0.0067155+0.0021081i,-0.011615-0.000865i,-0.016594-0.0075922i,-0.016583-0.0059968i,-0.014172+0.00049432i,-0.01063+0.0035706i,-0.0063746+0.0039262i,-0.0017837+0.003304i,0.00073721+0.0028799i,0.00089515+0.0031731i,0.0014761+0.0035054i,0.0033208+0.0028164i,0.0042995+0.0015747i,0.002741+0.00072253i,-0.0027386+0.0004802i,-0.012656+0.0013347i,-0.02148+0.0027415i,-0.020835+0.0027016i,-0.013088+0.00039614i
0.0023733-0.00034538i,0.0063569-0.00066045i,0.010775+0.0020351i,0.0081365+0.0038336i,0.0014699-0.0010472i,-0.0067195-0.010827i,-0.01327-0.018668i,-0.013601-0.018254i,-0.010662-0.011028i,-0.0071844-0.0035468i,-0.003241+0.00010321i,-0.0013855+0.0011365i,-0.0014594+0.00061386i,-0.0019653-0.00075801i,-0.0015526-0.0021816i,-0.0013998-0.0023776i,-0.0024563-0.00050203i,-0.0033058+0.0011247i,-0.0015192+0.0012733i,0.005717+0.0018403i,0.014662+0.0031595i,0.016797+0.0033188i,0.011401+0.0031247i
0.0019483+0.0018048i,0.0025127+0.0058139i,8.5624e-05+0.0064748i,-0.0008763+0.00057467i,0.0045048-0.0084391i,0.012317-0.014654i,0.017933-0.016104i,0.016509-0.013041i,0.0097122-0.0092018i,0.0045334-0.0066278i,0.0023528-0.0048221i,0.00033665-0.0029135i,-0.00070745-0.0013276i,0.00010626-0.00096737i,0.00050203-0.00028945i,5.5169e-05+0.00054243i,-0.00044769+7.5609e-05i,-0.00027678-0.00077507i,-0.000736-0.0025677i,-0.0052446-0.0063868i,-0.011911-0.0093632i,-0.014085-0.0085631i,-0.010287-0.0062351i
0.0007404+0.0027715i,0.001285-0.00035601i,0.0048508-0.0039946i,0.0096968-0.0061279i,0.014092-0.0047911i,0.018789+0.00053491i,0.021957+0.0050933i,0.020889+0.0056998i,0.016808+0.0035595i,0.011064+0.0013869i,0.0060346-0.00059198i,0.0035371-0.0011366i,0.0029997+0.00050297i,0.0026987+0.0011985i,0.002034+0.00092263i,0.0011882+0.0001289i,0.0012051-0.0012528i,0.00094442-0.001971i,0.0019002-0.00055505i,0.0077908+0.0044548i,0.014084+0.0095961i,0.014245+0.0095969i,0.0093714+0.0059751i
-0.0016512-0.0035544i,0.0011611-0.0029183i,0.0039816-9.6145e-05i,0.0035201+0.0052379i,0.0036196+0.013028i,0.0083461+0.021032i,0.010524+0.026945i,0.0078548+0.027278i,0.0063986+0.021422i,0.0063472+0.01444i,0.004948+0.0090809i,0.0028339+0.0058649i,0.000844+0.003465i,-0.00050728+0.00066396i,-0.0016002-0.00073572i,-0.001977+0.00073821i,0.00019529+0.0036623i,0.002724+0.0047856i,0.0020612+0.0009445i,-0.0028043-0.0074944i,-0.0087286-0.014456i,-0.010257-0.014192i,-0.0072901-0.0088814i
0.0016751-0.00029657i,0.00058668+0.0015911i,-0.0010453+0.002696i,-0.001252+0.0040847i,-0.001118+0.0083234i,-0.005661+0.013306i,-0.012854+0.015416i,-0.015197+0.01638i,-0.012531+0.01675i,-0.0078731+0.014652i,-0.0047593+0.011226i,-0.0029413+0.0077857i,-0.00039142+0.0050345i,0.0024429+0.0032331i,0.0033942+0.0014645i,0.001297-0.00016464i,-0.0018657+0.00025583i,-0.0041266+0.00189i,-0.0036806+0.0030837i,0.0012001+0.0091305i,0.0071637+0.018117i,0.0088726+0.020248i,0.0058555+0.014012i
0.0017869-0.00080129i,0.0014381-0.0028289i,0.0017589-0.0039626i,0.00079945-0.0019389i,-0.003149-0.00046605i,-0.010711-0.0012191i,-0.019135-0.0040992i,-0.024274-0.0048317i,-0.022587-0.0010858i,-0.01608+0.0021841i,-0.010246+0.0031644i,-0.0074207+0.0026308i,-0.0058767+0.0024361i,-0.0039857+0.0032209i,-0.002112+0.0023231i,-0.00018491-0.00083226i,0.00119-0.0025824i,0.0015748-0.002798i,0.0018704-0.0043317i,-7.629e-05-0.010123i,-0.0037956-0.017572i,-0.0060705-0.019058i,-0.0051581-0.013214i
-0.00092666+0.0019175i,0.0023305+0.0037442i,0.004235+0.0062124i,0.0029542+0.0059553i,7.0595e-05+0.00081847i,-0.0014304-0.0089414i,-0.00097475-0.019544i,-0.0034635-0.021864i,-0.0068588-0.015391i,-0.0064929-0.0076541i,-0.0039859-0.0037858i,-0.003005-0.003414i,-0.0041089-0.0027994i,-0.0043917-0.0019192i,-0.0019161-0.00051579i,0.00039787+0.0010336i,0.00046873+0.0011229i,-0.00057395+0.0013825i,-0.0013886+0.0042809i,-0.0025119+0.010489i,-0.0034555+0.017843i,-0.0027117+0.020107i,-0.00092717+0.014949i
0.0017338+0.00075262i,0.0030754+0.00068899i,0.0031595-0.0010513i,0.0021614-0.0037892i,0.0038544-0.0055402i,0.0093049-0.0088674i,0.013459-0.013407i,0.013598-0.01627i,0.010438-0.014313i,0.005299-0.0091963i,0.0033648-0.005278i,0.0034537-0.0042653i,0.0037381-0.0042963i,0.0025032-0.0036638i,-0.00012215-0.0024476i,-0.0017519-0.0014119i,-0.002776-0.00095788i,-0.0034644-0.00068092i,-0.0013992-0.0027337i,0.0033071-0.0092515i,0.0073123-0.017951i,0.0077499-0.021135i,0.0046101-0.016704i
0.0020412-0.00077822i,0.0028247-0.0010355i,0.0039666-0.0019211i,0.0038027-0.0016132i,0.0066055+0.0014141i,0.013234+0.0049012i,0.018797+0.0072276i,0.020171+0.0078383i,0.016711+0.0058336i,0.01144+0.0034809i,0.0074757+0.0018276i,0.0058714+0.00082975i,0.0044685+0.00078313i,0.0018567+0.00058338i,-0.00020743+0.0001211i,-0.00057024-0.000513i,0.00077863-0.0022255i,0.0016481-0.003571i,4.068e-05-0.0019515i,-0.003569+0.0051422i,-0.007397+0.013929i,-0.0082263+0.016576i,-0.0054831+0.013301i
-0.002313+0.00051805i,-0.0010709+0.0014562i,-0.0002518+0.0026015i,0.0020561+0.0046032i,0.0073333+0.0062937i,0.0095134+0.0087554i,0.0071986+0.013389i,0.0049951+0.016915i,0.004522+0.017112i,0.004113+0.013009i,0.0035578+0.0076211i,0.0033499+0.0042328i,0.0033896+0.0024269i,0.0021035+0.00070163i,0.00109-0.00051656i,0.00082973+0.00052889i,-1.0816e-05+0.0032415i,0.00049768+0.0056615i,0.0029305+0.0046459i,0.007844-0.0016226i,0.013558-0.0097785i,0.014853-0.012911i,0.011348-0.010865i
0.0040894+0.002999i,0.0042365+0.00064218i,0.0052411-0.00039431i,0.0045986+0.0011876i,0.0021046+0.0044447i,-0.0026579+0.0078608i,-0.0079994+0.012194i,-0.011265+0.01382i,-0.0098342+0.012896i,-0.0054136+0.010756i,-0.0024467+0.0071679i,-0.0021939+0.0046645i,-0.0018183+0.0048028i,0.00014137+0.0044556i,0.00096695+0.0027838i,-0.00047209+0.00014868i,-0.0011262-0.0016557i,-0.00086267-0.0014808i,-0.0023432+0.00019213i,-0.0074721+0.0033917i,-0.014877+0.0078005i,-0.017615+0.010965i,-0.013709+0.010338i
