-0.001129-0.0019973i,-0.00092222-0.0025241i,-0.0019129-0.00080697i,-0.0012617+0.00084765i,-0.00046699+0.0011457i,-0.00054566+0.0012139i,-0.0003692+0.0016278i,-0.00066511+0.0015649i,-0.00039109+0.00039851i,2.7073e-05-0.00070851i,7.0397e-05-0.0012083i,0.00050264-0.00061568i,0.00046521-0.00011493i,0.00071004-0.00015772i,0.0011603+0.00023668i,0.00026479+0.00089559i,-0.00016174+0.00094876i,-9.707e-06+0.00074615i,-2.5625e-05+0.00054313i,-0.00042909+0.00036912i,-0.00016123+0.00031823i,7.8428e-05+9.4863e-05i,-0.0010197-0.00038819i
-0.00070508+0.00068884i,-0.00076818+0.0011951i,0.00020945+0.0014918i,2.1808e-05+0.00087952i,-0.00048879+0.00024747i,-0.00034779+4.3986e-05i,0.00028263-2.8853e-05i,0.00064359-1.8113e-05i,1.283e-07-4.4543e-05i,-0.00015377-0.00029893i,0.00029245-0.00014519i,0.00064899-0.00023827i,0.00019236-0.00021269i,-0.00034622-0.0002587i,-0.00030231-0.00045845i,0.00028372-0.00029174i,-2.4116e-05-0.00014291i,-0.00047046+8.1034e-05i,-0.00027192+0.00054619i,1.2795e-05+0.00017604i,0.00028328-0.00015154i,0.00062485+0.00014122i,0.00062116+0.00011705i
-0.00041238-0.0012651i,0.0015998+0.00034444i,0.0016101+0.0013146i,0.00020683+0.0011511i,-0.00055069+0.0001258i,-0.00045189-0.00062616i,9.4121e-05-0.00055394i,0.00033938-0.00071592i,0.00054002-0.0010024i,0.00062754-0.0005188i,0.00028908-9.2739e-05i,0.0004029-0.00012843i,0.0006478+0.00027772i,0.00089778+0.00054937i,0.00067434+0.00081219i,-7.941e-05+0.00026964i,0.00017865-0.00058561i,0.0005426-0.00082411i,0.00023239+0.00065499i,-0.000639+0.00090309i,-0.0010253-0.00056273i,-0.00044168-0.001075i,-0.00012639-0.00079742i
0.001349+0.00065279i,0.0012094+0.0013034i,0.00070627+0.00015623i,0.00065012-0.0012454i,0.00011236-0.00072545i,-0.00043136+0.00071847i,-0.0003718+0.00079882i,-0.00041232+0.00055914i,-0.0006339+0.00041231i,-0.00053178+7.7553e-05i,-0.00015256+0.00071863i,-0.00019271+0.0017167i,-0.00072275+0.0015269i,-0.00089988+0.00088396i,-0.00096818+0.00057842i,-0.00042486+0.00053882i,0.00030769+0.00093428i,-0.00013132+0.00057968i,-0.00039065-0.00030962i,3.3117e-05-0.00025753i,0.00041792+0.00016531i,0.00023179+0.00030311i,0.0004373-0.00093641i
-0.0021623-7.1948e-05i,-0.0023503-0.00034587i,-0.001573+0.00024932i,-0.00043334+0.00063505i,0.00069402+0.00058956i,0.0002134+6.3342e-05i,-0.00019353-0.0002714i,-8.2754e-06+7.4918e-05i,-0.00013517-0.00025113i,0.00014677-0.00077867i,9.4303e-05-0.00036391i,0.00053713-6.4351e-05i,0.00086958+0.00029407i,0.00062864+0.00012138i,0.00074125-0.0004334i,0.00012392+0.00012676i,-0.00064576-8.775e-06i,-0.00055085-0.00064521i,-0.0001933-0.00091959i,-0.00022695-0.00087646i,-0.00012563-0.00085646i,0.00054074-0.00056743i,0.00027294-8.3969e-05i
0.00060083-0.00043107i,0.00074142+5.6099e-05i,0.00061867+0.00067438i,0.00031926+0.00084603i,-0.00053278+0.00054126i,-0.00099357+0.00052054i,-0.0004949+6.7387e-05i,-0.00037791-0.00054428i,-0.00070273-0.00060667i,-6.0824e-05+0.00023922i,0.00089954+0.00069848i,0.00058674+0.00023119i,-0.00042826-9.4675e-05i,-0.0013165+0.00033981i,-0.00096103+0.0010549i,-0.00042535+0.0010352i,-9.5617e-05+4.3792e-05i,0.00050063-2.853e-05i,-0.00015719+0.00061229i,-0.00058167-0.00011216i,0.00013845+0.00041811i,0.00065085+0.00042522i,0.00013167-0.0010685i
-2.9208e-05-0.0022585i,-0.0010917-0.00065881i,-0.0022498-0.00046771i,-0.0020252-0.00069213i,-0.0012926-0.00021841i,-0.00020073-5.4754e-05i,0.00016991-0.00037498i,0.00024737-0.00010688i,0.0004793+1.6236e-05i,1.258e-05-0.00010426i,-0.00036756-0.00021202i,0.00032059+0.00029491i,0.0006196+0.00063953i,0.0003509+0.00018565i,0.00051059+0.00036199i,0.001162+0.00017482i,0.00060386-3.6537e-05i,-0.00014242-0.00082332i,0.00021944-0.0010262i,0.00029661-0.00045036i,-0.0001513+0.00016185i,-0.00062661+8.4899e-05i,-0.00047803-0.00045986i
-1.7266e-05-0.0014411i,-0.00026548-0.00020957i,-0.00089842+0.00014976i,-0.00082935+0.00016358i,-4.7988e-05+0.0009535i,0.00042669+0.00082819i,0.0003092-0.00012596i,0.00072874-8.3435e-05i,0.00075376-2.3314e-05i,-0.00010384+0.00026086i,-3.6019e-05+0.00076854i,0.00078976+0.00065736i,0.00089747+0.00037372i,0.0012083-1.9472e-05i,0.00142-0.00050545i,0.00077144-0.00069046i,0.00020554-0.00060035i,-7.7565e-05-0.00032649i,2.8384e-05-0.00028555i,-0.00028535-0.00022297i,-0.00087416+0.00010897i,-0.00067367-2.813e-06i,-0.00039183+0.00010978i
0.00068612+0.00017382i,0.0001467-0.0010408i,0.00013267-0.00066763i,5.9819e-05-0.00036898i,0.00025107-0.00048361i,7.8134e-05-0.00048068i,0.00045225-0.00027808i,0.00074884+0.00022319i,0.00022817+0.00031881i,5.0006e-06+0.00012608i,-0.00052896-0.00027314i,-0.00093149-0.00012484i,-0.00047912+0.00022225i,-0.0005609+6.4224e-05i,-0.0012515+0.00016504i,-0.0005769+0.0002889i,0.00031829+0.00018541i,-4.8664e-05+0.00017393i,-0.0007284+0.00053442i,-0.0003641+0.00089787i,-0.00024855+0.00061902i,-0.0004547-0.00032637i,6.9378e-05-0.00068012i
-0.0008287+0.0042125i,0.00076829+0.0040796i,0.0022091+0.0036267i,0.0024946+0.0021653i,0.0022369-0.00052298i,0.0011988-0.0017522i,-9.4837e-05-0.0016175i,-0.00013157-0.00079452i,0.00058905+0.00016493i,0.00042673+0.00030353i,-0.0006764-8.2034e-05i,-0.0011603-0.00079996i,0.00017777-0.0018375i,0.0012431-0.0018781i,-0.00014689-0.0014598i,-0.00062659-0.00046681i,1.4535e-05+0.00014932i,-0.00025834-0.00015237i,-0.00038792-4.626e-05i,-0.00026687+0.00038935i,7.3933e-05+0.00058835i,0.00029078+0.00037721i,-0.0001518+5.4434e-05i
-0.00044382+1.0875e-07i,1.8028e-05-2.5117e-05i,0.00085284-0.00015853i,0.0009152-0.00024648i,-4.1828e-05+0.00038625i,-0.00096783+0.00042385i,-0.0014189+0.00069475i,-0.00082953+0.00072883i,0.00034779+5.2453e-05i,0.00086476-0.00027739i,-5.8803e-05-0.00019437i,-0.0011001+0.00012923i,-0.0011957-0.00037803i,-0.00075575-0.00086578i,0.00027354-0.00040963i,0.00046732-1.6478e-06i,-0.00012754+0.00026688i,0.0001126+0.0003778i,0.0001106+6.2988e-05i,0.000129+0.00038492i,0.0011458+0.00027197i,0.00096183-0.00064176i,-0.00048541-0.00043679i
0.0016312+0.00094552i,0.0013191+0.00078325i,0.0021667+0.00042936i,0.0014044-0.00010138i,-0.0010798-0.00059427i,-0.0022084-0.0010567i,-0.0018714-0.0006979i,-0.00067731+0.00027525i,0.00051231+0.0008837i,0.00017309+0.00073927i,-0.00011162+0.00031782i,-0.00065744+0.00015231i,-0.0019728-0.00028632i,-0.0020818-0.00084692i,-0.0017701-8.2585e-05i,-0.0015041+0.0011004i,-0.00084226+0.0005127i,-2.3491e-05-8.9104e-05i,0.00038764+7.648e-06i,0.00017459+0.00023331i,0.00043041+9.8969e-05i,0.00028338-0.00021233i,-0.00030752-9.3292e-05i
-0.00059292+0.0014827i,0.00038851+0.00048253i,0.001203+0.0001866i,0.00132-0.00051691i,0.0021854-0.001651i,0.0018432-0.0015246i,-0.00027901-0.00079603i,-0.00077646+0.00048125i,-0.0002842+0.00051901i,3.4854e-05-0.00015073i,0.00035859-0.000186i,0.00016422-0.00066099i,-0.00038124-0.00068017i,-0.00055684-0.00069776i,-0.00043365-0.00099742i,-0.00032736-0.00033729i,-0.00013826+0.00014501i,-0.00018209+4.1009e-05i,-0.00038666+0.00054542i,0.00011161+0.0010666i,0.00086036+0.00020677i,0.00078567-0.00065145i,4.7417e-05-0.00030249i
-0.00064165+0.0021829i,0.00023762+0.0028684i,0.00036521+0.0024028i,0.0002288+0.0010453i,-0.0001324+0.00062336i,4.5293e-05+0.00063848i,4.5821e-05+0.00028401i,0.00032458+0.00035833i,0.00019595+0.00082178i,-0.00036174+0.0006848i,0.00015838+0.00075848i,0.00093341+0.0010526i,0.00071248+0.0012579i,0.00015139+0.00089845i,0.00034248-0.00045904i,0.00053817+1.2307e-05i,-0.00010583+0.00080938i,3.6195e-05+6.2465e-05i,0.00033088-0.00011512i,-7.6126e-05+0.00011366i,-3.6605e-05+0.00026635i,-0.00011487-0.00061938i,-5.4583e-05-0.00050601i
-0.0024823-0.0009788i,-0.001997+7.341e-05i,-0.00059746+0.00097208i,5.5297e-06+0.0011992i,-0.00023107+0.0011354i,-0.00071279+0.0013677i,-9.1166e-05+0.0011872i,0.00042191+0.0007469i,-2.1829e-06+0.00018349i,-0.00030896+5.5976e-05i,-0.00056263+0.00017667i,-0.00018457+0.000149i,0.00019958-3.9544e-06i,0.00097213+0.00018441i,0.0010884+0.0011662i,0.00021269+0.0012526i,-0.00021091+0.00043813i,-0.0001745-0.00019395i,0.00046146+3.5115e-05i,0.00077668-2.1788e-05i,7.8978e-05-0.00028872i,-0.00039259-0.00010012i,-0.00034521+0.00034309i
0.0006872-0.00065473i,-0.00012008-0.00085148i,-0.00051994-0.0012985i,0.00079221-0.00057609i,0.00079611+6.7833e-05i,-0.00035048-2.7075e-07i,-0.00036634+0.00062792i,-0.00050408+0.00061369i,-0.00025745+9.2395e-05i,0.0001776+4.7401e-05i,0.00055291-0.00018076i,0.00061009-0.00012583i,0.00035335+0.00019157i,-0.00063013+0.00087406i,-0.0011947+0.00031821i,0.00015275-4.1021e-05i,0.00066546+0.0011021i,-0.00026581+0.0013713i,-0.0011977+0.00066753i,-0.00086834-6.1972e-08i,0.00048801+0.00020878i,0.00044552+0.00074694i,-0.00077001+0.00068294i
0.00099059+0.00073824i,0.0015558+0.00065239i,0.00097541+0.00011264i,-0.0005713+0.00042473i,-0.0013874+0.00089872i,-0.00080451+0.0005001i,-0.0001446-0.0001764i,0.00022581-0.00081245i,0.00051037-0.00084219i,-3.6096e-05+0.00013016i,-0.00022323+0.00077195i,-1.1656e-05+0.00070039i,-9.4194e-06-5.7469e-05i,0.00056782-0.00077457i,0.00027816-0.00013062i,1.07e-05+0.00072088i,0.00013515+0.00071997i,0.00075974+0.00016474i,0.0011549-0.00019204i,0.00071708-0.00070534i,0.00030345-0.0012271i,-8.1979e-05-0.00065878i,-0.00046045-0.00035265i
-0.0015555+0.00088882i,-0.00021604+0.0015305i,0.00014958+0.0018309i,-0.00018677+5.7713e-07i,-1.2694e-05-0.0015141i,-0.00021265-0.00085797i,-0.00081001+9.0132e-05i,-0.00095058+0.00036628i,-0.00013886+0.00030486i,0.00022123+0.00029717i,2.1225e-05+0.00042125i,0.00041956+0.00040808i,0.00055305+0.0001416i,-3.763e-05+9.5917e-05i,-0.00033209+0.00031441i,-7.005e-05+0.00089657i,-0.0003868+0.0010756i,-0.00019762+0.00037413i,0.00016367-0.00013078i,-9.7056e-05-0.00029941i,0.00010888-0.00025024i,0.00036246-0.00020933i,-0.00030029-9.5894e-05i
0.00076573+0.00088231i,0.00049678+5.2635e-05i,0.00029891-0.00037059i,0.00044043-0.0011681i,0.0010454-0.0017451i,0.00058595-0.0017152i,-0.00033305-0.0010429i,-0.000522-2.2861e-05i,-0.0010629+0.00044768i,-0.0011411+0.00061578i,-0.00042244+0.00074235i,-0.0005958+0.00042459i,-0.00085804+0.00019591i,-0.00059775+8.7529e-05i,-0.00050008-0.00021993i,-0.00043756-0.00055825i,4.1119e-06-0.00063268i,0.00037177-0.00031844i,0.00044345+0.00018284i,0.00069218+0.00026647i,0.00094271+0.0004171i,0.00044655-0.00020337i,-0.0004622-0.00096693i
0.00087853+0.0023534i,0.0026848+0.0019269i,0.002803+0.0011896i,0.0017453-0.00049759i,0.00077292-0.0014018i,-0.00063773-0.0012399i,-0.0020541-0.00044141i,-0.0019602+0.00016756i,-0.00085334-6.8021e-05i,-0.00034705-0.00018117i,-1.7228e-05-0.00012571i,-0.00023033+2.9601e-05i,-0.00053387+9.1514e-05i,-2.1861e-05-0.00015223i,-0.0005234-3.1138e-05i,-0.00094706+4.702e-05i,-0.00026615+0.00016374i,-0.00021177+6.6413e-05i,-0.00075089-0.00038851i,-0.0003379-0.00041569i,0.00039225-0.00021924i,0.00036362-0.00030085i,0.00054738-0.00030757i
-0.00072596+0.00038926i,0.00037393-4.5249e-05i,0.001372-0.00029493i,0.0014995-6.8788e-05i,0.00052274-3.7059e-05i,-0.00052395-4.5495e-05i,-0.0007126-7.6361e-05i,5.2302e-05+3.0759e-05i,0.00071735+0.00026237i,0.00042188-0.00023024i,-0.00020998-0.00061358i,-0.00032329-0.00057792i,-0.00025715-0.00055206i,-0.00012205-0.0007469i,-0.00029643-0.0004501i,-0.00041383-0.00017296i,0.00020091-0.00032237i,0.00054087-0.00055302i,-0.00012814+4.8245e-05i,-0.0007096+0.00064872i,-0.00065345+0.00012665i,0.00011553-0.00036582i,0.00038775+1.6079e-05i
-0.00048791+0.0014704i,-0.00028646+0.0012303i,7.9144e-05+0.00041075i,0.00056359-0.00032767i,0.00066761-0.00046078i,0.00024554+0.00081074i,-0.00019876+0.0013017i,-0.00044095+0.00041096i,-0.00013077+0.00013918i,-5.1697e-05+0.00078547i,-0.00069827+0.00088706i,-0.00034113+0.00071866i,-0.00011955+0.00027553i,-0.00065432-0.00068478i,-0.0004212-0.00085521i,-9.6534e-05-0.00052508i,-0.00030335-0.00031413i,-0.00016153+9.9558e-05i,0.00039796+0.00089072i,0.00039979+0.00054641i,0.00039717-0.00032657i,0.00051612-6.4276e-05i,0.00025842+0.00058862i
0.0018414+0.00058002i,0.0011373-0.0010066i,0.0014701-0.002242i,-0.0001538-0.0018924i,-0.0011843-0.00077314i,-0.0013139+0.00068926i,-0.0012391+0.001671i,-0.0007554+0.0010513i,-0.00072105+0.00021004i,-0.0005029-0.00064493i,-0.00044003-0.00083767i,-0.00030215+0.00053662i,0.00014709+0.0013921i,2.7872e-05+0.0010479i,-0.00072853+0.00020149i,-0.00046028-0.0004167i,0.00052292-0.00016525i,0.00070944+0.00038958i,0.0004168+0.00084006i,1.7221e-05+0.00090849i,-0.00054434+0.00016471i,-0.0011265-0.00015633i,-0.00071451-0.00022125i
-0.00025841+0.00036089i,0.00013465+0.00094367i,-0.00040452+0.0010716i,-0.00039542+4.2995e-05i,0.00080459+0.00011975i,0.00040572+0.00062445i,-0.00053864-8.7165e-05i,-0.00029682-0.00078547i,0.00022923-0.00088803i,0.00041788-0.0010901i,0.00058004-0.00065422i,0.00095348-5.8215e-05i,0.0007131-3.0707e-05i,0.00033387+0.000741i,0.00065214+0.0010773i,0.00070757+0.00026039i,0.00038256-3.3893e-05i,-2.7259e-05-0.00019633i,-5.6531e-05-0.00066944i,0.00013221-0.00015491i,0.00090322+0.00037617i,0.0010128+0.000128i,9.7652e-05-0.00027936i
-0.0026029-0.00038986i,-0.0025552-0.00063709i,-0.0027248+0.00056458i,-0.0016612+0.0016934i,-0.00026901+0.0011817i,0.00056367+0.00050977i,0.00084187-0.00032538i,0.00068933-0.00086858i,-3.6822e-05-0.00036442i,0.00033927-2.4356e-05i,0.0011279+0.00045027i,0.0006758+0.00025357i,0.00072894-0.00046978i,0.0010721-0.00043171i,0.00088932-0.00012015i,0.00073865-0.00027141i,1.4605e-05-0.0002926i,-0.0011957-0.00045723i,-0.0013991-0.0011766i,-0.00098316-0.0011143i,-0.00081903+0.00030343i,-0.00061969+0.00089397i,-0.00042681+3.7721e-05i
-0.00093806-0.0013657i,0.000683-0.0009282i,0.00043137-0.00054859i,-0.00036951+0.00017563i,-0.00031835+0.0004194i,0.00011774-0.00055202i,0.00018546-0.0014425i,0.00042113-0.0019573i,0.00061029-0.0015677i,-0.00013031-0.0001804i,-0.001069+0.0002954i,-0.00085636-0.00044155i,-0.00019197-0.00090915i,5.1257e-05-0.00026741i,0.00052553+5.3799e-05i,0.0011234+0.00029059i,0.00066936+0.00065136i,0.00077501+0.00061476i,0.00054064+0.00046188i,0.00016204-4.2777e-05i,-8.8245e-05-0.00038743i,-0.0010381-7.5065e-05i,-0.00063424+0.00042659i
-0.00057763-0.0018553i,-0.00069071-0.0017505i,-0.0011046-0.00098483i,-0.0012751+0.00010734i,-0.0012827+5.7099e-05i,-0.00066838-1.3877e-05i,-0.000279+0.00030315i,-0.00029141+0.00028489i,-0.00057671-0.00025002i,0.0001028-0.00065852i,0.00034197+0.00019589i,-0.00010387+0.0014415i,-0.000177+0.0015398i,-0.00014743+0.00029583i,0.00026959-4.9207e-05i,0.00021018+0.00029912i,-0.00056492+0.00053115i,-0.00054728+0.00025552i,1.8503e-06-2.2153e-05i,4.2122e-05-0.00058137i,2.2301e-05-0.00096859i,0.00049356-0.00034428i,0.00033819+0.00044851i
-0.001097+0.00092584i,-0.00024666+0.0019261i,0.00082037+0.00099581i,0.00097703-0.00036685i,0.00044846-0.0018666i,-0.00013239-0.0014994i,-0.0002888+5.5392e-05i,-2.6453e-05+0.00057868i,-0.00026317+0.00050378i,-0.00027377+0.00047745i,0.00017193+4.0214e-05i,-0.00031553+0.00022922i,-0.0002567+0.00011521i,-0.00056024-0.00019963i,-0.0011893-0.00011312i,-0.0011963+0.00012879i,-0.00032449+0.00054908i,0.00038657+0.00078563i,-0.00032236+0.00028577i,-0.00040398-0.00050593i,-0.0001202-0.00024928i,-0.00029684-0.00056744i,-0.00035674-0.00093802i
0.00041219-0.00018182i,0.00086081+0.00012752i,3.355e-05+0.00095657i,2.6953e-05+0.0012154i,-6.75e-06+0.0010536i,-0.0002609+0.00087447i,-0.0002719+0.00041831i,-0.00039246+8.9769e-05i,-0.0011002+0.00046942i,-0.0016093+0.0006705i,-0.0012183+0.0010121i,5.918e-05+0.00062298i,0.00032568-0.00071219i,0.00015307-0.0011258i,0.00070079-7.5793e-05i,0.0010125+0.00048889i,0.00028521-5.2126e-05i,-0.00047751-0.000628i,-0.00028542-0.00062684i,0.00035308-0.00039556i,0.0003208-8.3721e-05i,-0.00033553+0.00049281i,-0.00038657-6.9521e-05i
-0.00064821+0.0013559i,-0.00045145+0.00055162i,4.4846e-05+0.00036317i,0.00040657+0.00073494i,0.00023852+0.00012213i,0.00018912-0.00098013i,0.00016447-0.0010837i,-0.00014345-9.5713e-05i,-0.00021532+0.00018662i,-0.00016524-3.9964e-05i,8.8888e-05+0.00014621i,0.00023768+0.00012915i,0.00066331-0.00017734i,0.0007371-0.00049344i,0.00072015-0.00052952i,0.00037766-0.00039388i,-0.0006371-0.00042575i,-0.0010163-0.00035859i,-0.00042462-0.0001938i,0.00014457-0.00031442i,-8.8265e-05-0.00031942i,-0.0006363+4.1404e-05i,-0.00056157+0.00016465i
-0.001426+0.00062136i,-0.00098923+0.0017779i,-0.0010666+0.0016378i,-0.0010254+3.3186e-06i,-0.00065728-8.681e-05i,-0.00011542+0.00061868i,-8.2348e-05+0.00024819i,-0.00041343+0.00059316i,-0.00078084+0.00051949i,-0.00043093+0.00031659i,-0.00022416+2.5262e-05i,-0.00037207-0.00062567i,0.00033847-0.00042032i,0.00088515+0.00088228i,0.00048827+0.00083743i,0.00012425+0.00032443i,1.6401e-05+0.00054746i,0.00035108+0.0003319i,0.0005777+3.7486e-05i,0.00077855-3.8913e-05i,0.00096059+0.00021149i,0.00047033+0.00057859i,-0.00033578+0.00020534i
0.0016899+0.00085413i,0.0012948+0.00035832i,0.00086302-0.00091922i,0.00091174-0.0011989i,0.0005022-0.001159i,-0.00070878-0.00084052i,-0.0012066+0.00047526i,-0.0012133+0.00033878i,-0.00073366-0.0003891i,-0.00023902+0.00070284i,-0.00049698+0.0010218i,-0.00075657-4.7636e-05i,-0.0011484+7.2878e-05i,-0.0012247+0.0011376i,-0.0011142+0.00073823i,-0.00091574+0.00035839i,-0.0004254+0.00061603i,-0.00020464+0.00053564i,-0.00049796+0.00080893i,-0.00050055+0.00070821i,8.6179e-05+0.00032983i,0.00084422-0.00022347i,0.0013795-0.00074146i
0.0011264-0.00020546i,0.0013306-0.0002819i,0.001734-0.00019698i,0.0013733-0.00018915i,0.00037744+0.00010106i,-0.00031528+0.00064542i,-0.00025486+0.00021856i,4.9374e-05-8.1063e-05i,-0.00035182-0.00032103i,-0.00072409+0.00015762i,-0.00041689+0.00046388i,-0.00014556+0.00036029i,-0.00031351-0.00041983i,0.00017525-0.0004189i,-8.2659e-05+0.00078388i,-0.00099977+0.0010243i,-0.00095777+0.00046066i,-0.00022633+9.8605e-06i,-3.6101e-05-0.00062796i,-0.00010985-0.00044492i,-0.00022801+0.00050014i,-0.00033965+0.00083914i,-0.00019264-0.00021597i
0.0013515+0.00015173i,0.0011508+0.00014874i,0.00064298+0.00024327i,0.0001075+0.00057379i,-5.5368e-05+0.00054518i,-0.00090081+0.00017784i,-0.0014667+0.00048532i,-0.00043438+0.0016726i,-3.3536e-05+0.0013925i,-0.00043646+0.00055704i,-0.0001938+0.00023824i,-0.00037961-0.00028351i,-0.00036519-0.00045074i,0.00036197-0.00074193i,0.00053718-0.00073914i,-0.00018449-0.00035363i,-0.00053348+0.00064501i,-0.00049874+0.0016001i,-0.0006453+0.0016565i,-0.00021932+0.00076896i,0.00022512+7.7466e-06i,0.00034651-0.00012232i,0.0002812-0.00031137i
-0.00034928+0.00029232i,0.000332-7.7366e-05i,0.00030264+0.00068685i,0.00038135+0.00022227i,0.00079151-0.00058655i,0.00080174-9.9875e-05i,2.1924e-05-5.3913e-06i,-0.00072978-9.4499e-07i,-0.00024632-0.00015812i,9.0207e-05-0.00042793i,-0.00011752+0.00039529i,-0.00044718+0.0011793i,-0.00043789+0.00042517i,0.00073396+5.2049e-05i,0.00059481+0.00034123i,-0.00012124+0.00050705i,-0.00037462+0.0005141i,-8.1061e-06-8.9423e-05i,8.0843e-05-8.8969e-05i,-0.00042677+3.3991e-05i,-0.00066358-0.00061819i,-0.0008188-0.00055374i,-0.0013089-0.00030983i
0.00045688-0.0020455i,-0.00028259-0.0030322i,-0.0011825-0.0015783i,-0.0011134+0.00024155i,-0.0016464+0.00011034i,-0.0013371-0.00022355i,2.5237e-05+0.00031192i,0.00040396+7.4335e-05i,0.00021178-0.00071373i,0.00030501-0.0011709i,0.00040181-0.00054537i,-3.8185e-05+0.00044345i,-0.00011636+6.209e-05i,0.00027199-5.6648e-05i,-0.00034557+0.00028632i,-0.00070315+0.00020248i,0.00057062+0.00026751i,0.0011364-0.00039326i,6.6254e-05-0.0006777i,-0.0012159+0.00021156i,-0.00067504+0.00032605i,-1.5716e-06-0.00021984i,-6.4346e-05-4.584e-05i
0.00090797+0.0006617i,0.00076816+0.0010249i,0.00033988+0.0014322i,0.00010432+0.00064648i,5.8149e-05-0.00033739i,0.00026258+6.3952e-06i,0.00024868+0.00074135i,-0.00018284+0.00034175i,-0.00030328-0.00061836i,-0.00033033-0.00044677i,-0.00030814-0.00026542i,0.00012521-0.00035987i,0.00040566-0.00041808i,2.4052e-07-0.00052698i,-4.3287e-05-0.00046034i,8.9651e-05-0.00032813i,-0.00027298-0.00062467i,0.00030563-0.00060716i,0.00022142+9.1109e-05i,-0.00020711+0.00054047i,0.00033381+0.00017639i,0.00044596-0.0001596i,7.5845e-05+9.3978e-05i
0.0013867+0.00038492i,0.00069229-3.8975e-05i,0.00096221+0.00032475i,0.0014278-0.00029251i,0.00048462-0.0010696i,-0.00068251-0.00040556i,-0.00042986+0.00011025i,0.00025996+4.9879e-05i,0.00023324+0.00065972i,-0.00030076+0.0011513i,0.00013299-4.22e-05i,0.0008851-0.0007913i,0.00095379-0.00056068i,0.00040512-0.00080908i,-0.00057769-0.00070417i,0.00010383-0.00052853i,0.00041186-7.1163e-05i,-0.0005208+0.00051484i,-0.00064692+0.00043301i,-0.00043555+0.00055585i,2.3873e-05-0.00015031i,0.00055199-0.00061733i,0.00039028+0.00021031i
-0.0013532+0.001687i,-0.00053393+0.0012902i,0.00017285+0.00099579i,0.00038115+0.00032307i,0.0005787-0.00040165i,-0.0001069-0.00072737i,6.0611e-05-0.00061098i,3.0589e-05-0.00030726i,-0.00034471+8.579e-05i,-0.0005111+0.00054492i,-0.00079367+0.00048452i,-0.0011491+0.00090294i,-0.0011291+0.00035393i,-0.00089758-0.00076145i,-0.00068278-0.0008257i,-0.0004873-0.00045505i,-0.0005811-0.00076474i,-4.9226e-05-0.0011081i,0.0004358-0.0008832i,0.00017141-0.0002782i,0.00022457+0.00015584i,0.0001024+0.00053649i,-0.00067511-8.9151e-05i
0.0010545+0.00086699i,0.0016005+0.00080225i,0.0017173+0.00011365i,0.00023138-0.00020454i,-0.0012448-0.0005929i,-0.0012209-0.00065313i,-0.0012135+0.00022887i,-0.0014147+0.00062227i,-0.0013263+0.00028315i,-0.0013708-0.00040428i,-0.0012677-0.0002493i,-0.00083932+0.00031613i,-0.00093184+6.9144e-05i,-0.0012354-0.00044478i,-0.0013768+7.7239e-05i,-0.0012472+0.00065304i,-0.000363+0.00012041i,0.00011547+0.0001712i,0.00020022+0.00035434i,0.00054739+3.7583e-05i,0.00070499+0.0001853i,0.00049201-0.00014019i,0.00038969-0.00062667i
-0.0012111-0.00065327i,-0.00057432+0.00061095i,0.00042616+0.0010902i,0.00045147+0.00031567i,-0.00011722+0.0002698i,-0.00025758-0.00013055i,-0.00046493-0.00033976i,-0.00099766+0.00039442i,-0.0014237+0.00057934i,-0.0011396+0.00063544i,-0.00053015+0.00063274i,0.00010385+0.00030732i,0.00023086+0.00016509i,-0.0004455-0.00026406i,6.0506e-05-0.0004642i,0.00073237-0.00019561i,0.0012461+0.00053685i,0.001269+0.00093437i,0.00030174+0.00094075i,4.7641e-05+0.00048568i,0.00015969-0.00012301i,-0.00023311+0.00037448i,9.2411e-05+0.00026621i
-0.0013816+0.0012011i,-0.0010696+0.00065999i,-0.00019211+0.00078156i,0.00055588+0.0004144i,0.00022225-0.0004489i,-0.00038831-0.0013243i,-0.00071245-0.0008533i,0.00028986+0.00062576i,0.0011404+0.0012431i,0.0011311+0.00063899i,0.00064479+0.0002364i,-0.00022074-8.0536e-05i,0.00014708-0.00024099i,0.00050363-0.00044385i,0.00015668-0.00022952i,1.4613e-06+0.00051303i,-3.6529e-05+0.0001602i,0.0003013-0.00015163i,6.2184e-05+7.4567e-05i,-0.00097061+0.00019299i,-0.00049572+0.00030696i,0.00034943+0.00027259i,0.00037016+0.0001495i
0.0013242+0.0016551i,0.0016733+0.0011402i,0.0018669+0.00020639i,0.0011268-0.00032074i,0.00017088-0.00094148i,-0.00023655-0.0012253i,-8.9508e-05-0.00079185i,0.00027724-6.1163e-05i,9.263e-05-0.00010642i,0.00049755-0.00096203i,0.00038869-0.0006429i,-0.00017517+0.00042066i,-0.00013045+0.00018942i,1.7252e-05-0.00090483i,-0.0001277-0.0012045i,-0.00029903-0.00066154i,0.00027515+0.00017929i,-8.0115e-05+0.00020221i,-0.00059133-0.00044573i,-0.00017253-0.00023976i,-6.6599e-05+0.00028367i,-0.00034888+0.00016947i,-0.0004197-0.00019226i
