0.00079249+0.00026907i,0.00038675+0.00029463i,-1.298e-05-0.0014243i,-0.00075632-0.0015521i,-0.0021783-0.00025592i,-0.0023021+0.00066768i,-0.00042181+0.00044226i,0.00099603+0.00036652i,0.00077757+0.00068653i,0.00049397-1.3218e-05i,0.00035318-0.00041132i,-0.00035504-8.5542e-05i,-0.00023578+2.7259e-05i,-0.00014739+0.00018946i,-0.00043679+0.00031857i,-0.0005374-0.00017844i,-0.00064016-0.00049997i,-0.00051103-5.9918e-05i,6.0596e-05+0.00027462i,-0.000159+0.0002955i,-5.1714e-05+0.00076653i,-0.00031038+0.00097058i,-0.00032491+0.00061084i
0.00010292-0.00027202i,-0.00042392-6.6008e-05i,-0.00095006+0.00076741i,-0.00092653+0.00098568i,-0.0002097-0.00031115i,0.00076497-0.0023411i,0.00055358-0.0026901i,-0.00015198-0.0013875i,-0.00034544+0.00013903i,-0.00031094+0.00063957i,-0.00069061+0.00093549i,-0.00045965+0.0013219i,-0.00014952+0.00085453i,-0.000106-0.00029288i,-0.00041165-0.00085898i,-5.2253e-05-0.00081411i,-3.0499e-05-0.00015109i,-0.00053517+0.00086077i,-0.00023443+0.0012168i,0.00029186+0.00095898i,0.00092262+0.00088733i,0.00080774+0.00050964i,0.00059362-8.7424e-05i
-0.00037352+0.0025246i,0.00035605+0.0021082i,0.0019762+0.0019427i,0.0020422+0.00096952i,0.00075977-0.0012654i,-9.1806e-05-0.0031959i,-0.0010193-0.0034851i,-0.00074924-0.0018037i,0.00040645-0.0003037i,0.00061075-0.00040657i,-0.00042799-0.00069292i,-0.00017531+0.00010965i,0.00051495+0.0006289i,-0.00030661-1.2204e-05i,-0.00084031-0.00022346i,-0.00055266-0.00035651i,-0.00055649-0.00013932i,-0.00069584+0.00024901i,0.00025137+0.0007806i,0.00045416+0.0012116i,0.00013833+0.00083019i,-7.8442e-05+0.00040338i,-0.00021029+0.00070666i
0.0034158+0.0027847i,0.002976+0.0023673i,0.0025149+0.00054344i,0.0017087-0.0011284i,0.0006538-0.0020883i,-0.00070931-0.0019509i,-0.0013876-0.0013407i,-0.0012077-0.00095947i,-0.00029396+0.00012914i,0.00014546+0.0014046i,-0.00037109+0.0014734i,-0.00068537+0.00084678i,-0.00069313-1.8219e-05i,-0.00065118-0.00036955i,-0.00031421+0.00028928i,0.00033898+0.00083272i,0.00041744+0.00024129i,0.00030915+5.4683e-06i,0.00049588-2.2116e-05i,0.00016889-0.00012213i,-0.0010453+1.6758e-05i,-0.00073374-2.9566e-06i,0.00055858+6.0889e-06i
-0.00051332+0.001311i,-0.00038132+0.00085045i,5.2694e-05+8.5694e-05i,0.00046428-0.00064821i,8.9056e-05+1.7326e-05i,0.00038631-0.00090772i,0.00095059-0.0015847i,0.00025375-0.00015875i,-0.00029356+0.0011475i,-7.1568e-05+0.001233i,-0.00015525+0.00055674i,-0.00024731+1.7348e-05i,0.00013774-0.00017823i,-0.00021691+0.00010942i,-0.00080033+9.1566e-05i,-0.00045315-0.00016634i,0.00027986-0.00042848i,-9.785e-05-0.0004739i,-0.0001747+0.00012855i,0.0010227+0.0006772i,0.0012147+0.00074271i,0.00085447+0.00034398i,0.00053117-0.00023176i
0.00095101+0.0019498i,0.0021017+0.0015573i,0.0027903+0.001182i,0.0023672+0.00039108i,0.0011702-0.001369i,0.00018917-0.0022411i,-0.00028927-0.0021265i,-0.00021866-0.0016034i,-0.00017458-0.00056412i,-0.00024549+0.00030923i,9.68e-06+0.00091055i,0.00040888+0.00070924i,-4.9478e-05+0.00033517i,-0.00076876-4.206e-07i,-0.00096871-0.0001732i,-0.0005585+0.00036591i,-0.00027702+0.0010283i,-0.001299+0.00065488i,-0.0017859+0.00023843i,-0.0011067+0.00062287i,-0.00058995-0.00023772i,-0.00034795-0.0012227i,5.856e-05-0.00065261i
-0.00065979-0.000424i,-0.00088084+0.00037917i,0.00014235+0.00061654i,0.00053469-0.00027631i,-0.0001769-0.00044158i,-0.00062529-0.00028651i,-0.00050045-0.0012535i,-0.00048981-0.0011383i,-0.00057209-0.00026857i,-0.00030803+0.00010433i,3.6443e-05+0.00067913i,-0.00010222+0.00092541i,-0.00019454+4.1725e-05i,7.1307e-06-0.00015361i,-0.00018019+0.00056328i,-0.00059085+0.00025407i,-0.00028564+0.00050277i,-0.00015837+0.00088825i,-0.00049055+0.00077327i,-0.00017137+4.8397e-05i,0.00054432-0.00061885i,0.00026075-9.858e-05i,-0.00011359+0.00028026i
0.0011924-0.00019935i,0.00069941-2.3188e-05i,-0.00043874+0.00056154i,-0.00047864+0.00063474i,7.4752e-05-0.00013547i,0.00020451-0.001187i,-0.00030637-0.0019819i,-0.00099837-0.0013391i,-0.0010529-0.00024054i,-0.00056664-0.00023872i,-0.0004472+0.0005658i,-0.00069709+0.0012116i,-0.00044051+0.00078502i,-2.9096e-05+0.00069516i,0.00026116+0.00025911i,0.00013965-0.00048625i,5.2154e-05-0.00011546i,0.00019272+9.8729e-05i,-3.3505e-05-5.8391e-05i,-0.00079855-0.00043657i,-0.00081784-0.00062126i,-0.00022073-0.00039931i,0.00020333+0.00022336i
0.00065859+0.00023349i,0.00050729+0.0002479i,-0.0006171+0.00076159i,-0.0013398-8.1164e-05i,-0.0010596-0.0011555i,-0.00071283-0.001487i,-0.00071965-0.0022383i,-0.00013036-0.0019292i,-6.2377e-05-0.0007441i,-0.00046782+0.00016997i,-0.00010998+0.00040338i,0.00085861+0.00077162i,0.001327+0.001137i,0.00082959+0.00026399i,0.00060717-0.00080081i,-9.5277e-05-0.00067298i,-0.0012165-0.00043587i,-0.00053703-0.00019652i,-2.6823e-05-0.00031627i,-0.00044164-7.1158e-05i,-0.00042069+0.00050526i,-0.00061508+0.00014006i,-0.00058139+0.00033545i
0.0006734-0.00052208i,-0.00067455-1.7353e-05i,-0.00063765-0.00023551i,-0.00015762+0.00037289i,-0.001184+0.00031959i,-0.001011-0.00054857i,0.00017993-0.0011555i,0.00019404-0.00097544i,0.00023238-0.00064139i,9.5553e-05-5.3236e-05i,-0.00055919+0.00014652i,-6.3987e-05+9.0502e-05i,0.00056775+0.00029786i,-8.7377e-05+0.00089333i,-0.001129+0.00098295i,-0.00074463+0.00067692i,-9.8293e-05+0.00059199i,4.0988e-05+0.0010284i,0.00081442+0.00067331i,0.00079493+0.00017937i,-0.00042056+4.3975e-05i,-0.00059962+0.0001955i,-5.5296e-05+0.00023518i
-0.00077805-5.0111e-05i,-0.0010176+0.00033121i,-0.0010631-0.00091105i,-0.00022365-0.0012094i,-0.00035363-0.0005015i,-0.00072688-0.0012708i,-0.00094415-0.0022939i,-0.00041212-0.0018935i,-4.6309e-05-0.00060695i,-0.00013273+0.00060593i,-0.00015703+0.0011391i,-0.00034896+0.00095965i,-0.0001585-0.00048845i,0.00042511-0.0010852i,0.00046295+6.3355e-05i,0.00064853+0.0004036i,0.0013108+0.00047847i,0.0010578+0.00031952i,-2.9201e-05-0.00064408i,-0.00038014-0.00072717i,0.00015908-0.00018228i,0.00061002+0.00017431i,0.00037558-4.3733e-05i
1.6869e-06+0.00043269i,0.0010594+0.0016689i,0.0016773+0.002352i,0.0010659+0.0014049i,0.00056232-0.00063058i,0.00058114-0.0018528i,-0.00025976-0.0014227i,-0.00035721-0.00042338i,0.00011293+0.00020693i,-0.0007659+0.0013963i,-0.0015573+0.00096873i,-0.00097223-0.00030652i,-4.586e-05-0.00039464i,0.00029456-5.4215e-05i,-0.00015531-0.00047011i,-0.00074896-0.00083436i,-0.00043944-0.00019764i,0.00016318+0.00029845i,0.00010117+0.00093466i,-0.00011026+0.0012433i,0.00069922+0.00041316i,0.0010359-0.00067575i,0.00019305-0.00064646i
0.0013627-0.00076093i,0.00091445-0.00049383i,0.0002449+0.00022004i,-0.00041731+0.00031394i,-0.00082788-0.00010108i,-0.00097139-0.00053607i,-3.0442e-05-0.00094454i,0.00032674-0.0010926i,0.00012182-0.00030516i,-4.4534e-05+0.00072121i,-0.00039415+0.00076064i,-0.0005527-5.9735e-05i,-0.00099933-0.00053911i,-0.0014998-0.00031516i,-0.0012154-0.00029511i,-0.00085314-0.00037109i,-0.00076198-0.0004347i,-0.00014458-0.00095262i,0.00026255-0.00055572i,0.0001828+6.5281e-06i,-0.00018931+0.00033632i,-0.00082982+0.0007988i,-0.00033668+0.00062134i
0.00067362+0.0021798i,0.00166+0.001572i,0.0030999+0.00077962i,0.0032606+0.00073361i,0.0016926-0.00057651i,0.00026759-0.0024045i,-1.7461e-05-0.0022537i,-0.00042082-0.0011478i,-0.00062045+0.00022904i,-0.00050025+0.00070859i,-0.00070126+0.00097747i,-0.0010149+0.0015509i,-0.0017955+0.0013881i,-0.0021484-0.00047361i,-0.0017843-0.0012739i,-0.0015599-0.0003527i,-0.0012233+2.6917e-05i,-0.00057025+0.00052745i,0.00031637+0.00062232i,0.00098632+0.0003179i,0.00093669+0.00044513i,0.001294+0.00024965i,0.0011896+8.2621e-05i
0.00079845+0.0025643i,0.0010967+0.0022744i,0.0012711+0.0012999i,0.00036502+5.259e-05i,-0.0003304-0.001249i,8.3107e-05-0.001806i,-0.00029317-0.0011719i,-0.00086846-0.00013776i,-0.0005419+0.001031i,-0.00032891+0.001588i,9.3098e-05+0.0011386i,-0.00046878+0.0013074i,-0.0012186+0.00098855i,-0.001614+0.00027309i,-0.0018078+7.5616e-05i,-0.0011423+0.00087847i,-0.00042245+0.0013342i,0.00012926+0.00075099i,0.00116+0.00012752i,0.0013101+0.00013119i,0.00069842+0.00024154i,0.0004272+0.00040002i,0.00069762+0.00036146i
0.0006244+0.0016187i,0.00053322+0.0023635i,0.0010161+0.0020162i,0.00054923+0.00021298i,-0.00027444-0.0012311i,-3.7864e-06-0.0024971i,0.00051236-0.0023896i,0.00016749-0.0010912i,-0.00011612-0.00024237i,-0.00043334-0.0002917i,-0.00032723+0.00034465i,-0.00037136+0.0012964i,-0.00055433+0.00063634i,-0.00077229+0.00031972i,-0.0010617+0.00067868i,-0.00088565+0.00054104i,-0.0010097+0.00073657i,-0.00037599+0.00041658i,0.00012171-0.00019086i,-0.00050208-0.00060847i,-4.1182e-05-0.0010948i,0.00079375-0.00054617i,0.00022135+8.8876e-05i
0.00097849-0.00036408i,0.00021483-0.0014625i,-0.001484-0.0020123i,-0.0012188-0.00085164i,-0.00026476-0.00047638i,-0.00017325-0.0011026i,-0.0008991-0.0018994i,-0.00095668-0.0015415i,-0.00051588-0.00051868i,0.00012174+0.00028984i,-0.00023523+0.0007663i,-0.0014933+0.0011142i,-0.0018466+0.00076403i,-0.0017466+1.1057e-05i,-0.001025-0.00060204i,-0.00053455-0.00069789i,-0.00037947-7.0676e-05i,0.00035417+0.00019715i,0.00017708+0.00019851i,-0.00031254+0.00056936i,0.00022227+0.0006315i,0.00016886+8.0122e-05i,-0.00012879-0.00010519i
-0.0016578+0.0013806i,-0.0016677+0.0020767i,6.6574e-05+0.0023546i,0.0011671+0.0012962i,0.00057024-0.00063585i,7.3908e-05-0.0018106i,-0.00064547-0.0025096i,-0.0006753-0.0022941i,-0.00039735-0.0010218i,-0.00022092+0.00048761i,0.00022064+0.00038262i,0.00024216-0.0001591i,0.00042175-0.00045066i,8.9269e-06-0.000299i,-0.00091823-0.00028287i,-0.00048956-0.0006982i,0.00033556-0.0009103i,0.00083445-0.00067131i,0.0013446+0.00011881i,0.0010487+0.00079664i,0.00025955+0.00118i,0.00029974+0.00071619i,0.00067645+0.00031699i
-0.00041462+0.0023684i,-0.00010409+0.0023787i,-6.3712e-05+0.0019118i,0.0006847+0.00086948i,0.00078598-0.00066093i,-0.00010856-0.0022621i,-0.00067475-0.002173i,-0.0012653-0.00062641i,-0.0012742+0.00015816i,-0.00088671+0.00026917i,-0.00089063-0.00015948i,-0.00053437-0.00011194i,-0.00035842+0.00055097i,-0.00051293+6.5995e-05i,-0.00034495-0.00026231i,-0.00075347+0.00039651i,-0.00041231+0.00086725i,-0.00012419+0.0003794i,-0.00048828-0.00019893i,-0.00026405-0.00016705i,-0.00028575-0.00012041i,-0.0003809-0.00040379i,-0.00025756-0.0005934i
0.0023981-0.0012745i,0.0024388-0.00089435i,0.0010033-0.00055354i,0.00032113+0.00020264i,0.00021896-0.00017724i,0.00098528-0.0013271i,0.00076214-0.0013899i,0.00041285-0.00045626i,-0.00011858+0.00076957i,-0.00080524+0.00096566i,0.00031603+0.0006197i,0.0015092+0.0011609i,0.0012697+0.0010728i,0.00045489-0.00010233i,0.00057949-0.00035195i,0.00068716+0.00033752i,7.4353e-05+0.00086333i,-0.0003419+0.00057606i,0.00033448-8.985e-05i,0.0010933+9.8312e-05i,0.00091185+0.00011804i,0.00012444+0.00067802i,-0.00024049+0.00096797i
-0.0002898+0.0018646i,0.00031663+0.0026758i,0.0014767+0.002095i,0.0017385+0.00036733i,0.0018558-0.0013471i,0.00072675-0.0022302i,-0.00067015-0.0020505i,0.00017045-0.0014951i,0.0015315-0.00065507i,0.0010901+0.00025945i,-0.00035419+0.00060864i,-0.00087533+0.0012844i,-0.0012744+0.00099832i,-0.0014691+0.00011038i,-0.00087265-0.00059241i,-5.4166e-05-0.00099295i,0.00019545-0.00070148i,0.00028745+0.00013811i,-3.8748e-05+0.00065458i,-0.00014947+0.00037859i,0.00031037+0.00027215i,-2.4847e-05+4.3121e-06i,-0.00041463-0.00055929i
-0.00020202-0.00031233i,-0.00097041+0.00024473i,-0.0010232+0.00021753i,-0.0019744-0.00041699i,-0.0027222-0.00048106i,-0.0020491-0.00046874i,-0.00042095-0.00054451i,-0.00012152-0.0003213i,-0.00080595-0.00046367i,-0.00094341-0.00022025i,-0.00082774+0.00075587i,-0.00016368+0.0016707i,0.00067987+0.0014228i,0.0004477+0.0011691i,-0.0006055+0.0010841i,-0.00077864+0.00053755i,-9.3387e-05+1.4514e-05i,0.0006332+0.00043179i,0.0006106+0.00086485i,0.00021294+0.00062043i,-0.00032559-0.00029715i,-0.00070063-0.00082443i,-0.00054153-0.00021358i
-0.00035575-0.0013221i,-0.0011581-0.00060756i,-0.001204-0.00035519i,-0.00095709-0.00085294i,-0.00038687-0.00085528i,0.00025786-0.0010254i,0.00099688-0.001607i,0.0011265-0.0012245i,0.00052517-0.00028936i,-0.00021831+0.00026521i,-0.00054472+0.00034004i,-0.0004161+0.00050833i,-2.7096e-05+0.0015678i,0.0004026+0.0014416i,-9.2954e-05+0.0007122i,-0.0010345+0.00082697i,-0.00094614+0.0013645i,-0.00016842+0.001253i,0.00016845+0.00059658i,0.00041252+0.00043984i,0.00071377+0.00012675i,1.3689e-05-2.2589e-05i,-0.00085469+0.00029927i
0.00080276+0.00017552i,0.0012272+0.00035576i,0.0020433+0.00029308i,0.0013792+9.7698e-05i,0.00077677-0.0011392i,0.00039898-0.0022251i,-0.00041836-0.0018564i,-0.00077496-0.00081963i,-0.00060594-0.00035703i,-0.00033695-0.00066697i,-0.0009765-0.00052511i,-0.0016422-0.00032133i,-0.0015958+0.00011308i,-0.0016687+0.00023831i,-0.0015164-0.00085336i,-0.00082797-0.00087469i,-0.00039582+7.9539e-05i,-0.00011825-0.00011034i,-0.00033612-0.00022215i,-0.00076192+0.00049642i,6.365e-05+0.00061025i,0.00025028+0.0007986i,-0.00027915+0.0012015i
8.5212e-05-0.00043291i,0.00017546-0.0006685i,0.0003047-5.298e-05i,-1.0652e-05+0.00081333i,0.0003631+0.00071438i,0.00031943-0.000143i,7.3596e-05-0.00037346i,-0.00096779-0.00033378i,-0.0011443-0.0005804i,0.0003616-0.00055275i,0.0006526+0.00047302i,0.00028582+0.00076493i,-0.00025996+0.00069219i,-0.0017196-0.00011129i,-0.002337-0.00085092i,-0.0014297-0.00040226i,-0.00011127+0.00014234i,0.0005416+0.00058327i,0.00013747+0.00028535i,0.00034228-0.00041347i,0.00017486-0.00033024i,-9.9133e-05+8.9193e-05i,0.00023423+0.00053982i
0.0020073-0.00091748i,0.0012597-0.00012274i,0.00013964+0.0003006i,-0.00034394-0.00039793i,0.00064543-0.00064362i,2.9925e-05-0.0012194i,-0.0011513-0.0026061i,-0.0011551-0.0022444i,-0.00095291-0.00082335i,-0.00083925-0.00028064i,-0.00046001+0.00020986i,4.3718e-05+0.00010657i,0.00018012+3.6341e-05i,-8.3247e-05+0.00049005i,-0.00045894+0.00022507i,-0.00029777+0.00040278i,-0.00025705+0.0012089i,-0.00082479+0.00039253i,-0.00057811-0.00073146i,0.00049185-0.00077222i,0.00076297-0.00043285i,0.00039207-0.00020856i,-0.00024451-8.3243e-05i
-0.00032529+0.003232i,0.0012114+0.0040566i,0.0016821+0.0026037i,0.00099767+0.0013409i,0.00074868-0.00037002i,0.0011148-0.0024636i,0.00064524-0.0030249i,-0.0002624-0.0026221i,-0.00037804-0.0018493i,-0.00029467-0.00029075i,0.00025788+0.0011965i,0.0010054+0.0015904i,0.0004083+0.00065189i,-0.0010059-0.00077056i,-0.00087537-0.0010531i,-2.6269e-05-0.00044976i,0.0005286-0.00016459i,0.00065176-0.00018122i,0.00015095-0.00038476i,3.4386e-05-0.00070597i,-1.5977e-05-0.00062217i,-0.00022047-0.00020671i,0.0003168-6.4108e-05i
0.00038529+0.00087825i,0.00065961+0.00032197i,0.0011045-0.00049632i,0.00012211-0.0011931i,-0.0013711-0.001453i,-0.0020883-0.0014263i,-0.0017796-0.0014628i,-0.00082868-0.00080202i,-0.00026378-0.00036043i,-9.6147e-05-0.00026956i,0.00060507+9.6022e-05i,0.00044954+0.00029318i,-0.00048478+0.00016529i,-0.0017942-0.00015519i,-0.0010432-0.00022236i,0.00011974+0.00040777i,0.00042732+0.00060485i,0.00076346+0.00044964i,0.00048896+0.00051735i,1.7465e-05+0.00014272i,-0.00020557+1.6102e-06i,-0.0002562-0.0002819i,-0.00019404+3.2381e-05i
-0.0027564+0.00097619i,-0.0021503+0.0026096i,-0.00071735+0.0030739i,0.00065885+0.0017823i,0.0010048-0.00011351i,0.00099354-0.0018203i,0.00029267-0.0023169i,-0.00027591-0.0016679i,-0.00068059-0.00062004i,-0.0006131+0.00015901i,4.7728e-05+0.00095627i,0.00046943+0.0013582i,0.00035376+0.00052633i,-0.00044661-0.0008778i,-0.00050017-0.0012204i,0.00012285-0.00015285i,-3.3445e-05+0.00046552i,0.00012479+0.00013124i,0.00016717+0.00032695i,-0.00010676+0.00021942i,3.1508e-05+0.00035127i,0.00056838+0.0011345i,0.0010627+0.00039756i
-0.0015919+0.00063977i,-0.0011075+0.0017702i,0.00026657+0.0023314i,0.0021286+0.0011393i,0.0013544-0.00070265i,0.00026836-0.0012937i,-0.00015306-0.0014025i,-0.00098333-0.00090852i,-0.0011308-1.811e-05i,-0.00076421+0.00044379i,-0.00058962-9.9125e-05i,-0.00043033-0.00025792i,-0.00022292-0.00022237i,4.6327e-05-0.00075329i,-0.00014123-0.00070697i,-0.00030692-0.000829i,7.0241e-07-0.00055088i,0.00034095-0.0004099i,0.00063612-0.00023414i,0.00072152+0.00013327i,0.00012223+0.00060355i,-0.00069852+0.00070269i,-0.00090877-2.9009e-05i
0.002043+0.0012094i,0.0021216+0.00056798i,0.0020805-0.0001941i,0.0012339-0.0012595i,2.644e-05-0.0014454i,-0.00063217-0.0013103i,-0.00053138-0.0014155i,-0.000233-0.00073858i,0.00019343+0.00087507i,0.00055648+0.0016085i,0.0001586+0.00077564i,4.1124e-05-0.00023923i,-0.00036844-0.0006644i,-0.0010811-0.00012605i,-0.0012943+0.00059356i,-0.00051167+0.00080685i,-0.00019999+0.00037999i,-0.00066386-0.0001493i,-0.00019612-0.00045105i,0.0004352-0.00037778i,0.00029893-0.00029021i,-0.00030856-4.6341e-05i,-0.00011366-0.00058056i
0.00094385+0.0023502i,0.0007147+0.0023166i,0.00054288+0.0011474i,-1.4547e-05-0.00059598i,0.00051359-0.0011932i,0.00064399-0.0017897i,-0.00024294-0.0022948i,-0.00048574-0.0014875i,0.00030868-0.00010521i,0.00048127-0.0003999i,-6.5543e-06-0.0005056i,0.00027977+0.00024428i,0.00034658+0.00015426i,-0.00022011-0.00012777i,-0.00051453+1.1474e-05i,-0.00023662-8.0327e-05i,0.00018224-1.2415e-05i,0.00018994+0.00065283i,-3.7778e-05+0.00075886i,-0.00034439+0.00041781i,-3.9319e-05+0.00048331i,-0.00031597-1.0763e-05i,-0.0010431-0.00054035i
0.0014738+0.0012538i,0.0017899+0.0011663i,0.0011568+0.00057647i,-0.00025956+0.0002079i,-0.0011344-0.00025685i,-0.00039256-0.0011755i,0.0001318-0.0016614i,-0.0003548-0.00058754i,-0.00052807+0.00083844i,-0.00084543+0.00038321i,-0.00079205-9.0671e-05i,-0.00046437+0.00042803i,-0.00023087+0.00071884i,-0.00019531+0.00071533i,-0.00041201+0.00095615i,-0.00019595+0.00063055i,0.00014542-0.0001023i,-0.00029231-0.00030635i,-0.00049098-0.00018119i,-9.5503e-05+5.328e-05i,-0.00032323+0.00066886i,-0.00073773+0.00088451i,-0.0010892+0.00044178i
-0.00083727-0.00015693i,-0.00060593-0.00035518i,-0.00027589-0.00025315i,-0.0010924+1.4075e-06i,-0.0011593-0.00030367i,-0.00051675-0.00063996i,-0.00074016-0.00040028i,-0.00036328-0.00080687i,-0.00029217-0.00035143i,-0.00095355+6.95e-05i,-0.0010692-2.4738e-05i,-0.00057341+0.00018786i,-0.00057155+0.00034097i,-0.00048561+9.8893e-05i,-0.00058597-0.00065004i,-0.00056244-0.00065635i,-0.00014098-3.5294e-05i,-0.00010971+5.9204e-05i,0.00013523+0.00024386i,0.00049924-0.00023384i,0.00027041-0.00063341i,-0.00011681-0.0010585i,0.00044253-0.0010424i
-0.00067936-8.8011e-05i,-0.00072002+3.9725e-06i,0.00014186-0.00033249i,-0.00029267-0.00019813i,-0.00082121+0.00022339i,3.3479e-05-0.00072868i,0.00068489-0.0020493i,0.00076041-0.0011813i,0.0002602+2.3682e-05i,0.00028769+0.00027648i,0.00049823+0.00024588i,0.00098997+4.6169e-05i,0.00083321-8.4544e-05i,-0.0003133+0.00014374i,-0.0013502-0.00017924i,-0.0012674-0.00017645i,-0.00064418-0.0003461i,-0.00030346-0.00098147i,0.00023674-0.00077481i,0.00076277-0.0001787i,0.00079229+0.00022963i,0.00065794+0.0002217i,0.00042379-2.7935e-05i
0.0017977+0.001085i,0.0016431+0.0016111i,0.00074942+0.0014447i,0.00039571+0.00046463i,5.9659e-05-0.0014381i,-0.00054859-0.0024272i,-0.0012026-0.0016692i,-0.001581-0.00066213i,-0.00095357+2.9783e-05i,0.00018535+0.000207i,3.7622e-05+0.00026428i,-0.00082859+0.0001156i,-0.0010669+5.09e-06i,-0.00059724+7.1041e-05i,-0.0001491-0.00043038i,0.00011401-0.00093926i,-7.7492e-05-0.0011165i,-4.7705e-05-0.0011326i,0.00022078-0.00048499i,0.00050962-5.6038e-06i,0.0010168-0.00022738i,0.00053855-0.00027893i,-0.00050762+0.00014039i
-0.00051152+0.00080307i,-0.00028462+0.00094094i,-0.00020348+0.0011565i,0.00020021+0.0010642i,0.0003288+0.00038252i,-0.00012462-0.00026915i,-0.00049329-0.00070263i,-0.00059877-0.00070367i,-0.00060238-0.00023697i,-0.00029507+0.00031004i,9.5078e-05+0.0010555i,0.00012316+0.00092683i,-0.00016539+0.000694i,-0.00051878+0.00057915i,0.00010607-0.00016258i,-1.8767e-05-0.00079867i,-0.0008488-0.00099445i,-0.0011209-0.0013564i,-0.0010192-0.0011544i,-0.00012678-0.00066236i,-4.0408e-05-0.00065554i,-0.00046675-0.00093696i,-0.00029063-0.00074703i
-0.0015597+0.0024255i,-0.0012814+0.0024703i,-0.00015484+0.0026784i,0.0010378+0.0018631i,0.0016491-0.00034685i,0.0015526-0.0026981i,0.00048783-0.0031159i,-0.0010484-0.0012551i,-0.0011183+4.8041e-05i,-0.00072374+0.00023576i,-0.00076988+6.6322e-05i,-0.00073442+0.0002054i,-0.00047523+1.9562e-05i,-0.00010013-0.00040971i,6.3985e-05-0.00068622i,-0.00021787-0.00027827i,-0.00045774+0.00023569i,-0.00039105+0.00017193i,-0.00062271+0.00072108i,-0.00018486+0.001161i,-8.8208e-05+0.0010886i,7.2233e-05+0.00074246i,0.00074153+0.00023269i
-0.0013518+0.00066424i,-0.0011433+0.0012226i,-0.0014305+0.00090176i,-0.0013182+4.3233e-05i,-0.00075326-0.00047029i,-0.00034387-0.00068757i,-0.0012386-0.00096352i,-0.0014313-0.0010877i,-0.00081458-0.00085996i,-0.00047317-0.00024585i,-0.00088701+0.00025565i,-0.0011355+0.00063572i,-0.00078886+0.00070841i,-0.00031194+0.00088952i,-0.00060084+0.00030657i,-0.00022819-0.00040917i,0.00018612+1.6954e-05i,-0.00026934+1.0064e-05i,-0.00078171+8.9244e-05i,-0.00035758+0.00038186i,0.00052252+0.00033398i,0.00074335-9.9614e-05i,0.0008701-0.00033242i
0.0020518-0.00017661i,0.0025331-0.00050862i,0.0024093-0.00061224i,0.001523-0.00029789i,0.00086744-0.00016301i,0.001562-0.001311i,0.0013483-0.002027i,0.00026812-0.0016816i,-7.5722e-05-0.0012551i,-0.00037872-0.00053641i,-0.00059543+0.00028265i,-0.00017762+0.00058016i,4.4573e-05+0.00017456i,-6.6096e-06+7.5705e-05i,-0.00012357+0.00021265i,0.00012911+0.00057728i,-0.00020404+0.000214i,-9.2815e-05-0.00040563i,0.00073831+0.00050426i,0.00087033+0.00075772i,0.0002816+0.00013597i,0.00019583-0.00021305i,0.00032195-0.00054854i
-0.00027777-6.7411e-05i,-0.00026139-0.00059314i,-0.00014184-0.00036639i,-0.00064335-6.6024e-05i,-0.00064765+0.00037718i,-0.00050807-2.2407e-05i,-0.00061923-0.0013329i,-0.00099635-0.0014648i,-0.00092614-0.0014871i,-0.0010567-0.00097351i,-0.00091388+0.00018206i,-0.00020713+0.0010798i,-0.00011167+0.00088743i,0.00050027+0.00015647i,0.00034099-0.00021987i,-0.00038198-0.00048469i,0.00012703+2.7898e-05i,0.00060696+0.00047932i,-7.4185e-05+0.00037279i,-0.00078014+0.00044414i,-0.00058428+0.00060043i,-0.00055451+0.00061916i,-0.00017142+1.5585e-05i
0.00025367+0.00027278i,-0.00036712+0.00042369i,0.00030719+0.00096102i,0.00078784+0.00026633i,7.061e-05-0.00041404i,-2.2888e-05-0.0008596i,-0.00020798-0.0012331i,-0.00079532-0.00073374i,-0.00049735-0.00038921i,-6.228e-05-0.00034835i,-0.00012053-0.00022779i,-0.00023613+0.00012866i,0.00017499-0.00011686i,5.156e-05-0.00065697i,-0.00013535-0.00087172i,0.00019086-0.00097756i,0.00026281-0.00056049i,-0.00060728+0.0005356i,-0.00071558+0.0012365i,0.00025978+0.0011516i,0.00048018+0.00023673i,0.00036659-0.00041231i,0.00032905-0.00019423i
0.0018918-0.0020675i,0.0017072-0.0015522i,0.00017548-0.0013709i,-0.00097023-0.0010438i,-0.0010386-0.00072396i,-0.00089185-0.00052488i,-0.00044871-0.00081116i,-1.9387e-05-0.00078785i,0.00025303-5.4632e-05i,0.00056394+0.00081821i,0.0001683+0.00122i,-0.0003711+0.0013367i,-0.00057152+0.0010382i,-0.0008403-0.0001215i,-0.0017961-4.4026e-05i,-0.0016122+0.00090588i,-0.00025975+0.001111i,0.00067133+0.00071091i,0.0012845-0.00052414i,0.0013832-0.00069803i,0.00032234-0.00023115i,-2.2831e-05-0.00020914i,0.000371-0.00025523i
