0.00024828+0.0012423i,0.00017406+0.00088281i,-0.00031051+0.00062521i,-0.0018348+0.0011171i,-0.0022844+0.0009932i,-0.0013692+0.0015448i,-0.00090554+0.001318i,-0.00011635+0.00092089i,0.00012623+0.00036436i,9.1635e-05-5.7572e-06i,0.00052546+0.00064226i,-0.00018646+0.00053421i,2.8217e-05-0.00011528i,0.00039295+0.00053113i,-0.00045255+0.00086642i,-0.00068543+0.00012707i,-0.00051615-0.00078132i,-0.00030382-0.00046365i,0.00066632-0.00043241i,0.0010368+4.5131e-05i,1.7261e-05+0.0004736i,-0.00021019+3.0145e-05i,-5.3137e-05+0.00021817i
-0.0010892-0.00068346i,-0.00093013+0.00014675i,-0.0010589+0.00015762i,-0.0014131+0.00046315i,-0.001519+0.0012115i,-0.00060338+0.001163i,0.00035371+0.00086957i,0.00035805+0.00038031i,-2.3502e-05-0.00049856i,-0.0002456-0.00027728i,-0.00040787+0.00054419i,-0.001002+0.00056988i,-0.00048366+1.3345e-05i,-0.00022556-0.00013798i,-0.0008517+2.3339e-05i,-0.00080973-9.2161e-05i,-0.00047503-0.00039071i,-0.00051428+0.00033181i,-0.00037169+0.00086837i,-0.00013159+0.00052229i,-0.00048431+0.00020539i,-0.00040661+0.00026286i,-0.00029613+0.00070576i
0.0006329-0.002565i,-0.00031243-0.0018802i,-0.00068213-0.0010951i,-0.0015345-0.00067948i,-0.0018169+0.00038377i,-0.00054896+0.0017032i,-0.00021421+0.00071646i,-0.00041464-0.00060149i,0.00042214-0.00074584i,0.00068996-0.00015696i,0.0001126+0.00026408i,-0.00053374+9.4829e-05i,0.00013335-0.00010983i,0.00057979+0.00020357i,0.00021533+0.00055641i,0.00013852+7.6545e-05i,-7.6342e-05+0.00021375i,-2.4146e-05+0.00040698i,0.00043988+0.00016222i,0.0004211+0.00081574i,0.00028102+0.00084711i,-5.6776e-05+9.2068e-05i,-0.00017866+0.00041944i
0.002955+0.0011458i,0.002952+0.0010984i,0.0028889+0.0013928i,0.0024417+0.0013444i,0.001353+0.00089731i,0.00028279+9.4409e-05i,0.0001702-0.00069186i,0.00038646-0.00045364i,0.00042342-0.00011664i,0.00024568+3.7899e-05i,-0.00045558+0.00080879i,-0.00063563+0.00029355i,-0.00029485-0.00033605i,-0.00011052-0.00052851i,5.1685e-05-0.00060546i,-0.00032427+0.00015021i,-0.00050241+0.0002416i,0.00023885+2.3264e-05i,0.0010155-0.00037594i,0.0011396-0.00021156i,0.00054188+0.00036365i,6.7697e-06+0.00040857i,-0.0002626+0.00035103i
2.2598e-05+0.00084747i,0.00022527+0.00062099i,-0.0014526+0.00012795i,-0.001723+0.00013592i,-0.0018324+0.00010358i,-0.0024165+0.00041664i,-0.0016216+0.00097546i,-0.00048367+0.00018637i,1.1814e-05-0.0015107i,9.6759e-05-0.00103i,-0.00049666+0.00016233i,-0.00093239-0.00025715i,-0.00030108-0.00066511i,0.00031541-0.00062754i,0.00037173-5.9653e-05i,-0.00015083+0.00059848i,-0.0012901+0.00070576i,-0.0011361+0.00061294i,-0.000244-1.2253e-05i,0.0002798-0.00065614i,0.00024713-0.00094689i,0.00035567-0.001485i,4.2536e-05-0.0011446i
-0.001487-0.0013471i,-0.0013338-0.0010322i,0.00025356-0.00040182i,0.00052574-0.00014963i,-0.00023062-0.00011198i,-5.9872e-06-0.00014347i,0.00018167-5.4641e-05i,-0.00023372+1.556e-05i,-0.00088944-0.00022018i,-0.0007885-0.00015921i,-0.00011355+7.9527e-05i,-0.00031015+0.00027318i,-0.00068306+0.00059889i,-9.6723e-05+0.00073427i,0.00043785+0.00037567i,0.00024537-4.1151e-05i,-0.00062559+0.00034779i,-0.00091948+0.00033648i,0.00013701-0.00012624i,0.00021149+7.9854e-05i,-0.00052531+0.00027249i,-0.00013342-0.00021644i,4.3938e-05-0.00050246i
0.00198-0.0010217i,0.00012679-0.00076364i,-0.00065216-0.00089566i,-0.00062659-0.00065806i,-0.00026845+0.0014183i,0.00019096+0.0018073i,-0.00044294+0.00096285i,-0.00048604-0.00013739i,-0.00011376-0.00078734i,-0.0008582-0.0003049i,-0.0014959+5.4396e-05i,-0.00082442+0.00017703i,-0.0001078+0.0008376i,-0.00055296+0.00055995i,-0.0011564+0.00028017i,-0.00090332+0.00022512i,0.00041617+0.00015286i,0.00072555+8.8169e-05i,-0.00015853-0.00089663i,-0.00013633-0.0014104i,9.2217e-05-0.00031853i,0.00011743+0.00050537i,-2.5795e-05+2.0689e-05i
0.0010202+0.0014193i,0.0018638+0.0014612i,0.0015671+0.00050629i,0.00040995+0.00032503i,-0.00065034+0.0012722i,-0.00050027+0.0017267i,0.00048578+0.00023248i,0.00065578-0.00021119i,0.00032088-0.00045803i,-0.00012415-0.00093702i,-0.00090735-0.00078423i,-0.0006266-0.00091308i,0.00017358-0.00039125i,-8.5445e-05+0.0003989i,-0.00038637-0.00010403i,-0.00018883-0.00056276i,-0.00039219-0.00014438i,-0.00026399-0.000104i,-0.00020832-7.5569e-05i,0.00011016-0.00016624i,0.00032192-0.00016028i,0.00019947-8.1307e-05i,0.00048759+0.00020112i
-0.0025749+0.00050448i,-0.003219+0.002062i,-0.0029295+0.0033091i,-0.00229+0.0032381i,-0.0013713+0.0016548i,-0.00098642+0.00073916i,-0.000895+0.00087061i,0.00018049-4.0977e-05i,0.00064894-0.00084624i,1.1136e-05-0.00031052i,-0.00034313+0.00025937i,-0.00035807+7.3295e-05i,-0.00030003-5.0389e-06i,0.00018039-0.0001283i,0.00010032+0.00022822i,-0.00063574+0.00039694i,-0.0010113-5.5524e-05i,-0.00085978-8.4823e-05i,-0.00072703-0.00073689i,-0.00098512-0.00084887i,-0.00042169-0.00041183i,-0.00011551+0.00016703i,-0.00053483+0.00054367i
-6.0856e-05-0.00317i,-0.0012545-0.0036239i,-0.0016939-0.0035855i,-0.0011055-0.0018459i,-0.00080413+9.2858e-05i,-0.00076974+0.0010105i,1.6592e-05+0.00049505i,0.00031856-0.00035795i,-0.0001502-6.9649e-05i,-0.00028895+0.00038493i,-3.0686e-06+0.0005016i,-7.3955e-05+0.00074387i,-0.00017109+0.00082085i,6.6258e-06+0.00049595i,0.00030868-0.0002724i,2.4258e-05-0.00092464i,-0.00077347-0.0010628i,-0.00066887-0.00019637i,-0.00016699+0.00048434i,-7.6813e-05+0.00060826i,-0.0003776+0.00037771i,-0.00059923+7.6324e-05i,-0.00012995+0.00033652i
0.0024563-0.00084442i,0.0027661-0.00067786i,0.0023512-0.0010934i,0.00031678-0.001034i,-0.0013406-0.00057625i,-0.0016337+0.0004128i,-0.0010585+0.00079885i,-0.00070527-0.00026622i,0.00023333-0.0011264i,0.00053923-0.00054872i,-0.0010054+0.00019375i,-0.00095125+0.00019369i,-0.0002299+0.00025508i,-0.0010956+0.00041413i,-0.0010437+0.00026061i,-0.00043823-0.00031041i,-8.0881e-05-0.00025894i,0.00052447+2.9537e-05i,0.00056644+0.00026639i,7.6352e-05+0.00038478i,-0.00018424+5.6703e-05i,0.0002106+0.0002654i,0.00036269+0.00023713i
0.0016842+0.0010331i,0.0019839-0.001146i,0.0020933-0.0013832i,0.0015655-0.0013635i,0.00096594-0.0017752i,-0.00019123-0.0015065i,-0.00060635-0.00027299i,4.9002e-05+0.0002854i,0.0002451-0.00031678i,0.00019461-0.00051922i,-0.00027846-0.00066458i,-0.0002889-0.0010712i,-0.00039319-0.00031462i,6.6533e-05+0.00064286i,0.0009645+0.0010328i,0.00076999+0.0010761i,0.00051108+0.00025374i,0.00042063+0.00010628i,-0.00038947-0.00010333i,-0.00054916+0.00036333i,0.00040728+0.00068079i,0.00087227+0.0003387i,0.00056024+0.00047437i
0.0008425+8.7536e-05i,0.0011494+0.00013975i,0.0012972+0.00096273i,0.0017613+0.0015653i,0.0020994+0.0010712i,0.0020591+0.00040912i,0.00097495+0.00064746i,-1.2583e-05+0.0010847i,0.00051916+0.00025814i,0.0013232+4.9368e-06i,0.0010962+0.0003161i,0.0010918+7.7268e-05i,0.00074181-0.00046141i,-0.00040048-0.00046866i,-0.00057567-0.00067503i,-0.0010628-0.00062424i,-0.0017708+1.6186e-05i,-0.0015399-9.8096e-05i,-0.00027268-0.0003654i,0.0009303+6.2566e-05i,0.00069679+0.00066982i,-3.3486e-05+0.00053958i,-0.00014869+0.00012297i
0.00044825+0.0011447i,0.0017547+0.00081143i,0.00076761+0.00046829i,-0.00068778+0.00053864i,-0.001175+0.00051773i,-0.0011191+0.00014091i,-0.00055049-5.3005e-05i,-0.00026738-6.7561e-05i,-0.00060883-7.2971e-05i,-0.00075667-0.000477i,-0.00045441-0.00015864i,-0.0003261-0.00012864i,-0.00032646-0.00048532i,-0.00076009+2.0762e-05i,-0.00078521-7.1115e-05i,-0.00025541+0.00015417i,-0.0010187+0.00086122i,-0.0012805+0.0011407i,-0.00028419+0.00093068i,0.00033603+0.00042224i,0.00081936+0.00013083i,0.00084664+0.00024563i,0.00016047+0.00014078i
0.001511+0.0015987i,0.0011159-0.00017616i,0.0020469-0.00072613i,0.0019813-0.0017025i,0.0005717-0.0025212i,-0.00033698-0.001294i,-0.00072464+0.00050465i,-0.00057725+0.0010001i,0.00011109+0.00051847i,7.8039e-05-0.00010789i,-3.7237e-05-0.00042448i,3.838e-05-1.3465e-05i,4.6559e-05+0.00077196i,0.00056208+0.00054076i,0.0010115-0.00025565i,0.00063084-0.00030165i,-0.0001749-2.5977e-05i,-5.1054e-05-0.00030287i,0.0008643-0.00079183i,0.000558-2.2796e-05i,0.00023815+0.00078688i,0.00029573+0.00045002i,-0.00030901+0.00037567i
-0.0015294+0.00059777i,8.6727e-05+0.0017346i,-0.0005551+0.0035641i,-0.0018811+0.0037149i,-0.00099659+0.0025763i,0.00032213+0.00049839i,0.0013353-0.00021124i,0.00095172+1.7286e-05i,0.0003139-3.6969e-05i,0.0005969+0.00075329i,0.00025929+0.00036642i,-6.5197e-05-0.00063664i,0.000389-0.00011389i,0.00015308+0.00054712i,0.00029718+0.00052014i,0.0011631+0.00038153i,0.00080131-0.00015935i,-0.00041663-0.0004598i,-0.0011276-0.0004798i,-0.00073805-4.8066e-05i,0.00036297+0.00012668i,0.00020956+0.00013521i,-0.0003696+0.00065219i
-0.00154-0.0010655i,-0.001501-0.00081693i,-0.0012286-0.00038735i,-0.0013024-0.00058657i,-0.00073539-0.0001421i,-0.0003637+0.00036053i,-0.00052794-0.00064235i,-0.00033889-0.0011963i,-0.00039173-0.00074875i,-0.00078104-0.00014108i,-0.00048805-0.00057928i,0.00013275-0.0011186i,0.00016836-0.00041981i,-0.00067271+0.00047739i,-0.00055611+0.00042127i,-0.00017135+0.00078145i,-0.00062472+0.00034185i,0.00017878-0.00062792i,0.00031228-0.00073004i,-0.00074109-0.00086431i,-0.00082689-0.00079616i,-0.00032025-0.00033511i,0.0002593+0.0001518i
0.0026573-0.0031681i,0.0012993-0.0041118i,0.00073171-0.003595i,-0.00015965-0.002771i,-0.00068784-0.0021256i,-0.00026261-0.001031i,0.00080051-0.00056493i,0.00083653-0.00070502i,0.00073932-0.0012499i,0.00047938-0.0016749i,0.00016602-0.00096026i,8.613e-05+0.00011713i,0.00046381+0.00084939i,0.00089459+0.0003544i,0.00077072-0.00040992i,0.00043365-0.0001137i,5.9946e-05+0.00031112i,-0.00024647+0.00030643i,0.00021861+0.00033374i,0.00071351+0.00067869i,0.00065514+0.00093301i,0.00028915+0.00016278i,0.00018187-0.00066226i
0.0019985+0.0021084i,0.0022142+0.0014403i,0.0015176+0.0024894i,0.0010513+0.0027334i,0.00070632+0.0013443i,-0.00014146+0.00057302i,-0.00081883+0.00052101i,-0.0010604+0.00013541i,-0.00087157-0.00037187i,-0.00047625-0.00077566i,-0.00041191-0.0010815i,-0.00062085-0.0011511i,-2.7376e-05-0.00067635i,0.00057441-0.00075497i,0.00075198-0.00078991i,0.00052817-0.00014499i,8.8161e-05+0.00017972i,8.3725e-05+1.3614e-07i,-8.7202e-05+0.00016138i,-0.00015307+0.00015659i,0.00019616+0.0001847i,0.00013158+0.00033478i,-0.0004245+1.0962e-07i
-0.0027564+0.0014947i,-0.0005003+0.00096405i,-0.00062811+0.00075105i,-0.0015687+0.0012094i,-0.00067607+0.0012534i,8.7983e-05+5.9853e-05i,0.00033473-0.0006009i,0.00064068-0.00013695i,0.00015188+0.00013396i,8.0535e-05-0.00015433i,-0.00012109+0.0001023i,-0.00049281+0.00051634i,-0.00053583+0.00057993i,6.4882e-06+0.00034472i,0.00037448+0.00043398i,-0.0003577+0.00066132i,-0.00015823+0.00053038i,0.00047531+0.0001471i,9.9556e-06+0.00044467i,0.00023789+0.00049413i,0.00077629+0.00063971i,0.0010332+0.0014741i,0.00095637+0.0012647i
-0.0014375-0.00072728i,-0.00097584-0.00096346i,0.0010518-0.001037i,0.0013829+0.00014949i,0.0011074+0.001639i,0.00064255+0.0015198i,0.00072582-6.7044e-05i,0.00099938-0.00073753i,0.00060415-0.00078218i,-0.00041519-0.0009061i,-0.001017-0.00074659i,-0.00047459+3.4693e-05i,-0.00029141+0.00051918i,-0.00035437+0.00016047i,-0.00062536-0.00012083i,-0.0011865-0.00015005i,-0.00092781+9.8661e-05i,-0.00032057+9.8257e-05i,-0.00063176-0.00015721i,-0.0010077-0.00034822i,-0.00053866-0.00042946i,-0.00020723-0.00031962i,-0.00092457-0.00024657i
0.0027559-0.00094223i,0.0023511+8.794e-05i,0.0013849+0.0020487i,0.001664+0.0021878i,0.0025928+0.0010476i,0.0013147+0.00064845i,-0.0003057-0.00023267i,-0.00034815-0.0012584i,0.00029703-0.00070793i,0.00050434+1.899e-05i,0.00039093+0.00040646i,8.3592e-05+0.00049407i,8.669e-05+0.00060365i,0.00013126+0.0010312i,0.0001357+0.00086707i,-0.00022374-0.00019158i,-0.00020101-0.0011033i,0.00014089-0.0001679i,0.00041119+0.00050244i,0.00062348-3.1037e-06i,0.00044986+0.00020013i,0.00026646+0.00024135i,-1.9059e-05+0.00063143i
0.0015359+0.0027287i,0.00084348+0.0025216i,0.00087824+0.00085979i,0.0018616-0.00029224i,0.002668-0.0007816i,0.0018212-0.00052677i,0.00068151+0.00013444i,0.00057727-0.00050407i,0.0005257-0.00040453i,-0.00015583-0.0006528i,-0.00017335-0.00044419i,-0.00029423+2.2045e-05i,-0.00045831-0.00040633i,0.00016794-0.00077057i,0.00083938-0.0003076i,0.0008557-0.00016286i,0.00044792-0.0001486i,-0.00014804+0.00014661i,-0.00031745+0.00043522i,-0.00021099+0.00063032i,-6.8399e-05+0.00087304i,9.4927e-05+0.00075508i,-3.1324e-05+0.00032193i
-0.0022727-0.00062913i,-0.0024864-4.7865e-05i,-0.0018318+0.0010285i,-0.00063788+0.00056062i,0.00041281+0.00039824i,0.00089107+0.0007589i,-7.7992e-05+0.00037656i,-0.00037394+0.00021664i,3.3551e-05-0.0004931i,-0.00011746-0.00035727i,0.00018392-0.00011089i,0.00022518-0.00068173i,-0.00029687-0.00071012i,0.0002329-0.00089461i,0.0010731-0.00091108i,0.00077507-0.00084552i,0.00016008-0.00086437i,-4.1721e-06-8.9106e-05i,-0.00010188+0.0004674i,-0.00020409+0.00030657i,0.0001986-3.3582e-05i,0.00029819+0.00072066i,-0.00010165+0.0006003i
0.0016199-0.0025054i,-0.00048844-0.0023773i,-0.0019991-0.0021303i,-0.0023178-0.00065925i,-0.0021727+0.00047323i,-0.0017336+0.001438i,-0.00056888+0.00085655i,0.00016982+0.0002646i,0.00014624+0.00036923i,0.00039709+0.00020186i,0.00075198+0.0005592i,2.3377e-05+0.00027649i,-0.00076293-0.00051163i,-0.00038603-0.0007506i,-0.00030458-0.000381i,-0.00061324-0.00015133i,-0.00029701-9.7092e-06i,0.00028451+0.00035557i,0.00021802+0.00067727i,0.00011216+0.00060199i,0.00041705+0.00038853i,0.00035828+0.00021895i,-0.00016494+9.6673e-05i
0.00089629+0.00063766i,0.00085615+0.00093784i,0.00047757+0.00059543i,0.00024683+0.0005596i,-0.00013961+0.0012398i,-0.00062676+0.00090802i,-0.00081308-3.2148e-06i,0.00023961-0.00051659i,0.00093907-1.4315e-05i,0.00015502-0.00023693i,-0.00019679-0.00081255i,-5.3838e-05-0.00084627i,6.6999e-05-0.0010286i,-0.00010776-0.00073018i,-0.00017467+0.00010527i,0.00021904+0.00034548i,-0.00014826-0.00045163i,-0.00062757-0.0011312i,-0.00022691-0.00075086i,0.00034761+2.83e-05i,0.0012252+0.00053824i,0.0012206+0.00026378i,0.0005517+0.00030008i
-0.0013833+0.00080495i,-0.0010823+0.00049606i,-0.0010887-0.00038351i,-0.0019218-4.1037e-05i,-0.0016028+0.00094116i,-0.00020599+0.00095528i,0.00068607+0.00064903i,0.0010085+1.5846e-05i,0.0011538-0.00069096i,0.00096848-0.00063056i,0.0008555-0.00072861i,0.00056857-0.00068742i,0.00013432-0.00091461i,9.8297e-05-0.0010833i,0.00064779-0.0011299i,0.00054171-0.0012912i,-0.0002296-0.0012049i,-0.0002546-0.00069698i,0.00015461-0.00026219i,-0.00014113+0.00011992i,-5.3e-05+0.00068682i,0.0004336+0.00029911i,-1.2031e-05+0.00022307i
0.00030998-0.0025806i,0.00087367-0.003276i,0.001717-0.0031815i,0.0010669-0.0018748i,0.00017019+0.00017468i,-0.00031522+8.048e-05i,-0.00087105-0.00079942i,-0.00051354-0.00027252i,0.00014223+0.00013245i,9.6816e-05-0.00090777i,-0.00042594-0.0014701i,-0.00092332-0.00024914i,-0.0012151+0.0006907i,-0.0010377-0.00026344i,-0.00012121-0.00025308i,0.00014513+0.0006187i,-0.00011342-0.00027376i,0.00025628-0.0012279i,0.0004917-0.00062571i,0.0002439+8.6364e-05i,-0.00037539+7.5338e-05i,-0.0004408+0.00029697i,0.00031851+0.00089347i
0.0022898+0.0021378i,0.0020713+0.0011178i,0.0012406-6.4513e-05i,0.0015748-0.00094627i,0.0015937-0.00066494i,0.00040535-0.00019723i,8.297e-05-0.0001763i,0.00061331+4.6303e-05i,0.00042117-9.0539e-05i,0.00013386-0.00010482i,0.00015622+9.189e-05i,9.813e-05+0.00016107i,0.00013902+0.00029612i,0.00057929+0.00055597i,0.00072889+9.2346e-05i,0.00092153+0.00014368i,0.00064842+0.00069788i,6.7906e-05+0.00048531i,0.00034099+0.00032192i,0.00062026+0.00060745i,0.0011357+0.00061553i,0.0011617+0.00047199i,-0.00014221+0.00039928i
0.00087457+0.0023618i,-0.00022777+0.0020882i,0.00012201+0.0015592i,0.00059452+0.00081136i,0.00037562-5.4267e-05i,-0.00058818+7.0637e-05i,-0.00035856+0.00047059i,0.00063679+0.00073049i,0.00050914+0.00042765i,-7.3802e-05-0.00031243i,-7.6271e-05-0.0005569i,-0.00017132-0.00037747i,-6.3921e-05-0.00075178i,0.00031714-0.00054854i,0.0002018+0.00029014i,0.000343+0.00029881i,0.00036351-0.00022094i,0.00033369-0.00028826i,-0.00029756-0.00021221i,-0.00073664-0.0006384i,-1.8157e-05-0.00066732i,0.00046764-0.00021734i,0.0013116+0.00031361i
-0.0023521-0.00046409i,-0.0018063-0.00041524i,0.00089573+0.00010786i,0.0011476+6.2151e-05i,0.00010296-0.0005348i,-0.00041278-0.00044173i,-0.00025671+0.00023414i,-0.0002683+0.00035268i,-0.00083389+0.00065736i,-0.00021925+0.00024626i,0.0011776-0.00044163i,0.0019962-3.3715e-05i,0.0011336+0.00056056i,-0.00034089+0.00048179i,-0.0004163+0.000217i,1.8495e-05-9.4126e-05i,-0.00025517-0.00023965i,0.00024925-0.00049565i,0.00033912-0.00062288i,-8.2084e-05+2.3409e-05i,0.00035255+0.0002858i,0.00018904+0.00019401i,-0.00035314+0.00044767i
-0.00072465-0.0015535i,-0.00040142-0.00046522i,-0.0027573+0.001134i,-0.0034321+0.0020601i,-0.0021216+0.0023574i,0.00018267+0.0019599i,0.0013977+0.00030714i,0.0010802-0.00075974i,2.8286e-06-0.00044311i,-0.0014835-0.00036363i,-0.0016343-0.00010999i,-0.0011238+0.00020687i,-0.000986-0.00016428i,-0.00021149-0.00026048i,0.00054426-0.00022379i,6.7545e-07-0.00022652i,-0.00072149+0.00014813i,-0.001019+0.00090757i,-0.00055827+0.00087469i,-2.8207e-05-0.00013755i,2.2034e-05+0.00011811i,-2.9559e-05+0.00033265i,-0.00043483+0.0003538i
0.00056538-0.0016218i,0.00081853-0.00086993i,-0.00020191-0.0010496i,-0.0010894-0.00038608i,-0.00099838+0.00088222i,-0.00085393+0.0015398i,-0.00056871+0.00089262i,-0.00035236-0.00016721i,-0.0006869-0.0010381i,-0.00084242-0.00065902i,-0.00050425+0.00010222i,-0.00022832+0.00042032i,-1.2479e-06+0.00090102i,0.00044009+0.00051783i,0.0002517-0.00018382i,-0.00030825-0.0006527i,-0.00020543-0.00017707i,-0.00037161+0.00065871i,-0.00020872+0.00065982i,0.00035012+0.00012432i,0.00044243+0.00040735i,0.0002602+0.00054361i,-0.00018991-0.00017336i
0.0020034-0.0019409i,0.00071642-0.0018043i,0.00054577-0.0017266i,0.00025432-0.0011956i,-0.00066993-0.00015997i,-0.00082365+0.0004664i,-0.00022491+0.00038209i,0.00035167+9.9979e-05i,0.00012004-0.00042643i,6.1948e-05-0.0004369i,0.00018035+0.00029752i,0.0002706+0.00092801i,0.00053728+0.00058523i,0.00056518-0.00041455i,-5.1153e-05-0.00068099i,-0.00021017-0.00033185i,2.3368e-05+0.00026032i,7.7255e-06+0.00019176i,-0.00038152-0.00032565i,-0.00020884+0.00030224i,-9.7752e-05+0.00024652i,-9.6413e-05-0.00031528i,-0.00061926+0.00011597i
0.0013191-0.00056446i,0.0021056+2.2008e-06i,0.0020361+0.0011344i,0.0013448+0.0013364i,0.00063289+0.00054953i,6.677e-05-0.0001034i,-0.00057137-0.0001701i,-0.0003713-0.00090553i,-0.00041878-0.0010937i,-0.00078838-0.00089917i,-0.0006556-0.00036911i,-0.00070661+0.00088825i,-0.0010224+0.0010113i,-0.0012124+0.0001358i,-0.00050889+0.00049781i,1.4959e-06+0.0002257i,-0.00040229-0.00067739i,-0.00028916-0.00063834i,0.00018089-0.00038927i,0.00036742+0.00028079i,0.00033205+0.00072061i,-2.08e-05+0.00063513i,7.1981e-05+0.00059617i
-9.3168e-05+0.00021201i,-0.00064493+0.00084992i,-0.0015287+0.00017474i,-0.0009108+9.2882e-05i,-0.00065097+0.00027248i,-0.0011331+0.00053712i,-0.0011026+0.0010922i,-0.00056423+0.00095972i,0.00042063-4.7815e-05i,0.00062733-0.00072747i,0.00028682-0.0010242i,-0.00013216-0.00044107i,-0.00051428+0.00036894i,-0.00038928+2.9236e-05i,-0.00052367-0.00010086i,-0.00089093+0.00012892i,-0.00070056+0.00040928i,-0.00044864+0.00045886i,-0.00012772-0.00059092i,-0.00050425-0.0010151i,-8.4694e-05-0.00054748i,0.0005898-0.00020587i,-0.00022399+0.00038078i
-0.0016883-0.00036742i,-0.00067198-0.0011541i,-0.0001148-0.00053958i,-0.00062604+0.00068662i,-0.00020075+0.0011627i,0.00025133+0.0014779i,9.4338e-05+0.0004361i,-4.6618e-05-0.00071945i,-0.00014685-0.00069616i,-0.00045691-0.00038663i,-0.00058261-0.00019903i,-0.00031374+1.3834e-05i,-0.00029108-0.00027123i,0.00011285-0.00099447i,0.00033755-0.00080205i,5.1245e-05-0.00048713i,1.6409e-05-0.00056951i,-9.72e-05-0.00012126i,-0.0002101-0.00022332i,-0.00035942-0.00028928i,-0.0001394+1.7368e-05i,0.0011628-6.3663e-06i,0.0012353+0.0003883i
0.0027353-0.00061704i,0.0021036-0.0014064i,0.0020367-0.0017338i,0.00099845-0.0012054i,0.00026163-0.0001319i,0.00058012+0.00042959i,0.0009634+0.00027093i,0.00051194+6.7995e-05i,-0.0004779-0.00030483i,-0.0012435-0.00057582i,-0.0011226-0.00079865i,0.00022175-0.00031788i,0.0005875+0.0010919i,0.00063706+0.001327i,0.00088718+0.00062657i,0.00023028+0.00039033i,-0.00029351+6.1408e-05i,0.00038274-2.7337e-05i,0.001215+0.00023953i,0.0010227-1.3797e-05i,0.00060114-0.00058837i,0.00058724-0.0010335i,0.00036425-0.00085967i
-0.00033409+6.5499e-05i,-0.0006739+0.00043165i,-0.00095851+0.0006417i,-0.0014322+0.00084016i,-0.0011176+0.0012439i,-0.00044419+0.0013253i,-9.5356e-05+0.00072743i,5.414e-05+0.00034768i,-0.00034551-0.00031345i,-1.85e-05-0.0006923i,1.3819e-05-0.00048947i,-0.0011064-0.00029812i,-0.0012759-0.00036857i,-0.00027376-0.00079744i,0.00028883-0.00076887i,-1.8459e-05-0.00048304i,-0.00058991-0.00028227i,-0.0012228+0.00030656i,-0.00085807+0.00015809i,-0.00039947-2.6007e-05i,-0.00050656+0.0001047i,-0.00057525+1.2052e-05i,-0.00028395-0.00023803i
-0.0010453-0.0010541i,-0.00042237+0.00045527i,-0.00095482+0.0010376i,-0.0001218+0.001093i,0.00088404+0.00095143i,0.0012853+0.00056861i,0.00094638+0.00017012i,0.00078858-0.00015121i,0.00084221-0.00043727i,3.0229e-05-0.0002094i,-0.00025709+0.00018127i,-0.00015266+0.00018957i,-6.694e-05-0.00016719i,9.5987e-05-0.0002034i,0.00031219-0.00035314i,0.00036392-0.00011162i,-0.00020919+0.00034681i,-0.00033043+0.00049286i,-0.0002524+0.00060367i,-0.00022698+0.00034287i,0.00029421+0.00017437i,0.00082046+0.00017737i,0.00061286-0.00042592i
-0.00045825+0.00099484i,0.00091281+0.0010128i,0.00075087+0.0011797i,-0.00030185+0.0010683i,-0.00034744+0.000534i,-0.00036358+0.00029965i,-8.5543e-05+0.00056642i,0.00037538+0.00025891i,0.00057751-9.8505e-05i,0.00053164+5.4338e-05i,-7.6003e-05+0.00011755i,-0.00053357-0.0001015i,-0.00034976+9.8894e-05i,-0.00033163+0.00034528i,-0.00051716+0.00065648i,-0.00028272+0.00070549i,-6.3837e-05+0.00054802i,-0.00044202+0.0011466i,-0.00049664+0.00043648i,-0.0003025-0.00080353i,-0.00022243-0.00030896i,-5.7938e-06+0.00013818i,-8.8177e-05+0.00038871i
-0.00041253+8.4379e-05i,0.0013042+0.00069519i,0.0017723+0.0018762i,0.00083841+0.0012957i,0.00032941+0.0014257i,0.00015829+0.0012372i,-0.00037573-0.00020048i,0.00013658-0.00090975i,-0.00015755-0.00092969i,-0.00099275-0.00044302i,-0.00078938+0.00018341i,-0.00058556+0.0002278i,-0.00044801-0.00016245i,-0.00067921-0.0012166i,-0.00064839-0.0014832i,0.0003559-0.00059545i,0.00079233-0.00012681i,0.00044792-0.00016197i,0.00029208-0.00012171i,0.00071458-0.00023303i,0.0013677+0.00019687i,0.00066413+0.00057034i,-0.00010866-3.8025e-05i
0.00034065+0.0015518i,0.00048225+0.0011092i,0.0012123-0.00016551i,0.00083779-0.0011606i,0.00013015-0.0010996i,-0.0013788-0.00025188i,-0.00184+0.00030914i,-0.001281+0.00036468i,-0.00082173-0.00023218i,-0.00044212-0.00082186i,-0.00037698-0.0007766i,-0.00051401-0.00054506i,-0.00038683-0.00012977i,-0.00018169+1.5777e-05i,0.00028452-0.00038237i,0.00020127-0.00039214i,-0.000343-0.00051034i,0.00060872-0.0007397i,0.0011058-0.0005749i,0.00055445-0.00046124i,0.00050766-4.559e-05i,0.00086102-0.00030874i,0.00077855+7.4995e-06i
