0.00035545+0.00073394i,-0.0006822+0.00067315i,-0.0017904-0.00063748i,-0.00228-0.0018479i,-0.0025964-0.0015004i,-0.0028066+0.00023143i,-0.0027937+0.0013879i,-0.0014815+0.00064135i,0.00021302-0.0003985i,0.00053255-0.00066511i,0.00010442-0.00072734i,0.00010351-0.00046615i,0.0010083+0.00031696i,0.00095628+0.00060215i,9.4903e-05+0.00033025i,-0.00024651-0.0001607i,-0.00052364-0.00020098i,-0.00063667-0.00023179i,-0.00071518-0.00054537i,-8.2604e-05-0.00032204i,0.00098985+0.0001088i,0.00034954-0.00011486i,-0.00038223+4.6129e-05i
0.0014153-0.0017739i,0.0027872-0.00221i,0.004582-0.0030025i,0.0049658-0.0059192i,0.0015416-0.0070116i,-0.0030569-0.0028715i,-0.0056925+0.0020809i,-0.0047867+0.0059017i,-0.0012806+0.006502i,0.0029258+0.0044058i,0.0043328+0.0041488i,0.002285+0.0049769i,0.0003662+0.0033245i,0.00065138+0.0011227i,0.0025226+0.00093565i,0.0027864+0.0011071i,-0.00030761-8.7961e-05i,-0.004368-0.0013405i,-0.0070628-0.0014096i,-0.0072601-0.0020881i,-0.0050606-0.0018155i,-0.0035207+0.00027827i,-0.0046283+0.0016329i
-0.0017024+0.00035898i,-0.00036532-0.00048116i,0.0016099-0.0015254i,0.0022019-0.0032993i,-0.00084871-0.0033706i,-0.0032633-0.00078455i,-0.0033722+0.0024571i,-0.0037117+0.004805i,-0.0040171+0.0066853i,-0.0044589+0.0085237i,-0.0056532+0.008694i,-0.0069851+0.0071702i,-0.0056582+0.0057787i,-0.0024722+0.0041938i,-0.00061105+0.0010697i,0.00079721-0.0027925i,0.0032154-0.0054457i,0.0058287-0.0051512i,0.0073156-0.0032686i,0.0066097-0.0017392i,0.0040224-0.0013034i,0.0014117-0.0015096i,0.00078107-0.001104i
-5.2084e-05+0.0042156i,-0.0010051+0.0042452i,-0.0031566+0.0049976i,-0.0044743+0.0043629i,-0.0032586+0.0038119i,-0.0011251+0.0040702i,0.00062672+0.0030751i,0.00074565+0.0010082i,-0.0011811-0.00016218i,-0.001308-0.001594i,0.0018151-0.0039358i,0.0045186-0.0046393i,0.0030918-0.0030568i,0.00060685-0.0017505i,-0.0010598-0.00040107i,-0.0017428+0.0017531i,-0.0032101+0.0040666i,-0.006858+0.005022i,-0.0090038+0.0038167i,-0.0077998+0.0020402i,-0.005515+0.0022888i,-0.0048043+0.0036147i,-0.004422+0.0041775i
-0.00067949-0.0014453i,-0.00093813-0.00096046i,-0.00019428+0.0013602i,6.9573e-05+0.0039261i,0.0022006+0.0048567i,0.0043912+0.0038103i,0.0037445+0.0010469i,0.0023289-0.0013898i,0.0011336-0.001833i,0.00086095-0.00064114i,0.0022866+0.00050352i,0.0034983+0.0011117i,0.0025242+0.0012176i,0.00022066+0.00033614i,-0.0010674-0.00095662i,-0.0018712-0.0036573i,-0.0022293-0.0059333i,0.00070288-0.0047745i,0.0052403-0.0011546i,0.0058676+0.00081161i,0.0047525+0.0014596i,0.0052396+0.0023582i,0.0057584+0.0019223i
0.00096361+0.00080481i,0.0016567+0.0023507i,0.0017764+0.0039501i,0.0031935+0.0061013i,0.0045244+0.0067425i,0.0024378+0.0029843i,-0.00028726-0.00088298i,-0.0014597-0.0017004i,-0.0020091-0.0011614i,-0.0027156-0.0010132i,-0.00309-0.00094533i,-0.0013236-0.001016i,0.00080465-0.001497i,0.0012624-0.0027655i,-0.00039351-0.0027066i,-0.0018778-0.0015233i,-0.0011379-0.00079589i,0.00031349-0.00018877i,-9.569e-05-0.0015701i,-0.00013005-0.0037597i,-0.00061665-0.0036589i,-0.0029181-0.0030756i,-0.002668-0.0018301i
3.2719e-05+0.00093693i,0.0027126+0.00052713i,0.0063761-0.0020468i,0.0086473-0.0046452i,0.0078042-0.005927i,0.0029521-0.0054205i,-0.0030571-0.0024166i,-0.0046874+0.00018347i,-0.0021501+0.00014496i,0.00016315-0.00078284i,0.0012132-0.0014073i,0.0010445-0.0013334i,-0.00014537-0.001211i,-0.00041254+2.2346e-05i,0.00093314+0.0016416i,0.0016036+0.0025942i,4.3507e-05+0.0039072i,-0.0013218+0.0042727i,-6.5258e-05+0.0036112i,0.00059719+0.0031036i,0.00061748+0.0021036i,0.0014462+0.0015473i,0.0017188+0.0014587i
-0.00029621+0.001064i,0.0008863+0.00021929i,0.0015533-0.0017741i,0.0011156-0.0051917i,-0.0022733-0.0067048i,-0.0049997-0.00405i,-0.0046121-0.00061055i,-0.0026824+0.0017789i,-0.00051594+0.0026553i,0.00045785+0.003059i,-0.00027875+0.0036943i,-0.00094742+0.0030626i,-8.0559e-06+0.0018197i,0.00030762+0.00026679i,-0.0010323-0.0018438i,-0.0031435-0.0029045i,-0.0044782-0.0039284i,-0.0038564-0.0064086i,-0.0027671-0.0082626i,-0.0017579-0.0072414i,-0.001632-0.0047475i,-0.0022736-0.0040417i,-0.0025127-0.0042122i
-0.0010516+0.0010146i,-0.00075839+0.0016774i,-0.0012893+0.0026771i,-0.0018966+0.003784i,-0.0025058+0.0049164i,-0.0015098+0.0054563i,-0.00013479+0.0049628i,0.00037783+0.0042219i,0.00021117+0.0039374i,-0.00027913+0.0017472i,-0.00011712-0.001136i,9.1293e-05-0.002281i,-0.00098942-0.0028729i,-0.0024816-0.0017118i,-0.0023821+0.00080742i,-1.6071e-05+0.0019016i,0.0027916+0.0013527i,0.0026667+0.0027987i,0.00067647+0.0049895i,-0.00046144+0.0057883i,-0.00044383+0.0058834i,-0.0007359+0.0045792i,-0.0023608+0.0025529i
0.00014706+0.00064293i,-0.00031499+0.00058297i,-0.00013691+0.0010497i,0.00076443+0.0011355i,0.001733+0.0017188i,0.002084+0.0022611i,0.0021785+0.0021302i,0.0013252+0.0011833i,-0.00018621+0.0006519i,0.0003045+0.0010095i,0.0019116+0.0012977i,0.0018912+0.0012628i,0.00045466+0.0016387i,-4.5203e-05+0.0018825i,0.00073283+0.00095632i,0.00020871-0.00021443i,-0.0032199-0.00084275i,-0.0055913-0.0015127i,-0.0034818-0.0013916i,0.00033018-0.00072265i,0.0018875-0.00060655i,0.0012993-0.0011885i,0.00035346-0.0014034i
0.00016058-0.0041254i,-0.00046293-0.0023282i,-0.0026115-0.00013775i,-0.0032706+0.0025508i,-0.0011851+0.0044006i,-0.00027289+0.0029083i,-0.0013314-0.00020506i,-0.0029857-0.0011739i,-0.0037232+0.00055948i,-0.0029459+0.0027846i,-0.0023519+0.0038784i,-0.0014684+0.0033117i,0.00011863+0.0017251i,0.00098119-0.00048358i,-0.00012753-0.00073088i,-0.0011499-0.00016944i,-0.00046899-0.001169i,0.00037521-0.00095824i,0.0001882+0.00010777i,1.6467e-05+0.00011444i,-0.0012056+0.0010462i,-0.00258+0.0027083i,-0.0019724+0.0043021i
0.0001579-0.0020164i,0.00081363-0.0015911i,0.002713-0.0006847i,0.0040345+0.001264i,0.0036009+0.0025844i,0.0012427+0.0018913i,-0.0025251-0.00030194i,-0.0046478-0.0015387i,-0.0040534-0.0010799i,-0.0021596-4.4723e-05i,0.00017024+0.00067468i,0.0021192+0.00070333i,0.0025055+0.00081363i,0.0021945+0.0010453i,0.0032111+0.00092451i,0.0041175-0.00055408i,0.0034818-0.0018359i,0.0024833-0.0020358i,0.0032099-0.0019273i,0.0040735-0.0019504i,0.0030648-0.0014983i,0.0029424-0.00020237i,0.0030418+0.00095741i
-0.00023917-0.00052259i,0.0014292-0.0014257i,0.0020362-0.0034061i,0.0022266-0.0044644i,0.0016622-0.0033105i,0.00027245-0.00169i,-0.0015107-0.00054573i,-0.0022726-9.2639e-05i,-0.00089783-0.00080837i,0.00021825-0.0009772i,-0.00018294-0.00015931i,0.00056356+3.8319e-06i,0.0025549-0.00061233i,0.0020316-0.0011166i,-0.00066889-0.0014573i,-0.0022557-0.00074441i,-0.0032534+0.00077532i,-0.0041423+0.0014923i,-0.0046721-4.9585e-05i,-0.0041744-0.0020726i,-0.0034068-0.0024325i,-0.0024602-0.0016401i,-0.00061731-0.0013922i
5.141e-05+0.001235i,0.00038377+0.0027894i,0.00090409+0.0022257i,0.00073435-0.00088893i,-0.0014965-0.0012738i,-0.0024781+0.00027992i,0.00022067+0.0016702i,0.002198+0.0013133i,0.0022373+0.00029416i,0.0018901+0.00029049i,0.0004337+0.00039404i,-0.0011904-0.00038788i,-0.0021929-0.0022878i,-0.0028928-0.002719i,-0.0022011-0.00039563i,-0.00054206+0.00026923i,0.0010223-0.0029425i,0.002889-0.0047369i,0.0041843-0.0023233i,0.0034058+0.00089175i,0.0021503+0.0018345i,0.0013471+0.00094704i,0.00053539-0.00025742i
-0.0026425-0.002374i,-0.0033798-0.002431i,-0.004548-0.00082302i,-0.0052852+0.0013619i,-0.0050382+0.0027355i,-0.0012635+0.004503i,0.0022648+0.0039214i,0.0020438+0.0019906i,0.0011449+0.00046408i,0.00060895-5.3077e-05i,0.0012732-0.00016549i,0.0023372-0.00063911i,0.0017464-0.0018347i,0.00041879-0.0031627i,-0.00079619-0.0035564i,-0.001516-0.0026646i,-0.0030334-0.00015831i,-0.0057408+0.0027091i,-0.0061788+0.0034005i,-0.0039895+0.0026517i,-0.0020899+0.0018887i,-0.001631+0.00033866i,-0.0017442-0.0013801i
0.0017919+0.00047185i,0.0021633+0.001361i,0.0019921+0.0033901i,0.0018128+0.0046107i,0.0014878+0.0034477i,0.0014831+0.00074937i,0.00052619-0.00056244i,-0.0021033+3.9047e-05i,-0.0040362+0.0017953i,-0.002829+0.0027316i,-0.00068685+0.0024814i,-0.00084162+0.0024413i,-0.001581+0.002228i,-0.0019687+0.0015811i,-0.0026158+0.0017543i,-0.0014416+0.0019735i,0.0010045+0.0010127i,0.0024775+0.00052325i,0.002666+0.0022121i,0.001954+0.0028064i,0.0004528+0.0022784i,-0.0011269+0.0020006i,-0.0014408+0.002316i
0.0031638-0.00093812i,0.0050827-0.0022445i,0.0072581-0.0033349i,0.0079081-0.0026936i,0.0063945-0.0031423i,0.0018852-0.0035449i,-0.0032766-0.0031979i,-0.005938-0.002651i,-0.0058608-0.00038651i,-0.0032861+0.0018528i,-0.00089256+0.0019028i,8.2667e-05+0.0019872i,0.0010138+0.0028857i,0.001712+0.003258i,0.0024027+0.0016222i,0.0011062-0.00079227i,-0.0013225-0.0025582i,-0.0021368-0.0036477i,-0.0011592-0.0038014i,0.0003391-0.0027208i,0.00055361-0.001734i,0.00034361-0.00060552i,2.8693e-05+0.00040236i
-0.00051911+0.0030498i,0.0013105+0.0051007i,0.0024563+0.0058439i,0.0035082+0.0035605i,0.0048916+0.0012058i,0.0026765-0.00027625i,-0.001789+0.00026064i,-0.0037432+0.00094896i,-0.0034294+0.00068047i,-0.0018529+0.0001213i,2.2466e-05-0.00048396i,0.0011052-0.00018568i,0.0011011+0.00045696i,-0.00041156+0.00050683i,-0.0015457+0.00025407i,-0.00037458+0.0010125i,0.0023613+0.0021569i,0.0034953+0.002836i,0.002524+0.0026835i,0.0012487+0.0011955i,0.00017623-0.00022521i,4.6351e-05+0.0002214i,0.0012325+0.00022547i
-0.00070611+0.0010389i,-0.00019361-0.00065842i,0.0020934-0.003001i,0.002714-0.0036888i,0.00089571-0.0021376i,-0.00017629-3.5062e-05i,0.00030806+0.0019045i,0.0023728+0.0020677i,0.0043934+0.00075755i,0.0037531+0.0003438i,0.0021121+0.0010304i,0.0018934+0.0014555i,0.0018131+0.00053622i,0.0011933-0.0003985i,0.0012452+1.2487e-05i,0.0017458-0.00099396i,0.00060578-0.0042076i,-0.0012538-0.0070254i,-0.00048506-0.0075574i,0.0014716-0.0051617i,0.0013444-0.0028572i,0.00040809-0.0020415i,0.00094233-0.0020123i
0.0006468-0.0021561i,-0.00020362-0.0027112i,-0.00042564-0.003462i,-0.0021218-0.003269i,-0.0030492-0.0024526i,-0.0013893+7.174e-05i,0.00010775+0.001555i,0.00077657+0.00095676i,0.00075626-0.00031755i,-0.00067299-0.0020685i,-0.0014862-0.0022729i,3.2231e-05-0.0020438i,0.0014266-0.0035851i,0.0014087-0.0048325i,0.00031858-0.0051312i,-0.001685-0.0040331i,-0.0026391-0.0015857i,-0.0037377+0.0013936i,-0.0053176+0.0030375i,-0.0043915+0.0028952i,-0.0023473+0.0025654i,-0.0012805+0.0014177i,-0.00071507-0.0004036i
-0.00041367-0.00062844i,-0.00019148+0.00065598i,-0.00082436+0.0009241i,-0.00081059+0.0028332i,-0.0010817+0.005074i,-0.0010201+0.0041086i,0.00022358+0.0014844i,-0.00062393+0.00016428i,-0.0019558+0.0009762i,-0.0012849+0.0013927i,-0.00034263+0.0011505i,-0.00050682+0.001286i,-0.0013364+0.0011349i,-0.0016581+0.00047506i,-0.0016272-8.9093e-05i,-0.0010001-0.00024301i,-6.0442e-05-0.00091503i,0.0006207-0.0011243i,0.0012616-0.00028035i,0.0019382+0.0011125i,0.0013703+0.0015455i,0.00037447+0.001022i,-0.00059622+0.0004136i
-0.0003298+0.0026567i,-0.00061795+0.0024028i,0.0019688+0.0022003i,0.0035767+0.0025091i,0.0034292+0.0022543i,0.0021435+0.00021929i,-0.00065903-0.0018026i,-0.0032069-0.0019941i,-0.0035205-0.00034638i,-0.0013989+0.00078456i,0.00080576+0.00021505i,0.00096448-0.00024849i,-0.00012375+0.0006412i,-0.00017411+0.0017124i,-0.0002032+0.0017921i,-0.0020814+0.0017786i,-0.0042468+0.0030678i,-0.0043956+0.0043993i,-0.0032536+0.0034975i,-0.0017649+0.0016525i,-0.00059731+0.00061052i,-0.00078813+0.00036857i,-0.0018003+0.00063965i
-0.0017282+0.0014481i,-0.0005776+0.0015737i,0.0016353+0.0026084i,0.0031574+0.0021058i,0.0028935-0.00033859i,-0.000149-0.0021614i,-0.0034867-0.0015371i,-0.0050478+0.00027368i,-0.0041241+0.0015392i,-0.0012872+0.0021729i,6.9468e-05+0.0013556i,-0.00051726+0.00043629i,-0.00041203+0.0011662i,-0.00082907+0.0018578i,-0.00080951+0.0026404i,0.00017578+0.0034167i,0.0022685+0.0023552i,0.005132+0.00074896i,0.0058584+0.00086114i,0.0049881+0.0013458i,0.0026485+0.0010274i,0.00084255+0.00074441i,0.00028849+0.0012033i
0.00097583-0.0020513i,0.0026232-0.0014519i,0.0033132+0.00027273i,0.0036589+0.00018657i,0.0028084+0.00045171i,0.001058+0.001631i,-0.0013989+0.0020579i,-0.001525+0.0021123i,0.00013629+0.0015363i,0.00056909+0.00092347i,0.00066434+0.0006973i,0.0010791+0.00055956i,0.0016145+0.00097762i,0.0021998+0.0012641i,0.0029226+0.00024349i,0.0032498-0.0016026i,0.0019571-0.0027245i,-0.0011901-0.0034028i,-0.0031232-0.0040132i,-0.0028703-0.0034301i,-0.0017103-0.0032148i,-0.0001276-0.0027944i,0.0005625-0.0013528i
0.003063+0.001089i,0.0035331+0.00071265i,0.0023761-0.0019067i,0.00053517-0.0025637i,-0.000757-1.3175e-05i,-0.00093966+0.0021155i,0.00071766+0.0030165i,0.0025955+0.0025672i,0.0019381+0.00049087i,-0.00083976-0.0014941i,-0.0024693-0.0008098i,-0.0018987-8.3968e-06i,0.00019574-0.0011363i,0.0020395-0.0028857i,0.0017995-0.0035259i,0.00081281-0.0032661i,-0.00018133-0.0032231i,-0.0011877-0.002523i,-0.0012612-0.0010664i,-0.0011305-0.00019209i,-0.00057984+0.00017238i,0.00060584-0.00039422i,0.0010215-0.0014244i
-0.0027247+0.0022107i,-0.0041918+0.0023334i,-0.0033974+0.0023768i,-0.0020918+0.0014982i,-0.0021797+0.00028654i,-0.001127+0.00032113i,0.0017635+0.00097795i,0.0020974+8.2912e-05i,0.00046218-0.0015692i,-0.00073155-0.0013054i,-0.00027551+0.00025874i,0.00082321+0.00044493i,0.00056598-0.00096457i,3.0826e-05-0.0014149i,0.00019522-0.0018903i,0.00032596-0.0030972i,-0.00076912-0.0037581i,-0.0013179-0.0035078i,-0.00112-0.0025459i,-0.0014885-0.0016191i,-0.0013725-0.0010507i,-0.00099071-0.0011187i,-0.0012159-0.0012064i
0.00090386-0.0020993i,0.0023505-0.0018517i,0.0020152-0.00064013i,0.0021169+0.00073091i,0.0030616+0.0014192i,0.0020955-0.00014768i,0.00023869-0.0024053i,-0.00054158-0.0030364i,-0.0010709-0.0013493i,-0.00064384-0.00013926i,0.00068898+0.00028591i,0.0012743+0.00026931i,0.00059157-0.00018824i,-0.0012103-0.00041791i,-0.0031019-0.00023779i,-0.002835-6.5689e-05i,-0.0021653+0.00058205i,-0.0025354+0.0025946i,-0.002167+0.004152i,-0.0010458+0.0037414i,-0.0009039+0.0037031i,-0.0016246+0.0027667i,-0.0019347+0.00087396i
0.0047522+0.00092041i,0.0057775+0.0032723i,0.0040866+0.0031868i,0.0030005+0.0029356i,0.0015457+0.0019445i,-3.3187e-05+0.0007666i,-0.0017038+0.00010905i,-0.0035143+0.00092013i,-0.0027265+0.0025693i,-0.0010628+0.0025649i,-0.00040564+0.001773i,-0.00078927+0.0027488i,-0.0016598+0.0037628i,-0.0026075+0.0030437i,-0.0024214+0.0040202i,-0.00089325+0.0050276i,-0.00013326+0.0040043i,0.00020331+0.0027703i,0.0020548+0.0014422i,0.0036217+0.0007398i,0.0031852+0.00057906i,0.0017824+0.00048935i,8.1153e-05+0.00077644i
-0.0010403+0.0028799i,-5.9162e-05+0.001592i,0.0023925-0.00089504i,0.003608-0.0016656i,0.0024285-0.00058183i,0.00024277-0.00029235i,-0.0026818-3.1582e-05i,-0.0038798+0.0023646i,-0.0015883+0.0039917i,0.00062982+0.0028154i,0.00053085+0.00044022i,-0.00048434+0.00024243i,-0.00041829+0.001364i,0.0009429+0.0013046i,0.0012561+0.00057591i,0.0011694+0.00017033i,0.0014275-0.00017685i,0.00060249+0.0002872i,-0.0003953+0.00032235i,-0.00076203-0.00024992i,-0.0012095-0.00037017i,-0.00053497-0.00015512i,0.0010908+0.00057733i
-0.0030604-0.0018194i,-0.0026023-0.0020253i,-0.0007482-0.00047282i,0.0023096-0.0011056i,0.0031592-0.0016959i,0.00044568-0.00038188i,-0.0019026+0.0016294i,-0.0015255+0.0023556i,-0.0010058+0.0023465i,-0.0010572+0.0016593i,-0.00047594+0.0013688i,-0.00012325+0.0018991i,0.0010668+0.00096191i,0.0022451-0.00027177i,0.0024069-0.00069829i,0.0025484-0.0009731i,0.0018912-0.0014583i,0.00094444-0.0021098i,0.0008969-0.0020265i,0.00068638-0.0017734i,0.00064534-0.0015235i,0.00059895-0.00090443i,0.0010173-0.00085779i
0.0043041-0.0017471i,0.0042204-0.0032386i,0.0023967-0.0050004i,0.0002903-0.0038971i,-5.7599e-05-0.0011361i,0.0004984+0.0013377i,0.0011495+0.0022004i,0.001744+0.00013881i,3.8642e-05-0.001956i,-0.0016251-0.0019082i,-0.00027868+0.0003291i,0.0016913+0.0010784i,0.0020142-0.00074504i,0.0019845-0.0017691i,0.0019844-0.0026951i,0.0017808-0.0047133i,0.00039703-0.004789i,-0.0013944-0.002667i,-0.002935-0.0015959i,-0.0025707-0.0012999i,-0.0017543-0.0013772i,-0.00059625-0.0022376i,0.00066016-0.0019968i
0.0028418+0.0047312i,0.0036728+0.0060687i,0.0038599+0.0043231i,0.0028676+0.0021241i,0.0017048+0.0021872i,0.0019504+0.0023316i,0.0022172+0.00058441i,0.0016806-0.00081617i,-0.00052956-0.0013482i,-0.0023394-0.0016621i,-0.0013131-0.00051955i,0.00075575+0.00062375i,0.0012198-0.00031816i,-6.9471e-07-0.00096122i,-0.0013958-0.00039495i,-0.0021478-0.00066035i,-0.0024393-0.0015338i,-0.0019118-0.0017598i,-0.0011507-0.00086292i,-0.00066618+0.00040823i,-0.00072283+0.0017645i,-0.0015705+0.00089172i,-0.0018347-0.00099243i
-0.0030461-0.0013394i,-0.0037707-0.0019458i,-0.002733-0.00056755i,-0.00023473+0.0017816i,0.0014389+0.0016999i,0.0014836+0.00039936i,0.00018107-0.0010115i,-0.0020729-0.00092867i,-0.0026722+0.00051114i,-0.0013341+0.000912i,-0.00046578+0.0002331i,-0.00064406+0.00038838i,-0.0020858+0.00054527i,-0.0030572-0.00056445i,-0.0030559+7.6178e-05i,-0.0024586+0.0018896i,-0.0015428+0.0021956i,-0.0013541+0.0018688i,-0.00076081+0.0014928i,0.00049123+0.00084327i,0.00085664-0.00010016i,1.5042e-05-0.0001502i,-0.0011537+0.00010838i
0.0017227-0.0025219i,0.001089-0.00095725i,-4.6872e-05+0.001421i,0.00021818+0.0012223i,8.4064e-05+0.00023588i,-0.0020253+0.00039992i,-0.0039611+0.00080917i,-0.0038433+0.0016375i,-0.0018504+0.0028217i,0.00056307+0.0023819i,0.00021035+7.3894e-05i,-0.001544-0.00043142i,-0.0027035+0.00037065i,-0.0025283+0.00044563i,-0.00089202+0.00039894i,0.00044532+0.00032959i,0.00075006+0.00051742i,0.0010327+0.00040842i,0.0013182+0.00062116i,0.000671+0.0012923i,0.00015775+0.0012329i,0.00061633+0.00048011i,0.00077237+0.00073904i
0.00054742+0.00049288i,0.00041494-0.00057728i,-7.3203e-06-0.00069887i,0.00069939+0.0004635i,0.00093745+0.0012127i,-0.0009125+0.0015331i,-0.0027148+0.0022278i,-0.002482+0.002573i,-0.0003127+0.0028513i,0.0014653+0.0027538i,0.0014984+0.0014305i,0.00085079+0.00091426i,0.0011992+0.0015607i,0.0017777+0.001116i,0.0019202+3.1637e-05i,0.001594+0.00033273i,0.0013484+0.00046912i,0.0011361+0.00021961i,0.00050108-0.00018868i,0.00026649-0.00063338i,0.00064945-0.00054959i,0.0011429+0.00052576i,0.00092459+0.0015794i
-0.00079523+0.0029563i,0.001506+0.0027635i,0.0026903+0.0015267i,0.0020677-0.00034201i,0.0015637-0.0010278i,0.0019094-0.0011112i,0.0014497-0.00060571i,0.00013307+0.00024947i,-0.00075838+1.6599e-05i,-0.0006589+0.00044103i,0.00098043+0.0014159i,0.0031237+0.0015283i,0.0036634+0.0010026i,0.0027182+0.00065443i,0.0017969-0.00054399i,0.0010107-0.0028135i,0.00024523-0.0031089i,-0.00075653-0.0019512i,-0.0013086-0.0010414i,-0.0013034-0.0010253i,-0.00083196-0.0011211i,-0.00022827-0.0010405i,0.00037386-0.00088662i
0.0002211-0.0037239i,-0.0007264-0.0046417i,-0.00072515-0.0033631i,-0.00013639-0.0021813i,0.00070868-0.0022594i,0.0013758-0.0013934i,0.0019145-0.00048517i,0.0019909-0.0010677i,0.00077814-0.0025318i,-0.0012646-0.0020845i,-0.0016216+0.0005311i,0.00031035+0.0014256i,0.0015784+0.000248i,0.00050533-0.00090927i,-0.00040738-0.0011855i,-0.00077626-0.0013357i,-0.0021007-0.0022785i,-0.0029183-0.0031608i,-0.0020701-0.0024388i,-0.00066859-0.0016955i,-8.6126e-05-0.0018i,0.00011733-0.0022295i,-5.7196e-05-0.0025136i
0.0017635+0.0014571i,0.003577+0.0039962i,0.0034626+0.0054269i,0.0019185+0.0046041i,-0.00029509+0.0032238i,-0.0011165+0.0019413i,-6.5518e-05+2.8851e-05i,-0.00020932-0.0012198i,-0.00095041-0.0021439i,-0.0016333-0.0024116i,-0.0027119-0.001841i,-0.0022322-0.0014811i,-0.0010577-0.001484i,-0.0013605-0.0015463i,-0.0018417-0.0012088i,-0.0011302-0.00072039i,-0.0011309+0.00030472i,-0.00145+0.0017058i,-0.0015899+0.0019337i,-0.00078994+0.0012641i,-0.0005578+0.00059074i,-0.0019592-0.00017044i,-0.0031848-0.0011919i
-0.003454-0.00015159i,-0.0025507-0.0016271i,-0.0012937-0.0015913i,0.00044864+0.00011713i,0.0024715+0.00063518i,0.0026845-0.00022805i,0.00095331-0.00031222i,-0.0014388+0.0011113i,-0.0024357+0.0017348i,-0.0021345+0.0001403i,-0.0021565-0.001838i,-0.0024515-0.0017382i,-0.0018984-0.00025169i,-0.0015094+0.00083785i,-0.0019991+0.00063322i,-0.0020939+0.001186i,-0.00098524+0.002485i,0.00020105+0.0025587i,0.0010455+0.002212i,0.0017517+0.0014094i,0.0015989+0.0008856i,0.00036098+0.0012524i,-0.0010061+0.0013639i
0.0046024+0.0015473i,0.0046283+0.0025921i,0.0048598+0.001695i,0.0036685-0.00015031i,0.0011654-0.00091176i,-0.0018553+5.0885e-05i,-0.0034802+0.00070979i,-0.0023313+0.0012369i,0.00016221+0.0023495i,0.0026967+0.0013438i,0.0028733-0.00085122i,0.00067203-0.00022225i,-0.0013438+0.0018463i,-0.0007956+0.0023287i,0.00091778+0.0012896i,0.0021763+0.0015516i,0.002108+0.0020263i,0.0012745+0.0018219i,9.5278e-05+0.00087665i,-5.4027e-05-4.6125e-05i,-8.4592e-05+0.00031687i,-0.00055647+0.0012447i,0.000204+0.0019447i
-0.0016058-0.00082109i,-0.0025177-0.0025726i,-0.0022956-0.0019379i,-0.0019253-0.0014487i,-0.00089282-0.0017393i,9.8349e-05-0.00086177i,-0.0010811+0.00062894i,-0.0020123+0.0015662i,-0.00082668+0.0023439i,0.00081804+0.0033887i,0.0017677+0.0031301i,0.0020601+0.0016743i,0.0015948+0.00098648i,0.001173+0.00024544i,0.00087096-0.00056812i,0.00075635-0.00078886i,0.00068712-0.0020559i,9.7728e-05-0.0030731i,-0.00056046-0.0029283i,-0.001366-0.0017023i,-0.0014555-0.000581i,-0.00052023+0.00032112i,0.00097061+0.0010399i
0.0027062+0.0021533i,0.0039402+0.0040836i,0.0038066+0.0038221i,0.0024562+0.0024231i,0.00051959+0.0019769i,-0.001+0.002199i,-0.00023842+0.0017916i,0.00088922+0.00065943i,-0.00045855-0.00010124i,-0.0020437+0.001256i,-0.0014631+0.0034128i,0.00027608+0.0034356i,0.0013716+0.001603i,0.0011025+0.00026431i,-0.00080897+2.8377e-05i,-0.0021787-0.00033964i,-0.0022483-0.0010395i,-0.0017108-0.00074211i,-0.00082126-0.00035803i,-0.00013434-0.0010834i,0.0002712-0.0014032i,0.00055754-0.0014635i,0.00035199-0.0013626i
0.0012684-0.0026778i,-0.00040914-0.0047225i,2.6809e-05-0.0064959i,0.00065001-0.0052053i,0.00040697-0.0026964i,0.0005216-0.0012382i,0.00040362-0.0014353i,-0.00012715-0.0021378i,-0.00041101-0.0029202i,-0.0010225-0.003006i,-0.0020656-0.0018236i,-0.0017947-7.8994e-05i,-0.00081557+0.00010432i,-0.00040158-0.0014316i,0.00015746-0.0025737i,0.00019866-0.0016536i,-0.0012494-0.0011706i,-0.0017464-0.0021386i,-0.00061167-0.0009609i,-0.00016533+0.00028275i,-0.00041956-0.00017777i,-0.00063687-0.0005141i,-0.00060399-5.5922e-05i
-0.00070823+0.001592i,0.00025721+0.0023792i,0.00036069+0.0032146i,0.0012902+0.0019817i,0.0026999-0.00014681i,0.0023848-0.0020533i,-0.00018923-0.0028026i,-0.0017478-0.0018655i,-0.0020404-0.0012497i,-0.0017782-0.0018044i,-0.00090613-0.0027228i,-0.00074179-0.0030683i,-0.00050575-0.0018709i,-0.00066138-0.0016321i,-0.00080616-0.0013162i,-0.0012295+2.4346e-05i,-0.0023946+0.0010517i,-0.0021006+0.0010202i,-0.000447+0.00088341i,0.00029722+0.00060128i,-9.7558e-05+0.0003322i,-0.00084055+0.00071714i,-0.00067574-0.00019079i
-0.002148+0.0024788i,0.00081479+0.0021038i,0.0033112+0.002988i,0.0042522+0.0024199i,0.0041514+0.0012676i,0.0016451+8.8783e-05i,-0.0018014-0.00026234i,-0.0025955+0.00074121i,-0.0011144+0.0025819i,0.001461+0.0015965i,0.0025024-0.0010609i,0.00097883-0.0014019i,-0.00020768-0.0003421i,-0.0007557-0.00038759i,-0.00068941-0.00034221i,0.00022921+0.00024813i,0.00052091+0.0010104i,0.00066031+0.0014723i,0.0011109+0.0012014i,0.00091154+0.00039932i,-0.00015387-0.00038719i,-0.00048372-0.00015683i,-0.0007673+0.00029249i
