-0.0012254+0.0003457i,0.00044259+0.00017873i,0.00064704+0.00098938i,0.0002776+0.0010746i,-0.00075516+0.0011525i,-0.00047968+0.0013258i,-4.3775e-06+0.0012864i,-0.00020541+0.001161i,0.0007896+0.00042348i,0.0017123-0.0005487i,0.0012208-0.00062127i,0.00077286-0.00029377i,0.00041747-0.00067818i,0.00039306-0.0013665i,0.00068434-0.0011734i,0.0009512-0.00090664i,0.00066363-0.00073993i,0.00047372-0.00040509i,0.00052671-0.00025316i,0.00033892-0.00013368i,0.00016696-0.00082713i,-0.00010528-0.00036188i,-0.00030479+0.00028834i
-0.038343+0.15755i,-0.12295+0.25917i,-0.23104+0.23219i,-0.29702+0.096757i,-0.278+0.031427i,-0.19508+0.052379i,-0.087029+0.049841i,-0.0011902+0.02158i,0.023155+0.00816i,0.0019472+0.012303i,-0.01582+0.019425i,-0.012908+0.012595i,-0.0028044-0.00063149i,0.0092798-0.011222i,0.013317-0.026408i,0.0027607-0.038721i,-0.0076952-0.034735i,-0.0078729-0.013981i,0.0037388+0.010306i,0.019206+0.01536i,0.023354+0.0029647i,0.01666-0.0054971i,0.0048832-0.0063283i
-0.090466-0.10634i,-0.1383-0.19021i,-0.080567-0.16308i,0.070781-0.01375i,0.18552+0.085308i,0.20108+0.066816i,0.15589+0.0094527i,0.084557-0.040982i,0.022095-0.052076i,0.011586-0.03052i,0.029574-0.01421i,0.033324-0.003525i,0.017522+0.0034321i,-0.0091978+0.0084334i,-0.026132+0.020646i,-0.023616+0.029595i,-0.016128+0.025221i,-0.008446+0.0086466i,-0.0054244-0.01299i,-0.015711-0.02185i,-0.026657-0.0099227i,-0.023939+0.0057417i,-0.011145+0.01384i
0.12633-0.037251i,0.23521-0.05492i,0.22484-0.096794i,0.057519-0.16965i,-0.095498-0.20262i,-0.12831-0.16308i,-0.1065-0.083481i,-0.072394+0.0024388i,-0.028394+0.042876i,-0.0083251+0.036274i,-0.010803+0.018633i,-0.014118-0.0029065i,-0.014671-0.019024i,-0.0034463-0.020129i,0.013208-0.016869i,0.018266-0.014473i,0.013511-0.0084036i,0.0022636+0.0020682i,-0.004156+0.02088i,0.012598+0.037789i,0.039616+0.03665i,0.049705+0.021434i,0.038378+0.0052649i
-0.045376+0.14997i,-0.10818+0.30568i,-0.11565+0.42608i,-0.010841+0.42687i,0.079536+0.33775i,0.061618+0.24093i,0.030009+0.15427i,0.031296+0.058543i,0.015324-0.0042983i,-0.0044556-0.0083391i,-0.0025851+0.00045985i,-0.0020973+0.0017529i,-0.0080306+0.0059109i,-0.015149+0.0073601i,-0.024288+0.0041497i,-0.029769+0.005409i,-0.025523+0.01025i,-0.0098208+0.0083573i,0.003832-0.0070989i,-0.001644-0.02773i,-0.018493-0.039279i,-0.026876-0.037579i,-0.021244-0.025409i
-0.090567-0.13373i,-0.14583-0.30482i,-0.14909-0.45471i,-0.12445-0.45437i,-0.11147-0.33653i,-0.089751-0.22122i,-0.081378-0.14475i,-0.095446-0.072943i,-0.075512-0.014729i,-0.037619-0.0046062i,-0.026984-0.0086064i,-0.015814+0.0013666i,0.0069361+0.0078189i,0.022815+0.010072i,0.033911+0.0085533i,0.038742-0.0012317i,0.030602-0.010345i,0.0094971-0.01026i,-0.010048+0.0031563i,-0.01037+0.025914i,0.0015505+0.043398i,0.0073487+0.0456i,0.0081514+0.033292i
0.14052-0.008567i,0.26882+0.046134i,0.30342+0.15094i,0.20744+0.21075i,0.10014+0.15536i,0.023464+0.065271i,-0.017527+0.043088i,0.013797+0.05386i,0.054166+0.030717i,0.046578+0.0093788i,0.025749+0.01403i,0.005752+0.015885i,-0.011908+0.0083281i,-0.018287-0.004791i,-0.020584-0.012368i,-0.018625-0.0052317i,-0.0085989+0.0063881i,0.0042273+0.010766i,0.012616-0.00093457i,0.007568-0.028652i,-0.0063257-0.049911i,-0.014357-0.047375i,-0.016527-0.032921i
-0.048752+0.11235i,-0.10842+0.16772i,-0.11941+0.10414i,-0.057587-0.04224i,-0.0053811-0.077212i,0.033621-0.0013141i,0.074718+0.01807i,0.046646-0.020862i,-0.013699-0.021475i,-0.022532-0.008057i,-0.002188-0.020929i,0.014342-0.035096i,0.021466-0.033982i,0.01596-0.020589i,0.0060461-0.0061035i,9.7058e-05-0.001736i,-0.00045557-0.0061276i,-0.00012617-0.012566i,-0.0062135-0.0073799i,-0.011354+0.015816i,-0.0079142+0.036897i,-0.003381+0.036432i,-0.0026585+0.025319i
-0.066568-0.085842i,-0.13001-0.16069i,-0.173-0.13777i,-0.16549-0.00017668i,-0.093993+0.06557i,-0.016718+0.0087079i,0.0019675-0.013032i,0.016085+0.021148i,0.042624+0.011795i,0.031047-0.01762i,0.0048785-0.010152i,-0.0049916+0.005505i,-0.010234+0.0082279i,-0.0093556+0.0037676i,9.9388e-05-0.0043627i,0.0048235-0.0087066i,0.0012654-0.0056992i,-0.0016412+0.0037395i,0.0045164+0.0071583i,0.016087-0.0099656i,0.021116-0.03242i,0.017797-0.035864i,0.01358-0.024316i
0.10484-0.0069174i,0.23078+0.0032123i,0.31249-0.0082928i,0.27253-0.07944i,0.135-0.11658i,0.0032708-0.052131i,-0.015542+0.010029i,0.018474-0.0069228i,0.0020223-0.026149i,-0.017159-0.0013506i,-0.005223+0.011622i,0.0004587+0.0059408i,-0.0013095+0.0065472i,-0.0038018+0.011496i,-0.0091243+0.01854i,-0.0091279+0.02136i,-0.0027279+0.013076i,0.001053-0.0016709i,-0.0050811-0.0056877i,-0.019739+0.012069i,-0.029364+0.033259i,-0.024233+0.036838i,-0.01224+0.027605i
-0.059087+0.090577i,-0.16626+0.16358i,-0.27635+0.20648i,-0.27274+0.2299i,-0.13169+0.22775i,0.013857+0.14575i,0.026442+0.037825i,-0.033593+0.0092722i,-0.038632+0.031595i,-0.014564+0.029686i,-0.012538+0.01698i,-0.010834+0.0068929i,-0.0019681-0.0058322i,0.0071869-0.015467i,0.014289-0.025391i,0.0083548-0.030944i,-0.0049603-0.023876i,-0.0093882-0.0088411i,0.00058457-0.00077704i,0.020578-0.0071693i,0.036576-0.013149i,0.038696-0.0086322i,0.030899-0.0058115i
-0.027396-0.08933i,0.011343-0.18282i,0.13159-0.23838i,0.22294-0.25444i,0.14187-0.2808i,-0.026623-0.24514i,-0.082855-0.12091i,-0.029278-0.0357i,0.0036737-0.025771i,0.00092038-0.02247i,0.0051625-0.007144i,0.011567+0.0093734i,0.010312+0.020971i,0.0032855+0.023807i,-0.0031768+0.024067i,-1.6401e-05+0.024188i,0.009134+0.020842i,0.014641+0.014423i,0.007517+0.0097268i,-0.011755+0.012375i,-0.027583+0.013269i,-0.030972+0.0032i,-0.02974-0.0055763i
0.078214+0.0063743i,0.11848+0.038584i,0.050033+0.07033i,-0.09196+0.10286i,-0.12449+0.16893i,-0.020012+0.19153i,0.049512+0.098568i,0.023338+0.015588i,0.0023513+0.019345i,0.017634+0.02968i,0.020959+0.009543i,0.0071558-0.011986i,-0.0033882-0.024268i,-0.0064086-0.028924i,-0.0045817-0.023131i,-0.0033553-0.011009i,-0.0079364-0.003518i,-0.013905-0.00494i,-0.0094687-0.010865i,0.010014-0.016113i,0.02426-0.016277i,0.017986-0.0075708i,0.00537+0.0033866i
-0.039066+0.073316i,-0.069159+0.13136i,-0.020191+0.14098i,0.11844+0.070891i,0.19947-0.044039i,0.14918-0.12066i,0.061366-0.087986i,0.020091-0.025979i,0.0071471-0.02593i,-0.014994-0.038734i,-0.02553-0.020817i,-0.013667-0.002098i,-0.0041502+0.0032639i,-0.0040587+0.0038355i,-0.0076127-0.0016924i,-0.01014-0.0067281i,-0.0036089-0.0035473i,0.0055433+0.0021799i,0.0014607+0.0032906i,-0.016288-0.0010825i,-0.030225-0.0076449i,-0.026195-0.0090432i,-0.012461-0.0048054i
-0.045101-0.07143i,-0.089311-0.16943i,-0.15741-0.2391i,-0.26119-0.20576i,-0.32708-0.078544i,-0.27829+0.057319i,-0.13709+0.10056i,-0.015906+0.054785i,0.01458+0.015048i,0.0085299+0.0083556i,0.0072163+0.0011134i,0.005671-0.0081671i,0.0047438-0.0077511i,0.0065674+0.00045611i,0.014269+0.012095i,0.023019+0.01644i,0.021336+0.0095054i,0.0090746+0.0045485i,0.0032387+0.0085145i,0.011583+0.015787i,0.01898+0.019952i,0.016951+0.016795i,0.013627+0.0086565i
0.083879+0.0082483i,0.16558+0.055579i,0.22887+0.14324i,0.28333+0.20744i,0.34258+0.16733i,0.31191+0.047814i,0.15949-0.024086i,0.029551-0.01212i,0.0055401+0.0030819i,0.012726-0.0059163i,0.0040947-0.0067798i,-0.0085417+0.0010588i,-0.016687+0.0051982i,-0.02044+0.0017408i,-0.02612-0.0089932i,-0.03149-0.016833i,-0.027081-0.014009i,-0.015201-0.0068063i,-0.011674-0.0031882i,-0.019944-0.0031658i,-0.021462-0.0019519i,-0.0076778-0.00068178i,0.0045021-0.0040598i
-0.035088+0.058068i,-0.084543+0.074236i,-0.1253+0.0052768i,-0.17008-0.13246i,-0.2505-0.20448i,-0.27674-0.14319i,-0.18269-0.04286i,-0.076956+0.0052982i,-0.041701+0.015508i,-0.036384+0.022899i,-0.020958+0.023719i,-0.00021515+0.011963i,0.013918+0.0001673i,0.02202-7.6309e-05i,0.027775+0.0060588i,0.028848+0.0067085i,0.023011-0.000748i,0.015652-0.008054i,0.017443-0.0070119i,0.027184+0.00031236i,0.028073+0.0043157i,0.012464+0.0015232i,-0.0067917-0.0018071i
-0.025698-0.05395i,-0.039009-0.077195i,-0.020693-0.0049589i,0.041986+0.14954i,0.12101+0.22769i,0.15164+0.16199i,0.10762+0.044435i,0.0508-0.024889i,0.029966-0.030863i,0.031101-0.021767i,0.024689-0.022258i,0.0084197-0.015072i,-0.0016376-0.0044752i,-0.0063393-0.0040903i,-0.007955-0.008177i,-0.0058545-0.0093109i,-0.0048746-0.0037258i,-0.0059452+0.0048628i,-0.01045+0.0037827i,-0.017411-0.0059595i,-0.018616-0.0081792i,-0.012617-4.3637e-05i,-0.0065297+0.008959i
0.070429-0.001947i,0.1445-0.016217i,0.19017-0.095252i,0.16269-0.22873i,0.095388-0.29659i,0.041204-0.24088i,0.01189-0.12234i,-0.0058107-0.029662i,-0.017122+0.0011419i,-0.023477+0.0060358i,-0.019536+0.015393i,-0.0072991+0.018857i,0.00015641+0.014449i,0.0021068+0.010955i,-0.0040789+0.012441i,-0.015343+0.018442i,-0.01662+0.019351i,-0.010386+0.010833i,-0.0036336+0.0060409i,0.005606+0.010068i,0.011933+0.0080013i,0.012581-0.0024831i,0.012707-0.0079507i
-0.037919+0.056472i,-0.10713+0.12123i,-0.17421+0.18857i,-0.20798+0.24582i,-0.20387+0.27357i,-0.14394+0.2449i,-0.032535+0.15856i,0.050086+0.062838i,0.057328+0.015983i,0.035028+0.0086291i,0.019358+0.0012782i,0.0074422-0.010836i,-0.0032289-0.017197i,-0.0058487-0.017592i,0.0040507-0.019668i,0.015781-0.022813i,0.017302-0.019343i,0.011612-0.0086642i,0.0070304-0.0039625i,0.00091999-0.009332i,-0.0083842-0.010928i,-0.013922-0.0035291i,-0.012212+0.00058557i
-0.020645-0.077522i,-0.01593-0.17218i,0.029589-0.25548i,0.11513-0.2746i,0.18023-0.24169i,0.1428-0.17358i,0.029596-0.085773i,-0.042274-0.022123i,-0.041187-0.0084967i,-0.024577-0.017692i,-0.016008-0.01491i,-0.0034684-0.0015122i,0.0058948+0.0059131i,0.0033293+0.0088739i,-0.0048186+0.013742i,-0.0097483+0.016847i,-0.0060159+0.011553i,-0.0007472+0.0010161i,7.8897e-05+0.00011511i,0.0041732+0.010382i,0.013568+0.015531i,0.01953+0.0076338i,0.016415-0.001728i
0.062958+0.026869i,0.10926+0.067516i,0.074711+0.11349i,-0.063037+0.13288i,-0.17524+0.11903i,-0.15947+0.079959i,-0.0828+0.0425i,-0.029431+0.034566i,-0.0041027+0.033247i,0.0059382+0.027521i,0.010898+0.02288i,0.0094423+0.0097145i,0.001324-0.0034127i,-0.0008906-0.006573i,0.0055059-0.0074563i,0.011588-0.008893i,0.011167-0.0059147i,0.0033428-0.0015308i,-0.0048623-0.0056731i,-0.01141-0.017585i,-0.01998-0.020656i,-0.025432-0.0095209i,-0.023758+0.0011188i
-0.041302+0.045606i,-0.08653+0.096645i,-0.063301+0.12981i,0.052575+0.11211i,0.12984+0.060538i,0.097609+0.012343i,0.037203-0.034358i,0.0010482-0.070389i,-0.015575-0.064762i,-0.01732-0.042911i,-0.019366-0.032659i,-0.021293-0.021241i,-0.01396-0.0074818i,-0.0087408+0.00031139i,-0.010978+0.00049802i,-0.015463-0.004717i,-0.016114-0.0081235i,-0.010138-0.0049215i,-0.0053387+0.0030163i,-0.0027953+0.01608i,0.0033+0.025802i,0.01062+0.024172i,0.014045+0.018547i
-0.01642-0.069199i,-0.039021-0.15153i,-0.076808-0.21382i,-0.1133-0.20438i,-0.089806-0.15931i,-0.019386-0.11078i,0.016801-0.040389i,0.015414+0.021807i,0.0095367+0.030768i,0.0021061+0.014911i,0.00061097+0.010391i,0.0059013+0.0097953i,0.0081027+0.0067253i,0.0093142+0.0026112i,0.012597+0.0031419i,0.014803+0.010249i,0.011199+0.015014i,0.0039768+0.013715i,0.0010903+0.0078255i,0.00092898-0.005376i,-0.003049-0.019712i,-0.0077341-0.025819i,-0.0060434-0.024536i
0.066258+0.027743i,0.15457+0.088502i,0.23608+0.15637i,0.23664+0.18318i,0.14404+0.16843i,0.049752+0.12101i,0.043562+0.052783i,0.071099-0.0017823i,0.061105-0.018071i,0.038183-0.0093374i,0.023088-0.0064226i,0.0065871-0.0070129i,-0.006206-0.0026249i,-0.010075-3.4922e-05i,-0.010891-0.0018925i,-0.011727-0.0046719i,-0.0077084-0.0045968i,0.0011718-0.0016166i,0.0065412+0.0037152i,0.0076466+0.014651i,0.0086213+0.026064i,0.0087599+0.02829i,0.0053191+0.020476i
-0.053408+0.026733i,-0.13591+0.029496i,-0.2055-0.018685i,-0.19094-0.09796i,-0.109-0.12362i,-0.046512-0.054887i,-0.040193+0.031736i,-0.049135+0.061607i,-0.039732+0.050115i,-0.026645+0.033023i,-0.018218+0.026026i,-0.0035914+0.019542i,0.0074569+0.0047468i,0.0071023-0.0051167i,0.0051782-0.0054682i,0.0047413-0.0032331i,0.0012547-0.0022595i,-0.0025804-0.004605i,-0.0031162-0.0090928i,0.0010642-0.017726i,0.0052385-0.02891i,0.0044757-0.032363i,0.00044996-0.025186i
0.0093669-0.064157i,0.041408-0.1275i,0.076334-0.14232i,0.074065-0.072039i,0.032792-0.013476i,-0.0075388-0.028674i,-0.018682-0.039336i,-0.0046065-0.014325i,0.0063179-0.0030786i,0.0062731-0.0039297i,0.011318-0.0027171i,0.016618-0.0047192i,0.015027-0.0050421i,0.011373-0.0030238i,0.0088233-0.0034122i,0.011394-0.0063152i,0.017123-0.0083492i,0.017115-0.006195i,0.0098158+0.00036665i,-0.00089722+0.010722i,-0.0096951+0.021846i,-0.010969+0.026483i,-0.007272+0.024514i
0.040389+0.037993i,0.077621+0.089422i,0.085974+0.11026i,0.043731+0.064716i,-0.015308+0.031938i,-0.048612+0.038675i,-0.054549-0.00040663i,-0.057062-0.053528i,-0.047727-0.046524i,-0.026166-0.020868i,-0.01809-0.0098351i,-0.017133-0.0013342i,-0.012573+0.0048619i,-0.0083162+0.0085012i,-0.0063237+0.010719i,-0.007866+0.011008i,-0.0096611+0.010099i,-0.0085941+0.00563i,-0.0041809-0.0019403i,0.0028841-0.011587i,0.010527-0.018348i,0.013338-0.016937i,0.012763-0.010512i
-0.062782+0.018306i,-0.15046+0.032072i,-0.21703+0.047154i,-0.1778+0.051534i,-0.056207+0.0066614i,0.05003-0.052055i,0.078719-0.038798i,0.058128+0.0047884i,0.033742+0.0077648i,0.01264-0.0053045i,0.0038785-0.0078468i,0.0021519-0.010018i,-0.0028362-0.0099256i,-0.0063452-0.0079846i,-0.0072486-0.011116i,-0.0075251-0.012525i,-0.0082451-0.0074186i,-0.0074396-0.00037686i,-0.0067237+0.0047076i,-0.0127+0.0095592i,-0.02243+0.012669i,-0.024344+0.010537i,-0.017639+0.0041523i
0.021717-0.054846i,0.077357-0.12045i,0.14195-0.16313i,0.14288-0.13033i,0.064337-0.041414i,-0.01463+0.016256i,-0.024307+0.0056284i,0.0042449-0.018855i,0.013839-0.022221i,0.0090766-0.018813i,0.0024023-0.018641i,-0.0046881-0.013999i,-0.0047946-0.00623i,0.00035049-0.0022444i,0.0062587+0.00075061i,0.0081401+0.0033699i,0.0051993+0.00028438i,0.0023896-0.0055506i,0.0022982-0.0071542i,0.0096369-0.0071801i,0.022191-0.0072322i,0.026239-0.0047437i,0.017457-0.00235i
0.027933+0.049801i,0.044358+0.13236i,0.030622+0.20958i,0.0068481+0.20592i,0.026549+0.13897i,0.063377+0.095351i,0.051439+0.091178i,0.015472+0.083923i,0.0061318+0.058986i,0.0073757+0.035535i,0.0047771+0.026668i,0.0066898+0.020357i,0.0074265+0.010368i,0.0028181+0.0034902i,-0.0032729+0.00015565i,-0.0056543+0.00059985i,-0.0025091+0.0053617i,-0.0012034+0.0091133i,-0.0067143+0.0094873i,-0.016578+0.010667i,-0.025128+0.011529i,-0.02461+0.0086994i,-0.017115+0.0033344i
-0.049532-0.0097993i,-0.098896-0.040964i,-0.11034-0.090818i,-0.05638-0.12937i,-0.024582-0.14646i,-0.054787-0.13336i,-0.057876-0.075626i,-0.020458-0.021017i,-0.0074274-0.0021598i,-0.011841+0.0045333i,-0.0075741+0.0042422i,-0.0027211-0.0033622i,-0.00025249-0.0095817i,0.0012322-0.012106i,0.0012978-0.010789i,0.0024731-0.0071334i,0.003309-0.0052861i,0.0043178-0.0045001i,0.0097101-0.0032434i,0.019604-0.0029348i,0.02741-0.0022149i,0.024971-0.0010697i,0.016621+0.0018825i
0.035415-0.035829i,0.085546-0.074233i,0.1187-0.08612i,0.079875-0.036375i,0.018111+0.050586i,-0.0069164+0.097257i,-0.024352+0.04992i,-0.039999-0.013132i,-0.029736-0.020955i,-0.0098718-0.0094563i,-0.0017879-0.0029767i,0.0023261+0.0022936i,0.0062932+0.0039989i,0.0075468+0.0052874i,0.0076604+0.0061595i,0.0075706+0.0040199i,0.0071259+0.0018994i,0.0047911+0.0017672i,-0.0013572+0.0018637i,-0.011691+0.00034301i,-0.019078-0.0026524i,-0.016546-0.003423i,-0.0084983-0.001442i
0.0055634+0.041573i,0.0013689+0.10608i,-0.0066525+0.14422i,0.00020401+0.083018i,0.018705-0.045631i,0.042636-0.126i,0.06387-0.10345i,0.058531-0.049256i,0.031258-0.025391i,0.010954-0.014796i,0.0093438-0.005882i,0.0080977-0.0029888i,-0.00033718-0.00054408i,-0.0079951+0.0023687i,-0.011513+0.0043499i,-0.011155+0.005635i,-0.0087005+0.0058706i,-0.0031281+0.0042305i,0.0042197+0.0010094i,0.011021+0.0018583i,0.013084+0.0070486i,0.0081003+0.0084702i,0.0017463+0.003608i
-0.042394-0.016254i,-0.096101-0.066383i,-0.14176-0.12224i,-0.15208-0.10748i,-0.13184-0.0096919i,-0.097306+0.063869i,-0.054948+0.050957i,-0.016059+0.012591i,0.0022101-0.00064468i,0.0044443-0.0019654i,-0.0012686-0.0043777i,-0.0072061-0.0045932i,-0.0094576-0.0040765i,-0.0088782-0.0052896i,-0.002836-0.0071366i,0.0027443-0.008765i,0.0018447-0.0071926i,-0.0015213-0.0043355i,-0.0053614-0.0037302i,-0.0097223-0.0083505i,-0.012081-0.016011i,-0.010176-0.016324i,-0.0066924-0.0085067i
0.037937-0.015204i,0.10302-0.011238i,0.16432+0.026066i,0.17926+0.06856i,0.16677+0.066001i,0.1389+0.035707i,0.07665+0.031681i,0.019295+0.040918i,0.0043557+0.026927i,0.0034766+0.0063212i,0.0011213+0.0010608i,0.0032832+0.0015445i,0.0064604-0.00052041i,0.0090664-0.0018722i,0.007439-0.00098462i,0.0024478+0.00059392i,0.00067415+0.00012025i,0.0010415-0.001137i,0.0016505+0.0016708i,0.0053563+0.010091i,0.01057+0.019598i,0.012549+0.01962i,0.0089568+0.010092i
-0.0064799+0.042593i,-0.034131+0.0874i,-0.07813+0.10536i,-0.11142+0.053688i,-0.1316-0.02168i,-0.13684-0.042918i,-0.094506-0.01537i,-0.037259+0.0090652i,-0.013186+0.016114i,-0.0090807+0.015039i,-0.0082288+0.010437i,-0.0081084+0.0075098i,-0.0055006+0.0069356i,-0.0038783+0.0052494i,-0.0038058+0.0014205i,1.0455e-05-0.0013124i,0.0038331-0.0012731i,0.0024822-0.00098326i,-0.0021065-0.0036262i,-0.0085848-0.011187i,-0.01266-0.017341i,-0.011916-0.014969i,-0.008744-0.0083936i
-0.020944-0.02482i,-0.036942-0.066248i,-0.021733-0.090002i,0.033889-0.040027i,0.088028+0.042587i,0.086593+0.07467i,0.028775+0.045795i,-0.01495+0.0094728i,-0.015674-0.0057443i,-0.0091114-0.009585i,-0.0088238-0.0079906i,-0.006624-0.0078977i,-0.0025723-0.010029i,0.0021176-0.0099i,0.0043694-0.0087278i,0.0028122-0.0073304i,0.00069813-0.0052072i,0.00033053-0.0020194i,0.0022374+0.0028137i,0.0055863+0.010212i,0.0070655+0.015935i,0.0077195+0.014801i,0.0083932+0.00947i
0.032378-0.003092i,0.083424+0.0025671i,0.12661+0.0035721i,0.10466-0.038486i,0.031646-0.10983i,-0.0080212-0.13922i,0.0094578-0.10404i,0.025506-0.052309i,0.014142-0.021611i,0.0039477-0.0073821i,0.008101-0.0043908i,0.010597-0.0052558i,0.0056277-0.0029388i,-0.00080863+0.00094144i,-0.0043745+0.004958i,-0.004397+0.0075438i,-0.0041911+0.0080157i,-0.0050301+0.0060905i,-0.0058951+0.0017165i,-0.0037538-0.0046547i,-1.7337e-05-0.0103i,-0.00020674-0.010947i,-0.0041337-0.0067611i
-0.0099249+0.027948i,-0.048147+0.053039i,-0.098155+0.065195i,-0.11407+0.067771i,-0.078503+0.085166i,-0.028785+0.090837i,0.0058002+0.052415i,0.021193+0.0076329i,0.021482-0.0063493i,0.016416-0.0033395i,0.0088484-0.00068716i,0.001659+0.00068819i,-0.0038082+0.0010884i,-0.0074586+0.00031265i,-0.0071635-0.0014414i,-0.0053958-0.0034422i,-0.0048193-0.0035177i,-0.0037659-0.0023948i,-0.0013268-0.00079494i,-0.0012274+0.0030252i,-0.0046366+0.0084742i,-0.0051739+0.0117i,-0.00071305+0.010775i
-0.012889-0.028603i,-0.0096741-0.072816i,0.017408-0.11798i,0.058616-0.12805i,0.087853-0.10702i,0.079377-0.072704i,0.03772-0.026682i,0.0013596+0.0045885i,-0.010526+0.007202i,-0.009778+0.0029901i,-0.0062002+0.0038233i,-0.0027178+0.0025894i,-0.00089293-0.0023819i,-0.00061691-0.0054838i,0.00065959-0.0046609i,0.0028201-0.00060696i,0.0046513+0.0033674i,0.0048595+0.0030556i,0.0043764-0.00040304i,0.0072267-0.006116i,0.011639-0.012294i,0.011277-0.015521i,0.0062853-0.013718i
0.024846+0.0083883i,0.048489+0.034978i,0.037155+0.073358i,-0.032273+0.091097i,-0.10773+0.077615i,-0.12034+0.050228i,-0.071947+0.021221i,-0.024644+0.0060332i,-0.0035043+0.0060312i,0.0039404+0.0045434i,0.0048841-0.00056996i,0.0064036-0.00034656i,0.010483+0.002833i,0.011157+0.0048984i,0.0071449+0.0044725i,0.0032162+0.002458i,0.0033141+0.0014087i,0.0041733+0.0022579i,0.00078236+0.0053024i,-0.0052756+0.01112i,-0.011933+0.0161i,-0.013616+0.016074i,-0.0082595+0.012303i
-0.018583+0.018701i,-0.048046+0.032658i,-0.058478+0.036898i,-0.006154+0.029178i,0.069378+0.020414i,0.083208+0.018068i,0.032309+0.016613i,-0.0079543+0.0098732i,-0.01166-0.0017247i,-0.010055-0.0065824i,-0.011421-0.00098644i,-0.0098429+0.0029873i,-0.0074672+0.0015434i,-0.0037549-0.0024798i,-1.9647e-05-0.0069405i,0.001018-0.0084526i,0.0006985-0.0072284i,0.00023679-0.0059953i,0.00024485-0.0080044i,0.00161-0.011629i,0.0047765-0.01162i,0.0075941-0.0087309i,0.0063767-0.0073484i
2.0836e-05-0.022271i,0.0075861-0.054201i,0.021728-0.080028i,0.007166-0.080869i,-0.041479-0.070373i,-0.06005-0.058844i,-0.027357-0.033232i,0.0063706-0.0040426i,0.013357+0.0054061i,0.008103+0.0023291i,0.0058095-0.0016766i,0.0062294-0.0053259i,0.0055802-0.0056657i,0.0032678-0.00087093i,0.0035637+0.0041565i,0.0066521+0.0047695i,0.0074278+0.0015743i,0.0062577-0.00029291i,0.0046701+0.0018517i,0.0012697+0.00498i,-0.0054466+0.0038002i,-0.01077+0.00084333i,-0.010373+0.0011524i
0.020053+0.010478i,0.042052+0.03794i,0.057137+0.076629i,0.058199+0.09857i,0.055698+0.094752i,0.047564+0.070147i,0.033705+0.033962i,0.025057+0.0066173i,0.017819-0.0052636i,0.0080546-0.0071529i,0.0014617-0.003658i,-0.00045989-0.00043486i,-0.0014532-0.00042638i,-0.0032315-0.0021462i,-0.0052768-0.002065i,-0.0072433-0.00032943i,-0.0081001+0.0011514i,-0.0064726+0.0014844i,-0.0029482+0.0012464i,0.001781+0.00066358i,0.0092819+0.0026236i,0.014239+0.0047037i,0.01194+0.0038055i
-0.011997+0.008049i,-0.038113+4.4831e-05i,-0.055686-0.03588i,-0.039807-0.085982i,-0.0049189-0.11204i,0.012701-0.084856i,0.0097613-0.027212i,-0.0004098+0.0070644i,-0.0088054+0.01307i,-0.0080158+0.011956i,-0.0032698+0.0099849i,-0.0023321+0.0074208i,-0.0040088+0.0058935i,-0.0046563+0.0036139i,-0.0035265-0.00087682i,-0.0035915-0.005304i,-0.0048299-0.0060539i,-0.0058803-0.0030027i,-0.0061714+0.00045892i,-0.0079701+0.0006762i,-0.012102-0.0025216i,-0.013076-0.005287i,-0.0099426-0.0043041i
0.0060224-0.01583i,0.020453-0.032337i,0.03438-0.028594i,0.017139+0.010287i,-0.024685+0.051263i,-0.046542+0.049274i,-0.03532+0.010635i,-0.018736-0.015394i,-0.0093253-0.01322i,-0.0043009-0.0061196i,-0.0047511-0.0063566i,-0.0049976-0.0080563i,-0.0018281-0.0064135i,0.0019777-0.0028597i,0.0033523-0.00056772i,0.0027507+0.00088951i,0.0042304+0.0011763i,0.0060217-0.00014793i,0.0066822-0.00054718i,0.0084042+0.00081832i,0.0099234+0.0049254i,0.0088109+0.0082326i,0.0062258+0.00646i
0.0059978+0.0072135i,0.0091924+0.025375i,0.0081752+0.035906i,0.014368+0.01246i,0.035131-0.025682i,0.040415-0.034956i,0.013229-0.021223i,-0.01313-0.012026i,-0.018248-0.008804i,-0.012076-0.0043044i,-0.0039196+0.0016941i,0.0011266+0.005365i,0.0017725+0.0053184i,0.0002988+0.001284i,-0.0024888-0.0029643i,-0.0052719-0.0012465i,-0.004384+0.0044513i,-0.0017282+0.0071017i,-0.0034358+0.0072725i,-0.007214+0.0056179i,-0.0073942+0.00016995i,-0.0044294-0.0062752i,-0.0014911-0.0068118i
-0.010359+0.0016301i,-0.03219-0.0039989i,-0.05651-0.014657i,-0.07306-0.012773i,-0.081237+0.00060757i,-0.065767+0.0001991i,-0.027576-0.0051188i,0.0047029-0.00053413i,0.015996+0.0018934i,0.012448-0.0019113i,0.006157-0.005301i,0.0030057-0.0065763i,0.0025363-0.007i,0.0032979-0.0041761i,0.0046613-0.00052053i,0.0050225+0.00043765i,0.0024075-0.00066688i,-0.00042361-0.002972i,0.00046859-0.0046842i,0.0035182-0.0050299i,0.0028943-3.1091e-05i,-0.0010029+0.0060473i,-0.0028411+0.0065854i
