-0.004728+0.00092218i,-0.00085425+0.0011974i,0.0004956+0.0014206i,0.0014772+0.0024027i,0.0023824+0.0026839i,0.0023022+0.0017708i,0.0012726+0.0012877i,0.00073376+0.00098255i,0.00024627+5.3375e-05i,0.0001157-0.00049223i,0.00065429-0.00074333i,0.0012668-0.00072616i,0.00091675-0.00078637i,-0.00021001-0.0011899i,-0.00081379-0.00092591i,-0.00012415-0.00084981i,0.00062352-0.00042404i,0.00048275+0.0002526i,0.00071704+0.00020154i,0.00057014+0.00020709i,-0.00032277+0.00046976i,-0.00033499+0.00066129i,6.1913e-05+0.0008209i
0.19938+0.094614i,0.26727+0.10818i,0.25092+0.054052i,0.18386-0.024542i,0.097226-0.099457i,0.013262-0.15049i,-0.069265-0.1147i,-0.090252-0.041536i,-0.041311-0.013947i,-0.0037375-0.014661i,0.0059888-0.0097797i,0.0082543-0.0067226i,0.0084377-0.00716i,0.014163-0.0056232i,0.017641+0.0013485i,0.015661+0.011695i,0.0093135+0.014993i,-0.0063301+0.006296i,-0.02486+0.0043447i,-0.026242+0.025596i,-0.0071615+0.04635i,0.0048827+0.042147i,0.002041+0.025061i
-0.14445+0.16548i,-0.21539+0.11585i,-0.25079-0.083685i,-0.25963-0.18662i,-0.24768-0.062368i,-0.20508+0.11481i,-0.11978+0.18955i,-0.028011+0.17924i,0.022101+0.12438i,0.038161+0.075475i,0.048924+0.051619i,0.052543+0.02862i,0.03829+0.012094i,0.025176+0.015353i,0.034643+0.022362i,0.057614+0.012821i,0.068202-0.010052i,0.057283-0.017881i,0.041742-0.0060437i,0.031887-0.0011805i,0.020545-0.012984i,0.0078108-0.025351i,-0.0012357-0.022489i
-0.24374-0.10172i,-0.30872-0.064951i,-0.1728+0.061883i,0.064987+0.17727i,0.26083+0.21735i,0.3774+0.17102i,0.37174+0.052239i,0.25116-0.030077i,0.12813-0.026929i,0.05418-0.016111i,0.0034841-0.019892i,-0.023207-0.012427i,-0.024577-0.0023144i,-0.027637+0.0018653i,-0.04649+0.0064479i,-0.064197+0.015258i,-0.063947+0.020823i,-0.049368+0.01583i,-0.034218+0.003697i,-0.024848-0.0067011i,-0.016996-0.0050201i,-0.0069621+0.0021043i,-0.0012595+0.0014135i
0.1075-0.23121i,0.10887-0.24493i,0.041138-0.09309i,-0.026133-0.0092451i,-0.060399-0.15041i,-0.12138-0.3064i,-0.17979-0.28617i,-0.15911-0.17036i,-0.089226-0.087279i,-0.045782-0.044776i,-0.027077-0.0048508i,-0.0052496+0.028431i,0.013856+0.040675i,0.029957+0.03922i,0.049157+0.027203i,0.064367+0.01638i,0.069164+0.017891i,0.057403+0.015503i,0.028135+0.011358i,0.0016223+0.025641i,-0.0031549+0.042121i,0.0016556+0.03665i,0.0014613+0.021241i
0.32872+0.018539i,0.52549-0.032158i,0.59386-0.10406i,0.45883-0.11858i,0.15248-0.026805i,-0.10773+0.14369i,-0.15993+0.26137i,-0.092695+0.22146i,-0.043948+0.11476i,-0.021864+0.055862i,-0.004603+0.034344i,0.002797+0.017587i,-0.0032748+0.0030016i,-0.022928-0.0070216i,-0.04405-0.0053101i,-0.04973+0.0031668i,-0.037826+0.00011667i,-0.017997-0.0027741i,0.00036703-0.0013484i,0.006095-0.011661i,-0.0026588-0.029219i,-0.0095154-0.032351i,-0.0078484-0.022254i
-0.020325+0.24804i,-0.052244+0.30351i,-0.168+0.21567i,-0.23394+0.17668i,-0.073815+0.2683i,0.16665+0.30099i,0.27336+0.21003i,0.24144+0.11931i,0.15898+0.056297i,0.08052-0.0039675i,0.024211-0.048346i,-0.0084874-0.062404i,-0.018825-0.052465i,-0.012717-0.040561i,-0.0036132-0.035313i,-0.0084996-0.02174i,-0.027659+0.0034692i,-0.041451+0.015279i,-0.039604+0.0048713i,-0.029589-0.0050846i,-0.014554+0.0021502i,0.0023027+0.0092429i,0.01065+0.0016236i
-0.26546+0.031871i,-0.37531+0.075666i,-0.28518+0.038668i,-0.098591-0.10092i,-0.020841-0.25767i,-0.040143-0.36513i,-0.088822-0.35447i,-0.1081-0.23567i,-0.074343-0.11556i,-0.042718-0.04418i,-0.028659+0.007257i,-0.013001+0.03889i,0.0042244+0.042586i,0.021697+0.039775i,0.037516+0.042196i,0.048441+0.038143i,0.050772+0.022092i,0.037781+0.01356i,0.016594+0.026574i,0.0083195+0.042984i,0.011825+0.038302i,0.011714+0.021199i,0.0097657+0.015011i
-0.027845-0.11867i,-0.067509-0.011072i,-0.099021+0.28585i,-0.13469+0.49134i,-0.22739+0.43046i,-0.35902+0.33647i,-0.36988+0.29815i,-0.25462+0.21286i,-0.13803+0.11144i,-0.057361+0.047833i,-0.011287+0.01055i,0.012495-0.009427i,0.021535-0.021628i,0.0079384-0.037582i,-0.026693-0.057713i,-0.070054-0.069215i,-0.093938-0.06182i,-0.082454-0.045875i,-0.049323-0.040727i,-0.026948-0.050036i,-0.024257-0.051689i,-0.019487-0.034415i,-0.007069-0.019575i
0.14981-0.060137i,0.24296-0.20317i,0.30245-0.40069i,0.30388-0.48178i,0.28915-0.32531i,0.3112-0.10369i,0.26604+0.0081139i,0.14488+0.058816i,0.077001+0.080227i,0.063287+0.054547i,0.0506+0.027275i,0.035625+0.023305i,0.020178+0.034644i,0.029223+0.063081i,0.067475+0.081219i,0.095797+0.069106i,0.091134+0.041732i,0.064075+0.015604i,0.032656+0.007076i,0.015263+0.022256i,0.017253+0.043208i,0.023739+0.047129i,0.021371+0.037303i
0.012574+0.074585i,0.073906+0.12683i,0.16367+0.1939i,0.272+0.23795i,0.35533+0.13722i,0.31318-0.05561i,0.18992-0.16737i,0.10646-0.16005i,0.065444-0.099789i,0.023107-0.036042i,-0.016364+0.0092829i,-0.036168+0.0285i,-0.036489+0.023257i,-0.043338+0.0018175i,-0.062341-0.015935i,-0.064972-0.02044i,-0.040706-0.022425i,-0.008467-0.020729i,0.0084405-0.013495i,0.0069287-0.012524i,-0.0038136-0.017596i,-0.017662-0.018875i,-0.026982-0.013365i
-0.14044-0.027576i,-0.32303+0.013083i,-0.50091+0.085416i,-0.53534+0.13572i,-0.42762+0.1434i,-0.30985+0.070002i,-0.23381-0.024298i,-0.16324-0.040543i,-0.086776-0.0148i,-0.021524-0.021013i,0.004772-0.044359i,0.006213-0.047484i,0.0098128-0.041341i,0.018432-0.042236i,0.03158-0.045783i,0.034896-0.042865i,0.013712-0.025512i,-0.0087873-0.0048974i,-0.010003-0.0026064i,-0.0038128-0.016675i,-0.00061991-0.025735i,0.0027789-0.021401i,0.0079289-0.011754i
0.10529-0.053087i,0.2064+0.03998i,0.33315+0.28008i,0.41667+0.45642i,0.35928+0.39133i,0.23234+0.23555i,0.14558+0.10923i,0.062403+0.011812i,-0.007865-0.019558i,-0.03455-0.0097743i,-0.04443+0.013567i,-0.03765+0.043163i,-0.024231+0.053362i,-0.022139+0.067656i,-0.014073+0.094591i,0.011544+0.099497i,0.041279+0.074164i,0.04736+0.045141i,0.025126+0.041351i,0.0099499+0.058379i,0.011896+0.064334i,0.0083621+0.051705i,-0.00015703+0.038739i
0.12815+0.09654i,0.090213+0.050147i,-0.17555-0.11879i,-0.49437-0.24597i,-0.56275-0.21194i,-0.4002-0.10224i,-0.20249-0.0058824i,-0.056008+0.022315i,0.0022061-0.011815i,-0.00044351-0.02273i,0.006688-0.020613i,0.020961-0.036152i,0.028969-0.049963i,0.028062-0.075903i,0.0043713-0.10976i,-0.03946-0.12008i,-0.076842-0.098263i,-0.078893-0.061842i,-0.051173-0.039862i,-0.028417-0.042825i,-0.029039-0.05369i,-0.036063-0.050866i,-0.033733-0.037231i
-0.11814+0.11194i,-0.069938+0.042003i,0.12997-0.19374i,0.32999-0.37265i,0.39057-0.29188i,0.36026-0.11034i,0.26181-0.02882i,0.11422-0.01408i,0.01345+0.012249i,0.0022936+0.031261i,0.0192+0.029576i,0.016777+0.023666i,-0.001465+0.025288i,-0.0081062+0.056149i,0.018953+0.10183i,0.054496+0.11375i,0.051492+0.089664i,0.016095+0.061867i,-0.01353+0.048004i,-0.014302+0.04567i,0.010437+0.043855i,0.033252+0.038984i,0.038934+0.034256i
-0.20097-0.037271i,-0.38214+0.11342i,-0.50251+0.46755i,-0.39169+0.75377i,-0.1065+0.67109i,0.048526+0.34833i,0.020728+0.1165i,0.014399+0.057322i,0.048236+0.038275i,0.027689+0.0032753i,-0.02614-0.011419i,-0.062217+0.0018237i,-0.060213+0.014364i,-0.052722-0.0060259i,-0.076775-0.042804i,-0.094167-0.054429i,-0.068803-0.039049i,-0.027847-0.012798i,3.5867e-05+0.010688i,0.016441+0.024287i,0.022351+0.02209i,0.012325+0.0011779i,-0.0035804-0.016874i
0.0069001-0.12254i,0.016377-0.1906i,0.085191-0.2477i,0.15824-0.26374i,0.10051-0.19342i,-0.024463-0.11633i,-0.082732-0.1032i,-0.082269-0.090714i,-0.045136-0.052912i,0.0014666-0.027522i,0.036032-0.017698i,0.057572-0.022602i,0.06122-0.031237i,0.074574-0.036599i,0.094245-0.048689i,0.081985-0.061253i,0.033338-0.06786i,-0.019978-0.060981i,-0.038506-0.041863i,-0.030142-0.032984i,-0.022651-0.031803i,-0.015137-0.02575i,-0.008781-0.017188i
0.13272-0.042422i,0.12283-0.070828i,-0.052575+0.044471i,-0.29045+0.31044i,-0.34944+0.50227i,-0.17852+0.48632i,0.018403+0.31878i,0.07145+0.12026i,0.028135+0.015064i,0.0050477+0.0032002i,-0.0056295+0.010004i,-0.022566+0.010344i,-0.032818+0.0054265i,-0.048573+0.019738i,-0.045596+0.061577i,-0.008251+0.084436i,0.03171+0.065655i,0.045128+0.026484i,0.022135+0.0078187i,-0.0028116+0.032582i,0.0026256+0.060863i,0.015555+0.062678i,0.015139+0.054549i
-0.0036622+0.064787i,0.023187-0.13947i,-0.07079-0.59123i,-0.26127-0.93945i,-0.27619-0.87553i,-0.077414-0.57444i,0.059003-0.30411i,0.075028-0.095668i,0.079637-0.0075696i,0.060052-0.026536i,0.030004-0.043387i,0.02426-0.046192i,0.027306-0.044827i,0.038223-0.048144i,0.037361-0.074424i,0.011211-0.089347i,-0.005928-0.071477i,-0.0043605-0.046801i,-0.0052353-0.030015i,-0.019361-0.016267i,-0.038134-0.0037541i,-0.042038-0.0023382i,-0.030849-0.0088431i
-0.085527-0.13151i,-0.00884-0.05261i,0.30227+0.18803i,0.66784+0.33285i,0.72249+0.21488i,0.43932+0.024531i,0.15978-0.062898i,0.043251-0.10212i,-0.005112-0.095786i,-0.025543-0.032678i,-0.013858+0.033018i,0.019724+0.065975i,0.044335+0.05647i,0.036929+0.047802i,0.029362+0.069239i,0.036939+0.07902i,0.034348+0.05972i,0.01949+0.039302i,0.005771+0.025407i,5.3422e-05+0.00058659i,-0.0019248-0.025766i,-0.0041667-0.023721i,-0.0043432-0.0064542i
0.25006+0.00066755i,0.29604-0.024626i,0.074668-0.066051i,-0.20533-0.050289i,-0.26434+0.069396i,-0.1813+0.1608i,-0.14124+0.14606i,-0.11516+0.11676i,-0.051095+0.08454i,-0.012302+0.031126i,-0.025881-0.0063982i,-0.058901-0.004571i,-0.071273+0.02203i,-0.068974+0.021001i,-0.077774-0.0083856i,-0.075318-0.017518i,-0.0494+0.0020095i,-0.019561+0.02847i,0.0020867+0.038594i,0.011775+0.032686i,0.014519+0.023422i,0.011765+0.0077328i,0.0062333-0.004694i
-0.052629+0.30799i,-0.079441+0.4894i,0.038612+0.50455i,0.23401+0.41341i,0.28043+0.36764i,0.22961+0.33461i,0.19577+0.24351i,0.13804+0.12198i,0.067844+0.034853i,0.027742-0.0011505i,0.030344-0.008209i,0.042819-0.029711i,0.02731-0.051083i,0.031747-0.038087i,0.062566-0.022276i,0.057678-0.018655i,0.019448-0.015455i,-0.017987-0.014389i,-0.043714-0.007248i,-0.058214+0.0067341i,-0.058491+0.015616i,-0.044086+0.014414i,-0.028819+0.0046171i
-0.1915+0.10014i,-0.30132+0.058844i,-0.52072+0.019576i,-0.79212+0.11742i,-0.77992+0.24451i,-0.45039+0.24405i,-0.12311+0.14354i,0.046449+0.053235i,0.093652+0.0086227i,0.070094-0.0072229i,0.020327-0.0039017i,-0.0066442+0.010762i,0.0058173+0.014313i,0.02154+0.01499i,0.027236+0.033076i,0.03827+0.04783i,0.042606+0.04731i,0.030029+0.045481i,0.015192+0.046731i,0.02184+0.037846i,0.042799+0.0073877i,0.04533-0.01747i,0.032275-0.017488i
-0.35772-0.11805i,-0.30298-0.080097i,0.19074-0.13238i,0.67471-0.4276i,0.63904-0.63785i,0.31823-0.46941i,0.08734-0.17646i,-0.029854+0.0037576i,-0.058418+0.060566i,-0.05092+0.023665i,-0.063119-0.012481i,-0.06129-0.01735i,-0.050216-0.023335i,-0.04967-0.030911i,-0.058328-0.038356i,-0.06948-0.032691i,-0.059235-0.021532i,-0.037647-0.023282i,-0.03532-0.030417i,-0.057048-0.016231i,-0.073167+0.027527i,-0.054849+0.058797i,-0.019399+0.055075i
0.16889-0.68813i,0.10973-0.97906i,-0.072984-0.69288i,-0.10522-0.035806i,-9.3096e-05+0.30988i,-0.079832+0.26346i,-0.22465+0.18183i,-0.18314+0.12426i,-0.069138+0.060125i,0.0029975+0.042541i,0.057347+0.050602i,0.098966+0.037543i,0.10649+0.013569i,0.090439+0.0080836i,0.072295+0.0080896i,0.046185+2.1926e-05i,0.015202-0.0032103i,0.0011727-0.00075944i,0.0011373+0.001612i,-0.0059993-0.0068325i,-0.01702-0.028245i,-0.026485-0.043816i,-0.033711-0.03754i
0.64546+0.27666i,0.93012+0.34813i,0.80159+0.14735i,0.42188-0.13461i,0.23364-0.16678i,0.30914-0.09595i,0.3273-0.12599i,0.17726-0.13888i,0.06131-0.093353i,0.032003-0.083684i,0.0018098-0.087813i,-0.033766-0.053175i,-0.042549+0.0033754i,-0.026211+0.051627i,0.011403+0.081127i,0.059022+0.09016i,0.082243+0.081824i,0.064939+0.068355i,0.040318+0.056677i,0.041989+0.032891i,0.048897-0.010717i,0.036034-0.042898i,0.019219-0.041411i
-0.1451+0.49484i,-0.28625+0.74543i,-0.30889+0.90959i,-0.13203+0.89163i,-0.0060651+0.58108i,-0.070063+0.23483i,-0.14723+0.12352i,-0.13044+0.1132i,-0.12868+0.080555i,-0.16004+0.064771i,-0.15455+0.062667i,-0.11319+0.040903i,-0.066218+0.0046301i,-0.02302-0.025959i,-0.0059571-0.044903i,-0.014142-0.044722i,-0.00095227-0.025546i,0.03207-0.0083142i,0.035783-0.0027662i,0.0085742+0.0044105i,-0.013246+0.020485i,-0.015505+0.029047i,-0.013555+0.015264i
-0.1826+0.30703i,0.10759+0.43246i,0.4696+0.25374i,0.42891-0.026594i,0.16525-0.014833i,0.067088+0.1562i,0.085707+0.1625i,0.090307+0.070512i,0.10157-0.021382i,0.10176-0.10977i,0.074869-0.11641i,0.063681-0.047531i,0.053059+0.011281i,0.015515+0.042159i,-0.013652+0.060819i,-0.025871+0.072523i,-0.051755+0.086353i,-0.074812+0.096633i,-0.057237+0.087941i,-0.0089931+0.05593i,0.027268+0.0074408i,0.025975-0.028709i,0.016009-0.02838i
-0.64686-0.257i,-0.99294-0.11552i,-0.76785+0.19582i,-0.16761+0.23066i,-0.0035746+0.040568i,-0.2455+0.079436i,-0.30797+0.23029i,-0.17575+0.18089i,-0.07814+0.058541i,-0.025214+0.023709i,0.00065146+0.022891i,-0.002846-0.004884i,-0.018883-0.046406i,-0.044189-0.066338i,-0.084146-0.059119i,-0.11826-0.03314i,-0.11844-0.025487i,-0.099467-0.048669i,-0.092128-0.061618i,-0.092536-0.035346i,-0.072841+0.018962i,-0.024164+0.055446i,0.023168+0.048344i
0.43053-0.69354i,0.44424-1.0655i,0.061197-0.96829i,-0.33168-0.44121i,-0.29847-0.11866i,-0.13013-0.20836i,-0.1162-0.24419i,-0.12688-0.080986i,-0.08606+0.089362i,-0.032979+0.17848i,0.0011565+0.16038i,0.015335+0.10861i,0.049746+0.088468i,0.10131+0.062831i,0.13995+0.017172i,0.15085-0.039261i,0.13069-0.084242i,0.099753-0.092926i,0.081653-0.074809i,0.070134-0.05626i,0.047438-0.049829i,0.016847-0.046284i,-0.010298-0.031349i
0.41654+0.60035i,0.61661+0.9472i,0.73339+1.015i,0.83494+0.57415i,0.88506-0.04746i,0.83345-0.39212i,0.62846-0.44361i,0.28887-0.34419i,0.0038474-0.23667i,-0.14798-0.20937i,-0.186-0.16764i,-0.14215-0.089319i,-0.11847-0.034582i,-0.13511+0.01998i,-0.10689+0.061883i,-0.025794+0.047376i,0.051661+0.016527i,0.096418+0.0090742i,0.097989+0.0031064i,0.068835-0.019445i,0.037783-0.051521i,0.0071671-0.070776i,-0.015834-0.059719i
-0.061533+0.14855i,0.019856-0.051979i,0.143-0.34239i,0.16865-0.37217i,-0.060028-0.12663i,-0.38469+0.1399i,-0.48375+0.23504i,-0.33605+0.17426i,-0.14499+0.12909i,0.0048394+0.14481i,0.061143+0.12012i,0.036193+0.06679i,0.02478+0.020458i,0.0062125-0.03853i,-0.075252-0.056654i,-0.16424+0.021922i,-0.1811+0.12969i,-0.11525+0.17775i,-0.011994+0.14452i,0.068287+0.080616i,0.10235+0.05281i,0.10703+0.048763i,0.092738+0.028055i
-0.27618+0.14251i,-0.26843+0.35632i,-0.19085+0.36877i,-0.20142+0.14543i,-0.15776-0.058808i,-0.02269-0.10072i,0.057194-0.027334i,0.053087+0.040138i,-0.015751+0.061477i,-0.036354+0.079922i,0.040014+0.047893i,0.063278-0.0089673i,0.027295+0.007847i,0.015747+0.040253i,0.021701+0.039456i,0.035592+0.015349i,0.018434-0.016001i,-0.032545-0.018599i,-0.056117-0.0093077i,-0.048863-0.020615i,-0.04363-0.038142i,-0.031779-0.032649i,8.1472e-05-0.013775i
-0.36785-0.29887i,-0.52771-0.17033i,-0.46383+0.17652i,-0.20512+0.36887i,-0.059082+0.1439i,-0.09866-0.15831i,-0.087417-0.20932i,0.004671-0.10998i,0.067562-0.0075806i,0.06127+0.050505i,-0.0085208+0.06784i,-0.068837+0.077846i,-0.064871+0.073231i,-0.052869+0.011508i,-0.089135-0.084982i,-0.14802-0.14194i,-0.16037-0.138i,-0.07708-0.10247i,0.054877-0.096572i,0.10601-0.12398i,0.054096-0.099254i,-0.0078493-0.029074i,-0.025295+0.011658i
0.5467+8.1205i,3.485+6.6861i,7.3058+5.2696i,8.4071+1.8041i,6.6466-1.9312i,3.1794-3.7303i,0.283-2.5365i,-0.58365-0.5016i,0.055392+0.57954i,0.84057+0.35586i,0.58491-0.45683i,-0.37565-0.9201i,-1.2367-0.89055i,-1.6787-0.46644i,-1.5029+0.11184i,-0.95324+0.46359i,-0.43286+0.40659i,-0.090123+0.091897i,0.083241-0.20716i,0.11397-0.34691i,0.10542-0.37327i,0.088974-0.29844i,0.088993-0.11005i
-0.15543+0.23758i,-0.28273+0.13086i,-0.62723-0.29913i,-0.97651-0.64031i,-0.9747-0.51791i,-0.64686-0.16843i,-0.29059+0.032259i,-0.088596+0.054988i,0.0070289+0.036219i,0.077323+0.01464i,0.098069-0.032923i,0.066205-0.059124i,0.047932-0.029738i,0.038834+0.0060927i,0.029704+0.024788i,0.049349+0.011468i,0.051854-0.024189i,0.02359-0.023079i,0.0091433-0.0064131i,-0.0067732-0.025215i,-0.033018-0.045872i,-0.039411-0.047369i,-0.029065-0.050396i
-0.11637+0.26522i,-0.028976+0.56238i,0.19496+0.86767i,0.42177+0.84862i,0.37927+0.33492i,0.049394-0.20952i,-0.21731-0.31912i,-0.21583-0.1684i,-0.11356-0.052245i,-0.074819+0.0079053i,-0.073238+0.05435i,-0.065033+0.079717i,-0.03953+0.070027i,-0.023367+0.040909i,-0.040169+0.041654i,-0.057372+0.072605i,-0.051075+0.075958i,-0.030453+0.039169i,-0.0082525+0.00053264i,0.0089068-0.014742i,0.029789-0.0033068i,0.048063+0.012137i,0.043994+0.012627i
-0.067382-0.35709i,-0.11096-0.68655i,-0.16486-0.87157i,-0.25955-0.69065i,-0.34358-0.22222i,-0.32717+0.21315i,-0.22301+0.36669i,-0.098815+0.27178i,-0.038306+0.13288i,-0.010409+0.07756i,0.04901+0.052386i,0.081888-0.011787i,0.049443-0.062553i,0.026017-0.06768i,0.035118-0.057292i,0.063489-0.035095i,0.10653-0.022795i,0.095105-0.044906i,0.0041917-0.05981i,-0.081666-0.030179i,-0.11467+0.0077847i,-0.11231+0.027097i,-0.086447+0.038828i
0.21254-0.046463i,0.28553-0.072976i,0.19257-0.27465i,0.03663-0.41678i,0.20197-0.27029i,0.62611-0.12585i,0.75193-0.1615i,0.45159-0.17344i,0.12332-0.10717i,-0.052574-0.068045i,-0.1087-0.033842i,-0.073639+0.024995i,-0.015679+0.069022i,0.029429+0.085893i,0.074429+0.080905i,0.10269+0.044492i,0.09489+0.0065463i,0.069341+0.00046427i,0.05678+0.019688i,0.06199+0.040062i,0.065009+0.045649i,0.058804+0.043171i,0.045007+0.032752i
-0.24822+0.18987i,-0.59121+0.45995i,-0.7157+0.94686i,-0.3207+1.2281i,0.17275+0.85725i,0.17976+0.23746i,-0.081711-0.042949i,-0.13251-0.058349i,-0.032488-0.05578i,0.025722-0.058258i,0.019602-0.045362i,-0.020132-0.025627i,-0.035192-0.023803i,-0.031507-0.055376i,-0.052142-0.081943i,-0.082833-0.062161i,-0.089199-0.015798i,-0.05411+0.0082814i,-0.0030225-0.011423i,0.025938-0.045743i,0.039591-0.06316i,0.039651-0.070922i,0.023565-0.063684i
0.18011-0.14577i,0.60135-0.40137i,0.96564-0.86741i,0.75901-1.1828i,0.13678-0.91696i,-0.24812-0.32921i,-0.23795-0.0064696i,-0.14831+0.0057504i,-0.10789-0.035553i,-0.065111-0.057306i,-0.030144-0.087354i,-0.027275-0.085437i,-0.03588-0.030029i,-0.04419+0.013323i,-0.061879+0.011968i,-0.075552+0.0088816i,-0.06545+0.021986i,-0.048681+0.025509i,-0.04631+0.0084536i,-0.050628-0.0025107i,-0.050977+0.01209i,-0.042266+0.032401i,-0.015794+0.030943i
-0.19975+0.030906i,-0.5502+0.27227i,-0.84792+0.58556i,-0.80046+0.67759i,-0.51312+0.50122i,-0.26021+0.30354i,-0.084353+0.24294i,0.025543+0.215i,0.046477+0.14723i,0.030413+0.10916i,0.038656+0.10083i,0.045884+0.061034i,0.014538+0.020148i,-0.011089+0.042734i,0.020614+0.088829i,0.076397+0.084474i,0.10283+0.038039i,0.090554+0.012075i,0.063442+0.031245i,0.044866+0.05141i,0.037819+0.046297i,0.034938+0.031626i,0.024653+0.018789i
0.29164-0.094824i,0.52044-0.24304i,0.60728-0.34059i,0.46038-0.2851i,0.21834-0.17755i,0.046832-0.14501i,-0.028176-0.15966i,-0.053966-0.12539i,-0.04792-0.02749i,-0.019763+0.041934i,-0.0078327+0.052514i,-0.0045104+0.039105i,0.01362+0.0057448i,0.034395-0.047795i,0.025806-0.10463i,-0.027777-0.13042i,-0.075727-0.10355i,-0.059291-0.05739i,-0.0009464-0.035223i,0.032472-0.04338i,0.021443-0.060364i,-0.0021058-0.055339i,-0.011995-0.024946i
-0.044918+0.24971i,0.043783+0.30146i,0.21425+0.035312i,0.26809-0.32505i,0.18041-0.37231i,0.14836-0.18852i,0.14843-0.077653i,0.058949-0.077324i,-0.046949-0.076285i,-0.06063-0.044876i,-0.012176-0.028824i,0.0024215-0.025378i,-0.022653-0.013446i,-0.044393-0.0066968i,-0.060655+0.026482i,-0.050571+0.095416i,-0.014569+0.13787i,0.0017161+0.11939i,-0.0065309+0.072476i,-0.017136+0.038274i,-0.025299+0.019683i,-0.030628+0.00445i,-0.031198-0.010766i
-0.25814-0.16791i,-0.48152-0.2145i,-0.6222-0.034825i,-0.54011+0.17928i,-0.35436+0.063756i,-0.29204-0.22056i,-0.28872-0.25185i,-0.16847-0.10114i,-0.05493-0.018732i,-0.047076+0.02028i,-0.043792+0.041786i,-0.014048+0.02739i,0.0070272+0.018524i,0.0063861+0.036564i,0.018946+0.050628i,0.060582+0.021732i,0.082626-0.028975i,0.068004-0.043806i,0.049923-0.028075i,0.041032-0.015535i,0.03192+0.002731i,0.030213+0.026769i,0.035057+0.027456i
0.079878-0.20328i,0.12304-0.32093i,0.11122-0.38139i,0.00011393-0.33736i,-0.14794-0.13543i,-0.15578+0.11583i,-0.026819+0.16158i,0.06439+0.036204i,0.082312-0.038459i,0.084379-0.033174i,0.073143-0.037375i,0.034242-0.073791i,-0.0061787-0.097729i,-0.018449-0.090702i,-0.028983-0.082834i,-0.065741-0.070451i,-0.090447-0.040961i,-0.071962-0.020767i,-0.042159-0.015415i,-0.020818-0.0056637i,0.0051896+0.0062959i,0.021923+0.0087946i,0.017419+0.010471i
0.23384+0.030625i,0.30213-0.045483i,0.16463-0.16832i,0.016587-0.22899i,0.077116-0.2311i,0.19277-0.25294i,0.19818-0.2347i,0.12891-0.14487i,0.059173-0.074896i,0.0086107-0.059716i,-0.028892-0.031251i,-0.026064+0.034575i,0.0067554+0.073881i,0.024246+0.063908i,0.025988+0.039327i,0.026768+0.022062i,0.027764+0.022402i,0.023833+0.027315i,0.018185+0.017855i,0.012843-0.0078177i,-0.0086242-0.040284i,-0.039269-0.055542i,-0.054205-0.045097i
-0.19054+0.40625i,-0.22588+0.77814i,-0.087212+0.96029i,0.13041+0.77267i,0.20376+0.39385i,0.094883+0.12731i,-0.042611+0.055103i,-0.093725+0.04418i,-0.10119+0.01254i,-0.10767+0.0019204i,-0.077366+0.013011i,-0.027633+0.0041786i,-0.010068-0.025781i,-0.02672-0.049676i,-0.046697-0.037157i,-0.041537-0.0050751i,-0.020555-0.002385i,-0.010786-0.024276i,-0.012253-0.029613i,-0.0055287-0.009188i,0.012991+0.022904i,0.032971+0.042171i,0.044921+0.029977i
-0.1104-0.42876i,-0.1297-0.8753i,-0.115-1.2171i,-0.17579-1.1128i,-0.24584-0.65613i,-0.19832-0.30096i,-0.12784-0.19688i,-0.10887-0.12187i,-0.072045-0.0032088i,-0.0027442+0.04965i,0.033007+0.021201i,0.030544-0.014916i,0.028421-0.019181i,0.031474-0.0037843i,0.033839+0.010854i,0.04139+0.018366i,0.047407+0.020176i,0.04121+0.015782i,0.026568+0.0021748i,0.012645-0.011043i,0.0047596-0.017366i,0.0015522-0.0175i,-0.00059591-0.0081497i
0.15243+0.17931i,0.24313+0.57564i,0.30683+1.0099i,0.34124+0.97969i,0.27198+0.48468i,0.1226+0.08562i,0.066449+0.020736i,0.1171+0.025696i,0.12546-0.049182i,0.058362-0.092269i,0.0052868-0.066442i,-0.021463-0.036983i,-0.044414-0.021337i,-0.035128-0.014326i,-0.0085541-0.039748i,-0.015024-0.079392i,-0.033566-0.082809i,-0.027332-0.05471i,-0.013153-0.025146i,-0.010502-0.0088541i,-0.021327-0.0094795i,-0.040439-0.012158i,-0.048696-0.0051782i
-0.011048-0.13311i,-0.10214-0.46116i,-0.22705-0.82141i,-0.25848-0.82637i,-0.14747-0.44988i,0.020358-0.066737i,0.094316+0.056236i,0.044509+0.017212i,-0.016696-0.0047133i,-0.03308+0.014223i,-0.026219+0.049707i,-0.0051533+0.080712i,0.01234+0.086305i,-0.0016484+0.075805i,-0.031405+0.085979i,-0.039978+0.10844i,-0.036455+0.10137i,-0.036888+0.071293i,-0.027267+0.046007i,-0.0065721+0.029176i,0.014854+0.018651i,0.031782+0.009312i,0.03435-0.0063165i
